context: No! response:	Komari-san...
context: If you turn your eyes away from sad things, they'll happen again one day.\If you keep running away, you'll just repeat the same mistakes.\That's why you have to face the truth straight on.\I suck at this, but it's all I can do!\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: If you keep running away, you'll just repeat the same mistakes.\That's why you have to face the truth straight on.\I suck at this, but it's all I can do!\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: That's why you have to face the truth straight on.\I suck at this, but it's all I can do!\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: I suck at this, but it's all I can do!\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	Please help her
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her response:	I'm out of paper...
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\I'm out of paper... response:	Riki!
context: Please help her\Please help her\Please help her\Please help her\Please help her\Please help her\I'm out of paper...\Riki! response:	Use this!
context: Please help her\Please help her\Please help her\Please help her\Please help her\I'm out of paper...\Riki!\Use this! response:	You collected all that, Rin?
context: Please help her\Please help her\Please help her\Please help her\I'm out of paper...\Riki!\Use this!\You collected all that, Rin? response:	The drawing paper and seaweed bowls are from Kurugaya!
context: Please help her\Please help her\Please help her\I'm out of paper...\Riki!\Use this!\You collected all that, Rin?\The drawing paper and seaweed bowls are from Kurugaya! response:	Thanks!
context: Please help her\Please help her\I'm out of paper...\Riki!\Use this!\You collected all that, Rin?\The drawing paper and seaweed bowls are from Kurugaya!\Thanks! response:	Beef yourself up with these pork rice balls
context: Please help her\I'm out of paper...\Riki!\Use this!\You collected all that, Rin?\The drawing paper and seaweed bowls are from Kurugaya!\Thanks!\Beef yourself up with these pork rice balls response:	Masato
context: I'm out of paper...\Riki!\Use this!\You collected all that, Rin?\The drawing paper and seaweed bowls are from Kurugaya!\Thanks!\Beef yourself up with these pork rice balls\Masato response:	I can't do anything, but give it your all
context: Riki!\Use this!\You collected all that, Rin?\The drawing paper and seaweed bowls are from Kurugaya!\Thanks!\Beef yourself up with these pork rice balls\Masato\I can't do anything, but give it your all response:	Kengo
context: Use this!\You collected all that, Rin?\The drawing paper and seaweed bowls are from Kurugaya!\Thanks!\Beef yourself up with these pork rice balls\Masato\I can't do anything, but give it your all\Kengo response:	Don't be too hard on yourself.
context: You collected all that, Rin?\The drawing paper and seaweed bowls are from Kurugaya!\Thanks!\Beef yourself up with these pork rice balls\Masato\I can't do anything, but give it your all\Kengo\Don't be too hard on yourself. response:	Also, your pictures are pretty good
context: The drawing paper and seaweed bowls are from Kurugaya!\Thanks!\Beef yourself up with these pork rice balls\Masato\I can't do anything, but give it your all\Kengo\Don't be too hard on yourself.\Also, your pictures are pretty good response:	Also, your pictures are pretty good
context: Thanks!\Beef yourself up with these pork rice balls\Masato\I can't do anything, but give it your all\Kengo\Don't be too hard on yourself.\Also, your pictures are pretty good\Also, your pictures are pretty good response:	Kyousuke
context: Beef yourself up with these pork rice balls\Masato\I can't do anything, but give it your all\Kengo\Don't be too hard on yourself.\Also, your pictures are pretty good\Also, your pictures are pretty good\Kyousuke response:	Beef yourself up with these pork rice balls.
context: Masato\I can't do anything, but give it your all\Kengo\Don't be too hard on yourself.\Also, your pictures are pretty good\Also, your pictures are pretty good\Kyousuke\Beef yourself up with these pork rice balls. response:	I can't do anything, but give it your all!
context: I can't do anything, but give it your all\Kengo\Don't be too hard on yourself.\Also, your pictures are pretty good\Also, your pictures are pretty good\Kyousuke\Beef yourself up with these pork rice balls.\I can't do anything, but give it your all! response:	Don't be too hard on yourself.
context: Kengo\Don't be too hard on yourself.\Also, your pictures are pretty good\Also, your pictures are pretty good\Kyousuke\Beef yourself up with these pork rice balls.\I can't do anything, but give it your all!\Don't be too hard on yourself. response:	Also, your pictures are pretty good!
context: Don't be too hard on yourself.\Also, your pictures are pretty good\Also, your pictures are pretty good\Kyousuke\Beef yourself up with these pork rice balls.\I can't do anything, but give it your all!\Don't be too hard on yourself.\Also, your pictures are pretty good! response:	That's right...
context: Also, your pictures are pretty good\Also, your pictures are pretty good\Kyousuke\Beef yourself up with these pork rice balls.\I can't do anything, but give it your all!\Don't be too hard on yourself.\Also, your pictures are pretty good!\That's right... response:	They've always been there for me.
context: Also, your pictures are pretty good\Kyousuke\Beef yourself up with these pork rice balls.\I can't do anything, but give it your all!\Don't be too hard on yourself.\Also, your pictures are pretty good!\That's right...\They've always been there for me. response:	It's done!
context: Kyousuke\Beef yourself up with these pork rice balls.\I can't do anything, but give it your all!\Don't be too hard on yourself.\Also, your pictures are pretty good!\That's right...\They've always been there for me.\It's done! response:	There you are, Onii-chan.
context: Beef yourself up with these pork rice balls.\I can't do anything, but give it your all!\Don't be too hard on yourself.\Also, your pictures are pretty good!\That's right...\They've always been there for me.\It's done!\There you are, Onii-chan. response:	Komari-san.
context: I can't do anything, but give it your all!\Don't be too hard on yourself.\Also, your pictures are pretty good!\That's right...\They've always been there for me.\It's done!\There you are, Onii-chan.\Komari-san. response:	I'm Naoe Riki.
context: Don't be too hard on yourself.\Also, your pictures are pretty good!\That's right...\They've always been there for me.\It's done!\There you are, Onii-chan.\Komari-san.\I'm Naoe Riki. response:	Not Takuya-san.
context: Also, your pictures are pretty good!\That's right...\They've always been there for me.\It's done!\There you are, Onii-chan.\Komari-san.\I'm Naoe Riki.\Not Takuya-san. response:	Then where's Onii-chan?
context: That's right...\They've always been there for me.\It's done!\There you are, Onii-chan.\Komari-san.\I'm Naoe Riki.\Not Takuya-san.\Then where's Onii-chan? response:	He's no longer here.
context: They've always been there for me.\It's done!\There you are, Onii-chan.\Komari-san.\I'm Naoe Riki.\Not Takuya-san.\Then where's Onii-chan?\He's no longer here. response:	He passed away.
context: It's done!\There you are, Onii-chan.\Komari-san.\I'm Naoe Riki.\Not Takuya-san.\Then where's Onii-chan?\He's no longer here.\He passed away. response:	It's sad, but that's reality.
context: There you are, Onii-chan.\Komari-san.\I'm Naoe Riki.\Not Takuya-san.\Then where's Onii-chan?\He's no longer here.\He passed away.\It's sad, but that's reality. response:	You have to accept it.
context: Komari-san.\I'm Naoe Riki.\Not Takuya-san.\Then where's Onii-chan?\He's no longer here.\He passed away.\It's sad, but that's reality.\You have to accept it. response:	No! That's just a bad dream!
context: I'm Naoe Riki.\Not Takuya-san.\Then where's Onii-chan?\He's no longer here.\He passed away.\It's sad, but that's reality.\You have to accept it.\No! That's just a bad dream! response:	It's not a dream!
context: Not Takuya-san.\Then where's Onii-chan?\He's no longer here.\He passed away.\It's sad, but that's reality.\You have to accept it.\No! That's just a bad dream!\It's not a dream! response:	Sad things happen all the time!
context: Then where's Onii-chan?\He's no longer here.\He passed away.\It's sad, but that's reality.\You have to accept it.\No! That's just a bad dream!\It's not a dream!\Sad things happen all the time! response:	Read this.
context: He's no longer here.\He passed away.\It's sad, but that's reality.\You have to accept it.\No! That's just a bad dream!\It's not a dream!\Sad things happen all the time!\Read this. response:	The hen remembered that she was once an egg.
context: He passed away.\It's sad, but that's reality.\You have to accept it.\No! That's just a bad dream!\It's not a dream!\Sad things happen all the time!\Read this.\The hen remembered that she was once an egg. response:	The hen opened her eyes to reality.
context: It's sad, but that's reality.\You have to accept it.\No! That's just a bad dream!\It's not a dream!\Sad things happen all the time!\Read this.\The hen remembered that she was once an egg.\The hen opened her eyes to reality. response:	I added some more to the story.
context: You have to accept it.\No! That's just a bad dream!\It's not a dream!\Sad things happen all the time!\Read this.\The hen remembered that she was once an egg.\The hen opened her eyes to reality.\I added some more to the story. response:	The chick looked around herself,
context: No! That's just a bad dream!\It's not a dream!\Sad things happen all the time!\Read this.\The hen remembered that she was once an egg.\The hen opened her eyes to reality.\I added some more to the story.\The chick looked around herself, response:	and she realized that she had lots of friends around her.
context: It's not a dream!\Sad things happen all the time!\Read this.\The hen remembered that she was once an egg.\The hen opened her eyes to reality.\I added some more to the story.\The chick looked around herself,\and she realized that she had lots of friends around her. response:	They were always with her, through happy times and sad times.
context: Sad things happen all the time!\Read this.\The hen remembered that she was once an egg.\The hen opened her eyes to reality.\I added some more to the story.\The chick looked around herself,\and she realized that she had lots of friends around her.\They were always with her, through happy times and sad times. response:	I was once the same.
context: Read this.\The hen remembered that she was once an egg.\The hen opened her eyes to reality.\I added some more to the story.\The chick looked around herself,\and she realized that she had lots of friends around her.\They were always with her, through happy times and sad times.\I was once the same. response:	There was a time when I cried like you.
context: The hen remembered that she was once an egg.\The hen opened her eyes to reality.\I added some more to the story.\The chick looked around herself,\and she realized that she had lots of friends around her.\They were always with her, through happy times and sad times.\I was once the same.\There was a time when I cried like you. response:	Those were the hardest days of my life.
context: The hen opened her eyes to reality.\I added some more to the story.\The chick looked around herself,\and she realized that she had lots of friends around her.\They were always with her, through happy times and sad times.\I was once the same.\There was a time when I cried like you.\Those were the hardest days of my life. response:	I had lost both of my parents.
context: I added some more to the story.\The chick looked around herself,\and she realized that she had lots of friends around her.\They were always with her, through happy times and sad times.\I was once the same.\There was a time when I cried like you.\Those were the hardest days of my life.\I had lost both of my parents. response:	That was when those four appeared before me.
context: The chick looked around herself,\and she realized that she had lots of friends around her.\They were always with her, through happy times and sad times.\I was once the same.\There was a time when I cried like you.\Those were the hardest days of my life.\I had lost both of my parents.\That was when those four appeared before me. response:	Kyousuke took me on adventures.
context: and she realized that she had lots of friends around her.\They were always with her, through happy times and sad times.\I was once the same.\There was a time when I cried like you.\Those were the hardest days of my life.\I had lost both of my parents.\That was when those four appeared before me.\Kyousuke took me on adventures. response:	Masato and Kengo and Rin laughed with me.
context: They were always with her, through happy times and sad times.\I was once the same.\There was a time when I cried like you.\Those were the hardest days of my life.\I had lost both of my parents.\That was when those four appeared before me.\Kyousuke took me on adventures.\Masato and Kengo and Rin laughed with me. response:	I ran forward alongside everyone.
context: I was once the same.\There was a time when I cried like you.\Those were the hardest days of my life.\I had lost both of my parents.\That was when those four appeared before me.\Kyousuke took me on adventures.\Masato and Kengo and Rin laughed with me.\I ran forward alongside everyone. response:	It's the same for you too.
context: There was a time when I cried like you.\Those were the hardest days of my life.\I had lost both of my parents.\That was when those four appeared before me.\Kyousuke took me on adventures.\Masato and Kengo and Rin laughed with me.\I ran forward alongside everyone.\It's the same for you too. response:	You can start running forward, alongside me and Rin!
context: Those were the hardest days of my life.\I had lost both of my parents.\That was when those four appeared before me.\Kyousuke took me on adventures.\Masato and Kengo and Rin laughed with me.\I ran forward alongside everyone.\It's the same for you too.\You can start running forward, alongside me and Rin! response:	So smile!
context: I had lost both of my parents.\That was when those four appeared before me.\Kyousuke took me on adventures.\Masato and Kengo and Rin laughed with me.\I ran forward alongside everyone.\It's the same for you too.\You can start running forward, alongside me and Rin!\So smile! response:	Even in the saddest and hardest times,
context: That was when those four appeared before me.\Kyousuke took me on adventures.\Masato and Kengo and Rin laughed with me.\I ran forward alongside everyone.\It's the same for you too.\You can start running forward, alongside me and Rin!\So smile!\Even in the saddest and hardest times, response:	the Little Busters will always be together!
context: Kyousuke took me on adventures.\Masato and Kengo and Rin laughed with me.\I ran forward alongside everyone.\It's the same for you too.\You can start running forward, alongside me and Rin!\So smile!\Even in the saddest and hardest times,\the Little Busters will always be together! response:	So smile like the sun!
context: Masato and Kengo and Rin laughed with me.\I ran forward alongside everyone.\It's the same for you too.\You can start running forward, alongside me and Rin!\So smile!\Even in the saddest and hardest times,\the Little Busters will always be together!\So smile like the sun! response:	Then you can start writing your own story!
context: I ran forward alongside everyone.\It's the same for you too.\You can start running forward, alongside me and Rin!\So smile!\Even in the saddest and hardest times,\the Little Busters will always be together!\So smile like the sun!\Then you can start writing your own story! response:	A whole new story!
context: It's the same for you too.\You can start running forward, alongside me and Rin!\So smile!\Even in the saddest and hardest times,\the Little Busters will always be together!\So smile like the sun!\Then you can start writing your own story!\A whole new story! response:	A whole...
context: You can start running forward, alongside me and Rin!\So smile!\Even in the saddest and hardest times,\the Little Busters will always be together!\So smile like the sun!\Then you can start writing your own story!\A whole new story!\A whole... response:	new story?
context: So smile!\Even in the saddest and hardest times,\the Little Busters will always be together!\So smile like the sun!\Then you can start writing your own story!\A whole new story!\A whole...\new story? response:	You'll fill those blank pages with your own story!
context: Even in the saddest and hardest times,\the Little Busters will always be together!\So smile like the sun!\Then you can start writing your own story!\A whole new story!\A whole...\new story?\You'll fill those blank pages with your own story! response:	Riki-kun!
context: the Little Busters will always be together!\So smile like the sun!\Then you can start writing your own story!\A whole new story!\A whole...\new story?\You'll fill those blank pages with your own story!\Riki-kun! response:	Komari-chan...
context: So smile like the sun!\Then you can start writing your own story!\A whole new story!\A whole...\new story?\You'll fill those blank pages with your own story!\Riki-kun!\Komari-chan... response:	Komari-chan!
context: Then you can start writing your own story!\A whole new story!\A whole...\new story?\You'll fill those blank pages with your own story!\Riki-kun!\Komari-chan...\Komari-chan! response:	akaneiro no kumo
context: A whole new story!\A whole...\new story?\You'll fill those blank pages with your own story!\Riki-kun!\Komari-chan...\Komari-chan!\akaneiro no kumo response:	The clouds, lit bright orange,
context: A whole...\new story?\You'll fill those blank pages with your own story!\Riki-kun!\Komari-chan...\Komari-chan!\akaneiro no kumo\The clouds, lit bright orange, response:	akaneiro no kumo
context: new story?\You'll fill those blank pages with your own story!\Riki-kun!\Komari-chan...\Komari-chan!\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo response:	The clouds, lit bright orange,
context: You'll fill those blank pages with your own story!\Riki-kun!\Komari-chan...\Komari-chan!\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange, response:	Komari-chan!
context: Riki-kun!\Komari-chan...\Komari-chan!\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\Komari-chan! response:	Komari-chan!
context: Komari-chan...\Komari-chan!\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\Komari-chan!\Komari-chan! response:	omoide mo futatsu
context: Komari-chan!\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\Komari-chan!\Komari-chan!\omoide mo futatsu response:	And two of our memories
context: akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\Komari-chan!\Komari-chan!\omoide mo futatsu\And two of our memories response:	omoide mo futatsu
context: The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\Komari-chan!\Komari-chan!\omoide mo futatsu\And two of our memories\omoide mo futatsu response:	And two of our memories
context: akaneiro no kumo\The clouds, lit bright orange,\Komari-chan!\Komari-chan!\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories response:	Hang in there!
context: The clouds, lit bright orange,\Komari-chan!\Komari-chan!\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\Hang in there! response:	tooku nagareteyuku yo
context: Komari-chan!\Komari-chan!\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\Hang in there!\tooku nagareteyuku yo response:	Floating far into the distance
context: Komari-chan!\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\Hang in there!\tooku nagareteyuku yo\Floating far into the distance response:	tooku nagareteyuku yo
context: omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\Hang in there!\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo response:	Floating far into the distance
context: And two of our memories\omoide mo futatsu\And two of our memories\Hang in there!\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance response:	Komari-chan!
context: omoide mo futatsu\And two of our memories\Hang in there!\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\Komari-chan! response:	Hang in there!
context: And two of our memories\Hang in there!\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\Komari-chan!\Hang in there! response:	hibiku kane no oto
context: Hang in there!\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\Komari-chan!\Hang in there!\hibiku kane no oto response:	The sound of the bell echoing,
context: tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\Komari-chan!\Hang in there!\hibiku kane no oto\The sound of the bell echoing, response:	hibiku kane no oto
context: Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\Komari-chan!\Hang in there!\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto response:	The sound of the bell echoing,
context: tooku nagareteyuku yo\Floating far into the distance\Komari-chan!\Hang in there!\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing, response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\Komari-chan!\Hang in there!\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: Komari-chan!\Hang in there!\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	kakera kimi to hitotsuzutsu
context: Hang in there!\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	hoshi no mukou ikeru kana
context: Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana response:	Can we go beyond the stars?
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars? response:	hoshi no mukou ikeru kana
context: Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars?\hoshi no mukou ikeru kana response:	Can we go beyond the stars?
