context: I wonder what's happening on this world response:	I wonder what's happening on this world
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	Zzz
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz response:	So I...
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\So I... response:	have feelings for Nanami...
context: Zzz\Zzz\Zzz\Zzz\Zzz\Zzz\So I...\have feelings for Nanami... response:	Tomoe's verdict is in.
context: Zzz\Zzz\Zzz\Zzz\Zzz\So I...\have feelings for Nanami...\Tomoe's verdict is in. response:	Extenuating circumstances!
context: Zzz\Zzz\Zzz\Zzz\So I...\have feelings for Nanami...\Tomoe's verdict is in.\Extenuating circumstances! response:	I'm so glad you're back to being a familiar!
context: Zzz\Zzz\Zzz\So I...\have feelings for Nanami...\Tomoe's verdict is in.\Extenuating circumstances!\I'm so glad you're back to being a familiar! response:	You really did come to my room last night, didn't you?
context: Zzz\Zzz\So I...\have feelings for Nanami...\Tomoe's verdict is in.\Extenuating circumstances!\I'm so glad you're back to being a familiar!\You really did come to my room last night, didn't you? response:	You were awake?
context: Zzz\So I...\have feelings for Nanami...\Tomoe's verdict is in.\Extenuating circumstances!\I'm so glad you're back to being a familiar!\You really did come to my room last night, didn't you?\You were awake? response:	Nope. I saw it in my dreams.
context: So I...\have feelings for Nanami...\Tomoe's verdict is in.\Extenuating circumstances!\I'm so glad you're back to being a familiar!\You really did come to my room last night, didn't you?\You were awake?\Nope. I saw it in my dreams. response:	In my dream, you kissed me as I slept.
context: have feelings for Nanami...\Tomoe's verdict is in.\Extenuating circumstances!\I'm so glad you're back to being a familiar!\You really did come to my room last night, didn't you?\You were awake?\Nope. I saw it in my dreams.\In my dream, you kissed me as I slept. response:	Never mind that! Hurry up and eat!
context: Tomoe's verdict is in.\Extenuating circumstances!\I'm so glad you're back to being a familiar!\You really did come to my room last night, didn't you?\You were awake?\Nope. I saw it in my dreams.\In my dream, you kissed me as I slept.\Never mind that! Hurry up and eat! response:	Rice porridge with your favorite shiitake!
context: Extenuating circumstances!\I'm so glad you're back to being a familiar!\You really did come to my room last night, didn't you?\You were awake?\Nope. I saw it in my dreams.\In my dream, you kissed me as I slept.\Never mind that! Hurry up and eat!\Rice porridge with your favorite shiitake! response:	What?!
context: I'm so glad you're back to being a familiar!\You really did come to my room last night, didn't you?\You were awake?\Nope. I saw it in my dreams.\In my dream, you kissed me as I slept.\Never mind that! Hurry up and eat!\Rice porridge with your favorite shiitake!\What?! response:	I relayed to the cook that shiitake are your absolute favorite food.
context: You really did come to my room last night, didn't you?\You were awake?\Nope. I saw it in my dreams.\In my dream, you kissed me as I slept.\Never mind that! Hurry up and eat!\Rice porridge with your favorite shiitake!\What?!\I relayed to the cook that shiitake are your absolute favorite food. response:	F-Forget you!
context: You were awake?\Nope. I saw it in my dreams.\In my dream, you kissed me as I slept.\Never mind that! Hurry up and eat!\Rice porridge with your favorite shiitake!\What?!\I relayed to the cook that shiitake are your absolute favorite food.\F-Forget you! response:	This is a problem.
context: Nope. I saw it in my dreams.\In my dream, you kissed me as I slept.\Never mind that! Hurry up and eat!\Rice porridge with your favorite shiitake!\What?!\I relayed to the cook that shiitake are your absolute favorite food.\F-Forget you!\This is a problem. response:	When Nanami's cheeks blush as she speaks of her feelings for me,
context: In my dream, you kissed me as I slept.\Never mind that! Hurry up and eat!\Rice porridge with your favorite shiitake!\What?!\I relayed to the cook that shiitake are your absolute favorite food.\F-Forget you!\This is a problem.\When Nanami's cheeks blush as she speaks of her feelings for me, response:	I cannot help but want to tease her.
context: Never mind that! Hurry up and eat!\Rice porridge with your favorite shiitake!\What?!\I relayed to the cook that shiitake are your absolute favorite food.\F-Forget you!\This is a problem.\When Nanami's cheeks blush as she speaks of her feelings for me,\I cannot help but want to tease her. response:	Nanami...
context: Rice porridge with your favorite shiitake!\What?!\I relayed to the cook that shiitake are your absolute favorite food.\F-Forget you!\This is a problem.\When Nanami's cheeks blush as she speaks of her feelings for me,\I cannot help but want to tease her.\Nanami... response:	Boof
context: What?!\I relayed to the cook that shiitake are your absolute favorite food.\F-Forget you!\This is a problem.\When Nanami's cheeks blush as she speaks of her feelings for me,\I cannot help but want to tease her.\Nanami...\Boof response:	Boof
context: I relayed to the cook that shiitake are your absolute favorite food.\F-Forget you!\This is a problem.\When Nanami's cheeks blush as she speaks of her feelings for me,\I cannot help but want to tease her.\Nanami...\Boof\Boof response:	Boof
context: F-Forget you!\This is a problem.\When Nanami's cheeks blush as she speaks of her feelings for me,\I cannot help but want to tease her.\Nanami...\Boof\Boof\Boof response:	Boof
context: This is a problem.\When Nanami's cheeks blush as she speaks of her feelings for me,\I cannot help but want to tease her.\Nanami...\Boof\Boof\Boof\Boof response:	Boof
context: When Nanami's cheeks blush as she speaks of her feelings for me,\I cannot help but want to tease her.\Nanami...\Boof\Boof\Boof\Boof\Boof response:	Boof
context: I cannot help but want to tease her.\Nanami...\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Nanami...\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Could I sleep in your room starting tonight?
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Could I sleep in your room starting tonight? response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Could I sleep in your room starting tonight?\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Could I sleep in your room starting tonight?\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Could I sleep in your room starting tonight?\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Could I sleep in your room starting tonight?\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Could I sleep in your room starting tonight?\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Could I sleep in your room starting tonight?\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Could I sleep in your room starting tonight?\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
