context: What is that? response:	Isanami?
context: I'd like to do something about how terrible I look.\A dark power to consume everything?\Even if such a power exists, we should not seek it.\Ieyasu must truly be a fool to want such a thing.\However, we must do something with the power we have.\We will defeat Ieyasu.\This is getting interesting.\Yukimura, the next time we meet will be on the battlefield. response:	I see you're including me in your numbers.
context: A dark power to consume everything?\Even if such a power exists, we should not seek it.\Ieyasu must truly be a fool to want such a thing.\However, we must do something with the power we have.\We will defeat Ieyasu.\This is getting interesting.\Yukimura, the next time we meet will be on the battlefield.\I see you're including me in your numbers. response:	It seems the real treasure was not the Kushimitama, but the girl.
context: Even if such a power exists, we should not seek it.\Ieyasu must truly be a fool to want such a thing.\However, we must do something with the power we have.\We will defeat Ieyasu.\This is getting interesting.\Yukimura, the next time we meet will be on the battlefield.\I see you're including me in your numbers.\It seems the real treasure was not the Kushimitama, but the girl. response:	Well done, Sanada Yukimura. You are not to be underestimated.
context: Ieyasu must truly be a fool to want such a thing.\However, we must do something with the power we have.\We will defeat Ieyasu.\This is getting interesting.\Yukimura, the next time we meet will be on the battlefield.\I see you're including me in your numbers.\It seems the real treasure was not the Kushimitama, but the girl.\Well done, Sanada Yukimura. You are not to be underestimated. response:	But, even if we know what the treasure is,
context: However, we must do something with the power we have.\We will defeat Ieyasu.\This is getting interesting.\Yukimura, the next time we meet will be on the battlefield.\I see you're including me in your numbers.\It seems the real treasure was not the Kushimitama, but the girl.\Well done, Sanada Yukimura. You are not to be underestimated.\But, even if we know what the treasure is, response:	we must still be careful.
context: We will defeat Ieyasu.\This is getting interesting.\Yukimura, the next time we meet will be on the battlefield.\I see you're including me in your numbers.\It seems the real treasure was not the Kushimitama, but the girl.\Well done, Sanada Yukimura. You are not to be underestimated.\But, even if we know what the treasure is,\we must still be careful. response:	Masamune-sama, where to?
context: This is getting interesting.\Yukimura, the next time we meet will be on the battlefield.\I see you're including me in your numbers.\It seems the real treasure was not the Kushimitama, but the girl.\Well done, Sanada Yukimura. You are not to be underestimated.\But, even if we know what the treasure is,\we must still be careful.\Masamune-sama, where to? response:	We'll attack head on.
context: Yukimura, the next time we meet will be on the battlefield.\I see you're including me in your numbers.\It seems the real treasure was not the Kushimitama, but the girl.\Well done, Sanada Yukimura. You are not to be underestimated.\But, even if we know what the treasure is,\we must still be careful.\Masamune-sama, where to?\We'll attack head on. response:	We'll take on Ishida Mitsunari, Naoe Kanetsugu, and all the rest.
context: I see you're including me in your numbers.\It seems the real treasure was not the Kushimitama, but the girl.\Well done, Sanada Yukimura. You are not to be underestimated.\But, even if we know what the treasure is,\we must still be careful.\Masamune-sama, where to?\We'll attack head on.\We'll take on Ishida Mitsunari, Naoe Kanetsugu, and all the rest. response:	We just have to start a war!
context: It seems the real treasure was not the Kushimitama, but the girl.\Well done, Sanada Yukimura. You are not to be underestimated.\But, even if we know what the treasure is,\we must still be careful.\Masamune-sama, where to?\We'll attack head on.\We'll take on Ishida Mitsunari, Naoe Kanetsugu, and all the rest.\We just have to start a war! response:	A big one!
context: Well done, Sanada Yukimura. You are not to be underestimated.\But, even if we know what the treasure is,\we must still be careful.\Masamune-sama, where to?\We'll attack head on.\We'll take on Ishida Mitsunari, Naoe Kanetsugu, and all the rest.\We just have to start a war!\A big one! response:	It's time to shake the world!
context: But, even if we know what the treasure is,\we must still be careful.\Masamune-sama, where to?\We'll attack head on.\We'll take on Ishida Mitsunari, Naoe Kanetsugu, and all the rest.\We just have to start a war!\A big one!\It's time to shake the world! response:	It's like it never even happened.
context: we must still be careful.\Masamune-sama, where to?\We'll attack head on.\We'll take on Ishida Mitsunari, Naoe Kanetsugu, and all the rest.\We just have to start a war!\A big one!\It's time to shake the world!\It's like it never even happened. response:	Saizo, today's the day.
context: Masamune-sama, where to?\We'll attack head on.\We'll take on Ishida Mitsunari, Naoe Kanetsugu, and all the rest.\We just have to start a war!\A big one!\It's time to shake the world!\It's like it never even happened.\Saizo, today's the day. response:	You promised we'd go until I gave up.
context: We'll attack head on.\We'll take on Ishida Mitsunari, Naoe Kanetsugu, and all the rest.\We just have to start a war!\A big one!\It's time to shake the world!\It's like it never even happened.\Saizo, today's the day.\You promised we'd go until I gave up. response:	Saizo!
context: We'll take on Ishida Mitsunari, Naoe Kanetsugu, and all the rest.\We just have to start a war!\A big one!\It's time to shake the world!\It's like it never even happened.\Saizo, today's the day.\You promised we'd go until I gave up.\Saizo! response:	Kamanosuke's quite obsessed with you.
context: We just have to start a war!\A big one!\It's time to shake the world!\It's like it never even happened.\Saizo, today's the day.\You promised we'd go until I gave up.\Saizo!\Kamanosuke's quite obsessed with you. response:	But Kamanosuke's not the only one.
context: A big one!\It's time to shake the world!\It's like it never even happened.\Saizo, today's the day.\You promised we'd go until I gave up.\Saizo!\Kamanosuke's quite obsessed with you.\But Kamanosuke's not the only one. response:	Isanami won't stop whining when you're not around.
context: It's time to shake the world!\It's like it never even happened.\Saizo, today's the day.\You promised we'd go until I gave up.\Saizo!\Kamanosuke's quite obsessed with you.\But Kamanosuke's not the only one.\Isanami won't stop whining when you're not around. response:	Can I ask you something?
context: It's like it never even happened.\Saizo, today's the day.\You promised we'd go until I gave up.\Saizo!\Kamanosuke's quite obsessed with you.\But Kamanosuke's not the only one.\Isanami won't stop whining when you're not around.\Can I ask you something? response:	What?
context: Saizo, today's the day.\You promised we'd go until I gave up.\Saizo!\Kamanosuke's quite obsessed with you.\But Kamanosuke's not the only one.\Isanami won't stop whining when you're not around.\Can I ask you something?\What? response:	Did you gather us knowing what would happen?
context: You promised we'd go until I gave up.\Saizo!\Kamanosuke's quite obsessed with you.\But Kamanosuke's not the only one.\Isanami won't stop whining when you're not around.\Can I ask you something?\What?\Did you gather us knowing what would happen? response:	How could I predict such a thing?
context: Saizo!\Kamanosuke's quite obsessed with you.\But Kamanosuke's not the only one.\Isanami won't stop whining when you're not around.\Can I ask you something?\What?\Did you gather us knowing what would happen?\How could I predict such a thing? response:	What sort of answer is that?
context: Kamanosuke's quite obsessed with you.\But Kamanosuke's not the only one.\Isanami won't stop whining when you're not around.\Can I ask you something?\What?\Did you gather us knowing what would happen?\How could I predict such a thing?\What sort of answer is that? response:	We almost died.
context: But Kamanosuke's not the only one.\Isanami won't stop whining when you're not around.\Can I ask you something?\What?\Did you gather us knowing what would happen?\How could I predict such a thing?\What sort of answer is that?\We almost died. response:	If you had told us before...
context: Isanami won't stop whining when you're not around.\Can I ask you something?\What?\Did you gather us knowing what would happen?\How could I predict such a thing?\What sort of answer is that?\We almost died.\If you had told us before... response:	Could you have stopped it?
context: Can I ask you something?\What?\Did you gather us knowing what would happen?\How could I predict such a thing?\What sort of answer is that?\We almost died.\If you had told us before...\Could you have stopped it? response:	More will come seeking her power.
context: What?\Did you gather us knowing what would happen?\How could I predict such a thing?\What sort of answer is that?\We almost died.\If you had told us before...\Could you have stopped it?\More will come seeking her power. response:	It may cost us more next time.
context: Did you gather us knowing what would happen?\How could I predict such a thing?\What sort of answer is that?\We almost died.\If you had told us before...\Could you have stopped it?\More will come seeking her power.\It may cost us more next time. response:	However...
context: How could I predict such a thing?\What sort of answer is that?\We almost died.\If you had told us before...\Could you have stopped it?\More will come seeking her power.\It may cost us more next time.\However... response:	I'm counting on you to handle it when it happens.
context: What sort of answer is that?\We almost died.\If you had told us before...\Could you have stopped it?\More will come seeking her power.\It may cost us more next time.\However...\I'm counting on you to handle it when it happens. response:	It's all on the braves, then?
context: We almost died.\If you had told us before...\Could you have stopped it?\More will come seeking her power.\It may cost us more next time.\However...\I'm counting on you to handle it when it happens.\It's all on the braves, then? response:	We're just like pawns in the palm of your hand, then!
context: If you had told us before...\Could you have stopped it?\More will come seeking her power.\It may cost us more next time.\However...\I'm counting on you to handle it when it happens.\It's all on the braves, then?\We're just like pawns in the palm of your hand, then! response:	You're pissing me off!
context: Could you have stopped it?\More will come seeking her power.\It may cost us more next time.\However...\I'm counting on you to handle it when it happens.\It's all on the braves, then?\We're just like pawns in the palm of your hand, then!\You're pissing me off! response:	Don't be so angry.
context: More will come seeking her power.\It may cost us more next time.\However...\I'm counting on you to handle it when it happens.\It's all on the braves, then?\We're just like pawns in the palm of your hand, then!\You're pissing me off!\Don't be so angry. response:	The only thing I can do is believe in you.
context: It may cost us more next time.\However...\I'm counting on you to handle it when it happens.\It's all on the braves, then?\We're just like pawns in the palm of your hand, then!\You're pissing me off!\Don't be so angry.\The only thing I can do is believe in you. response:	I may be another pawn moved by an unseen power.
context: However...\I'm counting on you to handle it when it happens.\It's all on the braves, then?\We're just like pawns in the palm of your hand, then!\You're pissing me off!\Don't be so angry.\The only thing I can do is believe in you.\I may be another pawn moved by an unseen power. response:	Some large power like a civil war.
context: I'm counting on you to handle it when it happens.\It's all on the braves, then?\We're just like pawns in the palm of your hand, then!\You're pissing me off!\Don't be so angry.\The only thing I can do is believe in you.\I may be another pawn moved by an unseen power.\Some large power like a civil war. response:	Guys, let's eat.
context: It's all on the braves, then?\We're just like pawns in the palm of your hand, then!\You're pissing me off!\Don't be so angry.\The only thing I can do is believe in you.\I may be another pawn moved by an unseen power.\Some large power like a civil war.\Guys, let's eat. response:	Manju, huh?
context: We're just like pawns in the palm of your hand, then!\You're pissing me off!\Don't be so angry.\The only thing I can do is believe in you.\I may be another pawn moved by an unseen power.\Some large power like a civil war.\Guys, let's eat.\Manju, huh? response:	Why'd you bring so many?
context: You're pissing me off!\Don't be so angry.\The only thing I can do is believe in you.\I may be another pawn moved by an unseen power.\Some large power like a civil war.\Guys, let's eat.\Manju, huh?\Why'd you bring so many? response:	Aren't you each going to eat ten?
context: Don't be so angry.\The only thing I can do is believe in you.\I may be another pawn moved by an unseen power.\Some large power like a civil war.\Guys, let's eat.\Manju, huh?\Why'd you bring so many?\Aren't you each going to eat ten? response:	Are you stupid?
context: The only thing I can do is believe in you.\I may be another pawn moved by an unseen power.\Some large power like a civil war.\Guys, let's eat.\Manju, huh?\Why'd you bring so many?\Aren't you each going to eat ten?\Are you stupid? response:	I'm not stupid.
context: I may be another pawn moved by an unseen power.\Some large power like a civil war.\Guys, let's eat.\Manju, huh?\Why'd you bring so many?\Aren't you each going to eat ten?\Are you stupid?\I'm not stupid. response:	Ten times eleven is 110.
context: Some large power like a civil war.\Guys, let's eat.\Manju, huh?\Why'd you bring so many?\Aren't you each going to eat ten?\Are you stupid?\I'm not stupid.\Ten times eleven is 110. response:	That's not what I'm talking about.
context: Guys, let's eat.\Manju, huh?\Why'd you bring so many?\Aren't you each going to eat ten?\Are you stupid?\I'm not stupid.\Ten times eleven is 110.\That's not what I'm talking about. response:	Don't you have any limits?
context: Manju, huh?\Why'd you bring so many?\Aren't you each going to eat ten?\Are you stupid?\I'm not stupid.\Ten times eleven is 110.\That's not what I'm talking about.\Don't you have any limits? response:	What's your problem?
context: Why'd you bring so many?\Aren't you each going to eat ten?\Are you stupid?\I'm not stupid.\Ten times eleven is 110.\That's not what I'm talking about.\Don't you have any limits?\What's your problem? response:	I made these for everyone.
context: Aren't you each going to eat ten?\Are you stupid?\I'm not stupid.\Ten times eleven is 110.\That's not what I'm talking about.\Don't you have any limits?\What's your problem?\I made these for everyone. response:	Why can't you just say thank you?
context: Are you stupid?\I'm not stupid.\Ten times eleven is 110.\That's not what I'm talking about.\Don't you have any limits?\What's your problem?\I made these for everyone.\Why can't you just say thank you? response:	No one asked you to make them.
context: I'm not stupid.\Ten times eleven is 110.\That's not what I'm talking about.\Don't you have any limits?\What's your problem?\I made these for everyone.\Why can't you just say thank you?\No one asked you to make them. response:	You can be so annoying.
context: Ten times eleven is 110.\That's not what I'm talking about.\Don't you have any limits?\What's your problem?\I made these for everyone.\Why can't you just say thank you?\No one asked you to make them.\You can be so annoying. response:	Hey, Saizo.
context: That's not what I'm talking about.\Don't you have any limits?\What's your problem?\I made these for everyone.\Why can't you just say thank you?\No one asked you to make them.\You can be so annoying.\Hey, Saizo. response:	You bastard, how dare you insult Isanami?!
context: Don't you have any limits?\What's your problem?\I made these for everyone.\Why can't you just say thank you?\No one asked you to make them.\You can be so annoying.\Hey, Saizo.\You bastard, how dare you insult Isanami?! response:	Onii-chan, the tea!
context: What's your problem?\I made these for everyone.\Why can't you just say thank you?\No one asked you to make them.\You can be so annoying.\Hey, Saizo.\You bastard, how dare you insult Isanami?!\Onii-chan, the tea! response:	If you spill it, I'll never forgive you.
context: I made these for everyone.\Why can't you just say thank you?\No one asked you to make them.\You can be so annoying.\Hey, Saizo.\You bastard, how dare you insult Isanami?!\Onii-chan, the tea!\If you spill it, I'll never forgive you. response:	Okay.
context: Why can't you just say thank you?\No one asked you to make them.\You can be so annoying.\Hey, Saizo.\You bastard, how dare you insult Isanami?!\Onii-chan, the tea!\If you spill it, I'll never forgive you.\Okay. response:	These are delicious. Miss, these are really good.
context: No one asked you to make them.\You can be so annoying.\Hey, Saizo.\You bastard, how dare you insult Isanami?!\Onii-chan, the tea!\If you spill it, I'll never forgive you.\Okay.\These are delicious. Miss, these are really good. response:	Aren't they?
context: You can be so annoying.\Hey, Saizo.\You bastard, how dare you insult Isanami?!\Onii-chan, the tea!\If you spill it, I'll never forgive you.\Okay.\These are delicious. Miss, these are really good.\Aren't they? response:	I'll make them every day from now on.
context: Hey, Saizo.\You bastard, how dare you insult Isanami?!\Onii-chan, the tea!\If you spill it, I'll never forgive you.\Okay.\These are delicious. Miss, these are really good.\Aren't they?\I'll make them every day from now on. response:	I'm on snack duty starting today.
context: You bastard, how dare you insult Isanami?!\Onii-chan, the tea!\If you spill it, I'll never forgive you.\Okay.\These are delicious. Miss, these are really good.\Aren't they?\I'll make them every day from now on.\I'm on snack duty starting today. response:	Snack duty?
context: Onii-chan, the tea!\If you spill it, I'll never forgive you.\Okay.\These are delicious. Miss, these are really good.\Aren't they?\I'll make them every day from now on.\I'm on snack duty starting today.\Snack duty? response:	What's that?
context: If you spill it, I'll never forgive you.\Okay.\These are delicious. Miss, these are really good.\Aren't they?\I'll make them every day from now on.\I'm on snack duty starting today.\Snack duty?\What's that? response:	You each have your own duties.
context: Okay.\These are delicious. Miss, these are really good.\Aren't they?\I'll make them every day from now on.\I'm on snack duty starting today.\Snack duty?\What's that?\You each have your own duties. response:	You decided for us.
context: These are delicious. Miss, these are really good.\Aren't they?\I'll make them every day from now on.\I'm on snack duty starting today.\Snack duty?\What's that?\You each have your own duties.\You decided for us. response:	Ben-chan, your job's heating the bath.
context: Aren't they?\I'll make them every day from now on.\I'm on snack duty starting today.\Snack duty?\What's that?\You each have your own duties.\You decided for us.\Ben-chan, your job's heating the bath. response:	Listen to me.
context: I'll make them every day from now on.\I'm on snack duty starting today.\Snack duty?\What's that?\You each have your own duties.\You decided for us.\Ben-chan, your job's heating the bath.\Listen to me. response:	I'm good with fire.
context: I'm on snack duty starting today.\Snack duty?\What's that?\You each have your own duties.\You decided for us.\Ben-chan, your job's heating the bath.\Listen to me.\I'm good with fire. response:	Don't side with her.
context: Snack duty?\What's that?\You each have your own duties.\You decided for us.\Ben-chan, your job's heating the bath.\Listen to me.\I'm good with fire.\Don't side with her. response:	Onii-chan, you're on strong duty.
context: What's that?\You each have your own duties.\You decided for us.\Ben-chan, your job's heating the bath.\Listen to me.\I'm good with fire.\Don't side with her.\Onii-chan, you're on strong duty. response:	Leave it to me.
context: You each have your own duties.\You decided for us.\Ben-chan, your job's heating the bath.\Listen to me.\I'm good with fire.\Don't side with her.\Onii-chan, you're on strong duty.\Leave it to me. response:	That's not even a job.
context: You decided for us.\Ben-chan, your job's heating the bath.\Listen to me.\I'm good with fire.\Don't side with her.\Onii-chan, you're on strong duty.\Leave it to me.\That's not even a job. response:	Kakei-san, you'll make the beds.
context: Ben-chan, your job's heating the bath.\Listen to me.\I'm good with fire.\Don't side with her.\Onii-chan, you're on strong duty.\Leave it to me.\That's not even a job.\Kakei-san, you'll make the beds. response:	What?
context: Listen to me.\I'm good with fire.\Don't side with her.\Onii-chan, you're on strong duty.\Leave it to me.\That's not even a job.\Kakei-san, you'll make the beds.\What? response:	Found you, Saizo.
context: I'm good with fire.\Don't side with her.\Onii-chan, you're on strong duty.\Leave it to me.\That's not even a job.\Kakei-san, you'll make the beds.\What?\Found you, Saizo. response:	Kamanosuke, your job's to be quiet.
context: Don't side with her.\Onii-chan, you're on strong duty.\Leave it to me.\That's not even a job.\Kakei-san, you'll make the beds.\What?\Found you, Saizo.\Kamanosuke, your job's to be quiet. response:	What'd you say?
context: Onii-chan, you're on strong duty.\Leave it to me.\That's not even a job.\Kakei-san, you'll make the beds.\What?\Found you, Saizo.\Kamanosuke, your job's to be quiet.\What'd you say? response:	Amaharu is mine.
context: Leave it to me.\That's not even a job.\Kakei-san, you'll make the beds.\What?\Found you, Saizo.\Kamanosuke, your job's to be quiet.\What'd you say?\Amaharu is mine. response:	Squirmy!
context: That's not even a job.\Kakei-san, you'll make the beds.\What?\Found you, Saizo.\Kamanosuke, your job's to be quiet.\What'd you say?\Amaharu is mine.\Squirmy! response:	Then there's...
context: Kakei-san, you'll make the beds.\What?\Found you, Saizo.\Kamanosuke, your job's to be quiet.\What'd you say?\Amaharu is mine.\Squirmy!\Then there's... response:	Give him back.
context: What?\Found you, Saizo.\Kamanosuke, your job's to be quiet.\What'd you say?\Amaharu is mine.\Squirmy!\Then there's...\Give him back. response:	Hold on, that's enough.
context: Found you, Saizo.\Kamanosuke, your job's to be quiet.\What'd you say?\Amaharu is mine.\Squirmy!\Then there's...\Give him back.\Hold on, that's enough. response:	Why? I worked hard on these.
context: Kamanosuke, your job's to be quiet.\What'd you say?\Amaharu is mine.\Squirmy!\Then there's...\Give him back.\Hold on, that's enough.\Why? I worked hard on these. response:	We don't need jobs.
context: What'd you say?\Amaharu is mine.\Squirmy!\Then there's...\Give him back.\Hold on, that's enough.\Why? I worked hard on these.\We don't need jobs. response:	But we will need a captain for the ten of us.
context: Amaharu is mine.\Squirmy!\Then there's...\Give him back.\Hold on, that's enough.\Why? I worked hard on these.\We don't need jobs.\But we will need a captain for the ten of us. response:	Kakei-san, why don't you do it?
context: Squirmy!\Then there's...\Give him back.\Hold on, that's enough.\Why? I worked hard on these.\We don't need jobs.\But we will need a captain for the ten of us.\Kakei-san, why don't you do it? response:	I decline.
context: Then there's...\Give him back.\Hold on, that's enough.\Why? I worked hard on these.\We don't need jobs.\But we will need a captain for the ten of us.\Kakei-san, why don't you do it?\I decline. response:	I make frequent trips away from Ueda.
context: Give him back.\Hold on, that's enough.\Why? I worked hard on these.\We don't need jobs.\But we will need a captain for the ten of us.\Kakei-san, why don't you do it?\I decline.\I make frequent trips away from Ueda. response:	Then what about Sasuke?
context: Hold on, that's enough.\Why? I worked hard on these.\We don't need jobs.\But we will need a captain for the ten of us.\Kakei-san, why don't you do it?\I decline.\I make frequent trips away from Ueda.\Then what about Sasuke? response:	He's a monkey, so ruling this mountain should be right up his alley.
context: Why? I worked hard on these.\We don't need jobs.\But we will need a captain for the ten of us.\Kakei-san, why don't you do it?\I decline.\I make frequent trips away from Ueda.\Then what about Sasuke?\He's a monkey, so ruling this mountain should be right up his alley. response:	You're so short tempered!
context: We don't need jobs.\But we will need a captain for the ten of us.\Kakei-san, why don't you do it?\I decline.\I make frequent trips away from Ueda.\Then what about Sasuke?\He's a monkey, so ruling this mountain should be right up his alley.\You're so short tempered! response:	Not the issue.
context: But we will need a captain for the ten of us.\Kakei-san, why don't you do it?\I decline.\I make frequent trips away from Ueda.\Then what about Sasuke?\He's a monkey, so ruling this mountain should be right up his alley.\You're so short tempered!\Not the issue. response:	What'd you say? Get ready, you monkey!
context: Kakei-san, why don't you do it?\I decline.\I make frequent trips away from Ueda.\Then what about Sasuke?\He's a monkey, so ruling this mountain should be right up his alley.\You're so short tempered!\Not the issue.\What'd you say? Get ready, you monkey! response:	No, prepare yourself.
context: I decline.\I make frequent trips away from Ueda.\Then what about Sasuke?\He's a monkey, so ruling this mountain should be right up his alley.\You're so short tempered!\Not the issue.\What'd you say? Get ready, you monkey!\No, prepare yourself. response:	Stop it!
context: I make frequent trips away from Ueda.\Then what about Sasuke?\He's a monkey, so ruling this mountain should be right up his alley.\You're so short tempered!\Not the issue.\What'd you say? Get ready, you monkey!\No, prepare yourself.\Stop it! response:	What's gotten into you, Sasuke?
context: Then what about Sasuke?\He's a monkey, so ruling this mountain should be right up his alley.\You're so short tempered!\Not the issue.\What'd you say? Get ready, you monkey!\No, prepare yourself.\Stop it!\What's gotten into you, Sasuke? response:	I am not the captain.
context: He's a monkey, so ruling this mountain should be right up his alley.\You're so short tempered!\Not the issue.\What'd you say? Get ready, you monkey!\No, prepare yourself.\Stop it!\What's gotten into you, Sasuke?\I am not the captain. response:	What?
context: You're so short tempered!\Not the issue.\What'd you say? Get ready, you monkey!\No, prepare yourself.\Stop it!\What's gotten into you, Sasuke?\I am not the captain.\What? response:	That is your job.
context: Not the issue.\What'd you say? Get ready, you monkey!\No, prepare yourself.\Stop it!\What's gotten into you, Sasuke?\I am not the captain.\What?\That is your job. response:	Huh?
context: What'd you say? Get ready, you monkey!\No, prepare yourself.\Stop it!\What's gotten into you, Sasuke?\I am not the captain.\What?\That is your job.\Huh? response:	What? Is that why you got mad?
context: No, prepare yourself.\Stop it!\What's gotten into you, Sasuke?\I am not the captain.\What?\That is your job.\Huh?\What? Is that why you got mad? response:	Do not say it again.
context: Stop it!\What's gotten into you, Sasuke?\I am not the captain.\What?\That is your job.\Huh?\What? Is that why you got mad?\Do not say it again. response:	Saizo!
context: What's gotten into you, Sasuke?\I am not the captain.\What?\That is your job.\Huh?\What? Is that why you got mad?\Do not say it again.\Saizo! response:	No fair.
context: I am not the captain.\What?\That is your job.\Huh?\What? Is that why you got mad?\Do not say it again.\Saizo!\No fair. response:	Why won't you fight me?
context: What?\That is your job.\Huh?\What? Is that why you got mad?\Do not say it again.\Saizo!\No fair.\Why won't you fight me? response:	You're so annoying.
context: That is your job.\Huh?\What? Is that why you got mad?\Do not say it again.\Saizo!\No fair.\Why won't you fight me?\You're so annoying. response:	What a noisy castle.
context: Huh?\What? Is that why you got mad?\Do not say it again.\Saizo!\No fair.\Why won't you fight me?\You're so annoying.\What a noisy castle. response:	You've got some nerve.
context: What? Is that why you got mad?\Do not say it again.\Saizo!\No fair.\Why won't you fight me?\You're so annoying.\What a noisy castle.\You've got some nerve. response:	Bring it on!
context: Do not say it again.\Saizo!\No fair.\Why won't you fight me?\You're so annoying.\What a noisy castle.\You've got some nerve.\Bring it on! response:	Fin.
