context: Maki-chan? response:	How do you write that?
context: February 14th!\It's a great day!\It's a good day to get chocolate.\It isn't too cold or too hot,\so the chocolate won't melt. It's perfect!\You're stacking your hopes way too high.\Wow, you never disappoint!\What do you do with all that? response:	I guess I accept them.
context: It's a great day!\It's a good day to get chocolate.\It isn't too cold or too hot,\so the chocolate won't melt. It's perfect!\You're stacking your hopes way too high.\Wow, you never disappoint!\What do you do with all that?\I guess I accept them. response:	If there are names on any, I just return the favor on White Day. That's it.
context: It's a good day to get chocolate.\It isn't too cold or too hot,\so the chocolate won't melt. It's perfect!\You're stacking your hopes way too high.\Wow, you never disappoint!\What do you do with all that?\I guess I accept them.\If there are names on any, I just return the favor on White Day. That's it. response:	That's it?
context: It isn't too cold or too hot,\so the chocolate won't melt. It's perfect!\You're stacking your hopes way too high.\Wow, you never disappoint!\What do you do with all that?\I guess I accept them.\If there are names on any, I just return the favor on White Day. That's it.\That's it? response:	Yeah, that's it.
context: so the chocolate won't melt. It's perfect!\You're stacking your hopes way too high.\Wow, you never disappoint!\What do you do with all that?\I guess I accept them.\If there are names on any, I just return the favor on White Day. That's it.\That's it?\Yeah, that's it. response:	Really?
context: You're stacking your hopes way too high.\Wow, you never disappoint!\What do you do with all that?\I guess I accept them.\If there are names on any, I just return the favor on White Day. That's it.\That's it?\Yeah, that's it.\Really? response:	Well, I can't really imagine a situation where it'd go any further than that.
context: Wow, you never disappoint!\What do you do with all that?\I guess I accept them.\If there are names on any, I just return the favor on White Day. That's it.\That's it?\Yeah, that's it.\Really?\Well, I can't really imagine a situation where it'd go any further than that. response:	I guess some people start dating when they click.
context: What do you do with all that?\I guess I accept them.\If there are names on any, I just return the favor on White Day. That's it.\That's it?\Yeah, that's it.\Really?\Well, I can't really imagine a situation where it'd go any further than that.\I guess some people start dating when they click. response:	Unlike you, I've never clicked with any girl.
context: I guess I accept them.\If there are names on any, I just return the favor on White Day. That's it.\That's it?\Yeah, that's it.\Really?\Well, I can't really imagine a situation where it'd go any further than that.\I guess some people start dating when they click.\Unlike you, I've never clicked with any girl. response:	I see.
context: If there are names on any, I just return the favor on White Day. That's it.\That's it?\Yeah, that's it.\Really?\Well, I can't really imagine a situation where it'd go any further than that.\I guess some people start dating when they click.\Unlike you, I've never clicked with any girl.\I see. response:	February 14th
context: That's it?\Yeah, that's it.\Really?\Well, I can't really imagine a situation where it'd go any further than that.\I guess some people start dating when they click.\Unlike you, I've never clicked with any girl.\I see.\February 14th response:	I remember him saying it was a bother before.
context: Yeah, that's it.\Really?\Well, I can't really imagine a situation where it'd go any further than that.\I guess some people start dating when they click.\Unlike you, I've never clicked with any girl.\I see.\February 14th\I remember him saying it was a bother before. response:	He said girls talked behind my back, too.
context: Really?\Well, I can't really imagine a situation where it'd go any further than that.\I guess some people start dating when they click.\Unlike you, I've never clicked with any girl.\I see.\February 14th\I remember him saying it was a bother before.\He said girls talked behind my back, too. response:	I see.
context: Well, I can't really imagine a situation where it'd go any further than that.\I guess some people start dating when they click.\Unlike you, I've never clicked with any girl.\I see.\February 14th\I remember him saying it was a bother before.\He said girls talked behind my back, too.\I see. response:	This is the place.
context: I guess some people start dating when they click.\Unlike you, I've never clicked with any girl.\I see.\February 14th\I remember him saying it was a bother before.\He said girls talked behind my back, too.\I see.\This is the place. response:	I got a text saying they're already here.
context: Unlike you, I've never clicked with any girl.\I see.\February 14th\I remember him saying it was a bother before.\He said girls talked behind my back, too.\I see.\This is the place.\I got a text saying they're already here. response:	Takeo-kun!
context: I see.\February 14th\I remember him saying it was a bother before.\He said girls talked behind my back, too.\I see.\This is the place.\I got a text saying they're already here.\Takeo-kun! response:	Hi.
context: February 14th\I remember him saying it was a bother before.\He said girls talked behind my back, too.\I see.\This is the place.\I got a text saying they're already here.\Takeo-kun!\Hi. response:	Been a while!
context: I remember him saying it was a bother before.\He said girls talked behind my back, too.\I see.\This is the place.\I got a text saying they're already here.\Takeo-kun!\Hi.\Been a while! response:	Please stay where you are.
context: He said girls talked behind my back, too.\I see.\This is the place.\I got a text saying they're already here.\Takeo-kun!\Hi.\Been a while!\Please stay where you are. response:	Hey, since it's Valentine's Day,
context: I see.\This is the place.\I got a text saying they're already here.\Takeo-kun!\Hi.\Been a while!\Please stay where you are.\Hey, since it's Valentine's Day, response:	we made these yesterday.
context: This is the place.\I got a text saying they're already here.\Takeo-kun!\Hi.\Been a while!\Please stay where you are.\Hey, since it's Valentine's Day,\we made these yesterday. response:	They're chocolate cookies.
context: I got a text saying they're already here.\Takeo-kun!\Hi.\Been a while!\Please stay where you are.\Hey, since it's Valentine's Day,\we made these yesterday.\They're chocolate cookies. response:	Here, Takeo-kun.
context: Takeo-kun!\Hi.\Been a while!\Please stay where you are.\Hey, since it's Valentine's Day,\we made these yesterday.\They're chocolate cookies.\Here, Takeo-kun. response:	Thanks.
context: Hi.\Been a while!\Please stay where you are.\Hey, since it's Valentine's Day,\we made these yesterday.\They're chocolate cookies.\Here, Takeo-kun.\Thanks. response:	Here, Sunakawa-kun.
context: Been a while!\Please stay where you are.\Hey, since it's Valentine's Day,\we made these yesterday.\They're chocolate cookies.\Here, Takeo-kun.\Thanks.\Here, Sunakawa-kun. response:	Thank you.
context: Please stay where you are.\Hey, since it's Valentine's Day,\we made these yesterday.\They're chocolate cookies.\Here, Takeo-kun.\Thanks.\Here, Sunakawa-kun.\Thank you. response:	Wai...
context: Hey, since it's Valentine's Day,\we made these yesterday.\They're chocolate cookies.\Here, Takeo-kun.\Thanks.\Here, Sunakawa-kun.\Thank you.\Wai... response:	Wait!
context: we made these yesterday.\They're chocolate cookies.\Here, Takeo-kun.\Thanks.\Here, Sunakawa-kun.\Thank you.\Wai...\Wait! response:	C-Can you give them out so that it's like one person's giving them to another?
context: They're chocolate cookies.\Here, Takeo-kun.\Thanks.\Here, Sunakawa-kun.\Thank you.\Wai...\Wait!\C-Can you give them out so that it's like one person's giving them to another? response:	Yeah, not like you're just distributing...
context: Here, Takeo-kun.\Thanks.\Here, Sunakawa-kun.\Thank you.\Wai...\Wait!\C-Can you give them out so that it's like one person's giving them to another?\Yeah, not like you're just distributing... response:	Huh? What's up with that?
context: Thanks.\Here, Sunakawa-kun.\Thank you.\Wai...\Wait!\C-Can you give them out so that it's like one person's giving them to another?\Yeah, not like you're just distributing...\Huh? What's up with that? response:	What're they talking about?
context: Here, Sunakawa-kun.\Thank you.\Wai...\Wait!\C-Can you give them out so that it's like one person's giving them to another?\Yeah, not like you're just distributing...\Huh? What's up with that?\What're they talking about? response:	Well, I know how they feel.
context: Thank you.\Wai...\Wait!\C-Can you give them out so that it's like one person's giving them to another?\Yeah, not like you're just distributing...\Huh? What's up with that?\What're they talking about?\Well, I know how they feel. response:	That's a no-go?
context: Wai...\Wait!\C-Can you give them out so that it's like one person's giving them to another?\Yeah, not like you're just distributing...\Huh? What's up with that?\What're they talking about?\Well, I know how they feel.\That's a no-go? response:	Well, sure, why not?
context: Wait!\C-Can you give them out so that it's like one person's giving them to another?\Yeah, not like you're just distributing...\Huh? What's up with that?\What're they talking about?\Well, I know how they feel.\That's a no-go?\Well, sure, why not? response:	Oh, then...
context: C-Can you give them out so that it's like one person's giving them to another?\Yeah, not like you're just distributing...\Huh? What's up with that?\What're they talking about?\Well, I know how they feel.\That's a no-go?\Well, sure, why not?\Oh, then... response:	Th-Thank you.
context: Yeah, not like you're just distributing...\Huh? What's up with that?\What're they talking about?\Well, I know how they feel.\That's a no-go?\Well, sure, why not?\Oh, then...\Th-Thank you. response:	Thanks so much!
context: Huh? What's up with that?\What're they talking about?\Well, I know how they feel.\That's a no-go?\Well, sure, why not?\Oh, then...\Th-Thank you.\Thanks so much! response:	When I get home, I'm gonna brag to my parents.
context: What're they talking about?\Well, I know how they feel.\That's a no-go?\Well, sure, why not?\Oh, then...\Th-Thank you.\Thanks so much!\When I get home, I'm gonna brag to my parents. response:	I'm so happy.
context: Well, I know how they feel.\That's a no-go?\Well, sure, why not?\Oh, then...\Th-Thank you.\Thanks so much!\When I get home, I'm gonna brag to my parents.\I'm so happy. response:	They're super happy.
context: That's a no-go?\Well, sure, why not?\Oh, then...\Th-Thank you.\Thanks so much!\When I get home, I'm gonna brag to my parents.\I'm so happy.\They're super happy. response:	I'm glad we made them.
context: Well, sure, why not?\Oh, then...\Th-Thank you.\Thanks so much!\When I get home, I'm gonna brag to my parents.\I'm so happy.\They're super happy.\I'm glad we made them. response:	Yeah.
context: Oh, then...\Th-Thank you.\Thanks so much!\When I get home, I'm gonna brag to my parents.\I'm so happy.\They're super happy.\I'm glad we made them.\Yeah. response:	They're even talking about their parents.
context: Th-Thank you.\Thanks so much!\When I get home, I'm gonna brag to my parents.\I'm so happy.\They're super happy.\I'm glad we made them.\Yeah.\They're even talking about their parents. response:	It's delicious.
context: Thanks so much!\When I get home, I'm gonna brag to my parents.\I'm so happy.\They're super happy.\I'm glad we made them.\Yeah.\They're even talking about their parents.\It's delicious. response:	Takeo-kun, you shouldn't eat that in the restaurant.
context: When I get home, I'm gonna brag to my parents.\I'm so happy.\They're super happy.\I'm glad we made them.\Yeah.\They're even talking about their parents.\It's delicious.\Takeo-kun, you shouldn't eat that in the restaurant. response:	Shh.
context: I'm so happy.\They're super happy.\I'm glad we made them.\Yeah.\They're even talking about their parents.\It's delicious.\Takeo-kun, you shouldn't eat that in the restaurant.\Shh. response:	I love her.
context: They're super happy.\I'm glad we made them.\Yeah.\They're even talking about their parents.\It's delicious.\Takeo-kun, you shouldn't eat that in the restaurant.\Shh.\I love her. response:	Let's order something!
context: I'm glad we made them.\Yeah.\They're even talking about their parents.\It's delicious.\Takeo-kun, you shouldn't eat that in the restaurant.\Shh.\I love her.\Let's order something! response:	We ordered drinks already.
context: Yeah.\They're even talking about their parents.\It's delicious.\Takeo-kun, you shouldn't eat that in the restaurant.\Shh.\I love her.\Let's order something!\We ordered drinks already. response:	Order more. Let us treat you today.
context: They're even talking about their parents.\It's delicious.\Takeo-kun, you shouldn't eat that in the restaurant.\Shh.\I love her.\Let's order something!\We ordered drinks already.\Order more. Let us treat you today. response:	Huh, why?
context: It's delicious.\Takeo-kun, you shouldn't eat that in the restaurant.\Shh.\I love her.\Let's order something!\We ordered drinks already.\Order more. Let us treat you today.\Huh, why? response:	That'd be bad.
context: Takeo-kun, you shouldn't eat that in the restaurant.\Shh.\I love her.\Let's order something!\We ordered drinks already.\Order more. Let us treat you today.\Huh, why?\That'd be bad. response:	It's to thank you for what you did.
context: Shh.\I love her.\Let's order something!\We ordered drinks already.\Order more. Let us treat you today.\Huh, why?\That'd be bad.\It's to thank you for what you did. response:	I guess they've given this a lot of thought, too.
context: I love her.\Let's order something!\We ordered drinks already.\Order more. Let us treat you today.\Huh, why?\That'd be bad.\It's to thank you for what you did.\I guess they've given this a lot of thought, too. response:	What about you, Takeo-kun?
context: Let's order something!\We ordered drinks already.\Order more. Let us treat you today.\Huh, why?\That'd be bad.\It's to thank you for what you did.\I guess they've given this a lot of thought, too.\What about you, Takeo-kun? response:	Sure.
context: We ordered drinks already.\Order more. Let us treat you today.\Huh, why?\That'd be bad.\It's to thank you for what you did.\I guess they've given this a lot of thought, too.\What about you, Takeo-kun?\Sure. response:	Hot Chocolate
context: Order more. Let us treat you today.\Huh, why?\That'd be bad.\It's to thank you for what you did.\I guess they've given this a lot of thought, too.\What about you, Takeo-kun?\Sure.\Hot Chocolate response:	Chocolate...
context: Huh, why?\That'd be bad.\It's to thank you for what you did.\I guess they've given this a lot of thought, too.\What about you, Takeo-kun?\Sure.\Hot Chocolate\Chocolate... response:	Chocolate?
context: That'd be bad.\It's to thank you for what you did.\I guess they've given this a lot of thought, too.\What about you, Takeo-kun?\Sure.\Hot Chocolate\Chocolate...\Chocolate? response:	No! That isn't what I meant!
context: It's to thank you for what you did.\I guess they've given this a lot of thought, too.\What about you, Takeo-kun?\Sure.\Hot Chocolate\Chocolate...\Chocolate?\No! That isn't what I meant! response:	I can't let Yamato guess how much I'm looking forward to the chocolate.
context: I guess they've given this a lot of thought, too.\What about you, Takeo-kun?\Sure.\Hot Chocolate\Chocolate...\Chocolate?\No! That isn't what I meant!\I can't let Yamato guess how much I'm looking forward to the chocolate. response:	It'd stress her out.
context: What about you, Takeo-kun?\Sure.\Hot Chocolate\Chocolate...\Chocolate?\No! That isn't what I meant!\I can't let Yamato guess how much I'm looking forward to the chocolate.\It'd stress her out. response:	I'll have water!
context: Sure.\Hot Chocolate\Chocolate...\Chocolate?\No! That isn't what I meant!\I can't let Yamato guess how much I'm looking forward to the chocolate.\It'd stress her out.\I'll have water! response:	Huh? Like Perrier?
context: Hot Chocolate\Chocolate...\Chocolate?\No! That isn't what I meant!\I can't let Yamato guess how much I'm looking forward to the chocolate.\It'd stress her out.\I'll have water!\Huh? Like Perrier? response:	Just mineral water!
context: Chocolate...\Chocolate?\No! That isn't what I meant!\I can't let Yamato guess how much I'm looking forward to the chocolate.\It'd stress her out.\I'll have water!\Huh? Like Perrier?\Just mineral water! response:	What about you, Sunakawa-kun?
context: Chocolate?\No! That isn't what I meant!\I can't let Yamato guess how much I'm looking forward to the chocolate.\It'd stress her out.\I'll have water!\Huh? Like Perrier?\Just mineral water!\What about you, Sunakawa-kun? response:	Is the chocolate in her bag?
context: No! That isn't what I meant!\I can't let Yamato guess how much I'm looking forward to the chocolate.\It'd stress her out.\I'll have water!\Huh? Like Perrier?\Just mineral water!\What about you, Sunakawa-kun?\Is the chocolate in her bag? response:	Is something wrong with my bag?
context: I can't let Yamato guess how much I'm looking forward to the chocolate.\It'd stress her out.\I'll have water!\Huh? Like Perrier?\Just mineral water!\What about you, Sunakawa-kun?\Is the chocolate in her bag?\Is something wrong with my bag? response:	Choc
context: It'd stress her out.\I'll have water!\Huh? Like Perrier?\Just mineral water!\What about you, Sunakawa-kun?\Is the chocolate in her bag?\Is something wrong with my bag?\Choc response:	Right, it's chocolate brown.
context: I'll have water!\Huh? Like Perrier?\Just mineral water!\What about you, Sunakawa-kun?\Is the chocolate in her bag?\Is something wrong with my bag?\Choc\Right, it's chocolate brown. response:	It's just like yours. Only a different color.
context: Huh? Like Perrier?\Just mineral water!\What about you, Sunakawa-kun?\Is the chocolate in her bag?\Is something wrong with my bag?\Choc\Right, it's chocolate brown.\It's just like yours. Only a different color. response:	Whew, that was close.
context: Just mineral water!\What about you, Sunakawa-kun?\Is the chocolate in her bag?\Is something wrong with my bag?\Choc\Right, it's chocolate brown.\It's just like yours. Only a different color.\Whew, that was close. response:	Cho-co-late...
context: What about you, Sunakawa-kun?\Is the chocolate in her bag?\Is something wrong with my bag?\Choc\Right, it's chocolate brown.\It's just like yours. Only a different color.\Whew, that was close.\Cho-co-late... response:	Rock-paper-scissors!
context: Is the chocolate in her bag?\Is something wrong with my bag?\Choc\Right, it's chocolate brown.\It's just like yours. Only a different color.\Whew, that was close.\Cho-co-late...\Rock-paper-scissors! response:	I lost again!
context: Is something wrong with my bag?\Choc\Right, it's chocolate brown.\It's just like yours. Only a different color.\Whew, that was close.\Cho-co-late...\Rock-paper-scissors!\I lost again! response:	Cho-co...
context: Choc\Right, it's chocolate brown.\It's just like yours. Only a different color.\Whew, that was close.\Cho-co-late...\Rock-paper-scissors!\I lost again!\Cho-co... response:	Wow, Takeo-kun!
context: Right, it's chocolate brown.\It's just like yours. Only a different color.\Whew, that was close.\Cho-co-late...\Rock-paper-scissors!\I lost again!\Cho-co...\Wow, Takeo-kun! response:	You're scooping up all the chocolate!
context: It's just like yours. Only a different color.\Whew, that was close.\Cho-co-late...\Rock-paper-scissors!\I lost again!\Cho-co...\Wow, Takeo-kun!\You're scooping up all the chocolate! response:	I'm having so much fun,
context: Whew, that was close.\Cho-co-late...\Rock-paper-scissors!\I lost again!\Cho-co...\Wow, Takeo-kun!\You're scooping up all the chocolate!\I'm having so much fun, response:	it's hard to hide my excitement.
context: Cho-co-late...\Rock-paper-scissors!\I lost again!\Cho-co...\Wow, Takeo-kun!\You're scooping up all the chocolate!\I'm having so much fun,\it's hard to hide my excitement. response:	Dude, you aren't hiding it at all.
context: Rock-paper-scissors!\I lost again!\Cho-co...\Wow, Takeo-kun!\You're scooping up all the chocolate!\I'm having so much fun,\it's hard to hide my excitement.\Dude, you aren't hiding it at all. response:	What do you want to do next?
context: I lost again!\Cho-co...\Wow, Takeo-kun!\You're scooping up all the chocolate!\I'm having so much fun,\it's hard to hide my excitement.\Dude, you aren't hiding it at all.\What do you want to do next? response:	Where should we go?
context: Cho-co...\Wow, Takeo-kun!\You're scooping up all the chocolate!\I'm having so much fun,\it's hard to hide my excitement.\Dude, you aren't hiding it at all.\What do you want to do next?\Where should we go? response:	It'll be my very first chocolate from a girl who likes me!
context: Wow, Takeo-kun!\You're scooping up all the chocolate!\I'm having so much fun,\it's hard to hide my excitement.\Dude, you aren't hiding it at all.\What do you want to do next?\Where should we go?\It'll be my very first chocolate from a girl who likes me! response:	What time is it?
context: You're scooping up all the chocolate!\I'm having so much fun,\it's hard to hide my excitement.\Dude, you aren't hiding it at all.\What do you want to do next?\Where should we go?\It'll be my very first chocolate from a girl who likes me!\What time is it? response:	Thanks for everything.
context: I'm having so much fun,\it's hard to hide my excitement.\Dude, you aren't hiding it at all.\What do you want to do next?\Where should we go?\It'll be my very first chocolate from a girl who likes me!\What time is it?\Thanks for everything. response:	That was super fun!
context: it's hard to hide my excitement.\Dude, you aren't hiding it at all.\What do you want to do next?\Where should we go?\It'll be my very first chocolate from a girl who likes me!\What time is it?\Thanks for everything.\That was super fun! response:	I was really happy we got chocolate, too!
context: Dude, you aren't hiding it at all.\What do you want to do next?\Where should we go?\It'll be my very first chocolate from a girl who likes me!\What time is it?\Thanks for everything.\That was super fun!\I was really happy we got chocolate, too! response:	We had fun, too.
context: What do you want to do next?\Where should we go?\It'll be my very first chocolate from a girl who likes me!\What time is it?\Thanks for everything.\That was super fun!\I was really happy we got chocolate, too!\We had fun, too. response:	Really?
context: Where should we go?\It'll be my very first chocolate from a girl who likes me!\What time is it?\Thanks for everything.\That was super fun!\I was really happy we got chocolate, too!\We had fun, too.\Really? response:	Um, can we hang out, even if Takeo and Yamato-san aren't coming?
context: It'll be my very first chocolate from a girl who likes me!\What time is it?\Thanks for everything.\That was super fun!\I was really happy we got chocolate, too!\We had fun, too.\Really?\Um, can we hang out, even if Takeo and Yamato-san aren't coming? response:	Huh?
context: What time is it?\Thanks for everything.\That was super fun!\I was really happy we got chocolate, too!\We had fun, too.\Really?\Um, can we hang out, even if Takeo and Yamato-san aren't coming?\Huh? response:	Sure...
context: Thanks for everything.\That was super fun!\I was really happy we got chocolate, too!\We had fun, too.\Really?\Um, can we hang out, even if Takeo and Yamato-san aren't coming?\Huh?\Sure... response:	Sure, right?
context: That was super fun!\I was really happy we got chocolate, too!\We had fun, too.\Really?\Um, can we hang out, even if Takeo and Yamato-san aren't coming?\Huh?\Sure...\Sure, right? response:	Sure, why not?
context: I was really happy we got chocolate, too!\We had fun, too.\Really?\Um, can we hang out, even if Takeo and Yamato-san aren't coming?\Huh?\Sure...\Sure, right?\Sure, why not? response:	Yeah, let's hang out.
context: We had fun, too.\Really?\Um, can we hang out, even if Takeo and Yamato-san aren't coming?\Huh?\Sure...\Sure, right?\Sure, why not?\Yeah, let's hang out. response:	Yeah!
context: Really?\Um, can we hang out, even if Takeo and Yamato-san aren't coming?\Huh?\Sure...\Sure, right?\Sure, why not?\Yeah, let's hang out.\Yeah! response:	You're that happy?
context: Um, can we hang out, even if Takeo and Yamato-san aren't coming?\Huh?\Sure...\Sure, right?\Sure, why not?\Yeah, let's hang out.\Yeah!\You're that happy? response:	Okay, let's swap contact info, then.
context: Huh?\Sure...\Sure, right?\Sure, why not?\Yeah, let's hang out.\Yeah!\You're that happy?\Okay, let's swap contact info, then. response:	This turned out well.
context: Sure...\Sure, right?\Sure, why not?\Yeah, let's hang out.\Yeah!\You're that happy?\Okay, let's swap contact info, then.\This turned out well. response:	Great.
context: Sure, right?\Sure, why not?\Yeah, let's hang out.\Yeah!\You're that happy?\Okay, let's swap contact info, then.\This turned out well.\Great. response:	Yamato...
context: Sure, why not?\Yeah, let's hang out.\Yeah!\You're that happy?\Okay, let's swap contact info, then.\This turned out well.\Great.\Yamato... response:	I'll walk you home.
context: Yeah, let's hang out.\Yeah!\You're that happy?\Okay, let's swap contact info, then.\This turned out well.\Great.\Yamato...\I'll walk you home. response:	Chocolate!!
context: Yeah!\You're that happy?\Okay, let's swap contact info, then.\This turned out well.\Great.\Yamato...\I'll walk you home.\Chocolate!! response:	Oh, I'm in a bit of a hurry today.
context: You're that happy?\Okay, let's swap contact info, then.\This turned out well.\Great.\Yamato...\I'll walk you home.\Chocolate!!\Oh, I'm in a bit of a hurry today. response:	You go on ahead, Takeo-kun.
context: Okay, let's swap contact info, then.\This turned out well.\Great.\Yamato...\I'll walk you home.\Chocolate!!\Oh, I'm in a bit of a hurry today.\You go on ahead, Takeo-kun. response:	Later!
context: This turned out well.\Great.\Yamato...\I'll walk you home.\Chocolate!!\Oh, I'm in a bit of a hurry today.\You go on ahead, Takeo-kun.\Later! response:	Today was so much fun!
context: Great.\Yamato...\I'll walk you home.\Chocolate!!\Oh, I'm in a bit of a hurry today.\You go on ahead, Takeo-kun.\Later!\Today was so much fun! response:	Bye-bye!
context: Yamato...\I'll walk you home.\Chocolate!!\Oh, I'm in a bit of a hurry today.\You go on ahead, Takeo-kun.\Later!\Today was so much fun!\Bye-bye! response:	Bye, guys!
context: I'll walk you home.\Chocolate!!\Oh, I'm in a bit of a hurry today.\You go on ahead, Takeo-kun.\Later!\Today was so much fun!\Bye-bye!\Bye, guys! response:	Huh? You're going home, Rinko?
context: Chocolate!!\Oh, I'm in a bit of a hurry today.\You go on ahead, Takeo-kun.\Later!\Today was so much fun!\Bye-bye!\Bye, guys!\Huh? You're going home, Rinko? response:	Bye!
context: Oh, I'm in a bit of a hurry today.\You go on ahead, Takeo-kun.\Later!\Today was so much fun!\Bye-bye!\Bye, guys!\Huh? You're going home, Rinko?\Bye! response:	Later!
context: You go on ahead, Takeo-kun.\Later!\Today was so much fun!\Bye-bye!\Bye, guys!\Huh? You're going home, Rinko?\Bye!\Later! response:	We're going this way.
context: Later!\Today was so much fun!\Bye-bye!\Bye, guys!\Huh? You're going home, Rinko?\Bye!\Later!\We're going this way. response:	Thanks!
context: Today was so much fun!\Bye-bye!\Bye, guys!\Huh? You're going home, Rinko?\Bye!\Later!\We're going this way.\Thanks! response:	Did I get chocolate?
context: Bye-bye!\Bye, guys!\Huh? You're going home, Rinko?\Bye!\Later!\We're going this way.\Thanks!\Did I get chocolate? response:	No, I didn't...
context: Bye, guys!\Huh? You're going home, Rinko?\Bye!\Later!\We're going this way.\Thanks!\Did I get chocolate?\No, I didn't... response:	Takeo, you can't go through there.
context: Huh? You're going home, Rinko?\Bye!\Later!\We're going this way.\Thanks!\Did I get chocolate?\No, I didn't...\Takeo, you can't go through there. response:	Takeo, that's the wrong way.
context: Bye!\Later!\We're going this way.\Thanks!\Did I get chocolate?\No, I didn't...\Takeo, you can't go through there.\Takeo, that's the wrong way. response:	I'm home.
context: Later!\We're going this way.\Thanks!\Did I get chocolate?\No, I didn't...\Takeo, you can't go through there.\Takeo, that's the wrong way.\I'm home. response:	That isn't your home.
context: We're going this way.\Thanks!\Did I get chocolate?\No, I didn't...\Takeo, you can't go through there.\Takeo, that's the wrong way.\I'm home.\That isn't your home. response:	Maybe, if you're already dating, you don't bother giving each other chocolates?
context: Thanks!\Did I get chocolate?\No, I didn't...\Takeo, you can't go through there.\Takeo, that's the wrong way.\I'm home.\That isn't your home.\Maybe, if you're already dating, you don't bother giving each other chocolates? response:	She's always giving me things.
context: Did I get chocolate?\No, I didn't...\Takeo, you can't go through there.\Takeo, that's the wrong way.\I'm home.\That isn't your home.\Maybe, if you're already dating, you don't bother giving each other chocolates?\She's always giving me things. response:	Maybe this time, there isn't anything.
context: No, I didn't...\Takeo, you can't go through there.\Takeo, that's the wrong way.\I'm home.\That isn't your home.\Maybe, if you're already dating, you don't bother giving each other chocolates?\She's always giving me things.\Maybe this time, there isn't anything. response:	Take,
context: Takeo, you can't go through there.\Takeo, that's the wrong way.\I'm home.\That isn't your home.\Maybe, if you're already dating, you don't bother giving each other chocolates?\She's always giving me things.\Maybe this time, there isn't anything.\Take, response:	Izumi-san's granny said this is for you because it's Valentine's.
context: Takeo, that's the wrong way.\I'm home.\That isn't your home.\Maybe, if you're already dating, you don't bother giving each other chocolates?\She's always giving me things.\Maybe this time, there isn't anything.\Take,\Izumi-san's granny said this is for you because it's Valentine's. response:	When you see her, thank her.
context: I'm home.\That isn't your home.\Maybe, if you're already dating, you don't bother giving each other chocolates?\She's always giving me things.\Maybe this time, there isn't anything.\Take,\Izumi-san's granny said this is for you because it's Valentine's.\When you see her, thank her. response:	Okay.
context: That isn't your home.\Maybe, if you're already dating, you don't bother giving each other chocolates?\She's always giving me things.\Maybe this time, there isn't anything.\Take,\Izumi-san's granny said this is for you because it's Valentine's.\When you see her, thank her.\Okay. response:	I see.
context: Maybe, if you're already dating, you don't bother giving each other chocolates?\She's always giving me things.\Maybe this time, there isn't anything.\Take,\Izumi-san's granny said this is for you because it's Valentine's.\When you see her, thank her.\Okay.\I see. response:	Maki, your brother couldn't get any chocolate from the girl he likes.
context: She's always giving me things.\Maybe this time, there isn't anything.\Take,\Izumi-san's granny said this is for you because it's Valentine's.\When you see her, thank her.\Okay.\I see.\Maki, your brother couldn't get any chocolate from the girl he likes. response:	I guess it just might be how things are...
context: Maybe this time, there isn't anything.\Take,\Izumi-san's granny said this is for you because it's Valentine's.\When you see her, thank her.\Okay.\I see.\Maki, your brother couldn't get any chocolate from the girl he likes.\I guess it just might be how things are... response:	That could be it.
context: Take,\Izumi-san's granny said this is for you because it's Valentine's.\When you see her, thank her.\Okay.\I see.\Maki, your brother couldn't get any chocolate from the girl he likes.\I guess it just might be how things are...\That could be it. response:	But I wanted some.
context: Izumi-san's granny said this is for you because it's Valentine's.\When you see her, thank her.\Okay.\I see.\Maki, your brother couldn't get any chocolate from the girl he likes.\I guess it just might be how things are...\That could be it.\But I wanted some. response:	I wanted chocolates from Yamato...
context: When you see her, thank her.\Okay.\I see.\Maki, your brother couldn't get any chocolate from the girl he likes.\I guess it just might be how things are...\That could be it.\But I wanted some.\I wanted chocolates from Yamato... response:	Is something wrong with my bag?
context: Okay.\I see.\Maki, your brother couldn't get any chocolate from the girl he likes.\I guess it just might be how things are...\That could be it.\But I wanted some.\I wanted chocolates from Yamato...\Is something wrong with my bag? response:	Right, it's chocolate brown.
context: I see.\Maki, your brother couldn't get any chocolate from the girl he likes.\I guess it just might be how things are...\That could be it.\But I wanted some.\I wanted chocolates from Yamato...\Is something wrong with my bag?\Right, it's chocolate brown. response:	I should have just asked her to give me some.
context: Maki, your brother couldn't get any chocolate from the girl he likes.\I guess it just might be how things are...\That could be it.\But I wanted some.\I wanted chocolates from Yamato...\Is something wrong with my bag?\Right, it's chocolate brown.\I should have just asked her to give me some. response:	It's my fault for not telling her I was really looking forward to it.
context: I guess it just might be how things are...\That could be it.\But I wanted some.\I wanted chocolates from Yamato...\Is something wrong with my bag?\Right, it's chocolate brown.\I should have just asked her to give me some.\It's my fault for not telling her I was really looking forward to it. response:	Here, Takeo-kun.
context: That could be it.\But I wanted some.\I wanted chocolates from Yamato...\Is something wrong with my bag?\Right, it's chocolate brown.\I should have just asked her to give me some.\It's my fault for not telling her I was really looking forward to it.\Here, Takeo-kun. response:	Huh?
context: But I wanted some.\I wanted chocolates from Yamato...\Is something wrong with my bag?\Right, it's chocolate brown.\I should have just asked her to give me some.\It's my fault for not telling her I was really looking forward to it.\Here, Takeo-kun.\Huh? response:	Wait... Chocolate!
