context: Once, when I was little, I saw God. response:	It was then, for the first time, that I learned the reason for which I drew...
context: It was Hanamoto-san from the oil painting department.\You know, Hanamoto-sensei's cousin!\Hurry up and clean it up!\We're about to open!\Please, hurry up, this is a passageway.\Hey, get a bucket!\That's not enough!\This can't be... response:	Tell me it's not true!
context: You know, Hanamoto-sensei's cousin!\Hurry up and clean it up!\We're about to open!\Please, hurry up, this is a passageway.\Hey, get a bucket!\That's not enough!\This can't be...\Tell me it's not true! response:	This...
context: Hurry up and clean it up!\We're about to open!\Please, hurry up, this is a passageway.\Hey, get a bucket!\That's not enough!\This can't be...\Tell me it's not true!\This... response:	But...
context: We're about to open!\Please, hurry up, this is a passageway.\Hey, get a bucket!\That's not enough!\This can't be...\Tell me it's not true!\This...\But... response:	But she was right in front of me just a moment ago!
context: Please, hurry up, this is a passageway.\Hey, get a bucket!\That's not enough!\This can't be...\Tell me it's not true!\This...\But...\But she was right in front of me just a moment ago! response:	And yet...
context: Hey, get a bucket!\That's not enough!\This can't be...\Tell me it's not true!\This...\But...\But she was right in front of me just a moment ago!\And yet... response:	Takemoto-kun!
context: That's not enough!\This can't be...\Tell me it's not true!\This...\But...\But she was right in front of me just a moment ago!\And yet...\Takemoto-kun! response:	Hagu-chan's...
context: This can't be...\Tell me it's not true!\This...\But...\But she was right in front of me just a moment ago!\And yet...\Takemoto-kun!\Hagu-chan's... response:	Hagu-chan's been hurt!
context: Tell me it's not true!\This...\But...\But she was right in front of me just a moment ago!\And yet...\Takemoto-kun!\Hagu-chan's...\Hagu-chan's been hurt! response:	And Sensei rode with her in the ambulance...
context: This...\But...\But she was right in front of me just a moment ago!\And yet...\Takemoto-kun!\Hagu-chan's...\Hagu-chan's been hurt!\And Sensei rode with her in the ambulance... response:	He said he'll contact you on your cellphone...
context: But...\But she was right in front of me just a moment ago!\And yet...\Takemoto-kun!\Hagu-chan's...\Hagu-chan's been hurt!\And Sensei rode with her in the ambulance...\He said he'll contact you on your cellphone... response:	And...
context: But she was right in front of me just a moment ago!\And yet...\Takemoto-kun!\Hagu-chan's...\Hagu-chan's been hurt!\And Sensei rode with her in the ambulance...\He said he'll contact you on your cellphone...\And... response:	So... Takemoto-kun...
context: And yet...\Takemoto-kun!\Hagu-chan's...\Hagu-chan's been hurt!\And Sensei rode with her in the ambulance...\He said he'll contact you on your cellphone...\And...\So... Takemoto-kun... response:	If Sensei calls you, please let me know...
context: Takemoto-kun!\Hagu-chan's...\Hagu-chan's been hurt!\And Sensei rode with her in the ambulance...\He said he'll contact you on your cellphone...\And...\So... Takemoto-kun...\If Sensei calls you, please let me know... response:	Ah... this is...
context: Hagu-chan's...\Hagu-chan's been hurt!\And Sensei rode with her in the ambulance...\He said he'll contact you on your cellphone...\And...\So... Takemoto-kun...\If Sensei calls you, please let me know...\Ah... this is... response:	What do we do?
context: Hagu-chan's been hurt!\And Sensei rode with her in the ambulance...\He said he'll contact you on your cellphone...\And...\So... Takemoto-kun...\If Sensei calls you, please let me know...\Ah... this is...\What do we do? response:	What do we do?
context: And Sensei rode with her in the ambulance...\He said he'll contact you on your cellphone...\And...\So... Takemoto-kun...\If Sensei calls you, please let me know...\Ah... this is...\What do we do?\What do we do? response:	Her...
context: He said he'll contact you on your cellphone...\And...\So... Takemoto-kun...\If Sensei calls you, please let me know...\Ah... this is...\What do we do?\What do we do?\Her... response:	This is reality.
context: And...\So... Takemoto-kun...\If Sensei calls you, please let me know...\Ah... this is...\What do we do?\What do we do?\Her...\This is reality. response:	After that, Yamada-san and I helped pick up the glass shards and wash away the blood that had pooled on the asphalt...
context: So... Takemoto-kun...\If Sensei calls you, please let me know...\Ah... this is...\What do we do?\What do we do?\Her...\This is reality.\After that, Yamada-san and I helped pick up the glass shards and wash away the blood that had pooled on the asphalt... response:	The blood of the girl I love...
context: If Sensei calls you, please let me know...\Ah... this is...\What do we do?\What do we do?\Her...\This is reality.\After that, Yamada-san and I helped pick up the glass shards and wash away the blood that had pooled on the asphalt...\The blood of the girl I love... response:	President, I'd like to make a report.
context: Ah... this is...\What do we do?\What do we do?\Her...\This is reality.\After that, Yamada-san and I helped pick up the glass shards and wash away the blood that had pooled on the asphalt...\The blood of the girl I love...\President, I'd like to make a report. response:	Our sales in the second half of the year increased 12-15 in every department.
context: What do we do?\What do we do?\Her...\This is reality.\After that, Yamada-san and I helped pick up the glass shards and wash away the blood that had pooled on the asphalt...\The blood of the girl I love...\President, I'd like to make a report.\Our sales in the second half of the year increased 12-15 in every department. response:	Either way, these seem to be very good figures for this time of the year.
context: What do we do?\Her...\This is reality.\After that, Yamada-san and I helped pick up the glass shards and wash away the blood that had pooled on the asphalt...\The blood of the girl I love...\President, I'd like to make a report.\Our sales in the second half of the year increased 12-15 in every department.\Either way, these seem to be very good figures for this time of the year. response:	However, profits are down slightly at the North American plant...
context: Her...\This is reality.\After that, Yamada-san and I helped pick up the glass shards and wash away the blood that had pooled on the asphalt...\The blood of the girl I love...\President, I'd like to make a report.\Our sales in the second half of the year increased 12-15 in every department.\Either way, these seem to be very good figures for this time of the year.\However, profits are down slightly at the North American plant... response:	Can't we fix that by cutting personnel costs?
context: This is reality.\After that, Yamada-san and I helped pick up the glass shards and wash away the blood that had pooled on the asphalt...\The blood of the girl I love...\President, I'd like to make a report.\Our sales in the second half of the year increased 12-15 in every department.\Either way, these seem to be very good figures for this time of the year.\However, profits are down slightly at the North American plant...\Can't we fix that by cutting personnel costs? response:	We don't need 120 workers at that plant.
context: After that, Yamada-san and I helped pick up the glass shards and wash away the blood that had pooled on the asphalt...\The blood of the girl I love...\President, I'd like to make a report.\Our sales in the second half of the year increased 12-15 in every department.\Either way, these seem to be very good figures for this time of the year.\However, profits are down slightly at the North American plant...\Can't we fix that by cutting personnel costs?\We don't need 120 workers at that plant. response:	President, excuse me, but...
context: The blood of the girl I love...\President, I'd like to make a report.\Our sales in the second half of the year increased 12-15 in every department.\Either way, these seem to be very good figures for this time of the year.\However, profits are down slightly at the North American plant...\Can't we fix that by cutting personnel costs?\We don't need 120 workers at that plant.\President, excuse me, but... response:	Cutting the workforce and increasing individual work hours will improve cost performance.
context: President, I'd like to make a report.\Our sales in the second half of the year increased 12-15 in every department.\Either way, these seem to be very good figures for this time of the year.\However, profits are down slightly at the North American plant...\Can't we fix that by cutting personnel costs?\We don't need 120 workers at that plant.\President, excuse me, but...\Cutting the workforce and increasing individual work hours will improve cost performance. response:	Is my view mistaken?
context: Our sales in the second half of the year increased 12-15 in every department.\Either way, these seem to be very good figures for this time of the year.\However, profits are down slightly at the North American plant...\Can't we fix that by cutting personnel costs?\We don't need 120 workers at that plant.\President, excuse me, but...\Cutting the workforce and increasing individual work hours will improve cost performance.\Is my view mistaken? response:	Yeah, you're completely wrong.
context: Either way, these seem to be very good figures for this time of the year.\However, profits are down slightly at the North American plant...\Can't we fix that by cutting personnel costs?\We don't need 120 workers at that plant.\President, excuse me, but...\Cutting the workforce and increasing individual work hours will improve cost performance.\Is my view mistaken?\Yeah, you're completely wrong. response:	Only idiots cut experienced workers these days.
context: However, profits are down slightly at the North American plant...\Can't we fix that by cutting personnel costs?\We don't need 120 workers at that plant.\President, excuse me, but...\Cutting the workforce and increasing individual work hours will improve cost performance.\Is my view mistaken?\Yeah, you're completely wrong.\Only idiots cut experienced workers these days. response:	People without a vision of what's to come in the next ten years sure do things differently.
context: Can't we fix that by cutting personnel costs?\We don't need 120 workers at that plant.\President, excuse me, but...\Cutting the workforce and increasing individual work hours will improve cost performance.\Is my view mistaken?\Yeah, you're completely wrong.\Only idiots cut experienced workers these days.\People without a vision of what's to come in the next ten years sure do things differently. response:	W-What? Who are you?
context: We don't need 120 workers at that plant.\President, excuse me, but...\Cutting the workforce and increasing individual work hours will improve cost performance.\Is my view mistaken?\Yeah, you're completely wrong.\Only idiots cut experienced workers these days.\People without a vision of what's to come in the next ten years sure do things differently.\W-What? Who are you? response:	Excuse me for intruding on your meeting.
context: President, excuse me, but...\Cutting the workforce and increasing individual work hours will improve cost performance.\Is my view mistaken?\Yeah, you're completely wrong.\Only idiots cut experienced workers these days.\People without a vision of what's to come in the next ten years sure do things differently.\W-What? Who are you?\Excuse me for intruding on your meeting. response:	We've come to deliver a birthday present to you.
context: Cutting the workforce and increasing individual work hours will improve cost performance.\Is my view mistaken?\Yeah, you're completely wrong.\Only idiots cut experienced workers these days.\People without a vision of what's to come in the next ten years sure do things differently.\W-What? Who are you?\Excuse me for intruding on your meeting.\We've come to deliver a birthday present to you. response:	Birthday?
context: Is my view mistaken?\Yeah, you're completely wrong.\Only idiots cut experienced workers these days.\People without a vision of what's to come in the next ten years sure do things differently.\W-What? Who are you?\Excuse me for intruding on your meeting.\We've come to deliver a birthday present to you.\Birthday? response:	What are you talking about?
context: Yeah, you're completely wrong.\Only idiots cut experienced workers these days.\People without a vision of what's to come in the next ten years sure do things differently.\W-What? Who are you?\Excuse me for intruding on your meeting.\We've come to deliver a birthday present to you.\Birthday?\What are you talking about? response:	My birthday is in July.
context: Only idiots cut experienced workers these days.\People without a vision of what's to come in the next ten years sure do things differently.\W-What? Who are you?\Excuse me for intruding on your meeting.\We've come to deliver a birthday present to you.\Birthday?\What are you talking about?\My birthday is in July. response:	W-What in the world is this cheap and poorly designed work outfit?
context: People without a vision of what's to come in the next ten years sure do things differently.\W-What? Who are you?\Excuse me for intruding on your meeting.\We've come to deliver a birthday present to you.\Birthday?\What are you talking about?\My birthday is in July.\W-What in the world is this cheap and poorly designed work outfit? response:	What is it? It's a present for you.
context: W-What? Who are you?\Excuse me for intruding on your meeting.\We've come to deliver a birthday present to you.\Birthday?\What are you talking about?\My birthday is in July.\W-What in the world is this cheap and poorly designed work outfit?\What is it? It's a present for you. response:	After all, today marks the day when you return to square one.
context: Excuse me for intruding on your meeting.\We've come to deliver a birthday present to you.\Birthday?\What are you talking about?\My birthday is in July.\W-What in the world is this cheap and poorly designed work outfit?\What is it? It's a present for you.\After all, today marks the day when you return to square one. response:	What...?
context: We've come to deliver a birthday present to you.\Birthday?\What are you talking about?\My birthday is in July.\W-What in the world is this cheap and poorly designed work outfit?\What is it? It's a present for you.\After all, today marks the day when you return to square one.\What...? response:	I looked into your family history.
context: Birthday?\What are you talking about?\My birthday is in July.\W-What in the world is this cheap and poorly designed work outfit?\What is it? It's a present for you.\After all, today marks the day when you return to square one.\What...?\I looked into your family history. response:	I hear that your father, the founder of this company, was a wonderful technician.
context: What are you talking about?\My birthday is in July.\W-What in the world is this cheap and poorly designed work outfit?\What is it? It's a present for you.\After all, today marks the day when you return to square one.\What...?\I looked into your family history.\I hear that your father, the founder of this company, was a wonderful technician. response:	But you, the second generation...
context: My birthday is in July.\W-What in the world is this cheap and poorly designed work outfit?\What is it? It's a present for you.\After all, today marks the day when you return to square one.\What...?\I looked into your family history.\I hear that your father, the founder of this company, was a wonderful technician.\But you, the second generation... response:	Although you started as a technician like your father...
context: W-What in the world is this cheap and poorly designed work outfit?\What is it? It's a present for you.\After all, today marks the day when you return to square one.\What...?\I looked into your family history.\I hear that your father, the founder of this company, was a wonderful technician.\But you, the second generation...\Although you started as a technician like your father... response:	I can't let my father's legacy stay with a company like yours.
context: What is it? It's a present for you.\After all, today marks the day when you return to square one.\What...?\I looked into your family history.\I hear that your father, the founder of this company, was a wonderful technician.\But you, the second generation...\Although you started as a technician like your father...\I can't let my father's legacy stay with a company like yours. response:	I'm taking all of it back.
context: After all, today marks the day when you return to square one.\What...?\I looked into your family history.\I hear that your father, the founder of this company, was a wonderful technician.\But you, the second generation...\Although you started as a technician like your father...\I can't let my father's legacy stay with a company like yours.\I'm taking all of it back. response:	All of it, along with your company.
context: What...?\I looked into your family history.\I hear that your father, the founder of this company, was a wonderful technician.\But you, the second generation...\Although you started as a technician like your father...\I can't let my father's legacy stay with a company like yours.\I'm taking all of it back.\All of it, along with your company. response:	Starting today, we're the new board of directors.
context: I looked into your family history.\I hear that your father, the founder of this company, was a wonderful technician.\But you, the second generation...\Although you started as a technician like your father...\I can't let my father's legacy stay with a company like yours.\I'm taking all of it back.\All of it, along with your company.\Starting today, we're the new board of directors. response:	I didn't think you'd make it in time, sir.
context: I hear that your father, the founder of this company, was a wonderful technician.\But you, the second generation...\Although you started as a technician like your father...\I can't let my father's legacy stay with a company like yours.\I'm taking all of it back.\All of it, along with your company.\Starting today, we're the new board of directors.\I didn't think you'd make it in time, sir. response:	I thought I'd hit retirement and end up spending the rest of my life in Chicago...
context: But you, the second generation...\Although you started as a technician like your father...\I can't let my father's legacy stay with a company like yours.\I'm taking all of it back.\All of it, along with your company.\Starting today, we're the new board of directors.\I didn't think you'd make it in time, sir.\I thought I'd hit retirement and end up spending the rest of my life in Chicago... response:	I'm sorry to make you wait, Uncle Matsuda.
context: Although you started as a technician like your father...\I can't let my father's legacy stay with a company like yours.\I'm taking all of it back.\All of it, along with your company.\Starting today, we're the new board of directors.\I didn't think you'd make it in time, sir.\I thought I'd hit retirement and end up spending the rest of my life in Chicago...\I'm sorry to make you wait, Uncle Matsuda. response:	That's impossible!
context: I can't let my father's legacy stay with a company like yours.\I'm taking all of it back.\All of it, along with your company.\Starting today, we're the new board of directors.\I didn't think you'd make it in time, sir.\I thought I'd hit retirement and end up spending the rest of my life in Chicago...\I'm sorry to make you wait, Uncle Matsuda.\That's impossible! response:	Are you trying to tell me that you bought out my company's stocks and took over?
context: I'm taking all of it back.\All of it, along with your company.\Starting today, we're the new board of directors.\I didn't think you'd make it in time, sir.\I thought I'd hit retirement and end up spending the rest of my life in Chicago...\I'm sorry to make you wait, Uncle Matsuda.\That's impossible!\Are you trying to tell me that you bought out my company's stocks and took over? response:	Lucas Digital Arts owns 35 of our shares!
context: All of it, along with your company.\Starting today, we're the new board of directors.\I didn't think you'd make it in time, sir.\I thought I'd hit retirement and end up spending the rest of my life in Chicago...\I'm sorry to make you wait, Uncle Matsuda.\That's impossible!\Are you trying to tell me that you bought out my company's stocks and took over?\Lucas Digital Arts owns 35 of our shares! response:	If so, then how...?
context: Starting today, we're the new board of directors.\I didn't think you'd make it in time, sir.\I thought I'd hit retirement and end up spending the rest of my life in Chicago...\I'm sorry to make you wait, Uncle Matsuda.\That's impossible!\Are you trying to tell me that you bought out my company's stocks and took over?\Lucas Digital Arts owns 35 of our shares!\If so, then how...? response:	Um... these...
context: I didn't think you'd make it in time, sir.\I thought I'd hit retirement and end up spending the rest of my life in Chicago...\I'm sorry to make you wait, Uncle Matsuda.\That's impossible!\Are you trying to tell me that you bought out my company's stocks and took over?\Lucas Digital Arts owns 35 of our shares!\If so, then how...?\Um... these... response:	I got these from Peter...
context: I thought I'd hit retirement and end up spending the rest of my life in Chicago...\I'm sorry to make you wait, Uncle Matsuda.\That's impossible!\Are you trying to tell me that you bought out my company's stocks and took over?\Lucas Digital Arts owns 35 of our shares!\If so, then how...?\Um... these...\I got these from Peter... response:	He was saying, We only have XLs, but please wear them if you like.
context: I'm sorry to make you wait, Uncle Matsuda.\That's impossible!\Are you trying to tell me that you bought out my company's stocks and took over?\Lucas Digital Arts owns 35 of our shares!\If so, then how...?\Um... these...\I got these from Peter...\He was saying, We only have XLs, but please wear them if you like. response:	Peter Lucas Digital Arts
context: That's impossible!\Are you trying to tell me that you bought out my company's stocks and took over?\Lucas Digital Arts owns 35 of our shares!\If so, then how...?\Um... these...\I got these from Peter...\He was saying, We only have XLs, but please wear them if you like.\Peter Lucas Digital Arts response:	He's gonna go bankrupt and won't have anything to wear, so please take this to him.
context: Are you trying to tell me that you bought out my company's stocks and took over?\Lucas Digital Arts owns 35 of our shares!\If so, then how...?\Um... these...\I got these from Peter...\He was saying, We only have XLs, but please wear them if you like.\Peter Lucas Digital Arts\He's gonna go bankrupt and won't have anything to wear, so please take this to him. response:	So he sent a hundred of'em.
context: Lucas Digital Arts owns 35 of our shares!\If so, then how...?\Um... these...\I got these from Peter...\He was saying, We only have XLs, but please wear them if you like.\Peter Lucas Digital Arts\He's gonna go bankrupt and won't have anything to wear, so please take this to him.\So he sent a hundred of'em. response:	W-Wait a second!
context: If so, then how...?\Um... these...\I got these from Peter...\He was saying, We only have XLs, but please wear them if you like.\Peter Lucas Digital Arts\He's gonna go bankrupt and won't have anything to wear, so please take this to him.\So he sent a hundred of'em.\W-Wait a second! response:	What did I ever did to you?
context: Um... these...\I got these from Peter...\He was saying, We only have XLs, but please wear them if you like.\Peter Lucas Digital Arts\He's gonna go bankrupt and won't have anything to wear, so please take this to him.\So he sent a hundred of'em.\W-Wait a second!\What did I ever did to you? response:	What do you stand to gain from doing something like this?
context: I got these from Peter...\He was saying, We only have XLs, but please wear them if you like.\Peter Lucas Digital Arts\He's gonna go bankrupt and won't have anything to wear, so please take this to him.\So he sent a hundred of'em.\W-Wait a second!\What did I ever did to you?\What do you stand to gain from doing something like this? response:	What about my position? And my family?!
context: He was saying, We only have XLs, but please wear them if you like.\Peter Lucas Digital Arts\He's gonna go bankrupt and won't have anything to wear, so please take this to him.\So he sent a hundred of'em.\W-Wait a second!\What did I ever did to you?\What do you stand to gain from doing something like this?\What about my position? And my family?! response:	We had a family...
context: Peter Lucas Digital Arts\He's gonna go bankrupt and won't have anything to wear, so please take this to him.\So he sent a hundred of'em.\W-Wait a second!\What did I ever did to you?\What do you stand to gain from doing something like this?\What about my position? And my family?!\We had a family... response:	We all had one...
context: He's gonna go bankrupt and won't have anything to wear, so please take this to him.\So he sent a hundred of'em.\W-Wait a second!\What did I ever did to you?\What do you stand to gain from doing something like this?\What about my position? And my family?!\We had a family...\We all had one... response:	Me...
context: So he sent a hundred of'em.\W-Wait a second!\What did I ever did to you?\What do you stand to gain from doing something like this?\What about my position? And my family?!\We had a family...\We all had one...\Me... response:	Tatsuo...
context: W-Wait a second!\What did I ever did to you?\What do you stand to gain from doing something like this?\What about my position? And my family?!\We had a family...\We all had one...\Me...\Tatsuo... response:	Tsukasa...
context: What did I ever did to you?\What do you stand to gain from doing something like this?\What about my position? And my family?!\We had a family...\We all had one...\Me...\Tatsuo...\Tsukasa... response:	And... these boys as well.
context: What do you stand to gain from doing something like this?\What about my position? And my family?!\We had a family...\We all had one...\Me...\Tatsuo...\Tsukasa...\And... these boys as well. response:	P-Please wait...
context: What about my position? And my family?!\We had a family...\We all had one...\Me...\Tatsuo...\Tsukasa...\And... these boys as well.\P-Please wait... response:	I don't understand!
context: We had a family...\We all had one...\Me...\Tatsuo...\Tsukasa...\And... these boys as well.\P-Please wait...\I don't understand! response:	What about your family?
context: We all had one...\Me...\Tatsuo...\Tsukasa...\And... these boys as well.\P-Please wait...\I don't understand!\What about your family? response:	Are you trying to say that I did something to deserve your grudge?
context: Me...\Tatsuo...\Tsukasa...\And... these boys as well.\P-Please wait...\I don't understand!\What about your family?\Are you trying to say that I did something to deserve your grudge? response:	Kaoru...
context: Tatsuo...\Tsukasa...\And... these boys as well.\P-Please wait...\I don't understand!\What about your family?\Are you trying to say that I did something to deserve your grudge?\Kaoru... response:	It's my job to curse and hate him.
context: Tsukasa...\And... these boys as well.\P-Please wait...\I don't understand!\What about your family?\Are you trying to say that I did something to deserve your grudge?\Kaoru...\It's my job to curse and hate him. response:	So you two should move forward.
context: And... these boys as well.\P-Please wait...\I don't understand!\What about your family?\Are you trying to say that I did something to deserve your grudge?\Kaoru...\It's my job to curse and hate him.\So you two should move forward. response:	Got it? Forward.
context: P-Please wait...\I don't understand!\What about your family?\Are you trying to say that I did something to deserve your grudge?\Kaoru...\It's my job to curse and hate him.\So you two should move forward.\Got it? Forward. response:	When did this happen anyway?
context: I don't understand!\What about your family?\Are you trying to say that I did something to deserve your grudge?\Kaoru...\It's my job to curse and hate him.\So you two should move forward.\Got it? Forward.\When did this happen anyway? response:	We bought out that Japanese corporation over a decade ago!
context: What about your family?\Are you trying to say that I did something to deserve your grudge?\Kaoru...\It's my job to curse and hate him.\So you two should move forward.\Got it? Forward.\When did this happen anyway?\We bought out that Japanese corporation over a decade ago! response:	Why now...?!
context: Are you trying to say that I did something to deserve your grudge?\Kaoru...\It's my job to curse and hate him.\So you two should move forward.\Got it? Forward.\When did this happen anyway?\We bought out that Japanese corporation over a decade ago!\Why now...?! response:	You're telling me that you don't remember?
context: Kaoru...\It's my job to curse and hate him.\So you two should move forward.\Got it? Forward.\When did this happen anyway?\We bought out that Japanese corporation over a decade ago!\Why now...?!\You're telling me that you don't remember? response:	Well, I figured as much.
context: It's my job to curse and hate him.\So you two should move forward.\Got it? Forward.\When did this happen anyway?\We bought out that Japanese corporation over a decade ago!\Why now...?!\You're telling me that you don't remember?\Well, I figured as much. response:	I don't really care about that.
context: So you two should move forward.\Got it? Forward.\When did this happen anyway?\We bought out that Japanese corporation over a decade ago!\Why now...?!\You're telling me that you don't remember?\Well, I figured as much.\I don't really care about that. response:	That's right, you should go look for a new home today.
context: Got it? Forward.\When did this happen anyway?\We bought out that Japanese corporation over a decade ago!\Why now...?!\You're telling me that you don't remember?\Well, I figured as much.\I don't really care about that.\That's right, you should go look for a new home today. response:	That mansion of yours belongs to the company, after all.
context: When did this happen anyway?\We bought out that Japanese corporation over a decade ago!\Why now...?!\You're telling me that you don't remember?\Well, I figured as much.\I don't really care about that.\That's right, you should go look for a new home today.\That mansion of yours belongs to the company, after all. response:	W-Wait a second...!
context: We bought out that Japanese corporation over a decade ago!\Why now...?!\You're telling me that you don't remember?\Well, I figured as much.\I don't really care about that.\That's right, you should go look for a new home today.\That mansion of yours belongs to the company, after all.\W-Wait a second...! response:	Oh, and we're going to file a bunch of lawsuits, so make sure you have a lot of cash ready.
context: Why now...?!\You're telling me that you don't remember?\Well, I figured as much.\I don't really care about that.\That's right, you should go look for a new home today.\That mansion of yours belongs to the company, after all.\W-Wait a second...!\Oh, and we're going to file a bunch of lawsuits, so make sure you have a lot of cash ready. response:	No way...
context: You're telling me that you don't remember?\Well, I figured as much.\I don't really care about that.\That's right, you should go look for a new home today.\That mansion of yours belongs to the company, after all.\W-Wait a second...!\Oh, and we're going to file a bunch of lawsuits, so make sure you have a lot of cash ready.\No way... response:	Oh, and about your son and your grandchildren...
context: Well, I figured as much.\I don't really care about that.\That's right, you should go look for a new home today.\That mansion of yours belongs to the company, after all.\W-Wait a second...!\Oh, and we're going to file a bunch of lawsuits, so make sure you have a lot of cash ready.\No way...\Oh, and about your son and your grandchildren... response:	Leave them to us.
context: I don't really care about that.\That's right, you should go look for a new home today.\That mansion of yours belongs to the company, after all.\W-Wait a second...!\Oh, and we're going to file a bunch of lawsuits, so make sure you have a lot of cash ready.\No way...\Oh, and about your son and your grandchildren...\Leave them to us. response:	We'll deal with them to the very end.
context: That's right, you should go look for a new home today.\That mansion of yours belongs to the company, after all.\W-Wait a second...!\Oh, and we're going to file a bunch of lawsuits, so make sure you have a lot of cash ready.\No way...\Oh, and about your son and your grandchildren...\Leave them to us.\We'll deal with them to the very end. response:	They should come seeking revenge.
context: That mansion of yours belongs to the company, after all.\W-Wait a second...!\Oh, and we're going to file a bunch of lawsuits, so make sure you have a lot of cash ready.\No way...\Oh, and about your son and your grandchildren...\Leave them to us.\We'll deal with them to the very end.\They should come seeking revenge. response:	Just like we did today.
context: W-Wait a second...!\Oh, and we're going to file a bunch of lawsuits, so make sure you have a lot of cash ready.\No way...\Oh, and about your son and your grandchildren...\Leave them to us.\We'll deal with them to the very end.\They should come seeking revenge.\Just like we did today. response:	They can prepare for decades...
context: Oh, and we're going to file a bunch of lawsuits, so make sure you have a lot of cash ready.\No way...\Oh, and about your son and your grandchildren...\Leave them to us.\We'll deal with them to the very end.\They should come seeking revenge.\Just like we did today.\They can prepare for decades... response:	I'll take them on!
context: No way...\Oh, and about your son and your grandchildren...\Leave them to us.\We'll deal with them to the very end.\They should come seeking revenge.\Just like we did today.\They can prepare for decades...\I'll take them on! response:	No matter how many times!
context: Oh, and about your son and your grandchildren...\Leave them to us.\We'll deal with them to the very end.\They should come seeking revenge.\Just like we did today.\They can prepare for decades...\I'll take them on!\No matter how many times! response:	Now, take a look.
context: Leave them to us.\We'll deal with them to the very end.\They should come seeking revenge.\Just like we did today.\They can prepare for decades...\I'll take them on!\No matter how many times!\Now, take a look. response:	When you shine light on it, it heads towards the light.
context: We'll deal with them to the very end.\They should come seeking revenge.\Just like we did today.\They can prepare for decades...\I'll take them on!\No matter how many times!\Now, take a look.\When you shine light on it, it heads towards the light. response:	It's the smallest robot in the world.
context: They should come seeking revenge.\Just like we did today.\They can prepare for decades...\I'll take them on!\No matter how many times!\Now, take a look.\When you shine light on it, it heads towards the light.\It's the smallest robot in the world. response:	Its name is Kabu-tan.
context: Just like we did today.\They can prepare for decades...\I'll take them on!\No matter how many times!\Now, take a look.\When you shine light on it, it heads towards the light.\It's the smallest robot in the world.\Its name is Kabu-tan. response:	Kaoru's Ka and Shinobu's Bu.
context: They can prepare for decades...\I'll take them on!\No matter how many times!\Now, take a look.\When you shine light on it, it heads towards the light.\It's the smallest robot in the world.\Its name is Kabu-tan.\Kaoru's Ka and Shinobu's Bu. response:	That's why it's called Kabu-tan.
context: I'll take them on!\No matter how many times!\Now, take a look.\When you shine light on it, it heads towards the light.\It's the smallest robot in the world.\Its name is Kabu-tan.\Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan. response:	Isn't it cool?
context: No matter how many times!\Now, take a look.\When you shine light on it, it heads towards the light.\It's the smallest robot in the world.\Its name is Kabu-tan.\Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan.\Isn't it cool? response:	Serves him right!
context: Now, take a look.\When you shine light on it, it heads towards the light.\It's the smallest robot in the world.\Its name is Kabu-tan.\Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan.\Isn't it cool?\Serves him right! response:	This is only the beginning!
context: When you shine light on it, it heads towards the light.\It's the smallest robot in the world.\Its name is Kabu-tan.\Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan.\Isn't it cool?\Serves him right!\This is only the beginning! response:	I'll hunt you down until you can't find a moment's rest in your life!
context: It's the smallest robot in the world.\Its name is Kabu-tan.\Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan.\Isn't it cool?\Serves him right!\This is only the beginning!\I'll hunt you down until you can't find a moment's rest in your life! response:	There's plenty of time!
context: Its name is Kabu-tan.\Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan.\Isn't it cool?\Serves him right!\This is only the beginning!\I'll hunt you down until you can't find a moment's rest in your life!\There's plenty of time! response:	I'm gonna corner you until you wish you were dead!
context: Kaoru's Ka and Shinobu's Bu.\That's why it's called Kabu-tan.\Isn't it cool?\Serves him right!\This is only the beginning!\I'll hunt you down until you can't find a moment's rest in your life!\There's plenty of time!\I'm gonna corner you until you wish you were dead! response:	Take that!
context: That's why it's called Kabu-tan.\Isn't it cool?\Serves him right!\This is only the beginning!\I'll hunt you down until you can't find a moment's rest in your life!\There's plenty of time!\I'm gonna corner you until you wish you were dead!\Take that! response:	I'm sorry, dad.
context: Isn't it cool?\Serves him right!\This is only the beginning!\I'll hunt you down until you can't find a moment's rest in your life!\There's plenty of time!\I'm gonna corner you until you wish you were dead!\Take that!\I'm sorry, dad. response:	I'm so sorry.
context: Serves him right!\This is only the beginning!\I'll hunt you down until you can't find a moment's rest in your life!\There's plenty of time!\I'm gonna corner you until you wish you were dead!\Take that!\I'm sorry, dad.\I'm so sorry. response:	I couldn't keep my promise...
context: This is only the beginning!\I'll hunt you down until you can't find a moment's rest in your life!\There's plenty of time!\I'm gonna corner you until you wish you were dead!\Take that!\I'm sorry, dad.\I'm so sorry.\I couldn't keep my promise... response:	Damn it...
context: I'll hunt you down until you can't find a moment's rest in your life!\There's plenty of time!\I'm gonna corner you until you wish you were dead!\Take that!\I'm sorry, dad.\I'm so sorry.\I couldn't keep my promise...\Damn it... response:	I couldn't protect what was precious.
