context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: That admits you to be a Chevalier.\A letter of appointment to be my knight.\A letter of appointment?\A hero deserves an honour befitting the deed.\You will accept it, won't you, Saito-san?\To be honest, I have no clue what this means.\It means you'll become an aristocrat!\A-Aristocrat? response:	I can't accept it.
context: A letter of appointment to be my knight.\A letter of appointment?\A hero deserves an honour befitting the deed.\You will accept it, won't you, Saito-san?\To be honest, I have no clue what this means.\It means you'll become an aristocrat!\A-Aristocrat?\I can't accept it. response:	Right now, I'm an ordinary human without any power.
context: A letter of appointment?\A hero deserves an honour befitting the deed.\You will accept it, won't you, Saito-san?\To be honest, I have no clue what this means.\It means you'll become an aristocrat!\A-Aristocrat?\I can't accept it.\Right now, I'm an ordinary human without any power. response:	I'm not even sure if I can protect Louise alone.
context: A hero deserves an honour befitting the deed.\You will accept it, won't you, Saito-san?\To be honest, I have no clue what this means.\It means you'll become an aristocrat!\A-Aristocrat?\I can't accept it.\Right now, I'm an ordinary human without any power.\I'm not even sure if I can protect Louise alone. response:	I don't think I can take the role of Chevalier.
context: You will accept it, won't you, Saito-san?\To be honest, I have no clue what this means.\It means you'll become an aristocrat!\A-Aristocrat?\I can't accept it.\Right now, I'm an ordinary human without any power.\I'm not even sure if I can protect Louise alone.\I don't think I can take the role of Chevalier. response:	What do you mean?
context: To be honest, I have no clue what this means.\It means you'll become an aristocrat!\A-Aristocrat?\I can't accept it.\Right now, I'm an ordinary human without any power.\I'm not even sure if I can protect Louise alone.\I don't think I can take the role of Chevalier.\What do you mean? response:	The rune's gone, right?
context: It means you'll become an aristocrat!\A-Aristocrat?\I can't accept it.\Right now, I'm an ordinary human without any power.\I'm not even sure if I can protect Louise alone.\I don't think I can take the role of Chevalier.\What do you mean?\The rune's gone, right? response:	It completely disappeared.
context: A-Aristocrat?\I can't accept it.\Right now, I'm an ordinary human without any power.\I'm not even sure if I can protect Louise alone.\I don't think I can take the role of Chevalier.\What do you mean?\The rune's gone, right?\It completely disappeared. response:	Along with Gandalfr's power.
context: I can't accept it.\Right now, I'm an ordinary human without any power.\I'm not even sure if I can protect Louise alone.\I don't think I can take the role of Chevalier.\What do you mean?\The rune's gone, right?\It completely disappeared.\Along with Gandalfr's power. response:	His heart stopped once in the war.
context: Right now, I'm an ordinary human without any power.\I'm not even sure if I can protect Louise alone.\I don't think I can take the role of Chevalier.\What do you mean?\The rune's gone, right?\It completely disappeared.\Along with Gandalfr's power.\His heart stopped once in the war. response:	I'm guessing the contract was nullified then.
context: I'm not even sure if I can protect Louise alone.\I don't think I can take the role of Chevalier.\What do you mean?\The rune's gone, right?\It completely disappeared.\Along with Gandalfr's power.\His heart stopped once in the war.\I'm guessing the contract was nullified then. response:	Then how did you come back to life?
context: I don't think I can take the role of Chevalier.\What do you mean?\The rune's gone, right?\It completely disappeared.\Along with Gandalfr's power.\His heart stopped once in the war.\I'm guessing the contract was nullified then.\Then how did you come back to life? response:	Well... I was saved by a fairy.
context: What do you mean?\The rune's gone, right?\It completely disappeared.\Along with Gandalfr's power.\His heart stopped once in the war.\I'm guessing the contract was nullified then.\Then how did you come back to life?\Well... I was saved by a fairy. response:	She had a magic ring on her finger.
context: The rune's gone, right?\It completely disappeared.\Along with Gandalfr's power.\His heart stopped once in the war.\I'm guessing the contract was nullified then.\Then how did you come back to life?\Well... I was saved by a fairy.\She had a magic ring on her finger. response:	That ring resurrected him.
context: It completely disappeared.\Along with Gandalfr's power.\His heart stopped once in the war.\I'm guessing the contract was nullified then.\Then how did you come back to life?\Well... I was saved by a fairy.\She had a magic ring on her finger.\That ring resurrected him. response:	That's what happened in a nutshell.
context: Along with Gandalfr's power.\His heart stopped once in the war.\I'm guessing the contract was nullified then.\Then how did you come back to life?\Well... I was saved by a fairy.\She had a magic ring on her finger.\That ring resurrected him.\That's what happened in a nutshell. response:	Could resurrection really exist?
context: His heart stopped once in the war.\I'm guessing the contract was nullified then.\Then how did you come back to life?\Well... I was saved by a fairy.\She had a magic ring on her finger.\That ring resurrected him.\That's what happened in a nutshell.\Could resurrection really exist? response:	What is the fairy's name?
context: I'm guessing the contract was nullified then.\Then how did you come back to life?\Well... I was saved by a fairy.\She had a magic ring on her finger.\That ring resurrected him.\That's what happened in a nutshell.\Could resurrection really exist?\What is the fairy's name? response:	Where does she live?
context: Then how did you come back to life?\Well... I was saved by a fairy.\She had a magic ring on her finger.\That ring resurrected him.\That's what happened in a nutshell.\Could resurrection really exist?\What is the fairy's name?\Where does she live? response:	In Albion Kingdom, South Gotha province, village of Westwood.
context: Well... I was saved by a fairy.\She had a magic ring on her finger.\That ring resurrected him.\That's what happened in a nutshell.\Could resurrection really exist?\What is the fairy's name?\Where does she live?\In Albion Kingdom, South Gotha province, village of Westwood. response:	Tifania!
context: She had a magic ring on her finger.\That ring resurrected him.\That's what happened in a nutshell.\Could resurrection really exist?\What is the fairy's name?\Where does she live?\In Albion Kingdom, South Gotha province, village of Westwood.\Tifania! response:	Tifania? That is a new name.
context: That ring resurrected him.\That's what happened in a nutshell.\Could resurrection really exist?\What is the fairy's name?\Where does she live?\In Albion Kingdom, South Gotha province, village of Westwood.\Tifania!\Tifania? That is a new name. response:	Agnes.
context: That's what happened in a nutshell.\Could resurrection really exist?\What is the fairy's name?\Where does she live?\In Albion Kingdom, South Gotha province, village of Westwood.\Tifania!\Tifania? That is a new name.\Agnes. response:	Go to the village and find Tifania-san.
context: Could resurrection really exist?\What is the fairy's name?\Where does she live?\In Albion Kingdom, South Gotha province, village of Westwood.\Tifania!\Tifania? That is a new name.\Agnes.\Go to the village and find Tifania-san. response:	Ma'am!
context: What is the fairy's name?\Where does she live?\In Albion Kingdom, South Gotha province, village of Westwood.\Tifania!\Tifania? That is a new name.\Agnes.\Go to the village and find Tifania-san.\Ma'am! response:	Wait.
context: Where does she live?\In Albion Kingdom, South Gotha province, village of Westwood.\Tifania!\Tifania? That is a new name.\Agnes.\Go to the village and find Tifania-san.\Ma'am!\Wait. response:	It'd be easier if I went.
context: In Albion Kingdom, South Gotha province, village of Westwood.\Tifania!\Tifania? That is a new name.\Agnes.\Go to the village and find Tifania-san.\Ma'am!\Wait.\It'd be easier if I went. response:	What's the point of you going when you no longer have the power of the rune.
context: Tifania!\Tifania? That is a new name.\Agnes.\Go to the village and find Tifania-san.\Ma'am!\Wait.\It'd be easier if I went.\What's the point of you going when you no longer have the power of the rune. response:	Yeah. What do you plan on doing if you get attacked again?
context: Tifania? That is a new name.\Agnes.\Go to the village and find Tifania-san.\Ma'am!\Wait.\It'd be easier if I went.\What's the point of you going when you no longer have the power of the rune.\Yeah. What do you plan on doing if you get attacked again? response:	Attacked?
context: Agnes.\Go to the village and find Tifania-san.\Ma'am!\Wait.\It'd be easier if I went.\What's the point of you going when you no longer have the power of the rune.\Yeah. What do you plan on doing if you get attacked again?\Attacked? response:	Explain this to me!
context: Go to the village and find Tifania-san.\Ma'am!\Wait.\It'd be easier if I went.\What's the point of you going when you no longer have the power of the rune.\Yeah. What do you plan on doing if you get attacked again?\Attacked?\Explain this to me! response:	Well...
context: Ma'am!\Wait.\It'd be easier if I went.\What's the point of you going when you no longer have the power of the rune.\Yeah. What do you plan on doing if you get attacked again?\Attacked?\Explain this to me!\Well... response:	Another Void mage and his familiar, eh?
context: Wait.\It'd be easier if I went.\What's the point of you going when you no longer have the power of the rune.\Yeah. What do you plan on doing if you get attacked again?\Attacked?\Explain this to me!\Well...\Another Void mage and his familiar, eh? response:	Since I'm no longer a familiar, this all might mean nothing to me now.
context: It'd be easier if I went.\What's the point of you going when you no longer have the power of the rune.\Yeah. What do you plan on doing if you get attacked again?\Attacked?\Explain this to me!\Well...\Another Void mage and his familiar, eh?\Since I'm no longer a familiar, this all might mean nothing to me now. response:	He's leaving...
context: What's the point of you going when you no longer have the power of the rune.\Yeah. What do you plan on doing if you get attacked again?\Attacked?\Explain this to me!\Well...\Another Void mage and his familiar, eh?\Since I'm no longer a familiar, this all might mean nothing to me now.\He's leaving... response:	No...
context: Yeah. What do you plan on doing if you get attacked again?\Attacked?\Explain this to me!\Well...\Another Void mage and his familiar, eh?\Since I'm no longer a familiar, this all might mean nothing to me now.\He's leaving...\No... response:	Saito!
context: Attacked?\Explain this to me!\Well...\Another Void mage and his familiar, eh?\Since I'm no longer a familiar, this all might mean nothing to me now.\He's leaving...\No...\Saito! response:	Saito?
context: Explain this to me!\Well...\Another Void mage and his familiar, eh?\Since I'm no longer a familiar, this all might mean nothing to me now.\He's leaving...\No...\Saito!\Saito? response:	Louise? What's wrong?
context: Well...\Another Void mage and his familiar, eh?\Since I'm no longer a familiar, this all might mean nothing to me now.\He's leaving...\No...\Saito!\Saito?\Louise? What's wrong? response:	Saito...
context: Another Void mage and his familiar, eh?\Since I'm no longer a familiar, this all might mean nothing to me now.\He's leaving...\No...\Saito!\Saito?\Louise? What's wrong?\Saito... response:	Stupid.
context: Since I'm no longer a familiar, this all might mean nothing to me now.\He's leaving...\No...\Saito!\Saito?\Louise? What's wrong?\Saito...\Stupid. response:	Huh? Did you say something?
context: He's leaving...\No...\Saito!\Saito?\Louise? What's wrong?\Saito...\Stupid.\Huh? Did you say something? response:	You'll catch a cold like that!
context: No...\Saito!\Saito?\Louise? What's wrong?\Saito...\Stupid.\Huh? Did you say something?\You'll catch a cold like that! response:	Come on, let's go inside.
context: Saito!\Saito?\Louise? What's wrong?\Saito...\Stupid.\Huh? Did you say something?\You'll catch a cold like that!\Come on, let's go inside. response:	Shut up. Leave me alone.
context: Saito?\Louise? What's wrong?\Saito...\Stupid.\Huh? Did you say something?\You'll catch a cold like that!\Come on, let's go inside.\Shut up. Leave me alone. response:	Don't be so stubborn.
context: Louise? What's wrong?\Saito...\Stupid.\Huh? Did you say something?\You'll catch a cold like that!\Come on, let's go inside.\Shut up. Leave me alone.\Don't be so stubborn. response:	You're shivering.
context: Saito...\Stupid.\Huh? Did you say something?\You'll catch a cold like that!\Come on, let's go inside.\Shut up. Leave me alone.\Don't be so stubborn.\You're shivering. response:	Who cares. You're the one who left me alone.
context: Stupid.\Huh? Did you say something?\You'll catch a cold like that!\Come on, let's go inside.\Shut up. Leave me alone.\Don't be so stubborn.\You're shivering.\Who cares. You're the one who left me alone. response:	Come on now, let's go.
context: Huh? Did you say something?\You'll catch a cold like that!\Come on, let's go inside.\Shut up. Leave me alone.\Don't be so stubborn.\You're shivering.\Who cares. You're the one who left me alone.\Come on now, let's go. response:	Louise?
context: You'll catch a cold like that!\Come on, let's go inside.\Shut up. Leave me alone.\Don't be so stubborn.\You're shivering.\Who cares. You're the one who left me alone.\Come on now, let's go.\Louise? response:	I?
context: Come on, let's go inside.\Shut up. Leave me alone.\Don't be so stubborn.\You're shivering.\Who cares. You're the one who left me alone.\Come on now, let's go.\Louise?\I? response:	Aye aye?
context: Shut up. Leave me alone.\Don't be so stubborn.\You're shivering.\Who cares. You're the one who left me alone.\Come on now, let's go.\Louise?\I?\Aye aye? response:	I thought I couldn't see you again!
context: Don't be so stubborn.\You're shivering.\Who cares. You're the one who left me alone.\Come on now, let's go.\Louise?\I?\Aye aye?\I thought I couldn't see you again! response:	I have so many things I want to tell you, but you keep disappearing!
context: You're shivering.\Who cares. You're the one who left me alone.\Come on now, let's go.\Louise?\I?\Aye aye?\I thought I couldn't see you again!\I have so many things I want to tell you, but you keep disappearing! response:	You weren't there when I woke up on the ship...
context: Who cares. You're the one who left me alone.\Come on now, let's go.\Louise?\I?\Aye aye?\I thought I couldn't see you again!\I have so many things I want to tell you, but you keep disappearing!\You weren't there when I woke up on the ship... response:	You weren't there when I woke up in bed at school...
context: Come on now, let's go.\Louise?\I?\Aye aye?\I thought I couldn't see you again!\I have so many things I want to tell you, but you keep disappearing!\You weren't there when I woke up on the ship...\You weren't there when I woke up in bed at school... response:	I can't forgive you...
context: Louise?\I?\Aye aye?\I thought I couldn't see you again!\I have so many things I want to tell you, but you keep disappearing!\You weren't there when I woke up on the ship...\You weren't there when I woke up in bed at school...\I can't forgive you... response:	I can't forgive you at all.
context: I?\Aye aye?\I thought I couldn't see you again!\I have so many things I want to tell you, but you keep disappearing!\You weren't there when I woke up on the ship...\You weren't there when I woke up in bed at school...\I can't forgive you...\I can't forgive you at all. response:	You're so mean.
context: Aye aye?\I thought I couldn't see you again!\I have so many things I want to tell you, but you keep disappearing!\You weren't there when I woke up on the ship...\You weren't there when I woke up in bed at school...\I can't forgive you...\I can't forgive you at all.\You're so mean. response:	I thought you had left without telling me again.
context: I thought I couldn't see you again!\I have so many things I want to tell you, but you keep disappearing!\You weren't there when I woke up on the ship...\You weren't there when I woke up in bed at school...\I can't forgive you...\I can't forgive you at all.\You're so mean.\I thought you had left without telling me again. response:	Louise...
context: I have so many things I want to tell you, but you keep disappearing!\You weren't there when I woke up on the ship...\You weren't there when I woke up in bed at school...\I can't forgive you...\I can't forgive you at all.\You're so mean.\I thought you had left without telling me again.\Louise... response:	Don't cry.
context: You weren't there when I woke up on the ship...\You weren't there when I woke up in bed at school...\I can't forgive you...\I can't forgive you at all.\You're so mean.\I thought you had left without telling me again.\Louise...\Don't cry. response:	Don't go anywhere.
context: You weren't there when I woke up in bed at school...\I can't forgive you...\I can't forgive you at all.\You're so mean.\I thought you had left without telling me again.\Louise...\Don't cry.\Don't go anywhere. response:	I won't.
context: I can't forgive you...\I can't forgive you at all.\You're so mean.\I thought you had left without telling me again.\Louise...\Don't cry.\Don't go anywhere.\I won't. response:	Really?
context: I can't forgive you at all.\You're so mean.\I thought you had left without telling me again.\Louise...\Don't cry.\Don't go anywhere.\I won't.\Really? response:	Yeah.
context: You're so mean.\I thought you had left without telling me again.\Louise...\Don't cry.\Don't go anywhere.\I won't.\Really?\Yeah. response:	I won't go anywhere anymore.
context: I thought you had left without telling me again.\Louise...\Don't cry.\Don't go anywhere.\I won't.\Really?\Yeah.\I won't go anywhere anymore. response:	S-Stay by me.
context: Louise...\Don't cry.\Don't go anywhere.\I won't.\Really?\Yeah.\I won't go anywhere anymore.\S-Stay by me. response:	Yeah.
context: Don't cry.\Don't go anywhere.\I won't.\Really?\Yeah.\I won't go anywhere anymore.\S-Stay by me.\Yeah. response:	I don't care if you're not my familiar...
context: Don't go anywhere.\I won't.\Really?\Yeah.\I won't go anywhere anymore.\S-Stay by me.\Yeah.\I don't care if you're not my familiar... response:	I don't care if you don't have Gandalfr's power...
context: I won't.\Really?\Yeah.\I won't go anywhere anymore.\S-Stay by me.\Yeah.\I don't care if you're not my familiar...\I don't care if you don't have Gandalfr's power... response:	Saito?
context: Really?\Yeah.\I won't go anywhere anymore.\S-Stay by me.\Yeah.\I don't care if you're not my familiar...\I don't care if you don't have Gandalfr's power...\Saito? response:	I'm confused.
context: Yeah.\I won't go anywhere anymore.\S-Stay by me.\Yeah.\I don't care if you're not my familiar...\I don't care if you don't have Gandalfr's power...\Saito?\I'm confused. response:	I wonder if that's really all right.
context: I won't go anywhere anymore.\S-Stay by me.\Yeah.\I don't care if you're not my familiar...\I don't care if you don't have Gandalfr's power...\Saito?\I'm confused.\I wonder if that's really all right. response:	What good am I if I can't protect you in an emergency?
context: S-Stay by me.\Yeah.\I don't care if you're not my familiar...\I don't care if you don't have Gandalfr's power...\Saito?\I'm confused.\I wonder if that's really all right.\What good am I if I can't protect you in an emergency? response:	Saito?
context: Yeah.\I don't care if you're not my familiar...\I don't care if you don't have Gandalfr's power...\Saito?\I'm confused.\I wonder if that's really all right.\What good am I if I can't protect you in an emergency?\Saito? response:	Hey, Louise. Is it possible to bind the contract again?
context: I don't care if you're not my familiar...\I don't care if you don't have Gandalfr's power...\Saito?\I'm confused.\I wonder if that's really all right.\What good am I if I can't protect you in an emergency?\Saito?\Hey, Louise. Is it possible to bind the contract again? response:	That whatever ceremony.
context: I don't care if you don't have Gandalfr's power...\Saito?\I'm confused.\I wonder if that's really all right.\What good am I if I can't protect you in an emergency?\Saito?\Hey, Louise. Is it possible to bind the contract again?\That whatever ceremony. response:	You mean Summon Servant?
context: Saito?\I'm confused.\I wonder if that's really all right.\What good am I if I can't protect you in an emergency?\Saito?\Hey, Louise. Is it possible to bind the contract again?\That whatever ceremony.\You mean Summon Servant? response:	I've never heard of it being done before.
context: I'm confused.\I wonder if that's really all right.\What good am I if I can't protect you in an emergency?\Saito?\Hey, Louise. Is it possible to bind the contract again?\That whatever ceremony.\You mean Summon Servant?\I've never heard of it being done before. response:	I don't have a clue what may happen.
context: I wonder if that's really all right.\What good am I if I can't protect you in an emergency?\Saito?\Hey, Louise. Is it possible to bind the contract again?\That whatever ceremony.\You mean Summon Servant?\I've never heard of it being done before.\I don't have a clue what may happen. response:	What... What if another familiar shows up?
context: What good am I if I can't protect you in an emergency?\Saito?\Hey, Louise. Is it possible to bind the contract again?\That whatever ceremony.\You mean Summon Servant?\I've never heard of it being done before.\I don't have a clue what may happen.\What... What if another familiar shows up? response:	What if you get sent to an unknown place?
context: Saito?\Hey, Louise. Is it possible to bind the contract again?\That whatever ceremony.\You mean Summon Servant?\I've never heard of it being done before.\I don't have a clue what may happen.\What... What if another familiar shows up?\What if you get sent to an unknown place? response:	I couldn't handle that!
context: Hey, Louise. Is it possible to bind the contract again?\That whatever ceremony.\You mean Summon Servant?\I've never heard of it being done before.\I don't have a clue what may happen.\What... What if another familiar shows up?\What if you get sent to an unknown place?\I couldn't handle that! response:	We'll deal with it when it happens.
context: That whatever ceremony.\You mean Summon Servant?\I've never heard of it being done before.\I don't have a clue what may happen.\What... What if another familiar shows up?\What if you get sent to an unknown place?\I couldn't handle that!\We'll deal with it when it happens. response:	In fact, that won't even happen.
context: You mean Summon Servant?\I've never heard of it being done before.\I don't have a clue what may happen.\What... What if another familiar shows up?\What if you get sent to an unknown place?\I couldn't handle that!\We'll deal with it when it happens.\In fact, that won't even happen. response:	I came to this world to be your familiar, didn't I?
context: I've never heard of it being done before.\I don't have a clue what may happen.\What... What if another familiar shows up?\What if you get sent to an unknown place?\I couldn't handle that!\We'll deal with it when it happens.\In fact, that won't even happen.\I came to this world to be your familiar, didn't I? response:	Oh, I get it. The contract is important on its own, but something is even more important...
context: I don't have a clue what may happen.\What... What if another familiar shows up?\What if you get sent to an unknown place?\I couldn't handle that!\We'll deal with it when it happens.\In fact, that won't even happen.\I came to this world to be your familiar, didn't I?\Oh, I get it. The contract is important on its own, but something is even more important... response:	What?
context: What... What if another familiar shows up?\What if you get sent to an unknown place?\I couldn't handle that!\We'll deal with it when it happens.\In fact, that won't even happen.\I came to this world to be your familiar, didn't I?\Oh, I get it. The contract is important on its own, but something is even more important...\What? response:	Simply a man and a woman is enough, right?
context: What if you get sent to an unknown place?\I couldn't handle that!\We'll deal with it when it happens.\In fact, that won't even happen.\I came to this world to be your familiar, didn't I?\Oh, I get it. The contract is important on its own, but something is even more important...\What?\Simply a man and a woman is enough, right? response:	You love me, and I love you.
context: I couldn't handle that!\We'll deal with it when it happens.\In fact, that won't even happen.\I came to this world to be your familiar, didn't I?\Oh, I get it. The contract is important on its own, but something is even more important...\What?\Simply a man and a woman is enough, right?\You love me, and I love you. response:	What do we need more than that?
context: We'll deal with it when it happens.\In fact, that won't even happen.\I came to this world to be your familiar, didn't I?\Oh, I get it. The contract is important on its own, but something is even more important...\What?\Simply a man and a woman is enough, right?\You love me, and I love you.\What do we need more than that? response:	W-Wait! I never said I love you!
context: In fact, that won't even happen.\I came to this world to be your familiar, didn't I?\Oh, I get it. The contract is important on its own, but something is even more important...\What?\Simply a man and a woman is enough, right?\You love me, and I love you.\What do we need more than that?\W-Wait! I never said I love you! response:	We promised this morning, didn't we?
context: I came to this world to be your familiar, didn't I?\Oh, I get it. The contract is important on its own, but something is even more important...\What?\Simply a man and a woman is enough, right?\You love me, and I love you.\What do we need more than that?\W-Wait! I never said I love you!\We promised this morning, didn't we? response:	When night falls...
context: Oh, I get it. The contract is important on its own, but something is even more important...\What?\Simply a man and a woman is enough, right?\You love me, and I love you.\What do we need more than that?\W-Wait! I never said I love you!\We promised this morning, didn't we?\When night falls... response:	T-That's...
context: What?\Simply a man and a woman is enough, right?\You love me, and I love you.\What do we need more than that?\W-Wait! I never said I love you!\We promised this morning, didn't we?\When night falls...\T-That's... response:	Let's go to bed.
context: Simply a man and a woman is enough, right?\You love me, and I love you.\What do we need more than that?\W-Wait! I never said I love you!\We promised this morning, didn't we?\When night falls...\T-That's...\Let's go to bed. response:	I-I said wait!
context: You love me, and I love you.\What do we need more than that?\W-Wait! I never said I love you!\We promised this morning, didn't we?\When night falls...\T-That's...\Let's go to bed.\I-I said wait! response:	No, I won't.
context: What do we need more than that?\W-Wait! I never said I love you!\We promised this morning, didn't we?\When night falls...\T-That's...\Let's go to bed.\I-I said wait!\No, I won't. response:	Wait! T-The sun is about to rise, too!
context: W-Wait! I never said I love you!\We promised this morning, didn't we?\When night falls...\T-That's...\Let's go to bed.\I-I said wait!\No, I won't.\Wait! T-The sun is about to rise, too! response:	But it's still night.
context: We promised this morning, didn't we?\When night falls...\T-That's...\Let's go to bed.\I-I said wait!\No, I won't.\Wait! T-The sun is about to rise, too!\But it's still night. response:	I haven't done my prayers yet.
context: When night falls...\T-That's...\Let's go to bed.\I-I said wait!\No, I won't.\Wait! T-The sun is about to rise, too!\But it's still night.\I haven't done my prayers yet. response:	It can wait.
context: T-That's...\Let's go to bed.\I-I said wait!\No, I won't.\Wait! T-The sun is about to rise, too!\But it's still night.\I haven't done my prayers yet.\It can wait. response:	I-I said...
context: Let's go to bed.\I-I said wait!\No, I won't.\Wait! T-The sun is about to rise, too!\But it's still night.\I haven't done my prayers yet.\It can wait.\I-I said... response:	Wait, you stupid dog!
context: I-I said wait!\No, I won't.\Wait! T-The sun is about to rise, too!\But it's still night.\I haven't done my prayers yet.\It can wait.\I-I said...\Wait, you stupid dog! response:	Why are you like that?
context: No, I won't.\Wait! T-The sun is about to rise, too!\But it's still night.\I haven't done my prayers yet.\It can wait.\I-I said...\Wait, you stupid dog!\Why are you like that? response:	Stay there and cool your head until morning.
context: Wait! T-The sun is about to rise, too!\But it's still night.\I haven't done my prayers yet.\It can wait.\I-I said...\Wait, you stupid dog!\Why are you like that?\Stay there and cool your head until morning. response:	We promised though...
context: But it's still night.\I haven't done my prayers yet.\It can wait.\I-I said...\Wait, you stupid dog!\Why are you like that?\Stay there and cool your head until morning.\We promised though... response:	Dog! I mean, lowly creature!
context: I haven't done my prayers yet.\It can wait.\I-I said...\Wait, you stupid dog!\Why are you like that?\Stay there and cool your head until morning.\We promised though...\Dog! I mean, lowly creature! response:	Water flea!
context: It can wait.\I-I said...\Wait, you stupid dog!\Why are you like that?\Stay there and cool your head until morning.\We promised though...\Dog! I mean, lowly creature!\Water flea! response:	Hurry up or we're leaving you behind!
context: I-I said...\Wait, you stupid dog!\Why are you like that?\Stay there and cool your head until morning.\We promised though...\Dog! I mean, lowly creature!\Water flea!\Hurry up or we're leaving you behind! response:	Yes, coming!
context: Wait, you stupid dog!\Why are you like that?\Stay there and cool your head until morning.\We promised though...\Dog! I mean, lowly creature!\Water flea!\Hurry up or we're leaving you behind!\Yes, coming! response:	Wait, water flea?
context: Why are you like that?\Stay there and cool your head until morning.\We promised though...\Dog! I mean, lowly creature!\Water flea!\Hurry up or we're leaving you behind!\Yes, coming!\Wait, water flea? response:	You... You suffice as a water flea!
context: Stay there and cool your head until morning.\We promised though...\Dog! I mean, lowly creature!\Water flea!\Hurry up or we're leaving you behind!\Yes, coming!\Wait, water flea?\You... You suffice as a water flea! response:	Also, I'll have you keep up by running.
context: We promised though...\Dog! I mean, lowly creature!\Water flea!\Hurry up or we're leaving you behind!\Yes, coming!\Wait, water flea?\You... You suffice as a water flea!\Also, I'll have you keep up by running. response:	Y-You've got to be kidding me! Let me on!
context: Dog! I mean, lowly creature!\Water flea!\Hurry up or we're leaving you behind!\Yes, coming!\Wait, water flea?\You... You suffice as a water flea!\Also, I'll have you keep up by running.\Y-You've got to be kidding me! Let me on! response:	I mean, please let me on!
context: Water flea!\Hurry up or we're leaving you behind!\Yes, coming!\Wait, water flea?\You... You suffice as a water flea!\Also, I'll have you keep up by running.\Y-You've got to be kidding me! Let me on!\I mean, please let me on! response:	I beg you!
context: Hurry up or we're leaving you behind!\Yes, coming!\Wait, water flea?\You... You suffice as a water flea!\Also, I'll have you keep up by running.\Y-You've got to be kidding me! Let me on!\I mean, please let me on!\I beg you! response:	Sigh...
context: Yes, coming!\Wait, water flea?\You... You suffice as a water flea!\Also, I'll have you keep up by running.\Y-You've got to be kidding me! Let me on!\I mean, please let me on!\I beg you!\Sigh... response:	It's impossible.
context: Wait, water flea?\You... You suffice as a water flea!\Also, I'll have you keep up by running.\Y-You've got to be kidding me! Let me on!\I mean, please let me on!\I beg you!\Sigh...\It's impossible. response:	But...
context: You... You suffice as a water flea!\Also, I'll have you keep up by running.\Y-You've got to be kidding me! Let me on!\I mean, please let me on!\I beg you!\Sigh...\It's impossible.\But... response:	You! Tell me what exactly you were doing behind my back!
context: Also, I'll have you keep up by running.\Y-You've got to be kidding me! Let me on!\I mean, please let me on!\I beg you!\Sigh...\It's impossible.\But...\You! Tell me what exactly you were doing behind my back! response:	Zero no Tsukaima. Princess no Rondo. Fairy in the Forest.
context: Y-You've got to be kidding me! Let me on!\I mean, please let me on!\I beg you!\Sigh...\It's impossible.\But...\You! Tell me what exactly you were doing behind my back!\Zero no Tsukaima. Princess no Rondo. Fairy in the Forest. response:	What? Even water fleas have souls?
context: I mean, please let me on!\I beg you!\Sigh...\It's impossible.\But...\You! Tell me what exactly you were doing behind my back!\Zero no Tsukaima. Princess no Rondo. Fairy in the Forest.\What? Even water fleas have souls? response:	I won't forgive you if you look away.
