context: Budogaoka Bank response:	Great Year-End Lottery
context: I can't stand! Okuyasu, be careful!\He did something to me!\O-Okuyasu, you too?\You still haven't figured it out?\You guys are drunk!\A-Alcohol?!\Liquor\My harvest gathers anything! response:	It brought some alcohol from the liquor store earlier,
context: He did something to me!\O-Okuyasu, you too?\You still haven't figured it out?\You guys are drunk!\A-Alcohol?!\Liquor\My harvest gathers anything!\It brought some alcohol from the liquor store earlier, response:	then injected it into your bodies!
context: O-Okuyasu, you too?\You still haven't figured it out?\You guys are drunk!\A-Alcohol?!\Liquor\My harvest gathers anything!\It brought some alcohol from the liquor store earlier,\then injected it into your bodies! response:	Right into your veins!
context: You still haven't figured it out?\You guys are drunk!\A-Alcohol?!\Liquor\My harvest gathers anything!\It brought some alcohol from the liquor store earlier,\then injected it into your bodies!\Right into your veins! response:	Wh-What?!
context: You guys are drunk!\A-Alcohol?!\Liquor\My harvest gathers anything!\It brought some alcohol from the liquor store earlier,\then injected it into your bodies!\Right into your veins!\Wh-What?! response:	You bastard!
context: A-Alcohol?!\Liquor\My harvest gathers anything!\It brought some alcohol from the liquor store earlier,\then injected it into your bodies!\Right into your veins!\Wh-What?!\You bastard! response:	When you inject alcohol into your veins,
context: Liquor\My harvest gathers anything!\It brought some alcohol from the liquor store earlier,\then injected it into your bodies!\Right into your veins!\Wh-What?!\You bastard!\When you inject alcohol into your veins, response:	even a tiny amount will get you really drunk!
context: My harvest gathers anything!\It brought some alcohol from the liquor store earlier,\then injected it into your bodies!\Right into your veins!\Wh-What?!\You bastard!\When you inject alcohol into your veins,\even a tiny amount will get you really drunk! response:	C-Come to think of it,
context: It brought some alcohol from the liquor store earlier,\then injected it into your bodies!\Right into your veins!\Wh-What?!\You bastard!\When you inject alcohol into your veins,\even a tiny amount will get you really drunk!\C-Come to think of it, response:	I've heard that alcohol is in the same group as anesthetics...
context: then injected it into your bodies!\Right into your veins!\Wh-What?!\You bastard!\When you inject alcohol into your veins,\even a tiny amount will get you really drunk!\C-Come to think of it,\I've heard that alcohol is in the same group as anesthetics... response:	Th-That bastard... m-might be pretty smart...
context: Right into your veins!\Wh-What?!\You bastard!\When you inject alcohol into your veins,\even a tiny amount will get you really drunk!\C-Come to think of it,\I've heard that alcohol is in the same group as anesthetics...\Th-That bastard... m-might be pretty smart... response:	Or it might be his natural instincts.
context: Wh-What?!\You bastard!\When you inject alcohol into your veins,\even a tiny amount will get you really drunk!\C-Come to think of it,\I've heard that alcohol is in the same group as anesthetics...\Th-That bastard... m-might be pretty smart...\Or it might be his natural instincts. response:	I-I'm gonna murder him!
context: You bastard!\When you inject alcohol into your veins,\even a tiny amount will get you really drunk!\C-Come to think of it,\I've heard that alcohol is in the same group as anesthetics...\Th-That bastard... m-might be pretty smart...\Or it might be his natural instincts.\I-I'm gonna murder him! response:	There's no way we're gonna lose just because we're drunk!
context: When you inject alcohol into your veins,\even a tiny amount will get you really drunk!\C-Come to think of it,\I've heard that alcohol is in the same group as anesthetics...\Th-That bastard... m-might be pretty smart...\Or it might be his natural instincts.\I-I'm gonna murder him!\There's no way we're gonna lose just because we're drunk! response:	M-My eye!
context: even a tiny amount will get you really drunk!\C-Come to think of it,\I've heard that alcohol is in the same group as anesthetics...\Th-That bastard... m-might be pretty smart...\Or it might be his natural instincts.\I-I'm gonna murder him!\There's no way we're gonna lose just because we're drunk!\M-My eye! response:	Josuke, hurry and fix it!
context: C-Come to think of it,\I've heard that alcohol is in the same group as anesthetics...\Th-That bastard... m-might be pretty smart...\Or it might be his natural instincts.\I-I'm gonna murder him!\There's no way we're gonna lose just because we're drunk!\M-My eye!\Josuke, hurry and fix it! response:	W-Wait, Okuyasu!
context: I've heard that alcohol is in the same group as anesthetics...\Th-That bastard... m-might be pretty smart...\Or it might be his natural instincts.\I-I'm gonna murder him!\There's no way we're gonna lose just because we're drunk!\M-My eye!\Josuke, hurry and fix it!\W-Wait, Okuyasu! response:	You guys had the nerve to
context: Th-That bastard... m-might be pretty smart...\Or it might be his natural instincts.\I-I'm gonna murder him!\There's no way we're gonna lose just because we're drunk!\M-My eye!\Josuke, hurry and fix it!\W-Wait, Okuyasu!\You guys had the nerve to response:	call me unreasonable and other things earlier, didn't you?
context: Or it might be his natural instincts.\I-I'm gonna murder him!\There's no way we're gonna lose just because we're drunk!\M-My eye!\Josuke, hurry and fix it!\W-Wait, Okuyasu!\You guys had the nerve to\call me unreasonable and other things earlier, didn't you? response:	I'll show you what happens when you underestimate me!
context: I-I'm gonna murder him!\There's no way we're gonna lose just because we're drunk!\M-My eye!\Josuke, hurry and fix it!\W-Wait, Okuyasu!\You guys had the nerve to\call me unreasonable and other things earlier, didn't you?\I'll show you what happens when you underestimate me! response:	D-Damn it!
context: There's no way we're gonna lose just because we're drunk!\M-My eye!\Josuke, hurry and fix it!\W-Wait, Okuyasu!\You guys had the nerve to\call me unreasonable and other things earlier, didn't you?\I'll show you what happens when you underestimate me!\D-Damn it! response:	You have the nerve to get cocky after you're the one who broke your promise?
context: M-My eye!\Josuke, hurry and fix it!\W-Wait, Okuyasu!\You guys had the nerve to\call me unreasonable and other things earlier, didn't you?\I'll show you what happens when you underestimate me!\D-Damn it!\You have the nerve to get cocky after you're the one who broke your promise? response:	I'm seriously going to get pissed off!
context: Josuke, hurry and fix it!\W-Wait, Okuyasu!\You guys had the nerve to\call me unreasonable and other things earlier, didn't you?\I'll show you what happens when you underestimate me!\D-Damn it!\You have the nerve to get cocky after you're the one who broke your promise?\I'm seriously going to get pissed off! response:	There's no telling what I'll do then!
context: W-Wait, Okuyasu!\You guys had the nerve to\call me unreasonable and other things earlier, didn't you?\I'll show you what happens when you underestimate me!\D-Damn it!\You have the nerve to get cocky after you're the one who broke your promise?\I'm seriously going to get pissed off!\There's no telling what I'll do then! response:	Shut your stupid mouth, Josuke!
context: You guys had the nerve to\call me unreasonable and other things earlier, didn't you?\I'll show you what happens when you underestimate me!\D-Damn it!\You have the nerve to get cocky after you're the one who broke your promise?\I'm seriously going to get pissed off!\There's no telling what I'll do then!\Shut your stupid mouth, Josuke! response:	Your Stands' powers are nothing!
context: call me unreasonable and other things earlier, didn't you?\I'll show you what happens when you underestimate me!\D-Damn it!\You have the nerve to get cocky after you're the one who broke your promise?\I'm seriously going to get pissed off!\There's no telling what I'll do then!\Shut your stupid mouth, Josuke!\Your Stands' powers are nothing! response:	You guys are useless!
context: I'll show you what happens when you underestimate me!\D-Damn it!\You have the nerve to get cocky after you're the one who broke your promise?\I'm seriously going to get pissed off!\There's no telling what I'll do then!\Shut your stupid mouth, Josuke!\Your Stands' powers are nothing!\You guys are useless! response:	Make demands once you have even half of Harvest's power!
context: D-Damn it!\You have the nerve to get cocky after you're the one who broke your promise?\I'm seriously going to get pissed off!\There's no telling what I'll do then!\Shut your stupid mouth, Josuke!\Your Stands' powers are nothing!\You guys are useless!\Make demands once you have even half of Harvest's power! response:	Josuke, close your eyes!
context: You have the nerve to get cocky after you're the one who broke your promise?\I'm seriously going to get pissed off!\There's no telling what I'll do then!\Shut your stupid mouth, Josuke!\Your Stands' powers are nothing!\You guys are useless!\Make demands once you have even half of Harvest's power!\Josuke, close your eyes! response:	Josuke!
context: I'm seriously going to get pissed off!\There's no telling what I'll do then!\Shut your stupid mouth, Josuke!\Your Stands' powers are nothing!\You guys are useless!\Make demands once you have even half of Harvest's power!\Josuke, close your eyes!\Josuke! response:	Damn, so close!
context: There's no telling what I'll do then!\Shut your stupid mouth, Josuke!\Your Stands' powers are nothing!\You guys are useless!\Make demands once you have even half of Harvest's power!\Josuke, close your eyes!\Josuke!\Damn, so close! response:	But it's no use closing your eyes.
context: Shut your stupid mouth, Josuke!\Your Stands' powers are nothing!\You guys are useless!\Make demands once you have even half of Harvest's power!\Josuke, close your eyes!\Josuke!\Damn, so close!\But it's no use closing your eyes. response:	Harvest can get anything!
context: Your Stands' powers are nothing!\You guys are useless!\Make demands once you have even half of Harvest's power!\Josuke, close your eyes!\Josuke!\Damn, so close!\But it's no use closing your eyes.\Harvest can get anything! response:	It can rip off your eyelids and pry out your eyeballs!
context: You guys are useless!\Make demands once you have even half of Harvest's power!\Josuke, close your eyes!\Josuke!\Damn, so close!\But it's no use closing your eyes.\Harvest can get anything!\It can rip off your eyelids and pry out your eyeballs! response:	All right, Shigechi, stop!
context: Make demands once you have even half of Harvest's power!\Josuke, close your eyes!\Josuke!\Damn, so close!\But it's no use closing your eyes.\Harvest can get anything!\It can rip off your eyelids and pry out your eyeballs!\All right, Shigechi, stop! response:	Forgive us already! It was all our fault.
context: Josuke, close your eyes!\Josuke!\Damn, so close!\But it's no use closing your eyes.\Harvest can get anything!\It can rip off your eyelids and pry out your eyeballs!\All right, Shigechi, stop!\Forgive us already! It was all our fault. response:	Oh? You're apologizing?
context: Josuke!\Damn, so close!\But it's no use closing your eyes.\Harvest can get anything!\It can rip off your eyelids and pry out your eyeballs!\All right, Shigechi, stop!\Forgive us already! It was all our fault.\Oh? You're apologizing? response:	Damn it, you little punk!
context: Damn, so close!\But it's no use closing your eyes.\Harvest can get anything!\It can rip off your eyelids and pry out your eyeballs!\All right, Shigechi, stop!\Forgive us already! It was all our fault.\Oh? You're apologizing?\Damn it, you little punk! response:	Oh? Okuyasu, it doesn't seem like Josuke feels that way.
context: But it's no use closing your eyes.\Harvest can get anything!\It can rip off your eyelids and pry out your eyeballs!\All right, Shigechi, stop!\Forgive us already! It was all our fault.\Oh? You're apologizing?\Damn it, you little punk!\Oh? Okuyasu, it doesn't seem like Josuke feels that way. response:	I-I'll give him a talking-to!
context: Harvest can get anything!\It can rip off your eyelids and pry out your eyeballs!\All right, Shigechi, stop!\Forgive us already! It was all our fault.\Oh? You're apologizing?\Damn it, you little punk!\Oh? Okuyasu, it doesn't seem like Josuke feels that way.\I-I'll give him a talking-to! response:	Just let us off the hook with this!
context: It can rip off your eyelids and pry out your eyeballs!\All right, Shigechi, stop!\Forgive us already! It was all our fault.\Oh? You're apologizing?\Damn it, you little punk!\Oh? Okuyasu, it doesn't seem like Josuke feels that way.\I-I'll give him a talking-to!\Just let us off the hook with this! response:	This is the 10,000 yen you gave me and the rest of my money.
context: All right, Shigechi, stop!\Forgive us already! It was all our fault.\Oh? You're apologizing?\Damn it, you little punk!\Oh? Okuyasu, it doesn't seem like Josuke feels that way.\I-I'll give him a talking-to!\Just let us off the hook with this!\This is the 10,000 yen you gave me and the rest of my money. response:	Let us off the hook with this.
context: Forgive us already! It was all our fault.\Oh? You're apologizing?\Damn it, you little punk!\Oh? Okuyasu, it doesn't seem like Josuke feels that way.\I-I'll give him a talking-to!\Just let us off the hook with this!\This is the 10,000 yen you gave me and the rest of my money.\Let us off the hook with this. response:	Who's going to fix my eye if Josuke gets killed?
context: Oh? You're apologizing?\Damn it, you little punk!\Oh? Okuyasu, it doesn't seem like Josuke feels that way.\I-I'll give him a talking-to!\Just let us off the hook with this!\This is the 10,000 yen you gave me and the rest of my money.\Let us off the hook with this.\Who's going to fix my eye if Josuke gets killed? response:	O-Okuyasu...
context: Damn it, you little punk!\Oh? Okuyasu, it doesn't seem like Josuke feels that way.\I-I'll give him a talking-to!\Just let us off the hook with this!\This is the 10,000 yen you gave me and the rest of my money.\Let us off the hook with this.\Who's going to fix my eye if Josuke gets killed?\O-Okuyasu... response:	Oh, yeah! I just remembered!
context: Oh? Okuyasu, it doesn't seem like Josuke feels that way.\I-I'll give him a talking-to!\Just let us off the hook with this!\This is the 10,000 yen you gave me and the rest of my money.\Let us off the hook with this.\Who's going to fix my eye if Josuke gets killed?\O-Okuyasu...\Oh, yeah! I just remembered! response:	I felt really bad for you guys, and gave you more than 10,000 yen!
context: I-I'll give him a talking-to!\Just let us off the hook with this!\This is the 10,000 yen you gave me and the rest of my money.\Let us off the hook with this.\Who's going to fix my eye if Josuke gets killed?\O-Okuyasu...\Oh, yeah! I just remembered!\I felt really bad for you guys, and gave you more than 10,000 yen! response:	Here, take this, and please forgive us.
context: Just let us off the hook with this!\This is the 10,000 yen you gave me and the rest of my money.\Let us off the hook with this.\Who's going to fix my eye if Josuke gets killed?\O-Okuyasu...\Oh, yeah! I just remembered!\I felt really bad for you guys, and gave you more than 10,000 yen!\Here, take this, and please forgive us. response:	I get it, Okuyasu!
context: This is the 10,000 yen you gave me and the rest of my money.\Let us off the hook with this.\Who's going to fix my eye if Josuke gets killed?\O-Okuyasu...\Oh, yeah! I just remembered!\I felt really bad for you guys, and gave you more than 10,000 yen!\Here, take this, and please forgive us.\I get it, Okuyasu! response:	Just like baiting a tanuki with food and catching it,
context: Let us off the hook with this.\Who's going to fix my eye if Josuke gets killed?\O-Okuyasu...\Oh, yeah! I just remembered!\I felt really bad for you guys, and gave you more than 10,000 yen!\Here, take this, and please forgive us.\I get it, Okuyasu!\Just like baiting a tanuki with food and catching it, response:	you're trying to lure him over with cash to defeat him!
context: Who's going to fix my eye if Josuke gets killed?\O-Okuyasu...\Oh, yeah! I just remembered!\I felt really bad for you guys, and gave you more than 10,000 yen!\Here, take this, and please forgive us.\I get it, Okuyasu!\Just like baiting a tanuki with food and catching it,\you're trying to lure him over with cash to defeat him! response:	I totally got what you're thinking!
context: O-Okuyasu...\Oh, yeah! I just remembered!\I felt really bad for you guys, and gave you more than 10,000 yen!\Here, take this, and please forgive us.\I get it, Okuyasu!\Just like baiting a tanuki with food and catching it,\you're trying to lure him over with cash to defeat him!\I totally got what you're thinking! response:	Okuyasu, being honest like that is very favorable with me.
context: Oh, yeah! I just remembered!\I felt really bad for you guys, and gave you more than 10,000 yen!\Here, take this, and please forgive us.\I get it, Okuyasu!\Just like baiting a tanuki with food and catching it,\you're trying to lure him over with cash to defeat him!\I totally got what you're thinking!\Okuyasu, being honest like that is very favorable with me. response:	There, there.
context: I felt really bad for you guys, and gave you more than 10,000 yen!\Here, take this, and please forgive us.\I get it, Okuyasu!\Just like baiting a tanuki with food and catching it,\you're trying to lure him over with cash to defeat him!\I totally got what you're thinking!\Okuyasu, being honest like that is very favorable with me.\There, there. response:	Hey, wait a sec.
context: Here, take this, and please forgive us.\I get it, Okuyasu!\Just like baiting a tanuki with food and catching it,\you're trying to lure him over with cash to defeat him!\I totally got what you're thinking!\Okuyasu, being honest like that is very favorable with me.\There, there.\Hey, wait a sec. response:	Okuyasu, you aren't trying to trick me by luring me
context: I get it, Okuyasu!\Just like baiting a tanuki with food and catching it,\you're trying to lure him over with cash to defeat him!\I totally got what you're thinking!\Okuyasu, being honest like that is very favorable with me.\There, there.\Hey, wait a sec.\Okuyasu, you aren't trying to trick me by luring me response:	closer with money so you can attack me with your Stand, are you?
context: Just like baiting a tanuki with food and catching it,\you're trying to lure him over with cash to defeat him!\I totally got what you're thinking!\Okuyasu, being honest like that is very favorable with me.\There, there.\Hey, wait a sec.\Okuyasu, you aren't trying to trick me by luring me\closer with money so you can attack me with your Stand, are you? response:	Ah! So you are!
context: you're trying to lure him over with cash to defeat him!\I totally got what you're thinking!\Okuyasu, being honest like that is very favorable with me.\There, there.\Hey, wait a sec.\Okuyasu, you aren't trying to trick me by luring me\closer with money so you can attack me with your Stand, are you?\Ah! So you are! response:	Did you really think I'd fall for that?
context: I totally got what you're thinking!\Okuyasu, being honest like that is very favorable with me.\There, there.\Hey, wait a sec.\Okuyasu, you aren't trying to trick me by luring me\closer with money so you can attack me with your Stand, are you?\Ah! So you are!\Did you really think I'd fall for that? response:	You really thought I was that stupid?
context: Okuyasu, being honest like that is very favorable with me.\There, there.\Hey, wait a sec.\Okuyasu, you aren't trying to trick me by luring me\closer with money so you can attack me with your Stand, are you?\Ah! So you are!\Did you really think I'd fall for that?\You really thought I was that stupid? response:	I won't forgive you anymore!
context: There, there.\Hey, wait a sec.\Okuyasu, you aren't trying to trick me by luring me\closer with money so you can attack me with your Stand, are you?\Ah! So you are!\Did you really think I'd fall for that?\You really thought I was that stupid?\I won't forgive you anymore! response:	That's fine, if you don't forgive us.
context: Hey, wait a sec.\Okuyasu, you aren't trying to trick me by luring me\closer with money so you can attack me with your Stand, are you?\Ah! So you are!\Did you really think I'd fall for that?\You really thought I was that stupid?\I won't forgive you anymore!\That's fine, if you don't forgive us. response:	But it's too late.
context: Okuyasu, you aren't trying to trick me by luring me\closer with money so you can attack me with your Stand, are you?\Ah! So you are!\Did you really think I'd fall for that?\You really thought I was that stupid?\I won't forgive you anymore!\That's fine, if you don't forgive us.\But it's too late. response:	Don't you realize that you're already in The Hand's range?
context: closer with money so you can attack me with your Stand, are you?\Ah! So you are!\Did you really think I'd fall for that?\You really thought I was that stupid?\I won't forgive you anymore!\That's fine, if you don't forgive us.\But it's too late.\Don't you realize that you're already in The Hand's range? response:	I'm going to scrape away space
context: Ah! So you are!\Did you really think I'd fall for that?\You really thought I was that stupid?\I won't forgive you anymore!\That's fine, if you don't forgive us.\But it's too late.\Don't you realize that you're already in The Hand's range?\I'm going to scrape away space response:	and make it
context: Did you really think I'd fall for that?\You really thought I was that stupid?\I won't forgive you anymore!\That's fine, if you don't forgive us.\But it's too late.\Don't you realize that you're already in The Hand's range?\I'm going to scrape away space\and make it response:	teleport!
context: You really thought I was that stupid?\I won't forgive you anymore!\That's fine, if you don't forgive us.\But it's too late.\Don't you realize that you're already in The Hand's range?\I'm going to scrape away space\and make it\teleport! response:	We got it back.
context: I won't forgive you anymore!\That's fine, if you don't forgive us.\But it's too late.\Don't you realize that you're already in The Hand's range?\I'm going to scrape away space\and make it\teleport!\We got it back. response:	Got it back?
context: That's fine, if you don't forgive us.\But it's too late.\Don't you realize that you're already in The Hand's range?\I'm going to scrape away space\and make it\teleport!\We got it back.\Got it back? response:	Wh-What are you talking about?
context: But it's too late.\Don't you realize that you're already in The Hand's range?\I'm going to scrape away space\and make it\teleport!\We got it back.\Got it back?\Wh-What are you talking about? response:	I'll just easily take it back...
context: Don't you realize that you're already in The Hand's range?\I'm going to scrape away space\and make it\teleport!\We got it back.\Got it back?\Wh-What are you talking about?\I'll just easily take it back... response:	You don't seem to realize, Shigechi,
context: I'm going to scrape away space\and make it\teleport!\We got it back.\Got it back?\Wh-What are you talking about?\I'll just easily take it back...\You don't seem to realize, Shigechi, response:	that you have no chance of winning now.
context: and make it\teleport!\We got it back.\Got it back?\Wh-What are you talking about?\I'll just easily take it back...\You don't seem to realize, Shigechi,\that you have no chance of winning now. response:	The five million!
context: teleport!\We got it back.\Got it back?\Wh-What are you talking about?\I'll just easily take it back...\You don't seem to realize, Shigechi,\that you have no chance of winning now.\The five million! response:	What are you doing?!
context: We got it back.\Got it back?\Wh-What are you talking about?\I'll just easily take it back...\You don't seem to realize, Shigechi,\that you have no chance of winning now.\The five million!\What are you doing?! response:	Inconceivable! Inconceivable!
context: Got it back?\Wh-What are you talking about?\I'll just easily take it back...\You don't seem to realize, Shigechi,\that you have no chance of winning now.\The five million!\What are you doing?!\Inconceivable! Inconceivable! response:	Stop!
context: Wh-What are you talking about?\I'll just easily take it back...\You don't seem to realize, Shigechi,\that you have no chance of winning now.\The five million!\What are you doing?!\Inconceivable! Inconceivable!\Stop! response:	Why would you do that?!
context: I'll just easily take it back...\You don't seem to realize, Shigechi,\that you have no chance of winning now.\The five million!\What are you doing?!\Inconceivable! Inconceivable!\Stop!\Why would you do that?! response:	Inconceivable! Inconceivable! Inconceivable! Inconceivable!
context: You don't seem to realize, Shigechi,\that you have no chance of winning now.\The five million!\What are you doing?!\Inconceivable! Inconceivable!\Stop!\Why would you do that?!\Inconceivable! Inconceivable! Inconceivable! Inconceivable! response:	That's five million yen!
context: that you have no chance of winning now.\The five million!\What are you doing?!\Inconceivable! Inconceivable!\Stop!\Why would you do that?!\Inconceivable! Inconceivable! Inconceivable! Inconceivable!\That's five million yen! response:	Basically, just try and injure or kill us.
context: The five million!\What are you doing?!\Inconceivable! Inconceivable!\Stop!\Why would you do that?!\Inconceivable! Inconceivable! Inconceivable! Inconceivable!\That's five million yen!\Basically, just try and injure or kill us. response:	The only one that can fix this note is my Shining Diamond...
context: What are you doing?!\Inconceivable! Inconceivable!\Stop!\Why would you do that?!\Inconceivable! Inconceivable! Inconceivable! Inconceivable!\That's five million yen!\Basically, just try and injure or kill us.\The only one that can fix this note is my Shining Diamond... response:	So there's no way you can win.
context: Inconceivable! Inconceivable!\Stop!\Why would you do that?!\Inconceivable! Inconceivable! Inconceivable! Inconceivable!\That's five million yen!\Basically, just try and injure or kill us.\The only one that can fix this note is my Shining Diamond...\So there's no way you can win. response:	Oh... I-I see! Conceivable!
context: Stop!\Why would you do that?!\Inconceivable! Inconceivable! Inconceivable! Inconceivable!\That's five million yen!\Basically, just try and injure or kill us.\The only one that can fix this note is my Shining Diamond...\So there's no way you can win.\Oh... I-I see! Conceivable! response:	And what happens next certifies your loss.
context: Why would you do that?!\Inconceivable! Inconceivable! Inconceivable! Inconceivable!\That's five million yen!\Basically, just try and injure or kill us.\The only one that can fix this note is my Shining Diamond...\So there's no way you can win.\Oh... I-I see! Conceivable!\And what happens next certifies your loss. response:	H-Huh? Again, inconceivable! Inconceivable! Inconceivable! Inconceivable!
context: Inconceivable! Inconceivable! Inconceivable! Inconceivable!\That's five million yen!\Basically, just try and injure or kill us.\The only one that can fix this note is my Shining Diamond...\So there's no way you can win.\Oh... I-I see! Conceivable!\And what happens next certifies your loss.\H-Huh? Again, inconceivable! Inconceivable! Inconceivable! Inconceivable! response:	What are you doing?!
context: That's five million yen!\Basically, just try and injure or kill us.\The only one that can fix this note is my Shining Diamond...\So there's no way you can win.\Oh... I-I see! Conceivable!\And what happens next certifies your loss.\H-Huh? Again, inconceivable! Inconceivable! Inconceivable! Inconceivable!\What are you doing?! response:	Pick them all up, Harvest!
context: Basically, just try and injure or kill us.\The only one that can fix this note is my Shining Diamond...\So there's no way you can win.\Oh... I-I see! Conceivable!\And what happens next certifies your loss.\H-Huh? Again, inconceivable! Inconceivable! Inconceivable! Inconceivable!\What are you doing?!\Pick them all up, Harvest! response:	Looks like you don't realize that
context: The only one that can fix this note is my Shining Diamond...\So there's no way you can win.\Oh... I-I see! Conceivable!\And what happens next certifies your loss.\H-Huh? Again, inconceivable! Inconceivable! Inconceivable! Inconceivable!\What are you doing?!\Pick them all up, Harvest!\Looks like you don't realize that response:	the fact that you're having Harvest go pick them up
context: So there's no way you can win.\Oh... I-I see! Conceivable!\And what happens next certifies your loss.\H-Huh? Again, inconceivable! Inconceivable! Inconceivable! Inconceivable!\What are you doing?!\Pick them all up, Harvest!\Looks like you don't realize that\the fact that you're having Harvest go pick them up response:	means that you've lost.
context: Oh... I-I see! Conceivable!\And what happens next certifies your loss.\H-Huh? Again, inconceivable! Inconceivable! Inconceivable! Inconceivable!\What are you doing?!\Pick them all up, Harvest!\Looks like you don't realize that\the fact that you're having Harvest go pick them up\means that you've lost. response:	So now who's going to protect you from these two drunks right here?
context: And what happens next certifies your loss.\H-Huh? Again, inconceivable! Inconceivable! Inconceivable! Inconceivable!\What are you doing?!\Pick them all up, Harvest!\Looks like you don't realize that\the fact that you're having Harvest go pick them up\means that you've lost.\So now who's going to protect you from these two drunks right here? response:	Oh, conceivable...
context: H-Huh? Again, inconceivable! Inconceivable! Inconceivable! Inconceivable!\What are you doing?!\Pick them all up, Harvest!\Looks like you don't realize that\the fact that you're having Harvest go pick them up\means that you've lost.\So now who's going to protect you from these two drunks right here?\Oh, conceivable... response:	Smash
context: What are you doing?!\Pick them all up, Harvest!\Looks like you don't realize that\the fact that you're having Harvest go pick them up\means that you've lost.\So now who's going to protect you from these two drunks right here?\Oh, conceivable...\Smash response:	We did it.
context: Pick them all up, Harvest!\Looks like you don't realize that\the fact that you're having Harvest go pick them up\means that you've lost.\So now who's going to protect you from these two drunks right here?\Oh, conceivable...\Smash\We did it. response:	Now, Shigechi...
context: Looks like you don't realize that\the fact that you're having Harvest go pick them up\means that you've lost.\So now who's going to protect you from these two drunks right here?\Oh, conceivable...\Smash\We did it.\Now, Shigechi... response:	Why don't we review something very simple?
context: the fact that you're having Harvest go pick them up\means that you've lost.\So now who's going to protect you from these two drunks right here?\Oh, conceivable...\Smash\We did it.\Now, Shigechi...\Why don't we review something very simple? response:	The one that collects all the pieces is your Harvest,
context: means that you've lost.\So now who's going to protect you from these two drunks right here?\Oh, conceivable...\Smash\We did it.\Now, Shigechi...\Why don't we review something very simple?\The one that collects all the pieces is your Harvest, response:	and whose Stand is the one that will put them back together?
context: So now who's going to protect you from these two drunks right here?\Oh, conceivable...\Smash\We did it.\Now, Shigechi...\Why don't we review something very simple?\The one that collects all the pieces is your Harvest,\and whose Stand is the one that will put them back together? response:	Hm?
context: Oh, conceivable...\Smash\We did it.\Now, Shigechi...\Why don't we review something very simple?\The one that collects all the pieces is your Harvest,\and whose Stand is the one that will put them back together?\Hm? response:	Who is it?
context: Smash\We did it.\Now, Shigechi...\Why don't we review something very simple?\The one that collects all the pieces is your Harvest,\and whose Stand is the one that will put them back together?\Hm?\Who is it? response:	Who's going to fix it with their Shining Diamond?
context: We did it.\Now, Shigechi...\Why don't we review something very simple?\The one that collects all the pieces is your Harvest,\and whose Stand is the one that will put them back together?\Hm?\Who is it?\Who's going to fix it with their Shining Diamond? response:	J-Josuke...
context: Now, Shigechi...\Why don't we review something very simple?\The one that collects all the pieces is your Harvest,\and whose Stand is the one that will put them back together?\Hm?\Who is it?\Who's going to fix it with their Shining Diamond?\J-Josuke... response:	Whack Whack
context: Why don't we review something very simple?\The one that collects all the pieces is your Harvest,\and whose Stand is the one that will put them back together?\Hm?\Who is it?\Who's going to fix it with their Shining Diamond?\J-Josuke...\Whack Whack response:	Josuke? Did you just address me so casually?
context: The one that collects all the pieces is your Harvest,\and whose Stand is the one that will put them back together?\Hm?\Who is it?\Who's going to fix it with their Shining Diamond?\J-Josuke...\Whack Whack\Josuke? Did you just address me so casually? response:	M-Mr. Josuke!
context: and whose Stand is the one that will put them back together?\Hm?\Who is it?\Who's going to fix it with their Shining Diamond?\J-Josuke...\Whack Whack\Josuke? Did you just address me so casually?\M-Mr. Josuke! response:	That's right, it's Mr. Josuke.
context: Hm?\Who is it?\Who's going to fix it with their Shining Diamond?\J-Josuke...\Whack Whack\Josuke? Did you just address me so casually?\M-Mr. Josuke!\That's right, it's Mr. Josuke. response:	But who was the one who just took back the promissory note from you?
context: Who is it?\Who's going to fix it with their Shining Diamond?\J-Josuke...\Whack Whack\Josuke? Did you just address me so casually?\M-Mr. Josuke!\That's right, it's Mr. Josuke.\But who was the one who just took back the promissory note from you? response:	Say his name.
context: Who's going to fix it with their Shining Diamond?\J-Josuke...\Whack Whack\Josuke? Did you just address me so casually?\M-Mr. Josuke!\That's right, it's Mr. Josuke.\But who was the one who just took back the promissory note from you?\Say his name. response:	O-Okuyasu...
context: J-Josuke...\Whack Whack\Josuke? Did you just address me so casually?\M-Mr. Josuke!\That's right, it's Mr. Josuke.\But who was the one who just took back the promissory note from you?\Say his name.\O-Okuyasu... response:	Mr. Okuyasu!
context: Whack Whack\Josuke? Did you just address me so casually?\M-Mr. Josuke!\That's right, it's Mr. Josuke.\But who was the one who just took back the promissory note from you?\Say his name.\O-Okuyasu...\Mr. Okuyasu! response:	Well done. That's a good boy.
context: Josuke? Did you just address me so casually?\M-Mr. Josuke!\That's right, it's Mr. Josuke.\But who was the one who just took back the promissory note from you?\Say his name.\O-Okuyasu...\Mr. Okuyasu!\Well done. That's a good boy. response:	All right, next, let's do a little calculation.
context: M-Mr. Josuke!\That's right, it's Mr. Josuke.\But who was the one who just took back the promissory note from you?\Say his name.\O-Okuyasu...\Mr. Okuyasu!\Well done. That's a good boy.\All right, next, let's do a little calculation. response:	How should we split the five million?
