context: Karaoke response:	Signs
context: Does he think we have all the time in the world?\Pretty carefree...\What does Shinigami-sama intend to do by storing the Book of Eibon?\There's no need for us to know.\Enough questioning.\Shinigami-sama's collection...\It's so fearsome that I lose the will to peek.\No need to restrain yourself. response:	You should drink, as well.
context: Pretty carefree...\What does Shinigami-sama intend to do by storing the Book of Eibon?\There's no need for us to know.\Enough questioning.\Shinigami-sama's collection...\It's so fearsome that I lose the will to peek.\No need to restrain yourself.\You should drink, as well. response:	Do you not require new blood?
context: What does Shinigami-sama intend to do by storing the Book of Eibon?\There's no need for us to know.\Enough questioning.\Shinigami-sama's collection...\It's so fearsome that I lose the will to peek.\No need to restrain yourself.\You should drink, as well.\Do you not require new blood? response:	It is an honor.
context: There's no need for us to know.\Enough questioning.\Shinigami-sama's collection...\It's so fearsome that I lose the will to peek.\No need to restrain yourself.\You should drink, as well.\Do you not require new blood?\It is an honor. response:	It might be poisoned, though...
context: Enough questioning.\Shinigami-sama's collection...\It's so fearsome that I lose the will to peek.\No need to restrain yourself.\You should drink, as well.\Do you not require new blood?\It is an honor.\It might be poisoned, though... response:	Don't get cold feet...
context: Shinigami-sama's collection...\It's so fearsome that I lose the will to peek.\No need to restrain yourself.\You should drink, as well.\Do you not require new blood?\It is an honor.\It might be poisoned, though...\Don't get cold feet... response:	Even if your petty life is taken, the Book of Eibon won't come back to our hands.
context: It's so fearsome that I lose the will to peek.\No need to restrain yourself.\You should drink, as well.\Do you not require new blood?\It is an honor.\It might be poisoned, though...\Don't get cold feet...\Even if your petty life is taken, the Book of Eibon won't come back to our hands. response:	I deeply apologize for such a mistake taking place while I was there.
context: No need to restrain yourself.\You should drink, as well.\Do you not require new blood?\It is an honor.\It might be poisoned, though...\Don't get cold feet...\Even if your petty life is taken, the Book of Eibon won't come back to our hands.\I deeply apologize for such a mistake taking place while I was there. response:	If you feel responsible, I shall give you another chance.
context: You should drink, as well.\Do you not require new blood?\It is an honor.\It might be poisoned, though...\Don't get cold feet...\Even if your petty life is taken, the Book of Eibon won't come back to our hands.\I deeply apologize for such a mistake taking place while I was there.\If you feel responsible, I shall give you another chance. response:	Being able to test Mifune's power is already an accomplishment by itself.
context: Do you not require new blood?\It is an honor.\It might be poisoned, though...\Don't get cold feet...\Even if your petty life is taken, the Book of Eibon won't come back to our hands.\I deeply apologize for such a mistake taking place while I was there.\If you feel responsible, I shall give you another chance.\Being able to test Mifune's power is already an accomplishment by itself. response:	Indeed. He's a crucial asset to our war efforts.
context: It is an honor.\It might be poisoned, though...\Don't get cold feet...\Even if your petty life is taken, the Book of Eibon won't come back to our hands.\I deeply apologize for such a mistake taking place while I was there.\If you feel responsible, I shall give you another chance.\Being able to test Mifune's power is already an accomplishment by itself.\Indeed. He's a crucial asset to our war efforts. response:	Crucial, you say?
context: It might be poisoned, though...\Don't get cold feet...\Even if your petty life is taken, the Book of Eibon won't come back to our hands.\I deeply apologize for such a mistake taking place while I was there.\If you feel responsible, I shall give you another chance.\Being able to test Mifune's power is already an accomplishment by itself.\Indeed. He's a crucial asset to our war efforts.\Crucial, you say? response:	If the person judging him is useless, how good does that make him?
context: Don't get cold feet...\Even if your petty life is taken, the Book of Eibon won't come back to our hands.\I deeply apologize for such a mistake taking place while I was there.\If you feel responsible, I shall give you another chance.\Being able to test Mifune's power is already an accomplishment by itself.\Indeed. He's a crucial asset to our war efforts.\Crucial, you say?\If the person judging him is useless, how good does that make him? response:	Stop that rusty racket, you dirty chainsaw.
context: Even if your petty life is taken, the Book of Eibon won't come back to our hands.\I deeply apologize for such a mistake taking place while I was there.\If you feel responsible, I shall give you another chance.\Being able to test Mifune's power is already an accomplishment by itself.\Indeed. He's a crucial asset to our war efforts.\Crucial, you say?\If the person judging him is useless, how good does that make him?\Stop that rusty racket, you dirty chainsaw. response:	Stop that rusty racket, you dirty chainsaw.
context: I deeply apologize for such a mistake taking place while I was there.\If you feel responsible, I shall give you another chance.\Being able to test Mifune's power is already an accomplishment by itself.\Indeed. He's a crucial asset to our war efforts.\Crucial, you say?\If the person judging him is useless, how good does that make him?\Stop that rusty racket, you dirty chainsaw.\Stop that rusty racket, you dirty chainsaw. response:	Wanna personally feel just how rusty it is?
context: If you feel responsible, I shall give you another chance.\Being able to test Mifune's power is already an accomplishment by itself.\Indeed. He's a crucial asset to our war efforts.\Crucial, you say?\If the person judging him is useless, how good does that make him?\Stop that rusty racket, you dirty chainsaw.\Stop that rusty racket, you dirty chainsaw.\Wanna personally feel just how rusty it is? response:	Interesting.
context: Being able to test Mifune's power is already an accomplishment by itself.\Indeed. He's a crucial asset to our war efforts.\Crucial, you say?\If the person judging him is useless, how good does that make him?\Stop that rusty racket, you dirty chainsaw.\Stop that rusty racket, you dirty chainsaw.\Wanna personally feel just how rusty it is?\Interesting. response:	I'll suck you completely bloodless and turn you into dried food!
context: Indeed. He's a crucial asset to our war efforts.\Crucial, you say?\If the person judging him is useless, how good does that make him?\Stop that rusty racket, you dirty chainsaw.\Stop that rusty racket, you dirty chainsaw.\Wanna personally feel just how rusty it is?\Interesting.\I'll suck you completely bloodless and turn you into dried food! response:	Police Stinger!
context: Crucial, you say?\If the person judging him is useless, how good does that make him?\Stop that rusty racket, you dirty chainsaw.\Stop that rusty racket, you dirty chainsaw.\Wanna personally feel just how rusty it is?\Interesting.\I'll suck you completely bloodless and turn you into dried food!\Police Stinger! response:	Eh? He's flying...
context: If the person judging him is useless, how good does that make him?\Stop that rusty racket, you dirty chainsaw.\Stop that rusty racket, you dirty chainsaw.\Wanna personally feel just how rusty it is?\Interesting.\I'll suck you completely bloodless and turn you into dried food!\Police Stinger!\Eh? He's flying... response:	That's it?
context: Stop that rusty racket, you dirty chainsaw.\Stop that rusty racket, you dirty chainsaw.\Wanna personally feel just how rusty it is?\Interesting.\I'll suck you completely bloodless and turn you into dried food!\Police Stinger!\Eh? He's flying...\That's it? response:	I'll say it clearly... you're old!
context: Stop that rusty racket, you dirty chainsaw.\Wanna personally feel just how rusty it is?\Interesting.\I'll suck you completely bloodless and turn you into dried food!\Police Stinger!\Eh? He's flying...\That's it?\I'll say it clearly... you're old! response:	I'll say it clearly... you're old!
context: Wanna personally feel just how rusty it is?\Interesting.\I'll suck you completely bloodless and turn you into dried food!\Police Stinger!\Eh? He's flying...\That's it?\I'll say it clearly... you're old!\I'll say it clearly... you're old! response:	Then you shouldn't mind if I return to my form from 800 years ago!
context: Interesting.\I'll suck you completely bloodless and turn you into dried food!\Police Stinger!\Eh? He's flying...\That's it?\I'll say it clearly... you're old!\I'll say it clearly... you're old!\Then you shouldn't mind if I return to my form from 800 years ago! response:	Three-Piece Police Stinger!
context: I'll suck you completely bloodless and turn you into dried food!\Police Stinger!\Eh? He's flying...\That's it?\I'll say it clearly... you're old!\I'll say it clearly... you're old!\Then you shouldn't mind if I return to my form from 800 years ago!\Three-Piece Police Stinger! response:	That's nice. Go back to your youthful days.
context: Police Stinger!\Eh? He's flying...\That's it?\I'll say it clearly... you're old!\I'll say it clearly... you're old!\Then you shouldn't mind if I return to my form from 800 years ago!\Three-Piece Police Stinger!\That's nice. Go back to your youthful days. response:	Should we take a commemorative picture?
context: Eh? He's flying...\That's it?\I'll say it clearly... you're old!\I'll say it clearly... you're old!\Then you shouldn't mind if I return to my form from 800 years ago!\Three-Piece Police Stinger!\That's nice. Go back to your youthful days.\Should we take a commemorative picture? response:	Either way...
context: That's it?\I'll say it clearly... you're old!\I'll say it clearly... you're old!\Then you shouldn't mind if I return to my form from 800 years ago!\Three-Piece Police Stinger!\That's nice. Go back to your youthful days.\Should we take a commemorative picture?\Either way... response:	When I turn you into minced meat, it'll be too small to even be photographed!
context: I'll say it clearly... you're old!\I'll say it clearly... you're old!\Then you shouldn't mind if I return to my form from 800 years ago!\Three-Piece Police Stinger!\That's nice. Go back to your youthful days.\Should we take a commemorative picture?\Either way...\When I turn you into minced meat, it'll be too small to even be photographed! response:	You brat!
context: I'll say it clearly... you're old!\Then you shouldn't mind if I return to my form from 800 years ago!\Three-Piece Police Stinger!\That's nice. Go back to your youthful days.\Should we take a commemorative picture?\Either way...\When I turn you into minced meat, it'll be too small to even be photographed!\You brat! response:	Senile sack!
context: Then you shouldn't mind if I return to my form from 800 years ago!\Three-Piece Police Stinger!\That's nice. Go back to your youthful days.\Should we take a commemorative picture?\Either way...\When I turn you into minced meat, it'll be too small to even be photographed!\You brat!\Senile sack! response:	Arachne-sama!
context: Three-Piece Police Stinger!\That's nice. Go back to your youthful days.\Should we take a commemorative picture?\Either way...\When I turn you into minced meat, it'll be too small to even be photographed!\You brat!\Senile sack!\Arachne-sama! response:	What is it?
context: That's nice. Go back to your youthful days.\Should we take a commemorative picture?\Either way...\When I turn you into minced meat, it'll be too small to even be photographed!\You brat!\Senile sack!\Arachne-sama!\What is it? response:	There's a guest for you, Arachne-sama.
context: Should we take a commemorative picture?\Either way...\When I turn you into minced meat, it'll be too small to even be photographed!\You brat!\Senile sack!\Arachne-sama!\What is it?\There's a guest for you, Arachne-sama. response:	Guest?
context: Either way...\When I turn you into minced meat, it'll be too small to even be photographed!\You brat!\Senile sack!\Arachne-sama!\What is it?\There's a guest for you, Arachne-sama.\Guest? response:	Who might it be?
context: When I turn you into minced meat, it'll be too small to even be photographed!\You brat!\Senile sack!\Arachne-sama!\What is it?\There's a guest for you, Arachne-sama.\Guest?\Who might it be? response:	Well...
context: You brat!\Senile sack!\Arachne-sama!\What is it?\There's a guest for you, Arachne-sama.\Guest?\Who might it be?\Well... response:	She claims to be your younger sister.
context: Senile sack!\Arachne-sama!\What is it?\There's a guest for you, Arachne-sama.\Guest?\Who might it be?\Well...\She claims to be your younger sister. response:	Really?
context: Arachne-sama!\What is it?\There's a guest for you, Arachne-sama.\Guest?\Who might it be?\Well...\She claims to be your younger sister.\Really? response:	Very well...
context: What is it?\There's a guest for you, Arachne-sama.\Guest?\Who might it be?\Well...\She claims to be your younger sister.\Really?\Very well... response:	Let her in.
context: There's a guest for you, Arachne-sama.\Guest?\Who might it be?\Well...\She claims to be your younger sister.\Really?\Very well...\Let her in. response:	Oh my, such a lovable appearance,
context: Guest?\Who might it be?\Well...\She claims to be your younger sister.\Really?\Very well...\Let her in.\Oh my, such a lovable appearance, response:	Medusa.
context: Who might it be?\Well...\She claims to be your younger sister.\Really?\Very well...\Let her in.\Oh my, such a lovable appearance,\Medusa. response:	Even after 800 years, you still remember me perfectly.
context: Well...\She claims to be your younger sister.\Really?\Very well...\Let her in.\Oh my, such a lovable appearance,\Medusa.\Even after 800 years, you still remember me perfectly. response:	I have been observing you.
context: She claims to be your younger sister.\Really?\Very well...\Let her in.\Oh my, such a lovable appearance,\Medusa.\Even after 800 years, you still remember me perfectly.\I have been observing you. response:	So that I would not lose sight of you no matter how much time passed by.
context: Really?\Very well...\Let her in.\Oh my, such a lovable appearance,\Medusa.\Even after 800 years, you still remember me perfectly.\I have been observing you.\So that I would not lose sight of you no matter how much time passed by. response:	As always, spying is your forte.
context: Very well...\Let her in.\Oh my, such a lovable appearance,\Medusa.\Even after 800 years, you still remember me perfectly.\I have been observing you.\So that I would not lose sight of you no matter how much time passed by.\As always, spying is your forte. response:	You haven't changed a bit, either.
context: Let her in.\Oh my, such a lovable appearance,\Medusa.\Even after 800 years, you still remember me perfectly.\I have been observing you.\So that I would not lose sight of you no matter how much time passed by.\As always, spying is your forte.\You haven't changed a bit, either. response:	Coming to greet me bearing no fear whatsoever.
context: Oh my, such a lovable appearance,\Medusa.\Even after 800 years, you still remember me perfectly.\I have been observing you.\So that I would not lose sight of you no matter how much time passed by.\As always, spying is your forte.\You haven't changed a bit, either.\Coming to greet me bearing no fear whatsoever. response:	Have you not yet learned?
context: Medusa.\Even after 800 years, you still remember me perfectly.\I have been observing you.\So that I would not lose sight of you no matter how much time passed by.\As always, spying is your forte.\You haven't changed a bit, either.\Coming to greet me bearing no fear whatsoever.\Have you not yet learned? response:	Even taking such a heedless appearance...
context: Even after 800 years, you still remember me perfectly.\I have been observing you.\So that I would not lose sight of you no matter how much time passed by.\As always, spying is your forte.\You haven't changed a bit, either.\Coming to greet me bearing no fear whatsoever.\Have you not yet learned?\Even taking such a heedless appearance... response:	It's quite fine to fool people, don't you think?
context: I have been observing you.\So that I would not lose sight of you no matter how much time passed by.\As always, spying is your forte.\You haven't changed a bit, either.\Coming to greet me bearing no fear whatsoever.\Have you not yet learned?\Even taking such a heedless appearance...\It's quite fine to fool people, don't you think? response:	You surprise me with your tenacity.
context: So that I would not lose sight of you no matter how much time passed by.\As always, spying is your forte.\You haven't changed a bit, either.\Coming to greet me bearing no fear whatsoever.\Have you not yet learned?\Even taking such a heedless appearance...\It's quite fine to fool people, don't you think?\You surprise me with your tenacity. response:	Even after taking in that amount of damage from the Shibusen people,
context: As always, spying is your forte.\You haven't changed a bit, either.\Coming to greet me bearing no fear whatsoever.\Have you not yet learned?\Even taking such a heedless appearance...\It's quite fine to fool people, don't you think?\You surprise me with your tenacity.\Even after taking in that amount of damage from the Shibusen people, response:	you did well to survive by scattering your soul.
context: You haven't changed a bit, either.\Coming to greet me bearing no fear whatsoever.\Have you not yet learned?\Even taking such a heedless appearance...\It's quite fine to fool people, don't you think?\You surprise me with your tenacity.\Even after taking in that amount of damage from the Shibusen people,\you did well to survive by scattering your soul. response:	Under those circumstances, what I had to avoid the most...
context: Coming to greet me bearing no fear whatsoever.\Have you not yet learned?\Even taking such a heedless appearance...\It's quite fine to fool people, don't you think?\You surprise me with your tenacity.\Even after taking in that amount of damage from the Shibusen people,\you did well to survive by scattering your soul.\Under those circumstances, what I had to avoid the most... response:	was to have my soul eaten by Stein and his Death Scythe.
context: Have you not yet learned?\Even taking such a heedless appearance...\It's quite fine to fool people, don't you think?\You surprise me with your tenacity.\Even after taking in that amount of damage from the Shibusen people,\you did well to survive by scattering your soul.\Under those circumstances, what I had to avoid the most...\was to have my soul eaten by Stein and his Death Scythe. response:	That's why the moment the finishing blow struck,
context: Even taking such a heedless appearance...\It's quite fine to fool people, don't you think?\You surprise me with your tenacity.\Even after taking in that amount of damage from the Shibusen people,\you did well to survive by scattering your soul.\Under those circumstances, what I had to avoid the most...\was to have my soul eaten by Stein and his Death Scythe.\That's why the moment the finishing blow struck, response:	I scattered my soul and resurrected through the snake that managed to escape.
context: It's quite fine to fool people, don't you think?\You surprise me with your tenacity.\Even after taking in that amount of damage from the Shibusen people,\you did well to survive by scattering your soul.\Under those circumstances, what I had to avoid the most...\was to have my soul eaten by Stein and his Death Scythe.\That's why the moment the finishing blow struck,\I scattered my soul and resurrected through the snake that managed to escape. response:	No matter how much of a witch you are, it was far too dangerous...
context: You surprise me with your tenacity.\Even after taking in that amount of damage from the Shibusen people,\you did well to survive by scattering your soul.\Under those circumstances, what I had to avoid the most...\was to have my soul eaten by Stein and his Death Scythe.\That's why the moment the finishing blow struck,\I scattered my soul and resurrected through the snake that managed to escape.\No matter how much of a witch you are, it was far too dangerous... response:	When you were only saved by the circumstances of the moment.
context: Even after taking in that amount of damage from the Shibusen people,\you did well to survive by scattering your soul.\Under those circumstances, what I had to avoid the most...\was to have my soul eaten by Stein and his Death Scythe.\That's why the moment the finishing blow struck,\I scattered my soul and resurrected through the snake that managed to escape.\No matter how much of a witch you are, it was far too dangerous...\When you were only saved by the circumstances of the moment. response:	Yes...
context: you did well to survive by scattering your soul.\Under those circumstances, what I had to avoid the most...\was to have my soul eaten by Stein and his Death Scythe.\That's why the moment the finishing blow struck,\I scattered my soul and resurrected through the snake that managed to escape.\No matter how much of a witch you are, it was far too dangerous...\When you were only saved by the circumstances of the moment.\Yes... response:	I was successful because the moment the Kishin, Asura, resurrected,
context: Under those circumstances, what I had to avoid the most...\was to have my soul eaten by Stein and his Death Scythe.\That's why the moment the finishing blow struck,\I scattered my soul and resurrected through the snake that managed to escape.\No matter how much of a witch you are, it was far too dangerous...\When you were only saved by the circumstances of the moment.\Yes...\I was successful because the moment the Kishin, Asura, resurrected, response:	the overflowing Wavelength of Insanity stirred up my magical power.
context: was to have my soul eaten by Stein and his Death Scythe.\That's why the moment the finishing blow struck,\I scattered my soul and resurrected through the snake that managed to escape.\No matter how much of a witch you are, it was far too dangerous...\When you were only saved by the circumstances of the moment.\Yes...\I was successful because the moment the Kishin, Asura, resurrected,\the overflowing Wavelength of Insanity stirred up my magical power. response:	I'll pass... on using such methods again.
context: That's why the moment the finishing blow struck,\I scattered my soul and resurrected through the snake that managed to escape.\No matter how much of a witch you are, it was far too dangerous...\When you were only saved by the circumstances of the moment.\Yes...\I was successful because the moment the Kishin, Asura, resurrected,\the overflowing Wavelength of Insanity stirred up my magical power.\I'll pass... on using such methods again. response:	I'll pass... on using such methods again.
context: I scattered my soul and resurrected through the snake that managed to escape.\No matter how much of a witch you are, it was far too dangerous...\When you were only saved by the circumstances of the moment.\Yes...\I was successful because the moment the Kishin, Asura, resurrected,\the overflowing Wavelength of Insanity stirred up my magical power.\I'll pass... on using such methods again.\I'll pass... on using such methods again. response:	Then why did you come here?
context: No matter how much of a witch you are, it was far too dangerous...\When you were only saved by the circumstances of the moment.\Yes...\I was successful because the moment the Kishin, Asura, resurrected,\the overflowing Wavelength of Insanity stirred up my magical power.\I'll pass... on using such methods again.\I'll pass... on using such methods again.\Then why did you come here? response:	800 years ago, during the battle with Shinigami, there was the predicament of a traitor.
context: When you were only saved by the circumstances of the moment.\Yes...\I was successful because the moment the Kishin, Asura, resurrected,\the overflowing Wavelength of Insanity stirred up my magical power.\I'll pass... on using such methods again.\I'll pass... on using such methods again.\Then why did you come here?\800 years ago, during the battle with Shinigami, there was the predicament of a traitor. response:	You sneaked into my castle all by yourself and now you think I'll just let you go home?
context: Yes...\I was successful because the moment the Kishin, Asura, resurrected,\the overflowing Wavelength of Insanity stirred up my magical power.\I'll pass... on using such methods again.\I'll pass... on using such methods again.\Then why did you come here?\800 years ago, during the battle with Shinigami, there was the predicament of a traitor.\You sneaked into my castle all by yourself and now you think I'll just let you go home? response:	That's just an old story...
context: I was successful because the moment the Kishin, Asura, resurrected,\the overflowing Wavelength of Insanity stirred up my magical power.\I'll pass... on using such methods again.\I'll pass... on using such methods again.\Then why did you come here?\800 years ago, during the battle with Shinigami, there was the predicament of a traitor.\You sneaked into my castle all by yourself and now you think I'll just let you go home?\That's just an old story... response:	Let's get along.
context: the overflowing Wavelength of Insanity stirred up my magical power.\I'll pass... on using such methods again.\I'll pass... on using such methods again.\Then why did you come here?\800 years ago, during the battle with Shinigami, there was the predicament of a traitor.\You sneaked into my castle all by yourself and now you think I'll just let you go home?\That's just an old story...\Let's get along. response:	After all, we revived at the same time.
context: I'll pass... on using such methods again.\I'll pass... on using such methods again.\Then why did you come here?\800 years ago, during the battle with Shinigami, there was the predicament of a traitor.\You sneaked into my castle all by yourself and now you think I'll just let you go home?\That's just an old story...\Let's get along.\After all, we revived at the same time. response:	You've all come to greet me on my resurrection?
context: I'll pass... on using such methods again.\Then why did you come here?\800 years ago, during the battle with Shinigami, there was the predicament of a traitor.\You sneaked into my castle all by yourself and now you think I'll just let you go home?\That's just an old story...\Let's get along.\After all, we revived at the same time.\You've all come to greet me on my resurrection? response:	You went to all that trouble, but I'm not much into parties...
context: Then why did you come here?\800 years ago, during the battle with Shinigami, there was the predicament of a traitor.\You sneaked into my castle all by yourself and now you think I'll just let you go home?\That's just an old story...\Let's get along.\After all, we revived at the same time.\You've all come to greet me on my resurrection?\You went to all that trouble, but I'm not much into parties... response:	Let's meet again, big sister.
context: 800 years ago, during the battle with Shinigami, there was the predicament of a traitor.\You sneaked into my castle all by yourself and now you think I'll just let you go home?\That's just an old story...\Let's get along.\After all, we revived at the same time.\You've all come to greet me on my resurrection?\You went to all that trouble, but I'm not much into parties...\Let's meet again, big sister. response:	You're no fun to bully.
context: You sneaked into my castle all by yourself and now you think I'll just let you go home?\That's just an old story...\Let's get along.\After all, we revived at the same time.\You've all come to greet me on my resurrection?\You went to all that trouble, but I'm not much into parties...\Let's meet again, big sister.\You're no fun to bully. response:	I will see you out.
context: That's just an old story...\Let's get along.\After all, we revived at the same time.\You've all come to greet me on my resurrection?\You went to all that trouble, but I'm not much into parties...\Let's meet again, big sister.\You're no fun to bully.\I will see you out. response:	Is that okay, Arachne?
context: Let's get along.\After all, we revived at the same time.\You've all come to greet me on my resurrection?\You went to all that trouble, but I'm not much into parties...\Let's meet again, big sister.\You're no fun to bully.\I will see you out.\Is that okay, Arachne? response:	For now, I will leave her be.
context: After all, we revived at the same time.\You've all come to greet me on my resurrection?\You went to all that trouble, but I'm not much into parties...\Let's meet again, big sister.\You're no fun to bully.\I will see you out.\Is that okay, Arachne?\For now, I will leave her be. response:	Keep on tangling yourselves in my web all you want...
context: You've all come to greet me on my resurrection?\You went to all that trouble, but I'm not much into parties...\Let's meet again, big sister.\You're no fun to bully.\I will see you out.\Is that okay, Arachne?\For now, I will leave her be.\Keep on tangling yourselves in my web all you want... response:	Don't just waltz in, Medusa!
context: You went to all that trouble, but I'm not much into parties...\Let's meet again, big sister.\You're no fun to bully.\I will see you out.\Is that okay, Arachne?\For now, I will leave her be.\Keep on tangling yourselves in my web all you want...\Don't just waltz in, Medusa! response:	What if I become unable to leave the castle?
context: Let's meet again, big sister.\You're no fun to bully.\I will see you out.\Is that okay, Arachne?\For now, I will leave her be.\Keep on tangling yourselves in my web all you want...\Don't just waltz in, Medusa!\What if I become unable to leave the castle? response:	You're to keep surveillance here, Eruka.
context: You're no fun to bully.\I will see you out.\Is that okay, Arachne?\For now, I will leave her be.\Keep on tangling yourselves in my web all you want...\Don't just waltz in, Medusa!\What if I become unable to leave the castle?\You're to keep surveillance here, Eruka. response:	I-I know.
context: I will see you out.\Is that okay, Arachne?\For now, I will leave her be.\Keep on tangling yourselves in my web all you want...\Don't just waltz in, Medusa!\What if I become unable to leave the castle?\You're to keep surveillance here, Eruka.\I-I know. response:	I thought I was finally free...
context: Is that okay, Arachne?\For now, I will leave her be.\Keep on tangling yourselves in my web all you want...\Don't just waltz in, Medusa!\What if I become unable to leave the castle?\You're to keep surveillance here, Eruka.\I-I know.\I thought I was finally free... response:	You won't get your freedom so easily.
context: For now, I will leave her be.\Keep on tangling yourselves in my web all you want...\Don't just waltz in, Medusa!\What if I become unable to leave the castle?\You're to keep surveillance here, Eruka.\I-I know.\I thought I was finally free...\You won't get your freedom so easily. response:	So, what do you intend to do next?
context: Keep on tangling yourselves in my web all you want...\Don't just waltz in, Medusa!\What if I become unable to leave the castle?\You're to keep surveillance here, Eruka.\I-I know.\I thought I was finally free...\You won't get your freedom so easily.\So, what do you intend to do next? response:	I'm borrowing this.
context: Don't just waltz in, Medusa!\What if I become unable to leave the castle?\You're to keep surveillance here, Eruka.\I-I know.\I thought I was finally free...\You won't get your freedom so easily.\So, what do you intend to do next?\I'm borrowing this. response:	I must go back to pick up something important I forgot.
context: What if I become unable to leave the castle?\You're to keep surveillance here, Eruka.\I-I know.\I thought I was finally free...\You won't get your freedom so easily.\So, what do you intend to do next?\I'm borrowing this.\I must go back to pick up something important I forgot. response:	In Death City, that is.
