context: Hey, all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: He would finally be able to get revenge for us.\They have their own version of justice.\There's no need to criticize what they did in the past.\Let's go.\Go? But how are we going to lift the curse?\Who knows...\What are you looking at?\Go join a guild somewhere. response:	You'll gain friends and rivals, and I know you'll find a new reason to live.
context: They have their own version of justice.\There's no need to criticize what they did in the past.\Let's go.\Go? But how are we going to lift the curse?\Who knows...\What are you looking at?\Go join a guild somewhere.\You'll gain friends and rivals, and I know you'll find a new reason to live. response:	Pointless... Just go already!
context: There's no need to criticize what they did in the past.\Let's go.\Go? But how are we going to lift the curse?\Who knows...\What are you looking at?\Go join a guild somewhere.\You'll gain friends and rivals, and I know you'll find a new reason to live.\Pointless... Just go already! response:	Huh? It's deserted.
context: Let's go.\Go? But how are we going to lift the curse?\Who knows...\What are you looking at?\Go join a guild somewhere.\You'll gain friends and rivals, and I know you'll find a new reason to live.\Pointless... Just go already!\Huh? It's deserted. response:	So everyone was here?
context: Go? But how are we going to lift the curse?\Who knows...\What are you looking at?\Go join a guild somewhere.\You'll gain friends and rivals, and I know you'll find a new reason to live.\Pointless... Just go already!\Huh? It's deserted.\So everyone was here? response:	Because the village is gone.
context: Who knows...\What are you looking at?\Go join a guild somewhere.\You'll gain friends and rivals, and I know you'll find a new reason to live.\Pointless... Just go already!\Huh? It's deserted.\So everyone was here?\Because the village is gone. response:	But, why did everyone vanish?
context: What are you looking at?\Go join a guild somewhere.\You'll gain friends and rivals, and I know you'll find a new reason to live.\Pointless... Just go already!\Huh? It's deserted.\So everyone was here?\Because the village is gone.\But, why did everyone vanish? response:	Hey!
context: Go join a guild somewhere.\You'll gain friends and rivals, and I know you'll find a new reason to live.\Pointless... Just go already!\Huh? It's deserted.\So everyone was here?\Because the village is gone.\But, why did everyone vanish?\Hey! response:	Anyway, I'm gonna get some medicine.
context: You'll gain friends and rivals, and I know you'll find a new reason to live.\Pointless... Just go already!\Huh? It's deserted.\So everyone was here?\Because the village is gone.\But, why did everyone vanish?\Hey!\Anyway, I'm gonna get some medicine. response:	You've all returned? There's a problem.
context: Pointless... Just go already!\Huh? It's deserted.\So everyone was here?\Because the village is gone.\But, why did everyone vanish?\Hey!\Anyway, I'm gonna get some medicine.\You've all returned? There's a problem. response:	Please, hurry to the village!
context: Huh? It's deserted.\So everyone was here?\Because the village is gone.\But, why did everyone vanish?\Hey!\Anyway, I'm gonna get some medicine.\You've all returned? There's a problem.\Please, hurry to the village! response:	What's this?
context: So everyone was here?\Because the village is gone.\But, why did everyone vanish?\Hey!\Anyway, I'm gonna get some medicine.\You've all returned? There's a problem.\Please, hurry to the village!\What's this? response:	I thought the village was all messed up yesterday!
context: Because the village is gone.\But, why did everyone vanish?\Hey!\Anyway, I'm gonna get some medicine.\You've all returned? There's a problem.\Please, hurry to the village!\What's this?\I thought the village was all messed up yesterday! response:	It's back the way it was. How the heck?
context: But, why did everyone vanish?\Hey!\Anyway, I'm gonna get some medicine.\You've all returned? There's a problem.\Please, hurry to the village!\What's this?\I thought the village was all messed up yesterday!\It's back the way it was. How the heck? response:	Almost as if time has been reversed...
context: Hey!\Anyway, I'm gonna get some medicine.\You've all returned? There's a problem.\Please, hurry to the village!\What's this?\I thought the village was all messed up yesterday!\It's back the way it was. How the heck?\Almost as if time has been reversed... response:	It's all fixed up now, so it'd be better for you not to touch it.
context: Anyway, I'm gonna get some medicine.\You've all returned? There's a problem.\Please, hurry to the village!\What's this?\I thought the village was all messed up yesterday!\It's back the way it was. How the heck?\Almost as if time has been reversed...\It's all fixed up now, so it'd be better for you not to touch it. response:	Say what?!
context: You've all returned? There's a problem.\Please, hurry to the village!\What's this?\I thought the village was all messed up yesterday!\It's back the way it was. How the heck?\Almost as if time has been reversed...\It's all fixed up now, so it'd be better for you not to touch it.\Say what?! response:	What's that supposed to mean?!
context: Please, hurry to the village!\What's this?\I thought the village was all messed up yesterday!\It's back the way it was. How the heck?\Almost as if time has been reversed...\It's all fixed up now, so it'd be better for you not to touch it.\Say what?!\What's that supposed to mean?! response:	Exactly what I said.
context: What's this?\I thought the village was all messed up yesterday!\It's back the way it was. How the heck?\Almost as if time has been reversed...\It's all fixed up now, so it'd be better for you not to touch it.\Say what?!\What's that supposed to mean?!\Exactly what I said. response:	Wait, time?
context: I thought the village was all messed up yesterday!\It's back the way it was. How the heck?\Almost as if time has been reversed...\It's all fixed up now, so it'd be better for you not to touch it.\Say what?!\What's that supposed to mean?!\Exactly what I said.\Wait, time? response:	Was it him? Couldn't be...
context: It's back the way it was. How the heck?\Almost as if time has been reversed...\It's all fixed up now, so it'd be better for you not to touch it.\Say what?!\What's that supposed to mean?!\Exactly what I said.\Wait, time?\Was it him? Couldn't be... response:	Maybe he had a change of heart?
context: Almost as if time has been reversed...\It's all fixed up now, so it'd be better for you not to touch it.\Say what?!\What's that supposed to mean?!\Exactly what I said.\Wait, time?\Was it him? Couldn't be...\Maybe he had a change of heart? response:	Whatever!
context: It's all fixed up now, so it'd be better for you not to touch it.\Say what?!\What's that supposed to mean?!\Exactly what I said.\Wait, time?\Was it him? Couldn't be...\Maybe he had a change of heart?\Whatever! response:	Aye, sir!
context: Say what?!\What's that supposed to mean?!\Exactly what I said.\Wait, time?\Was it him? Couldn't be...\Maybe he had a change of heart?\Whatever!\Aye, sir! response:	Huh, you okay with that?
context: What's that supposed to mean?!\Exactly what I said.\Wait, time?\Was it him? Couldn't be...\Maybe he had a change of heart?\Whatever!\Aye, sir!\Huh, you okay with that? response:	Oh yeah, our bags!
context: Exactly what I said.\Wait, time?\Was it him? Couldn't be...\Maybe he had a change of heart?\Whatever!\Aye, sir!\Huh, you okay with that?\Oh yeah, our bags! response:	I see Bobo's grave is back to normal too.
context: Wait, time?\Was it him? Couldn't be...\Maybe he had a change of heart?\Whatever!\Aye, sir!\Huh, you okay with that?\Oh yeah, our bags!\I see Bobo's grave is back to normal too. response:	Thank goodness.
context: Was it him? Couldn't be...\Maybe he had a change of heart?\Whatever!\Aye, sir!\Huh, you okay with that?\Oh yeah, our bags!\I see Bobo's grave is back to normal too.\Thank goodness. response:	It was you all who returned the village to normal, yes?
context: Maybe he had a change of heart?\Whatever!\Aye, sir!\Huh, you okay with that?\Oh yeah, our bags!\I see Bobo's grave is back to normal too.\Thank goodness.\It was you all who returned the village to normal, yes? response:	Um, that's not...
context: Whatever!\Aye, sir!\Huh, you okay with that?\Oh yeah, our bags!\I see Bobo's grave is back to normal too.\Thank goodness.\It was you all who returned the village to normal, yes?\Um, that's not... response:	I do appreciate it.
context: Aye, sir!\Huh, you okay with that?\Oh yeah, our bags!\I see Bobo's grave is back to normal too.\Thank goodness.\It was you all who returned the village to normal, yes?\Um, that's not...\I do appreciate it. response:	However, Wizards! How long exactly until you destroy the moon, huh?
context: Huh, you okay with that?\Oh yeah, our bags!\I see Bobo's grave is back to normal too.\Thank goodness.\It was you all who returned the village to normal, yes?\Um, that's not...\I do appreciate it.\However, Wizards! How long exactly until you destroy the moon, huh? response:	Destroying the moon will be a simple task.
context: Oh yeah, our bags!\I see Bobo's grave is back to normal too.\Thank goodness.\It was you all who returned the village to normal, yes?\Um, that's not...\I do appreciate it.\However, Wizards! How long exactly until you destroy the moon, huh?\Destroying the moon will be a simple task. response:	Hey, did she just say that with a straight face?
context: I see Bobo's grave is back to normal too.\Thank goodness.\It was you all who returned the village to normal, yes?\Um, that's not...\I do appreciate it.\However, Wizards! How long exactly until you destroy the moon, huh?\Destroying the moon will be a simple task.\Hey, did she just say that with a straight face? response:	Aye... Well, that's Erza for you.
context: Thank goodness.\It was you all who returned the village to normal, yes?\Um, that's not...\I do appreciate it.\However, Wizards! How long exactly until you destroy the moon, huh?\Destroying the moon will be a simple task.\Hey, did she just say that with a straight face?\Aye... Well, that's Erza for you. response:	However, I have something I want to clarify first.
context: It was you all who returned the village to normal, yes?\Um, that's not...\I do appreciate it.\However, Wizards! How long exactly until you destroy the moon, huh?\Destroying the moon will be a simple task.\Hey, did she just say that with a straight face?\Aye... Well, that's Erza for you.\However, I have something I want to clarify first. response:	Will you gather everyone?
context: Um, that's not...\I do appreciate it.\However, Wizards! How long exactly until you destroy the moon, huh?\Destroying the moon will be a simple task.\Hey, did she just say that with a straight face?\Aye... Well, that's Erza for you.\However, I have something I want to clarify first.\Will you gather everyone? response:	Let us review.
context: I do appreciate it.\However, Wizards! How long exactly until you destroy the moon, huh?\Destroying the moon will be a simple task.\Hey, did she just say that with a straight face?\Aye... Well, that's Erza for you.\However, I have something I want to clarify first.\Will you gather everyone?\Let us review. response:	You all appeared in these forms after the moon turned purple.
context: However, Wizards! How long exactly until you destroy the moon, huh?\Destroying the moon will be a simple task.\Hey, did she just say that with a straight face?\Aye... Well, that's Erza for you.\However, I have something I want to clarify first.\Will you gather everyone?\Let us review.\You all appeared in these forms after the moon turned purple. response:	Correct?
context: Destroying the moon will be a simple task.\Hey, did she just say that with a straight face?\Aye... Well, that's Erza for you.\However, I have something I want to clarify first.\Will you gather everyone?\Let us review.\You all appeared in these forms after the moon turned purple.\Correct? response:	To be precice, it's only when that moon comes out do we look like this.
context: Hey, did she just say that with a straight face?\Aye... Well, that's Erza for you.\However, I have something I want to clarify first.\Will you gather everyone?\Let us review.\You all appeared in these forms after the moon turned purple.\Correct?\To be precice, it's only when that moon comes out do we look like this. response:	And considering what we've heard, this has been happening for the past 3 years, yes?
context: Aye... Well, that's Erza for you.\However, I have something I want to clarify first.\Will you gather everyone?\Let us review.\You all appeared in these forms after the moon turned purple.\Correct?\To be precice, it's only when that moon comes out do we look like this.\And considering what we've heard, this has been happening for the past 3 years, yes? response:	Yes. It has probably been that long.
context: However, I have something I want to clarify first.\Will you gather everyone?\Let us review.\You all appeared in these forms after the moon turned purple.\Correct?\To be precice, it's only when that moon comes out do we look like this.\And considering what we've heard, this has been happening for the past 3 years, yes?\Yes. It has probably been that long. response:	However the Moon Drip has occurred on this island every night for those past three years.
context: Will you gather everyone?\Let us review.\You all appeared in these forms after the moon turned purple.\Correct?\To be precice, it's only when that moon comes out do we look like this.\And considering what we've heard, this has been happening for the past 3 years, yes?\Yes. It has probably been that long.\However the Moon Drip has occurred on this island every night for those past three years. response:	You should have been able to see the light falling on the ruins every day.
context: Let us review.\You all appeared in these forms after the moon turned purple.\Correct?\To be precice, it's only when that moon comes out do we look like this.\And considering what we've heard, this has been happening for the past 3 years, yes?\Yes. It has probably been that long.\However the Moon Drip has occurred on this island every night for those past three years.\You should have been able to see the light falling on the ruins every day. response:	Kya!
context: You all appeared in these forms after the moon turned purple.\Correct?\To be precice, it's only when that moon comes out do we look like this.\And considering what we've heard, this has been happening for the past 3 years, yes?\Yes. It has probably been that long.\However the Moon Drip has occurred on this island every night for those past three years.\You should have been able to see the light falling on the ruins every day.\Kya! response:	The pitfall was also resurrected!
context: Correct?\To be precice, it's only when that moon comes out do we look like this.\And considering what we've heard, this has been happening for the past 3 years, yes?\Yes. It has probably been that long.\However the Moon Drip has occurred on this island every night for those past three years.\You should have been able to see the light falling on the ruins every day.\Kya!\The pitfall was also resurrected! response:	She just said Kya!
context: To be precice, it's only when that moon comes out do we look like this.\And considering what we've heard, this has been happening for the past 3 years, yes?\Yes. It has probably been that long.\However the Moon Drip has occurred on this island every night for those past three years.\You should have been able to see the light falling on the ruins every day.\Kya!\The pitfall was also resurrected!\She just said Kya! response:	That was really cute.
context: And considering what we've heard, this has been happening for the past 3 years, yes?\Yes. It has probably been that long.\However the Moon Drip has occurred on this island every night for those past three years.\You should have been able to see the light falling on the ruins every day.\Kya!\The pitfall was also resurrected!\She just said Kya!\That was really cute. response:	This is not my fault! This is not my fault!
context: Yes. It has probably been that long.\However the Moon Drip has occurred on this island every night for those past three years.\You should have been able to see the light falling on the ruins every day.\Kya!\The pitfall was also resurrected!\She just said Kya!\That was really cute.\This is not my fault! This is not my fault! response:	Therefore, was it not the most suspicious place on this island?
context: However the Moon Drip has occurred on this island every night for those past three years.\You should have been able to see the light falling on the ruins every day.\Kya!\The pitfall was also resurrected!\She just said Kya!\That was really cute.\This is not my fault! This is not my fault!\Therefore, was it not the most suspicious place on this island? response:	She's acting like nothing happened.
context: You should have been able to see the light falling on the ruins every day.\Kya!\The pitfall was also resurrected!\She just said Kya!\That was really cute.\This is not my fault! This is not my fault!\Therefore, was it not the most suspicious place on this island?\She's acting like nothing happened. response:	She's tough...
context: Kya!\The pitfall was also resurrected!\She just said Kya!\That was really cute.\This is not my fault! This is not my fault!\Therefore, was it not the most suspicious place on this island?\She's acting like nothing happened.\She's tough... response:	I don't understand why you never investigated.
context: The pitfall was also resurrected!\She just said Kya!\That was really cute.\This is not my fault! This is not my fault!\Therefore, was it not the most suspicious place on this island?\She's acting like nothing happened.\She's tough...\I don't understand why you never investigated. response:	It is tradition in this village never to go near those ruins.
context: She just said Kya!\That was really cute.\This is not my fault! This is not my fault!\Therefore, was it not the most suspicious place on this island?\She's acting like nothing happened.\She's tough...\I don't understand why you never investigated.\It is tradition in this village never to go near those ruins. response:	But this is no time to be bound by traditions.
context: That was really cute.\This is not my fault! This is not my fault!\Therefore, was it not the most suspicious place on this island?\She's acting like nothing happened.\She's tough...\I don't understand why you never investigated.\It is tradition in this village never to go near those ruins.\But this is no time to be bound by traditions. response:	You've had victims, and just look at the amount of the reward for the guild...
context: This is not my fault! This is not my fault!\Therefore, was it not the most suspicious place on this island?\She's acting like nothing happened.\She's tough...\I don't understand why you never investigated.\It is tradition in this village never to go near those ruins.\But this is no time to be bound by traditions.\You've had victims, and just look at the amount of the reward for the guild... response:	Will you please tell us the truth?
context: Therefore, was it not the most suspicious place on this island?\She's acting like nothing happened.\She's tough...\I don't understand why you never investigated.\It is tradition in this village never to go near those ruins.\But this is no time to be bound by traditions.\You've had victims, and just look at the amount of the reward for the guild...\Will you please tell us the truth? response:	W-We don't really understand ourselves.
context: She's acting like nothing happened.\She's tough...\I don't understand why you never investigated.\It is tradition in this village never to go near those ruins.\But this is no time to be bound by traditions.\You've had victims, and just look at the amount of the reward for the guild...\Will you please tell us the truth?\W-We don't really understand ourselves. response:	In truth we've tried to investigate those ruins many times.
context: She's tough...\I don't understand why you never investigated.\It is tradition in this village never to go near those ruins.\But this is no time to be bound by traditions.\You've had victims, and just look at the amount of the reward for the guild...\Will you please tell us the truth?\W-We don't really understand ourselves.\In truth we've tried to investigate those ruins many times. response:	We never use weapons, but we took them up, I trimmed my sideburns perfectly,
context: I don't understand why you never investigated.\It is tradition in this village never to go near those ruins.\But this is no time to be bound by traditions.\You've had victims, and just look at the amount of the reward for the guild...\Will you please tell us the truth?\W-We don't really understand ourselves.\In truth we've tried to investigate those ruins many times.\We never use weapons, but we took them up, I trimmed my sideburns perfectly, response:	and we all headed toward those ruins...
context: It is tradition in this village never to go near those ruins.\But this is no time to be bound by traditions.\You've had victims, and just look at the amount of the reward for the guild...\Will you please tell us the truth?\W-We don't really understand ourselves.\In truth we've tried to investigate those ruins many times.\We never use weapons, but we took them up, I trimmed my sideburns perfectly,\and we all headed toward those ruins... response:	But we couldn't get near.
context: But this is no time to be bound by traditions.\You've had victims, and just look at the amount of the reward for the guild...\Will you please tell us the truth?\W-We don't really understand ourselves.\In truth we've tried to investigate those ruins many times.\We never use weapons, but we took them up, I trimmed my sideburns perfectly,\and we all headed toward those ruins...\But we couldn't get near. response:	As we walked toward the ruins, before we knew it we were back at the village gate!
context: You've had victims, and just look at the amount of the reward for the guild...\Will you please tell us the truth?\W-We don't really understand ourselves.\In truth we've tried to investigate those ruins many times.\We never use weapons, but we took them up, I trimmed my sideburns perfectly,\and we all headed toward those ruins...\But we couldn't get near.\As we walked toward the ruins, before we knew it we were back at the village gate! response:	We cannot come close to those ruins!
context: Will you please tell us the truth?\W-We don't really understand ourselves.\In truth we've tried to investigate those ruins many times.\We never use weapons, but we took them up, I trimmed my sideburns perfectly,\and we all headed toward those ruins...\But we couldn't get near.\As we walked toward the ruins, before we knew it we were back at the village gate!\We cannot come close to those ruins! response:	What does it mean? You can't get near them?
context: W-We don't really understand ourselves.\In truth we've tried to investigate those ruins many times.\We never use weapons, but we took them up, I trimmed my sideburns perfectly,\and we all headed toward those ruins...\But we couldn't get near.\As we walked toward the ruins, before we knew it we were back at the village gate!\We cannot come close to those ruins!\What does it mean? You can't get near them? response:	We all went inside them, no problem.
context: In truth we've tried to investigate those ruins many times.\We never use weapons, but we took them up, I trimmed my sideburns perfectly,\and we all headed toward those ruins...\But we couldn't get near.\As we walked toward the ruins, before we knew it we were back at the village gate!\We cannot come close to those ruins!\What does it mean? You can't get near them?\We all went inside them, no problem. response:	We didn't tell you because we thought you wouldn't believe us.
context: We never use weapons, but we took them up, I trimmed my sideburns perfectly,\and we all headed toward those ruins...\But we couldn't get near.\As we walked toward the ruins, before we knew it we were back at the village gate!\We cannot come close to those ruins!\What does it mean? You can't get near them?\We all went inside them, no problem.\We didn't tell you because we thought you wouldn't believe us. response:	But it's the truth. Now matter how many times we tried to go there...
context: and we all headed toward those ruins...\But we couldn't get near.\As we walked toward the ruins, before we knew it we were back at the village gate!\We cannot come close to those ruins!\What does it mean? You can't get near them?\We all went inside them, no problem.\We didn't tell you because we thought you wouldn't believe us.\But it's the truth. Now matter how many times we tried to go there... response:	I thought so.
context: But we couldn't get near.\As we walked toward the ruins, before we knew it we were back at the village gate!\We cannot come close to those ruins!\What does it mean? You can't get near them?\We all went inside them, no problem.\We didn't tell you because we thought you wouldn't believe us.\But it's the truth. Now matter how many times we tried to go there...\I thought so. response:	As expected from Titania.
context: As we walked toward the ruins, before we knew it we were back at the village gate!\We cannot come close to those ruins!\What does it mean? You can't get near them?\We all went inside them, no problem.\We didn't tell you because we thought you wouldn't believe us.\But it's the truth. Now matter how many times we tried to go there...\I thought so.\As expected from Titania. response:	She's already figured out the trick.
context: We cannot come close to those ruins!\What does it mean? You can't get near them?\We all went inside them, no problem.\We didn't tell you because we thought you wouldn't believe us.\But it's the truth. Now matter how many times we tried to go there...\I thought so.\As expected from Titania.\She's already figured out the trick. response:	Natsu.
context: What does it mean? You can't get near them?\We all went inside them, no problem.\We didn't tell you because we thought you wouldn't believe us.\But it's the truth. Now matter how many times we tried to go there...\I thought so.\As expected from Titania.\She's already figured out the trick.\Natsu. response:	Come with me.
context: We all went inside them, no problem.\We didn't tell you because we thought you wouldn't believe us.\But it's the truth. Now matter how many times we tried to go there...\I thought so.\As expected from Titania.\She's already figured out the trick.\Natsu.\Come with me. response:	We're going to destroy the moon!
context: We didn't tell you because we thought you wouldn't believe us.\But it's the truth. Now matter how many times we tried to go there...\I thought so.\As expected from Titania.\She's already figured out the trick.\Natsu.\Come with me.\We're going to destroy the moon! response:	Merry-go-round
context: But it's the truth. Now matter how many times we tried to go there...\I thought so.\As expected from Titania.\She's already figured out the trick.\Natsu.\Come with me.\We're going to destroy the moon!\Merry-go-round response:	I greet the morning,
context: I thought so.\As expected from Titania.\She's already figured out the trick.\Natsu.\Come with me.\We're going to destroy the moon!\Merry-go-round\I greet the morning, response:	chasing after your profile left only in my revolving dreams
context: As expected from Titania.\She's already figured out the trick.\Natsu.\Come with me.\We're going to destroy the moon!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams response:	You said, I never want to see your face again, when you left me
context: She's already figured out the trick.\Natsu.\Come with me.\We're going to destroy the moon!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me response:	But the tears on your cheek said it all
context: Natsu.\Come with me.\We're going to destroy the moon!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all response:	Every time you felt like you'd be swallowed up in the waves of contradiction
context: Come with me.\We're going to destroy the moon!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction response:	you always held back your tears, you know?
context: We're going to destroy the moon!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know? response:	What a strong person, they said, but everyone overestimated you
context: Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you response:	and before you knew it you lost sight of who you really are
context: I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are response:	Then the sun I thought would always be near me collapsed
context: chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed response:	and the light shut off...
context: You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off... response:	Rubbing out the truths and the lies of one day, altogether
context: But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether response:	Merry-go-round
context: Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round response:	I greet the morning,
context: you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning, response:	still, ironically, chasing after your profile in my revolving dreams
context: What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams response:	Professor Happy's Fairy Tail Lectures!
context: and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures! response:	Today we're going to tell you the secrets behind Celestial Spirit Wizards!
context: Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we're going to tell you the secrets behind Celestial Spirit Wizards! response:	Celestial Spirits can be called by the wizard as many times as their mutual trust permits.
context: and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we're going to tell you the secrets behind Celestial Spirit Wizards!\Celestial Spirits can be called by the wizard as many times as their mutual trust permits. response:	And they say the stronger the wizard's magical power, the stronger the Celestial Spirits become!
context: Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we're going to tell you the secrets behind Celestial Spirit Wizards!\Celestial Spirits can be called by the wizard as many times as their mutual trust permits.\And they say the stronger the wizard's magical power, the stronger the Celestial Spirits become! response:	Please look forward to new Celestial Spirits showing up!
context: Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we're going to tell you the secrets behind Celestial Spirit Wizards!\Celestial Spirits can be called by the wizard as many times as their mutual trust permits.\And they say the stronger the wizard's magical power, the stronger the Celestial Spirits become!\Please look forward to new Celestial Spirits showing up! response:	Until next time!
context: I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we're going to tell you the secrets behind Celestial Spirit Wizards!\Celestial Spirits can be called by the wizard as many times as their mutual trust permits.\And they say the stronger the wizard's magical power, the stronger the Celestial Spirits become!\Please look forward to new Celestial Spirits showing up!\Until next time! response:	Stand, Bow, Aye!
context: still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we're going to tell you the secrets behind Celestial Spirit Wizards!\Celestial Spirits can be called by the wizard as many times as their mutual trust permits.\And they say the stronger the wizard's magical power, the stronger the Celestial Spirits become!\Please look forward to new Celestial Spirits showing up!\Until next time!\Stand, Bow, Aye! response:	Natsu, did you know that there're cats in the moon?
context: Professor Happy's Fairy Tail Lectures!\Today we're going to tell you the secrets behind Celestial Spirit Wizards!\Celestial Spirits can be called by the wizard as many times as their mutual trust permits.\And they say the stronger the wizard's magical power, the stronger the Celestial Spirits become!\Please look forward to new Celestial Spirits showing up!\Until next time!\Stand, Bow, Aye!\Natsu, did you know that there're cats in the moon? response:	Wait, if you're talking about the moon, you mean rabbits, right?
context: Today we're going to tell you the secrets behind Celestial Spirit Wizards!\Celestial Spirits can be called by the wizard as many times as their mutual trust permits.\And they say the stronger the wizard's magical power, the stronger the Celestial Spirits become!\Please look forward to new Celestial Spirits showing up!\Until next time!\Stand, Bow, Aye!\Natsu, did you know that there're cats in the moon?\Wait, if you're talking about the moon, you mean rabbits, right? response:	No... There's no way that rabbits would be so far away.
context: Celestial Spirits can be called by the wizard as many times as their mutual trust permits.\And they say the stronger the wizard's magical power, the stronger the Celestial Spirits become!\Please look forward to new Celestial Spirits showing up!\Until next time!\Stand, Bow, Aye!\Natsu, did you know that there're cats in the moon?\Wait, if you're talking about the moon, you mean rabbits, right?\No... There's no way that rabbits would be so far away. response:	And there's no grass or anything.
context: And they say the stronger the wizard's magical power, the stronger the Celestial Spirits become!\Please look forward to new Celestial Spirits showing up!\Until next time!\Stand, Bow, Aye!\Natsu, did you know that there're cats in the moon?\Wait, if you're talking about the moon, you mean rabbits, right?\No... There's no way that rabbits would be so far away.\And there's no grass or anything. response:	I don't think there are any fish on the moon either, you know.
context: Please look forward to new Celestial Spirits showing up!\Until next time!\Stand, Bow, Aye!\Natsu, did you know that there're cats in the moon?\Wait, if you're talking about the moon, you mean rabbits, right?\No... There's no way that rabbits would be so far away.\And there's no grass or anything.\I don't think there are any fish on the moon either, you know. response:	Next time: Reach it! To that Sky!
context: Until next time!\Stand, Bow, Aye!\Natsu, did you know that there're cats in the moon?\Wait, if you're talking about the moon, you mean rabbits, right?\No... There's no way that rabbits would be so far away.\And there's no grass or anything.\I don't think there are any fish on the moon either, you know.\Next time: Reach it! To that Sky! response:	Then what do the moon cats eat?
context: Stand, Bow, Aye!\Natsu, did you know that there're cats in the moon?\Wait, if you're talking about the moon, you mean rabbits, right?\No... There's no way that rabbits would be so far away.\And there's no grass or anything.\I don't think there are any fish on the moon either, you know.\Next time: Reach it! To that Sky!\Then what do the moon cats eat? response:	I'm sayin' there ain't no cats!
context: Natsu, did you know that there're cats in the moon?\Wait, if you're talking about the moon, you mean rabbits, right?\No... There's no way that rabbits would be so far away.\And there's no grass or anything.\I don't think there are any fish on the moon either, you know.\Next time: Reach it! To that Sky!\Then what do the moon cats eat?\I'm sayin' there ain't no cats! response:	Aww... I wanted to try eating a moon fish...
