context: Conny? response:	- Come on, wait for me! - Good morning!
context: What do you mean?\We don't know what it's like on the outside.\But there's a place we're getting shipped to.\Because there's a farm, that should give you an idea.\What waits outside is a demon's society.\There is no place for humans to live.\So it's impossible.\If we take everyone, we'll all die. response:	We leave them behind. That's the best option.
context: We don't know what it's like on the outside.\But there's a place we're getting shipped to.\Because there's a farm, that should give you an idea.\What waits outside is a demon's society.\There is no place for humans to live.\So it's impossible.\If we take everyone, we'll all die.\We leave them behind. That's the best option. response:	No way.
context: But there's a place we're getting shipped to.\Because there's a farm, that should give you an idea.\What waits outside is a demon's society.\There is no place for humans to live.\So it's impossible.\If we take everyone, we'll all die.\We leave them behind. That's the best option.\No way. response:	Even if it's impossible, I want to escape with everyone.
context: Because there's a farm, that should give you an idea.\What waits outside is a demon's society.\There is no place for humans to live.\So it's impossible.\If we take everyone, we'll all die.\We leave them behind. That's the best option.\No way.\Even if it's impossible, I want to escape with everyone. response:	Let's figure it out.
context: What waits outside is a demon's society.\There is no place for humans to live.\So it's impossible.\If we take everyone, we'll all die.\We leave them behind. That's the best option.\No way.\Even if it's impossible, I want to escape with everyone.\Let's figure it out. response:	I don't want all of us to die. But there's no option to leave them behind.
context: There is no place for humans to live.\So it's impossible.\If we take everyone, we'll all die.\We leave them behind. That's the best option.\No way.\Even if it's impossible, I want to escape with everyone.\Let's figure it out.\I don't want all of us to die. But there's no option to leave them behind. response:	I want Conny to be the last.
context: So it's impossible.\If we take everyone, we'll all die.\We leave them behind. That's the best option.\No way.\Even if it's impossible, I want to escape with everyone.\Let's figure it out.\I don't want all of us to die. But there's no option to leave them behind.\I want Conny to be the last. response:	I don't want anyone to end up like that ever again.
context: If we take everyone, we'll all die.\We leave them behind. That's the best option.\No way.\Even if it's impossible, I want to escape with everyone.\Let's figure it out.\I don't want all of us to die. But there's no option to leave them behind.\I want Conny to be the last.\I don't want anyone to end up like that ever again. response:	If there isnt one, then let's make a place for humans to live outside.
context: We leave them behind. That's the best option.\No way.\Even if it's impossible, I want to escape with everyone.\Let's figure it out.\I don't want all of us to die. But there's no option to leave them behind.\I want Conny to be the last.\I don't want anyone to end up like that ever again.\If there isnt one, then let's make a place for humans to live outside. response:	Let's change the world.
context: No way.\Even if it's impossible, I want to escape with everyone.\Let's figure it out.\I don't want all of us to die. But there's no option to leave them behind.\I want Conny to be the last.\I don't want anyone to end up like that ever again.\If there isnt one, then let's make a place for humans to live outside.\Let's change the world. response:	I understand now, thanks to you, Ray.
context: Even if it's impossible, I want to escape with everyone.\Let's figure it out.\I don't want all of us to die. But there's no option to leave them behind.\I want Conny to be the last.\I don't want anyone to end up like that ever again.\If there isnt one, then let's make a place for humans to live outside.\Let's change the world.\I understand now, thanks to you, Ray. response:	That's the kind of prison break we have to do.
context: Let's figure it out.\I don't want all of us to die. But there's no option to leave them behind.\I want Conny to be the last.\I don't want anyone to end up like that ever again.\If there isnt one, then let's make a place for humans to live outside.\Let's change the world.\I understand now, thanks to you, Ray.\That's the kind of prison break we have to do. response:	I'm not giving up on this.
context: I don't want all of us to die. But there's no option to leave them behind.\I want Conny to be the last.\I don't want anyone to end up like that ever again.\If there isnt one, then let's make a place for humans to live outside.\Let's change the world.\I understand now, thanks to you, Ray.\That's the kind of prison break we have to do.\I'm not giving up on this. response:	Because I've decided.
context: I want Conny to be the last.\I don't want anyone to end up like that ever again.\If there isnt one, then let's make a place for humans to live outside.\Let's change the world.\I understand now, thanks to you, Ray.\That's the kind of prison break we have to do.\I'm not giving up on this.\Because I've decided. response:	So, Ray, you're the one who has to give up. Stop jabbering around and help us!
context: I don't want anyone to end up like that ever again.\If there isnt one, then let's make a place for humans to live outside.\Let's change the world.\I understand now, thanks to you, Ray.\That's the kind of prison break we have to do.\I'm not giving up on this.\Because I've decided.\So, Ray, you're the one who has to give up. Stop jabbering around and help us! response:	Hey, Guardian, how can
context: If there isnt one, then let's make a place for humans to live outside.\Let's change the world.\I understand now, thanks to you, Ray.\That's the kind of prison break we have to do.\I'm not giving up on this.\Because I've decided.\So, Ray, you're the one who has to give up. Stop jabbering around and help us!\Hey, Guardian, how can response:	We'll escape with everyone, no matter what!
context: Let's change the world.\I understand now, thanks to you, Ray.\That's the kind of prison break we have to do.\I'm not giving up on this.\Because I've decided.\So, Ray, you're the one who has to give up. Stop jabbering around and help us!\Hey, Guardian, how can\We'll escape with everyone, no matter what! response:	Or else I won't do it. I won't! I won't!
context: I understand now, thanks to you, Ray.\That's the kind of prison break we have to do.\I'm not giving up on this.\Because I've decided.\So, Ray, you're the one who has to give up. Stop jabbering around and help us!\Hey, Guardian, how can\We'll escape with everyone, no matter what!\Or else I won't do it. I won't! I won't! response:	Do something about that idiot! She's unreasonable.
context: That's the kind of prison break we have to do.\I'm not giving up on this.\Because I've decided.\So, Ray, you're the one who has to give up. Stop jabbering around and help us!\Hey, Guardian, how can\We'll escape with everyone, no matter what!\Or else I won't do it. I won't! I won't!\Do something about that idiot! She's unreasonable. response:	I know, right? But I'm glad she's so cheerful.
context: I'm not giving up on this.\Because I've decided.\So, Ray, you're the one who has to give up. Stop jabbering around and help us!\Hey, Guardian, how can\We'll escape with everyone, no matter what!\Or else I won't do it. I won't! I won't!\Do something about that idiot! She's unreasonable.\I know, right? But I'm glad she's so cheerful. response:	I wanted for you to stop her! Or you're both going to die.
context: Because I've decided.\So, Ray, you're the one who has to give up. Stop jabbering around and help us!\Hey, Guardian, how can\We'll escape with everyone, no matter what!\Or else I won't do it. I won't! I won't!\Do something about that idiot! She's unreasonable.\I know, right? But I'm glad she's so cheerful.\I wanted for you to stop her! Or you're both going to die. response:	You knew that from the very start, huh?
context: So, Ray, you're the one who has to give up. Stop jabbering around and help us!\Hey, Guardian, how can\We'll escape with everyone, no matter what!\Or else I won't do it. I won't! I won't!\Do something about that idiot! She's unreasonable.\I know, right? But I'm glad she's so cheerful.\I wanted for you to stop her! Or you're both going to die.\You knew that from the very start, huh? response:	Emma was crying.
context: Hey, Guardian, how can\We'll escape with everyone, no matter what!\Or else I won't do it. I won't! I won't!\Do something about that idiot! She's unreasonable.\I know, right? But I'm glad she's so cheerful.\I wanted for you to stop her! Or you're both going to die.\You knew that from the very start, huh?\Emma was crying. response:	That night, I thought she was crying because she was scared.
context: We'll escape with everyone, no matter what!\Or else I won't do it. I won't! I won't!\Do something about that idiot! She's unreasonable.\I know, right? But I'm glad she's so cheerful.\I wanted for you to stop her! Or you're both going to die.\You knew that from the very start, huh?\Emma was crying.\That night, I thought she was crying because she was scared. response:	But I was wrong.
context: Or else I won't do it. I won't! I won't!\Do something about that idiot! She's unreasonable.\I know, right? But I'm glad she's so cheerful.\I wanted for you to stop her! Or you're both going to die.\You knew that from the very start, huh?\Emma was crying.\That night, I thought she was crying because she was scared.\But I was wrong. response:	I was scared of dying.
context: Do something about that idiot! She's unreasonable.\I know, right? But I'm glad she's so cheerful.\I wanted for you to stop her! Or you're both going to die.\You knew that from the very start, huh?\Emma was crying.\That night, I thought she was crying because she was scared.\But I was wrong.\I was scared of dying. response:	But Emma was crying because she was scared of her family dying.
context: I know, right? But I'm glad she's so cheerful.\I wanted for you to stop her! Or you're both going to die.\You knew that from the very start, huh?\Emma was crying.\That night, I thought she was crying because she was scared.\But I was wrong.\I was scared of dying.\But Emma was crying because she was scared of her family dying. response:	Isn't that amazing? She thinks of protecting others in that situation.
context: I wanted for you to stop her! Or you're both going to die.\You knew that from the very start, huh?\Emma was crying.\That night, I thought she was crying because she was scared.\But I was wrong.\I was scared of dying.\But Emma was crying because she was scared of her family dying.\Isn't that amazing? She thinks of protecting others in that situation. response:	But it's not the correct thing.
context: You knew that from the very start, huh?\Emma was crying.\That night, I thought she was crying because she was scared.\But I was wrong.\I was scared of dying.\But Emma was crying because she was scared of her family dying.\Isn't that amazing? She thinks of protecting others in that situation.\But it's not the correct thing. response:	It's a boat made of mud! And it's just us three, right?
context: Emma was crying.\That night, I thought she was crying because she was scared.\But I was wrong.\I was scared of dying.\But Emma was crying because she was scared of her family dying.\Isn't that amazing? She thinks of protecting others in that situation.\But it's not the correct thing.\It's a boat made of mud! And it's just us three, right? response:	If it's just us, we can escape.
context: That night, I thought she was crying because she was scared.\But I was wrong.\I was scared of dying.\But Emma was crying because she was scared of her family dying.\Isn't that amazing? She thinks of protecting others in that situation.\But it's not the correct thing.\It's a boat made of mud! And it's just us three, right?\If it's just us, we can escape. response:	You're correct, and you shouldn't feel ashamed.
context: But I was wrong.\I was scared of dying.\But Emma was crying because she was scared of her family dying.\Isn't that amazing? She thinks of protecting others in that situation.\But it's not the correct thing.\It's a boat made of mud! And it's just us three, right?\If it's just us, we can escape.\You're correct, and you shouldn't feel ashamed. response:	Don't distort your decision based on emotions, Norman!
context: I was scared of dying.\But Emma was crying because she was scared of her family dying.\Isn't that amazing? She thinks of protecting others in that situation.\But it's not the correct thing.\It's a boat made of mud! And it's just us three, right?\If it's just us, we can escape.\You're correct, and you shouldn't feel ashamed.\Don't distort your decision based on emotions, Norman! response:	It's not that, Ray.
context: But Emma was crying because she was scared of her family dying.\Isn't that amazing? She thinks of protecting others in that situation.\But it's not the correct thing.\It's a boat made of mud! And it's just us three, right?\If it's just us, we can escape.\You're correct, and you shouldn't feel ashamed.\Don't distort your decision based on emotions, Norman!\It's not that, Ray. response:	I also want to make a boat out of mud.
context: Isn't that amazing? She thinks of protecting others in that situation.\But it's not the correct thing.\It's a boat made of mud! And it's just us three, right?\If it's just us, we can escape.\You're correct, and you shouldn't feel ashamed.\Don't distort your decision based on emotions, Norman!\It's not that, Ray.\I also want to make a boat out of mud. response:	Why? Aren't you different?
context: But it's not the correct thing.\It's a boat made of mud! And it's just us three, right?\If it's just us, we can escape.\You're correct, and you shouldn't feel ashamed.\Don't distort your decision based on emotions, Norman!\It's not that, Ray.\I also want to make a boat out of mud.\Why? Aren't you different? response:	You're more cool-headed, and you always take the best option.
context: It's a boat made of mud! And it's just us three, right?\If it's just us, we can escape.\You're correct, and you shouldn't feel ashamed.\Don't distort your decision based on emotions, Norman!\It's not that, Ray.\I also want to make a boat out of mud.\Why? Aren't you different?\You're more cool-headed, and you always take the best option. response:	So, why?
context: If it's just us, we can escape.\You're correct, and you shouldn't feel ashamed.\Don't distort your decision based on emotions, Norman!\It's not that, Ray.\I also want to make a boat out of mud.\Why? Aren't you different?\You're more cool-headed, and you always take the best option.\So, why? response:	Because I like her.
context: You're correct, and you shouldn't feel ashamed.\Don't distort your decision based on emotions, Norman!\It's not that, Ray.\I also want to make a boat out of mud.\Why? Aren't you different?\You're more cool-headed, and you always take the best option.\So, why?\Because I like her. response:	I like Emma, so that's why I want her to always be smiling.
context: Don't distort your decision based on emotions, Norman!\It's not that, Ray.\I also want to make a boat out of mud.\Why? Aren't you different?\You're more cool-headed, and you always take the best option.\So, why?\Because I like her.\I like Emma, so that's why I want her to always be smiling. response:	You're crazy.
context: It's not that, Ray.\I also want to make a boat out of mud.\Why? Aren't you different?\You're more cool-headed, and you always take the best option.\So, why?\Because I like her.\I like Emma, so that's why I want her to always be smiling.\You're crazy. response:	And what if Emma dies because of it?
context: I also want to make a boat out of mud.\Why? Aren't you different?\You're more cool-headed, and you always take the best option.\So, why?\Because I like her.\I like Emma, so that's why I want her to always be smiling.\You're crazy.\And what if Emma dies because of it? response:	I won't let her die.
context: Why? Aren't you different?\You're more cool-headed, and you always take the best option.\So, why?\Because I like her.\I like Emma, so that's why I want her to always be smiling.\You're crazy.\And what if Emma dies because of it?\I won't let her die. response:	That's why I'm going to utilize myself.
context: You're more cool-headed, and you always take the best option.\So, why?\Because I like her.\I like Emma, so that's why I want her to always be smiling.\You're crazy.\And what if Emma dies because of it?\I won't let her die.\That's why I'm going to utilize myself. response:	Luckily, I've always managed to accomplish what I set out to do.
context: So, why?\Because I like her.\I like Emma, so that's why I want her to always be smiling.\You're crazy.\And what if Emma dies because of it?\I won't let her die.\That's why I'm going to utilize myself.\Luckily, I've always managed to accomplish what I set out to do. response:	And if you bake mud, it'll become a vessel.
context: Because I like her.\I like Emma, so that's why I want her to always be smiling.\You're crazy.\And what if Emma dies because of it?\I won't let her die.\That's why I'm going to utilize myself.\Luckily, I've always managed to accomplish what I set out to do.\And if you bake mud, it'll become a vessel. response:	A boat made out of mud won't necessarily sink.
context: I like Emma, so that's why I want her to always be smiling.\You're crazy.\And what if Emma dies because of it?\I won't let her die.\That's why I'm going to utilize myself.\Luckily, I've always managed to accomplish what I set out to do.\And if you bake mud, it'll become a vessel.\A boat made out of mud won't necessarily sink. response:	You're nuts.
context: You're crazy.\And what if Emma dies because of it?\I won't let her die.\That's why I'm going to utilize myself.\Luckily, I've always managed to accomplish what I set out to do.\And if you bake mud, it'll become a vessel.\A boat made out of mud won't necessarily sink.\You're nuts. response:	Maybe. Both Emma and I are insane. We've completely lost it.
context: And what if Emma dies because of it?\I won't let her die.\That's why I'm going to utilize myself.\Luckily, I've always managed to accomplish what I set out to do.\And if you bake mud, it'll become a vessel.\A boat made out of mud won't necessarily sink.\You're nuts.\Maybe. Both Emma and I are insane. We've completely lost it. response:	You can't let us do this on our own, right?
context: I won't let her die.\That's why I'm going to utilize myself.\Luckily, I've always managed to accomplish what I set out to do.\And if you bake mud, it'll become a vessel.\A boat made out of mud won't necessarily sink.\You're nuts.\Maybe. Both Emma and I are insane. We've completely lost it.\You can't let us do this on our own, right? response:	Damn it.
context: That's why I'm going to utilize myself.\Luckily, I've always managed to accomplish what I set out to do.\And if you bake mud, it'll become a vessel.\A boat made out of mud won't necessarily sink.\You're nuts.\Maybe. Both Emma and I are insane. We've completely lost it.\You can't let us do this on our own, right?\Damn it. response:	Of course I can't.
context: Luckily, I've always managed to accomplish what I set out to do.\And if you bake mud, it'll become a vessel.\A boat made out of mud won't necessarily sink.\You're nuts.\Maybe. Both Emma and I are insane. We've completely lost it.\You can't let us do this on our own, right?\Damn it.\Of course I can't. response:	Ray. Norman.
context: And if you bake mud, it'll become a vessel.\A boat made out of mud won't necessarily sink.\You're nuts.\Maybe. Both Emma and I are insane. We've completely lost it.\You can't let us do this on our own, right?\Damn it.\Of course I can't.\Ray. Norman. response:	We still have free time left, don't we?
context: A boat made out of mud won't necessarily sink.\You're nuts.\Maybe. Both Emma and I are insane. We've completely lost it.\You can't let us do this on our own, right?\Damn it.\Of course I can't.\Ray. Norman.\We still have free time left, don't we? response:	I wonder what it is.
context: You're nuts.\Maybe. Both Emma and I are insane. We've completely lost it.\You can't let us do this on our own, right?\Damn it.\Of course I can't.\Ray. Norman.\We still have free time left, don't we?\I wonder what it is. response:	Let me introduce her.
context: Maybe. Both Emma and I are insane. We've completely lost it.\You can't let us do this on our own, right?\Damn it.\Of course I can't.\Ray. Norman.\We still have free time left, don't we?\I wonder what it is.\Let me introduce her. response:	This is your newest little sister, Carol.
context: You can't let us do this on our own, right?\Damn it.\Of course I can't.\Ray. Norman.\We still have free time left, don't we?\I wonder what it is.\Let me introduce her.\This is your newest little sister, Carol. response:	And this is Sister Krone. She's here to help me.
context: Damn it.\Of course I can't.\Ray. Norman.\We still have free time left, don't we?\I wonder what it is.\Let me introduce her.\This is your newest little sister, Carol.\And this is Sister Krone. She's here to help me. response:	A-An adult?
context: Of course I can't.\Ray. Norman.\We still have free time left, don't we?\I wonder what it is.\Let me introduce her.\This is your newest little sister, Carol.\And this is Sister Krone. She's here to help me.\A-An adult? response:	Another enemy.
context: Ray. Norman.\We still have free time left, don't we?\I wonder what it is.\Let me introduce her.\This is your newest little sister, Carol.\And this is Sister Krone. She's here to help me.\A-An adult?\Another enemy. response:	I will be living here with all of you starting today. It's nice to meet you.
context: We still have free time left, don't we?\I wonder what it is.\Let me introduce her.\This is your newest little sister, Carol.\And this is Sister Krone. She's here to help me.\A-An adult?\Another enemy.\I will be living here with all of you starting today. It's nice to meet you. response:	- It's nice to meet you. - Hello!
