context: No... response:	Please...
context: Pomp and Circumstance'em!\NANIWA KINMAN HIGH SCHOOL STUDENT COUNCIL PRESIDENT KANEO TAKARADA\I'm surprised you came, worthless slime of Honnouji Academy.\I am Kaneo Takarada, Naniwa Kinman High School Student Council President!\You may have thought you were hot stuff in Kobe and Kyoto,\but you're not so tough here in Osaka!\OSAKA REGION SCHOOL RAID TRIP BRIGADE LEADER UZU SANAGEYAMA\Well, well, you've heard rumors of the other cities? response:	I thought that we had cut off your information network.
context: NANIWA KINMAN HIGH SCHOOL STUDENT COUNCIL PRESIDENT KANEO TAKARADA\I'm surprised you came, worthless slime of Honnouji Academy.\I am Kaneo Takarada, Naniwa Kinman High School Student Council President!\You may have thought you were hot stuff in Kobe and Kyoto,\but you're not so tough here in Osaka!\OSAKA REGION SCHOOL RAID TRIP BRIGADE LEADER UZU SANAGEYAMA\Well, well, you've heard rumors of the other cities?\I thought that we had cut off your information network. response:	I hate to break it to you,
context: I'm surprised you came, worthless slime of Honnouji Academy.\I am Kaneo Takarada, Naniwa Kinman High School Student Council President!\You may have thought you were hot stuff in Kobe and Kyoto,\but you're not so tough here in Osaka!\OSAKA REGION SCHOOL RAID TRIP BRIGADE LEADER UZU SANAGEYAMA\Well, well, you've heard rumors of the other cities?\I thought that we had cut off your information network.\I hate to break it to you, response:	but I have powerful allies in the form of Osakan grannies.
context: I am Kaneo Takarada, Naniwa Kinman High School Student Council President!\You may have thought you were hot stuff in Kobe and Kyoto,\but you're not so tough here in Osaka!\OSAKA REGION SCHOOL RAID TRIP BRIGADE LEADER UZU SANAGEYAMA\Well, well, you've heard rumors of the other cities?\I thought that we had cut off your information network.\I hate to break it to you,\but I have powerful allies in the form of Osakan grannies. response:	They'll spread rumors in the blink of an eye.
context: You may have thought you were hot stuff in Kobe and Kyoto,\but you're not so tough here in Osaka!\OSAKA REGION SCHOOL RAID TRIP BRIGADE LEADER UZU SANAGEYAMA\Well, well, you've heard rumors of the other cities?\I thought that we had cut off your information network.\I hate to break it to you,\but I have powerful allies in the form of Osakan grannies.\They'll spread rumors in the blink of an eye. response:	Even if you lock down the net, you can't stop a rumor.
context: but you're not so tough here in Osaka!\OSAKA REGION SCHOOL RAID TRIP BRIGADE LEADER UZU SANAGEYAMA\Well, well, you've heard rumors of the other cities?\I thought that we had cut off your information network.\I hate to break it to you,\but I have powerful allies in the form of Osakan grannies.\They'll spread rumors in the blink of an eye.\Even if you lock down the net, you can't stop a rumor. response:	Listen up, I'm gonna tell you the rules of this town.
context: OSAKA REGION SCHOOL RAID TRIP BRIGADE LEADER UZU SANAGEYAMA\Well, well, you've heard rumors of the other cities?\I thought that we had cut off your information network.\I hate to break it to you,\but I have powerful allies in the form of Osakan grannies.\They'll spread rumors in the blink of an eye.\Even if you lock down the net, you can't stop a rumor.\Listen up, I'm gonna tell you the rules of this town. response:	Osaka here is a merchant town!
context: Well, well, you've heard rumors of the other cities?\I thought that we had cut off your information network.\I hate to break it to you,\but I have powerful allies in the form of Osakan grannies.\They'll spread rumors in the blink of an eye.\Even if you lock down the net, you can't stop a rumor.\Listen up, I'm gonna tell you the rules of this town.\Osaka here is a merchant town! response:	It's money that makes this town go'round!
context: I thought that we had cut off your information network.\I hate to break it to you,\but I have powerful allies in the form of Osakan grannies.\They'll spread rumors in the blink of an eye.\Even if you lock down the net, you can't stop a rumor.\Listen up, I'm gonna tell you the rules of this town.\Osaka here is a merchant town!\It's money that makes this town go'round! response:	He who has the most coin wins!
context: I hate to break it to you,\but I have powerful allies in the form of Osakan grannies.\They'll spread rumors in the blink of an eye.\Even if you lock down the net, you can't stop a rumor.\Listen up, I'm gonna tell you the rules of this town.\Osaka here is a merchant town!\It's money that makes this town go'round!\He who has the most coin wins! response:	Money? Philistine.
context: but I have powerful allies in the form of Osakan grannies.\They'll spread rumors in the blink of an eye.\Even if you lock down the net, you can't stop a rumor.\Listen up, I'm gonna tell you the rules of this town.\Osaka here is a merchant town!\It's money that makes this town go'round!\He who has the most coin wins!\Money? Philistine. response:	We have come to bring down those like you who reek of the old system
context: They'll spread rumors in the blink of an eye.\Even if you lock down the net, you can't stop a rumor.\Listen up, I'm gonna tell you the rules of this town.\Osaka here is a merchant town!\It's money that makes this town go'round!\He who has the most coin wins!\Money? Philistine.\We have come to bring down those like you who reek of the old system response:	in order to create the
context: Even if you lock down the net, you can't stop a rumor.\Listen up, I'm gonna tell you the rules of this town.\Osaka here is a merchant town!\It's money that makes this town go'round!\He who has the most coin wins!\Money? Philistine.\We have come to bring down those like you who reek of the old system\in order to create the response:	new world order that Satsuki Kiryuin strives to achieve!
context: Listen up, I'm gonna tell you the rules of this town.\Osaka here is a merchant town!\It's money that makes this town go'round!\He who has the most coin wins!\Money? Philistine.\We have come to bring down those like you who reek of the old system\in order to create the\new world order that Satsuki Kiryuin strives to achieve! response:	You're adorable. You naive, naive thing.
context: Osaka here is a merchant town!\It's money that makes this town go'round!\He who has the most coin wins!\Money? Philistine.\We have come to bring down those like you who reek of the old system\in order to create the\new world order that Satsuki Kiryuin strives to achieve!\You're adorable. You naive, naive thing. response:	A guy who don't know the fearsomeness of money
context: It's money that makes this town go'round!\He who has the most coin wins!\Money? Philistine.\We have come to bring down those like you who reek of the old system\in order to create the\new world order that Satsuki Kiryuin strives to achieve!\You're adorable. You naive, naive thing.\A guy who don't know the fearsomeness of money response:	shouldn't be offering up opinions about society.
context: He who has the most coin wins!\Money? Philistine.\We have come to bring down those like you who reek of the old system\in order to create the\new world order that Satsuki Kiryuin strives to achieve!\You're adorable. You naive, naive thing.\A guy who don't know the fearsomeness of money\shouldn't be offering up opinions about society. response:	I'm gonna wake you up to reality by smacking you in the
context: Money? Philistine.\We have come to bring down those like you who reek of the old system\in order to create the\new world order that Satsuki Kiryuin strives to achieve!\You're adorable. You naive, naive thing.\A guy who don't know the fearsomeness of money\shouldn't be offering up opinions about society.\I'm gonna wake you up to reality by smacking you in the response:	face with wads of cash!
context: We have come to bring down those like you who reek of the old system\in order to create the\new world order that Satsuki Kiryuin strives to achieve!\You're adorable. You naive, naive thing.\A guy who don't know the fearsomeness of money\shouldn't be offering up opinions about society.\I'm gonna wake you up to reality by smacking you in the\face with wads of cash! response:	All right, people! Let'em have it!
context: in order to create the\new world order that Satsuki Kiryuin strives to achieve!\You're adorable. You naive, naive thing.\A guy who don't know the fearsomeness of money\shouldn't be offering up opinions about society.\I'm gonna wake you up to reality by smacking you in the\face with wads of cash!\All right, people! Let'em have it! response:	I'm gonna kill ya!
context: new world order that Satsuki Kiryuin strives to achieve!\You're adorable. You naive, naive thing.\A guy who don't know the fearsomeness of money\shouldn't be offering up opinions about society.\I'm gonna wake you up to reality by smacking you in the\face with wads of cash!\All right, people! Let'em have it!\I'm gonna kill ya! response:	Guns?
context: You're adorable. You naive, naive thing.\A guy who don't know the fearsomeness of money\shouldn't be offering up opinions about society.\I'm gonna wake you up to reality by smacking you in the\face with wads of cash!\All right, people! Let'em have it!\I'm gonna kill ya!\Guns? response:	It's bills, sir!
context: A guy who don't know the fearsomeness of money\shouldn't be offering up opinions about society.\I'm gonna wake you up to reality by smacking you in the\face with wads of cash!\All right, people! Let'em have it!\I'm gonna kill ya!\Guns?\It's bills, sir! response:	They're shooting at us, using wads of bills as bullets!
context: shouldn't be offering up opinions about society.\I'm gonna wake you up to reality by smacking you in the\face with wads of cash!\All right, people! Let'em have it!\I'm gonna kill ya!\Guns?\It's bills, sir!\They're shooting at us, using wads of bills as bullets! response:	They're literally using money as a weapon!
context: I'm gonna wake you up to reality by smacking you in the\face with wads of cash!\All right, people! Let'em have it!\I'm gonna kill ya!\Guns?\It's bills, sir!\They're shooting at us, using wads of bills as bullets!\They're literally using money as a weapon! response:	I put my money where my mouth is!
context: face with wads of cash!\All right, people! Let'em have it!\I'm gonna kill ya!\Guns?\It's bills, sir!\They're shooting at us, using wads of bills as bullets!\They're literally using money as a weapon!\I put my money where my mouth is! response:	If I've made my point, get lost!
context: All right, people! Let'em have it!\I'm gonna kill ya!\Guns?\It's bills, sir!\They're shooting at us, using wads of bills as bullets!\They're literally using money as a weapon!\I put my money where my mouth is!\If I've made my point, get lost! response:	Judging from the feel, these aren't Bank of Japan notes, are they?
context: I'm gonna kill ya!\Guns?\It's bills, sir!\They're shooting at us, using wads of bills as bullets!\They're literally using money as a weapon!\I put my money where my mouth is!\If I've made my point, get lost!\Judging from the feel, these aren't Bank of Japan notes, are they? response:	Counterfeit bills, huh?
context: Guns?\It's bills, sir!\They're shooting at us, using wads of bills as bullets!\They're literally using money as a weapon!\I put my money where my mouth is!\If I've made my point, get lost!\Judging from the feel, these aren't Bank of Japan notes, are they?\Counterfeit bills, huh? response:	They ain't counterfeit! They're Takarada Bucks!
context: It's bills, sir!\They're shooting at us, using wads of bills as bullets!\They're literally using money as a weapon!\I put my money where my mouth is!\If I've made my point, get lost!\Judging from the feel, these aren't Bank of Japan notes, are they?\Counterfeit bills, huh?\They ain't counterfeit! They're Takarada Bucks! response:	Takarada Bucks?
context: They're shooting at us, using wads of bills as bullets!\They're literally using money as a weapon!\I put my money where my mouth is!\If I've made my point, get lost!\Judging from the feel, these aren't Bank of Japan notes, are they?\Counterfeit bills, huh?\They ain't counterfeit! They're Takarada Bucks!\Takarada Bucks? response:	Exactly. They're redeemable paper currency.
context: They're literally using money as a weapon!\I put my money where my mouth is!\If I've made my point, get lost!\Judging from the feel, these aren't Bank of Japan notes, are they?\Counterfeit bills, huh?\They ain't counterfeit! They're Takarada Bucks!\Takarada Bucks?\Exactly. They're redeemable paper currency. response:	As wealthy people, the name of the Takarada Conglomerate
context: I put my money where my mouth is!\If I've made my point, get lost!\Judging from the feel, these aren't Bank of Japan notes, are they?\Counterfeit bills, huh?\They ain't counterfeit! They're Takarada Bucks!\Takarada Bucks?\Exactly. They're redeemable paper currency.\As wealthy people, the name of the Takarada Conglomerate response:	is as good as gold here in Osaka.
context: If I've made my point, get lost!\Judging from the feel, these aren't Bank of Japan notes, are they?\Counterfeit bills, huh?\They ain't counterfeit! They're Takarada Bucks!\Takarada Bucks?\Exactly. They're redeemable paper currency.\As wealthy people, the name of the Takarada Conglomerate\is as good as gold here in Osaka. response:	They have more value than the debt-riddled national currency.
context: Judging from the feel, these aren't Bank of Japan notes, are they?\Counterfeit bills, huh?\They ain't counterfeit! They're Takarada Bucks!\Takarada Bucks?\Exactly. They're redeemable paper currency.\As wealthy people, the name of the Takarada Conglomerate\is as good as gold here in Osaka.\They have more value than the debt-riddled national currency. response:	But a northern Kanto hick like you wouldn't understand any of that!
context: Counterfeit bills, huh?\They ain't counterfeit! They're Takarada Bucks!\Takarada Bucks?\Exactly. They're redeemable paper currency.\As wealthy people, the name of the Takarada Conglomerate\is as good as gold here in Osaka.\They have more value than the debt-riddled national currency.\But a northern Kanto hick like you wouldn't understand any of that! response:	How dare you!
context: They ain't counterfeit! They're Takarada Bucks!\Takarada Bucks?\Exactly. They're redeemable paper currency.\As wealthy people, the name of the Takarada Conglomerate\is as good as gold here in Osaka.\They have more value than the debt-riddled national currency.\But a northern Kanto hick like you wouldn't understand any of that!\How dare you! response:	If you go on mocking northern Kanto,
context: Takarada Bucks?\Exactly. They're redeemable paper currency.\As wealthy people, the name of the Takarada Conglomerate\is as good as gold here in Osaka.\They have more value than the debt-riddled national currency.\But a northern Kanto hick like you wouldn't understand any of that!\How dare you!\If you go on mocking northern Kanto, response:	I'll grind you up with our konnyaku root harvest!
context: Exactly. They're redeemable paper currency.\As wealthy people, the name of the Takarada Conglomerate\is as good as gold here in Osaka.\They have more value than the debt-riddled national currency.\But a northern Kanto hick like you wouldn't understand any of that!\How dare you!\If you go on mocking northern Kanto,\I'll grind you up with our konnyaku root harvest! response:	Not if we turn youse jerks into takoyaki first! Get'em!
context: As wealthy people, the name of the Takarada Conglomerate\is as good as gold here in Osaka.\They have more value than the debt-riddled national currency.\But a northern Kanto hick like you wouldn't understand any of that!\How dare you!\If you go on mocking northern Kanto,\I'll grind you up with our konnyaku root harvest!\Not if we turn youse jerks into takoyaki first! Get'em! response:	Armed Ping Pong Club! Step forward!
context: is as good as gold here in Osaka.\They have more value than the debt-riddled national currency.\But a northern Kanto hick like you wouldn't understand any of that!\How dare you!\If you go on mocking northern Kanto,\I'll grind you up with our konnyaku root harvest!\Not if we turn youse jerks into takoyaki first! Get'em!\Armed Ping Pong Club! Step forward! response:	As well as the Sumo Club! Sumo Stomp Attack!
context: They have more value than the debt-riddled national currency.\But a northern Kanto hick like you wouldn't understand any of that!\How dare you!\If you go on mocking northern Kanto,\I'll grind you up with our konnyaku root harvest!\Not if we turn youse jerks into takoyaki first! Get'em!\Armed Ping Pong Club! Step forward!\As well as the Sumo Club! Sumo Stomp Attack! response:	Armed Archery Club and Armed Track Club!
context: But a northern Kanto hick like you wouldn't understand any of that!\How dare you!\If you go on mocking northern Kanto,\I'll grind you up with our konnyaku root harvest!\Not if we turn youse jerks into takoyaki first! Get'em!\Armed Ping Pong Club! Step forward!\As well as the Sumo Club! Sumo Stomp Attack!\Armed Archery Club and Armed Track Club! response:	Ultra long range squads! Salvo attack!
context: How dare you!\If you go on mocking northern Kanto,\I'll grind you up with our konnyaku root harvest!\Not if we turn youse jerks into takoyaki first! Get'em!\Armed Ping Pong Club! Step forward!\As well as the Sumo Club! Sumo Stomp Attack!\Armed Archery Club and Armed Track Club!\Ultra long range squads! Salvo attack! response:	Not bad, kiddo!
context: If you go on mocking northern Kanto,\I'll grind you up with our konnyaku root harvest!\Not if we turn youse jerks into takoyaki first! Get'em!\Armed Ping Pong Club! Step forward!\As well as the Sumo Club! Sumo Stomp Attack!\Armed Archery Club and Armed Track Club!\Ultra long range squads! Salvo attack!\Not bad, kiddo! response:	Now, storm the school building!
context: I'll grind you up with our konnyaku root harvest!\Not if we turn youse jerks into takoyaki first! Get'em!\Armed Ping Pong Club! Step forward!\As well as the Sumo Club! Sumo Stomp Attack!\Armed Archery Club and Armed Track Club!\Ultra long range squads! Salvo attack!\Not bad, kiddo!\Now, storm the school building! response:	Over my dead body! Force'em back!
context: Not if we turn youse jerks into takoyaki first! Get'em!\Armed Ping Pong Club! Step forward!\As well as the Sumo Club! Sumo Stomp Attack!\Armed Archery Club and Armed Track Club!\Ultra long range squads! Salvo attack!\Not bad, kiddo!\Now, storm the school building!\Over my dead body! Force'em back! response:	You can withstand Goku Uniforms?!
context: Armed Ping Pong Club! Step forward!\As well as the Sumo Club! Sumo Stomp Attack!\Armed Archery Club and Armed Track Club!\Ultra long range squads! Salvo attack!\Not bad, kiddo!\Now, storm the school building!\Over my dead body! Force'em back!\You can withstand Goku Uniforms?! response:	The Kiryuins ain't the only conglomerate around here.
context: As well as the Sumo Club! Sumo Stomp Attack!\Armed Archery Club and Armed Track Club!\Ultra long range squads! Salvo attack!\Not bad, kiddo!\Now, storm the school building!\Over my dead body! Force'em back!\You can withstand Goku Uniforms?!\The Kiryuins ain't the only conglomerate around here. response:	Don't underestimate the might of the Takarada Conglomerate's money!
context: Armed Archery Club and Armed Track Club!\Ultra long range squads! Salvo attack!\Not bad, kiddo!\Now, storm the school building!\Over my dead body! Force'em back!\You can withstand Goku Uniforms?!\The Kiryuins ain't the only conglomerate around here.\Don't underestimate the might of the Takarada Conglomerate's money! response:	It's gonna break my heart if I came all this way
context: Ultra long range squads! Salvo attack!\Not bad, kiddo!\Now, storm the school building!\Over my dead body! Force'em back!\You can withstand Goku Uniforms?!\The Kiryuins ain't the only conglomerate around here.\Don't underestimate the might of the Takarada Conglomerate's money!\It's gonna break my heart if I came all this way response:	to Osaka and all I got to do was this stupid ball bucket brigade!
context: Not bad, kiddo!\Now, storm the school building!\Over my dead body! Force'em back!\You can withstand Goku Uniforms?!\The Kiryuins ain't the only conglomerate around here.\Don't underestimate the might of the Takarada Conglomerate's money!\It's gonna break my heart if I came all this way\to Osaka and all I got to do was this stupid ball bucket brigade! response:	Hey, that's-
context: Now, storm the school building!\Over my dead body! Force'em back!\You can withstand Goku Uniforms?!\The Kiryuins ain't the only conglomerate around here.\Don't underestimate the might of the Takarada Conglomerate's money!\It's gonna break my heart if I came all this way\to Osaka and all I got to do was this stupid ball bucket brigade!\Hey, that's- response:	It's the veritable symbol of Osaka! Jumbo takoyaki sold by a street vendor!
context: Over my dead body! Force'em back!\You can withstand Goku Uniforms?!\The Kiryuins ain't the only conglomerate around here.\Don't underestimate the might of the Takarada Conglomerate's money!\It's gonna break my heart if I came all this way\to Osaka and all I got to do was this stupid ball bucket brigade!\Hey, that's-\It's the veritable symbol of Osaka! Jumbo takoyaki sold by a street vendor! response:	It just isn't a trip to Osaka without eating some of those!
context: You can withstand Goku Uniforms?!\The Kiryuins ain't the only conglomerate around here.\Don't underestimate the might of the Takarada Conglomerate's money!\It's gonna break my heart if I came all this way\to Osaka and all I got to do was this stupid ball bucket brigade!\Hey, that's-\It's the veritable symbol of Osaka! Jumbo takoyaki sold by a street vendor!\It just isn't a trip to Osaka without eating some of those! response:	OSAKA
context: The Kiryuins ain't the only conglomerate around here.\Don't underestimate the might of the Takarada Conglomerate's money!\It's gonna break my heart if I came all this way\to Osaka and all I got to do was this stupid ball bucket brigade!\Hey, that's-\It's the veritable symbol of Osaka! Jumbo takoyaki sold by a street vendor!\It just isn't a trip to Osaka without eating some of those!\OSAKA response:	But I've got no money!
context: Don't underestimate the might of the Takarada Conglomerate's money!\It's gonna break my heart if I came all this way\to Osaka and all I got to do was this stupid ball bucket brigade!\Hey, that's-\It's the veritable symbol of Osaka! Jumbo takoyaki sold by a street vendor!\It just isn't a trip to Osaka without eating some of those!\OSAKA\But I've got no money! response:	I got dragged here without knowing why,
context: It's gonna break my heart if I came all this way\to Osaka and all I got to do was this stupid ball bucket brigade!\Hey, that's-\It's the veritable symbol of Osaka! Jumbo takoyaki sold by a street vendor!\It just isn't a trip to Osaka without eating some of those!\OSAKA\But I've got no money!\I got dragged here without knowing why, response:	so I'm flat broke right now! Penniless!
context: to Osaka and all I got to do was this stupid ball bucket brigade!\Hey, that's-\It's the veritable symbol of Osaka! Jumbo takoyaki sold by a street vendor!\It just isn't a trip to Osaka without eating some of those!\OSAKA\But I've got no money!\I got dragged here without knowing why,\so I'm flat broke right now! Penniless! response:	Boy, I sure wish somebody fire some money my way!
context: Hey, that's-\It's the veritable symbol of Osaka! Jumbo takoyaki sold by a street vendor!\It just isn't a trip to Osaka without eating some of those!\OSAKA\But I've got no money!\I got dragged here without knowing why,\so I'm flat broke right now! Penniless!\Boy, I sure wish somebody fire some money my way! response:	There is! There's a guy who's spreading money around with a gun!
context: It's the veritable symbol of Osaka! Jumbo takoyaki sold by a street vendor!\It just isn't a trip to Osaka without eating some of those!\OSAKA\But I've got no money!\I got dragged here without knowing why,\so I'm flat broke right now! Penniless!\Boy, I sure wish somebody fire some money my way!\There is! There's a guy who's spreading money around with a gun! response:	Bastard! I'm gonna send youse straight to Hell!
context: It just isn't a trip to Osaka without eating some of those!\OSAKA\But I've got no money!\I got dragged here without knowing why,\so I'm flat broke right now! Penniless!\Boy, I sure wish somebody fire some money my way!\There is! There's a guy who's spreading money around with a gun!\Bastard! I'm gonna send youse straight to Hell! response:	Not to Hell! It's Heaven that I'm going to!
context: OSAKA\But I've got no money!\I got dragged here without knowing why,\so I'm flat broke right now! Penniless!\Boy, I sure wish somebody fire some money my way!\There is! There's a guy who's spreading money around with a gun!\Bastard! I'm gonna send youse straight to Hell!\Not to Hell! It's Heaven that I'm going to! response:	Go on, shoot me!
context: But I've got no money!\I got dragged here without knowing why,\so I'm flat broke right now! Penniless!\Boy, I sure wish somebody fire some money my way!\There is! There's a guy who's spreading money around with a gun!\Bastard! I'm gonna send youse straight to Hell!\Not to Hell! It's Heaven that I'm going to!\Go on, shoot me! response:	Go on, shoot me!
context: I got dragged here without knowing why,\so I'm flat broke right now! Penniless!\Boy, I sure wish somebody fire some money my way!\There is! There's a guy who's spreading money around with a gun!\Bastard! I'm gonna send youse straight to Hell!\Not to Hell! It's Heaven that I'm going to!\Go on, shoot me!\Go on, shoot me! response:	You don't toy with Mako Mankanshoku
context: so I'm flat broke right now! Penniless!\Boy, I sure wish somebody fire some money my way!\There is! There's a guy who's spreading money around with a gun!\Bastard! I'm gonna send youse straight to Hell!\Not to Hell! It's Heaven that I'm going to!\Go on, shoot me!\Go on, shoot me!\You don't toy with Mako Mankanshoku response:	when she sees something she wants!
context: Boy, I sure wish somebody fire some money my way!\There is! There's a guy who's spreading money around with a gun!\Bastard! I'm gonna send youse straight to Hell!\Not to Hell! It's Heaven that I'm going to!\Go on, shoot me!\Go on, shoot me!\You don't toy with Mako Mankanshoku\when she sees something she wants! response:	Who the hell are you?
context: There is! There's a guy who's spreading money around with a gun!\Bastard! I'm gonna send youse straight to Hell!\Not to Hell! It's Heaven that I'm going to!\Go on, shoot me!\Go on, shoot me!\You don't toy with Mako Mankanshoku\when she sees something she wants!\Who the hell are you? response:	No way...
context: Bastard! I'm gonna send youse straight to Hell!\Not to Hell! It's Heaven that I'm going to!\Go on, shoot me!\Go on, shoot me!\You don't toy with Mako Mankanshoku\when she sees something she wants!\Who the hell are you?\No way... response:	Bye!
context: Not to Hell! It's Heaven that I'm going to!\Go on, shoot me!\Go on, shoot me!\You don't toy with Mako Mankanshoku\when she sees something she wants!\Who the hell are you?\No way...\Bye! response:	Hi, Mister! Takoyaki, please! I've got plenty of cash!
context: Go on, shoot me!\Go on, shoot me!\You don't toy with Mako Mankanshoku\when she sees something she wants!\Who the hell are you?\No way...\Bye!\Hi, Mister! Takoyaki, please! I've got plenty of cash! response:	That's the Osaka-style okonomiyaki that you eat with
context: Go on, shoot me!\You don't toy with Mako Mankanshoku\when she sees something she wants!\Who the hell are you?\No way...\Bye!\Hi, Mister! Takoyaki, please! I've got plenty of cash!\That's the Osaka-style okonomiyaki that you eat with response:	a spatula instead of chopsticks,
context: You don't toy with Mako Mankanshoku\when she sees something she wants!\Who the hell are you?\No way...\Bye!\Hi, Mister! Takoyaki, please! I've got plenty of cash!\That's the Osaka-style okonomiyaki that you eat with\a spatula instead of chopsticks, response:	and that's kushikatsu, which you're not allowed to double dip!
context: when she sees something she wants!\Who the hell are you?\No way...\Bye!\Hi, Mister! Takoyaki, please! I've got plenty of cash!\That's the Osaka-style okonomiyaki that you eat with\a spatula instead of chopsticks,\and that's kushikatsu, which you're not allowed to double dip! response:	And ketsune udon, not kitsune!
context: Who the hell are you?\No way...\Bye!\Hi, Mister! Takoyaki, please! I've got plenty of cash!\That's the Osaka-style okonomiyaki that you eat with\a spatula instead of chopsticks,\and that's kushikatsu, which you're not allowed to double dip!\And ketsune udon, not kitsune! response:	And best of all is the butaman, the ikayaki, the negiyaki, and more!
context: No way...\Bye!\Hi, Mister! Takoyaki, please! I've got plenty of cash!\That's the Osaka-style okonomiyaki that you eat with\a spatula instead of chopsticks,\and that's kushikatsu, which you're not allowed to double dip!\And ketsune udon, not kitsune!\And best of all is the butaman, the ikayaki, the negiyaki, and more! response:	Now this is Osaka! A Victory Road of food!
context: Bye!\Hi, Mister! Takoyaki, please! I've got plenty of cash!\That's the Osaka-style okonomiyaki that you eat with\a spatula instead of chopsticks,\and that's kushikatsu, which you're not allowed to double dip!\And ketsune udon, not kitsune!\And best of all is the butaman, the ikayaki, the negiyaki, and more!\Now this is Osaka! A Victory Road of food! response:	You are all that remain!
context: Hi, Mister! Takoyaki, please! I've got plenty of cash!\That's the Osaka-style okonomiyaki that you eat with\a spatula instead of chopsticks,\and that's kushikatsu, which you're not allowed to double dip!\And ketsune udon, not kitsune!\And best of all is the butaman, the ikayaki, the negiyaki, and more!\Now this is Osaka! A Victory Road of food!\You are all that remain! response:	Attack!
context: That's the Osaka-style okonomiyaki that you eat with\a spatula instead of chopsticks,\and that's kushikatsu, which you're not allowed to double dip!\And ketsune udon, not kitsune!\And best of all is the butaman, the ikayaki, the negiyaki, and more!\Now this is Osaka! A Victory Road of food!\You are all that remain!\Attack! response:	Sorry, did I surprise you?!
context: a spatula instead of chopsticks,\and that's kushikatsu, which you're not allowed to double dip!\And ketsune udon, not kitsune!\And best of all is the butaman, the ikayaki, the negiyaki, and more!\Now this is Osaka! A Victory Road of food!\You are all that remain!\Attack!\Sorry, did I surprise you?! response:	This is a little something we had the Russian mafia smuggle in.
context: and that's kushikatsu, which you're not allowed to double dip!\And ketsune udon, not kitsune!\And best of all is the butaman, the ikayaki, the negiyaki, and more!\Now this is Osaka! A Victory Road of food!\You are all that remain!\Attack!\Sorry, did I surprise you?!\This is a little something we had the Russian mafia smuggle in. response:	I don't know'bout no Goku Uniforms,
context: And ketsune udon, not kitsune!\And best of all is the butaman, the ikayaki, the negiyaki, and more!\Now this is Osaka! A Victory Road of food!\You are all that remain!\Attack!\Sorry, did I surprise you?!\This is a little something we had the Russian mafia smuggle in.\I don't know'bout no Goku Uniforms, response:	but can clothes stand up to a tank?!
context: And best of all is the butaman, the ikayaki, the negiyaki, and more!\Now this is Osaka! A Victory Road of food!\You are all that remain!\Attack!\Sorry, did I surprise you?!\This is a little something we had the Russian mafia smuggle in.\I don't know'bout no Goku Uniforms,\but can clothes stand up to a tank?! response:	Don't make me repeat myself!
context: Now this is Osaka! A Victory Road of food!\You are all that remain!\Attack!\Sorry, did I surprise you?!\This is a little something we had the Russian mafia smuggle in.\I don't know'bout no Goku Uniforms,\but can clothes stand up to a tank?!\Don't make me repeat myself! response:	Our ironclad rules will tear through the armor of a mere tank like paper!!
context: You are all that remain!\Attack!\Sorry, did I surprise you?!\This is a little something we had the Russian mafia smuggle in.\I don't know'bout no Goku Uniforms,\but can clothes stand up to a tank?!\Don't make me repeat myself!\Our ironclad rules will tear through the armor of a mere tank like paper!! response:	What do you think of this?!
context: Attack!\Sorry, did I surprise you?!\This is a little something we had the Russian mafia smuggle in.\I don't know'bout no Goku Uniforms,\but can clothes stand up to a tank?!\Don't make me repeat myself!\Our ironclad rules will tear through the armor of a mere tank like paper!!\What do you think of this?! response:	The very latest in Kobe's specialty product, composite meat armor!
context: Sorry, did I surprise you?!\This is a little something we had the Russian mafia smuggle in.\I don't know'bout no Goku Uniforms,\but can clothes stand up to a tank?!\Don't make me repeat myself!\Our ironclad rules will tear through the armor of a mere tank like paper!!\What do you think of this?!\The very latest in Kobe's specialty product, composite meat armor! response:	KOBE SPECIALITY PRODUCT, COMPOSITE MEAT ARMOR
context: This is a little something we had the Russian mafia smuggle in.\I don't know'bout no Goku Uniforms,\but can clothes stand up to a tank?!\Don't make me repeat myself!\Our ironclad rules will tear through the armor of a mere tank like paper!!\What do you think of this?!\The very latest in Kobe's specialty product, composite meat armor!\KOBE SPECIALITY PRODUCT, COMPOSITE MEAT ARMOR response:	Your hard ironclad rules or whatever get swallowed up
context: I don't know'bout no Goku Uniforms,\but can clothes stand up to a tank?!\Don't make me repeat myself!\Our ironclad rules will tear through the armor of a mere tank like paper!!\What do you think of this?!\The very latest in Kobe's specialty product, composite meat armor!\KOBE SPECIALITY PRODUCT, COMPOSITE MEAT ARMOR\Your hard ironclad rules or whatever get swallowed up response:	by that beautiful Kobe beef marbling and melt away into nothing!
context: but can clothes stand up to a tank?!\Don't make me repeat myself!\Our ironclad rules will tear through the armor of a mere tank like paper!!\What do you think of this?!\The very latest in Kobe's specialty product, composite meat armor!\KOBE SPECIALITY PRODUCT, COMPOSITE MEAT ARMOR\Your hard ironclad rules or whatever get swallowed up\by that beautiful Kobe beef marbling and melt away into nothing! response:	No, be a good boy and surrender, Gamagoori.
