context: Rikka Park Meeting Center - Hotel Elnath response:	Le Wolfe Black Academy Student Council President: Dirk Eberweine
context: I demand that you take that back!\Oh, so are you Dr. Sasamiya's daughter, then?\What if I am?\Then I can't retract my statement, all the more.\Because of Dr. Sasamiya's renegade tendencies,\he was cast out of Allekant, as well as our faction, Ferrovius.\As the leader of the latter, I cannot acknowledge his perverse notions.\Now, then, my guests. response:	Why don't we get back to business?
context: Oh, so are you Dr. Sasamiya's daughter, then?\What if I am?\Then I can't retract my statement, all the more.\Because of Dr. Sasamiya's renegade tendencies,\he was cast out of Allekant, as well as our faction, Ferrovius.\As the leader of the latter, I cannot acknowledge his perverse notions.\Now, then, my guests.\Why don't we get back to business? response:	Good idea. Pardon me.
context: What if I am?\Then I can't retract my statement, all the more.\Because of Dr. Sasamiya's renegade tendencies,\he was cast out of Allekant, as well as our faction, Ferrovius.\As the leader of the latter, I cannot acknowledge his perverse notions.\Now, then, my guests.\Why don't we get back to business?\Good idea. Pardon me. response:	Hold up. I insist that you retract your statement!
context: Then I can't retract my statement, all the more.\Because of Dr. Sasamiya's renegade tendencies,\he was cast out of Allekant, as well as our faction, Ferrovius.\As the leader of the latter, I cannot acknowledge his perverse notions.\Now, then, my guests.\Why don't we get back to business?\Good idea. Pardon me.\Hold up. I insist that you retract your statement! response:	Well, but Camilla can be stubborn, you know?
context: Because of Dr. Sasamiya's renegade tendencies,\he was cast out of Allekant, as well as our faction, Ferrovius.\As the leader of the latter, I cannot acknowledge his perverse notions.\Now, then, my guests.\Why don't we get back to business?\Good idea. Pardon me.\Hold up. I insist that you retract your statement!\Well, but Camilla can be stubborn, you know? response:	Well, if you're really determined, your only hope would be to force her.
context: he was cast out of Allekant, as well as our faction, Ferrovius.\As the leader of the latter, I cannot acknowledge his perverse notions.\Now, then, my guests.\Why don't we get back to business?\Good idea. Pardon me.\Hold up. I insist that you retract your statement!\Well, but Camilla can be stubborn, you know?\Well, if you're really determined, your only hope would be to force her. response:	You mean I should duel her?
context: As the leader of the latter, I cannot acknowledge his perverse notions.\Now, then, my guests.\Why don't we get back to business?\Good idea. Pardon me.\Hold up. I insist that you retract your statement!\Well, but Camilla can be stubborn, you know?\Well, if you're really determined, your only hope would be to force her.\You mean I should duel her? response:	Please, no way would she accept a challenge!
context: Now, then, my guests.\Why don't we get back to business?\Good idea. Pardon me.\Hold up. I insist that you retract your statement!\Well, but Camilla can be stubborn, you know?\Well, if you're really determined, your only hope would be to force her.\You mean I should duel her?\Please, no way would she accept a challenge! response:	But see, we'll be taking part in the upcoming Phoenix Festa, you know?
context: Why don't we get back to business?\Good idea. Pardon me.\Hold up. I insist that you retract your statement!\Well, but Camilla can be stubborn, you know?\Well, if you're really determined, your only hope would be to force her.\You mean I should duel her?\Please, no way would she accept a challenge!\But see, we'll be taking part in the upcoming Phoenix Festa, you know? response:	Come on, Ernesta.
context: Good idea. Pardon me.\Hold up. I insist that you retract your statement!\Well, but Camilla can be stubborn, you know?\Well, if you're really determined, your only hope would be to force her.\You mean I should duel her?\Please, no way would she accept a challenge!\But see, we'll be taking part in the upcoming Phoenix Festa, you know?\Come on, Ernesta. response:	Coming!
context: Hold up. I insist that you retract your statement!\Well, but Camilla can be stubborn, you know?\Well, if you're really determined, your only hope would be to force her.\You mean I should duel her?\Please, no way would she accept a challenge!\But see, we'll be taking part in the upcoming Phoenix Festa, you know?\Come on, Ernesta.\Coming! response:	All right, see you later, guys!
context: Well, but Camilla can be stubborn, you know?\Well, if you're really determined, your only hope would be to force her.\You mean I should duel her?\Please, no way would she accept a challenge!\But see, we'll be taking part in the upcoming Phoenix Festa, you know?\Come on, Ernesta.\Coming!\All right, see you later, guys! response:	Ayato...
context: Well, if you're really determined, your only hope would be to force her.\You mean I should duel her?\Please, no way would she accept a challenge!\But see, we'll be taking part in the upcoming Phoenix Festa, you know?\Come on, Ernesta.\Coming!\All right, see you later, guys!\Ayato... response:	What's up?
context: You mean I should duel her?\Please, no way would she accept a challenge!\But see, we'll be taking part in the upcoming Phoenix Festa, you know?\Come on, Ernesta.\Coming!\All right, see you later, guys!\Ayato...\What's up? response:	I'm going to fight in the Phoenix Festa, too. I've made up my mind.
context: Please, no way would she accept a challenge!\But see, we'll be taking part in the upcoming Phoenix Festa, you know?\Come on, Ernesta.\Coming!\All right, see you later, guys!\Ayato...\What's up?\I'm going to fight in the Phoenix Festa, too. I've made up my mind. response:	But it's a tag team tournament, you know.
context: But see, we'll be taking part in the upcoming Phoenix Festa, you know?\Come on, Ernesta.\Coming!\All right, see you later, guys!\Ayato...\What's up?\I'm going to fight in the Phoenix Festa, too. I've made up my mind.\But it's a tag team tournament, you know. response:	Who are you gonna team up with?
context: Come on, Ernesta.\Coming!\All right, see you later, guys!\Ayato...\What's up?\I'm going to fight in the Phoenix Festa, too. I've made up my mind.\But it's a tag team tournament, you know.\Who are you gonna team up with? response:	With you, of course.
context: Coming!\All right, see you later, guys!\Ayato...\What's up?\I'm going to fight in the Phoenix Festa, too. I've made up my mind.\But it's a tag team tournament, you know.\Who are you gonna team up with?\With you, of course. response:	Don't be ridiculous! This guy is my partner!
context: All right, see you later, guys!\Ayato...\What's up?\I'm going to fight in the Phoenix Festa, too. I've made up my mind.\But it's a tag team tournament, you know.\Who are you gonna team up with?\With you, of course.\Don't be ridiculous! This guy is my partner! response:	No monopolies.
context: Ayato...\What's up?\I'm going to fight in the Phoenix Festa, too. I've made up my mind.\But it's a tag team tournament, you know.\Who are you gonna team up with?\With you, of course.\Don't be ridiculous! This guy is my partner!\No monopolies. response:	I'm the one who asked him first!
context: What's up?\I'm going to fight in the Phoenix Festa, too. I've made up my mind.\But it's a tag team tournament, you know.\Who are you gonna team up with?\With you, of course.\Don't be ridiculous! This guy is my partner!\No monopolies.\I'm the one who asked him first! response:	Ouch ouch ouch! Come on, you two!
context: I'm going to fight in the Phoenix Festa, too. I've made up my mind.\But it's a tag team tournament, you know.\Who are you gonna team up with?\With you, of course.\Don't be ridiculous! This guy is my partner!\No monopolies.\I'm the one who asked him first!\Ouch ouch ouch! Come on, you two! response:	Great. Just great.
context: But it's a tag team tournament, you know.\Who are you gonna team up with?\With you, of course.\Don't be ridiculous! This guy is my partner!\No monopolies.\I'm the one who asked him first!\Ouch ouch ouch! Come on, you two!\Great. Just great. response:	Oh, boy, now that was a rare sight, seeing you like that.
context: Who are you gonna team up with?\With you, of course.\Don't be ridiculous! This guy is my partner!\No monopolies.\I'm the one who asked him first!\Ouch ouch ouch! Come on, you two!\Great. Just great.\Oh, boy, now that was a rare sight, seeing you like that. response:	You know, baiting that blue-haired girl and all...
context: With you, of course.\Don't be ridiculous! This guy is my partner!\No monopolies.\I'm the one who asked him first!\Ouch ouch ouch! Come on, you two!\Great. Just great.\Oh, boy, now that was a rare sight, seeing you like that.\You know, baiting that blue-haired girl and all... response:	I wasn't really baiting her. That was just my frank opinion.
context: Don't be ridiculous! This guy is my partner!\No monopolies.\I'm the one who asked him first!\Ouch ouch ouch! Come on, you two!\Great. Just great.\Oh, boy, now that was a rare sight, seeing you like that.\You know, baiting that blue-haired girl and all...\I wasn't really baiting her. That was just my frank opinion. response:	Anyway, what do you think of him?
context: No monopolies.\I'm the one who asked him first!\Ouch ouch ouch! Come on, you two!\Great. Just great.\Oh, boy, now that was a rare sight, seeing you like that.\You know, baiting that blue-haired girl and all...\I wasn't really baiting her. That was just my frank opinion.\Anyway, what do you think of him? response:	I have to say I'd like just a little more data.
context: I'm the one who asked him first!\Ouch ouch ouch! Come on, you two!\Great. Just great.\Oh, boy, now that was a rare sight, seeing you like that.\You know, baiting that blue-haired girl and all...\I wasn't really baiting her. That was just my frank opinion.\Anyway, what do you think of him?\I have to say I'd like just a little more data. response:	Our prez did a good job, helping us prepare for the Festa.
context: Ouch ouch ouch! Come on, you two!\Great. Just great.\Oh, boy, now that was a rare sight, seeing you like that.\You know, baiting that blue-haired girl and all...\I wasn't really baiting her. That was just my frank opinion.\Anyway, what do you think of him?\I have to say I'd like just a little more data.\Our prez did a good job, helping us prepare for the Festa. response:	Now the only thing we have to worry about is him.
context: Great. Just great.\Oh, boy, now that was a rare sight, seeing you like that.\You know, baiting that blue-haired girl and all...\I wasn't really baiting her. That was just my frank opinion.\Anyway, what do you think of him?\I have to say I'd like just a little more data.\Our prez did a good job, helping us prepare for the Festa.\Now the only thing we have to worry about is him. response:	Are you planning another one of your stunts?
context: Oh, boy, now that was a rare sight, seeing you like that.\You know, baiting that blue-haired girl and all...\I wasn't really baiting her. That was just my frank opinion.\Anyway, what do you think of him?\I have to say I'd like just a little more data.\Our prez did a good job, helping us prepare for the Festa.\Now the only thing we have to worry about is him.\Are you planning another one of your stunts? response:	Well, you know me, I'll do anything!
context: You know, baiting that blue-haired girl and all...\I wasn't really baiting her. That was just my frank opinion.\Anyway, what do you think of him?\I have to say I'd like just a little more data.\Our prez did a good job, helping us prepare for the Festa.\Now the only thing we have to worry about is him.\Are you planning another one of your stunts?\Well, you know me, I'll do anything! response:	In order to realize my dream, that is...
context: I wasn't really baiting her. That was just my frank opinion.\Anyway, what do you think of him?\I have to say I'd like just a little more data.\Our prez did a good job, helping us prepare for the Festa.\Now the only thing we have to worry about is him.\Are you planning another one of your stunts?\Well, you know me, I'll do anything!\In order to realize my dream, that is... response:	Allekant is divided into two groups. The research class that develops Luxes,
context: Anyway, what do you think of him?\I have to say I'd like just a little more data.\Our prez did a good job, helping us prepare for the Festa.\Now the only thing we have to worry about is him.\Are you planning another one of your stunts?\Well, you know me, I'll do anything!\In order to realize my dream, that is...\Allekant is divided into two groups. The research class that develops Luxes, response:	and the practical skills class that fights with them in the Festas.
context: I have to say I'd like just a little more data.\Our prez did a good job, helping us prepare for the Festa.\Now the only thing we have to worry about is him.\Are you planning another one of your stunts?\Well, you know me, I'll do anything!\In order to realize my dream, that is...\Allekant is divided into two groups. The research class that develops Luxes,\and the practical skills class that fights with them in the Festas. response:	And the research class is the one with more clout.
context: Our prez did a good job, helping us prepare for the Festa.\Now the only thing we have to worry about is him.\Are you planning another one of your stunts?\Well, you know me, I'll do anything!\In order to realize my dream, that is...\Allekant is divided into two groups. The research class that develops Luxes,\and the practical skills class that fights with them in the Festas.\And the research class is the one with more clout. response:	Yeah?
context: Now the only thing we have to worry about is him.\Are you planning another one of your stunts?\Well, you know me, I'll do anything!\In order to realize my dream, that is...\Allekant is divided into two groups. The research class that develops Luxes,\and the practical skills class that fights with them in the Festas.\And the research class is the one with more clout.\Yeah? response:	Not only that, but the research class itself has its cliques.
context: Are you planning another one of your stunts?\Well, you know me, I'll do anything!\In order to realize my dream, that is...\Allekant is divided into two groups. The research class that develops Luxes,\and the practical skills class that fights with them in the Festas.\And the research class is the one with more clout.\Yeah?\Not only that, but the research class itself has its cliques. response:	FERROVIUS TENORIO PYGMALION METHUSELAH SONNET
context: Well, you know me, I'll do anything!\In order to realize my dream, that is...\Allekant is divided into two groups. The research class that develops Luxes,\and the practical skills class that fights with them in the Festas.\And the research class is the one with more clout.\Yeah?\Not only that, but the research class itself has its cliques.\FERROVIUS TENORIO PYGMALION METHUSELAH SONNET response:	ALLEKANT RESEARCH CLASS
context: In order to realize my dream, that is...\Allekant is divided into two groups. The research class that develops Luxes,\and the practical skills class that fights with them in the Festas.\And the research class is the one with more clout.\Yeah?\Not only that, but the research class itself has its cliques.\FERROVIUS TENORIO PYGMALION METHUSELAH SONNET\ALLEKANT RESEARCH CLASS response:	And they're always fighting over RD facilities and the most promising students.
context: Allekant is divided into two groups. The research class that develops Luxes,\and the practical skills class that fights with them in the Festas.\And the research class is the one with more clout.\Yeah?\Not only that, but the research class itself has its cliques.\FERROVIUS TENORIO PYGMALION METHUSELAH SONNET\ALLEKANT RESEARCH CLASS\And they're always fighting over RD facilities and the most promising students. response:	And right now, Ferrovius has the most clout of all.
context: and the practical skills class that fights with them in the Festas.\And the research class is the one with more clout.\Yeah?\Not only that, but the research class itself has its cliques.\FERROVIUS TENORIO PYGMALION METHUSELAH SONNET\ALLEKANT RESEARCH CLASS\And they're always fighting over RD facilities and the most promising students.\And right now, Ferrovius has the most clout of all. response:	FERROVIUS
context: And the research class is the one with more clout.\Yeah?\Not only that, but the research class itself has its cliques.\FERROVIUS TENORIO PYGMALION METHUSELAH SONNET\ALLEKANT RESEARCH CLASS\And they're always fighting over RD facilities and the most promising students.\And right now, Ferrovius has the most clout of all.\FERROVIUS response:	I see.
context: Yeah?\Not only that, but the research class itself has its cliques.\FERROVIUS TENORIO PYGMALION METHUSELAH SONNET\ALLEKANT RESEARCH CLASS\And they're always fighting over RD facilities and the most promising students.\And right now, Ferrovius has the most clout of all.\FERROVIUS\I see. response:	I already told you, that's not your concern, Kirin!
context: Not only that, but the research class itself has its cliques.\FERROVIUS TENORIO PYGMALION METHUSELAH SONNET\ALLEKANT RESEARCH CLASS\And they're always fighting over RD facilities and the most promising students.\And right now, Ferrovius has the most clout of all.\FERROVIUS\I see.\I already told you, that's not your concern, Kirin! response:	B-But, Uncle...
context: FERROVIUS TENORIO PYGMALION METHUSELAH SONNET\ALLEKANT RESEARCH CLASS\And they're always fighting over RD facilities and the most promising students.\And right now, Ferrovius has the most clout of all.\FERROVIUS\I see.\I already told you, that's not your concern, Kirin!\B-But, Uncle... response:	I don't recall ever giving you permission to talk back, either!
context: ALLEKANT RESEARCH CLASS\And they're always fighting over RD facilities and the most promising students.\And right now, Ferrovius has the most clout of all.\FERROVIUS\I see.\I already told you, that's not your concern, Kirin!\B-But, Uncle...\I don't recall ever giving you permission to talk back, either! response:	That's enough!
context: And they're always fighting over RD facilities and the most promising students.\And right now, Ferrovius has the most clout of all.\FERROVIUS\I see.\I already told you, that's not your concern, Kirin!\B-But, Uncle...\I don't recall ever giving you permission to talk back, either!\That's enough! response:	Who the hell are you?
context: And right now, Ferrovius has the most clout of all.\FERROVIUS\I see.\I already told you, that's not your concern, Kirin!\B-But, Uncle...\I don't recall ever giving you permission to talk back, either!\That's enough!\Who the hell are you? response:	I don't know what this is about, but I don't approve of raising a hand to a girl.
context: FERROVIUS\I see.\I already told you, that's not your concern, Kirin!\B-But, Uncle...\I don't recall ever giving you permission to talk back, either!\That's enough!\Who the hell are you?\I don't know what this is about, but I don't approve of raising a hand to a girl. response:	I was only disciplining her as her uncle.
context: I see.\I already told you, that's not your concern, Kirin!\B-But, Uncle...\I don't recall ever giving you permission to talk back, either!\That's enough!\Who the hell are you?\I don't know what this is about, but I don't approve of raising a hand to a girl.\I was only disciplining her as her uncle. response:	Outsiders should stay out of family matters!
context: I already told you, that's not your concern, Kirin!\B-But, Uncle...\I don't recall ever giving you permission to talk back, either!\That's enough!\Who the hell are you?\I don't know what this is about, but I don't approve of raising a hand to a girl.\I was only disciplining her as her uncle.\Outsiders should stay out of family matters! response:	Uncle?
context: B-But, Uncle...\I don't recall ever giving you permission to talk back, either!\That's enough!\Who the hell are you?\I don't know what this is about, but I don't approve of raising a hand to a girl.\I was only disciplining her as her uncle.\Outsiders should stay out of family matters!\Uncle? response:	I'm Koichiro Toudou.
context: I don't recall ever giving you permission to talk back, either!\That's enough!\Who the hell are you?\I don't know what this is about, but I don't approve of raising a hand to a girl.\I was only disciplining her as her uncle.\Outsiders should stay out of family matters!\Uncle?\I'm Koichiro Toudou. response:	Kirin Toudou here is my niece.
context: That's enough!\Who the hell are you?\I don't know what this is about, but I don't approve of raising a hand to a girl.\I was only disciplining her as her uncle.\Outsiders should stay out of family matters!\Uncle?\I'm Koichiro Toudou.\Kirin Toudou here is my niece. response:	Now you know, so get out of my way. Anyway...
context: Who the hell are you?\I don't know what this is about, but I don't approve of raising a hand to a girl.\I was only disciplining her as her uncle.\Outsiders should stay out of family matters!\Uncle?\I'm Koichiro Toudou.\Kirin Toudou here is my niece.\Now you know, so get out of my way. Anyway... response:	You Genestella kids are pretty much immune to anything of this level, aren't you?
context: I don't know what this is about, but I don't approve of raising a hand to a girl.\I was only disciplining her as her uncle.\Outsiders should stay out of family matters!\Uncle?\I'm Koichiro Toudou.\Kirin Toudou here is my niece.\Now you know, so get out of my way. Anyway...\You Genestella kids are pretty much immune to anything of this level, aren't you? response:	That doesn't mean that we don't feel pain.
context: I was only disciplining her as her uncle.\Outsiders should stay out of family matters!\Uncle?\I'm Koichiro Toudou.\Kirin Toudou here is my niece.\Now you know, so get out of my way. Anyway...\You Genestella kids are pretty much immune to anything of this level, aren't you?\That doesn't mean that we don't feel pain. response:	What's your name?
context: Outsiders should stay out of family matters!\Uncle?\I'm Koichiro Toudou.\Kirin Toudou here is my niece.\Now you know, so get out of my way. Anyway...\You Genestella kids are pretty much immune to anything of this level, aren't you?\That doesn't mean that we don't feel pain.\What's your name? response:	Ayato Amagiri.
context: Uncle?\I'm Koichiro Toudou.\Kirin Toudou here is my niece.\Now you know, so get out of my way. Anyway...\You Genestella kids are pretty much immune to anything of this level, aren't you?\That doesn't mean that we don't feel pain.\What's your name?\Ayato Amagiri. response:	Amagiri...
context: I'm Koichiro Toudou.\Kirin Toudou here is my niece.\Now you know, so get out of my way. Anyway...\You Genestella kids are pretty much immune to anything of this level, aren't you?\That doesn't mean that we don't feel pain.\What's your name?\Ayato Amagiri.\Amagiri... response:	A rank-and-filer who isn't even listed in the Named Cults, eh?
context: Kirin Toudou here is my niece.\Now you know, so get out of my way. Anyway...\You Genestella kids are pretty much immune to anything of this level, aren't you?\That doesn't mean that we don't feel pain.\What's your name?\Ayato Amagiri.\Amagiri...\A rank-and-filer who isn't even listed in the Named Cults, eh? response:	Fine!
context: Now you know, so get out of my way. Anyway...\You Genestella kids are pretty much immune to anything of this level, aren't you?\That doesn't mean that we don't feel pain.\What's your name?\Ayato Amagiri.\Amagiri...\A rank-and-filer who isn't even listed in the Named Cults, eh?\Fine! response:	If you have a problem with my way of doing things,
context: You Genestella kids are pretty much immune to anything of this level, aren't you?\That doesn't mean that we don't feel pain.\What's your name?\Ayato Amagiri.\Amagiri...\A rank-and-filer who isn't even listed in the Named Cults, eh?\Fine!\If you have a problem with my way of doing things, response:	then tell me what you want me to do.
context: That doesn't mean that we don't feel pain.\What's your name?\Ayato Amagiri.\Amagiri...\A rank-and-filer who isn't even listed in the Named Cults, eh?\Fine!\If you have a problem with my way of doing things,\then tell me what you want me to do. response:	I'm telling you that I'll comply. Just speak up.
context: What's your name?\Ayato Amagiri.\Amagiri...\A rank-and-filer who isn't even listed in the Named Cults, eh?\Fine!\If you have a problem with my way of doing things,\then tell me what you want me to do.\I'm telling you that I'll comply. Just speak up. response:	Don't ever get violent with her again.
context: Ayato Amagiri.\Amagiri...\A rank-and-filer who isn't even listed in the Named Cults, eh?\Fine!\If you have a problem with my way of doing things,\then tell me what you want me to do.\I'm telling you that I'll comply. Just speak up.\Don't ever get violent with her again. response:	Can you promise me that?
context: Amagiri...\A rank-and-filer who isn't even listed in the Named Cults, eh?\Fine!\If you have a problem with my way of doing things,\then tell me what you want me to do.\I'm telling you that I'll comply. Just speak up.\Don't ever get violent with her again.\Can you promise me that? response:	Sure, I can do that.
context: A rank-and-filer who isn't even listed in the Named Cults, eh?\Fine!\If you have a problem with my way of doing things,\then tell me what you want me to do.\I'm telling you that I'll comply. Just speak up.\Don't ever get violent with her again.\Can you promise me that?\Sure, I can do that. response:	Only if you win a duel, that is.
context: Fine!\If you have a problem with my way of doing things,\then tell me what you want me to do.\I'm telling you that I'll comply. Just speak up.\Don't ever get violent with her again.\Can you promise me that?\Sure, I can do that.\Only if you win a duel, that is. response:	Duel?
context: If you have a problem with my way of doing things,\then tell me what you want me to do.\I'm telling you that I'll comply. Just speak up.\Don't ever get violent with her again.\Can you promise me that?\Sure, I can do that.\Only if you win a duel, that is.\Duel? response:	Your opponent is... her.
context: then tell me what you want me to do.\I'm telling you that I'll comply. Just speak up.\Don't ever get violent with her again.\Can you promise me that?\Sure, I can do that.\Only if you win a duel, that is.\Duel?\Your opponent is... her. response:	Uncle! I...
context: I'm telling you that I'll comply. Just speak up.\Don't ever get violent with her again.\Can you promise me that?\Sure, I can do that.\Only if you win a duel, that is.\Duel?\Your opponent is... her.\Uncle! I... response:	Kirin!
context: Don't ever get violent with her again.\Can you promise me that?\Sure, I can do that.\Only if you win a duel, that is.\Duel?\Your opponent is... her.\Uncle! I...\Kirin! response:	You're not actually defying me, are you?!
context: Can you promise me that?\Sure, I can do that.\Only if you win a duel, that is.\Duel?\Your opponent is... her.\Uncle! I...\Kirin!\You're not actually defying me, are you?! response:	No... Of course not.
context: Sure, I can do that.\Only if you win a duel, that is.\Duel?\Your opponent is... her.\Uncle! I...\Kirin!\You're not actually defying me, are you?!\No... Of course not. response:	Fine, then.
context: Only if you win a duel, that is.\Duel?\Your opponent is... her.\Uncle! I...\Kirin!\You're not actually defying me, are you?!\No... Of course not.\Fine, then. response:	If you defeat that Ser Veresta, it'll pad your resume further.
context: Duel?\Your opponent is... her.\Uncle! I...\Kirin!\You're not actually defying me, are you?!\No... Of course not.\Fine, then.\If you defeat that Ser Veresta, it'll pad your resume further. response:	I'm so sorry.
context: Your opponent is... her.\Uncle! I...\Kirin!\You're not actually defying me, are you?!\No... Of course not.\Fine, then.\If you defeat that Ser Veresta, it'll pad your resume further.\I'm so sorry. response:	challenge you, Amagiri-senpai, to a duel.
context: Uncle! I...\Kirin!\You're not actually defying me, are you?!\No... Of course not.\Fine, then.\If you defeat that Ser Veresta, it'll pad your resume further.\I'm so sorry.\challenge you, Amagiri-senpai, to a duel. response:	N-No, wait, why should I have to fight you?
context: Kirin!\You're not actually defying me, are you?!\No... Of course not.\Fine, then.\If you defeat that Ser Veresta, it'll pad your resume further.\I'm so sorry.\challenge you, Amagiri-senpai, to a duel.\N-No, wait, why should I have to fight you? response:	Please, Senpai. If you decline, then that'll be the end of it.
context: You're not actually defying me, are you?!\No... Of course not.\Fine, then.\If you defeat that Ser Veresta, it'll pad your resume further.\I'm so sorry.\challenge you, Amagiri-senpai, to a duel.\N-No, wait, why should I have to fight you?\Please, Senpai. If you decline, then that'll be the end of it. response:	And if I do, what'll happen to you?
context: No... Of course not.\Fine, then.\If you defeat that Ser Veresta, it'll pad your resume further.\I'm so sorry.\challenge you, Amagiri-senpai, to a duel.\N-No, wait, why should I have to fight you?\Please, Senpai. If you decline, then that'll be the end of it.\And if I do, what'll happen to you? response:	What's going to happen to you?
context: Fine, then.\If you defeat that Ser Veresta, it'll pad your resume further.\I'm so sorry.\challenge you, Amagiri-senpai, to a duel.\N-No, wait, why should I have to fight you?\Please, Senpai. If you decline, then that'll be the end of it.\And if I do, what'll happen to you?\What's going to happen to you? response:	I don't care what happens to me.
context: If you defeat that Ser Veresta, it'll pad your resume further.\I'm so sorry.\challenge you, Amagiri-senpai, to a duel.\N-No, wait, why should I have to fight you?\Please, Senpai. If you decline, then that'll be the end of it.\And if I do, what'll happen to you?\What's going to happen to you?\I don't care what happens to me. response:	Because there's nothing I can do about it.
context: I'm so sorry.\challenge you, Amagiri-senpai, to a duel.\N-No, wait, why should I have to fight you?\Please, Senpai. If you decline, then that'll be the end of it.\And if I do, what'll happen to you?\What's going to happen to you?\I don't care what happens to me.\Because there's nothing I can do about it. response:	In that case, I don't think I can decline.
context: challenge you, Amagiri-senpai, to a duel.\N-No, wait, why should I have to fight you?\Please, Senpai. If you decline, then that'll be the end of it.\And if I do, what'll happen to you?\What's going to happen to you?\I don't care what happens to me.\Because there's nothing I can do about it.\In that case, I don't think I can decline. response:	You're very kind, Amagiri-senpai.
context: N-No, wait, why should I have to fight you?\Please, Senpai. If you decline, then that'll be the end of it.\And if I do, what'll happen to you?\What's going to happen to you?\I don't care what happens to me.\Because there's nothing I can do about it.\In that case, I don't think I can decline.\You're very kind, Amagiri-senpai. response:	Then I have no choice.
context: Please, Senpai. If you decline, then that'll be the end of it.\And if I do, what'll happen to you?\What's going to happen to you?\I don't care what happens to me.\Because there's nothing I can do about it.\In that case, I don't think I can decline.\You're very kind, Amagiri-senpai.\Then I have no choice. response:	I can't afford to lose this duel, either.
context: And if I do, what'll happen to you?\What's going to happen to you?\I don't care what happens to me.\Because there's nothing I can do about it.\In that case, I don't think I can decline.\You're very kind, Amagiri-senpai.\Then I have no choice.\I can't afford to lose this duel, either. response:	I accept your challenge.
context: What's going to happen to you?\I don't care what happens to me.\Because there's nothing I can do about it.\In that case, I don't think I can decline.\You're very kind, Amagiri-senpai.\Then I have no choice.\I can't afford to lose this duel, either.\I accept your challenge. response:	Kirin, don't parry that Ogre Lux of his!
context: I don't care what happens to me.\Because there's nothing I can do about it.\In that case, I don't think I can decline.\You're very kind, Amagiri-senpai.\Then I have no choice.\I can't afford to lose this duel, either.\I accept your challenge.\Kirin, don't parry that Ogre Lux of his! response:	He'll slice right through your sword!
context: Because there's nothing I can do about it.\In that case, I don't think I can decline.\You're very kind, Amagiri-senpai.\Then I have no choice.\I can't afford to lose this duel, either.\I accept your challenge.\Kirin, don't parry that Ogre Lux of his!\He'll slice right through your sword! response:	Here I come!
context: In that case, I don't think I can decline.\You're very kind, Amagiri-senpai.\Then I have no choice.\I can't afford to lose this duel, either.\I accept your challenge.\Kirin, don't parry that Ogre Lux of his!\He'll slice right through your sword!\Here I come! response:	Amagiri-senpai, you're very powerful.
context: You're very kind, Amagiri-senpai.\Then I have no choice.\I can't afford to lose this duel, either.\I accept your challenge.\Kirin, don't parry that Ogre Lux of his!\He'll slice right through your sword!\Here I come!\Amagiri-senpai, you're very powerful. response:	You surprised me.
context: Then I have no choice.\I can't afford to lose this duel, either.\I accept your challenge.\Kirin, don't parry that Ogre Lux of his!\He'll slice right through your sword!\Here I come!\Amagiri-senpai, you're very powerful.\You surprised me. response:	Well, I could say the same of you.
context: I can't afford to lose this duel, either.\I accept your challenge.\Kirin, don't parry that Ogre Lux of his!\He'll slice right through your sword!\Here I come!\Amagiri-senpai, you're very powerful.\You surprised me.\Well, I could say the same of you. response:	I told him not to get into any meaningless duels!
context: I accept your challenge.\Kirin, don't parry that Ogre Lux of his!\He'll slice right through your sword!\Here I come!\Amagiri-senpai, you're very powerful.\You surprised me.\Well, I could say the same of you.\I told him not to get into any meaningless duels! response:	That idiot!
context: Kirin, don't parry that Ogre Lux of his!\He'll slice right through your sword!\Here I come!\Amagiri-senpai, you're very powerful.\You surprised me.\Well, I could say the same of you.\I told him not to get into any meaningless duels!\That idiot! response:	The pressure's on Ayato?
context: He'll slice right through your sword!\Here I come!\Amagiri-senpai, you're very powerful.\You surprised me.\Well, I could say the same of you.\I told him not to get into any meaningless duels!\That idiot!\The pressure's on Ayato? response:	Well, well, if it isn't Her Highness.
context: Here I come!\Amagiri-senpai, you're very powerful.\You surprised me.\Well, I could say the same of you.\I told him not to get into any meaningless duels!\That idiot!\The pressure's on Ayato?\Well, well, if it isn't Her Highness. response:	Yabuki?
context: Amagiri-senpai, you're very powerful.\You surprised me.\Well, I could say the same of you.\I told him not to get into any meaningless duels!\That idiot!\The pressure's on Ayato?\Well, well, if it isn't Her Highness.\Yabuki? response:	Hey, isn't this a spectacle?
context: You surprised me.\Well, I could say the same of you.\I told him not to get into any meaningless duels!\That idiot!\The pressure's on Ayato?\Well, well, if it isn't Her Highness.\Yabuki?\Hey, isn't this a spectacle? response:	That Amagiri's totally been hiding his true skills from us!
context: Well, I could say the same of you.\I told him not to get into any meaningless duels!\That idiot!\The pressure's on Ayato?\Well, well, if it isn't Her Highness.\Yabuki?\Hey, isn't this a spectacle?\That Amagiri's totally been hiding his true skills from us! response:	But it doesn't look good for him.
context: I told him not to get into any meaningless duels!\That idiot!\The pressure's on Ayato?\Well, well, if it isn't Her Highness.\Yabuki?\Hey, isn't this a spectacle?\That Amagiri's totally been hiding his true skills from us!\But it doesn't look good for him. response:	Well, of course not.
