context: I'm still calling your name, Nana. response:	No matter how much it hurts...
context: we couldn't control our passion for each other,\so we hardly spent any time talking about ourselves.\But I thought it was better that way.\Because that way we could avoid unnecessary subjects\that would only make us feel awkward.\What? Still there?\So annoying, aren't they?\Maybe I should move. response:	But maybe that won't make any difference.
context: so we hardly spent any time talking about ourselves.\But I thought it was better that way.\Because that way we could avoid unnecessary subjects\that would only make us feel awkward.\What? Still there?\So annoying, aren't they?\Maybe I should move.\But maybe that won't make any difference. response:	Huh? What? Those papa-rakkyos?
context: But I thought it was better that way.\Because that way we could avoid unnecessary subjects\that would only make us feel awkward.\What? Still there?\So annoying, aren't they?\Maybe I should move.\But maybe that won't make any difference.\Huh? What? Those papa-rakkyos? response:	Not the rakkyos!
context: Because that way we could avoid unnecessary subjects\that would only make us feel awkward.\What? Still there?\So annoying, aren't they?\Maybe I should move.\But maybe that won't make any difference.\Huh? What? Those papa-rakkyos?\Not the rakkyos! response:	I'm talking about that woman!
context: that would only make us feel awkward.\What? Still there?\So annoying, aren't they?\Maybe I should move.\But maybe that won't make any difference.\Huh? What? Those papa-rakkyos?\Not the rakkyos!\I'm talking about that woman! response:	I told you to have her go home!
context: What? Still there?\So annoying, aren't they?\Maybe I should move.\But maybe that won't make any difference.\Huh? What? Those papa-rakkyos?\Not the rakkyos!\I'm talking about that woman!\I told you to have her go home! response:	Rakkyo makes me wanna eat curry and rice.
context: So annoying, aren't they?\Maybe I should move.\But maybe that won't make any difference.\Huh? What? Those papa-rakkyos?\Not the rakkyos!\I'm talking about that woman!\I told you to have her go home!\Rakkyo makes me wanna eat curry and rice. response:	Yeah? I prefer like Fukujinzuke on my curry rice.
context: Maybe I should move.\But maybe that won't make any difference.\Huh? What? Those papa-rakkyos?\Not the rakkyos!\I'm talking about that woman!\I told you to have her go home!\Rakkyo makes me wanna eat curry and rice.\Yeah? I prefer like Fukujinzuke on my curry rice. response:	What? Curry rice wouldn't be complete without a raw egg. Right, Takumi?
context: But maybe that won't make any difference.\Huh? What? Those papa-rakkyos?\Not the rakkyos!\I'm talking about that woman!\I told you to have her go home!\Rakkyo makes me wanna eat curry and rice.\Yeah? I prefer like Fukujinzuke on my curry rice.\What? Curry rice wouldn't be complete without a raw egg. Right, Takumi? response:	I don't eat the common folk's food!
context: Huh? What? Those papa-rakkyos?\Not the rakkyos!\I'm talking about that woman!\I told you to have her go home!\Rakkyo makes me wanna eat curry and rice.\Yeah? I prefer like Fukujinzuke on my curry rice.\What? Curry rice wouldn't be complete without a raw egg. Right, Takumi?\I don't eat the common folk's food! response:	BEEF CURRY
context: Not the rakkyos!\I'm talking about that woman!\I told you to have her go home!\Rakkyo makes me wanna eat curry and rice.\Yeah? I prefer like Fukujinzuke on my curry rice.\What? Curry rice wouldn't be complete without a raw egg. Right, Takumi?\I don't eat the common folk's food!\BEEF CURRY response:	Open a pack of curry, and heat it in a pot.
context: I'm talking about that woman!\I told you to have her go home!\Rakkyo makes me wanna eat curry and rice.\Yeah? I prefer like Fukujinzuke on my curry rice.\What? Curry rice wouldn't be complete without a raw egg. Right, Takumi?\I don't eat the common folk's food!\BEEF CURRY\Open a pack of curry, and heat it in a pot. response:	When you find you're running short, add a pack at a time.
context: I told you to have her go home!\Rakkyo makes me wanna eat curry and rice.\Yeah? I prefer like Fukujinzuke on my curry rice.\What? Curry rice wouldn't be complete without a raw egg. Right, Takumi?\I don't eat the common folk's food!\BEEF CURRY\Open a pack of curry, and heat it in a pot.\When you find you're running short, add a pack at a time. response:	Be careful so that it doesn't burn and stick to the pot.
context: Rakkyo makes me wanna eat curry and rice.\Yeah? I prefer like Fukujinzuke on my curry rice.\What? Curry rice wouldn't be complete without a raw egg. Right, Takumi?\I don't eat the common folk's food!\BEEF CURRY\Open a pack of curry, and heat it in a pot.\When you find you're running short, add a pack at a time.\Be careful so that it doesn't burn and stick to the pot. response:	The rice is already cooked,
context: Yeah? I prefer like Fukujinzuke on my curry rice.\What? Curry rice wouldn't be complete without a raw egg. Right, Takumi?\I don't eat the common folk's food!\BEEF CURRY\Open a pack of curry, and heat it in a pot.\When you find you're running short, add a pack at a time.\Be careful so that it doesn't burn and stick to the pot.\The rice is already cooked, response:	so place a little on each plate...
context: What? Curry rice wouldn't be complete without a raw egg. Right, Takumi?\I don't eat the common folk's food!\BEEF CURRY\Open a pack of curry, and heat it in a pot.\When you find you're running short, add a pack at a time.\Be careful so that it doesn't burn and stick to the pot.\The rice is already cooked,\so place a little on each plate... response:	Miss Komatsu?
context: I don't eat the common folk's food!\BEEF CURRY\Open a pack of curry, and heat it in a pot.\When you find you're running short, add a pack at a time.\Be careful so that it doesn't burn and stick to the pot.\The rice is already cooked,\so place a little on each plate...\Miss Komatsu? response:	I'm very sorry.
context: BEEF CURRY\Open a pack of curry, and heat it in a pot.\When you find you're running short, add a pack at a time.\Be careful so that it doesn't burn and stick to the pot.\The rice is already cooked,\so place a little on each plate...\Miss Komatsu?\I'm very sorry. response:	It can't be helped. You're not feeling well.
context: Open a pack of curry, and heat it in a pot.\When you find you're running short, add a pack at a time.\Be careful so that it doesn't burn and stick to the pot.\The rice is already cooked,\so place a little on each plate...\Miss Komatsu?\I'm very sorry.\It can't be helped. You're not feeling well. response:	Thank goodness it happened before we let the customers in.
context: When you find you're running short, add a pack at a time.\Be careful so that it doesn't burn and stick to the pot.\The rice is already cooked,\so place a little on each plate...\Miss Komatsu?\I'm very sorry.\It can't be helped. You're not feeling well.\Thank goodness it happened before we let the customers in. response:	I am really sorry.
context: Be careful so that it doesn't burn and stick to the pot.\The rice is already cooked,\so place a little on each plate...\Miss Komatsu?\I'm very sorry.\It can't be helped. You're not feeling well.\Thank goodness it happened before we let the customers in.\I am really sorry. response:	You mustn't take summer heat fatigue lightly.
context: The rice is already cooked,\so place a little on each plate...\Miss Komatsu?\I'm very sorry.\It can't be helped. You're not feeling well.\Thank goodness it happened before we let the customers in.\I am really sorry.\You mustn't take summer heat fatigue lightly. response:	You'd better go see a doctor.
context: so place a little on each plate...\Miss Komatsu?\I'm very sorry.\It can't be helped. You're not feeling well.\Thank goodness it happened before we let the customers in.\I am really sorry.\You mustn't take summer heat fatigue lightly.\You'd better go see a doctor. response:	Yes.
context: Miss Komatsu?\I'm very sorry.\It can't be helped. You're not feeling well.\Thank goodness it happened before we let the customers in.\I am really sorry.\You mustn't take summer heat fatigue lightly.\You'd better go see a doctor.\Yes. response:	PHARMACY
context: I'm very sorry.\It can't be helped. You're not feeling well.\Thank goodness it happened before we let the customers in.\I am really sorry.\You mustn't take summer heat fatigue lightly.\You'd better go see a doctor.\Yes.\PHARMACY response:	You're eating it. And at an employees' cafeteria.
context: It can't be helped. You're not feeling well.\Thank goodness it happened before we let the customers in.\I am really sorry.\You mustn't take summer heat fatigue lightly.\You'd better go see a doctor.\Yes.\PHARMACY\You're eating it. And at an employees' cafeteria. response:	THE COMMON FOLK'S CURRY RICE
context: Thank goodness it happened before we let the customers in.\I am really sorry.\You mustn't take summer heat fatigue lightly.\You'd better go see a doctor.\Yes.\PHARMACY\You're eating it. And at an employees' cafeteria.\THE COMMON FOLK'S CURRY RICE response:	These things are usually the furthest from my mind,
context: I am really sorry.\You mustn't take summer heat fatigue lightly.\You'd better go see a doctor.\Yes.\PHARMACY\You're eating it. And at an employees' cafeteria.\THE COMMON FOLK'S CURRY RICE\These things are usually the furthest from my mind, response:	so why is it that when I suddenly remember it,
context: You mustn't take summer heat fatigue lightly.\You'd better go see a doctor.\Yes.\PHARMACY\You're eating it. And at an employees' cafeteria.\THE COMMON FOLK'S CURRY RICE\These things are usually the furthest from my mind,\so why is it that when I suddenly remember it, response:	I suddenly have a strong craving for it?
context: You'd better go see a doctor.\Yes.\PHARMACY\You're eating it. And at an employees' cafeteria.\THE COMMON FOLK'S CURRY RICE\These things are usually the furthest from my mind,\so why is it that when I suddenly remember it,\I suddenly have a strong craving for it? response:	Bottom line is, you love the stuff?
context: Yes.\PHARMACY\You're eating it. And at an employees' cafeteria.\THE COMMON FOLK'S CURRY RICE\These things are usually the furthest from my mind,\so why is it that when I suddenly remember it,\I suddenly have a strong craving for it?\Bottom line is, you love the stuff? response:	I wish it would end already.
context: PHARMACY\You're eating it. And at an employees' cafeteria.\THE COMMON FOLK'S CURRY RICE\These things are usually the furthest from my mind,\so why is it that when I suddenly remember it,\I suddenly have a strong craving for it?\Bottom line is, you love the stuff?\I wish it would end already. response:	What?
context: You're eating it. And at an employees' cafeteria.\THE COMMON FOLK'S CURRY RICE\These things are usually the furthest from my mind,\so why is it that when I suddenly remember it,\I suddenly have a strong craving for it?\Bottom line is, you love the stuff?\I wish it would end already.\What? response:	Summer vacation.
context: THE COMMON FOLK'S CURRY RICE\These things are usually the furthest from my mind,\so why is it that when I suddenly remember it,\I suddenly have a strong craving for it?\Bottom line is, you love the stuff?\I wish it would end already.\What?\Summer vacation. response:	Only three more days.
context: These things are usually the furthest from my mind,\so why is it that when I suddenly remember it,\I suddenly have a strong craving for it?\Bottom line is, you love the stuff?\I wish it would end already.\What?\Summer vacation.\Only three more days. response:	Summer vacation seems like a long break, but it goes by so fast.
context: so why is it that when I suddenly remember it,\I suddenly have a strong craving for it?\Bottom line is, you love the stuff?\I wish it would end already.\What?\Summer vacation.\Only three more days.\Summer vacation seems like a long break, but it goes by so fast. response:	If at least discussions about your debut were more concrete,
context: I suddenly have a strong craving for it?\Bottom line is, you love the stuff?\I wish it would end already.\What?\Summer vacation.\Only three more days.\Summer vacation seems like a long break, but it goes by so fast.\If at least discussions about your debut were more concrete, response:	I could go home feeling relieved.
context: Bottom line is, you love the stuff?\I wish it would end already.\What?\Summer vacation.\Only three more days.\Summer vacation seems like a long break, but it goes by so fast.\If at least discussions about your debut were more concrete,\I could go home feeling relieved. response:	It's been a month already since you signed that contract,
context: I wish it would end already.\What?\Summer vacation.\Only three more days.\Summer vacation seems like a long break, but it goes by so fast.\If at least discussions about your debut were more concrete,\I could go home feeling relieved.\It's been a month already since you signed that contract, response:	but you don't even have an agency yet.
context: What?\Summer vacation.\Only three more days.\Summer vacation seems like a long break, but it goes by so fast.\If at least discussions about your debut were more concrete,\I could go home feeling relieved.\It's been a month already since you signed that contract,\but you don't even have an agency yet. response:	It's only a temporary contract, after all.
context: Summer vacation.\Only three more days.\Summer vacation seems like a long break, but it goes by so fast.\If at least discussions about your debut were more concrete,\I could go home feeling relieved.\It's been a month already since you signed that contract,\but you don't even have an agency yet.\It's only a temporary contract, after all. response:	I'm not quite clear on the meaning of that temporary contract.
context: Only three more days.\Summer vacation seems like a long break, but it goes by so fast.\If at least discussions about your debut were more concrete,\I could go home feeling relieved.\It's been a month already since you signed that contract,\but you don't even have an agency yet.\It's only a temporary contract, after all.\I'm not quite clear on the meaning of that temporary contract. response:	How is it different from the official contract?
context: Summer vacation seems like a long break, but it goes by so fast.\If at least discussions about your debut were more concrete,\I could go home feeling relieved.\It's been a month already since you signed that contract,\but you don't even have an agency yet.\It's only a temporary contract, after all.\I'm not quite clear on the meaning of that temporary contract.\How is it different from the official contract? response:	I'd say it's something like an engagement before a wedding?
context: If at least discussions about your debut were more concrete,\I could go home feeling relieved.\It's been a month already since you signed that contract,\but you don't even have an agency yet.\It's only a temporary contract, after all.\I'm not quite clear on the meaning of that temporary contract.\How is it different from the official contract?\I'd say it's something like an engagement before a wedding? response:	Mr. Kawano is presently working hard to collect funds and personnel
context: I could go home feeling relieved.\It's been a month already since you signed that contract,\but you don't even have an agency yet.\It's only a temporary contract, after all.\I'm not quite clear on the meaning of that temporary contract.\How is it different from the official contract?\I'd say it's something like an engagement before a wedding?\Mr. Kawano is presently working hard to collect funds and personnel response:	to organize a big reception for us.
context: It's been a month already since you signed that contract,\but you don't even have an agency yet.\It's only a temporary contract, after all.\I'm not quite clear on the meaning of that temporary contract.\How is it different from the official contract?\I'd say it's something like an engagement before a wedding?\Mr. Kawano is presently working hard to collect funds and personnel\to organize a big reception for us. response:	The contract is there so we remain faithful to them,
context: but you don't even have an agency yet.\It's only a temporary contract, after all.\I'm not quite clear on the meaning of that temporary contract.\How is it different from the official contract?\I'd say it's something like an engagement before a wedding?\Mr. Kawano is presently working hard to collect funds and personnel\to organize a big reception for us.\The contract is there so we remain faithful to them, response:	even if others approach us.
context: It's only a temporary contract, after all.\I'm not quite clear on the meaning of that temporary contract.\How is it different from the official contract?\I'd say it's something like an engagement before a wedding?\Mr. Kawano is presently working hard to collect funds and personnel\to organize a big reception for us.\The contract is there so we remain faithful to them,\even if others approach us. response:	In turn, we're free to use Gaia's music studios as much as we want,
context: I'm not quite clear on the meaning of that temporary contract.\How is it different from the official contract?\I'd say it's something like an engagement before a wedding?\Mr. Kawano is presently working hard to collect funds and personnel\to organize a big reception for us.\The contract is there so we remain faithful to them,\even if others approach us.\In turn, we're free to use Gaia's music studios as much as we want, response:	while we prepare to be beautiful brides.
context: How is it different from the official contract?\I'd say it's something like an engagement before a wedding?\Mr. Kawano is presently working hard to collect funds and personnel\to organize a big reception for us.\The contract is there so we remain faithful to them,\even if others approach us.\In turn, we're free to use Gaia's music studios as much as we want,\while we prepare to be beautiful brides. response:	I get it!
context: I'd say it's something like an engagement before a wedding?\Mr. Kawano is presently working hard to collect funds and personnel\to organize a big reception for us.\The contract is there so we remain faithful to them,\even if others approach us.\In turn, we're free to use Gaia's music studios as much as we want,\while we prepare to be beautiful brides.\I get it! response:	I finally understand now. Thank you.
context: Mr. Kawano is presently working hard to collect funds and personnel\to organize a big reception for us.\The contract is there so we remain faithful to them,\even if others approach us.\In turn, we're free to use Gaia's music studios as much as we want,\while we prepare to be beautiful brides.\I get it!\I finally understand now. Thank you. response:	Hey, Misato. You're older than me,
context: to organize a big reception for us.\The contract is there so we remain faithful to them,\even if others approach us.\In turn, we're free to use Gaia's music studios as much as we want,\while we prepare to be beautiful brides.\I get it!\I finally understand now. Thank you.\Hey, Misato. You're older than me, response:	so why do you talk so politely to me?
context: The contract is there so we remain faithful to them,\even if others approach us.\In turn, we're free to use Gaia's music studios as much as we want,\while we prepare to be beautiful brides.\I get it!\I finally understand now. Thank you.\Hey, Misato. You're older than me,\so why do you talk so politely to me? response:	Well, you're younger than me, Shin,
context: even if others approach us.\In turn, we're free to use Gaia's music studios as much as we want,\while we prepare to be beautiful brides.\I get it!\I finally understand now. Thank you.\Hey, Misato. You're older than me,\so why do you talk so politely to me?\Well, you're younger than me, Shin, response:	so how come you're able to help me with my 12th grade homework?
context: In turn, we're free to use Gaia's music studios as much as we want,\while we prepare to be beautiful brides.\I get it!\I finally understand now. Thank you.\Hey, Misato. You're older than me,\so why do you talk so politely to me?\Well, you're younger than me, Shin,\so how come you're able to help me with my 12th grade homework? response:	I can only help you with your English.
context: while we prepare to be beautiful brides.\I get it!\I finally understand now. Thank you.\Hey, Misato. You're older than me,\so why do you talk so politely to me?\Well, you're younger than me, Shin,\so how come you're able to help me with my 12th grade homework?\I can only help you with your English. response:	Have Yasu or someone help you with the other stuff.
context: I get it!\I finally understand now. Thank you.\Hey, Misato. You're older than me,\so why do you talk so politely to me?\Well, you're younger than me, Shin,\so how come you're able to help me with my 12th grade homework?\I can only help you with your English.\Have Yasu or someone help you with the other stuff. response:	I knew it!
context: I finally understand now. Thank you.\Hey, Misato. You're older than me,\so why do you talk so politely to me?\Well, you're younger than me, Shin,\so how come you're able to help me with my 12th grade homework?\I can only help you with your English.\Have Yasu or someone help you with the other stuff.\I knew it! response:	You knew it?
context: Hey, Misato. You're older than me,\so why do you talk so politely to me?\Well, you're younger than me, Shin,\so how come you're able to help me with my 12th grade homework?\I can only help you with your English.\Have Yasu or someone help you with the other stuff.\I knew it!\You knew it? response:	You have that pretty and luminous face, because you're only half Japanese, right?
context: so why do you talk so politely to me?\Well, you're younger than me, Shin,\so how come you're able to help me with my 12th grade homework?\I can only help you with your English.\Have Yasu or someone help you with the other stuff.\I knew it!\You knew it?\You have that pretty and luminous face, because you're only half Japanese, right? response:	Pretty and luminous?
context: Well, you're younger than me, Shin,\so how come you're able to help me with my 12th grade homework?\I can only help you with your English.\Have Yasu or someone help you with the other stuff.\I knew it!\You knew it?\You have that pretty and luminous face, because you're only half Japanese, right?\Pretty and luminous? response:	You can hide it all you want, but I can tell.
context: so how come you're able to help me with my 12th grade homework?\I can only help you with your English.\Have Yasu or someone help you with the other stuff.\I knew it!\You knew it?\You have that pretty and luminous face, because you're only half Japanese, right?\Pretty and luminous?\You can hide it all you want, but I can tell. response:	That's why your English is so good, right?
context: I can only help you with your English.\Have Yasu or someone help you with the other stuff.\I knew it!\You knew it?\You have that pretty and luminous face, because you're only half Japanese, right?\Pretty and luminous?\You can hide it all you want, but I can tell.\That's why your English is so good, right? response:	My English is good because I was raised abroad.
context: Have Yasu or someone help you with the other stuff.\I knew it!\You knew it?\You have that pretty and luminous face, because you're only half Japanese, right?\Pretty and luminous?\You can hide it all you want, but I can tell.\That's why your English is so good, right?\My English is good because I was raised abroad. response:	My parents are both Japanese.
context: I knew it!\You knew it?\You have that pretty and luminous face, because you're only half Japanese, right?\Pretty and luminous?\You can hide it all you want, but I can tell.\That's why your English is so good, right?\My English is good because I was raised abroad.\My parents are both Japanese. response:	What? Raised abroad? Where?
context: You knew it?\You have that pretty and luminous face, because you're only half Japanese, right?\Pretty and luminous?\You can hide it all you want, but I can tell.\That's why your English is so good, right?\My English is good because I was raised abroad.\My parents are both Japanese.\What? Raised abroad? Where? response:	I mean, so you're not half Japanese with that face?
context: You have that pretty and luminous face, because you're only half Japanese, right?\Pretty and luminous?\You can hide it all you want, but I can tell.\That's why your English is so good, right?\My English is good because I was raised abroad.\My parents are both Japanese.\What? Raised abroad? Where?\I mean, so you're not half Japanese with that face? response:	Don't you believe me?
context: Pretty and luminous?\You can hide it all you want, but I can tell.\That's why your English is so good, right?\My English is good because I was raised abroad.\My parents are both Japanese.\What? Raised abroad? Where?\I mean, so you're not half Japanese with that face?\Don't you believe me? response:	I don't.
context: You can hide it all you want, but I can tell.\That's why your English is so good, right?\My English is good because I was raised abroad.\My parents are both Japanese.\What? Raised abroad? Where?\I mean, so you're not half Japanese with that face?\Don't you believe me?\I don't. response:	I don't either.
context: That's why your English is so good, right?\My English is good because I was raised abroad.\My parents are both Japanese.\What? Raised abroad? Where?\I mean, so you're not half Japanese with that face?\Don't you believe me?\I don't.\I don't either. response:	They shouldn't have given birth to me.
context: My English is good because I was raised abroad.\My parents are both Japanese.\What? Raised abroad? Where?\I mean, so you're not half Japanese with that face?\Don't you believe me?\I don't.\I don't either.\They shouldn't have given birth to me. response:	SPEEDY RESULTS INSTRUCTIONS
context: My parents are both Japanese.\What? Raised abroad? Where?\I mean, so you're not half Japanese with that face?\Don't you believe me?\I don't.\I don't either.\They shouldn't have given birth to me.\SPEEDY RESULTS INSTRUCTIONS response:	All right! All right! Okay, stop!
context: What? Raised abroad? Where?\I mean, so you're not half Japanese with that face?\Don't you believe me?\I don't.\I don't either.\They shouldn't have given birth to me.\SPEEDY RESULTS INSTRUCTIONS\All right! All right! Okay, stop! response:	Wow, such a huge mansion!
context: I mean, so you're not half Japanese with that face?\Don't you believe me?\I don't.\I don't either.\They shouldn't have given birth to me.\SPEEDY RESULTS INSTRUCTIONS\All right! All right! Okay, stop!\Wow, such a huge mansion! response:	It's small! Too small!
context: Don't you believe me?\I don't.\I don't either.\They shouldn't have given birth to me.\SPEEDY RESULTS INSTRUCTIONS\All right! All right! Okay, stop!\Wow, such a huge mansion!\It's small! Too small! response:	It's nothing compared to the future house of Nana from BLAST.
context: I don't.\I don't either.\They shouldn't have given birth to me.\SPEEDY RESULTS INSTRUCTIONS\All right! All right! Okay, stop!\Wow, such a huge mansion!\It's small! Too small!\It's nothing compared to the future house of Nana from BLAST. response:	I'll show you, Demon Lord!
context: I don't either.\They shouldn't have given birth to me.\SPEEDY RESULTS INSTRUCTIONS\All right! All right! Okay, stop!\Wow, such a huge mansion!\It's small! Too small!\It's nothing compared to the future house of Nana from BLAST.\I'll show you, Demon Lord! response:	I see you've also become a believer of the Demon Lord.
context: They shouldn't have given birth to me.\SPEEDY RESULTS INSTRUCTIONS\All right! All right! Okay, stop!\Wow, such a huge mansion!\It's small! Too small!\It's nothing compared to the future house of Nana from BLAST.\I'll show you, Demon Lord!\I see you've also become a believer of the Demon Lord. response:	No way! The Demon Lord is my underling.
context: SPEEDY RESULTS INSTRUCTIONS\All right! All right! Okay, stop!\Wow, such a huge mansion!\It's small! Too small!\It's nothing compared to the future house of Nana from BLAST.\I'll show you, Demon Lord!\I see you've also become a believer of the Demon Lord.\No way! The Demon Lord is my underling. response:	Back then, I had a dream that I couldn't give up.
context: All right! All right! Okay, stop!\Wow, such a huge mansion!\It's small! Too small!\It's nothing compared to the future house of Nana from BLAST.\I'll show you, Demon Lord!\I see you've also become a believer of the Demon Lord.\No way! The Demon Lord is my underling.\Back then, I had a dream that I couldn't give up. response:	Thanks to that, I was able to obtain so much,
context: Wow, such a huge mansion!\It's small! Too small!\It's nothing compared to the future house of Nana from BLAST.\I'll show you, Demon Lord!\I see you've also become a believer of the Demon Lord.\No way! The Demon Lord is my underling.\Back then, I had a dream that I couldn't give up.\Thanks to that, I was able to obtain so much, response:	and at the same time lose something so precious.
context: It's small! Too small!\It's nothing compared to the future house of Nana from BLAST.\I'll show you, Demon Lord!\I see you've also become a believer of the Demon Lord.\No way! The Demon Lord is my underling.\Back then, I had a dream that I couldn't give up.\Thanks to that, I was able to obtain so much,\and at the same time lose something so precious. response:	But I lived life to the fullest, so I have no regrets.
context: It's nothing compared to the future house of Nana from BLAST.\I'll show you, Demon Lord!\I see you've also become a believer of the Demon Lord.\No way! The Demon Lord is my underling.\Back then, I had a dream that I couldn't give up.\Thanks to that, I was able to obtain so much,\and at the same time lose something so precious.\But I lived life to the fullest, so I have no regrets. response:	Just...
context: I'll show you, Demon Lord!\I see you've also become a believer of the Demon Lord.\No way! The Demon Lord is my underling.\Back then, I had a dream that I couldn't give up.\Thanks to that, I was able to obtain so much,\and at the same time lose something so precious.\But I lived life to the fullest, so I have no regrets.\Just... response:	there's one thing that weighs heavy on my heart.
context: I see you've also become a believer of the Demon Lord.\No way! The Demon Lord is my underling.\Back then, I had a dream that I couldn't give up.\Thanks to that, I was able to obtain so much,\and at the same time lose something so precious.\But I lived life to the fullest, so I have no regrets.\Just...\there's one thing that weighs heavy on my heart. response:	Hey, Hachi...
context: No way! The Demon Lord is my underling.\Back then, I had a dream that I couldn't give up.\Thanks to that, I was able to obtain so much,\and at the same time lose something so precious.\But I lived life to the fullest, so I have no regrets.\Just...\there's one thing that weighs heavy on my heart.\Hey, Hachi... response:	Right now... Are you smiling?
context: Back then, I had a dream that I couldn't give up.\Thanks to that, I was able to obtain so much,\and at the same time lose something so precious.\But I lived life to the fullest, so I have no regrets.\Just...\there's one thing that weighs heavy on my heart.\Hey, Hachi...\Right now... Are you smiling? response:	I can't count how many nights
context: Thanks to that, I was able to obtain so much,\and at the same time lose something so precious.\But I lived life to the fullest, so I have no regrets.\Just...\there's one thing that weighs heavy on my heart.\Hey, Hachi...\Right now... Are you smiling?\I can't count how many nights response:	I wished tomorrow would never come
context: and at the same time lose something so precious.\But I lived life to the fullest, so I have no regrets.\Just...\there's one thing that weighs heavy on my heart.\Hey, Hachi...\Right now... Are you smiling?\I can't count how many nights\I wished tomorrow would never come response:	To live as I am without being fake
context: But I lived life to the fullest, so I have no regrets.\Just...\there's one thing that weighs heavy on my heart.\Hey, Hachi...\Right now... Are you smiling?\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake response:	What do I need
context: Just...\there's one thing that weighs heavy on my heart.\Hey, Hachi...\Right now... Are you smiling?\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need response:	If I don't believe in myself, what can I believe in
context: there's one thing that weighs heavy on my heart.\Hey, Hachi...\Right now... Are you smiling?\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in response:	The answer is too close to see
context: Hey, Hachi...\Right now... Are you smiling?\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see response:	Black tears are falling down
context: Right now... Are you smiling?\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down response:	I have nothing, only sadness
context: I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness response:	I can't put it into words
context: I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words response:	My whole body starts to ache
context: To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words\My whole body starts to ache response:	I can't stand it anymore on my own
