context: My eternal liege, the ultimate demon who knows no rival... response:	my Lord Sesshomaru.
context: Huh?!\Oh no!\Gone! All gone!\They've left! I've been duped!\I sharpened those weapons\to trick Inuyasha and steal his sword!\But I've lost my chance!\Oh yes... I still have that option. response:	Just watch, Inuyasha!
context: Oh no!\Gone! All gone!\They've left! I've been duped!\I sharpened those weapons\to trick Inuyasha and steal his sword!\But I've lost my chance!\Oh yes... I still have that option.\Just watch, Inuyasha! response:	On this night, you and Tetsusaiga shall be separated!
context: Gone! All gone!\They've left! I've been duped!\I sharpened those weapons\to trick Inuyasha and steal his sword!\But I've lost my chance!\Oh yes... I still have that option.\Just watch, Inuyasha!\On this night, you and Tetsusaiga shall be separated! response:	Now that I've gathered flowers for Lord Sesshomaru,
context: They've left! I've been duped!\I sharpened those weapons\to trick Inuyasha and steal his sword!\But I've lost my chance!\Oh yes... I still have that option.\Just watch, Inuyasha!\On this night, you and Tetsusaiga shall be separated!\Now that I've gathered flowers for Lord Sesshomaru, response:	we have to get back.
context: I sharpened those weapons\to trick Inuyasha and steal his sword!\But I've lost my chance!\Oh yes... I still have that option.\Just watch, Inuyasha!\On this night, you and Tetsusaiga shall be separated!\Now that I've gathered flowers for Lord Sesshomaru,\we have to get back. response:	Err... How did we get back?
context: to trick Inuyasha and steal his sword!\But I've lost my chance!\Oh yes... I still have that option.\Just watch, Inuyasha!\On this night, you and Tetsusaiga shall be separated!\Now that I've gathered flowers for Lord Sesshomaru,\we have to get back.\Err... How did we get back? response:	Huh?
context: But I've lost my chance!\Oh yes... I still have that option.\Just watch, Inuyasha!\On this night, you and Tetsusaiga shall be separated!\Now that I've gathered flowers for Lord Sesshomaru,\we have to get back.\Err... How did we get back?\Huh? response:	I don't know which way to go.
context: Oh yes... I still have that option.\Just watch, Inuyasha!\On this night, you and Tetsusaiga shall be separated!\Now that I've gathered flowers for Lord Sesshomaru,\we have to get back.\Err... How did we get back?\Huh?\I don't know which way to go. response:	Say, do you smell Lord Sesshomaru?
context: Just watch, Inuyasha!\On this night, you and Tetsusaiga shall be separated!\Now that I've gathered flowers for Lord Sesshomaru,\we have to get back.\Err... How did we get back?\Huh?\I don't know which way to go.\Say, do you smell Lord Sesshomaru? response:	I see... Oh well...
context: On this night, you and Tetsusaiga shall be separated!\Now that I've gathered flowers for Lord Sesshomaru,\we have to get back.\Err... How did we get back?\Huh?\I don't know which way to go.\Say, do you smell Lord Sesshomaru?\I see... Oh well... response:	Let's go to Master Jaken then.
context: Now that I've gathered flowers for Lord Sesshomaru,\we have to get back.\Err... How did we get back?\Huh?\I don't know which way to go.\Say, do you smell Lord Sesshomaru?\I see... Oh well...\Let's go to Master Jaken then. response:	We sure walked a lot today...
context: we have to get back.\Err... How did we get back?\Huh?\I don't know which way to go.\Say, do you smell Lord Sesshomaru?\I see... Oh well...\Let's go to Master Jaken then.\We sure walked a lot today... response:	Yes.
context: Err... How did we get back?\Huh?\I don't know which way to go.\Say, do you smell Lord Sesshomaru?\I see... Oh well...\Let's go to Master Jaken then.\We sure walked a lot today...\Yes. response:	Huh?
context: Huh?\I don't know which way to go.\Say, do you smell Lord Sesshomaru?\I see... Oh well...\Let's go to Master Jaken then.\We sure walked a lot today...\Yes.\Huh? response:	Is that... a hot spring?
context: I don't know which way to go.\Say, do you smell Lord Sesshomaru?\I see... Oh well...\Let's go to Master Jaken then.\We sure walked a lot today...\Yes.\Huh?\Is that... a hot spring? response:	Huh? Really!
context: Say, do you smell Lord Sesshomaru?\I see... Oh well...\Let's go to Master Jaken then.\We sure walked a lot today...\Yes.\Huh?\Is that... a hot spring?\Huh? Really! response:	Wow! Looks great!
context: I see... Oh well...\Let's go to Master Jaken then.\We sure walked a lot today...\Yes.\Huh?\Is that... a hot spring?\Huh? Really!\Wow! Looks great! response:	Such luck, huh?
context: Let's go to Master Jaken then.\We sure walked a lot today...\Yes.\Huh?\Is that... a hot spring?\Huh? Really!\Wow! Looks great!\Such luck, huh? response:	Shall we bathe together?
context: We sure walked a lot today...\Yes.\Huh?\Is that... a hot spring?\Huh? Really!\Wow! Looks great!\Such luck, huh?\Shall we bathe together? response:	I guess we'll go separately.
context: Yes.\Huh?\Is that... a hot spring?\Huh? Really!\Wow! Looks great!\Such luck, huh?\Shall we bathe together?\I guess we'll go separately. response:	We'll go first!
context: Huh?\Is that... a hot spring?\Huh? Really!\Wow! Looks great!\Such luck, huh?\Shall we bathe together?\I guess we'll go separately.\We'll go first! response:	While Inuyasha is in the spring,
context: Is that... a hot spring?\Huh? Really!\Wow! Looks great!\Such luck, huh?\Shall we bathe together?\I guess we'll go separately.\We'll go first!\While Inuyasha is in the spring, response:	I shall steal away his Tetsusaiga.
context: Huh? Really!\Wow! Looks great!\Such luck, huh?\Shall we bathe together?\I guess we'll go separately.\We'll go first!\While Inuyasha is in the spring,\I shall steal away his Tetsusaiga. response:	Such a nice bath!
context: Wow! Looks great!\Such luck, huh?\Shall we bathe together?\I guess we'll go separately.\We'll go first!\While Inuyasha is in the spring,\I shall steal away his Tetsusaiga.\Such a nice bath! response:	Inuyasha isn't around. Do dog-demons hate baths?
context: Such luck, huh?\Shall we bathe together?\I guess we'll go separately.\We'll go first!\While Inuyasha is in the spring,\I shall steal away his Tetsusaiga.\Such a nice bath!\Inuyasha isn't around. Do dog-demons hate baths? response:	I shoulda asked, too.
context: Shall we bathe together?\I guess we'll go separately.\We'll go first!\While Inuyasha is in the spring,\I shall steal away his Tetsusaiga.\Such a nice bath!\Inuyasha isn't around. Do dog-demons hate baths?\I shoulda asked, too. response:	You're talking about that sharpener?
context: I guess we'll go separately.\We'll go first!\While Inuyasha is in the spring,\I shall steal away his Tetsusaiga.\Such a nice bath!\Inuyasha isn't around. Do dog-demons hate baths?\I shoulda asked, too.\You're talking about that sharpener? response:	Yeah... He looked pretty skilled.
context: We'll go first!\While Inuyasha is in the spring,\I shall steal away his Tetsusaiga.\Such a nice bath!\Inuyasha isn't around. Do dog-demons hate baths?\I shoulda asked, too.\You're talking about that sharpener?\Yeah... He looked pretty skilled. response:	Sharpener? Should I appear as a sharpener?
context: While Inuyasha is in the spring,\I shall steal away his Tetsusaiga.\Such a nice bath!\Inuyasha isn't around. Do dog-demons hate baths?\I shoulda asked, too.\You're talking about that sharpener?\Yeah... He looked pretty skilled.\Sharpener? Should I appear as a sharpener? response:	Then I can take Tetsusaiga! All right!
context: I shall steal away his Tetsusaiga.\Such a nice bath!\Inuyasha isn't around. Do dog-demons hate baths?\I shoulda asked, too.\You're talking about that sharpener?\Yeah... He looked pretty skilled.\Sharpener? Should I appear as a sharpener?\Then I can take Tetsusaiga! All right! response:	Hey, we're done here!
context: Such a nice bath!\Inuyasha isn't around. Do dog-demons hate baths?\I shoulda asked, too.\You're talking about that sharpener?\Yeah... He looked pretty skilled.\Sharpener? Should I appear as a sharpener?\Then I can take Tetsusaiga! All right!\Hey, we're done here! response:	- Yeah! - Shall we go then?
context: Inuyasha isn't around. Do dog-demons hate baths?\I shoulda asked, too.\You're talking about that sharpener?\Yeah... He looked pretty skilled.\Sharpener? Should I appear as a sharpener?\Then I can take Tetsusaiga! All right!\Hey, we're done here!\- Yeah! - Shall we go then? response:	What?! He's gonna bathe? Make up your mind!
context: I shoulda asked, too.\You're talking about that sharpener?\Yeah... He looked pretty skilled.\Sharpener? Should I appear as a sharpener?\Then I can take Tetsusaiga! All right!\Hey, we're done here!\- Yeah! - Shall we go then?\What?! He's gonna bathe? Make up your mind! response:	Don't peek!
context: You're talking about that sharpener?\Yeah... He looked pretty skilled.\Sharpener? Should I appear as a sharpener?\Then I can take Tetsusaiga! All right!\Hey, we're done here!\- Yeah! - Shall we go then?\What?! He's gonna bathe? Make up your mind!\Don't peek! response:	Oh, sorry!
context: Yeah... He looked pretty skilled.\Sharpener? Should I appear as a sharpener?\Then I can take Tetsusaiga! All right!\Hey, we're done here!\- Yeah! - Shall we go then?\What?! He's gonna bathe? Make up your mind!\Don't peek!\Oh, sorry! response:	Who'd peek at you!
context: Sharpener? Should I appear as a sharpener?\Then I can take Tetsusaiga! All right!\Hey, we're done here!\- Yeah! - Shall we go then?\What?! He's gonna bathe? Make up your mind!\Don't peek!\Oh, sorry!\Who'd peek at you! response:	Oh, he didn't mean me.
context: Then I can take Tetsusaiga! All right!\Hey, we're done here!\- Yeah! - Shall we go then?\What?! He's gonna bathe? Make up your mind!\Don't peek!\Oh, sorry!\Who'd peek at you!\Oh, he didn't mean me. response:	Nice bath.
context: Hey, we're done here!\- Yeah! - Shall we go then?\What?! He's gonna bathe? Make up your mind!\Don't peek!\Oh, sorry!\Who'd peek at you!\Oh, he didn't mean me.\Nice bath. response:	Yeah!
context: - Yeah! - Shall we go then?\What?! He's gonna bathe? Make up your mind!\Don't peek!\Oh, sorry!\Who'd peek at you!\Oh, he didn't mean me.\Nice bath.\Yeah! response:	Stay in there for a long time.
context: What?! He's gonna bathe? Make up your mind!\Don't peek!\Oh, sorry!\Who'd peek at you!\Oh, he didn't mean me.\Nice bath.\Yeah!\Stay in there for a long time. response:	Oh!!
context: Don't peek!\Oh, sorry!\Who'd peek at you!\Oh, he didn't mean me.\Nice bath.\Yeah!\Stay in there for a long time.\Oh!! response:	Found Tetsusaiga!
context: Oh, sorry!\Who'd peek at you!\Oh, he didn't mean me.\Nice bath.\Yeah!\Stay in there for a long time.\Oh!!\Found Tetsusaiga! response:	My bad! Wrong move.
context: Who'd peek at you!\Oh, he didn't mean me.\Nice bath.\Yeah!\Stay in there for a long time.\Oh!!\Found Tetsusaiga!\My bad! Wrong move. response:	I know!
context: Oh, he didn't mean me.\Nice bath.\Yeah!\Stay in there for a long time.\Oh!!\Found Tetsusaiga!\My bad! Wrong move.\I know! response:	Use this to...
context: Nice bath.\Yeah!\Stay in there for a long time.\Oh!!\Found Tetsusaiga!\My bad! Wrong move.\I know!\Use this to... response:	Oh!
context: Yeah!\Stay in there for a long time.\Oh!!\Found Tetsusaiga!\My bad! Wrong move.\I know!\Use this to...\Oh! response:	Did it! Got it!
context: Stay in there for a long time.\Oh!!\Found Tetsusaiga!\My bad! Wrong move.\I know!\Use this to...\Oh!\Did it! Got it! response:	That's!
context: Oh!!\Found Tetsusaiga!\My bad! Wrong move.\I know!\Use this to...\Oh!\Did it! Got it!\That's! response:	Sesshomaru!
context: Found Tetsusaiga!\My bad! Wrong move.\I know!\Use this to...\Oh!\Did it! Got it!\That's!\Sesshomaru! response:	Everything's spinning...
context: My bad! Wrong move.\I know!\Use this to...\Oh!\Did it! Got it!\That's!\Sesshomaru!\Everything's spinning... response:	Same here...
context: I know!\Use this to...\Oh!\Did it! Got it!\That's!\Sesshomaru!\Everything's spinning...\Same here... response:	Inuyasha!
context: Use this to...\Oh!\Did it! Got it!\That's!\Sesshomaru!\Everything's spinning...\Same here...\Inuyasha! response:	Yuck!
context: Oh!\Did it! Got it!\That's!\Sesshomaru!\Everything's spinning...\Same here...\Inuyasha!\Yuck! response:	S-Sessho... maru is...
context: Did it! Got it!\That's!\Sesshomaru!\Everything's spinning...\Same here...\Inuyasha!\Yuck!\S-Sessho... maru is... response:	I'll try to stall him. Do something about these two.
context: That's!\Sesshomaru!\Everything's spinning...\Same here...\Inuyasha!\Yuck!\S-Sessho... maru is...\I'll try to stall him. Do something about these two. response:	Let's go, Kirara!
context: Sesshomaru!\Everything's spinning...\Same here...\Inuyasha!\Yuck!\S-Sessho... maru is...\I'll try to stall him. Do something about these two.\Let's go, Kirara! response:	But do what?!
context: Everything's spinning...\Same here...\Inuyasha!\Yuck!\S-Sessho... maru is...\I'll try to stall him. Do something about these two.\Let's go, Kirara!\But do what?! response:	Over there... my clothes.
context: Same here...\Inuyasha!\Yuck!\S-Sessho... maru is...\I'll try to stall him. Do something about these two.\Let's go, Kirara!\But do what?!\Over there... my clothes. response:	There! I found their clothes.
context: Inuyasha!\Yuck!\S-Sessho... maru is...\I'll try to stall him. Do something about these two.\Let's go, Kirara!\But do what?!\Over there... my clothes.\There! I found their clothes. response:	But where's Tetsusaiga?
context: Yuck!\S-Sessho... maru is...\I'll try to stall him. Do something about these two.\Let's go, Kirara!\But do what?!\Over there... my clothes.\There! I found their clothes.\But where's Tetsusaiga? response:	Master Jaken, there you are!
context: S-Sessho... maru is...\I'll try to stall him. Do something about these two.\Let's go, Kirara!\But do what?!\Over there... my clothes.\There! I found their clothes.\But where's Tetsusaiga?\Master Jaken, there you are! response:	Huh? Rin? Why are you here?
context: I'll try to stall him. Do something about these two.\Let's go, Kirara!\But do what?!\Over there... my clothes.\There! I found their clothes.\But where's Tetsusaiga?\Master Jaken, there you are!\Huh? Rin? Why are you here? response:	I'm lost.
context: Let's go, Kirara!\But do what?!\Over there... my clothes.\There! I found their clothes.\But where's Tetsusaiga?\Master Jaken, there you are!\Huh? Rin? Why are you here?\I'm lost. response:	Hold it!
context: But do what?!\Over there... my clothes.\There! I found their clothes.\But where's Tetsusaiga?\Master Jaken, there you are!\Huh? Rin? Why are you here?\I'm lost.\Hold it! response:	Oh no! No, it's okay.
context: Over there... my clothes.\There! I found their clothes.\But where's Tetsusaiga?\Master Jaken, there you are!\Huh? Rin? Why are you here?\I'm lost.\Hold it!\Oh no! No, it's okay. response:	Rin is human, she can hold Tetsusaiga.
context: There! I found their clothes.\But where's Tetsusaiga?\Master Jaken, there you are!\Huh? Rin? Why are you here?\I'm lost.\Hold it!\Oh no! No, it's okay.\Rin is human, she can hold Tetsusaiga. response:	Rin, take this and go to Lord Sesshomaru.
context: But where's Tetsusaiga?\Master Jaken, there you are!\Huh? Rin? Why are you here?\I'm lost.\Hold it!\Oh no! No, it's okay.\Rin is human, she can hold Tetsusaiga.\Rin, take this and go to Lord Sesshomaru. response:	But!
context: Master Jaken, there you are!\Huh? Rin? Why are you here?\I'm lost.\Hold it!\Oh no! No, it's okay.\Rin is human, she can hold Tetsusaiga.\Rin, take this and go to Lord Sesshomaru.\But! response:	Hiraikotsu!
context: Huh? Rin? Why are you here?\I'm lost.\Hold it!\Oh no! No, it's okay.\Rin is human, she can hold Tetsusaiga.\Rin, take this and go to Lord Sesshomaru.\But!\Hiraikotsu! response:	Rin, go while I hold her off!
context: I'm lost.\Hold it!\Oh no! No, it's okay.\Rin is human, she can hold Tetsusaiga.\Rin, take this and go to Lord Sesshomaru.\But!\Hiraikotsu!\Rin, go while I hold her off! response:	You're not getting away!
context: Hold it!\Oh no! No, it's okay.\Rin is human, she can hold Tetsusaiga.\Rin, take this and go to Lord Sesshomaru.\But!\Hiraikotsu!\Rin, go while I hold her off!\You're not getting away! response:	Go around him, Kirara!
context: Oh no! No, it's okay.\Rin is human, she can hold Tetsusaiga.\Rin, take this and go to Lord Sesshomaru.\But!\Hiraikotsu!\Rin, go while I hold her off!\You're not getting away!\Go around him, Kirara! response:	Not so fast!
context: Rin is human, she can hold Tetsusaiga.\Rin, take this and go to Lord Sesshomaru.\But!\Hiraikotsu!\Rin, go while I hold her off!\You're not getting away!\Go around him, Kirara!\Not so fast! response:	Hold it, Jaken!
context: Rin, take this and go to Lord Sesshomaru.\But!\Hiraikotsu!\Rin, go while I hold her off!\You're not getting away!\Go around him, Kirara!\Not so fast!\Hold it, Jaken! response:	Return my Tetsusaiga!
context: But!\Hiraikotsu!\Rin, go while I hold her off!\You're not getting away!\Go around him, Kirara!\Not so fast!\Hold it, Jaken!\Return my Tetsusaiga! response:	I dunno what you're talking about!
context: Hiraikotsu!\Rin, go while I hold her off!\You're not getting away!\Go around him, Kirara!\Not so fast!\Hold it, Jaken!\Return my Tetsusaiga!\I dunno what you're talking about! response:	What?!
context: Rin, go while I hold her off!\You're not getting away!\Go around him, Kirara!\Not so fast!\Hold it, Jaken!\Return my Tetsusaiga!\I dunno what you're talking about!\What?! response:	Master Jaken!
context: You're not getting away!\Go around him, Kirara!\Not so fast!\Hold it, Jaken!\Return my Tetsusaiga!\I dunno what you're talking about!\What?!\Master Jaken! response:	Rin, you fool! Why did you come back?
context: Go around him, Kirara!\Not so fast!\Hold it, Jaken!\Return my Tetsusaiga!\I dunno what you're talking about!\What?!\Master Jaken!\Rin, you fool! Why did you come back? response:	Inuyasha! Are you all right?
context: Not so fast!\Hold it, Jaken!\Return my Tetsusaiga!\I dunno what you're talking about!\What?!\Master Jaken!\Rin, you fool! Why did you come back?\Inuyasha! Are you all right? response:	Yeah...
context: Hold it, Jaken!\Return my Tetsusaiga!\I dunno what you're talking about!\What?!\Master Jaken!\Rin, you fool! Why did you come back?\Inuyasha! Are you all right?\Yeah... response:	That's!
context: Return my Tetsusaiga!\I dunno what you're talking about!\What?!\Master Jaken!\Rin, you fool! Why did you come back?\Inuyasha! Are you all right?\Yeah...\That's! response:	A girl?!
context: I dunno what you're talking about!\What?!\Master Jaken!\Rin, you fool! Why did you come back?\Inuyasha! Are you all right?\Yeah...\That's!\A girl?! response:	Grab on, Master Jaken!
context: What?!\Master Jaken!\Rin, you fool! Why did you come back?\Inuyasha! Are you all right?\Yeah...\That's!\A girl?!\Grab on, Master Jaken! response:	Rin!
context: Master Jaken!\Rin, you fool! Why did you come back?\Inuyasha! Are you all right?\Yeah...\That's!\A girl?!\Grab on, Master Jaken!\Rin! response:	Hang on tight, Master Jaken.
context: Rin, you fool! Why did you come back?\Inuyasha! Are you all right?\Yeah...\That's!\A girl?!\Grab on, Master Jaken!\Rin!\Hang on tight, Master Jaken. response:	Rin, why did you return?
context: Inuyasha! Are you all right?\Yeah...\That's!\A girl?!\Grab on, Master Jaken!\Rin!\Hang on tight, Master Jaken.\Rin, why did you return? response:	Well, I was worried about you.
context: Yeah...\That's!\A girl?!\Grab on, Master Jaken!\Rin!\Hang on tight, Master Jaken.\Rin, why did you return?\Well, I was worried about you. response:	Oh yes, where is Tetsusaiga?
context: That's!\A girl?!\Grab on, Master Jaken!\Rin!\Hang on tight, Master Jaken.\Rin, why did you return?\Well, I was worried about you.\Oh yes, where is Tetsusaiga? response:	Huh?
context: A girl?!\Grab on, Master Jaken!\Rin!\Hang on tight, Master Jaken.\Rin, why did you return?\Well, I was worried about you.\Oh yes, where is Tetsusaiga?\Huh? response:	Oh!
context: Grab on, Master Jaken!\Rin!\Hang on tight, Master Jaken.\Rin, why did you return?\Well, I was worried about you.\Oh yes, where is Tetsusaiga?\Huh?\Oh! response:	Oh?
context: Rin!\Hang on tight, Master Jaken.\Rin, why did you return?\Well, I was worried about you.\Oh yes, where is Tetsusaiga?\Huh?\Oh!\Oh? response:	No!
context: Hang on tight, Master Jaken.\Rin, why did you return?\Well, I was worried about you.\Oh yes, where is Tetsusaiga?\Huh?\Oh!\Oh?\No! response:	Huh? What's the matter, Master Jaken?
context: Rin, why did you return?\Well, I was worried about you.\Oh yes, where is Tetsusaiga?\Huh?\Oh!\Oh?\No!\Huh? What's the matter, Master Jaken? response:	Master Jaken!
context: Well, I was worried about you.\Oh yes, where is Tetsusaiga?\Huh?\Oh!\Oh?\No!\Huh? What's the matter, Master Jaken?\Master Jaken! response:	Hey!
context: Oh yes, where is Tetsusaiga?\Huh?\Oh!\Oh?\No!\Huh? What's the matter, Master Jaken?\Master Jaken!\Hey! response:	Damn that Jaken! I'll get'im next time!
context: Huh?\Oh!\Oh?\No!\Huh? What's the matter, Master Jaken?\Master Jaken!\Hey!\Damn that Jaken! I'll get'im next time! response:	Tetsusaiga seems to be what he wanted.
context: Oh!\Oh?\No!\Huh? What's the matter, Master Jaken?\Master Jaken!\Hey!\Damn that Jaken! I'll get'im next time!\Tetsusaiga seems to be what he wanted. response:	Sesshomaru himself was nowhere to be found.
context: Oh?\No!\Huh? What's the matter, Master Jaken?\Master Jaken!\Hey!\Damn that Jaken! I'll get'im next time!\Tetsusaiga seems to be what he wanted.\Sesshomaru himself was nowhere to be found. response:	Jaken worked alone on this.
context: No!\Huh? What's the matter, Master Jaken?\Master Jaken!\Hey!\Damn that Jaken! I'll get'im next time!\Tetsusaiga seems to be what he wanted.\Sesshomaru himself was nowhere to be found.\Jaken worked alone on this. response:	What's the matter, Kagome?
context: Huh? What's the matter, Master Jaken?\Master Jaken!\Hey!\Damn that Jaken! I'll get'im next time!\Tetsusaiga seems to be what he wanted.\Sesshomaru himself was nowhere to be found.\Jaken worked alone on this.\What's the matter, Kagome? response:	Was something stolen from you?
context: Master Jaken!\Hey!\Damn that Jaken! I'll get'im next time!\Tetsusaiga seems to be what he wanted.\Sesshomaru himself was nowhere to be found.\Jaken worked alone on this.\What's the matter, Kagome?\Was something stolen from you? response:	No, it's nothing.
context: Hey!\Damn that Jaken! I'll get'im next time!\Tetsusaiga seems to be what he wanted.\Sesshomaru himself was nowhere to be found.\Jaken worked alone on this.\What's the matter, Kagome?\Was something stolen from you?\No, it's nothing. response:	No one's noticed.
context: Damn that Jaken! I'll get'im next time!\Tetsusaiga seems to be what he wanted.\Sesshomaru himself was nowhere to be found.\Jaken worked alone on this.\What's the matter, Kagome?\Was something stolen from you?\No, it's nothing.\No one's noticed. response:	Sesshomaru is supposed to despise humans.
context: Tetsusaiga seems to be what he wanted.\Sesshomaru himself was nowhere to be found.\Jaken worked alone on this.\What's the matter, Kagome?\Was something stolen from you?\No, it's nothing.\No one's noticed.\Sesshomaru is supposed to despise humans. response:	Yet it was...
context: Sesshomaru himself was nowhere to be found.\Jaken worked alone on this.\What's the matter, Kagome?\Was something stolen from you?\No, it's nothing.\No one's noticed.\Sesshomaru is supposed to despise humans.\Yet it was... response:	It was a human girl who saved Jaken.
context: Jaken worked alone on this.\What's the matter, Kagome?\Was something stolen from you?\No, it's nothing.\No one's noticed.\Sesshomaru is supposed to despise humans.\Yet it was...\It was a human girl who saved Jaken. response:	What's the meaning of this?
context: What's the matter, Kagome?\Was something stolen from you?\No, it's nothing.\No one's noticed.\Sesshomaru is supposed to despise humans.\Yet it was...\It was a human girl who saved Jaken.\What's the meaning of this? response:	All that work for nothing.
context: Was something stolen from you?\No, it's nothing.\No one's noticed.\Sesshomaru is supposed to despise humans.\Yet it was...\It was a human girl who saved Jaken.\What's the meaning of this?\All that work for nothing. response:	They all look so good.
context: No, it's nothing.\No one's noticed.\Sesshomaru is supposed to despise humans.\Yet it was...\It was a human girl who saved Jaken.\What's the meaning of this?\All that work for nothing.\They all look so good. response:	Which would you choose, Master Jaken?
context: No one's noticed.\Sesshomaru is supposed to despise humans.\Yet it was...\It was a human girl who saved Jaken.\What's the meaning of this?\All that work for nothing.\They all look so good.\Which would you choose, Master Jaken? response:	Whichever! I don't care!
context: Sesshomaru is supposed to despise humans.\Yet it was...\It was a human girl who saved Jaken.\What's the meaning of this?\All that work for nothing.\They all look so good.\Which would you choose, Master Jaken?\Whichever! I don't care! response:	Maybe I'll take two, even three.
context: Yet it was...\It was a human girl who saved Jaken.\What's the meaning of this?\All that work for nothing.\They all look so good.\Which would you choose, Master Jaken?\Whichever! I don't care!\Maybe I'll take two, even three. response:	Lord Sesshomaru and his whims!
context: It was a human girl who saved Jaken.\What's the meaning of this?\All that work for nothing.\They all look so good.\Which would you choose, Master Jaken?\Whichever! I don't care!\Maybe I'll take two, even three.\Lord Sesshomaru and his whims! response:	Keeping a human girl at his side.
context: What's the meaning of this?\All that work for nothing.\They all look so good.\Which would you choose, Master Jaken?\Whichever! I don't care!\Maybe I'll take two, even three.\Lord Sesshomaru and his whims!\Keeping a human girl at his side. response:	This is so sweet, too!
context: All that work for nothing.\They all look so good.\Which would you choose, Master Jaken?\Whichever! I don't care!\Maybe I'll take two, even three.\Lord Sesshomaru and his whims!\Keeping a human girl at his side.\This is so sweet, too! response:	Master Jaken, you keep watch okay?
context: They all look so good.\Which would you choose, Master Jaken?\Whichever! I don't care!\Maybe I'll take two, even three.\Lord Sesshomaru and his whims!\Keeping a human girl at his side.\This is so sweet, too!\Master Jaken, you keep watch okay? response:	Oh well, it cannot be helped.
context: Which would you choose, Master Jaken?\Whichever! I don't care!\Maybe I'll take two, even three.\Lord Sesshomaru and his whims!\Keeping a human girl at his side.\This is so sweet, too!\Master Jaken, you keep watch okay?\Oh well, it cannot be helped. response:	I was worried about you.
context: Whichever! I don't care!\Maybe I'll take two, even three.\Lord Sesshomaru and his whims!\Keeping a human girl at his side.\This is so sweet, too!\Master Jaken, you keep watch okay?\Oh well, it cannot be helped.\I was worried about you. response:	That moment, if Rin had not returned,
context: Maybe I'll take two, even three.\Lord Sesshomaru and his whims!\Keeping a human girl at his side.\This is so sweet, too!\Master Jaken, you keep watch okay?\Oh well, it cannot be helped.\I was worried about you.\That moment, if Rin had not returned, response:	I would have been beaten badly by Inuyasha...
context: Lord Sesshomaru and his whims!\Keeping a human girl at his side.\This is so sweet, too!\Master Jaken, you keep watch okay?\Oh well, it cannot be helped.\I was worried about you.\That moment, if Rin had not returned,\I would have been beaten badly by Inuyasha... response:	Huh?! You're!
context: Keeping a human girl at his side.\This is so sweet, too!\Master Jaken, you keep watch okay?\Oh well, it cannot be helped.\I was worried about you.\That moment, if Rin had not returned,\I would have been beaten badly by Inuyasha...\Huh?! You're! response:	Sesshomaru can be so careless.
context: This is so sweet, too!\Master Jaken, you keep watch okay?\Oh well, it cannot be helped.\I was worried about you.\That moment, if Rin had not returned,\I would have been beaten badly by Inuyasha...\Huh?! You're!\Sesshomaru can be so careless. response:	Taking his eyes off his ward.
context: Master Jaken, you keep watch okay?\Oh well, it cannot be helped.\I was worried about you.\That moment, if Rin had not returned,\I would have been beaten badly by Inuyasha...\Huh?! You're!\Sesshomaru can be so careless.\Taking his eyes off his ward. response:	Ohh!
context: Oh well, it cannot be helped.\I was worried about you.\That moment, if Rin had not returned,\I would have been beaten badly by Inuyasha...\Huh?! You're!\Sesshomaru can be so careless.\Taking his eyes off his ward.\Ohh! response:	Rin!
context: I was worried about you.\That moment, if Rin had not returned,\I would have been beaten badly by Inuyasha...\Huh?! You're!\Sesshomaru can be so careless.\Taking his eyes off his ward.\Ohh!\Rin! response:	Rin!
context: That moment, if Rin had not returned,\I would have been beaten badly by Inuyasha...\Huh?! You're!\Sesshomaru can be so careless.\Taking his eyes off his ward.\Ohh!\Rin!\Rin! response:	Riiin!
context: I would have been beaten badly by Inuyasha...\Huh?! You're!\Sesshomaru can be so careless.\Taking his eyes off his ward.\Ohh!\Rin!\Rin!\Riiin! response:	Lord Sesshomaru! Rin has been abducted!
context: Huh?! You're!\Sesshomaru can be so careless.\Taking his eyes off his ward.\Ohh!\Rin!\Rin!\Riiin!\Lord Sesshomaru! Rin has been abducted! response:	It was Naraku.
context: Sesshomaru can be so careless.\Taking his eyes off his ward.\Ohh!\Rin!\Rin!\Riiin!\Lord Sesshomaru! Rin has been abducted!\It was Naraku. response:	What's he up to anyway?!
context: Taking his eyes off his ward.\Ohh!\Rin!\Rin!\Riiin!\Lord Sesshomaru! Rin has been abducted!\It was Naraku.\What's he up to anyway?! response:	Fool! Did he think that I would take action
context: Ohh!\Rin!\Rin!\Riiin!\Lord Sesshomaru! Rin has been abducted!\It was Naraku.\What's he up to anyway?!\Fool! Did he think that I would take action response:	over a mere mortal?
context: Rin!\Rin!\Riiin!\Lord Sesshomaru! Rin has been abducted!\It was Naraku.\What's he up to anyway?!\Fool! Did he think that I would take action\over a mere mortal? response:	And yet, he still walked straight into Naraku's den!
context: Rin!\Riiin!\Lord Sesshomaru! Rin has been abducted!\It was Naraku.\What's he up to anyway?!\Fool! Did he think that I would take action\over a mere mortal?\And yet, he still walked straight into Naraku's den! response:	Lord Sesshomaru! Talk about shy and reserved!
context: Riiin!\Lord Sesshomaru! Rin has been abducted!\It was Naraku.\What's he up to anyway?!\Fool! Did he think that I would take action\over a mere mortal?\And yet, he still walked straight into Naraku's den!\Lord Sesshomaru! Talk about shy and reserved! response:	Next on Inuyasha: Sesshomaru and the Abducted Rin
