context: You're Old Now response:	A letter?
context: It was dumb to even ask you.\Um...\Um...\You, the redhead who ran 7.38 seconds.\Huh?\What? You were talking to me?\Use my name!\Why would you remember my time? response:	Spite?!
context: Um...\Um...\You, the redhead who ran 7.38 seconds.\Huh?\What? You were talking to me?\Use my name!\Why would you remember my time?\Spite?! response:	Spite? How so?
context: Um...\You, the redhead who ran 7.38 seconds.\Huh?\What? You were talking to me?\Use my name!\Why would you remember my time?\Spite?!\Spite? How so? response:	It's a pretty good time.
context: You, the redhead who ran 7.38 seconds.\Huh?\What? You were talking to me?\Use my name!\Why would you remember my time?\Spite?!\Spite? How so?\It's a pretty good time. response:	As for your name, I'm sorry.
context: Huh?\What? You were talking to me?\Use my name!\Why would you remember my time?\Spite?!\Spite? How so?\It's a pretty good time.\As for your name, I'm sorry. response:	I don't know it, so I couldn't use it.
context: What? You were talking to me?\Use my name!\Why would you remember my time?\Spite?!\Spite? How so?\It's a pretty good time.\As for your name, I'm sorry.\I don't know it, so I couldn't use it. response:	You're kidding.
context: Use my name!\Why would you remember my time?\Spite?!\Spite? How so?\It's a pretty good time.\As for your name, I'm sorry.\I don't know it, so I couldn't use it.\You're kidding. response:	We were on the class rep committee all of last year.
context: Why would you remember my time?\Spite?!\Spite? How so?\It's a pretty good time.\As for your name, I'm sorry.\I don't know it, so I couldn't use it.\You're kidding.\We were on the class rep committee all of last year. response:	I was the Class 1 rep...
context: Spite?!\Spite? How so?\It's a pretty good time.\As for your name, I'm sorry.\I don't know it, so I couldn't use it.\You're kidding.\We were on the class rep committee all of last year.\I was the Class 1 rep... response:	This girl!
context: Spite? How so?\It's a pretty good time.\As for your name, I'm sorry.\I don't know it, so I couldn't use it.\You're kidding.\We were on the class rep committee all of last year.\I was the Class 1 rep...\This girl! response:	Sorry, but I just don't remember it.
context: It's a pretty good time.\As for your name, I'm sorry.\I don't know it, so I couldn't use it.\You're kidding.\We were on the class rep committee all of last year.\I was the Class 1 rep...\This girl!\Sorry, but I just don't remember it. response:	Would you tell me your name?
context: As for your name, I'm sorry.\I don't know it, so I couldn't use it.\You're kidding.\We were on the class rep committee all of last year.\I was the Class 1 rep...\This girl!\Sorry, but I just don't remember it.\Would you tell me your name? response:	What the...?
context: I don't know it, so I couldn't use it.\You're kidding.\We were on the class rep committee all of last year.\I was the Class 1 rep...\This girl!\Sorry, but I just don't remember it.\Would you tell me your name?\What the...? response:	What's with this mocking, victorious smirk?!
context: You're kidding.\We were on the class rep committee all of last year.\I was the Class 1 rep...\This girl!\Sorry, but I just don't remember it.\Would you tell me your name?\What the...?\What's with this mocking, victorious smirk?! response:	Am I not even worth remembering?
context: We were on the class rep committee all of last year.\I was the Class 1 rep...\This girl!\Sorry, but I just don't remember it.\Would you tell me your name?\What the...?\What's with this mocking, victorious smirk?!\Am I not even worth remembering? response:	Kariu.
context: I was the Class 1 rep...\This girl!\Sorry, but I just don't remember it.\Would you tell me your name?\What the...?\What's with this mocking, victorious smirk?!\Am I not even worth remembering?\Kariu. response:	Kariu Rena.
context: This girl!\Sorry, but I just don't remember it.\Would you tell me your name?\What the...?\What's with this mocking, victorious smirk?!\Am I not even worth remembering?\Kariu.\Kariu Rena. response:	It's my pleasure, Hishiro Chizuru-san.
context: Sorry, but I just don't remember it.\Would you tell me your name?\What the...?\What's with this mocking, victorious smirk?!\Am I not even worth remembering?\Kariu.\Kariu Rena.\It's my pleasure, Hishiro Chizuru-san. response:	I'll remember.
context: Would you tell me your name?\What the...?\What's with this mocking, victorious smirk?!\Am I not even worth remembering?\Kariu.\Kariu Rena.\It's my pleasure, Hishiro Chizuru-san.\I'll remember. response:	And thank you.
context: What the...?\What's with this mocking, victorious smirk?!\Am I not even worth remembering?\Kariu.\Kariu Rena.\It's my pleasure, Hishiro Chizuru-san.\I'll remember.\And thank you. response:	It's almost my turn.
context: What's with this mocking, victorious smirk?!\Am I not even worth remembering?\Kariu.\Kariu Rena.\It's my pleasure, Hishiro Chizuru-san.\I'll remember.\And thank you.\It's almost my turn. response:	I spoke to you because I need you to take over stopwatch duty.
context: Am I not even worth remembering?\Kariu.\Kariu Rena.\It's my pleasure, Hishiro Chizuru-san.\I'll remember.\And thank you.\It's almost my turn.\I spoke to you because I need you to take over stopwatch duty. response:	Oh.
context: Kariu.\Kariu Rena.\It's my pleasure, Hishiro Chizuru-san.\I'll remember.\And thank you.\It's almost my turn.\I spoke to you because I need you to take over stopwatch duty.\Oh. response:	But why me?
context: Kariu Rena.\It's my pleasure, Hishiro Chizuru-san.\I'll remember.\And thank you.\It's almost my turn.\I spoke to you because I need you to take over stopwatch duty.\Oh.\But why me? response:	You were standing nearby.
context: It's my pleasure, Hishiro Chizuru-san.\I'll remember.\And thank you.\It's almost my turn.\I spoke to you because I need you to take over stopwatch duty.\Oh.\But why me?\You were standing nearby. response:	Is this girl for real?
context: I'll remember.\And thank you.\It's almost my turn.\I spoke to you because I need you to take over stopwatch duty.\Oh.\But why me?\You were standing nearby.\Is this girl for real? response:	On your marks!
context: And thank you.\It's almost my turn.\I spoke to you because I need you to take over stopwatch duty.\Oh.\But why me?\You were standing nearby.\Is this girl for real?\On your marks! response:	I never imagined she wouldn't even remember my name.
context: It's almost my turn.\I spoke to you because I need you to take over stopwatch duty.\Oh.\But why me?\You were standing nearby.\Is this girl for real?\On your marks!\I never imagined she wouldn't even remember my name. response:	And here I thought we were rivals.
context: I spoke to you because I need you to take over stopwatch duty.\Oh.\But why me?\You were standing nearby.\Is this girl for real?\On your marks!\I never imagined she wouldn't even remember my name.\And here I thought we were rivals. response:	I'm a fool.
context: Oh.\But why me?\You were standing nearby.\Is this girl for real?\On your marks!\I never imagined she wouldn't even remember my name.\And here I thought we were rivals.\I'm a fool. response:	Okay, we're doing 50m sprints next.
context: But why me?\You were standing nearby.\Is this girl for real?\On your marks!\I never imagined she wouldn't even remember my name.\And here I thought we were rivals.\I'm a fool.\Okay, we're doing 50m sprints next. response:	Move out!
context: You were standing nearby.\Is this girl for real?\On your marks!\I never imagined she wouldn't even remember my name.\And here I thought we were rivals.\I'm a fool.\Okay, we're doing 50m sprints next.\Move out! response:	Yoake-san.
context: Is this girl for real?\On your marks!\I never imagined she wouldn't even remember my name.\And here I thought we were rivals.\I'm a fool.\Okay, we're doing 50m sprints next.\Move out!\Yoake-san. response:	Can I see your chart?
context: On your marks!\I never imagined she wouldn't even remember my name.\And here I thought we were rivals.\I'm a fool.\Okay, we're doing 50m sprints next.\Move out!\Yoake-san.\Can I see your chart? response:	Go ahead.
context: I never imagined she wouldn't even remember my name.\And here I thought we were rivals.\I'm a fool.\Okay, we're doing 50m sprints next.\Move out!\Yoake-san.\Can I see your chart?\Go ahead. response:	What the? It's like you deliberately scored the average.
context: And here I thought we were rivals.\I'm a fool.\Okay, we're doing 50m sprints next.\Move out!\Yoake-san.\Can I see your chart?\Go ahead.\What the? It's like you deliberately scored the average. response:	I'm surprised you can even manage that.
context: I'm a fool.\Okay, we're doing 50m sprints next.\Move out!\Yoake-san.\Can I see your chart?\Go ahead.\What the? It's like you deliberately scored the average.\I'm surprised you can even manage that. response:	This is my second year as a student.
context: Okay, we're doing 50m sprints next.\Move out!\Yoake-san.\Can I see your chart?\Go ahead.\What the? It's like you deliberately scored the average.\I'm surprised you can even manage that.\This is my second year as a student. response:	I'm not out of shape, like you are.
context: Move out!\Yoake-san.\Can I see your chart?\Go ahead.\What the? It's like you deliberately scored the average.\I'm surprised you can even manage that.\This is my second year as a student.\I'm not out of shape, like you are. response:	Well, getting that rusty body back in shape is part of ReLIFE.
context: Yoake-san.\Can I see your chart?\Go ahead.\What the? It's like you deliberately scored the average.\I'm surprised you can even manage that.\This is my second year as a student.\I'm not out of shape, like you are.\Well, getting that rusty body back in shape is part of ReLIFE. response:	But you'd better remember that your body isn't young before you hurt yourself.
context: Can I see your chart?\Go ahead.\What the? It's like you deliberately scored the average.\I'm surprised you can even manage that.\This is my second year as a student.\I'm not out of shape, like you are.\Well, getting that rusty body back in shape is part of ReLIFE.\But you'd better remember that your body isn't young before you hurt yourself. response:	I know the youth around you gets you all fired up.
context: Go ahead.\What the? It's like you deliberately scored the average.\I'm surprised you can even manage that.\This is my second year as a student.\I'm not out of shape, like you are.\Well, getting that rusty body back in shape is part of ReLIFE.\But you'd better remember that your body isn't young before you hurt yourself.\I know the youth around you gets you all fired up. response:	But you're old now.
context: What the? It's like you deliberately scored the average.\I'm surprised you can even manage that.\This is my second year as a student.\I'm not out of shape, like you are.\Well, getting that rusty body back in shape is part of ReLIFE.\But you'd better remember that your body isn't young before you hurt yourself.\I know the youth around you gets you all fired up.\But you're old now. response:	Shut up! Twenty-seven isn't that old!
context: I'm surprised you can even manage that.\This is my second year as a student.\I'm not out of shape, like you are.\Well, getting that rusty body back in shape is part of ReLIFE.\But you'd better remember that your body isn't young before you hurt yourself.\I know the youth around you gets you all fired up.\But you're old now.\Shut up! Twenty-seven isn't that old! response:	Unless I say it myself!
context: This is my second year as a student.\I'm not out of shape, like you are.\Well, getting that rusty body back in shape is part of ReLIFE.\But you'd better remember that your body isn't young before you hurt yourself.\I know the youth around you gets you all fired up.\But you're old now.\Shut up! Twenty-seven isn't that old!\Unless I say it myself! response:	But you don't want others to say so?
context: I'm not out of shape, like you are.\Well, getting that rusty body back in shape is part of ReLIFE.\But you'd better remember that your body isn't young before you hurt yourself.\I know the youth around you gets you all fired up.\But you're old now.\Shut up! Twenty-seven isn't that old!\Unless I say it myself!\But you don't want others to say so? response:	You're at a delicate age, huh?
context: Well, getting that rusty body back in shape is part of ReLIFE.\But you'd better remember that your body isn't young before you hurt yourself.\I know the youth around you gets you all fired up.\But you're old now.\Shut up! Twenty-seven isn't that old!\Unless I say it myself!\But you don't want others to say so?\You're at a delicate age, huh? response:	And you were actually leering at those girls, right?
context: But you'd better remember that your body isn't young before you hurt yourself.\I know the youth around you gets you all fired up.\But you're old now.\Shut up! Twenty-seven isn't that old!\Unless I say it myself!\But you don't want others to say so?\You're at a delicate age, huh?\And you were actually leering at those girls, right? response:	Inukai went after you for it.
context: I know the youth around you gets you all fired up.\But you're old now.\Shut up! Twenty-seven isn't that old!\Unless I say it myself!\But you don't want others to say so?\You're at a delicate age, huh?\And you were actually leering at those girls, right?\Inukai went after you for it. response:	We won't stop love, but please... no crimes.
context: But you're old now.\Shut up! Twenty-seven isn't that old!\Unless I say it myself!\But you don't want others to say so?\You're at a delicate age, huh?\And you were actually leering at those girls, right?\Inukai went after you for it.\We won't stop love, but please... no crimes. response:	I wouldn't!
context: Shut up! Twenty-seven isn't that old!\Unless I say it myself!\But you don't want others to say so?\You're at a delicate age, huh?\And you were actually leering at those girls, right?\Inukai went after you for it.\We won't stop love, but please... no crimes.\I wouldn't! response:	If I don't warm up,
context: Unless I say it myself!\But you don't want others to say so?\You're at a delicate age, huh?\And you were actually leering at those girls, right?\Inukai went after you for it.\We won't stop love, but please... no crimes.\I wouldn't!\If I don't warm up, response:	it'll be a repeat of the ball mess.
context: But you don't want others to say so?\You're at a delicate age, huh?\And you were actually leering at those girls, right?\Inukai went after you for it.\We won't stop love, but please... no crimes.\I wouldn't!\If I don't warm up,\it'll be a repeat of the ball mess. response:	I might even get a cramp...
context: You're at a delicate age, huh?\And you were actually leering at those girls, right?\Inukai went after you for it.\We won't stop love, but please... no crimes.\I wouldn't!\If I don't warm up,\it'll be a repeat of the ball mess.\I might even get a cramp... response:	And, in the worst-case scenario, snap my Achilles tendon.
context: And you were actually leering at those girls, right?\Inukai went after you for it.\We won't stop love, but please... no crimes.\I wouldn't!\If I don't warm up,\it'll be a repeat of the ball mess.\I might even get a cramp...\And, in the worst-case scenario, snap my Achilles tendon. response:	For real.
context: Inukai went after you for it.\We won't stop love, but please... no crimes.\I wouldn't!\If I don't warm up,\it'll be a repeat of the ball mess.\I might even get a cramp...\And, in the worst-case scenario, snap my Achilles tendon.\For real. response:	Ready!
context: We won't stop love, but please... no crimes.\I wouldn't!\If I don't warm up,\it'll be a repeat of the ball mess.\I might even get a cramp...\And, in the worst-case scenario, snap my Achilles tendon.\For real.\Ready! response:	I don't see anyone in front...
context: I wouldn't!\If I don't warm up,\it'll be a repeat of the ball mess.\I might even get a cramp...\And, in the worst-case scenario, snap my Achilles tendon.\For real.\Ready!\I don't see anyone in front... response:	I'm in the lead?
context: If I don't warm up,\it'll be a repeat of the ball mess.\I might even get a cramp...\And, in the worst-case scenario, snap my Achilles tendon.\For real.\Ready!\I don't see anyone in front...\I'm in the lead? response:	Cool, I can still run
context: it'll be a repeat of the ball mess.\I might even get a cramp...\And, in the worst-case scenario, snap my Achilles tendon.\For real.\Ready!\I don't see anyone in front...\I'm in the lead?\Cool, I can still run response:	Kaizaki!
context: I might even get a cramp...\And, in the worst-case scenario, snap my Achilles tendon.\For real.\Ready!\I don't see anyone in front...\I'm in the lead?\Cool, I can still run\Kaizaki! response:	At kindergarten or grade school sports festivals,
context: And, in the worst-case scenario, snap my Achilles tendon.\For real.\Ready!\I don't see anyone in front...\I'm in the lead?\Cool, I can still run\Kaizaki!\At kindergarten or grade school sports festivals, response:	there are dads who get all fired up to run
context: For real.\Ready!\I don't see anyone in front...\I'm in the lead?\Cool, I can still run\Kaizaki!\At kindergarten or grade school sports festivals,\there are dads who get all fired up to run response:	but lose their balance and fall flat on their faces.
context: Ready!\I don't see anyone in front...\I'm in the lead?\Cool, I can still run\Kaizaki!\At kindergarten or grade school sports festivals,\there are dads who get all fired up to run\but lose their balance and fall flat on their faces. response:	Like I just did.
context: I don't see anyone in front...\I'm in the lead?\Cool, I can still run\Kaizaki!\At kindergarten or grade school sports festivals,\there are dads who get all fired up to run\but lose their balance and fall flat on their faces.\Like I just did. response:	Are you okay, Kaizaki-kun?
context: I'm in the lead?\Cool, I can still run\Kaizaki!\At kindergarten or grade school sports festivals,\there are dads who get all fired up to run\but lose their balance and fall flat on their faces.\Like I just did.\Are you okay, Kaizaki-kun? response:	A-Asaji-kun...
context: Cool, I can still run\Kaizaki!\At kindergarten or grade school sports festivals,\there are dads who get all fired up to run\but lose their balance and fall flat on their faces.\Like I just did.\Are you okay, Kaizaki-kun?\A-Asaji-kun... response:	I'm fine...
context: Kaizaki!\At kindergarten or grade school sports festivals,\there are dads who get all fired up to run\but lose their balance and fall flat on their faces.\Like I just did.\Are you okay, Kaizaki-kun?\A-Asaji-kun...\I'm fine... response:	Damn, that's gory! You're not fine!
context: At kindergarten or grade school sports festivals,\there are dads who get all fired up to run\but lose their balance and fall flat on their faces.\Like I just did.\Are you okay, Kaizaki-kun?\A-Asaji-kun...\I'm fine...\Damn, that's gory! You're not fine! response:	I'll take you to the nurse's office. Get on.
context: there are dads who get all fired up to run\but lose their balance and fall flat on their faces.\Like I just did.\Are you okay, Kaizaki-kun?\A-Asaji-kun...\I'm fine...\Damn, that's gory! You're not fine!\I'll take you to the nurse's office. Get on. response:	Uh, but...
context: but lose their balance and fall flat on their faces.\Like I just did.\Are you okay, Kaizaki-kun?\A-Asaji-kun...\I'm fine...\Damn, that's gory! You're not fine!\I'll take you to the nurse's office. Get on.\Uh, but... response:	I'm really okay...
context: Like I just did.\Are you okay, Kaizaki-kun?\A-Asaji-kun...\I'm fine...\Damn, that's gory! You're not fine!\I'll take you to the nurse's office. Get on.\Uh, but...\I'm really okay... response:	You clearly aren't okay! Come on!
context: Are you okay, Kaizaki-kun?\A-Asaji-kun...\I'm fine...\Damn, that's gory! You're not fine!\I'll take you to the nurse's office. Get on.\Uh, but...\I'm really okay...\You clearly aren't okay! Come on! response:	Usa-sensei, we'll be in the nurse's office.
context: A-Asaji-kun...\I'm fine...\Damn, that's gory! You're not fine!\I'll take you to the nurse's office. Get on.\Uh, but...\I'm really okay...\You clearly aren't okay! Come on!\Usa-sensei, we'll be in the nurse's office. response:	A-Asaji-kun! Put me down!
context: I'm fine...\Damn, that's gory! You're not fine!\I'll take you to the nurse's office. Get on.\Uh, but...\I'm really okay...\You clearly aren't okay! Come on!\Usa-sensei, we'll be in the nurse's office.\A-Asaji-kun! Put me down! response:	Don't worry, I'm strong enough!
context: Damn, that's gory! You're not fine!\I'll take you to the nurse's office. Get on.\Uh, but...\I'm really okay...\You clearly aren't okay! Come on!\Usa-sensei, we'll be in the nurse's office.\A-Asaji-kun! Put me down!\Don't worry, I'm strong enough! response:	That's not the problem!
context: I'll take you to the nurse's office. Get on.\Uh, but...\I'm really okay...\You clearly aren't okay! Come on!\Usa-sensei, we'll be in the nurse's office.\A-Asaji-kun! Put me down!\Don't worry, I'm strong enough!\That's not the problem! response:	Princess-carried by a dude ten years younger...
context: Uh, but...\I'm really okay...\You clearly aren't okay! Come on!\Usa-sensei, we'll be in the nurse's office.\A-Asaji-kun! Put me down!\Don't worry, I'm strong enough!\That's not the problem!\Princess-carried by a dude ten years younger... response:	Just throw me away!
context: I'm really okay...\You clearly aren't okay! Come on!\Usa-sensei, we'll be in the nurse's office.\A-Asaji-kun! Put me down!\Don't worry, I'm strong enough!\That's not the problem!\Princess-carried by a dude ten years younger...\Just throw me away! response:	Huh? What's up with the boys?
context: You clearly aren't okay! Come on!\Usa-sensei, we'll be in the nurse's office.\A-Asaji-kun! Put me down!\Don't worry, I'm strong enough!\That's not the problem!\Princess-carried by a dude ten years younger...\Just throw me away!\Huh? What's up with the boys? response:	Dunno.
context: Usa-sensei, we'll be in the nurse's office.\A-Asaji-kun! Put me down!\Don't worry, I'm strong enough!\That's not the problem!\Princess-carried by a dude ten years younger...\Just throw me away!\Huh? What's up with the boys?\Dunno. response:	Looks like Arata-kun tripped and hurt himself.
context: A-Asaji-kun! Put me down!\Don't worry, I'm strong enough!\That's not the problem!\Princess-carried by a dude ten years younger...\Just throw me away!\Huh? What's up with the boys?\Dunno.\Looks like Arata-kun tripped and hurt himself. response:	That's so lame!
context: Don't worry, I'm strong enough!\That's not the problem!\Princess-carried by a dude ten years younger...\Just throw me away!\Huh? What's up with the boys?\Dunno.\Looks like Arata-kun tripped and hurt himself.\That's so lame! response:	Mornin'.
context: That's not the problem!\Princess-carried by a dude ten years younger...\Just throw me away!\Huh? What's up with the boys?\Dunno.\Looks like Arata-kun tripped and hurt himself.\That's so lame!\Mornin'. response:	Good morning, Kaizaki-san.
context: Princess-carried by a dude ten years younger...\Just throw me away!\Huh? What's up with the boys?\Dunno.\Looks like Arata-kun tripped and hurt himself.\That's so lame!\Mornin'.\Good morning, Kaizaki-san. response:	You walk to school?
context: Just throw me away!\Huh? What's up with the boys?\Dunno.\Looks like Arata-kun tripped and hurt himself.\That's so lame!\Mornin'.\Good morning, Kaizaki-san.\You walk to school? response:	Yes, from the station.
context: Huh? What's up with the boys?\Dunno.\Looks like Arata-kun tripped and hurt himself.\That's so lame!\Mornin'.\Good morning, Kaizaki-san.\You walk to school?\Yes, from the station. response:	Me, too.
context: Dunno.\Looks like Arata-kun tripped and hurt himself.\That's so lame!\Mornin'.\Good morning, Kaizaki-san.\You walk to school?\Yes, from the station.\Me, too. response:	Are you always alone?
context: Looks like Arata-kun tripped and hurt himself.\That's so lame!\Mornin'.\Good morning, Kaizaki-san.\You walk to school?\Yes, from the station.\Me, too.\Are you always alone? response:	You never come with anyone?
context: That's so lame!\Mornin'.\Good morning, Kaizaki-san.\You walk to school?\Yes, from the station.\Me, too.\Are you always alone?\You never come with anyone? response:	Is that bad? Weird?
context: Mornin'.\Good morning, Kaizaki-san.\You walk to school?\Yes, from the station.\Me, too.\Are you always alone?\You never come with anyone?\Is that bad? Weird? response:	Nobody said it was.
context: Good morning, Kaizaki-san.\You walk to school?\Yes, from the station.\Me, too.\Are you always alone?\You never come with anyone?\Is that bad? Weird?\Nobody said it was. response:	I mean, I'm alone, too.
context: You walk to school?\Yes, from the station.\Me, too.\Are you always alone?\You never come with anyone?\Is that bad? Weird?\Nobody said it was.\I mean, I'm alone, too. response:	Well, you just transferred here.
context: Yes, from the station.\Me, too.\Are you always alone?\You never come with anyone?\Is that bad? Weird?\Nobody said it was.\I mean, I'm alone, too.\Well, you just transferred here. response:	That hasn't healed yet?
context: Me, too.\Are you always alone?\You never come with anyone?\Is that bad? Weird?\Nobody said it was.\I mean, I'm alone, too.\Well, you just transferred here.\That hasn't healed yet? response:	Uh, yeah...
context: Are you always alone?\You never come with anyone?\Is that bad? Weird?\Nobody said it was.\I mean, I'm alone, too.\Well, you just transferred here.\That hasn't healed yet?\Uh, yeah... response:	It's been a while, but it hasn't...
context: You never come with anyone?\Is that bad? Weird?\Nobody said it was.\I mean, I'm alone, too.\Well, you just transferred here.\That hasn't healed yet?\Uh, yeah...\It's been a while, but it hasn't... response:	Is that the natural healing power of a high school student?
context: Is that bad? Weird?\Nobody said it was.\I mean, I'm alone, too.\Well, you just transferred here.\That hasn't healed yet?\Uh, yeah...\It's been a while, but it hasn't...\Is that the natural healing power of a high school student? response:	M-Maybe so?
context: Nobody said it was.\I mean, I'm alone, too.\Well, you just transferred here.\That hasn't healed yet?\Uh, yeah...\It's been a while, but it hasn't...\Is that the natural healing power of a high school student?\M-Maybe so? response:	My knee still throbs, too.
context: I mean, I'm alone, too.\Well, you just transferred here.\That hasn't healed yet?\Uh, yeah...\It's been a while, but it hasn't...\Is that the natural healing power of a high school student?\M-Maybe so?\My knee still throbs, too. response:	I wouldn't know.
context: Well, you just transferred here.\That hasn't healed yet?\Uh, yeah...\It's been a while, but it hasn't...\Is that the natural healing power of a high school student?\M-Maybe so?\My knee still throbs, too.\I wouldn't know. response:	I haven't fallen down since grade school.
context: That hasn't healed yet?\Uh, yeah...\It's been a while, but it hasn't...\Is that the natural healing power of a high school student?\M-Maybe so?\My knee still throbs, too.\I wouldn't know.\I haven't fallen down since grade school. response:	Right.
context: Uh, yeah...\It's been a while, but it hasn't...\Is that the natural healing power of a high school student?\M-Maybe so?\My knee still throbs, too.\I wouldn't know.\I haven't fallen down since grade school.\Right. response:	Huh? Kaizaki and Hishiro...
context: It's been a while, but it hasn't...\Is that the natural healing power of a high school student?\M-Maybe so?\My knee still throbs, too.\I wouldn't know.\I haven't fallen down since grade school.\Right.\Huh? Kaizaki and Hishiro... response:	What the hell?! She can smile just fine!
context: Is that the natural healing power of a high school student?\M-Maybe so?\My knee still throbs, too.\I wouldn't know.\I haven't fallen down since grade school.\Right.\Huh? Kaizaki and Hishiro...\What the hell?! She can smile just fine! response:	So what was that before?
context: M-Maybe so?\My knee still throbs, too.\I wouldn't know.\I haven't fallen down since grade school.\Right.\Huh? Kaizaki and Hishiro...\What the hell?! She can smile just fine!\So what was that before? response:	Mornin', Kariu.
context: My knee still throbs, too.\I wouldn't know.\I haven't fallen down since grade school.\Right.\Huh? Kaizaki and Hishiro...\What the hell?! She can smile just fine!\So what was that before?\Mornin', Kariu. response:	Mor...
context: I wouldn't know.\I haven't fallen down since grade school.\Right.\Huh? Kaizaki and Hishiro...\What the hell?! She can smile just fine!\So what was that before?\Mornin', Kariu.\Mor... response:	Good morning,
context: I haven't fallen down since grade school.\Right.\Huh? Kaizaki and Hishiro...\What the hell?! She can smile just fine!\So what was that before?\Mornin', Kariu.\Mor...\Good morning, response:	Kariu-san.
context: Right.\Huh? Kaizaki and Hishiro...\What the hell?! She can smile just fine!\So what was that before?\Mornin', Kariu.\Mor...\Good morning,\Kariu-san. response:	I get it.
context: Huh? Kaizaki and Hishiro...\What the hell?! She can smile just fine!\So what was that before?\Mornin', Kariu.\Mor...\Good morning,\Kariu-san.\I get it. response:	She pretends to be serious.
context: What the hell?! She can smile just fine!\So what was that before?\Mornin', Kariu.\Mor...\Good morning,\Kariu-san.\I get it.\She pretends to be serious. response:	I didn't think she was the type.
context: So what was that before?\Mornin', Kariu.\Mor...\Good morning,\Kariu-san.\I get it.\She pretends to be serious.\I didn't think she was the type. response:	But she acts nice around the boys.
context: Mornin', Kariu.\Mor...\Good morning,\Kariu-san.\I get it.\She pretends to be serious.\I didn't think she was the type.\But she acts nice around the boys. response:	The other day, we had a physical fitness test.
context: Mor...\Good morning,\Kariu-san.\I get it.\She pretends to be serious.\I didn't think she was the type.\But she acts nice around the boys.\The other day, we had a physical fitness test. response:	I'd explained to him before that he only looked young, and inside, he was still twenty-seven.
context: Good morning,\Kariu-san.\I get it.\She pretends to be serious.\I didn't think she was the type.\But she acts nice around the boys.\The other day, we had a physical fitness test.\I'd explained to him before that he only looked young, and inside, he was still twenty-seven. response:	Perhaps it wasn't easy to adjust, even though he knew in his head,
context: Kariu-san.\I get it.\She pretends to be serious.\I didn't think she was the type.\But she acts nice around the boys.\The other day, we had a physical fitness test.\I'd explained to him before that he only looked young, and inside, he was still twenty-seven.\Perhaps it wasn't easy to adjust, even though he knew in his head, response:	so he hurt himself badly.
context: I get it.\She pretends to be serious.\I didn't think she was the type.\But she acts nice around the boys.\The other day, we had a physical fitness test.\I'd explained to him before that he only looked young, and inside, he was still twenty-seven.\Perhaps it wasn't easy to adjust, even though he knew in his head,\so he hurt himself badly. response:	He seemed quite unhappy to have kids ten years younger feeling sorry for him,
context: She pretends to be serious.\I didn't think she was the type.\But she acts nice around the boys.\The other day, we had a physical fitness test.\I'd explained to him before that he only looked young, and inside, he was still twenty-seven.\Perhaps it wasn't easy to adjust, even though he knew in his head,\so he hurt himself badly.\He seemed quite unhappy to have kids ten years younger feeling sorry for him, response:	but it's helped him find his place in the class.
context: I didn't think she was the type.\But she acts nice around the boys.\The other day, we had a physical fitness test.\I'd explained to him before that he only looked young, and inside, he was still twenty-seven.\Perhaps it wasn't easy to adjust, even though he knew in his head,\so he hurt himself badly.\He seemed quite unhappy to have kids ten years younger feeling sorry for him,\but it's helped him find his place in the class. response:	Oga Kazuomi
context: But she acts nice around the boys.\The other day, we had a physical fitness test.\I'd explained to him before that he only looked young, and inside, he was still twenty-seven.\Perhaps it wasn't easy to adjust, even though he knew in his head,\so he hurt himself badly.\He seemed quite unhappy to have kids ten years younger feeling sorry for him,\but it's helped him find his place in the class.\Oga Kazuomi response:	Kariu Rena
context: The other day, we had a physical fitness test.\I'd explained to him before that he only looked young, and inside, he was still twenty-seven.\Perhaps it wasn't easy to adjust, even though he knew in his head,\so he hurt himself badly.\He seemed quite unhappy to have kids ten years younger feeling sorry for him,\but it's helped him find his place in the class.\Oga Kazuomi\Kariu Rena response:	It's pretty clear now which classmates he gets along with.
context: I'd explained to him before that he only looked young, and inside, he was still twenty-seven.\Perhaps it wasn't easy to adjust, even though he knew in his head,\so he hurt himself badly.\He seemed quite unhappy to have kids ten years younger feeling sorry for him,\but it's helped him find his place in the class.\Oga Kazuomi\Kariu Rena\It's pretty clear now which classmates he gets along with. response:	It's been a month since he started school.
context: Perhaps it wasn't easy to adjust, even though he knew in his head,\so he hurt himself badly.\He seemed quite unhappy to have kids ten years younger feeling sorry for him,\but it's helped him find his place in the class.\Oga Kazuomi\Kariu Rena\It's pretty clear now which classmates he gets along with.\It's been a month since he started school. response:	It's not easy to form a community that fast with high school kids.
context: so he hurt himself badly.\He seemed quite unhappy to have kids ten years younger feeling sorry for him,\but it's helped him find his place in the class.\Oga Kazuomi\Kariu Rena\It's pretty clear now which classmates he gets along with.\It's been a month since he started school.\It's not easy to form a community that fast with high school kids. response:	One month since the experiment began.
context: He seemed quite unhappy to have kids ten years younger feeling sorry for him,\but it's helped him find his place in the class.\Oga Kazuomi\Kariu Rena\It's pretty clear now which classmates he gets along with.\It's been a month since he started school.\It's not easy to form a community that fast with high school kids.\One month since the experiment began. response:	April 25th Nothing special happened today, again. Still isn't fitting in with the class. Still getting used to the high school experience. I'll keep watch, patiently.
