context: I'd been thinking for a while... response:	Is something that will disappear the same as something that never existed?
context: I see.\In spite of what I say about him, I actually like that man...\I mean, when the electricity goes out at the studio, they all come out and start swordfighting with beam sabers.\On top of that, they all seem so happy.\It's the first time I've met an adult as stupid as Dad.\And the same goes for his ridiculous company...\What about that girl?\She told me, I'll watch you forever. response:	She's such a strong woman.
context: In spite of what I say about him, I actually like that man...\I mean, when the electricity goes out at the studio, they all come out and start swordfighting with beam sabers.\On top of that, they all seem so happy.\It's the first time I've met an adult as stupid as Dad.\And the same goes for his ridiculous company...\What about that girl?\She told me, I'll watch you forever.\She's such a strong woman. response:	She immediately saw that I was trying to abandon everything.
context: I mean, when the electricity goes out at the studio, they all come out and start swordfighting with beam sabers.\On top of that, they all seem so happy.\It's the first time I've met an adult as stupid as Dad.\And the same goes for his ridiculous company...\What about that girl?\She told me, I'll watch you forever.\She's such a strong woman.\She immediately saw that I was trying to abandon everything. response:	She told me, Please, don't run away.
context: On top of that, they all seem so happy.\It's the first time I've met an adult as stupid as Dad.\And the same goes for his ridiculous company...\What about that girl?\She told me, I'll watch you forever.\She's such a strong woman.\She immediately saw that I was trying to abandon everything.\She told me, Please, don't run away. response:	Let's get through it together.
context: It's the first time I've met an adult as stupid as Dad.\And the same goes for his ridiculous company...\What about that girl?\She told me, I'll watch you forever.\She's such a strong woman.\She immediately saw that I was trying to abandon everything.\She told me, Please, don't run away.\Let's get through it together. response:	You can run away in an instant.
context: And the same goes for his ridiculous company...\What about that girl?\She told me, I'll watch you forever.\She's such a strong woman.\She immediately saw that I was trying to abandon everything.\She told me, Please, don't run away.\Let's get through it together.\You can run away in an instant. response:	But still, isn't it terrible?
context: What about that girl?\She told me, I'll watch you forever.\She's such a strong woman.\She immediately saw that I was trying to abandon everything.\She told me, Please, don't run away.\Let's get through it together.\You can run away in an instant.\But still, isn't it terrible? response:	When you're told, I'll watch you forever, you have no choice but to give it your best.
context: She told me, I'll watch you forever.\She's such a strong woman.\She immediately saw that I was trying to abandon everything.\She told me, Please, don't run away.\Let's get through it together.\You can run away in an instant.\But still, isn't it terrible?\When you're told, I'll watch you forever, you have no choice but to give it your best. response:	But when I thought about pulling myself together and seeing her again...
context: She's such a strong woman.\She immediately saw that I was trying to abandon everything.\She told me, Please, don't run away.\Let's get through it together.\You can run away in an instant.\But still, isn't it terrible?\When you're told, I'll watch you forever, you have no choice but to give it your best.\But when I thought about pulling myself together and seeing her again... response:	Well, naturally.
context: She immediately saw that I was trying to abandon everything.\She told me, Please, don't run away.\Let's get through it together.\You can run away in an instant.\But still, isn't it terrible?\When you're told, I'll watch you forever, you have no choice but to give it your best.\But when I thought about pulling myself together and seeing her again...\Well, naturally. response:	It's morning already.
context: She told me, Please, don't run away.\Let's get through it together.\You can run away in an instant.\But still, isn't it terrible?\When you're told, I'll watch you forever, you have no choice but to give it your best.\But when I thought about pulling myself together and seeing her again...\Well, naturally.\It's morning already. response:	It's the light...
context: Let's get through it together.\You can run away in an instant.\But still, isn't it terrible?\When you're told, I'll watch you forever, you have no choice but to give it your best.\But when I thought about pulling myself together and seeing her again...\Well, naturally.\It's morning already.\It's the light... response:	Yeah.
context: You can run away in an instant.\But still, isn't it terrible?\When you're told, I'll watch you forever, you have no choice but to give it your best.\But when I thought about pulling myself together and seeing her again...\Well, naturally.\It's morning already.\It's the light...\Yeah. response:	I think I finally understand what Dad was trying to tell us.
context: But still, isn't it terrible?\When you're told, I'll watch you forever, you have no choice but to give it your best.\But when I thought about pulling myself together and seeing her again...\Well, naturally.\It's morning already.\It's the light...\Yeah.\I think I finally understand what Dad was trying to tell us. response:	Yeah.
context: When you're told, I'll watch you forever, you have no choice but to give it your best.\But when I thought about pulling myself together and seeing her again...\Well, naturally.\It's morning already.\It's the light...\Yeah.\I think I finally understand what Dad was trying to tell us.\Yeah. response:	Me too.
context: But when I thought about pulling myself together and seeing her again...\Well, naturally.\It's morning already.\It's the light...\Yeah.\I think I finally understand what Dad was trying to tell us.\Yeah.\Me too. response:	And so, in the spring...
context: Well, naturally.\It's morning already.\It's the light...\Yeah.\I think I finally understand what Dad was trying to tell us.\Yeah.\Me too.\And so, in the spring... response:	Hagu-chan and I, after she was discharged from the hospital, graduated from Hamabi.
context: It's morning already.\It's the light...\Yeah.\I think I finally understand what Dad was trying to tell us.\Yeah.\Me too.\And so, in the spring...\Hagu-chan and I, after she was discharged from the hospital, graduated from Hamabi. response:	Graduation - Hamadayama College of Art
context: It's the light...\Yeah.\I think I finally understand what Dad was trying to tell us.\Yeah.\Me too.\And so, in the spring...\Hagu-chan and I, after she was discharged from the hospital, graduated from Hamabi.\Graduation - Hamadayama College of Art response:	And now, in commemoration of Hagu-chan and Takemoto-kun's graduation, and Takemoto-kun's departure to Morioka...
context: Yeah.\I think I finally understand what Dad was trying to tell us.\Yeah.\Me too.\And so, in the spring...\Hagu-chan and I, after she was discharged from the hospital, graduated from Hamabi.\Graduation - Hamadayama College of Art\And now, in commemoration of Hagu-chan and Takemoto-kun's graduation, and Takemoto-kun's departure to Morioka... response:	Cheers!
context: I think I finally understand what Dad was trying to tell us.\Yeah.\Me too.\And so, in the spring...\Hagu-chan and I, after she was discharged from the hospital, graduated from Hamabi.\Graduation - Hamadayama College of Art\And now, in commemoration of Hagu-chan and Takemoto-kun's graduation, and Takemoto-kun's departure to Morioka...\Cheers! response:	Is this it? The TV show that Peter Lucas and Morita-san appeared in?
context: Yeah.\Me too.\And so, in the spring...\Hagu-chan and I, after she was discharged from the hospital, graduated from Hamabi.\Graduation - Hamadayama College of Art\And now, in commemoration of Hagu-chan and Takemoto-kun's graduation, and Takemoto-kun's departure to Morioka...\Cheers!\Is this it? The TV show that Peter Lucas and Morita-san appeared in? response:	I heard it's a special documentary for a movie channel.
context: Me too.\And so, in the spring...\Hagu-chan and I, after she was discharged from the hospital, graduated from Hamabi.\Graduation - Hamadayama College of Art\And now, in commemoration of Hagu-chan and Takemoto-kun's graduation, and Takemoto-kun's departure to Morioka...\Cheers!\Is this it? The TV show that Peter Lucas and Morita-san appeared in?\I heard it's a special documentary for a movie channel. response:	Morita-san sure seems like a movie star now.
context: And so, in the spring...\Hagu-chan and I, after she was discharged from the hospital, graduated from Hamabi.\Graduation - Hamadayama College of Art\And now, in commemoration of Hagu-chan and Takemoto-kun's graduation, and Takemoto-kun's departure to Morioka...\Cheers!\Is this it? The TV show that Peter Lucas and Morita-san appeared in?\I heard it's a special documentary for a movie channel.\Morita-san sure seems like a movie star now. response:	He seems so full of himself.
context: Hagu-chan and I, after she was discharged from the hospital, graduated from Hamabi.\Graduation - Hamadayama College of Art\And now, in commemoration of Hagu-chan and Takemoto-kun's graduation, and Takemoto-kun's departure to Morioka...\Cheers!\Is this it? The TV show that Peter Lucas and Morita-san appeared in?\I heard it's a special documentary for a movie channel.\Morita-san sure seems like a movie star now.\He seems so full of himself. response:	No... he hasn't changed.
context: Graduation - Hamadayama College of Art\And now, in commemoration of Hagu-chan and Takemoto-kun's graduation, and Takemoto-kun's departure to Morioka...\Cheers!\Is this it? The TV show that Peter Lucas and Morita-san appeared in?\I heard it's a special documentary for a movie channel.\Morita-san sure seems like a movie star now.\He seems so full of himself.\No... he hasn't changed. response:	So you've finally decided, Morita...
context: And now, in commemoration of Hagu-chan and Takemoto-kun's graduation, and Takemoto-kun's departure to Morioka...\Cheers!\Is this it? The TV show that Peter Lucas and Morita-san appeared in?\I heard it's a special documentary for a movie channel.\Morita-san sure seems like a movie star now.\He seems so full of himself.\No... he hasn't changed.\So you've finally decided, Morita... response:	What is it?
context: Cheers!\Is this it? The TV show that Peter Lucas and Morita-san appeared in?\I heard it's a special documentary for a movie channel.\Morita-san sure seems like a movie star now.\He seems so full of himself.\No... he hasn't changed.\So you've finally decided, Morita...\What is it? response:	Nothing, I was just thinking to myself.
context: Is this it? The TV show that Peter Lucas and Morita-san appeared in?\I heard it's a special documentary for a movie channel.\Morita-san sure seems like a movie star now.\He seems so full of himself.\No... he hasn't changed.\So you've finally decided, Morita...\What is it?\Nothing, I was just thinking to myself. response:	By the way, Takemoto...
context: I heard it's a special documentary for a movie channel.\Morita-san sure seems like a movie star now.\He seems so full of himself.\No... he hasn't changed.\So you've finally decided, Morita...\What is it?\Nothing, I was just thinking to myself.\By the way, Takemoto... response:	What time was your bullet train tomorrow?
context: Morita-san sure seems like a movie star now.\He seems so full of himself.\No... he hasn't changed.\So you've finally decided, Morita...\What is it?\Nothing, I was just thinking to myself.\By the way, Takemoto...\What time was your bullet train tomorrow? response:	Oh, it's at 9:30 A.M.
context: He seems so full of himself.\No... he hasn't changed.\So you've finally decided, Morita...\What is it?\Nothing, I was just thinking to myself.\By the way, Takemoto...\What time was your bullet train tomorrow?\Oh, it's at 9:30 A.M. response:	What about your apartment?
context: No... he hasn't changed.\So you've finally decided, Morita...\What is it?\Nothing, I was just thinking to myself.\By the way, Takemoto...\What time was your bullet train tomorrow?\Oh, it's at 9:30 A.M.\What about your apartment? response:	I've already cleaned it out. It's empty.
context: So you've finally decided, Morita...\What is it?\Nothing, I was just thinking to myself.\By the way, Takemoto...\What time was your bullet train tomorrow?\Oh, it's at 9:30 A.M.\What about your apartment?\I've already cleaned it out. It's empty. response:	Then, where are you staying tonight?
context: What is it?\Nothing, I was just thinking to myself.\By the way, Takemoto...\What time was your bullet train tomorrow?\Oh, it's at 9:30 A.M.\What about your apartment?\I've already cleaned it out. It's empty.\Then, where are you staying tonight? response:	Oh, he's staying in my room.
context: Nothing, I was just thinking to myself.\By the way, Takemoto...\What time was your bullet train tomorrow?\Oh, it's at 9:30 A.M.\What about your apartment?\I've already cleaned it out. It's empty.\Then, where are you staying tonight?\Oh, he's staying in my room. response:	This being the last time and all.
context: By the way, Takemoto...\What time was your bullet train tomorrow?\Oh, it's at 9:30 A.M.\What about your apartment?\I've already cleaned it out. It's empty.\Then, where are you staying tonight?\Oh, he's staying in my room.\This being the last time and all. response:	The last time...
context: What time was your bullet train tomorrow?\Oh, it's at 9:30 A.M.\What about your apartment?\I've already cleaned it out. It's empty.\Then, where are you staying tonight?\Oh, he's staying in my room.\This being the last time and all.\The last time... response:	H-Huh? Um...
context: Oh, it's at 9:30 A.M.\What about your apartment?\I've already cleaned it out. It's empty.\Then, where are you staying tonight?\Oh, he's staying in my room.\This being the last time and all.\The last time...\H-Huh? Um... response:	Oh, that's right! Hagu, c-can you go buy some ice cream?
context: What about your apartment?\I've already cleaned it out. It's empty.\Then, where are you staying tonight?\Oh, he's staying in my room.\This being the last time and all.\The last time...\H-Huh? Um...\Oh, that's right! Hagu, c-can you go buy some ice cream? response:	Y-Yeah! Ice cream! Good idea!
context: I've already cleaned it out. It's empty.\Then, where are you staying tonight?\Oh, he's staying in my room.\This being the last time and all.\The last time...\H-Huh? Um...\Oh, that's right! Hagu, c-can you go buy some ice cream?\Y-Yeah! Ice cream! Good idea! response:	T-Takemoto! P-Please go with her!
context: Then, where are you staying tonight?\Oh, he's staying in my room.\This being the last time and all.\The last time...\H-Huh? Um...\Oh, that's right! Hagu, c-can you go buy some ice cream?\Y-Yeah! Ice cream! Good idea!\T-Takemoto! P-Please go with her! response:	O-O-Okay!
context: Oh, he's staying in my room.\This being the last time and all.\The last time...\H-Huh? Um...\Oh, that's right! Hagu, c-can you go buy some ice cream?\Y-Yeah! Ice cream! Good idea!\T-Takemoto! P-Please go with her!\O-O-Okay! response:	That was close... I was about to cry.
context: This being the last time and all.\The last time...\H-Huh? Um...\Oh, that's right! Hagu, c-can you go buy some ice cream?\Y-Yeah! Ice cream! Good idea!\T-Takemoto! P-Please go with her!\O-O-Okay!\That was close... I was about to cry. response:	Me too.
context: The last time...\H-Huh? Um...\Oh, that's right! Hagu, c-can you go buy some ice cream?\Y-Yeah! Ice cream! Good idea!\T-Takemoto! P-Please go with her!\O-O-Okay!\That was close... I was about to cry.\Me too. response:	Me three.
context: H-Huh? Um...\Oh, that's right! Hagu, c-can you go buy some ice cream?\Y-Yeah! Ice cream! Good idea!\T-Takemoto! P-Please go with her!\O-O-Okay!\That was close... I was about to cry.\Me too.\Me three. response:	It's beautiful.
context: Oh, that's right! Hagu, c-can you go buy some ice cream?\Y-Yeah! Ice cream! Good idea!\T-Takemoto! P-Please go with her!\O-O-Okay!\That was close... I was about to cry.\Me too.\Me three.\It's beautiful. response:	Yeah.
context: Y-Yeah! Ice cream! Good idea!\T-Takemoto! P-Please go with her!\O-O-Okay!\That was close... I was about to cry.\Me too.\Me three.\It's beautiful.\Yeah. response:	I think the temples that you will fix are fortunate.
context: T-Takemoto! P-Please go with her!\O-O-Okay!\That was close... I was about to cry.\Me too.\Me three.\It's beautiful.\Yeah.\I think the temples that you will fix are fortunate. response:	I've always been watching you making that tower, so I can tell.
context: O-O-Okay!\That was close... I was about to cry.\Me too.\Me three.\It's beautiful.\Yeah.\I think the temples that you will fix are fortunate.\I've always been watching you making that tower, so I can tell. response:	You aren't careless nor do you cut corners, Takemoto-kun.
context: That was close... I was about to cry.\Me too.\Me three.\It's beautiful.\Yeah.\I think the temples that you will fix are fortunate.\I've always been watching you making that tower, so I can tell.\You aren't careless nor do you cut corners, Takemoto-kun. response:	You'll fix them with all of your heart.
context: Me too.\Me three.\It's beautiful.\Yeah.\I think the temples that you will fix are fortunate.\I've always been watching you making that tower, so I can tell.\You aren't careless nor do you cut corners, Takemoto-kun.\You'll fix them with all of your heart. response:	That's why I think the temples are fortunate.
context: Me three.\It's beautiful.\Yeah.\I think the temples that you will fix are fortunate.\I've always been watching you making that tower, so I can tell.\You aren't careless nor do you cut corners, Takemoto-kun.\You'll fix them with all of your heart.\That's why I think the temples are fortunate. response:	Thank you.
context: It's beautiful.\Yeah.\I think the temples that you will fix are fortunate.\I've always been watching you making that tower, so I can tell.\You aren't careless nor do you cut corners, Takemoto-kun.\You'll fix them with all of your heart.\That's why I think the temples are fortunate.\Thank you. response:	I'll try my hardest, too. I want my efforts to match yours.
context: Yeah.\I think the temples that you will fix are fortunate.\I've always been watching you making that tower, so I can tell.\You aren't careless nor do you cut corners, Takemoto-kun.\You'll fix them with all of your heart.\That's why I think the temples are fortunate.\Thank you.\I'll try my hardest, too. I want my efforts to match yours. response:	I'm going to fix my right hand for sure.
context: I think the temples that you will fix are fortunate.\I've always been watching you making that tower, so I can tell.\You aren't careless nor do you cut corners, Takemoto-kun.\You'll fix them with all of your heart.\That's why I think the temples are fortunate.\Thank you.\I'll try my hardest, too. I want my efforts to match yours.\I'm going to fix my right hand for sure. response:	If not...
context: I've always been watching you making that tower, so I can tell.\You aren't careless nor do you cut corners, Takemoto-kun.\You'll fix them with all of your heart.\That's why I think the temples are fortunate.\Thank you.\I'll try my hardest, too. I want my efforts to match yours.\I'm going to fix my right hand for sure.\If not... response:	I won't be able to return anything to Shuu-chan.
context: You aren't careless nor do you cut corners, Takemoto-kun.\You'll fix them with all of your heart.\That's why I think the temples are fortunate.\Thank you.\I'll try my hardest, too. I want my efforts to match yours.\I'm going to fix my right hand for sure.\If not...\I won't be able to return anything to Shuu-chan. response:	Hagu-chan...
context: You'll fix them with all of your heart.\That's why I think the temples are fortunate.\Thank you.\I'll try my hardest, too. I want my efforts to match yours.\I'm going to fix my right hand for sure.\If not...\I won't be able to return anything to Shuu-chan.\Hagu-chan... response:	That's not true.
context: That's why I think the temples are fortunate.\Thank you.\I'll try my hardest, too. I want my efforts to match yours.\I'm going to fix my right hand for sure.\If not...\I won't be able to return anything to Shuu-chan.\Hagu-chan...\That's not true. response:	The thing that Sensei is looking for isn't up to you to return...
context: Thank you.\I'll try my hardest, too. I want my efforts to match yours.\I'm going to fix my right hand for sure.\If not...\I won't be able to return anything to Shuu-chan.\Hagu-chan...\That's not true.\The thing that Sensei is looking for isn't up to you to return... response:	And I believe that Sensei is a man who can find it.
context: I'll try my hardest, too. I want my efforts to match yours.\I'm going to fix my right hand for sure.\If not...\I won't be able to return anything to Shuu-chan.\Hagu-chan...\That's not true.\The thing that Sensei is looking for isn't up to you to return...\And I believe that Sensei is a man who can find it. response:	I'm sure of it.
context: I'm going to fix my right hand for sure.\If not...\I won't be able to return anything to Shuu-chan.\Hagu-chan...\That's not true.\The thing that Sensei is looking for isn't up to you to return...\And I believe that Sensei is a man who can find it.\I'm sure of it. response:	Thank you, Takemoto-kun.
context: If not...\I won't be able to return anything to Shuu-chan.\Hagu-chan...\That's not true.\The thing that Sensei is looking for isn't up to you to return...\And I believe that Sensei is a man who can find it.\I'm sure of it.\Thank you, Takemoto-kun. response:	A six-tatami room with no bath, ten minute walk from the college.
context: I won't be able to return anything to Shuu-chan.\Hagu-chan...\That's not true.\The thing that Sensei is looking for isn't up to you to return...\And I believe that Sensei is a man who can find it.\I'm sure of it.\Thank you, Takemoto-kun.\A six-tatami room with no bath, ten minute walk from the college. response:	Built twenty-eight years ago, rent 34,000 yen.
context: Hagu-chan...\That's not true.\The thing that Sensei is looking for isn't up to you to return...\And I believe that Sensei is a man who can find it.\I'm sure of it.\Thank you, Takemoto-kun.\A six-tatami room with no bath, ten minute walk from the college.\Built twenty-eight years ago, rent 34,000 yen. response:	The morning sun is bright since it faces east.
context: That's not true.\The thing that Sensei is looking for isn't up to you to return...\And I believe that Sensei is a man who can find it.\I'm sure of it.\Thank you, Takemoto-kun.\A six-tatami room with no bath, ten minute walk from the college.\Built twenty-eight years ago, rent 34,000 yen.\The morning sun is bright since it faces east. response:	Today, I leave this room.
context: The thing that Sensei is looking for isn't up to you to return...\And I believe that Sensei is a man who can find it.\I'm sure of it.\Thank you, Takemoto-kun.\A six-tatami room with no bath, ten minute walk from the college.\Built twenty-eight years ago, rent 34,000 yen.\The morning sun is bright since it faces east.\Today, I leave this room. response:	Yamabiko 47 to Morioka will be departing from track 21 shortly.
context: And I believe that Sensei is a man who can find it.\I'm sure of it.\Thank you, Takemoto-kun.\A six-tatami room with no bath, ten minute walk from the college.\Built twenty-eight years ago, rent 34,000 yen.\The morning sun is bright since it faces east.\Today, I leave this room.\Yamabiko 47 to Morioka will be departing from track 21 shortly. response:	Geez. It's completely empty.
context: I'm sure of it.\Thank you, Takemoto-kun.\A six-tatami room with no bath, ten minute walk from the college.\Built twenty-eight years ago, rent 34,000 yen.\The morning sun is bright since it faces east.\Today, I leave this room.\Yamabiko 47 to Morioka will be departing from track 21 shortly.\Geez. It's completely empty. response:	Oh, well...
context: Thank you, Takemoto-kun.\A six-tatami room with no bath, ten minute walk from the college.\Built twenty-eight years ago, rent 34,000 yen.\The morning sun is bright since it faces east.\Today, I leave this room.\Yamabiko 47 to Morioka will be departing from track 21 shortly.\Geez. It's completely empty.\Oh, well... response:	Quiet isn't bad.
context: A six-tatami room with no bath, ten minute walk from the college.\Built twenty-eight years ago, rent 34,000 yen.\The morning sun is bright since it faces east.\Today, I leave this room.\Yamabiko 47 to Morioka will be departing from track 21 shortly.\Geez. It's completely empty.\Oh, well...\Quiet isn't bad. response:	It's a little lonely thought.
context: Built twenty-eight years ago, rent 34,000 yen.\The morning sun is bright since it faces east.\Today, I leave this room.\Yamabiko 47 to Morioka will be departing from track 21 shortly.\Geez. It's completely empty.\Oh, well...\Quiet isn't bad.\It's a little lonely thought. response:	H-Hagu-chan!
context: The morning sun is bright since it faces east.\Today, I leave this room.\Yamabiko 47 to Morioka will be departing from track 21 shortly.\Geez. It's completely empty.\Oh, well...\Quiet isn't bad.\It's a little lonely thought.\H-Hagu-chan! response:	Hagu-chan!
context: Today, I leave this room.\Yamabiko 47 to Morioka will be departing from track 21 shortly.\Geez. It's completely empty.\Oh, well...\Quiet isn't bad.\It's a little lonely thought.\H-Hagu-chan!\Hagu-chan! response:	Takemoto-kun!
context: Yamabiko 47 to Morioka will be departing from track 21 shortly.\Geez. It's completely empty.\Oh, well...\Quiet isn't bad.\It's a little lonely thought.\H-Hagu-chan!\Hagu-chan!\Takemoto-kun! response:	Hagu-chan, why?
context: Geez. It's completely empty.\Oh, well...\Quiet isn't bad.\It's a little lonely thought.\H-Hagu-chan!\Hagu-chan!\Takemoto-kun!\Hagu-chan, why? response:	Takemoto-kun, I'm glad I caught you.
context: Oh, well...\Quiet isn't bad.\It's a little lonely thought.\H-Hagu-chan!\Hagu-chan!\Takemoto-kun!\Hagu-chan, why?\Takemoto-kun, I'm glad I caught you. response:	Here!
context: Quiet isn't bad.\It's a little lonely thought.\H-Hagu-chan!\Hagu-chan!\Takemoto-kun!\Hagu-chan, why?\Takemoto-kun, I'm glad I caught you.\Here! response:	nameraka ni sunda sawa no mizu wo Showering myself without hesitation...
context: It's a little lonely thought.\H-Hagu-chan!\Hagu-chan!\Takemoto-kun!\Hagu-chan, why?\Takemoto-kun, I'm glad I caught you.\Here!\nameraka ni sunda sawa no mizu wo Showering myself without hesitation... response:	tamerau koto mo naku nagashikomi...with the crystal-clear water from the brook.
context: H-Hagu-chan!\Hagu-chan!\Takemoto-kun!\Hagu-chan, why?\Takemoto-kun, I'm glad I caught you.\Here!\nameraka ni sunda sawa no mizu wo Showering myself without hesitation...\tamerau koto mo naku nagashikomi...with the crystal-clear water from the brook. response:	natsukashiku kaoru gogo no kaze wo I laugh to myself wistfully...
context: Hagu-chan!\Takemoto-kun!\Hagu-chan, why?\Takemoto-kun, I'm glad I caught you.\Here!\nameraka ni sunda sawa no mizu wo Showering myself without hesitation...\tamerau koto mo naku nagashikomi...with the crystal-clear water from the brook.\natsukashiku kaoru gogo no kaze wo I laugh to myself wistfully... response:	nureta kubisuji ni ukete warau...as I feel the afternoon wind on my wet neck.
context: Takemoto-kun!\Hagu-chan, why?\Takemoto-kun, I'm glad I caught you.\Here!\nameraka ni sunda sawa no mizu wo Showering myself without hesitation...\tamerau koto mo naku nagashikomi...with the crystal-clear water from the brook.\natsukashiku kaoru gogo no kaze wo I laugh to myself wistfully...\nureta kubisuji ni ukete warau...as I feel the afternoon wind on my wet neck. response:	nousagi no hashirinukeru sama mo The sight of the wild rabbit running through...
context: Hagu-chan, why?\Takemoto-kun, I'm glad I caught you.\Here!\nameraka ni sunda sawa no mizu wo Showering myself without hesitation...\tamerau koto mo naku nagashikomi...with the crystal-clear water from the brook.\natsukashiku kaoru gogo no kaze wo I laugh to myself wistfully...\nureta kubisuji ni ukete warau...as I feel the afternoon wind on my wet neck.\nousagi no hashirinukeru sama mo The sight of the wild rabbit running through... response:	sasayuri hikaru kana no sugata mo The sight of the brilliant Japanese lily...
context: Takemoto-kun, I'm glad I caught you.\Here!\nameraka ni sunda sawa no mizu wo Showering myself without hesitation...\tamerau koto mo naku nagashikomi...with the crystal-clear water from the brook.\natsukashiku kaoru gogo no kaze wo I laugh to myself wistfully...\nureta kubisuji ni ukete warau...as I feel the afternoon wind on my wet neck.\nousagi no hashirinukeru sama mo The sight of the wild rabbit running through...\sasayuri hikaru kana no sugata mo The sight of the brilliant Japanese lily... response:	This is...
context: Here!\nameraka ni sunda sawa no mizu wo Showering myself without hesitation...\tamerau koto mo naku nagashikomi...with the crystal-clear water from the brook.\natsukashiku kaoru gogo no kaze wo I laugh to myself wistfully...\nureta kubisuji ni ukete warau...as I feel the afternoon wind on my wet neck.\nousagi no hashirinukeru sama mo The sight of the wild rabbit running through...\sasayuri hikaru kana no sugata mo The sight of the brilliant Japanese lily...\This is... response:	These...
context: nameraka ni sunda sawa no mizu wo Showering myself without hesitation...\tamerau koto mo naku nagashikomi...with the crystal-clear water from the brook.\natsukashiku kaoru gogo no kaze wo I laugh to myself wistfully...\nureta kubisuji ni ukete warau...as I feel the afternoon wind on my wet neck.\nousagi no hashirinukeru sama mo The sight of the wild rabbit running through...\sasayuri hikaru kana no sugata mo The sight of the brilliant Japanese lily...\This is...\These... response:	yozora ni matataku hoshi no mure mo And the sight of the clusters of stars shining in the night sky...
context: tamerau koto mo naku nagashikomi...with the crystal-clear water from the brook.\natsukashiku kaoru gogo no kaze wo I laugh to myself wistfully...\nureta kubisuji ni ukete warau...as I feel the afternoon wind on my wet neck.\nousagi no hashirinukeru sama mo The sight of the wild rabbit running through...\sasayuri hikaru kana no sugata mo The sight of the brilliant Japanese lily...\This is...\These...\yozora ni matataku hoshi no mure mo And the sight of the clusters of stars shining in the night sky... response:	All of these?
context: natsukashiku kaoru gogo no kaze wo I laugh to myself wistfully...\nureta kubisuji ni ukete warau...as I feel the afternoon wind on my wet neck.\nousagi no hashirinukeru sama mo The sight of the wild rabbit running through...\sasayuri hikaru kana no sugata mo The sight of the brilliant Japanese lily...\This is...\These...\yozora ni matataku hoshi no mure mo And the sight of the clusters of stars shining in the night sky...\All of these? response:	Please... Please let there be as much happiness as possible for you...
context: nureta kubisuji ni ukete warau...as I feel the afternoon wind on my wet neck.\nousagi no hashirinukeru sama mo The sight of the wild rabbit running through...\sasayuri hikaru kana no sugata mo The sight of the brilliant Japanese lily...\This is...\These...\yozora ni matataku hoshi no mure mo And the sight of the clusters of stars shining in the night sky...\All of these?\Please... Please let there be as much happiness as possible for you... response:	atarimae ni boku no me no naka ni...all reside naturally inside my eyes.
context: nousagi no hashirinukeru sama mo The sight of the wild rabbit running through...\sasayuri hikaru kana no sugata mo The sight of the brilliant Japanese lily...\This is...\These...\yozora ni matataku hoshi no mure mo And the sight of the clusters of stars shining in the night sky...\All of these?\Please... Please let there be as much happiness as possible for you...\atarimae ni boku no me no naka ni...all reside naturally inside my eyes. response:	Hagu-chan...
context: sasayuri hikaru kana no sugata mo The sight of the brilliant Japanese lily...\This is...\These...\yozora ni matataku hoshi no mure mo And the sight of the clusters of stars shining in the night sky...\All of these?\Please... Please let there be as much happiness as possible for you...\atarimae ni boku no me no naka ni...all reside naturally inside my eyes.\Hagu-chan... response:	kanarazu todoku to shinjite ita maboroshi Those illusions that I believed would reach you...
context: This is...\These...\yozora ni matataku hoshi no mure mo And the sight of the clusters of stars shining in the night sky...\All of these?\Please... Please let there be as much happiness as possible for you...\atarimae ni boku no me no naka ni...all reside naturally inside my eyes.\Hagu-chan...\kanarazu todoku to shinjite ita maboroshi Those illusions that I believed would reach you... response:	Hagu-chan...
context: These...\yozora ni matataku hoshi no mure mo And the sight of the clusters of stars shining in the night sky...\All of these?\Please... Please let there be as much happiness as possible for you...\atarimae ni boku no me no naka ni...all reside naturally inside my eyes.\Hagu-chan...\kanarazu todoku to shinjite ita maboroshi Those illusions that I believed would reach you...\Hagu-chan... response:	I'd been thinking...
context: yozora ni matataku hoshi no mure mo And the sight of the clusters of stars shining in the night sky...\All of these?\Please... Please let there be as much happiness as possible for you...\atarimae ni boku no me no naka ni...all reside naturally inside my eyes.\Hagu-chan...\kanarazu todoku to shinjite ita maboroshi Those illusions that I believed would reach you...\Hagu-chan...\I'd been thinking... response:	I'd been wondering all this time...
context: All of these?\Please... Please let there be as much happiness as possible for you...\atarimae ni boku no me no naka ni...all reside naturally inside my eyes.\Hagu-chan...\kanarazu todoku to shinjite ita maboroshi Those illusions that I believed would reach you...\Hagu-chan...\I'd been thinking...\I'd been wondering all this time... response:	koboba ni mamireta nega no machi wa tsudzuku...continue to be drowned in the noise of the monochromatic city.
context: Please... Please let there be as much happiness as possible for you...\atarimae ni boku no me no naka ni...all reside naturally inside my eyes.\Hagu-chan...\kanarazu todoku to shinjite ita maboroshi Those illusions that I believed would reach you...\Hagu-chan...\I'd been thinking...\I'd been wondering all this time...\koboba ni mamireta nega no machi wa tsudzuku...continue to be drowned in the noise of the monochromatic city. response:	Is something that will disappear the same as something that will never existed?
