context: We just have to pass through these, right? response:	Yay!
context: So you did do something?\Stop that!\Honestly! Why do you guys fight every time I turn my back on you?\Where are we? What about the Torii Gates of Twelve?\We passed through them already.\Huh? When did we go through?\I can't believe I missed that. I must've fallen asleep.\It does feel like I woke up from a really long dream. response:	Really? What kind of dream?
context: Stop that!\Honestly! Why do you guys fight every time I turn my back on you?\Where are we? What about the Torii Gates of Twelve?\We passed through them already.\Huh? When did we go through?\I can't believe I missed that. I must've fallen asleep.\It does feel like I woke up from a really long dream.\Really? What kind of dream? response:	It would appear I was worried for nothing.
context: Honestly! Why do you guys fight every time I turn my back on you?\Where are we? What about the Torii Gates of Twelve?\We passed through them already.\Huh? When did we go through?\I can't believe I missed that. I must've fallen asleep.\It does feel like I woke up from a really long dream.\Really? What kind of dream?\It would appear I was worried for nothing. response:	Even if she did remember what happened,
context: Where are we? What about the Torii Gates of Twelve?\We passed through them already.\Huh? When did we go through?\I can't believe I missed that. I must've fallen asleep.\It does feel like I woke up from a really long dream.\Really? What kind of dream?\It would appear I was worried for nothing.\Even if she did remember what happened, response:	she would believe the proposal was merely a fantasy.
context: We passed through them already.\Huh? When did we go through?\I can't believe I missed that. I must've fallen asleep.\It does feel like I woke up from a really long dream.\Really? What kind of dream?\It would appear I was worried for nothing.\Even if she did remember what happened,\she would believe the proposal was merely a fantasy. response:	Nothing more.
context: Huh? When did we go through?\I can't believe I missed that. I must've fallen asleep.\It does feel like I woke up from a really long dream.\Really? What kind of dream?\It would appear I was worried for nothing.\Even if she did remember what happened,\she would believe the proposal was merely a fantasy.\Nothing more. response:	I don't know.
context: I can't believe I missed that. I must've fallen asleep.\It does feel like I woke up from a really long dream.\Really? What kind of dream?\It would appear I was worried for nothing.\Even if she did remember what happened,\she would believe the proposal was merely a fantasy.\Nothing more.\I don't know. response:	I can't remember anything, so it must not have been that important.
context: It does feel like I woke up from a really long dream.\Really? What kind of dream?\It would appear I was worried for nothing.\Even if she did remember what happened,\she would believe the proposal was merely a fantasy.\Nothing more.\I don't know.\I can't remember anything, so it must not have been that important. response:	Really? Are you sure?
context: Really? What kind of dream?\It would appear I was worried for nothing.\Even if she did remember what happened,\she would believe the proposal was merely a fantasy.\Nothing more.\I don't know.\I can't remember anything, so it must not have been that important.\Really? Are you sure? response:	Nothing about a sweet, handsome stranger?
context: It would appear I was worried for nothing.\Even if she did remember what happened,\she would believe the proposal was merely a fantasy.\Nothing more.\I don't know.\I can't remember anything, so it must not have been that important.\Really? Are you sure?\Nothing about a sweet, handsome stranger? response:	Did you just say a stranger?
context: Even if she did remember what happened,\she would believe the proposal was merely a fantasy.\Nothing more.\I don't know.\I can't remember anything, so it must not have been that important.\Really? Are you sure?\Nothing about a sweet, handsome stranger?\Did you just say a stranger? response:	Doesn't ring any bells.
context: she would believe the proposal was merely a fantasy.\Nothing more.\I don't know.\I can't remember anything, so it must not have been that important.\Really? Are you sure?\Nothing about a sweet, handsome stranger?\Did you just say a stranger?\Doesn't ring any bells. response:	She...
context: Nothing more.\I don't know.\I can't remember anything, so it must not have been that important.\Really? Are you sure?\Nothing about a sweet, handsome stranger?\Did you just say a stranger?\Doesn't ring any bells.\She... response:	She really does not remember?!
context: I don't know.\I can't remember anything, so it must not have been that important.\Really? Are you sure?\Nothing about a sweet, handsome stranger?\Did you just say a stranger?\Doesn't ring any bells.\She...\She really does not remember?! response:	Come on! Let's hurry to the Year God's shrine, grab the new talisman, and go home!
context: I can't remember anything, so it must not have been that important.\Really? Are you sure?\Nothing about a sweet, handsome stranger?\Did you just say a stranger?\Doesn't ring any bells.\She...\She really does not remember?!\Come on! Let's hurry to the Year God's shrine, grab the new talisman, and go home! response:	If we don't hurry, the sun's gonna set!
context: Really? Are you sure?\Nothing about a sweet, handsome stranger?\Did you just say a stranger?\Doesn't ring any bells.\She...\She really does not remember?!\Come on! Let's hurry to the Year God's shrine, grab the new talisman, and go home!\If we don't hurry, the sun's gonna set! response:	The entrance should be around here somewhere.
context: Nothing about a sweet, handsome stranger?\Did you just say a stranger?\Doesn't ring any bells.\She...\She really does not remember?!\Come on! Let's hurry to the Year God's shrine, grab the new talisman, and go home!\If we don't hurry, the sun's gonna set!\The entrance should be around here somewhere. response:	I wonder what next year's Lord Year God is like.
context: Did you just say a stranger?\Doesn't ring any bells.\She...\She really does not remember?!\Come on! Let's hurry to the Year God's shrine, grab the new talisman, and go home!\If we don't hurry, the sun's gonna set!\The entrance should be around here somewhere.\I wonder what next year's Lord Year God is like. response:	What do you think, Tomoe?
context: Doesn't ring any bells.\She...\She really does not remember?!\Come on! Let's hurry to the Year God's shrine, grab the new talisman, and go home!\If we don't hurry, the sun's gonna set!\The entrance should be around here somewhere.\I wonder what next year's Lord Year God is like.\What do you think, Tomoe? response:	Tomoe?
context: She...\She really does not remember?!\Come on! Let's hurry to the Year God's shrine, grab the new talisman, and go home!\If we don't hurry, the sun's gonna set!\The entrance should be around here somewhere.\I wonder what next year's Lord Year God is like.\What do you think, Tomoe?\Tomoe? response:	Is it true? Does she really not recall?
context: She really does not remember?!\Come on! Let's hurry to the Year God's shrine, grab the new talisman, and go home!\If we don't hurry, the sun's gonna set!\The entrance should be around here somewhere.\I wonder what next year's Lord Year God is like.\What do you think, Tomoe?\Tomoe?\Is it true? Does she really not recall? response:	Would you like some ice cream?
context: Come on! Let's hurry to the Year God's shrine, grab the new talisman, and go home!\If we don't hurry, the sun's gonna set!\The entrance should be around here somewhere.\I wonder what next year's Lord Year God is like.\What do you think, Tomoe?\Tomoe?\Is it true? Does she really not recall?\Would you like some ice cream? response:	Wow, that was amazing. What'd you make this from?
context: If we don't hurry, the sun's gonna set!\The entrance should be around here somewhere.\I wonder what next year's Lord Year God is like.\What do you think, Tomoe?\Tomoe?\Is it true? Does she really not recall?\Would you like some ice cream?\Wow, that was amazing. What'd you make this from? response:	Wow! Ice cream!
context: The entrance should be around here somewhere.\I wonder what next year's Lord Year God is like.\What do you think, Tomoe?\Tomoe?\Is it true? Does she really not recall?\Would you like some ice cream?\Wow, that was amazing. What'd you make this from?\Wow! Ice cream! response:	Mizuki, you know what ice cream is?
context: I wonder what next year's Lord Year God is like.\What do you think, Tomoe?\Tomoe?\Is it true? Does she really not recall?\Would you like some ice cream?\Wow, that was amazing. What'd you make this from?\Wow! Ice cream!\Mizuki, you know what ice cream is? response:	Yeah! I love it!
context: What do you think, Tomoe?\Tomoe?\Is it true? Does she really not recall?\Would you like some ice cream?\Wow, that was amazing. What'd you make this from?\Wow! Ice cream!\Mizuki, you know what ice cream is?\Yeah! I love it! response:	Then you have it. Here.
context: Tomoe?\Is it true? Does she really not recall?\Would you like some ice cream?\Wow, that was amazing. What'd you make this from?\Wow! Ice cream!\Mizuki, you know what ice cream is?\Yeah! I love it!\Then you have it. Here. response:	You don't mind, right, Tomoe?
context: Is it true? Does she really not recall?\Would you like some ice cream?\Wow, that was amazing. What'd you make this from?\Wow! Ice cream!\Mizuki, you know what ice cream is?\Yeah! I love it!\Then you have it. Here.\You don't mind, right, Tomoe? response:	Can I? Thank you! Yay!
context: Would you like some ice cream?\Wow, that was amazing. What'd you make this from?\Wow! Ice cream!\Mizuki, you know what ice cream is?\Yeah! I love it!\Then you have it. Here.\You don't mind, right, Tomoe?\Can I? Thank you! Yay! response:	You're just like a little kid sometimes, Mizuki.
context: Wow, that was amazing. What'd you make this from?\Wow! Ice cream!\Mizuki, you know what ice cream is?\Yeah! I love it!\Then you have it. Here.\You don't mind, right, Tomoe?\Can I? Thank you! Yay!\You're just like a little kid sometimes, Mizuki. response:	Until just earlier, you were a child too.
context: Wow! Ice cream!\Mizuki, you know what ice cream is?\Yeah! I love it!\Then you have it. Here.\You don't mind, right, Tomoe?\Can I? Thank you! Yay!\You're just like a little kid sometimes, Mizuki.\Until just earlier, you were a child too. response:	That reminds me. I never knew how much you take after your mother.
context: Mizuki, you know what ice cream is?\Yeah! I love it!\Then you have it. Here.\You don't mind, right, Tomoe?\Can I? Thank you! Yay!\You're just like a little kid sometimes, Mizuki.\Until just earlier, you were a child too.\That reminds me. I never knew how much you take after your mother. response:	You think I'm like my mom?
context: Yeah! I love it!\Then you have it. Here.\You don't mind, right, Tomoe?\Can I? Thank you! Yay!\You're just like a little kid sometimes, Mizuki.\Until just earlier, you were a child too.\That reminds me. I never knew how much you take after your mother.\You think I'm like my mom? response:	I dunno. I always thought I took after my dad.
context: Then you have it. Here.\You don't mind, right, Tomoe?\Can I? Thank you! Yay!\You're just like a little kid sometimes, Mizuki.\Until just earlier, you were a child too.\That reminds me. I never knew how much you take after your mother.\You think I'm like my mom?\I dunno. I always thought I took after my dad. response:	I was really young when she passed away, so I hardly knew her. I can barely remember what she looked like.
context: You don't mind, right, Tomoe?\Can I? Thank you! Yay!\You're just like a little kid sometimes, Mizuki.\Until just earlier, you were a child too.\That reminds me. I never knew how much you take after your mother.\You think I'm like my mom?\I dunno. I always thought I took after my dad.\I was really young when she passed away, so I hardly knew her. I can barely remember what she looked like. response:	We lost all the photos of her in the fire.
context: Can I? Thank you! Yay!\You're just like a little kid sometimes, Mizuki.\Until just earlier, you were a child too.\That reminds me. I never knew how much you take after your mother.\You think I'm like my mom?\I dunno. I always thought I took after my dad.\I was really young when she passed away, so I hardly knew her. I can barely remember what she looked like.\We lost all the photos of her in the fire. response:	It would've been nice if one had survived, but oh well...
context: You're just like a little kid sometimes, Mizuki.\Until just earlier, you were a child too.\That reminds me. I never knew how much you take after your mother.\You think I'm like my mom?\I dunno. I always thought I took after my dad.\I was really young when she passed away, so I hardly knew her. I can barely remember what she looked like.\We lost all the photos of her in the fire.\It would've been nice if one had survived, but oh well... response:	It seems twelve years is enough time for a human to change.
context: Until just earlier, you were a child too.\That reminds me. I never knew how much you take after your mother.\You think I'm like my mom?\I dunno. I always thought I took after my dad.\I was really young when she passed away, so I hardly knew her. I can barely remember what she looked like.\We lost all the photos of her in the fire.\It would've been nice if one had survived, but oh well...\It seems twelve years is enough time for a human to change. response:	Little Nanami and the present one...
context: That reminds me. I never knew how much you take after your mother.\You think I'm like my mom?\I dunno. I always thought I took after my dad.\I was really young when she passed away, so I hardly knew her. I can barely remember what she looked like.\We lost all the photos of her in the fire.\It would've been nice if one had survived, but oh well...\It seems twelve years is enough time for a human to change.\Little Nanami and the present one... response:	are the same person, and yet they are so different.
context: You think I'm like my mom?\I dunno. I always thought I took after my dad.\I was really young when she passed away, so I hardly knew her. I can barely remember what she looked like.\We lost all the photos of her in the fire.\It would've been nice if one had survived, but oh well...\It seems twelve years is enough time for a human to change.\Little Nanami and the present one...\are the same person, and yet they are so different. response:	If that is so...
context: I dunno. I always thought I took after my dad.\I was really young when she passed away, so I hardly knew her. I can barely remember what she looked like.\We lost all the photos of her in the fire.\It would've been nice if one had survived, but oh well...\It seems twelve years is enough time for a human to change.\Little Nanami and the present one...\are the same person, and yet they are so different.\If that is so... response:	where did that child disappear to?
context: I was really young when she passed away, so I hardly knew her. I can barely remember what she looked like.\We lost all the photos of her in the fire.\It would've been nice if one had survived, but oh well...\It seems twelve years is enough time for a human to change.\Little Nanami and the present one...\are the same person, and yet they are so different.\If that is so...\where did that child disappear to? response:	Tomoe!
context: We lost all the photos of her in the fire.\It would've been nice if one had survived, but oh well...\It seems twelve years is enough time for a human to change.\Little Nanami and the present one...\are the same person, and yet they are so different.\If that is so...\where did that child disappear to?\Tomoe! response:	Wh-What is this?!
context: It would've been nice if one had survived, but oh well...\It seems twelve years is enough time for a human to change.\Little Nanami and the present one...\are the same person, and yet they are so different.\If that is so...\where did that child disappear to?\Tomoe!\Wh-What is this?! response:	Flooof
context: It seems twelve years is enough time for a human to change.\Little Nanami and the present one...\are the same person, and yet they are so different.\If that is so...\where did that child disappear to?\Tomoe!\Wh-What is this?!\Flooof response:	Flooof
context: Little Nanami and the present one...\are the same person, and yet they are so different.\If that is so...\where did that child disappear to?\Tomoe!\Wh-What is this?!\Flooof\Flooof response:	Flooof
context: are the same person, and yet they are so different.\If that is so...\where did that child disappear to?\Tomoe!\Wh-What is this?!\Flooof\Flooof\Flooof response:	Flooof
context: If that is so...\where did that child disappear to?\Tomoe!\Wh-What is this?!\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: where did that child disappear to?\Tomoe!\Wh-What is this?!\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Tomoe!\Wh-What is this?!\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Wh-What is this?!\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Flooof
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof response:	Hi there!
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Hi there! response:	Hey!
context: Flooof\Flooof\Flooof\Flooof\Flooof\Flooof\Hi there!\Hey! response:	Ah! Are you the human god of the Mikage Shrine?
context: Flooof\Flooof\Flooof\Flooof\Flooof\Hi there!\Hey!\Ah! Are you the human god of the Mikage Shrine? response:	Oh, Lord Year God!
context: Flooof\Flooof\Flooof\Flooof\Hi there!\Hey!\Ah! Are you the human god of the Mikage Shrine?\Oh, Lord Year God! response:	What? Him?
context: Flooof\Flooof\Flooof\Hi there!\Hey!\Ah! Are you the human god of the Mikage Shrine?\Oh, Lord Year God!\What? Him? response:	Goodness! Sorry that you had to see me like this.
context: Flooof\Flooof\Hi there!\Hey!\Ah! Are you the human god of the Mikage Shrine?\Oh, Lord Year God!\What? Him?\Goodness! Sorry that you had to see me like this. response:	I have to shear off all this wool before the new year. If I don't, we're gonna have problems.
context: Flooof\Hi there!\Hey!\Ah! Are you the human god of the Mikage Shrine?\Oh, Lord Year God!\What? Him?\Goodness! Sorry that you had to see me like this.\I have to shear off all this wool before the new year. If I don't, we're gonna have problems. response:	Wool?
context: Hi there!\Hey!\Ah! Are you the human god of the Mikage Shrine?\Oh, Lord Year God!\What? Him?\Goodness! Sorry that you had to see me like this.\I have to shear off all this wool before the new year. If I don't, we're gonna have problems.\Wool? response:	Floof.
context: Hey!\Ah! Are you the human god of the Mikage Shrine?\Oh, Lord Year God!\What? Him?\Goodness! Sorry that you had to see me like this.\I have to shear off all this wool before the new year. If I don't, we're gonna have problems.\Wool?\Floof. response:	Huh? What?
context: Ah! Are you the human god of the Mikage Shrine?\Oh, Lord Year God!\What? Him?\Goodness! Sorry that you had to see me like this.\I have to shear off all this wool before the new year. If I don't, we're gonna have problems.\Wool?\Floof.\Huh? What? response:	He is the zodiac sheep.
context: Oh, Lord Year God!\What? Him?\Goodness! Sorry that you had to see me like this.\I have to shear off all this wool before the new year. If I don't, we're gonna have problems.\Wool?\Floof.\Huh? What?\He is the zodiac sheep. response:	So this thing is a sheep.
context: What? Him?\Goodness! Sorry that you had to see me like this.\I have to shear off all this wool before the new year. If I don't, we're gonna have problems.\Wool?\Floof.\Huh? What?\He is the zodiac sheep.\So this thing is a sheep. response:	Yay! So fluffy!
context: Goodness! Sorry that you had to see me like this.\I have to shear off all this wool before the new year. If I don't, we're gonna have problems.\Wool?\Floof.\Huh? What?\He is the zodiac sheep.\So this thing is a sheep.\Yay! So fluffy! response:	Huh? I thought it'd be softer.
context: I have to shear off all this wool before the new year. If I don't, we're gonna have problems.\Wool?\Floof.\Huh? What?\He is the zodiac sheep.\So this thing is a sheep.\Yay! So fluffy!\Huh? I thought it'd be softer. response:	This guy says that floof will be in next year, so he does not want to be sheared.
context: Wool?\Floof.\Huh? What?\He is the zodiac sheep.\So this thing is a sheep.\Yay! So fluffy!\Huh? I thought it'd be softer.\This guy says that floof will be in next year, so he does not want to be sheared. response:	If I can't get him trimmed down, there's no way he'll fit in the shrine.
context: Floof.\Huh? What?\He is the zodiac sheep.\So this thing is a sheep.\Yay! So fluffy!\Huh? I thought it'd be softer.\This guy says that floof will be in next year, so he does not want to be sheared.\If I can't get him trimmed down, there's no way he'll fit in the shrine. response:	Then why did you wait until the last minute to handle this?
context: Huh? What?\He is the zodiac sheep.\So this thing is a sheep.\Yay! So fluffy!\Huh? I thought it'd be softer.\This guy says that floof will be in next year, so he does not want to be sheared.\If I can't get him trimmed down, there's no way he'll fit in the shrine.\Then why did you wait until the last minute to handle this? response:	Lord Year God, we came to receive next year's talisman.
context: He is the zodiac sheep.\So this thing is a sheep.\Yay! So fluffy!\Huh? I thought it'd be softer.\This guy says that floof will be in next year, so he does not want to be sheared.\If I can't get him trimmed down, there's no way he'll fit in the shrine.\Then why did you wait until the last minute to handle this?\Lord Year God, we came to receive next year's talisman. response:	Oh, right, the talisman.
context: So this thing is a sheep.\Yay! So fluffy!\Huh? I thought it'd be softer.\This guy says that floof will be in next year, so he does not want to be sheared.\If I can't get him trimmed down, there's no way he'll fit in the shrine.\Then why did you wait until the last minute to handle this?\Lord Year God, we came to receive next year's talisman.\Oh, right, the talisman. response:	It is in there!
context: Yay! So fluffy!\Huh? I thought it'd be softer.\This guy says that floof will be in next year, so he does not want to be sheared.\If I can't get him trimmed down, there's no way he'll fit in the shrine.\Then why did you wait until the last minute to handle this?\Lord Year God, we came to receive next year's talisman.\Oh, right, the talisman.\It is in there! response:	Floof...
context: Huh? I thought it'd be softer.\This guy says that floof will be in next year, so he does not want to be sheared.\If I can't get him trimmed down, there's no way he'll fit in the shrine.\Then why did you wait until the last minute to handle this?\Lord Year God, we came to receive next year's talisman.\Oh, right, the talisman.\It is in there!\Floof... response:	What?!
context: This guy says that floof will be in next year, so he does not want to be sheared.\If I can't get him trimmed down, there's no way he'll fit in the shrine.\Then why did you wait until the last minute to handle this?\Lord Year God, we came to receive next year's talisman.\Oh, right, the talisman.\It is in there!\Floof...\What?! response:	That's the shrine?!
context: If I can't get him trimmed down, there's no way he'll fit in the shrine.\Then why did you wait until the last minute to handle this?\Lord Year God, we came to receive next year's talisman.\Oh, right, the talisman.\It is in there!\Floof...\What?!\That's the shrine?! response:	Just a bit of the sheep's wool is inside there!
context: Then why did you wait until the last minute to handle this?\Lord Year God, we came to receive next year's talisman.\Oh, right, the talisman.\It is in there!\Floof...\What?!\That's the shrine?!\Just a bit of the sheep's wool is inside there! response:	He hasn't budged since this morning, so I told him it was time for a haircut, much to his dismay.
context: Lord Year God, we came to receive next year's talisman.\Oh, right, the talisman.\It is in there!\Floof...\What?!\That's the shrine?!\Just a bit of the sheep's wool is inside there!\He hasn't budged since this morning, so I told him it was time for a haircut, much to his dismay. response:	Floof!
context: Oh, right, the talisman.\It is in there!\Floof...\What?!\That's the shrine?!\Just a bit of the sheep's wool is inside there!\He hasn't budged since this morning, so I told him it was time for a haircut, much to his dismay.\Floof! response:	Floof!
context: It is in there!\Floof...\What?!\That's the shrine?!\Just a bit of the sheep's wool is inside there!\He hasn't budged since this morning, so I told him it was time for a haircut, much to his dismay.\Floof!\Floof! response:	No, stop! You're crushing the shrine!
context: Floof...\What?!\That's the shrine?!\Just a bit of the sheep's wool is inside there!\He hasn't budged since this morning, so I told him it was time for a haircut, much to his dismay.\Floof!\Floof!\No, stop! You're crushing the shrine! response:	Too bad it's not softer.
context: What?!\That's the shrine?!\Just a bit of the sheep's wool is inside there!\He hasn't budged since this morning, so I told him it was time for a haircut, much to his dismay.\Floof!\Floof!\No, stop! You're crushing the shrine!\Too bad it's not softer. response:	Shall I put him down?
context: That's the shrine?!\Just a bit of the sheep's wool is inside there!\He hasn't budged since this morning, so I told him it was time for a haircut, much to his dismay.\Floof!\Floof!\No, stop! You're crushing the shrine!\Too bad it's not softer.\Shall I put him down? response:	All that fluff must be really heavy.
context: Just a bit of the sheep's wool is inside there!\He hasn't budged since this morning, so I told him it was time for a haircut, much to his dismay.\Floof!\Floof!\No, stop! You're crushing the shrine!\Too bad it's not softer.\Shall I put him down?\All that fluff must be really heavy. response:	Floof...
context: He hasn't budged since this morning, so I told him it was time for a haircut, much to his dismay.\Floof!\Floof!\No, stop! You're crushing the shrine!\Too bad it's not softer.\Shall I put him down?\All that fluff must be really heavy.\Floof... response:	This coming year is gonna be all about you, so you should try to look your best for the occasion.
context: Floof!\Floof!\No, stop! You're crushing the shrine!\Too bad it's not softer.\Shall I put him down?\All that fluff must be really heavy.\Floof...\This coming year is gonna be all about you, so you should try to look your best for the occasion. response:	Floof...
context: Floof!\No, stop! You're crushing the shrine!\Too bad it's not softer.\Shall I put him down?\All that fluff must be really heavy.\Floof...\This coming year is gonna be all about you, so you should try to look your best for the occasion.\Floof... response:	You have such wonderful floof.
context: No, stop! You're crushing the shrine!\Too bad it's not softer.\Shall I put him down?\All that fluff must be really heavy.\Floof...\This coming year is gonna be all about you, so you should try to look your best for the occasion.\Floof...\You have such wonderful floof. response:	Instead of staying put here, wouldn't you rather show it off to everybody?
context: Too bad it's not softer.\Shall I put him down?\All that fluff must be really heavy.\Floof...\This coming year is gonna be all about you, so you should try to look your best for the occasion.\Floof...\You have such wonderful floof.\Instead of staying put here, wouldn't you rather show it off to everybody? response:	Floof!
context: Shall I put him down?\All that fluff must be really heavy.\Floof...\This coming year is gonna be all about you, so you should try to look your best for the occasion.\Floof...\You have such wonderful floof.\Instead of staying put here, wouldn't you rather show it off to everybody?\Floof! response:	Oh?! I can shear off your wool?!
context: All that fluff must be really heavy.\Floof...\This coming year is gonna be all about you, so you should try to look your best for the occasion.\Floof...\You have such wonderful floof.\Instead of staying put here, wouldn't you rather show it off to everybody?\Floof!\Oh?! I can shear off your wool?! response:	Nanami, you're incredible!
context: Floof...\This coming year is gonna be all about you, so you should try to look your best for the occasion.\Floof...\You have such wonderful floof.\Instead of staying put here, wouldn't you rather show it off to everybody?\Floof!\Oh?! I can shear off your wool?!\Nanami, you're incredible! response:	I know, right?
context: This coming year is gonna be all about you, so you should try to look your best for the occasion.\Floof...\You have such wonderful floof.\Instead of staying put here, wouldn't you rather show it off to everybody?\Floof!\Oh?! I can shear off your wool?!\Nanami, you're incredible!\I know, right? response:	Yep! Incredible! Incredible!
context: Floof...\You have such wonderful floof.\Instead of staying put here, wouldn't you rather show it off to everybody?\Floof!\Oh?! I can shear off your wool?!\Nanami, you're incredible!\I know, right?\Yep! Incredible! Incredible! response:	The child I saw twelve years ago has long since vanished.
