context: Dijun, are you unsure? response:	In the past few days, Dijun saved Qing Qiu's Little Princess twice
context: How pitiful.\Fourth Brother, leave it to me.\Let the two of us have a nice chat.\Okay, okay. I'll leave it to you.\I don't know what you women think.\What should I say about you?\So many things happened to you in such a short time.\Tell me what's going on with you and Dong Hua Dijun. response:	Let me see if I can reason things out for you.
context: Fourth Brother, leave it to me.\Let the two of us have a nice chat.\Okay, okay. I'll leave it to you.\I don't know what you women think.\What should I say about you?\So many things happened to you in such a short time.\Tell me what's going on with you and Dong Hua Dijun.\Let me see if I can reason things out for you. response:	That day when you left me at Kunlun Mountain
context: Let the two of us have a nice chat.\Okay, okay. I'll leave it to you.\I don't know what you women think.\What should I say about you?\So many things happened to you in such a short time.\Tell me what's going on with you and Dong Hua Dijun.\Let me see if I can reason things out for you.\That day when you left me at Kunlun Mountain response:	Dijun came and...
context: Okay, okay. I'll leave it to you.\I don't know what you women think.\What should I say about you?\So many things happened to you in such a short time.\Tell me what's going on with you and Dong Hua Dijun.\Let me see if I can reason things out for you.\That day when you left me at Kunlun Mountain\Dijun came and... response:	Don't cry anymore. Don't cry anymore.
context: I don't know what you women think.\What should I say about you?\So many things happened to you in such a short time.\Tell me what's going on with you and Dong Hua Dijun.\Let me see if I can reason things out for you.\That day when you left me at Kunlun Mountain\Dijun came and...\Don't cry anymore. Don't cry anymore. response:	Don't cry.
context: What should I say about you?\So many things happened to you in such a short time.\Tell me what's going on with you and Dong Hua Dijun.\Let me see if I can reason things out for you.\That day when you left me at Kunlun Mountain\Dijun came and...\Don't cry anymore. Don't cry anymore.\Don't cry. response:	I know what you're crying about.
context: So many things happened to you in such a short time.\Tell me what's going on with you and Dong Hua Dijun.\Let me see if I can reason things out for you.\That day when you left me at Kunlun Mountain\Dijun came and...\Don't cry anymore. Don't cry anymore.\Don't cry.\I know what you're crying about. response:	The person who caused your mother to lose her eyes and her life
context: Tell me what's going on with you and Dong Hua Dijun.\Let me see if I can reason things out for you.\That day when you left me at Kunlun Mountain\Dijun came and...\Don't cry anymore. Don't cry anymore.\Don't cry.\I know what you're crying about.\The person who caused your mother to lose her eyes and her life response:	is going to marry your father tonight.
context: Let me see if I can reason things out for you.\That day when you left me at Kunlun Mountain\Dijun came and...\Don't cry anymore. Don't cry anymore.\Don't cry.\I know what you're crying about.\The person who caused your mother to lose her eyes and her life\is going to marry your father tonight. response:	If she hadn't jumped down Zhuxian Terrace she would be the one entering Xiwu Palace
context: That day when you left me at Kunlun Mountain\Dijun came and...\Don't cry anymore. Don't cry anymore.\Don't cry.\I know what you're crying about.\The person who caused your mother to lose her eyes and her life\is going to marry your father tonight.\If she hadn't jumped down Zhuxian Terrace she would be the one entering Xiwu Palace response:	not the woman who did those things to her.
context: Dijun came and...\Don't cry anymore. Don't cry anymore.\Don't cry.\I know what you're crying about.\The person who caused your mother to lose her eyes and her life\is going to marry your father tonight.\If she hadn't jumped down Zhuxian Terrace she would be the one entering Xiwu Palace\not the woman who did those things to her. response:	All right, all right. Don't cry.
context: Don't cry anymore. Don't cry anymore.\Don't cry.\I know what you're crying about.\The person who caused your mother to lose her eyes and her life\is going to marry your father tonight.\If she hadn't jumped down Zhuxian Terrace she would be the one entering Xiwu Palace\not the woman who did those things to her.\All right, all right. Don't cry. response:	Let's not cry.
context: Don't cry.\I know what you're crying about.\The person who caused your mother to lose her eyes and her life\is going to marry your father tonight.\If she hadn't jumped down Zhuxian Terrace she would be the one entering Xiwu Palace\not the woman who did those things to her.\All right, all right. Don't cry.\Let's not cry. response:	Be good.
context: I know what you're crying about.\The person who caused your mother to lose her eyes and her life\is going to marry your father tonight.\If she hadn't jumped down Zhuxian Terrace she would be the one entering Xiwu Palace\not the woman who did those things to her.\All right, all right. Don't cry.\Let's not cry.\Be good. response:	Aunt, why did I fall for Dong Hua Dijun?
context: The person who caused your mother to lose her eyes and her life\is going to marry your father tonight.\If she hadn't jumped down Zhuxian Terrace she would be the one entering Xiwu Palace\not the woman who did those things to her.\All right, all right. Don't cry.\Let's not cry.\Be good.\Aunt, why did I fall for Dong Hua Dijun? response:	You're asking me? Who am I supposed to ask?
context: is going to marry your father tonight.\If she hadn't jumped down Zhuxian Terrace she would be the one entering Xiwu Palace\not the woman who did those things to her.\All right, all right. Don't cry.\Let's not cry.\Be good.\Aunt, why did I fall for Dong Hua Dijun?\You're asking me? Who am I supposed to ask? response:	I should be asking you.
context: If she hadn't jumped down Zhuxian Terrace she would be the one entering Xiwu Palace\not the woman who did those things to her.\All right, all right. Don't cry.\Let's not cry.\Be good.\Aunt, why did I fall for Dong Hua Dijun?\You're asking me? Who am I supposed to ask?\I should be asking you. response:	You're the only granddaughter of Qing Qiu's king.
context: not the woman who did those things to her.\All right, all right. Don't cry.\Let's not cry.\Be good.\Aunt, why did I fall for Dong Hua Dijun?\You're asking me? Who am I supposed to ask?\I should be asking you.\You're the only granddaughter of Qing Qiu's king. response:	You could fall for anyone.
context: All right, all right. Don't cry.\Let's not cry.\Be good.\Aunt, why did I fall for Dong Hua Dijun?\You're asking me? Who am I supposed to ask?\I should be asking you.\You're the only granddaughter of Qing Qiu's king.\You could fall for anyone. response:	But you just had to fall for the former ruler of the world.
context: Let's not cry.\Be good.\Aunt, why did I fall for Dong Hua Dijun?\You're asking me? Who am I supposed to ask?\I should be asking you.\You're the only granddaughter of Qing Qiu's king.\You could fall for anyone.\But you just had to fall for the former ruler of the world. response:	Dong Hua Dijun is higher ranked than the Heavenly Lord.
context: Be good.\Aunt, why did I fall for Dong Hua Dijun?\You're asking me? Who am I supposed to ask?\I should be asking you.\You're the only granddaughter of Qing Qiu's king.\You could fall for anyone.\But you just had to fall for the former ruler of the world.\Dong Hua Dijun is higher ranked than the Heavenly Lord. response:	He was once the ruler of the whole world.
context: Aunt, why did I fall for Dong Hua Dijun?\You're asking me? Who am I supposed to ask?\I should be asking you.\You're the only granddaughter of Qing Qiu's king.\You could fall for anyone.\But you just had to fall for the former ruler of the world.\Dong Hua Dijun is higher ranked than the Heavenly Lord.\He was once the ruler of the whole world. response:	You must know that even before your father was born
context: You're asking me? Who am I supposed to ask?\I should be asking you.\You're the only granddaughter of Qing Qiu's king.\You could fall for anyone.\But you just had to fall for the former ruler of the world.\Dong Hua Dijun is higher ranked than the Heavenly Lord.\He was once the ruler of the whole world.\You must know that even before your father was born response:	Dong Hua Dijun was already ruling the world.
context: I should be asking you.\You're the only granddaughter of Qing Qiu's king.\You could fall for anyone.\But you just had to fall for the former ruler of the world.\Dong Hua Dijun is higher ranked than the Heavenly Lord.\He was once the ruler of the whole world.\You must know that even before your father was born\Dong Hua Dijun was already ruling the world. response:	I know.
context: You're the only granddaughter of Qing Qiu's king.\You could fall for anyone.\But you just had to fall for the former ruler of the world.\Dong Hua Dijun is higher ranked than the Heavenly Lord.\He was once the ruler of the whole world.\You must know that even before your father was born\Dong Hua Dijun was already ruling the world.\I know. response:	Si Ming told me.
context: You could fall for anyone.\But you just had to fall for the former ruler of the world.\Dong Hua Dijun is higher ranked than the Heavenly Lord.\He was once the ruler of the whole world.\You must know that even before your father was born\Dong Hua Dijun was already ruling the world.\I know.\Si Ming told me. response:	Then why are you wasting your time thinking about this problem?
context: But you just had to fall for the former ruler of the world.\Dong Hua Dijun is higher ranked than the Heavenly Lord.\He was once the ruler of the whole world.\You must know that even before your father was born\Dong Hua Dijun was already ruling the world.\I know.\Si Ming told me.\Then why are you wasting your time thinking about this problem? response:	It would be great if reason could get someone to stop loving another person.
context: Dong Hua Dijun is higher ranked than the Heavenly Lord.\He was once the ruler of the whole world.\You must know that even before your father was born\Dong Hua Dijun was already ruling the world.\I know.\Si Ming told me.\Then why are you wasting your time thinking about this problem?\It would be great if reason could get someone to stop loving another person. response:	Aunt, have you ever liked anyone?
context: He was once the ruler of the whole world.\You must know that even before your father was born\Dong Hua Dijun was already ruling the world.\I know.\Si Ming told me.\Then why are you wasting your time thinking about this problem?\It would be great if reason could get someone to stop loving another person.\Aunt, have you ever liked anyone? response:	Were you also immature like me?
context: You must know that even before your father was born\Dong Hua Dijun was already ruling the world.\I know.\Si Ming told me.\Then why are you wasting your time thinking about this problem?\It would be great if reason could get someone to stop loving another person.\Aunt, have you ever liked anyone?\Were you also immature like me? response:	I have.
context: Dong Hua Dijun was already ruling the world.\I know.\Si Ming told me.\Then why are you wasting your time thinking about this problem?\It would be great if reason could get someone to stop loving another person.\Aunt, have you ever liked anyone?\Were you also immature like me?\I have. response:	Really? Who in this world made you fall for him?
context: I know.\Si Ming told me.\Then why are you wasting your time thinking about this problem?\It would be great if reason could get someone to stop loving another person.\Aunt, have you ever liked anyone?\Were you also immature like me?\I have.\Really? Who in this world made you fall for him? response:	Hurry and tell me.
context: Si Ming told me.\Then why are you wasting your time thinking about this problem?\It would be great if reason could get someone to stop loving another person.\Aunt, have you ever liked anyone?\Were you also immature like me?\I have.\Really? Who in this world made you fall for him?\Hurry and tell me. response:	It's better that I don't talk about it.
context: Then why are you wasting your time thinking about this problem?\It would be great if reason could get someone to stop loving another person.\Aunt, have you ever liked anyone?\Were you also immature like me?\I have.\Really? Who in this world made you fall for him?\Hurry and tell me.\It's better that I don't talk about it. response:	It was when I was at Kunlun Mountain.
context: It would be great if reason could get someone to stop loving another person.\Aunt, have you ever liked anyone?\Were you also immature like me?\I have.\Really? Who in this world made you fall for him?\Hurry and tell me.\It's better that I don't talk about it.\It was when I was at Kunlun Mountain. response:	It's very embarrassing.
context: Aunt, have you ever liked anyone?\Were you also immature like me?\I have.\Really? Who in this world made you fall for him?\Hurry and tell me.\It's better that I don't talk about it.\It was when I was at Kunlun Mountain.\It's very embarrassing. response:	I once told you
context: Were you also immature like me?\I have.\Really? Who in this world made you fall for him?\Hurry and tell me.\It's better that I don't talk about it.\It was when I was at Kunlun Mountain.\It's very embarrassing.\I once told you response:	that the Jade Purity Fan of Kunlun is Kunlun Mountain's magic artifact.
context: I have.\Really? Who in this world made you fall for him?\Hurry and tell me.\It's better that I don't talk about it.\It was when I was at Kunlun Mountain.\It's very embarrassing.\I once told you\that the Jade Purity Fan of Kunlun is Kunlun Mountain's magic artifact. response:	I can't find out how many owners it's passed through
context: Really? Who in this world made you fall for him?\Hurry and tell me.\It's better that I don't talk about it.\It was when I was at Kunlun Mountain.\It's very embarrassing.\I once told you\that the Jade Purity Fan of Kunlun is Kunlun Mountain's magic artifact.\I can't find out how many owners it's passed through response:	and what it's been through.
context: Hurry and tell me.\It's better that I don't talk about it.\It was when I was at Kunlun Mountain.\It's very embarrassing.\I once told you\that the Jade Purity Fan of Kunlun is Kunlun Mountain's magic artifact.\I can't find out how many owners it's passed through\and what it's been through. response:	Ye Hua, why are you investigating Mo Yuan's whereabouts right after waking up?
context: It's better that I don't talk about it.\It was when I was at Kunlun Mountain.\It's very embarrassing.\I once told you\that the Jade Purity Fan of Kunlun is Kunlun Mountain's magic artifact.\I can't find out how many owners it's passed through\and what it's been through.\Ye Hua, why are you investigating Mo Yuan's whereabouts right after waking up? response:	Father has sent people to investigate this for 70,000 years.
context: It was when I was at Kunlun Mountain.\It's very embarrassing.\I once told you\that the Jade Purity Fan of Kunlun is Kunlun Mountain's magic artifact.\I can't find out how many owners it's passed through\and what it's been through.\Ye Hua, why are you investigating Mo Yuan's whereabouts right after waking up?\Father has sent people to investigate this for 70,000 years. response:	There have been no leads.
context: It's very embarrassing.\I once told you\that the Jade Purity Fan of Kunlun is Kunlun Mountain's magic artifact.\I can't find out how many owners it's passed through\and what it's been through.\Ye Hua, why are you investigating Mo Yuan's whereabouts right after waking up?\Father has sent people to investigate this for 70,000 years.\There have been no leads. response:	The Celestial Tribe has done all it can.
context: I once told you\that the Jade Purity Fan of Kunlun is Kunlun Mountain's magic artifact.\I can't find out how many owners it's passed through\and what it's been through.\Ye Hua, why are you investigating Mo Yuan's whereabouts right after waking up?\Father has sent people to investigate this for 70,000 years.\There have been no leads.\The Celestial Tribe has done all it can. response:	Si Yin and Mo Yuan's disappearance can't be that simple.
context: that the Jade Purity Fan of Kunlun is Kunlun Mountain's magic artifact.\I can't find out how many owners it's passed through\and what it's been through.\Ye Hua, why are you investigating Mo Yuan's whereabouts right after waking up?\Father has sent people to investigate this for 70,000 years.\There have been no leads.\The Celestial Tribe has done all it can.\Si Yin and Mo Yuan's disappearance can't be that simple. response:	Si Yin is Mo Yuan's favorite disciple.
context: I can't find out how many owners it's passed through\and what it's been through.\Ye Hua, why are you investigating Mo Yuan's whereabouts right after waking up?\Father has sent people to investigate this for 70,000 years.\There have been no leads.\The Celestial Tribe has done all it can.\Si Yin and Mo Yuan's disappearance can't be that simple.\Si Yin is Mo Yuan's favorite disciple. response:	But he wouldn't let his master be buried in the Sea of Innocence.
context: and what it's been through.\Ye Hua, why are you investigating Mo Yuan's whereabouts right after waking up?\Father has sent people to investigate this for 70,000 years.\There have been no leads.\The Celestial Tribe has done all it can.\Si Yin and Mo Yuan's disappearance can't be that simple.\Si Yin is Mo Yuan's favorite disciple.\But he wouldn't let his master be buried in the Sea of Innocence. response:	Instead, he stole and hid the body.
context: Ye Hua, why are you investigating Mo Yuan's whereabouts right after waking up?\Father has sent people to investigate this for 70,000 years.\There have been no leads.\The Celestial Tribe has done all it can.\Si Yin and Mo Yuan's disappearance can't be that simple.\Si Yin is Mo Yuan's favorite disciple.\But he wouldn't let his master be buried in the Sea of Innocence.\Instead, he stole and hid the body. response:	The most probable reason for doing this is that
context: Father has sent people to investigate this for 70,000 years.\There have been no leads.\The Celestial Tribe has done all it can.\Si Yin and Mo Yuan's disappearance can't be that simple.\Si Yin is Mo Yuan's favorite disciple.\But he wouldn't let his master be buried in the Sea of Innocence.\Instead, he stole and hid the body.\The most probable reason for doing this is that response:	he wants to bring Mo Yuan come back to life.
context: There have been no leads.\The Celestial Tribe has done all it can.\Si Yin and Mo Yuan's disappearance can't be that simple.\Si Yin is Mo Yuan's favorite disciple.\But he wouldn't let his master be buried in the Sea of Innocence.\Instead, he stole and hid the body.\The most probable reason for doing this is that\he wants to bring Mo Yuan come back to life. response:	I once thought that too.
context: The Celestial Tribe has done all it can.\Si Yin and Mo Yuan's disappearance can't be that simple.\Si Yin is Mo Yuan's favorite disciple.\But he wouldn't let his master be buried in the Sea of Innocence.\Instead, he stole and hid the body.\The most probable reason for doing this is that\he wants to bring Mo Yuan come back to life.\I once thought that too. response:	But even if the two of them are alive
context: Si Yin and Mo Yuan's disappearance can't be that simple.\Si Yin is Mo Yuan's favorite disciple.\But he wouldn't let his master be buried in the Sea of Innocence.\Instead, he stole and hid the body.\The most probable reason for doing this is that\he wants to bring Mo Yuan come back to life.\I once thought that too.\But even if the two of them are alive response:	you don't have to investigate it right now.
context: Si Yin is Mo Yuan's favorite disciple.\But he wouldn't let his master be buried in the Sea of Innocence.\Instead, he stole and hid the body.\The most probable reason for doing this is that\he wants to bring Mo Yuan come back to life.\I once thought that too.\But even if the two of them are alive\you don't have to investigate it right now. response:	You should recuperate.
context: But he wouldn't let his master be buried in the Sea of Innocence.\Instead, he stole and hid the body.\The most probable reason for doing this is that\he wants to bring Mo Yuan come back to life.\I once thought that too.\But even if the two of them are alive\you don't have to investigate it right now.\You should recuperate. response:	I want to find Si Yin.
context: Instead, he stole and hid the body.\The most probable reason for doing this is that\he wants to bring Mo Yuan come back to life.\I once thought that too.\But even if the two of them are alive\you don't have to investigate it right now.\You should recuperate.\I want to find Si Yin. response:	I want to know the method of bringing Mo Yuan back to life.
context: The most probable reason for doing this is that\he wants to bring Mo Yuan come back to life.\I once thought that too.\But even if the two of them are alive\you don't have to investigate it right now.\You should recuperate.\I want to find Si Yin.\I want to know the method of bringing Mo Yuan back to life. response:	You want to make Su Su come back to life?
context: he wants to bring Mo Yuan come back to life.\I once thought that too.\But even if the two of them are alive\you don't have to investigate it right now.\You should recuperate.\I want to find Si Yin.\I want to know the method of bringing Mo Yuan back to life.\You want to make Su Su come back to life? response:	If Your Highness wants to know Si Yin's whereabouts
context: I once thought that too.\But even if the two of them are alive\you don't have to investigate it right now.\You should recuperate.\I want to find Si Yin.\I want to know the method of bringing Mo Yuan back to life.\You want to make Su Su come back to life?\If Your Highness wants to know Si Yin's whereabouts response:	I know someone who might have some clues.
context: But even if the two of them are alive\you don't have to investigate it right now.\You should recuperate.\I want to find Si Yin.\I want to know the method of bringing Mo Yuan back to life.\You want to make Su Su come back to life?\If Your Highness wants to know Si Yin's whereabouts\I know someone who might have some clues. response:	Who?
context: you don't have to investigate it right now.\You should recuperate.\I want to find Si Yin.\I want to know the method of bringing Mo Yuan back to life.\You want to make Su Su come back to life?\If Your Highness wants to know Si Yin's whereabouts\I know someone who might have some clues.\Who? response:	Bai Feng Jiu.
context: You should recuperate.\I want to find Si Yin.\I want to know the method of bringing Mo Yuan back to life.\You want to make Su Su come back to life?\If Your Highness wants to know Si Yin's whereabouts\I know someone who might have some clues.\Who?\Bai Feng Jiu. response:	Qing Qiu Bai Qian's niece?
context: I want to find Si Yin.\I want to know the method of bringing Mo Yuan back to life.\You want to make Su Su come back to life?\If Your Highness wants to know Si Yin's whereabouts\I know someone who might have some clues.\Who?\Bai Feng Jiu.\Qing Qiu Bai Qian's niece? response:	Precisely.
context: I want to know the method of bringing Mo Yuan back to life.\You want to make Su Su come back to life?\If Your Highness wants to know Si Yin's whereabouts\I know someone who might have some clues.\Who?\Bai Feng Jiu.\Qing Qiu Bai Qian's niece?\Precisely. response:	I feel like she knows something.
context: You want to make Su Su come back to life?\If Your Highness wants to know Si Yin's whereabouts\I know someone who might have some clues.\Who?\Bai Feng Jiu.\Qing Qiu Bai Qian's niece?\Precisely.\I feel like she knows something. response:	I'll go to Qing Qiu.
context: If Your Highness wants to know Si Yin's whereabouts\I know someone who might have some clues.\Who?\Bai Feng Jiu.\Qing Qiu Bai Qian's niece?\Precisely.\I feel like she knows something.\I'll go to Qing Qiu. response:	Now? Did you forget that you're getting married to Su Jin today?
context: I know someone who might have some clues.\Who?\Bai Feng Jiu.\Qing Qiu Bai Qian's niece?\Precisely.\I feel like she knows something.\I'll go to Qing Qiu.\Now? Did you forget that you're getting married to Su Jin today? response:	Am I? I forgot.
context: Who?\Bai Feng Jiu.\Qing Qiu Bai Qian's niece?\Precisely.\I feel like she knows something.\I'll go to Qing Qiu.\Now? Did you forget that you're getting married to Su Jin today?\Am I? I forgot. response:	You are?
context: Bai Feng Jiu.\Qing Qiu Bai Qian's niece?\Precisely.\I feel like she knows something.\I'll go to Qing Qiu.\Now? Did you forget that you're getting married to Su Jin today?\Am I? I forgot.\You are? response:	I am Celestial Crown Prince Ye Hua.
context: Qing Qiu Bai Qian's niece?\Precisely.\I feel like she knows something.\I'll go to Qing Qiu.\Now? Did you forget that you're getting married to Su Jin today?\Am I? I forgot.\You are?\I am Celestial Crown Prince Ye Hua. response:	I'd like to see Qing Qiu's Princess Bai Feng Jiu.
context: Precisely.\I feel like she knows something.\I'll go to Qing Qiu.\Now? Did you forget that you're getting married to Su Jin today?\Am I? I forgot.\You are?\I am Celestial Crown Prince Ye Hua.\I'd like to see Qing Qiu's Princess Bai Feng Jiu. response:	Crown prince?
context: I feel like she knows something.\I'll go to Qing Qiu.\Now? Did you forget that you're getting married to Su Jin today?\Am I? I forgot.\You are?\I am Celestial Crown Prince Ye Hua.\I'd like to see Qing Qiu's Princess Bai Feng Jiu.\Crown prince? response:	I'll go tell her and ask her to come out.
context: I'll go to Qing Qiu.\Now? Did you forget that you're getting married to Su Jin today?\Am I? I forgot.\You are?\I am Celestial Crown Prince Ye Hua.\I'd like to see Qing Qiu's Princess Bai Feng Jiu.\Crown prince?\I'll go tell her and ask her to come out. response:	Aunt, I got your Cloud Clearing Fan back.
context: Now? Did you forget that you're getting married to Su Jin today?\Am I? I forgot.\You are?\I am Celestial Crown Prince Ye Hua.\I'd like to see Qing Qiu's Princess Bai Feng Jiu.\Crown prince?\I'll go tell her and ask her to come out.\Aunt, I got your Cloud Clearing Fan back. response:	Did Mi Gu return it to you?
context: Am I? I forgot.\You are?\I am Celestial Crown Prince Ye Hua.\I'd like to see Qing Qiu's Princess Bai Feng Jiu.\Crown prince?\I'll go tell her and ask her to come out.\Aunt, I got your Cloud Clearing Fan back.\Did Mi Gu return it to you? response:	He did.
context: You are?\I am Celestial Crown Prince Ye Hua.\I'd like to see Qing Qiu's Princess Bai Feng Jiu.\Crown prince?\I'll go tell her and ask her to come out.\Aunt, I got your Cloud Clearing Fan back.\Did Mi Gu return it to you?\He did. response:	He also told me that to temporarily forget what Dijun did to make you sad
context: I am Celestial Crown Prince Ye Hua.\I'd like to see Qing Qiu's Princess Bai Feng Jiu.\Crown prince?\I'll go tell her and ask her to come out.\Aunt, I got your Cloud Clearing Fan back.\Did Mi Gu return it to you?\He did.\He also told me that to temporarily forget what Dijun did to make you sad response:	you went to North Sea to cause trouble.
context: I'd like to see Qing Qiu's Princess Bai Feng Jiu.\Crown prince?\I'll go tell her and ask her to come out.\Aunt, I got your Cloud Clearing Fan back.\Did Mi Gu return it to you?\He did.\He also told me that to temporarily forget what Dijun did to make you sad\you went to North Sea to cause trouble. response:	Not really.
context: Crown prince?\I'll go tell her and ask her to come out.\Aunt, I got your Cloud Clearing Fan back.\Did Mi Gu return it to you?\He did.\He also told me that to temporarily forget what Dijun did to make you sad\you went to North Sea to cause trouble.\Not really. response:	It's just that since coming back from Celestial Palace
context: I'll go tell her and ask her to come out.\Aunt, I got your Cloud Clearing Fan back.\Did Mi Gu return it to you?\He did.\He also told me that to temporarily forget what Dijun did to make you sad\you went to North Sea to cause trouble.\Not really.\It's just that since coming back from Celestial Palace response:	I've completely given up.
context: Aunt, I got your Cloud Clearing Fan back.\Did Mi Gu return it to you?\He did.\He also told me that to temporarily forget what Dijun did to make you sad\you went to North Sea to cause trouble.\Not really.\It's just that since coming back from Celestial Palace\I've completely given up. response:	I suddenly remembered that I forgot to teach Shao Xing a lesson for you
context: Did Mi Gu return it to you?\He did.\He also told me that to temporarily forget what Dijun did to make you sad\you went to North Sea to cause trouble.\Not really.\It's just that since coming back from Celestial Palace\I've completely given up.\I suddenly remembered that I forgot to teach Shao Xing a lesson for you response:	so I got the energy to go yell at her for you.
context: He did.\He also told me that to temporarily forget what Dijun did to make you sad\you went to North Sea to cause trouble.\Not really.\It's just that since coming back from Celestial Palace\I've completely given up.\I suddenly remembered that I forgot to teach Shao Xing a lesson for you\so I got the energy to go yell at her for you. response:	I know you treat me best.
context: He also told me that to temporarily forget what Dijun did to make you sad\you went to North Sea to cause trouble.\Not really.\It's just that since coming back from Celestial Palace\I've completely given up.\I suddenly remembered that I forgot to teach Shao Xing a lesson for you\so I got the energy to go yell at her for you.\I know you treat me best. response:	Even though you're disheartened, you didn't forget to stand up for me.
context: you went to North Sea to cause trouble.\Not really.\It's just that since coming back from Celestial Palace\I've completely given up.\I suddenly remembered that I forgot to teach Shao Xing a lesson for you\so I got the energy to go yell at her for you.\I know you treat me best.\Even though you're disheartened, you didn't forget to stand up for me. response:	Of course!
context: Not really.\It's just that since coming back from Celestial Palace\I've completely given up.\I suddenly remembered that I forgot to teach Shao Xing a lesson for you\so I got the energy to go yell at her for you.\I know you treat me best.\Even though you're disheartened, you didn't forget to stand up for me.\Of course! response:	Aunt, Crown Prince Ye Hua is here.
context: It's just that since coming back from Celestial Palace\I've completely given up.\I suddenly remembered that I forgot to teach Shao Xing a lesson for you\so I got the energy to go yell at her for you.\I know you treat me best.\Even though you're disheartened, you didn't forget to stand up for me.\Of course!\Aunt, Crown Prince Ye Hua is here. response:	Isn't my marriage with his second uncle already canceled?
context: I've completely given up.\I suddenly remembered that I forgot to teach Shao Xing a lesson for you\so I got the energy to go yell at her for you.\I know you treat me best.\Even though you're disheartened, you didn't forget to stand up for me.\Of course!\Aunt, Crown Prince Ye Hua is here.\Isn't my marriage with his second uncle already canceled? response:	What is he doing here?
context: I suddenly remembered that I forgot to teach Shao Xing a lesson for you\so I got the energy to go yell at her for you.\I know you treat me best.\Even though you're disheartened, you didn't forget to stand up for me.\Of course!\Aunt, Crown Prince Ye Hua is here.\Isn't my marriage with his second uncle already canceled?\What is he doing here? response:	Aunt, that guy is unfaithful and heartless.
context: so I got the energy to go yell at her for you.\I know you treat me best.\Even though you're disheartened, you didn't forget to stand up for me.\Of course!\Aunt, Crown Prince Ye Hua is here.\Isn't my marriage with his second uncle already canceled?\What is he doing here?\Aunt, that guy is unfaithful and heartless. response:	You must not marry him!
context: I know you treat me best.\Even though you're disheartened, you didn't forget to stand up for me.\Of course!\Aunt, Crown Prince Ye Hua is here.\Isn't my marriage with his second uncle already canceled?\What is he doing here?\Aunt, that guy is unfaithful and heartless.\You must not marry him! response:	Why would I marry him?
context: Even though you're disheartened, you didn't forget to stand up for me.\Of course!\Aunt, Crown Prince Ye Hua is here.\Isn't my marriage with his second uncle already canceled?\What is he doing here?\Aunt, that guy is unfaithful and heartless.\You must not marry him!\Why would I marry him? response:	You must now know.
context: Of course!\Aunt, Crown Prince Ye Hua is here.\Isn't my marriage with his second uncle already canceled?\What is he doing here?\Aunt, that guy is unfaithful and heartless.\You must not marry him!\Why would I marry him?\You must now know. response:	After your battle with Qing Cang and when you were sleeping to recuperate
context: Aunt, Crown Prince Ye Hua is here.\Isn't my marriage with his second uncle already canceled?\What is he doing here?\Aunt, that guy is unfaithful and heartless.\You must not marry him!\Why would I marry him?\You must now know.\After your battle with Qing Cang and when you were sleeping to recuperate response:	Fox King and High God Zhe Yan personally arranged this marriage for you.
context: Isn't my marriage with his second uncle already canceled?\What is he doing here?\Aunt, that guy is unfaithful and heartless.\You must not marry him!\Why would I marry him?\You must now know.\After your battle with Qing Cang and when you were sleeping to recuperate\Fox King and High God Zhe Yan personally arranged this marriage for you. response:	What marriage?
context: What is he doing here?\Aunt, that guy is unfaithful and heartless.\You must not marry him!\Why would I marry him?\You must now know.\After your battle with Qing Cang and when you were sleeping to recuperate\Fox King and High God Zhe Yan personally arranged this marriage for you.\What marriage? response:	Breaking off your marriage with Celestial Second Prince
context: Aunt, that guy is unfaithful and heartless.\You must not marry him!\Why would I marry him?\You must now know.\After your battle with Qing Cang and when you were sleeping to recuperate\Fox King and High God Zhe Yan personally arranged this marriage for you.\What marriage?\Breaking off your marriage with Celestial Second Prince response:	and marrying Crown Prince Ye Hua instead.
context: You must not marry him!\Why would I marry him?\You must now know.\After your battle with Qing Cang and when you were sleeping to recuperate\Fox King and High God Zhe Yan personally arranged this marriage for you.\What marriage?\Breaking off your marriage with Celestial Second Prince\and marrying Crown Prince Ye Hua instead. response:	Why didn't I know about this?
context: Why would I marry him?\You must now know.\After your battle with Qing Cang and when you were sleeping to recuperate\Fox King and High God Zhe Yan personally arranged this marriage for you.\What marriage?\Breaking off your marriage with Celestial Second Prince\and marrying Crown Prince Ye Hua instead.\Why didn't I know about this? response:	Didn't you just wake up?
context: You must now know.\After your battle with Qing Cang and when you were sleeping to recuperate\Fox King and High God Zhe Yan personally arranged this marriage for you.\What marriage?\Breaking off your marriage with Celestial Second Prince\and marrying Crown Prince Ye Hua instead.\Why didn't I know about this?\Didn't you just wake up? response:	Maybe Fourth Uncle and High God Zhe Yan didn't get the chance to tell you yet.
context: After your battle with Qing Cang and when you were sleeping to recuperate\Fox King and High God Zhe Yan personally arranged this marriage for you.\What marriage?\Breaking off your marriage with Celestial Second Prince\and marrying Crown Prince Ye Hua instead.\Why didn't I know about this?\Didn't you just wake up?\Maybe Fourth Uncle and High God Zhe Yan didn't get the chance to tell you yet. response:	Wasn't my marriage with his second uncle just get canceled?
