context: Yuuichi! response:	Sorry! Were you waiting long?
context: As a man who lives on love, I've gotta watch over my senpai on their path of love!\The male says let's go, takes the female's hand hsmartly, and they continue walking in that manner, hholding hands.\The next experiment is...\This one, huh?\Show us what a man you are, Yukimura-senpai!\Heart rate and body temperature rising.\Hands shaking terribly.\The ah earlier has had a tremendous effect... response:	A-And next, we're supposed to hold hands?
context: The male says let's go, takes the female's hand hsmartly, and they continue walking in that manner, hholding hands.\The next experiment is...\This one, huh?\Show us what a man you are, Yukimura-senpai!\Heart rate and body temperature rising.\Hands shaking terribly.\The ah earlier has had a tremendous effect...\A-And next, we're supposed to hold hands? response:	Yukimura-senpai, this is a really important flag showing the story splits here!
context: The next experiment is...\This one, huh?\Show us what a man you are, Yukimura-senpai!\Heart rate and body temperature rising.\Hands shaking terribly.\The ah earlier has had a tremendous effect...\A-And next, we're supposed to hold hands?\Yukimura-senpai, this is a really important flag showing the story splits here! response:	Take her hand.
context: This one, huh?\Show us what a man you are, Yukimura-senpai!\Heart rate and body temperature rising.\Hands shaking terribly.\The ah earlier has had a tremendous effect...\A-And next, we're supposed to hold hands?\Yukimura-senpai, this is a really important flag showing the story splits here!\Take her hand. response:	Take her hand.
context: Show us what a man you are, Yukimura-senpai!\Heart rate and body temperature rising.\Hands shaking terribly.\The ah earlier has had a tremendous effect...\A-And next, we're supposed to hold hands?\Yukimura-senpai, this is a really important flag showing the story splits here!\Take her hand.\Take her hand. response:	Don't take her hand.
context: Heart rate and body temperature rising.\Hands shaking terribly.\The ah earlier has had a tremendous effect...\A-And next, we're supposed to hold hands?\Yukimura-senpai, this is a really important flag showing the story splits here!\Take her hand.\Take her hand.\Don't take her hand. response:	Don't take her hand.
context: Hands shaking terribly.\The ah earlier has had a tremendous effect...\A-And next, we're supposed to hold hands?\Yukimura-senpai, this is a really important flag showing the story splits here!\Take her hand.\Take her hand.\Don't take her hand.\Don't take her hand. response:	A problem has arisen, so we will suspend the next experiment.
context: The ah earlier has had a tremendous effect...\A-And next, we're supposed to hold hands?\Yukimura-senpai, this is a really important flag showing the story splits here!\Take her hand.\Take her hand.\Don't take her hand.\Don't take her hand.\A problem has arisen, so we will suspend the next experiment. response:	Let's go.
context: A-And next, we're supposed to hold hands?\Yukimura-senpai, this is a really important flag showing the story splits here!\Take her hand.\Take her hand.\Don't take her hand.\Don't take her hand.\A problem has arisen, so we will suspend the next experiment.\Let's go. response:	He chickened out!
context: Yukimura-senpai, this is a really important flag showing the story splits here!\Take her hand.\Take her hand.\Don't take her hand.\Don't take her hand.\A problem has arisen, so we will suspend the next experiment.\Let's go.\He chickened out! response:	Yukimura-senpai! That choice will...
context: Take her hand.\Take her hand.\Don't take her hand.\Don't take her hand.\A problem has arisen, so we will suspend the next experiment.\Let's go.\He chickened out!\Yukimura-senpai! That choice will... response:	Take her hand.
context: Take her hand.\Don't take her hand.\Don't take her hand.\A problem has arisen, so we will suspend the next experiment.\Let's go.\He chickened out!\Yukimura-senpai! That choice will...\Take her hand. response:	Don't take her hand.
context: Don't take her hand.\Don't take her hand.\A problem has arisen, so we will suspend the next experiment.\Let's go.\He chickened out!\Yukimura-senpai! That choice will...\Take her hand.\Don't take her hand. response:	I see. I suppose it can't be helped.
context: Don't take her hand.\A problem has arisen, so we will suspend the next experiment.\Let's go.\He chickened out!\Yukimura-senpai! That choice will...\Take her hand.\Don't take her hand.\I see. I suppose it can't be helped. response:	This should be exact change. Please take care of the check.
context: A problem has arisen, so we will suspend the next experiment.\Let's go.\He chickened out!\Yukimura-senpai! That choice will...\Take her hand.\Don't take her hand.\I see. I suppose it can't be helped.\This should be exact change. Please take care of the check. response:	I'll go ahead and get in line for the bus.
context: Let's go.\He chickened out!\Yukimura-senpai! That choice will...\Take her hand.\Don't take her hand.\I see. I suppose it can't be helped.\This should be exact change. Please take care of the check.\I'll go ahead and get in line for the bus. response:	Yes. That would be very efficient.
context: He chickened out!\Yukimura-senpai! That choice will...\Take her hand.\Don't take her hand.\I see. I suppose it can't be helped.\This should be exact change. Please take care of the check.\I'll go ahead and get in line for the bus.\Yes. That would be very efficient. response:	Ten minutes into the date, it came out you were two-timing, so you got dumped?
context: Yukimura-senpai! That choice will...\Take her hand.\Don't take her hand.\I see. I suppose it can't be helped.\This should be exact change. Please take care of the check.\I'll go ahead and get in line for the bus.\Yes. That would be very efficient.\Ten minutes into the date, it came out you were two-timing, so you got dumped? response:	That's crazy!
context: Take her hand.\Don't take her hand.\I see. I suppose it can't be helped.\This should be exact change. Please take care of the check.\I'll go ahead and get in line for the bus.\Yes. That would be very efficient.\Ten minutes into the date, it came out you were two-timing, so you got dumped?\That's crazy! response:	Yuuichi-kun, that's seriously lame.
context: Don't take her hand.\I see. I suppose it can't be helped.\This should be exact change. Please take care of the check.\I'll go ahead and get in line for the bus.\Yes. That would be very efficient.\Ten minutes into the date, it came out you were two-timing, so you got dumped?\That's crazy!\Yuuichi-kun, that's seriously lame. response:	Shut up already. How're you supposed to prevent a coincidence like that?
context: I see. I suppose it can't be helped.\This should be exact change. Please take care of the check.\I'll go ahead and get in line for the bus.\Yes. That would be very efficient.\Ten minutes into the date, it came out you were two-timing, so you got dumped?\That's crazy!\Yuuichi-kun, that's seriously lame.\Shut up already. How're you supposed to prevent a coincidence like that? response:	Just watch. I'll land me another one soon enough.
context: This should be exact change. Please take care of the check.\I'll go ahead and get in line for the bus.\Yes. That would be very efficient.\Ten minutes into the date, it came out you were two-timing, so you got dumped?\That's crazy!\Yuuichi-kun, that's seriously lame.\Shut up already. How're you supposed to prevent a coincidence like that?\Just watch. I'll land me another one soon enough. response:	Go on! Do it!
context: I'll go ahead and get in line for the bus.\Yes. That would be very efficient.\Ten minutes into the date, it came out you were two-timing, so you got dumped?\That's crazy!\Yuuichi-kun, that's seriously lame.\Shut up already. How're you supposed to prevent a coincidence like that?\Just watch. I'll land me another one soon enough.\Go on! Do it! response:	Let's see. Who should I target?
context: Yes. That would be very efficient.\Ten minutes into the date, it came out you were two-timing, so you got dumped?\That's crazy!\Yuuichi-kun, that's seriously lame.\Shut up already. How're you supposed to prevent a coincidence like that?\Just watch. I'll land me another one soon enough.\Go on! Do it!\Let's see. Who should I target? response:	Whoa! That's one fine woman.
context: Ten minutes into the date, it came out you were two-timing, so you got dumped?\That's crazy!\Yuuichi-kun, that's seriously lame.\Shut up already. How're you supposed to prevent a coincidence like that?\Just watch. I'll land me another one soon enough.\Go on! Do it!\Let's see. Who should I target?\Whoa! That's one fine woman. response:	There's no way. She's gotta have a man, I'm telling you.
context: That's crazy!\Yuuichi-kun, that's seriously lame.\Shut up already. How're you supposed to prevent a coincidence like that?\Just watch. I'll land me another one soon enough.\Go on! Do it!\Let's see. Who should I target?\Whoa! That's one fine woman.\There's no way. She's gotta have a man, I'm telling you. response:	High degree of difficulty,
context: Yuuichi-kun, that's seriously lame.\Shut up already. How're you supposed to prevent a coincidence like that?\Just watch. I'll land me another one soon enough.\Go on! Do it!\Let's see. Who should I target?\Whoa! That's one fine woman.\There's no way. She's gotta have a man, I'm telling you.\High degree of difficulty, response:	but that uptight-looking type usually gives in to a gentle push.
context: Shut up already. How're you supposed to prevent a coincidence like that?\Just watch. I'll land me another one soon enough.\Go on! Do it!\Let's see. Who should I target?\Whoa! That's one fine woman.\There's no way. She's gotta have a man, I'm telling you.\High degree of difficulty,\but that uptight-looking type usually gives in to a gentle push. response:	It's a go.
context: Just watch. I'll land me another one soon enough.\Go on! Do it!\Let's see. Who should I target?\Whoa! That's one fine woman.\There's no way. She's gotta have a man, I'm telling you.\High degree of difficulty,\but that uptight-looking type usually gives in to a gentle push.\It's a go. response:	Why am I so irritated, I wonder.
context: Go on! Do it!\Let's see. Who should I target?\Whoa! That's one fine woman.\There's no way. She's gotta have a man, I'm telling you.\High degree of difficulty,\but that uptight-looking type usually gives in to a gentle push.\It's a go.\Why am I so irritated, I wonder. response:	For now, I'll just record it.
context: Let's see. Who should I target?\Whoa! That's one fine woman.\There's no way. She's gotta have a man, I'm telling you.\High degree of difficulty,\but that uptight-looking type usually gives in to a gentle push.\It's a go.\Why am I so irritated, I wonder.\For now, I'll just record it. response:	Times I felt uncertain +1
context: Whoa! That's one fine woman.\There's no way. She's gotta have a man, I'm telling you.\High degree of difficulty,\but that uptight-looking type usually gives in to a gentle push.\It's a go.\Why am I so irritated, I wonder.\For now, I'll just record it.\Times I felt uncertain +1 response:	Times I felt irritated +1
context: There's no way. She's gotta have a man, I'm telling you.\High degree of difficulty,\but that uptight-looking type usually gives in to a gentle push.\It's a go.\Why am I so irritated, I wonder.\For now, I'll just record it.\Times I felt uncertain +1\Times I felt irritated +1 response:	Miss.
context: High degree of difficulty,\but that uptight-looking type usually gives in to a gentle push.\It's a go.\Why am I so irritated, I wonder.\For now, I'll just record it.\Times I felt uncertain +1\Times I felt irritated +1\Miss. response:	You alone? Would you like to have tea with me?
context: but that uptight-looking type usually gives in to a gentle push.\It's a go.\Why am I so irritated, I wonder.\For now, I'll just record it.\Times I felt uncertain +1\Times I felt irritated +1\Miss.\You alone? Would you like to have tea with me? response:	I'm sorry. I'm in a hurry.
context: It's a go.\Why am I so irritated, I wonder.\For now, I'll just record it.\Times I felt uncertain +1\Times I felt irritated +1\Miss.\You alone? Would you like to have tea with me?\I'm sorry. I'm in a hurry. response:	Then it'll only take a sec.
context: Why am I so irritated, I wonder.\For now, I'll just record it.\Times I felt uncertain +1\Times I felt irritated +1\Miss.\You alone? Would you like to have tea with me?\I'm sorry. I'm in a hurry.\Then it'll only take a sec. response:	If you'll excuse me.
context: For now, I'll just record it.\Times I felt uncertain +1\Times I felt irritated +1\Miss.\You alone? Would you like to have tea with me?\I'm sorry. I'm in a hurry.\Then it'll only take a sec.\If you'll excuse me. response:	All I'm asking is 10 minutes.
context: Times I felt uncertain +1\Times I felt irritated +1\Miss.\You alone? Would you like to have tea with me?\I'm sorry. I'm in a hurry.\Then it'll only take a sec.\If you'll excuse me.\All I'm asking is 10 minutes. response:	All right.
context: Times I felt irritated +1\Miss.\You alone? Would you like to have tea with me?\I'm sorry. I'm in a hurry.\Then it'll only take a sec.\If you'll excuse me.\All I'm asking is 10 minutes.\All right. response:	Reasons I Won't hhhHave Tea With You
context: Miss.\You alone? Would you like to have tea with me?\I'm sorry. I'm in a hurry.\Then it'll only take a sec.\If you'll excuse me.\All I'm asking is 10 minutes.\All right.\Reasons I Won't hhhHave Tea With You response:	I will explain why I will not have tea with you in a way that will be easily understood.
context: You alone? Would you like to have tea with me?\I'm sorry. I'm in a hurry.\Then it'll only take a sec.\If you'll excuse me.\All I'm asking is 10 minutes.\All right.\Reasons I Won't hhhHave Tea With You\I will explain why I will not have tea with you in a way that will be easily understood. response:	Assessment of Primary Factors in Not Going To Tea With You
context: I'm sorry. I'm in a hurry.\Then it'll only take a sec.\If you'll excuse me.\All I'm asking is 10 minutes.\All right.\Reasons I Won't hhhHave Tea With You\I will explain why I will not have tea with you in a way that will be easily understood.\Assessment of Primary Factors in Not Going To Tea With You response:	Distrust of You, hhhhhPersonally
context: Then it'll only take a sec.\If you'll excuse me.\All I'm asking is 10 minutes.\All right.\Reasons I Won't hhhHave Tea With You\I will explain why I will not have tea with you in a way that will be easily understood.\Assessment of Primary Factors in Not Going To Tea With You\Distrust of You, hhhhhPersonally response:	Risk Associated with Lowbrow Manner of Approach
context: If you'll excuse me.\All I'm asking is 10 minutes.\All right.\Reasons I Won't hhhHave Tea With You\I will explain why I will not have tea with you in a way that will be easily understood.\Assessment of Primary Factors in Not Going To Tea With You\Distrust of You, hhhhhPersonally\Risk Associated with Lowbrow Manner of Approach response:	Current State hhof Urgency
context: All I'm asking is 10 minutes.\All right.\Reasons I Won't hhhHave Tea With You\I will explain why I will not have tea with you in a way that will be easily understood.\Assessment of Primary Factors in Not Going To Tea With You\Distrust of You, hhhhhPersonally\Risk Associated with Lowbrow Manner of Approach\Current State hhof Urgency response:	Instinctive Dislike
context: All right.\Reasons I Won't hhhHave Tea With You\I will explain why I will not have tea with you in a way that will be easily understood.\Assessment of Primary Factors in Not Going To Tea With You\Distrust of You, hhhhhPersonally\Risk Associated with Lowbrow Manner of Approach\Current State hhof Urgency\Instinctive Dislike response:	High-pressure Cold Calling Door-to-door Soliciting
context: Reasons I Won't hhhHave Tea With You\I will explain why I will not have tea with you in a way that will be easily understood.\Assessment of Primary Factors in Not Going To Tea With You\Distrust of You, hhhhhPersonally\Risk Associated with Lowbrow Manner of Approach\Current State hhof Urgency\Instinctive Dislike\High-pressure Cold Calling Door-to-door Soliciting response:	All Plans Currently in Progress
context: I will explain why I will not have tea with you in a way that will be easily understood.\Assessment of Primary Factors in Not Going To Tea With You\Distrust of You, hhhhhPersonally\Risk Associated with Lowbrow Manner of Approach\Current State hhof Urgency\Instinctive Dislike\High-pressure Cold Calling Door-to-door Soliciting\All Plans Currently in Progress response:	Split generally, the reasons fall into three categories.
context: Assessment of Primary Factors in Not Going To Tea With You\Distrust of You, hhhhhPersonally\Risk Associated with Lowbrow Manner of Approach\Current State hhof Urgency\Instinctive Dislike\High-pressure Cold Calling Door-to-door Soliciting\All Plans Currently in Progress\Split generally, the reasons fall into three categories. response:	54 of the primary factors fall under my current state of urgency, however,
context: Distrust of You, hhhhhPersonally\Risk Associated with Lowbrow Manner of Approach\Current State hhof Urgency\Instinctive Dislike\High-pressure Cold Calling Door-to-door Soliciting\All Plans Currently in Progress\Split generally, the reasons fall into three categories.\54 of the primary factors fall under my current state of urgency, however, response:	here, I will detail the distrust I have of you, personally.
context: Risk Associated with Lowbrow Manner of Approach\Current State hhof Urgency\Instinctive Dislike\High-pressure Cold Calling Door-to-door Soliciting\All Plans Currently in Progress\Split generally, the reasons fall into three categories.\54 of the primary factors fall under my current state of urgency, however,\here, I will detail the distrust I have of you, personally. response:	Detailed Analysis of My Distrust of You, Personally
context: Current State hhof Urgency\Instinctive Dislike\High-pressure Cold Calling Door-to-door Soliciting\All Plans Currently in Progress\Split generally, the reasons fall into three categories.\54 of the primary factors fall under my current state of urgency, however,\here, I will detail the distrust I have of you, personally.\Detailed Analysis of My Distrust of You, Personally response:	Failure to consider the feelings of others
context: Instinctive Dislike\High-pressure Cold Calling Door-to-door Soliciting\All Plans Currently in Progress\Split generally, the reasons fall into three categories.\54 of the primary factors fall under my current state of urgency, however,\here, I will detail the distrust I have of you, personally.\Detailed Analysis of My Distrust of You, Personally\Failure to consider the feelings of others response:	Persistent solicitation in spite of rejection over n times
context: High-pressure Cold Calling Door-to-door Soliciting\All Plans Currently in Progress\Split generally, the reasons fall into three categories.\54 of the primary factors fall under my current state of urgency, however,\here, I will detail the distrust I have of you, personally.\Detailed Analysis of My Distrust of You, Personally\Failure to consider the feelings of others\Persistent solicitation in spite of rejection over n times response:	Acquiescence to pick-up lines
context: All Plans Currently in Progress\Split generally, the reasons fall into three categories.\54 of the primary factors fall under my current state of urgency, however,\here, I will detail the distrust I have of you, personally.\Detailed Analysis of My Distrust of You, Personally\Failure to consider the feelings of others\Persistent solicitation in spite of rejection over n times\Acquiescence to pick-up lines response:	Regardless of my rejection of you,
context: Split generally, the reasons fall into three categories.\54 of the primary factors fall under my current state of urgency, however,\here, I will detail the distrust I have of you, personally.\Detailed Analysis of My Distrust of You, Personally\Failure to consider the feelings of others\Persistent solicitation in spite of rejection over n times\Acquiescence to pick-up lines\Regardless of my rejection of you, response:	you persist in your solicitation, which, amongst other things,
context: 54 of the primary factors fall under my current state of urgency, however,\here, I will detail the distrust I have of you, personally.\Detailed Analysis of My Distrust of You, Personally\Failure to consider the feelings of others\Persistent solicitation in spite of rejection over n times\Acquiescence to pick-up lines\Regardless of my rejection of you,\you persist in your solicitation, which, amongst other things, response:	renders your striking lack of appeal as a human being quite obvious.
context: here, I will detail the distrust I have of you, personally.\Detailed Analysis of My Distrust of You, Personally\Failure to consider the feelings of others\Persistent solicitation in spite of rejection over n times\Acquiescence to pick-up lines\Regardless of my rejection of you,\you persist in your solicitation, which, amongst other things,\renders your striking lack of appeal as a human being quite obvious. response:	Also, it is possible that you are in violation of the
context: Detailed Analysis of My Distrust of You, Personally\Failure to consider the feelings of others\Persistent solicitation in spite of rejection over n times\Acquiescence to pick-up lines\Regardless of my rejection of you,\you persist in your solicitation, which, amongst other things,\renders your striking lack of appeal as a human being quite obvious.\Also, it is possible that you are in violation of the response:	I've tried to pick up a lot of girls in my time,
context: Failure to consider the feelings of others\Persistent solicitation in spite of rejection over n times\Acquiescence to pick-up lines\Regardless of my rejection of you,\you persist in your solicitation, which, amongst other things,\renders your striking lack of appeal as a human being quite obvious.\Also, it is possible that you are in violation of the\I've tried to pick up a lot of girls in my time, response:	Minor Offenses Act and anti-nuisance ordinances.
context: Persistent solicitation in spite of rejection over n times\Acquiescence to pick-up lines\Regardless of my rejection of you,\you persist in your solicitation, which, amongst other things,\renders your striking lack of appeal as a human being quite obvious.\Also, it is possible that you are in violation of the\I've tried to pick up a lot of girls in my time,\Minor Offenses Act and anti-nuisance ordinances. response:	but this is the first time I've ever been rejected this way.
context: Acquiescence to pick-up lines\Regardless of my rejection of you,\you persist in your solicitation, which, amongst other things,\renders your striking lack of appeal as a human being quite obvious.\Also, it is possible that you are in violation of the\I've tried to pick up a lot of girls in my time,\Minor Offenses Act and anti-nuisance ordinances.\but this is the first time I've ever been rejected this way. response:	You could even be called a de facto standard of pick-up line artists.
context: Regardless of my rejection of you,\you persist in your solicitation, which, amongst other things,\renders your striking lack of appeal as a human being quite obvious.\Also, it is possible that you are in violation of the\I've tried to pick up a lot of girls in my time,\Minor Offenses Act and anti-nuisance ordinances.\but this is the first time I've ever been rejected this way.\You could even be called a de facto standard of pick-up line artists. response:	I'm not exactly sure why, but... I'm sorry.
context: you persist in your solicitation, which, amongst other things,\renders your striking lack of appeal as a human being quite obvious.\Also, it is possible that you are in violation of the\I've tried to pick up a lot of girls in my time,\Minor Offenses Act and anti-nuisance ordinances.\but this is the first time I've ever been rejected this way.\You could even be called a de facto standard of pick-up line artists.\I'm not exactly sure why, but... I'm sorry. response:	Would ya look at that?!
context: renders your striking lack of appeal as a human being quite obvious.\Also, it is possible that you are in violation of the\I've tried to pick up a lot of girls in my time,\Minor Offenses Act and anti-nuisance ordinances.\but this is the first time I've ever been rejected this way.\You could even be called a de facto standard of pick-up line artists.\I'm not exactly sure why, but... I'm sorry.\Would ya look at that?! response:	So lame!
context: Also, it is possible that you are in violation of the\I've tried to pick up a lot of girls in my time,\Minor Offenses Act and anti-nuisance ordinances.\but this is the first time I've ever been rejected this way.\You could even be called a de facto standard of pick-up line artists.\I'm not exactly sure why, but... I'm sorry.\Would ya look at that?!\So lame! response:	Shut up! It's not over yet!
context: I've tried to pick up a lot of girls in my time,\Minor Offenses Act and anti-nuisance ordinances.\but this is the first time I've ever been rejected this way.\You could even be called a de facto standard of pick-up line artists.\I'm not exactly sure why, but... I'm sorry.\Would ya look at that?!\So lame!\Shut up! It's not over yet! response:	That's the end of my explanation. If you understand, then hurry and
context: Minor Offenses Act and anti-nuisance ordinances.\but this is the first time I've ever been rejected this way.\You could even be called a de facto standard of pick-up line artists.\I'm not exactly sure why, but... I'm sorry.\Would ya look at that?!\So lame!\Shut up! It's not over yet!\That's the end of my explanation. If you understand, then hurry and response:	You've got it all wrong! My motives are pure!
context: but this is the first time I've ever been rejected this way.\You could even be called a de facto standard of pick-up line artists.\I'm not exactly sure why, but... I'm sorry.\Would ya look at that?!\So lame!\Shut up! It's not over yet!\That's the end of my explanation. If you understand, then hurry and\You've got it all wrong! My motives are pure! response:	What...?
context: You could even be called a de facto standard of pick-up line artists.\I'm not exactly sure why, but... I'm sorry.\Would ya look at that?!\So lame!\Shut up! It's not over yet!\That's the end of my explanation. If you understand, then hurry and\You've got it all wrong! My motives are pure!\What...? response:	Seriously. It was love at first sight! The second I saw you, I fell in love!
context: I'm not exactly sure why, but... I'm sorry.\Would ya look at that?!\So lame!\Shut up! It's not over yet!\That's the end of my explanation. If you understand, then hurry and\You've got it all wrong! My motives are pure!\What...?\Seriously. It was love at first sight! The second I saw you, I fell in love! response:	Hey.
context: Would ya look at that?!\So lame!\Shut up! It's not over yet!\That's the end of my explanation. If you understand, then hurry and\You've got it all wrong! My motives are pure!\What...?\Seriously. It was love at first sight! The second I saw you, I fell in love!\Hey. response:	Huh?
context: So lame!\Shut up! It's not over yet!\That's the end of my explanation. If you understand, then hurry and\You've got it all wrong! My motives are pure!\What...?\Seriously. It was love at first sight! The second I saw you, I fell in love!\Hey.\Huh? response:	Do not touch that woman.
context: Shut up! It's not over yet!\That's the end of my explanation. If you understand, then hurry and\You've got it all wrong! My motives are pure!\What...?\Seriously. It was love at first sight! The second I saw you, I fell in love!\Hey.\Huh?\Do not touch that woman. response:	You subgenus of chimpanzees.
context: That's the end of my explanation. If you understand, then hurry and\You've got it all wrong! My motives are pure!\What...?\Seriously. It was love at first sight! The second I saw you, I fell in love!\Hey.\Huh?\Do not touch that woman.\You subgenus of chimpanzees. response:	Let's go.
context: You've got it all wrong! My motives are pure!\What...?\Seriously. It was love at first sight! The second I saw you, I fell in love!\Hey.\Huh?\Do not touch that woman.\You subgenus of chimpanzees.\Let's go. response:	Times you thought you chickened out earlier, and now this! +1
context: What...?\Seriously. It was love at first sight! The second I saw you, I fell in love!\Hey.\Huh?\Do not touch that woman.\You subgenus of chimpanzees.\Let's go.\Times you thought you chickened out earlier, and now this! +1 response:	Times you thought what took you so long? +1
context: Seriously. It was love at first sight! The second I saw you, I fell in love!\Hey.\Huh?\Do not touch that woman.\You subgenus of chimpanzees.\Let's go.\Times you thought you chickened out earlier, and now this! +1\Times you thought what took you so long? +1 response:	Times you wanted to cry +1
context: Hey.\Huh?\Do not touch that woman.\You subgenus of chimpanzees.\Let's go.\Times you thought you chickened out earlier, and now this! +1\Times you thought what took you so long? +1\Times you wanted to cry +1 response:	Times you were scared +1
context: Huh?\Do not touch that woman.\You subgenus of chimpanzees.\Let's go.\Times you thought you chickened out earlier, and now this! +1\Times you thought what took you so long? +1\Times you wanted to cry +1\Times you were scared +1 response:	Times you thought it took you long enough to take my hand. +1
context: Do not touch that woman.\You subgenus of chimpanzees.\Let's go.\Times you thought you chickened out earlier, and now this! +1\Times you thought what took you so long? +1\Times you wanted to cry +1\Times you were scared +1\Times you thought it took you long enough to take my hand. +1 response:	Times you felt relieved +1
context: You subgenus of chimpanzees.\Let's go.\Times you thought you chickened out earlier, and now this! +1\Times you thought what took you so long? +1\Times you wanted to cry +1\Times you were scared +1\Times you thought it took you long enough to take my hand. +1\Times you felt relieved +1 response:	It took you long enough!
context: Let's go.\Times you thought you chickened out earlier, and now this! +1\Times you thought what took you so long? +1\Times you wanted to cry +1\Times you were scared +1\Times you thought it took you long enough to take my hand. +1\Times you felt relieved +1\It took you long enough! response:	Sorry.
context: Times you thought you chickened out earlier, and now this! +1\Times you thought what took you so long? +1\Times you wanted to cry +1\Times you were scared +1\Times you thought it took you long enough to take my hand. +1\Times you felt relieved +1\It took you long enough!\Sorry. response:	Hold on.
context: Times you thought what took you so long? +1\Times you wanted to cry +1\Times you were scared +1\Times you thought it took you long enough to take my hand. +1\Times you felt relieved +1\It took you long enough!\Sorry.\Hold on. response:	Who're you? You her boyfriend or something?
context: Times you wanted to cry +1\Times you were scared +1\Times you thought it took you long enough to take my hand. +1\Times you felt relieved +1\It took you long enough!\Sorry.\Hold on.\Who're you? You her boyfriend or something? response:	No, I'm not.
context: Times you were scared +1\Times you thought it took you long enough to take my hand. +1\Times you felt relieved +1\It took you long enough!\Sorry.\Hold on.\Who're you? You her boyfriend or something?\No, I'm not. response:	Then this has nothing to do with you, does it?
context: Times you thought it took you long enough to take my hand. +1\Times you felt relieved +1\It took you long enough!\Sorry.\Hold on.\Who're you? You her boyfriend or something?\No, I'm not.\Then this has nothing to do with you, does it? response:	Stop getting in the way of other people's love.
context: Times you felt relieved +1\It took you long enough!\Sorry.\Hold on.\Who're you? You her boyfriend or something?\No, I'm not.\Then this has nothing to do with you, does it?\Stop getting in the way of other people's love. response:	I see.
context: It took you long enough!\Sorry.\Hold on.\Who're you? You her boyfriend or something?\No, I'm not.\Then this has nothing to do with you, does it?\Stop getting in the way of other people's love.\I see. response:	You love this woman?
context: Sorry.\Hold on.\Who're you? You her boyfriend or something?\No, I'm not.\Then this has nothing to do with you, does it?\Stop getting in the way of other people's love.\I see.\You love this woman? response:	In that case, I have a question.
context: Hold on.\Who're you? You her boyfriend or something?\No, I'm not.\Then this has nothing to do with you, does it?\Stop getting in the way of other people's love.\I see.\You love this woman?\In that case, I have a question. response:	Upon what basis did you determine you were in love?
context: Who're you? You her boyfriend or something?\No, I'm not.\Then this has nothing to do with you, does it?\Stop getting in the way of other people's love.\I see.\You love this woman?\In that case, I have a question.\Upon what basis did you determine you were in love? response:	Huh?
context: No, I'm not.\Then this has nothing to do with you, does it?\Stop getting in the way of other people's love.\I see.\You love this woman?\In that case, I have a question.\Upon what basis did you determine you were in love?\Huh? response:	What is it you love? What emotion led you to make that determination?
context: Then this has nothing to do with you, does it?\Stop getting in the way of other people's love.\I see.\You love this woman?\In that case, I have a question.\Upon what basis did you determine you were in love?\Huh?\What is it you love? What emotion led you to make that determination? response:	What reason can you provide as objective proof?
context: Stop getting in the way of other people's love.\I see.\You love this woman?\In that case, I have a question.\Upon what basis did you determine you were in love?\Huh?\What is it you love? What emotion led you to make that determination?\What reason can you provide as objective proof? response:	You don't need a reason to fall in love!
context: I see.\You love this woman?\In that case, I have a question.\Upon what basis did you determine you were in love?\Huh?\What is it you love? What emotion led you to make that determination?\What reason can you provide as objective proof?\You don't need a reason to fall in love! response:	Of course you need a reason!
context: You love this woman?\In that case, I have a question.\Upon what basis did you determine you were in love?\Huh?\What is it you love? What emotion led you to make that determination?\What reason can you provide as objective proof?\You don't need a reason to fall in love!\Of course you need a reason! response:	Never base decisions on supposition!
context: In that case, I have a question.\Upon what basis did you determine you were in love?\Huh?\What is it you love? What emotion led you to make that determination?\What reason can you provide as objective proof?\You don't need a reason to fall in love!\Of course you need a reason!\Never base decisions on supposition! response:	Her good points and bad points. The varied evidence which makes me find her desirable.
context: Upon what basis did you determine you were in love?\Huh?\What is it you love? What emotion led you to make that determination?\What reason can you provide as objective proof?\You don't need a reason to fall in love!\Of course you need a reason!\Never base decisions on supposition!\Her good points and bad points. The varied evidence which makes me find her desirable. response:	The measurement of my heart rate,
context: Huh?\What is it you love? What emotion led you to make that determination?\What reason can you provide as objective proof?\You don't need a reason to fall in love!\Of course you need a reason!\Never base decisions on supposition!\Her good points and bad points. The varied evidence which makes me find her desirable.\The measurement of my heart rate, response:	body temperature, and other vitals when we are together!
context: What is it you love? What emotion led you to make that determination?\What reason can you provide as objective proof?\You don't need a reason to fall in love!\Of course you need a reason!\Never base decisions on supposition!\Her good points and bad points. The varied evidence which makes me find her desirable.\The measurement of my heart rate,\body temperature, and other vitals when we are together! response:	I have assembled all of this data and even I am unable to prove that I love her!
context: What reason can you provide as objective proof?\You don't need a reason to fall in love!\Of course you need a reason!\Never base decisions on supposition!\Her good points and bad points. The varied evidence which makes me find her desirable.\The measurement of my heart rate,\body temperature, and other vitals when we are together!\I have assembled all of this data and even I am unable to prove that I love her! response:	The likes of you could never so casually declare your love for her!
context: You don't need a reason to fall in love!\Of course you need a reason!\Never base decisions on supposition!\Her good points and bad points. The varied evidence which makes me find her desirable.\The measurement of my heart rate,\body temperature, and other vitals when we are together!\I have assembled all of this data and even I am unable to prove that I love her!\The likes of you could never so casually declare your love for her! response:	We have no time to waste on animals who have cast aside reason.
