context: We kissed, held hands, response:	and walked to the convenience store without saying a word.
context: Mosquitoes? It's summer, after all.\For real, Reira?\They're at my place, too. The paparazzi.\I wonder whose blood they wanna suck.\Then they must be at my place, too. This is bad.\It's your blood they want.\Oh, that's right.\You've got a woman staying at your place, don't you Ren? response:	Make her go home before they find out.
context: For real, Reira?\They're at my place, too. The paparazzi.\I wonder whose blood they wanna suck.\Then they must be at my place, too. This is bad.\It's your blood they want.\Oh, that's right.\You've got a woman staying at your place, don't you Ren?\Make her go home before they find out. response:	We can't afford any scandals with you in it.
context: They're at my place, too. The paparazzi.\I wonder whose blood they wanna suck.\Then they must be at my place, too. This is bad.\It's your blood they want.\Oh, that's right.\You've got a woman staying at your place, don't you Ren?\Make her go home before they find out.\We can't afford any scandals with you in it. response:	What's wrong with that?
context: I wonder whose blood they wanna suck.\Then they must be at my place, too. This is bad.\It's your blood they want.\Oh, that's right.\You've got a woman staying at your place, don't you Ren?\Make her go home before they find out.\We can't afford any scandals with you in it.\What's wrong with that? response:	Ren Honjo's passionate love life uncovered!
context: Then they must be at my place, too. This is bad.\It's your blood they want.\Oh, that's right.\You've got a woman staying at your place, don't you Ren?\Make her go home before they find out.\We can't afford any scandals with you in it.\What's wrong with that?\Ren Honjo's passionate love life uncovered! response:	It's not gonna hurt you, right? In fact, it's adorable.
context: It's your blood they want.\Oh, that's right.\You've got a woman staying at your place, don't you Ren?\Make her go home before they find out.\We can't afford any scandals with you in it.\What's wrong with that?\Ren Honjo's passionate love life uncovered!\It's not gonna hurt you, right? In fact, it's adorable. response:	I'll tell her to dress properly whenever she goes out.
context: Oh, that's right.\You've got a woman staying at your place, don't you Ren?\Make her go home before they find out.\We can't afford any scandals with you in it.\What's wrong with that?\Ren Honjo's passionate love life uncovered!\It's not gonna hurt you, right? In fact, it's adorable.\I'll tell her to dress properly whenever she goes out. response:	By the way, when can we return to our homes
context: You've got a woman staying at your place, don't you Ren?\Make her go home before they find out.\We can't afford any scandals with you in it.\What's wrong with that?\Ren Honjo's passionate love life uncovered!\It's not gonna hurt you, right? In fact, it's adorable.\I'll tell her to dress properly whenever she goes out.\By the way, when can we return to our homes response:	where the mosquitoes wait for us?
context: Make her go home before they find out.\We can't afford any scandals with you in it.\What's wrong with that?\Ren Honjo's passionate love life uncovered!\It's not gonna hurt you, right? In fact, it's adorable.\I'll tell her to dress properly whenever she goes out.\By the way, when can we return to our homes\where the mosquitoes wait for us? response:	Then go home. Our band will be just fine without you, Naoki.
context: We can't afford any scandals with you in it.\What's wrong with that?\Ren Honjo's passionate love life uncovered!\It's not gonna hurt you, right? In fact, it's adorable.\I'll tell her to dress properly whenever she goes out.\By the way, when can we return to our homes\where the mosquitoes wait for us?\Then go home. Our band will be just fine without you, Naoki. response:	THERE'S SOMETHING I WANT TO TALK TO YOU ABOUT. COULD YOU CALL ME WHEN YOU HAVE A MOMENT? SORRY TO BOTHER YOU AT A BUSY TIME. NANA
context: What's wrong with that?\Ren Honjo's passionate love life uncovered!\It's not gonna hurt you, right? In fact, it's adorable.\I'll tell her to dress properly whenever she goes out.\By the way, when can we return to our homes\where the mosquitoes wait for us?\Then go home. Our band will be just fine without you, Naoki.\THERE'S SOMETHING I WANT TO TALK TO YOU ABOUT. COULD YOU CALL ME WHEN YOU HAVE A MOMENT? SORRY TO BOTHER YOU AT A BUSY TIME. NANA response:	You didn't have to respond so quickly.
context: Ren Honjo's passionate love life uncovered!\It's not gonna hurt you, right? In fact, it's adorable.\I'll tell her to dress properly whenever she goes out.\By the way, when can we return to our homes\where the mosquitoes wait for us?\Then go home. Our band will be just fine without you, Naoki.\THERE'S SOMETHING I WANT TO TALK TO YOU ABOUT. COULD YOU CALL ME WHEN YOU HAVE A MOMENT? SORRY TO BOTHER YOU AT A BUSY TIME. NANA\You didn't have to respond so quickly. response:	Hello?
context: It's not gonna hurt you, right? In fact, it's adorable.\I'll tell her to dress properly whenever she goes out.\By the way, when can we return to our homes\where the mosquitoes wait for us?\Then go home. Our band will be just fine without you, Naoki.\THERE'S SOMETHING I WANT TO TALK TO YOU ABOUT. COULD YOU CALL ME WHEN YOU HAVE A MOMENT? SORRY TO BOTHER YOU AT A BUSY TIME. NANA\You didn't have to respond so quickly.\Hello? response:	What did you wanna talk to me about?
context: I'll tell her to dress properly whenever she goes out.\By the way, when can we return to our homes\where the mosquitoes wait for us?\Then go home. Our band will be just fine without you, Naoki.\THERE'S SOMETHING I WANT TO TALK TO YOU ABOUT. COULD YOU CALL ME WHEN YOU HAVE A MOMENT? SORRY TO BOTHER YOU AT A BUSY TIME. NANA\You didn't have to respond so quickly.\Hello?\What did you wanna talk to me about? response:	What's the matter? Did something happen?
context: By the way, when can we return to our homes\where the mosquitoes wait for us?\Then go home. Our band will be just fine without you, Naoki.\THERE'S SOMETHING I WANT TO TALK TO YOU ABOUT. COULD YOU CALL ME WHEN YOU HAVE A MOMENT? SORRY TO BOTHER YOU AT A BUSY TIME. NANA\You didn't have to respond so quickly.\Hello?\What did you wanna talk to me about?\What's the matter? Did something happen? response:	The phone won't do.
context: where the mosquitoes wait for us?\Then go home. Our band will be just fine without you, Naoki.\THERE'S SOMETHING I WANT TO TALK TO YOU ABOUT. COULD YOU CALL ME WHEN YOU HAVE A MOMENT? SORRY TO BOTHER YOU AT A BUSY TIME. NANA\You didn't have to respond so quickly.\Hello?\What did you wanna talk to me about?\What's the matter? Did something happen?\The phone won't do. response:	I can't say goodbye over the phone.
context: Then go home. Our band will be just fine without you, Naoki.\THERE'S SOMETHING I WANT TO TALK TO YOU ABOUT. COULD YOU CALL ME WHEN YOU HAVE A MOMENT? SORRY TO BOTHER YOU AT A BUSY TIME. NANA\You didn't have to respond so quickly.\Hello?\What did you wanna talk to me about?\What's the matter? Did something happen?\The phone won't do.\I can't say goodbye over the phone. response:	It's inhumane.
context: THERE'S SOMETHING I WANT TO TALK TO YOU ABOUT. COULD YOU CALL ME WHEN YOU HAVE A MOMENT? SORRY TO BOTHER YOU AT A BUSY TIME. NANA\You didn't have to respond so quickly.\Hello?\What did you wanna talk to me about?\What's the matter? Did something happen?\The phone won't do.\I can't say goodbye over the phone.\It's inhumane. response:	Can we meet now and talk?
context: You didn't have to respond so quickly.\Hello?\What did you wanna talk to me about?\What's the matter? Did something happen?\The phone won't do.\I can't say goodbye over the phone.\It's inhumane.\Can we meet now and talk? response:	Sorry. We're filming a TV show right now.
context: Hello?\What did you wanna talk to me about?\What's the matter? Did something happen?\The phone won't do.\I can't say goodbye over the phone.\It's inhumane.\Can we meet now and talk?\Sorry. We're filming a TV show right now. response:	Oh, is that so? Sorry to bug you during work.
context: What did you wanna talk to me about?\What's the matter? Did something happen?\The phone won't do.\I can't say goodbye over the phone.\It's inhumane.\Can we meet now and talk?\Sorry. We're filming a TV show right now.\Oh, is that so? Sorry to bug you during work. response:	It's okay. We spend more time waiting than shooting.
context: What's the matter? Did something happen?\The phone won't do.\I can't say goodbye over the phone.\It's inhumane.\Can we meet now and talk?\Sorry. We're filming a TV show right now.\Oh, is that so? Sorry to bug you during work.\It's okay. We spend more time waiting than shooting. response:	It's such a drag.
context: The phone won't do.\I can't say goodbye over the phone.\It's inhumane.\Can we meet now and talk?\Sorry. We're filming a TV show right now.\Oh, is that so? Sorry to bug you during work.\It's okay. We spend more time waiting than shooting.\It's such a drag. response:	That's rare for you to be on TV.
context: I can't say goodbye over the phone.\It's inhumane.\Can we meet now and talk?\Sorry. We're filming a TV show right now.\Oh, is that so? Sorry to bug you during work.\It's okay. We spend more time waiting than shooting.\It's such a drag.\That's rare for you to be on TV. response:	Satellite TV. They're doing a special on us.
context: It's inhumane.\Can we meet now and talk?\Sorry. We're filming a TV show right now.\Oh, is that so? Sorry to bug you during work.\It's okay. We spend more time waiting than shooting.\It's such a drag.\That's rare for you to be on TV.\Satellite TV. They're doing a special on us. response:	Really? But we don't have a tuner at home.
context: Can we meet now and talk?\Sorry. We're filming a TV show right now.\Oh, is that so? Sorry to bug you during work.\It's okay. We spend more time waiting than shooting.\It's such a drag.\That's rare for you to be on TV.\Satellite TV. They're doing a special on us.\Really? But we don't have a tuner at home. response:	If you're a fan, then buy one.
context: Sorry. We're filming a TV show right now.\Oh, is that so? Sorry to bug you during work.\It's okay. We spend more time waiting than shooting.\It's such a drag.\That's rare for you to be on TV.\Satellite TV. They're doing a special on us.\Really? But we don't have a tuner at home.\If you're a fan, then buy one. response:	This isn't good. This is no time to be chatting casually.
context: Oh, is that so? Sorry to bug you during work.\It's okay. We spend more time waiting than shooting.\It's such a drag.\That's rare for you to be on TV.\Satellite TV. They're doing a special on us.\Really? But we don't have a tuner at home.\If you're a fan, then buy one.\This isn't good. This is no time to be chatting casually. response:	What's the matter? Is it something you can't discuss over the phone?
context: It's okay. We spend more time waiting than shooting.\It's such a drag.\That's rare for you to be on TV.\Satellite TV. They're doing a special on us.\Really? But we don't have a tuner at home.\If you're a fan, then buy one.\This isn't good. This is no time to be chatting casually.\What's the matter? Is it something you can't discuss over the phone? response:	I'm fully booked for a while, and I can't make any plans.
context: It's such a drag.\That's rare for you to be on TV.\Satellite TV. They're doing a special on us.\Really? But we don't have a tuner at home.\If you're a fan, then buy one.\This isn't good. This is no time to be chatting casually.\What's the matter? Is it something you can't discuss over the phone?\I'm fully booked for a while, and I can't make any plans. response:	I see...
context: That's rare for you to be on TV.\Satellite TV. They're doing a special on us.\Really? But we don't have a tuner at home.\If you're a fan, then buy one.\This isn't good. This is no time to be chatting casually.\What's the matter? Is it something you can't discuss over the phone?\I'm fully booked for a while, and I can't make any plans.\I see... response:	What? Don't tell me you're pregnant!
context: Satellite TV. They're doing a special on us.\Really? But we don't have a tuner at home.\If you're a fan, then buy one.\This isn't good. This is no time to be chatting casually.\What's the matter? Is it something you can't discuss over the phone?\I'm fully booked for a while, and I can't make any plans.\I see...\What? Don't tell me you're pregnant! response:	Huh?! No, that's not it!
context: Really? But we don't have a tuner at home.\If you're a fan, then buy one.\This isn't good. This is no time to be chatting casually.\What's the matter? Is it something you can't discuss over the phone?\I'm fully booked for a while, and I can't make any plans.\I see...\What? Don't tell me you're pregnant!\Huh?! No, that's not it! response:	So that's not it. Thank goodness. You scared me there.
context: If you're a fan, then buy one.\This isn't good. This is no time to be chatting casually.\What's the matter? Is it something you can't discuss over the phone?\I'm fully booked for a while, and I can't make any plans.\I see...\What? Don't tell me you're pregnant!\Huh?! No, that's not it!\So that's not it. Thank goodness. You scared me there. response:	I may not look it, but I'm pretty sensitive.
context: This isn't good. This is no time to be chatting casually.\What's the matter? Is it something you can't discuss over the phone?\I'm fully booked for a while, and I can't make any plans.\I see...\What? Don't tell me you're pregnant!\Huh?! No, that's not it!\So that's not it. Thank goodness. You scared me there.\I may not look it, but I'm pretty sensitive. response:	I don't deal well with inconveniences like that.
context: What's the matter? Is it something you can't discuss over the phone?\I'm fully booked for a while, and I can't make any plans.\I see...\What? Don't tell me you're pregnant!\Huh?! No, that's not it!\So that's not it. Thank goodness. You scared me there.\I may not look it, but I'm pretty sensitive.\I don't deal well with inconveniences like that. response:	Sorry.
context: I'm fully booked for a while, and I can't make any plans.\I see...\What? Don't tell me you're pregnant!\Huh?! No, that's not it!\So that's not it. Thank goodness. You scared me there.\I may not look it, but I'm pretty sensitive.\I don't deal well with inconveniences like that.\Sorry. response:	Inconvenience?
context: I see...\What? Don't tell me you're pregnant!\Huh?! No, that's not it!\So that's not it. Thank goodness. You scared me there.\I may not look it, but I'm pretty sensitive.\I don't deal well with inconveniences like that.\Sorry.\Inconvenience? response:	Who talks like that?!
context: What? Don't tell me you're pregnant!\Huh?! No, that's not it!\So that's not it. Thank goodness. You scared me there.\I may not look it, but I'm pretty sensitive.\I don't deal well with inconveniences like that.\Sorry.\Inconvenience?\Who talks like that?! response:	Tossing aside his responsibilities like it's the normal thing to do!
context: Huh?! No, that's not it!\So that's not it. Thank goodness. You scared me there.\I may not look it, but I'm pretty sensitive.\I don't deal well with inconveniences like that.\Sorry.\Inconvenience?\Who talks like that?!\Tossing aside his responsibilities like it's the normal thing to do! response:	There's something wrong with him as a human being!
context: So that's not it. Thank goodness. You scared me there.\I may not look it, but I'm pretty sensitive.\I don't deal well with inconveniences like that.\Sorry.\Inconvenience?\Who talks like that?!\Tossing aside his responsibilities like it's the normal thing to do!\There's something wrong with him as a human being! response:	And why am I apologizing?!
context: I may not look it, but I'm pretty sensitive.\I don't deal well with inconveniences like that.\Sorry.\Inconvenience?\Who talks like that?!\Tossing aside his responsibilities like it's the normal thing to do!\There's something wrong with him as a human being!\And why am I apologizing?! response:	We're up.
context: I don't deal well with inconveniences like that.\Sorry.\Inconvenience?\Who talks like that?!\Tossing aside his responsibilities like it's the normal thing to do!\There's something wrong with him as a human being!\And why am I apologizing?!\We're up. response:	Sorry, I'll have to go now.
context: Sorry.\Inconvenience?\Who talks like that?!\Tossing aside his responsibilities like it's the normal thing to do!\There's something wrong with him as a human being!\And why am I apologizing?!\We're up.\Sorry, I'll have to go now. response:	I'll call you when I have some time.
context: Inconvenience?\Who talks like that?!\Tossing aside his responsibilities like it's the normal thing to do!\There's something wrong with him as a human being!\And why am I apologizing?!\We're up.\Sorry, I'll have to go now.\I'll call you when I have some time. response:	You don't have to!
context: Who talks like that?!\Tossing aside his responsibilities like it's the normal thing to do!\There's something wrong with him as a human being!\And why am I apologizing?!\We're up.\Sorry, I'll have to go now.\I'll call you when I have some time.\You don't have to! response:	In fact, don't ever call me again!
context: Tossing aside his responsibilities like it's the normal thing to do!\There's something wrong with him as a human being!\And why am I apologizing?!\We're up.\Sorry, I'll have to go now.\I'll call you when I have some time.\You don't have to!\In fact, don't ever call me again! response:	Goodbye!
context: There's something wrong with him as a human being!\And why am I apologizing?!\We're up.\Sorry, I'll have to go now.\I'll call you when I have some time.\You don't have to!\In fact, don't ever call me again!\Goodbye! response:	I told him. I was able to tell him!
context: And why am I apologizing?!\We're up.\Sorry, I'll have to go now.\I'll call you when I have some time.\You don't have to!\In fact, don't ever call me again!\Goodbye!\I told him. I was able to tell him! response:	It's over.
context: We're up.\Sorry, I'll have to go now.\I'll call you when I have some time.\You don't have to!\In fact, don't ever call me again!\Goodbye!\I told him. I was able to tell him!\It's over. response:	Nana seems pissed off with me.
context: Sorry, I'll have to go now.\I'll call you when I have some time.\You don't have to!\In fact, don't ever call me again!\Goodbye!\I told him. I was able to tell him!\It's over.\Nana seems pissed off with me. response:	Huh? Nana? Oh, you mean Hachiko. I can see why she's pissed off.
context: I'll call you when I have some time.\You don't have to!\In fact, don't ever call me again!\Goodbye!\I told him. I was able to tell him!\It's over.\Nana seems pissed off with me.\Huh? Nana? Oh, you mean Hachiko. I can see why she's pissed off. response:	Don't tell me you're pregnant!
context: You don't have to!\In fact, don't ever call me again!\Goodbye!\I told him. I was able to tell him!\It's over.\Nana seems pissed off with me.\Huh? Nana? Oh, you mean Hachiko. I can see why she's pissed off.\Don't tell me you're pregnant! response:	You scared me there. An inconvenience.
context: In fact, don't ever call me again!\Goodbye!\I told him. I was able to tell him!\It's over.\Nana seems pissed off with me.\Huh? Nana? Oh, you mean Hachiko. I can see why she's pissed off.\Don't tell me you're pregnant!\You scared me there. An inconvenience. response:	And you say you're sensitive?
context: Goodbye!\I told him. I was able to tell him!\It's over.\Nana seems pissed off with me.\Huh? Nana? Oh, you mean Hachiko. I can see why she's pissed off.\Don't tell me you're pregnant!\You scared me there. An inconvenience.\And you say you're sensitive? response:	You don't even have an ounce of sensitivity.
context: I told him. I was able to tell him!\It's over.\Nana seems pissed off with me.\Huh? Nana? Oh, you mean Hachiko. I can see why she's pissed off.\Don't tell me you're pregnant!\You scared me there. An inconvenience.\And you say you're sensitive?\You don't even have an ounce of sensitivity. response:	But it would really be a problem, so I had to tell her.
context: It's over.\Nana seems pissed off with me.\Huh? Nana? Oh, you mean Hachiko. I can see why she's pissed off.\Don't tell me you're pregnant!\You scared me there. An inconvenience.\And you say you're sensitive?\You don't even have an ounce of sensitivity.\But it would really be a problem, so I had to tell her. response:	Besides, she'd be the one most troubled by it.
context: Nana seems pissed off with me.\Huh? Nana? Oh, you mean Hachiko. I can see why she's pissed off.\Don't tell me you're pregnant!\You scared me there. An inconvenience.\And you say you're sensitive?\You don't even have an ounce of sensitivity.\But it would really be a problem, so I had to tell her.\Besides, she'd be the one most troubled by it. response:	If you think so, then I suggest you come up with a proper and bright family plan.
context: Huh? Nana? Oh, you mean Hachiko. I can see why she's pissed off.\Don't tell me you're pregnant!\You scared me there. An inconvenience.\And you say you're sensitive?\You don't even have an ounce of sensitivity.\But it would really be a problem, so I had to tell her.\Besides, she'd be the one most troubled by it.\If you think so, then I suggest you come up with a proper and bright family plan. response:	You're one to talk.
context: Don't tell me you're pregnant!\You scared me there. An inconvenience.\And you say you're sensitive?\You don't even have an ounce of sensitivity.\But it would really be a problem, so I had to tell her.\Besides, she'd be the one most troubled by it.\If you think so, then I suggest you come up with a proper and bright family plan.\You're one to talk. response:	It's not a problem with me.
context: You scared me there. An inconvenience.\And you say you're sensitive?\You don't even have an ounce of sensitivity.\But it would really be a problem, so I had to tell her.\Besides, she'd be the one most troubled by it.\If you think so, then I suggest you come up with a proper and bright family plan.\You're one to talk.\It's not a problem with me. response:	In fact, I would love to start a bright family.
context: And you say you're sensitive?\You don't even have an ounce of sensitivity.\But it would really be a problem, so I had to tell her.\Besides, she'd be the one most troubled by it.\If you think so, then I suggest you come up with a proper and bright family plan.\You're one to talk.\It's not a problem with me.\In fact, I would love to start a bright family. response:	But she's on the pill again. Such a dark woman.
context: You don't even have an ounce of sensitivity.\But it would really be a problem, so I had to tell her.\Besides, she'd be the one most troubled by it.\If you think so, then I suggest you come up with a proper and bright family plan.\You're one to talk.\It's not a problem with me.\In fact, I would love to start a bright family.\But she's on the pill again. Such a dark woman. response:	So it's all about what you want.
context: But it would really be a problem, so I had to tell her.\Besides, she'd be the one most troubled by it.\If you think so, then I suggest you come up with a proper and bright family plan.\You're one to talk.\It's not a problem with me.\In fact, I would love to start a bright family.\But she's on the pill again. Such a dark woman.\So it's all about what you want. response:	He's not calling back.
context: Besides, she'd be the one most troubled by it.\If you think so, then I suggest you come up with a proper and bright family plan.\You're one to talk.\It's not a problem with me.\In fact, I would love to start a bright family.\But she's on the pill again. Such a dark woman.\So it's all about what you want.\He's not calling back. response:	How come? That's so anti-climactic.
context: If you think so, then I suggest you come up with a proper and bright family plan.\You're one to talk.\It's not a problem with me.\In fact, I would love to start a bright family.\But she's on the pill again. Such a dark woman.\So it's all about what you want.\He's not calling back.\How come? That's so anti-climactic. response:	Why was I clinging onto such a loveless man?
context: You're one to talk.\It's not a problem with me.\In fact, I would love to start a bright family.\But she's on the pill again. Such a dark woman.\So it's all about what you want.\He's not calling back.\How come? That's so anti-climactic.\Why was I clinging onto such a loveless man? response:	It's like a love that lasted one hundred years
context: It's not a problem with me.\In fact, I would love to start a bright family.\But she's on the pill again. Such a dark woman.\So it's all about what you want.\He's not calling back.\How come? That's so anti-climactic.\Why was I clinging onto such a loveless man?\It's like a love that lasted one hundred years response:	coming to an abrupt end.
context: In fact, I would love to start a bright family.\But she's on the pill again. Such a dark woman.\So it's all about what you want.\He's not calling back.\How come? That's so anti-climactic.\Why was I clinging onto such a loveless man?\It's like a love that lasted one hundred years\coming to an abrupt end. response:	Wait a minute.
context: But she's on the pill again. Such a dark woman.\So it's all about what you want.\He's not calling back.\How come? That's so anti-climactic.\Why was I clinging onto such a loveless man?\It's like a love that lasted one hundred years\coming to an abrupt end.\Wait a minute. response:	I knew from the start that Takumi had no love in him.
context: So it's all about what you want.\He's not calling back.\How come? That's so anti-climactic.\Why was I clinging onto such a loveless man?\It's like a love that lasted one hundred years\coming to an abrupt end.\Wait a minute.\I knew from the start that Takumi had no love in him. response:	There's no way Takumi would be hurt by what I say.
context: He's not calling back.\How come? That's so anti-climactic.\Why was I clinging onto such a loveless man?\It's like a love that lasted one hundred years\coming to an abrupt end.\Wait a minute.\I knew from the start that Takumi had no love in him.\There's no way Takumi would be hurt by what I say. response:	I've awakened from a hundred-year sleep. That's all.
context: How come? That's so anti-climactic.\Why was I clinging onto such a loveless man?\It's like a love that lasted one hundred years\coming to an abrupt end.\Wait a minute.\I knew from the start that Takumi had no love in him.\There's no way Takumi would be hurt by what I say.\I've awakened from a hundred-year sleep. That's all. response:	Every time we meet,
context: Why was I clinging onto such a loveless man?\It's like a love that lasted one hundred years\coming to an abrupt end.\Wait a minute.\I knew from the start that Takumi had no love in him.\There's no way Takumi would be hurt by what I say.\I've awakened from a hundred-year sleep. That's all.\Every time we meet, response:	we get under the covers and he tells me sweet nothings.
context: It's like a love that lasted one hundred years\coming to an abrupt end.\Wait a minute.\I knew from the start that Takumi had no love in him.\There's no way Takumi would be hurt by what I say.\I've awakened from a hundred-year sleep. That's all.\Every time we meet,\we get under the covers and he tells me sweet nothings. response:	Whenever we held each other tight,
context: coming to an abrupt end.\Wait a minute.\I knew from the start that Takumi had no love in him.\There's no way Takumi would be hurt by what I say.\I've awakened from a hundred-year sleep. That's all.\Every time we meet,\we get under the covers and he tells me sweet nothings.\Whenever we held each other tight, response:	I vaguely had this vision that a day will come when this will turn to love.
context: Wait a minute.\I knew from the start that Takumi had no love in him.\There's no way Takumi would be hurt by what I say.\I've awakened from a hundred-year sleep. That's all.\Every time we meet,\we get under the covers and he tells me sweet nothings.\Whenever we held each other tight,\I vaguely had this vision that a day will come when this will turn to love. response:	Still that was nothing but an illusion. I have finally awakened to the truth.
context: I knew from the start that Takumi had no love in him.\There's no way Takumi would be hurt by what I say.\I've awakened from a hundred-year sleep. That's all.\Every time we meet,\we get under the covers and he tells me sweet nothings.\Whenever we held each other tight,\I vaguely had this vision that a day will come when this will turn to love.\Still that was nothing but an illusion. I have finally awakened to the truth. response:	I'll be waiting faithfully.
context: There's no way Takumi would be hurt by what I say.\I've awakened from a hundred-year sleep. That's all.\Every time we meet,\we get under the covers and he tells me sweet nothings.\Whenever we held each other tight,\I vaguely had this vision that a day will come when this will turn to love.\Still that was nothing but an illusion. I have finally awakened to the truth.\I'll be waiting faithfully. response:	The kiss of a real prince has awakened me.
context: I've awakened from a hundred-year sleep. That's all.\Every time we meet,\we get under the covers and he tells me sweet nothings.\Whenever we held each other tight,\I vaguely had this vision that a day will come when this will turn to love.\Still that was nothing but an illusion. I have finally awakened to the truth.\I'll be waiting faithfully.\The kiss of a real prince has awakened me. response:	PRINCE
context: Every time we meet,\we get under the covers and he tells me sweet nothings.\Whenever we held each other tight,\I vaguely had this vision that a day will come when this will turn to love.\Still that was nothing but an illusion. I have finally awakened to the truth.\I'll be waiting faithfully.\The kiss of a real prince has awakened me.\PRINCE response:	Although he doesn't really strike me as the prince type.
context: we get under the covers and he tells me sweet nothings.\Whenever we held each other tight,\I vaguely had this vision that a day will come when this will turn to love.\Still that was nothing but an illusion. I have finally awakened to the truth.\I'll be waiting faithfully.\The kiss of a real prince has awakened me.\PRINCE\Although he doesn't really strike me as the prince type. response:	But never mind that.
context: Whenever we held each other tight,\I vaguely had this vision that a day will come when this will turn to love.\Still that was nothing but an illusion. I have finally awakened to the truth.\I'll be waiting faithfully.\The kiss of a real prince has awakened me.\PRINCE\Although he doesn't really strike me as the prince type.\But never mind that. response:	You surprised me!
context: I vaguely had this vision that a day will come when this will turn to love.\Still that was nothing but an illusion. I have finally awakened to the truth.\I'll be waiting faithfully.\The kiss of a real prince has awakened me.\PRINCE\Although he doesn't really strike me as the prince type.\But never mind that.\You surprised me! response:	Sorry to bother you at work. Nana told me where you work.
context: Still that was nothing but an illusion. I have finally awakened to the truth.\I'll be waiting faithfully.\The kiss of a real prince has awakened me.\PRINCE\Although he doesn't really strike me as the prince type.\But never mind that.\You surprised me!\Sorry to bother you at work. Nana told me where you work. response:	So you work in a record store.
context: I'll be waiting faithfully.\The kiss of a real prince has awakened me.\PRINCE\Although he doesn't really strike me as the prince type.\But never mind that.\You surprised me!\Sorry to bother you at work. Nana told me where you work.\So you work in a record store. response:	Come to think of it,
context: The kiss of a real prince has awakened me.\PRINCE\Although he doesn't really strike me as the prince type.\But never mind that.\You surprised me!\Sorry to bother you at work. Nana told me where you work.\So you work in a record store.\Come to think of it, response:	you've got a lot of records at your place, too.
context: PRINCE\Although he doesn't really strike me as the prince type.\But never mind that.\You surprised me!\Sorry to bother you at work. Nana told me where you work.\So you work in a record store.\Come to think of it,\you've got a lot of records at your place, too. response:	Actually, I only work here twice a week.
context: Although he doesn't really strike me as the prince type.\But never mind that.\You surprised me!\Sorry to bother you at work. Nana told me where you work.\So you work in a record store.\Come to think of it,\you've got a lot of records at your place, too.\Actually, I only work here twice a week. response:	Other days, I have short term jobs, and other stuff.
context: But never mind that.\You surprised me!\Sorry to bother you at work. Nana told me where you work.\So you work in a record store.\Come to think of it,\you've got a lot of records at your place, too.\Actually, I only work here twice a week.\Other days, I have short term jobs, and other stuff. response:	I see. By the way, what time do you get off today?
context: You surprised me!\Sorry to bother you at work. Nana told me where you work.\So you work in a record store.\Come to think of it,\you've got a lot of records at your place, too.\Actually, I only work here twice a week.\Other days, I have short term jobs, and other stuff.\I see. By the way, what time do you get off today? response:	At nine.
context: Sorry to bother you at work. Nana told me where you work.\So you work in a record store.\Come to think of it,\you've got a lot of records at your place, too.\Actually, I only work here twice a week.\Other days, I have short term jobs, and other stuff.\I see. By the way, what time do you get off today?\At nine. response:	Then I'll wait for you until then at the cafe next door.
context: So you work in a record store.\Come to think of it,\you've got a lot of records at your place, too.\Actually, I only work here twice a week.\Other days, I have short term jobs, and other stuff.\I see. By the way, what time do you get off today?\At nine.\Then I'll wait for you until then at the cafe next door. response:	Come to think of it,
context: Come to think of it,\you've got a lot of records at your place, too.\Actually, I only work here twice a week.\Other days, I have short term jobs, and other stuff.\I see. By the way, what time do you get off today?\At nine.\Then I'll wait for you until then at the cafe next door.\Come to think of it, response:	there are many things that I don't know about Nobu yet.
context: you've got a lot of records at your place, too.\Actually, I only work here twice a week.\Other days, I have short term jobs, and other stuff.\I see. By the way, what time do you get off today?\At nine.\Then I'll wait for you until then at the cafe next door.\Come to think of it,\there are many things that I don't know about Nobu yet. response:	I want to learn everything about him.
context: Actually, I only work here twice a week.\Other days, I have short term jobs, and other stuff.\I see. By the way, what time do you get off today?\At nine.\Then I'll wait for you until then at the cafe next door.\Come to think of it,\there are many things that I don't know about Nobu yet.\I want to learn everything about him. response:	But I'll bet his blood type is A.
context: Other days, I have short term jobs, and other stuff.\I see. By the way, what time do you get off today?\At nine.\Then I'll wait for you until then at the cafe next door.\Come to think of it,\there are many things that I don't know about Nobu yet.\I want to learn everything about him.\But I'll bet his blood type is A. response:	Since he's basically a serious person.
context: I see. By the way, what time do you get off today?\At nine.\Then I'll wait for you until then at the cafe next door.\Come to think of it,\there are many things that I don't know about Nobu yet.\I want to learn everything about him.\But I'll bet his blood type is A.\Since he's basically a serious person. response:	Darn it. I'm feeling restless.
context: At nine.\Then I'll wait for you until then at the cafe next door.\Come to think of it,\there are many things that I don't know about Nobu yet.\I want to learn everything about him.\But I'll bet his blood type is A.\Since he's basically a serious person.\Darn it. I'm feeling restless. response:	Hi there!
context: Then I'll wait for you until then at the cafe next door.\Come to think of it,\there are many things that I don't know about Nobu yet.\I want to learn everything about him.\But I'll bet his blood type is A.\Since he's basically a serious person.\Darn it. I'm feeling restless.\Hi there! response:	Stop startling me!
context: Come to think of it,\there are many things that I don't know about Nobu yet.\I want to learn everything about him.\But I'll bet his blood type is A.\Since he's basically a serious person.\Darn it. I'm feeling restless.\Hi there!\Stop startling me! response:	Hey Nobu, are you hungry?
