context: EPISODE 12: HEMORRHAGIC SHOCK (PART 1) response:	Hemorrhagic Shock. Part 1.
context: Now, now, just calm down, Memory!\Jeez, would you mind not losing it all of a sudden?\You're a grownup. Don't ever let things faze you!\Yummy!\Oh my!\Senpai, wrong place!\Senpai, you'll be in the way if you stand there.\Step aside please. response:	Senpai, you're going the wrong way.
context: Jeez, would you mind not losing it all of a sudden?\You're a grownup. Don't ever let things faze you!\Yummy!\Oh my!\Senpai, wrong place!\Senpai, you'll be in the way if you stand there.\Step aside please.\Senpai, you're going the wrong way. response:	Senpai, please get a hold of yourself.
context: You're a grownup. Don't ever let things faze you!\Yummy!\Oh my!\Senpai, wrong place!\Senpai, you'll be in the way if you stand there.\Step aside please.\Senpai, you're going the wrong way.\Senpai, please get a hold of yourself. response:	Senpai!
context: Yummy!\Oh my!\Senpai, wrong place!\Senpai, you'll be in the way if you stand there.\Step aside please.\Senpai, you're going the wrong way.\Senpai, please get a hold of yourself.\Senpai! response:	Senpai!
context: Oh my!\Senpai, wrong place!\Senpai, you'll be in the way if you stand there.\Step aside please.\Senpai, you're going the wrong way.\Senpai, please get a hold of yourself.\Senpai!\Senpai! response:	Senpai!
context: Senpai, wrong place!\Senpai, you'll be in the way if you stand there.\Step aside please.\Senpai, you're going the wrong way.\Senpai, please get a hold of yourself.\Senpai!\Senpai!\Senpai! response:	Look, Senpai!
context: Senpai, you'll be in the way if you stand there.\Step aside please.\Senpai, you're going the wrong way.\Senpai, please get a hold of yourself.\Senpai!\Senpai!\Senpai!\Look, Senpai! response:	Wow, is this where they produce all the transmitters?
context: Step aside please.\Senpai, you're going the wrong way.\Senpai, please get a hold of yourself.\Senpai!\Senpai!\Senpai!\Look, Senpai!\Wow, is this where they produce all the transmitters? response:	That's right. There are a bunch of different types, too.
context: Senpai, you're going the wrong way.\Senpai, please get a hold of yourself.\Senpai!\Senpai!\Senpai!\Look, Senpai!\Wow, is this where they produce all the transmitters?\That's right. There are a bunch of different types, too. response:	Are you a rookie?
context: Senpai, please get a hold of yourself.\Senpai!\Senpai!\Senpai!\Look, Senpai!\Wow, is this where they produce all the transmitters?\That's right. There are a bunch of different types, too.\Are you a rookie? response:	Yes.
context: Senpai!\Senpai!\Senpai!\Look, Senpai!\Wow, is this where they produce all the transmitters?\That's right. There are a bunch of different types, too.\Are you a rookie?\Yes. response:	Huh? Where's Senpai?
context: Senpai!\Senpai!\Look, Senpai!\Wow, is this where they produce all the transmitters?\That's right. There are a bunch of different types, too.\Are you a rookie?\Yes.\Huh? Where's Senpai? response:	Sob...
context: Senpai!\Look, Senpai!\Wow, is this where they produce all the transmitters?\That's right. There are a bunch of different types, too.\Are you a rookie?\Yes.\Huh? Where's Senpai?\Sob... response:	Red Blood Cell...
context: Look, Senpai!\Wow, is this where they produce all the transmitters?\That's right. There are a bunch of different types, too.\Are you a rookie?\Yes.\Huh? Where's Senpai?\Sob...\Red Blood Cell... response:	Wonder if she's handling her kouhai all right.
context: Wow, is this where they produce all the transmitters?\That's right. There are a bunch of different types, too.\Are you a rookie?\Yes.\Huh? Where's Senpai?\Sob...\Red Blood Cell...\Wonder if she's handling her kouhai all right. response:	Senpai?
context: That's right. There are a bunch of different types, too.\Are you a rookie?\Yes.\Huh? Where's Senpai?\Sob...\Red Blood Cell...\Wonder if she's handling her kouhai all right.\Senpai? response:	S-Sorry for being such an unreliable senpai!
context: Are you a rookie?\Yes.\Huh? Where's Senpai?\Sob...\Red Blood Cell...\Wonder if she's handling her kouhai all right.\Senpai?\S-Sorry for being such an unreliable senpai! response:	No, please don't worry about it.
context: Yes.\Huh? Where's Senpai?\Sob...\Red Blood Cell...\Wonder if she's handling her kouhai all right.\Senpai?\S-Sorry for being such an unreliable senpai!\No, please don't worry about it. response:	This time, I'm going to do a good job guiding you!
context: Huh? Where's Senpai?\Sob...\Red Blood Cell...\Wonder if she's handling her kouhai all right.\Senpai?\S-Sorry for being such an unreliable senpai!\No, please don't worry about it.\This time, I'm going to do a good job guiding you! response:	Let's see... So this is that way, and that way is...
context: Sob...\Red Blood Cell...\Wonder if she's handling her kouhai all right.\Senpai?\S-Sorry for being such an unreliable senpai!\No, please don't worry about it.\This time, I'm going to do a good job guiding you!\Let's see... So this is that way, and that way is... response:	If you're going back to the lungs from here, make a right. Right.
context: Red Blood Cell...\Wonder if she's handling her kouhai all right.\Senpai?\S-Sorry for being such an unreliable senpai!\No, please don't worry about it.\This time, I'm going to do a good job guiding you!\Let's see... So this is that way, and that way is...\If you're going back to the lungs from here, make a right. Right. response:	Like this...
context: Wonder if she's handling her kouhai all right.\Senpai?\S-Sorry for being such an unreliable senpai!\No, please don't worry about it.\This time, I'm going to do a good job guiding you!\Let's see... So this is that way, and that way is...\If you're going back to the lungs from here, make a right. Right.\Like this... response:	Right, I think! Yeah!
context: Senpai?\S-Sorry for being such an unreliable senpai!\No, please don't worry about it.\This time, I'm going to do a good job guiding you!\Let's see... So this is that way, and that way is...\If you're going back to the lungs from here, make a right. Right.\Like this...\Right, I think! Yeah! response:	What? Is it that complex? This map?
context: S-Sorry for being such an unreliable senpai!\No, please don't worry about it.\This time, I'm going to do a good job guiding you!\Let's see... So this is that way, and that way is...\If you're going back to the lungs from here, make a right. Right.\Like this...\Right, I think! Yeah!\What? Is it that complex? This map? response:	CELL
context: No, please don't worry about it.\This time, I'm going to do a good job guiding you!\Let's see... So this is that way, and that way is...\If you're going back to the lungs from here, make a right. Right.\Like this...\Right, I think! Yeah!\What? Is it that complex? This map?\CELL response:	Let's go!
context: This time, I'm going to do a good job guiding you!\Let's see... So this is that way, and that way is...\If you're going back to the lungs from here, make a right. Right.\Like this...\Right, I think! Yeah!\What? Is it that complex? This map?\CELL\Let's go! response:	New cells are born
context: Let's see... So this is that way, and that way is...\If you're going back to the lungs from here, make a right. Right.\Like this...\Right, I think! Yeah!\What? Is it that complex? This map?\CELL\Let's go!\New cells are born response:	and go to work.
context: If you're going back to the lungs from here, make a right. Right.\Like this...\Right, I think! Yeah!\What? Is it that complex? This map?\CELL\Let's go!\New cells are born\and go to work. response:	Inside the body,
context: Like this...\Right, I think! Yeah!\What? Is it that complex? This map?\CELL\Let's go!\New cells are born\and go to work.\Inside the body, response:	a day just like any other was unfolding.
context: Right, I think! Yeah!\What? Is it that complex? This map?\CELL\Let's go!\New cells are born\and go to work.\Inside the body,\a day just like any other was unfolding. response:	T CELLS
context: What? Is it that complex? This map?\CELL\Let's go!\New cells are born\and go to work.\Inside the body,\a day just like any other was unfolding.\T CELLS response:	ROAD CLOSED
context: CELL\Let's go!\New cells are born\and go to work.\Inside the body,\a day just like any other was unfolding.\T CELLS\ROAD CLOSED response:	Yes.
context: Let's go!\New cells are born\and go to work.\Inside the body,\a day just like any other was unfolding.\T CELLS\ROAD CLOSED\Yes. response:	That is, until this moment.
context: New cells are born\and go to work.\Inside the body,\a day just like any other was unfolding.\T CELLS\ROAD CLOSED\Yes.\That is, until this moment. response:	Li'l Kouhai!
context: and go to work.\Inside the body,\a day just like any other was unfolding.\T CELLS\ROAD CLOSED\Yes.\That is, until this moment.\Li'l Kouhai! response:	Senpai...
context: Inside the body,\a day just like any other was unfolding.\T CELLS\ROAD CLOSED\Yes.\That is, until this moment.\Li'l Kouhai!\Senpai... response:	What? Wh-What's going on here?
context: a day just like any other was unfolding.\T CELLS\ROAD CLOSED\Yes.\That is, until this moment.\Li'l Kouhai!\Senpai...\What? Wh-What's going on here? response:	I don't know.
context: T CELLS\ROAD CLOSED\Yes.\That is, until this moment.\Li'l Kouhai!\Senpai...\What? Wh-What's going on here?\I don't know. response:	Hey! Are you okay?
context: ROAD CLOSED\Yes.\That is, until this moment.\Li'l Kouhai!\Senpai...\What? Wh-What's going on here?\I don't know.\Hey! Are you okay? response:	White Blood Cell! Platelet!
context: Yes.\That is, until this moment.\Li'l Kouhai!\Senpai...\What? Wh-What's going on here?\I don't know.\Hey! Are you okay?\White Blood Cell! Platelet! response:	What in the world happened?
context: That is, until this moment.\Li'l Kouhai!\Senpai...\What? Wh-What's going on here?\I don't know.\Hey! Are you okay?\White Blood Cell! Platelet!\What in the world happened? response:	I'm not sure!
context: Li'l Kouhai!\Senpai...\What? Wh-What's going on here?\I don't know.\Hey! Are you okay?\White Blood Cell! Platelet!\What in the world happened?\I'm not sure! response:	But the order is for all blood cells to gather in the center of the body!
context: Senpai...\What? Wh-What's going on here?\I don't know.\Hey! Are you okay?\White Blood Cell! Platelet!\What in the world happened?\I'm not sure!\But the order is for all blood cells to gather in the center of the body! response:	You'd better hurry or the blood cells here will...
context: What? Wh-What's going on here?\I don't know.\Hey! Are you okay?\White Blood Cell! Platelet!\What in the world happened?\I'm not sure!\But the order is for all blood cells to gather in the center of the body!\You'd better hurry or the blood cells here will... response:	Look!
context: I don't know.\Hey! Are you okay?\White Blood Cell! Platelet!\What in the world happened?\I'm not sure!\But the order is for all blood cells to gather in the center of the body!\You'd better hurry or the blood cells here will...\Look! response:	This overpowering blood pressure is sweeping them towards us!
context: Hey! Are you okay?\White Blood Cell! Platelet!\What in the world happened?\I'm not sure!\But the order is for all blood cells to gather in the center of the body!\You'd better hurry or the blood cells here will...\Look!\This overpowering blood pressure is sweeping them towards us! response:	We're getting swept away!
context: White Blood Cell! Platelet!\What in the world happened?\I'm not sure!\But the order is for all blood cells to gather in the center of the body!\You'd better hurry or the blood cells here will...\Look!\This overpowering blood pressure is sweeping them towards us!\We're getting swept away! response:	Senpai! What's causing this spike in blood pressure?
context: What in the world happened?\I'm not sure!\But the order is for all blood cells to gather in the center of the body!\You'd better hurry or the blood cells here will...\Look!\This overpowering blood pressure is sweeping them towards us!\We're getting swept away!\Senpai! What's causing this spike in blood pressure? response:	I don't have a clue, either!
context: I'm not sure!\But the order is for all blood cells to gather in the center of the body!\You'd better hurry or the blood cells here will...\Look!\This overpowering blood pressure is sweeping them towards us!\We're getting swept away!\Senpai! What's causing this spike in blood pressure?\I don't have a clue, either! response:	Broadcast Will Begin Shortly
context: But the order is for all blood cells to gather in the center of the body!\You'd better hurry or the blood cells here will...\Look!\This overpowering blood pressure is sweeping them towards us!\We're getting swept away!\Senpai! What's causing this spike in blood pressure?\I don't have a clue, either!\Broadcast Will Begin Shortly response:	What's this? What happened?
context: You'd better hurry or the blood cells here will...\Look!\This overpowering blood pressure is sweeping them towards us!\We're getting swept away!\Senpai! What's causing this spike in blood pressure?\I don't have a clue, either!\Broadcast Will Begin Shortly\What's this? What happened? response:	Emergency! All migrating White Blood Cells, please gather immediately!
context: Look!\This overpowering blood pressure is sweeping them towards us!\We're getting swept away!\Senpai! What's causing this spike in blood pressure?\I don't have a clue, either!\Broadcast Will Begin Shortly\What's this? What happened?\Emergency! All migrating White Blood Cells, please gather immediately! response:	Hey, no pushing!
context: This overpowering blood pressure is sweeping them towards us!\We're getting swept away!\Senpai! What's causing this spike in blood pressure?\I don't have a clue, either!\Broadcast Will Begin Shortly\What's this? What happened?\Emergency! All migrating White Blood Cells, please gather immediately!\Hey, no pushing! response:	What's going on anyway?
context: We're getting swept away!\Senpai! What's causing this spike in blood pressure?\I don't have a clue, either!\Broadcast Will Begin Shortly\What's this? What happened?\Emergency! All migrating White Blood Cells, please gather immediately!\Hey, no pushing!\What's going on anyway? response:	What's the damage?
context: Senpai! What's causing this spike in blood pressure?\I don't have a clue, either!\Broadcast Will Begin Shortly\What's this? What happened?\Emergency! All migrating White Blood Cells, please gather immediately!\Hey, no pushing!\What's going on anyway?\What's the damage? response:	Extremely severe issues are cropping up everywhere.
context: I don't have a clue, either!\Broadcast Will Begin Shortly\What's this? What happened?\Emergency! All migrating White Blood Cells, please gather immediately!\Hey, no pushing!\What's going on anyway?\What's the damage?\Extremely severe issues are cropping up everywhere. response:	It's chaos out in the field,
context: Broadcast Will Begin Shortly\What's this? What happened?\Emergency! All migrating White Blood Cells, please gather immediately!\Hey, no pushing!\What's going on anyway?\What's the damage?\Extremely severe issues are cropping up everywhere.\It's chaos out in the field, response:	and it looks like it's going to take time to get to the bottom of this!
context: What's this? What happened?\Emergency! All migrating White Blood Cells, please gather immediately!\Hey, no pushing!\What's going on anyway?\What's the damage?\Extremely severe issues are cropping up everywhere.\It's chaos out in the field,\and it looks like it's going to take time to get to the bottom of this! response:	At this rate, it's only a matter of time before we're invaded by antigens. Damn!
context: Emergency! All migrating White Blood Cells, please gather immediately!\Hey, no pushing!\What's going on anyway?\What's the damage?\Extremely severe issues are cropping up everywhere.\It's chaos out in the field,\and it looks like it's going to take time to get to the bottom of this!\At this rate, it's only a matter of time before we're invaded by antigens. Damn! response:	Captain!
context: Hey, no pushing!\What's going on anyway?\What's the damage?\Extremely severe issues are cropping up everywhere.\It's chaos out in the field,\and it looks like it's going to take time to get to the bottom of this!\At this rate, it's only a matter of time before we're invaded by antigens. Damn!\Captain! response:	All right.
context: What's going on anyway?\What's the damage?\Extremely severe issues are cropping up everywhere.\It's chaos out in the field,\and it looks like it's going to take time to get to the bottom of this!\At this rate, it's only a matter of time before we're invaded by antigens. Damn!\Captain!\All right. response:	We have no choice!
context: What's the damage?\Extremely severe issues are cropping up everywhere.\It's chaos out in the field,\and it looks like it's going to take time to get to the bottom of this!\At this rate, it's only a matter of time before we're invaded by antigens. Damn!\Captain!\All right.\We have no choice! response:	As of now,
context: Extremely severe issues are cropping up everywhere.\It's chaos out in the field,\and it looks like it's going to take time to get to the bottom of this!\At this rate, it's only a matter of time before we're invaded by antigens. Damn!\Captain!\All right.\We have no choice!\As of now, response:	I'm declaring a state of emergency!
context: It's chaos out in the field,\and it looks like it's going to take time to get to the bottom of this!\At this rate, it's only a matter of time before we're invaded by antigens. Damn!\Captain!\All right.\We have no choice!\As of now,\I'm declaring a state of emergency! response:	State of Emergency
context: and it looks like it's going to take time to get to the bottom of this!\At this rate, it's only a matter of time before we're invaded by antigens. Damn!\Captain!\All right.\We have no choice!\As of now,\I'm declaring a state of emergency!\State of Emergency response:	We are now in a state of emergency.
context: At this rate, it's only a matter of time before we're invaded by antigens. Damn!\Captain!\All right.\We have no choice!\As of now,\I'm declaring a state of emergency!\State of Emergency\We are now in a state of emergency. response:	We are now in a state of emergency.
context: Captain!\All right.\We have no choice!\As of now,\I'm declaring a state of emergency!\State of Emergency\We are now in a state of emergency.\We are now in a state of emergency. response:	We have detected life-threatening damage!
context: All right.\We have no choice!\As of now,\I'm declaring a state of emergency!\State of Emergency\We are now in a state of emergency.\We are now in a state of emergency.\We have detected life-threatening damage! response:	The tissue and blood vessels near the head area have been severely damaged.
context: We have no choice!\As of now,\I'm declaring a state of emergency!\State of Emergency\We are now in a state of emergency.\We are now in a state of emergency.\We have detected life-threatening damage!\The tissue and blood vessels near the head area have been severely damaged. response:	No way.
context: As of now,\I'm declaring a state of emergency!\State of Emergency\We are now in a state of emergency.\We are now in a state of emergency.\We have detected life-threatening damage!\The tissue and blood vessels near the head area have been severely damaged.\No way. response:	All immune cells,
context: I'm declaring a state of emergency!\State of Emergency\We are now in a state of emergency.\We are now in a state of emergency.\We have detected life-threatening damage!\The tissue and blood vessels near the head area have been severely damaged.\No way.\All immune cells, response:	prepare for an antigen invasion from the damaged areas,
context: State of Emergency\We are now in a state of emergency.\We are now in a state of emergency.\We have detected life-threatening damage!\The tissue and blood vessels near the head area have been severely damaged.\No way.\All immune cells,\prepare for an antigen invasion from the damaged areas, response:	and hurry to the scene immediately.
context: We are now in a state of emergency.\We are now in a state of emergency.\We have detected life-threatening damage!\The tissue and blood vessels near the head area have been severely damaged.\No way.\All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately. response:	I repeat.
context: We are now in a state of emergency.\We have detected life-threatening damage!\The tissue and blood vessels near the head area have been severely damaged.\No way.\All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately.\I repeat. response:	We are now in a state of emergency.
context: We have detected life-threatening damage!\The tissue and blood vessels near the head area have been severely damaged.\No way.\All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately.\I repeat.\We are now in a state of emergency. response:	We have detected life-threatening damage.
context: The tissue and blood vessels near the head area have been severely damaged.\No way.\All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately.\I repeat.\We are now in a state of emergency.\We have detected life-threatening damage. response:	The tissue and blood vessels near the head area have been severely damaged.
context: No way.\All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately.\I repeat.\We are now in a state of emergency.\We have detected life-threatening damage.\The tissue and blood vessels near the head area have been severely damaged. response:	All immune cells,
context: All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately.\I repeat.\We are now in a state of emergency.\We have detected life-threatening damage.\The tissue and blood vessels near the head area have been severely damaged.\All immune cells, response:	prepare for an antigen invasion from the damaged areas,
context: prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately.\I repeat.\We are now in a state of emergency.\We have detected life-threatening damage.\The tissue and blood vessels near the head area have been severely damaged.\All immune cells,\prepare for an antigen invasion from the damaged areas, response:	and hurry to the scene immediately.
context: and hurry to the scene immediately.\I repeat.\We are now in a state of emergency.\We have detected life-threatening damage.\The tissue and blood vessels near the head area have been severely damaged.\All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately. response:	All right!
context: I repeat.\We are now in a state of emergency.\We have detected life-threatening damage.\The tissue and blood vessels near the head area have been severely damaged.\All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately.\All right! response:	Let's go!
context: We are now in a state of emergency.\We have detected life-threatening damage.\The tissue and blood vessels near the head area have been severely damaged.\All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately.\All right!\Let's go! response:	All Platelets are requested to gather at the damaged areas at once.
context: We have detected life-threatening damage.\The tissue and blood vessels near the head area have been severely damaged.\All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately.\All right!\Let's go!\All Platelets are requested to gather at the damaged areas at once. response:	Please stop the bleeding immediately.
context: The tissue and blood vessels near the head area have been severely damaged.\All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately.\All right!\Let's go!\All Platelets are requested to gather at the damaged areas at once.\Please stop the bleeding immediately. response:	Excuse us! Please let us through!
context: All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately.\All right!\Let's go!\All Platelets are requested to gather at the damaged areas at once.\Please stop the bleeding immediately.\Excuse us! Please let us through! response:	All Red Blood Cells are requested to continue transporting oxygen
context: prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately.\All right!\Let's go!\All Platelets are requested to gather at the damaged areas at once.\Please stop the bleeding immediately.\Excuse us! Please let us through!\All Red Blood Cells are requested to continue transporting oxygen response:	in order to maintain homeostasis.
context: and hurry to the scene immediately.\All right!\Let's go!\All Platelets are requested to gather at the damaged areas at once.\Please stop the bleeding immediately.\Excuse us! Please let us through!\All Red Blood Cells are requested to continue transporting oxygen\in order to maintain homeostasis. response:	All right! Let's keep transporting!
context: All right!\Let's go!\All Platelets are requested to gather at the damaged areas at once.\Please stop the bleeding immediately.\Excuse us! Please let us through!\All Red Blood Cells are requested to continue transporting oxygen\in order to maintain homeostasis.\All right! Let's keep transporting! response:	That way!
context: Let's go!\All Platelets are requested to gather at the damaged areas at once.\Please stop the bleeding immediately.\Excuse us! Please let us through!\All Red Blood Cells are requested to continue transporting oxygen\in order to maintain homeostasis.\All right! Let's keep transporting!\That way! response:	What's going on?
context: All Platelets are requested to gather at the damaged areas at once.\Please stop the bleeding immediately.\Excuse us! Please let us through!\All Red Blood Cells are requested to continue transporting oxygen\in order to maintain homeostasis.\All right! Let's keep transporting!\That way!\What's going on? response:	Come on!
context: Please stop the bleeding immediately.\Excuse us! Please let us through!\All Red Blood Cells are requested to continue transporting oxygen\in order to maintain homeostasis.\All right! Let's keep transporting!\That way!\What's going on?\Come on! response:	Get flustered later, okay?
context: Excuse us! Please let us through!\All Red Blood Cells are requested to continue transporting oxygen\in order to maintain homeostasis.\All right! Let's keep transporting!\That way!\What's going on?\Come on!\Get flustered later, okay? response:	For now, let's deliver this oxygen!
context: All Red Blood Cells are requested to continue transporting oxygen\in order to maintain homeostasis.\All right! Let's keep transporting!\That way!\What's going on?\Come on!\Get flustered later, okay?\For now, let's deliver this oxygen! response:	PRIDE SINCERITY
context: in order to maintain homeostasis.\All right! Let's keep transporting!\That way!\What's going on?\Come on!\Get flustered later, okay?\For now, let's deliver this oxygen!\PRIDE SINCERITY response:	Hey, don't push!
context: All right! Let's keep transporting!\That way!\What's going on?\Come on!\Get flustered later, okay?\For now, let's deliver this oxygen!\PRIDE SINCERITY\Hey, don't push! response:	This is weird. The blood flow's faster than usual!
context: That way!\What's going on?\Come on!\Get flustered later, okay?\For now, let's deliver this oxygen!\PRIDE SINCERITY\Hey, don't push!\This is weird. The blood flow's faster than usual! response:	And the heartbeat's getting faster!
context: What's going on?\Come on!\Get flustered later, okay?\For now, let's deliver this oxygen!\PRIDE SINCERITY\Hey, don't push!\This is weird. The blood flow's faster than usual!\And the heartbeat's getting faster! response:	Stop pushing!
context: Come on!\Get flustered later, okay?\For now, let's deliver this oxygen!\PRIDE SINCERITY\Hey, don't push!\This is weird. The blood flow's faster than usual!\And the heartbeat's getting faster!\Stop pushing! response:	The flow is really fast!
context: Get flustered later, okay?\For now, let's deliver this oxygen!\PRIDE SINCERITY\Hey, don't push!\This is weird. The blood flow's faster than usual!\And the heartbeat's getting faster!\Stop pushing!\The flow is really fast! response:	Is something wrong?
context: For now, let's deliver this oxygen!\PRIDE SINCERITY\Hey, don't push!\This is weird. The blood flow's faster than usual!\And the heartbeat's getting faster!\Stop pushing!\The flow is really fast!\Is something wrong? response:	I'm sure it'll be fine!
context: PRIDE SINCERITY\Hey, don't push!\This is weird. The blood flow's faster than usual!\And the heartbeat's getting faster!\Stop pushing!\The flow is really fast!\Is something wrong?\I'm sure it'll be fine! response:	RIGHT ATRIUM
context: Hey, don't push!\This is weird. The blood flow's faster than usual!\And the heartbeat's getting faster!\Stop pushing!\The flow is really fast!\Is something wrong?\I'm sure it'll be fine!\RIGHT ATRIUM response:	RIGHT VENTRICLE
context: This is weird. The blood flow's faster than usual!\And the heartbeat's getting faster!\Stop pushing!\The flow is really fast!\Is something wrong?\I'm sure it'll be fine!\RIGHT ATRIUM\RIGHT VENTRICLE response:	But the body temp hasn't gone up!
context: And the heartbeat's getting faster!\Stop pushing!\The flow is really fast!\Is something wrong?\I'm sure it'll be fine!\RIGHT ATRIUM\RIGHT VENTRICLE\But the body temp hasn't gone up! response:	All right! Release a cold sweat! Hurry!
context: Stop pushing!\The flow is really fast!\Is something wrong?\I'm sure it'll be fine!\RIGHT ATRIUM\RIGHT VENTRICLE\But the body temp hasn't gone up!\All right! Release a cold sweat! Hurry! response:	STATE OF THE SWEAT PORES
context: The flow is really fast!\Is something wrong?\I'm sure it'll be fine!\RIGHT ATRIUM\RIGHT VENTRICLE\But the body temp hasn't gone up!\All right! Release a cold sweat! Hurry!\STATE OF THE SWEAT PORES response:	So cold!
context: Is something wrong?\I'm sure it'll be fine!\RIGHT ATRIUM\RIGHT VENTRICLE\But the body temp hasn't gone up!\All right! Release a cold sweat! Hurry!\STATE OF THE SWEAT PORES\So cold! response:	Let's hurry!
context: I'm sure it'll be fine!\RIGHT ATRIUM\RIGHT VENTRICLE\But the body temp hasn't gone up!\All right! Release a cold sweat! Hurry!\STATE OF THE SWEAT PORES\So cold!\Let's hurry! response:	Now's our chance to take over this body for our
context: RIGHT ATRIUM\RIGHT VENTRICLE\But the body temp hasn't gone up!\All right! Release a cold sweat! Hurry!\STATE OF THE SWEAT PORES\So cold!\Let's hurry!\Now's our chance to take over this body for our response:	Damn! Those White Blood Cells show up so soon in the tissue!
context: RIGHT VENTRICLE\But the body temp hasn't gone up!\All right! Release a cold sweat! Hurry!\STATE OF THE SWEAT PORES\So cold!\Let's hurry!\Now's our chance to take over this body for our\Damn! Those White Blood Cells show up so soon in the tissue! response:	I'll have to escape somewhere far from this vessel!
context: But the body temp hasn't gone up!\All right! Release a cold sweat! Hurry!\STATE OF THE SWEAT PORES\So cold!\Let's hurry!\Now's our chance to take over this body for our\Damn! Those White Blood Cells show up so soon in the tissue!\I'll have to escape somewhere far from this vessel! response:	You're not getting away!
context: All right! Release a cold sweat! Hurry!\STATE OF THE SWEAT PORES\So cold!\Let's hurry!\Now's our chance to take over this body for our\Damn! Those White Blood Cells show up so soon in the tissue!\I'll have to escape somewhere far from this vessel!\You're not getting away! response:	I'm getting closer to the wound, huh?
context: STATE OF THE SWEAT PORES\So cold!\Let's hurry!\Now's our chance to take over this body for our\Damn! Those White Blood Cells show up so soon in the tissue!\I'll have to escape somewhere far from this vessel!\You're not getting away!\I'm getting closer to the wound, huh? response:	So the Red Blood Cells must be under attack by the antigens there!
context: So cold!\Let's hurry!\Now's our chance to take over this body for our\Damn! Those White Blood Cells show up so soon in the tissue!\I'll have to escape somewhere far from this vessel!\You're not getting away!\I'm getting closer to the wound, huh?\So the Red Blood Cells must be under attack by the antigens there! response:	I should look for them!
context: Let's hurry!\Now's our chance to take over this body for our\Damn! Those White Blood Cells show up so soon in the tissue!\I'll have to escape somewhere far from this vessel!\You're not getting away!\I'm getting closer to the wound, huh?\So the Red Blood Cells must be under attack by the antigens there!\I should look for them! response:	It's so quiet in here.
context: Now's our chance to take over this body for our\Damn! Those White Blood Cells show up so soon in the tissue!\I'll have to escape somewhere far from this vessel!\You're not getting away!\I'm getting closer to the wound, huh?\So the Red Blood Cells must be under attack by the antigens there!\I should look for them!\It's so quiet in here. response:	No way!
context: Damn! Those White Blood Cells show up so soon in the tissue!\I'll have to escape somewhere far from this vessel!\You're not getting away!\I'm getting closer to the wound, huh?\So the Red Blood Cells must be under attack by the antigens there!\I should look for them!\It's so quiet in here.\No way! response:	Impossible!
context: I'll have to escape somewhere far from this vessel!\You're not getting away!\I'm getting closer to the wound, huh?\So the Red Blood Cells must be under attack by the antigens there!\I should look for them!\It's so quiet in here.\No way!\Impossible! response:	No blood cells...
context: You're not getting away!\I'm getting closer to the wound, huh?\So the Red Blood Cells must be under attack by the antigens there!\I should look for them!\It's so quiet in here.\No way!\Impossible!\No blood cells... response:	in sight!
context: I'm getting closer to the wound, huh?\So the Red Blood Cells must be under attack by the antigens there!\I should look for them!\It's so quiet in here.\No way!\Impossible!\No blood cells...\in sight! response:	We are now in a state of emergency.
context: So the Red Blood Cells must be under attack by the antigens there!\I should look for them!\It's so quiet in here.\No way!\Impossible!\No blood cells...\in sight!\We are now in a state of emergency. response:	We have detected life-threatening damage.
context: I should look for them!\It's so quiet in here.\No way!\Impossible!\No blood cells...\in sight!\We are now in a state of emergency.\We have detected life-threatening damage. response:	The tissue and blood vessels near the head area have been severely damaged.
context: It's so quiet in here.\No way!\Impossible!\No blood cells...\in sight!\We are now in a state of emergency.\We have detected life-threatening damage.\The tissue and blood vessels near the head area have been severely damaged. response:	All immune cells,
context: No way!\Impossible!\No blood cells...\in sight!\We are now in a state of emergency.\We have detected life-threatening damage.\The tissue and blood vessels near the head area have been severely damaged.\All immune cells, response:	prepare for an antigen invasion from the damaged areas,
context: Impossible!\No blood cells...\in sight!\We are now in a state of emergency.\We have detected life-threatening damage.\The tissue and blood vessels near the head area have been severely damaged.\All immune cells,\prepare for an antigen invasion from the damaged areas, response:	and hurry to the scene immediately.
context: No blood cells...\in sight!\We are now in a state of emergency.\We have detected life-threatening damage.\The tissue and blood vessels near the head area have been severely damaged.\All immune cells,\prepare for an antigen invasion from the damaged areas,\and hurry to the scene immediately. response:	NEXT EPISODE PREVIEW
