context: Greabe: Cooking response:	Greabe: Cooking Contest
context: Depending on the situation, we may need to call the police.\Rumors are scary...\Since when did you learn about the fan club?\Even if you ask me that... It has an official name only because I gave them permission.\Why do you do such conspicuous things?\Do you even have a reason to go to school?\Of course I have my reasons!\There are impurities in the school. response:	I killed one today!
context: Rumors are scary...\Since when did you learn about the fan club?\Even if you ask me that... It has an official name only because I gave them permission.\Why do you do such conspicuous things?\Do you even have a reason to go to school?\Of course I have my reasons!\There are impurities in the school.\I killed one today! response:	I can handle it myself even when you're not around...
context: Since when did you learn about the fan club?\Even if you ask me that... It has an official name only because I gave them permission.\Why do you do such conspicuous things?\Do you even have a reason to go to school?\Of course I have my reasons!\There are impurities in the school.\I killed one today!\I can handle it myself even when you're not around... response:	That's even worse!
context: Even if you ask me that... It has an official name only because I gave them permission.\Why do you do such conspicuous things?\Do you even have a reason to go to school?\Of course I have my reasons!\There are impurities in the school.\I killed one today!\I can handle it myself even when you're not around...\That's even worse! response:	Don't do such dangerous things by yourself!
context: Why do you do such conspicuous things?\Do you even have a reason to go to school?\Of course I have my reasons!\There are impurities in the school.\I killed one today!\I can handle it myself even when you're not around...\That's even worse!\Don't do such dangerous things by yourself! response:	That's not the only reason.
context: Do you even have a reason to go to school?\Of course I have my reasons!\There are impurities in the school.\I killed one today!\I can handle it myself even when you're not around...\That's even worse!\Don't do such dangerous things by yourself!\That's not the only reason. response:	Have you noticed any change about me?
context: Of course I have my reasons!\There are impurities in the school.\I killed one today!\I can handle it myself even when you're not around...\That's even worse!\Don't do such dangerous things by yourself!\That's not the only reason.\Have you noticed any change about me? response:	Have you cut your hair?
context: There are impurities in the school.\I killed one today!\I can handle it myself even when you're not around...\That's even worse!\Don't do such dangerous things by yourself!\That's not the only reason.\Have you noticed any change about me?\Have you cut your hair? response:	I didn't.
context: I killed one today!\I can handle it myself even when you're not around...\That's even worse!\Don't do such dangerous things by yourself!\That's not the only reason.\Have you noticed any change about me?\Have you cut your hair?\I didn't. response:	Your eyebrows have gotten thinner?
context: I can handle it myself even when you're not around...\That's even worse!\Don't do such dangerous things by yourself!\That's not the only reason.\Have you noticed any change about me?\Have you cut your hair?\I didn't.\Your eyebrows have gotten thinner? response:	They're thin to begin with.
context: That's even worse!\Don't do such dangerous things by yourself!\That's not the only reason.\Have you noticed any change about me?\Have you cut your hair?\I didn't.\Your eyebrows have gotten thinner?\They're thin to begin with. response:	Your breasts-
context: Don't do such dangerous things by yourself!\That's not the only reason.\Have you noticed any change about me?\Have you cut your hair?\I didn't.\Your eyebrows have gotten thinner?\They're thin to begin with.\Your breasts- response:	Say any further and I will pull out your ahoge.
context: That's not the only reason.\Have you noticed any change about me?\Have you cut your hair?\I didn't.\Your eyebrows have gotten thinner?\They're thin to begin with.\Your breasts-\Say any further and I will pull out your ahoge. response:	My powers seems to be increasing! My powers as a god, that is!
context: Have you noticed any change about me?\Have you cut your hair?\I didn't.\Your eyebrows have gotten thinner?\They're thin to begin with.\Your breasts-\Say any further and I will pull out your ahoge.\My powers seems to be increasing! My powers as a god, that is! response:	I've told you before that I need to be idolized.
context: Have you cut your hair?\I didn't.\Your eyebrows have gotten thinner?\They're thin to begin with.\Your breasts-\Say any further and I will pull out your ahoge.\My powers seems to be increasing! My powers as a god, that is!\I've told you before that I need to be idolized. response:	The students who are supporting me are giving me power.
context: I didn't.\Your eyebrows have gotten thinner?\They're thin to begin with.\Your breasts-\Say any further and I will pull out your ahoge.\My powers seems to be increasing! My powers as a god, that is!\I've told you before that I need to be idolized.\The students who are supporting me are giving me power. response:	Sooner or later, I'll be able to use new powers!
context: Your eyebrows have gotten thinner?\They're thin to begin with.\Your breasts-\Say any further and I will pull out your ahoge.\My powers seems to be increasing! My powers as a god, that is!\I've told you before that I need to be idolized.\The students who are supporting me are giving me power.\Sooner or later, I'll be able to use new powers! response:	Ah, Nagi-sama!
context: They're thin to begin with.\Your breasts-\Say any further and I will pull out your ahoge.\My powers seems to be increasing! My powers as a god, that is!\I've told you before that I need to be idolized.\The students who are supporting me are giving me power.\Sooner or later, I'll be able to use new powers!\Ah, Nagi-sama! response:	It's really her!
context: Your breasts-\Say any further and I will pull out your ahoge.\My powers seems to be increasing! My powers as a god, that is!\I've told you before that I need to be idolized.\The students who are supporting me are giving me power.\Sooner or later, I'll be able to use new powers!\Ah, Nagi-sama!\It's really her! response:	She's around today.
context: Say any further and I will pull out your ahoge.\My powers seems to be increasing! My powers as a god, that is!\I've told you before that I need to be idolized.\The students who are supporting me are giving me power.\Sooner or later, I'll be able to use new powers!\Ah, Nagi-sama!\It's really her!\She's around today. response:	Want a yakisoba bread?
context: My powers seems to be increasing! My powers as a god, that is!\I've told you before that I need to be idolized.\The students who are supporting me are giving me power.\Sooner or later, I'll be able to use new powers!\Ah, Nagi-sama!\It's really her!\She's around today.\Want a yakisoba bread? response:	There's a teacher over there, you'd better not go there.
context: I've told you before that I need to be idolized.\The students who are supporting me are giving me power.\Sooner or later, I'll be able to use new powers!\Ah, Nagi-sama!\It's really her!\She's around today.\Want a yakisoba bread?\There's a teacher over there, you'd better not go there. response:	This is the first time I'm seeing her.
context: The students who are supporting me are giving me power.\Sooner or later, I'll be able to use new powers!\Ah, Nagi-sama!\It's really her!\She's around today.\Want a yakisoba bread?\There's a teacher over there, you'd better not go there.\This is the first time I'm seeing her. response:	So she really exists.
context: Sooner or later, I'll be able to use new powers!\Ah, Nagi-sama!\It's really her!\She's around today.\Want a yakisoba bread?\There's a teacher over there, you'd better not go there.\This is the first time I'm seeing her.\So she really exists. response:	She's much cuter in person!
context: Ah, Nagi-sama!\It's really her!\She's around today.\Want a yakisoba bread?\There's a teacher over there, you'd better not go there.\This is the first time I'm seeing her.\So she really exists.\She's much cuter in person! response:	That feels so good! I understand how Zange feels now!
context: It's really her!\She's around today.\Want a yakisoba bread?\There's a teacher over there, you'd better not go there.\This is the first time I'm seeing her.\So she really exists.\She's much cuter in person!\That feels so good! I understand how Zange feels now! response:	Ah, It's Zange-chan.
context: She's around today.\Want a yakisoba bread?\There's a teacher over there, you'd better not go there.\This is the first time I'm seeing her.\So she really exists.\She's much cuter in person!\That feels so good! I understand how Zange feels now!\Ah, It's Zange-chan. response:	Come with me for a minute.
context: Want a yakisoba bread?\There's a teacher over there, you'd better not go there.\This is the first time I'm seeing her.\So she really exists.\She's much cuter in person!\That feels so good! I understand how Zange feels now!\Ah, It's Zange-chan.\Come with me for a minute. response:	Are you going to attack me again?
context: There's a teacher over there, you'd better not go there.\This is the first time I'm seeing her.\So she really exists.\She's much cuter in person!\That feels so good! I understand how Zange feels now!\Ah, It's Zange-chan.\Come with me for a minute.\Are you going to attack me again? response:	I have my purification staff with me today!
context: This is the first time I'm seeing her.\So she really exists.\She's much cuter in person!\That feels so good! I understand how Zange feels now!\Ah, It's Zange-chan.\Come with me for a minute.\Are you going to attack me again?\I have my purification staff with me today! response:	I can see that, so I'll pass.
context: So she really exists.\She's much cuter in person!\That feels so good! I understand how Zange feels now!\Ah, It's Zange-chan.\Come with me for a minute.\Are you going to attack me again?\I have my purification staff with me today!\I can see that, so I'll pass. response:	I'll get to the point.
context: She's much cuter in person!\That feels so good! I understand how Zange feels now!\Ah, It's Zange-chan.\Come with me for a minute.\Are you going to attack me again?\I have my purification staff with me today!\I can see that, so I'll pass.\I'll get to the point. response:	You're an eyesore. Can you leave?
context: That feels so good! I understand how Zange feels now!\Ah, It's Zange-chan.\Come with me for a minute.\Are you going to attack me again?\I have my purification staff with me today!\I can see that, so I'll pass.\I'll get to the point.\You're an eyesore. Can you leave? response:	Oh? Are you not pleased because your territory has been taken away from you?
context: Ah, It's Zange-chan.\Come with me for a minute.\Are you going to attack me again?\I have my purification staff with me today!\I can see that, so I'll pass.\I'll get to the point.\You're an eyesore. Can you leave?\Oh? Are you not pleased because your territory has been taken away from you? response:	That's right!
context: Come with me for a minute.\Are you going to attack me again?\I have my purification staff with me today!\I can see that, so I'll pass.\I'll get to the point.\You're an eyesore. Can you leave?\Oh? Are you not pleased because your territory has been taken away from you?\That's right! response:	I'm also a celebrity, so I have a special status within the school.
context: Are you going to attack me again?\I have my purification staff with me today!\I can see that, so I'll pass.\I'll get to the point.\You're an eyesore. Can you leave?\Oh? Are you not pleased because your territory has been taken away from you?\That's right!\I'm also a celebrity, so I have a special status within the school. response:	If you continue to do what you like, I'll tell the teachers about you.
context: I have my purification staff with me today!\I can see that, so I'll pass.\I'll get to the point.\You're an eyesore. Can you leave?\Oh? Are you not pleased because your territory has been taken away from you?\That's right!\I'm also a celebrity, so I have a special status within the school.\If you continue to do what you like, I'll tell the teachers about you. response:	That's most annoying.
context: I can see that, so I'll pass.\I'll get to the point.\You're an eyesore. Can you leave?\Oh? Are you not pleased because your territory has been taken away from you?\That's right!\I'm also a celebrity, so I have a special status within the school.\If you continue to do what you like, I'll tell the teachers about you.\That's most annoying. response:	Why don't you just rat on me? Why didn't you do it?
context: I'll get to the point.\You're an eyesore. Can you leave?\Oh? Are you not pleased because your territory has been taken away from you?\That's right!\I'm also a celebrity, so I have a special status within the school.\If you continue to do what you like, I'll tell the teachers about you.\That's most annoying.\Why don't you just rat on me? Why didn't you do it? response:	Ah, it's officially known that we are sisters.
context: You're an eyesore. Can you leave?\Oh? Are you not pleased because your territory has been taken away from you?\That's right!\I'm also a celebrity, so I have a special status within the school.\If you continue to do what you like, I'll tell the teachers about you.\That's most annoying.\Why don't you just rat on me? Why didn't you do it?\Ah, it's officially known that we are sisters. response:	If I'm caught, you'll also be called in as a witness.
context: Oh? Are you not pleased because your territory has been taken away from you?\That's right!\I'm also a celebrity, so I have a special status within the school.\If you continue to do what you like, I'll tell the teachers about you.\That's most annoying.\Why don't you just rat on me? Why didn't you do it?\Ah, it's officially known that we are sisters.\If I'm caught, you'll also be called in as a witness. response:	Shut up. If that happens, I'll feign ignorance to the end.
context: That's right!\I'm also a celebrity, so I have a special status within the school.\If you continue to do what you like, I'll tell the teachers about you.\That's most annoying.\Why don't you just rat on me? Why didn't you do it?\Ah, it's officially known that we are sisters.\If I'm caught, you'll also be called in as a witness.\Shut up. If that happens, I'll feign ignorance to the end. response:	Then the students here are mine!
context: I'm also a celebrity, so I have a special status within the school.\If you continue to do what you like, I'll tell the teachers about you.\That's most annoying.\Why don't you just rat on me? Why didn't you do it?\Ah, it's officially known that we are sisters.\If I'm caught, you'll also be called in as a witness.\Shut up. If that happens, I'll feign ignorance to the end.\Then the students here are mine! response:	Do you think you can beat me without gathering a thousand fans?
context: If you continue to do what you like, I'll tell the teachers about you.\That's most annoying.\Why don't you just rat on me? Why didn't you do it?\Ah, it's officially known that we are sisters.\If I'm caught, you'll also be called in as a witness.\Shut up. If that happens, I'll feign ignorance to the end.\Then the students here are mine!\Do you think you can beat me without gathering a thousand fans? response:	But you look quite desperate though.
context: That's most annoying.\Why don't you just rat on me? Why didn't you do it?\Ah, it's officially known that we are sisters.\If I'm caught, you'll also be called in as a witness.\Shut up. If that happens, I'll feign ignorance to the end.\Then the students here are mine!\Do you think you can beat me without gathering a thousand fans?\But you look quite desperate though. response:	Our fan base is overlapping!
context: Why don't you just rat on me? Why didn't you do it?\Ah, it's officially known that we are sisters.\If I'm caught, you'll also be called in as a witness.\Shut up. If that happens, I'll feign ignorance to the end.\Then the students here are mine!\Do you think you can beat me without gathering a thousand fans?\But you look quite desperate though.\Our fan base is overlapping! response:	I have warned you.
context: Ah, it's officially known that we are sisters.\If I'm caught, you'll also be called in as a witness.\Shut up. If that happens, I'll feign ignorance to the end.\Then the students here are mine!\Do you think you can beat me without gathering a thousand fans?\But you look quite desperate though.\Our fan base is overlapping!\I have warned you. response:	No matter how hard you try, I'm still better at gathering people's devotion-
context: If I'm caught, you'll also be called in as a witness.\Shut up. If that happens, I'll feign ignorance to the end.\Then the students here are mine!\Do you think you can beat me without gathering a thousand fans?\But you look quite desperate though.\Our fan base is overlapping!\I have warned you.\No matter how hard you try, I'm still better at gathering people's devotion- response:	Oh no! A teacher?
context: Shut up. If that happens, I'll feign ignorance to the end.\Then the students here are mine!\Do you think you can beat me without gathering a thousand fans?\But you look quite desperate though.\Our fan base is overlapping!\I have warned you.\No matter how hard you try, I'm still better at gathering people's devotion-\Oh no! A teacher? response:	You are the girl who's been causing problems for us, aren't you?
context: Then the students here are mine!\Do you think you can beat me without gathering a thousand fans?\But you look quite desperate though.\Our fan base is overlapping!\I have warned you.\No matter how hard you try, I'm still better at gathering people's devotion-\Oh no! A teacher?\You are the girl who's been causing problems for us, aren't you? response:	W-what do you mean by that, sir?
context: Do you think you can beat me without gathering a thousand fans?\But you look quite desperate though.\Our fan base is overlapping!\I have warned you.\No matter how hard you try, I'm still better at gathering people's devotion-\Oh no! A teacher?\You are the girl who's been causing problems for us, aren't you?\W-what do you mean by that, sir? response:	Have you mistaken me for somebody else?
context: But you look quite desperate though.\Our fan base is overlapping!\I have warned you.\No matter how hard you try, I'm still better at gathering people's devotion-\Oh no! A teacher?\You are the girl who's been causing problems for us, aren't you?\W-what do you mean by that, sir?\Have you mistaken me for somebody else? response:	Umm... that girl just now was my friend.
context: Our fan base is overlapping!\I have warned you.\No matter how hard you try, I'm still better at gathering people's devotion-\Oh no! A teacher?\You are the girl who's been causing problems for us, aren't you?\W-what do you mean by that, sir?\Have you mistaken me for somebody else?\Umm... that girl just now was my friend. response:	Don't worry.
context: I have warned you.\No matter how hard you try, I'm still better at gathering people's devotion-\Oh no! A teacher?\You are the girl who's been causing problems for us, aren't you?\W-what do you mean by that, sir?\Have you mistaken me for somebody else?\Umm... that girl just now was my friend.\Don't worry. response:	I didn't come to talk about that matter.
context: No matter how hard you try, I'm still better at gathering people's devotion-\Oh no! A teacher?\You are the girl who's been causing problems for us, aren't you?\W-what do you mean by that, sir?\Have you mistaken me for somebody else?\Umm... that girl just now was my friend.\Don't worry.\I didn't come to talk about that matter. response:	Let me ask you a few questions.
context: Oh no! A teacher?\You are the girl who's been causing problems for us, aren't you?\W-what do you mean by that, sir?\Have you mistaken me for somebody else?\Umm... that girl just now was my friend.\Don't worry.\I didn't come to talk about that matter.\Let me ask you a few questions. response:	That's right, first of all...
context: You are the girl who's been causing problems for us, aren't you?\W-what do you mean by that, sir?\Have you mistaken me for somebody else?\Umm... that girl just now was my friend.\Don't worry.\I didn't come to talk about that matter.\Let me ask you a few questions.\That's right, first of all... response:	Is that body of yours borrowed from another person?
context: W-what do you mean by that, sir?\Have you mistaken me for somebody else?\Umm... that girl just now was my friend.\Don't worry.\I didn't come to talk about that matter.\Let me ask you a few questions.\That's right, first of all...\Is that body of yours borrowed from another person? response:	Bad news! Nagi-sama has been caught!
context: Have you mistaken me for somebody else?\Umm... that girl just now was my friend.\Don't worry.\I didn't come to talk about that matter.\Let me ask you a few questions.\That's right, first of all...\Is that body of yours borrowed from another person?\Bad news! Nagi-sama has been caught! response:	Mikuriya!
context: Umm... that girl just now was my friend.\Don't worry.\I didn't come to talk about that matter.\Let me ask you a few questions.\That's right, first of all...\Is that body of yours borrowed from another person?\Bad news! Nagi-sama has been caught!\Mikuriya! response:	Is it true that she's inside?
context: Don't worry.\I didn't come to talk about that matter.\Let me ask you a few questions.\That's right, first of all...\Is that body of yours borrowed from another person?\Bad news! Nagi-sama has been caught!\Mikuriya!\Is it true that she's inside? response:	Somebody else saw Hageshima, the counselor-in-charge, bringing her inside!
context: I didn't come to talk about that matter.\Let me ask you a few questions.\That's right, first of all...\Is that body of yours borrowed from another person?\Bad news! Nagi-sama has been caught!\Mikuriya!\Is it true that she's inside?\Somebody else saw Hageshima, the counselor-in-charge, bringing her inside! response:	Nagi-sama will get driven out of school!
context: Let me ask you a few questions.\That's right, first of all...\Is that body of yours borrowed from another person?\Bad news! Nagi-sama has been caught!\Mikuriya!\Is it true that she's inside?\Somebody else saw Hageshima, the counselor-in-charge, bringing her inside!\Nagi-sama will get driven out of school! response:	Really!?
context: That's right, first of all...\Is that body of yours borrowed from another person?\Bad news! Nagi-sama has been caught!\Mikuriya!\Is it true that she's inside?\Somebody else saw Hageshima, the counselor-in-charge, bringing her inside!\Nagi-sama will get driven out of school!\Really!? response:	Wow, what's going on?
context: Is that body of yours borrowed from another person?\Bad news! Nagi-sama has been caught!\Mikuriya!\Is it true that she's inside?\Somebody else saw Hageshima, the counselor-in-charge, bringing her inside!\Nagi-sama will get driven out of school!\Really!?\Wow, what's going on? response:	Let us through.
context: Bad news! Nagi-sama has been caught!\Mikuriya!\Is it true that she's inside?\Somebody else saw Hageshima, the counselor-in-charge, bringing her inside!\Nagi-sama will get driven out of school!\Really!?\Wow, what's going on?\Let us through. response:	What are you doing here?
context: Mikuriya!\Is it true that she's inside?\Somebody else saw Hageshima, the counselor-in-charge, bringing her inside!\Nagi-sama will get driven out of school!\Really!?\Wow, what's going on?\Let us through.\What are you doing here? response:	Shouldn't you hide?
context: Is it true that she's inside?\Somebody else saw Hageshima, the counselor-in-charge, bringing her inside!\Nagi-sama will get driven out of school!\Really!?\Wow, what's going on?\Let us through.\What are you doing here?\Shouldn't you hide? response:	Senpai, this is...
context: Somebody else saw Hageshima, the counselor-in-charge, bringing her inside!\Nagi-sama will get driven out of school!\Really!?\Wow, what's going on?\Let us through.\What are you doing here?\Shouldn't you hide?\Senpai, this is... response:	It's as you can see. This isn't good.
context: Nagi-sama will get driven out of school!\Really!?\Wow, what's going on?\Let us through.\What are you doing here?\Shouldn't you hide?\Senpai, this is...\It's as you can see. This isn't good. response:	Are you sure she's inside?
context: Really!?\Wow, what's going on?\Let us through.\What are you doing here?\Shouldn't you hide?\Senpai, this is...\It's as you can see. This isn't good.\Are you sure she's inside? response:	It's true! I saw her with my own eyes!
context: Wow, what's going on?\Let us through.\What are you doing here?\Shouldn't you hide?\Senpai, this is...\It's as you can see. This isn't good.\Are you sure she's inside?\It's true! I saw her with my own eyes! response:	Everyone, I will be fine.
context: Let us through.\What are you doing here?\Shouldn't you hide?\Senpai, this is...\It's as you can see. This isn't good.\Are you sure she's inside?\It's true! I saw her with my own eyes!\Everyone, I will be fine. response:	Please do not worry about me.
context: What are you doing here?\Shouldn't you hide?\Senpai, this is...\It's as you can see. This isn't good.\Are you sure she's inside?\It's true! I saw her with my own eyes!\Everyone, I will be fine.\Please do not worry about me. response:	My heart will always be with you.
context: Shouldn't you hide?\Senpai, this is...\It's as you can see. This isn't good.\Are you sure she's inside?\It's true! I saw her with my own eyes!\Everyone, I will be fine.\Please do not worry about me.\My heart will always be with you. response:	That's the state she was in!
context: Senpai, this is...\It's as you can see. This isn't good.\Are you sure she's inside?\It's true! I saw her with my own eyes!\Everyone, I will be fine.\Please do not worry about me.\My heart will always be with you.\That's the state she was in! response:	Even when she was the one in danger, she was still worried for us at the end!
context: It's as you can see. This isn't good.\Are you sure she's inside?\It's true! I saw her with my own eyes!\Everyone, I will be fine.\Please do not worry about me.\My heart will always be with you.\That's the state she was in!\Even when she was the one in danger, she was still worried for us at the end! response:	Nagi-sama! Such grace!
context: Are you sure she's inside?\It's true! I saw her with my own eyes!\Everyone, I will be fine.\Please do not worry about me.\My heart will always be with you.\That's the state she was in!\Even when she was the one in danger, she was still worried for us at the end!\Nagi-sama! Such grace! response:	She's so unfortunate!
context: It's true! I saw her with my own eyes!\Everyone, I will be fine.\Please do not worry about me.\My heart will always be with you.\That's the state she was in!\Even when she was the one in danger, she was still worried for us at the end!\Nagi-sama! Such grace!\She's so unfortunate! response:	Why are they like leaders of an anti-government organization?
context: Everyone, I will be fine.\Please do not worry about me.\My heart will always be with you.\That's the state she was in!\Even when she was the one in danger, she was still worried for us at the end!\Nagi-sama! Such grace!\She's so unfortunate!\Why are they like leaders of an anti-government organization? response:	How is Nagi-sama's situation? Can you see?
context: Please do not worry about me.\My heart will always be with you.\That's the state she was in!\Even when she was the one in danger, she was still worried for us at the end!\Nagi-sama! Such grace!\She's so unfortunate!\Why are they like leaders of an anti-government organization?\How is Nagi-sama's situation? Can you see? response:	It's no use. The door's locked.
context: My heart will always be with you.\That's the state she was in!\Even when she was the one in danger, she was still worried for us at the end!\Nagi-sama! Such grace!\She's so unfortunate!\Why are they like leaders of an anti-government organization?\How is Nagi-sama's situation? Can you see?\It's no use. The door's locked. response:	If Nagi is caught, that means...
context: That's the state she was in!\Even when she was the one in danger, she was still worried for us at the end!\Nagi-sama! Such grace!\She's so unfortunate!\Why are they like leaders of an anti-government organization?\How is Nagi-sama's situation? Can you see?\It's no use. The door's locked.\If Nagi is caught, that means... response:	I'll get a call at home since I'm officially her brother.
context: Even when she was the one in danger, she was still worried for us at the end!\Nagi-sama! Such grace!\She's so unfortunate!\Why are they like leaders of an anti-government organization?\How is Nagi-sama's situation? Can you see?\It's no use. The door's locked.\If Nagi is caught, that means...\I'll get a call at home since I'm officially her brother. response:	Because my old man, who is our guardian, is not at home,
context: Nagi-sama! Such grace!\She's so unfortunate!\Why are they like leaders of an anti-government organization?\How is Nagi-sama's situation? Can you see?\It's no use. The door's locked.\If Nagi is caught, that means...\I'll get a call at home since I'm officially her brother.\Because my old man, who is our guardian, is not at home, response:	it'll then go to Tsugumi's parents who are standing in as our guardians...
context: She's so unfortunate!\Why are they like leaders of an anti-government organization?\How is Nagi-sama's situation? Can you see?\It's no use. The door's locked.\If Nagi is caught, that means...\I'll get a call at home since I'm officially her brother.\Because my old man, who is our guardian, is not at home,\it'll then go to Tsugumi's parents who are standing in as our guardians... response:	This is bad.
context: Why are they like leaders of an anti-government organization?\How is Nagi-sama's situation? Can you see?\It's no use. The door's locked.\If Nagi is caught, that means...\I'll get a call at home since I'm officially her brother.\Because my old man, who is our guardian, is not at home,\it'll then go to Tsugumi's parents who are standing in as our guardians...\This is bad. response:	We've confirmed that you are not a student of this school.
context: How is Nagi-sama's situation? Can you see?\It's no use. The door's locked.\If Nagi is caught, that means...\I'll get a call at home since I'm officially her brother.\Because my old man, who is our guardian, is not at home,\it'll then go to Tsugumi's parents who are standing in as our guardians...\This is bad.\We've confirmed that you are not a student of this school. response:	Since when have you been doing this?
context: It's no use. The door's locked.\If Nagi is caught, that means...\I'll get a call at home since I'm officially her brother.\Because my old man, who is our guardian, is not at home,\it'll then go to Tsugumi's parents who are standing in as our guardians...\This is bad.\We've confirmed that you are not a student of this school.\Since when have you been doing this? response:	Where did you get that uniform?
context: If Nagi is caught, that means...\I'll get a call at home since I'm officially her brother.\Because my old man, who is our guardian, is not at home,\it'll then go to Tsugumi's parents who are standing in as our guardians...\This is bad.\We've confirmed that you are not a student of this school.\Since when have you been doing this?\Where did you get that uniform? response:	May I know where is Suzushiro-sensei?
context: I'll get a call at home since I'm officially her brother.\Because my old man, who is our guardian, is not at home,\it'll then go to Tsugumi's parents who are standing in as our guardians...\This is bad.\We've confirmed that you are not a student of this school.\Since when have you been doing this?\Where did you get that uniform?\May I know where is Suzushiro-sensei? response:	Please let me speak to him.
context: Because my old man, who is our guardian, is not at home,\it'll then go to Tsugumi's parents who are standing in as our guardians...\This is bad.\We've confirmed that you are not a student of this school.\Since when have you been doing this?\Where did you get that uniform?\May I know where is Suzushiro-sensei?\Please let me speak to him. response:	At the moment, he's talking with the principal about what to do with you.
context: it'll then go to Tsugumi's parents who are standing in as our guardians...\This is bad.\We've confirmed that you are not a student of this school.\Since when have you been doing this?\Where did you get that uniform?\May I know where is Suzushiro-sensei?\Please let me speak to him.\At the moment, he's talking with the principal about what to do with you. response:	Don't change the subject.
context: This is bad.\We've confirmed that you are not a student of this school.\Since when have you been doing this?\Where did you get that uniform?\May I know where is Suzushiro-sensei?\Please let me speak to him.\At the moment, he's talking with the principal about what to do with you.\Don't change the subject. response:	Answer my questions!
context: We've confirmed that you are not a student of this school.\Since when have you been doing this?\Where did you get that uniform?\May I know where is Suzushiro-sensei?\Please let me speak to him.\At the moment, he's talking with the principal about what to do with you.\Don't change the subject.\Answer my questions! response:	It seems that she's undergoing a harsh interrogation.
context: Since when have you been doing this?\Where did you get that uniform?\May I know where is Suzushiro-sensei?\Please let me speak to him.\At the moment, he's talking with the principal about what to do with you.\Don't change the subject.\Answer my questions!\It seems that she's undergoing a harsh interrogation. response:	How shrewd! Damn Hageshima!
context: Where did you get that uniform?\May I know where is Suzushiro-sensei?\Please let me speak to him.\At the moment, he's talking with the principal about what to do with you.\Don't change the subject.\Answer my questions!\It seems that she's undergoing a harsh interrogation.\How shrewd! Damn Hageshima! response:	According to the family register, you are not related in any way to Mikuriya Jin, supposedly your brother.
context: May I know where is Suzushiro-sensei?\Please let me speak to him.\At the moment, he's talking with the principal about what to do with you.\Don't change the subject.\Answer my questions!\It seems that she's undergoing a harsh interrogation.\How shrewd! Damn Hageshima!\According to the family register, you are not related in any way to Mikuriya Jin, supposedly your brother. response:	I'm in deep trouble.
context: Please let me speak to him.\At the moment, he's talking with the principal about what to do with you.\Don't change the subject.\Answer my questions!\It seems that she's undergoing a harsh interrogation.\How shrewd! Damn Hageshima!\According to the family register, you are not related in any way to Mikuriya Jin, supposedly your brother.\I'm in deep trouble. response:	Have you been making up stories?
context: At the moment, he's talking with the principal about what to do with you.\Don't change the subject.\Answer my questions!\It seems that she's undergoing a harsh interrogation.\How shrewd! Damn Hageshima!\According to the family register, you are not related in any way to Mikuriya Jin, supposedly your brother.\I'm in deep trouble.\Have you been making up stories? response:	How should I lie my way out of this?
context: Don't change the subject.\Answer my questions!\It seems that she's undergoing a harsh interrogation.\How shrewd! Damn Hageshima!\According to the family register, you are not related in any way to Mikuriya Jin, supposedly your brother.\I'm in deep trouble.\Have you been making up stories?\How should I lie my way out of this? response:	Say something!
context: Answer my questions!\It seems that she's undergoing a harsh interrogation.\How shrewd! Damn Hageshima!\According to the family register, you are not related in any way to Mikuriya Jin, supposedly your brother.\I'm in deep trouble.\Have you been making up stories?\How should I lie my way out of this?\Say something! response:	Don't drive Nagi-sama out!
context: It seems that she's undergoing a harsh interrogation.\How shrewd! Damn Hageshima!\According to the family register, you are not related in any way to Mikuriya Jin, supposedly your brother.\I'm in deep trouble.\Have you been making up stories?\How should I lie my way out of this?\Say something!\Don't drive Nagi-sama out! response:	Nagi-sama has done nothing wrong!
context: How shrewd! Damn Hageshima!\According to the family register, you are not related in any way to Mikuriya Jin, supposedly your brother.\I'm in deep trouble.\Have you been making up stories?\How should I lie my way out of this?\Say something!\Don't drive Nagi-sama out!\Nagi-sama has done nothing wrong! response:	We did cleaning together!
context: According to the family register, you are not related in any way to Mikuriya Jin, supposedly your brother.\I'm in deep trouble.\Have you been making up stories?\How should I lie my way out of this?\Say something!\Don't drive Nagi-sama out!\Nagi-sama has done nothing wrong!\We did cleaning together! response:	She even helped the committee!
context: I'm in deep trouble.\Have you been making up stories?\How should I lie my way out of this?\Say something!\Don't drive Nagi-sama out!\Nagi-sama has done nothing wrong!\We did cleaning together!\She even helped the committee! response:	She's not causing any trouble for anyone!
context: Have you been making up stories?\How should I lie my way out of this?\Say something!\Don't drive Nagi-sama out!\Nagi-sama has done nothing wrong!\We did cleaning together!\She even helped the committee!\She's not causing any trouble for anyone! response:	She's one of us!
context: How should I lie my way out of this?\Say something!\Don't drive Nagi-sama out!\Nagi-sama has done nothing wrong!\We did cleaning together!\She even helped the committee!\She's not causing any trouble for anyone!\She's one of us! response:	Everyone...
context: Say something!\Don't drive Nagi-sama out!\Nagi-sama has done nothing wrong!\We did cleaning together!\She even helped the committee!\She's not causing any trouble for anyone!\She's one of us!\Everyone... response:	Quiet! Stop making an uproar!
context: Don't drive Nagi-sama out!\Nagi-sama has done nothing wrong!\We did cleaning together!\She even helped the committee!\She's not causing any trouble for anyone!\She's one of us!\Everyone...\Quiet! Stop making an uproar! response:	Release Nagi-sama!
