context: Thank you very much. response:	Okay. We'll take a fifteen minute break before we start the second round.
context: Hey, don't space out!\You can't afford to waste a single second!\Read your textbook!\That's not on the test!\Start from page 92 for Classic Lit.!\The Tale of Genji Lady Murasaki Shikibu\Long last we meet...\Long last we meet... response:	You mean Lady Murasaki Shikibu?
context: You can't afford to waste a single second!\Read your textbook!\That's not on the test!\Start from page 92 for Classic Lit.!\The Tale of Genji Lady Murasaki Shikibu\Long last we meet...\Long last we meet...\You mean Lady Murasaki Shikibu? response:	It seems to fit Arata.
context: Read your textbook!\That's not on the test!\Start from page 92 for Classic Lit.!\The Tale of Genji Lady Murasaki Shikibu\Long last we meet...\Long last we meet...\You mean Lady Murasaki Shikibu?\It seems to fit Arata. response:	Whenever I get to meet him, he has to leave right away.
context: That's not on the test!\Start from page 92 for Classic Lit.!\The Tale of Genji Lady Murasaki Shikibu\Long last we meet...\Long last we meet...\You mean Lady Murasaki Shikibu?\It seems to fit Arata.\Whenever I get to meet him, he has to leave right away. response:	It sounds like a love poem,
context: Start from page 92 for Classic Lit.!\The Tale of Genji Lady Murasaki Shikibu\Long last we meet...\Long last we meet...\You mean Lady Murasaki Shikibu?\It seems to fit Arata.\Whenever I get to meet him, he has to leave right away.\It sounds like a love poem, response:	But this poem is about a girl who was her childhood friend, right?
context: The Tale of Genji Lady Murasaki Shikibu\Long last we meet...\Long last we meet...\You mean Lady Murasaki Shikibu?\It seems to fit Arata.\Whenever I get to meet him, he has to leave right away.\It sounds like a love poem,\But this poem is about a girl who was her childhood friend, right? response:	It fits perfectly.
context: Long last we meet...\Long last we meet...\You mean Lady Murasaki Shikibu?\It seems to fit Arata.\Whenever I get to meet him, he has to leave right away.\It sounds like a love poem,\But this poem is about a girl who was her childhood friend, right?\It fits perfectly. response:	Lady Murasaki Shikibu Long last we meet, only for me to leave hurriedly, for I could not recognize you, like the moon hidden behind the clouds
context: Long last we meet...\You mean Lady Murasaki Shikibu?\It seems to fit Arata.\Whenever I get to meet him, he has to leave right away.\It sounds like a love poem,\But this poem is about a girl who was her childhood friend, right?\It fits perfectly.\Lady Murasaki Shikibu Long last we meet, only for me to leave hurriedly, for I could not recognize you, like the moon hidden behind the clouds response:	It sounds like a love poem...
context: You mean Lady Murasaki Shikibu?\It seems to fit Arata.\Whenever I get to meet him, he has to leave right away.\It sounds like a love poem,\But this poem is about a girl who was her childhood friend, right?\It fits perfectly.\Lady Murasaki Shikibu Long last we meet, only for me to leave hurriedly, for I could not recognize you, like the moon hidden behind the clouds\It sounds like a love poem... response:	No swinging on the train!
context: It seems to fit Arata.\Whenever I get to meet him, he has to leave right away.\It sounds like a love poem,\But this poem is about a girl who was her childhood friend, right?\It fits perfectly.\Lady Murasaki Shikibu Long last we meet, only for me to leave hurriedly, for I could not recognize you, like the moon hidden behind the clouds\It sounds like a love poem...\No swinging on the train! response:	It was like water...
context: Whenever I get to meet him, he has to leave right away.\It sounds like a love poem,\But this poem is about a girl who was her childhood friend, right?\It fits perfectly.\Lady Murasaki Shikibu Long last we meet, only for me to leave hurriedly, for I could not recognize you, like the moon hidden behind the clouds\It sounds like a love poem...\No swinging on the train!\It was like water... response:	flowing around me.
context: It sounds like a love poem,\But this poem is about a girl who was her childhood friend, right?\It fits perfectly.\Lady Murasaki Shikibu Long last we meet, only for me to leave hurriedly, for I could not recognize you, like the moon hidden behind the clouds\It sounds like a love poem...\No swinging on the train!\It was like water...\flowing around me. response:	Like I was gulping down soft water.
context: But this poem is about a girl who was her childhood friend, right?\It fits perfectly.\Lady Murasaki Shikibu Long last we meet, only for me to leave hurriedly, for I could not recognize you, like the moon hidden behind the clouds\It sounds like a love poem...\No swinging on the train!\It was like water...\flowing around me.\Like I was gulping down soft water. response:	T-Tutor...
context: It fits perfectly.\Lady Murasaki Shikibu Long last we meet, only for me to leave hurriedly, for I could not recognize you, like the moon hidden behind the clouds\It sounds like a love poem...\No swinging on the train!\It was like water...\flowing around me.\Like I was gulping down soft water.\T-Tutor... response:	Sorry about running off.
context: Lady Murasaki Shikibu Long last we meet, only for me to leave hurriedly, for I could not recognize you, like the moon hidden behind the clouds\It sounds like a love poem...\No swinging on the train!\It was like water...\flowing around me.\Like I was gulping down soft water.\T-Tutor...\Sorry about running off. response:	Kana-chan sent a message to let us know how Mashima did.
context: It sounds like a love poem...\No swinging on the train!\It was like water...\flowing around me.\Like I was gulping down soft water.\T-Tutor...\Sorry about running off.\Kana-chan sent a message to let us know how Mashima did. response:	Oh, yeah. He lost in the third round.
context: No swinging on the train!\It was like water...\flowing around me.\Like I was gulping down soft water.\T-Tutor...\Sorry about running off.\Kana-chan sent a message to let us know how Mashima did.\Oh, yeah. He lost in the third round. response:	Was he depressed?
context: It was like water...\flowing around me.\Like I was gulping down soft water.\T-Tutor...\Sorry about running off.\Kana-chan sent a message to let us know how Mashima did.\Oh, yeah. He lost in the third round.\Was he depressed? response:	Um, er...
context: flowing around me.\Like I was gulping down soft water.\T-Tutor...\Sorry about running off.\Kana-chan sent a message to let us know how Mashima did.\Oh, yeah. He lost in the third round.\Was he depressed?\Um, er... response:	Mashima spends most of his time on karuta,
context: Like I was gulping down soft water.\T-Tutor...\Sorry about running off.\Kana-chan sent a message to let us know how Mashima did.\Oh, yeah. He lost in the third round.\Was he depressed?\Um, er...\Mashima spends most of his time on karuta, response:	but he always has the top test scores in our grade.
context: T-Tutor...\Sorry about running off.\Kana-chan sent a message to let us know how Mashima did.\Oh, yeah. He lost in the third round.\Was he depressed?\Um, er...\Mashima spends most of his time on karuta,\but he always has the top test scores in our grade. response:	If he doesn't, he'll have to quit the karuta club.
context: Sorry about running off.\Kana-chan sent a message to let us know how Mashima did.\Oh, yeah. He lost in the third round.\Was he depressed?\Um, er...\Mashima spends most of his time on karuta,\but he always has the top test scores in our grade.\If he doesn't, he'll have to quit the karuta club. response:	You have to do the things you don't want to do,
context: Kana-chan sent a message to let us know how Mashima did.\Oh, yeah. He lost in the third round.\Was he depressed?\Um, er...\Mashima spends most of his time on karuta,\but he always has the top test scores in our grade.\If he doesn't, he'll have to quit the karuta club.\You have to do the things you don't want to do, response:	before you can do the things you truly want to do.
context: Oh, yeah. He lost in the third round.\Was he depressed?\Um, er...\Mashima spends most of his time on karuta,\but he always has the top test scores in our grade.\If he doesn't, he'll have to quit the karuta club.\You have to do the things you don't want to do,\before you can do the things you truly want to do. response:	I'm very sorry! I'm going to study hard now!
context: Was he depressed?\Um, er...\Mashima spends most of his time on karuta,\but he always has the top test scores in our grade.\If he doesn't, he'll have to quit the karuta club.\You have to do the things you don't want to do,\before you can do the things you truly want to do.\I'm very sorry! I'm going to study hard now! response:	I've mastered English already.
context: Um, er...\Mashima spends most of his time on karuta,\but he always has the top test scores in our grade.\If he doesn't, he'll have to quit the karuta club.\You have to do the things you don't want to do,\before you can do the things you truly want to do.\I'm very sorry! I'm going to study hard now!\I've mastered English already. response:	I can catch up!
context: Mashima spends most of his time on karuta,\but he always has the top test scores in our grade.\If he doesn't, he'll have to quit the karuta club.\You have to do the things you don't want to do,\before you can do the things you truly want to do.\I'm very sorry! I'm going to study hard now!\I've mastered English already.\I can catch up! response:	Excuse me, we close at 7.
context: but he always has the top test scores in our grade.\If he doesn't, he'll have to quit the karuta club.\You have to do the things you don't want to do,\before you can do the things you truly want to do.\I'm very sorry! I'm going to study hard now!\I've mastered English already.\I can catch up!\Excuse me, we close at 7. response:	I'll lock up for you.
context: If he doesn't, he'll have to quit the karuta club.\You have to do the things you don't want to do,\before you can do the things you truly want to do.\I'm very sorry! I'm going to study hard now!\I've mastered English already.\I can catch up!\Excuse me, we close at 7.\I'll lock up for you. response:	Ms. Miyauchi...
context: You have to do the things you don't want to do,\before you can do the things you truly want to do.\I'm very sorry! I'm going to study hard now!\I've mastered English already.\I can catch up!\Excuse me, we close at 7.\I'll lock up for you.\Ms. Miyauchi... response:	I'll keep an eye on them.
context: before you can do the things you truly want to do.\I'm very sorry! I'm going to study hard now!\I've mastered English already.\I can catch up!\Excuse me, we close at 7.\I'll lock up for you.\Ms. Miyauchi...\I'll keep an eye on them. response:	I realize that I also lost, but how could you lose
context: I'm very sorry! I'm going to study hard now!\I've mastered English already.\I can catch up!\Excuse me, we close at 7.\I'll lock up for you.\Ms. Miyauchi...\I'll keep an eye on them.\I realize that I also lost, but how could you lose response:	by 11 cards?!
context: I've mastered English already.\I can catch up!\Excuse me, we close at 7.\I'll lock up for you.\Ms. Miyauchi...\I'll keep an eye on them.\I realize that I also lost, but how could you lose\by 11 cards?! response:	Well, I felt so content after my match with Wataya-kun.
context: I can catch up!\Excuse me, we close at 7.\I'll lock up for you.\Ms. Miyauchi...\I'll keep an eye on them.\I realize that I also lost, but how could you lose\by 11 cards?!\Well, I felt so content after my match with Wataya-kun. response:	Aren't you mad?!
context: Excuse me, we close at 7.\I'll lock up for you.\Ms. Miyauchi...\I'll keep an eye on them.\I realize that I also lost, but how could you lose\by 11 cards?!\Well, I felt so content after my match with Wataya-kun.\Aren't you mad?! response:	Well, I know my limits.
context: I'll lock up for you.\Ms. Miyauchi...\I'll keep an eye on them.\I realize that I also lost, but how could you lose\by 11 cards?!\Well, I felt so content after my match with Wataya-kun.\Aren't you mad?!\Well, I know my limits. response:	How was your match against Arata?
context: Ms. Miyauchi...\I'll keep an eye on them.\I realize that I also lost, but how could you lose\by 11 cards?!\Well, I felt so content after my match with Wataya-kun.\Aren't you mad?!\Well, I know my limits.\How was your match against Arata? response:	I hated it. Really hated it.
context: I'll keep an eye on them.\I realize that I also lost, but how could you lose\by 11 cards?!\Well, I felt so content after my match with Wataya-kun.\Aren't you mad?!\Well, I know my limits.\How was your match against Arata?\I hated it. Really hated it. response:	He was clearly thinking through every move,
context: I realize that I also lost, but how could you lose\by 11 cards?!\Well, I felt so content after my match with Wataya-kun.\Aren't you mad?!\Well, I know my limits.\How was your match against Arata?\I hated it. Really hated it.\He was clearly thinking through every move, response:	but I couldn't tell what he was thinking.
context: by 11 cards?!\Well, I felt so content after my match with Wataya-kun.\Aren't you mad?!\Well, I know my limits.\How was your match against Arata?\I hated it. Really hated it.\He was clearly thinking through every move,\but I couldn't tell what he was thinking. response:	Having said that,
context: Well, I felt so content after my match with Wataya-kun.\Aren't you mad?!\Well, I know my limits.\How was your match against Arata?\I hated it. Really hated it.\He was clearly thinking through every move,\but I couldn't tell what he was thinking.\Having said that, response:	Master Suo wouldn't bat an eye against him.
context: Aren't you mad?!\Well, I know my limits.\How was your match against Arata?\I hated it. Really hated it.\He was clearly thinking through every move,\but I couldn't tell what he was thinking.\Having said that,\Master Suo wouldn't bat an eye against him. response:	Master...
context: Well, I know my limits.\How was your match against Arata?\I hated it. Really hated it.\He was clearly thinking through every move,\but I couldn't tell what he was thinking.\Having said that,\Master Suo wouldn't bat an eye against him.\Master... response:	He mentioned the Master
context: How was your match against Arata?\I hated it. Really hated it.\He was clearly thinking through every move,\but I couldn't tell what he was thinking.\Having said that,\Master Suo wouldn't bat an eye against him.\Master...\He mentioned the Master response:	while talking about a player in his
context: I hated it. Really hated it.\He was clearly thinking through every move,\but I couldn't tell what he was thinking.\Having said that,\Master Suo wouldn't bat an eye against him.\Master...\He mentioned the Master\while talking about a player in his response:	first year of high school who just made Class A.
context: He was clearly thinking through every move,\but I couldn't tell what he was thinking.\Having said that,\Master Suo wouldn't bat an eye against him.\Master...\He mentioned the Master\while talking about a player in his\first year of high school who just made Class A. response:	I'm going this way.
context: but I couldn't tell what he was thinking.\Having said that,\Master Suo wouldn't bat an eye against him.\Master...\He mentioned the Master\while talking about a player in his\first year of high school who just made Class A.\I'm going this way. response:	Bye.
context: Having said that,\Master Suo wouldn't bat an eye against him.\Master...\He mentioned the Master\while talking about a player in his\first year of high school who just made Class A.\I'm going this way.\Bye. response:	Hiroshi-san is looking ahead to the Master qualifier.
context: Master Suo wouldn't bat an eye against him.\Master...\He mentioned the Master\while talking about a player in his\first year of high school who just made Class A.\I'm going this way.\Bye.\Hiroshi-san is looking ahead to the Master qualifier. response:	I should have watched them play.
context: Master...\He mentioned the Master\while talking about a player in his\first year of high school who just made Class A.\I'm going this way.\Bye.\Hiroshi-san is looking ahead to the Master qualifier.\I should have watched them play. response:	I should have watched from the very beginning.
context: He mentioned the Master\while talking about a player in his\first year of high school who just made Class A.\I'm going this way.\Bye.\Hiroshi-san is looking ahead to the Master qualifier.\I should have watched them play.\I should have watched from the very beginning. response:	Eyebrows.
context: while talking about a player in his\first year of high school who just made Class A.\I'm going this way.\Bye.\Hiroshi-san is looking ahead to the Master qualifier.\I should have watched them play.\I should have watched from the very beginning.\Eyebrows. response:	Yes?
context: first year of high school who just made Class A.\I'm going this way.\Bye.\Hiroshi-san is looking ahead to the Master qualifier.\I should have watched them play.\I should have watched from the very beginning.\Eyebrows.\Yes? response:	I've been thinking.
context: I'm going this way.\Bye.\Hiroshi-san is looking ahead to the Master qualifier.\I should have watched them play.\I should have watched from the very beginning.\Eyebrows.\Yes?\I've been thinking. response:	You placed second in two Class B tournaments this summer, correct?
context: Bye.\Hiroshi-san is looking ahead to the Master qualifier.\I should have watched them play.\I should have watched from the very beginning.\Eyebrows.\Yes?\I've been thinking.\You placed second in two Class B tournaments this summer, correct? response:	If we go by the official standards,
context: Hiroshi-san is looking ahead to the Master qualifier.\I should have watched them play.\I should have watched from the very beginning.\Eyebrows.\Yes?\I've been thinking.\You placed second in two Class B tournaments this summer, correct?\If we go by the official standards, response:	you're qualified to be in Class A.
context: I should have watched them play.\I should have watched from the very beginning.\Eyebrows.\Yes?\I've been thinking.\You placed second in two Class B tournaments this summer, correct?\If we go by the official standards,\you're qualified to be in Class A. response:	This would break the Shiranami Society rule,
context: I should have watched from the very beginning.\Eyebrows.\Yes?\I've been thinking.\You placed second in two Class B tournaments this summer, correct?\If we go by the official standards,\you're qualified to be in Class A.\This would break the Shiranami Society rule, response:	but would you like me to promote you
context: Eyebrows.\Yes?\I've been thinking.\You placed second in two Class B tournaments this summer, correct?\If we go by the official standards,\you're qualified to be in Class A.\This would break the Shiranami Society rule,\but would you like me to promote you response:	to Class A so you can play in the East qualifier?
context: Yes?\I've been thinking.\You placed second in two Class B tournaments this summer, correct?\If we go by the official standards,\you're qualified to be in Class A.\This would break the Shiranami Society rule,\but would you like me to promote you\to Class A so you can play in the East qualifier? response:	Chihaya-chan and Glasses are waiting for you in Class A.
context: I've been thinking.\You placed second in two Class B tournaments this summer, correct?\If we go by the official standards,\you're qualified to be in Class A.\This would break the Shiranami Society rule,\but would you like me to promote you\to Class A so you can play in the East qualifier?\Chihaya-chan and Glasses are waiting for you in Class A. response:	Promote?
context: You placed second in two Class B tournaments this summer, correct?\If we go by the official standards,\you're qualified to be in Class A.\This would break the Shiranami Society rule,\but would you like me to promote you\to Class A so you can play in the East qualifier?\Chihaya-chan and Glasses are waiting for you in Class A.\Promote? response:	An empty train is passing through platform 2.
context: If we go by the official standards,\you're qualified to be in Class A.\This would break the Shiranami Society rule,\but would you like me to promote you\to Class A so you can play in the East qualifier?\Chihaya-chan and Glasses are waiting for you in Class A.\Promote?\An empty train is passing through platform 2. response:	Frustration will not last forever.
context: you're qualified to be in Class A.\This would break the Shiranami Society rule,\but would you like me to promote you\to Class A so you can play in the East qualifier?\Chihaya-chan and Glasses are waiting for you in Class A.\Promote?\An empty train is passing through platform 2.\Frustration will not last forever. response:	Nobody can keep on going without some measure
context: This would break the Shiranami Society rule,\but would you like me to promote you\to Class A so you can play in the East qualifier?\Chihaya-chan and Glasses are waiting for you in Class A.\Promote?\An empty train is passing through platform 2.\Frustration will not last forever.\Nobody can keep on going without some measure response:	of reward.
context: but would you like me to promote you\to Class A so you can play in the East qualifier?\Chihaya-chan and Glasses are waiting for you in Class A.\Promote?\An empty train is passing through platform 2.\Frustration will not last forever.\Nobody can keep on going without some measure\of reward. response:	Please don't do that, Doctor.
context: to Class A so you can play in the East qualifier?\Chihaya-chan and Glasses are waiting for you in Class A.\Promote?\An empty train is passing through platform 2.\Frustration will not last forever.\Nobody can keep on going without some measure\of reward.\Please don't do that, Doctor. response:	That's not like you.
context: Chihaya-chan and Glasses are waiting for you in Class A.\Promote?\An empty train is passing through platform 2.\Frustration will not last forever.\Nobody can keep on going without some measure\of reward.\Please don't do that, Doctor.\That's not like you. response:	What?
context: Promote?\An empty train is passing through platform 2.\Frustration will not last forever.\Nobody can keep on going without some measure\of reward.\Please don't do that, Doctor.\That's not like you.\What? response:	Doctor, I'm not so much focused on making Class A
context: An empty train is passing through platform 2.\Frustration will not last forever.\Nobody can keep on going without some measure\of reward.\Please don't do that, Doctor.\That's not like you.\What?\Doctor, I'm not so much focused on making Class A response:	as I'm focused on becoming someone who doesn't run away.
context: Frustration will not last forever.\Nobody can keep on going without some measure\of reward.\Please don't do that, Doctor.\That's not like you.\What?\Doctor, I'm not so much focused on making Class A\as I'm focused on becoming someone who doesn't run away. response:	Arata-kun's sound asleep.
context: Nobody can keep on going without some measure\of reward.\Please don't do that, Doctor.\That's not like you.\What?\Doctor, I'm not so much focused on making Class A\as I'm focused on becoming someone who doesn't run away.\Arata-kun's sound asleep. response:	He was nervous about meeting his old friends,
context: of reward.\Please don't do that, Doctor.\That's not like you.\What?\Doctor, I'm not so much focused on making Class A\as I'm focused on becoming someone who doesn't run away.\Arata-kun's sound asleep.\He was nervous about meeting his old friends, response:	but I guess it was worth the trip.
context: Please don't do that, Doctor.\That's not like you.\What?\Doctor, I'm not so much focused on making Class A\as I'm focused on becoming someone who doesn't run away.\Arata-kun's sound asleep.\He was nervous about meeting his old friends,\but I guess it was worth the trip. response:	Drink...
context: That's not like you.\What?\Doctor, I'm not so much focused on making Class A\as I'm focused on becoming someone who doesn't run away.\Arata-kun's sound asleep.\He was nervous about meeting his old friends,\but I guess it was worth the trip.\Drink... response:	Gulp it all down.
