context: High School Championship Tokyo Regional Final Tournament Bracket response:	Mizusawa High School Homei High School Hokuo Academy Shoha High School
context: He's gone...\If you don't pull it together, I'll stab you\Both teams have secured their places in the finals.\They could end up wearing each other out.\So why...\is it so tense?\Naniwa Bay, now the flower blooms, but for winter\His voice is much stronger than I expected. response:	Here comes spring, now the flower blooms
context: If you don't pull it together, I'll stab you\Both teams have secured their places in the finals.\They could end up wearing each other out.\So why...\is it so tense?\Naniwa Bay, now the flower blooms, but for winter\His voice is much stronger than I expected.\Here comes spring, now the flower blooms response:	The air conditioner above us is still broken,
context: Both teams have secured their places in the finals.\They could end up wearing each other out.\So why...\is it so tense?\Naniwa Bay, now the flower blooms, but for winter\His voice is much stronger than I expected.\Here comes spring, now the flower blooms\The air conditioner above us is still broken, response:	but it's not as hot now.
context: They could end up wearing each other out.\So why...\is it so tense?\Naniwa Bay, now the flower blooms, but for winter\His voice is much stronger than I expected.\Here comes spring, now the flower blooms\The air conditioner above us is still broken,\but it's not as hot now. response:	Thank you, Ms. Miyauchi.
context: So why...\is it so tense?\Naniwa Bay, now the flower blooms, but for winter\His voice is much stronger than I expected.\Here comes spring, now the flower blooms\The air conditioner above us is still broken,\but it's not as hot now.\Thank you, Ms. Miyauchi. response:	Here comes spring, now the flower blooms
context: is it so tense?\Naniwa Bay, now the flower blooms, but for winter\His voice is much stronger than I expected.\Here comes spring, now the flower blooms\The air conditioner above us is still broken,\but it's not as hot now.\Thank you, Ms. Miyauchi.\Here comes spring, now the flower blooms response:	They can keep the air conditioning off.
context: Naniwa Bay, now the flower blooms, but for winter\His voice is much stronger than I expected.\Here comes spring, now the flower blooms\The air conditioner above us is still broken,\but it's not as hot now.\Thank you, Ms. Miyauchi.\Here comes spring, now the flower blooms\They can keep the air conditioning off. response:	The only sound I need is...
context: His voice is much stronger than I expected.\Here comes spring, now the flower blooms\The air conditioner above us is still broken,\but it's not as hot now.\Thank you, Ms. Miyauchi.\Here comes spring, now the flower blooms\They can keep the air conditioning off.\The only sound I need is... response:	Shallow waves creep closer...
context: Here comes spring, now the flower blooms\The air conditioner above us is still broken,\but it's not as hot now.\Thank you, Ms. Miyauchi.\Here comes spring, now the flower blooms\They can keep the air conditioning off.\The only sound I need is...\Shallow waves creep closer... response:	They're too fast! They're both way too fast!
context: The air conditioner above us is still broken,\but it's not as hot now.\Thank you, Ms. Miyauchi.\Here comes spring, now the flower blooms\They can keep the air conditioning off.\The only sound I need is...\Shallow waves creep closer...\They're too fast! They're both way too fast! response:	Who got that one?
context: but it's not as hot now.\Thank you, Ms. Miyauchi.\Here comes spring, now the flower blooms\They can keep the air conditioning off.\The only sound I need is...\Shallow waves creep closer...\They're too fast! They're both way too fast!\Who got that one? response:	The little Hokuo guy?
context: Thank you, Ms. Miyauchi.\Here comes spring, now the flower blooms\They can keep the air conditioning off.\The only sound I need is...\Shallow waves creep closer...\They're too fast! They're both way too fast!\Who got that one?\The little Hokuo guy? response:	Chihaya-chan was looking at the Swift card on the opponent side.
context: Here comes spring, now the flower blooms\They can keep the air conditioning off.\The only sound I need is...\Shallow waves creep closer...\They're too fast! They're both way too fast!\Who got that one?\The little Hokuo guy?\Chihaya-chan was looking at the Swift card on the opponent side. response:	Both start with the same S sound.
context: They can keep the air conditioning off.\The only sound I need is...\Shallow waves creep closer...\They're too fast! They're both way too fast!\Who got that one?\The little Hokuo guy?\Chihaya-chan was looking at the Swift card on the opponent side.\Both start with the same S sound. response:	She was being cautious since she doesn't know this reader.
context: The only sound I need is...\Shallow waves creep closer...\They're too fast! They're both way too fast!\Who got that one?\The little Hokuo guy?\Chihaya-chan was looking at the Swift card on the opponent side.\Both start with the same S sound.\She was being cautious since she doesn't know this reader. response:	I should have gotten that one.
context: Shallow waves creep closer...\They're too fast! They're both way too fast!\Who got that one?\The little Hokuo guy?\Chihaya-chan was looking at the Swift card on the opponent side.\Both start with the same S sound.\She was being cautious since she doesn't know this reader.\I should have gotten that one. response:	I just need another 3 millimeters.
context: They're too fast! They're both way too fast!\Who got that one?\The little Hokuo guy?\Chihaya-chan was looking at the Swift card on the opponent side.\Both start with the same S sound.\She was being cautious since she doesn't know this reader.\I should have gotten that one.\I just need another 3 millimeters. response:	If my finger had been right on the corner...
context: Who got that one?\The little Hokuo guy?\Chihaya-chan was looking at the Swift card on the opponent side.\Both start with the same S sound.\She was being cautious since she doesn't know this reader.\I should have gotten that one.\I just need another 3 millimeters.\If my finger had been right on the corner... response:	There.
context: The little Hokuo guy?\Chihaya-chan was looking at the Swift card on the opponent side.\Both start with the same S sound.\She was being cautious since she doesn't know this reader.\I should have gotten that one.\I just need another 3 millimeters.\If my finger had been right on the corner...\There. response:	There.
context: Chihaya-chan was looking at the Swift card on the opponent side.\Both start with the same S sound.\She was being cautious since she doesn't know this reader.\I should have gotten that one.\I just need another 3 millimeters.\If my finger had been right on the corner...\There.\There. response:	Connect.
context: Both start with the same S sound.\She was being cautious since she doesn't know this reader.\I should have gotten that one.\I just need another 3 millimeters.\If my finger had been right on the corner...\There.\There.\Connect. response:	Connect.
context: She was being cautious since she doesn't know this reader.\I should have gotten that one.\I just need another 3 millimeters.\If my finger had been right on the corner...\There.\There.\Connect.\Connect. response:	in my dreams, I creep closer to you
context: I should have gotten that one.\I just need another 3 millimeters.\If my finger had been right on the corner...\There.\There.\Connect.\Connect.\in my dreams, I creep closer to you response:	When the misty bridge...
context: I just need another 3 millimeters.\If my finger had been right on the corner...\There.\There.\Connect.\Connect.\in my dreams, I creep closer to you\When the misty bridge... response:	She's lost two of her best cards in a row.
context: If my finger had been right on the corner...\There.\There.\Connect.\Connect.\in my dreams, I creep closer to you\When the misty bridge...\She's lost two of her best cards in a row. response:	That boy has good sense.
context: There.\There.\Connect.\Connect.\in my dreams, I creep closer to you\When the misty bridge...\She's lost two of her best cards in a row.\That boy has good sense. response:	Got it
context: There.\Connect.\Connect.\in my dreams, I creep closer to you\When the misty bridge...\She's lost two of her best cards in a row.\That boy has good sense.\Got it response:	Rather, I guess, he has good reflexes.
context: Connect.\Connect.\in my dreams, I creep closer to you\When the misty bridge...\She's lost two of her best cards in a row.\That boy has good sense.\Got it\Rather, I guess, he has good reflexes. response:	Get back to your seat
context: Connect.\in my dreams, I creep closer to you\When the misty bridge...\She's lost two of her best cards in a row.\That boy has good sense.\Got it\Rather, I guess, he has good reflexes.\Get back to your seat response:	A flexible upper body with a snappy and firm spring...
context: in my dreams, I creep closer to you\When the misty bridge...\She's lost two of her best cards in a row.\That boy has good sense.\Got it\Rather, I guess, he has good reflexes.\Get back to your seat\A flexible upper body with a snappy and firm spring... response:	I need to be sharper.
context: When the misty bridge...\She's lost two of her best cards in a row.\That boy has good sense.\Got it\Rather, I guess, he has good reflexes.\Get back to your seat\A flexible upper body with a snappy and firm spring...\I need to be sharper. response:	Here.
context: She's lost two of her best cards in a row.\That boy has good sense.\Got it\Rather, I guess, he has good reflexes.\Get back to your seat\A flexible upper body with a snappy and firm spring...\I need to be sharper.\Here. response:	Here.
context: That boy has good sense.\Got it\Rather, I guess, he has good reflexes.\Get back to your seat\A flexible upper body with a snappy and firm spring...\I need to be sharper.\Here.\Here. response:	This is the point.
context: Got it\Rather, I guess, he has good reflexes.\Get back to your seat\A flexible upper body with a snappy and firm spring...\I need to be sharper.\Here.\Here.\This is the point. response:	The point I want to reach.
context: Rather, I guess, he has good reflexes.\Get back to your seat\A flexible upper body with a snappy and firm spring...\I need to be sharper.\Here.\Here.\This is the point.\The point I want to reach. response:	I need to be more accurate!
context: Get back to your seat\A flexible upper body with a snappy and firm spring...\I need to be sharper.\Here.\Here.\This is the point.\The point I want to reach.\I need to be more accurate! response:	Are you trying to insult me?
context: A flexible upper body with a snappy and firm spring...\I need to be sharper.\Here.\Here.\This is the point.\The point I want to reach.\I need to be more accurate!\Are you trying to insult me? response:	Reviewing your mistakes between cards?
context: I need to be sharper.\Here.\Here.\This is the point.\The point I want to reach.\I need to be more accurate!\Are you trying to insult me?\Reviewing your mistakes between cards? response:	Is this a practice match?
context: Here.\Here.\This is the point.\The point I want to reach.\I need to be more accurate!\Are you trying to insult me?\Reviewing your mistakes between cards?\Is this a practice match? response:	Ah, he makes a good point.
context: Here.\This is the point.\The point I want to reach.\I need to be more accurate!\Are you trying to insult me?\Reviewing your mistakes between cards?\Is this a practice match?\Ah, he makes a good point. response:	That's my student
context: This is the point.\The point I want to reach.\I need to be more accurate!\Are you trying to insult me?\Reviewing your mistakes between cards?\Is this a practice match?\Ah, he makes a good point.\That's my student response:	You should focus on the next card
context: The point I want to reach.\I need to be more accurate!\Are you trying to insult me?\Reviewing your mistakes between cards?\Is this a practice match?\Ah, he makes a good point.\That's my student\You should focus on the next card response:	instead of the one you just lost.
context: I need to be more accurate!\Are you trying to insult me?\Reviewing your mistakes between cards?\Is this a practice match?\Ah, he makes a good point.\That's my student\You should focus on the next card\instead of the one you just lost. response:	I've been telling Chihaya-chan that for a very long time.
context: Are you trying to insult me?\Reviewing your mistakes between cards?\Is this a practice match?\Ah, he makes a good point.\That's my student\You should focus on the next card\instead of the one you just lost.\I've been telling Chihaya-chan that for a very long time. response:	Here.
context: Reviewing your mistakes between cards?\Is this a practice match?\Ah, he makes a good point.\That's my student\You should focus on the next card\instead of the one you just lost.\I've been telling Chihaya-chan that for a very long time.\Here. response:	Here.
context: Is this a practice match?\Ah, he makes a good point.\That's my student\You should focus on the next card\instead of the one you just lost.\I've been telling Chihaya-chan that for a very long time.\Here.\Here. response:	It's okay, Chihaya-chan. Carry on.
context: Ah, he makes a good point.\That's my student\You should focus on the next card\instead of the one you just lost.\I've been telling Chihaya-chan that for a very long time.\Here.\Here.\It's okay, Chihaya-chan. Carry on. response:	You sgould never dwell on the past in a match.
context: That's my student\You should focus on the next card\instead of the one you just lost.\I've been telling Chihaya-chan that for a very long time.\Here.\Here.\It's okay, Chihaya-chan. Carry on.\You sgould never dwell on the past in a match. response:	Connect...
context: You should focus on the next card\instead of the one you just lost.\I've been telling Chihaya-chan that for a very long time.\Here.\Here.\It's okay, Chihaya-chan. Carry on.\You sgould never dwell on the past in a match.\Connect... response:	Connect!
context: instead of the one you just lost.\I've been telling Chihaya-chan that for a very long time.\Here.\Here.\It's okay, Chihaya-chan. Carry on.\You sgould never dwell on the past in a match.\Connect...\Connect! response:	The sound of birds crossing...
context: I've been telling Chihaya-chan that for a very long time.\Here.\Here.\It's okay, Chihaya-chan. Carry on.\You sgould never dwell on the past in a match.\Connect...\Connect!\The sound of birds crossing... response:	Who is this guy? He's weird.
context: Here.\Here.\It's okay, Chihaya-chan. Carry on.\You sgould never dwell on the past in a match.\Connect...\Connect!\The sound of birds crossing...\Who is this guy? He's weird. response:	He moves a little slow, which is throwing me off.
context: Here.\It's okay, Chihaya-chan. Carry on.\You sgould never dwell on the past in a match.\Connect...\Connect!\The sound of birds crossing...\Who is this guy? He's weird.\He moves a little slow, which is throwing me off. response:	And...
context: It's okay, Chihaya-chan. Carry on.\You sgould never dwell on the past in a match.\Connect...\Connect!\The sound of birds crossing...\Who is this guy? He's weird.\He moves a little slow, which is throwing me off.\And... response:	That
context: You sgould never dwell on the past in a match.\Connect...\Connect!\The sound of birds crossing...\Who is this guy? He's weird.\He moves a little slow, which is throwing me off.\And...\That response:	hairpin is bugging me!
context: Connect...\Connect!\The sound of birds crossing...\Who is this guy? He's weird.\He moves a little slow, which is throwing me off.\And...\That\hairpin is bugging me! response:	No matter where I stand...
context: Connect!\The sound of birds crossing...\Who is this guy? He's weird.\He moves a little slow, which is throwing me off.\And...\That\hairpin is bugging me!\No matter where I stand... response:	After I determined...
context: The sound of birds crossing...\Who is this guy? He's weird.\He moves a little slow, which is throwing me off.\And...\That\hairpin is bugging me!\No matter where I stand...\After I determined... response:	You're pretty good.
context: Who is this guy? He's weird.\He moves a little slow, which is throwing me off.\And...\That\hairpin is bugging me!\No matter where I stand...\After I determined...\You're pretty good. response:	Those boobies should be weighing you down.
context: He moves a little slow, which is throwing me off.\And...\That\hairpin is bugging me!\No matter where I stand...\After I determined...\You're pretty good.\Those boobies should be weighing you down. response:	is that I have no way to tell you in person
context: And...\That\hairpin is bugging me!\No matter where I stand...\After I determined...\You're pretty good.\Those boobies should be weighing you down.\is that I have no way to tell you in person response:	Said bed was cold as I lay awake
context: That\hairpin is bugging me!\No matter where I stand...\After I determined...\You're pretty good.\Those boobies should be weighing you down.\is that I have no way to tell you in person\Said bed was cold as I lay awake response:	for the night would drag on when I thought of my beloved
context: hairpin is bugging me!\No matter where I stand...\After I determined...\You're pretty good.\Those boobies should be weighing you down.\is that I have no way to tell you in person\Said bed was cold as I lay awake\for the night would drag on when I thought of my beloved response:	Sudo-san's voice dissipates into the air.
context: No matter where I stand...\After I determined...\You're pretty good.\Those boobies should be weighing you down.\is that I have no way to tell you in person\Said bed was cold as I lay awake\for the night would drag on when I thought of my beloved\Sudo-san's voice dissipates into the air. response:	As my love first came...
context: After I determined...\You're pretty good.\Those boobies should be weighing you down.\is that I have no way to tell you in person\Said bed was cold as I lay awake\for the night would drag on when I thought of my beloved\Sudo-san's voice dissipates into the air.\As my love first came... response:	I can trust him!
context: You're pretty good.\Those boobies should be weighing you down.\is that I have no way to tell you in person\Said bed was cold as I lay awake\for the night would drag on when I thought of my beloved\Sudo-san's voice dissipates into the air.\As my love first came...\I can trust him! response:	Four in a row?
context: Those boobies should be weighing you down.\is that I have no way to tell you in person\Said bed was cold as I lay awake\for the night would drag on when I thought of my beloved\Sudo-san's voice dissipates into the air.\As my love first came...\I can trust him!\Four in a row? response:	Excuse me.
context: is that I have no way to tell you in person\Said bed was cold as I lay awake\for the night would drag on when I thought of my beloved\Sudo-san's voice dissipates into the air.\As my love first came...\I can trust him!\Four in a row?\Excuse me. response:	I take that back.
context: Said bed was cold as I lay awake\for the night would drag on when I thought of my beloved\Sudo-san's voice dissipates into the air.\As my love first came...\I can trust him!\Four in a row?\Excuse me.\I take that back. response:	Sudo-kun is pretty good.
context: for the night would drag on when I thought of my beloved\Sudo-san's voice dissipates into the air.\As my love first came...\I can trust him!\Four in a row?\Excuse me.\I take that back.\Sudo-kun is pretty good. response:	His rhythm is accurate and his enunciation is clear.
context: Sudo-san's voice dissipates into the air.\As my love first came...\I can trust him!\Four in a row?\Excuse me.\I take that back.\Sudo-kun is pretty good.\His rhythm is accurate and his enunciation is clear. response:	Did you have him read when he was still on the team?
context: As my love first came...\I can trust him!\Four in a row?\Excuse me.\I take that back.\Sudo-kun is pretty good.\His rhythm is accurate and his enunciation is clear.\Did you have him read when he was still on the team? response:	I can't imagine that he was interested in reading during practice.
context: I can trust him!\Four in a row?\Excuse me.\I take that back.\Sudo-kun is pretty good.\His rhythm is accurate and his enunciation is clear.\Did you have him read when he was still on the team?\I can't imagine that he was interested in reading during practice. response:	Well, that was the case before he reached middle school.
context: Four in a row?\Excuse me.\I take that back.\Sudo-kun is pretty good.\His rhythm is accurate and his enunciation is clear.\Did you have him read when he was still on the team?\I can't imagine that he was interested in reading during practice.\Well, that was the case before he reached middle school. response:	Mr. Mochida.
context: Excuse me.\I take that back.\Sudo-kun is pretty good.\His rhythm is accurate and his enunciation is clear.\Did you have him read when he was still on the team?\I can't imagine that he was interested in reading during practice.\Well, that was the case before he reached middle school.\Mr. Mochida. response:	I'm going to attend a class for readers.
context: I take that back.\Sudo-kun is pretty good.\His rhythm is accurate and his enunciation is clear.\Did you have him read when he was still on the team?\I can't imagine that he was interested in reading during practice.\Well, that was the case before he reached middle school.\Mr. Mochida.\I'm going to attend a class for readers. response:	I believe that Master Suo has spent more time
context: Sudo-kun is pretty good.\His rhythm is accurate and his enunciation is clear.\Did you have him read when he was still on the team?\I can't imagine that he was interested in reading during practice.\Well, that was the case before he reached middle school.\Mr. Mochida.\I'm going to attend a class for readers.\I believe that Master Suo has spent more time response:	studying readers than he has studying cards or opponents.
context: His rhythm is accurate and his enunciation is clear.\Did you have him read when he was still on the team?\I can't imagine that he was interested in reading during practice.\Well, that was the case before he reached middle school.\Mr. Mochida.\I'm going to attend a class for readers.\I believe that Master Suo has spent more time\studying readers than he has studying cards or opponents. response:	Sudo-kun's strength...
context: Did you have him read when he was still on the team?\I can't imagine that he was interested in reading during practice.\Well, that was the case before he reached middle school.\Mr. Mochida.\I'm going to attend a class for readers.\I believe that Master Suo has spent more time\studying readers than he has studying cards or opponents.\Sudo-kun's strength... response:	I'll be the one who crushes the Master
context: I can't imagine that he was interested in reading during practice.\Well, that was the case before he reached middle school.\Mr. Mochida.\I'm going to attend a class for readers.\I believe that Master Suo has spent more time\studying readers than he has studying cards or opponents.\Sudo-kun's strength...\I'll be the one who crushes the Master response:	is drawn from his pride.
context: Well, that was the case before he reached middle school.\Mr. Mochida.\I'm going to attend a class for readers.\I believe that Master Suo has spent more time\studying readers than he has studying cards or opponents.\Sudo-kun's strength...\I'll be the one who crushes the Master\is drawn from his pride. response:	It's ironic, but the people who have the most pride
context: Mr. Mochida.\I'm going to attend a class for readers.\I believe that Master Suo has spent more time\studying readers than he has studying cards or opponents.\Sudo-kun's strength...\I'll be the one who crushes the Master\is drawn from his pride.\It's ironic, but the people who have the most pride response:	are the ones willing to put in the hard work.
context: I'm going to attend a class for readers.\I believe that Master Suo has spent more time\studying readers than he has studying cards or opponents.\Sudo-kun's strength...\I'll be the one who crushes the Master\is drawn from his pride.\It's ironic, but the people who have the most pride\are the ones willing to put in the hard work. response:	Looking up every step of the way.
context: I believe that Master Suo has spent more time\studying readers than he has studying cards or opponents.\Sudo-kun's strength...\I'll be the one who crushes the Master\is drawn from his pride.\It's ironic, but the people who have the most pride\are the ones willing to put in the hard work.\Looking up every step of the way. response:	I thought she was faster, but I guess I was wrong.
context: studying readers than he has studying cards or opponents.\Sudo-kun's strength...\I'll be the one who crushes the Master\is drawn from his pride.\It's ironic, but the people who have the most pride\are the ones willing to put in the hard work.\Looking up every step of the way.\I thought she was faster, but I guess I was wrong. response:	I'm already 7 cards up.
context: Sudo-kun's strength...\I'll be the one who crushes the Master\is drawn from his pride.\It's ironic, but the people who have the most pride\are the ones willing to put in the hard work.\Looking up every step of the way.\I thought she was faster, but I guess I was wrong.\I'm already 7 cards up. response:	This should be a fairly easy win.
context: I'll be the one who crushes the Master\is drawn from his pride.\It's ironic, but the people who have the most pride\are the ones willing to put in the hard work.\Looking up every step of the way.\I thought she was faster, but I guess I was wrong.\I'm already 7 cards up.\This should be a fairly easy win. response:	What is she doing?
context: is drawn from his pride.\It's ironic, but the people who have the most pride\are the ones willing to put in the hard work.\Looking up every step of the way.\I thought she was faster, but I guess I was wrong.\I'm already 7 cards up.\This should be a fairly easy win.\What is she doing? response:	She's being really sensitive about her motion...
context: It's ironic, but the people who have the most pride\are the ones willing to put in the hard work.\Looking up every step of the way.\I thought she was faster, but I guess I was wrong.\I'm already 7 cards up.\This should be a fairly easy win.\What is she doing?\She's being really sensitive about her motion... response:	Focused on her accuracy...
context: are the ones willing to put in the hard work.\Looking up every step of the way.\I thought she was faster, but I guess I was wrong.\I'm already 7 cards up.\This should be a fairly easy win.\What is she doing?\She's being really sensitive about her motion...\Focused on her accuracy... response:	Is she looking at Wakamiya Shinobu?
context: Looking up every step of the way.\I thought she was faster, but I guess I was wrong.\I'm already 7 cards up.\This should be a fairly easy win.\What is she doing?\She's being really sensitive about her motion...\Focused on her accuracy...\Is she looking at Wakamiya Shinobu? response:	That's impossible!
context: I thought she was faster, but I guess I was wrong.\I'm already 7 cards up.\This should be a fairly easy win.\What is she doing?\She's being really sensitive about her motion...\Focused on her accuracy...\Is she looking at Wakamiya Shinobu?\That's impossible! response:	I lost by 24 cards last year,
context: I'm already 7 cards up.\This should be a fairly easy win.\What is she doing?\She's being really sensitive about her motion...\Focused on her accuracy...\Is she looking at Wakamiya Shinobu?\That's impossible!\I lost by 24 cards last year, response:	and you lost by 20 cards, too!
context: This should be a fairly easy win.\What is she doing?\She's being really sensitive about her motion...\Focused on her accuracy...\Is she looking at Wakamiya Shinobu?\That's impossible!\I lost by 24 cards last year,\and you lost by 20 cards, too! response:	She's strong enough to give you nightmares!
context: What is she doing?\She's being really sensitive about her motion...\Focused on her accuracy...\Is she looking at Wakamiya Shinobu?\That's impossible!\I lost by 24 cards last year,\and you lost by 20 cards, too!\She's strong enough to give you nightmares! response:	She's out of our reach.
context: She's being really sensitive about her motion...\Focused on her accuracy...\Is she looking at Wakamiya Shinobu?\That's impossible!\I lost by 24 cards last year,\and you lost by 20 cards, too!\She's strong enough to give you nightmares!\She's out of our reach. response:	Connect... Connect...
context: Focused on her accuracy...\Is she looking at Wakamiya Shinobu?\That's impossible!\I lost by 24 cards last year,\and you lost by 20 cards, too!\She's strong enough to give you nightmares!\She's out of our reach.\Connect... Connect... response:	Connect... One more millimeter...
context: Is she looking at Wakamiya Shinobu?\That's impossible!\I lost by 24 cards last year,\and you lost by 20 cards, too!\She's strong enough to give you nightmares!\She's out of our reach.\Connect... Connect...\Connect... One more millimeter... response:	You can keep your eyes focused on a distant goal,
context: That's impossible!\I lost by 24 cards last year,\and you lost by 20 cards, too!\She's strong enough to give you nightmares!\She's out of our reach.\Connect... Connect...\Connect... One more millimeter...\You can keep your eyes focused on a distant goal, response:	while you lose the match you're in.
context: I lost by 24 cards last year,\and you lost by 20 cards, too!\She's strong enough to give you nightmares!\She's out of our reach.\Connect... Connect...\Connect... One more millimeter...\You can keep your eyes focused on a distant goal,\while you lose the match you're in. response:	My own sleeves are like...
context: and you lost by 20 cards, too!\She's strong enough to give you nightmares!\She's out of our reach.\Connect... Connect...\Connect... One more millimeter...\You can keep your eyes focused on a distant goal,\while you lose the match you're in.\My own sleeves are like... response:	Good!
context: She's strong enough to give you nightmares!\She's out of our reach.\Connect... Connect...\Connect... One more millimeter...\You can keep your eyes focused on a distant goal,\while you lose the match you're in.\My own sleeves are like...\Good! response:	He was fast on that one.
context: She's out of our reach.\Connect... Connect...\Connect... One more millimeter...\You can keep your eyes focused on a distant goal,\while you lose the match you're in.\My own sleeves are like...\Good!\He was fast on that one. response:	He moved towards My own home before returning to My own sleeves.
context: Connect... Connect...\Connect... One more millimeter...\You can keep your eyes focused on a distant goal,\while you lose the match you're in.\My own sleeves are like...\Good!\He was fast on that one.\He moved towards My own home before returning to My own sleeves. response:	Hokuo's players are pulling ahead.
context: Connect... One more millimeter...\You can keep your eyes focused on a distant goal,\while you lose the match you're in.\My own sleeves are like...\Good!\He was fast on that one.\He moved towards My own home before returning to My own sleeves.\Hokuo's players are pulling ahead. response:	It was only six months ago that we were
context: You can keep your eyes focused on a distant goal,\while you lose the match you're in.\My own sleeves are like...\Good!\He was fast on that one.\He moved towards My own home before returning to My own sleeves.\Hokuo's players are pulling ahead.\It was only six months ago that we were response:	experiencing Sudo-san's pressure, glares, and voice every day.
context: while you lose the match you're in.\My own sleeves are like...\Good!\He was fast on that one.\He moved towards My own home before returning to My own sleeves.\Hokuo's players are pulling ahead.\It was only six months ago that we were\experiencing Sudo-san's pressure, glares, and voice every day. response:	We have a home advantage when Sudo-san is the reader!
context: My own sleeves are like...\Good!\He was fast on that one.\He moved towards My own home before returning to My own sleeves.\Hokuo's players are pulling ahead.\It was only six months ago that we were\experiencing Sudo-san's pressure, glares, and voice every day.\We have a home advantage when Sudo-san is the reader! response:	Feel sorrow wash...
context: Good!\He was fast on that one.\He moved towards My own home before returning to My own sleeves.\Hokuo's players are pulling ahead.\It was only six months ago that we were\experiencing Sudo-san's pressure, glares, and voice every day.\We have a home advantage when Sudo-san is the reader!\Feel sorrow wash... response:	Retro!
context: He was fast on that one.\He moved towards My own home before returning to My own sleeves.\Hokuo's players are pulling ahead.\It was only six months ago that we were\experiencing Sudo-san's pressure, glares, and voice every day.\We have a home advantage when Sudo-san is the reader!\Feel sorrow wash...\Retro! response:	Why do you always use strange motions?!
context: He moved towards My own home before returning to My own sleeves.\Hokuo's players are pulling ahead.\It was only six months ago that we were\experiencing Sudo-san's pressure, glares, and voice every day.\We have a home advantage when Sudo-san is the reader!\Feel sorrow wash...\Retro!\Why do you always use strange motions?! response:	That was cool!
context: Hokuo's players are pulling ahead.\It was only six months ago that we were\experiencing Sudo-san's pressure, glares, and voice every day.\We have a home advantage when Sudo-san is the reader!\Feel sorrow wash...\Retro!\Why do you always use strange motions?!\That was cool! response:	Your fingers are injured and taped up,
context: It was only six months ago that we were\experiencing Sudo-san's pressure, glares, and voice every day.\We have a home advantage when Sudo-san is the reader!\Feel sorrow wash...\Retro!\Why do you always use strange motions?!\That was cool!\Your fingers are injured and taped up, response:	but you insist on worming them in!
context: experiencing Sudo-san's pressure, glares, and voice every day.\We have a home advantage when Sudo-san is the reader!\Feel sorrow wash...\Retro!\Why do you always use strange motions?!\That was cool!\Your fingers are injured and taped up,\but you insist on worming them in! response:	Win!
context: We have a home advantage when Sudo-san is the reader!\Feel sorrow wash...\Retro!\Why do you always use strange motions?!\That was cool!\Your fingers are injured and taped up,\but you insist on worming them in!\Win! response:	Win!
context: Feel sorrow wash...\Retro!\Why do you always use strange motions?!\That was cool!\Your fingers are injured and taped up,\but you insist on worming them in!\Win!\Win! response:	Win!
context: Retro!\Why do you always use strange motions?!\That was cool!\Your fingers are injured and taped up,\but you insist on worming them in!\Win!\Win!\Win! response:	The sky may hold the same moon
context: Why do you always use strange motions?!\That was cool!\Your fingers are injured and taped up,\but you insist on worming them in!\Win!\Win!\Win!\The sky may hold the same moon response:	I'm in trouble. Boobie girl is good.
context: That was cool!\Your fingers are injured and taped up,\but you insist on worming them in!\Win!\Win!\Win!\The sky may hold the same moon\I'm in trouble. Boobie girl is good. response:	It's our fifth match, but I'm still able to move around.
context: Your fingers are injured and taped up,\but you insist on worming them in!\Win!\Win!\Win!\The sky may hold the same moon\I'm in trouble. Boobie girl is good.\It's our fifth match, but I'm still able to move around. response:	Mom made sure that my sash was tied tight,
context: but you insist on worming them in!\Win!\Win!\Win!\The sky may hold the same moon\I'm in trouble. Boobie girl is good.\It's our fifth match, but I'm still able to move around.\Mom made sure that my sash was tied tight, response:	and I have the tasuki from Ms. Miyauchi.
context: Win!\Win!\Win!\The sky may hold the same moon\I'm in trouble. Boobie girl is good.\It's our fifth match, but I'm still able to move around.\Mom made sure that my sash was tied tight,\and I have the tasuki from Ms. Miyauchi. response:	I tire less easily in a kimono.
context: Win!\Win!\The sky may hold the same moon\I'm in trouble. Boobie girl is good.\It's our fifth match, but I'm still able to move around.\Mom made sure that my sash was tied tight,\and I have the tasuki from Ms. Miyauchi.\I tire less easily in a kimono. response:	Oh, crap.
context: Win!\The sky may hold the same moon\I'm in trouble. Boobie girl is good.\It's our fifth match, but I'm still able to move around.\Mom made sure that my sash was tied tight,\and I have the tasuki from Ms. Miyauchi.\I tire less easily in a kimono.\Oh, crap. response:	I'll be in big trouble if I lose to boobie girl.
context: The sky may hold the same moon\I'm in trouble. Boobie girl is good.\It's our fifth match, but I'm still able to move around.\Mom made sure that my sash was tied tight,\and I have the tasuki from Ms. Miyauchi.\I tire less easily in a kimono.\Oh, crap.\I'll be in big trouble if I lose to boobie girl. response:	You probably wouldn't know,
context: I'm in trouble. Boobie girl is good.\It's our fifth match, but I'm still able to move around.\Mom made sure that my sash was tied tight,\and I have the tasuki from Ms. Miyauchi.\I tire less easily in a kimono.\Oh, crap.\I'll be in big trouble if I lose to boobie girl.\You probably wouldn't know, response:	but a kimono is designed perfectly
context: It's our fifth match, but I'm still able to move around.\Mom made sure that my sash was tied tight,\and I have the tasuki from Ms. Miyauchi.\I tire less easily in a kimono.\Oh, crap.\I'll be in big trouble if I lose to boobie girl.\You probably wouldn't know,\but a kimono is designed perfectly response:	for moving around with boobies!
