context: EPISODE 4: FOOD POISONING response:	Food Poisoning.
context: How dare you...\Back off! Eosinophil!\You don't stand a chance against that one!\Come on! Over here, you moron!\Jeez, you're so insolent!\I'm gonna start by eating you!\Watch out!\Open your eyes. response:	His tremendous will has led the sorrowful warrior to sacrifice himself.
context: Back off! Eosinophil!\You don't stand a chance against that one!\Come on! Over here, you moron!\Jeez, you're so insolent!\I'm gonna start by eating you!\Watch out!\Open your eyes.\His tremendous will has led the sorrowful warrior to sacrifice himself. response:	To seal away the corruption of the world,
context: You don't stand a chance against that one!\Come on! Over here, you moron!\Jeez, you're so insolent!\I'm gonna start by eating you!\Watch out!\Open your eyes.\His tremendous will has led the sorrowful warrior to sacrifice himself.\To seal away the corruption of the world, response:	it is time to let the bloody requiem ring out.
context: Come on! Over here, you moron!\Jeez, you're so insolent!\I'm gonna start by eating you!\Watch out!\Open your eyes.\His tremendous will has led the sorrowful warrior to sacrifice himself.\To seal away the corruption of the world,\it is time to let the bloody requiem ring out. response:	Then what about Neutrophil?
context: Jeez, you're so insolent!\I'm gonna start by eating you!\Watch out!\Open your eyes.\His tremendous will has led the sorrowful warrior to sacrifice himself.\To seal away the corruption of the world,\it is time to let the bloody requiem ring out.\Then what about Neutrophil? response:	I-Is everything else okay?
context: I'm gonna start by eating you!\Watch out!\Open your eyes.\His tremendous will has led the sorrowful warrior to sacrifice himself.\To seal away the corruption of the world,\it is time to let the bloody requiem ring out.\Then what about Neutrophil?\I-Is everything else okay? response:	Y-Yeah.
context: Watch out!\Open your eyes.\His tremendous will has led the sorrowful warrior to sacrifice himself.\To seal away the corruption of the world,\it is time to let the bloody requiem ring out.\Then what about Neutrophil?\I-Is everything else okay?\Y-Yeah. response:	Basophil called for backup.
context: Open your eyes.\His tremendous will has led the sorrowful warrior to sacrifice himself.\To seal away the corruption of the world,\it is time to let the bloody requiem ring out.\Then what about Neutrophil?\I-Is everything else okay?\Y-Yeah.\Basophil called for backup. response:	Is that right?
context: His tremendous will has led the sorrowful warrior to sacrifice himself.\To seal away the corruption of the world,\it is time to let the bloody requiem ring out.\Then what about Neutrophil?\I-Is everything else okay?\Y-Yeah.\Basophil called for backup.\Is that right? response:	What about you? Are you okay?
context: To seal away the corruption of the world,\it is time to let the bloody requiem ring out.\Then what about Neutrophil?\I-Is everything else okay?\Y-Yeah.\Basophil called for backup.\Is that right?\What about you? Are you okay? response:	Yeah.
context: it is time to let the bloody requiem ring out.\Then what about Neutrophil?\I-Is everything else okay?\Y-Yeah.\Basophil called for backup.\Is that right?\What about you? Are you okay?\Yeah. response:	White Blood Cell! Eosinophil! Are you all
context: Then what about Neutrophil?\I-Is everything else okay?\Y-Yeah.\Basophil called for backup.\Is that right?\What about you? Are you okay?\Yeah.\White Blood Cell! Eosinophil! Are you all response:	I'm sorry.
context: I-Is everything else okay?\Y-Yeah.\Basophil called for backup.\Is that right?\What about you? Are you okay?\Yeah.\White Blood Cell! Eosinophil! Are you all\I'm sorry. response:	I was out of line.
context: Y-Yeah.\Basophil called for backup.\Is that right?\What about you? Are you okay?\Yeah.\White Blood Cell! Eosinophil! Are you all\I'm sorry.\I was out of line. response:	I-It's all because my phagocytic effects are so weak.
context: Basophil called for backup.\Is that right?\What about you? Are you okay?\Yeah.\White Blood Cell! Eosinophil! Are you all\I'm sorry.\I was out of line.\I-It's all because my phagocytic effects are so weak. response:	PHAGOCYTIC EFFECTS: When phagocytes such as Neutrophils absorb bacteria and other foreign substances, and break them down.
context: Is that right?\What about you? Are you okay?\Yeah.\White Blood Cell! Eosinophil! Are you all\I'm sorry.\I was out of line.\I-It's all because my phagocytic effects are so weak.\PHAGOCYTIC EFFECTS: When phagocytes such as Neutrophils absorb bacteria and other foreign substances, and break them down. response:	I made you go through all this insanity alone.
context: What about you? Are you okay?\Yeah.\White Blood Cell! Eosinophil! Are you all\I'm sorry.\I was out of line.\I-It's all because my phagocytic effects are so weak.\PHAGOCYTIC EFFECTS: When phagocytes such as Neutrophils absorb bacteria and other foreign substances, and break them down.\I made you go through all this insanity alone. response:	When I'm a White Blood Cell myself...
context: Yeah.\White Blood Cell! Eosinophil! Are you all\I'm sorry.\I was out of line.\I-It's all because my phagocytic effects are so weak.\PHAGOCYTIC EFFECTS: When phagocytes such as Neutrophils absorb bacteria and other foreign substances, and break them down.\I made you go through all this insanity alone.\When I'm a White Blood Cell myself... response:	No.
context: White Blood Cell! Eosinophil! Are you all\I'm sorry.\I was out of line.\I-It's all because my phagocytic effects are so weak.\PHAGOCYTIC EFFECTS: When phagocytes such as Neutrophils absorb bacteria and other foreign substances, and break them down.\I made you go through all this insanity alone.\When I'm a White Blood Cell myself...\No. response:	You said it!
context: I'm sorry.\I was out of line.\I-It's all because my phagocytic effects are so weak.\PHAGOCYTIC EFFECTS: When phagocytes such as Neutrophils absorb bacteria and other foreign substances, and break them down.\I made you go through all this insanity alone.\When I'm a White Blood Cell myself...\No.\You said it! response:	Why's that Eosinophil here anyway?
context: I was out of line.\I-It's all because my phagocytic effects are so weak.\PHAGOCYTIC EFFECTS: When phagocytes such as Neutrophils absorb bacteria and other foreign substances, and break them down.\I made you go through all this insanity alone.\When I'm a White Blood Cell myself...\No.\You said it!\Why's that Eosinophil here anyway? response:	No. I'm sorry, too.
context: I-It's all because my phagocytic effects are so weak.\PHAGOCYTIC EFFECTS: When phagocytes such as Neutrophils absorb bacteria and other foreign substances, and break them down.\I made you go through all this insanity alone.\When I'm a White Blood Cell myself...\No.\You said it!\Why's that Eosinophil here anyway?\No. I'm sorry, too. response:	I was harsh on you because it was an emergency.
context: PHAGOCYTIC EFFECTS: When phagocytes such as Neutrophils absorb bacteria and other foreign substances, and break them down.\I made you go through all this insanity alone.\When I'm a White Blood Cell myself...\No.\You said it!\Why's that Eosinophil here anyway?\No. I'm sorry, too.\I was harsh on you because it was an emergency. response:	I told you that you didn't have a chance, but that was... Um...
context: I made you go through all this insanity alone.\When I'm a White Blood Cell myself...\No.\You said it!\Why's that Eosinophil here anyway?\No. I'm sorry, too.\I was harsh on you because it was an emergency.\I told you that you didn't have a chance, but that was... Um... response:	It's all right.
context: When I'm a White Blood Cell myself...\No.\You said it!\Why's that Eosinophil here anyway?\No. I'm sorry, too.\I was harsh on you because it was an emergency.\I told you that you didn't have a chance, but that was... Um...\It's all right. response:	I already know I'm a weakling.
context: No.\You said it!\Why's that Eosinophil here anyway?\No. I'm sorry, too.\I was harsh on you because it was an emergency.\I told you that you didn't have a chance, but that was... Um...\It's all right.\I already know I'm a weakling. response:	Thanks for protecting me.
context: You said it!\Why's that Eosinophil here anyway?\No. I'm sorry, too.\I was harsh on you because it was an emergency.\I told you that you didn't have a chance, but that was... Um...\It's all right.\I already know I'm a weakling.\Thanks for protecting me. response:	It appears that the bacteria you were notified about earlier
context: Why's that Eosinophil here anyway?\No. I'm sorry, too.\I was harsh on you because it was an emergency.\I told you that you didn't have a chance, but that was... Um...\It's all right.\I already know I'm a weakling.\Thanks for protecting me.\It appears that the bacteria you were notified about earlier response:	have been successfully devoured.
context: No. I'm sorry, too.\I was harsh on you because it was an emergency.\I told you that you didn't have a chance, but that was... Um...\It's all right.\I already know I'm a weakling.\Thanks for protecting me.\It appears that the bacteria you were notified about earlier\have been successfully devoured. response:	Those of you in the area may return to work without any worries.
context: I was harsh on you because it was an emergency.\I told you that you didn't have a chance, but that was... Um...\It's all right.\I already know I'm a weakling.\Thanks for protecting me.\It appears that the bacteria you were notified about earlier\have been successfully devoured.\Those of you in the area may return to work without any worries. response:	That was scary!
context: I told you that you didn't have a chance, but that was... Um...\It's all right.\I already know I'm a weakling.\Thanks for protecting me.\It appears that the bacteria you were notified about earlier\have been successfully devoured.\Those of you in the area may return to work without any worries.\That was scary! response:	Let's get back to work!
context: It's all right.\I already know I'm a weakling.\Thanks for protecting me.\It appears that the bacteria you were notified about earlier\have been successfully devoured.\Those of you in the area may return to work without any worries.\That was scary!\Let's get back to work! response:	It appears that the bacteria you were notified about earlier
context: I already know I'm a weakling.\Thanks for protecting me.\It appears that the bacteria you were notified about earlier\have been successfully devoured.\Those of you in the area may return to work without any worries.\That was scary!\Let's get back to work!\It appears that the bacteria you were notified about earlier response:	have been successfully devoured.
context: Thanks for protecting me.\It appears that the bacteria you were notified about earlier\have been successfully devoured.\Those of you in the area may return to work without any worries.\That was scary!\Let's get back to work!\It appears that the bacteria you were notified about earlier\have been successfully devoured. response:	Those of you in the area may return to work without any worries.
context: It appears that the bacteria you were notified about earlier\have been successfully devoured.\Those of you in the area may return to work without any worries.\That was scary!\Let's get back to work!\It appears that the bacteria you were notified about earlier\have been successfully devoured.\Those of you in the area may return to work without any worries. response:	Repeat.
context: have been successfully devoured.\Those of you in the area may return to work without any worries.\That was scary!\Let's get back to work!\It appears that the bacteria you were notified about earlier\have been successfully devoured.\Those of you in the area may return to work without any worries.\Repeat. response:	Huh?
context: Those of you in the area may return to work without any worries.\That was scary!\Let's get back to work!\It appears that the bacteria you were notified about earlier\have been successfully devoured.\Those of you in the area may return to work without any worries.\Repeat.\Huh? response:	It's over, right?
context: That was scary!\Let's get back to work!\It appears that the bacteria you were notified about earlier\have been successfully devoured.\Those of you in the area may return to work without any worries.\Repeat.\Huh?\It's over, right? response:	That's what they said.
context: Let's get back to work!\It appears that the bacteria you were notified about earlier\have been successfully devoured.\Those of you in the area may return to work without any worries.\Repeat.\Huh?\It's over, right?\That's what they said. response:	MANUAL FOR GASTROINTESTINAL MOTILITY
context: It appears that the bacteria you were notified about earlier\have been successfully devoured.\Those of you in the area may return to work without any worries.\Repeat.\Huh?\It's over, right?\That's what they said.\MANUAL FOR GASTROINTESTINAL MOTILITY response:	Something's wrong.
context: have been successfully devoured.\Those of you in the area may return to work without any worries.\Repeat.\Huh?\It's over, right?\That's what they said.\MANUAL FOR GASTROINTESTINAL MOTILITY\Something's wrong. response:	What the...
context: Those of you in the area may return to work without any worries.\Repeat.\Huh?\It's over, right?\That's what they said.\MANUAL FOR GASTROINTESTINAL MOTILITY\Something's wrong.\What the... response:	What could it be?
context: Repeat.\Huh?\It's over, right?\That's what they said.\MANUAL FOR GASTROINTESTINAL MOTILITY\Something's wrong.\What the...\What could it be? response:	It's bigger than the one before!
context: Huh?\It's over, right?\That's what they said.\MANUAL FOR GASTROINTESTINAL MOTILITY\Something's wrong.\What the...\What could it be?\It's bigger than the one before! response:	More bacteria?
context: It's over, right?\That's what they said.\MANUAL FOR GASTROINTESTINAL MOTILITY\Something's wrong.\What the...\What could it be?\It's bigger than the one before!\More bacteria? response:	What's going on here?
context: That's what they said.\MANUAL FOR GASTROINTESTINAL MOTILITY\Something's wrong.\What the...\What could it be?\It's bigger than the one before!\More bacteria?\What's going on here? response:	I-I thought something was off!
context: MANUAL FOR GASTROINTESTINAL MOTILITY\Something's wrong.\What the...\What could it be?\It's bigger than the one before!\More bacteria?\What's going on here?\I-I thought something was off! response:	Since there was way too much damage
context: Something's wrong.\What the...\What could it be?\It's bigger than the one before!\More bacteria?\What's going on here?\I-I thought something was off!\Since there was way too much damage response:	to the stomach wall for bacterial food poisoning...
context: What the...\What could it be?\It's bigger than the one before!\More bacteria?\What's going on here?\I-I thought something was off!\Since there was way too much damage\to the stomach wall for bacterial food poisoning... response:	Don't tell me this is...
context: What could it be?\It's bigger than the one before!\More bacteria?\What's going on here?\I-I thought something was off!\Since there was way too much damage\to the stomach wall for bacterial food poisoning...\Don't tell me this is... response:	ALERT
context: It's bigger than the one before!\More bacteria?\What's going on here?\I-I thought something was off!\Since there was way too much damage\to the stomach wall for bacterial food poisoning...\Don't tell me this is...\ALERT response:	This is bad! The gastric acid!
context: More bacteria?\What's going on here?\I-I thought something was off!\Since there was way too much damage\to the stomach wall for bacterial food poisoning...\Don't tell me this is...\ALERT\This is bad! The gastric acid! response:	The gastric acid!
context: What's going on here?\I-I thought something was off!\Since there was way too much damage\to the stomach wall for bacterial food poisoning...\Don't tell me this is...\ALERT\This is bad! The gastric acid!\The gastric acid! response:	Wh-What is this?
context: I-I thought something was off!\Since there was way too much damage\to the stomach wall for bacterial food poisoning...\Don't tell me this is...\ALERT\This is bad! The gastric acid!\The gastric acid!\Wh-What is this? response:	Enemy?
context: Since there was way too much damage\to the stomach wall for bacterial food poisoning...\Don't tell me this is...\ALERT\This is bad! The gastric acid!\The gastric acid!\Wh-What is this?\Enemy? response:	White Blood Cell! Over there!
context: to the stomach wall for bacterial food poisoning...\Don't tell me this is...\ALERT\This is bad! The gastric acid!\The gastric acid!\Wh-What is this?\Enemy?\White Blood Cell! Over there! response:	That's not a pathogen!
context: Don't tell me this is...\ALERT\This is bad! The gastric acid!\The gastric acid!\Wh-What is this?\Enemy?\White Blood Cell! Over there!\That's not a pathogen! response:	That's...
context: ALERT\This is bad! The gastric acid!\The gastric acid!\Wh-What is this?\Enemy?\White Blood Cell! Over there!\That's not a pathogen!\That's... response:	Cells at Work!
context: This is bad! The gastric acid!\The gastric acid!\Wh-What is this?\Enemy?\White Blood Cell! Over there!\That's not a pathogen!\That's...\Cells at Work! response:	Cells at Work!
context: The gastric acid!\Wh-What is this?\Enemy?\White Blood Cell! Over there!\That's not a pathogen!\That's...\Cells at Work!\Cells at Work! response:	That's...
context: Wh-What is this?\Enemy?\White Blood Cell! Over there!\That's not a pathogen!\That's...\Cells at Work!\Cells at Work!\That's... response:	Parasitic Anisakis!
context: Enemy?\White Blood Cell! Over there!\That's not a pathogen!\That's...\Cells at Work!\Cells at Work!\That's...\Parasitic Anisakis! response:	ANISAKIS: A parasite found in marine animals. Also accelerates the immune system. When humans consume anisakis-infested seafood raw, in rare cases, they can invade the stomach and the lining of the intestines, causing food poisoning accompanied by severe stomach pain and vomiting (anisakiasis).
context: White Blood Cell! Over there!\That's not a pathogen!\That's...\Cells at Work!\Cells at Work!\That's...\Parasitic Anisakis!\ANISAKIS: A parasite found in marine animals. Also accelerates the immune system. When humans consume anisakis-infested seafood raw, in rare cases, they can invade the stomach and the lining of the intestines, causing food poisoning accompanied by severe stomach pain and vomiting (anisakiasis). response:	Anisakis.
context: That's not a pathogen!\That's...\Cells at Work!\Cells at Work!\That's...\Parasitic Anisakis!\ANISAKIS: A parasite found in marine animals. Also accelerates the immune system. When humans consume anisakis-infested seafood raw, in rare cases, they can invade the stomach and the lining of the intestines, causing food poisoning accompanied by severe stomach pain and vomiting (anisakiasis).\Anisakis. response:	A parasite found in marine animals.
context: That's...\Cells at Work!\Cells at Work!\That's...\Parasitic Anisakis!\ANISAKIS: A parasite found in marine animals. Also accelerates the immune system. When humans consume anisakis-infested seafood raw, in rare cases, they can invade the stomach and the lining of the intestines, causing food poisoning accompanied by severe stomach pain and vomiting (anisakiasis).\Anisakis.\A parasite found in marine animals. response:	When humans consume anisakis-infested seafood raw,
context: Cells at Work!\Cells at Work!\That's...\Parasitic Anisakis!\ANISAKIS: A parasite found in marine animals. Also accelerates the immune system. When humans consume anisakis-infested seafood raw, in rare cases, they can invade the stomach and the lining of the intestines, causing food poisoning accompanied by severe stomach pain and vomiting (anisakiasis).\Anisakis.\A parasite found in marine animals.\When humans consume anisakis-infested seafood raw, response:	in rare cases, they can invade the stomach and the lining of the intestines,
context: Cells at Work!\That's...\Parasitic Anisakis!\ANISAKIS: A parasite found in marine animals. Also accelerates the immune system. When humans consume anisakis-infested seafood raw, in rare cases, they can invade the stomach and the lining of the intestines, causing food poisoning accompanied by severe stomach pain and vomiting (anisakiasis).\Anisakis.\A parasite found in marine animals.\When humans consume anisakis-infested seafood raw,\in rare cases, they can invade the stomach and the lining of the intestines, response:	causing food poisoning accompanied by severe stomach pain and vomiting.
context: That's...\Parasitic Anisakis!\ANISAKIS: A parasite found in marine animals. Also accelerates the immune system. When humans consume anisakis-infested seafood raw, in rare cases, they can invade the stomach and the lining of the intestines, causing food poisoning accompanied by severe stomach pain and vomiting (anisakiasis).\Anisakis.\A parasite found in marine animals.\When humans consume anisakis-infested seafood raw,\in rare cases, they can invade the stomach and the lining of the intestines,\causing food poisoning accompanied by severe stomach pain and vomiting. response:	Should the waves of acid spiral and produce a vortex of darkness,
context: Parasitic Anisakis!\ANISAKIS: A parasite found in marine animals. Also accelerates the immune system. When humans consume anisakis-infested seafood raw, in rare cases, they can invade the stomach and the lining of the intestines, causing food poisoning accompanied by severe stomach pain and vomiting (anisakiasis).\Anisakis.\A parasite found in marine animals.\When humans consume anisakis-infested seafood raw,\in rare cases, they can invade the stomach and the lining of the intestines,\causing food poisoning accompanied by severe stomach pain and vomiting.\Should the waves of acid spiral and produce a vortex of darkness, response:	a sea of hellfire will open the forbidden door
context: ANISAKIS: A parasite found in marine animals. Also accelerates the immune system. When humans consume anisakis-infested seafood raw, in rare cases, they can invade the stomach and the lining of the intestines, causing food poisoning accompanied by severe stomach pain and vomiting (anisakiasis).\Anisakis.\A parasite found in marine animals.\When humans consume anisakis-infested seafood raw,\in rare cases, they can invade the stomach and the lining of the intestines,\causing food poisoning accompanied by severe stomach pain and vomiting.\Should the waves of acid spiral and produce a vortex of darkness,\a sea of hellfire will open the forbidden door response:	and guide the world to chaos.
context: Anisakis.\A parasite found in marine animals.\When humans consume anisakis-infested seafood raw,\in rare cases, they can invade the stomach and the lining of the intestines,\causing food poisoning accompanied by severe stomach pain and vomiting.\Should the waves of acid spiral and produce a vortex of darkness,\a sea of hellfire will open the forbidden door\and guide the world to chaos. response:	The gastric acid!
context: A parasite found in marine animals.\When humans consume anisakis-infested seafood raw,\in rare cases, they can invade the stomach and the lining of the intestines,\causing food poisoning accompanied by severe stomach pain and vomiting.\Should the waves of acid spiral and produce a vortex of darkness,\a sea of hellfire will open the forbidden door\and guide the world to chaos.\The gastric acid! response:	VOMITING CENTER
context: When humans consume anisakis-infested seafood raw,\in rare cases, they can invade the stomach and the lining of the intestines,\causing food poisoning accompanied by severe stomach pain and vomiting.\Should the waves of acid spiral and produce a vortex of darkness,\a sea of hellfire will open the forbidden door\and guide the world to chaos.\The gastric acid!\VOMITING CENTER response:	EMESIS
context: in rare cases, they can invade the stomach and the lining of the intestines,\causing food poisoning accompanied by severe stomach pain and vomiting.\Should the waves of acid spiral and produce a vortex of darkness,\a sea of hellfire will open the forbidden door\and guide the world to chaos.\The gastric acid!\VOMITING CENTER\EMESIS response:	EMESIS Visibility: MAX
context: causing food poisoning accompanied by severe stomach pain and vomiting.\Should the waves of acid spiral and produce a vortex of darkness,\a sea of hellfire will open the forbidden door\and guide the world to chaos.\The gastric acid!\VOMITING CENTER\EMESIS\EMESIS Visibility: MAX response:	Detecting emesis!
context: Should the waves of acid spiral and produce a vortex of darkness,\a sea of hellfire will open the forbidden door\and guide the world to chaos.\The gastric acid!\VOMITING CENTER\EMESIS\EMESIS Visibility: MAX\Detecting emesis! response:	Oh crap, here it comes!
context: a sea of hellfire will open the forbidden door\and guide the world to chaos.\The gastric acid!\VOMITING CENTER\EMESIS\EMESIS Visibility: MAX\Detecting emesis!\Oh crap, here it comes! response:	ESOPHAGUS
context: and guide the world to chaos.\The gastric acid!\VOMITING CENTER\EMESIS\EMESIS Visibility: MAX\Detecting emesis!\Oh crap, here it comes!\ESOPHAGUS response:	BEWARE OF REGURGITATION
context: The gastric acid!\VOMITING CENTER\EMESIS\EMESIS Visibility: MAX\Detecting emesis!\Oh crap, here it comes!\ESOPHAGUS\BEWARE OF REGURGITATION response:	NAUSEA/EMESIS: A reaction triggered by certain stimuli to the vomiting center located in the medulla oblongata. The stomach's exit is closed, whereas the entrance is relaxed, causing the stomach to regurgitate its contents. The diaphragm and abdominal muscles contract, compressing the stomach, and the stomach contents are ejected.
context: VOMITING CENTER\EMESIS\EMESIS Visibility: MAX\Detecting emesis!\Oh crap, here it comes!\ESOPHAGUS\BEWARE OF REGURGITATION\NAUSEA/EMESIS: A reaction triggered by certain stimuli to the vomiting center located in the medulla oblongata. The stomach's exit is closed, whereas the entrance is relaxed, causing the stomach to regurgitate its contents. The diaphragm and abdominal muscles contract, compressing the stomach, and the stomach contents are ejected. response:	Nausea. Emesis.
context: EMESIS\EMESIS Visibility: MAX\Detecting emesis!\Oh crap, here it comes!\ESOPHAGUS\BEWARE OF REGURGITATION\NAUSEA/EMESIS: A reaction triggered by certain stimuli to the vomiting center located in the medulla oblongata. The stomach's exit is closed, whereas the entrance is relaxed, causing the stomach to regurgitate its contents. The diaphragm and abdominal muscles contract, compressing the stomach, and the stomach contents are ejected.\Nausea. Emesis. response:	A reaction triggered
context: EMESIS Visibility: MAX\Detecting emesis!\Oh crap, here it comes!\ESOPHAGUS\BEWARE OF REGURGITATION\NAUSEA/EMESIS: A reaction triggered by certain stimuli to the vomiting center located in the medulla oblongata. The stomach's exit is closed, whereas the entrance is relaxed, causing the stomach to regurgitate its contents. The diaphragm and abdominal muscles contract, compressing the stomach, and the stomach contents are ejected.\Nausea. Emesis.\A reaction triggered response:	by certain stimuli to the vomiting center located in the medulla oblongata.
context: Detecting emesis!\Oh crap, here it comes!\ESOPHAGUS\BEWARE OF REGURGITATION\NAUSEA/EMESIS: A reaction triggered by certain stimuli to the vomiting center located in the medulla oblongata. The stomach's exit is closed, whereas the entrance is relaxed, causing the stomach to regurgitate its contents. The diaphragm and abdominal muscles contract, compressing the stomach, and the stomach contents are ejected.\Nausea. Emesis.\A reaction triggered\by certain stimuli to the vomiting center located in the medulla oblongata. response:	The stomach's exit is closed, whereas the entrance is relaxed,
context: Oh crap, here it comes!\ESOPHAGUS\BEWARE OF REGURGITATION\NAUSEA/EMESIS: A reaction triggered by certain stimuli to the vomiting center located in the medulla oblongata. The stomach's exit is closed, whereas the entrance is relaxed, causing the stomach to regurgitate its contents. The diaphragm and abdominal muscles contract, compressing the stomach, and the stomach contents are ejected.\Nausea. Emesis.\A reaction triggered\by certain stimuli to the vomiting center located in the medulla oblongata.\The stomach's exit is closed, whereas the entrance is relaxed, response:	causing the stomach to regurgitate its contents.
context: ESOPHAGUS\BEWARE OF REGURGITATION\NAUSEA/EMESIS: A reaction triggered by certain stimuli to the vomiting center located in the medulla oblongata. The stomach's exit is closed, whereas the entrance is relaxed, causing the stomach to regurgitate its contents. The diaphragm and abdominal muscles contract, compressing the stomach, and the stomach contents are ejected.\Nausea. Emesis.\A reaction triggered\by certain stimuli to the vomiting center located in the medulla oblongata.\The stomach's exit is closed, whereas the entrance is relaxed,\causing the stomach to regurgitate its contents. response:	The diaphragm and abdominal muscles contract, compressing the stomach,
context: BEWARE OF REGURGITATION\NAUSEA/EMESIS: A reaction triggered by certain stimuli to the vomiting center located in the medulla oblongata. The stomach's exit is closed, whereas the entrance is relaxed, causing the stomach to regurgitate its contents. The diaphragm and abdominal muscles contract, compressing the stomach, and the stomach contents are ejected.\Nausea. Emesis.\A reaction triggered\by certain stimuli to the vomiting center located in the medulla oblongata.\The stomach's exit is closed, whereas the entrance is relaxed,\causing the stomach to regurgitate its contents.\The diaphragm and abdominal muscles contract, compressing the stomach, response:	and the stomach contents are ejected.
context: NAUSEA/EMESIS: A reaction triggered by certain stimuli to the vomiting center located in the medulla oblongata. The stomach's exit is closed, whereas the entrance is relaxed, causing the stomach to regurgitate its contents. The diaphragm and abdominal muscles contract, compressing the stomach, and the stomach contents are ejected.\Nausea. Emesis.\A reaction triggered\by certain stimuli to the vomiting center located in the medulla oblongata.\The stomach's exit is closed, whereas the entrance is relaxed,\causing the stomach to regurgitate its contents.\The diaphragm and abdominal muscles contract, compressing the stomach,\and the stomach contents are ejected. response:	What happened to the enemy?
context: Nausea. Emesis.\A reaction triggered\by certain stimuli to the vomiting center located in the medulla oblongata.\The stomach's exit is closed, whereas the entrance is relaxed,\causing the stomach to regurgitate its contents.\The diaphragm and abdominal muscles contract, compressing the stomach,\and the stomach contents are ejected.\What happened to the enemy? response:	It's tearing through the stomach wall!
context: A reaction triggered\by certain stimuli to the vomiting center located in the medulla oblongata.\The stomach's exit is closed, whereas the entrance is relaxed,\causing the stomach to regurgitate its contents.\The diaphragm and abdominal muscles contract, compressing the stomach,\and the stomach contents are ejected.\What happened to the enemy?\It's tearing through the stomach wall! response:	This is bad! It's about to invade!
context: by certain stimuli to the vomiting center located in the medulla oblongata.\The stomach's exit is closed, whereas the entrance is relaxed,\causing the stomach to regurgitate its contents.\The diaphragm and abdominal muscles contract, compressing the stomach,\and the stomach contents are ejected.\What happened to the enemy?\It's tearing through the stomach wall!\This is bad! It's about to invade! response:	S-Stop it no matter what!
context: The stomach's exit is closed, whereas the entrance is relaxed,\causing the stomach to regurgitate its contents.\The diaphragm and abdominal muscles contract, compressing the stomach,\and the stomach contents are ejected.\What happened to the enemy?\It's tearing through the stomach wall!\This is bad! It's about to invade!\S-Stop it no matter what! response:	Even if we can't kill it, we...
context: causing the stomach to regurgitate its contents.\The diaphragm and abdominal muscles contract, compressing the stomach,\and the stomach contents are ejected.\What happened to the enemy?\It's tearing through the stomach wall!\This is bad! It's about to invade!\S-Stop it no matter what!\Even if we can't kill it, we... response:	No. 1146 got blasted away by just its voice!
context: The diaphragm and abdominal muscles contract, compressing the stomach,\and the stomach contents are ejected.\What happened to the enemy?\It's tearing through the stomach wall!\This is bad! It's about to invade!\S-Stop it no matter what!\Even if we can't kill it, we...\No. 1146 got blasted away by just its voice! response:	So terrifying!
context: and the stomach contents are ejected.\What happened to the enemy?\It's tearing through the stomach wall!\This is bad! It's about to invade!\S-Stop it no matter what!\Even if we can't kill it, we...\No. 1146 got blasted away by just its voice!\So terrifying! response:	Aren't you guys White Blood Cells? Hurry up and do something!
context: What happened to the enemy?\It's tearing through the stomach wall!\This is bad! It's about to invade!\S-Stop it no matter what!\Even if we can't kill it, we...\No. 1146 got blasted away by just its voice!\So terrifying!\Aren't you guys White Blood Cells? Hurry up and do something! response:	Don't be ridiculous! We don't stand a chance!
context: It's tearing through the stomach wall!\This is bad! It's about to invade!\S-Stop it no matter what!\Even if we can't kill it, we...\No. 1146 got blasted away by just its voice!\So terrifying!\Aren't you guys White Blood Cells? Hurry up and do something!\Don't be ridiculous! We don't stand a chance! response:	D-Dammit!
context: This is bad! It's about to invade!\S-Stop it no matter what!\Even if we can't kill it, we...\No. 1146 got blasted away by just its voice!\So terrifying!\Aren't you guys White Blood Cells? Hurry up and do something!\Don't be ridiculous! We don't stand a chance!\D-Dammit! response:	I'll go.
context: S-Stop it no matter what!\Even if we can't kill it, we...\No. 1146 got blasted away by just its voice!\So terrifying!\Aren't you guys White Blood Cells? Hurry up and do something!\Don't be ridiculous! We don't stand a chance!\D-Dammit!\I'll go. response:	E-Eosinophil?
context: Even if we can't kill it, we...\No. 1146 got blasted away by just its voice!\So terrifying!\Aren't you guys White Blood Cells? Hurry up and do something!\Don't be ridiculous! We don't stand a chance!\D-Dammit!\I'll go.\E-Eosinophil? response:	Wh-What are you talking about, Eosinophil?
context: No. 1146 got blasted away by just its voice!\So terrifying!\Aren't you guys White Blood Cells? Hurry up and do something!\Don't be ridiculous! We don't stand a chance!\D-Dammit!\I'll go.\E-Eosinophil?\Wh-What are you talking about, Eosinophil? response:	How can someone who can't even beat a germ be a match for that one?
context: So terrifying!\Aren't you guys White Blood Cells? Hurry up and do something!\Don't be ridiculous! We don't stand a chance!\D-Dammit!\I'll go.\E-Eosinophil?\Wh-What are you talking about, Eosinophil?\How can someone who can't even beat a germ be a match for that one? response:	T-True!
context: Aren't you guys White Blood Cells? Hurry up and do something!\Don't be ridiculous! We don't stand a chance!\D-Dammit!\I'll go.\E-Eosinophil?\Wh-What are you talking about, Eosinophil?\How can someone who can't even beat a germ be a match for that one?\T-True! response:	Sure, we called you all kinds of things, like pushover,
