context: All these altercations in only two days... response:	It's too many to be a coincidence.
context: Shiroe?\That's just too stupid.\They don't have anything in mind.\They're not thinking about anything at all.\Each of their attacks is improvised.\Everything's invented on the spot...\No matter how much we stress over this, it's pointless!\Enemies like these... response:	Enemies like these...
context: That's just too stupid.\They don't have anything in mind.\They're not thinking about anything at all.\Each of their attacks is improvised.\Everything's invented on the spot...\No matter how much we stress over this, it's pointless!\Enemies like these...\Enemies like these... response:	are the kind I hate!
context: They don't have anything in mind.\They're not thinking about anything at all.\Each of their attacks is improvised.\Everything's invented on the spot...\No matter how much we stress over this, it's pointless!\Enemies like these...\Enemies like these...\are the kind I hate! response:	I can't do anything if I'm like this.
context: They're not thinking about anything at all.\Each of their attacks is improvised.\Everything's invented on the spot...\No matter how much we stress over this, it's pointless!\Enemies like these...\Enemies like these...\are the kind I hate!\I can't do anything if I'm like this. response:	But if I don't do something within an hour,
context: Each of their attacks is improvised.\Everything's invented on the spot...\No matter how much we stress over this, it's pointless!\Enemies like these...\Enemies like these...\are the kind I hate!\I can't do anything if I'm like this.\But if I don't do something within an hour, response:	people will notice something's up.
context: Everything's invented on the spot...\No matter how much we stress over this, it's pointless!\Enemies like these...\Enemies like these...\are the kind I hate!\I can't do anything if I'm like this.\But if I don't do something within an hour,\people will notice something's up. response:	How can I fight an enemy that's this random?
context: No matter how much we stress over this, it's pointless!\Enemies like these...\Enemies like these...\are the kind I hate!\I can't do anything if I'm like this.\But if I don't do something within an hour,\people will notice something's up.\How can I fight an enemy that's this random? response:	Hey, if it isn't Shiro.
context: Enemies like these...\Enemies like these...\are the kind I hate!\I can't do anything if I'm like this.\But if I don't do something within an hour,\people will notice something's up.\How can I fight an enemy that's this random?\Hey, if it isn't Shiro. response:	You've been working hard!
context: Enemies like these...\are the kind I hate!\I can't do anything if I'm like this.\But if I don't do something within an hour,\people will notice something's up.\How can I fight an enemy that's this random?\Hey, if it isn't Shiro.\You've been working hard! response:	Long time, no see!
context: are the kind I hate!\I can't do anything if I'm like this.\But if I don't do something within an hour,\people will notice something's up.\How can I fight an enemy that's this random?\Hey, if it isn't Shiro.\You've been working hard!\Long time, no see! response:	Hi.
context: I can't do anything if I'm like this.\But if I don't do something within an hour,\people will notice something's up.\How can I fight an enemy that's this random?\Hey, if it isn't Shiro.\You've been working hard!\Long time, no see!\Hi. response:	Oh, the cake buffet was really nice to us.
context: But if I don't do something within an hour,\people will notice something's up.\How can I fight an enemy that's this random?\Hey, if it isn't Shiro.\You've been working hard!\Long time, no see!\Hi.\Oh, the cake buffet was really nice to us. response:	Yeah!
context: people will notice something's up.\How can I fight an enemy that's this random?\Hey, if it isn't Shiro.\You've been working hard!\Long time, no see!\Hi.\Oh, the cake buffet was really nice to us.\Yeah! response:	Nice to you?
context: How can I fight an enemy that's this random?\Hey, if it isn't Shiro.\You've been working hard!\Long time, no see!\Hi.\Oh, the cake buffet was really nice to us.\Yeah!\Nice to you? response:	They gave me a ton of whole cakes,
context: Hey, if it isn't Shiro.\You've been working hard!\Long time, no see!\Hi.\Oh, the cake buffet was really nice to us.\Yeah!\Nice to you?\They gave me a ton of whole cakes, response:	and it was too much for me, so I called the other members...
context: You've been working hard!\Long time, no see!\Hi.\Oh, the cake buffet was really nice to us.\Yeah!\Nice to you?\They gave me a ton of whole cakes,\and it was too much for me, so I called the other members... response:	Soujirou!
context: Long time, no see!\Hi.\Oh, the cake buffet was really nice to us.\Yeah!\Nice to you?\They gave me a ton of whole cakes,\and it was too much for me, so I called the other members...\Soujirou! response:	And each time more members came,
context: Hi.\Oh, the cake buffet was really nice to us.\Yeah!\Nice to you?\They gave me a ton of whole cakes,\and it was too much for me, so I called the other members...\Soujirou!\And each time more members came, response:	they were kind enough to bring us more.
context: Oh, the cake buffet was really nice to us.\Yeah!\Nice to you?\They gave me a ton of whole cakes,\and it was too much for me, so I called the other members...\Soujirou!\And each time more members came,\they were kind enough to bring us more. response:	I don't know if I'd call that kindness...
context: Yeah!\Nice to you?\They gave me a ton of whole cakes,\and it was too much for me, so I called the other members...\Soujirou!\And each time more members came,\they were kind enough to bring us more.\I don't know if I'd call that kindness... response:	We ate them all.
context: Nice to you?\They gave me a ton of whole cakes,\and it was too much for me, so I called the other members...\Soujirou!\And each time more members came,\they were kind enough to bring us more.\I don't know if I'd call that kindness...\We ate them all. response:	Give us some more.
context: They gave me a ton of whole cakes,\and it was too much for me, so I called the other members...\Soujirou!\And each time more members came,\they were kind enough to bring us more.\I don't know if I'd call that kindness...\We ate them all.\Give us some more. response:	A strawberry tart, too.
context: and it was too much for me, so I called the other members...\Soujirou!\And each time more members came,\they were kind enough to bring us more.\I don't know if I'd call that kindness...\We ate them all.\Give us some more.\A strawberry tart, too. response:	You want some more, Sou?
context: Soujirou!\And each time more members came,\they were kind enough to bring us more.\I don't know if I'd call that kindness...\We ate them all.\Give us some more.\A strawberry tart, too.\You want some more, Sou? response:	By the time we'd had thirty or so, she said she was out of cakes.
context: And each time more members came,\they were kind enough to bring us more.\I don't know if I'd call that kindness...\We ate them all.\Give us some more.\A strawberry tart, too.\You want some more, Sou?\By the time we'd had thirty or so, she said she was out of cakes. response:	What?!
context: they were kind enough to bring us more.\I don't know if I'd call that kindness...\We ate them all.\Give us some more.\A strawberry tart, too.\You want some more, Sou?\By the time we'd had thirty or so, she said she was out of cakes.\What?! response:	What?
context: I don't know if I'd call that kindness...\We ate them all.\Give us some more.\A strawberry tart, too.\You want some more, Sou?\By the time we'd had thirty or so, she said she was out of cakes.\What?!\What? response:	He just kept bringing more people until they ran out of cake?
context: We ate them all.\Give us some more.\A strawberry tart, too.\You want some more, Sou?\By the time we'd had thirty or so, she said she was out of cakes.\What?!\What?\He just kept bringing more people until they ran out of cake? response:	He fought a bunch of cakes by bringing in a bunch of girls?
context: Give us some more.\A strawberry tart, too.\You want some more, Sou?\By the time we'd had thirty or so, she said she was out of cakes.\What?!\What?\He just kept bringing more people until they ran out of cake?\He fought a bunch of cakes by bringing in a bunch of girls? response:	The orange mousse was really good...
context: A strawberry tart, too.\You want some more, Sou?\By the time we'd had thirty or so, she said she was out of cakes.\What?!\What?\He just kept bringing more people until they ran out of cake?\He fought a bunch of cakes by bringing in a bunch of girls?\The orange mousse was really good... response:	Like a lingering scent of summer.
context: You want some more, Sou?\By the time we'd had thirty or so, she said she was out of cakes.\What?!\What?\He just kept bringing more people until they ran out of cake?\He fought a bunch of cakes by bringing in a bunch of girls?\The orange mousse was really good...\Like a lingering scent of summer. response:	Yeah!
context: By the time we'd had thirty or so, she said she was out of cakes.\What?!\What?\He just kept bringing more people until they ran out of cake?\He fought a bunch of cakes by bringing in a bunch of girls?\The orange mousse was really good...\Like a lingering scent of summer.\Yeah! response:	But...
context: What?!\What?\He just kept bringing more people until they ran out of cake?\He fought a bunch of cakes by bringing in a bunch of girls?\The orange mousse was really good...\Like a lingering scent of summer.\Yeah!\But... response:	That might have been the best counter to the cake girl's careful plans.
context: What?\He just kept bringing more people until they ran out of cake?\He fought a bunch of cakes by bringing in a bunch of girls?\The orange mousse was really good...\Like a lingering scent of summer.\Yeah!\But...\That might have been the best counter to the cake girl's careful plans. response:	And since he had no idea what he was doing, he was invincible in a way.
context: He just kept bringing more people until they ran out of cake?\He fought a bunch of cakes by bringing in a bunch of girls?\The orange mousse was really good...\Like a lingering scent of summer.\Yeah!\But...\That might have been the best counter to the cake girl's careful plans.\And since he had no idea what he was doing, he was invincible in a way. response:	Wait.
context: He fought a bunch of cakes by bringing in a bunch of girls?\The orange mousse was really good...\Like a lingering scent of summer.\Yeah!\But...\That might have been the best counter to the cake girl's careful plans.\And since he had no idea what he was doing, he was invincible in a way.\Wait. response:	No... You came at the perfect time!
context: The orange mousse was really good...\Like a lingering scent of summer.\Yeah!\But...\That might have been the best counter to the cake girl's careful plans.\And since he had no idea what he was doing, he was invincible in a way.\Wait.\No... You came at the perfect time! response:	Shiro?
context: Like a lingering scent of summer.\Yeah!\But...\That might have been the best counter to the cake girl's careful plans.\And since he had no idea what he was doing, he was invincible in a way.\Wait.\No... You came at the perfect time!\Shiro? response:	I have the perfect job for you.
context: Yeah!\But...\That might have been the best counter to the cake girl's careful plans.\And since he had no idea what he was doing, he was invincible in a way.\Wait.\No... You came at the perfect time!\Shiro?\I have the perfect job for you. response:	I need your help.
context: But...\That might have been the best counter to the cake girl's careful plans.\And since he had no idea what he was doing, he was invincible in a way.\Wait.\No... You came at the perfect time!\Shiro?\I have the perfect job for you.\I need your help. response:	I've got someone...
context: That might have been the best counter to the cake girl's careful plans.\And since he had no idea what he was doing, he was invincible in a way.\Wait.\No... You came at the perfect time!\Shiro?\I have the perfect job for you.\I need your help.\I've got someone... response:	I've got someone right here.
context: And since he had no idea what he was doing, he was invincible in a way.\Wait.\No... You came at the perfect time!\Shiro?\I have the perfect job for you.\I need your help.\I've got someone...\I've got someone right here. response:	A bundle of obliviousness that can beat their randomness!
context: Wait.\No... You came at the perfect time!\Shiro?\I have the perfect job for you.\I need your help.\I've got someone...\I've got someone right here.\A bundle of obliviousness that can beat their randomness! response:	Scary.
context: No... You came at the perfect time!\Shiro?\I have the perfect job for you.\I need your help.\I've got someone...\I've got someone right here.\A bundle of obliviousness that can beat their randomness!\Scary. response:	Thanks to all of you, Maihama and Eastal were saved.
context: Shiro?\I have the perfect job for you.\I need your help.\I've got someone...\I've got someone right here.\A bundle of obliviousness that can beat their randomness!\Scary.\Thanks to all of you, Maihama and Eastal were saved. response:	I cannot express my gratitude.
context: I have the perfect job for you.\I need your help.\I've got someone...\I've got someone right here.\A bundle of obliviousness that can beat their randomness!\Scary.\Thanks to all of you, Maihama and Eastal were saved.\I cannot express my gratitude. response:	N-No, no... As adventurers, that's our job!
context: I need your help.\I've got someone...\I've got someone right here.\A bundle of obliviousness that can beat their randomness!\Scary.\Thanks to all of you, Maihama and Eastal were saved.\I cannot express my gratitude.\N-No, no... As adventurers, that's our job! response:	And we got paid...
context: I've got someone...\I've got someone right here.\A bundle of obliviousness that can beat their randomness!\Scary.\Thanks to all of you, Maihama and Eastal were saved.\I cannot express my gratitude.\N-No, no... As adventurers, that's our job!\And we got paid... response:	It was nothing, really.
context: I've got someone right here.\A bundle of obliviousness that can beat their randomness!\Scary.\Thanks to all of you, Maihama and Eastal were saved.\I cannot express my gratitude.\N-No, no... As adventurers, that's our job!\And we got paid...\It was nothing, really. response:	They're all blushing like children.
context: A bundle of obliviousness that can beat their randomness!\Scary.\Thanks to all of you, Maihama and Eastal were saved.\I cannot express my gratitude.\N-No, no... As adventurers, that's our job!\And we got paid...\It was nothing, really.\They're all blushing like children. response:	But it's much better than being flattered or fawned over for no reason.
context: Scary.\Thanks to all of you, Maihama and Eastal were saved.\I cannot express my gratitude.\N-No, no... As adventurers, that's our job!\And we got paid...\It was nothing, really.\They're all blushing like children.\But it's much better than being flattered or fawned over for no reason. response:	Princess, Lord Marves will be arriving soon.
context: Thanks to all of you, Maihama and Eastal were saved.\I cannot express my gratitude.\N-No, no... As adventurers, that's our job!\And we got paid...\It was nothing, really.\They're all blushing like children.\But it's much better than being flattered or fawned over for no reason.\Princess, Lord Marves will be arriving soon. response:	Oh...
context: I cannot express my gratitude.\N-No, no... As adventurers, that's our job!\And we got paid...\It was nothing, really.\They're all blushing like children.\But it's much better than being flattered or fawned over for no reason.\Princess, Lord Marves will be arriving soon.\Oh... response:	He's arrived with a ship carrying a large amount of cargo, but...
context: N-No, no... As adventurers, that's our job!\And we got paid...\It was nothing, really.\They're all blushing like children.\But it's much better than being flattered or fawned over for no reason.\Princess, Lord Marves will be arriving soon.\Oh...\He's arrived with a ship carrying a large amount of cargo, but... response:	Is there a problem?
context: And we got paid...\It was nothing, really.\They're all blushing like children.\But it's much better than being flattered or fawned over for no reason.\Princess, Lord Marves will be arriving soon.\Oh...\He's arrived with a ship carrying a large amount of cargo, but...\Is there a problem? response:	This was all so sudden,
context: It was nothing, really.\They're all blushing like children.\But it's much better than being flattered or fawned over for no reason.\Princess, Lord Marves will be arriving soon.\Oh...\He's arrived with a ship carrying a large amount of cargo, but...\Is there a problem?\This was all so sudden, response:	and there's so much, it should have been dealt with in advance...
context: They're all blushing like children.\But it's much better than being flattered or fawned over for no reason.\Princess, Lord Marves will be arriving soon.\Oh...\He's arrived with a ship carrying a large amount of cargo, but...\Is there a problem?\This was all so sudden,\and there's so much, it should have been dealt with in advance... response:	Who's that?
context: But it's much better than being flattered or fawned over for no reason.\Princess, Lord Marves will be arriving soon.\Oh...\He's arrived with a ship carrying a large amount of cargo, but...\Is there a problem?\This was all so sudden,\and there's so much, it should have been dealt with in advance...\Who's that? response:	A People of the Land nobleman?
context: Princess, Lord Marves will be arriving soon.\Oh...\He's arrived with a ship carrying a large amount of cargo, but...\Is there a problem?\This was all so sudden,\and there's so much, it should have been dealt with in advance...\Who's that?\A People of the Land nobleman? response:	Look, he has adventurers guarding him.
context: Oh...\He's arrived with a ship carrying a large amount of cargo, but...\Is there a problem?\This was all so sudden,\and there's so much, it should have been dealt with in advance...\Who's that?\A People of the Land nobleman?\Look, he has adventurers guarding him. response:	Daimonji/Adventurer Marves/Person of the Land Arumi/Adventurer Eijirou/Adventurer
context: He's arrived with a ship carrying a large amount of cargo, but...\Is there a problem?\This was all so sudden,\and there's so much, it should have been dealt with in advance...\Who's that?\A People of the Land nobleman?\Look, he has adventurers guarding him.\Daimonji/Adventurer Marves/Person of the Land Arumi/Adventurer Eijirou/Adventurer response:	Is it a quest or something?
context: Is there a problem?\This was all so sudden,\and there's so much, it should have been dealt with in advance...\Who's that?\A People of the Land nobleman?\Look, he has adventurers guarding him.\Daimonji/Adventurer Marves/Person of the Land Arumi/Adventurer Eijirou/Adventurer\Is it a quest or something? response:	Does that mean he's important?
context: This was all so sudden,\and there's so much, it should have been dealt with in advance...\Who's that?\A People of the Land nobleman?\Look, he has adventurers guarding him.\Daimonji/Adventurer Marves/Person of the Land Arumi/Adventurer Eijirou/Adventurer\Is it a quest or something?\Does that mean he's important? response:	Oh, how beautiful...
context: and there's so much, it should have been dealt with in advance...\Who's that?\A People of the Land nobleman?\Look, he has adventurers guarding him.\Daimonji/Adventurer Marves/Person of the Land Arumi/Adventurer Eijirou/Adventurer\Is it a quest or something?\Does that mean he's important?\Oh, how beautiful... response:	If I remember correctly, you're the Cowen girl.
context: Who's that?\A People of the Land nobleman?\Look, he has adventurers guarding him.\Daimonji/Adventurer Marves/Person of the Land Arumi/Adventurer Eijirou/Adventurer\Is it a quest or something?\Does that mean he's important?\Oh, how beautiful...\If I remember correctly, you're the Cowen girl. response:	Princess Lenessia, wasn't it?
context: A People of the Land nobleman?\Look, he has adventurers guarding him.\Daimonji/Adventurer Marves/Person of the Land Arumi/Adventurer Eijirou/Adventurer\Is it a quest or something?\Does that mean he's important?\Oh, how beautiful...\If I remember correctly, you're the Cowen girl.\Princess Lenessia, wasn't it? response:	Thank you for coming to my banquet, as we celebrate the fall festival...
context: Look, he has adventurers guarding him.\Daimonji/Adventurer Marves/Person of the Land Arumi/Adventurer Eijirou/Adventurer\Is it a quest or something?\Does that mean he's important?\Oh, how beautiful...\If I remember correctly, you're the Cowen girl.\Princess Lenessia, wasn't it?\Thank you for coming to my banquet, as we celebrate the fall festival... response:	I'm happy to see that it is so successful!
context: Daimonji/Adventurer Marves/Person of the Land Arumi/Adventurer Eijirou/Adventurer\Is it a quest or something?\Does that mean he's important?\Oh, how beautiful...\If I remember correctly, you're the Cowen girl.\Princess Lenessia, wasn't it?\Thank you for coming to my banquet, as we celebrate the fall festival...\I'm happy to see that it is so successful! response:	But there seems to be quite a lack of order.
context: Is it a quest or something?\Does that mean he's important?\Oh, how beautiful...\If I remember correctly, you're the Cowen girl.\Princess Lenessia, wasn't it?\Thank you for coming to my banquet, as we celebrate the fall festival...\I'm happy to see that it is so successful!\But there seems to be quite a lack of order. response:	Nobles attending the same banquet as commoners.
context: Does that mean he's important?\Oh, how beautiful...\If I remember correctly, you're the Cowen girl.\Princess Lenessia, wasn't it?\Thank you for coming to my banquet, as we celebrate the fall festival...\I'm happy to see that it is so successful!\But there seems to be quite a lack of order.\Nobles attending the same banquet as commoners. response:	Is this boldness unique to eastern people,
context: Oh, how beautiful...\If I remember correctly, you're the Cowen girl.\Princess Lenessia, wasn't it?\Thank you for coming to my banquet, as we celebrate the fall festival...\I'm happy to see that it is so successful!\But there seems to be quite a lack of order.\Nobles attending the same banquet as commoners.\Is this boldness unique to eastern people, response:	who bear the merchant god's blood in their veins?
context: If I remember correctly, you're the Cowen girl.\Princess Lenessia, wasn't it?\Thank you for coming to my banquet, as we celebrate the fall festival...\I'm happy to see that it is so successful!\But there seems to be quite a lack of order.\Nobles attending the same banquet as commoners.\Is this boldness unique to eastern people,\who bear the merchant god's blood in their veins? response:	Come on, let's have a toast, old dude!
context: Princess Lenessia, wasn't it?\Thank you for coming to my banquet, as we celebrate the fall festival...\I'm happy to see that it is so successful!\But there seems to be quite a lack of order.\Nobles attending the same banquet as commoners.\Is this boldness unique to eastern people,\who bear the merchant god's blood in their veins?\Come on, let's have a toast, old dude! response:	What was that for?!
context: Thank you for coming to my banquet, as we celebrate the fall festival...\I'm happy to see that it is so successful!\But there seems to be quite a lack of order.\Nobles attending the same banquet as commoners.\Is this boldness unique to eastern people,\who bear the merchant god's blood in their veins?\Come on, let's have a toast, old dude!\What was that for?! response:	Stay back, filthy thing.
context: I'm happy to see that it is so successful!\But there seems to be quite a lack of order.\Nobles attending the same banquet as commoners.\Is this boldness unique to eastern people,\who bear the merchant god's blood in their veins?\Come on, let's have a toast, old dude!\What was that for?!\Stay back, filthy thing. response:	Princess...
context: But there seems to be quite a lack of order.\Nobles attending the same banquet as commoners.\Is this boldness unique to eastern people,\who bear the merchant god's blood in their veins?\Come on, let's have a toast, old dude!\What was that for?!\Stay back, filthy thing.\Princess... response:	I'm very sorry.
context: Nobles attending the same banquet as commoners.\Is this boldness unique to eastern people,\who bear the merchant god's blood in their veins?\Come on, let's have a toast, old dude!\What was that for?!\Stay back, filthy thing.\Princess...\I'm very sorry. response:	Come this way.
context: Is this boldness unique to eastern people,\who bear the merchant god's blood in their veins?\Come on, let's have a toast, old dude!\What was that for?!\Stay back, filthy thing.\Princess...\I'm very sorry.\Come this way. response:	Oh, it's fine.
context: who bear the merchant god's blood in their veins?\Come on, let's have a toast, old dude!\What was that for?!\Stay back, filthy thing.\Princess...\I'm very sorry.\Come this way.\Oh, it's fine. response:	It didn't hurt or anything.
context: Come on, let's have a toast, old dude!\What was that for?!\Stay back, filthy thing.\Princess...\I'm very sorry.\Come this way.\Oh, it's fine.\It didn't hurt or anything. response:	Sorry about that.
context: What was that for?!\Stay back, filthy thing.\Princess...\I'm very sorry.\Come this way.\Oh, it's fine.\It didn't hurt or anything.\Sorry about that. response:	I apologize for his breach of etiquette.
context: Stay back, filthy thing.\Princess...\I'm very sorry.\Come this way.\Oh, it's fine.\It didn't hurt or anything.\Sorry about that.\I apologize for his breach of etiquette. response:	I don't know if it will be to your liking, but would you care for some eastern sake?
context: Princess...\I'm very sorry.\Come this way.\Oh, it's fine.\It didn't hurt or anything.\Sorry about that.\I apologize for his breach of etiquette.\I don't know if it will be to your liking, but would you care for some eastern sake? response:	You wanna fight here?
context: I'm very sorry.\Come this way.\Oh, it's fine.\It didn't hurt or anything.\Sorry about that.\I apologize for his breach of etiquette.\I don't know if it will be to your liking, but would you care for some eastern sake?\You wanna fight here? response:	You're ready for what that means, right?
context: Come this way.\Oh, it's fine.\It didn't hurt or anything.\Sorry about that.\I apologize for his breach of etiquette.\I don't know if it will be to your liking, but would you care for some eastern sake?\You wanna fight here?\You're ready for what that means, right? response:	Now then, Princess...
context: Oh, it's fine.\It didn't hurt or anything.\Sorry about that.\I apologize for his breach of etiquette.\I don't know if it will be to your liking, but would you care for some eastern sake?\You wanna fight here?\You're ready for what that means, right?\Now then, Princess... response:	I'd like you to prepare a warehouse at once.
context: It didn't hurt or anything.\Sorry about that.\I apologize for his breach of etiquette.\I don't know if it will be to your liking, but would you care for some eastern sake?\You wanna fight here?\You're ready for what that means, right?\Now then, Princess...\I'd like you to prepare a warehouse at once. response:	We cannot allow our seafood to lose its freshness.
context: Sorry about that.\I apologize for his breach of etiquette.\I don't know if it will be to your liking, but would you care for some eastern sake?\You wanna fight here?\You're ready for what that means, right?\Now then, Princess...\I'd like you to prepare a warehouse at once.\We cannot allow our seafood to lose its freshness. response:	Yes, I'll speak to someone immediately.
context: I apologize for his breach of etiquette.\I don't know if it will be to your liking, but would you care for some eastern sake?\You wanna fight here?\You're ready for what that means, right?\Now then, Princess...\I'd like you to prepare a warehouse at once.\We cannot allow our seafood to lose its freshness.\Yes, I'll speak to someone immediately. response:	Please give me a
context: I don't know if it will be to your liking, but would you care for some eastern sake?\You wanna fight here?\You're ready for what that means, right?\Now then, Princess...\I'd like you to prepare a warehouse at once.\We cannot allow our seafood to lose its freshness.\Yes, I'll speak to someone immediately.\Please give me a response:	Huh?! Speak to someone?
context: You wanna fight here?\You're ready for what that means, right?\Now then, Princess...\I'd like you to prepare a warehouse at once.\We cannot allow our seafood to lose its freshness.\Yes, I'll speak to someone immediately.\Please give me a\Huh?! Speak to someone? response:	What are you talking about?
context: You're ready for what that means, right?\Now then, Princess...\I'd like you to prepare a warehouse at once.\We cannot allow our seafood to lose its freshness.\Yes, I'll speak to someone immediately.\Please give me a\Huh?! Speak to someone?\What are you talking about? response:	I've sent the appropriate paperwork.
context: Now then, Princess...\I'd like you to prepare a warehouse at once.\We cannot allow our seafood to lose its freshness.\Yes, I'll speak to someone immediately.\Please give me a\Huh?! Speak to someone?\What are you talking about?\I've sent the appropriate paperwork. response:	I sent an identical message to Lord Sergiatte of Maihama,
context: I'd like you to prepare a warehouse at once.\We cannot allow our seafood to lose its freshness.\Yes, I'll speak to someone immediately.\Please give me a\Huh?! Speak to someone?\What are you talking about?\I've sent the appropriate paperwork.\I sent an identical message to Lord Sergiatte of Maihama, response:	and received an answer.
context: We cannot allow our seafood to lose its freshness.\Yes, I'll speak to someone immediately.\Please give me a\Huh?! Speak to someone?\What are you talking about?\I've sent the appropriate paperwork.\I sent an identical message to Lord Sergiatte of Maihama,\and received an answer. response:	I'm sure you're prepared to receive them.
context: Yes, I'll speak to someone immediately.\Please give me a\Huh?! Speak to someone?\What are you talking about?\I've sent the appropriate paperwork.\I sent an identical message to Lord Sergiatte of Maihama,\and received an answer.\I'm sure you're prepared to receive them. response:	These are the finest quality goods,
context: Please give me a\Huh?! Speak to someone?\What are you talking about?\I've sent the appropriate paperwork.\I sent an identical message to Lord Sergiatte of Maihama,\and received an answer.\I'm sure you're prepared to receive them.\These are the finest quality goods, response:	normally reserved for the imperial princesses.
context: Huh?! Speak to someone?\What are you talking about?\I've sent the appropriate paperwork.\I sent an identical message to Lord Sergiatte of Maihama,\and received an answer.\I'm sure you're prepared to receive them.\These are the finest quality goods,\normally reserved for the imperial princesses. response:	I can't have them treated roughly.
context: What are you talking about?\I've sent the appropriate paperwork.\I sent an identical message to Lord Sergiatte of Maihama,\and received an answer.\I'm sure you're prepared to receive them.\These are the finest quality goods,\normally reserved for the imperial princesses.\I can't have them treated roughly. response:	Do you understand?
context: I've sent the appropriate paperwork.\I sent an identical message to Lord Sergiatte of Maihama,\and received an answer.\I'm sure you're prepared to receive them.\These are the finest quality goods,\normally reserved for the imperial princesses.\I can't have them treated roughly.\Do you understand? response:	Silver Hall Task Force
context: I sent an identical message to Lord Sergiatte of Maihama,\and received an answer.\I'm sure you're prepared to receive them.\These are the finest quality goods,\normally reserved for the imperial princesses.\I can't have them treated roughly.\Do you understand?\Silver Hall Task Force response:	Okay, line up.
context: and received an answer.\I'm sure you're prepared to receive them.\These are the finest quality goods,\normally reserved for the imperial princesses.\I can't have them treated roughly.\Do you understand?\Silver Hall Task Force\Okay, line up. response:	You, there... No cutting in line.
context: I'm sure you're prepared to receive them.\These are the finest quality goods,\normally reserved for the imperial princesses.\I can't have them treated roughly.\Do you understand?\Silver Hall Task Force\Okay, line up.\You, there... No cutting in line. response:	What's wrong? We can take your paperwork here.
context: These are the finest quality goods,\normally reserved for the imperial princesses.\I can't have them treated roughly.\Do you understand?\Silver Hall Task Force\Okay, line up.\You, there... No cutting in line.\What's wrong? We can take your paperwork here. response:	This is working better than I expected.
context: normally reserved for the imperial princesses.\I can't have them treated roughly.\Do you understand?\Silver Hall Task Force\Okay, line up.\You, there... No cutting in line.\What's wrong? We can take your paperwork here.\This is working better than I expected. response:	Strategist...
context: I can't have them treated roughly.\Do you understand?\Silver Hall Task Force\Okay, line up.\You, there... No cutting in line.\What's wrong? We can take your paperwork here.\This is working better than I expected.\Strategist... response:	Strategist Shiroe.
context: Do you understand?\Silver Hall Task Force\Okay, line up.\You, there... No cutting in line.\What's wrong? We can take your paperwork here.\This is working better than I expected.\Strategist...\Strategist Shiroe. response:	You mean me?
context: Silver Hall Task Force\Okay, line up.\You, there... No cutting in line.\What's wrong? We can take your paperwork here.\This is working better than I expected.\Strategist...\Strategist Shiroe.\You mean me? response:	I've got five more.
context: Okay, line up.\You, there... No cutting in line.\What's wrong? We can take your paperwork here.\This is working better than I expected.\Strategist...\Strategist Shiroe.\You mean me?\I've got five more. response:	They're ready to form a platoon and head out.
context: You, there... No cutting in line.\What's wrong? We can take your paperwork here.\This is working better than I expected.\Strategist...\Strategist Shiroe.\You mean me?\I've got five more.\They're ready to form a platoon and head out. response:	Where's Soujirou?
context: What's wrong? We can take your paperwork here.\This is working better than I expected.\Strategist...\Strategist Shiroe.\You mean me?\I've got five more.\They're ready to form a platoon and head out.\Where's Soujirou? response:	Yes, sir!
context: This is working better than I expected.\Strategist...\Strategist Shiroe.\You mean me?\I've got five more.\They're ready to form a platoon and head out.\Where's Soujirou?\Yes, sir! response:	Sou is presently on a date... I mean, patrolling the hall!
context: Strategist...\Strategist Shiroe.\You mean me?\I've got five more.\They're ready to form a platoon and head out.\Where's Soujirou?\Yes, sir!\Sou is presently on a date... I mean, patrolling the hall! response:	Platoon four is with him!
context: Strategist Shiroe.\You mean me?\I've got five more.\They're ready to form a platoon and head out.\Where's Soujirou?\Yes, sir!\Sou is presently on a date... I mean, patrolling the hall!\Platoon four is with him! response:	Then contact Soujirou.
context: You mean me?\I've got five more.\They're ready to form a platoon and head out.\Where's Soujirou?\Yes, sir!\Sou is presently on a date... I mean, patrolling the hall!\Platoon four is with him!\Then contact Soujirou. response:	Platoon four is to switch with platoon five,
context: I've got five more.\They're ready to form a platoon and head out.\Where's Soujirou?\Yes, sir!\Sou is presently on a date... I mean, patrolling the hall!\Platoon four is with him!\Then contact Soujirou.\Platoon four is to switch with platoon five, response:	and continue to patrol the hall.
context: They're ready to form a platoon and head out.\Where's Soujirou?\Yes, sir!\Sou is presently on a date... I mean, patrolling the hall!\Platoon four is with him!\Then contact Soujirou.\Platoon four is to switch with platoon five,\and continue to patrol the hall. response:	Roger.
context: Where's Soujirou?\Yes, sir!\Sou is presently on a date... I mean, patrolling the hall!\Platoon four is with him!\Then contact Soujirou.\Platoon four is to switch with platoon five,\and continue to patrol the hall.\Roger. response:	We, in platoon five, will go out on patrol with Sou!
context: Yes, sir!\Sou is presently on a date... I mean, patrolling the hall!\Platoon four is with him!\Then contact Soujirou.\Platoon four is to switch with platoon five,\and continue to patrol the hall.\Roger.\We, in platoon five, will go out on patrol with Sou! response:	We're going with Sou!
context: Sou is presently on a date... I mean, patrolling the hall!\Platoon four is with him!\Then contact Soujirou.\Platoon four is to switch with platoon five,\and continue to patrol the hall.\Roger.\We, in platoon five, will go out on patrol with Sou!\We're going with Sou! response:	Now I see.
