context: OP response:	This is changed from last episode preview.
context: Right now, we have to find a way to rescue a courier\with only a long service history and an aspiring soldier\without a shred of experience from that ledge.\Throw them a rope.\There aren't any anchors above them.\They're too far away to throw a rope from here.\If there's a way to throw a rope over there...\I have one. response:	When I first met you,
context: with only a long service history and an aspiring soldier\without a shred of experience from that ledge.\Throw them a rope.\There aren't any anchors above them.\They're too far away to throw a rope from here.\If there's a way to throw a rope over there...\I have one.\When I first met you, response:	I thought that maybe if my father were still alive, he would be like you.
context: without a shred of experience from that ledge.\Throw them a rope.\There aren't any anchors above them.\They're too far away to throw a rope from here.\If there's a way to throw a rope over there...\I have one.\When I first met you,\I thought that maybe if my father were still alive, he would be like you. response:	I tell people about him like I knew him well,
context: Throw them a rope.\There aren't any anchors above them.\They're too far away to throw a rope from here.\If there's a way to throw a rope over there...\I have one.\When I first met you,\I thought that maybe if my father were still alive, he would be like you.\I tell people about him like I knew him well, response:	but I actually heard it all from other people.
context: There aren't any anchors above them.\They're too far away to throw a rope from here.\If there's a way to throw a rope over there...\I have one.\When I first met you,\I thought that maybe if my father were still alive, he would be like you.\I tell people about him like I knew him well,\but I actually heard it all from other people. response:	I don't really know much.
context: They're too far away to throw a rope from here.\If there's a way to throw a rope over there...\I have one.\When I first met you,\I thought that maybe if my father were still alive, he would be like you.\I tell people about him like I knew him well,\but I actually heard it all from other people.\I don't really know much. response:	He died before I understood anything at all.
context: If there's a way to throw a rope over there...\I have one.\When I first met you,\I thought that maybe if my father were still alive, he would be like you.\I tell people about him like I knew him well,\but I actually heard it all from other people.\I don't really know much.\He died before I understood anything at all. response:	Kureha...
context: I have one.\When I first met you,\I thought that maybe if my father were still alive, he would be like you.\I tell people about him like I knew him well,\but I actually heard it all from other people.\I don't really know much.\He died before I understood anything at all.\Kureha... response:	Left... At attention, signal?
context: When I first met you,\I thought that maybe if my father were still alive, he would be like you.\I tell people about him like I knew him well,\but I actually heard it all from other people.\I don't really know much.\He died before I understood anything at all.\Kureha...\Left... At attention, signal? response:	The Takemicaduchi!
context: I thought that maybe if my father were still alive, he would be like you.\I tell people about him like I knew him well,\but I actually heard it all from other people.\I don't really know much.\He died before I understood anything at all.\Kureha...\Left... At attention, signal?\The Takemicaduchi! response:	Halt!
context: I tell people about him like I knew him well,\but I actually heard it all from other people.\I don't really know much.\He died before I understood anything at all.\Kureha...\Left... At attention, signal?\The Takemicaduchi!\Halt! response:	How is it, Noel?
context: but I actually heard it all from other people.\I don't really know much.\He died before I understood anything at all.\Kureha...\Left... At attention, signal?\The Takemicaduchi!\Halt!\How is it, Noel? response:	Anchor-use linear coil now operational.
context: I don't really know much.\He died before I understood anything at all.\Kureha...\Left... At attention, signal?\The Takemicaduchi!\Halt!\How is it, Noel?\Anchor-use linear coil now operational. response:	Targeting system, E-7 to F-5 activated.
context: He died before I understood anything at all.\Kureha...\Left... At attention, signal?\The Takemicaduchi!\Halt!\How is it, Noel?\Anchor-use linear coil now operational.\Targeting system, E-7 to F-5 activated. response:	Initializing aiming system.
context: Kureha...\Left... At attention, signal?\The Takemicaduchi!\Halt!\How is it, Noel?\Anchor-use linear coil now operational.\Targeting system, E-7 to F-5 activated.\Initializing aiming system. response:	It can do it.
context: Left... At attention, signal?\The Takemicaduchi!\Halt!\How is it, Noel?\Anchor-use linear coil now operational.\Targeting system, E-7 to F-5 activated.\Initializing aiming system.\It can do it. response:	Wire anchor, standby to fire!
context: The Takemicaduchi!\Halt!\How is it, Noel?\Anchor-use linear coil now operational.\Targeting system, E-7 to F-5 activated.\Initializing aiming system.\It can do it.\Wire anchor, standby to fire! response:	Kanata, do it!
context: Halt!\How is it, Noel?\Anchor-use linear coil now operational.\Targeting system, E-7 to F-5 activated.\Initializing aiming system.\It can do it.\Wire anchor, standby to fire!\Kanata, do it! response:	Yes, sir!
context: How is it, Noel?\Anchor-use linear coil now operational.\Targeting system, E-7 to F-5 activated.\Initializing aiming system.\It can do it.\Wire anchor, standby to fire!\Kanata, do it!\Yes, sir! response:	It's coming.
context: Anchor-use linear coil now operational.\Targeting system, E-7 to F-5 activated.\Initializing aiming system.\It can do it.\Wire anchor, standby to fire!\Kanata, do it!\Yes, sir!\It's coming. response:	I'll protect you just like your father would if he were alive!
context: Targeting system, E-7 to F-5 activated.\Initializing aiming system.\It can do it.\Wire anchor, standby to fire!\Kanata, do it!\Yes, sir!\It's coming.\I'll protect you just like your father would if he were alive! response:	Yes, sir.
context: Initializing aiming system.\It can do it.\Wire anchor, standby to fire!\Kanata, do it!\Yes, sir!\It's coming.\I'll protect you just like your father would if he were alive!\Yes, sir. response:	Major.
context: It can do it.\Wire anchor, standby to fire!\Kanata, do it!\Yes, sir!\It's coming.\I'll protect you just like your father would if he were alive!\Yes, sir.\Major. response:	Standby! Fire!
context: Wire anchor, standby to fire!\Kanata, do it!\Yes, sir!\It's coming.\I'll protect you just like your father would if he were alive!\Yes, sir.\Major.\Standby! Fire! response:	Here!
context: Kanata, do it!\Yes, sir!\It's coming.\I'll protect you just like your father would if he were alive!\Yes, sir.\Major.\Standby! Fire!\Here! response:	Kureha!
context: Yes, sir!\It's coming.\I'll protect you just like your father would if he were alive!\Yes, sir.\Major.\Standby! Fire!\Here!\Kureha! response:	Major!
context: It's coming.\I'll protect you just like your father would if he were alive!\Yes, sir.\Major.\Standby! Fire!\Here!\Kureha!\Major! response:	Kureha!
context: I'll protect you just like your father would if he were alive!\Yes, sir.\Major.\Standby! Fire!\Here!\Kureha!\Major!\Kureha! response:	Reel in the anchor! Full speed!
context: Yes, sir.\Major.\Standby! Fire!\Here!\Kureha!\Major!\Kureha!\Reel in the anchor! Full speed! response:	You know, Kureha...
context: Major.\Standby! Fire!\Here!\Kureha!\Major!\Kureha!\Reel in the anchor! Full speed!\You know, Kureha... response:	I'll tell you now that we made it...
context: Standby! Fire!\Here!\Kureha!\Major!\Kureha!\Reel in the anchor! Full speed!\You know, Kureha...\I'll tell you now that we made it... response:	I'm...
context: Here!\Kureha!\Major!\Kureha!\Reel in the anchor! Full speed!\You know, Kureha...\I'll tell you now that we made it...\I'm... response:	You're exactly what I thought you were.
context: Kureha!\Major!\Kureha!\Reel in the anchor! Full speed!\You know, Kureha...\I'll tell you now that we made it...\I'm...\You're exactly what I thought you were. response:	The man I admire most.
context: Major!\Kureha!\Reel in the anchor! Full speed!\You know, Kureha...\I'll tell you now that we made it...\I'm...\You're exactly what I thought you were.\The man I admire most. response:	The blue sky after a typhoon passes?
context: Kureha!\Reel in the anchor! Full speed!\You know, Kureha...\I'll tell you now that we made it...\I'm...\You're exactly what I thought you were.\The man I admire most.\The blue sky after a typhoon passes? response:	So you played the part the whole time.
context: Reel in the anchor! Full speed!\You know, Kureha...\I'll tell you now that we made it...\I'm...\You're exactly what I thought you were.\The man I admire most.\The blue sky after a typhoon passes?\So you played the part the whole time. response:	Frankly, I'm surprised.
context: You know, Kureha...\I'll tell you now that we made it...\I'm...\You're exactly what I thought you were.\The man I admire most.\The blue sky after a typhoon passes?\So you played the part the whole time.\Frankly, I'm surprised. response:	Never thought you had it in you.
context: I'll tell you now that we made it...\I'm...\You're exactly what I thought you were.\The man I admire most.\The blue sky after a typhoon passes?\So you played the part the whole time.\Frankly, I'm surprised.\Never thought you had it in you. response:	When I looked into those eyes, shattering Kureha's dreams frightened me more than death. She believed in me.
context: I'm...\You're exactly what I thought you were.\The man I admire most.\The blue sky after a typhoon passes?\So you played the part the whole time.\Frankly, I'm surprised.\Never thought you had it in you.\When I looked into those eyes, shattering Kureha's dreams frightened me more than death. She believed in me. response:	That's probably how I managed.
context: You're exactly what I thought you were.\The man I admire most.\The blue sky after a typhoon passes?\So you played the part the whole time.\Frankly, I'm surprised.\Never thought you had it in you.\When I looked into those eyes, shattering Kureha's dreams frightened me more than death. She believed in me.\That's probably how I managed. response:	In the end, I'm just a coward.
context: The man I admire most.\The blue sky after a typhoon passes?\So you played the part the whole time.\Frankly, I'm surprised.\Never thought you had it in you.\When I looked into those eyes, shattering Kureha's dreams frightened me more than death. She believed in me.\That's probably how I managed.\In the end, I'm just a coward. response:	That's not true at all! You were wonderful, Klaus!
context: The blue sky after a typhoon passes?\So you played the part the whole time.\Frankly, I'm surprised.\Never thought you had it in you.\When I looked into those eyes, shattering Kureha's dreams frightened me more than death. She believed in me.\That's probably how I managed.\In the end, I'm just a coward.\That's not true at all! You were wonderful, Klaus! response:	Listen up, young lady.
context: So you played the part the whole time.\Frankly, I'm surprised.\Never thought you had it in you.\When I looked into those eyes, shattering Kureha's dreams frightened me more than death. She believed in me.\That's probably how I managed.\In the end, I'm just a coward.\That's not true at all! You were wonderful, Klaus!\Listen up, young lady. response:	What someone watching sees and what the person front and center feels are completely different things.
context: Frankly, I'm surprised.\Never thought you had it in you.\When I looked into those eyes, shattering Kureha's dreams frightened me more than death. She believed in me.\That's probably how I managed.\In the end, I'm just a coward.\That's not true at all! You were wonderful, Klaus!\Listen up, young lady.\What someone watching sees and what the person front and center feels are completely different things. response:	The glasses we call admiration are always out of focus.
context: Never thought you had it in you.\When I looked into those eyes, shattering Kureha's dreams frightened me more than death. She believed in me.\That's probably how I managed.\In the end, I'm just a coward.\That's not true at all! You were wonderful, Klaus!\Listen up, young lady.\What someone watching sees and what the person front and center feels are completely different things.\The glasses we call admiration are always out of focus. response:	Someday, someone will see you through those glasses.
context: When I looked into those eyes, shattering Kureha's dreams frightened me more than death. She believed in me.\That's probably how I managed.\In the end, I'm just a coward.\That's not true at all! You were wonderful, Klaus!\Listen up, young lady.\What someone watching sees and what the person front and center feels are completely different things.\The glasses we call admiration are always out of focus.\Someday, someone will see you through those glasses. response:	You'll know how it feels.
context: That's probably how I managed.\In the end, I'm just a coward.\That's not true at all! You were wonderful, Klaus!\Listen up, young lady.\What someone watching sees and what the person front and center feels are completely different things.\The glasses we call admiration are always out of focus.\Someday, someone will see you through those glasses.\You'll know how it feels. response:	Can't you at least stay until Kureha wakes up?
context: In the end, I'm just a coward.\That's not true at all! You were wonderful, Klaus!\Listen up, young lady.\What someone watching sees and what the person front and center feels are completely different things.\The glasses we call admiration are always out of focus.\Someday, someone will see you through those glasses.\You'll know how it feels.\Can't you at least stay until Kureha wakes up? response:	Mind telling Kureha something for me?
context: That's not true at all! You were wonderful, Klaus!\Listen up, young lady.\What someone watching sees and what the person front and center feels are completely different things.\The glasses we call admiration are always out of focus.\Someday, someone will see you through those glasses.\You'll know how it feels.\Can't you at least stay until Kureha wakes up?\Mind telling Kureha something for me? response:	This baby's the best life-threatening injury I've ever had!
context: Listen up, young lady.\What someone watching sees and what the person front and center feels are completely different things.\The glasses we call admiration are always out of focus.\Someday, someone will see you through those glasses.\You'll know how it feels.\Can't you at least stay until Kureha wakes up?\Mind telling Kureha something for me?\This baby's the best life-threatening injury I've ever had! response:	Love and friendship - put these feelings together
context: What someone watching sees and what the person front and center feels are completely different things.\The glasses we call admiration are always out of focus.\Someday, someone will see you through those glasses.\You'll know how it feels.\Can't you at least stay until Kureha wakes up?\Mind telling Kureha something for me?\This baby's the best life-threatening injury I've ever had!\Love and friendship - put these feelings together response:	And sing of how important they are
context: The glasses we call admiration are always out of focus.\Someday, someone will see you through those glasses.\You'll know how it feels.\Can't you at least stay until Kureha wakes up?\Mind telling Kureha something for me?\This baby's the best life-threatening injury I've ever had!\Love and friendship - put these feelings together\And sing of how important they are response:	I was so happy that I cried
context: Someday, someone will see you through those glasses.\You'll know how it feels.\Can't you at least stay until Kureha wakes up?\Mind telling Kureha something for me?\This baby's the best life-threatening injury I've ever had!\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried response:	It hurt so bad that I laughed
context: You'll know how it feels.\Can't you at least stay until Kureha wakes up?\Mind telling Kureha something for me?\This baby's the best life-threatening injury I've ever had!\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed response:	But that all just goes to show that I'm alive
context: Can't you at least stay until Kureha wakes up?\Mind telling Kureha something for me?\This baby's the best life-threatening injury I've ever had!\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive response:	Let's just walk it slowly
context: Mind telling Kureha something for me?\This baby's the best life-threatening injury I've ever had!\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just walk it slowly response:	Everybody singing!
context: This baby's the best life-threatening injury I've ever had!\Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just walk it slowly\Everybody singing! response:	Just tell me a bit of what you think
context: Love and friendship - put these feelings together\And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just walk it slowly\Everybody singing!\Just tell me a bit of what you think response:	You're just my friend!
context: And sing of how important they are\I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just walk it slowly\Everybody singing!\Just tell me a bit of what you think\You're just my friend! response:	Love and friendship - even though they might waver
context: I was so happy that I cried\It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just walk it slowly\Everybody singing!\Just tell me a bit of what you think\You're just my friend!\Love and friendship - even though they might waver response:	I know, you know, little happy
context: It hurt so bad that I laughed\But that all just goes to show that I'm alive\Let's just walk it slowly\Everybody singing!\Just tell me a bit of what you think\You're just my friend!\Love and friendship - even though they might waver\I know, you know, little happy response:	I want us to echo on forever
context: But that all just goes to show that I'm alive\Let's just walk it slowly\Everybody singing!\Just tell me a bit of what you think\You're just my friend!\Love and friendship - even though they might waver\I know, you know, little happy\I want us to echo on forever response:	Can you hear my precious note?
context: Let's just walk it slowly\Everybody singing!\Just tell me a bit of what you think\You're just my friend!\Love and friendship - even though they might waver\I know, you know, little happy\I want us to echo on forever\Can you hear my precious note? response:	All these words that there are can't even describe it.
context: Everybody singing!\Just tell me a bit of what you think\You're just my friend!\Love and friendship - even though they might waver\I know, you know, little happy\I want us to echo on forever\Can you hear my precious note?\All these words that there are can't even describe it. response:	Our harmony
context: Just tell me a bit of what you think\You're just my friend!\Love and friendship - even though they might waver\I know, you know, little happy\I want us to echo on forever\Can you hear my precious note?\All these words that there are can't even describe it.\Our harmony response:	Can you hear it? Our harmony
context: You're just my friend!\Love and friendship - even though they might waver\I know, you know, little happy\I want us to echo on forever\Can you hear my precious note?\All these words that there are can't even describe it.\Our harmony\Can you hear it? Our harmony response:	Next time: Departure - When the First Snow Falls
