context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: It's fine, sorry for calling when you're busy.\Your mom and I watched you on TV.\You were so close!\But you were amazing!\It wasn't that close.\And I wasn't amazing.\I rushed too much in the end, too.\I didn't have a plan for what to do after that, either. response:	I was completely beaten.
context: Your mom and I watched you on TV.\You were so close!\But you were amazing!\It wasn't that close.\And I wasn't amazing.\I rushed too much in the end, too.\I didn't have a plan for what to do after that, either.\I was completely beaten. response:	Is that so?
context: You were so close!\But you were amazing!\It wasn't that close.\And I wasn't amazing.\I rushed too much in the end, too.\I didn't have a plan for what to do after that, either.\I was completely beaten.\Is that so? response:	I don't understand complicated things,
context: But you were amazing!\It wasn't that close.\And I wasn't amazing.\I rushed too much in the end, too.\I didn't have a plan for what to do after that, either.\I was completely beaten.\Is that so?\I don't understand complicated things, response:	but just because you lost doesn't mean your path's been closed off, right?
context: It wasn't that close.\And I wasn't amazing.\I rushed too much in the end, too.\I didn't have a plan for what to do after that, either.\I was completely beaten.\Is that so?\I don't understand complicated things,\but just because you lost doesn't mean your path's been closed off, right? response:	There's always next year, right?
context: And I wasn't amazing.\I rushed too much in the end, too.\I didn't have a plan for what to do after that, either.\I was completely beaten.\Is that so?\I don't understand complicated things,\but just because you lost doesn't mean your path's been closed off, right?\There's always next year, right? response:	The further you advance,
context: I rushed too much in the end, too.\I didn't have a plan for what to do after that, either.\I was completely beaten.\Is that so?\I don't understand complicated things,\but just because you lost doesn't mean your path's been closed off, right?\There's always next year, right?\The further you advance, response:	the more you can show how well you do against different types.
context: I didn't have a plan for what to do after that, either.\I was completely beaten.\Is that so?\I don't understand complicated things,\but just because you lost doesn't mean your path's been closed off, right?\There's always next year, right?\The further you advance,\the more you can show how well you do against different types. response:	The scouts can't tell with just one match.
context: I was completely beaten.\Is that so?\I don't understand complicated things,\but just because you lost doesn't mean your path's been closed off, right?\There's always next year, right?\The further you advance,\the more you can show how well you do against different types.\The scouts can't tell with just one match. response:	What're you in such a hurry for?
context: Is that so?\I don't understand complicated things,\but just because you lost doesn't mean your path's been closed off, right?\There's always next year, right?\The further you advance,\the more you can show how well you do against different types.\The scouts can't tell with just one match.\What're you in such a hurry for? response:	I mean...
context: I don't understand complicated things,\but just because you lost doesn't mean your path's been closed off, right?\There's always next year, right?\The further you advance,\the more you can show how well you do against different types.\The scouts can't tell with just one match.\What're you in such a hurry for?\I mean... response:	I want to hurry and help you guys...
context: but just because you lost doesn't mean your path's been closed off, right?\There's always next year, right?\The further you advance,\the more you can show how well you do against different types.\The scouts can't tell with just one match.\What're you in such a hurry for?\I mean...\I want to hurry and help you guys... response:	Ochaco, it's fine even if you don't rush.
context: There's always next year, right?\The further you advance,\the more you can show how well you do against different types.\The scouts can't tell with just one match.\What're you in such a hurry for?\I mean...\I want to hurry and help you guys...\Ochaco, it's fine even if you don't rush. response:	You feeling that way shows you're kind,
context: The further you advance,\the more you can show how well you do against different types.\The scouts can't tell with just one match.\What're you in such a hurry for?\I mean...\I want to hurry and help you guys...\Ochaco, it's fine even if you don't rush.\You feeling that way shows you're kind, response:	so I know you'll be a great hero.
context: the more you can show how well you do against different types.\The scouts can't tell with just one match.\What're you in such a hurry for?\I mean...\I want to hurry and help you guys...\Ochaco, it's fine even if you don't rush.\You feeling that way shows you're kind,\so I know you'll be a great hero. response:	Isn't it obvious? There's no way she's not frustrated.
context: The scouts can't tell with just one match.\What're you in such a hurry for?\I mean...\I want to hurry and help you guys...\Ochaco, it's fine even if you don't rush.\You feeling that way shows you're kind,\so I know you'll be a great hero.\Isn't it obvious? There's no way she's not frustrated. response:	Even so, I can't believe I said that I could help...
context: What're you in such a hurry for?\I mean...\I want to hurry and help you guys...\Ochaco, it's fine even if you don't rush.\You feeling that way shows you're kind,\so I know you'll be a great hero.\Isn't it obvious? There's no way she's not frustrated.\Even so, I can't believe I said that I could help... response:	I couldn't do anything for her...
context: I mean...\I want to hurry and help you guys...\Ochaco, it's fine even if you don't rush.\You feeling that way shows you're kind,\so I know you'll be a great hero.\Isn't it obvious? There's no way she's not frustrated.\Even so, I can't believe I said that I could help...\I couldn't do anything for her... response:	Instead...
context: I want to hurry and help you guys...\Ochaco, it's fine even if you don't rush.\You feeling that way shows you're kind,\so I know you'll be a great hero.\Isn't it obvious? There's no way she's not frustrated.\Even so, I can't believe I said that I could help...\I couldn't do anything for her...\Instead... response:	I'll be watching,'kay? Good luck.
context: Ochaco, it's fine even if you don't rush.\You feeling that way shows you're kind,\so I know you'll be a great hero.\Isn't it obvious? There's no way she's not frustrated.\Even so, I can't believe I said that I could help...\I couldn't do anything for her...\Instead...\I'll be watching,'kay? Good luck. response:	Endeavor?!
context: You feeling that way shows you're kind,\so I know you'll be a great hero.\Isn't it obvious? There's no way she's not frustrated.\Even so, I can't believe I said that I could help...\I couldn't do anything for her...\Instead...\I'll be watching,'kay? Good luck.\Endeavor?! response:	Oh, there you are.
context: so I know you'll be a great hero.\Isn't it obvious? There's no way she's not frustrated.\Even so, I can't believe I said that I could help...\I couldn't do anything for her...\Instead...\I'll be watching,'kay? Good luck.\Endeavor?!\Oh, there you are. response:	Endeavor... What are you doing here...?
context: Isn't it obvious? There's no way she's not frustrated.\Even so, I can't believe I said that I could help...\I couldn't do anything for her...\Instead...\I'll be watching,'kay? Good luck.\Endeavor?!\Oh, there you are.\Endeavor... What are you doing here...? response:	I watched your fight.
context: Even so, I can't believe I said that I could help...\I couldn't do anything for her...\Instead...\I'll be watching,'kay? Good luck.\Endeavor?!\Oh, there you are.\Endeavor... What are you doing here...?\I watched your fight. response:	You have a wonderful Quirk.
context: I couldn't do anything for her...\Instead...\I'll be watching,'kay? Good luck.\Endeavor?!\Oh, there you are.\Endeavor... What are you doing here...?\I watched your fight.\You have a wonderful Quirk. response:	You created so much wind pressure just by flicking your fingers.
context: Instead...\I'll be watching,'kay? Good luck.\Endeavor?!\Oh, there you are.\Endeavor... What are you doing here...?\I watched your fight.\You have a wonderful Quirk.\You created so much wind pressure just by flicking your fingers. response:	If we're talking about power alone,
context: I'll be watching,'kay? Good luck.\Endeavor?!\Oh, there you are.\Endeavor... What are you doing here...?\I watched your fight.\You have a wonderful Quirk.\You created so much wind pressure just by flicking your fingers.\If we're talking about power alone, response:	yours is comparable to All Might's.
context: Endeavor?!\Oh, there you are.\Endeavor... What are you doing here...?\I watched your fight.\You have a wonderful Quirk.\You created so much wind pressure just by flicking your fingers.\If we're talking about power alone,\yours is comparable to All Might's. response:	Wh-What are you...
context: Oh, there you are.\Endeavor... What are you doing here...?\I watched your fight.\You have a wonderful Quirk.\You created so much wind pressure just by flicking your fingers.\If we're talking about power alone,\yours is comparable to All Might's.\Wh-What are you... response:	What are you trying to say?
context: Endeavor... What are you doing here...?\I watched your fight.\You have a wonderful Quirk.\You created so much wind pressure just by flicking your fingers.\If we're talking about power alone,\yours is comparable to All Might's.\Wh-What are you...\What are you trying to say? response:	I must go.
context: I watched your fight.\You have a wonderful Quirk.\You created so much wind pressure just by flicking your fingers.\If we're talking about power alone,\yours is comparable to All Might's.\Wh-What are you...\What are you trying to say?\I must go. response:	Endeavor knows about One For All?
context: You have a wonderful Quirk.\You created so much wind pressure just by flicking your fingers.\If we're talking about power alone,\yours is comparable to All Might's.\Wh-What are you...\What are you trying to say?\I must go.\Endeavor knows about One For All? response:	No, from the way he talked, he doesn't know.
context: You created so much wind pressure just by flicking your fingers.\If we're talking about power alone,\yours is comparable to All Might's.\Wh-What are you...\What are you trying to say?\I must go.\Endeavor knows about One For All?\No, from the way he talked, he doesn't know. response:	Anyway, this is the one person I can't let find out.
context: If we're talking about power alone,\yours is comparable to All Might's.\Wh-What are you...\What are you trying to say?\I must go.\Endeavor knows about One For All?\No, from the way he talked, he doesn't know.\Anyway, this is the one person I can't let find out. response:	It is my Shoto's duty to surpass All Might.
context: yours is comparable to All Might's.\Wh-What are you...\What are you trying to say?\I must go.\Endeavor knows about One For All?\No, from the way he talked, he doesn't know.\Anyway, this is the one person I can't let find out.\It is my Shoto's duty to surpass All Might. response:	His match with you will be a very instructive test bed.
context: Wh-What are you...\What are you trying to say?\I must go.\Endeavor knows about One For All?\No, from the way he talked, he doesn't know.\Anyway, this is the one person I can't let find out.\It is my Shoto's duty to surpass All Might.\His match with you will be a very instructive test bed. response:	Please don't disgrace yourself in it.
context: What are you trying to say?\I must go.\Endeavor knows about One For All?\No, from the way he talked, he doesn't know.\Anyway, this is the one person I can't let find out.\It is my Shoto's duty to surpass All Might.\His match with you will be a very instructive test bed.\Please don't disgrace yourself in it. response:	Without using my damn old man's Quirk...
context: I must go.\Endeavor knows about One For All?\No, from the way he talked, he doesn't know.\Anyway, this is the one person I can't let find out.\It is my Shoto's duty to surpass All Might.\His match with you will be a very instructive test bed.\Please don't disgrace yourself in it.\Without using my damn old man's Quirk... response:	No...
context: Endeavor knows about One For All?\No, from the way he talked, he doesn't know.\Anyway, this is the one person I can't let find out.\It is my Shoto's duty to surpass All Might.\His match with you will be a very instructive test bed.\Please don't disgrace yourself in it.\Without using my damn old man's Quirk...\No... response:	I'll reject him completely by winning first place without using it.
context: No, from the way he talked, he doesn't know.\Anyway, this is the one person I can't let find out.\It is my Shoto's duty to surpass All Might.\His match with you will be a very instructive test bed.\Please don't disgrace yourself in it.\Without using my damn old man's Quirk...\No...\I'll reject him completely by winning first place without using it. response:	That was all I wanted to say.
context: Anyway, this is the one person I can't let find out.\It is my Shoto's duty to surpass All Might.\His match with you will be a very instructive test bed.\Please don't disgrace yourself in it.\Without using my damn old man's Quirk...\No...\I'll reject him completely by winning first place without using it.\That was all I wanted to say. response:	I apologize for bothering you right before the match.
context: It is my Shoto's duty to surpass All Might.\His match with you will be a very instructive test bed.\Please don't disgrace yourself in it.\Without using my damn old man's Quirk...\No...\I'll reject him completely by winning first place without using it.\That was all I wanted to say.\I apologize for bothering you right before the match. response:	That's obviou-
context: His match with you will be a very instructive test bed.\Please don't disgrace yourself in it.\Without using my damn old man's Quirk...\No...\I'll reject him completely by winning first place without using it.\That was all I wanted to say.\I apologize for bothering you right before the match.\That's obviou- response:	That's obvious, right?
context: Please don't disgrace yourself in it.\Without using my damn old man's Quirk...\No...\I'll reject him completely by winning first place without using it.\That was all I wanted to say.\I apologize for bothering you right before the match.\That's obviou-\That's obvious, right? response:	Todoroki isn't you, either.
context: Without using my damn old man's Quirk...\No...\I'll reject him completely by winning first place without using it.\That was all I wanted to say.\I apologize for bothering you right before the match.\That's obviou-\That's obvious, right?\Todoroki isn't you, either. response:	All Might has his eye on you, doesn't he?
context: No...\I'll reject him completely by winning first place without using it.\That was all I wanted to say.\I apologize for bothering you right before the match.\That's obviou-\That's obvious, right?\Todoroki isn't you, either.\All Might has his eye on you, doesn't he? response:	Todoroki...
context: I'll reject him completely by winning first place without using it.\That was all I wanted to say.\I apologize for bothering you right before the match.\That's obviou-\That's obvious, right?\Todoroki isn't you, either.\All Might has his eye on you, doesn't he?\Todoroki... response:	It is my Shoto's duty to surpass All Might.
context: That was all I wanted to say.\I apologize for bothering you right before the match.\That's obviou-\That's obvious, right?\Todoroki isn't you, either.\All Might has his eye on you, doesn't he?\Todoroki...\It is my Shoto's duty to surpass All Might. response:	Midoriya...
context: I apologize for bothering you right before the match.\That's obviou-\That's obvious, right?\Todoroki isn't you, either.\All Might has his eye on you, doesn't he?\Todoroki...\It is my Shoto's duty to surpass All Might.\Midoriya... response:	Just remember this-
context: That's obviou-\That's obvious, right?\Todoroki isn't you, either.\All Might has his eye on you, doesn't he?\Todoroki...\It is my Shoto's duty to surpass All Might.\Midoriya...\Just remember this- response:	I will make that into a hero that will surpass you one day.
context: That's obvious, right?\Todoroki isn't you, either.\All Might has his eye on you, doesn't he?\Todoroki...\It is my Shoto's duty to surpass All Might.\Midoriya...\Just remember this-\I will make that into a hero that will surpass you one day. response:	Those two haven't started yet?
context: Todoroki isn't you, either.\All Might has his eye on you, doesn't he?\Todoroki...\It is my Shoto's duty to surpass All Might.\Midoriya...\Just remember this-\I will make that into a hero that will surpass you one day.\Those two haven't started yet? response:	I've gotta watch.
context: All Might has his eye on you, doesn't he?\Todoroki...\It is my Shoto's duty to surpass All Might.\Midoriya...\Just remember this-\I will make that into a hero that will surpass you one day.\Those two haven't started yet?\I've gotta watch. response:	Were your eyes hurt?
context: Todoroki...\It is my Shoto's duty to surpass All Might.\Midoriya...\Just remember this-\I will make that into a hero that will surpass you one day.\Those two haven't started yet?\I've gotta watch.\Were your eyes hurt? response:	You must hurry to Recovery Girl-
context: It is my Shoto's duty to surpass All Might.\Midoriya...\Just remember this-\I will make that into a hero that will surpass you one day.\Those two haven't started yet?\I've gotta watch.\Were your eyes hurt?\You must hurry to Recovery Girl- response:	I already went.
context: Midoriya...\Just remember this-\I will make that into a hero that will surpass you one day.\Those two haven't started yet?\I've gotta watch.\Were your eyes hurt?\You must hurry to Recovery Girl-\I already went. response:	This is, you know... It's different.
context: Just remember this-\I will make that into a hero that will surpass you one day.\Those two haven't started yet?\I've gotta watch.\Were your eyes hurt?\You must hurry to Recovery Girl-\I already went.\This is, you know... It's different. response:	It's different?
context: I will make that into a hero that will surpass you one day.\Those two haven't started yet?\I've gotta watch.\Were your eyes hurt?\You must hurry to Recovery Girl-\I already went.\This is, you know... It's different.\It's different? response:	If that's the case, then you must've been really frustrated earlier.
context: Those two haven't started yet?\I've gotta watch.\Were your eyes hurt?\You must hurry to Recovery Girl-\I already went.\This is, you know... It's different.\It's different?\If that's the case, then you must've been really frustrated earlier. response:	Rather than feeling regretful right now,
context: I've gotta watch.\Were your eyes hurt?\You must hurry to Recovery Girl-\I already went.\This is, you know... It's different.\It's different?\If that's the case, then you must've been really frustrated earlier.\Rather than feeling regretful right now, response:	you should use this next match as a source of encouragement.
context: Were your eyes hurt?\You must hurry to Recovery Girl-\I already went.\This is, you know... It's different.\It's different?\If that's the case, then you must've been really frustrated earlier.\Rather than feeling regretful right now,\you should use this next match as a source of encouragement. response:	Yeah.
context: You must hurry to Recovery Girl-\I already went.\This is, you know... It's different.\It's different?\If that's the case, then you must've been really frustrated earlier.\Rather than feeling regretful right now,\you should use this next match as a source of encouragement.\Yeah. response:	That's true.
context: I already went.\This is, you know... It's different.\It's different?\If that's the case, then you must've been really frustrated earlier.\Rather than feeling regretful right now,\you should use this next match as a source of encouragement.\Yeah.\That's true. response:	Thanks for waiting, everybody!
context: This is, you know... It's different.\It's different?\If that's the case, then you must've been really frustrated earlier.\Rather than feeling regretful right now,\you should use this next match as a source of encouragement.\Yeah.\That's true.\Thanks for waiting, everybody! response:	The first match of the second round is a big match!
context: It's different?\If that's the case, then you must've been really frustrated earlier.\Rather than feeling regretful right now,\you should use this next match as a source of encouragement.\Yeah.\That's true.\Thanks for waiting, everybody!\The first match of the second round is a big match! response:	The man who won a huge victory in the first round and literally left the audience frozen-
context: If that's the case, then you must've been really frustrated earlier.\Rather than feeling regretful right now,\you should use this next match as a source of encouragement.\Yeah.\That's true.\Thanks for waiting, everybody!\The first match of the second round is a big match!\The man who won a huge victory in the first round and literally left the audience frozen- response:	From the hero course, it's Shoto Todoroki!
context: Rather than feeling regretful right now,\you should use this next match as a source of encouragement.\Yeah.\That's true.\Thanks for waiting, everybody!\The first match of the second round is a big match!\The man who won a huge victory in the first round and literally left the audience frozen-\From the hero course, it's Shoto Todoroki! response:	On the other hand, this guy barely made it past the first round!
context: you should use this next match as a source of encouragement.\Yeah.\That's true.\Thanks for waiting, everybody!\The first match of the second round is a big match!\The man who won a huge victory in the first round and literally left the audience frozen-\From the hero course, it's Shoto Todoroki!\On the other hand, this guy barely made it past the first round! response:	What kind of fight will he show us this time?
context: Yeah.\That's true.\Thanks for waiting, everybody!\The first match of the second round is a big match!\The man who won a huge victory in the first round and literally left the audience frozen-\From the hero course, it's Shoto Todoroki!\On the other hand, this guy barely made it past the first round!\What kind of fight will he show us this time? response:	From the hero course, it's Izuku Midoriya!
context: That's true.\Thanks for waiting, everybody!\The first match of the second round is a big match!\The man who won a huge victory in the first round and literally left the audience frozen-\From the hero course, it's Shoto Todoroki!\On the other hand, this guy barely made it past the first round!\What kind of fight will he show us this time?\From the hero course, it's Izuku Midoriya! response:	So you're here.
context: Thanks for waiting, everybody!\The first match of the second round is a big match!\The man who won a huge victory in the first round and literally left the audience frozen-\From the hero course, it's Shoto Todoroki!\On the other hand, this guy barely made it past the first round!\What kind of fight will he show us this time?\From the hero course, it's Izuku Midoriya!\So you're here. response:	Todoroki...
context: The first match of the second round is a big match!\The man who won a huge victory in the first round and literally left the audience frozen-\From the hero course, it's Shoto Todoroki!\On the other hand, this guy barely made it past the first round!\What kind of fight will he show us this time?\From the hero course, it's Izuku Midoriya!\So you're here.\Todoroki... response:	Tokoyami, what do you think of this match?
context: The man who won a huge victory in the first round and literally left the audience frozen-\From the hero course, it's Shoto Todoroki!\On the other hand, this guy barely made it past the first round!\What kind of fight will he show us this time?\From the hero course, it's Izuku Midoriya!\So you're here.\Todoroki...\Tokoyami, what do you think of this match? response:	It depends on whether or not Midoriya jumps in close to Todoroki.
context: From the hero course, it's Shoto Todoroki!\On the other hand, this guy barely made it past the first round!\What kind of fight will he show us this time?\From the hero course, it's Izuku Midoriya!\So you're here.\Todoroki...\Tokoyami, what do you think of this match?\It depends on whether or not Midoriya jumps in close to Todoroki. response:	Yeah. What is Deku going to do about that ice?
context: On the other hand, this guy barely made it past the first round!\What kind of fight will he show us this time?\From the hero course, it's Izuku Midoriya!\So you're here.\Todoroki...\Tokoyami, what do you think of this match?\It depends on whether or not Midoriya jumps in close to Todoroki.\Yeah. What is Deku going to do about that ice? response:	Watch carefully and prepare, Tomura Shigaraki.
context: What kind of fight will he show us this time?\From the hero course, it's Izuku Midoriya!\So you're here.\Todoroki...\Tokoyami, what do you think of this match?\It depends on whether or not Midoriya jumps in close to Todoroki.\Yeah. What is Deku going to do about that ice?\Watch carefully and prepare, Tomura Shigaraki. response:	They may become obstacles to you one day.
context: From the hero course, it's Izuku Midoriya!\So you're here.\Todoroki...\Tokoyami, what do you think of this match?\It depends on whether or not Midoriya jumps in close to Todoroki.\Yeah. What is Deku going to do about that ice?\Watch carefully and prepare, Tomura Shigaraki.\They may become obstacles to you one day. response:	That's a load of crap.
context: So you're here.\Todoroki...\Tokoyami, what do you think of this match?\It depends on whether or not Midoriya jumps in close to Todoroki.\Yeah. What is Deku going to do about that ice?\Watch carefully and prepare, Tomura Shigaraki.\They may become obstacles to you one day.\That's a load of crap. response:	Izuku...
context: Todoroki...\Tokoyami, what do you think of this match?\It depends on whether or not Midoriya jumps in close to Todoroki.\Yeah. What is Deku going to do about that ice?\Watch carefully and prepare, Tomura Shigaraki.\They may become obstacles to you one day.\That's a load of crap.\Izuku... response:	Authorized Personnel Only
context: Tokoyami, what do you think of this match?\It depends on whether or not Midoriya jumps in close to Todoroki.\Yeah. What is Deku going to do about that ice?\Watch carefully and prepare, Tomura Shigaraki.\They may become obstacles to you one day.\That's a load of crap.\Izuku...\Authorized Personnel Only response:	Those two both tried to save you, didn't they?
context: It depends on whether or not Midoriya jumps in close to Todoroki.\Yeah. What is Deku going to do about that ice?\Watch carefully and prepare, Tomura Shigaraki.\They may become obstacles to you one day.\That's a load of crap.\Izuku...\Authorized Personnel Only\Those two both tried to save you, didn't they? response:	Yeah.
context: Yeah. What is Deku going to do about that ice?\Watch carefully and prepare, Tomura Shigaraki.\They may become obstacles to you one day.\That's a load of crap.\Izuku...\Authorized Personnel Only\Those two both tried to save you, didn't they?\Yeah. response:	It's just a feeling, but I think those two...
context: Watch carefully and prepare, Tomura Shigaraki.\They may become obstacles to you one day.\That's a load of crap.\Izuku...\Authorized Personnel Only\Those two both tried to save you, didn't they?\Yeah.\It's just a feeling, but I think those two... response:	At this year's sports festival,
context: They may become obstacles to you one day.\That's a load of crap.\Izuku...\Authorized Personnel Only\Those two both tried to save you, didn't they?\Yeah.\It's just a feeling, but I think those two...\At this year's sports festival, response:	both have shown top class performances!
context: That's a load of crap.\Izuku...\Authorized Personnel Only\Those two both tried to save you, didn't they?\Yeah.\It's just a feeling, but I think those two...\At this year's sports festival,\both have shown top class performances! response:	It's like two great rivals fighting against each other!
context: Izuku...\Authorized Personnel Only\Those two both tried to save you, didn't they?\Yeah.\It's just a feeling, but I think those two...\At this year's sports festival,\both have shown top class performances!\It's like two great rivals fighting against each other! response:	Now-
context: Authorized Personnel Only\Those two both tried to save you, didn't they?\Yeah.\It's just a feeling, but I think those two...\At this year's sports festival,\both have shown top class performances!\It's like two great rivals fighting against each other!\Now- response:	Midoriya versus Todoroki!
context: Those two both tried to save you, didn't they?\Yeah.\It's just a feeling, but I think those two...\At this year's sports festival,\both have shown top class performances!\It's like two great rivals fighting against each other!\Now-\Midoriya versus Todoroki! response:	Start!
context: Yeah.\It's just a feeling, but I think those two...\At this year's sports festival,\both have shown top class performances!\It's like two great rivals fighting against each other!\Now-\Midoriya versus Todoroki!\Start! response:	Preview
context: It's just a feeling, but I think those two...\At this year's sports festival,\both have shown top class performances!\It's like two great rivals fighting against each other!\Now-\Midoriya versus Todoroki!\Start!\Preview response:	Here's the preview.
context: At this year's sports festival,\both have shown top class performances!\It's like two great rivals fighting against each other!\Now-\Midoriya versus Todoroki!\Start!\Preview\Here's the preview. response:	The battle between Todoroki and me is finally starting.
context: both have shown top class performances!\It's like two great rivals fighting against each other!\Now-\Midoriya versus Todoroki!\Start!\Preview\Here's the preview.\The battle between Todoroki and me is finally starting. response:	I'll end this quickly.
context: It's like two great rivals fighting against each other!\Now-\Midoriya versus Todoroki!\Start!\Preview\Here's the preview.\The battle between Todoroki and me is finally starting.\I'll end this quickly. response:	It's true that just Todoroki's ice from his right side is strong-
context: Now-\Midoriya versus Todoroki!\Start!\Preview\Here's the preview.\The battle between Todoroki and me is finally starting.\I'll end this quickly.\It's true that just Todoroki's ice from his right side is strong- response:	I told you. I will win without using that man's Quirk and reject him completely.
context: Midoriya versus Todoroki!\Start!\Preview\Here's the preview.\The battle between Todoroki and me is finally starting.\I'll end this quickly.\It's true that just Todoroki's ice from his right side is strong-\I told you. I will win without using that man's Quirk and reject him completely. response:	I am your opponent!
context: Start!\Preview\Here's the preview.\The battle between Todoroki and me is finally starting.\I'll end this quickly.\It's true that just Todoroki's ice from his right side is strong-\I told you. I will win without using that man's Quirk and reject him completely.\I am your opponent! response:	What?
context: Preview\Here's the preview.\The battle between Todoroki and me is finally starting.\I'll end this quickly.\It's true that just Todoroki's ice from his right side is strong-\I told you. I will win without using that man's Quirk and reject him completely.\I am your opponent!\What? response:	Next time, Shoto Todoroki: Origin.
context: Here's the preview.\The battle between Todoroki and me is finally starting.\I'll end this quickly.\It's true that just Todoroki's ice from his right side is strong-\I told you. I will win without using that man's Quirk and reject him completely.\I am your opponent!\What?\Next time, Shoto Todoroki: Origin. response:	He remembers words that he had forgotten once before.
context: The battle between Todoroki and me is finally starting.\I'll end this quickly.\It's true that just Todoroki's ice from his right side is strong-\I told you. I will win without using that man's Quirk and reject him completely.\I am your opponent!\What?\Next time, Shoto Todoroki: Origin.\He remembers words that he had forgotten once before. response:	Next time: Shoto Todoroki: Origin
context: I'll end this quickly.\It's true that just Todoroki's ice from his right side is strong-\I told you. I will win without using that man's Quirk and reject him completely.\I am your opponent!\What?\Next time, Shoto Todoroki: Origin.\He remembers words that he had forgotten once before.\Next time: Shoto Todoroki: Origin response:	Go beyond!
context: It's true that just Todoroki's ice from his right side is strong-\I told you. I will win without using that man's Quirk and reject him completely.\I am your opponent!\What?\Next time, Shoto Todoroki: Origin.\He remembers words that he had forgotten once before.\Next time: Shoto Todoroki: Origin\Go beyond! response:	Plus Ultra!
