context: What do you want to do today? response:	I don't know.
context: No.\You are a very kind person.\-I'm not. -You are.\I'm not!\I'm not! I'm not!\-My mommy got sick because I'm a bad girl! -Her illness is unrelated.\It is! It is!\There is nothing... There is nothing that can be done. response:	You're wrong.
context: You are a very kind person.\-I'm not. -You are.\I'm not!\I'm not! I'm not!\-My mommy got sick because I'm a bad girl! -Her illness is unrelated.\It is! It is!\There is nothing... There is nothing that can be done.\You're wrong. response:	Just as my arms...
context: -I'm not. -You are.\I'm not!\I'm not! I'm not!\-My mommy got sick because I'm a bad girl! -Her illness is unrelated.\It is! It is!\There is nothing... There is nothing that can be done.\You're wrong.\Just as my arms... response:	can never be soft and warm like yours are.
context: I'm not!\I'm not! I'm not!\-My mommy got sick because I'm a bad girl! -Her illness is unrelated.\It is! It is!\There is nothing... There is nothing that can be done.\You're wrong.\Just as my arms...\can never be soft and warm like yours are. response:	There is nothing that can be done.
context: I'm not! I'm not!\-My mommy got sick because I'm a bad girl! -Her illness is unrelated.\It is! It is!\There is nothing... There is nothing that can be done.\You're wrong.\Just as my arms...\can never be soft and warm like yours are.\There is nothing that can be done. response:	Mommy...
context: -My mommy got sick because I'm a bad girl! -Her illness is unrelated.\It is! It is!\There is nothing... There is nothing that can be done.\You're wrong.\Just as my arms...\can never be soft and warm like yours are.\There is nothing that can be done.\Mommy... response:	Mommy...
context: It is! It is!\There is nothing... There is nothing that can be done.\You're wrong.\Just as my arms...\can never be soft and warm like yours are.\There is nothing that can be done.\Mommy...\Mommy... response:	Why is she writing a letter?
context: There is nothing... There is nothing that can be done.\You're wrong.\Just as my arms...\can never be soft and warm like yours are.\There is nothing that can be done.\Mommy...\Mommy...\Why is she writing a letter? response:	People have feelings they want to express to others.
context: You're wrong.\Just as my arms...\can never be soft and warm like yours are.\There is nothing that can be done.\Mommy...\Mommy...\Why is she writing a letter?\People have feelings they want to express to others. response:	Who cares?
context: Just as my arms...\can never be soft and warm like yours are.\There is nothing that can be done.\Mommy...\Mommy...\Why is she writing a letter?\People have feelings they want to express to others.\Who cares? response:	They don't need to.
context: can never be soft and warm like yours are.\There is nothing that can be done.\Mommy...\Mommy...\Why is she writing a letter?\People have feelings they want to express to others.\Who cares?\They don't need to. response:	There is no such thing as a letter that doesn't deserve to be delivered, Miss Ann.
context: There is nothing that can be done.\Mommy...\Mommy...\Why is she writing a letter?\People have feelings they want to express to others.\Who cares?\They don't need to.\There is no such thing as a letter that doesn't deserve to be delivered, Miss Ann. response:	Then the day came when the doll who embraced me
context: Mommy...\Mommy...\Why is she writing a letter?\People have feelings they want to express to others.\Who cares?\They don't need to.\There is no such thing as a letter that doesn't deserve to be delivered, Miss Ann.\Then the day came when the doll who embraced me response:	finished writing the letters and it was time to say goodbye.
context: Mommy...\Why is she writing a letter?\People have feelings they want to express to others.\Who cares?\They don't need to.\There is no such thing as a letter that doesn't deserve to be delivered, Miss Ann.\Then the day came when the doll who embraced me\finished writing the letters and it was time to say goodbye. response:	Violet!
context: Why is she writing a letter?\People have feelings they want to express to others.\Who cares?\They don't need to.\There is no such thing as a letter that doesn't deserve to be delivered, Miss Ann.\Then the day came when the doll who embraced me\finished writing the letters and it was time to say goodbye.\Violet! response:	-Miss Ann. -Huh?
context: People have feelings they want to express to others.\Who cares?\They don't need to.\There is no such thing as a letter that doesn't deserve to be delivered, Miss Ann.\Then the day came when the doll who embraced me\finished writing the letters and it was time to say goodbye.\Violet!\-Miss Ann. -Huh? response:	You're warm.
context: Who cares?\They don't need to.\There is no such thing as a letter that doesn't deserve to be delivered, Miss Ann.\Then the day came when the doll who embraced me\finished writing the letters and it was time to say goodbye.\Violet!\-Miss Ann. -Huh?\You're warm. response:	Wait, are you...?
context: They don't need to.\There is no such thing as a letter that doesn't deserve to be delivered, Miss Ann.\Then the day came when the doll who embraced me\finished writing the letters and it was time to say goodbye.\Violet!\-Miss Ann. -Huh?\You're warm.\Wait, are you...? response:	Then what about the tea you drank?
context: There is no such thing as a letter that doesn't deserve to be delivered, Miss Ann.\Then the day came when the doll who embraced me\finished writing the letters and it was time to say goodbye.\Violet!\-Miss Ann. -Huh?\You're warm.\Wait, are you...?\Then what about the tea you drank? response:	As I said,
context: Then the day came when the doll who embraced me\finished writing the letters and it was time to say goodbye.\Violet!\-Miss Ann. -Huh?\You're warm.\Wait, are you...?\Then what about the tea you drank?\As I said, response:	I will eventually expel it from my body and it will return to the earth.
context: finished writing the letters and it was time to say goodbye.\Violet!\-Miss Ann. -Huh?\You're warm.\Wait, are you...?\Then what about the tea you drank?\As I said,\I will eventually expel it from my body and it will return to the earth. response:	She wasn't a doll after all.
context: Violet!\-Miss Ann. -Huh?\You're warm.\Wait, are you...?\Then what about the tea you drank?\As I said,\I will eventually expel it from my body and it will return to the earth.\She wasn't a doll after all. response:	And she wasn't bad news either.
context: -Miss Ann. -Huh?\You're warm.\Wait, are you...?\Then what about the tea you drank?\As I said,\I will eventually expel it from my body and it will return to the earth.\She wasn't a doll after all.\And she wasn't bad news either. response:	She was very kind.
context: You're warm.\Wait, are you...?\Then what about the tea you drank?\As I said,\I will eventually expel it from my body and it will return to the earth.\She wasn't a doll after all.\And she wasn't bad news either.\She was very kind. response:	I really wish I could have read the letters she wrote.
context: Wait, are you...?\Then what about the tea you drank?\As I said,\I will eventually expel it from my body and it will return to the earth.\She wasn't a doll after all.\And she wasn't bad news either.\She was very kind.\I really wish I could have read the letters she wrote. response:	I wonder who they were for.
context: Then what about the tea you drank?\As I said,\I will eventually expel it from my body and it will return to the earth.\She wasn't a doll after all.\And she wasn't bad news either.\She was very kind.\I really wish I could have read the letters she wrote.\I wonder who they were for. response:	Ann.
context: As I said,\I will eventually expel it from my body and it will return to the earth.\She wasn't a doll after all.\And she wasn't bad news either.\She was very kind.\I really wish I could have read the letters she wrote.\I wonder who they were for.\Ann. response:	Let's have some tea.
context: I will eventually expel it from my body and it will return to the earth.\She wasn't a doll after all.\And she wasn't bad news either.\She was very kind.\I really wish I could have read the letters she wrote.\I wonder who they were for.\Ann.\Let's have some tea. response:	Let's play with my doll, Mommy.
context: She wasn't a doll after all.\And she wasn't bad news either.\She was very kind.\I really wish I could have read the letters she wrote.\I wonder who they were for.\Ann.\Let's have some tea.\Let's play with my doll, Mommy. response:	-Okay. -Then we can read books and play house...
context: And she wasn't bad news either.\She was very kind.\I really wish I could have read the letters she wrote.\I wonder who they were for.\Ann.\Let's have some tea.\Let's play with my doll, Mommy.\-Okay. -Then we can read books and play house... response:	Ann.
context: She was very kind.\I really wish I could have read the letters she wrote.\I wonder who they were for.\Ann.\Let's have some tea.\Let's play with my doll, Mommy.\-Okay. -Then we can read books and play house...\Ann. response:	Ann.
context: I really wish I could have read the letters she wrote.\I wonder who they were for.\Ann.\Let's have some tea.\Let's play with my doll, Mommy.\-Okay. -Then we can read books and play house...\Ann.\Ann. response:	My Ann.
context: I wonder who they were for.\Ann.\Let's have some tea.\Let's play with my doll, Mommy.\-Okay. -Then we can read books and play house...\Ann.\Ann.\My Ann. response:	Ann.
context: Ann.\Let's have some tea.\Let's play with my doll, Mommy.\-Okay. -Then we can read books and play house...\Ann.\Ann.\My Ann.\Ann. response:	Ann.
context: Let's have some tea.\Let's play with my doll, Mommy.\-Okay. -Then we can read books and play house...\Ann.\Ann.\My Ann.\Ann.\Ann. response:	Happy eighth birthday.
context: Let's play with my doll, Mommy.\-Okay. -Then we can read books and play house...\Ann.\Ann.\My Ann.\Ann.\Ann.\Happy eighth birthday. response:	There might be many sad things happening,
context: -Okay. -Then we can read books and play house...\Ann.\Ann.\My Ann.\Ann.\Ann.\Happy eighth birthday.\There might be many sad things happening, response:	and you might be feeling really overwhelmed right now.
context: Ann.\Ann.\My Ann.\Ann.\Ann.\Happy eighth birthday.\There might be many sad things happening,\and you might be feeling really overwhelmed right now. response:	But don't give up hope.
context: Ann.\My Ann.\Ann.\Ann.\Happy eighth birthday.\There might be many sad things happening,\and you might be feeling really overwhelmed right now.\But don't give up hope. response:	You might be sad and feel like crying,
context: My Ann.\Ann.\Ann.\Happy eighth birthday.\There might be many sad things happening,\and you might be feeling really overwhelmed right now.\But don't give up hope.\You might be sad and feel like crying, response:	Your mother loves you very much.
context: Ann.\Ann.\Happy eighth birthday.\There might be many sad things happening,\and you might be feeling really overwhelmed right now.\But don't give up hope.\You might be sad and feel like crying,\Your mother loves you very much. response:	Ann, happy tenth birthday.
context: Ann.\Happy eighth birthday.\There might be many sad things happening,\and you might be feeling really overwhelmed right now.\But don't give up hope.\You might be sad and feel like crying,\Your mother loves you very much.\Ann, happy tenth birthday. response:	I'm sure you've grown quite a lot.
context: Happy eighth birthday.\There might be many sad things happening,\and you might be feeling really overwhelmed right now.\But don't give up hope.\You might be sad and feel like crying,\Your mother loves you very much.\Ann, happy tenth birthday.\I'm sure you've grown quite a lot. response:	But I'm sure you still love reading and dancing.
context: There might be many sad things happening,\and you might be feeling really overwhelmed right now.\But don't give up hope.\You might be sad and feel like crying,\Your mother loves you very much.\Ann, happy tenth birthday.\I'm sure you've grown quite a lot.\But I'm sure you still love reading and dancing. response:	Have you graduated from riddles and bugs?
context: and you might be feeling really overwhelmed right now.\But don't give up hope.\You might be sad and feel like crying,\Your mother loves you very much.\Ann, happy tenth birthday.\I'm sure you've grown quite a lot.\But I'm sure you still love reading and dancing.\Have you graduated from riddles and bugs? response:	Happy 18th birthday.
context: But don't give up hope.\You might be sad and feel like crying,\Your mother loves you very much.\Ann, happy tenth birthday.\I'm sure you've grown quite a lot.\But I'm sure you still love reading and dancing.\Have you graduated from riddles and bugs?\Happy 18th birthday. response:	You're a grown woman now.
context: You might be sad and feel like crying,\Your mother loves you very much.\Ann, happy tenth birthday.\I'm sure you've grown quite a lot.\But I'm sure you still love reading and dancing.\Have you graduated from riddles and bugs?\Happy 18th birthday.\You're a grown woman now. response:	Are you in love?
context: Your mother loves you very much.\Ann, happy tenth birthday.\I'm sure you've grown quite a lot.\But I'm sure you still love reading and dancing.\Have you graduated from riddles and bugs?\Happy 18th birthday.\You're a grown woman now.\Are you in love? response:	I can't give you love advice,
context: Ann, happy tenth birthday.\I'm sure you've grown quite a lot.\But I'm sure you still love reading and dancing.\Have you graduated from riddles and bugs?\Happy 18th birthday.\You're a grown woman now.\Are you in love?\I can't give you love advice, response:	but I'm sure whoever you choose is a wonderful person.
context: I'm sure you've grown quite a lot.\But I'm sure you still love reading and dancing.\Have you graduated from riddles and bugs?\Happy 18th birthday.\You're a grown woman now.\Are you in love?\I can't give you love advice,\but I'm sure whoever you choose is a wonderful person. response:	Happy birthday, Ann.
context: But I'm sure you still love reading and dancing.\Have you graduated from riddles and bugs?\Happy 18th birthday.\You're a grown woman now.\Are you in love?\I can't give you love advice,\but I'm sure whoever you choose is a wonderful person.\Happy birthday, Ann. response:	You've lived for 20 years now. That's amazing.
context: Have you graduated from riddles and bugs?\Happy 18th birthday.\You're a grown woman now.\Are you in love?\I can't give you love advice,\but I'm sure whoever you choose is a wonderful person.\Happy birthday, Ann.\You've lived for 20 years now. That's amazing. response:	But remember that even adults are allowed to complain sometimes.
context: Happy 18th birthday.\You're a grown woman now.\Are you in love?\I can't give you love advice,\but I'm sure whoever you choose is a wonderful person.\Happy birthday, Ann.\You've lived for 20 years now. That's amazing.\But remember that even adults are allowed to complain sometimes. response:	Whenever you're feeling down, remember that I am with you.
context: You're a grown woman now.\Are you in love?\I can't give you love advice,\but I'm sure whoever you choose is a wonderful person.\Happy birthday, Ann.\You've lived for 20 years now. That's amazing.\But remember that even adults are allowed to complain sometimes.\Whenever you're feeling down, remember that I am with you. response:	Ann.
context: Are you in love?\I can't give you love advice,\but I'm sure whoever you choose is a wonderful person.\Happy birthday, Ann.\You've lived for 20 years now. That's amazing.\But remember that even adults are allowed to complain sometimes.\Whenever you're feeling down, remember that I am with you.\Ann. response:	I will always, always be watching over you.
context: I can't give you love advice,\but I'm sure whoever you choose is a wonderful person.\Happy birthday, Ann.\You've lived for 20 years now. That's amazing.\But remember that even adults are allowed to complain sometimes.\Whenever you're feeling down, remember that I am with you.\Ann.\I will always, always be watching over you. response:	Great work, Violet.
context: but I'm sure whoever you choose is a wonderful person.\Happy birthday, Ann.\You've lived for 20 years now. That's amazing.\But remember that even adults are allowed to complain sometimes.\Whenever you're feeling down, remember that I am with you.\Ann.\I will always, always be watching over you.\Great work, Violet. response:	You did so many!
context: Happy birthday, Ann.\You've lived for 20 years now. That's amazing.\But remember that even adults are allowed to complain sometimes.\Whenever you're feeling down, remember that I am with you.\Ann.\I will always, always be watching over you.\Great work, Violet.\You did so many! response:	These letters are to be delivered to Ann Magnolia for the next fifty years.
context: You've lived for 20 years now. That's amazing.\But remember that even adults are allowed to complain sometimes.\Whenever you're feeling down, remember that I am with you.\Ann.\I will always, always be watching over you.\Great work, Violet.\You did so many!\These letters are to be delivered to Ann Magnolia for the next fifty years. response:	You wrote 50 letters?!
context: But remember that even adults are allowed to complain sometimes.\Whenever you're feeling down, remember that I am with you.\Ann.\I will always, always be watching over you.\Great work, Violet.\You did so many!\These letters are to be delivered to Ann Magnolia for the next fifty years.\You wrote 50 letters?! response:	It was your first long trip in a while.
context: Whenever you're feeling down, remember that I am with you.\Ann.\I will always, always be watching over you.\Great work, Violet.\You did so many!\These letters are to be delivered to Ann Magnolia for the next fifty years.\You wrote 50 letters?!\It was your first long trip in a while. response:	Were you okay?
context: Ann.\I will always, always be watching over you.\Great work, Violet.\You did so many!\These letters are to be delivered to Ann Magnolia for the next fifty years.\You wrote 50 letters?!\It was your first long trip in a while.\Were you okay? response:	-It was not a problem. -But this is so great.
context: I will always, always be watching over you.\Great work, Violet.\You did so many!\These letters are to be delivered to Ann Magnolia for the next fifty years.\You wrote 50 letters?!\It was your first long trip in a while.\Were you okay?\-It was not a problem. -But this is so great. response:	She's going to look forward to these coming every year.
context: Great work, Violet.\You did so many!\These letters are to be delivered to Ann Magnolia for the next fifty years.\You wrote 50 letters?!\It was your first long trip in a while.\Were you okay?\-It was not a problem. -But this is so great.\She's going to look forward to these coming every year. response:	Yes, but...
context: You did so many!\These letters are to be delivered to Ann Magnolia for the next fifty years.\You wrote 50 letters?!\It was your first long trip in a while.\Were you okay?\-It was not a problem. -But this is so great.\She's going to look forward to these coming every year.\Yes, but... response:	by the time they arrive...
context: These letters are to be delivered to Ann Magnolia for the next fifty years.\You wrote 50 letters?!\It was your first long trip in a while.\Were you okay?\-It was not a problem. -But this is so great.\She's going to look forward to these coming every year.\Yes, but...\by the time they arrive... response:	her mother will...
context: You wrote 50 letters?!\It was your first long trip in a while.\Were you okay?\-It was not a problem. -But this is so great.\She's going to look forward to these coming every year.\Yes, but...\by the time they arrive...\her mother will... response:	She's still so little.
context: It was your first long trip in a while.\Were you okay?\-It was not a problem. -But this is so great.\She's going to look forward to these coming every year.\Yes, but...\by the time they arrive...\her mother will...\She's still so little. response:	She gets so lonely.
context: Were you okay?\-It was not a problem. -But this is so great.\She's going to look forward to these coming every year.\Yes, but...\by the time they arrive...\her mother will...\She's still so little.\She gets so lonely. response:	And Ann's mother has to leave her precious daughter behind.
context: -It was not a problem. -But this is so great.\She's going to look forward to these coming every year.\Yes, but...\by the time they arrive...\her mother will...\She's still so little.\She gets so lonely.\And Ann's mother has to leave her precious daughter behind. response:	She'll be left all alone...
context: She's going to look forward to these coming every year.\Yes, but...\by the time they arrive...\her mother will...\She's still so little.\She gets so lonely.\And Ann's mother has to leave her precious daughter behind.\She'll be left all alone... response:	in that mansion.
context: Yes, but...\by the time they arrive...\her mother will...\She's still so little.\She gets so lonely.\And Ann's mother has to leave her precious daughter behind.\She'll be left all alone...\in that mansion. response:	I had to hold back my tears the whole time I was at the mansion.
context: by the time they arrive...\her mother will...\She's still so little.\She gets so lonely.\And Ann's mother has to leave her precious daughter behind.\She'll be left all alone...\in that mansion.\I had to hold back my tears the whole time I was at the mansion. response:	Yes.
context: her mother will...\She's still so little.\She gets so lonely.\And Ann's mother has to leave her precious daughter behind.\She'll be left all alone...\in that mansion.\I had to hold back my tears the whole time I was at the mansion.\Yes. response:	But, Violet...
context: She's still so little.\She gets so lonely.\And Ann's mother has to leave her precious daughter behind.\She'll be left all alone...\in that mansion.\I had to hold back my tears the whole time I was at the mansion.\Yes.\But, Violet... response:	they will reach her.
context: She gets so lonely.\And Ann's mother has to leave her precious daughter behind.\She'll be left all alone...\in that mansion.\I had to hold back my tears the whole time I was at the mansion.\Yes.\But, Violet...\they will reach her. response:	The letters you wrote.
context: And Ann's mother has to leave her precious daughter behind.\She'll be left all alone...\in that mansion.\I had to hold back my tears the whole time I was at the mansion.\Yes.\But, Violet...\they will reach her.\The letters you wrote. response:	No matter how far away she is.
context: She'll be left all alone...\in that mansion.\I had to hold back my tears the whole time I was at the mansion.\Yes.\But, Violet...\they will reach her.\The letters you wrote.\No matter how far away she is. response:	A LOVED ONE WILL ALWAYS WATCH OVER YOU
context: in that mansion.\I had to hold back my tears the whole time I was at the mansion.\Yes.\But, Violet...\they will reach her.\The letters you wrote.\No matter how far away she is.\A LOVED ONE WILL ALWAYS WATCH OVER YOU response:	Subtitle translation by Zensho Yamamoto
