context: Haven't I made everything work out all right?! response:	Without me, it would've been a lot worse.
context: I thought, just maybe, you and I could get along.\Yeah, of course... That was just a little joke over drinks, right?\I was stupid to take you seriously\when you told me, an enemy, to do what I could.\You don't want me to leave because getting Emilia\out of trouble will be bad for you, right?\Nyow I think you have it all wrong\Felis, enough. response:	No, I will say it.
context: Yeah, of course... That was just a little joke over drinks, right?\I was stupid to take you seriously\when you told me, an enemy, to do what I could.\You don't want me to leave because getting Emilia\out of trouble will be bad for you, right?\Nyow I think you have it all wrong\Felis, enough.\No, I will say it. response:	The mistake he's making is a bit too grave.
context: I was stupid to take you seriously\when you told me, an enemy, to do what I could.\You don't want me to leave because getting Emilia\out of trouble will be bad for you, right?\Nyow I think you have it all wrong\Felis, enough.\No, I will say it.\The mistake he's making is a bit too grave. response:	Even if you leave, nothing will change.
context: when you told me, an enemy, to do what I could.\You don't want me to leave because getting Emilia\out of trouble will be bad for you, right?\Nyow I think you have it all wrong\Felis, enough.\No, I will say it.\The mistake he's making is a bit too grave.\Even if you leave, nothing will change. response:	You'd be wasting your time.
context: You don't want me to leave because getting Emilia\out of trouble will be bad for you, right?\Nyow I think you have it all wrong\Felis, enough.\No, I will say it.\The mistake he's making is a bit too grave.\Even if you leave, nothing will change.\You'd be wasting your time. response:	After making a fool of yourself at the castle
context: out of trouble will be bad for you, right?\Nyow I think you have it all wrong\Felis, enough.\No, I will say it.\The mistake he's making is a bit too grave.\Even if you leave, nothing will change.\You'd be wasting your time.\After making a fool of yourself at the castle response:	and being clobbered by Julius, nyou still don't realize that?
context: Nyow I think you have it all wrong\Felis, enough.\No, I will say it.\The mistake he's making is a bit too grave.\Even if you leave, nothing will change.\You'd be wasting your time.\After making a fool of yourself at the castle\and being clobbered by Julius, nyou still don't realize that? response:	If you stay to finish your treatment, you'll be much better off.
context: Felis, enough.\No, I will say it.\The mistake he's making is a bit too grave.\Even if you leave, nothing will change.\You'd be wasting your time.\After making a fool of yourself at the castle\and being clobbered by Julius, nyou still don't realize that?\If you stay to finish your treatment, you'll be much better off. response:	I've decided. I'm going back to Emilia.
context: No, I will say it.\The mistake he's making is a bit too grave.\Even if you leave, nothing will change.\You'd be wasting your time.\After making a fool of yourself at the castle\and being clobbered by Julius, nyou still don't realize that?\If you stay to finish your treatment, you'll be much better off.\I've decided. I'm going back to Emilia. response:	Though it wasn't for long, thanks for taking care of me.
context: The mistake he's making is a bit too grave.\Even if you leave, nothing will change.\You'd be wasting your time.\After making a fool of yourself at the castle\and being clobbered by Julius, nyou still don't realize that?\If you stay to finish your treatment, you'll be much better off.\I've decided. I'm going back to Emilia.\Though it wasn't for long, thanks for taking care of me. response:	Is it nyot true that a good man
context: Even if you leave, nothing will change.\You'd be wasting your time.\After making a fool of yourself at the castle\and being clobbered by Julius, nyou still don't realize that?\If you stay to finish your treatment, you'll be much better off.\I've decided. I'm going back to Emilia.\Though it wasn't for long, thanks for taking care of me.\Is it nyot true that a good man response:	knows how to take a warning?
context: You'd be wasting your time.\After making a fool of yourself at the castle\and being clobbered by Julius, nyou still don't realize that?\If you stay to finish your treatment, you'll be much better off.\I've decided. I'm going back to Emilia.\Though it wasn't for long, thanks for taking care of me.\Is it nyot true that a good man\knows how to take a warning? response:	It's thanks to your warning that I've made up my mind.
context: After making a fool of yourself at the castle\and being clobbered by Julius, nyou still don't realize that?\If you stay to finish your treatment, you'll be much better off.\I've decided. I'm going back to Emilia.\Though it wasn't for long, thanks for taking care of me.\Is it nyot true that a good man\knows how to take a warning?\It's thanks to your warning that I've made up my mind. response:	Thank you.
context: and being clobbered by Julius, nyou still don't realize that?\If you stay to finish your treatment, you'll be much better off.\I've decided. I'm going back to Emilia.\Though it wasn't for long, thanks for taking care of me.\Is it nyot true that a good man\knows how to take a warning?\It's thanks to your warning that I've made up my mind.\Thank you. response:	Rem, how long until we reach the mansion?
context: If you stay to finish your treatment, you'll be much better off.\I've decided. I'm going back to Emilia.\Though it wasn't for long, thanks for taking care of me.\Is it nyot true that a good man\knows how to take a warning?\It's thanks to your warning that I've made up my mind.\Thank you.\Rem, how long until we reach the mansion? response:	About two and a half days, I think.
context: I've decided. I'm going back to Emilia.\Though it wasn't for long, thanks for taking care of me.\Is it nyot true that a good man\knows how to take a warning?\It's thanks to your warning that I've made up my mind.\Thank you.\Rem, how long until we reach the mansion?\About two and a half days, I think. response:	Over two days?
context: Though it wasn't for long, thanks for taking care of me.\Is it nyot true that a good man\knows how to take a warning?\It's thanks to your warning that I've made up my mind.\Thank you.\Rem, how long until we reach the mansion?\About two and a half days, I think.\Over two days? response:	It took less than half a day to get here!
context: Is it nyot true that a good man\knows how to take a warning?\It's thanks to your warning that I've made up my mind.\Thank you.\Rem, how long until we reach the mansion?\About two and a half days, I think.\Over two days?\It took less than half a day to get here! response:	We cannot go that way.
context: knows how to take a warning?\It's thanks to your warning that I've made up my mind.\Thank you.\Rem, how long until we reach the mansion?\About two and a half days, I think.\Over two days?\It took less than half a day to get here!\We cannot go that way. response:	There is a fog over the road,
context: It's thanks to your warning that I've made up my mind.\Thank you.\Rem, how long until we reach the mansion?\About two and a half days, I think.\Over two days?\It took less than half a day to get here!\We cannot go that way.\There is a fog over the road, response:	so we need to take a detour.
context: Thank you.\Rem, how long until we reach the mansion?\About two and a half days, I think.\Over two days?\It took less than half a day to get here!\We cannot go that way.\There is a fog over the road,\so we need to take a detour. response:	Who cares about fog?
context: Rem, how long until we reach the mansion?\About two and a half days, I think.\Over two days?\It took less than half a day to get here!\We cannot go that way.\There is a fog over the road,\so we need to take a detour.\Who cares about fog? response:	The fog is created by the White Whale.
context: About two and a half days, I think.\Over two days?\It took less than half a day to get here!\We cannot go that way.\There is a fog over the road,\so we need to take a detour.\Who cares about fog?\The fog is created by the White Whale. response:	Should we encounter it,
context: Over two days?\It took less than half a day to get here!\We cannot go that way.\There is a fog over the road,\so we need to take a detour.\Who cares about fog?\The fog is created by the White Whale.\Should we encounter it, response:	we would not survive.
context: It took less than half a day to get here!\We cannot go that way.\There is a fog over the road,\so we need to take a detour.\Who cares about fog?\The fog is created by the White Whale.\Should we encounter it,\we would not survive. response:	Thank you for lending us your dragon-drawn carriage.
context: We cannot go that way.\There is a fog over the road,\so we need to take a detour.\Who cares about fog?\The fog is created by the White Whale.\Should we encounter it,\we would not survive.\Thank you for lending us your dragon-drawn carriage. response:	In my master's stead, I offer my gratitude for
context: There is a fog over the road,\so we need to take a detour.\Who cares about fog?\The fog is created by the White Whale.\Should we encounter it,\we would not survive.\Thank you for lending us your dragon-drawn carriage.\In my master's stead, I offer my gratitude for response:	the favor you have shown us till today.
context: so we need to take a detour.\Who cares about fog?\The fog is created by the White Whale.\Should we encounter it,\we would not survive.\Thank you for lending us your dragon-drawn carriage.\In my master's stead, I offer my gratitude for\the favor you have shown us till today. response:	It's nothing. Please take care.
context: Who cares about fog?\The fog is created by the White Whale.\Should we encounter it,\we would not survive.\Thank you for lending us your dragon-drawn carriage.\In my master's stead, I offer my gratitude for\the favor you have shown us till today.\It's nothing. Please take care. response:	Are you getting anything from Ram?
context: The fog is created by the White Whale.\Should we encounter it,\we would not survive.\Thank you for lending us your dragon-drawn carriage.\In my master's stead, I offer my gratitude for\the favor you have shown us till today.\It's nothing. Please take care.\Are you getting anything from Ram? response:	No, our shared sense is consciously controlled, to an extent.
context: Should we encounter it,\we would not survive.\Thank you for lending us your dragon-drawn carriage.\In my master's stead, I offer my gratitude for\the favor you have shown us till today.\It's nothing. Please take care.\Are you getting anything from Ram?\No, our shared sense is consciously controlled, to an extent. response:	This morning, I think
context: we would not survive.\Thank you for lending us your dragon-drawn carriage.\In my master's stead, I offer my gratitude for\the favor you have shown us till today.\It's nothing. Please take care.\Are you getting anything from Ram?\No, our shared sense is consciously controlled, to an extent.\This morning, I think response:	that what I sensed was something that exceeded my sister's control.
context: Thank you for lending us your dragon-drawn carriage.\In my master's stead, I offer my gratitude for\the favor you have shown us till today.\It's nothing. Please take care.\Are you getting anything from Ram?\No, our shared sense is consciously controlled, to an extent.\This morning, I think\that what I sensed was something that exceeded my sister's control. response:	So Ram didn't even mean to let us know about it...
context: In my master's stead, I offer my gratitude for\the favor you have shown us till today.\It's nothing. Please take care.\Are you getting anything from Ram?\No, our shared sense is consciously controlled, to an extent.\This morning, I think\that what I sensed was something that exceeded my sister's control.\So Ram didn't even mean to let us know about it... response:	Is she trying to keep us from getting involved?
context: the favor you have shown us till today.\It's nothing. Please take care.\Are you getting anything from Ram?\No, our shared sense is consciously controlled, to an extent.\This morning, I think\that what I sensed was something that exceeded my sister's control.\So Ram didn't even mean to let us know about it...\Is she trying to keep us from getting involved? response:	But why?
context: It's nothing. Please take care.\Are you getting anything from Ram?\No, our shared sense is consciously controlled, to an extent.\This morning, I think\that what I sensed was something that exceeded my sister's control.\So Ram didn't even mean to let us know about it...\Is she trying to keep us from getting involved?\But why? response:	She needs me by her side...
context: Are you getting anything from Ram?\No, our shared sense is consciously controlled, to an extent.\This morning, I think\that what I sensed was something that exceeded my sister's control.\So Ram didn't even mean to let us know about it...\Is she trying to keep us from getting involved?\But why?\She needs me by her side... response:	I can save her.
context: No, our shared sense is consciously controlled, to an extent.\This morning, I think\that what I sensed was something that exceeded my sister's control.\So Ram didn't even mean to let us know about it...\Is she trying to keep us from getting involved?\But why?\She needs me by her side...\I can save her. response:	Once I do, I'm sure she'll understand.
context: This morning, I think\that what I sensed was something that exceeded my sister's control.\So Ram didn't even mean to let us know about it...\Is she trying to keep us from getting involved?\But why?\She needs me by her side...\I can save her.\Once I do, I'm sure she'll understand. response:	She has to.
context: that what I sensed was something that exceeded my sister's control.\So Ram didn't even mean to let us know about it...\Is she trying to keep us from getting involved?\But why?\She needs me by her side...\I can save her.\Once I do, I'm sure she'll understand.\She has to. response:	Why are we stopping?
context: So Ram didn't even mean to let us know about it...\Is she trying to keep us from getting involved?\But why?\She needs me by her side...\I can save her.\Once I do, I'm sure she'll understand.\She has to.\Why are we stopping? response:	We have to hurry.
context: Is she trying to keep us from getting involved?\But why?\She needs me by her side...\I can save her.\Once I do, I'm sure she'll understand.\She has to.\Why are we stopping?\We have to hurry. response:	I'm sorry, Subaru-kun.
context: But why?\She needs me by her side...\I can save her.\Once I do, I'm sure she'll understand.\She has to.\Why are we stopping?\We have to hurry.\I'm sorry, Subaru-kun. response:	The ground dragon cannot go any farther.
context: She needs me by her side...\I can save her.\Once I do, I'm sure she'll understand.\She has to.\Why are we stopping?\We have to hurry.\I'm sorry, Subaru-kun.\The ground dragon cannot go any farther. response:	I can't sleep.
context: I can save her.\Once I do, I'm sure she'll understand.\She has to.\Why are we stopping?\We have to hurry.\I'm sorry, Subaru-kun.\The ground dragon cannot go any farther.\I can't sleep. response:	Subaru-kun, are you awake?
context: Once I do, I'm sure she'll understand.\She has to.\Why are we stopping?\We have to hurry.\I'm sorry, Subaru-kun.\The ground dragon cannot go any farther.\I can't sleep.\Subaru-kun, are you awake? response:	Yeah.
context: She has to.\Why are we stopping?\We have to hurry.\I'm sorry, Subaru-kun.\The ground dragon cannot go any farther.\I can't sleep.\Subaru-kun, are you awake?\Yeah. response:	I cannot sleep,
context: Why are we stopping?\We have to hurry.\I'm sorry, Subaru-kun.\The ground dragon cannot go any farther.\I can't sleep.\Subaru-kun, are you awake?\Yeah.\I cannot sleep, response:	so I hoped we could talk.
context: We have to hurry.\I'm sorry, Subaru-kun.\The ground dragon cannot go any farther.\I can't sleep.\Subaru-kun, are you awake?\Yeah.\I cannot sleep,\so I hoped we could talk. response:	Oh... You, too?
context: I'm sorry, Subaru-kun.\The ground dragon cannot go any farther.\I can't sleep.\Subaru-kun, are you awake?\Yeah.\I cannot sleep,\so I hoped we could talk.\Oh... You, too? response:	Can't help that, I guess.
context: The ground dragon cannot go any farther.\I can't sleep.\Subaru-kun, are you awake?\Yeah.\I cannot sleep,\so I hoped we could talk.\Oh... You, too?\Can't help that, I guess. response:	You're really worried about the mansion
context: I can't sleep.\Subaru-kun, are you awake?\Yeah.\I cannot sleep,\so I hoped we could talk.\Oh... You, too?\Can't help that, I guess.\You're really worried about the mansion response:	after what you felt through your shared sense?
context: Subaru-kun, are you awake?\Yeah.\I cannot sleep,\so I hoped we could talk.\Oh... You, too?\Can't help that, I guess.\You're really worried about the mansion\after what you felt through your shared sense? response:	It'll be fine.
context: Yeah.\I cannot sleep,\so I hoped we could talk.\Oh... You, too?\Can't help that, I guess.\You're really worried about the mansion\after what you felt through your shared sense?\It'll be fine. response:	We're not the sort of lovable little kids to get our feelings hurt so easily.
context: I cannot sleep,\so I hoped we could talk.\Oh... You, too?\Can't help that, I guess.\You're really worried about the mansion\after what you felt through your shared sense?\It'll be fine.\We're not the sort of lovable little kids to get our feelings hurt so easily. response:	We'll get right back, and I'll fix things.
context: so I hoped we could talk.\Oh... You, too?\Can't help that, I guess.\You're really worried about the mansion\after what you felt through your shared sense?\It'll be fine.\We're not the sort of lovable little kids to get our feelings hurt so easily.\We'll get right back, and I'll fix things. response:	Yes, I have put all my faith in you, Subaru-kun.
context: Oh... You, too?\Can't help that, I guess.\You're really worried about the mansion\after what you felt through your shared sense?\It'll be fine.\We're not the sort of lovable little kids to get our feelings hurt so easily.\We'll get right back, and I'll fix things.\Yes, I have put all my faith in you, Subaru-kun. response:	R-Rem-san, um,
context: Can't help that, I guess.\You're really worried about the mansion\after what you felt through your shared sense?\It'll be fine.\We're not the sort of lovable little kids to get our feelings hurt so easily.\We'll get right back, and I'll fix things.\Yes, I have put all my faith in you, Subaru-kun.\R-Rem-san, um, response:	why are you holding on to me?
context: You're really worried about the mansion\after what you felt through your shared sense?\It'll be fine.\We're not the sort of lovable little kids to get our feelings hurt so easily.\We'll get right back, and I'll fix things.\Yes, I have put all my faith in you, Subaru-kun.\R-Rem-san, um,\why are you holding on to me? response:	Because I want to.
context: after what you felt through your shared sense?\It'll be fine.\We're not the sort of lovable little kids to get our feelings hurt so easily.\We'll get right back, and I'll fix things.\Yes, I have put all my faith in you, Subaru-kun.\R-Rem-san, um,\why are you holding on to me?\Because I want to. response:	I am healing your gate,
context: It'll be fine.\We're not the sort of lovable little kids to get our feelings hurt so easily.\We'll get right back, and I'll fix things.\Yes, I have put all my faith in you, Subaru-kun.\R-Rem-san, um,\why are you holding on to me?\Because I want to.\I am healing your gate, response:	just as Felix-sama did, Subaru-kun.
context: We're not the sort of lovable little kids to get our feelings hurt so easily.\We'll get right back, and I'll fix things.\Yes, I have put all my faith in you, Subaru-kun.\R-Rem-san, um,\why are you holding on to me?\Because I want to.\I am healing your gate,\just as Felix-sama did, Subaru-kun. response:	O-Oh, healing!
context: We'll get right back, and I'll fix things.\Yes, I have put all my faith in you, Subaru-kun.\R-Rem-san, um,\why are you holding on to me?\Because I want to.\I am healing your gate,\just as Felix-sama did, Subaru-kun.\O-Oh, healing! response:	You're healing me... Of course you are.
context: Yes, I have put all my faith in you, Subaru-kun.\R-Rem-san, um,\why are you holding on to me?\Because I want to.\I am healing your gate,\just as Felix-sama did, Subaru-kun.\O-Oh, healing!\You're healing me... Of course you are. response:	Because you want to, huh?
context: R-Rem-san, um,\why are you holding on to me?\Because I want to.\I am healing your gate,\just as Felix-sama did, Subaru-kun.\O-Oh, healing!\You're healing me... Of course you are.\Because you want to, huh? response:	She'll probably be angry with me at first, won't she?
context: why are you holding on to me?\Because I want to.\I am healing your gate,\just as Felix-sama did, Subaru-kun.\O-Oh, healing!\You're healing me... Of course you are.\Because you want to, huh?\She'll probably be angry with me at first, won't she? response:	If you take the time to properly face her
context: Because I want to.\I am healing your gate,\just as Felix-sama did, Subaru-kun.\O-Oh, healing!\You're healing me... Of course you are.\Because you want to, huh?\She'll probably be angry with me at first, won't she?\If you take the time to properly face her response:	and communicate how you feel with words,
context: I am healing your gate,\just as Felix-sama did, Subaru-kun.\O-Oh, healing!\You're healing me... Of course you are.\Because you want to, huh?\She'll probably be angry with me at first, won't she?\If you take the time to properly face her\and communicate how you feel with words, response:	I'm sure she will understand.
context: just as Felix-sama did, Subaru-kun.\O-Oh, healing!\You're healing me... Of course you are.\Because you want to, huh?\She'll probably be angry with me at first, won't she?\If you take the time to properly face her\and communicate how you feel with words,\I'm sure she will understand. response:	You are a wonderful person, after all.
context: O-Oh, healing!\You're healing me... Of course you are.\Because you want to, huh?\She'll probably be angry with me at first, won't she?\If you take the time to properly face her\and communicate how you feel with words,\I'm sure she will understand.\You are a wonderful person, after all. response:	I am?
context: You're healing me... Of course you are.\Because you want to, huh?\She'll probably be angry with me at first, won't she?\If you take the time to properly face her\and communicate how you feel with words,\I'm sure she will understand.\You are a wonderful person, after all.\I am? response:	Yeah... I am, right?
context: Because you want to, huh?\She'll probably be angry with me at first, won't she?\If you take the time to properly face her\and communicate how you feel with words,\I'm sure she will understand.\You are a wonderful person, after all.\I am?\Yeah... I am, right? response:	Emilia is hopeless without me.
context: She'll probably be angry with me at first, won't she?\If you take the time to properly face her\and communicate how you feel with words,\I'm sure she will understand.\You are a wonderful person, after all.\I am?\Yeah... I am, right?\Emilia is hopeless without me. response:	Because I
context: If you take the time to properly face her\and communicate how you feel with words,\I'm sure she will understand.\You are a wonderful person, after all.\I am?\Yeah... I am, right?\Emilia is hopeless without me.\Because I response:	care about her... so much...
context: and communicate how you feel with words,\I'm sure she will understand.\You are a wonderful person, after all.\I am?\Yeah... I am, right?\Emilia is hopeless without me.\Because I\care about her... so much... response:	So save just a tiny bit of that for me, too.
context: I'm sure she will understand.\You are a wonderful person, after all.\I am?\Yeah... I am, right?\Emilia is hopeless without me.\Because I\care about her... so much...\So save just a tiny bit of that for me, too. response:	Don't go anywhere. Okay, Subaru-kun?
context: You are a wonderful person, after all.\I am?\Yeah... I am, right?\Emilia is hopeless without me.\Because I\care about her... so much...\So save just a tiny bit of that for me, too.\Don't go anywhere. Okay, Subaru-kun? response:	Rem, wake up! We oversle
context: I am?\Yeah... I am, right?\Emilia is hopeless without me.\Because I\care about her... so much...\So save just a tiny bit of that for me, too.\Don't go anywhere. Okay, Subaru-kun?\Rem, wake up! We oversle response:	Well, now! Good morni
context: Yeah... I am, right?\Emilia is hopeless without me.\Because I\care about her... so much...\So save just a tiny bit of that for me, too.\Don't go anywhere. Okay, Subaru-kun?\Rem, wake up! We oversle\Well, now! Good morni response:	Where's the blue-haired girl who was here with me?!
context: Emilia is hopeless without me.\Because I\care about her... so much...\So save just a tiny bit of that for me, too.\Don't go anywhere. Okay, Subaru-kun?\Rem, wake up! We oversle\Well, now! Good morni\Where's the blue-haired girl who was here with me?! response:	Th-The lady you were with, u-uh
context: Because I\care about her... so much...\So save just a tiny bit of that for me, too.\Don't go anywhere. Okay, Subaru-kun?\Rem, wake up! We oversle\Well, now! Good morni\Where's the blue-haired girl who was here with me?!\Th-The lady you were with, u-uh response:	I can't hear you!
context: care about her... so much...\So save just a tiny bit of that for me, too.\Don't go anywhere. Okay, Subaru-kun?\Rem, wake up! We oversle\Well, now! Good morni\Where's the blue-haired girl who was here with me?!\Th-The lady you were with, u-uh\I can't hear you! response:	I was saying that she left during the night.
context: So save just a tiny bit of that for me, too.\Don't go anywhere. Okay, Subaru-kun?\Rem, wake up! We oversle\Well, now! Good morni\Where's the blue-haired girl who was here with me?!\Th-The lady you were with, u-uh\I can't hear you!\I was saying that she left during the night. response:	Here are your things...
context: Don't go anywhere. Okay, Subaru-kun?\Rem, wake up! We oversle\Well, now! Good morni\Where's the blue-haired girl who was here with me?!\Th-The lady you were with, u-uh\I can't hear you!\I was saying that she left during the night.\Here are your things... response:	What the hell?
context: Rem, wake up! We oversle\Well, now! Good morni\Where's the blue-haired girl who was here with me?!\Th-The lady you were with, u-uh\I can't hear you!\I was saying that she left during the night.\Here are your things...\What the hell? response:	What are you thinking, Rem?
context: Well, now! Good morni\Where's the blue-haired girl who was here with me?!\Th-The lady you were with, u-uh\I can't hear you!\I was saying that she left during the night.\Here are your things...\What the hell?\What are you thinking, Rem? response:	I thought that you would understand me...
context: Where's the blue-haired girl who was here with me?!\Th-The lady you were with, u-uh\I can't hear you!\I was saying that she left during the night.\Here are your things...\What the hell?\What are you thinking, Rem?\I thought that you would understand me... response:	Dear Subaru-kun.
context: Th-The lady you were with, u-uh\I can't hear you!\I was saying that she left during the night.\Here are your things...\What the hell?\What are you thinking, Rem?\I thought that you would understand me...\Dear Subaru-kun. response:	When you read this letter,
context: I can't hear you!\I was saying that she left during the night.\Here are your things...\What the hell?\What are you thinking, Rem?\I thought that you would understand me...\Dear Subaru-kun.\When you read this letter, response:	I'm sure you will be very angry with me.
context: I was saying that she left during the night.\Here are your things...\What the hell?\What are you thinking, Rem?\I thought that you would understand me...\Dear Subaru-kun.\When you read this letter,\I'm sure you will be very angry with me. response:	I shall not ask
context: Here are your things...\What the hell?\What are you thinking, Rem?\I thought that you would understand me...\Dear Subaru-kun.\When you read this letter,\I'm sure you will be very angry with me.\I shall not ask response:	for your forgiveness for leaving you to go to the mansion.
context: What the hell?\What are you thinking, Rem?\I thought that you would understand me...\Dear Subaru-kun.\When you read this letter,\I'm sure you will be very angry with me.\I shall not ask\for your forgiveness for leaving you to go to the mansion. response:	The one in there might agree to your offer.
context: What are you thinking, Rem?\I thought that you would understand me...\Dear Subaru-kun.\When you read this letter,\I'm sure you will be very angry with me.\I shall not ask\for your forgiveness for leaving you to go to the mansion.\The one in there might agree to your offer. response:	But please understand.
context: I thought that you would understand me...\Dear Subaru-kun.\When you read this letter,\I'm sure you will be very angry with me.\I shall not ask\for your forgiveness for leaving you to go to the mansion.\The one in there might agree to your offer.\But please understand. response:	Bringing you to the mansion right now would be very dangerous.
context: Dear Subaru-kun.\When you read this letter,\I'm sure you will be very angry with me.\I shall not ask\for your forgiveness for leaving you to go to the mansion.\The one in there might agree to your offer.\But please understand.\Bringing you to the mansion right now would be very dangerous. response:	Are you the one called Otto?
context: When you read this letter,\I'm sure you will be very angry with me.\I shall not ask\for your forgiveness for leaving you to go to the mansion.\The one in there might agree to your offer.\But please understand.\Bringing you to the mansion right now would be very dangerous.\Are you the one called Otto? response:	So please wait here for me to return.
context: I'm sure you will be very angry with me.\I shall not ask\for your forgiveness for leaving you to go to the mansion.\The one in there might agree to your offer.\But please understand.\Bringing you to the mansion right now would be very dangerous.\Are you the one called Otto?\So please wait here for me to return. response:	I'll accept your payment, but I think this is very reckless, Natsuki-san!
context: I shall not ask\for your forgiveness for leaving you to go to the mansion.\The one in there might agree to your offer.\But please understand.\Bringing you to the mansion right now would be very dangerous.\Are you the one called Otto?\So please wait here for me to return.\I'll accept your payment, but I think this is very reckless, Natsuki-san! response:	So you think I'm a useless good-for-nothing, too, Rem?
context: for your forgiveness for leaving you to go to the mansion.\The one in there might agree to your offer.\But please understand.\Bringing you to the mansion right now would be very dangerous.\Are you the one called Otto?\So please wait here for me to return.\I'll accept your payment, but I think this is very reckless, Natsuki-san!\So you think I'm a useless good-for-nothing, too, Rem? response:	I think I've just been introduced to someone who could be real trouble.
context: The one in there might agree to your offer.\But please understand.\Bringing you to the mansion right now would be very dangerous.\Are you the one called Otto?\So please wait here for me to return.\I'll accept your payment, but I think this is very reckless, Natsuki-san!\So you think I'm a useless good-for-nothing, too, Rem?\I think I've just been introduced to someone who could be real trouble. response:	Okay, fine. If you won't trust me,
context: But please understand.\Bringing you to the mansion right now would be very dangerous.\Are you the one called Otto?\So please wait here for me to return.\I'll accept your payment, but I think this is very reckless, Natsuki-san!\So you think I'm a useless good-for-nothing, too, Rem?\I think I've just been introduced to someone who could be real trouble.\Okay, fine. If you won't trust me, response:	then why should I depend on you?
context: Bringing you to the mansion right now would be very dangerous.\Are you the one called Otto?\So please wait here for me to return.\I'll accept your payment, but I think this is very reckless, Natsuki-san!\So you think I'm a useless good-for-nothing, too, Rem?\I think I've just been introduced to someone who could be real trouble.\Okay, fine. If you won't trust me,\then why should I depend on you? response:	I'm sorry, but can we please turn back now?
context: Are you the one called Otto?\So please wait here for me to return.\I'll accept your payment, but I think this is very reckless, Natsuki-san!\So you think I'm a useless good-for-nothing, too, Rem?\I think I've just been introduced to someone who could be real trouble.\Okay, fine. If you won't trust me,\then why should I depend on you?\I'm sorry, but can we please turn back now? response:	Huh? After coming this far?
context: So please wait here for me to return.\I'll accept your payment, but I think this is very reckless, Natsuki-san!\So you think I'm a useless good-for-nothing, too, Rem?\I think I've just been introduced to someone who could be real trouble.\Okay, fine. If you won't trust me,\then why should I depend on you?\I'm sorry, but can we please turn back now?\Huh? After coming this far? response:	My ground dragon is frightened.
context: I'll accept your payment, but I think this is very reckless, Natsuki-san!\So you think I'm a useless good-for-nothing, too, Rem?\I think I've just been introduced to someone who could be real trouble.\Okay, fine. If you won't trust me,\then why should I depend on you?\I'm sorry, but can we please turn back now?\Huh? After coming this far?\My ground dragon is frightened. response:	It instinctively knows that this place is too dangerous to approach.
context: So you think I'm a useless good-for-nothing, too, Rem?\I think I've just been introduced to someone who could be real trouble.\Okay, fine. If you won't trust me,\then why should I depend on you?\I'm sorry, but can we please turn back now?\Huh? After coming this far?\My ground dragon is frightened.\It instinctively knows that this place is too dangerous to approach. response:	Where are we now?
context: I think I've just been introduced to someone who could be real trouble.\Okay, fine. If you won't trust me,\then why should I depend on you?\I'm sorry, but can we please turn back now?\Huh? After coming this far?\My ground dragon is frightened.\It instinctively knows that this place is too dangerous to approach.\Where are we now? response:	We're already in the Mathers domain,
context: Okay, fine. If you won't trust me,\then why should I depend on you?\I'm sorry, but can we please turn back now?\Huh? After coming this far?\My ground dragon is frightened.\It instinctively knows that this place is too dangerous to approach.\Where are we now?\We're already in the Mathers domain, response:	near a village called Arlam.
context: then why should I depend on you?\I'm sorry, but can we please turn back now?\Huh? After coming this far?\My ground dragon is frightened.\It instinctively knows that this place is too dangerous to approach.\Where are we now?\We're already in the Mathers domain,\near a village called Arlam. response:	Got it!
context: I'm sorry, but can we please turn back now?\Huh? After coming this far?\My ground dragon is frightened.\It instinctively knows that this place is too dangerous to approach.\Where are we now?\We're already in the Mathers domain,\near a village called Arlam.\Got it! response:	Natsuki-san, you can't go out there! Let's turn back!
context: Huh? After coming this far?\My ground dragon is frightened.\It instinctively knows that this place is too dangerous to approach.\Where are we now?\We're already in the Mathers domain,\near a village called Arlam.\Got it!\Natsuki-san, you can't go out there! Let's turn back! response:	This is far enough, Otto.
context: My ground dragon is frightened.\It instinctively knows that this place is too dangerous to approach.\Where are we now?\We're already in the Mathers domain,\near a village called Arlam.\Got it!\Natsuki-san, you can't go out there! Let's turn back!\This is far enough, Otto. response:	You can take the money and all my stuff.
context: It instinctively knows that this place is too dangerous to approach.\Where are we now?\We're already in the Mathers domain,\near a village called Arlam.\Got it!\Natsuki-san, you can't go out there! Let's turn back!\This is far enough, Otto.\You can take the money and all my stuff. response:	I can't do that.
context: Where are we now?\We're already in the Mathers domain,\near a village called Arlam.\Got it!\Natsuki-san, you can't go out there! Let's turn back!\This is far enough, Otto.\You can take the money and all my stuff.\I can't do that. response:	Please rethink this!
context: We're already in the Mathers domain,\near a village called Arlam.\Got it!\Natsuki-san, you can't go out there! Let's turn back!\This is far enough, Otto.\You can take the money and all my stuff.\I can't do that.\Please rethink this! response:	Natsuki-san!
context: near a village called Arlam.\Got it!\Natsuki-san, you can't go out there! Let's turn back!\This is far enough, Otto.\You can take the money and all my stuff.\I can't do that.\Please rethink this!\Natsuki-san! response:	What is this?
context: Got it!\Natsuki-san, you can't go out there! Let's turn back!\This is far enough, Otto.\You can take the money and all my stuff.\I can't do that.\Please rethink this!\Natsuki-san!\What is this? response:	It's too quiet...
context: Natsuki-san, you can't go out there! Let's turn back!\This is far enough, Otto.\You can take the money and all my stuff.\I can't do that.\Please rethink this!\Natsuki-san!\What is this?\It's too quiet... response:	What was that?
