context: She's a pretty... response:	Yup.
context: Right here.\Yeah.\The Star Whale is opening its mouth right now.\That's it!\The outside!\I'll follow you to the surface!\Thanks!\First we need to contact the princess! response:	And ask Cou-sama for help!
context: Yeah.\The Star Whale is opening its mouth right now.\That's it!\The outside!\I'll follow you to the surface!\Thanks!\First we need to contact the princess!\And ask Cou-sama for help! response:	I wonder what happened to Aria-dono.
context: The Star Whale is opening its mouth right now.\That's it!\The outside!\I'll follow you to the surface!\Thanks!\First we need to contact the princess!\And ask Cou-sama for help!\I wonder what happened to Aria-dono. response:	I don't know, but...
context: That's it!\The outside!\I'll follow you to the surface!\Thanks!\First we need to contact the princess!\And ask Cou-sama for help!\I wonder what happened to Aria-dono.\I don't know, but... response:	She looks like she's in pain.
context: The outside!\I'll follow you to the surface!\Thanks!\First we need to contact the princess!\And ask Cou-sama for help!\I wonder what happened to Aria-dono.\I don't know, but...\She looks like she's in pain. response:	I brought medicine, but...
context: I'll follow you to the surface!\Thanks!\First we need to contact the princess!\And ask Cou-sama for help!\I wonder what happened to Aria-dono.\I don't know, but...\She looks like she's in pain.\I brought medicine, but... response:	I don't know if it's okay to use on people here.
context: Thanks!\First we need to contact the princess!\And ask Cou-sama for help!\I wonder what happened to Aria-dono.\I don't know, but...\She looks like she's in pain.\I brought medicine, but...\I don't know if it's okay to use on people here. response:	Thank you.
context: First we need to contact the princess!\And ask Cou-sama for help!\I wonder what happened to Aria-dono.\I don't know, but...\She looks like she's in pain.\I brought medicine, but...\I don't know if it's okay to use on people here.\Thank you. response:	Just the thought is enough.
context: And ask Cou-sama for help!\I wonder what happened to Aria-dono.\I don't know, but...\She looks like she's in pain.\I brought medicine, but...\I don't know if it's okay to use on people here.\Thank you.\Just the thought is enough. response:	Aria always watched
context: I wonder what happened to Aria-dono.\I don't know, but...\She looks like she's in pain.\I brought medicine, but...\I don't know if it's okay to use on people here.\Thank you.\Just the thought is enough.\Aria always watched response:	the people on the surface.
context: I don't know, but...\She looks like she's in pain.\I brought medicine, but...\I don't know if it's okay to use on people here.\Thank you.\Just the thought is enough.\Aria always watched\the people on the surface. response:	She always watched the surface people with the water mirror.
context: She looks like she's in pain.\I brought medicine, but...\I don't know if it's okay to use on people here.\Thank you.\Just the thought is enough.\Aria always watched\the people on the surface.\She always watched the surface people with the water mirror. response:	War games, did you call them?
context: I brought medicine, but...\I don't know if it's okay to use on people here.\Thank you.\Just the thought is enough.\Aria always watched\the people on the surface.\She always watched the surface people with the water mirror.\War games, did you call them? response:	The ones that are like festivals.
context: I don't know if it's okay to use on people here.\Thank you.\Just the thought is enough.\Aria always watched\the people on the surface.\She always watched the surface people with the water mirror.\War games, did you call them?\The ones that are like festivals. response:	We do them a lot.
context: Thank you.\Just the thought is enough.\Aria always watched\the people on the surface.\She always watched the surface people with the water mirror.\War games, did you call them?\The ones that are like festivals.\We do them a lot. response:	She liked those especially.
context: Just the thought is enough.\Aria always watched\the people on the surface.\She always watched the surface people with the water mirror.\War games, did you call them?\The ones that are like festivals.\We do them a lot.\She liked those especially. response:	She said she wanted to go to the surface someday.
context: Aria always watched\the people on the surface.\She always watched the surface people with the water mirror.\War games, did you call them?\The ones that are like festivals.\We do them a lot.\She liked those especially.\She said she wanted to go to the surface someday. response:	We laughed and said it was impossible, though.
context: the people on the surface.\She always watched the surface people with the water mirror.\War games, did you call them?\The ones that are like festivals.\We do them a lot.\She liked those especially.\She said she wanted to go to the surface someday.\We laughed and said it was impossible, though. response:	It's not impossible.
context: She always watched the surface people with the water mirror.\War games, did you call them?\The ones that are like festivals.\We do them a lot.\She liked those especially.\She said she wanted to go to the surface someday.\We laughed and said it was impossible, though.\It's not impossible. response:	But it's all land down there, with not a lot of water, right?
context: War games, did you call them?\The ones that are like festivals.\We do them a lot.\She liked those especially.\She said she wanted to go to the surface someday.\We laughed and said it was impossible, though.\It's not impossible.\But it's all land down there, with not a lot of water, right? response:	They say that the most common water is salt water.
context: The ones that are like festivals.\We do them a lot.\She liked those especially.\She said she wanted to go to the surface someday.\We laughed and said it was impossible, though.\It's not impossible.\But it's all land down there, with not a lot of water, right?\They say that the most common water is salt water. response:	That's true, but...
context: We do them a lot.\She liked those especially.\She said she wanted to go to the surface someday.\We laughed and said it was impossible, though.\It's not impossible.\But it's all land down there, with not a lot of water, right?\They say that the most common water is salt water.\That's true, but... response:	We can't get too far
context: She liked those especially.\She said she wanted to go to the surface someday.\We laughed and said it was impossible, though.\It's not impossible.\But it's all land down there, with not a lot of water, right?\They say that the most common water is salt water.\That's true, but...\We can't get too far response:	from pure fresh water.
context: She said she wanted to go to the surface someday.\We laughed and said it was impossible, though.\It's not impossible.\But it's all land down there, with not a lot of water, right?\They say that the most common water is salt water.\That's true, but...\We can't get too far\from pure fresh water. response:	I'll use surface technology to help!
context: We laughed and said it was impossible, though.\It's not impossible.\But it's all land down there, with not a lot of water, right?\They say that the most common water is salt water.\That's true, but...\We can't get too far\from pure fresh water.\I'll use surface technology to help! response:	For example, we could get a big carriage
context: It's not impossible.\But it's all land down there, with not a lot of water, right?\They say that the most common water is salt water.\That's true, but...\We can't get too far\from pure fresh water.\I'll use surface technology to help!\For example, we could get a big carriage response:	and use either a box or half-sphere filled with fresh water...
context: But it's all land down there, with not a lot of water, right?\They say that the most common water is salt water.\That's true, but...\We can't get too far\from pure fresh water.\I'll use surface technology to help!\For example, we could get a big carriage\and use either a box or half-sphere filled with fresh water... response:	Like this... like this?
context: They say that the most common water is salt water.\That's true, but...\We can't get too far\from pure fresh water.\I'll use surface technology to help!\For example, we could get a big carriage\and use either a box or half-sphere filled with fresh water...\Like this... like this? response:	Like this!
context: That's true, but...\We can't get too far\from pure fresh water.\I'll use surface technology to help!\For example, we could get a big carriage\and use either a box or half-sphere filled with fresh water...\Like this... like this?\Like this! response:	You could make these in
context: We can't get too far\from pure fresh water.\I'll use surface technology to help!\For example, we could get a big carriage\and use either a box or half-sphere filled with fresh water...\Like this... like this?\Like this!\You could make these in response:	a lot of sizes depending on how many people were coming.
context: from pure fresh water.\I'll use surface technology to help!\For example, we could get a big carriage\and use either a box or half-sphere filled with fresh water...\Like this... like this?\Like this!\You could make these in\a lot of sizes depending on how many people were coming. response:	There are technologies we could use to
context: I'll use surface technology to help!\For example, we could get a big carriage\and use either a box or half-sphere filled with fresh water...\Like this... like this?\Like this!\You could make these in\a lot of sizes depending on how many people were coming.\There are technologies we could use to response:	purify the water and maintain its temperature.
context: For example, we could get a big carriage\and use either a box or half-sphere filled with fresh water...\Like this... like this?\Like this!\You could make these in\a lot of sizes depending on how many people were coming.\There are technologies we could use to\purify the water and maintain its temperature. response:	I see.
context: and use either a box or half-sphere filled with fresh water...\Like this... like this?\Like this!\You could make these in\a lot of sizes depending on how many people were coming.\There are technologies we could use to\purify the water and maintain its temperature.\I see. response:	The Star People could use this to visit the surface.
context: Like this... like this?\Like this!\You could make these in\a lot of sizes depending on how many people were coming.\There are technologies we could use to\purify the water and maintain its temperature.\I see.\The Star People could use this to visit the surface. response:	You're right.
context: Like this!\You could make these in\a lot of sizes depending on how many people were coming.\There are technologies we could use to\purify the water and maintain its temperature.\I see.\The Star People could use this to visit the surface.\You're right. response:	It's wonderful.
context: You could make these in\a lot of sizes depending on how many people were coming.\There are technologies we could use to\purify the water and maintain its temperature.\I see.\The Star People could use this to visit the surface.\You're right.\It's wonderful. response:	I'm sure Aria will be so happy when she hears it.
context: a lot of sizes depending on how many people were coming.\There are technologies we could use to\purify the water and maintain its temperature.\I see.\The Star People could use this to visit the surface.\You're right.\It's wonderful.\I'm sure Aria will be so happy when she hears it. response:	We should have started talking to the people on the surface sooner.
context: There are technologies we could use to\purify the water and maintain its temperature.\I see.\The Star People could use this to visit the surface.\You're right.\It's wonderful.\I'm sure Aria will be so happy when she hears it.\We should have started talking to the people on the surface sooner. response:	The surface people
context: purify the water and maintain its temperature.\I see.\The Star People could use this to visit the surface.\You're right.\It's wonderful.\I'm sure Aria will be so happy when she hears it.\We should have started talking to the people on the surface sooner.\The surface people response:	can't come to the Sky Sea easily.
context: I see.\The Star People could use this to visit the surface.\You're right.\It's wonderful.\I'm sure Aria will be so happy when she hears it.\We should have started talking to the people on the surface sooner.\The surface people\can't come to the Sky Sea easily. response:	We were only able to do it thanks to the Fire Dragon.
context: The Star People could use this to visit the surface.\You're right.\It's wonderful.\I'm sure Aria will be so happy when she hears it.\We should have started talking to the people on the surface sooner.\The surface people\can't come to the Sky Sea easily.\We were only able to do it thanks to the Fire Dragon. response:	The only ones who could get up here easily
context: You're right.\It's wonderful.\I'm sure Aria will be so happy when she hears it.\We should have started talking to the people on the surface sooner.\The surface people\can't come to the Sky Sea easily.\We were only able to do it thanks to the Fire Dragon.\The only ones who could get up here easily response:	are the Heroes of the various countries or the leaders
context: It's wonderful.\I'm sure Aria will be so happy when she hears it.\We should have started talking to the people on the surface sooner.\The surface people\can't come to the Sky Sea easily.\We were only able to do it thanks to the Fire Dragon.\The only ones who could get up here easily\are the Heroes of the various countries or the leaders response:	who have treasure swords that let you fly.
context: I'm sure Aria will be so happy when she hears it.\We should have started talking to the people on the surface sooner.\The surface people\can't come to the Sky Sea easily.\We were only able to do it thanks to the Fire Dragon.\The only ones who could get up here easily\are the Heroes of the various countries or the leaders\who have treasure swords that let you fly. response:	Come to think of it, the last person
context: We should have started talking to the people on the surface sooner.\The surface people\can't come to the Sky Sea easily.\We were only able to do it thanks to the Fire Dragon.\The only ones who could get up here easily\are the Heroes of the various countries or the leaders\who have treasure swords that let you fly.\Come to think of it, the last person response:	to come here was a Hero, I heard.
context: The surface people\can't come to the Sky Sea easily.\We were only able to do it thanks to the Fire Dragon.\The only ones who could get up here easily\are the Heroes of the various countries or the leaders\who have treasure swords that let you fly.\Come to think of it, the last person\to come here was a Hero, I heard. response:	Yes, that's right.
context: can't come to the Sky Sea easily.\We were only able to do it thanks to the Fire Dragon.\The only ones who could get up here easily\are the Heroes of the various countries or the leaders\who have treasure swords that let you fly.\Come to think of it, the last person\to come here was a Hero, I heard.\Yes, that's right. response:	The hero Adel and her party.
context: We were only able to do it thanks to the Fire Dragon.\The only ones who could get up here easily\are the Heroes of the various countries or the leaders\who have treasure swords that let you fly.\Come to think of it, the last person\to come here was a Hero, I heard.\Yes, that's right.\The hero Adel and her party. response:	Her signature's on display in my great-grandma's house!
context: The only ones who could get up here easily\are the Heroes of the various countries or the leaders\who have treasure swords that let you fly.\Come to think of it, the last person\to come here was a Hero, I heard.\Yes, that's right.\The hero Adel and her party.\Her signature's on display in my great-grandma's house! response:	Do you know the Hero Adel-sama?
context: are the Heroes of the various countries or the leaders\who have treasure swords that let you fly.\Come to think of it, the last person\to come here was a Hero, I heard.\Yes, that's right.\The hero Adel and her party.\Her signature's on display in my great-grandma's house!\Do you know the Hero Adel-sama? response:	Not only do we know her,
context: who have treasure swords that let you fly.\Come to think of it, the last person\to come here was a Hero, I heard.\Yes, that's right.\The hero Adel and her party.\Her signature's on display in my great-grandma's house!\Do you know the Hero Adel-sama?\Not only do we know her, response:	she told us
context: Come to think of it, the last person\to come here was a Hero, I heard.\Yes, that's right.\The hero Adel and her party.\Her signature's on display in my great-grandma's house!\Do you know the Hero Adel-sama?\Not only do we know her,\she told us response:	her story yesterday!
context: to come here was a Hero, I heard.\Yes, that's right.\The hero Adel and her party.\Her signature's on display in my great-grandma's house!\Do you know the Hero Adel-sama?\Not only do we know her,\she told us\her story yesterday! response:	She's still alive! Wow!
context: Yes, that's right.\The hero Adel and her party.\Her signature's on display in my great-grandma's house!\Do you know the Hero Adel-sama?\Not only do we know her,\she told us\her story yesterday!\She's still alive! Wow! response:	She's still young.
context: The hero Adel and her party.\Her signature's on display in my great-grandma's house!\Do you know the Hero Adel-sama?\Not only do we know her,\she told us\her story yesterday!\She's still alive! Wow!\She's still young. response:	And I was
context: Her signature's on display in my great-grandma's house!\Do you know the Hero Adel-sama?\Not only do we know her,\she told us\her story yesterday!\She's still alive! Wow!\She's still young.\And I was response:	raised by a member of her party.
context: Do you know the Hero Adel-sama?\Not only do we know her,\she told us\her story yesterday!\She's still alive! Wow!\She's still young.\And I was\raised by a member of her party. response:	The sky and the surface really are connected, aren't they?
context: Not only do we know her,\she told us\her story yesterday!\She's still alive! Wow!\She's still young.\And I was\raised by a member of her party.\The sky and the surface really are connected, aren't they? response:	That's right!
context: she told us\her story yesterday!\She's still alive! Wow!\She's still young.\And I was\raised by a member of her party.\The sky and the surface really are connected, aren't they?\That's right! response:	Who's that?
context: her story yesterday!\She's still alive! Wow!\She's still young.\And I was\raised by a member of her party.\The sky and the surface really are connected, aren't they?\That's right!\Who's that? response:	I don't know,
context: She's still alive! Wow!\She's still young.\And I was\raised by a member of her party.\The sky and the surface really are connected, aren't they?\That's right!\Who's that?\I don't know, response:	but I think I've seen them somewhere before...
context: She's still young.\And I was\raised by a member of her party.\The sky and the surface really are connected, aren't they?\That's right!\Who's that?\I don't know,\but I think I've seen them somewhere before... response:	Aria...
context: And I was\raised by a member of her party.\The sky and the surface really are connected, aren't they?\That's right!\Who's that?\I don't know,\but I think I've seen them somewhere before...\Aria... response:	Something's strange about them...
context: raised by a member of her party.\The sky and the surface really are connected, aren't they?\That's right!\Who's that?\I don't know,\but I think I've seen them somewhere before...\Aria...\Something's strange about them... response:	Everyone, be careful.
context: The sky and the surface really are connected, aren't they?\That's right!\Who's that?\I don't know,\but I think I've seen them somewhere before...\Aria...\Something's strange about them...\Everyone, be careful. response:	Is it one of Aria-dono's acquaintances?
context: That's right!\Who's that?\I don't know,\but I think I've seen them somewhere before...\Aria...\Something's strange about them...\Everyone, be careful.\Is it one of Aria-dono's acquaintances? response:	Move.
context: Who's that?\I don't know,\but I think I've seen them somewhere before...\Aria...\Something's strange about them...\Everyone, be careful.\Is it one of Aria-dono's acquaintances?\Move. response:	Farine-dono!
context: I don't know,\but I think I've seen them somewhere before...\Aria...\Something's strange about them...\Everyone, be careful.\Is it one of Aria-dono's acquaintances?\Move.\Farine-dono! response:	Priestess!
context: but I think I've seen them somewhere before...\Aria...\Something's strange about them...\Everyone, be careful.\Is it one of Aria-dono's acquaintances?\Move.\Farine-dono!\Priestess! response:	I won't let you!
context: Aria...\Something's strange about them...\Everyone, be careful.\Is it one of Aria-dono's acquaintances?\Move.\Farine-dono!\Priestess!\I won't let you! response:	This is... Sickness Demon poison!
context: Something's strange about them...\Everyone, be careful.\Is it one of Aria-dono's acquaintances?\Move.\Farine-dono!\Priestess!\I won't let you!\This is... Sickness Demon poison! response:	Give back Aria.
context: Everyone, be careful.\Is it one of Aria-dono's acquaintances?\Move.\Farine-dono!\Priestess!\I won't let you!\This is... Sickness Demon poison!\Give back Aria. response:	Chief! Everyone!
context: Is it one of Aria-dono's acquaintances?\Move.\Farine-dono!\Priestess!\I won't let you!\This is... Sickness Demon poison!\Give back Aria.\Chief! Everyone! response:	Get the priestess and Aria somewhere safe!
context: Move.\Farine-dono!\Priestess!\I won't let you!\This is... Sickness Demon poison!\Give back Aria.\Chief! Everyone!\Get the priestess and Aria somewhere safe! response:	Roger!
context: Farine-dono!\Priestess!\I won't let you!\This is... Sickness Demon poison!\Give back Aria.\Chief! Everyone!\Get the priestess and Aria somewhere safe!\Roger! response:	Senka Reppuu!
context: Priestess!\I won't let you!\This is... Sickness Demon poison!\Give back Aria.\Chief! Everyone!\Get the priestess and Aria somewhere safe!\Roger!\Senka Reppuu! response:	Got you!
context: I won't let you!\This is... Sickness Demon poison!\Give back Aria.\Chief! Everyone!\Get the priestess and Aria somewhere safe!\Roger!\Senka Reppuu!\Got you! response:	Fox girl... priestess...
context: This is... Sickness Demon poison!\Give back Aria.\Chief! Everyone!\Get the priestess and Aria somewhere safe!\Roger!\Senka Reppuu!\Got you!\Fox girl... priestess... response:	Seal evil!
context: Give back Aria.\Chief! Everyone!\Get the priestess and Aria somewhere safe!\Roger!\Senka Reppuu!\Got you!\Fox girl... priestess...\Seal evil! response:	Don't get in my way!
context: Chief! Everyone!\Get the priestess and Aria somewhere safe!\Roger!\Senka Reppuu!\Got you!\Fox girl... priestess...\Seal evil!\Don't get in my way! response:	Hurry!
context: Get the priestess and Aria somewhere safe!\Roger!\Senka Reppuu!\Got you!\Fox girl... priestess...\Seal evil!\Don't get in my way!\Hurry! response:	Aria...
context: Roger!\Senka Reppuu!\Got you!\Fox girl... priestess...\Seal evil!\Don't get in my way!\Hurry!\Aria... response:	Our promise...
context: Senka Reppuu!\Got you!\Fox girl... priestess...\Seal evil!\Don't get in my way!\Hurry!\Aria...\Our promise... response:	Are you Verde?
context: Got you!\Fox girl... priestess...\Seal evil!\Don't get in my way!\Hurry!\Aria...\Our promise...\Are you Verde? response:	You're in my way.
context: Fox girl... priestess...\Seal evil!\Don't get in my way!\Hurry!\Aria...\Our promise...\Are you Verde?\You're in my way. response:	I heard
context: Seal evil!\Don't get in my way!\Hurry!\Aria...\Our promise...\Are you Verde?\You're in my way.\I heard response:	a strange sound from the village.
context: Don't get in my way!\Hurry!\Aria...\Our promise...\Are you Verde?\You're in my way.\I heard\a strange sound from the village. response:	Seriously?
context: Hurry!\Aria...\Our promise...\Are you Verde?\You're in my way.\I heard\a strange sound from the village.\Seriously? response:	Aria...
context: Aria...\Our promise...\Are you Verde?\You're in my way.\I heard\a strange sound from the village.\Seriously?\Aria... response:	Aria. Our promise.
context: Our promise...\Are you Verde?\You're in my way.\I heard\a strange sound from the village.\Seriously?\Aria...\Aria. Our promise. response:	Let me hear your song.
context: Are you Verde?\You're in my way.\I heard\a strange sound from the village.\Seriously?\Aria...\Aria. Our promise.\Let me hear your song. response:	Only me...
context: You're in my way.\I heard\a strange sound from the village.\Seriously?\Aria...\Aria. Our promise.\Let me hear your song.\Only me... response:	Verde.
context: I heard\a strange sound from the village.\Seriously?\Aria...\Aria. Our promise.\Let me hear your song.\Only me...\Verde. response:	Aria's songs belong to me.
context: a strange sound from the village.\Seriously?\Aria...\Aria. Our promise.\Let me hear your song.\Only me...\Verde.\Aria's songs belong to me. response:	They belong to me.
context: Seriously?\Aria...\Aria. Our promise.\Let me hear your song.\Only me...\Verde.\Aria's songs belong to me.\They belong to me. response:	Just wait, Aria!
context: Aria...\Aria. Our promise.\Let me hear your song.\Only me...\Verde.\Aria's songs belong to me.\They belong to me.\Just wait, Aria! response:	Make sure...
context: Aria. Our promise.\Let me hear your song.\Only me...\Verde.\Aria's songs belong to me.\They belong to me.\Just wait, Aria!\Make sure... response:	Song of the Stars
