context: I braided it the other day, too. response:	You just let her do what she wants, huh.
context: Damn, how many guys want to be with her now?\rrrumble... Damn, how many guys want to be with her now?\rrrumble... There's one thing I know about crushing on Hori-san...\rrrumble... Don't fall for her unless you really mean it.\Don't fall for her unless you really mean it.\Speaking of Hori, where's she at?\The student council room, I think.\Oh, I don't have my phone. response:	Did you leave it in the science lab?
context: rrrumble... Damn, how many guys want to be with her now?\rrrumble... There's one thing I know about crushing on Hori-san...\rrrumble... Don't fall for her unless you really mean it.\Don't fall for her unless you really mean it.\Speaking of Hori, where's she at?\The student council room, I think.\Oh, I don't have my phone.\Did you leave it in the science lab? response:	I'll go look.
context: rrrumble... There's one thing I know about crushing on Hori-san...\rrrumble... Don't fall for her unless you really mean it.\Don't fall for her unless you really mean it.\Speaking of Hori, where's she at?\The student council room, I think.\Oh, I don't have my phone.\Did you leave it in the science lab?\I'll go look. response:	Science Lab
context: rrrumble... Don't fall for her unless you really mean it.\Don't fall for her unless you really mean it.\Speaking of Hori, where's she at?\The student council room, I think.\Oh, I don't have my phone.\Did you leave it in the science lab?\I'll go look.\Science Lab response:	Did you forget something, too, Mizouchi-kun?
context: Don't fall for her unless you really mean it.\Speaking of Hori, where's she at?\The student council room, I think.\Oh, I don't have my phone.\Did you leave it in the science lab?\I'll go look.\Science Lab\Did you forget something, too, Mizouchi-kun? response:	Have you seen my phone?
context: Speaking of Hori, where's she at?\The student council room, I think.\Oh, I don't have my phone.\Did you leave it in the science lab?\I'll go look.\Science Lab\Did you forget something, too, Mizouchi-kun?\Have you seen my phone? response:	No.
context: The student council room, I think.\Oh, I don't have my phone.\Did you leave it in the science lab?\I'll go look.\Science Lab\Did you forget something, too, Mizouchi-kun?\Have you seen my phone?\No. response:	Okay.
context: Oh, I don't have my phone.\Did you leave it in the science lab?\I'll go look.\Science Lab\Did you forget something, too, Mizouchi-kun?\Have you seen my phone?\No.\Okay. response:	Why would it be in there?
context: Did you leave it in the science lab?\I'll go look.\Science Lab\Did you forget something, too, Mizouchi-kun?\Have you seen my phone?\No.\Okay.\Why would it be in there? response:	Well, nobody else has had class in here since we did,
context: I'll go look.\Science Lab\Did you forget something, too, Mizouchi-kun?\Have you seen my phone?\No.\Okay.\Why would it be in there?\Well, nobody else has had class in here since we did, response:	so it's gotta still be in here somewhere.
context: Science Lab\Did you forget something, too, Mizouchi-kun?\Have you seen my phone?\No.\Okay.\Why would it be in there?\Well, nobody else has had class in here since we did,\so it's gotta still be in here somewhere. response:	What's your number?
context: Did you forget something, too, Mizouchi-kun?\Have you seen my phone?\No.\Okay.\Why would it be in there?\Well, nobody else has had class in here since we did,\so it's gotta still be in here somewhere.\What's your number? response:	Huh?
context: Have you seen my phone?\No.\Okay.\Why would it be in there?\Well, nobody else has had class in here since we did,\so it's gotta still be in here somewhere.\What's your number?\Huh? response:	I'll call it.
context: No.\Okay.\Why would it be in there?\Well, nobody else has had class in here since we did,\so it's gotta still be in here somewhere.\What's your number?\Huh?\I'll call it. response:	Umm, 090...
context: Okay.\Why would it be in there?\Well, nobody else has had class in here since we did,\so it's gotta still be in here somewhere.\What's your number?\Huh?\I'll call it.\Umm, 090... response:	Found it.
context: Why would it be in there?\Well, nobody else has had class in here since we did,\so it's gotta still be in here somewhere.\What's your number?\Huh?\I'll call it.\Umm, 090...\Found it. response:	It was in your pocket the whole time?
context: Well, nobody else has had class in here since we did,\so it's gotta still be in here somewhere.\What's your number?\Huh?\I'll call it.\Umm, 090...\Found it.\It was in your pocket the whole time? response:	Thanks! You're a lifesaver-
context: so it's gotta still be in here somewhere.\What's your number?\Huh?\I'll call it.\Umm, 090...\Found it.\It was in your pocket the whole time?\Thanks! You're a lifesaver- response:	Wait, why's the screen all black?
context: What's your number?\Huh?\I'll call it.\Umm, 090...\Found it.\It was in your pocket the whole time?\Thanks! You're a lifesaver-\Wait, why's the screen all black? response:	How did you break it two seconds later?!
context: Huh?\I'll call it.\Umm, 090...\Found it.\It was in your pocket the whole time?\Thanks! You're a lifesaver-\Wait, why's the screen all black?\How did you break it two seconds later?! response:	Why the hell is she with you?!
context: I'll call it.\Umm, 090...\Found it.\It was in your pocket the whole time?\Thanks! You're a lifesaver-\Wait, why's the screen all black?\How did you break it two seconds later?!\Why the hell is she with you?! response:	No, I didn't mean...
context: Umm, 090...\Found it.\It was in your pocket the whole time?\Thanks! You're a lifesaver-\Wait, why's the screen all black?\How did you break it two seconds later?!\Why the hell is she with you?!\No, I didn't mean... response:	Hey, Mizouchi-kun...
context: Found it.\It was in your pocket the whole time?\Thanks! You're a lifesaver-\Wait, why's the screen all black?\How did you break it two seconds later?!\Why the hell is she with you?!\No, I didn't mean...\Hey, Mizouchi-kun... response:	If you had to... could you punch Hori-san?
context: It was in your pocket the whole time?\Thanks! You're a lifesaver-\Wait, why's the screen all black?\How did you break it two seconds later?!\Why the hell is she with you?!\No, I didn't mean...\Hey, Mizouchi-kun...\If you had to... could you punch Hori-san? response:	What?! Punch her?! Like, if were fighting?
context: Thanks! You're a lifesaver-\Wait, why's the screen all black?\How did you break it two seconds later?!\Why the hell is she with you?!\No, I didn't mean...\Hey, Mizouchi-kun...\If you had to... could you punch Hori-san?\What?! Punch her?! Like, if were fighting? response:	Yeah, I suppose, kinda.
context: Wait, why's the screen all black?\How did you break it two seconds later?!\Why the hell is she with you?!\No, I didn't mean...\Hey, Mizouchi-kun...\If you had to... could you punch Hori-san?\What?! Punch her?! Like, if were fighting?\Yeah, I suppose, kinda. response:	Oh. I could never hit Hori!
context: How did you break it two seconds later?!\Why the hell is she with you?!\No, I didn't mean...\Hey, Mizouchi-kun...\If you had to... could you punch Hori-san?\What?! Punch her?! Like, if were fighting?\Yeah, I suppose, kinda.\Oh. I could never hit Hori! response:	Really?
context: Why the hell is she with you?!\No, I didn't mean...\Hey, Mizouchi-kun...\If you had to... could you punch Hori-san?\What?! Punch her?! Like, if were fighting?\Yeah, I suppose, kinda.\Oh. I could never hit Hori!\Really? response:	Then you could never be with her.
context: No, I didn't mean...\Hey, Mizouchi-kun...\If you had to... could you punch Hori-san?\What?! Punch her?! Like, if were fighting?\Yeah, I suppose, kinda.\Oh. I could never hit Hori!\Really?\Then you could never be with her. response:	Hey, Miyamura! Did you find your phone?
context: Hey, Mizouchi-kun...\If you had to... could you punch Hori-san?\What?! Punch her?! Like, if were fighting?\Yeah, I suppose, kinda.\Oh. I could never hit Hori!\Really?\Then you could never be with her.\Hey, Miyamura! Did you find your phone? response:	Huh? Why?
context: If you had to... could you punch Hori-san?\What?! Punch her?! Like, if were fighting?\Yeah, I suppose, kinda.\Oh. I could never hit Hori!\Really?\Then you could never be with her.\Hey, Miyamura! Did you find your phone?\Huh? Why? response:	Toru told me you're always leaving it all over the place.
context: What?! Punch her?! Like, if were fighting?\Yeah, I suppose, kinda.\Oh. I could never hit Hori!\Really?\Then you could never be with her.\Hey, Miyamura! Did you find your phone?\Huh? Why?\Toru told me you're always leaving it all over the place. response:	You'd better be more careful with your-
context: Yeah, I suppose, kinda.\Oh. I could never hit Hori!\Really?\Then you could never be with her.\Hey, Miyamura! Did you find your phone?\Huh? Why?\Toru told me you're always leaving it all over the place.\You'd better be more careful with your- response:	Shut the hell up, bitch! Stay quiet for once!
context: Oh. I could never hit Hori!\Really?\Then you could never be with her.\Hey, Miyamura! Did you find your phone?\Huh? Why?\Toru told me you're always leaving it all over the place.\You'd better be more careful with your-\Shut the hell up, bitch! Stay quiet for once! response:	Move!
context: Really?\Then you could never be with her.\Hey, Miyamura! Did you find your phone?\Huh? Why?\Toru told me you're always leaving it all over the place.\You'd better be more careful with your-\Shut the hell up, bitch! Stay quiet for once!\Move! response:	-Hori!
context: Then you could never be with her.\Hey, Miyamura! Did you find your phone?\Huh? Why?\Toru told me you're always leaving it all over the place.\You'd better be more careful with your-\Shut the hell up, bitch! Stay quiet for once!\Move!\-Hori! response:	-Leave her alone, Mizouchi-kun. -Hori!
context: Hey, Miyamura! Did you find your phone?\Huh? Why?\Toru told me you're always leaving it all over the place.\You'd better be more careful with your-\Shut the hell up, bitch! Stay quiet for once!\Move!\-Hori!\-Leave her alone, Mizouchi-kun. -Hori! response:	-Leave her alone, Mizouchi-kun.
context: Huh? Why?\Toru told me you're always leaving it all over the place.\You'd better be more careful with your-\Shut the hell up, bitch! Stay quiet for once!\Move!\-Hori!\-Leave her alone, Mizouchi-kun. -Hori!\-Leave her alone, Mizouchi-kun. response:	Oh... uh, okay.
context: Toru told me you're always leaving it all over the place.\You'd better be more careful with your-\Shut the hell up, bitch! Stay quiet for once!\Move!\-Hori!\-Leave her alone, Mizouchi-kun. -Hori!\-Leave her alone, Mizouchi-kun.\Oh... uh, okay. response:	Miyamura...
context: You'd better be more careful with your-\Shut the hell up, bitch! Stay quiet for once!\Move!\-Hori!\-Leave her alone, Mizouchi-kun. -Hori!\-Leave her alone, Mizouchi-kun.\Oh... uh, okay.\Miyamura... response:	I thought you were the kind of guy who could never stand up for himself.
context: Shut the hell up, bitch! Stay quiet for once!\Move!\-Hori!\-Leave her alone, Mizouchi-kun. -Hori!\-Leave her alone, Mizouchi-kun.\Oh... uh, okay.\Miyamura...\I thought you were the kind of guy who could never stand up for himself. response:	I thought you were some loser.
context: Move!\-Hori!\-Leave her alone, Mizouchi-kun. -Hori!\-Leave her alone, Mizouchi-kun.\Oh... uh, okay.\Miyamura...\I thought you were the kind of guy who could never stand up for himself.\I thought you were some loser. response:	But guess it's easy for you to be confident around your girlfriend, huh?
context: -Hori!\-Leave her alone, Mizouchi-kun. -Hori!\-Leave her alone, Mizouchi-kun.\Oh... uh, okay.\Miyamura...\I thought you were the kind of guy who could never stand up for himself.\I thought you were some loser.\But guess it's easy for you to be confident around your girlfriend, huh? response:	Yeah, super easy.
context: -Leave her alone, Mizouchi-kun. -Hori!\-Leave her alone, Mizouchi-kun.\Oh... uh, okay.\Miyamura...\I thought you were the kind of guy who could never stand up for himself.\I thought you were some loser.\But guess it's easy for you to be confident around your girlfriend, huh?\Yeah, super easy. response:	Whoa, why are your eyes all red?! Were you rubbing them or something?!
context: -Leave her alone, Mizouchi-kun.\Oh... uh, okay.\Miyamura...\I thought you were the kind of guy who could never stand up for himself.\I thought you were some loser.\But guess it's easy for you to be confident around your girlfriend, huh?\Yeah, super easy.\Whoa, why are your eyes all red?! Were you rubbing them or something?! response:	Miyamura! Go away, there's not enough room!
context: Oh... uh, okay.\Miyamura...\I thought you were the kind of guy who could never stand up for himself.\I thought you were some loser.\But guess it's easy for you to be confident around your girlfriend, huh?\Yeah, super easy.\Whoa, why are your eyes all red?! Were you rubbing them or something?!\Miyamura! Go away, there's not enough room! response:	Go where?
context: Miyamura...\I thought you were the kind of guy who could never stand up for himself.\I thought you were some loser.\But guess it's easy for you to be confident around your girlfriend, huh?\Yeah, super easy.\Whoa, why are your eyes all red?! Were you rubbing them or something?!\Miyamura! Go away, there's not enough room!\Go where? response:	Outside, jeez! Where are we, anyway?!
context: I thought you were the kind of guy who could never stand up for himself.\I thought you were some loser.\But guess it's easy for you to be confident around your girlfriend, huh?\Yeah, super easy.\Whoa, why are your eyes all red?! Were you rubbing them or something?!\Miyamura! Go away, there's not enough room!\Go where?\Outside, jeez! Where are we, anyway?! response:	Outside.
context: I thought you were some loser.\But guess it's easy for you to be confident around your girlfriend, huh?\Yeah, super easy.\Whoa, why are your eyes all red?! Were you rubbing them or something?!\Miyamura! Go away, there's not enough room!\Go where?\Outside, jeez! Where are we, anyway?!\Outside. response:	Huh?
context: But guess it's easy for you to be confident around your girlfriend, huh?\Yeah, super easy.\Whoa, why are your eyes all red?! Were you rubbing them or something?!\Miyamura! Go away, there's not enough room!\Go where?\Outside, jeez! Where are we, anyway?!\Outside.\Huh? response:	This is outside. The only free space there is.
context: Yeah, super easy.\Whoa, why are your eyes all red?! Were you rubbing them or something?!\Miyamura! Go away, there's not enough room!\Go where?\Outside, jeez! Where are we, anyway?!\Outside.\Huh?\This is outside. The only free space there is. response:	What the hell?! This locker or whatever isn't outside at all!
context: Whoa, why are your eyes all red?! Were you rubbing them or something?!\Miyamura! Go away, there's not enough room!\Go where?\Outside, jeez! Where are we, anyway?!\Outside.\Huh?\This is outside. The only free space there is.\What the hell?! This locker or whatever isn't outside at all! response:	This is what it's like outside.
context: Miyamura! Go away, there's not enough room!\Go where?\Outside, jeez! Where are we, anyway?!\Outside.\Huh?\This is outside. The only free space there is.\What the hell?! This locker or whatever isn't outside at all!\This is what it's like outside. response:	You've always been on the inside, so you don't know how it feels.
context: Go where?\Outside, jeez! Where are we, anyway?!\Outside.\Huh?\This is outside. The only free space there is.\What the hell?! This locker or whatever isn't outside at all!\This is what it's like outside.\You've always been on the inside, so you don't know how it feels. response:	Inside, outside, what the hell are you on about?
context: Outside, jeez! Where are we, anyway?!\Outside.\Huh?\This is outside. The only free space there is.\What the hell?! This locker or whatever isn't outside at all!\This is what it's like outside.\You've always been on the inside, so you don't know how it feels.\Inside, outside, what the hell are you on about? response:	You're the one who brought it up.
context: Outside.\Huh?\This is outside. The only free space there is.\What the hell?! This locker or whatever isn't outside at all!\This is what it's like outside.\You've always been on the inside, so you don't know how it feels.\Inside, outside, what the hell are you on about?\You're the one who brought it up. response:	I think this is the first time we've ever talked like this.
context: Huh?\This is outside. The only free space there is.\What the hell?! This locker or whatever isn't outside at all!\This is what it's like outside.\You've always been on the inside, so you don't know how it feels.\Inside, outside, what the hell are you on about?\You're the one who brought it up.\I think this is the first time we've ever talked like this. response:	Do you not like tight spaces?
context: This is outside. The only free space there is.\What the hell?! This locker or whatever isn't outside at all!\This is what it's like outside.\You've always been on the inside, so you don't know how it feels.\Inside, outside, what the hell are you on about?\You're the one who brought it up.\I think this is the first time we've ever talked like this.\Do you not like tight spaces? response:	I hate them.
context: What the hell?! This locker or whatever isn't outside at all!\This is what it's like outside.\You've always been on the inside, so you don't know how it feels.\Inside, outside, what the hell are you on about?\You're the one who brought it up.\I think this is the first time we've ever talked like this.\Do you not like tight spaces?\I hate them. response:	Huh. So do I.
context: This is what it's like outside.\You've always been on the inside, so you don't know how it feels.\Inside, outside, what the hell are you on about?\You're the one who brought it up.\I think this is the first time we've ever talked like this.\Do you not like tight spaces?\I hate them.\Huh. So do I. response:	Do you like being on the inside?
context: You've always been on the inside, so you don't know how it feels.\Inside, outside, what the hell are you on about?\You're the one who brought it up.\I think this is the first time we've ever talked like this.\Do you not like tight spaces?\I hate them.\Huh. So do I.\Do you like being on the inside? response:	It's better than this.
context: Inside, outside, what the hell are you on about?\You're the one who brought it up.\I think this is the first time we've ever talked like this.\Do you not like tight spaces?\I hate them.\Huh. So do I.\Do you like being on the inside?\It's better than this. response:	Even if there's nobody on the inside?
context: You're the one who brought it up.\I think this is the first time we've ever talked like this.\Do you not like tight spaces?\I hate them.\Huh. So do I.\Do you like being on the inside?\It's better than this.\Even if there's nobody on the inside? response:	If all the people on the inside with you came outside,
context: I think this is the first time we've ever talked like this.\Do you not like tight spaces?\I hate them.\Huh. So do I.\Do you like being on the inside?\It's better than this.\Even if there's nobody on the inside?\If all the people on the inside with you came outside, response:	then you'd be all alone in there.
context: Do you not like tight spaces?\I hate them.\Huh. So do I.\Do you like being on the inside?\It's better than this.\Even if there's nobody on the inside?\If all the people on the inside with you came outside,\then you'd be all alone in there. response:	Yeah...
context: I hate them.\Huh. So do I.\Do you like being on the inside?\It's better than this.\Even if there's nobody on the inside?\If all the people on the inside with you came outside,\then you'd be all alone in there.\Yeah... response:	You don't care if you're inside or outside.
context: Huh. So do I.\Do you like being on the inside?\It's better than this.\Even if there's nobody on the inside?\If all the people on the inside with you came outside,\then you'd be all alone in there.\Yeah...\You don't care if you're inside or outside. response:	You just care that people are there with you.
context: Do you like being on the inside?\It's better than this.\Even if there's nobody on the inside?\If all the people on the inside with you came outside,\then you'd be all alone in there.\Yeah...\You don't care if you're inside or outside.\You just care that people are there with you. response:	People who are on your side.
context: It's better than this.\Even if there's nobody on the inside?\If all the people on the inside with you came outside,\then you'd be all alone in there.\Yeah...\You don't care if you're inside or outside.\You just care that people are there with you.\People who are on your side. response:	That's it.
context: Even if there's nobody on the inside?\If all the people on the inside with you came outside,\then you'd be all alone in there.\Yeah...\You don't care if you're inside or outside.\You just care that people are there with you.\People who are on your side.\That's it. response:	I just...
context: If all the people on the inside with you came outside,\then you'd be all alone in there.\Yeah...\You don't care if you're inside or outside.\You just care that people are there with you.\People who are on your side.\That's it.\I just... response:	Bunnies
context: then you'd be all alone in there.\Yeah...\You don't care if you're inside or outside.\You just care that people are there with you.\People who are on your side.\That's it.\I just...\Bunnies response:	Huh? Miyamura's number? Yeah, I have it, but why do you want it?
context: Yeah...\You don't care if you're inside or outside.\You just care that people are there with you.\People who are on your side.\That's it.\I just...\Bunnies\Huh? Miyamura's number? Yeah, I have it, but why do you want it? response:	Doesn't matter, just tell me.
context: You don't care if you're inside or outside.\You just care that people are there with you.\People who are on your side.\That's it.\I just...\Bunnies\Huh? Miyamura's number? Yeah, I have it, but why do you want it?\Doesn't matter, just tell me. response:	Okay, just hold on.
context: You just care that people are there with you.\People who are on your side.\That's it.\I just...\Bunnies\Huh? Miyamura's number? Yeah, I have it, but why do you want it?\Doesn't matter, just tell me.\Okay, just hold on. response:	Everyone knew the rabbits liked Miyamura better than anyone.
context: People who are on your side.\That's it.\I just...\Bunnies\Huh? Miyamura's number? Yeah, I have it, but why do you want it?\Doesn't matter, just tell me.\Okay, just hold on.\Everyone knew the rabbits liked Miyamura better than anyone. response:	Huh? Why're we talking about rabbits?
context: That's it.\I just...\Bunnies\Huh? Miyamura's number? Yeah, I have it, but why do you want it?\Doesn't matter, just tell me.\Okay, just hold on.\Everyone knew the rabbits liked Miyamura better than anyone.\Huh? Why're we talking about rabbits? response:	Shut up. Just tell me his number.
context: I just...\Bunnies\Huh? Miyamura's number? Yeah, I have it, but why do you want it?\Doesn't matter, just tell me.\Okay, just hold on.\Everyone knew the rabbits liked Miyamura better than anyone.\Huh? Why're we talking about rabbits?\Shut up. Just tell me his number. response:	Ugh, he's ignoring me.
context: Bunnies\Huh? Miyamura's number? Yeah, I have it, but why do you want it?\Doesn't matter, just tell me.\Okay, just hold on.\Everyone knew the rabbits liked Miyamura better than anyone.\Huh? Why're we talking about rabbits?\Shut up. Just tell me his number.\Ugh, he's ignoring me. response:	Izumi! Could you go take the sign in?
context: Huh? Miyamura's number? Yeah, I have it, but why do you want it?\Doesn't matter, just tell me.\Okay, just hold on.\Everyone knew the rabbits liked Miyamura better than anyone.\Huh? Why're we talking about rabbits?\Shut up. Just tell me his number.\Ugh, he's ignoring me.\Izumi! Could you go take the sign in? response:	Got it.
context: Doesn't matter, just tell me.\Okay, just hold on.\Everyone knew the rabbits liked Miyamura better than anyone.\Huh? Why're we talking about rabbits?\Shut up. Just tell me his number.\Ugh, he's ignoring me.\Izumi! Could you go take the sign in?\Got it. response:	You guys closed already?
context: Okay, just hold on.\Everyone knew the rabbits liked Miyamura better than anyone.\Huh? Why're we talking about rabbits?\Shut up. Just tell me his number.\Ugh, he's ignoring me.\Izumi! Could you go take the sign in?\Got it.\You guys closed already? response:	Sorry, we'll be closed tomorrow, too, but we'll be open the day after...
context: Everyone knew the rabbits liked Miyamura better than anyone.\Huh? Why're we talking about rabbits?\Shut up. Just tell me his number.\Ugh, he's ignoring me.\Izumi! Could you go take the sign in?\Got it.\You guys closed already?\Sorry, we'll be closed tomorrow, too, but we'll be open the day after... response:	If you turn the corner and go down for a bit, you'll find another cake shop.
context: Huh? Why're we talking about rabbits?\Shut up. Just tell me his number.\Ugh, he's ignoring me.\Izumi! Could you go take the sign in?\Got it.\You guys closed already?\Sorry, we'll be closed tomorrow, too, but we'll be open the day after...\If you turn the corner and go down for a bit, you'll find another cake shop. response:	You'll find a much bigger bakery that's probably still open now.
context: Shut up. Just tell me his number.\Ugh, he's ignoring me.\Izumi! Could you go take the sign in?\Got it.\You guys closed already?\Sorry, we'll be closed tomorrow, too, but we'll be open the day after...\If you turn the corner and go down for a bit, you'll find another cake shop.\You'll find a much bigger bakery that's probably still open now. response:	I want something from here.
context: Ugh, he's ignoring me.\Izumi! Could you go take the sign in?\Got it.\You guys closed already?\Sorry, we'll be closed tomorrow, too, but we'll be open the day after...\If you turn the corner and go down for a bit, you'll find another cake shop.\You'll find a much bigger bakery that's probably still open now.\I want something from here. response:	Oh, uh, you sure?
context: Izumi! Could you go take the sign in?\Got it.\You guys closed already?\Sorry, we'll be closed tomorrow, too, but we'll be open the day after...\If you turn the corner and go down for a bit, you'll find another cake shop.\You'll find a much bigger bakery that's probably still open now.\I want something from here.\Oh, uh, you sure? response:	It's fine, I'll come back the day after tomorrow.
context: Got it.\You guys closed already?\Sorry, we'll be closed tomorrow, too, but we'll be open the day after...\If you turn the corner and go down for a bit, you'll find another cake shop.\You'll find a much bigger bakery that's probably still open now.\I want something from here.\Oh, uh, you sure?\It's fine, I'll come back the day after tomorrow. response:	I hear your cheesecake's good.
context: You guys closed already?\Sorry, we'll be closed tomorrow, too, but we'll be open the day after...\If you turn the corner and go down for a bit, you'll find another cake shop.\You'll find a much bigger bakery that's probably still open now.\I want something from here.\Oh, uh, you sure?\It's fine, I'll come back the day after tomorrow.\I hear your cheesecake's good. response:	It is.
context: Sorry, we'll be closed tomorrow, too, but we'll be open the day after...\If you turn the corner and go down for a bit, you'll find another cake shop.\You'll find a much bigger bakery that's probably still open now.\I want something from here.\Oh, uh, you sure?\It's fine, I'll come back the day after tomorrow.\I hear your cheesecake's good.\It is. response:	Cool. See you in two days, then.
context: If you turn the corner and go down for a bit, you'll find another cake shop.\You'll find a much bigger bakery that's probably still open now.\I want something from here.\Oh, uh, you sure?\It's fine, I'll come back the day after tomorrow.\I hear your cheesecake's good.\It is.\Cool. See you in two days, then. response:	Oh, our fruit tart's good!
context: You'll find a much bigger bakery that's probably still open now.\I want something from here.\Oh, uh, you sure?\It's fine, I'll come back the day after tomorrow.\I hear your cheesecake's good.\It is.\Cool. See you in two days, then.\Oh, our fruit tart's good! response:	It's good, too.
context: I want something from here.\Oh, uh, you sure?\It's fine, I'll come back the day after tomorrow.\I hear your cheesecake's good.\It is.\Cool. See you in two days, then.\Oh, our fruit tart's good!\It's good, too. response:	Then I'll get that one, too.
context: Oh, uh, you sure?\It's fine, I'll come back the day after tomorrow.\I hear your cheesecake's good.\It is.\Cool. See you in two days, then.\Oh, our fruit tart's good!\It's good, too.\Then I'll get that one, too. response:	Two of each.
context: It's fine, I'll come back the day after tomorrow.\I hear your cheesecake's good.\It is.\Cool. See you in two days, then.\Oh, our fruit tart's good!\It's good, too.\Then I'll get that one, too.\Two of each. response:	Two of each, got it.
context: I hear your cheesecake's good.\It is.\Cool. See you in two days, then.\Oh, our fruit tart's good!\It's good, too.\Then I'll get that one, too.\Two of each.\Two of each, got it. response:	I'll be back.
context: It is.\Cool. See you in two days, then.\Oh, our fruit tart's good!\It's good, too.\Then I'll get that one, too.\Two of each.\Two of each, got it.\I'll be back. response:	Okay.
context: Cool. See you in two days, then.\Oh, our fruit tart's good!\It's good, too.\Then I'll get that one, too.\Two of each.\Two of each, got it.\I'll be back.\Okay. response:	Oh, I tried calling you!
context: Oh, our fruit tart's good!\It's good, too.\Then I'll get that one, too.\Two of each.\Two of each, got it.\I'll be back.\Okay.\Oh, I tried calling you! response:	You did?
context: It's good, too.\Then I'll get that one, too.\Two of each.\Two of each, got it.\I'll be back.\Okay.\Oh, I tried calling you!\You did? response:	Sorry, my phone's busted.
context: Then I'll get that one, too.\Two of each.\Two of each, got it.\I'll be back.\Okay.\Oh, I tried calling you!\You did?\Sorry, my phone's busted. response:	I'm gonna go get it fixed tomorrow.
context: Two of each.\Two of each, got it.\I'll be back.\Okay.\Oh, I tried calling you!\You did?\Sorry, my phone's busted.\I'm gonna go get it fixed tomorrow. response:	Oh. Okay.
context: Two of each, got it.\I'll be back.\Okay.\Oh, I tried calling you!\You did?\Sorry, my phone's busted.\I'm gonna go get it fixed tomorrow.\Oh. Okay. response:	I totally thought he was ignoring me...
context: I'll be back.\Okay.\Oh, I tried calling you!\You did?\Sorry, my phone's busted.\I'm gonna go get it fixed tomorrow.\Oh. Okay.\I totally thought he was ignoring me... response:	I was the one ignoring him all this time.
context: Okay.\Oh, I tried calling you!\You did?\Sorry, my phone's busted.\I'm gonna go get it fixed tomorrow.\Oh. Okay.\I totally thought he was ignoring me...\I was the one ignoring him all this time. response:	It was me.
context: Oh, I tried calling you!\You did?\Sorry, my phone's busted.\I'm gonna go get it fixed tomorrow.\Oh. Okay.\I totally thought he was ignoring me...\I was the one ignoring him all this time.\It was me. response:	Did it stress you out?
context: You did?\Sorry, my phone's busted.\I'm gonna go get it fixed tomorrow.\Oh. Okay.\I totally thought he was ignoring me...\I was the one ignoring him all this time.\It was me.\Did it stress you out? response:	Huh?
context: Sorry, my phone's busted.\I'm gonna go get it fixed tomorrow.\Oh. Okay.\I totally thought he was ignoring me...\I was the one ignoring him all this time.\It was me.\Did it stress you out?\Huh? response:	No, never mind! I'm heading out.
context: I'm gonna go get it fixed tomorrow.\Oh. Okay.\I totally thought he was ignoring me...\I was the one ignoring him all this time.\It was me.\Did it stress you out?\Huh?\No, never mind! I'm heading out. response:	Tanihara-kun?
context: Oh. Okay.\I totally thought he was ignoring me...\I was the one ignoring him all this time.\It was me.\Did it stress you out?\Huh?\No, never mind! I'm heading out.\Tanihara-kun? response:	Thanks for coming.
context: I totally thought he was ignoring me...\I was the one ignoring him all this time.\It was me.\Did it stress you out?\Huh?\No, never mind! I'm heading out.\Tanihara-kun?\Thanks for coming. response:	I forgot to feed them.
context: I was the one ignoring him all this time.\It was me.\Did it stress you out?\Huh?\No, never mind! I'm heading out.\Tanihara-kun?\Thanks for coming.\I forgot to feed them. response:	Even though I was supposed to.
context: It was me.\Did it stress you out?\Huh?\No, never mind! I'm heading out.\Tanihara-kun?\Thanks for coming.\I forgot to feed them.\Even though I was supposed to. response:	By end of summer break, they were all dead.
context: Did it stress you out?\Huh?\No, never mind! I'm heading out.\Tanihara-kun?\Thanks for coming.\I forgot to feed them.\Even though I was supposed to.\By end of summer break, they were all dead. response:	I was the one who told everyone it was your fault.
context: Huh?\No, never mind! I'm heading out.\Tanihara-kun?\Thanks for coming.\I forgot to feed them.\Even though I was supposed to.\By end of summer break, they were all dead.\I was the one who told everyone it was your fault. response:	It was me!
context: No, never mind! I'm heading out.\Tanihara-kun?\Thanks for coming.\I forgot to feed them.\Even though I was supposed to.\By end of summer break, they were all dead.\I was the one who told everyone it was your fault.\It was me! response:	Okay.
context: Tanihara-kun?\Thanks for coming.\I forgot to feed them.\Even though I was supposed to.\By end of summer break, they were all dead.\I was the one who told everyone it was your fault.\It was me!\Okay. response:	Miyamura, you know, I'm...
context: Thanks for coming.\I forgot to feed them.\Even though I was supposed to.\By end of summer break, they were all dead.\I was the one who told everyone it was your fault.\It was me!\Okay.\Miyamura, you know, I'm... response:	I'm...
context: I forgot to feed them.\Even though I was supposed to.\By end of summer break, they were all dead.\I was the one who told everyone it was your fault.\It was me!\Okay.\Miyamura, you know, I'm...\I'm... response:	I'm sorry.
context: Even though I was supposed to.\By end of summer break, they were all dead.\I was the one who told everyone it was your fault.\It was me!\Okay.\Miyamura, you know, I'm...\I'm...\I'm sorry. response:	What if I'd been able to tell him back then?
context: By end of summer break, they were all dead.\I was the one who told everyone it was your fault.\It was me!\Okay.\Miyamura, you know, I'm...\I'm...\I'm sorry.\What if I'd been able to tell him back then? response:	It hurts my heart to think about it.
context: I was the one who told everyone it was your fault.\It was me!\Okay.\Miyamura, you know, I'm...\I'm...\I'm sorry.\What if I'd been able to tell him back then?\It hurts my heart to think about it. response:	Okay, last one.
