context: I thought the way she talked was like the way she sang. response:	That unique and annoying way Takumi stretches the last word when he speaks
context: I wonder if the BLAST members will be coming home late tonight.\Well, in particular, Nobu.\He did say this was all they had today.\Really? Then let's invite them and play some mahjongg here!\Mahjongg?\I hear they all love it!\They said so in a magazine interview.\I love mahjongg! response:	Oh.
context: Well, in particular, Nobu.\He did say this was all they had today.\Really? Then let's invite them and play some mahjongg here!\Mahjongg?\I hear they all love it!\They said so in a magazine interview.\I love mahjongg!\Oh. response:	I don't mind, but your ulterior motives are showing through, Yuri.
context: He did say this was all they had today.\Really? Then let's invite them and play some mahjongg here!\Mahjongg?\I hear they all love it!\They said so in a magazine interview.\I love mahjongg!\Oh.\I don't mind, but your ulterior motives are showing through, Yuri. response:	I won't lose to some sullen pervert who casually records everything on video.
context: Really? Then let's invite them and play some mahjongg here!\Mahjongg?\I hear they all love it!\They said so in a magazine interview.\I love mahjongg!\Oh.\I don't mind, but your ulterior motives are showing through, Yuri.\I won't lose to some sullen pervert who casually records everything on video. response:	I ALWAYS GET WHAT I WANT! I won't lose to some sullen pervert who casually records everything on video.
context: Mahjongg?\I hear they all love it!\They said so in a magazine interview.\I love mahjongg!\Oh.\I don't mind, but your ulterior motives are showing through, Yuri.\I won't lose to some sullen pervert who casually records everything on video.\I ALWAYS GET WHAT I WANT! I won't lose to some sullen pervert who casually records everything on video. response:	They'll definitely be against it.
context: I hear they all love it!\They said so in a magazine interview.\I love mahjongg!\Oh.\I don't mind, but your ulterior motives are showing through, Yuri.\I won't lose to some sullen pervert who casually records everything on video.\I ALWAYS GET WHAT I WANT! I won't lose to some sullen pervert who casually records everything on video.\They'll definitely be against it. response:	I said I'll talk to the agency, but the president is scary,
context: They said so in a magazine interview.\I love mahjongg!\Oh.\I don't mind, but your ulterior motives are showing through, Yuri.\I won't lose to some sullen pervert who casually records everything on video.\I ALWAYS GET WHAT I WANT! I won't lose to some sullen pervert who casually records everything on video.\They'll definitely be against it.\I said I'll talk to the agency, but the president is scary, response:	and I can't compete against Ginpei in either speech or strength.
context: I love mahjongg!\Oh.\I don't mind, but your ulterior motives are showing through, Yuri.\I won't lose to some sullen pervert who casually records everything on video.\I ALWAYS GET WHAT I WANT! I won't lose to some sullen pervert who casually records everything on video.\They'll definitely be against it.\I said I'll talk to the agency, but the president is scary,\and I can't compete against Ginpei in either speech or strength. response:	Nana. When the contract money's wired to your account from Gaia,
context: Oh.\I don't mind, but your ulterior motives are showing through, Yuri.\I won't lose to some sullen pervert who casually records everything on video.\I ALWAYS GET WHAT I WANT! I won't lose to some sullen pervert who casually records everything on video.\They'll definitely be against it.\I said I'll talk to the agency, but the president is scary,\and I can't compete against Ginpei in either speech or strength.\Nana. When the contract money's wired to your account from Gaia, response:	go and buy yourself a cell phone.
context: I don't mind, but your ulterior motives are showing through, Yuri.\I won't lose to some sullen pervert who casually records everything on video.\I ALWAYS GET WHAT I WANT! I won't lose to some sullen pervert who casually records everything on video.\They'll definitely be against it.\I said I'll talk to the agency, but the president is scary,\and I can't compete against Ginpei in either speech or strength.\Nana. When the contract money's wired to your account from Gaia,\go and buy yourself a cell phone. response:	You should at least send a text message to Ren from time to time.
context: I won't lose to some sullen pervert who casually records everything on video.\I ALWAYS GET WHAT I WANT! I won't lose to some sullen pervert who casually records everything on video.\They'll definitely be against it.\I said I'll talk to the agency, but the president is scary,\and I can't compete against Ginpei in either speech or strength.\Nana. When the contract money's wired to your account from Gaia,\go and buy yourself a cell phone.\You should at least send a text message to Ren from time to time. response:	But if I talk this over with Yasu, I know he'll help me out.
context: I ALWAYS GET WHAT I WANT! I won't lose to some sullen pervert who casually records everything on video.\They'll definitely be against it.\I said I'll talk to the agency, but the president is scary,\and I can't compete against Ginpei in either speech or strength.\Nana. When the contract money's wired to your account from Gaia,\go and buy yourself a cell phone.\You should at least send a text message to Ren from time to time.\But if I talk this over with Yasu, I know he'll help me out. response:	I really can't do a thing without Yasu.
context: They'll definitely be against it.\I said I'll talk to the agency, but the president is scary,\and I can't compete against Ginpei in either speech or strength.\Nana. When the contract money's wired to your account from Gaia,\go and buy yourself a cell phone.\You should at least send a text message to Ren from time to time.\But if I talk this over with Yasu, I know he'll help me out.\I really can't do a thing without Yasu. response:	Seriously, it's inconvenient for work, so buy one!
context: I said I'll talk to the agency, but the president is scary,\and I can't compete against Ginpei in either speech or strength.\Nana. When the contract money's wired to your account from Gaia,\go and buy yourself a cell phone.\You should at least send a text message to Ren from time to time.\But if I talk this over with Yasu, I know he'll help me out.\I really can't do a thing without Yasu.\Seriously, it's inconvenient for work, so buy one! response:	Why don't you have one in this day and age?!
context: and I can't compete against Ginpei in either speech or strength.\Nana. When the contract money's wired to your account from Gaia,\go and buy yourself a cell phone.\You should at least send a text message to Ren from time to time.\But if I talk this over with Yasu, I know he'll help me out.\I really can't do a thing without Yasu.\Seriously, it's inconvenient for work, so buy one!\Why don't you have one in this day and age?! response:	What's the big fuss?
context: Nana. When the contract money's wired to your account from Gaia,\go and buy yourself a cell phone.\You should at least send a text message to Ren from time to time.\But if I talk this over with Yasu, I know he'll help me out.\I really can't do a thing without Yasu.\Seriously, it's inconvenient for work, so buy one!\Why don't you have one in this day and age?!\What's the big fuss? response:	I'm sure it'll just be hard on Ren
context: go and buy yourself a cell phone.\You should at least send a text message to Ren from time to time.\But if I talk this over with Yasu, I know he'll help me out.\I really can't do a thing without Yasu.\Seriously, it's inconvenient for work, so buy one!\Why don't you have one in this day and age?!\What's the big fuss?\I'm sure it'll just be hard on Ren response:	to wait for a message from her that only comes once in a while.
context: You should at least send a text message to Ren from time to time.\But if I talk this over with Yasu, I know he'll help me out.\I really can't do a thing without Yasu.\Seriously, it's inconvenient for work, so buy one!\Why don't you have one in this day and age?!\What's the big fuss?\I'm sure it'll just be hard on Ren\to wait for a message from her that only comes once in a while. response:	When you own a cell phone, you just get whipped around.
context: But if I talk this over with Yasu, I know he'll help me out.\I really can't do a thing without Yasu.\Seriously, it's inconvenient for work, so buy one!\Why don't you have one in this day and age?!\What's the big fuss?\I'm sure it'll just be hard on Ren\to wait for a message from her that only comes once in a while.\When you own a cell phone, you just get whipped around. response:	By whom?
context: I really can't do a thing without Yasu.\Seriously, it's inconvenient for work, so buy one!\Why don't you have one in this day and age?!\What's the big fuss?\I'm sure it'll just be hard on Ren\to wait for a message from her that only comes once in a while.\When you own a cell phone, you just get whipped around.\By whom? response:	Hachi? Or that girl next door?
context: Seriously, it's inconvenient for work, so buy one!\Why don't you have one in this day and age?!\What's the big fuss?\I'm sure it'll just be hard on Ren\to wait for a message from her that only comes once in a while.\When you own a cell phone, you just get whipped around.\By whom?\Hachi? Or that girl next door? response:	A social guy like you can't hate cell phones, too.
context: Why don't you have one in this day and age?!\What's the big fuss?\I'm sure it'll just be hard on Ren\to wait for a message from her that only comes once in a while.\When you own a cell phone, you just get whipped around.\By whom?\Hachi? Or that girl next door?\A social guy like you can't hate cell phones, too. response:	I won't bug you anymore, so please, just find someone and be happy.
context: What's the big fuss?\I'm sure it'll just be hard on Ren\to wait for a message from her that only comes once in a while.\When you own a cell phone, you just get whipped around.\By whom?\Hachi? Or that girl next door?\A social guy like you can't hate cell phones, too.\I won't bug you anymore, so please, just find someone and be happy. response:	Nana didn't appear to have much energy tonight.
context: I'm sure it'll just be hard on Ren\to wait for a message from her that only comes once in a while.\When you own a cell phone, you just get whipped around.\By whom?\Hachi? Or that girl next door?\A social guy like you can't hate cell phones, too.\I won't bug you anymore, so please, just find someone and be happy.\Nana didn't appear to have much energy tonight. response:	Really? She looked like she was beaming with confidence to me.
context: to wait for a message from her that only comes once in a while.\When you own a cell phone, you just get whipped around.\By whom?\Hachi? Or that girl next door?\A social guy like you can't hate cell phones, too.\I won't bug you anymore, so please, just find someone and be happy.\Nana didn't appear to have much energy tonight.\Really? She looked like she was beaming with confidence to me. response:	But she looked spaced out in the back row the whole time.
context: When you own a cell phone, you just get whipped around.\By whom?\Hachi? Or that girl next door?\A social guy like you can't hate cell phones, too.\I won't bug you anymore, so please, just find someone and be happy.\Nana didn't appear to have much energy tonight.\Really? She looked like she was beaming with confidence to me.\But she looked spaced out in the back row the whole time. response:	You're really observant!
context: By whom?\Hachi? Or that girl next door?\A social guy like you can't hate cell phones, too.\I won't bug you anymore, so please, just find someone and be happy.\Nana didn't appear to have much energy tonight.\Really? She looked like she was beaming with confidence to me.\But she looked spaced out in the back row the whole time.\You're really observant! response:	I was more concerned about Nobu, who didn't smile once.
context: Hachi? Or that girl next door?\A social guy like you can't hate cell phones, too.\I won't bug you anymore, so please, just find someone and be happy.\Nana didn't appear to have much energy tonight.\Really? She looked like she was beaming with confidence to me.\But she looked spaced out in the back row the whole time.\You're really observant!\I was more concerned about Nobu, who didn't smile once. response:	Well, I guess if he's performing on the same stage as Takumi,
context: A social guy like you can't hate cell phones, too.\I won't bug you anymore, so please, just find someone and be happy.\Nana didn't appear to have much energy tonight.\Really? She looked like she was beaming with confidence to me.\But she looked spaced out in the back row the whole time.\You're really observant!\I was more concerned about Nobu, who didn't smile once.\Well, I guess if he's performing on the same stage as Takumi, response:	there's not much to smile about.
context: I won't bug you anymore, so please, just find someone and be happy.\Nana didn't appear to have much energy tonight.\Really? She looked like she was beaming with confidence to me.\But she looked spaced out in the back row the whole time.\You're really observant!\I was more concerned about Nobu, who didn't smile once.\Well, I guess if he's performing on the same stage as Takumi,\there's not much to smile about. response:	I got an e-mail from Nobu the other day.
context: Nana didn't appear to have much energy tonight.\Really? She looked like she was beaming with confidence to me.\But she looked spaced out in the back row the whole time.\You're really observant!\I was more concerned about Nobu, who didn't smile once.\Well, I guess if he's performing on the same stage as Takumi,\there's not much to smile about.\I got an e-mail from Nobu the other day. response:	Huh?! What did it say?!
context: Really? She looked like she was beaming with confidence to me.\But she looked spaced out in the back row the whole time.\You're really observant!\I was more concerned about Nobu, who didn't smile once.\Well, I guess if he's performing on the same stage as Takumi,\there's not much to smile about.\I got an e-mail from Nobu the other day.\Huh?! What did it say?! response:	He wanted to talk things over properly with me.
context: But she looked spaced out in the back row the whole time.\You're really observant!\I was more concerned about Nobu, who didn't smile once.\Well, I guess if he's performing on the same stage as Takumi,\there's not much to smile about.\I got an e-mail from Nobu the other day.\Huh?! What did it say?!\He wanted to talk things over properly with me. response:	I broke up with Nobu without ever saying anything.
context: You're really observant!\I was more concerned about Nobu, who didn't smile once.\Well, I guess if he's performing on the same stage as Takumi,\there's not much to smile about.\I got an e-mail from Nobu the other day.\Huh?! What did it say?!\He wanted to talk things over properly with me.\I broke up with Nobu without ever saying anything. response:	But I don't know how I should reply.
context: I was more concerned about Nobu, who didn't smile once.\Well, I guess if he's performing on the same stage as Takumi,\there's not much to smile about.\I got an e-mail from Nobu the other day.\Huh?! What did it say?!\He wanted to talk things over properly with me.\I broke up with Nobu without ever saying anything.\But I don't know how I should reply. response:	And it's already been a month now.
context: Well, I guess if he's performing on the same stage as Takumi,\there's not much to smile about.\I got an e-mail from Nobu the other day.\Huh?! What did it say?!\He wanted to talk things over properly with me.\I broke up with Nobu without ever saying anything.\But I don't know how I should reply.\And it's already been a month now. response:	So you never ended it properly with him.
context: there's not much to smile about.\I got an e-mail from Nobu the other day.\Huh?! What did it say?!\He wanted to talk things over properly with me.\I broke up with Nobu without ever saying anything.\But I don't know how I should reply.\And it's already been a month now.\So you never ended it properly with him. response:	I figured as much.
context: I got an e-mail from Nobu the other day.\Huh?! What did it say?!\He wanted to talk things over properly with me.\I broke up with Nobu without ever saying anything.\But I don't know how I should reply.\And it's already been a month now.\So you never ended it properly with him.\I figured as much. response:	But you were right not to reply.
context: Huh?! What did it say?!\He wanted to talk things over properly with me.\I broke up with Nobu without ever saying anything.\But I don't know how I should reply.\And it's already been a month now.\So you never ended it properly with him.\I figured as much.\But you were right not to reply. response:	If you inadvertently give him any hope,
context: He wanted to talk things over properly with me.\I broke up with Nobu without ever saying anything.\But I don't know how I should reply.\And it's already been a month now.\So you never ended it properly with him.\I figured as much.\But you were right not to reply.\If you inadvertently give him any hope, response:	it would only make things worse for him.
context: I broke up with Nobu without ever saying anything.\But I don't know how I should reply.\And it's already been a month now.\So you never ended it properly with him.\I figured as much.\But you were right not to reply.\If you inadvertently give him any hope,\it would only make things worse for him. response:	But if he's been ignored to that extent, he's probably given up and moved on.
context: But I don't know how I should reply.\And it's already been a month now.\So you never ended it properly with him.\I figured as much.\But you were right not to reply.\If you inadvertently give him any hope,\it would only make things worse for him.\But if he's been ignored to that extent, he's probably given up and moved on. response:	But you know, Jun-chan.
context: And it's already been a month now.\So you never ended it properly with him.\I figured as much.\But you were right not to reply.\If you inadvertently give him any hope,\it would only make things worse for him.\But if he's been ignored to that extent, he's probably given up and moved on.\But you know, Jun-chan. response:	To this day, whenever I remember Shoji, it still hurts.
context: So you never ended it properly with him.\I figured as much.\But you were right not to reply.\If you inadvertently give him any hope,\it would only make things worse for him.\But if he's been ignored to that extent, he's probably given up and moved on.\But you know, Jun-chan.\To this day, whenever I remember Shoji, it still hurts. response:	Why are we talking about Shoji all of a sudden?!
context: I figured as much.\But you were right not to reply.\If you inadvertently give him any hope,\it would only make things worse for him.\But if he's been ignored to that extent, he's probably given up and moved on.\But you know, Jun-chan.\To this day, whenever I remember Shoji, it still hurts.\Why are we talking about Shoji all of a sudden?! response:	When I look back and think calmly about when he started two-timing us,
context: But you were right not to reply.\If you inadvertently give him any hope,\it would only make things worse for him.\But if he's been ignored to that extent, he's probably given up and moved on.\But you know, Jun-chan.\To this day, whenever I remember Shoji, it still hurts.\Why are we talking about Shoji all of a sudden?!\When I look back and think calmly about when he started two-timing us, response:	or what he was thinking at the time,
context: If you inadvertently give him any hope,\it would only make things worse for him.\But if he's been ignored to that extent, he's probably given up and moved on.\But you know, Jun-chan.\To this day, whenever I remember Shoji, it still hurts.\Why are we talking about Shoji all of a sudden?!\When I look back and think calmly about when he started two-timing us,\or what he was thinking at the time, response:	I realize I don't know anything.
context: it would only make things worse for him.\But if he's been ignored to that extent, he's probably given up and moved on.\But you know, Jun-chan.\To this day, whenever I remember Shoji, it still hurts.\Why are we talking about Shoji all of a sudden?!\When I look back and think calmly about when he started two-timing us,\or what he was thinking at the time,\I realize I don't know anything. response:	And what good would knowing do at this point?
context: But if he's been ignored to that extent, he's probably given up and moved on.\But you know, Jun-chan.\To this day, whenever I remember Shoji, it still hurts.\Why are we talking about Shoji all of a sudden?!\When I look back and think calmly about when he started two-timing us,\or what he was thinking at the time,\I realize I don't know anything.\And what good would knowing do at this point? response:	It's not about what good it'll do or anything!
context: But you know, Jun-chan.\To this day, whenever I remember Shoji, it still hurts.\Why are we talking about Shoji all of a sudden?!\When I look back and think calmly about when he started two-timing us,\or what he was thinking at the time,\I realize I don't know anything.\And what good would knowing do at this point?\It's not about what good it'll do or anything! response:	I think it's because I remain in the dark
context: To this day, whenever I remember Shoji, it still hurts.\Why are we talking about Shoji all of a sudden?!\When I look back and think calmly about when he started two-timing us,\or what he was thinking at the time,\I realize I don't know anything.\And what good would knowing do at this point?\It's not about what good it'll do or anything!\I think it's because I remain in the dark response:	that even the fun times I had with Shoji are now just painful memories!
context: Why are we talking about Shoji all of a sudden?!\When I look back and think calmly about when he started two-timing us,\or what he was thinking at the time,\I realize I don't know anything.\And what good would knowing do at this point?\It's not about what good it'll do or anything!\I think it's because I remain in the dark\that even the fun times I had with Shoji are now just painful memories! response:	I don't know to what point it was real,
context: When I look back and think calmly about when he started two-timing us,\or what he was thinking at the time,\I realize I don't know anything.\And what good would knowing do at this point?\It's not about what good it'll do or anything!\I think it's because I remain in the dark\that even the fun times I had with Shoji are now just painful memories!\I don't know to what point it was real, response:	and from where it all became a lie.
context: or what he was thinking at the time,\I realize I don't know anything.\And what good would knowing do at this point?\It's not about what good it'll do or anything!\I think it's because I remain in the dark\that even the fun times I had with Shoji are now just painful memories!\I don't know to what point it was real,\and from where it all became a lie. response:	It's not easy to erase the shock
context: I realize I don't know anything.\And what good would knowing do at this point?\It's not about what good it'll do or anything!\I think it's because I remain in the dark\that even the fun times I had with Shoji are now just painful memories!\I don't know to what point it was real,\and from where it all became a lie.\It's not easy to erase the shock response:	of being betrayed by someone you trusted.
context: And what good would knowing do at this point?\It's not about what good it'll do or anything!\I think it's because I remain in the dark\that even the fun times I had with Shoji are now just painful memories!\I don't know to what point it was real,\and from where it all became a lie.\It's not easy to erase the shock\of being betrayed by someone you trusted. response:	So even if Nobu does date someone,
context: It's not about what good it'll do or anything!\I think it's because I remain in the dark\that even the fun times I had with Shoji are now just painful memories!\I don't know to what point it was real,\and from where it all became a lie.\It's not easy to erase the shock\of being betrayed by someone you trusted.\So even if Nobu does date someone, response:	he may also be dragging painful memories like me.
context: I think it's because I remain in the dark\that even the fun times I had with Shoji are now just painful memories!\I don't know to what point it was real,\and from where it all became a lie.\It's not easy to erase the shock\of being betrayed by someone you trusted.\So even if Nobu does date someone,\he may also be dragging painful memories like me. response:	And he'll likely be seeing Takumi from time to time.
context: that even the fun times I had with Shoji are now just painful memories!\I don't know to what point it was real,\and from where it all became a lie.\It's not easy to erase the shock\of being betrayed by someone you trusted.\So even if Nobu does date someone,\he may also be dragging painful memories like me.\And he'll likely be seeing Takumi from time to time. response:	I'm thinking, the only way I can make amends
context: I don't know to what point it was real,\and from where it all became a lie.\It's not easy to erase the shock\of being betrayed by someone you trusted.\So even if Nobu does date someone,\he may also be dragging painful memories like me.\And he'll likely be seeing Takumi from time to time.\I'm thinking, the only way I can make amends response:	is to properly talk to Nobu and have him understand that,
context: and from where it all became a lie.\It's not easy to erase the shock\of being betrayed by someone you trusted.\So even if Nobu does date someone,\he may also be dragging painful memories like me.\And he'll likely be seeing Takumi from time to time.\I'm thinking, the only way I can make amends\is to properly talk to Nobu and have him understand that, response:	although I chose Takumi, I did truly love him.
context: It's not easy to erase the shock\of being betrayed by someone you trusted.\So even if Nobu does date someone,\he may also be dragging painful memories like me.\And he'll likely be seeing Takumi from time to time.\I'm thinking, the only way I can make amends\is to properly talk to Nobu and have him understand that,\although I chose Takumi, I did truly love him. response:	But maybe that would only make me feel better.
context: of being betrayed by someone you trusted.\So even if Nobu does date someone,\he may also be dragging painful memories like me.\And he'll likely be seeing Takumi from time to time.\I'm thinking, the only way I can make amends\is to properly talk to Nobu and have him understand that,\although I chose Takumi, I did truly love him.\But maybe that would only make me feel better. response:	Would I be hurting him even more?
context: So even if Nobu does date someone,\he may also be dragging painful memories like me.\And he'll likely be seeing Takumi from time to time.\I'm thinking, the only way I can make amends\is to properly talk to Nobu and have him understand that,\although I chose Takumi, I did truly love him.\But maybe that would only make me feel better.\Would I be hurting him even more? response:	What do you think, Jun-chan?
context: he may also be dragging painful memories like me.\And he'll likely be seeing Takumi from time to time.\I'm thinking, the only way I can make amends\is to properly talk to Nobu and have him understand that,\although I chose Takumi, I did truly love him.\But maybe that would only make me feel better.\Would I be hurting him even more?\What do you think, Jun-chan? response:	That's certainly a tough question.
context: And he'll likely be seeing Takumi from time to time.\I'm thinking, the only way I can make amends\is to properly talk to Nobu and have him understand that,\although I chose Takumi, I did truly love him.\But maybe that would only make me feel better.\Would I be hurting him even more?\What do you think, Jun-chan?\That's certainly a tough question. response:	I told her to do what she felt was right,
context: I'm thinking, the only way I can make amends\is to properly talk to Nobu and have him understand that,\although I chose Takumi, I did truly love him.\But maybe that would only make me feel better.\Would I be hurting him even more?\What do you think, Jun-chan?\That's certainly a tough question.\I told her to do what she felt was right, response:	but I'm kinda worried.
context: is to properly talk to Nobu and have him understand that,\although I chose Takumi, I did truly love him.\But maybe that would only make me feel better.\Would I be hurting him even more?\What do you think, Jun-chan?\That's certainly a tough question.\I told her to do what she felt was right,\but I'm kinda worried. response:	Come to think of it, Shoji did want to explain things to her.
context: although I chose Takumi, I did truly love him.\But maybe that would only make me feel better.\Would I be hurting him even more?\What do you think, Jun-chan?\That's certainly a tough question.\I told her to do what she felt was right,\but I'm kinda worried.\Come to think of it, Shoji did want to explain things to her. response:	Maybe we shouldn't have stopped him.
context: But maybe that would only make me feel better.\Would I be hurting him even more?\What do you think, Jun-chan?\That's certainly a tough question.\I told her to do what she felt was right,\but I'm kinda worried.\Come to think of it, Shoji did want to explain things to her.\Maybe we shouldn't have stopped him. response:	Maybe not.
context: Would I be hurting him even more?\What do you think, Jun-chan?\That's certainly a tough question.\I told her to do what she felt was right,\but I'm kinda worried.\Come to think of it, Shoji did want to explain things to her.\Maybe we shouldn't have stopped him.\Maybe not. response:	I know there isn't any right answer in these situations,
context: What do you think, Jun-chan?\That's certainly a tough question.\I told her to do what she felt was right,\but I'm kinda worried.\Come to think of it, Shoji did want to explain things to her.\Maybe we shouldn't have stopped him.\Maybe not.\I know there isn't any right answer in these situations, response:	but I have a tendency to give out advice like I know everything.
context: That's certainly a tough question.\I told her to do what she felt was right,\but I'm kinda worried.\Come to think of it, Shoji did want to explain things to her.\Maybe we shouldn't have stopped him.\Maybe not.\I know there isn't any right answer in these situations,\but I have a tendency to give out advice like I know everything. response:	I felt responsible, and was kinda shocked.
context: I told her to do what she felt was right,\but I'm kinda worried.\Come to think of it, Shoji did want to explain things to her.\Maybe we shouldn't have stopped him.\Maybe not.\I know there isn't any right answer in these situations,\but I have a tendency to give out advice like I know everything.\I felt responsible, and was kinda shocked. response:	From now on, I'll be careful not to interfere
context: but I'm kinda worried.\Come to think of it, Shoji did want to explain things to her.\Maybe we shouldn't have stopped him.\Maybe not.\I know there isn't any right answer in these situations,\but I have a tendency to give out advice like I know everything.\I felt responsible, and was kinda shocked.\From now on, I'll be careful not to interfere response:	with other people's business.
context: Come to think of it, Shoji did want to explain things to her.\Maybe we shouldn't have stopped him.\Maybe not.\I know there isn't any right answer in these situations,\but I have a tendency to give out advice like I know everything.\I felt responsible, and was kinda shocked.\From now on, I'll be careful not to interfere\with other people's business. response:	I don't wanna turn into some nosy old lady, after all.
context: Maybe we shouldn't have stopped him.\Maybe not.\I know there isn't any right answer in these situations,\but I have a tendency to give out advice like I know everything.\I felt responsible, and was kinda shocked.\From now on, I'll be careful not to interfere\with other people's business.\I don't wanna turn into some nosy old lady, after all. response:	You really have been acting like an old lady lately.
context: Maybe not.\I know there isn't any right answer in these situations,\but I have a tendency to give out advice like I know everything.\I felt responsible, and was kinda shocked.\From now on, I'll be careful not to interfere\with other people's business.\I don't wanna turn into some nosy old lady, after all.\You really have been acting like an old lady lately. response:	You're acting like an old man and it's rubbed off on me!
context: I know there isn't any right answer in these situations,\but I have a tendency to give out advice like I know everything.\I felt responsible, and was kinda shocked.\From now on, I'll be careful not to interfere\with other people's business.\I don't wanna turn into some nosy old lady, after all.\You really have been acting like an old lady lately.\You're acting like an old man and it's rubbed off on me! response:	Kyosuke-Junko! You're here.
context: but I have a tendency to give out advice like I know everything.\I felt responsible, and was kinda shocked.\From now on, I'll be careful not to interfere\with other people's business.\I don't wanna turn into some nosy old lady, after all.\You really have been acting like an old lady lately.\You're acting like an old man and it's rubbed off on me!\Kyosuke-Junko! You're here. response:	Saying it together makes them sound like some comedy duo!
context: I felt responsible, and was kinda shocked.\From now on, I'll be careful not to interfere\with other people's business.\I don't wanna turn into some nosy old lady, after all.\You really have been acting like an old lady lately.\You're acting like an old man and it's rubbed off on me!\Kyosuke-Junko! You're here.\Saying it together makes them sound like some comedy duo! response:	Well, well, speak of the devil.
context: From now on, I'll be careful not to interfere\with other people's business.\I don't wanna turn into some nosy old lady, after all.\You really have been acting like an old lady lately.\You're acting like an old man and it's rubbed off on me!\Kyosuke-Junko! You're here.\Saying it together makes them sound like some comedy duo!\Well, well, speak of the devil. response:	Were you trash-talking me again?
context: with other people's business.\I don't wanna turn into some nosy old lady, after all.\You really have been acting like an old lady lately.\You're acting like an old man and it's rubbed off on me!\Kyosuke-Junko! You're here.\Saying it together makes them sound like some comedy duo!\Well, well, speak of the devil.\Were you trash-talking me again? response:	It's unusual to see you coming for a drink, Sachiko.
context: I don't wanna turn into some nosy old lady, after all.\You really have been acting like an old lady lately.\You're acting like an old man and it's rubbed off on me!\Kyosuke-Junko! You're here.\Saying it together makes them sound like some comedy duo!\Well, well, speak of the devil.\Were you trash-talking me again?\It's unusual to see you coming for a drink, Sachiko. response:	Mhm! I just got paid,
context: You really have been acting like an old lady lately.\You're acting like an old man and it's rubbed off on me!\Kyosuke-Junko! You're here.\Saying it together makes them sound like some comedy duo!\Well, well, speak of the devil.\Were you trash-talking me again?\It's unusual to see you coming for a drink, Sachiko.\Mhm! I just got paid, response:	so I thought why not splurge every once in a while?
context: You're acting like an old man and it's rubbed off on me!\Kyosuke-Junko! You're here.\Saying it together makes them sound like some comedy duo!\Well, well, speak of the devil.\Were you trash-talking me again?\It's unusual to see you coming for a drink, Sachiko.\Mhm! I just got paid,\so I thought why not splurge every once in a while? response:	Shoji!
context: Kyosuke-Junko! You're here.\Saying it together makes them sound like some comedy duo!\Well, well, speak of the devil.\Were you trash-talking me again?\It's unusual to see you coming for a drink, Sachiko.\Mhm! I just got paid,\so I thought why not splurge every once in a while?\Shoji! response:	You go off spending unnecessarily,
context: Saying it together makes them sound like some comedy duo!\Well, well, speak of the devil.\Were you trash-talking me again?\It's unusual to see you coming for a drink, Sachiko.\Mhm! I just got paid,\so I thought why not splurge every once in a while?\Shoji!\You go off spending unnecessarily, response:	yet you're making Sachiko watch her spending?
context: Well, well, speak of the devil.\Were you trash-talking me again?\It's unusual to see you coming for a drink, Sachiko.\Mhm! I just got paid,\so I thought why not splurge every once in a while?\Shoji!\You go off spending unnecessarily,\yet you're making Sachiko watch her spending? response:	You changed your hairstyle again, and to such a stylish color.
context: Were you trash-talking me again?\It's unusual to see you coming for a drink, Sachiko.\Mhm! I just got paid,\so I thought why not splurge every once in a while?\Shoji!\You go off spending unnecessarily,\yet you're making Sachiko watch her spending?\You changed your hairstyle again, and to such a stylish color. response:	How much did it cost?
context: It's unusual to see you coming for a drink, Sachiko.\Mhm! I just got paid,\so I thought why not splurge every once in a while?\Shoji!\You go off spending unnecessarily,\yet you're making Sachiko watch her spending?\You changed your hairstyle again, and to such a stylish color.\How much did it cost? response:	I took him to the stylist. I'm sorry.
context: Mhm! I just got paid,\so I thought why not splurge every once in a while?\Shoji!\You go off spending unnecessarily,\yet you're making Sachiko watch her spending?\You changed your hairstyle again, and to such a stylish color.\How much did it cost?\I took him to the stylist. I'm sorry. response:	Don't mind what the nosy old lady says.
context: so I thought why not splurge every once in a while?\Shoji!\You go off spending unnecessarily,\yet you're making Sachiko watch her spending?\You changed your hairstyle again, and to such a stylish color.\How much did it cost?\I took him to the stylist. I'm sorry.\Don't mind what the nosy old lady says. response:	Oh, by the way,
context: Shoji!\You go off spending unnecessarily,\yet you're making Sachiko watch her spending?\You changed your hairstyle again, and to such a stylish color.\How much did it cost?\I took him to the stylist. I'm sorry.\Don't mind what the nosy old lady says.\Oh, by the way, response:	did you know there's a fireworks festival tomorrow night at Tamagawa?
context: You go off spending unnecessarily,\yet you're making Sachiko watch her spending?\You changed your hairstyle again, and to such a stylish color.\How much did it cost?\I took him to the stylist. I'm sorry.\Don't mind what the nosy old lady says.\Oh, by the way,\did you know there's a fireworks festival tomorrow night at Tamagawa? response:	Huh? Fireworks in this season?
context: yet you're making Sachiko watch her spending?\You changed your hairstyle again, and to such a stylish color.\How much did it cost?\I took him to the stylist. I'm sorry.\Don't mind what the nosy old lady says.\Oh, by the way,\did you know there's a fireworks festival tomorrow night at Tamagawa?\Huh? Fireworks in this season? response:	Remember? The one they were planning in the summer
context: You changed your hairstyle again, and to such a stylish color.\How much did it cost?\I took him to the stylist. I'm sorry.\Don't mind what the nosy old lady says.\Oh, by the way,\did you know there's a fireworks festival tomorrow night at Tamagawa?\Huh? Fireworks in this season?\Remember? The one they were planning in the summer response:	got canceled because of the typhoon.
