context: Strawberry Custard Danish response:	Green Tea
context: Come on, come on. Fess up already.\Tanaka-kun needs help...\Sh-Shimura-kun!\Tanaka-kun is denying it,\so maybe she really was just a friend?\Non, non, non. Don't worry, Shiraishi-san.\He's only saying that to hide his embarrassment.\The fact that he keeps denying it proves it. response:	He's just a defiant teenager who's being contrary on purpose!
context: Tanaka-kun needs help...\Sh-Shimura-kun!\Tanaka-kun is denying it,\so maybe she really was just a friend?\Non, non, non. Don't worry, Shiraishi-san.\He's only saying that to hide his embarrassment.\The fact that he keeps denying it proves it.\He's just a defiant teenager who's being contrary on purpose! response:	You see, men don't actually mind these things as much as they say.
context: Sh-Shimura-kun!\Tanaka-kun is denying it,\so maybe she really was just a friend?\Non, non, non. Don't worry, Shiraishi-san.\He's only saying that to hide his embarrassment.\The fact that he keeps denying it proves it.\He's just a defiant teenager who's being contrary on purpose!\You see, men don't actually mind these things as much as they say. response:	What are you talking about, four-eyes?
context: Tanaka-kun is denying it,\so maybe she really was just a friend?\Non, non, non. Don't worry, Shiraishi-san.\He's only saying that to hide his embarrassment.\The fact that he keeps denying it proves it.\He's just a defiant teenager who's being contrary on purpose!\You see, men don't actually mind these things as much as they say.\What are you talking about, four-eyes? response:	I-I see... They don't actually mind?
context: so maybe she really was just a friend?\Non, non, non. Don't worry, Shiraishi-san.\He's only saying that to hide his embarrassment.\The fact that he keeps denying it proves it.\He's just a defiant teenager who's being contrary on purpose!\You see, men don't actually mind these things as much as they say.\What are you talking about, four-eyes?\I-I see... They don't actually mind? response:	I don't really know how a guy's mind works, so this is very informative!
context: Non, non, non. Don't worry, Shiraishi-san.\He's only saying that to hide his embarrassment.\The fact that he keeps denying it proves it.\He's just a defiant teenager who's being contrary on purpose!\You see, men don't actually mind these things as much as they say.\What are you talking about, four-eyes?\I-I see... They don't actually mind?\I don't really know how a guy's mind works, so this is very informative! response:	No, Shiraishi-san, don't fall for it that easily.
context: He's only saying that to hide his embarrassment.\The fact that he keeps denying it proves it.\He's just a defiant teenager who's being contrary on purpose!\You see, men don't actually mind these things as much as they say.\What are you talking about, four-eyes?\I-I see... They don't actually mind?\I don't really know how a guy's mind works, so this is very informative!\No, Shiraishi-san, don't fall for it that easily. response:	Tanaka, I never would've guessed you had a girlfriend.
context: The fact that he keeps denying it proves it.\He's just a defiant teenager who's being contrary on purpose!\You see, men don't actually mind these things as much as they say.\What are you talking about, four-eyes?\I-I see... They don't actually mind?\I don't really know how a guy's mind works, so this is very informative!\No, Shiraishi-san, don't fall for it that easily.\Tanaka, I never would've guessed you had a girlfriend. response:	I had no idea.
context: He's just a defiant teenager who's being contrary on purpose!\You see, men don't actually mind these things as much as they say.\What are you talking about, four-eyes?\I-I see... They don't actually mind?\I don't really know how a guy's mind works, so this is very informative!\No, Shiraishi-san, don't fall for it that easily.\Tanaka, I never would've guessed you had a girlfriend.\I had no idea. response:	But don't worry. As your friend, I'll support you in any way I can!
context: You see, men don't actually mind these things as much as they say.\What are you talking about, four-eyes?\I-I see... They don't actually mind?\I don't really know how a guy's mind works, so this is very informative!\No, Shiraishi-san, don't fall for it that easily.\Tanaka, I never would've guessed you had a girlfriend.\I had no idea.\But don't worry. As your friend, I'll support you in any way I can! response:	No...
context: What are you talking about, four-eyes?\I-I see... They don't actually mind?\I don't really know how a guy's mind works, so this is very informative!\No, Shiraishi-san, don't fall for it that easily.\Tanaka, I never would've guessed you had a girlfriend.\I had no idea.\But don't worry. As your friend, I'll support you in any way I can!\No... response:	Oh, but I would appreciate it if you'd invite me along
context: I-I see... They don't actually mind?\I don't really know how a guy's mind works, so this is very informative!\No, Shiraishi-san, don't fall for it that easily.\Tanaka, I never would've guessed you had a girlfriend.\I had no idea.\But don't worry. As your friend, I'll support you in any way I can!\No...\Oh, but I would appreciate it if you'd invite me along response:	when you two go out to eat something sweet.
context: I don't really know how a guy's mind works, so this is very informative!\No, Shiraishi-san, don't fall for it that easily.\Tanaka, I never would've guessed you had a girlfriend.\I had no idea.\But don't worry. As your friend, I'll support you in any way I can!\No...\Oh, but I would appreciate it if you'd invite me along\when you two go out to eat something sweet. response:	Ohta...
context: No, Shiraishi-san, don't fall for it that easily.\Tanaka, I never would've guessed you had a girlfriend.\I had no idea.\But don't worry. As your friend, I'll support you in any way I can!\No...\Oh, but I would appreciate it if you'd invite me along\when you two go out to eat something sweet.\Ohta... response:	Still, it's a little sad to think that
context: Tanaka, I never would've guessed you had a girlfriend.\I had no idea.\But don't worry. As your friend, I'll support you in any way I can!\No...\Oh, but I would appreciate it if you'd invite me along\when you two go out to eat something sweet.\Ohta...\Still, it's a little sad to think that response:	I'll be walking home alone from today on...
context: I had no idea.\But don't worry. As your friend, I'll support you in any way I can!\No...\Oh, but I would appreciate it if you'd invite me along\when you two go out to eat something sweet.\Ohta...\Still, it's a little sad to think that\I'll be walking home alone from today on... response:	You'll be fine, Ohta.
context: But don't worry. As your friend, I'll support you in any way I can!\No...\Oh, but I would appreciate it if you'd invite me along\when you two go out to eat something sweet.\Ohta...\Still, it's a little sad to think that\I'll be walking home alone from today on...\You'll be fine, Ohta. response:	You can carry us both.
context: No...\Oh, but I would appreciate it if you'd invite me along\when you two go out to eat something sweet.\Ohta...\Still, it's a little sad to think that\I'll be walking home alone from today on...\You'll be fine, Ohta.\You can carry us both. response:	I don't know if a boyfriend should be saying that.
context: Oh, but I would appreciate it if you'd invite me along\when you two go out to eat something sweet.\Ohta...\Still, it's a little sad to think that\I'll be walking home alone from today on...\You'll be fine, Ohta.\You can carry us both.\I don't know if a boyfriend should be saying that. response:	You had a girlfriend, yet you concealed it flawlessly.
context: when you two go out to eat something sweet.\Ohta...\Still, it's a little sad to think that\I'll be walking home alone from today on...\You'll be fine, Ohta.\You can carry us both.\I don't know if a boyfriend should be saying that.\You had a girlfriend, yet you concealed it flawlessly. response:	You kept your cool all this time! You're such a great Master!
context: Ohta...\Still, it's a little sad to think that\I'll be walking home alone from today on...\You'll be fine, Ohta.\You can carry us both.\I don't know if a boyfriend should be saying that.\You had a girlfriend, yet you concealed it flawlessly.\You kept your cool all this time! You're such a great Master! response:	Very mature!
context: Still, it's a little sad to think that\I'll be walking home alone from today on...\You'll be fine, Ohta.\You can carry us both.\I don't know if a boyfriend should be saying that.\You had a girlfriend, yet you concealed it flawlessly.\You kept your cool all this time! You're such a great Master!\Very mature! response:	Rawr!
context: I'll be walking home alone from today on...\You'll be fine, Ohta.\You can carry us both.\I don't know if a boyfriend should be saying that.\You had a girlfriend, yet you concealed it flawlessly.\You kept your cool all this time! You're such a great Master!\Very mature!\Rawr! response:	Rawr
context: You'll be fine, Ohta.\You can carry us both.\I don't know if a boyfriend should be saying that.\You had a girlfriend, yet you concealed it flawlessly.\You kept your cool all this time! You're such a great Master!\Very mature!\Rawr!\Rawr response:	Here's another annoying person.
context: You can carry us both.\I don't know if a boyfriend should be saying that.\You had a girlfriend, yet you concealed it flawlessly.\You kept your cool all this time! You're such a great Master!\Very mature!\Rawr!\Rawr\Here's another annoying person. response:	But I can't be bothered to argue anymore...
context: I don't know if a boyfriend should be saying that.\You had a girlfriend, yet you concealed it flawlessly.\You kept your cool all this time! You're such a great Master!\Very mature!\Rawr!\Rawr\Here's another annoying person.\But I can't be bothered to argue anymore... response:	Still, you could've at least told us, your friends...
context: You had a girlfriend, yet you concealed it flawlessly.\You kept your cool all this time! You're such a great Master!\Very mature!\Rawr!\Rawr\Here's another annoying person.\But I can't be bothered to argue anymore...\Still, you could've at least told us, your friends... response:	When I think about how a certain person must feel, I... I...
context: You kept your cool all this time! You're such a great Master!\Very mature!\Rawr!\Rawr\Here's another annoying person.\But I can't be bothered to argue anymore...\Still, you could've at least told us, your friends...\When I think about how a certain person must feel, I... I... response:	Stupid Master! You nincompoop!
context: Very mature!\Rawr!\Rawr\Here's another annoying person.\But I can't be bothered to argue anymore...\Still, you could've at least told us, your friends...\When I think about how a certain person must feel, I... I...\Stupid Master! You nincompoop! response:	Sting
context: Rawr!\Rawr\Here's another annoying person.\But I can't be bothered to argue anymore...\Still, you could've at least told us, your friends...\When I think about how a certain person must feel, I... I...\Stupid Master! You nincompoop!\Sting response:	Sting.
context: Rawr\Here's another annoying person.\But I can't be bothered to argue anymore...\Still, you could've at least told us, your friends...\When I think about how a certain person must feel, I... I...\Stupid Master! You nincompoop!\Sting\Sting. response:	Going to see your girlfriend?
context: Here's another annoying person.\But I can't be bothered to argue anymore...\Still, you could've at least told us, your friends...\When I think about how a certain person must feel, I... I...\Stupid Master! You nincompoop!\Sting\Sting.\Going to see your girlfriend? response:	Introduce us soon, will ya?
context: But I can't be bothered to argue anymore...\Still, you could've at least told us, your friends...\When I think about how a certain person must feel, I... I...\Stupid Master! You nincompoop!\Sting\Sting.\Going to see your girlfriend?\Introduce us soon, will ya? response:	I'm just going to the restroom...
context: Still, you could've at least told us, your friends...\When I think about how a certain person must feel, I... I...\Stupid Master! You nincompoop!\Sting\Sting.\Going to see your girlfriend?\Introduce us soon, will ya?\I'm just going to the restroom... response:	Later, Tanaka. Say hi to your girlfriend for me.
context: When I think about how a certain person must feel, I... I...\Stupid Master! You nincompoop!\Sting\Sting.\Going to see your girlfriend?\Introduce us soon, will ya?\I'm just going to the restroom...\Later, Tanaka. Say hi to your girlfriend for me. response:	Maybe I'll follow you.
context: Stupid Master! You nincompoop!\Sting\Sting.\Going to see your girlfriend?\Introduce us soon, will ya?\I'm just going to the restroom...\Later, Tanaka. Say hi to your girlfriend for me.\Maybe I'll follow you. response:	Leave me alone.
context: Sting\Sting.\Going to see your girlfriend?\Introduce us soon, will ya?\I'm just going to the restroom...\Later, Tanaka. Say hi to your girlfriend for me.\Maybe I'll follow you.\Leave me alone. response:	Yikes... I've never seen Tanaka look so scary...
context: Sting.\Going to see your girlfriend?\Introduce us soon, will ya?\I'm just going to the restroom...\Later, Tanaka. Say hi to your girlfriend for me.\Maybe I'll follow you.\Leave me alone.\Yikes... I've never seen Tanaka look so scary... response:	Maybe we went a bit overboard with the teasing?
context: Going to see your girlfriend?\Introduce us soon, will ya?\I'm just going to the restroom...\Later, Tanaka. Say hi to your girlfriend for me.\Maybe I'll follow you.\Leave me alone.\Yikes... I've never seen Tanaka look so scary...\Maybe we went a bit overboard with the teasing? response:	O-Oh, no! Tanaka-kun had a fight with his friends!
context: Introduce us soon, will ya?\I'm just going to the restroom...\Later, Tanaka. Say hi to your girlfriend for me.\Maybe I'll follow you.\Leave me alone.\Yikes... I've never seen Tanaka look so scary...\Maybe we went a bit overboard with the teasing?\O-Oh, no! Tanaka-kun had a fight with his friends! response:	I know! I'll talk to Ohta-kun and find a way
context: I'm just going to the restroom...\Later, Tanaka. Say hi to your girlfriend for me.\Maybe I'll follow you.\Leave me alone.\Yikes... I've never seen Tanaka look so scary...\Maybe we went a bit overboard with the teasing?\O-Oh, no! Tanaka-kun had a fight with his friends!\I know! I'll talk to Ohta-kun and find a way response:	to tell the other two it's a misunderstanding!
context: Later, Tanaka. Say hi to your girlfriend for me.\Maybe I'll follow you.\Leave me alone.\Yikes... I've never seen Tanaka look so scary...\Maybe we went a bit overboard with the teasing?\O-Oh, no! Tanaka-kun had a fight with his friends!\I know! I'll talk to Ohta-kun and find a way\to tell the other two it's a misunderstanding! response:	Don't say anything!
context: Maybe I'll follow you.\Leave me alone.\Yikes... I've never seen Tanaka look so scary...\Maybe we went a bit overboard with the teasing?\O-Oh, no! Tanaka-kun had a fight with his friends!\I know! I'll talk to Ohta-kun and find a way\to tell the other two it's a misunderstanding!\Don't say anything! response:	You'll be okay, Shiraishi-san! Let's go have a drink! Some juice!
context: Leave me alone.\Yikes... I've never seen Tanaka look so scary...\Maybe we went a bit overboard with the teasing?\O-Oh, no! Tanaka-kun had a fight with his friends!\I know! I'll talk to Ohta-kun and find a way\to tell the other two it's a misunderstanding!\Don't say anything!\You'll be okay, Shiraishi-san! Let's go have a drink! Some juice! response:	Oh, yeah... This version of me just got rejected! This is so confusing!
context: Yikes... I've never seen Tanaka look so scary...\Maybe we went a bit overboard with the teasing?\O-Oh, no! Tanaka-kun had a fight with his friends!\I know! I'll talk to Ohta-kun and find a way\to tell the other two it's a misunderstanding!\Don't say anything!\You'll be okay, Shiraishi-san! Let's go have a drink! Some juice!\Oh, yeah... This version of me just got rejected! This is so confusing! response:	Hey, Ohta.
context: Maybe we went a bit overboard with the teasing?\O-Oh, no! Tanaka-kun had a fight with his friends!\I know! I'll talk to Ohta-kun and find a way\to tell the other two it's a misunderstanding!\Don't say anything!\You'll be okay, Shiraishi-san! Let's go have a drink! Some juice!\Oh, yeah... This version of me just got rejected! This is so confusing!\Hey, Ohta. response:	It's unusual to see you alone.
context: O-Oh, no! Tanaka-kun had a fight with his friends!\I know! I'll talk to Ohta-kun and find a way\to tell the other two it's a misunderstanding!\Don't say anything!\You'll be okay, Shiraishi-san! Let's go have a drink! Some juice!\Oh, yeah... This version of me just got rejected! This is so confusing!\Hey, Ohta.\It's unusual to see you alone. response:	Echizen...
context: I know! I'll talk to Ohta-kun and find a way\to tell the other two it's a misunderstanding!\Don't say anything!\You'll be okay, Shiraishi-san! Let's go have a drink! Some juice!\Oh, yeah... This version of me just got rejected! This is so confusing!\Hey, Ohta.\It's unusual to see you alone.\Echizen... response:	Actually, Tanaka has a girlfriend now...
context: to tell the other two it's a misunderstanding!\Don't say anything!\You'll be okay, Shiraishi-san! Let's go have a drink! Some juice!\Oh, yeah... This version of me just got rejected! This is so confusing!\Hey, Ohta.\It's unusual to see you alone.\Echizen...\Actually, Tanaka has a girlfriend now... response:	A girlfriend?! Him?!
context: Don't say anything!\You'll be okay, Shiraishi-san! Let's go have a drink! Some juice!\Oh, yeah... This version of me just got rejected! This is so confusing!\Hey, Ohta.\It's unusual to see you alone.\Echizen...\Actually, Tanaka has a girlfriend now...\A girlfriend?! Him?! response:	Seriously?
context: You'll be okay, Shiraishi-san! Let's go have a drink! Some juice!\Oh, yeah... This version of me just got rejected! This is so confusing!\Hey, Ohta.\It's unusual to see you alone.\Echizen...\Actually, Tanaka has a girlfriend now...\A girlfriend?! Him?!\Seriously? response:	Somehow, he suddenly seems so far away...
context: Oh, yeah... This version of me just got rejected! This is so confusing!\Hey, Ohta.\It's unusual to see you alone.\Echizen...\Actually, Tanaka has a girlfriend now...\A girlfriend?! Him?!\Seriously?\Somehow, he suddenly seems so far away... response:	Yeah, but it's a happy occasion.
context: Hey, Ohta.\It's unusual to see you alone.\Echizen...\Actually, Tanaka has a girlfriend now...\A girlfriend?! Him?!\Seriously?\Somehow, he suddenly seems so far away...\Yeah, but it's a happy occasion. response:	We should be happy for him.
context: It's unusual to see you alone.\Echizen...\Actually, Tanaka has a girlfriend now...\A girlfriend?! Him?!\Seriously?\Somehow, he suddenly seems so far away...\Yeah, but it's a happy occasion.\We should be happy for him. response:	Echizen, I know it's weird to ask this of you out of the blue, but...
context: Echizen...\Actually, Tanaka has a girlfriend now...\A girlfriend?! Him?!\Seriously?\Somehow, he suddenly seems so far away...\Yeah, but it's a happy occasion.\We should be happy for him.\Echizen, I know it's weird to ask this of you out of the blue, but... response:	Could this be...
context: Actually, Tanaka has a girlfriend now...\A girlfriend?! Him?!\Seriously?\Somehow, he suddenly seems so far away...\Yeah, but it's a happy occasion.\We should be happy for him.\Echizen, I know it's weird to ask this of you out of the blue, but...\Could this be... response:	Can we go out, too?
context: A girlfriend?! Him?!\Seriously?\Somehow, he suddenly seems so far away...\Yeah, but it's a happy occasion.\We should be happy for him.\Echizen, I know it's weird to ask this of you out of the blue, but...\Could this be...\Can we go out, too? response:	Echizen,
context: Seriously?\Somehow, he suddenly seems so far away...\Yeah, but it's a happy occasion.\We should be happy for him.\Echizen, I know it's weird to ask this of you out of the blue, but...\Could this be...\Can we go out, too?\Echizen, response:	can I carry you under my arm?
context: Somehow, he suddenly seems so far away...\Yeah, but it's a happy occasion.\We should be happy for him.\Echizen, I know it's weird to ask this of you out of the blue, but...\Could this be...\Can we go out, too?\Echizen,\can I carry you under my arm? response:	I can't help but feel something is missing right here...
context: Yeah, but it's a happy occasion.\We should be happy for him.\Echizen, I know it's weird to ask this of you out of the blue, but...\Could this be...\Can we go out, too?\Echizen,\can I carry you under my arm?\I can't help but feel something is missing right here... response:	There's been a lot of drama lately, so it hasn't been this quiet in a while.
context: We should be happy for him.\Echizen, I know it's weird to ask this of you out of the blue, but...\Could this be...\Can we go out, too?\Echizen,\can I carry you under my arm?\I can't help but feel something is missing right here...\There's been a lot of drama lately, so it hasn't been this quiet in a while. response:	I might as well spend a quiet, relaxing day alone.
context: Echizen, I know it's weird to ask this of you out of the blue, but...\Could this be...\Can we go out, too?\Echizen,\can I carry you under my arm?\I can't help but feel something is missing right here...\There's been a lot of drama lately, so it hasn't been this quiet in a while.\I might as well spend a quiet, relaxing day alone. response:	If only Ohta were here at a time like this...
context: Could this be...\Can we go out, too?\Echizen,\can I carry you under my arm?\I can't help but feel something is missing right here...\There's been a lot of drama lately, so it hasn't been this quiet in a while.\I might as well spend a quiet, relaxing day alone.\If only Ohta were here at a time like this... response:	Leave it to me!
context: Can we go out, too?\Echizen,\can I carry you under my arm?\I can't help but feel something is missing right here...\There's been a lot of drama lately, so it hasn't been this quiet in a while.\I might as well spend a quiet, relaxing day alone.\If only Ohta were here at a time like this...\Leave it to me! response:	Hello!
context: Echizen,\can I carry you under my arm?\I can't help but feel something is missing right here...\There's been a lot of drama lately, so it hasn't been this quiet in a while.\I might as well spend a quiet, relaxing day alone.\If only Ohta were here at a time like this...\Leave it to me!\Hello! response:	Can we have a moment of your time?
context: can I carry you under my arm?\I can't help but feel something is missing right here...\There's been a lot of drama lately, so it hasn't been this quiet in a while.\I might as well spend a quiet, relaxing day alone.\If only Ohta were here at a time like this...\Leave it to me!\Hello!\Can we have a moment of your time? response:	We'd like to talk to you about this great product!
context: I can't help but feel something is missing right here...\There's been a lot of drama lately, so it hasn't been this quiet in a while.\I might as well spend a quiet, relaxing day alone.\If only Ohta were here at a time like this...\Leave it to me!\Hello!\Can we have a moment of your time?\We'd like to talk to you about this great product! response:	If only Miyano-san were here at a time like this...
context: There's been a lot of drama lately, so it hasn't been this quiet in a while.\I might as well spend a quiet, relaxing day alone.\If only Ohta were here at a time like this...\Leave it to me!\Hello!\Can we have a moment of your time?\We'd like to talk to you about this great product!\If only Miyano-san were here at a time like this... response:	Well, let me tell you about how great this guy is!
context: I might as well spend a quiet, relaxing day alone.\If only Ohta were here at a time like this...\Leave it to me!\Hello!\Can we have a moment of your time?\We'd like to talk to you about this great product!\If only Miyano-san were here at a time like this...\Well, let me tell you about how great this guy is! response:	If only Shimura were here at a time like this...
context: If only Ohta were here at a time like this...\Leave it to me!\Hello!\Can we have a moment of your time?\We'd like to talk to you about this great product!\If only Miyano-san were here at a time like this...\Well, let me tell you about how great this guy is!\If only Shimura were here at a time like this... response:	Hey there, my goddesses.
context: Leave it to me!\Hello!\Can we have a moment of your time?\We'd like to talk to you about this great product!\If only Miyano-san were here at a time like this...\Well, let me tell you about how great this guy is!\If only Shimura were here at a time like this...\Hey there, my goddesses. response:	Wanna exchange email addresses?
context: Hello!\Can we have a moment of your time?\We'd like to talk to you about this great product!\If only Miyano-san were here at a time like this...\Well, let me tell you about how great this guy is!\If only Shimura were here at a time like this...\Hey there, my goddesses.\Wanna exchange email addresses? response:	Huh?
context: Can we have a moment of your time?\We'd like to talk to you about this great product!\If only Miyano-san were here at a time like this...\Well, let me tell you about how great this guy is!\If only Shimura were here at a time like this...\Hey there, my goddesses.\Wanna exchange email addresses?\Huh? response:	Sigh...
context: We'd like to talk to you about this great product!\If only Miyano-san were here at a time like this...\Well, let me tell you about how great this guy is!\If only Shimura were here at a time like this...\Hey there, my goddesses.\Wanna exchange email addresses?\Huh?\Sigh... response:	How odd... I was planning to relax alone,
context: If only Miyano-san were here at a time like this...\Well, let me tell you about how great this guy is!\If only Shimura were here at a time like this...\Hey there, my goddesses.\Wanna exchange email addresses?\Huh?\Sigh...\How odd... I was planning to relax alone, response:	but I can't relax alone.
context: Well, let me tell you about how great this guy is!\If only Shimura were here at a time like this...\Hey there, my goddesses.\Wanna exchange email addresses?\Huh?\Sigh...\How odd... I was planning to relax alone,\but I can't relax alone. response:	That's strange. Tanaka is all alone.
context: If only Shimura were here at a time like this...\Hey there, my goddesses.\Wanna exchange email addresses?\Huh?\Sigh...\How odd... I was planning to relax alone,\but I can't relax alone.\That's strange. Tanaka is all alone. response:	He was definitely with a girl with braided hair and glasses yesterday.
context: Hey there, my goddesses.\Wanna exchange email addresses?\Huh?\Sigh...\How odd... I was planning to relax alone,\but I can't relax alone.\That's strange. Tanaka is all alone.\He was definitely with a girl with braided hair and glasses yesterday. response:	Braided hair? Glasses?
context: Wanna exchange email addresses?\Huh?\Sigh...\How odd... I was planning to relax alone,\but I can't relax alone.\That's strange. Tanaka is all alone.\He was definitely with a girl with braided hair and glasses yesterday.\Braided hair? Glasses? response:	Something about that bothers me...
context: Huh?\Sigh...\How odd... I was planning to relax alone,\but I can't relax alone.\That's strange. Tanaka is all alone.\He was definitely with a girl with braided hair and glasses yesterday.\Braided hair? Glasses?\Something about that bothers me... response:	Inbox Incoming Email Shiraishi Incoming Email Shiraishi Incoming Email Shiraishi
context: Sigh...\How odd... I was planning to relax alone,\but I can't relax alone.\That's strange. Tanaka is all alone.\He was definitely with a girl with braided hair and glasses yesterday.\Braided hair? Glasses?\Something about that bothers me...\Inbox Incoming Email Shiraishi Incoming Email Shiraishi Incoming Email Shiraishi response:	Ohta-kun... Ohta-kun...
context: How odd... I was planning to relax alone,\but I can't relax alone.\That's strange. Tanaka is all alone.\He was definitely with a girl with braided hair and glasses yesterday.\Braided hair? Glasses?\Something about that bothers me...\Inbox Incoming Email Shiraishi Incoming Email Shiraishi Incoming Email Shiraishi\Ohta-kun... Ohta-kun... response:	Sorry, but that's not his girlfriend.
context: but I can't relax alone.\That's strange. Tanaka is all alone.\He was definitely with a girl with braided hair and glasses yesterday.\Braided hair? Glasses?\Something about that bothers me...\Inbox Incoming Email Shiraishi Incoming Email Shiraishi Incoming Email Shiraishi\Ohta-kun... Ohta-kun...\Sorry, but that's not his girlfriend. response:	She's a friend of ours and my personal mentor, Master Macaron!
context: That's strange. Tanaka is all alone.\He was definitely with a girl with braided hair and glasses yesterday.\Braided hair? Glasses?\Something about that bothers me...\Inbox Incoming Email Shiraishi Incoming Email Shiraishi Incoming Email Shiraishi\Ohta-kun... Ohta-kun...\Sorry, but that's not his girlfriend.\She's a friend of ours and my personal mentor, Master Macaron! response:	Master Macaron?!
context: He was definitely with a girl with braided hair and glasses yesterday.\Braided hair? Glasses?\Something about that bothers me...\Inbox Incoming Email Shiraishi Incoming Email Shiraishi Incoming Email Shiraishi\Ohta-kun... Ohta-kun...\Sorry, but that's not his girlfriend.\She's a friend of ours and my personal mentor, Master Macaron!\Master Macaron?! response:	I'm home.
context: Braided hair? Glasses?\Something about that bothers me...\Inbox Incoming Email Shiraishi Incoming Email Shiraishi Incoming Email Shiraishi\Ohta-kun... Ohta-kun...\Sorry, but that's not his girlfriend.\She's a friend of ours and my personal mentor, Master Macaron!\Master Macaron?!\I'm home. response:	What's wrong, Brother? You look more listless than usual.
context: Something about that bothers me...\Inbox Incoming Email Shiraishi Incoming Email Shiraishi Incoming Email Shiraishi\Ohta-kun... Ohta-kun...\Sorry, but that's not his girlfriend.\She's a friend of ours and my personal mentor, Master Macaron!\Master Macaron?!\I'm home.\What's wrong, Brother? You look more listless than usual. response:	Rino...
context: Inbox Incoming Email Shiraishi Incoming Email Shiraishi Incoming Email Shiraishi\Ohta-kun... Ohta-kun...\Sorry, but that's not his girlfriend.\She's a friend of ours and my personal mentor, Master Macaron!\Master Macaron?!\I'm home.\What's wrong, Brother? You look more listless than usual.\Rino... response:	I realized something today...
context: Ohta-kun... Ohta-kun...\Sorry, but that's not his girlfriend.\She's a friend of ours and my personal mentor, Master Macaron!\Master Macaron?!\I'm home.\What's wrong, Brother? You look more listless than usual.\Rino...\I realized something today... response:	Realized what?
context: Sorry, but that's not his girlfriend.\She's a friend of ours and my personal mentor, Master Macaron!\Master Macaron?!\I'm home.\What's wrong, Brother? You look more listless than usual.\Rino...\I realized something today...\Realized what? response:	Ohta is absolutely essential in my life.
context: She's a friend of ours and my personal mentor, Master Macaron!\Master Macaron?!\I'm home.\What's wrong, Brother? You look more listless than usual.\Rino...\I realized something today...\Realized what?\Ohta is absolutely essential in my life. response:	Damn you, Ohta! What have you done to my brother?!
context: Master Macaron?!\I'm home.\What's wrong, Brother? You look more listless than usual.\Rino...\I realized something today...\Realized what?\Ohta is absolutely essential in my life.\Damn you, Ohta! What have you done to my brother?! response:	I realized how much I appreciate everyone.
context: I'm home.\What's wrong, Brother? You look more listless than usual.\Rino...\I realized something today...\Realized what?\Ohta is absolutely essential in my life.\Damn you, Ohta! What have you done to my brother?!\I realized how much I appreciate everyone. response:	It's true that no man can live alone.
context: What's wrong, Brother? You look more listless than usual.\Rino...\I realized something today...\Realized what?\Ohta is absolutely essential in my life.\Damn you, Ohta! What have you done to my brother?!\I realized how much I appreciate everyone.\It's true that no man can live alone. response:	Sorry, Tanaka! It was a misunderstanding!
context: Rino...\I realized something today...\Realized what?\Ohta is absolutely essential in my life.\Damn you, Ohta! What have you done to my brother?!\I realized how much I appreciate everyone.\It's true that no man can live alone.\Sorry, Tanaka! It was a misunderstanding! response:	I'm really sorry! Now that I think about it,
context: I realized something today...\Realized what?\Ohta is absolutely essential in my life.\Damn you, Ohta! What have you done to my brother?!\I realized how much I appreciate everyone.\It's true that no man can live alone.\Sorry, Tanaka! It was a misunderstanding!\I'm really sorry! Now that I think about it, response:	we should've realized it was strange when even Ohta didn't know about it...
context: Realized what?\Ohta is absolutely essential in my life.\Damn you, Ohta! What have you done to my brother?!\I realized how much I appreciate everyone.\It's true that no man can live alone.\Sorry, Tanaka! It was a misunderstanding!\I'm really sorry! Now that I think about it,\we should've realized it was strange when even Ohta didn't know about it... response:	As a token of our apology, if there's anything we can do for you, just ask!
context: Ohta is absolutely essential in my life.\Damn you, Ohta! What have you done to my brother?!\I realized how much I appreciate everyone.\It's true that no man can live alone.\Sorry, Tanaka! It was a misunderstanding!\I'm really sorry! Now that I think about it,\we should've realized it was strange when even Ohta didn't know about it...\As a token of our apology, if there's anything we can do for you, just ask! response:	If you want, I can carry you in place of Ohta!
context: Damn you, Ohta! What have you done to my brother?!\I realized how much I appreciate everyone.\It's true that no man can live alone.\Sorry, Tanaka! It was a misunderstanding!\I'm really sorry! Now that I think about it,\we should've realized it was strange when even Ohta didn't know about it...\As a token of our apology, if there's anything we can do for you, just ask!\If you want, I can carry you in place of Ohta! response:	It's okay.
context: I realized how much I appreciate everyone.\It's true that no man can live alone.\Sorry, Tanaka! It was a misunderstanding!\I'm really sorry! Now that I think about it,\we should've realized it was strange when even Ohta didn't know about it...\As a token of our apology, if there's anything we can do for you, just ask!\If you want, I can carry you in place of Ohta!\It's okay. response:	I just want you guys to be your usual selves.
context: It's true that no man can live alone.\Sorry, Tanaka! It was a misunderstanding!\I'm really sorry! Now that I think about it,\we should've realized it was strange when even Ohta didn't know about it...\As a token of our apology, if there's anything we can do for you, just ask!\If you want, I can carry you in place of Ohta!\It's okay.\I just want you guys to be your usual selves. response:	You're very forgiving, despite how you look, Tanaka!
context: Sorry, Tanaka! It was a misunderstanding!\I'm really sorry! Now that I think about it,\we should've realized it was strange when even Ohta didn't know about it...\As a token of our apology, if there's anything we can do for you, just ask!\If you want, I can carry you in place of Ohta!\It's okay.\I just want you guys to be your usual selves.\You're very forgiving, despite how you look, Tanaka! response:	I'm so relieved. I thought you'd never speak to us again!
