context: Episode 13: Memories to Come response:	Shisogapo, Lumpur International Airport
context: By the way, who are you?\So that's how things roll...\Of course, it's understandable.\Since you plundered thousands -tens of thousands - of abilities...\It's a blessing that you can even talk.\I am...\A lover? Even though I don't recognize you at all?\That hurts... a lot more than I expected. response:	Did I make you sad just now?
context: So that's how things roll...\Of course, it's understandable.\Since you plundered thousands -tens of thousands - of abilities...\It's a blessing that you can even talk.\I am...\A lover? Even though I don't recognize you at all?\That hurts... a lot more than I expected.\Did I make you sad just now? response:	You did.
context: Of course, it's understandable.\Since you plundered thousands -tens of thousands - of abilities...\It's a blessing that you can even talk.\I am...\A lover? Even though I don't recognize you at all?\That hurts... a lot more than I expected.\Did I make you sad just now?\You did. response:	Because we were in the same class,
context: Since you plundered thousands -tens of thousands - of abilities...\It's a blessing that you can even talk.\I am...\A lover? Even though I don't recognize you at all?\That hurts... a lot more than I expected.\Did I make you sad just now?\You did.\Because we were in the same class, response:	and we lived our high school lives together in the student council.
context: It's a blessing that you can even talk.\I am...\A lover? Even though I don't recognize you at all?\That hurts... a lot more than I expected.\Did I make you sad just now?\You did.\Because we were in the same class,\and we lived our high school lives together in the student council. response:	And before you left, you promised me that we would be lovers.
context: I am...\A lover? Even though I don't recognize you at all?\That hurts... a lot more than I expected.\Did I make you sad just now?\You did.\Because we were in the same class,\and we lived our high school lives together in the student council.\And before you left, you promised me that we would be lovers. response:	I'm sorry... I can't remember anything at all.
context: A lover? Even though I don't recognize you at all?\That hurts... a lot more than I expected.\Did I make you sad just now?\You did.\Because we were in the same class,\and we lived our high school lives together in the student council.\And before you left, you promised me that we would be lovers.\I'm sorry... I can't remember anything at all. response:	Those flash cards... I made those.
context: That hurts... a lot more than I expected.\Did I make you sad just now?\You did.\Because we were in the same class,\and we lived our high school lives together in the student council.\And before you left, you promised me that we would be lovers.\I'm sorry... I can't remember anything at all.\Those flash cards... I made those. response:	So you held onto them until the very end.
context: Did I make you sad just now?\You did.\Because we were in the same class,\and we lived our high school lives together in the student council.\And before you left, you promised me that we would be lovers.\I'm sorry... I can't remember anything at all.\Those flash cards... I made those.\So you held onto them until the very end. response:	Did they come in handy?
context: You did.\Because we were in the same class,\and we lived our high school lives together in the student council.\And before you left, you promised me that we would be lovers.\I'm sorry... I can't remember anything at all.\Those flash cards... I made those.\So you held onto them until the very end.\Did they come in handy? response:	So this... You made this...?
context: Because we were in the same class,\and we lived our high school lives together in the student council.\And before you left, you promised me that we would be lovers.\I'm sorry... I can't remember anything at all.\Those flash cards... I made those.\So you held onto them until the very end.\Did they come in handy?\So this... You made this...? response:	Yes.
context: and we lived our high school lives together in the student council.\And before you left, you promised me that we would be lovers.\I'm sorry... I can't remember anything at all.\Those flash cards... I made those.\So you held onto them until the very end.\Did they come in handy?\So this... You made this...?\Yes. response:	For me, this was something like a good-luck charm...
context: And before you left, you promised me that we would be lovers.\I'm sorry... I can't remember anything at all.\Those flash cards... I made those.\So you held onto them until the very end.\Did they come in handy?\So this... You made this...?\Yes.\For me, this was something like a good-luck charm... response:	This was the one thing I couldn't part with.
context: I'm sorry... I can't remember anything at all.\Those flash cards... I made those.\So you held onto them until the very end.\Did they come in handy?\So this... You made this...?\Yes.\For me, this was something like a good-luck charm...\This was the one thing I couldn't part with. response:	Even though it's so tattered, and half torn...
context: Those flash cards... I made those.\So you held onto them until the very end.\Did they come in handy?\So this... You made this...?\Yes.\For me, this was something like a good-luck charm...\This was the one thing I couldn't part with.\Even though it's so tattered, and half torn... response:	Thank you... very much.
context: So you held onto them until the very end.\Did they come in handy?\So this... You made this...?\Yes.\For me, this was something like a good-luck charm...\This was the one thing I couldn't part with.\Even though it's so tattered, and half torn...\Thank you... very much. response:	If you were able to come back like this because of that...
context: Did they come in handy?\So this... You made this...?\Yes.\For me, this was something like a good-luck charm...\This was the one thing I couldn't part with.\Even though it's so tattered, and half torn...\Thank you... very much.\If you were able to come back like this because of that... response:	I couldn't be happier.
context: So this... You made this...?\Yes.\For me, this was something like a good-luck charm...\This was the one thing I couldn't part with.\Even though it's so tattered, and half torn...\Thank you... very much.\If you were able to come back like this because of that...\I couldn't be happier. response:	Did I make you sad again?
context: Yes.\For me, this was something like a good-luck charm...\This was the one thing I couldn't part with.\Even though it's so tattered, and half torn...\Thank you... very much.\If you were able to come back like this because of that...\I couldn't be happier.\Did I make you sad again? response:	No... I'm just happy. That is all.
context: For me, this was something like a good-luck charm...\This was the one thing I couldn't part with.\Even though it's so tattered, and half torn...\Thank you... very much.\If you were able to come back like this because of that...\I couldn't be happier.\Did I make you sad again?\No... I'm just happy. That is all. response:	I don't really get it... but please don't cry.
context: This was the one thing I couldn't part with.\Even though it's so tattered, and half torn...\Thank you... very much.\If you were able to come back like this because of that...\I couldn't be happier.\Did I make you sad again?\No... I'm just happy. That is all.\I don't really get it... but please don't cry. response:	That's impossible.
context: Even though it's so tattered, and half torn...\Thank you... very much.\If you were able to come back like this because of that...\I couldn't be happier.\Did I make you sad again?\No... I'm just happy. That is all.\I don't really get it... but please don't cry.\That's impossible. response:	Yu Otosaka...
context: Thank you... very much.\If you were able to come back like this because of that...\I couldn't be happier.\Did I make you sad again?\No... I'm just happy. That is all.\I don't really get it... but please don't cry.\That's impossible.\Yu Otosaka... response:	Grave of the Kumagami family
context: If you were able to come back like this because of that...\I couldn't be happier.\Did I make you sad again?\No... I'm just happy. That is all.\I don't really get it... but please don't cry.\That's impossible.\Yu Otosaka...\Grave of the Kumagami family response:	This was a camcorder that I kept recording things I didn't want to record for the longest time.
context: I couldn't be happier.\Did I make you sad again?\No... I'm just happy. That is all.\I don't really get it... but please don't cry.\That's impossible.\Yu Otosaka...\Grave of the Kumagami family\This was a camcorder that I kept recording things I didn't want to record for the longest time. response:	I will record lots and lots of happy everyday life.
context: Did I make you sad again?\No... I'm just happy. That is all.\I don't really get it... but please don't cry.\That's impossible.\Yu Otosaka...\Grave of the Kumagami family\This was a camcorder that I kept recording things I didn't want to record for the longest time.\I will record lots and lots of happy everyday life. response:	And so, let's leave behind lots and lots of happy memories!
context: No... I'm just happy. That is all.\I don't really get it... but please don't cry.\That's impossible.\Yu Otosaka...\Grave of the Kumagami family\This was a camcorder that I kept recording things I didn't want to record for the longest time.\I will record lots and lots of happy everyday life.\And so, let's leave behind lots and lots of happy memories! response:	Sounds good.
context: I don't really get it... but please don't cry.\That's impossible.\Yu Otosaka...\Grave of the Kumagami family\This was a camcorder that I kept recording things I didn't want to record for the longest time.\I will record lots and lots of happy everyday life.\And so, let's leave behind lots and lots of happy memories!\Sounds good. response:	Yup!
context: That's impossible.\Yu Otosaka...\Grave of the Kumagami family\This was a camcorder that I kept recording things I didn't want to record for the longest time.\I will record lots and lots of happy everyday life.\And so, let's leave behind lots and lots of happy memories!\Sounds good.\Yup! response:	Can Ayu be a part of that as well?
context: Yu Otosaka...\Grave of the Kumagami family\This was a camcorder that I kept recording things I didn't want to record for the longest time.\I will record lots and lots of happy everyday life.\And so, let's leave behind lots and lots of happy memories!\Sounds good.\Yup!\Can Ayu be a part of that as well? response:	Of course!
context: Grave of the Kumagami family\This was a camcorder that I kept recording things I didn't want to record for the longest time.\I will record lots and lots of happy everyday life.\And so, let's leave behind lots and lots of happy memories!\Sounds good.\Yup!\Can Ayu be a part of that as well?\Of course! response:	What should I say right now...?
context: This was a camcorder that I kept recording things I didn't want to record for the longest time.\I will record lots and lots of happy everyday life.\And so, let's leave behind lots and lots of happy memories!\Sounds good.\Yup!\Can Ayu be a part of that as well?\Of course!\What should I say right now...? response:	Please, be honest.
context: I will record lots and lots of happy everyday life.\And so, let's leave behind lots and lots of happy memories!\Sounds good.\Yup!\Can Ayu be a part of that as well?\Of course!\What should I say right now...?\Please, be honest. response:	I'm looking forward to what's to come.
context: And so, let's leave behind lots and lots of happy memories!\Sounds good.\Yup!\Can Ayu be a part of that as well?\Of course!\What should I say right now...?\Please, be honest.\I'm looking forward to what's to come. response:	Right! Everything is going to happen from now on!
context: Sounds good.\Yup!\Can Ayu be a part of that as well?\Of course!\What should I say right now...?\Please, be honest.\I'm looking forward to what's to come.\Right! Everything is going to happen from now on! response:	That's right!
context: Yup!\Can Ayu be a part of that as well?\Of course!\What should I say right now...?\Please, be honest.\I'm looking forward to what's to come.\Right! Everything is going to happen from now on!\That's right! response:	From now on, let's fill our lives only with fun things.
