context: It's like the report said... response:	The entire village is devastated,
context: I might be the shittiest person there ever was.\You guys don't know what it's like.\She knows how awful I am, and yet she still smiles at me... that girl.\You...\Don't be mad at me.\I have a plan for it.\If I stay and fight, it should be easier for you to escape anyways!\Or would you rather stay and kill each other?! response:	Do you want me to prove how crazy I am?!
context: You guys don't know what it's like.\She knows how awful I am, and yet she still smiles at me... that girl.\You...\Don't be mad at me.\I have a plan for it.\If I stay and fight, it should be easier for you to escape anyways!\Or would you rather stay and kill each other?!\Do you want me to prove how crazy I am?! response:	A light?
context: She knows how awful I am, and yet she still smiles at me... that girl.\You...\Don't be mad at me.\I have a plan for it.\If I stay and fight, it should be easier for you to escape anyways!\Or would you rather stay and kill each other?!\Do you want me to prove how crazy I am?!\A light? response:	Straight ahead in the forest! I saw a light!
context: You...\Don't be mad at me.\I have a plan for it.\If I stay and fight, it should be easier for you to escape anyways!\Or would you rather stay and kill each other?!\Do you want me to prove how crazy I am?!\A light?\Straight ahead in the forest! I saw a light! response:	It's the light that appears when a Titan transforms!
context: Don't be mad at me.\I have a plan for it.\If I stay and fight, it should be easier for you to escape anyways!\Or would you rather stay and kill each other?!\Do you want me to prove how crazy I am?!\A light?\Straight ahead in the forest! I saw a light!\It's the light that appears when a Titan transforms! response:	Then we're just in time.
context: I have a plan for it.\If I stay and fight, it should be easier for you to escape anyways!\Or would you rather stay and kill each other?!\Do you want me to prove how crazy I am?!\A light?\Straight ahead in the forest! I saw a light!\It's the light that appears when a Titan transforms!\Then we're just in time. response:	Soldiers, disperse!
context: If I stay and fight, it should be easier for you to escape anyways!\Or would you rather stay and kill each other?!\Do you want me to prove how crazy I am?!\A light?\Straight ahead in the forest! I saw a light!\It's the light that appears when a Titan transforms!\Then we're just in time.\Soldiers, disperse! response:	We believe the enemy has already transformed!
context: Or would you rather stay and kill each other?!\Do you want me to prove how crazy I am?!\A light?\Straight ahead in the forest! I saw a light!\It's the light that appears when a Titan transforms!\Then we're just in time.\Soldiers, disperse!\We believe the enemy has already transformed! response:	Locate Eren and recover him!
context: Do you want me to prove how crazy I am?!\A light?\Straight ahead in the forest! I saw a light!\It's the light that appears when a Titan transforms!\Then we're just in time.\Soldiers, disperse!\We believe the enemy has already transformed!\Locate Eren and recover him! response:	Another one of the Police!
context: A light?\Straight ahead in the forest! I saw a light!\It's the light that appears when a Titan transforms!\Then we're just in time.\Soldiers, disperse!\We believe the enemy has already transformed!\Locate Eren and recover him!\Another one of the Police! response:	Battle is not our objective!
context: Straight ahead in the forest! I saw a light!\It's the light that appears when a Titan transforms!\Then we're just in time.\Soldiers, disperse!\We believe the enemy has already transformed!\Locate Eren and recover him!\Another one of the Police!\Battle is not our objective! response:	Prioritize recovery and retreat!
context: It's the light that appears when a Titan transforms!\Then we're just in time.\Soldiers, disperse!\We believe the enemy has already transformed!\Locate Eren and recover him!\Another one of the Police!\Battle is not our objective!\Prioritize recovery and retreat! response:	Phil! Round up the horses!
context: Then we're just in time.\Soldiers, disperse!\We believe the enemy has already transformed!\Locate Eren and recover him!\Another one of the Police!\Battle is not our objective!\Prioritize recovery and retreat!\Phil! Round up the horses! response:	Yes, Sir!
context: Soldiers, disperse!\We believe the enemy has already transformed!\Locate Eren and recover him!\Another one of the Police!\Battle is not our objective!\Prioritize recovery and retreat!\Phil! Round up the horses!\Yes, Sir! response:	First thing is to find the enemy and let the others know!
context: We believe the enemy has already transformed!\Locate Eren and recover him!\Another one of the Police!\Battle is not our objective!\Prioritize recovery and retreat!\Phil! Round up the horses!\Yes, Sir!\First thing is to find the enemy and let the others know! response:	They should be fleeing from the forest!
context: Locate Eren and recover him!\Another one of the Police!\Battle is not our objective!\Prioritize recovery and retreat!\Phil! Round up the horses!\Yes, Sir!\First thing is to find the enemy and let the others know!\They should be fleeing from the forest! response:	Break!
context: Another one of the Police!\Battle is not our objective!\Prioritize recovery and retreat!\Phil! Round up the horses!\Yes, Sir!\First thing is to find the enemy and let the others know!\They should be fleeing from the forest!\Break! response:	Eren.
context: Battle is not our objective!\Prioritize recovery and retreat!\Phil! Round up the horses!\Yes, Sir!\First thing is to find the enemy and let the others know!\They should be fleeing from the forest!\Break!\Eren. response:	Where are you?!
context: Prioritize recovery and retreat!\Phil! Round up the horses!\Yes, Sir!\First thing is to find the enemy and let the others know!\They should be fleeing from the forest!\Break!\Eren.\Where are you?! response:	Is that the scream of a Titan?
context: Phil! Round up the horses!\Yes, Sir!\First thing is to find the enemy and let the others know!\They should be fleeing from the forest!\Break!\Eren.\Where are you?!\Is that the scream of a Titan? response:	It came from ahead!
context: Yes, Sir!\First thing is to find the enemy and let the others know!\They should be fleeing from the forest!\Break!\Eren.\Where are you?!\Is that the scream of a Titan?\It came from ahead! response:	You can't hide from me!
context: First thing is to find the enemy and let the others know!\They should be fleeing from the forest!\Break!\Eren.\Where are you?!\Is that the scream of a Titan?\It came from ahead!\You can't hide from me! response:	Wait!
context: They should be fleeing from the forest!\Break!\Eren.\Where are you?!\Is that the scream of a Titan?\It came from ahead!\You can't hide from me!\Wait! response:	This is Ymir!
context: Break!\Eren.\Where are you?!\Is that the scream of a Titan?\It came from ahead!\You can't hide from me!\Wait!\This is Ymir! response:	She's the one they took! In Titan form!
context: Eren.\Where are you?!\Is that the scream of a Titan?\It came from ahead!\You can't hide from me!\Wait!\This is Ymir!\She's the one they took! In Titan form! response:	Hey, Ymir! Why are you the only one here?!
context: Where are you?!\Is that the scream of a Titan?\It came from ahead!\You can't hide from me!\Wait!\This is Ymir!\She's the one they took! In Titan form!\Hey, Ymir! Why are you the only one here?! response:	Where's Eren?! What about Reiner!? Bertholdt?!
context: Is that the scream of a Titan?\It came from ahead!\You can't hide from me!\Wait!\This is Ymir!\She's the one they took! In Titan form!\Hey, Ymir! Why are you the only one here?!\Where's Eren?! What about Reiner!? Bertholdt?! response:	So that's Ymir?
context: It came from ahead!\You can't hide from me!\Wait!\This is Ymir!\She's the one they took! In Titan form!\Hey, Ymir! Why are you the only one here?!\Where's Eren?! What about Reiner!? Bertholdt?!\So that's Ymir? response:	Did she turn into a Titan and fight with Reiner?!
context: You can't hide from me!\Wait!\This is Ymir!\She's the one they took! In Titan form!\Hey, Ymir! Why are you the only one here?!\Where's Eren?! What about Reiner!? Bertholdt?!\So that's Ymir?\Did she turn into a Titan and fight with Reiner?! response:	Ymir?
context: Wait!\This is Ymir!\She's the one they took! In Titan form!\Hey, Ymir! Why are you the only one here?!\Where's Eren?! What about Reiner!? Bertholdt?!\So that's Ymir?\Did she turn into a Titan and fight with Reiner?!\Ymir? response:	Did you get away from Reiner?! Where are they?!
context: This is Ymir!\She's the one they took! In Titan form!\Hey, Ymir! Why are you the only one here?!\Where's Eren?! What about Reiner!? Bertholdt?!\So that's Ymir?\Did she turn into a Titan and fight with Reiner?!\Ymir?\Did you get away from Reiner?! Where are they?! response:	Tell us anything, Ymir!
context: She's the one they took! In Titan form!\Hey, Ymir! Why are you the only one here?!\Where's Eren?! What about Reiner!? Bertholdt?!\So that's Ymir?\Did she turn into a Titan and fight with Reiner?!\Ymir?\Did you get away from Reiner?! Where are they?!\Tell us anything, Ymir! response:	Say something already!
context: Hey, Ymir! Why are you the only one here?!\Where's Eren?! What about Reiner!? Bertholdt?!\So that's Ymir?\Did she turn into a Titan and fight with Reiner?!\Ymir?\Did you get away from Reiner?! Where are they?!\Tell us anything, Ymir!\Say something already! response:	Hey, ugly! We're in a hurry!
context: Where's Eren?! What about Reiner!? Bertholdt?!\So that's Ymir?\Did she turn into a Titan and fight with Reiner?!\Ymir?\Did you get away from Reiner?! Where are they?!\Tell us anything, Ymir!\Say something already!\Hey, ugly! We're in a hurry! response:	Is she keeping an eye out for Reiner?
context: So that's Ymir?\Did she turn into a Titan and fight with Reiner?!\Ymir?\Did you get away from Reiner?! Where are they?!\Tell us anything, Ymir!\Say something already!\Hey, ugly! We're in a hurry!\Is she keeping an eye out for Reiner? response:	Something's not right.
context: Did she turn into a Titan and fight with Reiner?!\Ymir?\Did you get away from Reiner?! Where are they?!\Tell us anything, Ymir!\Say something already!\Hey, ugly! We're in a hurry!\Is she keeping an eye out for Reiner?\Something's not right. response:	Why... is she looking at everybody one by one?
context: Ymir?\Did you get away from Reiner?! Where are they?!\Tell us anything, Ymir!\Say something already!\Hey, ugly! We're in a hurry!\Is she keeping an eye out for Reiner?\Something's not right.\Why... is she looking at everybody one by one? response:	Ymir!
context: Did you get away from Reiner?! Where are they?!\Tell us anything, Ymir!\Say something already!\Hey, ugly! We're in a hurry!\Is she keeping an eye out for Reiner?\Something's not right.\Why... is she looking at everybody one by one?\Ymir! response:	Thank goodness!
context: Tell us anything, Ymir!\Say something already!\Hey, ugly! We're in a hurry!\Is she keeping an eye out for Reiner?\Something's not right.\Why... is she looking at everybody one by one?\Ymir!\Thank goodness! response:	You're all right!
context: Say something already!\Hey, ugly! We're in a hurry!\Is she keeping an eye out for Reiner?\Something's not right.\Why... is she looking at everybody one by one?\Ymir!\Thank goodness!\You're all right! response:	Huh?
context: Hey, ugly! We're in a hurry!\Is she keeping an eye out for Reiner?\Something's not right.\Why... is she looking at everybody one by one?\Ymir!\Thank goodness!\You're all right!\Huh? response:	No...
context: Is she keeping an eye out for Reiner?\Something's not right.\Why... is she looking at everybody one by one?\Ymir!\Thank goodness!\You're all right!\Huh?\No... response:	She...
context: Something's not right.\Why... is she looking at everybody one by one?\Ymir!\Thank goodness!\You're all right!\Huh?\No...\She... response:	She ate Christa!
context: Why... is she looking at everybody one by one?\Ymir!\Thank goodness!\You're all right!\Huh?\No...\She...\She ate Christa! response:	Don't just stand there! Chase her!
context: Ymir!\Thank goodness!\You're all right!\Huh?\No...\She...\She ate Christa!\Don't just stand there! Chase her! response:	She's fast! We're losing her!
context: Thank goodness!\You're all right!\Huh?\No...\She...\She ate Christa!\Don't just stand there! Chase her!\She's fast! We're losing her! response:	Why would Ymir do that?!
context: You're all right!\Huh?\No...\She...\She ate Christa!\Don't just stand there! Chase her!\She's fast! We're losing her!\Why would Ymir do that?! response:	I can't be the only one who could've guessed it would turn out this way!
context: Huh?\No...\She...\She ate Christa!\Don't just stand there! Chase her!\She's fast! We're losing her!\Why would Ymir do that?!\I can't be the only one who could've guessed it would turn out this way! response:	Yeah! She's clearly hostile to us now!
context: No...\She...\She ate Christa!\Don't just stand there! Chase her!\She's fast! We're losing her!\Why would Ymir do that?!\I can't be the only one who could've guessed it would turn out this way!\Yeah! She's clearly hostile to us now! response:	Looks like she's cooperating with Reiner! She lured us right in!
context: She...\She ate Christa!\Don't just stand there! Chase her!\She's fast! We're losing her!\Why would Ymir do that?!\I can't be the only one who could've guessed it would turn out this way!\Yeah! She's clearly hostile to us now!\Looks like she's cooperating with Reiner! She lured us right in! response:	Here she comes, Reiner.
context: She ate Christa!\Don't just stand there! Chase her!\She's fast! We're losing her!\Why would Ymir do that?!\I can't be the only one who could've guessed it would turn out this way!\Yeah! She's clearly hostile to us now!\Looks like she's cooperating with Reiner! She lured us right in!\Here she comes, Reiner. response:	Right.
context: Don't just stand there! Chase her!\She's fast! We're losing her!\Why would Ymir do that?!\I can't be the only one who could've guessed it would turn out this way!\Yeah! She's clearly hostile to us now!\Looks like she's cooperating with Reiner! She lured us right in!\Here she comes, Reiner.\Right. response:	Oh no...
context: She's fast! We're losing her!\Why would Ymir do that?!\I can't be the only one who could've guessed it would turn out this way!\Yeah! She's clearly hostile to us now!\Looks like she's cooperating with Reiner! She lured us right in!\Here she comes, Reiner.\Right.\Oh no... response:	Eren's being taken away!
context: Why would Ymir do that?!\I can't be the only one who could've guessed it would turn out this way!\Yeah! She's clearly hostile to us now!\Looks like she's cooperating with Reiner! She lured us right in!\Here she comes, Reiner.\Right.\Oh no...\Eren's being taken away! response:	Don't stop!
context: I can't be the only one who could've guessed it would turn out this way!\Yeah! She's clearly hostile to us now!\Looks like she's cooperating with Reiner! She lured us right in!\Here she comes, Reiner.\Right.\Oh no...\Eren's being taken away!\Don't stop! response:	Get on your horse and chase!
context: Yeah! She's clearly hostile to us now!\Looks like she's cooperating with Reiner! She lured us right in!\Here she comes, Reiner.\Right.\Oh no...\Eren's being taken away!\Don't stop!\Get on your horse and chase! response:	I'm getting him back no matter what!
context: Looks like she's cooperating with Reiner! She lured us right in!\Here she comes, Reiner.\Right.\Oh no...\Eren's being taken away!\Don't stop!\Get on your horse and chase!\I'm getting him back no matter what! response:	Even if it means trading my life for it!
context: Here she comes, Reiner.\Right.\Oh no...\Eren's being taken away!\Don't stop!\Get on your horse and chase!\I'm getting him back no matter what!\Even if it means trading my life for it! response:	The battle of pursuit begins.
context: Right.\Oh no...\Eren's being taken away!\Don't stop!\Get on your horse and chase!\I'm getting him back no matter what!\Even if it means trading my life for it!\The battle of pursuit begins. response:	The hunters and the hunted.
context: Oh no...\Eren's being taken away!\Don't stop!\Get on your horse and chase!\I'm getting him back no matter what!\Even if it means trading my life for it!\The battle of pursuit begins.\The hunters and the hunted. response:	The intense emotions of friends made foe... spill and clash on the battlefield.
context: Eren's being taken away!\Don't stop!\Get on your horse and chase!\I'm getting him back no matter what!\Even if it means trading my life for it!\The battle of pursuit begins.\The hunters and the hunted.\The intense emotions of friends made foe... spill and clash on the battlefield. response:	But soldiers are falling far too quickly.
context: Don't stop!\Get on your horse and chase!\I'm getting him back no matter what!\Even if it means trading my life for it!\The battle of pursuit begins.\The hunters and the hunted.\The intense emotions of friends made foe... spill and clash on the battlefield.\But soldiers are falling far too quickly. response:	In a gamble waging the fate of humanity, Erwin executes a do-or-die strategy.
context: Get on your horse and chase!\I'm getting him back no matter what!\Even if it means trading my life for it!\The battle of pursuit begins.\The hunters and the hunted.\The intense emotions of friends made foe... spill and clash on the battlefield.\But soldiers are falling far too quickly.\In a gamble waging the fate of humanity, Erwin executes a do-or-die strategy. response:	Charge
context: I'm getting him back no matter what!\Even if it means trading my life for it!\The battle of pursuit begins.\The hunters and the hunted.\The intense emotions of friends made foe... spill and clash on the battlefield.\But soldiers are falling far too quickly.\In a gamble waging the fate of humanity, Erwin executes a do-or-die strategy.\Charge response:	Charge.
