context: Spring is almost here, isn't it? response:	Yeah, spring...
context: It's fine, it's fine! I have good sense of balance!\If Akira wasn't balancing you out, you'd already be at the bottom of the canal.\Akira should scold him.\Sir, that's a woman's mask.\Oh?\My beloved prince, please marry me!\Ah! I said it, I said it! I proposed to Himeya's Akira!\Listen, would you just... response:	Whoa!
context: If Akira wasn't balancing you out, you'd already be at the bottom of the canal.\Akira should scold him.\Sir, that's a woman's mask.\Oh?\My beloved prince, please marry me!\Ah! I said it, I said it! I proposed to Himeya's Akira!\Listen, would you just...\Whoa! response:	Excuse me!
context: Akira should scold him.\Sir, that's a woman's mask.\Oh?\My beloved prince, please marry me!\Ah! I said it, I said it! I proposed to Himeya's Akira!\Listen, would you just...\Whoa!\Excuse me! response:	That was close...
context: Sir, that's a woman's mask.\Oh?\My beloved prince, please marry me!\Ah! I said it, I said it! I proposed to Himeya's Akira!\Listen, would you just...\Whoa!\Excuse me!\That was close... response:	Princess, acting like a troublesome tomboy won't help to win me over.
context: Oh?\My beloved prince, please marry me!\Ah! I said it, I said it! I proposed to Himeya's Akira!\Listen, would you just...\Whoa!\Excuse me!\That was close...\Princess, acting like a troublesome tomboy won't help to win me over. response:	Oh, that.
context: My beloved prince, please marry me!\Ah! I said it, I said it! I proposed to Himeya's Akira!\Listen, would you just...\Whoa!\Excuse me!\That was close...\Princess, acting like a troublesome tomboy won't help to win me over.\Oh, that. response:	It's not like I don't understand wanting to cut loose on vacation.
context: Ah! I said it, I said it! I proposed to Himeya's Akira!\Listen, would you just...\Whoa!\Excuse me!\That was close...\Princess, acting like a troublesome tomboy won't help to win me over.\Oh, that.\It's not like I don't understand wanting to cut loose on vacation. response:	You're too cool.
context: Listen, would you just...\Whoa!\Excuse me!\That was close...\Princess, acting like a troublesome tomboy won't help to win me over.\Oh, that.\It's not like I don't understand wanting to cut loose on vacation.\You're too cool. response:	My, my.
context: Whoa!\Excuse me!\That was close...\Princess, acting like a troublesome tomboy won't help to win me over.\Oh, that.\It's not like I don't understand wanting to cut loose on vacation.\You're too cool.\My, my. response:	If I had snapped then, they probably wouldn't have remembered their vacation as fondly.
context: Excuse me!\That was close...\Princess, acting like a troublesome tomboy won't help to win me over.\Oh, that.\It's not like I don't understand wanting to cut loose on vacation.\You're too cool.\My, my.\If I had snapped then, they probably wouldn't have remembered their vacation as fondly. response:	Something similar happened with Athena, as well.
context: That was close...\Princess, acting like a troublesome tomboy won't help to win me over.\Oh, that.\It's not like I don't understand wanting to cut loose on vacation.\You're too cool.\My, my.\If I had snapped then, they probably wouldn't have remembered their vacation as fondly.\Something similar happened with Athena, as well. response:	No! I want ice cream!
context: Princess, acting like a troublesome tomboy won't help to win me over.\Oh, that.\It's not like I don't understand wanting to cut loose on vacation.\You're too cool.\My, my.\If I had snapped then, they probably wouldn't have remembered their vacation as fondly.\Something similar happened with Athena, as well.\No! I want ice cream! response:	Honestly... No! I want ice cream!
context: Oh, that.\It's not like I don't understand wanting to cut loose on vacation.\You're too cool.\My, my.\If I had snapped then, they probably wouldn't have remembered their vacation as fondly.\Something similar happened with Athena, as well.\No! I want ice cream!\Honestly... No! I want ice cream! response:	No! I want ice cream!
context: It's not like I don't understand wanting to cut loose on vacation.\You're too cool.\My, my.\If I had snapped then, they probably wouldn't have remembered their vacation as fondly.\Something similar happened with Athena, as well.\No! I want ice cream!\Honestly... No! I want ice cream!\No! I want ice cream! response:	You can't, it's cold. You'll get a tummy ache. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!
context: You're too cool.\My, my.\If I had snapped then, they probably wouldn't have remembered their vacation as fondly.\Something similar happened with Athena, as well.\No! I want ice cream!\Honestly... No! I want ice cream!\No! I want ice cream!\You can't, it's cold. You'll get a tummy ache. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream! response:	No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!
context: My, my.\If I had snapped then, they probably wouldn't have remembered their vacation as fondly.\Something similar happened with Athena, as well.\No! I want ice cream!\Honestly... No! I want ice cream!\No! I want ice cream!\You can't, it's cold. You'll get a tummy ache. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream! response:	Come now, be a good boy. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!
context: If I had snapped then, they probably wouldn't have remembered their vacation as fondly.\Something similar happened with Athena, as well.\No! I want ice cream!\Honestly... No! I want ice cream!\No! I want ice cream!\You can't, it's cold. You'll get a tummy ache. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\Come now, be a good boy. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream! response:	No, no, no, no!
context: Something similar happened with Athena, as well.\No! I want ice cream!\Honestly... No! I want ice cream!\No! I want ice cream!\You can't, it's cold. You'll get a tummy ache. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\Come now, be a good boy. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, no, no, no! response:	What's with him all of a sudden?
context: No! I want ice cream!\Honestly... No! I want ice cream!\No! I want ice cream!\You can't, it's cold. You'll get a tummy ache. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\Come now, be a good boy. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, no, no, no!\What's with him all of a sudden? response:	Even though Athena looked pretty dopey, it was really cool.
context: Honestly... No! I want ice cream!\No! I want ice cream!\You can't, it's cold. You'll get a tummy ache. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\Come now, be a good boy. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, no, no, no!\What's with him all of a sudden?\Even though Athena looked pretty dopey, it was really cool. response:	Dopey...
context: No! I want ice cream!\You can't, it's cold. You'll get a tummy ache. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\Come now, be a good boy. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, no, no, no!\What's with him all of a sudden?\Even though Athena looked pretty dopey, it was really cool.\Dopey... response:	Alice...
context: You can't, it's cold. You'll get a tummy ache. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\Come now, be a good boy. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, no, no, no!\What's with him all of a sudden?\Even though Athena looked pretty dopey, it was really cool.\Dopey...\Alice... response:	Eh? What?
context: No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\Come now, be a good boy. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, no, no, no!\What's with him all of a sudden?\Even though Athena looked pretty dopey, it was really cool.\Dopey...\Alice...\Eh? What? response:	Were you just talking about me, Alice?
context: Come now, be a good boy. No, I want some! I want it, I want it! No! No! Buy me ice cream! Ice cream!\No, no, no, no!\What's with him all of a sudden?\Even though Athena looked pretty dopey, it was really cool.\Dopey...\Alice...\Eh? What?\Were you just talking about me, Alice? response:	Yes, about how you're really clumsy.
context: No, no, no, no!\What's with him all of a sudden?\Even though Athena looked pretty dopey, it was really cool.\Dopey...\Alice...\Eh? What?\Were you just talking about me, Alice?\Yes, about how you're really clumsy. response:	Ehh?
context: What's with him all of a sudden?\Even though Athena looked pretty dopey, it was really cool.\Dopey...\Alice...\Eh? What?\Were you just talking about me, Alice?\Yes, about how you're really clumsy.\Ehh? response:	Good work today! Good work today!
context: Even though Athena looked pretty dopey, it was really cool.\Dopey...\Alice...\Eh? What?\Were you just talking about me, Alice?\Yes, about how you're really clumsy.\Ehh?\Good work today! Good work today! response:	Thank you for having me!
context: Dopey...\Alice...\Eh? What?\Were you just talking about me, Alice?\Yes, about how you're really clumsy.\Ehh?\Good work today! Good work today!\Thank you for having me! response:	Which clumsy story?
context: Alice...\Eh? What?\Were you just talking about me, Alice?\Yes, about how you're really clumsy.\Ehh?\Good work today! Good work today!\Thank you for having me!\Which clumsy story? response:	When I put mayonnaise on our pudding?
context: Eh? What?\Were you just talking about me, Alice?\Yes, about how you're really clumsy.\Ehh?\Good work today! Good work today!\Thank you for having me!\Which clumsy story?\When I put mayonnaise on our pudding? response:	Or when I slammed into the glass door in the bathroom?
context: Were you just talking about me, Alice?\Yes, about how you're really clumsy.\Ehh?\Good work today! Good work today!\Thank you for having me!\Which clumsy story?\When I put mayonnaise on our pudding?\Or when I slammed into the glass door in the bathroom? response:	No.
context: Yes, about how you're really clumsy.\Ehh?\Good work today! Good work today!\Thank you for having me!\Which clumsy story?\When I put mayonnaise on our pudding?\Or when I slammed into the glass door in the bathroom?\No. response:	Actually, we were talking about how amazing the Three Great Water Fairies are.
context: Ehh?\Good work today! Good work today!\Thank you for having me!\Which clumsy story?\When I put mayonnaise on our pudding?\Or when I slammed into the glass door in the bathroom?\No.\Actually, we were talking about how amazing the Three Great Water Fairies are. response:	Sounds like the three of you realized that you still have a long way to go.
context: Good work today! Good work today!\Thank you for having me!\Which clumsy story?\When I put mayonnaise on our pudding?\Or when I slammed into the glass door in the bathroom?\No.\Actually, we were talking about how amazing the Three Great Water Fairies are.\Sounds like the three of you realized that you still have a long way to go. response:	We sure did. I feel kind of depressed because of it.
context: Thank you for having me!\Which clumsy story?\When I put mayonnaise on our pudding?\Or when I slammed into the glass door in the bathroom?\No.\Actually, we were talking about how amazing the Three Great Water Fairies are.\Sounds like the three of you realized that you still have a long way to go.\We sure did. I feel kind of depressed because of it. response:	Let's do our best, Aika.
context: Which clumsy story?\When I put mayonnaise on our pudding?\Or when I slammed into the glass door in the bathroom?\No.\Actually, we were talking about how amazing the Three Great Water Fairies are.\Sounds like the three of you realized that you still have a long way to go.\We sure did. I feel kind of depressed because of it.\Let's do our best, Aika. response:	Of course we will.
context: When I put mayonnaise on our pudding?\Or when I slammed into the glass door in the bathroom?\No.\Actually, we were talking about how amazing the Three Great Water Fairies are.\Sounds like the three of you realized that you still have a long way to go.\We sure did. I feel kind of depressed because of it.\Let's do our best, Aika.\Of course we will. response:	It's true that the three of you have a long way to go.
context: Or when I slammed into the glass door in the bathroom?\No.\Actually, we were talking about how amazing the Three Great Water Fairies are.\Sounds like the three of you realized that you still have a long way to go.\We sure did. I feel kind of depressed because of it.\Let's do our best, Aika.\Of course we will.\It's true that the three of you have a long way to go. response:	Alicia.
context: No.\Actually, we were talking about how amazing the Three Great Water Fairies are.\Sounds like the three of you realized that you still have a long way to go.\We sure did. I feel kind of depressed because of it.\Let's do our best, Aika.\Of course we will.\It's true that the three of you have a long way to go.\Alicia. response:	But... so do I.
context: Actually, we were talking about how amazing the Three Great Water Fairies are.\Sounds like the three of you realized that you still have a long way to go.\We sure did. I feel kind of depressed because of it.\Let's do our best, Aika.\Of course we will.\It's true that the three of you have a long way to go.\Alicia.\But... so do I. response:	Akira and Athena, too. We all have a long way to go.
context: Sounds like the three of you realized that you still have a long way to go.\We sure did. I feel kind of depressed because of it.\Let's do our best, Aika.\Of course we will.\It's true that the three of you have a long way to go.\Alicia.\But... so do I.\Akira and Athena, too. We all have a long way to go. response:	Right?
context: We sure did. I feel kind of depressed because of it.\Let's do our best, Aika.\Of course we will.\It's true that the three of you have a long way to go.\Alicia.\But... so do I.\Akira and Athena, too. We all have a long way to go.\Right? response:	Yeah. You're right.
context: Let's do our best, Aika.\Of course we will.\It's true that the three of you have a long way to go.\Alicia.\But... so do I.\Akira and Athena, too. We all have a long way to go.\Right?\Yeah. You're right. response:	Eh? Eh?
context: Of course we will.\It's true that the three of you have a long way to go.\Alicia.\But... so do I.\Akira and Athena, too. We all have a long way to go.\Right?\Yeah. You're right.\Eh? Eh? response:	That's really a shocker.
context: It's true that the three of you have a long way to go.\Alicia.\But... so do I.\Akira and Athena, too. We all have a long way to go.\Right?\Yeah. You're right.\Eh? Eh?\That's really a shocker. response:	You're already so amazing, we could never catch up to you.
context: Alicia.\But... so do I.\Akira and Athena, too. We all have a long way to go.\Right?\Yeah. You're right.\Eh? Eh?\That's really a shocker.\You're already so amazing, we could never catch up to you. response:	She's right!
context: But... so do I.\Akira and Athena, too. We all have a long way to go.\Right?\Yeah. You're right.\Eh? Eh?\That's really a shocker.\You're already so amazing, we could never catch up to you.\She's right! response:	So then, when are you going to be satisfied with yourself, Akira?
context: Akira and Athena, too. We all have a long way to go.\Right?\Yeah. You're right.\Eh? Eh?\That's really a shocker.\You're already so amazing, we could never catch up to you.\She's right!\So then, when are you going to be satisfied with yourself, Akira? response:	Probably... never, no matter how much better I get.
context: Right?\Yeah. You're right.\Eh? Eh?\That's really a shocker.\You're already so amazing, we could never catch up to you.\She's right!\So then, when are you going to be satisfied with yourself, Akira?\Probably... never, no matter how much better I get. response:	No matter how long I continue this job.
context: Yeah. You're right.\Eh? Eh?\That's really a shocker.\You're already so amazing, we could never catch up to you.\She's right!\So then, when are you going to be satisfied with yourself, Akira?\Probably... never, no matter how much better I get.\No matter how long I continue this job. response:	If you believe you've reached the top and become complacent, you can't move forward.
context: Eh? Eh?\That's really a shocker.\You're already so amazing, we could never catch up to you.\She's right!\So then, when are you going to be satisfied with yourself, Akira?\Probably... never, no matter how much better I get.\No matter how long I continue this job.\If you believe you've reached the top and become complacent, you can't move forward. response:	That's why I think it's really important to believe you still have a long way to go.
context: That's really a shocker.\You're already so amazing, we could never catch up to you.\She's right!\So then, when are you going to be satisfied with yourself, Akira?\Probably... never, no matter how much better I get.\No matter how long I continue this job.\If you believe you've reached the top and become complacent, you can't move forward.\That's why I think it's really important to believe you still have a long way to go. response:	Yes.
context: You're already so amazing, we could never catch up to you.\She's right!\So then, when are you going to be satisfied with yourself, Akira?\Probably... never, no matter how much better I get.\No matter how long I continue this job.\If you believe you've reached the top and become complacent, you can't move forward.\That's why I think it's really important to believe you still have a long way to go.\Yes. response:	Tomorrow, I'll shine much brighter than I did today.
context: She's right!\So then, when are you going to be satisfied with yourself, Akira?\Probably... never, no matter how much better I get.\No matter how long I continue this job.\If you believe you've reached the top and become complacent, you can't move forward.\That's why I think it's really important to believe you still have a long way to go.\Yes.\Tomorrow, I'll shine much brighter than I did today. response:	That's something you want to believe about yourself.
context: So then, when are you going to be satisfied with yourself, Akira?\Probably... never, no matter how much better I get.\No matter how long I continue this job.\If you believe you've reached the top and become complacent, you can't move forward.\That's why I think it's really important to believe you still have a long way to go.\Yes.\Tomorrow, I'll shine much brighter than I did today.\That's something you want to believe about yourself. response:	That feeling will probably never change, even if you become Primas.
context: Probably... never, no matter how much better I get.\No matter how long I continue this job.\If you believe you've reached the top and become complacent, you can't move forward.\That's why I think it's really important to believe you still have a long way to go.\Yes.\Tomorrow, I'll shine much brighter than I did today.\That's something you want to believe about yourself.\That feeling will probably never change, even if you become Primas. response:	Even after you step off your gondolas for the last time, that feeling will still be there.
context: No matter how long I continue this job.\If you believe you've reached the top and become complacent, you can't move forward.\That's why I think it's really important to believe you still have a long way to go.\Yes.\Tomorrow, I'll shine much brighter than I did today.\That's something you want to believe about yourself.\That feeling will probably never change, even if you become Primas.\Even after you step off your gondolas for the last time, that feeling will still be there. response:	Maybe that's how everyone finds their own brilliance?
context: If you believe you've reached the top and become complacent, you can't move forward.\That's why I think it's really important to believe you still have a long way to go.\Yes.\Tomorrow, I'll shine much brighter than I did today.\That's something you want to believe about yourself.\That feeling will probably never change, even if you become Primas.\Even after you step off your gondolas for the last time, that feeling will still be there.\Maybe that's how everyone finds their own brilliance? response:	Their own brilliance...
context: That's why I think it's really important to believe you still have a long way to go.\Yes.\Tomorrow, I'll shine much brighter than I did today.\That's something you want to believe about yourself.\That feeling will probably never change, even if you become Primas.\Even after you step off your gondolas for the last time, that feeling will still be there.\Maybe that's how everyone finds their own brilliance?\Their own brilliance... response:	In other words, it's only natural that you still have a long way to go.
context: Yes.\Tomorrow, I'll shine much brighter than I did today.\That's something you want to believe about yourself.\That feeling will probably never change, even if you become Primas.\Even after you step off your gondolas for the last time, that feeling will still be there.\Maybe that's how everyone finds their own brilliance?\Their own brilliance...\In other words, it's only natural that you still have a long way to go. response:	That's right.
context: Tomorrow, I'll shine much brighter than I did today.\That's something you want to believe about yourself.\That feeling will probably never change, even if you become Primas.\Even after you step off your gondolas for the last time, that feeling will still be there.\Maybe that's how everyone finds their own brilliance?\Their own brilliance...\In other words, it's only natural that you still have a long way to go.\That's right. response:	And that's something very wonderful.
context: That's something you want to believe about yourself.\That feeling will probably never change, even if you become Primas.\Even after you step off your gondolas for the last time, that feeling will still be there.\Maybe that's how everyone finds their own brilliance?\Their own brilliance...\In other words, it's only natural that you still have a long way to go.\That's right.\And that's something very wonderful. response:	Maybe it's best to just cherish yourself and the long journey ahead, and have fun along the way?
context: That feeling will probably never change, even if you become Primas.\Even after you step off your gondolas for the last time, that feeling will still be there.\Maybe that's how everyone finds their own brilliance?\Their own brilliance...\In other words, it's only natural that you still have a long way to go.\That's right.\And that's something very wonderful.\Maybe it's best to just cherish yourself and the long journey ahead, and have fun along the way? response:	Yes. Yes.
context: Even after you step off your gondolas for the last time, that feeling will still be there.\Maybe that's how everyone finds their own brilliance?\Their own brilliance...\In other words, it's only natural that you still have a long way to go.\That's right.\And that's something very wonderful.\Maybe it's best to just cherish yourself and the long journey ahead, and have fun along the way?\Yes. Yes. response:	Hey Alicia, pour me another cup of cherry tea, will you?
context: Maybe that's how everyone finds their own brilliance?\Their own brilliance...\In other words, it's only natural that you still have a long way to go.\That's right.\And that's something very wonderful.\Maybe it's best to just cherish yourself and the long journey ahead, and have fun along the way?\Yes. Yes.\Hey Alicia, pour me another cup of cherry tea, will you? response:	Ah! Me, too.
context: Their own brilliance...\In other words, it's only natural that you still have a long way to go.\That's right.\And that's something very wonderful.\Maybe it's best to just cherish yourself and the long journey ahead, and have fun along the way?\Yes. Yes.\Hey Alicia, pour me another cup of cherry tea, will you?\Ah! Me, too. response:	Yes, yes.
context: In other words, it's only natural that you still have a long way to go.\That's right.\And that's something very wonderful.\Maybe it's best to just cherish yourself and the long journey ahead, and have fun along the way?\Yes. Yes.\Hey Alicia, pour me another cup of cherry tea, will you?\Ah! Me, too.\Yes, yes. response:	I feel so relaxed after today.
context: That's right.\And that's something very wonderful.\Maybe it's best to just cherish yourself and the long journey ahead, and have fun along the way?\Yes. Yes.\Hey Alicia, pour me another cup of cherry tea, will you?\Ah! Me, too.\Yes, yes.\I feel so relaxed after today. response:	Yes.
context: And that's something very wonderful.\Maybe it's best to just cherish yourself and the long journey ahead, and have fun along the way?\Yes. Yes.\Hey Alicia, pour me another cup of cherry tea, will you?\Ah! Me, too.\Yes, yes.\I feel so relaxed after today.\Yes. response:	Alicia and the others will keep on chasing after their own brilliance, won't they?
context: Maybe it's best to just cherish yourself and the long journey ahead, and have fun along the way?\Yes. Yes.\Hey Alicia, pour me another cup of cherry tea, will you?\Ah! Me, too.\Yes, yes.\I feel so relaxed after today.\Yes.\Alicia and the others will keep on chasing after their own brilliance, won't they? response:	I'm really motivated!
context: Yes. Yes.\Hey Alicia, pour me another cup of cherry tea, will you?\Ah! Me, too.\Yes, yes.\I feel so relaxed after today.\Yes.\Alicia and the others will keep on chasing after their own brilliance, won't they?\I'm really motivated! response:	Do you remember?
context: Hey Alicia, pour me another cup of cherry tea, will you?\Ah! Me, too.\Yes, yes.\I feel so relaxed after today.\Yes.\Alicia and the others will keep on chasing after their own brilliance, won't they?\I'm really motivated!\Do you remember? response:	If you can praise yourself honestly, and make everything in this world something to enjoy...
context: Ah! Me, too.\Yes, yes.\I feel so relaxed after today.\Yes.\Alicia and the others will keep on chasing after their own brilliance, won't they?\I'm really motivated!\Do you remember?\If you can praise yourself honestly, and make everything in this world something to enjoy... response:	Grandma taught us that, didn't she?
context: Yes, yes.\I feel so relaxed after today.\Yes.\Alicia and the others will keep on chasing after their own brilliance, won't they?\I'm really motivated!\Do you remember?\If you can praise yourself honestly, and make everything in this world something to enjoy...\Grandma taught us that, didn't she? response:	I remember it.
context: I feel so relaxed after today.\Yes.\Alicia and the others will keep on chasing after their own brilliance, won't they?\I'm really motivated!\Do you remember?\If you can praise yourself honestly, and make everything in this world something to enjoy...\Grandma taught us that, didn't she?\I remember it. response:	It's somehow...
context: Yes.\Alicia and the others will keep on chasing after their own brilliance, won't they?\I'm really motivated!\Do you remember?\If you can praise yourself honestly, and make everything in this world something to enjoy...\Grandma taught us that, didn't she?\I remember it.\It's somehow... response:	Yeah?
context: Alicia and the others will keep on chasing after their own brilliance, won't they?\I'm really motivated!\Do you remember?\If you can praise yourself honestly, and make everything in this world something to enjoy...\Grandma taught us that, didn't she?\I remember it.\It's somehow...\Yeah? response:	Um...
context: I'm really motivated!\Do you remember?\If you can praise yourself honestly, and make everything in this world something to enjoy...\Grandma taught us that, didn't she?\I remember it.\It's somehow...\Yeah?\Um... response:	What is it?
context: Do you remember?\If you can praise yourself honestly, and make everything in this world something to enjoy...\Grandma taught us that, didn't she?\I remember it.\It's somehow...\Yeah?\Um...\What is it? response:	How should I put it?
context: If you can praise yourself honestly, and make everything in this world something to enjoy...\Grandma taught us that, didn't she?\I remember it.\It's somehow...\Yeah?\Um...\What is it?\How should I put it? response:	Our mentors, who we love so much, teach us many precious things...
context: Grandma taught us that, didn't she?\I remember it.\It's somehow...\Yeah?\Um...\What is it?\How should I put it?\Our mentors, who we love so much, teach us many precious things... response:	Yes.
context: I remember it.\It's somehow...\Yeah?\Um...\What is it?\How should I put it?\Our mentors, who we love so much, teach us many precious things...\Yes. response:	I was thinking, maybe that's something really special?
context: It's somehow...\Yeah?\Um...\What is it?\How should I put it?\Our mentors, who we love so much, teach us many precious things...\Yes.\I was thinking, maybe that's something really special? response:	Yeah.
context: Yeah?\Um...\What is it?\How should I put it?\Our mentors, who we love so much, teach us many precious things...\Yes.\I was thinking, maybe that's something really special?\Yeah. response:	But we can't depend on it.
context: Um...\What is it?\How should I put it?\Our mentors, who we love so much, teach us many precious things...\Yes.\I was thinking, maybe that's something really special?\Yeah.\But we can't depend on it. response:	Someday, we have to become the brightest stars, so our own apprentices can say the same about us.
context: What is it?\How should I put it?\Our mentors, who we love so much, teach us many precious things...\Yes.\I was thinking, maybe that's something really special?\Yeah.\But we can't depend on it.\Someday, we have to become the brightest stars, so our own apprentices can say the same about us. response:	Oh!
context: How should I put it?\Our mentors, who we love so much, teach us many precious things...\Yes.\I was thinking, maybe that's something really special?\Yeah.\But we can't depend on it.\Someday, we have to become the brightest stars, so our own apprentices can say the same about us.\Oh! response:	Yeah... you're right...
context: Our mentors, who we love so much, teach us many precious things...\Yes.\I was thinking, maybe that's something really special?\Yeah.\But we can't depend on it.\Someday, we have to become the brightest stars, so our own apprentices can say the same about us.\Oh!\Yeah... you're right... response:	What's with that tone? No being doubtful allowed!
context: Yes.\I was thinking, maybe that's something really special?\Yeah.\But we can't depend on it.\Someday, we have to become the brightest stars, so our own apprentices can say the same about us.\Oh!\Yeah... you're right...\What's with that tone? No being doubtful allowed! response:	Huh?!
context: I was thinking, maybe that's something really special?\Yeah.\But we can't depend on it.\Someday, we have to become the brightest stars, so our own apprentices can say the same about us.\Oh!\Yeah... you're right...\What's with that tone? No being doubtful allowed!\Huh?! response:	You're Alicia's only apprentice!
context: Yeah.\But we can't depend on it.\Someday, we have to become the brightest stars, so our own apprentices can say the same about us.\Oh!\Yeah... you're right...\What's with that tone? No being doubtful allowed!\Huh?!\You're Alicia's only apprentice! response:	Yes...
context: But we can't depend on it.\Someday, we have to become the brightest stars, so our own apprentices can say the same about us.\Oh!\Yeah... you're right...\What's with that tone? No being doubtful allowed!\Huh?!\You're Alicia's only apprentice!\Yes... response:	You need to be more self-conscious and feel the pressure!
context: Someday, we have to become the brightest stars, so our own apprentices can say the same about us.\Oh!\Yeah... you're right...\What's with that tone? No being doubtful allowed!\Huh?!\You're Alicia's only apprentice!\Yes...\You need to be more self-conscious and feel the pressure! response:	O-Okay.
context: Oh!\Yeah... you're right...\What's with that tone? No being doubtful allowed!\Huh?!\You're Alicia's only apprentice!\Yes...\You need to be more self-conscious and feel the pressure!\O-Okay. response:	You're really strict, Aika.
context: Yeah... you're right...\What's with that tone? No being doubtful allowed!\Huh?!\You're Alicia's only apprentice!\Yes...\You need to be more self-conscious and feel the pressure!\O-Okay.\You're really strict, Aika. response:	We're definitely going to become the brightest stars!
context: What's with that tone? No being doubtful allowed!\Huh?!\You're Alicia's only apprentice!\Yes...\You need to be more self-conscious and feel the pressure!\O-Okay.\You're really strict, Aika.\We're definitely going to become the brightest stars! response:	Yeah!
context: Huh?!\You're Alicia's only apprentice!\Yes...\You need to be more self-conscious and feel the pressure!\O-Okay.\You're really strict, Aika.\We're definitely going to become the brightest stars!\Yeah! response:	I can't hear you! Louder! We're going to be the brightest stars!
context: You're Alicia's only apprentice!\Yes...\You need to be more self-conscious and feel the pressure!\O-Okay.\You're really strict, Aika.\We're definitely going to become the brightest stars!\Yeah!\I can't hear you! Louder! We're going to be the brightest stars! response:	I wonder what kind of Primas they'll become? I can't hear you! Louder! We're going to be the brightest stars!
context: Yes...\You need to be more self-conscious and feel the pressure!\O-Okay.\You're really strict, Aika.\We're definitely going to become the brightest stars!\Yeah!\I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? I can't hear you! Louder! We're going to be the brightest stars! response:	I wonder what kind of Primas they'll become? Yeah!!
context: You need to be more self-conscious and feel the pressure!\O-Okay.\You're really strict, Aika.\We're definitely going to become the brightest stars!\Yeah!\I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? Yeah!! response:	I wonder. But I'm looking forward to that day.
context: O-Okay.\You're really strict, Aika.\We're definitely going to become the brightest stars!\Yeah!\I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? Yeah!!\I wonder. But I'm looking forward to that day. response:	I'm looking forward to it too, but that'll also be the day they leave us.
context: You're really strict, Aika.\We're definitely going to become the brightest stars!\Yeah!\I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? Yeah!!\I wonder. But I'm looking forward to that day.\I'm looking forward to it too, but that'll also be the day they leave us. response:	It's kind of lonely.
context: We're definitely going to become the brightest stars!\Yeah!\I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? Yeah!!\I wonder. But I'm looking forward to that day.\I'm looking forward to it too, but that'll also be the day they leave us.\It's kind of lonely. response:	I'm sure Akira will cry.
context: Yeah!\I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? Yeah!!\I wonder. But I'm looking forward to that day.\I'm looking forward to it too, but that'll also be the day they leave us.\It's kind of lonely.\I'm sure Akira will cry. response:	Wha-?! Who's going to cry?!
context: I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? I can't hear you! Louder! We're going to be the brightest stars!\I wonder what kind of Primas they'll become? Yeah!!\I wonder. But I'm looking forward to that day.\I'm looking forward to it too, but that'll also be the day they leave us.\It's kind of lonely.\I'm sure Akira will cry.\Wha-?! Who's going to cry?! response:	My, my.
