context: All right. response:	We both paid our enrollment fees, so that means...
context: Another new girl?!\Sorry.\Right, then. Next, you'll be practicing Passive Defense.\Throw your partner around a few times, then switch.\You can throw me first.\Yes, all right.\For the Passive Defense skill...\Skill Passive Defense response:	It's so cheap!
context: Sorry.\Right, then. Next, you'll be practicing Passive Defense.\Throw your partner around a few times, then switch.\You can throw me first.\Yes, all right.\For the Passive Defense skill...\Skill Passive Defense\It's so cheap! response:	Maybe it's because I was always so passive to begin with...
context: Right, then. Next, you'll be practicing Passive Defense.\Throw your partner around a few times, then switch.\You can throw me first.\Yes, all right.\For the Passive Defense skill...\Skill Passive Defense\It's so cheap!\Maybe it's because I was always so passive to begin with... response:	Here I go.
context: Throw your partner around a few times, then switch.\You can throw me first.\Yes, all right.\For the Passive Defense skill...\Skill Passive Defense\It's so cheap!\Maybe it's because I was always so passive to begin with...\Here I go. response:	All right, that worked.
context: You can throw me first.\Yes, all right.\For the Passive Defense skill...\Skill Passive Defense\It's so cheap!\Maybe it's because I was always so passive to begin with...\Here I go.\All right, that worked. response:	I-If nof whaf youf fink!
context: Yes, all right.\For the Passive Defense skill...\Skill Passive Defense\It's so cheap!\Maybe it's because I was always so passive to begin with...\Here I go.\All right, that worked.\I-If nof whaf youf fink! response:	I-I'mf immofent fere!
context: For the Passive Defense skill...\Skill Passive Defense\It's so cheap!\Maybe it's because I was always so passive to begin with...\Here I go.\All right, that worked.\I-If nof whaf youf fink!\I-I'mf immofent fere! response:	Please don't move, Noir.
context: Skill Passive Defense\It's so cheap!\Maybe it's because I was always so passive to begin with...\Here I go.\All right, that worked.\I-If nof whaf youf fink!\I-I'mf immofent fere!\Please don't move, Noir. response:	Huh?
context: It's so cheap!\Maybe it's because I was always so passive to begin with...\Here I go.\All right, that worked.\I-If nof whaf youf fink!\I-I'mf immofent fere!\Please don't move, Noir.\Huh? response:	Maria?
context: Maybe it's because I was always so passive to begin with...\Here I go.\All right, that worked.\I-If nof whaf youf fink!\I-I'mf immofent fere!\Please don't move, Noir.\Huh?\Maria? response:	I-I'm all right. I was just a bit short of breath.
context: Here I go.\All right, that worked.\I-If nof whaf youf fink!\I-I'mf immofent fere!\Please don't move, Noir.\Huh?\Maria?\I-I'm all right. I was just a bit short of breath. response:	I told you not to push yourself.
context: All right, that worked.\I-If nof whaf youf fink!\I-I'mf immofent fere!\Please don't move, Noir.\Huh?\Maria?\I-I'm all right. I was just a bit short of breath.\I told you not to push yourself. response:	Wait, is this because of her curse?
context: I-If nof whaf youf fink!\I-I'mf immofent fere!\Please don't move, Noir.\Huh?\Maria?\I-I'm all right. I was just a bit short of breath.\I told you not to push yourself.\Wait, is this because of her curse? response:	Rest for a while.
context: I-I'mf immofent fere!\Please don't move, Noir.\Huh?\Maria?\I-I'm all right. I was just a bit short of breath.\I told you not to push yourself.\Wait, is this because of her curse?\Rest for a while. response:	I'll come check on you once the lesson is over.
context: Please don't move, Noir.\Huh?\Maria?\I-I'm all right. I was just a bit short of breath.\I told you not to push yourself.\Wait, is this because of her curse?\Rest for a while.\I'll come check on you once the lesson is over. response:	Y-Yes, ma'am.
context: Huh?\Maria?\I-I'm all right. I was just a bit short of breath.\I told you not to push yourself.\Wait, is this because of her curse?\Rest for a while.\I'll come check on you once the lesson is over.\Y-Yes, ma'am. response:	The Sixteenth Year Death Curse
context: Maria?\I-I'm all right. I was just a bit short of breath.\I told you not to push yourself.\Wait, is this because of her curse?\Rest for a while.\I'll come check on you once the lesson is over.\Y-Yes, ma'am.\The Sixteenth Year Death Curse response:	causes one's entire body to be racked with intense pain at regular intervals.
context: I-I'm all right. I was just a bit short of breath.\I told you not to push yourself.\Wait, is this because of her curse?\Rest for a while.\I'll come check on you once the lesson is over.\Y-Yes, ma'am.\The Sixteenth Year Death Curse\causes one's entire body to be racked with intense pain at regular intervals. response:	A curse skill that brings death at the age of sixteen.
context: I told you not to push yourself.\Wait, is this because of her curse?\Rest for a while.\I'll come check on you once the lesson is over.\Y-Yes, ma'am.\The Sixteenth Year Death Curse\causes one's entire body to be racked with intense pain at regular intervals.\A curse skill that brings death at the age of sixteen. response:	If I used Editor to remove it...
context: Wait, is this because of her curse?\Rest for a while.\I'll come check on you once the lesson is over.\Y-Yes, ma'am.\The Sixteenth Year Death Curse\causes one's entire body to be racked with intense pain at regular intervals.\A curse skill that brings death at the age of sixteen.\If I used Editor to remove it... response:	Sixteenth Year Death Curse
context: Rest for a while.\I'll come check on you once the lesson is over.\Y-Yes, ma'am.\The Sixteenth Year Death Curse\causes one's entire body to be racked with intense pain at regular intervals.\A curse skill that brings death at the age of sixteen.\If I used Editor to remove it...\Sixteenth Year Death Curse response:	Crap... I don't have nearly enough.
context: I'll come check on you once the lesson is over.\Y-Yes, ma'am.\The Sixteenth Year Death Curse\causes one's entire body to be racked with intense pain at regular intervals.\A curse skill that brings death at the age of sixteen.\If I used Editor to remove it...\Sixteenth Year Death Curse\Crap... I don't have nearly enough. response:	Then I'll just use my Great Sage skill.
context: Y-Yes, ma'am.\The Sixteenth Year Death Curse\causes one's entire body to be racked with intense pain at regular intervals.\A curse skill that brings death at the age of sixteen.\If I used Editor to remove it...\Sixteenth Year Death Curse\Crap... I don't have nearly enough.\Then I'll just use my Great Sage skill. response:	Answer me, Great Sage.
context: The Sixteenth Year Death Curse\causes one's entire body to be racked with intense pain at regular intervals.\A curse skill that brings death at the age of sixteen.\If I used Editor to remove it...\Sixteenth Year Death Curse\Crap... I don't have nearly enough.\Then I'll just use my Great Sage skill.\Answer me, Great Sage. response:	What's the most efficient way to earn LP right now?
context: causes one's entire body to be racked with intense pain at regular intervals.\A curse skill that brings death at the age of sixteen.\If I used Editor to remove it...\Sixteenth Year Death Curse\Crap... I don't have nearly enough.\Then I'll just use my Great Sage skill.\Answer me, Great Sage.\What's the most efficient way to earn LP right now? response:	The answer is...
context: A curse skill that brings death at the age of sixteen.\If I used Editor to remove it...\Sixteenth Year Death Curse\Crap... I don't have nearly enough.\Then I'll just use my Great Sage skill.\Answer me, Great Sage.\What's the most efficient way to earn LP right now?\The answer is... response:	Line up all the girls here.
context: If I used Editor to remove it...\Sixteenth Year Death Curse\Crap... I don't have nearly enough.\Then I'll just use my Great Sage skill.\Answer me, Great Sage.\What's the most efficient way to earn LP right now?\The answer is...\Line up all the girls here. response:	Next, run by them as your hand touches their breasts.
context: Sixteenth Year Death Curse\Crap... I don't have nearly enough.\Then I'll just use my Great Sage skill.\Answer me, Great Sage.\What's the most efficient way to earn LP right now?\The answer is...\Line up all the girls here.\Next, run by them as your hand touches their breasts. response:	If you're able to touch all of them, you'll gain 2,000 LP.
context: Crap... I don't have nearly enough.\Then I'll just use my Great Sage skill.\Answer me, Great Sage.\What's the most efficient way to earn LP right now?\The answer is...\Line up all the girls here.\Next, run by them as your hand touches their breasts.\If you're able to touch all of them, you'll gain 2,000 LP. response:	Like I could actually do that!
context: Then I'll just use my Great Sage skill.\Answer me, Great Sage.\What's the most efficient way to earn LP right now?\The answer is...\Line up all the girls here.\Next, run by them as your hand touches their breasts.\If you're able to touch all of them, you'll gain 2,000 LP.\Like I could actually do that! response:	And that's not enough LP anyway!
context: Answer me, Great Sage.\What's the most efficient way to earn LP right now?\The answer is...\Line up all the girls here.\Next, run by them as your hand touches their breasts.\If you're able to touch all of them, you'll gain 2,000 LP.\Like I could actually do that!\And that's not enough LP anyway! response:	Damn it, my head hurts now!
context: What's the most efficient way to earn LP right now?\The answer is...\Line up all the girls here.\Next, run by them as your hand touches their breasts.\If you're able to touch all of them, you'll gain 2,000 LP.\Like I could actually do that!\And that's not enough LP anyway!\Damn it, my head hurts now! response:	B-But I have the Headache Immunity skill... So why...
context: The answer is...\Line up all the girls here.\Next, run by them as your hand touches their breasts.\If you're able to touch all of them, you'll gain 2,000 LP.\Like I could actually do that!\And that's not enough LP anyway!\Damn it, my head hurts now!\B-But I have the Headache Immunity skill... So why... response:	Noir, what's wrong? You look pale.
context: Line up all the girls here.\Next, run by them as your hand touches their breasts.\If you're able to touch all of them, you'll gain 2,000 LP.\Like I could actually do that!\And that's not enough LP anyway!\Damn it, my head hurts now!\B-But I have the Headache Immunity skill... So why...\Noir, what's wrong? You look pale. response:	Emma... Let's do...
context: Next, run by them as your hand touches their breasts.\If you're able to touch all of them, you'll gain 2,000 LP.\Like I could actually do that!\And that's not enough LP anyway!\Damn it, my head hurts now!\B-But I have the Headache Immunity skill... So why...\Noir, what's wrong? You look pale.\Emma... Let's do... response:	Let's do the morning greeting.
context: If you're able to touch all of them, you'll gain 2,000 LP.\Like I could actually do that!\And that's not enough LP anyway!\Damn it, my head hurts now!\B-But I have the Headache Immunity skill... So why...\Noir, what's wrong? You look pale.\Emma... Let's do...\Let's do the morning greeting. response:	Huh? Right here?! Th-That's embarrassing, though...
context: Like I could actually do that!\And that's not enough LP anyway!\Damn it, my head hurts now!\B-But I have the Headache Immunity skill... So why...\Noir, what's wrong? You look pale.\Emma... Let's do...\Let's do the morning greeting.\Huh? Right here?! Th-That's embarrassing, though... response:	I can't hold back. Sorry!
context: And that's not enough LP anyway!\Damn it, my head hurts now!\B-But I have the Headache Immunity skill... So why...\Noir, what's wrong? You look pale.\Emma... Let's do...\Let's do the morning greeting.\Huh? Right here?! Th-That's embarrassing, though...\I can't hold back. Sorry! response:	That calmed it down.
context: Damn it, my head hurts now!\B-But I have the Headache Immunity skill... So why...\Noir, what's wrong? You look pale.\Emma... Let's do...\Let's do the morning greeting.\Huh? Right here?! Th-That's embarrassing, though...\I can't hold back. Sorry!\That calmed it down. response:	You do realize we're in class right now?
context: B-But I have the Headache Immunity skill... So why...\Noir, what's wrong? You look pale.\Emma... Let's do...\Let's do the morning greeting.\Huh? Right here?! Th-That's embarrassing, though...\I can't hold back. Sorry!\That calmed it down.\You do realize we're in class right now? response:	I-It was an emergency...
context: Noir, what's wrong? You look pale.\Emma... Let's do...\Let's do the morning greeting.\Huh? Right here?! Th-That's embarrassing, though...\I can't hold back. Sorry!\That calmed it down.\You do realize we're in class right now?\I-It was an emergency... response:	Fifteen laps around the school! You'd better get runnin', boy!
context: Emma... Let's do...\Let's do the morning greeting.\Huh? Right here?! Th-That's embarrassing, though...\I can't hold back. Sorry!\That calmed it down.\You do realize we're in class right now?\I-It was an emergency...\Fifteen laps around the school! You'd better get runnin', boy! response:	Yes, ma'am!
context: Let's do the morning greeting.\Huh? Right here?! Th-That's embarrassing, though...\I can't hold back. Sorry!\That calmed it down.\You do realize we're in class right now?\I-It was an emergency...\Fifteen laps around the school! You'd better get runnin', boy!\Yes, ma'am! response:	Hello, Lola.
context: Huh? Right here?! Th-That's embarrassing, though...\I can't hold back. Sorry!\That calmed it down.\You do realize we're in class right now?\I-It was an emergency...\Fifteen laps around the school! You'd better get runnin', boy!\Yes, ma'am!\Hello, Lola. response:	N-N-N-N-Noir?!
context: I can't hold back. Sorry!\That calmed it down.\You do realize we're in class right now?\I-It was an emergency...\Fifteen laps around the school! You'd better get runnin', boy!\Yes, ma'am!\Hello, Lola.\N-N-N-N-Noir?! response:	What are you doing here at this hour?
context: That calmed it down.\You do realize we're in class right now?\I-It was an emergency...\Fifteen laps around the school! You'd better get runnin', boy!\Yes, ma'am!\Hello, Lola.\N-N-N-N-Noir?!\What are you doing here at this hour? response:	I started school today.
context: You do realize we're in class right now?\I-It was an emergency...\Fifteen laps around the school! You'd better get runnin', boy!\Yes, ma'am!\Hello, Lola.\N-N-N-N-Noir?!\What are you doing here at this hour?\I started school today. response:	You need to let me know ahead of time!
context: I-It was an emergency...\Fifteen laps around the school! You'd better get runnin', boy!\Yes, ma'am!\Hello, Lola.\N-N-N-N-Noir?!\What are you doing here at this hour?\I started school today.\You need to let me know ahead of time! response:	Give me ten... no, five minutes!
context: Fifteen laps around the school! You'd better get runnin', boy!\Yes, ma'am!\Hello, Lola.\N-N-N-N-Noir?!\What are you doing here at this hour?\I started school today.\You need to let me know ahead of time!\Give me ten... no, five minutes! response:	She's fixing her makeup.
context: Yes, ma'am!\Hello, Lola.\N-N-N-N-Noir?!\What are you doing here at this hour?\I started school today.\You need to let me know ahead of time!\Give me ten... no, five minutes!\She's fixing her makeup. response:	She went light on it today since she didn't think you'd show up.
context: Hello, Lola.\N-N-N-N-Noir?!\What are you doing here at this hour?\I started school today.\You need to let me know ahead of time!\Give me ten... no, five minutes!\She's fixing her makeup.\She went light on it today since she didn't think you'd show up. response:	I guess she did look a bit different.
context: N-N-N-N-Noir?!\What are you doing here at this hour?\I started school today.\You need to let me know ahead of time!\Give me ten... no, five minutes!\She's fixing her makeup.\She went light on it today since she didn't think you'd show up.\I guess she did look a bit different. response:	But she's pretty enough without any...
context: What are you doing here at this hour?\I started school today.\You need to let me know ahead of time!\Give me ten... no, five minutes!\She's fixing her makeup.\She went light on it today since she didn't think you'd show up.\I guess she did look a bit different.\But she's pretty enough without any... response:	Noir, let's ditch Cake Face and leave.
context: I started school today.\You need to let me know ahead of time!\Give me ten... no, five minutes!\She's fixing her makeup.\She went light on it today since she didn't think you'd show up.\I guess she did look a bit different.\But she's pretty enough without any...\Noir, let's ditch Cake Face and leave. response:	I can't. She's in charge of me.
context: You need to let me know ahead of time!\Give me ten... no, five minutes!\She's fixing her makeup.\She went light on it today since she didn't think you'd show up.\I guess she did look a bit different.\But she's pretty enough without any...\Noir, let's ditch Cake Face and leave.\I can't. She's in charge of me. response:	Noir, you doofus.
context: Give me ten... no, five minutes!\She's fixing her makeup.\She went light on it today since she didn't think you'd show up.\I guess she did look a bit different.\But she's pretty enough without any...\Noir, let's ditch Cake Face and leave.\I can't. She's in charge of me.\Noir, you doofus. response:	The Sixteenth Year Death Curse...
context: She's fixing her makeup.\She went light on it today since she didn't think you'd show up.\I guess she did look a bit different.\But she's pretty enough without any...\Noir, let's ditch Cake Face and leave.\I can't. She's in charge of me.\Noir, you doofus.\The Sixteenth Year Death Curse... response:	A powerful curse skill that brings death.
context: She went light on it today since she didn't think you'd show up.\I guess she did look a bit different.\But she's pretty enough without any...\Noir, let's ditch Cake Face and leave.\I can't. She's in charge of me.\Noir, you doofus.\The Sixteenth Year Death Curse...\A powerful curse skill that brings death. response:	And you say a duke's daughter has it?
context: I guess she did look a bit different.\But she's pretty enough without any...\Noir, let's ditch Cake Face and leave.\I can't. She's in charge of me.\Noir, you doofus.\The Sixteenth Year Death Curse...\A powerful curse skill that brings death.\And you say a duke's daughter has it? response:	People always think nobility live such carefree lives.
context: But she's pretty enough without any...\Noir, let's ditch Cake Face and leave.\I can't. She's in charge of me.\Noir, you doofus.\The Sixteenth Year Death Curse...\A powerful curse skill that brings death.\And you say a duke's daughter has it?\People always think nobility live such carefree lives. response:	She may not show it, but she's probably been through a lot.
context: Noir, let's ditch Cake Face and leave.\I can't. She's in charge of me.\Noir, you doofus.\The Sixteenth Year Death Curse...\A powerful curse skill that brings death.\And you say a duke's daughter has it?\People always think nobility live such carefree lives.\She may not show it, but she's probably been through a lot. response:	If we don't break the curse in the next week, she'll...
context: I can't. She's in charge of me.\Noir, you doofus.\The Sixteenth Year Death Curse...\A powerful curse skill that brings death.\And you say a duke's daughter has it?\People always think nobility live such carefree lives.\She may not show it, but she's probably been through a lot.\If we don't break the curse in the next week, she'll... response:	Oh, no...
context: Noir, you doofus.\The Sixteenth Year Death Curse...\A powerful curse skill that brings death.\And you say a duke's daughter has it?\People always think nobility live such carefree lives.\She may not show it, but she's probably been through a lot.\If we don't break the curse in the next week, she'll...\Oh, no... response:	I need 8,000 LP to remove the skill with Editor.
context: The Sixteenth Year Death Curse...\A powerful curse skill that brings death.\And you say a duke's daughter has it?\People always think nobility live such carefree lives.\She may not show it, but she's probably been through a lot.\If we don't break the curse in the next week, she'll...\Oh, no...\I need 8,000 LP to remove the skill with Editor. response:	I won't be able to get that much in a week.
context: A powerful curse skill that brings death.\And you say a duke's daughter has it?\People always think nobility live such carefree lives.\She may not show it, but she's probably been through a lot.\If we don't break the curse in the next week, she'll...\Oh, no...\I need 8,000 LP to remove the skill with Editor.\I won't be able to get that much in a week. response:	You know all about skills and adventurers, Lola,
context: And you say a duke's daughter has it?\People always think nobility live such carefree lives.\She may not show it, but she's probably been through a lot.\If we don't break the curse in the next week, she'll...\Oh, no...\I need 8,000 LP to remove the skill with Editor.\I won't be able to get that much in a week.\You know all about skills and adventurers, Lola, response:	so you're the only one I can count on.
context: People always think nobility live such carefree lives.\She may not show it, but she's probably been through a lot.\If we don't break the curse in the next week, she'll...\Oh, no...\I need 8,000 LP to remove the skill with Editor.\I won't be able to get that much in a week.\You know all about skills and adventurers, Lola,\so you're the only one I can count on. response:	Isn't there anything we can do?
context: She may not show it, but she's probably been through a lot.\If we don't break the curse in the next week, she'll...\Oh, no...\I need 8,000 LP to remove the skill with Editor.\I won't be able to get that much in a week.\You know all about skills and adventurers, Lola,\so you're the only one I can count on.\Isn't there anything we can do? response:	I believe there is.
context: If we don't break the curse in the next week, she'll...\Oh, no...\I need 8,000 LP to remove the skill with Editor.\I won't be able to get that much in a week.\You know all about skills and adventurers, Lola,\so you're the only one I can count on.\Isn't there anything we can do?\I believe there is. response:	If we find a cleric who can exorcise evil...
context: Oh, no...\I need 8,000 LP to remove the skill with Editor.\I won't be able to get that much in a week.\You know all about skills and adventurers, Lola,\so you're the only one I can count on.\Isn't there anything we can do?\I believe there is.\If we find a cleric who can exorcise evil... response:	A cleric?
context: I need 8,000 LP to remove the skill with Editor.\I won't be able to get that much in a week.\You know all about skills and adventurers, Lola,\so you're the only one I can count on.\Isn't there anything we can do?\I believe there is.\If we find a cleric who can exorcise evil...\A cleric? response:	The cleric Luna. She's my friend, and I trust her skills.
context: I won't be able to get that much in a week.\You know all about skills and adventurers, Lola,\so you're the only one I can count on.\Isn't there anything we can do?\I believe there is.\If we find a cleric who can exorcise evil...\A cleric?\The cleric Luna. She's my friend, and I trust her skills. response:	She's so popular that her schedule is full for the next three months.
context: You know all about skills and adventurers, Lola,\so you're the only one I can count on.\Isn't there anything we can do?\I believe there is.\If we find a cleric who can exorcise evil...\A cleric?\The cleric Luna. She's my friend, and I trust her skills.\She's so popular that her schedule is full for the next three months. response:	Noir, maybe she'll be able to help!
context: so you're the only one I can count on.\Isn't there anything we can do?\I believe there is.\If we find a cleric who can exorcise evil...\A cleric?\The cleric Luna. She's my friend, and I trust her skills.\She's so popular that her schedule is full for the next three months.\Noir, maybe she'll be able to help! response:	Yeah! She sounds perfect.
context: Isn't there anything we can do?\I believe there is.\If we find a cleric who can exorcise evil...\A cleric?\The cleric Luna. She's my friend, and I trust her skills.\She's so popular that her schedule is full for the next three months.\Noir, maybe she'll be able to help!\Yeah! She sounds perfect. response:	But she rarely takes on jobs to remove curse-based skills.
context: I believe there is.\If we find a cleric who can exorcise evil...\A cleric?\The cleric Luna. She's my friend, and I trust her skills.\She's so popular that her schedule is full for the next three months.\Noir, maybe she'll be able to help!\Yeah! She sounds perfect.\But she rarely takes on jobs to remove curse-based skills. response:	What? Why not?
context: If we find a cleric who can exorcise evil...\A cleric?\The cleric Luna. She's my friend, and I trust her skills.\She's so popular that her schedule is full for the next three months.\Noir, maybe she'll be able to help!\Yeah! She sounds perfect.\But she rarely takes on jobs to remove curse-based skills.\What? Why not? response:	I don't know the details.
context: A cleric?\The cleric Luna. She's my friend, and I trust her skills.\She's so popular that her schedule is full for the next three months.\Noir, maybe she'll be able to help!\Yeah! She sounds perfect.\But she rarely takes on jobs to remove curse-based skills.\What? Why not?\I don't know the details. response:	There may be some reason behind it,
context: The cleric Luna. She's my friend, and I trust her skills.\She's so popular that her schedule is full for the next three months.\Noir, maybe she'll be able to help!\Yeah! She sounds perfect.\But she rarely takes on jobs to remove curse-based skills.\What? Why not?\I don't know the details.\There may be some reason behind it, response:	but I'm her best friend, and she won't even tell me.
context: She's so popular that her schedule is full for the next three months.\Noir, maybe she'll be able to help!\Yeah! She sounds perfect.\But she rarely takes on jobs to remove curse-based skills.\What? Why not?\I don't know the details.\There may be some reason behind it,\but I'm her best friend, and she won't even tell me. response:	What should we do, Noir?
context: Noir, maybe she'll be able to help!\Yeah! She sounds perfect.\But she rarely takes on jobs to remove curse-based skills.\What? Why not?\I don't know the details.\There may be some reason behind it,\but I'm her best friend, and she won't even tell me.\What should we do, Noir? response:	If I can use my skills to get rid of whatever the cleric's issue is...
context: Yeah! She sounds perfect.\But she rarely takes on jobs to remove curse-based skills.\What? Why not?\I don't know the details.\There may be some reason behind it,\but I'm her best friend, and she won't even tell me.\What should we do, Noir?\If I can use my skills to get rid of whatever the cleric's issue is... response:	If I don't do it, who will?
context: But she rarely takes on jobs to remove curse-based skills.\What? Why not?\I don't know the details.\There may be some reason behind it,\but I'm her best friend, and she won't even tell me.\What should we do, Noir?\If I can use my skills to get rid of whatever the cleric's issue is...\If I don't do it, who will? response:	She helped me out back there.
context: What? Why not?\I don't know the details.\There may be some reason behind it,\but I'm her best friend, and she won't even tell me.\What should we do, Noir?\If I can use my skills to get rid of whatever the cleric's issue is...\If I don't do it, who will?\She helped me out back there. response:	This time, I'm going to be the one who saves her.
context: I don't know the details.\There may be some reason behind it,\but I'm her best friend, and she won't even tell me.\What should we do, Noir?\If I can use my skills to get rid of whatever the cleric's issue is...\If I don't do it, who will?\She helped me out back there.\This time, I'm going to be the one who saves her. response:	Lola!
context: There may be some reason behind it,\but I'm her best friend, and she won't even tell me.\What should we do, Noir?\If I can use my skills to get rid of whatever the cleric's issue is...\If I don't do it, who will?\She helped me out back there.\This time, I'm going to be the one who saves her.\Lola! response:	Please introduce me to this cleric.
context: but I'm her best friend, and she won't even tell me.\What should we do, Noir?\If I can use my skills to get rid of whatever the cleric's issue is...\If I don't do it, who will?\She helped me out back there.\This time, I'm going to be the one who saves her.\Lola!\Please introduce me to this cleric. response:	Ms. Elna, are your shoulders bothering you?
context: What should we do, Noir?\If I can use my skills to get rid of whatever the cleric's issue is...\If I don't do it, who will?\She helped me out back there.\This time, I'm going to be the one who saves her.\Lola!\Please introduce me to this cleric.\Ms. Elna, are your shoulders bothering you? response:	Yes. I wonder if I can find a gentleman anywhere who'll rub my shoulders...
context: If I can use my skills to get rid of whatever the cleric's issue is...\If I don't do it, who will?\She helped me out back there.\This time, I'm going to be the one who saves her.\Lola!\Please introduce me to this cleric.\Ms. Elna, are your shoulders bothering you?\Yes. I wonder if I can find a gentleman anywhere who'll rub my shoulders... response:	I'll rub your shoulders if you'll sit on me again.
context: If I don't do it, who will?\She helped me out back there.\This time, I'm going to be the one who saves her.\Lola!\Please introduce me to this cleric.\Ms. Elna, are your shoulders bothering you?\Yes. I wonder if I can find a gentleman anywhere who'll rub my shoulders...\I'll rub your shoulders if you'll sit on me again. response:	All right... if you can satisfy me, that is.
context: She helped me out back there.\This time, I'm going to be the one who saves her.\Lola!\Please introduce me to this cleric.\Ms. Elna, are your shoulders bothering you?\Yes. I wonder if I can find a gentleman anywhere who'll rub my shoulders...\I'll rub your shoulders if you'll sit on me again.\All right... if you can satisfy me, that is. response:	Get Creative and create the Shoulder Rub skill!
context: This time, I'm going to be the one who saves her.\Lola!\Please introduce me to this cleric.\Ms. Elna, are your shoulders bothering you?\Yes. I wonder if I can find a gentleman anywhere who'll rub my shoulders...\I'll rub your shoulders if you'll sit on me again.\All right... if you can satisfy me, that is.\Get Creative and create the Shoulder Rub skill! response:	Skill Shoulder Rub
context: Lola!\Please introduce me to this cleric.\Ms. Elna, are your shoulders bothering you?\Yes. I wonder if I can find a gentleman anywhere who'll rub my shoulders...\I'll rub your shoulders if you'll sit on me again.\All right... if you can satisfy me, that is.\Get Creative and create the Shoulder Rub skill!\Skill Shoulder Rub response:	How's that?
context: Please introduce me to this cleric.\Ms. Elna, are your shoulders bothering you?\Yes. I wonder if I can find a gentleman anywhere who'll rub my shoulders...\I'll rub your shoulders if you'll sit on me again.\All right... if you can satisfy me, that is.\Get Creative and create the Shoulder Rub skill!\Skill Shoulder Rub\How's that? response:	Is this it? Is this the spot?
context: Ms. Elna, are your shoulders bothering you?\Yes. I wonder if I can find a gentleman anywhere who'll rub my shoulders...\I'll rub your shoulders if you'll sit on me again.\All right... if you can satisfy me, that is.\Get Creative and create the Shoulder Rub skill!\Skill Shoulder Rub\How's that?\Is this it? Is this the spot? response:	Y-Yes! Right there!
context: Yes. I wonder if I can find a gentleman anywhere who'll rub my shoulders...\I'll rub your shoulders if you'll sit on me again.\All right... if you can satisfy me, that is.\Get Creative and create the Shoulder Rub skill!\Skill Shoulder Rub\How's that?\Is this it? Is this the spot?\Y-Yes! Right there! response:	Meeting in progress, do not enter!
context: I'll rub your shoulders if you'll sit on me again.\All right... if you can satisfy me, that is.\Get Creative and create the Shoulder Rub skill!\Skill Shoulder Rub\How's that?\Is this it? Is this the spot?\Y-Yes! Right there!\Meeting in progress, do not enter! response:	You're too good! Harder!
context: All right... if you can satisfy me, that is.\Get Creative and create the Shoulder Rub skill!\Skill Shoulder Rub\How's that?\Is this it? Is this the spot?\Y-Yes! Right there!\Meeting in progress, do not enter!\You're too good! Harder! response:	After that, she sat on me a bunch, and I gained a ton of LP.
context: Get Creative and create the Shoulder Rub skill!\Skill Shoulder Rub\How's that?\Is this it? Is this the spot?\Y-Yes! Right there!\Meeting in progress, do not enter!\You're too good! Harder!\After that, she sat on me a bunch, and I gained a ton of LP. response:	Next time, The Untainted Cleric.
