context: Rule the Court response:	Go, go, let's go! Let's go, Date Tech!
context: Right!\And...\Go show them who's really the Little Giant in this match.\Right!\Hinata, serve!\Right!\Ukai-san...\Huh? response:	He was saying that it might be okay to start giving tosses to Azumane-san
context: And...\Go show them who's really the Little Giant in this match.\Right!\Hinata, serve!\Right!\Ukai-san...\Huh?\He was saying that it might be okay to start giving tosses to Azumane-san response:	since the match is almost over.
context: Go show them who's really the Little Giant in this match.\Right!\Hinata, serve!\Right!\Ukai-san...\Huh?\He was saying that it might be okay to start giving tosses to Azumane-san\since the match is almost over. response:	Right.
context: Right!\Hinata, serve!\Right!\Ukai-san...\Huh?\He was saying that it might be okay to start giving tosses to Azumane-san\since the match is almost over.\Right. response:	The quick's coming!
context: Hinata, serve!\Right!\Ukai-san...\Huh?\He was saying that it might be okay to start giving tosses to Azumane-san\since the match is almost over.\Right.\The quick's coming! response:	Nice receive!
context: Right!\Ukai-san...\Huh?\He was saying that it might be okay to start giving tosses to Azumane-san\since the match is almost over.\Right.\The quick's coming!\Nice receive! response:	Now that Hinata's in the back,
context: Ukai-san...\Huh?\He was saying that it might be okay to start giving tosses to Azumane-san\since the match is almost over.\Right.\The quick's coming!\Nice receive!\Now that Hinata's in the back, response:	they're definitely all going to start being cautious of Azumane-san.
context: Huh?\He was saying that it might be okay to start giving tosses to Azumane-san\since the match is almost over.\Right.\The quick's coming!\Nice receive!\Now that Hinata's in the back,\they're definitely all going to start being cautious of Azumane-san. response:	When it's best to set the ball to Azumane-san...
context: He was saying that it might be okay to start giving tosses to Azumane-san\since the match is almost over.\Right.\The quick's coming!\Nice receive!\Now that Hinata's in the back,\they're definitely all going to start being cautious of Azumane-san.\When it's best to set the ball to Azumane-san... response:	Right now...
context: since the match is almost over.\Right.\The quick's coming!\Nice receive!\Now that Hinata's in the back,\they're definitely all going to start being cautious of Azumane-san.\When it's best to set the ball to Azumane-san...\Right now... response:	It should be this.
context: Right.\The quick's coming!\Nice receive!\Now that Hinata's in the back,\they're definitely all going to start being cautious of Azumane-san.\When it's best to set the ball to Azumane-san...\Right now...\It should be this. response:	All right!
context: The quick's coming!\Nice receive!\Now that Hinata's in the back,\they're definitely all going to start being cautious of Azumane-san.\When it's best to set the ball to Azumane-san...\Right now...\It should be this.\All right! response:	It's in! Thank goodness.
context: Nice receive!\Now that Hinata's in the back,\they're definitely all going to start being cautious of Azumane-san.\When it's best to set the ball to Azumane-san...\Right now...\It should be this.\All right!\It's in! Thank goodness. response:	Chikara!
context: Now that Hinata's in the back,\they're definitely all going to start being cautious of Azumane-san.\When it's best to set the ball to Azumane-san...\Right now...\It should be this.\All right!\It's in! Thank goodness.\Chikara! response:	He set to their 6, who's only gotten
context: they're definitely all going to start being cautious of Azumane-san.\When it's best to set the ball to Azumane-san...\Right now...\It should be this.\All right!\It's in! Thank goodness.\Chikara!\He set to their 6, who's only gotten response:	Ennoshita, nice kill!
context: When it's best to set the ball to Azumane-san...\Right now...\It should be this.\All right!\It's in! Thank goodness.\Chikara!\He set to their 6, who's only gotten\Ennoshita, nice kill! response:	a few hits in, despite this chance coming in the last part of the game.
context: Right now...\It should be this.\All right!\It's in! Thank goodness.\Chikara!\He set to their 6, who's only gotten\Ennoshita, nice kill!\a few hits in, despite this chance coming in the last part of the game. response:	That first-year setter's definitely gutsy.
context: It should be this.\All right!\It's in! Thank goodness.\Chikara!\He set to their 6, who's only gotten\Ennoshita, nice kill!\a few hits in, despite this chance coming in the last part of the game.\That first-year setter's definitely gutsy. response:	Damn it! Not sure if I should be happy or sad...
context: All right!\It's in! Thank goodness.\Chikara!\He set to their 6, who's only gotten\Ennoshita, nice kill!\a few hits in, despite this chance coming in the last part of the game.\That first-year setter's definitely gutsy.\Damn it! Not sure if I should be happy or sad... response:	Karasuno
context: It's in! Thank goodness.\Chikara!\He set to their 6, who's only gotten\Ennoshita, nice kill!\a few hits in, despite this chance coming in the last part of the game.\That first-year setter's definitely gutsy.\Damn it! Not sure if I should be happy or sad...\Karasuno response:	Asahi-san, nice serve!
context: Chikara!\He set to their 6, who's only gotten\Ennoshita, nice kill!\a few hits in, despite this chance coming in the last part of the game.\That first-year setter's definitely gutsy.\Damn it! Not sure if I should be happy or sad...\Karasuno\Asahi-san, nice serve! response:	Give'em a fierce one!
context: He set to their 6, who's only gotten\Ennoshita, nice kill!\a few hits in, despite this chance coming in the last part of the game.\That first-year setter's definitely gutsy.\Damn it! Not sure if I should be happy or sad...\Karasuno\Asahi-san, nice serve!\Give'em a fierce one! response:	Now's the time to get the lead!
context: Ennoshita, nice kill!\a few hits in, despite this chance coming in the last part of the game.\That first-year setter's definitely gutsy.\Damn it! Not sure if I should be happy or sad...\Karasuno\Asahi-san, nice serve!\Give'em a fierce one!\Now's the time to get the lead! response:	It's out!
context: a few hits in, despite this chance coming in the last part of the game.\That first-year setter's definitely gutsy.\Damn it! Not sure if I should be happy or sad...\Karasuno\Asahi-san, nice serve!\Give'em a fierce one!\Now's the time to get the lead!\It's out! response:	All right!
context: That first-year setter's definitely gutsy.\Damn it! Not sure if I should be happy or sad...\Karasuno\Asahi-san, nice serve!\Give'em a fierce one!\Now's the time to get the lead!\It's out!\All right! response:	Nice call!
context: Damn it! Not sure if I should be happy or sad...\Karasuno\Asahi-san, nice serve!\Give'em a fierce one!\Now's the time to get the lead!\It's out!\All right!\Nice call! response:	I'm sorry...
context: Karasuno\Asahi-san, nice serve!\Give'em a fierce one!\Now's the time to get the lead!\It's out!\All right!\Nice call!\I'm sorry... response:	Next! One more!
context: Asahi-san, nice serve!\Give'em a fierce one!\Now's the time to get the lead!\It's out!\All right!\Nice call!\I'm sorry...\Next! One more! response:	Karasuno Wakunan
context: Give'em a fierce one!\Now's the time to get the lead!\It's out!\All right!\Nice call!\I'm sorry...\Next! One more!\Karasuno Wakunan response:	Don't look at the score...
context: Now's the time to get the lead!\It's out!\All right!\Nice call!\I'm sorry...\Next! One more!\Karasuno Wakunan\Don't look at the score... response:	Matsushima, nice serve!
context: It's out!\All right!\Nice call!\I'm sorry...\Next! One more!\Karasuno Wakunan\Don't look at the score...\Matsushima, nice serve! response:	Calm down. Stay calm.
context: All right!\Nice call!\I'm sorry...\Next! One more!\Karasuno Wakunan\Don't look at the score...\Matsushima, nice serve!\Calm down. Stay calm. response:	Crap!
context: Nice call!\I'm sorry...\Next! One more!\Karasuno Wakunan\Don't look at the score...\Matsushima, nice serve!\Calm down. Stay calm.\Crap! response:	It's out!
context: I'm sorry...\Next! One more!\Karasuno Wakunan\Don't look at the score...\Matsushima, nice serve!\Calm down. Stay calm.\Crap!\It's out! response:	Nice call!
context: Next! One more!\Karasuno Wakunan\Don't look at the score...\Matsushima, nice serve!\Calm down. Stay calm.\Crap!\It's out!\Nice call! response:	I-I'm sorry...
context: Karasuno Wakunan\Don't look at the score...\Matsushima, nice serve!\Calm down. Stay calm.\Crap!\It's out!\Nice call!\I-I'm sorry... response:	Right, let's change it up!
context: Don't look at the score...\Matsushima, nice serve!\Calm down. Stay calm.\Crap!\It's out!\Nice call!\I-I'm sorry...\Right, let's change it up! response:	There's no problem if we get the next one!
context: Matsushima, nice serve!\Calm down. Stay calm.\Crap!\It's out!\Nice call!\I-I'm sorry...\Right, let's change it up!\There's no problem if we get the next one! response:	Hey, Matsushima!
context: Calm down. Stay calm.\Crap!\It's out!\Nice call!\I-I'm sorry...\Right, let's change it up!\There's no problem if we get the next one!\Hey, Matsushima! response:	The next time you're up front,
context: Crap!\It's out!\Nice call!\I-I'm sorry...\Right, let's change it up!\There's no problem if we get the next one!\Hey, Matsushima!\The next time you're up front, response:	if you get depressed again, I'm going to make you buy me a popsicle.
context: It's out!\Nice call!\I-I'm sorry...\Right, let's change it up!\There's no problem if we get the next one!\Hey, Matsushima!\The next time you're up front,\if you get depressed again, I'm going to make you buy me a popsicle. response:	Right.
context: Nice call!\I-I'm sorry...\Right, let's change it up!\There's no problem if we get the next one!\Hey, Matsushima!\The next time you're up front,\if you get depressed again, I'm going to make you buy me a popsicle.\Right. response:	Karasuno Wakunan
context: I-I'm sorry...\Right, let's change it up!\There's no problem if we get the next one!\Hey, Matsushima!\The next time you're up front,\if you get depressed again, I'm going to make you buy me a popsicle.\Right.\Karasuno Wakunan response:	Karasuno's at match point.
context: Right, let's change it up!\There's no problem if we get the next one!\Hey, Matsushima!\The next time you're up front,\if you get depressed again, I'm going to make you buy me a popsicle.\Right.\Karasuno Wakunan\Karasuno's at match point. response:	And here comes Karasuno's 10.
context: There's no problem if we get the next one!\Hey, Matsushima!\The next time you're up front,\if you get depressed again, I'm going to make you buy me a popsicle.\Right.\Karasuno Wakunan\Karasuno's at match point.\And here comes Karasuno's 10. response:	Wakunan's in trouble.
context: Hey, Matsushima!\The next time you're up front,\if you get depressed again, I'm going to make you buy me a popsicle.\Right.\Karasuno Wakunan\Karasuno's at match point.\And here comes Karasuno's 10.\Wakunan's in trouble. response:	Got it!
context: The next time you're up front,\if you get depressed again, I'm going to make you buy me a popsicle.\Right.\Karasuno Wakunan\Karasuno's at match point.\And here comes Karasuno's 10.\Wakunan's in trouble.\Got it! response:	All right!
context: if you get depressed again, I'm going to make you buy me a popsicle.\Right.\Karasuno Wakunan\Karasuno's at match point.\And here comes Karasuno's 10.\Wakunan's in trouble.\Got it!\All right! response:	They targeted the spot Yu didn't cover?
context: Right.\Karasuno Wakunan\Karasuno's at match point.\And here comes Karasuno's 10.\Wakunan's in trouble.\Got it!\All right!\They targeted the spot Yu didn't cover? response:	They're calm.
context: Karasuno Wakunan\Karasuno's at match point.\And here comes Karasuno's 10.\Wakunan's in trouble.\Got it!\All right!\They targeted the spot Yu didn't cover?\They're calm. response:	Kawatabi-san, nice serve!
context: Karasuno's at match point.\And here comes Karasuno's 10.\Wakunan's in trouble.\Got it!\All right!\They targeted the spot Yu didn't cover?\They're calm.\Kawatabi-san, nice serve! response:	Tabi, get this one!
context: And here comes Karasuno's 10.\Wakunan's in trouble.\Got it!\All right!\They targeted the spot Yu didn't cover?\They're calm.\Kawatabi-san, nice serve!\Tabi, get this one! response:	So if we miss this, it's all over.
context: Wakunan's in trouble.\Got it!\All right!\They targeted the spot Yu didn't cover?\They're calm.\Kawatabi-san, nice serve!\Tabi, get this one!\So if we miss this, it's all over. response:	You'd look really cool if you hit this one with everything you've got.
context: Got it!\All right!\They targeted the spot Yu didn't cover?\They're calm.\Kawatabi-san, nice serve!\Tabi, get this one!\So if we miss this, it's all over.\You'd look really cool if you hit this one with everything you've got. response:	It's up! Nishinoya, nice!
context: All right!\They targeted the spot Yu didn't cover?\They're calm.\Kawatabi-san, nice serve!\Tabi, get this one!\So if we miss this, it's all over.\You'd look really cool if you hit this one with everything you've got.\It's up! Nishinoya, nice! response:	It's off! But a quick isn't impossible.
context: They targeted the spot Yu didn't cover?\They're calm.\Kawatabi-san, nice serve!\Tabi, get this one!\So if we miss this, it's all over.\You'd look really cool if you hit this one with everything you've got.\It's up! Nishinoya, nice!\It's off! But a quick isn't impossible. response:	Kageyama!
context: They're calm.\Kawatabi-san, nice serve!\Tabi, get this one!\So if we miss this, it's all over.\You'd look really cool if you hit this one with everything you've got.\It's up! Nishinoya, nice!\It's off! But a quick isn't impossible.\Kageyama! response:	Got it!
context: Kawatabi-san, nice serve!\Tabi, get this one!\So if we miss this, it's all over.\You'd look really cool if you hit this one with everything you've got.\It's up! Nishinoya, nice!\It's off! But a quick isn't impossible.\Kageyama!\Got it! response:	Or should I let Tanaka-san have it?
context: Tabi, get this one!\So if we miss this, it's all over.\You'd look really cool if you hit this one with everything you've got.\It's up! Nishinoya, nice!\It's off! But a quick isn't impossible.\Kageyama!\Got it!\Or should I let Tanaka-san have it? response:	But we can go with a quick.
context: So if we miss this, it's all over.\You'd look really cool if you hit this one with everything you've got.\It's up! Nishinoya, nice!\It's off! But a quick isn't impossible.\Kageyama!\Got it!\Or should I let Tanaka-san have it?\But we can go with a quick. response:	It's a bit high?
context: You'd look really cool if you hit this one with everything you've got.\It's up! Nishinoya, nice!\It's off! But a quick isn't impossible.\Kageyama!\Got it!\Or should I let Tanaka-san have it?\But we can go with a quick.\It's a bit high? response:	He panicked.
context: It's up! Nishinoya, nice!\It's off! But a quick isn't impossible.\Kageyama!\Got it!\Or should I let Tanaka-san have it?\But we can go with a quick.\It's a bit high?\He panicked. response:	Hang in there... Until the opponent breaks.
context: It's off! But a quick isn't impossible.\Kageyama!\Got it!\Or should I let Tanaka-san have it?\But we can go with a quick.\It's a bit high?\He panicked.\Hang in there... Until the opponent breaks. response:	Chance ball!
context: Kageyama!\Got it!\Or should I let Tanaka-san have it?\But we can go with a quick.\It's a bit high?\He panicked.\Hang in there... Until the opponent breaks.\Chance ball! response:	Hinata!
context: Got it!\Or should I let Tanaka-san have it?\But we can go with a quick.\It's a bit high?\He panicked.\Hang in there... Until the opponent breaks.\Chance ball!\Hinata! response:	Don't flail!
context: Or should I let Tanaka-san have it?\But we can go with a quick.\It's a bit high?\He panicked.\Hang in there... Until the opponent breaks.\Chance ball!\Hinata!\Don't flail! response:	A good jump...
context: But we can go with a quick.\It's a bit high?\He panicked.\Hang in there... Until the opponent breaks.\Chance ball!\Hinata!\Don't flail!\A good jump... response:	I guess we really don't have an advantage with
context: It's a bit high?\He panicked.\Hang in there... Until the opponent breaks.\Chance ball!\Hinata!\Don't flail!\A good jump...\I guess we really don't have an advantage with response:	Karasuno's captain missing.
context: He panicked.\Hang in there... Until the opponent breaks.\Chance ball!\Hinata!\Don't flail!\A good jump...\I guess we really don't have an advantage with\Karasuno's captain missing. response:	Watch the ball!
context: Hang in there... Until the opponent breaks.\Chance ball!\Hinata!\Don't flail!\A good jump...\I guess we really don't have an advantage with\Karasuno's captain missing.\Watch the ball! response:	Yeah.
context: Chance ball!\Hinata!\Don't flail!\A good jump...\I guess we really don't have an advantage with\Karasuno's captain missing.\Watch the ball!\Yeah. response:	It's too late!
context: Hinata!\Don't flail!\A good jump...\I guess we really don't have an advantage with\Karasuno's captain missing.\Watch the ball!\Yeah.\It's too late! response:	All...
context: Don't flail!\A good jump...\I guess we really don't have an advantage with\Karasuno's captain missing.\Watch the ball!\Yeah.\It's too late!\All... response:	All right!
context: A good jump...\I guess we really don't have an advantage with\Karasuno's captain missing.\Watch the ball!\Yeah.\It's too late!\All...\All right! response:	Show Your Tenacity
context: I guess we really don't have an advantage with\Karasuno's captain missing.\Watch the ball!\Yeah.\It's too late!\All...\All right!\Show Your Tenacity response:	Karasuno Wakunan
context: Karasuno's captain missing.\Watch the ball!\Yeah.\It's too late!\All...\All right!\Show Your Tenacity\Karasuno Wakunan response:	Thank you very much!
context: Watch the ball!\Yeah.\It's too late!\All...\All right!\Show Your Tenacity\Karasuno Wakunan\Thank you very much! response:	What?
context: Yeah.\It's too late!\All...\All right!\Show Your Tenacity\Karasuno Wakunan\Thank you very much!\What? response:	One-on-one, I couldn't beat their 1.
context: It's too late!\All...\All right!\Show Your Tenacity\Karasuno Wakunan\Thank you very much!\What?\One-on-one, I couldn't beat their 1. response:	He was more of a Little Giant than me.
context: All...\All right!\Show Your Tenacity\Karasuno Wakunan\Thank you very much!\What?\One-on-one, I couldn't beat their 1.\He was more of a Little Giant than me. response:	Of course. You've still got at least 100 years to go, you dumbass.
context: All right!\Show Your Tenacity\Karasuno Wakunan\Thank you very much!\What?\One-on-one, I couldn't beat their 1.\He was more of a Little Giant than me.\Of course. You've still got at least 100 years to go, you dumbass. response:	Hey! What are you guys doing?
context: Show Your Tenacity\Karasuno Wakunan\Thank you very much!\What?\One-on-one, I couldn't beat their 1.\He was more of a Little Giant than me.\Of course. You've still got at least 100 years to go, you dumbass.\Hey! What are you guys doing? response:	Come on, line up!
context: Karasuno Wakunan\Thank you very much!\What?\One-on-one, I couldn't beat their 1.\He was more of a Little Giant than me.\Of course. You've still got at least 100 years to go, you dumbass.\Hey! What are you guys doing?\Come on, line up! response:	Show Your Tenacity
context: Thank you very much!\What?\One-on-one, I couldn't beat their 1.\He was more of a Little Giant than me.\Of course. You've still got at least 100 years to go, you dumbass.\Hey! What are you guys doing?\Come on, line up!\Show Your Tenacity response:	Bow.
context: What?\One-on-one, I couldn't beat their 1.\He was more of a Little Giant than me.\Of course. You've still got at least 100 years to go, you dumbass.\Hey! What are you guys doing?\Come on, line up!\Show Your Tenacity\Bow. response:	Thank you very much.
context: One-on-one, I couldn't beat their 1.\He was more of a Little Giant than me.\Of course. You've still got at least 100 years to go, you dumbass.\Hey! What are you guys doing?\Come on, line up!\Show Your Tenacity\Bow.\Thank you very much. response:	Today was just our second match.
context: He was more of a Little Giant than me.\Of course. You've still got at least 100 years to go, you dumbass.\Hey! What are you guys doing?\Come on, line up!\Show Your Tenacity\Bow.\Thank you very much.\Today was just our second match. response:	Our next opponent will be even stronger.
context: Of course. You've still got at least 100 years to go, you dumbass.\Hey! What are you guys doing?\Come on, line up!\Show Your Tenacity\Bow.\Thank you very much.\Today was just our second match.\Our next opponent will be even stronger. response:	Daichi-san!
context: Hey! What are you guys doing?\Come on, line up!\Show Your Tenacity\Bow.\Thank you very much.\Today was just our second match.\Our next opponent will be even stronger.\Daichi-san! response:	Uh, um...
context: Come on, line up!\Show Your Tenacity\Bow.\Thank you very much.\Today was just our second match.\Our next opponent will be even stronger.\Daichi-san!\Uh, um... response:	I'm sorry.
context: Show Your Tenacity\Bow.\Thank you very much.\Today was just our second match.\Our next opponent will be even stronger.\Daichi-san!\Uh, um...\I'm sorry. response:	D-D-D...
context: Bow.\Thank you very much.\Today was just our second match.\Our next opponent will be even stronger.\Daichi-san!\Uh, um...\I'm sorry.\D-D-D... response:	Daichi!
context: Thank you very much.\Today was just our second match.\Our next opponent will be even stronger.\Daichi-san!\Uh, um...\I'm sorry.\D-D-D...\Daichi! response:	Daichi-san!
context: Today was just our second match.\Our next opponent will be even stronger.\Daichi-san!\Uh, um...\I'm sorry.\D-D-D...\Daichi!\Daichi-san! response:	D-Daichi-san! A-Are...
context: Our next opponent will be even stronger.\Daichi-san!\Uh, um...\I'm sorry.\D-D-D...\Daichi!\Daichi-san!\D-Daichi-san! A-Are... response:	I'm fine.
context: Daichi-san!\Uh, um...\I'm sorry.\D-D-D...\Daichi!\Daichi-san!\D-Daichi-san! A-Are...\I'm fine. response:	No, seriously. I got some rest, and honestly,
context: Uh, um...\I'm sorry.\D-D-D...\Daichi!\Daichi-san!\D-Daichi-san! A-Are...\I'm fine.\No, seriously. I got some rest, and honestly, response:	I'm better than before the match.
context: I'm sorry.\D-D-D...\Daichi!\Daichi-san!\D-Daichi-san! A-Are...\I'm fine.\No, seriously. I got some rest, and honestly,\I'm better than before the match. response:	I'll work twice as hard in the next match.
context: D-D-D...\Daichi!\Daichi-san!\D-Daichi-san! A-Are...\I'm fine.\No, seriously. I got some rest, and honestly,\I'm better than before the match.\I'll work twice as hard in the next match. response:	You guys must be exhausted from playing a full set.
context: Daichi!\Daichi-san!\D-Daichi-san! A-Are...\I'm fine.\No, seriously. I got some rest, and honestly,\I'm better than before the match.\I'll work twice as hard in the next match.\You guys must be exhausted from playing a full set. response:	Come on, rest.
context: Daichi-san!\D-Daichi-san! A-Are...\I'm fine.\No, seriously. I got some rest, and honestly,\I'm better than before the match.\I'll work twice as hard in the next match.\You guys must be exhausted from playing a full set.\Come on, rest. response:	Oh, our next opponent's playing right now.
context: D-Daichi-san! A-Are...\I'm fine.\No, seriously. I got some rest, and honestly,\I'm better than before the match.\I'll work twice as hard in the next match.\You guys must be exhausted from playing a full set.\Come on, rest.\Oh, our next opponent's playing right now. response:	I was watching from around the time the score was 20.
context: I'm fine.\No, seriously. I got some rest, and honestly,\I'm better than before the match.\I'll work twice as hard in the next match.\You guys must be exhausted from playing a full set.\Come on, rest.\Oh, our next opponent's playing right now.\I was watching from around the time the score was 20. response:	At first, I wanted to get back at soon as possible, but...
context: No, seriously. I got some rest, and honestly,\I'm better than before the match.\I'll work twice as hard in the next match.\You guys must be exhausted from playing a full set.\Come on, rest.\Oh, our next opponent's playing right now.\I was watching from around the time the score was 20.\At first, I wanted to get back at soon as possible, but... response:	I saw you guys and thought you'd be okay.
context: I'm better than before the match.\I'll work twice as hard in the next match.\You guys must be exhausted from playing a full set.\Come on, rest.\Oh, our next opponent's playing right now.\I was watching from around the time the score was 20.\At first, I wanted to get back at soon as possible, but...\I saw you guys and thought you'd be okay. response:	I thought I'd actually destroy your rhythm if I showed up.
context: I'll work twice as hard in the next match.\You guys must be exhausted from playing a full set.\Come on, rest.\Oh, our next opponent's playing right now.\I was watching from around the time the score was 20.\At first, I wanted to get back at soon as possible, but...\I saw you guys and thought you'd be okay.\I thought I'd actually destroy your rhythm if I showed up. response:	That last one... Nice receive, Ennoshita.
context: You guys must be exhausted from playing a full set.\Come on, rest.\Oh, our next opponent's playing right now.\I was watching from around the time the score was 20.\At first, I wanted to get back at soon as possible, but...\I saw you guys and thought you'd be okay.\I thought I'd actually destroy your rhythm if I showed up.\That last one... Nice receive, Ennoshita. response:	Right.
context: Come on, rest.\Oh, our next opponent's playing right now.\I was watching from around the time the score was 20.\At first, I wanted to get back at soon as possible, but...\I saw you guys and thought you'd be okay.\I thought I'd actually destroy your rhythm if I showed up.\That last one... Nice receive, Ennoshita.\Right. response:	Sorry, could you go on ahead?
context: Oh, our next opponent's playing right now.\I was watching from around the time the score was 20.\At first, I wanted to get back at soon as possible, but...\I saw you guys and thought you'd be okay.\I thought I'd actually destroy your rhythm if I showed up.\That last one... Nice receive, Ennoshita.\Right.\Sorry, could you go on ahead? response:	Doesn't Ennoshita seem a bit down? We won.
context: I was watching from around the time the score was 20.\At first, I wanted to get back at soon as possible, but...\I saw you guys and thought you'd be okay.\I thought I'd actually destroy your rhythm if I showed up.\That last one... Nice receive, Ennoshita.\Right.\Sorry, could you go on ahead?\Doesn't Ennoshita seem a bit down? We won. response:	Yeah.
context: At first, I wanted to get back at soon as possible, but...\I saw you guys and thought you'd be okay.\I thought I'd actually destroy your rhythm if I showed up.\That last one... Nice receive, Ennoshita.\Right.\Sorry, could you go on ahead?\Doesn't Ennoshita seem a bit down? We won.\Yeah. response:	Half of the spikes I hit were misses,
context: I saw you guys and thought you'd be okay.\I thought I'd actually destroy your rhythm if I showed up.\That last one... Nice receive, Ennoshita.\Right.\Sorry, could you go on ahead?\Doesn't Ennoshita seem a bit down? We won.\Yeah.\Half of the spikes I hit were misses, response:	and I only got real receives in the last half.
context: I thought I'd actually destroy your rhythm if I showed up.\That last one... Nice receive, Ennoshita.\Right.\Sorry, could you go on ahead?\Doesn't Ennoshita seem a bit down? We won.\Yeah.\Half of the spikes I hit were misses,\and I only got real receives in the last half. response:	I somehow feel this was the first time I got to fight properly to the end.
context: That last one... Nice receive, Ennoshita.\Right.\Sorry, could you go on ahead?\Doesn't Ennoshita seem a bit down? We won.\Yeah.\Half of the spikes I hit were misses,\and I only got real receives in the last half.\I somehow feel this was the first time I got to fight properly to the end. response:	And yet...
context: Right.\Sorry, could you go on ahead?\Doesn't Ennoshita seem a bit down? We won.\Yeah.\Half of the spikes I hit were misses,\and I only got real receives in the last half.\I somehow feel this was the first time I got to fight properly to the end.\And yet... response:	Don't you dare relax now!
context: Sorry, could you go on ahead?\Doesn't Ennoshita seem a bit down? We won.\Yeah.\Half of the spikes I hit were misses,\and I only got real receives in the last half.\I somehow feel this was the first time I got to fight properly to the end.\And yet...\Don't you dare relax now! response:	You need to think that you're gonna defeat
context: Doesn't Ennoshita seem a bit down? We won.\Yeah.\Half of the spikes I hit were misses,\and I only got real receives in the last half.\I somehow feel this was the first time I got to fight properly to the end.\And yet...\Don't you dare relax now!\You need to think that you're gonna defeat response:	the next opponent that comes around, you idiot!
context: Yeah.\Half of the spikes I hit were misses,\and I only got real receives in the last half.\I somehow feel this was the first time I got to fight properly to the end.\And yet...\Don't you dare relax now!\You need to think that you're gonna defeat\the next opponent that comes around, you idiot! response:	You idiot, idiot, idiot!
context: Half of the spikes I hit were misses,\and I only got real receives in the last half.\I somehow feel this was the first time I got to fight properly to the end.\And yet...\Don't you dare relax now!\You need to think that you're gonna defeat\the next opponent that comes around, you idiot!\You idiot, idiot, idiot! response:	That was amazing!
context: and I only got real receives in the last half.\I somehow feel this was the first time I got to fight properly to the end.\And yet...\Don't you dare relax now!\You need to think that you're gonna defeat\the next opponent that comes around, you idiot!\You idiot, idiot, idiot!\That was amazing! response:	I was watching the last bit with Sawamura-san.
context: I somehow feel this was the first time I got to fight properly to the end.\And yet...\Don't you dare relax now!\You need to think that you're gonna defeat\the next opponent that comes around, you idiot!\You idiot, idiot, idiot!\That was amazing!\I was watching the last bit with Sawamura-san. response:	We're gonna win the next one, too!
context: And yet...\Don't you dare relax now!\You need to think that you're gonna defeat\the next opponent that comes around, you idiot!\You idiot, idiot, idiot!\That was amazing!\I was watching the last bit with Sawamura-san.\We're gonna win the next one, too! response:	Doesn't Yamaguchi-kun seem down?
context: Don't you dare relax now!\You need to think that you're gonna defeat\the next opponent that comes around, you idiot!\You idiot, idiot, idiot!\That was amazing!\I was watching the last bit with Sawamura-san.\We're gonna win the next one, too!\Doesn't Yamaguchi-kun seem down? response:	Sorry... I'm gonna go to the bathroom,
context: You need to think that you're gonna defeat\the next opponent that comes around, you idiot!\You idiot, idiot, idiot!\That was amazing!\I was watching the last bit with Sawamura-san.\We're gonna win the next one, too!\Doesn't Yamaguchi-kun seem down?\Sorry... I'm gonna go to the bathroom, response:	so go on ahead.
context: the next opponent that comes around, you idiot!\You idiot, idiot, idiot!\That was amazing!\I was watching the last bit with Sawamura-san.\We're gonna win the next one, too!\Doesn't Yamaguchi-kun seem down?\Sorry... I'm gonna go to the bathroom,\so go on ahead. response:	He's really pumped about going to the bathroom.
context: You idiot, idiot, idiot!\That was amazing!\I was watching the last bit with Sawamura-san.\We're gonna win the next one, too!\Doesn't Yamaguchi-kun seem down?\Sorry... I'm gonna go to the bathroom,\so go on ahead.\He's really pumped about going to the bathroom. response:	He must need to take a shit.
context: That was amazing!\I was watching the last bit with Sawamura-san.\We're gonna win the next one, too!\Doesn't Yamaguchi-kun seem down?\Sorry... I'm gonna go to the bathroom,\so go on ahead.\He's really pumped about going to the bathroom.\He must need to take a shit. response:	Say poop! You're so vulgar, Kageyama-kun!
context: I was watching the last bit with Sawamura-san.\We're gonna win the next one, too!\Doesn't Yamaguchi-kun seem down?\Sorry... I'm gonna go to the bathroom,\so go on ahead.\He's really pumped about going to the bathroom.\He must need to take a shit.\Say poop! You're so vulgar, Kageyama-kun! response:	I don't think he actually went to the bathroom.
context: We're gonna win the next one, too!\Doesn't Yamaguchi-kun seem down?\Sorry... I'm gonna go to the bathroom,\so go on ahead.\He's really pumped about going to the bathroom.\He must need to take a shit.\Say poop! You're so vulgar, Kageyama-kun!\I don't think he actually went to the bathroom. response:	Hey, Takeru. It's meeting time.
context: Doesn't Yamaguchi-kun seem down?\Sorry... I'm gonna go to the bathroom,\so go on ahead.\He's really pumped about going to the bathroom.\He must need to take a shit.\Say poop! You're so vulgar, Kageyama-kun!\I don't think he actually went to the bathroom.\Hey, Takeru. It's meeting time. response:	You know...
context: Sorry... I'm gonna go to the bathroom,\so go on ahead.\He's really pumped about going to the bathroom.\He must need to take a shit.\Say poop! You're so vulgar, Kageyama-kun!\I don't think he actually went to the bathroom.\Hey, Takeru. It's meeting time.\You know... response:	Huh?
context: so go on ahead.\He's really pumped about going to the bathroom.\He must need to take a shit.\Say poop! You're so vulgar, Kageyama-kun!\I don't think he actually went to the bathroom.\Hey, Takeru. It's meeting time.\You know...\Huh? response:	That last bit was in slow motion.
