context: Our Tackle response:	Yesterday, on Enoshima, an island shaken by panic
context: What does that mean?\Koko and I are fish, so we baited him...\Hold on!\You're a fish?\He's a fish, too,\so if we went in the sea and lured him far away,\I thought we could save everyone from harm...\But I couldn't protect Koko. response:	What happened to Koko?
context: Koko and I are fish, so we baited him...\Hold on!\You're a fish?\He's a fish, too,\so if we went in the sea and lured him far away,\I thought we could save everyone from harm...\But I couldn't protect Koko.\What happened to Koko? response:	She fell under his control and became part of his horde.
context: Hold on!\You're a fish?\He's a fish, too,\so if we went in the sea and lured him far away,\I thought we could save everyone from harm...\But I couldn't protect Koko.\What happened to Koko?\She fell under his control and became part of his horde. response:	She may not be able to come back.
context: You're a fish?\He's a fish, too,\so if we went in the sea and lured him far away,\I thought we could save everyone from harm...\But I couldn't protect Koko.\What happened to Koko?\She fell under his control and became part of his horde.\She may not be able to come back. response:	You're the only one who escaped?
context: He's a fish, too,\so if we went in the sea and lured him far away,\I thought we could save everyone from harm...\But I couldn't protect Koko.\What happened to Koko?\She fell under his control and became part of his horde.\She may not be able to come back.\You're the only one who escaped? response:	That's why I sent everyone away from Enoshima,
context: so if we went in the sea and lured him far away,\I thought we could save everyone from harm...\But I couldn't protect Koko.\What happened to Koko?\She fell under his control and became part of his horde.\She may not be able to come back.\You're the only one who escaped?\That's why I sent everyone away from Enoshima, response:	so I could lure him away this time.
context: I thought we could save everyone from harm...\But I couldn't protect Koko.\What happened to Koko?\She fell under his control and became part of his horde.\She may not be able to come back.\You're the only one who escaped?\That's why I sent everyone away from Enoshima,\so I could lure him away this time. response:	Can you do that by yourself?
context: But I couldn't protect Koko.\What happened to Koko?\She fell under his control and became part of his horde.\She may not be able to come back.\You're the only one who escaped?\That's why I sent everyone away from Enoshima,\so I could lure him away this time.\Can you do that by yourself? response:	I don't know.
context: What happened to Koko?\She fell under his control and became part of his horde.\She may not be able to come back.\You're the only one who escaped?\That's why I sent everyone away from Enoshima,\so I could lure him away this time.\Can you do that by yourself?\I don't know. response:	But if I don't hurry, he might control me again soon.
context: She fell under his control and became part of his horde.\She may not be able to come back.\You're the only one who escaped?\That's why I sent everyone away from Enoshima,\so I could lure him away this time.\Can you do that by yourself?\I don't know.\But if I don't hurry, he might control me again soon. response:	When that happens, my hair will stand straight up, and then...
context: She may not be able to come back.\You're the only one who escaped?\That's why I sent everyone away from Enoshima,\so I could lure him away this time.\Can you do that by yourself?\I don't know.\But if I don't hurry, he might control me again soon.\When that happens, my hair will stand straight up, and then... response:	I won't be myself anymore.
context: You're the only one who escaped?\That's why I sent everyone away from Enoshima,\so I could lure him away this time.\Can you do that by yourself?\I don't know.\But if I don't hurry, he might control me again soon.\When that happens, my hair will stand straight up, and then...\I won't be myself anymore. response:	No one will be able to lure him away.
context: That's why I sent everyone away from Enoshima,\so I could lure him away this time.\Can you do that by yourself?\I don't know.\But if I don't hurry, he might control me again soon.\When that happens, my hair will stand straight up, and then...\I won't be myself anymore.\No one will be able to lure him away. response:	Then no one will be able to save the Earth.
context: so I could lure him away this time.\Can you do that by yourself?\I don't know.\But if I don't hurry, he might control me again soon.\When that happens, my hair will stand straight up, and then...\I won't be myself anymore.\No one will be able to lure him away.\Then no one will be able to save the Earth. response:	But what are you going to do if you end up like Koko?
context: Can you do that by yourself?\I don't know.\But if I don't hurry, he might control me again soon.\When that happens, my hair will stand straight up, and then...\I won't be myself anymore.\No one will be able to lure him away.\Then no one will be able to save the Earth.\But what are you going to do if you end up like Koko? response:	I know, but...
context: I don't know.\But if I don't hurry, he might control me again soon.\When that happens, my hair will stand straight up, and then...\I won't be myself anymore.\No one will be able to lure him away.\Then no one will be able to save the Earth.\But what are you going to do if you end up like Koko?\I know, but... response:	You'd be running into death!
context: But if I don't hurry, he might control me again soon.\When that happens, my hair will stand straight up, and then...\I won't be myself anymore.\No one will be able to lure him away.\Then no one will be able to save the Earth.\But what are you going to do if you end up like Koko?\I know, but...\You'd be running into death! response:	But it's the only way.
context: When that happens, my hair will stand straight up, and then...\I won't be myself anymore.\No one will be able to lure him away.\Then no one will be able to save the Earth.\But what are you going to do if you end up like Koko?\I know, but...\You'd be running into death!\But it's the only way. response:	I can't catch him myself.
context: I won't be myself anymore.\No one will be able to lure him away.\Then no one will be able to save the Earth.\But what are you going to do if you end up like Koko?\I know, but...\You'd be running into death!\But it's the only way.\I can't catch him myself. response:	You always do whatever you want.
context: No one will be able to lure him away.\Then no one will be able to save the Earth.\But what are you going to do if you end up like Koko?\I know, but...\You'd be running into death!\But it's the only way.\I can't catch him myself.\You always do whatever you want. response:	Since the day I met you, you said, Let's fish together.
context: Then no one will be able to save the Earth.\But what are you going to do if you end up like Koko?\I know, but...\You'd be running into death!\But it's the only way.\I can't catch him myself.\You always do whatever you want.\Since the day I met you, you said, Let's fish together. response:	You forced me to fish, and we fished every day.
context: But what are you going to do if you end up like Koko?\I know, but...\You'd be running into death!\But it's the only way.\I can't catch him myself.\You always do whatever you want.\Since the day I met you, you said, Let's fish together.\You forced me to fish, and we fished every day. response:	Now, after learning from Natsuki and the captain,
context: I know, but...\You'd be running into death!\But it's the only way.\I can't catch him myself.\You always do whatever you want.\Since the day I met you, you said, Let's fish together.\You forced me to fish, and we fished every day.\Now, after learning from Natsuki and the captain, response:	I love fishing.
context: You'd be running into death!\But it's the only way.\I can't catch him myself.\You always do whatever you want.\Since the day I met you, you said, Let's fish together.\You forced me to fish, and we fished every day.\Now, after learning from Natsuki and the captain,\I love fishing. response:	Do you know what I was thinking while I was
context: But it's the only way.\I can't catch him myself.\You always do whatever you want.\Since the day I met you, you said, Let's fish together.\You forced me to fish, and we fished every day.\Now, after learning from Natsuki and the captain,\I love fishing.\Do you know what I was thinking while I was response:	running here to Enoshima?
context: I can't catch him myself.\You always do whatever you want.\Since the day I met you, you said, Let's fish together.\You forced me to fish, and we fished every day.\Now, after learning from Natsuki and the captain,\I love fishing.\Do you know what I was thinking while I was\running here to Enoshima? response:	I thought I'd like to fish.
context: You always do whatever you want.\Since the day I met you, you said, Let's fish together.\You forced me to fish, and we fished every day.\Now, after learning from Natsuki and the captain,\I love fishing.\Do you know what I was thinking while I was\running here to Enoshima?\I thought I'd like to fish. response:	I want to fish with you, Natsuki, and Akira.
context: Since the day I met you, you said, Let's fish together.\You forced me to fish, and we fished every day.\Now, after learning from Natsuki and the captain,\I love fishing.\Do you know what I was thinking while I was\running here to Enoshima?\I thought I'd like to fish.\I want to fish with you, Natsuki, and Akira. response:	But you disappeared without saying anything,
context: You forced me to fish, and we fished every day.\Now, after learning from Natsuki and the captain,\I love fishing.\Do you know what I was thinking while I was\running here to Enoshima?\I thought I'd like to fish.\I want to fish with you, Natsuki, and Akira.\But you disappeared without saying anything, response:	saying you can't fish,
context: Now, after learning from Natsuki and the captain,\I love fishing.\Do you know what I was thinking while I was\running here to Enoshima?\I thought I'd like to fish.\I want to fish with you, Natsuki, and Akira.\But you disappeared without saying anything,\saying you can't fish, response:	that you'd do something yourself,
context: I love fishing.\Do you know what I was thinking while I was\running here to Enoshima?\I thought I'd like to fish.\I want to fish with you, Natsuki, and Akira.\But you disappeared without saying anything,\saying you can't fish,\that you'd do something yourself, response:	doing whatever you want!
context: Do you know what I was thinking while I was\running here to Enoshima?\I thought I'd like to fish.\I want to fish with you, Natsuki, and Akira.\But you disappeared without saying anything,\saying you can't fish,\that you'd do something yourself,\doing whatever you want! response:	Sorry, but I didn't know what to do.
context: running here to Enoshima?\I thought I'd like to fish.\I want to fish with you, Natsuki, and Akira.\But you disappeared without saying anything,\saying you can't fish,\that you'd do something yourself,\doing whatever you want!\Sorry, but I didn't know what to do. response:	I'll fish!
context: I thought I'd like to fish.\I want to fish with you, Natsuki, and Akira.\But you disappeared without saying anything,\saying you can't fish,\that you'd do something yourself,\doing whatever you want!\Sorry, but I didn't know what to do.\I'll fish! response:	Then everyone will be saved, right?
context: I want to fish with you, Natsuki, and Akira.\But you disappeared without saying anything,\saying you can't fish,\that you'd do something yourself,\doing whatever you want!\Sorry, but I didn't know what to do.\I'll fish!\Then everyone will be saved, right? response:	Give me a chance.
context: But you disappeared without saying anything,\saying you can't fish,\that you'd do something yourself,\doing whatever you want!\Sorry, but I didn't know what to do.\I'll fish!\Then everyone will be saved, right?\Give me a chance. response:	But...
context: saying you can't fish,\that you'd do something yourself,\doing whatever you want!\Sorry, but I didn't know what to do.\I'll fish!\Then everyone will be saved, right?\Give me a chance.\But... response:	We promised we'd fish together.
context: that you'd do something yourself,\doing whatever you want!\Sorry, but I didn't know what to do.\I'll fish!\Then everyone will be saved, right?\Give me a chance.\But...\We promised we'd fish together. response:	Yuki.
context: doing whatever you want!\Sorry, but I didn't know what to do.\I'll fish!\Then everyone will be saved, right?\Give me a chance.\But...\We promised we'd fish together.\Yuki. response:	I'll try it.
context: Sorry, but I didn't know what to do.\I'll fish!\Then everyone will be saved, right?\Give me a chance.\But...\We promised we'd fish together.\Yuki.\I'll try it. response:	I can't let you face danger alone.
context: I'll fish!\Then everyone will be saved, right?\Give me a chance.\But...\We promised we'd fish together.\Yuki.\I'll try it.\I can't let you face danger alone. response:	Thank you.
context: Then everyone will be saved, right?\Give me a chance.\But...\We promised we'd fish together.\Yuki.\I'll try it.\I can't let you face danger alone.\Thank you. response:	Thank you, Yuki.
context: Give me a chance.\But...\We promised we'd fish together.\Yuki.\I'll try it.\I can't let you face danger alone.\Thank you.\Thank you, Yuki. response:	Don't be so secretive.
context: But...\We promised we'd fish together.\Yuki.\I'll try it.\I can't let you face danger alone.\Thank you.\Thank you, Yuki.\Don't be so secretive. response:	Water!
context: We promised we'd fish together.\Yuki.\I'll try it.\I can't let you face danger alone.\Thank you.\Thank you, Yuki.\Don't be so secretive.\Water! response:	I ran out of water, so I might be done for.
context: Yuki.\I'll try it.\I can't let you face danger alone.\Thank you.\Thank you, Yuki.\Don't be so secretive.\Water!\I ran out of water, so I might be done for. response:	Seriously?
context: I'll try it.\I can't let you face danger alone.\Thank you.\Thank you, Yuki.\Don't be so secretive.\Water!\I ran out of water, so I might be done for.\Seriously? response:	Someone's got to have some.
context: I can't let you face danger alone.\Thank you.\Thank you, Yuki.\Don't be so secretive.\Water!\I ran out of water, so I might be done for.\Seriously?\Someone's got to have some. response:	Let's hurry and meet up with everyone else.
context: Thank you.\Thank you, Yuki.\Don't be so secretive.\Water!\I ran out of water, so I might be done for.\Seriously?\Someone's got to have some.\Let's hurry and meet up with everyone else. response:	It's okay.
context: Thank you, Yuki.\Don't be so secretive.\Water!\I ran out of water, so I might be done for.\Seriously?\Someone's got to have some.\Let's hurry and meet up with everyone else.\It's okay. response:	What?
context: Don't be so secretive.\Water!\I ran out of water, so I might be done for.\Seriously?\Someone's got to have some.\Let's hurry and meet up with everyone else.\It's okay.\What? response:	Something's coming out.
context: Water!\I ran out of water, so I might be done for.\Seriously?\Someone's got to have some.\Let's hurry and meet up with everyone else.\It's okay.\What?\Something's coming out. response:	Haru...
context: I ran out of water, so I might be done for.\Seriously?\Someone's got to have some.\Let's hurry and meet up with everyone else.\It's okay.\What?\Something's coming out.\Haru... response:	That should do it.
context: Seriously?\Someone's got to have some.\Let's hurry and meet up with everyone else.\It's okay.\What?\Something's coming out.\Haru...\That should do it. response:	Natsuki?
context: Someone's got to have some.\Let's hurry and meet up with everyone else.\It's okay.\What?\Something's coming out.\Haru...\That should do it.\Natsuki? response:	You're the only companions for me.
context: Let's hurry and meet up with everyone else.\It's okay.\What?\Something's coming out.\Haru...\That should do it.\Natsuki?\You're the only companions for me. response:	Haru, are you okay?
context: It's okay.\What?\Something's coming out.\Haru...\That should do it.\Natsuki?\You're the only companions for me.\Haru, are you okay? response:	Yeah, but there's something else I have to tell you first.
context: What?\Something's coming out.\Haru...\That should do it.\Natsuki?\You're the only companions for me.\Haru, are you okay?\Yeah, but there's something else I have to tell you first. response:	What is it?
context: Something's coming out.\Haru...\That should do it.\Natsuki?\You're the only companions for me.\Haru, are you okay?\Yeah, but there's something else I have to tell you first.\What is it? response:	Even if I manage to catch him,
context: Haru...\That should do it.\Natsuki?\You're the only companions for me.\Haru, are you okay?\Yeah, but there's something else I have to tell you first.\What is it?\Even if I manage to catch him, response:	I have to go home to my planet.
context: That should do it.\Natsuki?\You're the only companions for me.\Haru, are you okay?\Yeah, but there's something else I have to tell you first.\What is it?\Even if I manage to catch him,\I have to go home to my planet. response:	Is that right?
context: Natsuki?\You're the only companions for me.\Haru, are you okay?\Yeah, but there's something else I have to tell you first.\What is it?\Even if I manage to catch him,\I have to go home to my planet.\Is that right? response:	The heroes are here!
context: You're the only companions for me.\Haru, are you okay?\Yeah, but there's something else I have to tell you first.\What is it?\Even if I manage to catch him,\I have to go home to my planet.\Is that right?\The heroes are here! response:	Yuki, Haru, we've been waiting for you!
context: Haru, are you okay?\Yeah, but there's something else I have to tell you first.\What is it?\Even if I manage to catch him,\I have to go home to my planet.\Is that right?\The heroes are here!\Yuki, Haru, we've been waiting for you! response:	You guys!
context: Yeah, but there's something else I have to tell you first.\What is it?\Even if I manage to catch him,\I have to go home to my planet.\Is that right?\The heroes are here!\Yuki, Haru, we've been waiting for you!\You guys! response:	Why? Even though I did something bad?
context: What is it?\Even if I manage to catch him,\I have to go home to my planet.\Is that right?\The heroes are here!\Yuki, Haru, we've been waiting for you!\You guys!\Why? Even though I did something bad? response:	There's no way you're a bad kid, Haru.
context: Even if I manage to catch him,\I have to go home to my planet.\Is that right?\The heroes are here!\Yuki, Haru, we've been waiting for you!\You guys!\Why? Even though I did something bad?\There's no way you're a bad kid, Haru. response:	Everyone wanted to see you.
context: I have to go home to my planet.\Is that right?\The heroes are here!\Yuki, Haru, we've been waiting for you!\You guys!\Why? Even though I did something bad?\There's no way you're a bad kid, Haru.\Everyone wanted to see you. response:	Here!
context: Is that right?\The heroes are here!\Yuki, Haru, we've been waiting for you!\You guys!\Why? Even though I did something bad?\There's no way you're a bad kid, Haru.\Everyone wanted to see you.\Here! response:	Thank you! I wanted to see everyone, too!
context: The heroes are here!\Yuki, Haru, we've been waiting for you!\You guys!\Why? Even though I did something bad?\There's no way you're a bad kid, Haru.\Everyone wanted to see you.\Here!\Thank you! I wanted to see everyone, too! response:	I'm rejuvenated.
context: Yuki, Haru, we've been waiting for you!\You guys!\Why? Even though I did something bad?\There's no way you're a bad kid, Haru.\Everyone wanted to see you.\Here!\Thank you! I wanted to see everyone, too!\I'm rejuvenated. response:	Are you all going...
context: You guys!\Why? Even though I did something bad?\There's no way you're a bad kid, Haru.\Everyone wanted to see you.\Here!\Thank you! I wanted to see everyone, too!\I'm rejuvenated.\Are you all going... response:	Yes. We're about to catch the biggest fish of our lives.
context: Why? Even though I did something bad?\There's no way you're a bad kid, Haru.\Everyone wanted to see you.\Here!\Thank you! I wanted to see everyone, too!\I'm rejuvenated.\Are you all going...\Yes. We're about to catch the biggest fish of our lives. response:	There's no time. Let's go.
context: There's no way you're a bad kid, Haru.\Everyone wanted to see you.\Here!\Thank you! I wanted to see everyone, too!\I'm rejuvenated.\Are you all going...\Yes. We're about to catch the biggest fish of our lives.\There's no time. Let's go. response:	What about a boat?
context: Everyone wanted to see you.\Here!\Thank you! I wanted to see everyone, too!\I'm rejuvenated.\Are you all going...\Yes. We're about to catch the biggest fish of our lives.\There's no time. Let's go.\What about a boat? response:	The captain will get us one.
context: Here!\Thank you! I wanted to see everyone, too!\I'm rejuvenated.\Are you all going...\Yes. We're about to catch the biggest fish of our lives.\There's no time. Let's go.\What about a boat?\The captain will get us one. response:	Ayumi-chan went to get a rod, too.
context: Thank you! I wanted to see everyone, too!\I'm rejuvenated.\Are you all going...\Yes. We're about to catch the biggest fish of our lives.\There's no time. Let's go.\What about a boat?\The captain will get us one.\Ayumi-chan went to get a rod, too. response:	You still haven't established JFX's position?
context: I'm rejuvenated.\Are you all going...\Yes. We're about to catch the biggest fish of our lives.\There's no time. Let's go.\What about a boat?\The captain will get us one.\Ayumi-chan went to get a rod, too.\You still haven't established JFX's position? response:	JFX found! JFX found!
context: Are you all going...\Yes. We're about to catch the biggest fish of our lives.\There's no time. Let's go.\What about a boat?\The captain will get us one.\Ayumi-chan went to get a rod, too.\You still haven't established JFX's position?\JFX found! JFX found! response:	Prepare to attack!
context: Yes. We're about to catch the biggest fish of our lives.\There's no time. Let's go.\What about a boat?\The captain will get us one.\Ayumi-chan went to get a rod, too.\You still haven't established JFX's position?\JFX found! JFX found!\Prepare to attack! response:	Acquiring target information!
context: There's no time. Let's go.\What about a boat?\The captain will get us one.\Ayumi-chan went to get a rod, too.\You still haven't established JFX's position?\JFX found! JFX found!\Prepare to attack!\Acquiring target information! response:	Ready to fire!
context: What about a boat?\The captain will get us one.\Ayumi-chan went to get a rod, too.\You still haven't established JFX's position?\JFX found! JFX found!\Prepare to attack!\Acquiring target information!\Ready to fire! response:	Don't worry.
context: The captain will get us one.\Ayumi-chan went to get a rod, too.\You still haven't established JFX's position?\JFX found! JFX found!\Prepare to attack!\Acquiring target information!\Ready to fire!\Don't worry. response:	As long as we protect ourselves from the water, JFX poses no threat to us.
context: Ayumi-chan went to get a rod, too.\You still haven't established JFX's position?\JFX found! JFX found!\Prepare to attack!\Acquiring target information!\Ready to fire!\Don't worry.\As long as we protect ourselves from the water, JFX poses no threat to us. response:	In an instant, this Duck fleet will be...
context: You still haven't established JFX's position?\JFX found! JFX found!\Prepare to attack!\Acquiring target information!\Ready to fire!\Don't worry.\As long as we protect ourselves from the water, JFX poses no threat to us.\In an instant, this Duck fleet will be... response:	Captain?
context: JFX found! JFX found!\Prepare to attack!\Acquiring target information!\Ready to fire!\Don't worry.\As long as we protect ourselves from the water, JFX poses no threat to us.\In an instant, this Duck fleet will be...\Captain? response:	Haino, haino, haino.
context: Prepare to attack!\Acquiring target information!\Ready to fire!\Don't worry.\As long as we protect ourselves from the water, JFX poses no threat to us.\In an instant, this Duck fleet will be...\Captain?\Haino, haino, haino. response:	Yoisho, yoishona.
context: Acquiring target information!\Ready to fire!\Don't worry.\As long as we protect ourselves from the water, JFX poses no threat to us.\In an instant, this Duck fleet will be...\Captain?\Haino, haino, haino.\Yoisho, yoishona. response:	Haino, haino, haino...
context: Ready to fire!\Don't worry.\As long as we protect ourselves from the water, JFX poses no threat to us.\In an instant, this Duck fleet will be...\Captain?\Haino, haino, haino.\Yoisho, yoishona.\Haino, haino, haino... response:	Ayumi-chan, how are things going over there?
context: Don't worry.\As long as we protect ourselves from the water, JFX poses no threat to us.\In an instant, this Duck fleet will be...\Captain?\Haino, haino, haino.\Yoisho, yoishona.\Haino, haino, haino...\Ayumi-chan, how are things going over there? response:	I just reached the Hemingway. I'll get the rod.
context: As long as we protect ourselves from the water, JFX poses no threat to us.\In an instant, this Duck fleet will be...\Captain?\Haino, haino, haino.\Yoisho, yoishona.\Haino, haino, haino...\Ayumi-chan, how are things going over there?\I just reached the Hemingway. I'll get the rod. response:	Head over here as soon as you can.
context: In an instant, this Duck fleet will be...\Captain?\Haino, haino, haino.\Yoisho, yoishona.\Haino, haino, haino...\Ayumi-chan, how are things going over there?\I just reached the Hemingway. I'll get the rod.\Head over here as soon as you can. response:	Thank you. You really are dependable, Ayumi-chan.
context: Captain?\Haino, haino, haino.\Yoisho, yoishona.\Haino, haino, haino...\Ayumi-chan, how are things going over there?\I just reached the Hemingway. I'll get the rod.\Head over here as soon as you can.\Thank you. You really are dependable, Ayumi-chan. response:	Yes!
context: Haino, haino, haino.\Yoisho, yoishona.\Haino, haino, haino...\Ayumi-chan, how are things going over there?\I just reached the Hemingway. I'll get the rod.\Head over here as soon as you can.\Thank you. You really are dependable, Ayumi-chan.\Yes! response:	Hey, look...
context: Yoisho, yoishona.\Haino, haino, haino...\Ayumi-chan, how are things going over there?\I just reached the Hemingway. I'll get the rod.\Head over here as soon as you can.\Thank you. You really are dependable, Ayumi-chan.\Yes!\Hey, look... response:	You can't be serious.
context: Haino, haino, haino...\Ayumi-chan, how are things going over there?\I just reached the Hemingway. I'll get the rod.\Head over here as soon as you can.\Thank you. You really are dependable, Ayumi-chan.\Yes!\Hey, look...\You can't be serious. response:	We could only watch without saying a word...
context: Ayumi-chan, how are things going over there?\I just reached the Hemingway. I'll get the rod.\Head over here as soon as you can.\Thank you. You really are dependable, Ayumi-chan.\Yes!\Hey, look...\You can't be serious.\We could only watch without saying a word... response:	Duck fleet.
context: I just reached the Hemingway. I'll get the rod.\Head over here as soon as you can.\Thank you. You really are dependable, Ayumi-chan.\Yes!\Hey, look...\You can't be serious.\We could only watch without saying a word...\Duck fleet. response:	Respond, respond!
context: Head over here as soon as you can.\Thank you. You really are dependable, Ayumi-chan.\Yes!\Hey, look...\You can't be serious.\We could only watch without saying a word...\Duck fleet.\Respond, respond! response:	Kokoroiki, kokoroiki.
context: Thank you. You really are dependable, Ayumi-chan.\Yes!\Hey, look...\You can't be serious.\We could only watch without saying a word...\Duck fleet.\Respond, respond!\Kokoroiki, kokoroiki. response:	as our Hemingway burned.
context: Yes!\Hey, look...\You can't be serious.\We could only watch without saying a word...\Duck fleet.\Respond, respond!\Kokoroiki, kokoroiki.\as our Hemingway burned. response:	This is his fault.
context: Hey, look...\You can't be serious.\We could only watch without saying a word...\Duck fleet.\Respond, respond!\Kokoroiki, kokoroiki.\as our Hemingway burned.\This is his fault. response:	What should I do? What should I do?
context: You can't be serious.\We could only watch without saying a word...\Duck fleet.\Respond, respond!\Kokoroiki, kokoroiki.\as our Hemingway burned.\This is his fault.\What should I do? What should I do? response:	We were completely stunned.
context: We could only watch without saying a word...\Duck fleet.\Respond, respond!\Kokoroiki, kokoroiki.\as our Hemingway burned.\This is his fault.\What should I do? What should I do?\We were completely stunned. response:	Continued in 11
