context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: It doesn't matter when there's love.\S-Stop it, Miss -\My dear Jean...\S-S -\Oh.\S-Saito-kun!\No, you see! T-This is -\S-Sorry for the disturbance! response:	Saito!
context: S-Stop it, Miss -\My dear Jean...\S-S -\Oh.\S-Saito-kun!\No, you see! T-This is -\S-Sorry for the disturbance!\Saito! response:	Thank you for all the trouble, Dog.
context: My dear Jean...\S-S -\Oh.\S-Saito-kun!\No, you see! T-This is -\S-Sorry for the disturbance!\Saito!\Thank you for all the trouble, Dog. response:	Stop it.
context: S-S -\Oh.\S-Saito-kun!\No, you see! T-This is -\S-Sorry for the disturbance!\Saito!\Thank you for all the trouble, Dog.\Stop it. response:	You won't run away anymore.
context: Oh.\S-Saito-kun!\No, you see! T-This is -\S-Sorry for the disturbance!\Saito!\Thank you for all the trouble, Dog.\Stop it.\You won't run away anymore. response:	Last Night Orb.
context: S-Saito-kun!\No, you see! T-This is -\S-Sorry for the disturbance!\Saito!\Thank you for all the trouble, Dog.\Stop it.\You won't run away anymore.\Last Night Orb. response:	Show me what Saito did last night.
context: No, you see! T-This is -\S-Sorry for the disturbance!\Saito!\Thank you for all the trouble, Dog.\Stop it.\You won't run away anymore.\Last Night Orb.\Show me what Saito did last night. response:	What?
context: S-Sorry for the disturbance!\Saito!\Thank you for all the trouble, Dog.\Stop it.\You won't run away anymore.\Last Night Orb.\Show me what Saito did last night.\What? response:	What's this?
context: Saito!\Thank you for all the trouble, Dog.\Stop it.\You won't run away anymore.\Last Night Orb.\Show me what Saito did last night.\What?\What's this? response:	Why does it show Tabitha?
context: Thank you for all the trouble, Dog.\Stop it.\You won't run away anymore.\Last Night Orb.\Show me what Saito did last night.\What?\What's this?\Why does it show Tabitha? response:	Was Tabitha involved last night?
context: Stop it.\You won't run away anymore.\Last Night Orb.\Show me what Saito did last night.\What?\What's this?\Why does it show Tabitha?\Was Tabitha involved last night? response:	Saito! Tell me!
context: You won't run away anymore.\Last Night Orb.\Show me what Saito did last night.\What?\What's this?\Why does it show Tabitha?\Was Tabitha involved last night?\Saito! Tell me! response:	You're right. Tabitha got in my way when I tried to save you.
context: Last Night Orb.\Show me what Saito did last night.\What?\What's this?\Why does it show Tabitha?\Was Tabitha involved last night?\Saito! Tell me!\You're right. Tabitha got in my way when I tried to save you. response:	But it wasn't of her own will.
context: Show me what Saito did last night.\What?\What's this?\Why does it show Tabitha?\Was Tabitha involved last night?\Saito! Tell me!\You're right. Tabitha got in my way when I tried to save you.\But it wasn't of her own will. response:	Sheffield ordered her to.
context: What?\What's this?\Why does it show Tabitha?\Was Tabitha involved last night?\Saito! Tell me!\You're right. Tabitha got in my way when I tried to save you.\But it wasn't of her own will.\Sheffield ordered her to. response:	She called Tabitha a faithful watchdog or something like that.
context: What's this?\Why does it show Tabitha?\Was Tabitha involved last night?\Saito! Tell me!\You're right. Tabitha got in my way when I tried to save you.\But it wasn't of her own will.\Sheffield ordered her to.\She called Tabitha a faithful watchdog or something like that. response:	It's getting more confusing.
context: Why does it show Tabitha?\Was Tabitha involved last night?\Saito! Tell me!\You're right. Tabitha got in my way when I tried to save you.\But it wasn't of her own will.\Sheffield ordered her to.\She called Tabitha a faithful watchdog or something like that.\It's getting more confusing. response:	Why does Tabitha listen to that woman?
context: Was Tabitha involved last night?\Saito! Tell me!\You're right. Tabitha got in my way when I tried to save you.\But it wasn't of her own will.\Sheffield ordered her to.\She called Tabitha a faithful watchdog or something like that.\It's getting more confusing.\Why does Tabitha listen to that woman? response:	I think I know.
context: Saito! Tell me!\You're right. Tabitha got in my way when I tried to save you.\But it wasn't of her own will.\Sheffield ordered her to.\She called Tabitha a faithful watchdog or something like that.\It's getting more confusing.\Why does Tabitha listen to that woman?\I think I know. response:	It might be related to that.
context: You're right. Tabitha got in my way when I tried to save you.\But it wasn't of her own will.\Sheffield ordered her to.\She called Tabitha a faithful watchdog or something like that.\It's getting more confusing.\Why does Tabitha listen to that woman?\I think I know.\It might be related to that. response:	Wait there.
context: But it wasn't of her own will.\Sheffield ordered her to.\She called Tabitha a faithful watchdog or something like that.\It's getting more confusing.\Why does Tabitha listen to that woman?\I think I know.\It might be related to that.\Wait there. response:	I'll be back soon.
context: Sheffield ordered her to.\She called Tabitha a faithful watchdog or something like that.\It's getting more confusing.\Why does Tabitha listen to that woman?\I think I know.\It might be related to that.\Wait there.\I'll be back soon. response:	Tabitha isn't an ordinary aristocrat.
context: She called Tabitha a faithful watchdog or something like that.\It's getting more confusing.\Why does Tabitha listen to that woman?\I think I know.\It might be related to that.\Wait there.\I'll be back soon.\Tabitha isn't an ordinary aristocrat. response:	She's a member of Gallia's royal family.
context: It's getting more confusing.\Why does Tabitha listen to that woman?\I think I know.\It might be related to that.\Wait there.\I'll be back soon.\Tabitha isn't an ordinary aristocrat.\She's a member of Gallia's royal family. response:	Her father was the younger brother of the current King.
context: Why does Tabitha listen to that woman?\I think I know.\It might be related to that.\Wait there.\I'll be back soon.\Tabitha isn't an ordinary aristocrat.\She's a member of Gallia's royal family.\Her father was the younger brother of the current King. response:	Her father was killed during the fight over the throne.
context: I think I know.\It might be related to that.\Wait there.\I'll be back soon.\Tabitha isn't an ordinary aristocrat.\She's a member of Gallia's royal family.\Her father was the younger brother of the current King.\Her father was killed during the fight over the throne. response:	Tabitha was also targeted and had her food poisoned,
context: It might be related to that.\Wait there.\I'll be back soon.\Tabitha isn't an ordinary aristocrat.\She's a member of Gallia's royal family.\Her father was the younger brother of the current King.\Her father was killed during the fight over the throne.\Tabitha was also targeted and had her food poisoned, response:	but her mother took the poison meant for her.
context: Wait there.\I'll be back soon.\Tabitha isn't an ordinary aristocrat.\She's a member of Gallia's royal family.\Her father was the younger brother of the current King.\Her father was killed during the fight over the throne.\Tabitha was also targeted and had her food poisoned,\but her mother took the poison meant for her. response:	Ever since, her mother's been mentally ill,
context: I'll be back soon.\Tabitha isn't an ordinary aristocrat.\She's a member of Gallia's royal family.\Her father was the younger brother of the current King.\Her father was killed during the fight over the throne.\Tabitha was also targeted and had her food poisoned,\but her mother took the poison meant for her.\Ever since, her mother's been mentally ill, response:	hiding within one room.
context: Tabitha isn't an ordinary aristocrat.\She's a member of Gallia's royal family.\Her father was the younger brother of the current King.\Her father was killed during the fight over the throne.\Tabitha was also targeted and had her food poisoned,\but her mother took the poison meant for her.\Ever since, her mother's been mentally ill,\hiding within one room. response:	After that the Kingdom of Gallia named Tabitha a chevalier and gave her seemingly impossible missions.
context: She's a member of Gallia's royal family.\Her father was the younger brother of the current King.\Her father was killed during the fight over the throne.\Tabitha was also targeted and had her food poisoned,\but her mother took the poison meant for her.\Ever since, her mother's been mentally ill,\hiding within one room.\After that the Kingdom of Gallia named Tabitha a chevalier and gave her seemingly impossible missions. response:	Impossible missions?
context: Her father was the younger brother of the current King.\Her father was killed during the fight over the throne.\Tabitha was also targeted and had her food poisoned,\but her mother took the poison meant for her.\Ever since, her mother's been mentally ill,\hiding within one room.\After that the Kingdom of Gallia named Tabitha a chevalier and gave her seemingly impossible missions.\Impossible missions? response:	Monster slaying, dangerous scouting and the like.
context: Her father was killed during the fight over the throne.\Tabitha was also targeted and had her food poisoned,\but her mother took the poison meant for her.\Ever since, her mother's been mentally ill,\hiding within one room.\After that the Kingdom of Gallia named Tabitha a chevalier and gave her seemingly impossible missions.\Impossible missions?\Monster slaying, dangerous scouting and the like. response:	We fought you guys at the Lagdorian Lake, remember?
context: Tabitha was also targeted and had her food poisoned,\but her mother took the poison meant for her.\Ever since, her mother's been mentally ill,\hiding within one room.\After that the Kingdom of Gallia named Tabitha a chevalier and gave her seemingly impossible missions.\Impossible missions?\Monster slaying, dangerous scouting and the like.\We fought you guys at the Lagdorian Lake, remember? response:	That was one of those.
context: but her mother took the poison meant for her.\Ever since, her mother's been mentally ill,\hiding within one room.\After that the Kingdom of Gallia named Tabitha a chevalier and gave her seemingly impossible missions.\Impossible missions?\Monster slaying, dangerous scouting and the like.\We fought you guys at the Lagdorian Lake, remember?\That was one of those. response:	So yesterday was as well?
context: Ever since, her mother's been mentally ill,\hiding within one room.\After that the Kingdom of Gallia named Tabitha a chevalier and gave her seemingly impossible missions.\Impossible missions?\Monster slaying, dangerous scouting and the like.\We fought you guys at the Lagdorian Lake, remember?\That was one of those.\So yesterday was as well? response:	I bet it was an order from the Kingdom of Gallia.
context: hiding within one room.\After that the Kingdom of Gallia named Tabitha a chevalier and gave her seemingly impossible missions.\Impossible missions?\Monster slaying, dangerous scouting and the like.\We fought you guys at the Lagdorian Lake, remember?\That was one of those.\So yesterday was as well?\I bet it was an order from the Kingdom of Gallia. response:	I can't forgive them!
context: After that the Kingdom of Gallia named Tabitha a chevalier and gave her seemingly impossible missions.\Impossible missions?\Monster slaying, dangerous scouting and the like.\We fought you guys at the Lagdorian Lake, remember?\That was one of those.\So yesterday was as well?\I bet it was an order from the Kingdom of Gallia.\I can't forgive them! response:	Hey, Louise. Let's go to Gallia right now and -
context: Impossible missions?\Monster slaying, dangerous scouting and the like.\We fought you guys at the Lagdorian Lake, remember?\That was one of those.\So yesterday was as well?\I bet it was an order from the Kingdom of Gallia.\I can't forgive them!\Hey, Louise. Let's go to Gallia right now and - response:	Wait. I'm safe here, so Tabitha failed in her mission, right?
context: Monster slaying, dangerous scouting and the like.\We fought you guys at the Lagdorian Lake, remember?\That was one of those.\So yesterday was as well?\I bet it was an order from the Kingdom of Gallia.\I can't forgive them!\Hey, Louise. Let's go to Gallia right now and -\Wait. I'm safe here, so Tabitha failed in her mission, right? response:	What will happen to her?
context: We fought you guys at the Lagdorian Lake, remember?\That was one of those.\So yesterday was as well?\I bet it was an order from the Kingdom of Gallia.\I can't forgive them!\Hey, Louise. Let's go to Gallia right now and -\Wait. I'm safe here, so Tabitha failed in her mission, right?\What will happen to her? response:	Even I don't know that.
context: That was one of those.\So yesterday was as well?\I bet it was an order from the Kingdom of Gallia.\I can't forgive them!\Hey, Louise. Let's go to Gallia right now and -\Wait. I'm safe here, so Tabitha failed in her mission, right?\What will happen to her?\Even I don't know that. response:	But there's always the chance...
context: So yesterday was as well?\I bet it was an order from the Kingdom of Gallia.\I can't forgive them!\Hey, Louise. Let's go to Gallia right now and -\Wait. I'm safe here, so Tabitha failed in her mission, right?\What will happen to her?\Even I don't know that.\But there's always the chance... response:	Where did you take her?
context: I bet it was an order from the Kingdom of Gallia.\I can't forgive them!\Hey, Louise. Let's go to Gallia right now and -\Wait. I'm safe here, so Tabitha failed in her mission, right?\What will happen to her?\Even I don't know that.\But there's always the chance...\Where did you take her? response:	Where did you take Mother?
context: I can't forgive them!\Hey, Louise. Let's go to Gallia right now and -\Wait. I'm safe here, so Tabitha failed in her mission, right?\What will happen to her?\Even I don't know that.\But there's always the chance...\Where did you take her?\Where did you take Mother? response:	Oh, the woman the Gallian Military arrested this morning.
context: Hey, Louise. Let's go to Gallia right now and -\Wait. I'm safe here, so Tabitha failed in her mission, right?\What will happen to her?\Even I don't know that.\But there's always the chance...\Where did you take her?\Where did you take Mother?\Oh, the woman the Gallian Military arrested this morning. response:	I don't know where they took her.
context: Wait. I'm safe here, so Tabitha failed in her mission, right?\What will happen to her?\Even I don't know that.\But there's always the chance...\Where did you take her?\Where did you take Mother?\Oh, the woman the Gallian Military arrested this morning.\I don't know where they took her. response:	I'm Vitartial of Neftes.
context: What will happen to her?\Even I don't know that.\But there's always the chance...\Where did you take her?\Where did you take Mother?\Oh, the woman the Gallian Military arrested this morning.\I don't know where they took her.\I'm Vitartial of Neftes. response:	Nice to meet you.
context: Even I don't know that.\But there's always the chance...\Where did you take her?\Where did you take Mother?\Oh, the woman the Gallian Military arrested this morning.\I don't know where they took her.\I'm Vitartial of Neftes.\Nice to meet you. response:	An elf.
context: But there's always the chance...\Where did you take her?\Where did you take Mother?\Oh, the woman the Gallian Military arrested this morning.\I don't know where they took her.\I'm Vitartial of Neftes.\Nice to meet you.\An elf. response:	Yes.
context: Where did you take her?\Where did you take Mother?\Oh, the woman the Gallian Military arrested this morning.\I don't know where they took her.\I'm Vitartial of Neftes.\Nice to meet you.\An elf.\Yes. response:	We elves do not relish needless fights.
context: Where did you take Mother?\Oh, the woman the Gallian Military arrested this morning.\I don't know where they took her.\I'm Vitartial of Neftes.\Nice to meet you.\An elf.\Yes.\We elves do not relish needless fights. response:	So I ask you to comply and come with me.
context: Oh, the woman the Gallian Military arrested this morning.\I don't know where they took her.\I'm Vitartial of Neftes.\Nice to meet you.\An elf.\Yes.\We elves do not relish needless fights.\So I ask you to comply and come with me. response:	To the King of Gallia, Joseph.
context: I don't know where they took her.\I'm Vitartial of Neftes.\Nice to meet you.\An elf.\Yes.\We elves do not relish needless fights.\So I ask you to comply and come with me.\To the King of Gallia, Joseph. response:	I need to take you there.
context: I'm Vitartial of Neftes.\Nice to meet you.\An elf.\Yes.\We elves do not relish needless fights.\So I ask you to comply and come with me.\To the King of Gallia, Joseph.\I need to take you there. response:	Nature magic...
context: Nice to meet you.\An elf.\Yes.\We elves do not relish needless fights.\So I ask you to comply and come with me.\To the King of Gallia, Joseph.\I need to take you there.\Nature magic... response:	I do not like that name.
context: An elf.\Yes.\We elves do not relish needless fights.\So I ask you to comply and come with me.\To the King of Gallia, Joseph.\I need to take you there.\Nature magic...\I do not like that name. response:	Call it the power of spirits.
context: Yes.\We elves do not relish needless fights.\So I ask you to comply and come with me.\To the King of Gallia, Joseph.\I need to take you there.\Nature magic...\I do not like that name.\Call it the power of spirits. response:	The ones who tried to take Louise away were from Gallia?!
context: We elves do not relish needless fights.\So I ask you to comply and come with me.\To the King of Gallia, Joseph.\I need to take you there.\Nature magic...\I do not like that name.\Call it the power of spirits.\The ones who tried to take Louise away were from Gallia?! response:	There's no way Tabitha would attack me otherwise.
context: So I ask you to comply and come with me.\To the King of Gallia, Joseph.\I need to take you there.\Nature magic...\I do not like that name.\Call it the power of spirits.\The ones who tried to take Louise away were from Gallia?!\There's no way Tabitha would attack me otherwise. response:	But why?
context: To the King of Gallia, Joseph.\I need to take you there.\Nature magic...\I do not like that name.\Call it the power of spirits.\The ones who tried to take Louise away were from Gallia?!\There's no way Tabitha would attack me otherwise.\But why? response:	Sheffield said she wants my abilities as a void mage.
context: I need to take you there.\Nature magic...\I do not like that name.\Call it the power of spirits.\The ones who tried to take Louise away were from Gallia?!\There's no way Tabitha would attack me otherwise.\But why?\Sheffield said she wants my abilities as a void mage. response:	Your Highness, please let me go to Gallia!
context: Nature magic...\I do not like that name.\Call it the power of spirits.\The ones who tried to take Louise away were from Gallia?!\There's no way Tabitha would attack me otherwise.\But why?\Sheffield said she wants my abilities as a void mage.\Your Highness, please let me go to Gallia! response:	Saito.
context: I do not like that name.\Call it the power of spirits.\The ones who tried to take Louise away were from Gallia?!\There's no way Tabitha would attack me otherwise.\But why?\Sheffield said she wants my abilities as a void mage.\Your Highness, please let me go to Gallia!\Saito. response:	I can't forgive them for trying to kidnap Louise.
context: Call it the power of spirits.\The ones who tried to take Louise away were from Gallia?!\There's no way Tabitha would attack me otherwise.\But why?\Sheffield said she wants my abilities as a void mage.\Your Highness, please let me go to Gallia!\Saito.\I can't forgive them for trying to kidnap Louise. response:	And to use Tabitha for that... It's too much.
context: The ones who tried to take Louise away were from Gallia?!\There's no way Tabitha would attack me otherwise.\But why?\Sheffield said she wants my abilities as a void mage.\Your Highness, please let me go to Gallia!\Saito.\I can't forgive them for trying to kidnap Louise.\And to use Tabitha for that... It's too much. response:	I'll march in and make sure they can't do that again.
context: There's no way Tabitha would attack me otherwise.\But why?\Sheffield said she wants my abilities as a void mage.\Your Highness, please let me go to Gallia!\Saito.\I can't forgive them for trying to kidnap Louise.\And to use Tabitha for that... It's too much.\I'll march in and make sure they can't do that again. response:	You can't do that!
context: But why?\Sheffield said she wants my abilities as a void mage.\Your Highness, please let me go to Gallia!\Saito.\I can't forgive them for trying to kidnap Louise.\And to use Tabitha for that... It's too much.\I'll march in and make sure they can't do that again.\You can't do that! response:	Why not?!
context: Sheffield said she wants my abilities as a void mage.\Your Highness, please let me go to Gallia!\Saito.\I can't forgive them for trying to kidnap Louise.\And to use Tabitha for that... It's too much.\I'll march in and make sure they can't do that again.\You can't do that!\Why not?! response:	I'll knock them all out and -
context: Your Highness, please let me go to Gallia!\Saito.\I can't forgive them for trying to kidnap Louise.\And to use Tabitha for that... It's too much.\I'll march in and make sure they can't do that again.\You can't do that!\Why not?!\I'll knock them all out and - response:	You mustn't do such a dangerous thing.
context: Saito.\I can't forgive them for trying to kidnap Louise.\And to use Tabitha for that... It's too much.\I'll march in and make sure they can't do that again.\You can't do that!\Why not?!\I'll knock them all out and -\You mustn't do such a dangerous thing. response:	Please leave this to me.
context: I can't forgive them for trying to kidnap Louise.\And to use Tabitha for that... It's too much.\I'll march in and make sure they can't do that again.\You can't do that!\Why not?!\I'll knock them all out and -\You mustn't do such a dangerous thing.\Please leave this to me. response:	But...
context: And to use Tabitha for that... It's too much.\I'll march in and make sure they can't do that again.\You can't do that!\Why not?!\I'll knock them all out and -\You mustn't do such a dangerous thing.\Please leave this to me.\But... response:	We first need to gather evidence.
context: I'll march in and make sure they can't do that again.\You can't do that!\Why not?!\I'll knock them all out and -\You mustn't do such a dangerous thing.\Please leave this to me.\But...\We first need to gather evidence. response:	If it is Gallia's doing, then I will use this Kingdom's forces...
context: You can't do that!\Why not?!\I'll knock them all out and -\You mustn't do such a dangerous thing.\Please leave this to me.\But...\We first need to gather evidence.\If it is Gallia's doing, then I will use this Kingdom's forces... response:	Promise me you won't do anything rash.
context: Why not?!\I'll knock them all out and -\You mustn't do such a dangerous thing.\Please leave this to me.\But...\We first need to gather evidence.\If it is Gallia's doing, then I will use this Kingdom's forces...\Promise me you won't do anything rash. response:	Yes.
context: I'll knock them all out and -\You mustn't do such a dangerous thing.\Please leave this to me.\But...\We first need to gather evidence.\If it is Gallia's doing, then I will use this Kingdom's forces...\Promise me you won't do anything rash.\Yes. response:	Oh dang. We never figured out what happened last night, did we?
context: You mustn't do such a dangerous thing.\Please leave this to me.\But...\We first need to gather evidence.\If it is Gallia's doing, then I will use this Kingdom's forces...\Promise me you won't do anything rash.\Yes.\Oh dang. We never figured out what happened last night, did we? response:	I'm sorry I couldn't be of any help.
context: Please leave this to me.\But...\We first need to gather evidence.\If it is Gallia's doing, then I will use this Kingdom's forces...\Promise me you won't do anything rash.\Yes.\Oh dang. We never figured out what happened last night, did we?\I'm sorry I couldn't be of any help. response:	It's fine now.
context: But...\We first need to gather evidence.\If it is Gallia's doing, then I will use this Kingdom's forces...\Promise me you won't do anything rash.\Yes.\Oh dang. We never figured out what happened last night, did we?\I'm sorry I couldn't be of any help.\It's fine now. response:	I told Saito...
context: We first need to gather evidence.\If it is Gallia's doing, then I will use this Kingdom's forces...\Promise me you won't do anything rash.\Yes.\Oh dang. We never figured out what happened last night, did we?\I'm sorry I couldn't be of any help.\It's fine now.\I told Saito... response:	Sigh...
context: If it is Gallia's doing, then I will use this Kingdom's forces...\Promise me you won't do anything rash.\Yes.\Oh dang. We never figured out what happened last night, did we?\I'm sorry I couldn't be of any help.\It's fine now.\I told Saito...\Sigh... response:	It's impossible.
context: Promise me you won't do anything rash.\Yes.\Oh dang. We never figured out what happened last night, did we?\I'm sorry I couldn't be of any help.\It's fine now.\I told Saito...\Sigh...\It's impossible. response:	But...
context: Yes.\Oh dang. We never figured out what happened last night, did we?\I'm sorry I couldn't be of any help.\It's fine now.\I told Saito...\Sigh...\It's impossible.\But... response:	Yet another girl?!
context: Oh dang. We never figured out what happened last night, did we?\I'm sorry I couldn't be of any help.\It's fine now.\I told Saito...\Sigh...\It's impossible.\But...\Yet another girl?! response:	One after another! You pervert dog!
context: I'm sorry I couldn't be of any help.\It's fine now.\I told Saito...\Sigh...\It's impossible.\But...\Yet another girl?!\One after another! You pervert dog! response:	What? Searching for her sister?
context: It's fine now.\I told Saito...\Sigh...\It's impossible.\But...\Yet another girl?!\One after another! You pervert dog!\What? Searching for her sister? response:	Who are you?
context: I told Saito...\Sigh...\It's impossible.\But...\Yet another girl?!\One after another! You pervert dog!\What? Searching for her sister?\Who are you? response:	Zero no Tsukaima. Princess no Rondo.
context: Sigh...\It's impossible.\But...\Yet another girl?!\One after another! You pervert dog!\What? Searching for her sister?\Who are you?\Zero no Tsukaima. Princess no Rondo. response:	Tabitha's Younger Sister.
context: It's impossible.\But...\Yet another girl?!\One after another! You pervert dog!\What? Searching for her sister?\Who are you?\Zero no Tsukaima. Princess no Rondo.\Tabitha's Younger Sister. response:	It's pretty tough for me, too.
context: But...\Yet another girl?!\One after another! You pervert dog!\What? Searching for her sister?\Who are you?\Zero no Tsukaima. Princess no Rondo.\Tabitha's Younger Sister.\It's pretty tough for me, too. response:	I won't forgive you if you look away.
