context: It was raining... response:	It was raining...
context: so the division decided to have you monitor Mimic... as the Port Mafia's spy.\As a lowly salaried government worker,\it was a job entirely above my pay grade.\So, in other words,\Ango wasn't a double agent, but a triple agent.\Tell us about Mimic.\I heard Gide and Odasaku-san traded blows.\Did you see Gide's ability? response:	I did.
context: As a lowly salaried government worker,\it was a job entirely above my pay grade.\So, in other words,\Ango wasn't a double agent, but a triple agent.\Tell us about Mimic.\I heard Gide and Odasaku-san traded blows.\Did you see Gide's ability?\I did. response:	Gide is elusive, and his location is never made known to us.
context: it was a job entirely above my pay grade.\So, in other words,\Ango wasn't a double agent, but a triple agent.\Tell us about Mimic.\I heard Gide and Odasaku-san traded blows.\Did you see Gide's ability?\I did.\Gide is elusive, and his location is never made known to us. response:	The brass intends to let the Port Mafia handle this case.
context: So, in other words,\Ango wasn't a double agent, but a triple agent.\Tell us about Mimic.\I heard Gide and Odasaku-san traded blows.\Did you see Gide's ability?\I did.\Gide is elusive, and his location is never made known to us.\The brass intends to let the Port Mafia handle this case. response:	Well, that's very convenient for them.
context: Ango wasn't a double agent, but a triple agent.\Tell us about Mimic.\I heard Gide and Odasaku-san traded blows.\Did you see Gide's ability?\I did.\Gide is elusive, and his location is never made known to us.\The brass intends to let the Port Mafia handle this case.\Well, that's very convenient for them. response:	But even the Port Mafia would have a hard time dealing with his ability.
context: Tell us about Mimic.\I heard Gide and Odasaku-san traded blows.\Did you see Gide's ability?\I did.\Gide is elusive, and his location is never made known to us.\The brass intends to let the Port Mafia handle this case.\Well, that's very convenient for them.\But even the Port Mafia would have a hard time dealing with his ability. response:	Of course,
context: I heard Gide and Odasaku-san traded blows.\Did you see Gide's ability?\I did.\Gide is elusive, and his location is never made known to us.\The brass intends to let the Port Mafia handle this case.\Well, that's very convenient for them.\But even the Port Mafia would have a hard time dealing with his ability.\Of course, response:	that's if we don't consider a certain lowest-ranking member in the organization.
context: Did you see Gide's ability?\I did.\Gide is elusive, and his location is never made known to us.\The brass intends to let the Port Mafia handle this case.\Well, that's very convenient for them.\But even the Port Mafia would have a hard time dealing with his ability.\Of course,\that's if we don't consider a certain lowest-ranking member in the organization. response:	Both our abilities only entail looking a few seconds into the future.
context: I did.\Gide is elusive, and his location is never made known to us.\The brass intends to let the Port Mafia handle this case.\Well, that's very convenient for them.\But even the Port Mafia would have a hard time dealing with his ability.\Of course,\that's if we don't consider a certain lowest-ranking member in the organization.\Both our abilities only entail looking a few seconds into the future. response:	If push comes to shove,
context: Gide is elusive, and his location is never made known to us.\The brass intends to let the Port Mafia handle this case.\Well, that's very convenient for them.\But even the Port Mafia would have a hard time dealing with his ability.\Of course,\that's if we don't consider a certain lowest-ranking member in the organization.\Both our abilities only entail looking a few seconds into the future.\If push comes to shove, response:	the outcome will be dependent on our skills in combat and shooting.
context: The brass intends to let the Port Mafia handle this case.\Well, that's very convenient for them.\But even the Port Mafia would have a hard time dealing with his ability.\Of course,\that's if we don't consider a certain lowest-ranking member in the organization.\Both our abilities only entail looking a few seconds into the future.\If push comes to shove,\the outcome will be dependent on our skills in combat and shooting. response:	The unknown variables will matter a lot.
context: Well, that's very convenient for them.\But even the Port Mafia would have a hard time dealing with his ability.\Of course,\that's if we don't consider a certain lowest-ranking member in the organization.\Both our abilities only entail looking a few seconds into the future.\If push comes to shove,\the outcome will be dependent on our skills in combat and shooting.\The unknown variables will matter a lot. response:	There's also the singularity of the ability to consider.
context: But even the Port Mafia would have a hard time dealing with his ability.\Of course,\that's if we don't consider a certain lowest-ranking member in the organization.\Both our abilities only entail looking a few seconds into the future.\If push comes to shove,\the outcome will be dependent on our skills in combat and shooting.\The unknown variables will matter a lot.\There's also the singularity of the ability to consider. response:	The singularity of the ability?
context: Of course,\that's if we don't consider a certain lowest-ranking member in the organization.\Both our abilities only entail looking a few seconds into the future.\If push comes to shove,\the outcome will be dependent on our skills in combat and shooting.\The unknown variables will matter a lot.\There's also the singularity of the ability to consider.\The singularity of the ability? response:	Didn't something unusual happen when you used your ability against Gide?
context: that's if we don't consider a certain lowest-ranking member in the organization.\Both our abilities only entail looking a few seconds into the future.\If push comes to shove,\the outcome will be dependent on our skills in combat and shooting.\The unknown variables will matter a lot.\There's also the singularity of the ability to consider.\The singularity of the ability?\Didn't something unusual happen when you used your ability against Gide? response:	Yeah, it did.
context: Both our abilities only entail looking a few seconds into the future.\If push comes to shove,\the outcome will be dependent on our skills in combat and shooting.\The unknown variables will matter a lot.\There's also the singularity of the ability to consider.\The singularity of the ability?\Didn't something unusual happen when you used your ability against Gide?\Yeah, it did. response:	The government has observed that when some abilities interact,
context: If push comes to shove,\the outcome will be dependent on our skills in combat and shooting.\The unknown variables will matter a lot.\There's also the singularity of the ability to consider.\The singularity of the ability?\Didn't something unusual happen when you used your ability against Gide?\Yeah, it did.\The government has observed that when some abilities interact, response:	they may careen off into an entirely unexpected direction in rare cases.
context: the outcome will be dependent on our skills in combat and shooting.\The unknown variables will matter a lot.\There's also the singularity of the ability to consider.\The singularity of the ability?\Didn't something unusual happen when you used your ability against Gide?\Yeah, it did.\The government has observed that when some abilities interact,\they may careen off into an entirely unexpected direction in rare cases. response:	I wasn't really supposed to tell you that.
context: The unknown variables will matter a lot.\There's also the singularity of the ability to consider.\The singularity of the ability?\Didn't something unusual happen when you used your ability against Gide?\Yeah, it did.\The government has observed that when some abilities interact,\they may careen off into an entirely unexpected direction in rare cases.\I wasn't really supposed to tell you that. response:	It'd become a major issue if the brass were to know that I am meeting you like this.
context: There's also the singularity of the ability to consider.\The singularity of the ability?\Didn't something unusual happen when you used your ability against Gide?\Yeah, it did.\The government has observed that when some abilities interact,\they may careen off into an entirely unexpected direction in rare cases.\I wasn't really supposed to tell you that.\It'd become a major issue if the brass were to know that I am meeting you like this. response:	I'll have to go underground for the time being.
context: The singularity of the ability?\Didn't something unusual happen when you used your ability against Gide?\Yeah, it did.\The government has observed that when some abilities interact,\they may careen off into an entirely unexpected direction in rare cases.\I wasn't really supposed to tell you that.\It'd become a major issue if the brass were to know that I am meeting you like this.\I'll have to go underground for the time being. response:	Well, well...
context: Didn't something unusual happen when you used your ability against Gide?\Yeah, it did.\The government has observed that when some abilities interact,\they may careen off into an entirely unexpected direction in rare cases.\I wasn't really supposed to tell you that.\It'd become a major issue if the brass were to know that I am meeting you like this.\I'll have to go underground for the time being.\Well, well... response:	You're talking as though you will leave this place alive.
context: Yeah, it did.\The government has observed that when some abilities interact,\they may careen off into an entirely unexpected direction in rare cases.\I wasn't really supposed to tell you that.\It'd become a major issue if the brass were to know that I am meeting you like this.\I'll have to go underground for the time being.\Well, well...\You're talking as though you will leave this place alive. response:	Are you planning to make this a war zone?
context: The government has observed that when some abilities interact,\they may careen off into an entirely unexpected direction in rare cases.\I wasn't really supposed to tell you that.\It'd become a major issue if the brass were to know that I am meeting you like this.\I'll have to go underground for the time being.\Well, well...\You're talking as though you will leave this place alive.\Are you planning to make this a war zone? response:	It's my fault.
context: they may careen off into an entirely unexpected direction in rare cases.\I wasn't really supposed to tell you that.\It'd become a major issue if the brass were to know that I am meeting you like this.\I'll have to go underground for the time being.\Well, well...\You're talking as though you will leave this place alive.\Are you planning to make this a war zone?\It's my fault. response:	I was wrong.
context: I wasn't really supposed to tell you that.\It'd become a major issue if the brass were to know that I am meeting you like this.\I'll have to go underground for the time being.\Well, well...\You're talking as though you will leave this place alive.\Are you planning to make this a war zone?\It's my fault.\I was wrong. response:	I selfishly thought that here,
context: It'd become a major issue if the brass were to know that I am meeting you like this.\I'll have to go underground for the time being.\Well, well...\You're talking as though you will leave this place alive.\Are you planning to make this a war zone?\It's my fault.\I was wrong.\I selfishly thought that here, response:	I could actually meet with you two without having to consider my position.
context: I'll have to go underground for the time being.\Well, well...\You're talking as though you will leave this place alive.\Are you planning to make this a war zone?\It's my fault.\I was wrong.\I selfishly thought that here,\I could actually meet with you two without having to consider my position. response:	Ango.
context: Well, well...\You're talking as though you will leave this place alive.\Are you planning to make this a war zone?\It's my fault.\I was wrong.\I selfishly thought that here,\I could actually meet with you two without having to consider my position.\Ango. response:	Go before I change my mind.
context: You're talking as though you will leave this place alive.\Are you planning to make this a war zone?\It's my fault.\I was wrong.\I selfishly thought that here,\I could actually meet with you two without having to consider my position.\Ango.\Go before I change my mind. response:	I'm not sad.
context: Are you planning to make this a war zone?\It's my fault.\I was wrong.\I selfishly thought that here,\I could actually meet with you two without having to consider my position.\Ango.\Go before I change my mind.\I'm not sad. response:	I knew this from the beginning.
context: It's my fault.\I was wrong.\I selfishly thought that here,\I could actually meet with you two without having to consider my position.\Ango.\Go before I change my mind.\I'm not sad.\I knew this from the beginning. response:	Whether you were with the gifted special operations division or not,
context: I was wrong.\I selfishly thought that here,\I could actually meet with you two without having to consider my position.\Ango.\Go before I change my mind.\I'm not sad.\I knew this from the beginning.\Whether you were with the gifted special operations division or not, response:	anything I would never want to lose is always lost.
context: I selfishly thought that here,\I could actually meet with you two without having to consider my position.\Ango.\Go before I change my mind.\I'm not sad.\I knew this from the beginning.\Whether you were with the gifted special operations division or not,\anything I would never want to lose is always lost. response:	It is a given that everything that is worth wanting
context: I could actually meet with you two without having to consider my position.\Ango.\Go before I change my mind.\I'm not sad.\I knew this from the beginning.\Whether you were with the gifted special operations division or not,\anything I would never want to lose is always lost.\It is a given that everything that is worth wanting response:	will be lost the moment I obtain it.
context: Ango.\Go before I change my mind.\I'm not sad.\I knew this from the beginning.\Whether you were with the gifted special operations division or not,\anything I would never want to lose is always lost.\It is a given that everything that is worth wanting\will be lost the moment I obtain it. response:	There's nothing worth pursuing at the cost of prolonging a life of suffering.
context: Go before I change my mind.\I'm not sad.\I knew this from the beginning.\Whether you were with the gifted special operations division or not,\anything I would never want to lose is always lost.\It is a given that everything that is worth wanting\will be lost the moment I obtain it.\There's nothing worth pursuing at the cost of prolonging a life of suffering. response:	Dazai-kun, Odasaku-san...
context: I'm not sad.\I knew this from the beginning.\Whether you were with the gifted special operations division or not,\anything I would never want to lose is always lost.\It is a given that everything that is worth wanting\will be lost the moment I obtain it.\There's nothing worth pursuing at the cost of prolonging a life of suffering.\Dazai-kun, Odasaku-san... response:	If there ever comes a time when the division and the Port Mafia don't exist
context: I knew this from the beginning.\Whether you were with the gifted special operations division or not,\anything I would never want to lose is always lost.\It is a given that everything that is worth wanting\will be lost the moment I obtain it.\There's nothing worth pursuing at the cost of prolonging a life of suffering.\Dazai-kun, Odasaku-san...\If there ever comes a time when the division and the Port Mafia don't exist response:	and we all become freer men,
context: Whether you were with the gifted special operations division or not,\anything I would never want to lose is always lost.\It is a given that everything that is worth wanting\will be lost the moment I obtain it.\There's nothing worth pursuing at the cost of prolonging a life of suffering.\Dazai-kun, Odasaku-san...\If there ever comes a time when the division and the Port Mafia don't exist\and we all become freer men, response:	let's come back here and
context: anything I would never want to lose is always lost.\It is a given that everything that is worth wanting\will be lost the moment I obtain it.\There's nothing worth pursuing at the cost of prolonging a life of suffering.\Dazai-kun, Odasaku-san...\If there ever comes a time when the division and the Port Mafia don't exist\and we all become freer men,\let's come back here and response:	Don't say it, Ango.
context: It is a given that everything that is worth wanting\will be lost the moment I obtain it.\There's nothing worth pursuing at the cost of prolonging a life of suffering.\Dazai-kun, Odasaku-san...\If there ever comes a time when the division and the Port Mafia don't exist\and we all become freer men,\let's come back here and\Don't say it, Ango. response:	Don't say anything more.
context: will be lost the moment I obtain it.\There's nothing worth pursuing at the cost of prolonging a life of suffering.\Dazai-kun, Odasaku-san...\If there ever comes a time when the division and the Port Mafia don't exist\and we all become freer men,\let's come back here and\Don't say it, Ango.\Don't say anything more. response:	What?
context: There's nothing worth pursuing at the cost of prolonging a life of suffering.\Dazai-kun, Odasaku-san...\If there ever comes a time when the division and the Port Mafia don't exist\and we all become freer men,\let's come back here and\Don't say it, Ango.\Don't say anything more.\What? response:	Mister!
context: Dazai-kun, Odasaku-san...\If there ever comes a time when the division and the Port Mafia don't exist\and we all become freer men,\let's come back here and\Don't say it, Ango.\Don't say anything more.\What?\Mister! response:	Kosuke!
context: If there ever comes a time when the division and the Port Mafia don't exist\and we all become freer men,\let's come back here and\Don't say it, Ango.\Don't say anything more.\What?\Mister!\Kosuke! response:	Katsumi!
context: and we all become freer men,\let's come back here and\Don't say it, Ango.\Don't say anything more.\What?\Mister!\Kosuke!\Katsumi! response:	Yu!
context: let's come back here and\Don't say it, Ango.\Don't say anything more.\What?\Mister!\Kosuke!\Katsumi!\Yu! response:	Shinju!
context: Don't say it, Ango.\Don't say anything more.\What?\Mister!\Kosuke!\Katsumi!\Yu!\Shinju! response:	Sakura!
context: Don't say anything more.\What?\Mister!\Kosuke!\Katsumi!\Yu!\Shinju!\Sakura! response:	A map?
context: What?\Mister!\Kosuke!\Katsumi!\Yu!\Shinju!\Sakura!\A map? response:	My throat hurt.
context: Mister!\Kosuke!\Katsumi!\Yu!\Shinju!\Sakura!\A map?\My throat hurt. response:	I couldn't breathe.
context: Kosuke!\Katsumi!\Yu!\Shinju!\Sakura!\A map?\My throat hurt.\I couldn't breathe. response:	I heard someone screaming.
context: Katsumi!\Yu!\Shinju!\Sakura!\A map?\My throat hurt.\I couldn't breathe.\I heard someone screaming. response:	I realized, because my throat hurt so much, that I was the one who was screaming.
context: Yu!\Shinju!\Sakura!\A map?\My throat hurt.\I couldn't breathe.\I heard someone screaming.\I realized, because my throat hurt so much, that I was the one who was screaming. response:	Then you write it.
context: Shinju!\Sakura!\A map?\My throat hurt.\I couldn't breathe.\I heard someone screaming.\I realized, because my throat hurt so much, that I was the one who was screaming.\Then you write it. response:	That's the only way you can keep that story perfect.
context: Sakura!\A map?\My throat hurt.\I couldn't breathe.\I heard someone screaming.\I realized, because my throat hurt so much, that I was the one who was screaming.\Then you write it.\That's the only way you can keep that story perfect. response:	I can't write it anymore.
context: A map?\My throat hurt.\I couldn't breathe.\I heard someone screaming.\I realized, because my throat hurt so much, that I was the one who was screaming.\Then you write it.\That's the only way you can keep that story perfect.\I can't write it anymore. response:	I can no longer write a story.
context: My throat hurt.\I couldn't breathe.\I heard someone screaming.\I realized, because my throat hurt so much, that I was the one who was screaming.\Then you write it.\That's the only way you can keep that story perfect.\I can't write it anymore.\I can no longer write a story. response:	Next Time: Episode 16 Bun go Stray Dogs
