context: Sympathetic Vibration response:	The shelter is this way.
context: Yes, hold me tight as you can and don't let go\I want to be in your arms\We'll sleep with our foreheads pressed together\Yahiro?\This is what you can do, right?\Come on out, you little rats.\So it was you, faceless bastard?!\Moron. Just wasting my effort... response:	Inori!
context: I want to be in your arms\We'll sleep with our foreheads pressed together\Yahiro?\This is what you can do, right?\Come on out, you little rats.\So it was you, faceless bastard?!\Moron. Just wasting my effort...\Inori! response:	Inori.
context: We'll sleep with our foreheads pressed together\Yahiro?\This is what you can do, right?\Come on out, you little rats.\So it was you, faceless bastard?!\Moron. Just wasting my effort...\Inori!\Inori. response:	Shu!
context: Yahiro?\This is what you can do, right?\Come on out, you little rats.\So it was you, faceless bastard?!\Moron. Just wasting my effort...\Inori!\Inori.\Shu! response:	Inori!
context: This is what you can do, right?\Come on out, you little rats.\So it was you, faceless bastard?!\Moron. Just wasting my effort...\Inori!\Inori.\Shu!\Inori! response:	I'm very disappointed in you.
context: Come on out, you little rats.\So it was you, faceless bastard?!\Moron. Just wasting my effort...\Inori!\Inori.\Shu!\Inori!\I'm very disappointed in you. response:	You gain what could be your throne, and then you just leave it empty forever.
context: So it was you, faceless bastard?!\Moron. Just wasting my effort...\Inori!\Inori.\Shu!\Inori!\I'm very disappointed in you.\You gain what could be your throne, and then you just leave it empty forever. response:	This is where we part.
context: Moron. Just wasting my effort...\Inori!\Inori.\Shu!\Inori!\I'm very disappointed in you.\You gain what could be your throne, and then you just leave it empty forever.\This is where we part. response:	Goodbye, Ouma Shu.
context: Inori!\Inori.\Shu!\Inori!\I'm very disappointed in you.\You gain what could be your throne, and then you just leave it empty forever.\This is where we part.\Goodbye, Ouma Shu. response:	The song...
context: Inori.\Shu!\Inori!\I'm very disappointed in you.\You gain what could be your throne, and then you just leave it empty forever.\This is where we part.\Goodbye, Ouma Shu.\The song... response:	It stopped.
context: Shu!\Inori!\I'm very disappointed in you.\You gain what could be your throne, and then you just leave it empty forever.\This is where we part.\Goodbye, Ouma Shu.\The song...\It stopped. response:	This is why I can't leave you... to your own devices...
context: Inori!\I'm very disappointed in you.\You gain what could be your throne, and then you just leave it empty forever.\This is where we part.\Goodbye, Ouma Shu.\The song...\It stopped.\This is why I can't leave you... to your own devices... response:	Gai! Hang on!
context: I'm very disappointed in you.\You gain what could be your throne, and then you just leave it empty forever.\This is where we part.\Goodbye, Ouma Shu.\The song...\It stopped.\This is why I can't leave you... to your own devices...\Gai! Hang on! response:	Gai...
context: You gain what could be your throne, and then you just leave it empty forever.\This is where we part.\Goodbye, Ouma Shu.\The song...\It stopped.\This is why I can't leave you... to your own devices...\Gai! Hang on!\Gai... response:	Gai!
context: This is where we part.\Goodbye, Ouma Shu.\The song...\It stopped.\This is why I can't leave you... to your own devices...\Gai! Hang on!\Gai...\Gai! response:	I'm yours
context: Goodbye, Ouma Shu.\The song...\It stopped.\This is why I can't leave you... to your own devices...\Gai! Hang on!\Gai...\Gai!\I'm yours response:	I'm yours
context: The song...\It stopped.\This is why I can't leave you... to your own devices...\Gai! Hang on!\Gai...\Gai!\I'm yours\I'm yours response:	I'm yours
context: It stopped.\This is why I can't leave you... to your own devices...\Gai! Hang on!\Gai...\Gai!\I'm yours\I'm yours\I'm yours response:	and tries to hurt you with cruel words,
context: This is why I can't leave you... to your own devices...\Gai! Hang on!\Gai...\Gai!\I'm yours\I'm yours\I'm yours\and tries to hurt you with cruel words, response:	even if the world does not try to believe you
context: Gai! Hang on!\Gai...\Gai!\I'm yours\I'm yours\I'm yours\and tries to hurt you with cruel words,\even if the world does not try to believe you response:	and places a crown of thorns upon your head,
context: Gai...\Gai!\I'm yours\I'm yours\I'm yours\and tries to hurt you with cruel words,\even if the world does not try to believe you\and places a crown of thorns upon your head, response:	I can take your side, and yours alone
context: Gai!\I'm yours\I'm yours\I'm yours\and tries to hurt you with cruel words,\even if the world does not try to believe you\and places a crown of thorns upon your head,\I can take your side, and yours alone response:	I know your pain and loneliness
context: I'm yours\I'm yours\I'm yours\and tries to hurt you with cruel words,\even if the world does not try to believe you\and places a crown of thorns upon your head,\I can take your side, and yours alone\I know your pain and loneliness response:	So everything that makes me whole
context: I'm yours\I'm yours\and tries to hurt you with cruel words,\even if the world does not try to believe you\and places a crown of thorns upon your head,\I can take your side, and yours alone\I know your pain and loneliness\So everything that makes me whole response:	I'll give that to you now
context: I'm yours\and tries to hurt you with cruel words,\even if the world does not try to believe you\and places a crown of thorns upon your head,\I can take your side, and yours alone\I know your pain and loneliness\So everything that makes me whole\I'll give that to you now response:	These days you love me no more
context: and tries to hurt you with cruel words,\even if the world does not try to believe you\and places a crown of thorns upon your head,\I can take your side, and yours alone\I know your pain and loneliness\So everything that makes me whole\I'll give that to you now\These days you love me no more response:	nor am I still treasured by you
context: even if the world does not try to believe you\and places a crown of thorns upon your head,\I can take your side, and yours alone\I know your pain and loneliness\So everything that makes me whole\I'll give that to you now\These days you love me no more\nor am I still treasured by you response:	Now I am all alone
context: and places a crown of thorns upon your head,\I can take your side, and yours alone\I know your pain and loneliness\So everything that makes me whole\I'll give that to you now\These days you love me no more\nor am I still treasured by you\Now I am all alone response:	What did you tell me when we parted?
context: I can take your side, and yours alone\I know your pain and loneliness\So everything that makes me whole\I'll give that to you now\These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted? response:	The words hung in midair and never reached me
context: I know your pain and loneliness\So everything that makes me whole\I'll give that to you now\These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me response:	I know my dreams and wishes are illusory
context: So everything that makes me whole\I'll give that to you now\These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory response:	and yet I cannot give up on them
context: I'll give that to you now\These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them response:	You said, Don't let go, hold onto my hand
context: These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand response:	and, We will always be together
context: nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together response:	Your hands as I held them were warm
context: Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm response:	and tender
context: What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender response:	These days you love me no more
context: The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender\These days you love me no more response:	nor am I still treasured by you
context: I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender\These days you love me no more\nor am I still treasured by you response:	Now I am all alone
context: and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender\These days you love me no more\nor am I still treasured by you\Now I am all alone response:	What did you tell me when we parted?
context: You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender\These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted? response:	The words hung in midair and never reached me
context: and, We will always be together\Your hands as I held them were warm\and tender\These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me response:	I know my dreams and wishes are illusory
context: Your hands as I held them were warm\and tender\These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory response:	and yet I cannot give up on them
context: and tender\These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them response:	You said, Don't let go, hold onto my hand
context: These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand response:	and, We will always be together
context: nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together response:	Your hands as I held them were warm
context: Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm response:	and tender
