context: Moonlight response:	Don't touch me.
context: both of them are entering their kings into the fray!\Please stop! That's immature!\Who thinks, Since it's come to this, I'll win if I play the king?\That was thunder!\It's no time to be laughing at glowing pieces!\And three more hours later...\Stagger Stagger\I won, kiddo. response:	Yes! Brother, that was awesome.
context: Please stop! That's immature!\Who thinks, Since it's come to this, I'll win if I play the king?\That was thunder!\It's no time to be laughing at glowing pieces!\And three more hours later...\Stagger Stagger\I won, kiddo.\Yes! Brother, that was awesome. response:	W-With just one game?
context: Who thinks, Since it's come to this, I'll win if I play the king?\That was thunder!\It's no time to be laughing at glowing pieces!\And three more hours later...\Stagger Stagger\I won, kiddo.\Yes! Brother, that was awesome.\W-With just one game? response:	Youngsters afraid of the magnitude of what's been lost
context: That was thunder!\It's no time to be laughing at glowing pieces!\And three more hours later...\Stagger Stagger\I won, kiddo.\Yes! Brother, that was awesome.\W-With just one game?\Youngsters afraid of the magnitude of what's been lost response:	What's wrong, kiddo?
context: It's no time to be laughing at glowing pieces!\And three more hours later...\Stagger Stagger\I won, kiddo.\Yes! Brother, that was awesome.\W-With just one game?\Youngsters afraid of the magnitude of what's been lost\What's wrong, kiddo? response:	Oh, nothing. Just that Kiriyama hasn't replied to my text.
context: And three more hours later...\Stagger Stagger\I won, kiddo.\Yes! Brother, that was awesome.\W-With just one game?\Youngsters afraid of the magnitude of what's been lost\What's wrong, kiddo?\Oh, nothing. Just that Kiriyama hasn't replied to my text. response:	I see. Maybe I went a little too far knocking his lights out that time.
context: Stagger Stagger\I won, kiddo.\Yes! Brother, that was awesome.\W-With just one game?\Youngsters afraid of the magnitude of what's been lost\What's wrong, kiddo?\Oh, nothing. Just that Kiriyama hasn't replied to my text.\I see. Maybe I went a little too far knocking his lights out that time. response:	Shogi Hall
context: I won, kiddo.\Yes! Brother, that was awesome.\W-With just one game?\Youngsters afraid of the magnitude of what's been lost\What's wrong, kiddo?\Oh, nothing. Just that Kiriyama hasn't replied to my text.\I see. Maybe I went a little too far knocking his lights out that time.\Shogi Hall response:	Tell me, kiddo. Why are you so interested in having Kiriyama get better?
context: Yes! Brother, that was awesome.\W-With just one game?\Youngsters afraid of the magnitude of what's been lost\What's wrong, kiddo?\Oh, nothing. Just that Kiriyama hasn't replied to my text.\I see. Maybe I went a little too far knocking his lights out that time.\Shogi Hall\Tell me, kiddo. Why are you so interested in having Kiriyama get better? response:	Kiriyama...
context: W-With just one game?\Youngsters afraid of the magnitude of what's been lost\What's wrong, kiddo?\Oh, nothing. Just that Kiriyama hasn't replied to my text.\I see. Maybe I went a little too far knocking his lights out that time.\Shogi Hall\Tell me, kiddo. Why are you so interested in having Kiriyama get better?\Kiriyama... response:	Kiriyama is the one...
context: Youngsters afraid of the magnitude of what's been lost\What's wrong, kiddo?\Oh, nothing. Just that Kiriyama hasn't replied to my text.\I see. Maybe I went a little too far knocking his lights out that time.\Shogi Hall\Tell me, kiddo. Why are you so interested in having Kiriyama get better?\Kiriyama...\Kiriyama is the one... response:	who broke my head in half, then pulled me from the mud.
context: What's wrong, kiddo?\Oh, nothing. Just that Kiriyama hasn't replied to my text.\I see. Maybe I went a little too far knocking his lights out that time.\Shogi Hall\Tell me, kiddo. Why are you so interested in having Kiriyama get better?\Kiriyama...\Kiriyama is the one...\who broke my head in half, then pulled me from the mud. response:	I spent a lot of time in the hospital ever since I was little.
context: Oh, nothing. Just that Kiriyama hasn't replied to my text.\I see. Maybe I went a little too far knocking his lights out that time.\Shogi Hall\Tell me, kiddo. Why are you so interested in having Kiriyama get better?\Kiriyama...\Kiriyama is the one...\who broke my head in half, then pulled me from the mud.\I spent a lot of time in the hospital ever since I was little. response:	Getting better at the board was my sole emotional support.
context: I see. Maybe I went a little too far knocking his lights out that time.\Shogi Hall\Tell me, kiddo. Why are you so interested in having Kiriyama get better?\Kiriyama...\Kiriyama is the one...\who broke my head in half, then pulled me from the mud.\I spent a lot of time in the hospital ever since I was little.\Getting better at the board was my sole emotional support. response:	While watching my peers having fun and playing outside
context: Shogi Hall\Tell me, kiddo. Why are you so interested in having Kiriyama get better?\Kiriyama...\Kiriyama is the one...\who broke my head in half, then pulled me from the mud.\I spent a lot of time in the hospital ever since I was little.\Getting better at the board was my sole emotional support.\While watching my peers having fun and playing outside response:	from the corner of my eye,
context: Tell me, kiddo. Why are you so interested in having Kiriyama get better?\Kiriyama...\Kiriyama is the one...\who broke my head in half, then pulled me from the mud.\I spent a lot of time in the hospital ever since I was little.\Getting better at the board was my sole emotional support.\While watching my peers having fun and playing outside\from the corner of my eye, response:	I would keep myself immersed in shogi.
context: Kiriyama...\Kiriyama is the one...\who broke my head in half, then pulled me from the mud.\I spent a lot of time in the hospital ever since I was little.\Getting better at the board was my sole emotional support.\While watching my peers having fun and playing outside\from the corner of my eye,\I would keep myself immersed in shogi. response:	46th Children's Shogi Tournament
context: Kiriyama is the one...\who broke my head in half, then pulled me from the mud.\I spent a lot of time in the hospital ever since I was little.\Getting better at the board was my sole emotional support.\While watching my peers having fun and playing outside\from the corner of my eye,\I would keep myself immersed in shogi.\46th Children's Shogi Tournament response:	And yet, the stronger I got, the more I wrote off my weaker opponents
context: who broke my head in half, then pulled me from the mud.\I spent a lot of time in the hospital ever since I was little.\Getting better at the board was my sole emotional support.\While watching my peers having fun and playing outside\from the corner of my eye,\I would keep myself immersed in shogi.\46th Children's Shogi Tournament\And yet, the stronger I got, the more I wrote off my weaker opponents response:	as cowards who didn't even bother making an effort.
context: I spent a lot of time in the hospital ever since I was little.\Getting better at the board was my sole emotional support.\While watching my peers having fun and playing outside\from the corner of my eye,\I would keep myself immersed in shogi.\46th Children's Shogi Tournament\And yet, the stronger I got, the more I wrote off my weaker opponents\as cowards who didn't even bother making an effort. response:	It was so frustrating and annoying and irritating.
context: Getting better at the board was my sole emotional support.\While watching my peers having fun and playing outside\from the corner of my eye,\I would keep myself immersed in shogi.\46th Children's Shogi Tournament\And yet, the stronger I got, the more I wrote off my weaker opponents\as cowards who didn't even bother making an effort.\It was so frustrating and annoying and irritating. response:	Then, after being reduced to a lump of ego...
context: While watching my peers having fun and playing outside\from the corner of my eye,\I would keep myself immersed in shogi.\46th Children's Shogi Tournament\And yet, the stronger I got, the more I wrote off my weaker opponents\as cowards who didn't even bother making an effort.\It was so frustrating and annoying and irritating.\Then, after being reduced to a lump of ego... response:	Um... Here.
context: from the corner of my eye,\I would keep myself immersed in shogi.\46th Children's Shogi Tournament\And yet, the stronger I got, the more I wrote off my weaker opponents\as cowards who didn't even bother making an effort.\It was so frustrating and annoying and irritating.\Then, after being reduced to a lump of ego...\Um... Here. response:	Water.
context: I would keep myself immersed in shogi.\46th Children's Shogi Tournament\And yet, the stronger I got, the more I wrote off my weaker opponents\as cowards who didn't even bother making an effort.\It was so frustrating and annoying and irritating.\Then, after being reduced to a lump of ego...\Um... Here.\Water. response:	I met Kiriyama...
context: 46th Children's Shogi Tournament\And yet, the stronger I got, the more I wrote off my weaker opponents\as cowards who didn't even bother making an effort.\It was so frustrating and annoying and irritating.\Then, after being reduced to a lump of ego...\Um... Here.\Water.\I met Kiriyama... response:	he split my head in half...
context: And yet, the stronger I got, the more I wrote off my weaker opponents\as cowards who didn't even bother making an effort.\It was so frustrating and annoying and irritating.\Then, after being reduced to a lump of ego...\Um... Here.\Water.\I met Kiriyama...\he split my head in half... response:	and saved me.
context: as cowards who didn't even bother making an effort.\It was so frustrating and annoying and irritating.\Then, after being reduced to a lump of ego...\Um... Here.\Water.\I met Kiriyama...\he split my head in half...\and saved me. response:	There is someone stronger than me.
context: It was so frustrating and annoying and irritating.\Then, after being reduced to a lump of ego...\Um... Here.\Water.\I met Kiriyama...\he split my head in half...\and saved me.\There is someone stronger than me. response:	There is someone who worked harder than me.
context: Then, after being reduced to a lump of ego...\Um... Here.\Water.\I met Kiriyama...\he split my head in half...\and saved me.\There is someone stronger than me.\There is someone who worked harder than me. response:	I'm not alone... is what I realized.
context: Um... Here.\Water.\I met Kiriyama...\he split my head in half...\and saved me.\There is someone stronger than me.\There is someone who worked harder than me.\I'm not alone... is what I realized. response:	I see. Yeah.
context: Water.\I met Kiriyama...\he split my head in half...\and saved me.\There is someone stronger than me.\There is someone who worked harder than me.\I'm not alone... is what I realized.\I see. Yeah. response:	I understand that. Kind of.
context: I met Kiriyama...\he split my head in half...\and saved me.\There is someone stronger than me.\There is someone who worked harder than me.\I'm not alone... is what I realized.\I see. Yeah.\I understand that. Kind of. response:	Yeah.
context: he split my head in half...\and saved me.\There is someone stronger than me.\There is someone who worked harder than me.\I'm not alone... is what I realized.\I see. Yeah.\I understand that. Kind of.\Yeah. response:	Wait a second! Hey!
context: and saved me.\There is someone stronger than me.\There is someone who worked harder than me.\I'm not alone... is what I realized.\I see. Yeah.\I understand that. Kind of.\Yeah.\Wait a second! Hey! response:	Hey! I said, hey!
context: There is someone stronger than me.\There is someone who worked harder than me.\I'm not alone... is what I realized.\I see. Yeah.\I understand that. Kind of.\Yeah.\Wait a second! Hey!\Hey! I said, hey! response:	What the hell? Gotou, you moron!
context: There is someone who worked harder than me.\I'm not alone... is what I realized.\I see. Yeah.\I understand that. Kind of.\Yeah.\Wait a second! Hey!\Hey! I said, hey!\What the hell? Gotou, you moron! response:	I'm done with you!
context: I'm not alone... is what I realized.\I see. Yeah.\I understand that. Kind of.\Yeah.\Wait a second! Hey!\Hey! I said, hey!\What the hell? Gotou, you moron!\I'm done with you! response:	Hey... Gotou, you...
context: I see. Yeah.\I understand that. Kind of.\Yeah.\Wait a second! Hey!\Hey! I said, hey!\What the hell? Gotou, you moron!\I'm done with you!\Hey... Gotou, you... response:	Wait, he's married...
context: I understand that. Kind of.\Yeah.\Wait a second! Hey!\Hey! I said, hey!\What the hell? Gotou, you moron!\I'm done with you!\Hey... Gotou, you...\Wait, he's married... response:	Who's that beautiful... and... young...
context: Yeah.\Wait a second! Hey!\Hey! I said, hey!\What the hell? Gotou, you moron!\I'm done with you!\Hey... Gotou, you...\Wait, he's married...\Who's that beautiful... and... young... response:	What was that? An argument?
context: Wait a second! Hey!\Hey! I said, hey!\What the hell? Gotou, you moron!\I'm done with you!\Hey... Gotou, you...\Wait, he's married...\Who's that beautiful... and... young...\What was that? An argument? response:	What is this sense of defeat?
context: Hey! I said, hey!\What the hell? Gotou, you moron!\I'm done with you!\Hey... Gotou, you...\Wait, he's married...\Who's that beautiful... and... young...\What was that? An argument?\What is this sense of defeat? response:	No, that was nothing!
context: What the hell? Gotou, you moron!\I'm done with you!\Hey... Gotou, you...\Wait, he's married...\Who's that beautiful... and... young...\What was that? An argument?\What is this sense of defeat?\No, that was nothing! response:	Swing
context: I'm done with you!\Hey... Gotou, you...\Wait, he's married...\Who's that beautiful... and... young...\What was that? An argument?\What is this sense of defeat?\No, that was nothing!\Swing response:	Dammit! I swear I'll win the next one, too.
context: Hey... Gotou, you...\Wait, he's married...\Who's that beautiful... and... young...\What was that? An argument?\What is this sense of defeat?\No, that was nothing!\Swing\Dammit! I swear I'll win the next one, too. response:	Come on, kiddo. Let's get back and plan a strategy for the final match.
context: Wait, he's married...\Who's that beautiful... and... young...\What was that? An argument?\What is this sense of defeat?\No, that was nothing!\Swing\Dammit! I swear I'll win the next one, too.\Come on, kiddo. Let's get back and plan a strategy for the final match. response:	Yay! There it is! That's the Brother I know!
context: Who's that beautiful... and... young...\What was that? An argument?\What is this sense of defeat?\No, that was nothing!\Swing\Dammit! I swear I'll win the next one, too.\Come on, kiddo. Let's get back and plan a strategy for the final match.\Yay! There it is! That's the Brother I know! response:	Meanwhile, over to Kiriyama...
context: What was that? An argument?\What is this sense of defeat?\No, that was nothing!\Swing\Dammit! I swear I'll win the next one, too.\Come on, kiddo. Let's get back and plan a strategy for the final match.\Yay! There it is! That's the Brother I know!\Meanwhile, over to Kiriyama... response:	Mr. Hayashida found a grave miscalculation.
context: What is this sense of defeat?\No, that was nothing!\Swing\Dammit! I swear I'll win the next one, too.\Come on, kiddo. Let's get back and plan a strategy for the final match.\Yay! There it is! That's the Brother I know!\Meanwhile, over to Kiriyama...\Mr. Hayashida found a grave miscalculation. response:	Filling in the gaps with many reports.
context: No, that was nothing!\Swing\Dammit! I swear I'll win the next one, too.\Come on, kiddo. Let's get back and plan a strategy for the final match.\Yay! There it is! That's the Brother I know!\Meanwhile, over to Kiriyama...\Mr. Hayashida found a grave miscalculation.\Filling in the gaps with many reports. response:	I'm sorry... You were actually already two days short.
context: Swing\Dammit! I swear I'll win the next one, too.\Come on, kiddo. Let's get back and plan a strategy for the final match.\Yay! There it is! That's the Brother I know!\Meanwhile, over to Kiriyama...\Mr. Hayashida found a grave miscalculation.\Filling in the gaps with many reports.\I'm sorry... You were actually already two days short. response:	That's okay, Mr. Hayashida.
context: Dammit! I swear I'll win the next one, too.\Come on, kiddo. Let's get back and plan a strategy for the final match.\Yay! There it is! That's the Brother I know!\Meanwhile, over to Kiriyama...\Mr. Hayashida found a grave miscalculation.\Filling in the gaps with many reports.\I'm sorry... You were actually already two days short.\That's okay, Mr. Hayashida. response:	Really, it's like...
context: Come on, kiddo. Let's get back and plan a strategy for the final match.\Yay! There it is! That's the Brother I know!\Meanwhile, over to Kiriyama...\Mr. Hayashida found a grave miscalculation.\Filling in the gaps with many reports.\I'm sorry... You were actually already two days short.\That's okay, Mr. Hayashida.\Really, it's like... response:	Lump of Ego
context: Yay! There it is! That's the Brother I know!\Meanwhile, over to Kiriyama...\Mr. Hayashida found a grave miscalculation.\Filling in the gaps with many reports.\I'm sorry... You were actually already two days short.\That's okay, Mr. Hayashida.\Really, it's like...\Lump of Ego response:	I'm the one who's sorry.
context: Meanwhile, over to Kiriyama...\Mr. Hayashida found a grave miscalculation.\Filling in the gaps with many reports.\I'm sorry... You were actually already two days short.\That's okay, Mr. Hayashida.\Really, it's like...\Lump of Ego\I'm the one who's sorry. response:	Next Episode Preview
context: Mr. Hayashida found a grave miscalculation.\Filling in the gaps with many reports.\I'm sorry... You were actually already two days short.\That's okay, Mr. Hayashida.\Really, it's like...\Lump of Ego\I'm the one who's sorry.\Next Episode Preview response:	Episode 16
context: Filling in the gaps with many reports.\I'm sorry... You were actually already two days short.\That's okay, Mr. Hayashida.\Really, it's like...\Lump of Ego\I'm the one who's sorry.\Next Episode Preview\Episode 16 response:	Okay, what shall we do for this year's Girls' Festival at our house?
context: I'm sorry... You were actually already two days short.\That's okay, Mr. Hayashida.\Really, it's like...\Lump of Ego\I'm the one who's sorry.\Next Episode Preview\Episode 16\Okay, what shall we do for this year's Girls' Festival at our house? response:	Well, should we start?
context: That's okay, Mr. Hayashida.\Really, it's like...\Lump of Ego\I'm the one who's sorry.\Next Episode Preview\Episode 16\Okay, what shall we do for this year's Girls' Festival at our house?\Well, should we start? response:	Oh, no! I forgot the main reason!
context: Really, it's like...\Lump of Ego\I'm the one who's sorry.\Next Episode Preview\Episode 16\Okay, what shall we do for this year's Girls' Festival at our house?\Well, should we start?\Oh, no! I forgot the main reason! response:	If he never comes to visit, I'll stop caring about him!
context: Lump of Ego\I'm the one who's sorry.\Next Episode Preview\Episode 16\Okay, what shall we do for this year's Girls' Festival at our house?\Well, should we start?\Oh, no! I forgot the main reason!\If he never comes to visit, I'll stop caring about him! response:	Inari-san, let's hurry and eat it!
context: I'm the one who's sorry.\Next Episode Preview\Episode 16\Okay, what shall we do for this year's Girls' Festival at our house?\Well, should we start?\Oh, no! I forgot the main reason!\If he never comes to visit, I'll stop caring about him!\Inari-san, let's hurry and eat it! response:	March Comes in Like a Lion. Hey, Gotou, you better watch it, too.
context: Next Episode Preview\Episode 16\Okay, what shall we do for this year's Girls' Festival at our house?\Well, should we start?\Oh, no! I forgot the main reason!\If he never comes to visit, I'll stop caring about him!\Inari-san, let's hurry and eat it!\March Comes in Like a Lion. Hey, Gotou, you better watch it, too. response:	I know, already! You better not miss it either.
