context: You're Lilah? response:	Arnold?
context: - What? - Wonderful.\- What? - Just wonderful. Look.\I'm a married woman.\- So? - I'm 10 years older than you. I gotta go.\- So? Wait, Lilah. - I gotta go.\Come on, be Italian.\What does that mean?\I was hoping you would know. response:	I gotta go. I really gotta go.
context: - What? - Just wonderful. Look.\I'm a married woman.\- So? - I'm 10 years older than you. I gotta go.\- So? Wait, Lilah. - I gotta go.\Come on, be Italian.\What does that mean?\I was hoping you would know.\I gotta go. I really gotta go. response:	You're in trouble already. So hang out with me tonight.
context: I'm a married woman.\- So? - I'm 10 years older than you. I gotta go.\- So? Wait, Lilah. - I gotta go.\Come on, be Italian.\What does that mean?\I was hoping you would know.\I gotta go. I really gotta go.\You're in trouble already. So hang out with me tonight. response:	I'll teach you something about being funny.
context: - So? - I'm 10 years older than you. I gotta go.\- So? Wait, Lilah. - I gotta go.\Come on, be Italian.\What does that mean?\I was hoping you would know.\I gotta go. I really gotta go.\You're in trouble already. So hang out with me tonight.\I'll teach you something about being funny. response:	- I can't. - Yes, you can.
context: - So? Wait, Lilah. - I gotta go.\Come on, be Italian.\What does that mean?\I was hoping you would know.\I gotta go. I really gotta go.\You're in trouble already. So hang out with me tonight.\I'll teach you something about being funny.\- I can't. - Yes, you can. response:	You just want to talk to the crowd.
context: Come on, be Italian.\What does that mean?\I was hoping you would know.\I gotta go. I really gotta go.\You're in trouble already. So hang out with me tonight.\I'll teach you something about being funny.\- I can't. - Yes, you can.\You just want to talk to the crowd. response:	- Pull over here. Thank you. - I need my jokes.
context: What does that mean?\I was hoping you would know.\I gotta go. I really gotta go.\You're in trouble already. So hang out with me tonight.\I'll teach you something about being funny.\- I can't. - Yes, you can.\You just want to talk to the crowd.\- Pull over here. Thank you. - I need my jokes. response:	- You talk to the crowd. - Talk to the crowd?
context: I was hoping you would know.\I gotta go. I really gotta go.\You're in trouble already. So hang out with me tonight.\I'll teach you something about being funny.\- I can't. - Yes, you can.\You just want to talk to the crowd.\- Pull over here. Thank you. - I need my jokes.\- You talk to the crowd. - Talk to the crowd? response:	- I don't want to. - They help you develop material.
context: I gotta go. I really gotta go.\You're in trouble already. So hang out with me tonight.\I'll teach you something about being funny.\- I can't. - Yes, you can.\You just want to talk to the crowd.\- Pull over here. Thank you. - I need my jokes.\- You talk to the crowd. - Talk to the crowd?\- I don't want to. - They help you develop material. response:	- No, I just simply can't do it... - You're gonna learn now.
context: You're in trouble already. So hang out with me tonight.\I'll teach you something about being funny.\- I can't. - Yes, you can.\You just want to talk to the crowd.\- Pull over here. Thank you. - I need my jokes.\- You talk to the crowd. - Talk to the crowd?\- I don't want to. - They help you develop material.\- No, I just simply can't do it... - You're gonna learn now. response:	- Come on! - All right. God Almighty!
context: I'll teach you something about being funny.\- I can't. - Yes, you can.\You just want to talk to the crowd.\- Pull over here. Thank you. - I need my jokes.\- You talk to the crowd. - Talk to the crowd?\- I don't want to. - They help you develop material.\- No, I just simply can't do it... - You're gonna learn now.\- Come on! - All right. God Almighty! response:	You don't have to yell at me. I have nothing to say.
context: - I can't. - Yes, you can.\You just want to talk to the crowd.\- Pull over here. Thank you. - I need my jokes.\- You talk to the crowd. - Talk to the crowd?\- I don't want to. - They help you develop material.\- No, I just simply can't do it... - You're gonna learn now.\- Come on! - All right. God Almighty!\You don't have to yell at me. I have nothing to say. response:	Yes, you do. The subway.
context: You just want to talk to the crowd.\- Pull over here. Thank you. - I need my jokes.\- You talk to the crowd. - Talk to the crowd?\- I don't want to. - They help you develop material.\- No, I just simply can't do it... - You're gonna learn now.\- Come on! - All right. God Almighty!\You don't have to yell at me. I have nothing to say.\Yes, you do. The subway. response:	- What subway? - Remember the subway.
context: - Pull over here. Thank you. - I need my jokes.\- You talk to the crowd. - Talk to the crowd?\- I don't want to. - They help you develop material.\- No, I just simply can't do it... - You're gonna learn now.\- Come on! - All right. God Almighty!\You don't have to yell at me. I have nothing to say.\Yes, you do. The subway.\- What subway? - Remember the subway. response:	I don't remember the subway nor what it looks like.
context: - You talk to the crowd. - Talk to the crowd?\- I don't want to. - They help you develop material.\- No, I just simply can't do it... - You're gonna learn now.\- Come on! - All right. God Almighty!\You don't have to yell at me. I have nothing to say.\Yes, you do. The subway.\- What subway? - Remember the subway.\I don't remember the subway nor what it looks like. response:	Hi, I'm Lilah...
context: - I don't want to. - They help you develop material.\- No, I just simply can't do it... - You're gonna learn now.\- Come on! - All right. God Almighty!\You don't have to yell at me. I have nothing to say.\Yes, you do. The subway.\- What subway? - Remember the subway.\I don't remember the subway nor what it looks like.\Hi, I'm Lilah... response:	I'm not allowed to use my jokes tonight, so...
context: - No, I just simply can't do it... - You're gonna learn now.\- Come on! - All right. God Almighty!\You don't have to yell at me. I have nothing to say.\Yes, you do. The subway.\- What subway? - Remember the subway.\I don't remember the subway nor what it looks like.\Hi, I'm Lilah...\I'm not allowed to use my jokes tonight, so... response:	So I'll tell you I'm a housewife. I'll admit to that.
context: - Come on! - All right. God Almighty!\You don't have to yell at me. I have nothing to say.\Yes, you do. The subway.\- What subway? - Remember the subway.\I don't remember the subway nor what it looks like.\Hi, I'm Lilah...\I'm not allowed to use my jokes tonight, so...\So I'll tell you I'm a housewife. I'll admit to that. response:	And I have three kids.
context: You don't have to yell at me. I have nothing to say.\Yes, you do. The subway.\- What subway? - Remember the subway.\I don't remember the subway nor what it looks like.\Hi, I'm Lilah...\I'm not allowed to use my jokes tonight, so...\So I'll tell you I'm a housewife. I'll admit to that.\And I have three kids. response:	And I live in New Jersey.
context: Yes, you do. The subway.\- What subway? - Remember the subway.\I don't remember the subway nor what it looks like.\Hi, I'm Lilah...\I'm not allowed to use my jokes tonight, so...\So I'll tell you I'm a housewife. I'll admit to that.\And I have three kids.\And I live in New Jersey. response:	So, you see, I'll admit to anything.
context: - What subway? - Remember the subway.\I don't remember the subway nor what it looks like.\Hi, I'm Lilah...\I'm not allowed to use my jokes tonight, so...\So I'll tell you I'm a housewife. I'll admit to that.\And I have three kids.\And I live in New Jersey.\So, you see, I'll admit to anything. response:	- Where are your kids? - What?
context: I don't remember the subway nor what it looks like.\Hi, I'm Lilah...\I'm not allowed to use my jokes tonight, so...\So I'll tell you I'm a housewife. I'll admit to that.\And I have three kids.\And I live in New Jersey.\So, you see, I'll admit to anything.\- Where are your kids? - What? response:	- Where are your kids? - Home.
context: Hi, I'm Lilah...\I'm not allowed to use my jokes tonight, so...\So I'll tell you I'm a housewife. I'll admit to that.\And I have three kids.\And I live in New Jersey.\So, you see, I'll admit to anything.\- Where are your kids? - What?\- Where are your kids? - Home. response:	- Who's looking after them? - My husband.
context: I'm not allowed to use my jokes tonight, so...\So I'll tell you I'm a housewife. I'll admit to that.\And I have three kids.\And I live in New Jersey.\So, you see, I'll admit to anything.\- Where are your kids? - What?\- Where are your kids? - Home.\- Who's looking after them? - My husband. response:	What if your husband's not available?
context: So I'll tell you I'm a housewife. I'll admit to that.\And I have three kids.\And I live in New Jersey.\So, you see, I'll admit to anything.\- Where are your kids? - What?\- Where are your kids? - Home.\- Who's looking after them? - My husband.\What if your husband's not available? response:	Do you have a babysitter?
context: And I have three kids.\And I live in New Jersey.\So, you see, I'll admit to anything.\- Where are your kids? - What?\- Where are your kids? - Home.\- Who's looking after them? - My husband.\What if your husband's not available?\Do you have a babysitter? response:	Charles Manson.
context: And I live in New Jersey.\So, you see, I'll admit to anything.\- Where are your kids? - What?\- Where are your kids? - Home.\- Who's looking after them? - My husband.\What if your husband's not available?\Do you have a babysitter?\Charles Manson. response:	And then if he's busy you use that other nice boy down the street.
context: So, you see, I'll admit to anything.\- Where are your kids? - What?\- Where are your kids? - Home.\- Who's looking after them? - My husband.\What if your husband's not available?\Do you have a babysitter?\Charles Manson.\And then if he's busy you use that other nice boy down the street. response:	Davie Berkowitz. He's so good with the dog.
context: - Where are your kids? - What?\- Where are your kids? - Home.\- Who's looking after them? - My husband.\What if your husband's not available?\Do you have a babysitter?\Charles Manson.\And then if he's busy you use that other nice boy down the street.\Davie Berkowitz. He's so good with the dog. response:	All right, it's not funny. Okay. So shoot me.
context: - Where are your kids? - Home.\- Who's looking after them? - My husband.\What if your husband's not available?\Do you have a babysitter?\Charles Manson.\And then if he's busy you use that other nice boy down the street.\Davie Berkowitz. He's so good with the dog.\All right, it's not funny. Okay. So shoot me. response:	All right, I'm just gonna grab the...
context: - Who's looking after them? - My husband.\What if your husband's not available?\Do you have a babysitter?\Charles Manson.\And then if he's busy you use that other nice boy down the street.\Davie Berkowitz. He's so good with the dog.\All right, it's not funny. Okay. So shoot me.\All right, I'm just gonna grab the... response:	All right, this man over here is laughing.
context: What if your husband's not available?\Do you have a babysitter?\Charles Manson.\And then if he's busy you use that other nice boy down the street.\Davie Berkowitz. He's so good with the dog.\All right, it's not funny. Okay. So shoot me.\All right, I'm just gonna grab the...\All right, this man over here is laughing. response:	- What is your name, sir? - Bob.
context: Do you have a babysitter?\Charles Manson.\And then if he's busy you use that other nice boy down the street.\Davie Berkowitz. He's so good with the dog.\All right, it's not funny. Okay. So shoot me.\All right, I'm just gonna grab the...\All right, this man over here is laughing.\- What is your name, sir? - Bob. response:	Bob. And what do you do?
context: Charles Manson.\And then if he's busy you use that other nice boy down the street.\Davie Berkowitz. He's so good with the dog.\All right, it's not funny. Okay. So shoot me.\All right, I'm just gonna grab the...\All right, this man over here is laughing.\- What is your name, sir? - Bob.\Bob. And what do you do? response:	I'm a marketing consultant.
context: And then if he's busy you use that other nice boy down the street.\Davie Berkowitz. He's so good with the dog.\All right, it's not funny. Okay. So shoot me.\All right, I'm just gonna grab the...\All right, this man over here is laughing.\- What is your name, sir? - Bob.\Bob. And what do you do?\I'm a marketing consultant. response:	Marketing consultant?
context: Davie Berkowitz. He's so good with the dog.\All right, it's not funny. Okay. So shoot me.\All right, I'm just gonna grab the...\All right, this man over here is laughing.\- What is your name, sir? - Bob.\Bob. And what do you do?\I'm a marketing consultant.\Marketing consultant? response:	You're a marketing consultant?
context: All right, it's not funny. Okay. So shoot me.\All right, I'm just gonna grab the...\All right, this man over here is laughing.\- What is your name, sir? - Bob.\Bob. And what do you do?\I'm a marketing consultant.\Marketing consultant?\You're a marketing consultant? response:	Bob, could I consult with you for one minute?
context: All right, I'm just gonna grab the...\All right, this man over here is laughing.\- What is your name, sir? - Bob.\Bob. And what do you do?\I'm a marketing consultant.\Marketing consultant?\You're a marketing consultant?\Bob, could I consult with you for one minute? response:	Whenever I get a cart, why is it that one wheel always goes...
context: All right, this man over here is laughing.\- What is your name, sir? - Bob.\Bob. And what do you do?\I'm a marketing consultant.\Marketing consultant?\You're a marketing consultant?\Bob, could I consult with you for one minute?\Whenever I get a cart, why is it that one wheel always goes... response:	I've wondered about it, haven't you?
context: - What is your name, sir? - Bob.\Bob. And what do you do?\I'm a marketing consultant.\Marketing consultant?\You're a marketing consultant?\Bob, could I consult with you for one minute?\Whenever I get a cart, why is it that one wheel always goes...\I've wondered about it, haven't you? response:	This lady is laughing here.
context: Bob. And what do you do?\I'm a marketing consultant.\Marketing consultant?\You're a marketing consultant?\Bob, could I consult with you for one minute?\Whenever I get a cart, why is it that one wheel always goes...\I've wondered about it, haven't you?\This lady is laughing here. response:	You have a problem with produce, don't you?
context: I'm a marketing consultant.\Marketing consultant?\You're a marketing consultant?\Bob, could I consult with you for one minute?\Whenever I get a cart, why is it that one wheel always goes...\I've wondered about it, haven't you?\This lady is laughing here.\You have a problem with produce, don't you? response:	I think you must. You have your hand in that gentleman's lap, I think.
context: Marketing consultant?\You're a marketing consultant?\Bob, could I consult with you for one minute?\Whenever I get a cart, why is it that one wheel always goes...\I've wondered about it, haven't you?\This lady is laughing here.\You have a problem with produce, don't you?\I think you must. You have your hand in that gentleman's lap, I think. response:	So, tonight it's going to be career night, because everybody's life is funny.
context: You're a marketing consultant?\Bob, could I consult with you for one minute?\Whenever I get a cart, why is it that one wheel always goes...\I've wondered about it, haven't you?\This lady is laughing here.\You have a problem with produce, don't you?\I think you must. You have your hand in that gentleman's lap, I think.\So, tonight it's going to be career night, because everybody's life is funny. response:	Trust me on this. We are all God's little animated cartoons.
context: Bob, could I consult with you for one minute?\Whenever I get a cart, why is it that one wheel always goes...\I've wondered about it, haven't you?\This lady is laughing here.\You have a problem with produce, don't you?\I think you must. You have your hand in that gentleman's lap, I think.\So, tonight it's going to be career night, because everybody's life is funny.\Trust me on this. We are all God's little animated cartoons. response:	This gentleman right here.
context: Whenever I get a cart, why is it that one wheel always goes...\I've wondered about it, haven't you?\This lady is laughing here.\You have a problem with produce, don't you?\I think you must. You have your hand in that gentleman's lap, I think.\So, tonight it's going to be career night, because everybody's life is funny.\Trust me on this. We are all God's little animated cartoons.\This gentleman right here. response:	- Sir, what's your name? - Murray.
context: I've wondered about it, haven't you?\This lady is laughing here.\You have a problem with produce, don't you?\I think you must. You have your hand in that gentleman's lap, I think.\So, tonight it's going to be career night, because everybody's life is funny.\Trust me on this. We are all God's little animated cartoons.\This gentleman right here.\- Sir, what's your name? - Murray. response:	Murray, trust me on this one. Your life is funny.
context: This lady is laughing here.\You have a problem with produce, don't you?\I think you must. You have your hand in that gentleman's lap, I think.\So, tonight it's going to be career night, because everybody's life is funny.\Trust me on this. We are all God's little animated cartoons.\This gentleman right here.\- Sir, what's your name? - Murray.\Murray, trust me on this one. Your life is funny. response:	- What do you do? - I'm an insurance salesman.
context: You have a problem with produce, don't you?\I think you must. You have your hand in that gentleman's lap, I think.\So, tonight it's going to be career night, because everybody's life is funny.\Trust me on this. We are all God's little animated cartoons.\This gentleman right here.\- Sir, what's your name? - Murray.\Murray, trust me on this one. Your life is funny.\- What do you do? - I'm an insurance salesman. response:	You're an insurance salesman?
context: I think you must. You have your hand in that gentleman's lap, I think.\So, tonight it's going to be career night, because everybody's life is funny.\Trust me on this. We are all God's little animated cartoons.\This gentleman right here.\- Sir, what's your name? - Murray.\Murray, trust me on this one. Your life is funny.\- What do you do? - I'm an insurance salesman.\You're an insurance salesman? response:	Did you ever want to be anything else?
context: So, tonight it's going to be career night, because everybody's life is funny.\Trust me on this. We are all God's little animated cartoons.\This gentleman right here.\- Sir, what's your name? - Murray.\Murray, trust me on this one. Your life is funny.\- What do you do? - I'm an insurance salesman.\You're an insurance salesman?\Did you ever want to be anything else? response:	Think back with me.
context: Trust me on this. We are all God's little animated cartoons.\This gentleman right here.\- Sir, what's your name? - Murray.\Murray, trust me on this one. Your life is funny.\- What do you do? - I'm an insurance salesman.\You're an insurance salesman?\Did you ever want to be anything else?\Think back with me. response:	You're a small child. You're dressing up. It's Halloween.
context: This gentleman right here.\- Sir, what's your name? - Murray.\Murray, trust me on this one. Your life is funny.\- What do you do? - I'm an insurance salesman.\You're an insurance salesman?\Did you ever want to be anything else?\Think back with me.\You're a small child. You're dressing up. It's Halloween. response:	All the other boys, they're firemen, policemen, they're Zorro or Batman.
context: - Sir, what's your name? - Murray.\Murray, trust me on this one. Your life is funny.\- What do you do? - I'm an insurance salesman.\You're an insurance salesman?\Did you ever want to be anything else?\Think back with me.\You're a small child. You're dressing up. It's Halloween.\All the other boys, they're firemen, policemen, they're Zorro or Batman. response:	And cute little Murray, whose mother adores him, is a...
context: Murray, trust me on this one. Your life is funny.\- What do you do? - I'm an insurance salesman.\You're an insurance salesman?\Did you ever want to be anything else?\Think back with me.\You're a small child. You're dressing up. It's Halloween.\All the other boys, they're firemen, policemen, they're Zorro or Batman.\And cute little Murray, whose mother adores him, is a... response:	An insurance salesman.
context: - What do you do? - I'm an insurance salesman.\You're an insurance salesman?\Did you ever want to be anything else?\Think back with me.\You're a small child. You're dressing up. It's Halloween.\All the other boys, they're firemen, policemen, they're Zorro or Batman.\And cute little Murray, whose mother adores him, is a...\An insurance salesman. response:	An insurance salesman? Murray, this can't be true.
context: You're an insurance salesman?\Did you ever want to be anything else?\Think back with me.\You're a small child. You're dressing up. It's Halloween.\All the other boys, they're firemen, policemen, they're Zorro or Batman.\And cute little Murray, whose mother adores him, is a...\An insurance salesman.\An insurance salesman? Murray, this can't be true. response:	You dressed up in a polyester suit and you handed out business cards?
context: Did you ever want to be anything else?\Think back with me.\You're a small child. You're dressing up. It's Halloween.\All the other boys, they're firemen, policemen, they're Zorro or Batman.\And cute little Murray, whose mother adores him, is a...\An insurance salesman.\An insurance salesman? Murray, this can't be true.\You dressed up in a polyester suit and you handed out business cards? response:	This is a bachelorette party? So, could I see what you've got here?
context: Think back with me.\You're a small child. You're dressing up. It's Halloween.\All the other boys, they're firemen, policemen, they're Zorro or Batman.\And cute little Murray, whose mother adores him, is a...\An insurance salesman.\An insurance salesman? Murray, this can't be true.\You dressed up in a polyester suit and you handed out business cards?\This is a bachelorette party? So, could I see what you've got here? response:	You must have an appliance or two.
context: You're a small child. You're dressing up. It's Halloween.\All the other boys, they're firemen, policemen, they're Zorro or Batman.\And cute little Murray, whose mother adores him, is a...\An insurance salesman.\An insurance salesman? Murray, this can't be true.\You dressed up in a polyester suit and you handed out business cards?\This is a bachelorette party? So, could I see what you've got here?\You must have an appliance or two. response:	It's a shower, for goodness sake. This is what I was asking for.
context: All the other boys, they're firemen, policemen, they're Zorro or Batman.\And cute little Murray, whose mother adores him, is a...\An insurance salesman.\An insurance salesman? Murray, this can't be true.\You dressed up in a polyester suit and you handed out business cards?\This is a bachelorette party? So, could I see what you've got here?\You must have an appliance or two.\It's a shower, for goodness sake. This is what I was asking for. response:	I'm not so old-fashioned. You have appliances in today's age.
context: And cute little Murray, whose mother adores him, is a...\An insurance salesman.\An insurance salesman? Murray, this can't be true.\You dressed up in a polyester suit and you handed out business cards?\This is a bachelorette party? So, could I see what you've got here?\You must have an appliance or two.\It's a shower, for goodness sake. This is what I was asking for.\I'm not so old-fashioned. You have appliances in today's age. response:	You get...
context: An insurance salesman.\An insurance salesman? Murray, this can't be true.\You dressed up in a polyester suit and you handed out business cards?\This is a bachelorette party? So, could I see what you've got here?\You must have an appliance or two.\It's a shower, for goodness sake. This is what I was asking for.\I'm not so old-fashioned. You have appliances in today's age.\You get... response:	I hope this is for a sore shoulder.
context: An insurance salesman? Murray, this can't be true.\You dressed up in a polyester suit and you handed out business cards?\This is a bachelorette party? So, could I see what you've got here?\You must have an appliance or two.\It's a shower, for goodness sake. This is what I was asking for.\I'm not so old-fashioned. You have appliances in today's age.\You get...\I hope this is for a sore shoulder. response:	You better take this right away, honestly.
context: You dressed up in a polyester suit and you handed out business cards?\This is a bachelorette party? So, could I see what you've got here?\You must have an appliance or two.\It's a shower, for goodness sake. This is what I was asking for.\I'm not so old-fashioned. You have appliances in today's age.\You get...\I hope this is for a sore shoulder.\You better take this right away, honestly. response:	Holey-moley, that's very frightening...
context: This is a bachelorette party? So, could I see what you've got here?\You must have an appliance or two.\It's a shower, for goodness sake. This is what I was asking for.\I'm not so old-fashioned. You have appliances in today's age.\You get...\I hope this is for a sore shoulder.\You better take this right away, honestly.\Holey-moley, that's very frightening... response:	I mean that's a high-voltage item, Buffy.
context: You must have an appliance or two.\It's a shower, for goodness sake. This is what I was asking for.\I'm not so old-fashioned. You have appliances in today's age.\You get...\I hope this is for a sore shoulder.\You better take this right away, honestly.\Holey-moley, that's very frightening...\I mean that's a high-voltage item, Buffy. response:	I don't want to be intimate with anything that has a 90-day warranty.
context: It's a shower, for goodness sake. This is what I was asking for.\I'm not so old-fashioned. You have appliances in today's age.\You get...\I hope this is for a sore shoulder.\You better take this right away, honestly.\Holey-moley, that's very frightening...\I mean that's a high-voltage item, Buffy.\I don't want to be intimate with anything that has a 90-day warranty. response:	- Which one's your house? - It's just up ahead. I think I should walk.
context: I'm not so old-fashioned. You have appliances in today's age.\You get...\I hope this is for a sore shoulder.\You better take this right away, honestly.\Holey-moley, that's very frightening...\I mean that's a high-voltage item, Buffy.\I don't want to be intimate with anything that has a 90-day warranty.\- Which one's your house? - It's just up ahead. I think I should walk. response:	Are you sure you're going to be all right?
context: You get...\I hope this is for a sore shoulder.\You better take this right away, honestly.\Holey-moley, that's very frightening...\I mean that's a high-voltage item, Buffy.\I don't want to be intimate with anything that has a 90-day warranty.\- Which one's your house? - It's just up ahead. I think I should walk.\Are you sure you're going to be all right? response:	He doesn't beat you up or anything like that?
context: I hope this is for a sore shoulder.\You better take this right away, honestly.\Holey-moley, that's very frightening...\I mean that's a high-voltage item, Buffy.\I don't want to be intimate with anything that has a 90-day warranty.\- Which one's your house? - It's just up ahead. I think I should walk.\Are you sure you're going to be all right?\He doesn't beat you up or anything like that? response:	It is almost morning.
context: You better take this right away, honestly.\Holey-moley, that's very frightening...\I mean that's a high-voltage item, Buffy.\I don't want to be intimate with anything that has a 90-day warranty.\- Which one's your house? - It's just up ahead. I think I should walk.\Are you sure you're going to be all right?\He doesn't beat you up or anything like that?\It is almost morning. response:	I'll slip into bed with one of the kids.
context: Holey-moley, that's very frightening...\I mean that's a high-voltage item, Buffy.\I don't want to be intimate with anything that has a 90-day warranty.\- Which one's your house? - It's just up ahead. I think I should walk.\Are you sure you're going to be all right?\He doesn't beat you up or anything like that?\It is almost morning.\I'll slip into bed with one of the kids. response:	He'll think I've been there all night.
context: I mean that's a high-voltage item, Buffy.\I don't want to be intimate with anything that has a 90-day warranty.\- Which one's your house? - It's just up ahead. I think I should walk.\Are you sure you're going to be all right?\He doesn't beat you up or anything like that?\It is almost morning.\I'll slip into bed with one of the kids.\He'll think I've been there all night. response:	What then?
context: I don't want to be intimate with anything that has a 90-day warranty.\- Which one's your house? - It's just up ahead. I think I should walk.\Are you sure you're going to be all right?\He doesn't beat you up or anything like that?\It is almost morning.\I'll slip into bed with one of the kids.\He'll think I've been there all night.\What then? response:	I don't know.
context: - Which one's your house? - It's just up ahead. I think I should walk.\Are you sure you're going to be all right?\He doesn't beat you up or anything like that?\It is almost morning.\I'll slip into bed with one of the kids.\He'll think I've been there all night.\What then?\I don't know. response:	You could run away with me.
context: Are you sure you're going to be all right?\He doesn't beat you up or anything like that?\It is almost morning.\I'll slip into bed with one of the kids.\He'll think I've been there all night.\What then?\I don't know.\You could run away with me. response:	Thank you for tonight.
context: He doesn't beat you up or anything like that?\It is almost morning.\I'll slip into bed with one of the kids.\He'll think I've been there all night.\What then?\I don't know.\You could run away with me.\Thank you for tonight. response:	- I'll never ever forget it. - You were brilliant.
context: It is almost morning.\I'll slip into bed with one of the kids.\He'll think I've been there all night.\What then?\I don't know.\You could run away with me.\Thank you for tonight.\- I'll never ever forget it. - You were brilliant. response:	Because of you.
context: I'll slip into bed with one of the kids.\He'll think I've been there all night.\What then?\I don't know.\You could run away with me.\Thank you for tonight.\- I'll never ever forget it. - You were brilliant.\Because of you. response:	Now, hold that thought. Okay?
context: He'll think I've been there all night.\What then?\I don't know.\You could run away with me.\Thank you for tonight.\- I'll never ever forget it. - You were brilliant.\Because of you.\Now, hold that thought. Okay? response:	- Lilah. - I gotta go.
context: What then?\I don't know.\You could run away with me.\Thank you for tonight.\- I'll never ever forget it. - You were brilliant.\Because of you.\Now, hold that thought. Okay?\- Lilah. - I gotta go. response:	- No, I want to say something. - Don't.
context: I don't know.\You could run away with me.\Thank you for tonight.\- I'll never ever forget it. - You were brilliant.\Because of you.\Now, hold that thought. Okay?\- Lilah. - I gotta go.\- No, I want to say something. - Don't. response:	You don't know what I'm going to say.
context: You could run away with me.\Thank you for tonight.\- I'll never ever forget it. - You were brilliant.\Because of you.\Now, hold that thought. Okay?\- Lilah. - I gotta go.\- No, I want to say something. - Don't.\You don't know what I'm going to say. response:	Just say good night.
context: Thank you for tonight.\- I'll never ever forget it. - You were brilliant.\Because of you.\Now, hold that thought. Okay?\- Lilah. - I gotta go.\- No, I want to say something. - Don't.\You don't know what I'm going to say.\Just say good night. response:	You should have let me say it.
context: - I'll never ever forget it. - You were brilliant.\Because of you.\Now, hold that thought. Okay?\- Lilah. - I gotta go.\- No, I want to say something. - Don't.\You don't know what I'm going to say.\Just say good night.\You should have let me say it. response:	Good night.
context: Because of you.\Now, hold that thought. Okay?\- Lilah. - I gotta go.\- No, I want to say something. - Don't.\You don't know what I'm going to say.\Just say good night.\You should have let me say it.\Good night. response:	Steven! What are you doing here?
context: Now, hold that thought. Okay?\- Lilah. - I gotta go.\- No, I want to say something. - Don't.\You don't know what I'm going to say.\Just say good night.\You should have let me say it.\Good night.\Steven! What are you doing here? response:	They won't put my calls through to your office...
context: - Lilah. - I gotta go.\- No, I want to say something. - Don't.\You don't know what I'm going to say.\Just say good night.\You should have let me say it.\Good night.\Steven! What are you doing here?\They won't put my calls through to your office... response:	I'd love to, but I'm swamped lining this thing up.
context: - No, I want to say something. - Don't.\You don't know what I'm going to say.\Just say good night.\You should have let me say it.\Good night.\Steven! What are you doing here?\They won't put my calls through to your office...\I'd love to, but I'm swamped lining this thing up. response:	I was waiting for you down at the club but you never came down.
context: You don't know what I'm going to say.\Just say good night.\You should have let me say it.\Good night.\Steven! What are you doing here?\They won't put my calls through to your office...\I'd love to, but I'm swamped lining this thing up.\I was waiting for you down at the club but you never came down. response:	I called. You didn't get my message?
context: Just say good night.\You should have let me say it.\Good night.\Steven! What are you doing here?\They won't put my calls through to your office...\I'd love to, but I'm swamped lining this thing up.\I was waiting for you down at the club but you never came down.\I called. You didn't get my message? response:	I don't believe it. You don't know. No one called you this morning?
context: You should have let me say it.\Good night.\Steven! What are you doing here?\They won't put my calls through to your office...\I'd love to, but I'm swamped lining this thing up.\I was waiting for you down at the club but you never came down.\I called. You didn't get my message?\I don't believe it. You don't know. No one called you this morning? response:	I'm locked out of my apartment. I don't. What?
context: Good night.\Steven! What are you doing here?\They won't put my calls through to your office...\I'd love to, but I'm swamped lining this thing up.\I was waiting for you down at the club but you never came down.\I called. You didn't get my message?\I don't believe it. You don't know. No one called you this morning?\I'm locked out of my apartment. I don't. What? response:	Listen to this. I'm having dinner last night with this guy...
context: Steven! What are you doing here?\They won't put my calls through to your office...\I'd love to, but I'm swamped lining this thing up.\I was waiting for you down at the club but you never came down.\I called. You didn't get my message?\I don't believe it. You don't know. No one called you this morning?\I'm locked out of my apartment. I don't. What?\Listen to this. I'm having dinner last night with this guy... response:	And the whole idea just explodes into something absolutely spectacular.
context: They won't put my calls through to your office...\I'd love to, but I'm swamped lining this thing up.\I was waiting for you down at the club but you never came down.\I called. You didn't get my message?\I don't believe it. You don't know. No one called you this morning?\I'm locked out of my apartment. I don't. What?\Listen to this. I'm having dinner last night with this guy...\And the whole idea just explodes into something absolutely spectacular. response:	Are you ready?
context: I'd love to, but I'm swamped lining this thing up.\I was waiting for you down at the club but you never came down.\I called. You didn't get my message?\I don't believe it. You don't know. No one called you this morning?\I'm locked out of my apartment. I don't. What?\Listen to this. I'm having dinner last night with this guy...\And the whole idea just explodes into something absolutely spectacular.\Are you ready? response:	Two weeks from today, we're coming down with our cameras...
context: I was waiting for you down at the club but you never came down.\I called. You didn't get my message?\I don't believe it. You don't know. No one called you this morning?\I'm locked out of my apartment. I don't. What?\Listen to this. I'm having dinner last night with this guy...\And the whole idea just explodes into something absolutely spectacular.\Are you ready?\Two weeks from today, we're coming down with our cameras... response:	The pilot for a weekly series called Open Audition.
context: I called. You didn't get my message?\I don't believe it. You don't know. No one called you this morning?\I'm locked out of my apartment. I don't. What?\Listen to this. I'm having dinner last night with this guy...\And the whole idea just explodes into something absolutely spectacular.\Are you ready?\Two weeks from today, we're coming down with our cameras...\The pilot for a weekly series called Open Audition. response:	The winner each week gets a guest spot on Johnny Carson.
context: I don't believe it. You don't know. No one called you this morning?\I'm locked out of my apartment. I don't. What?\Listen to this. I'm having dinner last night with this guy...\And the whole idea just explodes into something absolutely spectacular.\Are you ready?\Two weeks from today, we're coming down with our cameras...\The pilot for a weekly series called Open Audition.\The winner each week gets a guest spot on Johnny Carson. response:	What do you think? Brilliant?
