context: Raven Tail... response:	Molding Magic wizard...
context: Gemini!\Take this!\Do that thing!\We haven't practiced enough!\We don't know if we can do it or not!\Anyway, turn into me!\Roger!\What are you dressed like that for?! response:	It's not our fault! This is what you had on when we copied you!
context: Take this!\Do that thing!\We haven't practiced enough!\We don't know if we can do it or not!\Anyway, turn into me!\Roger!\What are you dressed like that for?!\It's not our fault! This is what you had on when we copied you! response:	I see... Yesterday, right after I got out of the tub...
context: Do that thing!\We haven't practiced enough!\We don't know if we can do it or not!\Anyway, turn into me!\Roger!\What are you dressed like that for?!\It's not our fault! This is what you had on when we copied you!\I see... Yesterday, right after I got out of the tub... response:	Don't look!
context: We haven't practiced enough!\We don't know if we can do it or not!\Anyway, turn into me!\Roger!\What are you dressed like that for?!\It's not our fault! This is what you had on when we copied you!\I see... Yesterday, right after I got out of the tub...\Don't look! response:	Blondie!
context: We don't know if we can do it or not!\Anyway, turn into me!\Roger!\What are you dressed like that for?!\It's not our fault! This is what you had on when we copied you!\I see... Yesterday, right after I got out of the tub...\Don't look!\Blondie! response:	Wouldn't that Gemini be a powerhouse if it turned into Erza or Laxus?
context: Anyway, turn into me!\Roger!\What are you dressed like that for?!\It's not our fault! This is what you had on when we copied you!\I see... Yesterday, right after I got out of the tub...\Don't look!\Blondie!\Wouldn't that Gemini be a powerhouse if it turned into Erza or Laxus? response:	It can't.
context: Roger!\What are you dressed like that for?!\It's not our fault! This is what you had on when we copied you!\I see... Yesterday, right after I got out of the tub...\Don't look!\Blondie!\Wouldn't that Gemini be a powerhouse if it turned into Erza or Laxus?\It can't. response:	I'm told it can only copy someone with about the same level of magic as its owner, Lu-chan.
context: What are you dressed like that for?!\It's not our fault! This is what you had on when we copied you!\I see... Yesterday, right after I got out of the tub...\Don't look!\Blondie!\Wouldn't that Gemini be a powerhouse if it turned into Erza or Laxus?\It can't.\I'm told it can only copy someone with about the same level of magic as its owner, Lu-chan. response:	I get it. So it'd be impossible to copy Master or the first master...
context: It's not our fault! This is what you had on when we copied you!\I see... Yesterday, right after I got out of the tub...\Don't look!\Blondie!\Wouldn't that Gemini be a powerhouse if it turned into Erza or Laxus?\It can't.\I'm told it can only copy someone with about the same level of magic as its owner, Lu-chan.\I get it. So it'd be impossible to copy Master or the first master... response:	But it'd probably be able to copy the fourth master, right?
context: I see... Yesterday, right after I got out of the tub...\Don't look!\Blondie!\Wouldn't that Gemini be a powerhouse if it turned into Erza or Laxus?\It can't.\I'm told it can only copy someone with about the same level of magic as its owner, Lu-chan.\I get it. So it'd be impossible to copy Master or the first master...\But it'd probably be able to copy the fourth master, right? response:	Stow it!
context: Don't look!\Blondie!\Wouldn't that Gemini be a powerhouse if it turned into Erza or Laxus?\It can't.\I'm told it can only copy someone with about the same level of magic as its owner, Lu-chan.\I get it. So it'd be impossible to copy Master or the first master...\But it'd probably be able to copy the fourth master, right?\Stow it! response:	How different are you?!
context: Blondie!\Wouldn't that Gemini be a powerhouse if it turned into Erza or Laxus?\It can't.\I'm told it can only copy someone with about the same level of magic as its owner, Lu-chan.\I get it. So it'd be impossible to copy Master or the first master...\But it'd probably be able to copy the fourth master, right?\Stow it!\How different are you?! response:	Well, well! This is a nice happening!
context: Wouldn't that Gemini be a powerhouse if it turned into Erza or Laxus?\It can't.\I'm told it can only copy someone with about the same level of magic as its owner, Lu-chan.\I get it. So it'd be impossible to copy Master or the first master...\But it'd probably be able to copy the fourth master, right?\Stow it!\How different are you?!\Well, well! This is a nice happening! response:	She does have curves in all the right places...
context: It can't.\I'm told it can only copy someone with about the same level of magic as its owner, Lu-chan.\I get it. So it'd be impossible to copy Master or the first master...\But it'd probably be able to copy the fourth master, right?\Stow it!\How different are you?!\Well, well! This is a nice happening!\She does have curves in all the right places... response:	All the right places...
context: I'm told it can only copy someone with about the same level of magic as its owner, Lu-chan.\I get it. So it'd be impossible to copy Master or the first master...\But it'd probably be able to copy the fourth master, right?\Stow it!\How different are you?!\Well, well! This is a nice happening!\She does have curves in all the right places...\All the right places... response:	Anyway, what's she planning to do with two of herself?!
context: I get it. So it'd be impossible to copy Master or the first master...\But it'd probably be able to copy the fourth master, right?\Stow it!\How different are you?!\Well, well! This is a nice happening!\She does have curves in all the right places...\All the right places...\Anyway, what's she planning to do with two of herself?! response:	B-Bath towel!
context: But it'd probably be able to copy the fourth master, right?\Stow it!\How different are you?!\Well, well! This is a nice happening!\She does have curves in all the right places...\All the right places...\Anyway, what's she planning to do with two of herself?!\B-Bath towel! response:	Don't share what's on your mind right now!
context: Stow it!\How different are you?!\Well, well! This is a nice happening!\She does have curves in all the right places...\All the right places...\Anyway, what's she planning to do with two of herself?!\B-Bath towel!\Don't share what's on your mind right now! response:	E-Excited Dance!
context: How different are you?!\Well, well! This is a nice happening!\She does have curves in all the right places...\All the right places...\Anyway, what's she planning to do with two of herself?!\B-Bath towel!\Don't share what's on your mind right now!\E-Excited Dance! response:	That's annoying! Quit your dancing!
context: Well, well! This is a nice happening!\She does have curves in all the right places...\All the right places...\Anyway, what's she planning to do with two of herself?!\B-Bath towel!\Don't share what's on your mind right now!\E-Excited Dance!\That's annoying! Quit your dancing! response:	In fact, cheer Lucy on properly!
context: She does have curves in all the right places...\All the right places...\Anyway, what's she planning to do with two of herself?!\B-Bath towel!\Don't share what's on your mind right now!\E-Excited Dance!\That's annoying! Quit your dancing!\In fact, cheer Lucy on properly! response:	There are now two Lucy Heartfilias!
context: All the right places...\Anyway, what's she planning to do with two of herself?!\B-Bath towel!\Don't share what's on your mind right now!\E-Excited Dance!\That's annoying! Quit your dancing!\In fact, cheer Lucy on properly!\There are now two Lucy Heartfilias! response:	And one of them is only wearing a bath towel!
context: Anyway, what's she planning to do with two of herself?!\B-Bath towel!\Don't share what's on your mind right now!\E-Excited Dance!\That's annoying! Quit your dancing!\In fact, cheer Lucy on properly!\There are now two Lucy Heartfilias!\And one of them is only wearing a bath towel! response:	Those are the Twins, Gemini, of the Twelve Zodiac Celestial Spirits.
context: B-Bath towel!\Don't share what's on your mind right now!\E-Excited Dance!\That's annoying! Quit your dancing!\In fact, cheer Lucy on properly!\There are now two Lucy Heartfilias!\And one of them is only wearing a bath towel!\Those are the Twins, Gemini, of the Twelve Zodiac Celestial Spirits. response:	Sound out the heavens, open the heavens...
context: Don't share what's on your mind right now!\E-Excited Dance!\That's annoying! Quit your dancing!\In fact, cheer Lucy on properly!\There are now two Lucy Heartfilias!\And one of them is only wearing a bath towel!\Those are the Twins, Gemini, of the Twelve Zodiac Celestial Spirits.\Sound out the heavens, open the heavens... response:	Stars across the universe,
context: E-Excited Dance!\That's annoying! Quit your dancing!\In fact, cheer Lucy on properly!\There are now two Lucy Heartfilias!\And one of them is only wearing a bath towel!\Those are the Twins, Gemini, of the Twelve Zodiac Celestial Spirits.\Sound out the heavens, open the heavens...\Stars across the universe, response:	show yourselves to me
context: That's annoying! Quit your dancing!\In fact, cheer Lucy on properly!\There are now two Lucy Heartfilias!\And one of them is only wearing a bath towel!\Those are the Twins, Gemini, of the Twelve Zodiac Celestial Spirits.\Sound out the heavens, open the heavens...\Stars across the universe,\show yourselves to me response:	with all your brilliance!
context: In fact, cheer Lucy on properly!\There are now two Lucy Heartfilias!\And one of them is only wearing a bath towel!\Those are the Twins, Gemini, of the Twelve Zodiac Celestial Spirits.\Sound out the heavens, open the heavens...\Stars across the universe,\show yourselves to me\with all your brilliance! response:	That magic...
context: There are now two Lucy Heartfilias!\And one of them is only wearing a bath towel!\Those are the Twins, Gemini, of the Twelve Zodiac Celestial Spirits.\Sound out the heavens, open the heavens...\Stars across the universe,\show yourselves to me\with all your brilliance!\That magic... response:	I don't believe it...
context: And one of them is only wearing a bath towel!\Those are the Twins, Gemini, of the Twelve Zodiac Celestial Spirits.\Sound out the heavens, open the heavens...\Stars across the universe,\show yourselves to me\with all your brilliance!\That magic...\I don't believe it... response:	I see...
context: Those are the Twins, Gemini, of the Twelve Zodiac Celestial Spirits.\Sound out the heavens, open the heavens...\Stars across the universe,\show yourselves to me\with all your brilliance!\That magic...\I don't believe it...\I see... response:	She made two of herself to increase her magic power.
context: Sound out the heavens, open the heavens...\Stars across the universe,\show yourselves to me\with all your brilliance!\That magic...\I don't believe it...\I see...\She made two of herself to increase her magic power. response:	Amazing...
context: Stars across the universe,\show yourselves to me\with all your brilliance!\That magic...\I don't believe it...\I see...\She made two of herself to increase her magic power.\Amazing... response:	So she learned the ultimate magic of the stars!
context: show yourselves to me\with all your brilliance!\That magic...\I don't believe it...\I see...\She made two of herself to increase her magic power.\Amazing...\So she learned the ultimate magic of the stars! response:	With the magic power that I have at the moment,
context: with all your brilliance!\That magic...\I don't believe it...\I see...\She made two of herself to increase her magic power.\Amazing...\So she learned the ultimate magic of the stars!\With the magic power that I have at the moment, response:	I can't produce the power that I did then, even with two of me...
context: That magic...\I don't believe it...\I see...\She made two of herself to increase her magic power.\Amazing...\So she learned the ultimate magic of the stars!\With the magic power that I have at the moment,\I can't produce the power that I did then, even with two of me... response:	Tetrabiblos, I am the ruler of the stars.
context: I don't believe it...\I see...\She made two of herself to increase her magic power.\Amazing...\So she learned the ultimate magic of the stars!\With the magic power that I have at the moment,\I can't produce the power that I did then, even with two of me...\Tetrabiblos, I am the ruler of the stars. response:	My aspect is perfection.
context: I see...\She made two of herself to increase her magic power.\Amazing...\So she learned the ultimate magic of the stars!\With the magic power that I have at the moment,\I can't produce the power that I did then, even with two of me...\Tetrabiblos, I am the ruler of the stars.\My aspect is perfection. response:	W-What is this?!
context: She made two of herself to increase her magic power.\Amazing...\So she learned the ultimate magic of the stars!\With the magic power that I have at the moment,\I can't produce the power that I did then, even with two of me...\Tetrabiblos, I am the ruler of the stars.\My aspect is perfection.\W-What is this?! response:	Open thy savage gate!
context: Amazing...\So she learned the ultimate magic of the stars!\With the magic power that I have at the moment,\I can't produce the power that I did then, even with two of me...\Tetrabiblos, I am the ruler of the stars.\My aspect is perfection.\W-What is this?!\Open thy savage gate! response:	This is Fairy Tail!
context: So she learned the ultimate magic of the stars!\With the magic power that I have at the moment,\I can't produce the power that I did then, even with two of me...\Tetrabiblos, I am the ruler of the stars.\My aspect is perfection.\W-What is this?!\Open thy savage gate!\This is Fairy Tail! response:	This is...
context: With the magic power that I have at the moment,\I can't produce the power that I did then, even with two of me...\Tetrabiblos, I am the ruler of the stars.\My aspect is perfection.\W-What is this?!\Open thy savage gate!\This is Fairy Tail!\This is... response:	88 stars of the heavens...
context: I can't produce the power that I did then, even with two of me...\Tetrabiblos, I am the ruler of the stars.\My aspect is perfection.\W-What is this?!\Open thy savage gate!\This is Fairy Tail!\This is...\88 stars of the heavens... response:	Open!
context: Tetrabiblos, I am the ruler of the stars.\My aspect is perfection.\W-What is this?!\Open thy savage gate!\This is Fairy Tail!\This is...\88 stars of the heavens...\Open! response:	The sky filled with stars?!
context: My aspect is perfection.\W-What is this?!\Open thy savage gate!\This is Fairy Tail!\This is...\88 stars of the heavens...\Open!\The sky filled with stars?! response:	What is this?!
context: W-What is this?!\Open thy savage gate!\This is Fairy Tail!\This is...\88 stars of the heavens...\Open!\The sky filled with stars?!\What is this?! response:	Urano Metria!
context: Open thy savage gate!\This is Fairy Tail!\This is...\88 stars of the heavens...\Open!\The sky filled with stars?!\What is this?!\Urano Metria! response:	What the...?
context: This is Fairy Tail!\This is...\88 stars of the heavens...\Open!\The sky filled with stars?!\What is this?!\Urano Metria!\What the...? response:	What went wrong?
context: This is...\88 stars of the heavens...\Open!\The sky filled with stars?!\What is this?!\Urano Metria!\What the...?\What went wrong? response:	W-What?
context: 88 stars of the heavens...\Open!\The sky filled with stars?!\What is this?!\Urano Metria!\What the...?\What went wrong?\W-What? response:	What's going on?
context: Open!\The sky filled with stars?!\What is this?!\Urano Metria!\What the...?\What went wrong?\W-What?\What's going on? response:	Gemini's gone, too.
context: The sky filled with stars?!\What is this?!\Urano Metria!\What the...?\What went wrong?\W-What?\What's going on?\Gemini's gone, too. response:	It all disappeared...?
context: What is this?!\Urano Metria!\What the...?\What went wrong?\W-What?\What's going on?\Gemini's gone, too.\It all disappeared...? response:	Obra!
context: Urano Metria!\What the...?\What went wrong?\W-What?\What's going on?\Gemini's gone, too.\It all disappeared...?\Obra! response:	It was you, wasn't it?!
context: What the...?\What went wrong?\W-What?\What's going on?\Gemini's gone, too.\It all disappeared...?\Obra!\It was you, wasn't it?! response:	I don't believe it...
context: What went wrong?\W-What?\What's going on?\Gemini's gone, too.\It all disappeared...?\Obra!\It was you, wasn't it?!\I don't believe it... response:	Why...?
context: W-What?\What's going on?\Gemini's gone, too.\It all disappeared...?\Obra!\It was you, wasn't it?!\I don't believe it...\Why...? response:	What happened?!
context: What's going on?\Gemini's gone, too.\It all disappeared...?\Obra!\It was you, wasn't it?!\I don't believe it...\Why...?\What happened?! response:	Her magic disappeared?!
context: Gemini's gone, too.\It all disappeared...?\Obra!\It was you, wasn't it?!\I don't believe it...\Why...?\What happened?!\Her magic disappeared?! response:	Lucy seemed to be casting a major spell,
context: It all disappeared...?\Obra!\It was you, wasn't it?!\I don't believe it...\Why...?\What happened?!\Her magic disappeared?!\Lucy seemed to be casting a major spell, response:	but her magic failed?!
context: Obra!\It was you, wasn't it?!\I don't believe it...\Why...?\What happened?!\Her magic disappeared?!\Lucy seemed to be casting a major spell,\but her magic failed?! response:	Yajima-san, what do you think?
context: It was you, wasn't it?!\I don't believe it...\Why...?\What happened?!\Her magic disappeared?!\Lucy seemed to be casting a major spell,\but her magic failed?!\Yajima-san, what do you think? response:	Y-Yajima-san!
context: I don't believe it...\Why...?\What happened?!\Her magic disappeared?!\Lucy seemed to be casting a major spell,\but her magic failed?!\Yajima-san, what do you think?\Y-Yajima-san! response:	Oh, my! Lucy is down for the count!
context: Why...?\What happened?!\Her magic disappeared?!\Lucy seemed to be casting a major spell,\but her magic failed?!\Yajima-san, what do you think?\Y-Yajima-san!\Oh, my! Lucy is down for the count! response:	The match is over!
context: What happened?!\Her magic disappeared?!\Lucy seemed to be casting a major spell,\but her magic failed?!\Yajima-san, what do you think?\Y-Yajima-san!\Oh, my! Lucy is down for the count!\The match is over! response:	The winner is Raven Tail's Flare Corona!
context: Her magic disappeared?!\Lucy seemed to be casting a major spell,\but her magic failed?!\Yajima-san, what do you think?\Y-Yajima-san!\Oh, my! Lucy is down for the count!\The match is over!\The winner is Raven Tail's Flare Corona! response:	There's something fishy about this!
context: Lucy seemed to be casting a major spell,\but her magic failed?!\Yajima-san, what do you think?\Y-Yajima-san!\Oh, my! Lucy is down for the count!\The match is over!\The winner is Raven Tail's Flare Corona!\There's something fishy about this! response:	I didn't see that redhead do anything to make the magic disappear...
context: but her magic failed?!\Yajima-san, what do you think?\Y-Yajima-san!\Oh, my! Lucy is down for the count!\The match is over!\The winner is Raven Tail's Flare Corona!\There's something fishy about this!\I didn't see that redhead do anything to make the magic disappear... response:	She had help from outside the ring.
context: Yajima-san, what do you think?\Y-Yajima-san!\Oh, my! Lucy is down for the count!\The match is over!\The winner is Raven Tail's Flare Corona!\There's something fishy about this!\I didn't see that redhead do anything to make the magic disappear...\She had help from outside the ring. response:	Those jerks cheat!
context: Y-Yajima-san!\Oh, my! Lucy is down for the count!\The match is over!\The winner is Raven Tail's Flare Corona!\There's something fishy about this!\I didn't see that redhead do anything to make the magic disappear...\She had help from outside the ring.\Those jerks cheat! response:	Ivan!
context: Oh, my! Lucy is down for the count!\The match is over!\The winner is Raven Tail's Flare Corona!\There's something fishy about this!\I didn't see that redhead do anything to make the magic disappear...\She had help from outside the ring.\Those jerks cheat!\Ivan! response:	Are you lookin' for a match outside the arena?!
context: The match is over!\The winner is Raven Tail's Flare Corona!\There's something fishy about this!\I didn't see that redhead do anything to make the magic disappear...\She had help from outside the ring.\Those jerks cheat!\Ivan!\Are you lookin' for a match outside the arena?! response:	I win.
context: The winner is Raven Tail's Flare Corona!\There's something fishy about this!\I didn't see that redhead do anything to make the magic disappear...\She had help from outside the ring.\Those jerks cheat!\Ivan!\Are you lookin' for a match outside the arena?!\I win. response:	That's what you get, Blondie!
context: There's something fishy about this!\I didn't see that redhead do anything to make the magic disappear...\She had help from outside the ring.\Those jerks cheat!\Ivan!\Are you lookin' for a match outside the arena?!\I win.\That's what you get, Blondie! response:	You're pathetic! And ugly! And a loser!
context: I didn't see that redhead do anything to make the magic disappear...\She had help from outside the ring.\Those jerks cheat!\Ivan!\Are you lookin' for a match outside the arena?!\I win.\That's what you get, Blondie!\You're pathetic! And ugly! And a loser! response:	What the hell was that, a magic misfire?!
context: She had help from outside the ring.\Those jerks cheat!\Ivan!\Are you lookin' for a match outside the arena?!\I win.\That's what you get, Blondie!\You're pathetic! And ugly! And a loser!\What the hell was that, a magic misfire?! response:	Lame!
context: Those jerks cheat!\Ivan!\Are you lookin' for a match outside the arena?!\I win.\That's what you get, Blondie!\You're pathetic! And ugly! And a loser!\What the hell was that, a magic misfire?!\Lame! response:	So now Raven Tail has 18 points.
context: Ivan!\Are you lookin' for a match outside the arena?!\I win.\That's what you get, Blondie!\You're pathetic! And ugly! And a loser!\What the hell was that, a magic misfire?!\Lame!\So now Raven Tail has 18 points. response:	Fairy Tail... still has zero points!
context: Are you lookin' for a match outside the arena?!\I win.\That's what you get, Blondie!\You're pathetic! And ugly! And a loser!\What the hell was that, a magic misfire?!\Lame!\So now Raven Tail has 18 points.\Fairy Tail... still has zero points! response:	Terrible.
context: I win.\That's what you get, Blondie!\You're pathetic! And ugly! And a loser!\What the hell was that, a magic misfire?!\Lame!\So now Raven Tail has 18 points.\Fairy Tail... still has zero points!\Terrible. response:	If nobody sees it, it's not a breach of the rules.
context: That's what you get, Blondie!\You're pathetic! And ugly! And a loser!\What the hell was that, a magic misfire?!\Lame!\So now Raven Tail has 18 points.\Fairy Tail... still has zero points!\Terrible.\If nobody sees it, it's not a breach of the rules. response:	Nothing could be more cowardly than what they did!
context: You're pathetic! And ugly! And a loser!\What the hell was that, a magic misfire?!\Lame!\So now Raven Tail has 18 points.\Fairy Tail... still has zero points!\Terrible.\If nobody sees it, it's not a breach of the rules.\Nothing could be more cowardly than what they did! response:	I feel kind of sorry for her...
context: What the hell was that, a magic misfire?!\Lame!\So now Raven Tail has 18 points.\Fairy Tail... still has zero points!\Terrible.\If nobody sees it, it's not a breach of the rules.\Nothing could be more cowardly than what they did!\I feel kind of sorry for her... response:	But they only won by using that kind of foul play as back-up.
context: Lame!\So now Raven Tail has 18 points.\Fairy Tail... still has zero points!\Terrible.\If nobody sees it, it's not a breach of the rules.\Nothing could be more cowardly than what they did!\I feel kind of sorry for her...\But they only won by using that kind of foul play as back-up. response:	Still...
context: So now Raven Tail has 18 points.\Fairy Tail... still has zero points!\Terrible.\If nobody sees it, it's not a breach of the rules.\Nothing could be more cowardly than what they did!\I feel kind of sorry for her...\But they only won by using that kind of foul play as back-up.\Still... response:	It was a good magic battle!
context: Fairy Tail... still has zero points!\Terrible.\If nobody sees it, it's not a breach of the rules.\Nothing could be more cowardly than what they did!\I feel kind of sorry for her...\But they only won by using that kind of foul play as back-up.\Still...\It was a good magic battle! response:	Don't cry, Lucy.
context: Terrible.\If nobody sees it, it's not a breach of the rules.\Nothing could be more cowardly than what they did!\I feel kind of sorry for her...\But they only won by using that kind of foul play as back-up.\Still...\It was a good magic battle!\Don't cry, Lucy. response:	Well, after all...
context: If nobody sees it, it's not a breach of the rules.\Nothing could be more cowardly than what they did!\I feel kind of sorry for her...\But they only won by using that kind of foul play as back-up.\Still...\It was a good magic battle!\Don't cry, Lucy.\Well, after all... response:	Let's save the tears for when we win.
context: Nothing could be more cowardly than what they did!\I feel kind of sorry for her...\But they only won by using that kind of foul play as back-up.\Still...\It was a good magic battle!\Don't cry, Lucy.\Well, after all...\Let's save the tears for when we win. response:	You were great.
context: I feel kind of sorry for her...\But they only won by using that kind of foul play as back-up.\Still...\It was a good magic battle!\Don't cry, Lucy.\Well, after all...\Let's save the tears for when we win.\You were great. response:	Thanks to you, I realized we can fight in this world.
context: But they only won by using that kind of foul play as back-up.\Still...\It was a good magic battle!\Don't cry, Lucy.\Well, after all...\Let's save the tears for when we win.\You were great.\Thanks to you, I realized we can fight in this world. response:	Zero points? That makes it fun, don't ya think?
context: Still...\It was a good magic battle!\Don't cry, Lucy.\Well, after all...\Let's save the tears for when we win.\You were great.\Thanks to you, I realized we can fight in this world.\Zero points? That makes it fun, don't ya think? response:	We're gonna turn it around from this point on.
context: It was a good magic battle!\Don't cry, Lucy.\Well, after all...\Let's save the tears for when we win.\You were great.\Thanks to you, I realized we can fight in this world.\Zero points? That makes it fun, don't ya think?\We're gonna turn it around from this point on. response:	Yeah!
context: Don't cry, Lucy.\Well, after all...\Let's save the tears for when we win.\You were great.\Thanks to you, I realized we can fight in this world.\Zero points? That makes it fun, don't ya think?\We're gonna turn it around from this point on.\Yeah! response:	I'm fired up!
context: Well, after all...\Let's save the tears for when we win.\You were great.\Thanks to you, I realized we can fight in this world.\Zero points? That makes it fun, don't ya think?\We're gonna turn it around from this point on.\Yeah!\I'm fired up! response:	So today's A team match is done, huh?
context: Let's save the tears for when we win.\You were great.\Thanks to you, I realized we can fight in this world.\Zero points? That makes it fun, don't ya think?\We're gonna turn it around from this point on.\Yeah!\I'm fired up!\So today's A team match is done, huh? response:	Now we have to cheer on B team.
context: You were great.\Thanks to you, I realized we can fight in this world.\Zero points? That makes it fun, don't ya think?\We're gonna turn it around from this point on.\Yeah!\I'm fired up!\So today's A team match is done, huh?\Now we have to cheer on B team. response:	I hear Jellal's gonna participate for B team next time!
context: Thanks to you, I realized we can fight in this world.\Zero points? That makes it fun, don't ya think?\We're gonna turn it around from this point on.\Yeah!\I'm fired up!\So today's A team match is done, huh?\Now we have to cheer on B team.\I hear Jellal's gonna participate for B team next time! response:	That guy's tough, so I'm lookin' forward to it!
context: Zero points? That makes it fun, don't ya think?\We're gonna turn it around from this point on.\Yeah!\I'm fired up!\So today's A team match is done, huh?\Now we have to cheer on B team.\I hear Jellal's gonna participate for B team next time!\That guy's tough, so I'm lookin' forward to it! response:	Nuh-uh, you gotta call him Mystogan!
context: We're gonna turn it around from this point on.\Yeah!\I'm fired up!\So today's A team match is done, huh?\Now we have to cheer on B team.\I hear Jellal's gonna participate for B team next time!\That guy's tough, so I'm lookin' forward to it!\Nuh-uh, you gotta call him Mystogan! response:	But on the inside, he's Jellal, right?
context: Yeah!\I'm fired up!\So today's A team match is done, huh?\Now we have to cheer on B team.\I hear Jellal's gonna participate for B team next time!\That guy's tough, so I'm lookin' forward to it!\Nuh-uh, you gotta call him Mystogan!\But on the inside, he's Jellal, right? response:	If anybody but a Fairy Tail member participates, we'll be disqualified!
context: I'm fired up!\So today's A team match is done, huh?\Now we have to cheer on B team.\I hear Jellal's gonna participate for B team next time!\That guy's tough, so I'm lookin' forward to it!\Nuh-uh, you gotta call him Mystogan!\But on the inside, he's Jellal, right?\If anybody but a Fairy Tail member participates, we'll be disqualified! response:	And in the first place, he's an escaped convict!
context: So today's A team match is done, huh?\Now we have to cheer on B team.\I hear Jellal's gonna participate for B team next time!\That guy's tough, so I'm lookin' forward to it!\Nuh-uh, you gotta call him Mystogan!\But on the inside, he's Jellal, right?\If anybody but a Fairy Tail member participates, we'll be disqualified!\And in the first place, he's an escaped convict! response:	Next time: Bad Omen!
context: Now we have to cheer on B team.\I hear Jellal's gonna participate for B team next time!\That guy's tough, so I'm lookin' forward to it!\Nuh-uh, you gotta call him Mystogan!\But on the inside, he's Jellal, right?\If anybody but a Fairy Tail member participates, we'll be disqualified!\And in the first place, he's an escaped convict!\Next time: Bad Omen! response:	So I'm fightin' against Jela, huh?
context: I hear Jellal's gonna participate for B team next time!\That guy's tough, so I'm lookin' forward to it!\Nuh-uh, you gotta call him Mystogan!\But on the inside, he's Jellal, right?\If anybody but a Fairy Tail member participates, we'll be disqualified!\And in the first place, he's an escaped convict!\Next time: Bad Omen!\So I'm fightin' against Jela, huh? response:	That's Jura!
context: That guy's tough, so I'm lookin' forward to it!\Nuh-uh, you gotta call him Mystogan!\But on the inside, he's Jellal, right?\If anybody but a Fairy Tail member participates, we'll be disqualified!\And in the first place, he's an escaped convict!\Next time: Bad Omen!\So I'm fightin' against Jela, huh?\That's Jura! response:	You said that on purpose, didn't you?!
