context: J To catch them is my real test J response:	J To train them is my cause J
context: So long! Be back in a flash!\Good luck.\Even if that kid does make it back, well all be long gone.\Just hold on a little longer, Pikachu. Ill get you that super potion!\I got to keep going. Pikachu needs me to get that medicine.\Just dont look down.\Man, that was close!\Thats it. Thats the place! response:	I beg your pardon.
context: Good luck.\Even if that kid does make it back, well all be long gone.\Just hold on a little longer, Pikachu. Ill get you that super potion!\I got to keep going. Pikachu needs me to get that medicine.\Just dont look down.\Man, that was close!\Thats it. Thats the place!\I beg your pardon. response:	Pikachu, dont give up.
context: Even if that kid does make it back, well all be long gone.\Just hold on a little longer, Pikachu. Ill get you that super potion!\I got to keep going. Pikachu needs me to get that medicine.\Just dont look down.\Man, that was close!\Thats it. Thats the place!\I beg your pardon.\Pikachu, dont give up. response:	Ash will be back here with the medicine soon. Just hold on!
context: Just hold on a little longer, Pikachu. Ill get you that super potion!\I got to keep going. Pikachu needs me to get that medicine.\Just dont look down.\Man, that was close!\Thats it. Thats the place!\I beg your pardon.\Pikachu, dont give up.\Ash will be back here with the medicine soon. Just hold on! response:	Where are Jessie and James already?
context: I got to keep going. Pikachu needs me to get that medicine.\Just dont look down.\Man, that was close!\Thats it. Thats the place!\I beg your pardon.\Pikachu, dont give up.\Ash will be back here with the medicine soon. Just hold on!\Where are Jessie and James already? response:	- All right, freeze! - Huh?
context: Just dont look down.\Man, that was close!\Thats it. Thats the place!\I beg your pardon.\Pikachu, dont give up.\Ash will be back here with the medicine soon. Just hold on!\Where are Jessie and James already?\- All right, freeze! - Huh? response:	These are ice packs were gunning, I mean ice guns were packing!
context: Man, that was close!\Thats it. Thats the place!\I beg your pardon.\Pikachu, dont give up.\Ash will be back here with the medicine soon. Just hold on!\Where are Jessie and James already?\- All right, freeze! - Huh?\These are ice packs were gunning, I mean ice guns were packing! response:	Its Team Rocket!
context: Thats it. Thats the place!\I beg your pardon.\Pikachu, dont give up.\Ash will be back here with the medicine soon. Just hold on!\Where are Jessie and James already?\- All right, freeze! - Huh?\These are ice packs were gunning, I mean ice guns were packing!\Its Team Rocket! response:	Cool! Were just like those supervillains in the comic books, except better looking.
context: I beg your pardon.\Pikachu, dont give up.\Ash will be back here with the medicine soon. Just hold on!\Where are Jessie and James already?\- All right, freeze! - Huh?\These are ice packs were gunning, I mean ice guns were packing!\Its Team Rocket!\Cool! Were just like those supervillains in the comic books, except better looking. response:	And even meaner!
context: Pikachu, dont give up.\Ash will be back here with the medicine soon. Just hold on!\Where are Jessie and James already?\- All right, freeze! - Huh?\These are ice packs were gunning, I mean ice guns were packing!\Its Team Rocket!\Cool! Were just like those supervillains in the comic books, except better looking.\And even meaner! response:	Listen up! We want all the flash powder youve got!
context: Ash will be back here with the medicine soon. Just hold on!\Where are Jessie and James already?\- All right, freeze! - Huh?\These are ice packs were gunning, I mean ice guns were packing!\Its Team Rocket!\Cool! Were just like those supervillains in the comic books, except better looking.\And even meaner!\Listen up! We want all the flash powder youve got! response:	- And a large roll of dental floss. - What do you need them for?
context: Where are Jessie and James already?\- All right, freeze! - Huh?\These are ice packs were gunning, I mean ice guns were packing!\Its Team Rocket!\Cool! Were just like those supervillains in the comic books, except better looking.\And even meaner!\Listen up! We want all the flash powder youve got!\- And a large roll of dental floss. - What do you need them for? response:	You want to get rid of the Squirtle Squad, dont you?
context: - All right, freeze! - Huh?\These are ice packs were gunning, I mean ice guns were packing!\Its Team Rocket!\Cool! Were just like those supervillains in the comic books, except better looking.\And even meaner!\Listen up! We want all the flash powder youve got!\- And a large roll of dental floss. - What do you need them for?\You want to get rid of the Squirtle Squad, dont you? response:	The flash powder will scare them out of town!
context: These are ice packs were gunning, I mean ice guns were packing!\Its Team Rocket!\Cool! Were just like those supervillains in the comic books, except better looking.\And even meaner!\Listen up! We want all the flash powder youve got!\- And a large roll of dental floss. - What do you need them for?\You want to get rid of the Squirtle Squad, dont you?\The flash powder will scare them out of town! response:	-The floss is for our teeth. -The Squirtle Squad!
context: Its Team Rocket!\Cool! Were just like those supervillains in the comic books, except better looking.\And even meaner!\Listen up! We want all the flash powder youve got!\- And a large roll of dental floss. - What do you need them for?\You want to get rid of the Squirtle Squad, dont you?\The flash powder will scare them out of town!\-The floss is for our teeth. -The Squirtle Squad! response:	-Ciao for now. -Farewell!
context: Cool! Were just like those supervillains in the comic books, except better looking.\And even meaner!\Listen up! We want all the flash powder youve got!\- And a large roll of dental floss. - What do you need them for?\You want to get rid of the Squirtle Squad, dont you?\The flash powder will scare them out of town!\-The floss is for our teeth. -The Squirtle Squad!\-Ciao for now. -Farewell! response:	Look! Its snowing!
context: And even meaner!\Listen up! We want all the flash powder youve got!\- And a large roll of dental floss. - What do you need them for?\You want to get rid of the Squirtle Squad, dont you?\The flash powder will scare them out of town!\-The floss is for our teeth. -The Squirtle Squad!\-Ciao for now. -Farewell!\Look! Its snowing! response:	Its Team Rocket! Ive got to get back before they get Pikachu!
context: Listen up! We want all the flash powder youve got!\- And a large roll of dental floss. - What do you need them for?\You want to get rid of the Squirtle Squad, dont you?\The flash powder will scare them out of town!\-The floss is for our teeth. -The Squirtle Squad!\-Ciao for now. -Farewell!\Look! Its snowing!\Its Team Rocket! Ive got to get back before they get Pikachu! response:	Super potion, please! Oh, no, I dont need a new gun!
context: - And a large roll of dental floss. - What do you need them for?\You want to get rid of the Squirtle Squad, dont you?\The flash powder will scare them out of town!\-The floss is for our teeth. -The Squirtle Squad!\-Ciao for now. -Farewell!\Look! Its snowing!\Its Team Rocket! Ive got to get back before they get Pikachu!\Super potion, please! Oh, no, I dont need a new gun! response:	-Dont shoot me, please. Im not- - Stop!
context: You want to get rid of the Squirtle Squad, dont you?\The flash powder will scare them out of town!\-The floss is for our teeth. -The Squirtle Squad!\-Ciao for now. -Farewell!\Look! Its snowing!\Its Team Rocket! Ive got to get back before they get Pikachu!\Super potion, please! Oh, no, I dont need a new gun!\-Dont shoot me, please. Im not- - Stop! response:	Drop those! Hes not with Team Rocket!
context: The flash powder will scare them out of town!\-The floss is for our teeth. -The Squirtle Squad!\-Ciao for now. -Farewell!\Look! Its snowing!\Its Team Rocket! Ive got to get back before they get Pikachu!\Super potion, please! Oh, no, I dont need a new gun!\-Dont shoot me, please. Im not- - Stop!\Drop those! Hes not with Team Rocket! response:	Step on it, Jenny. I got to get there by noon!
context: -The floss is for our teeth. -The Squirtle Squad!\-Ciao for now. -Farewell!\Look! Its snowing!\Its Team Rocket! Ive got to get back before they get Pikachu!\Super potion, please! Oh, no, I dont need a new gun!\-Dont shoot me, please. Im not- - Stop!\Drop those! Hes not with Team Rocket!\Step on it, Jenny. I got to get there by noon! response:	Just hang on, Ash! Huh?
context: -Ciao for now. -Farewell!\Look! Its snowing!\Its Team Rocket! Ive got to get back before they get Pikachu!\Super potion, please! Oh, no, I dont need a new gun!\-Dont shoot me, please. Im not- - Stop!\Drop those! Hes not with Team Rocket!\Step on it, Jenny. I got to get there by noon!\Just hang on, Ash! Huh? response:	A dead end.
context: Look! Its snowing!\Its Team Rocket! Ive got to get back before they get Pikachu!\Super potion, please! Oh, no, I dont need a new gun!\-Dont shoot me, please. Im not- - Stop!\Drop those! Hes not with Team Rocket!\Step on it, Jenny. I got to get there by noon!\Just hang on, Ash! Huh?\A dead end. response:	These flash blasts will scare the shells off the Squirtle Squad.
context: Its Team Rocket! Ive got to get back before they get Pikachu!\Super potion, please! Oh, no, I dont need a new gun!\-Dont shoot me, please. Im not- - Stop!\Drop those! Hes not with Team Rocket!\Step on it, Jenny. I got to get there by noon!\Just hang on, Ash! Huh?\A dead end.\These flash blasts will scare the shells off the Squirtle Squad. response:	And in the confusion, well snatch Pikachu!
context: Super potion, please! Oh, no, I dont need a new gun!\-Dont shoot me, please. Im not- - Stop!\Drop those! Hes not with Team Rocket!\Step on it, Jenny. I got to get there by noon!\Just hang on, Ash! Huh?\A dead end.\These flash blasts will scare the shells off the Squirtle Squad.\And in the confusion, well snatch Pikachu! response:	Heres a secret entrance to the cave.
context: -Dont shoot me, please. Im not- - Stop!\Drop those! Hes not with Team Rocket!\Step on it, Jenny. I got to get there by noon!\Just hang on, Ash! Huh?\A dead end.\These flash blasts will scare the shells off the Squirtle Squad.\And in the confusion, well snatch Pikachu!\Heres a secret entrance to the cave. response:	Gee, theres not much room.
context: Drop those! Hes not with Team Rocket!\Step on it, Jenny. I got to get there by noon!\Just hang on, Ash! Huh?\A dead end.\These flash blasts will scare the shells off the Squirtle Squad.\And in the confusion, well snatch Pikachu!\Heres a secret entrance to the cave.\Gee, theres not much room. response:	The passageways too narrow for an adult
context: Step on it, Jenny. I got to get there by noon!\Just hang on, Ash! Huh?\A dead end.\These flash blasts will scare the shells off the Squirtle Squad.\And in the confusion, well snatch Pikachu!\Heres a secret entrance to the cave.\Gee, theres not much room.\The passageways too narrow for an adult response:	-but maybe you can squeeze through. -I can do it!
context: Just hang on, Ash! Huh?\A dead end.\These flash blasts will scare the shells off the Squirtle Squad.\And in the confusion, well snatch Pikachu!\Heres a secret entrance to the cave.\Gee, theres not much room.\The passageways too narrow for an adult\-but maybe you can squeeze through. -I can do it! response:	Be careful, Ash!
context: A dead end.\These flash blasts will scare the shells off the Squirtle Squad.\And in the confusion, well snatch Pikachu!\Heres a secret entrance to the cave.\Gee, theres not much room.\The passageways too narrow for an adult\-but maybe you can squeeze through. -I can do it!\Be careful, Ash! response:	Its too dark to see in here. Hey, I know!
context: These flash blasts will scare the shells off the Squirtle Squad.\And in the confusion, well snatch Pikachu!\Heres a secret entrance to the cave.\Gee, theres not much room.\The passageways too narrow for an adult\-but maybe you can squeeze through. -I can do it!\Be careful, Ash!\Its too dark to see in here. Hey, I know! response:	-Charmander, I choose you! -Char! Char!
context: And in the confusion, well snatch Pikachu!\Heres a secret entrance to the cave.\Gee, theres not much room.\The passageways too narrow for an adult\-but maybe you can squeeze through. -I can do it!\Be careful, Ash!\Its too dark to see in here. Hey, I know!\-Charmander, I choose you! -Char! Char! response:	-Charmander, lead the way! -Charmander!
context: Heres a secret entrance to the cave.\Gee, theres not much room.\The passageways too narrow for an adult\-but maybe you can squeeze through. -I can do it!\Be careful, Ash!\Its too dark to see in here. Hey, I know!\-Charmander, I choose you! -Char! Char!\-Charmander, lead the way! -Charmander! response:	Theyre gone! Pikachu!
context: Gee, theres not much room.\The passageways too narrow for an adult\-but maybe you can squeeze through. -I can do it!\Be careful, Ash!\Its too dark to see in here. Hey, I know!\-Charmander, I choose you! -Char! Char!\-Charmander, lead the way! -Charmander!\Theyre gone! Pikachu! response:	Misty!
context: The passageways too narrow for an adult\-but maybe you can squeeze through. -I can do it!\Be careful, Ash!\Its too dark to see in here. Hey, I know!\-Charmander, I choose you! -Char! Char!\-Charmander, lead the way! -Charmander!\Theyre gone! Pikachu!\Misty! response:	Whatve you done? I told you Id be back by noon and I am!
context: -but maybe you can squeeze through. -I can do it!\Be careful, Ash!\Its too dark to see in here. Hey, I know!\-Charmander, I choose you! -Char! Char!\-Charmander, lead the way! -Charmander!\Theyre gone! Pikachu!\Misty!\Whatve you done? I told you Id be back by noon and I am! response:	What did you do with my friends!
context: Be careful, Ash!\Its too dark to see in here. Hey, I know!\-Charmander, I choose you! -Char! Char!\-Charmander, lead the way! -Charmander!\Theyre gone! Pikachu!\Misty!\Whatve you done? I told you Id be back by noon and I am!\What did you do with my friends! response:	-Were right here. -Huh?
context: Its too dark to see in here. Hey, I know!\-Charmander, I choose you! -Char! Char!\-Charmander, lead the way! -Charmander!\Theyre gone! Pikachu!\Misty!\Whatve you done? I told you Id be back by noon and I am!\What did you do with my friends!\-Were right here. -Huh? response:	-Squirtle... -Wheres the super potion for Pikachu?
context: -Charmander, I choose you! -Char! Char!\-Charmander, lead the way! -Charmander!\Theyre gone! Pikachu!\Misty!\Whatve you done? I told you Id be back by noon and I am!\What did you do with my friends!\-Were right here. -Huh?\-Squirtle... -Wheres the super potion for Pikachu? response:	Oh, uh, here!
context: -Charmander, lead the way! -Charmander!\Theyre gone! Pikachu!\Misty!\Whatve you done? I told you Id be back by noon and I am!\What did you do with my friends!\-Were right here. -Huh?\-Squirtle... -Wheres the super potion for Pikachu?\Oh, uh, here! response:	Hurry! Lets spray it on Pikachu!
context: Theyre gone! Pikachu!\Misty!\Whatve you done? I told you Id be back by noon and I am!\What did you do with my friends!\-Were right here. -Huh?\-Squirtle... -Wheres the super potion for Pikachu?\Oh, uh, here!\Hurry! Lets spray it on Pikachu! response:	-So, Misty, your hair isnt purple. -Nope! Im still a redhead!
context: Misty!\Whatve you done? I told you Id be back by noon and I am!\What did you do with my friends!\-Were right here. -Huh?\-Squirtle... -Wheres the super potion for Pikachu?\Oh, uh, here!\Hurry! Lets spray it on Pikachu!\-So, Misty, your hair isnt purple. -Nope! Im still a redhead! response:	The Squirtle Squad was bluffing!
context: Whatve you done? I told you Id be back by noon and I am!\What did you do with my friends!\-Were right here. -Huh?\-Squirtle... -Wheres the super potion for Pikachu?\Oh, uh, here!\Hurry! Lets spray it on Pikachu!\-So, Misty, your hair isnt purple. -Nope! Im still a redhead!\The Squirtle Squad was bluffing! response:	They play tricks but theyd never change a girls natural hair color!
context: What did you do with my friends!\-Were right here. -Huh?\-Squirtle... -Wheres the super potion for Pikachu?\Oh, uh, here!\Hurry! Lets spray it on Pikachu!\-So, Misty, your hair isnt purple. -Nope! Im still a redhead!\The Squirtle Squad was bluffing!\They play tricks but theyd never change a girls natural hair color! response:	-Hm? -Squirtle. Squirtle. Squirtle...
context: -Were right here. -Huh?\-Squirtle... -Wheres the super potion for Pikachu?\Oh, uh, here!\Hurry! Lets spray it on Pikachu!\-So, Misty, your hair isnt purple. -Nope! Im still a redhead!\The Squirtle Squad was bluffing!\They play tricks but theyd never change a girls natural hair color!\-Hm? -Squirtle. Squirtle. Squirtle... response:	That blast! Its Team Rocket!
context: -Squirtle... -Wheres the super potion for Pikachu?\Oh, uh, here!\Hurry! Lets spray it on Pikachu!\-So, Misty, your hair isnt purple. -Nope! Im still a redhead!\The Squirtle Squad was bluffing!\They play tricks but theyd never change a girls natural hair color!\-Hm? -Squirtle. Squirtle. Squirtle...\That blast! Its Team Rocket! response:	To protect the world from devastation.
context: Oh, uh, here!\Hurry! Lets spray it on Pikachu!\-So, Misty, your hair isnt purple. -Nope! Im still a redhead!\The Squirtle Squad was bluffing!\They play tricks but theyd never change a girls natural hair color!\-Hm? -Squirtle. Squirtle. Squirtle...\That blast! Its Team Rocket!\To protect the world from devastation. response:	To unite all peoples within our nation.
context: Hurry! Lets spray it on Pikachu!\-So, Misty, your hair isnt purple. -Nope! Im still a redhead!\The Squirtle Squad was bluffing!\They play tricks but theyd never change a girls natural hair color!\-Hm? -Squirtle. Squirtle. Squirtle...\That blast! Its Team Rocket!\To protect the world from devastation.\To unite all peoples within our nation. response:	To denounce the evils of truth and love,
context: -So, Misty, your hair isnt purple. -Nope! Im still a redhead!\The Squirtle Squad was bluffing!\They play tricks but theyd never change a girls natural hair color!\-Hm? -Squirtle. Squirtle. Squirtle...\That blast! Its Team Rocket!\To protect the world from devastation.\To unite all peoples within our nation.\To denounce the evils of truth and love, response:	to extend our reach to the stars above...
context: The Squirtle Squad was bluffing!\They play tricks but theyd never change a girls natural hair color!\-Hm? -Squirtle. Squirtle. Squirtle...\That blast! Its Team Rocket!\To protect the world from devastation.\To unite all peoples within our nation.\To denounce the evils of truth and love,\to extend our reach to the stars above... response:	-Jessie. -James.
context: They play tricks but theyd never change a girls natural hair color!\-Hm? -Squirtle. Squirtle. Squirtle...\That blast! Its Team Rocket!\To protect the world from devastation.\To unite all peoples within our nation.\To denounce the evils of truth and love,\to extend our reach to the stars above...\-Jessie. -James. response:	Squirtle Squad, its payback time for insulting Team Rocket.
context: -Hm? -Squirtle. Squirtle. Squirtle...\That blast! Its Team Rocket!\To protect the world from devastation.\To unite all peoples within our nation.\To denounce the evils of truth and love,\to extend our reach to the stars above...\-Jessie. -James.\Squirtle Squad, its payback time for insulting Team Rocket. response:	Bombs away!
context: That blast! Its Team Rocket!\To protect the world from devastation.\To unite all peoples within our nation.\To denounce the evils of truth and love,\to extend our reach to the stars above...\-Jessie. -James.\Squirtle Squad, its payback time for insulting Team Rocket.\Bombs away! response:	Meowth, carry Pikachu up the ladder!
context: To protect the world from devastation.\To unite all peoples within our nation.\To denounce the evils of truth and love,\to extend our reach to the stars above...\-Jessie. -James.\Squirtle Squad, its payback time for insulting Team Rocket.\Bombs away!\Meowth, carry Pikachu up the ladder! response:	And the rest of you are in for a real blast. Get it?
context: To unite all peoples within our nation.\To denounce the evils of truth and love,\to extend our reach to the stars above...\-Jessie. -James.\Squirtle Squad, its payback time for insulting Team Rocket.\Bombs away!\Meowth, carry Pikachu up the ladder!\And the rest of you are in for a real blast. Get it? response:	Meowth!
context: To denounce the evils of truth and love,\to extend our reach to the stars above...\-Jessie. -James.\Squirtle Squad, its payback time for insulting Team Rocket.\Bombs away!\Meowth, carry Pikachu up the ladder!\And the rest of you are in for a real blast. Get it?\Meowth! response:	Pikachu!
context: to extend our reach to the stars above...\-Jessie. -James.\Squirtle Squad, its payback time for insulting Team Rocket.\Bombs away!\Meowth, carry Pikachu up the ladder!\And the rest of you are in for a real blast. Get it?\Meowth!\Pikachu! response:	Quick, run for cover! Head for the cave!
context: -Jessie. -James.\Squirtle Squad, its payback time for insulting Team Rocket.\Bombs away!\Meowth, carry Pikachu up the ladder!\And the rest of you are in for a real blast. Get it?\Meowth!\Pikachu!\Quick, run for cover! Head for the cave! response:	Hurry!
context: Squirtle Squad, its payback time for insulting Team Rocket.\Bombs away!\Meowth, carry Pikachu up the ladder!\And the rest of you are in for a real blast. Get it?\Meowth!\Pikachu!\Quick, run for cover! Head for the cave!\Hurry! response:	Squirtle.
context: Bombs away!\Meowth, carry Pikachu up the ladder!\And the rest of you are in for a real blast. Get it?\Meowth!\Pikachu!\Quick, run for cover! Head for the cave!\Hurry!\Squirtle. response:	-Squirtle! -Squirtle.
context: Meowth, carry Pikachu up the ladder!\And the rest of you are in for a real blast. Get it?\Meowth!\Pikachu!\Quick, run for cover! Head for the cave!\Hurry!\Squirtle.\-Squirtle! -Squirtle. response:	Here I come!
context: And the rest of you are in for a real blast. Get it?\Meowth!\Pikachu!\Quick, run for cover! Head for the cave!\Hurry!\Squirtle.\-Squirtle! -Squirtle.\Here I come! response:	Oh, Ash!
context: Meowth!\Pikachu!\Quick, run for cover! Head for the cave!\Hurry!\Squirtle.\-Squirtle! -Squirtle.\Here I come!\Oh, Ash! response:	Hey, Squirtle, are you okay?
context: Pikachu!\Quick, run for cover! Head for the cave!\Hurry!\Squirtle.\-Squirtle! -Squirtle.\Here I come!\Oh, Ash!\Hey, Squirtle, are you okay? response:	Squirtle...
context: Quick, run for cover! Head for the cave!\Hurry!\Squirtle.\-Squirtle! -Squirtle.\Here I come!\Oh, Ash!\Hey, Squirtle, are you okay?\Squirtle... response:	Here come two more!
context: Hurry!\Squirtle.\-Squirtle! -Squirtle.\Here I come!\Oh, Ash!\Hey, Squirtle, are you okay?\Squirtle...\Here come two more! response:	Save yourself, Squirtle. Run for it!
context: Squirtle.\-Squirtle! -Squirtle.\Here I come!\Oh, Ash!\Hey, Squirtle, are you okay?\Squirtle...\Here come two more!\Save yourself, Squirtle. Run for it! response:	- Whoa, Squirtle! - Squirtle!
context: -Squirtle! -Squirtle.\Here I come!\Oh, Ash!\Hey, Squirtle, are you okay?\Squirtle...\Here come two more!\Save yourself, Squirtle. Run for it!\- Whoa, Squirtle! - Squirtle! response:	Look out!
context: Here I come!\Oh, Ash!\Hey, Squirtle, are you okay?\Squirtle...\Here come two more!\Save yourself, Squirtle. Run for it!\- Whoa, Squirtle! - Squirtle!\Look out! response:	No more Squirtle Squad!
context: Oh, Ash!\Hey, Squirtle, are you okay?\Squirtle...\Here come two more!\Save yourself, Squirtle. Run for it!\- Whoa, Squirtle! - Squirtle!\Look out!\No more Squirtle Squad! response:	The towns going to give us medals and well be heroes!
context: Hey, Squirtle, are you okay?\Squirtle...\Here come two more!\Save yourself, Squirtle. Run for it!\- Whoa, Squirtle! - Squirtle!\Look out!\No more Squirtle Squad!\The towns going to give us medals and well be heroes! response:	Not so fast!
context: Squirtle...\Here come two more!\Save yourself, Squirtle. Run for it!\- Whoa, Squirtle! - Squirtle!\Look out!\No more Squirtle Squad!\The towns going to give us medals and well be heroes!\Not so fast! response:	-Who said that? -Huh?
context: Here come two more!\Save yourself, Squirtle. Run for it!\- Whoa, Squirtle! - Squirtle!\Look out!\No more Squirtle Squad!\The towns going to give us medals and well be heroes!\Not so fast!\-Who said that? -Huh? response:	- Werent they... - Didnt they...
context: Save yourself, Squirtle. Run for it!\- Whoa, Squirtle! - Squirtle!\Look out!\No more Squirtle Squad!\The towns going to give us medals and well be heroes!\Not so fast!\-Who said that? -Huh?\- Werent they... - Didnt they... response:	How did they... - Squirtle! Water Gun attack now!
context: - Whoa, Squirtle! - Squirtle!\Look out!\No more Squirtle Squad!\The towns going to give us medals and well be heroes!\Not so fast!\-Who said that? -Huh?\- Werent they... - Didnt they...\How did they... - Squirtle! Water Gun attack now! response:	Squirtle!
context: Look out!\No more Squirtle Squad!\The towns going to give us medals and well be heroes!\Not so fast!\-Who said that? -Huh?\- Werent they... - Didnt they...\How did they... - Squirtle! Water Gun attack now!\Squirtle! response:	- Come back here! -Pikachu!
context: No more Squirtle Squad!\The towns going to give us medals and well be heroes!\Not so fast!\-Who said that? -Huh?\- Werent they... - Didnt they...\How did they... - Squirtle! Water Gun attack now!\Squirtle!\- Come back here! -Pikachu! response:	Looks like Team Rockets blasting off again!
context: The towns going to give us medals and well be heroes!\Not so fast!\-Who said that? -Huh?\- Werent they... - Didnt they...\How did they... - Squirtle! Water Gun attack now!\Squirtle!\- Come back here! -Pikachu!\Looks like Team Rockets blasting off again! response:	A fire! The blasts must have set it off!
context: Not so fast!\-Who said that? -Huh?\- Werent they... - Didnt they...\How did they... - Squirtle! Water Gun attack now!\Squirtle!\- Come back here! -Pikachu!\Looks like Team Rockets blasting off again!\A fire! The blasts must have set it off! response:	If it keeps burning, the whole town could go up in smoke!
context: -Who said that? -Huh?\- Werent they... - Didnt they...\How did they... - Squirtle! Water Gun attack now!\Squirtle!\- Come back here! -Pikachu!\Looks like Team Rockets blasting off again!\A fire! The blasts must have set it off!\If it keeps burning, the whole town could go up in smoke! response:	-Dont worry, Jenny. Ive got an idea. -Oh.
context: - Werent they... - Didnt they...\How did they... - Squirtle! Water Gun attack now!\Squirtle!\- Come back here! -Pikachu!\Looks like Team Rockets blasting off again!\A fire! The blasts must have set it off!\If it keeps burning, the whole town could go up in smoke!\-Dont worry, Jenny. Ive got an idea. -Oh. response:	Listen, if you Squirtles work together,
context: How did they... - Squirtle! Water Gun attack now!\Squirtle!\- Come back here! -Pikachu!\Looks like Team Rockets blasting off again!\A fire! The blasts must have set it off!\If it keeps burning, the whole town could go up in smoke!\-Dont worry, Jenny. Ive got an idea. -Oh.\Listen, if you Squirtles work together, response:	you can combine your water guns to put out the fire!
context: Squirtle!\- Come back here! -Pikachu!\Looks like Team Rockets blasting off again!\A fire! The blasts must have set it off!\If it keeps burning, the whole town could go up in smoke!\-Dont worry, Jenny. Ive got an idea. -Oh.\Listen, if you Squirtles work together,\you can combine your water guns to put out the fire! response:	And so we gratefully award this certificate to the Squirtle Squad.
context: - Come back here! -Pikachu!\Looks like Team Rockets blasting off again!\A fire! The blasts must have set it off!\If it keeps burning, the whole town could go up in smoke!\-Dont worry, Jenny. Ive got an idea. -Oh.\Listen, if you Squirtles work together,\you can combine your water guns to put out the fire!\And so we gratefully award this certificate to the Squirtle Squad. response:	Thank you for saving our town from the fire.
context: Looks like Team Rockets blasting off again!\A fire! The blasts must have set it off!\If it keeps burning, the whole town could go up in smoke!\-Dont worry, Jenny. Ive got an idea. -Oh.\Listen, if you Squirtles work together,\you can combine your water guns to put out the fire!\And so we gratefully award this certificate to the Squirtle Squad.\Thank you for saving our town from the fire. response:	Because of your skill and bravery,
context: A fire! The blasts must have set it off!\If it keeps burning, the whole town could go up in smoke!\-Dont worry, Jenny. Ive got an idea. -Oh.\Listen, if you Squirtles work together,\you can combine your water guns to put out the fire!\And so we gratefully award this certificate to the Squirtle Squad.\Thank you for saving our town from the fire.\Because of your skill and bravery, response:	we proudly appoint you the town firefighters!
context: If it keeps burning, the whole town could go up in smoke!\-Dont worry, Jenny. Ive got an idea. -Oh.\Listen, if you Squirtles work together,\you can combine your water guns to put out the fire!\And so we gratefully award this certificate to the Squirtle Squad.\Thank you for saving our town from the fire.\Because of your skill and bravery,\we proudly appoint you the town firefighters! response:	Squirtle!
context: -Dont worry, Jenny. Ive got an idea. -Oh.\Listen, if you Squirtles work together,\you can combine your water guns to put out the fire!\And so we gratefully award this certificate to the Squirtle Squad.\Thank you for saving our town from the fire.\Because of your skill and bravery,\we proudly appoint you the town firefighters!\Squirtle! response:	Pi, Pi, Pika, Pikachu.
context: Listen, if you Squirtles work together,\you can combine your water guns to put out the fire!\And so we gratefully award this certificate to the Squirtle Squad.\Thank you for saving our town from the fire.\Because of your skill and bravery,\we proudly appoint you the town firefighters!\Squirtle!\Pi, Pi, Pika, Pikachu. response:	Hey, Ash, that Squirtle is following us!
context: you can combine your water guns to put out the fire!\And so we gratefully award this certificate to the Squirtle Squad.\Thank you for saving our town from the fire.\Because of your skill and bravery,\we proudly appoint you the town firefighters!\Squirtle!\Pi, Pi, Pika, Pikachu.\Hey, Ash, that Squirtle is following us! response:	Squirtle. Squirtle.
context: And so we gratefully award this certificate to the Squirtle Squad.\Thank you for saving our town from the fire.\Because of your skill and bravery,\we proudly appoint you the town firefighters!\Squirtle!\Pi, Pi, Pika, Pikachu.\Hey, Ash, that Squirtle is following us!\Squirtle. Squirtle. response:	Would you like to come along with us, Squirtle?
context: Thank you for saving our town from the fire.\Because of your skill and bravery,\we proudly appoint you the town firefighters!\Squirtle!\Pi, Pi, Pika, Pikachu.\Hey, Ash, that Squirtle is following us!\Squirtle. Squirtle.\Would you like to come along with us, Squirtle? response:	Squirtle!
context: Because of your skill and bravery,\we proudly appoint you the town firefighters!\Squirtle!\Pi, Pi, Pika, Pikachu.\Hey, Ash, that Squirtle is following us!\Squirtle. Squirtle.\Would you like to come along with us, Squirtle?\Squirtle! response:	-Guess Ive caught a new Pokemon! -Pikachu!
context: we proudly appoint you the town firefighters!\Squirtle!\Pi, Pi, Pika, Pikachu.\Hey, Ash, that Squirtle is following us!\Squirtle. Squirtle.\Would you like to come along with us, Squirtle?\Squirtle!\-Guess Ive caught a new Pokemon! -Pikachu! response:	-Caught? What do you mean caught? -Oh, whats the difference?
context: Squirtle!\Pi, Pi, Pika, Pikachu.\Hey, Ash, that Squirtle is following us!\Squirtle. Squirtle.\Would you like to come along with us, Squirtle?\Squirtle!\-Guess Ive caught a new Pokemon! -Pikachu!\-Caught? What do you mean caught? -Oh, whats the difference? response:	Its on our side now!
context: Pi, Pi, Pika, Pikachu.\Hey, Ash, that Squirtle is following us!\Squirtle. Squirtle.\Would you like to come along with us, Squirtle?\Squirtle!\-Guess Ive caught a new Pokemon! -Pikachu!\-Caught? What do you mean caught? -Oh, whats the difference?\Its on our side now! response:	One more adventure, one more new friend,
context: Hey, Ash, that Squirtle is following us!\Squirtle. Squirtle.\Would you like to come along with us, Squirtle?\Squirtle!\-Guess Ive caught a new Pokemon! -Pikachu!\-Caught? What do you mean caught? -Oh, whats the difference?\Its on our side now!\One more adventure, one more new friend, response:	but theres much more excitement waiting just around the bend!
