context: Wh-Who are you... response:	I'll just tell you.
context: The Council of the Seven Virtues watches the worlds.\The Council of the Seven Virtues?\Right now we're currently watching\the Sacraments and you, Hatate Souta, the closest.\It is my job to figure out if\you will bring harm to the worlds.\I couldn't...\Your power is far greater than you realize. response:	We're...
context: The Council of the Seven Virtues?\Right now we're currently watching\the Sacraments and you, Hatate Souta, the closest.\It is my job to figure out if\you will bring harm to the worlds.\I couldn't...\Your power is far greater than you realize.\We're... response:	Nanami...
context: Right now we're currently watching\the Sacraments and you, Hatate Souta, the closest.\It is my job to figure out if\you will bring harm to the worlds.\I couldn't...\Your power is far greater than you realize.\We're...\Nanami... response:	No...
context: the Sacraments and you, Hatate Souta, the closest.\It is my job to figure out if\you will bring harm to the worlds.\I couldn't...\Your power is far greater than you realize.\We're...\Nanami...\No... response:	This is...
context: It is my job to figure out if\you will bring harm to the worlds.\I couldn't...\Your power is far greater than you realize.\We're...\Nanami...\No...\This is... response:	We're on the Premium Ambriel...
context: you will bring harm to the worlds.\I couldn't...\Your power is far greater than you realize.\We're...\Nanami...\No...\This is...\We're on the Premium Ambriel... response:	In this world, I...
context: I couldn't...\Your power is far greater than you realize.\We're...\Nanami...\No...\This is...\We're on the Premium Ambriel...\In this world, I... response:	You're not going to run?
context: Your power is far greater than you realize.\We're...\Nanami...\No...\This is...\We're on the Premium Ambriel...\In this world, I...\You're not going to run? response:	Everyone died.
context: We're...\Nanami...\No...\This is...\We're on the Premium Ambriel...\In this world, I...\You're not going to run?\Everyone died. response:	If I'm going to be alone, then I might as well...
context: Nanami...\No...\This is...\We're on the Premium Ambriel...\In this world, I...\You're not going to run?\Everyone died.\If I'm going to be alone, then I might as well... response:	Wh-What are you doing?
context: No...\This is...\We're on the Premium Ambriel...\In this world, I...\You're not going to run?\Everyone died.\If I'm going to be alone, then I might as well...\Wh-What are you doing? response:	You might think it's
context: This is...\We're on the Premium Ambriel...\In this world, I...\You're not going to run?\Everyone died.\If I'm going to be alone, then I might as well...\Wh-What are you doing?\You might think it's response:	better to die here, but...
context: We're on the Premium Ambriel...\In this world, I...\You're not going to run?\Everyone died.\If I'm going to be alone, then I might as well...\Wh-What are you doing?\You might think it's\better to die here, but... response:	Then...
context: In this world, I...\You're not going to run?\Everyone died.\If I'm going to be alone, then I might as well...\Wh-What are you doing?\You might think it's\better to die here, but...\Then... response:	I still want you to live.
context: You're not going to run?\Everyone died.\If I'm going to be alone, then I might as well...\Wh-What are you doing?\You might think it's\better to die here, but...\Then...\I still want you to live. response:	You will meet people.
context: Everyone died.\If I'm going to be alone, then I might as well...\Wh-What are you doing?\You might think it's\better to die here, but...\Then...\I still want you to live.\You will meet people. response:	People who will be happy you lived.
context: If I'm going to be alone, then I might as well...\Wh-What are you doing?\You might think it's\better to die here, but...\Then...\I still want you to live.\You will meet people.\People who will be happy you lived. response:	Just like I
context: Wh-What are you doing?\You might think it's\better to die here, but...\Then...\I still want you to live.\You will meet people.\People who will be happy you lived.\Just like I response:	met everyone at Quest Dorm.
context: You might think it's\better to die here, but...\Then...\I still want you to live.\You will meet people.\People who will be happy you lived.\Just like I\met everyone at Quest Dorm. response:	Huh?
context: better to die here, but...\Then...\I still want you to live.\You will meet people.\People who will be happy you lived.\Just like I\met everyone at Quest Dorm.\Huh? response:	M-Miyuki-sensei?
context: Then...\I still want you to live.\You will meet people.\People who will be happy you lived.\Just like I\met everyone at Quest Dorm.\Huh?\M-Miyuki-sensei? response:	I didn't think I'd hear about Quest Dorm here.
context: I still want you to live.\You will meet people.\People who will be happy you lived.\Just like I\met everyone at Quest Dorm.\Huh?\M-Miyuki-sensei?\I didn't think I'd hear about Quest Dorm here. response:	Huh?
context: You will meet people.\People who will be happy you lived.\Just like I\met everyone at Quest Dorm.\Huh?\M-Miyuki-sensei?\I didn't think I'd hear about Quest Dorm here.\Huh? response:	Just a little before the Second World War,
context: People who will be happy you lived.\Just like I\met everyone at Quest Dorm.\Huh?\M-Miyuki-sensei?\I didn't think I'd hear about Quest Dorm here.\Huh?\Just a little before the Second World War, response:	my great grandfather went missing underground there.
context: Just like I\met everyone at Quest Dorm.\Huh?\M-Miyuki-sensei?\I didn't think I'd hear about Quest Dorm here.\Huh?\Just a little before the Second World War,\my great grandfather went missing underground there. response:	Under Quest Dorm?
context: met everyone at Quest Dorm.\Huh?\M-Miyuki-sensei?\I didn't think I'd hear about Quest Dorm here.\Huh?\Just a little before the Second World War,\my great grandfather went missing underground there.\Under Quest Dorm? response:	Could that be...
context: Huh?\M-Miyuki-sensei?\I didn't think I'd hear about Quest Dorm here.\Huh?\Just a little before the Second World War,\my great grandfather went missing underground there.\Under Quest Dorm?\Could that be... response:	Sorry, who's you great grandfather?
context: M-Miyuki-sensei?\I didn't think I'd hear about Quest Dorm here.\Huh?\Just a little before the Second World War,\my great grandfather went missing underground there.\Under Quest Dorm?\Could that be...\Sorry, who's you great grandfather? response:	I think his name was Hatate Souta.
context: I didn't think I'd hear about Quest Dorm here.\Huh?\Just a little before the Second World War,\my great grandfather went missing underground there.\Under Quest Dorm?\Could that be...\Sorry, who's you great grandfather?\I think his name was Hatate Souta. response:	I forgot to mention it, but my name is Hatate Miyuki.
context: Huh?\Just a little before the Second World War,\my great grandfather went missing underground there.\Under Quest Dorm?\Could that be...\Sorry, who's you great grandfather?\I think his name was Hatate Souta.\I forgot to mention it, but my name is Hatate Miyuki. response:	Crap.
context: Just a little before the Second World War,\my great grandfather went missing underground there.\Under Quest Dorm?\Could that be...\Sorry, who's you great grandfather?\I think his name was Hatate Souta.\I forgot to mention it, but my name is Hatate Miyuki.\Crap. response:	Miyuki-san!
context: my great grandfather went missing underground there.\Under Quest Dorm?\Could that be...\Sorry, who's you great grandfather?\I think his name was Hatate Souta.\I forgot to mention it, but my name is Hatate Miyuki.\Crap.\Miyuki-san! response:	I'm fine.
context: Under Quest Dorm?\Could that be...\Sorry, who's you great grandfather?\I think his name was Hatate Souta.\I forgot to mention it, but my name is Hatate Miyuki.\Crap.\Miyuki-san!\I'm fine. response:	I have a reason to live now!
context: Could that be...\Sorry, who's you great grandfather?\I think his name was Hatate Souta.\I forgot to mention it, but my name is Hatate Miyuki.\Crap.\Miyuki-san!\I'm fine.\I have a reason to live now! response:	That's the main character flag...
context: Sorry, who's you great grandfather?\I think his name was Hatate Souta.\I forgot to mention it, but my name is Hatate Miyuki.\Crap.\Miyuki-san!\I'm fine.\I have a reason to live now!\That's the main character flag... response:	Your words have given me power,
context: I think his name was Hatate Souta.\I forgot to mention it, but my name is Hatate Miyuki.\Crap.\Miyuki-san!\I'm fine.\I have a reason to live now!\That's the main character flag...\Your words have given me power, response:	and I just like you, I...
context: I forgot to mention it, but my name is Hatate Miyuki.\Crap.\Miyuki-san!\I'm fine.\I have a reason to live now!\That's the main character flag...\Your words have given me power,\and I just like you, I... response:	Where am I...
context: Crap.\Miyuki-san!\I'm fine.\I have a reason to live now!\That's the main character flag...\Your words have given me power,\and I just like you, I...\Where am I... response:	This is the world you started in.
context: Miyuki-san!\I'm fine.\I have a reason to live now!\That's the main character flag...\Your words have given me power,\and I just like you, I...\Where am I...\This is the world you started in. response:	I see.
context: I'm fine.\I have a reason to live now!\That's the main character flag...\Your words have given me power,\and I just like you, I...\Where am I...\This is the world you started in.\I see. response:	I'm back...
context: I have a reason to live now!\That's the main character flag...\Your words have given me power,\and I just like you, I...\Where am I...\This is the world you started in.\I see.\I'm back... response:	That world will revolve around Miyuki MacKenzie, no,
context: That's the main character flag...\Your words have given me power,\and I just like you, I...\Where am I...\This is the world you started in.\I see.\I'm back...\That world will revolve around Miyuki MacKenzie, no, response:	Hatate Miyuki.
context: Your words have given me power,\and I just like you, I...\Where am I...\This is the world you started in.\I see.\I'm back...\That world will revolve around Miyuki MacKenzie, no,\Hatate Miyuki. response:	That's right, as the main character.
context: and I just like you, I...\Where am I...\This is the world you started in.\I see.\I'm back...\That world will revolve around Miyuki MacKenzie, no,\Hatate Miyuki.\That's right, as the main character. response:	You have an enormous power,
context: Where am I...\This is the world you started in.\I see.\I'm back...\That world will revolve around Miyuki MacKenzie, no,\Hatate Miyuki.\That's right, as the main character.\You have an enormous power, response:	capable of altering they very core of a world.
context: This is the world you started in.\I see.\I'm back...\That world will revolve around Miyuki MacKenzie, no,\Hatate Miyuki.\That's right, as the main character.\You have an enormous power,\capable of altering they very core of a world. response:	And using that power, you...
context: I see.\I'm back...\That world will revolve around Miyuki MacKenzie, no,\Hatate Miyuki.\That's right, as the main character.\You have an enormous power,\capable of altering they very core of a world.\And using that power, you... response:	Huh? Is something wrong?
context: I'm back...\That world will revolve around Miyuki MacKenzie, no,\Hatate Miyuki.\That's right, as the main character.\You have an enormous power,\capable of altering they very core of a world.\And using that power, you...\Huh? Is something wrong? response:	You look pale.
context: That world will revolve around Miyuki MacKenzie, no,\Hatate Miyuki.\That's right, as the main character.\You have an enormous power,\capable of altering they very core of a world.\And using that power, you...\Huh? Is something wrong?\You look pale. response:	I'm fine.
context: Hatate Miyuki.\That's right, as the main character.\You have an enormous power,\capable of altering they very core of a world.\And using that power, you...\Huh? Is something wrong?\You look pale.\I'm fine. response:	I'll be fine, after I rest a little.
context: That's right, as the main character.\You have an enormous power,\capable of altering they very core of a world.\And using that power, you...\Huh? Is something wrong?\You look pale.\I'm fine.\I'll be fine, after I rest a little. response:	Huh?
context: You have an enormous power,\capable of altering they very core of a world.\And using that power, you...\Huh? Is something wrong?\You look pale.\I'm fine.\I'll be fine, after I rest a little.\Huh? response:	I finally got closer to the ultimate truth of the world, and I...
context: capable of altering they very core of a world.\And using that power, you...\Huh? Is something wrong?\You look pale.\I'm fine.\I'll be fine, after I rest a little.\Huh?\I finally got closer to the ultimate truth of the world, and I... response:	Wait...
context: And using that power, you...\Huh? Is something wrong?\You look pale.\I'm fine.\I'll be fine, after I rest a little.\Huh?\I finally got closer to the ultimate truth of the world, and I...\Wait... response:	Is the activated death flag in you making you say all of that?
context: Huh? Is something wrong?\You look pale.\I'm fine.\I'll be fine, after I rest a little.\Huh?\I finally got closer to the ultimate truth of the world, and I...\Wait...\Is the activated death flag in you making you say all of that? response:	At this rate, he's going to...
context: You look pale.\I'm fine.\I'll be fine, after I rest a little.\Huh?\I finally got closer to the ultimate truth of the world, and I...\Wait...\Is the activated death flag in you making you say all of that?\At this rate, he's going to... response:	I guess I'll have to do it!
context: I'm fine.\I'll be fine, after I rest a little.\Huh?\I finally got closer to the ultimate truth of the world, and I...\Wait...\Is the activated death flag in you making you say all of that?\At this rate, he's going to...\I guess I'll have to do it! response:	This is death...
context: I'll be fine, after I rest a little.\Huh?\I finally got closer to the ultimate truth of the world, and I...\Wait...\Is the activated death flag in you making you say all of that?\At this rate, he's going to...\I guess I'll have to do it!\This is death... response:	This is fear!
context: Huh?\I finally got closer to the ultimate truth of the world, and I...\Wait...\Is the activated death flag in you making you say all of that?\At this rate, he's going to...\I guess I'll have to do it!\This is death...\This is fear! response:	The truth behind the power to change flags.
context: I finally got closer to the ultimate truth of the world, and I...\Wait...\Is the activated death flag in you making you say all of that?\At this rate, he's going to...\I guess I'll have to do it!\This is death...\This is fear!\The truth behind the power to change flags. response:	You must bear all the fate in the world by yourself.
context: Wait...\Is the activated death flag in you making you say all of that?\At this rate, he's going to...\I guess I'll have to do it!\This is death...\This is fear!\The truth behind the power to change flags.\You must bear all the fate in the world by yourself. response:	What despair!
context: Is the activated death flag in you making you say all of that?\At this rate, he's going to...\I guess I'll have to do it!\This is death...\This is fear!\The truth behind the power to change flags.\You must bear all the fate in the world by yourself.\What despair! response:	I'm afraid!
context: At this rate, he's going to...\I guess I'll have to do it!\This is death...\This is fear!\The truth behind the power to change flags.\You must bear all the fate in the world by yourself.\What despair!\I'm afraid! response:	Afraid! Afraid!
context: I guess I'll have to do it!\This is death...\This is fear!\The truth behind the power to change flags.\You must bear all the fate in the world by yourself.\What despair!\I'm afraid!\Afraid! Afraid! response:	But he's born this burden for so long...
context: This is death...\This is fear!\The truth behind the power to change flags.\You must bear all the fate in the world by yourself.\What despair!\I'm afraid!\Afraid! Afraid!\But he's born this burden for so long... response:	I won't let him die!
context: This is fear!\The truth behind the power to change flags.\You must bear all the fate in the world by yourself.\What despair!\I'm afraid!\Afraid! Afraid!\But he's born this burden for so long...\I won't let him die! response:	This person will save
context: The truth behind the power to change flags.\You must bear all the fate in the world by yourself.\What despair!\I'm afraid!\Afraid! Afraid!\But he's born this burden for so long...\I won't let him die!\This person will save response:	the Council of the Seven Virtues, and the world!
context: You must bear all the fate in the world by yourself.\What despair!\I'm afraid!\Afraid! Afraid!\But he's born this burden for so long...\I won't let him die!\This person will save\the Council of the Seven Virtues, and the world! response:	Please! Mother! Father!
context: What despair!\I'm afraid!\Afraid! Afraid!\But he's born this burden for so long...\I won't let him die!\This person will save\the Council of the Seven Virtues, and the world!\Please! Mother! Father! response:	Everyone! Help me!
context: I'm afraid!\Afraid! Afraid!\But he's born this burden for so long...\I won't let him die!\This person will save\the Council of the Seven Virtues, and the world!\Please! Mother! Father!\Everyone! Help me! response:	I've only delayed its activation temporarily.
context: Afraid! Afraid!\But he's born this burden for so long...\I won't let him die!\This person will save\the Council of the Seven Virtues, and the world!\Please! Mother! Father!\Everyone! Help me!\I've only delayed its activation temporarily. response:	You're so weak, so naIve, but
context: But he's born this burden for so long...\I won't let him die!\This person will save\the Council of the Seven Virtues, and the world!\Please! Mother! Father!\Everyone! Help me!\I've only delayed its activation temporarily.\You're so weak, so naIve, but response:	I'm so proud I saved you.
context: I won't let him die!\This person will save\the Council of the Seven Virtues, and the world!\Please! Mother! Father!\Everyone! Help me!\I've only delayed its activation temporarily.\You're so weak, so naIve, but\I'm so proud I saved you. response:	I didn't know your warmth could be so endearing.
context: This person will save\the Council of the Seven Virtues, and the world!\Please! Mother! Father!\Everyone! Help me!\I've only delayed its activation temporarily.\You're so weak, so naIve, but\I'm so proud I saved you.\I didn't know your warmth could be so endearing. response:	The Sacraments!
context: the Council of the Seven Virtues, and the world!\Please! Mother! Father!\Everyone! Help me!\I've only delayed its activation temporarily.\You're so weak, so naIve, but\I'm so proud I saved you.\I didn't know your warmth could be so endearing.\The Sacraments! response:	I'm sorry.
context: Please! Mother! Father!\Everyone! Help me!\I've only delayed its activation temporarily.\You're so weak, so naIve, but\I'm so proud I saved you.\I didn't know your warmth could be so endearing.\The Sacraments!\I'm sorry. response:	I can't have you doing all of this.
context: Everyone! Help me!\I've only delayed its activation temporarily.\You're so weak, so naIve, but\I'm so proud I saved you.\I didn't know your warmth could be so endearing.\The Sacraments!\I'm sorry.\I can't have you doing all of this. response:	The apostles of the seven virtues know too many things
context: I've only delayed its activation temporarily.\You're so weak, so naIve, but\I'm so proud I saved you.\I didn't know your warmth could be so endearing.\The Sacraments!\I'm sorry.\I can't have you doing all of this.\The apostles of the seven virtues know too many things response:	that he can't be allowed to know.
context: You're so weak, so naIve, but\I'm so proud I saved you.\I didn't know your warmth could be so endearing.\The Sacraments!\I'm sorry.\I can't have you doing all of this.\The apostles of the seven virtues know too many things\that he can't be allowed to know. response:	I'm sorry. I really am.
context: I'm so proud I saved you.\I didn't know your warmth could be so endearing.\The Sacraments!\I'm sorry.\I can't have you doing all of this.\The apostles of the seven virtues know too many things\that he can't be allowed to know.\I'm sorry. I really am. response:	He will find the ultimate truth
context: I didn't know your warmth could be so endearing.\The Sacraments!\I'm sorry.\I can't have you doing all of this.\The apostles of the seven virtues know too many things\that he can't be allowed to know.\I'm sorry. I really am.\He will find the ultimate truth response:	of the world on his own.
context: The Sacraments!\I'm sorry.\I can't have you doing all of this.\The apostles of the seven virtues know too many things\that he can't be allowed to know.\I'm sorry. I really am.\He will find the ultimate truth\of the world on his own. response:	Hm? Are you awake?
context: I'm sorry.\I can't have you doing all of this.\The apostles of the seven virtues know too many things\that he can't be allowed to know.\I'm sorry. I really am.\He will find the ultimate truth\of the world on his own.\Hm? Are you awake? response:	Mei?
context: I can't have you doing all of this.\The apostles of the seven virtues know too many things\that he can't be allowed to know.\I'm sorry. I really am.\He will find the ultimate truth\of the world on his own.\Hm? Are you awake?\Mei? response:	Wait. Why are you...
context: The apostles of the seven virtues know too many things\that he can't be allowed to know.\I'm sorry. I really am.\He will find the ultimate truth\of the world on his own.\Hm? Are you awake?\Mei?\Wait. Why are you... response:	I don't know...
context: that he can't be allowed to know.\I'm sorry. I really am.\He will find the ultimate truth\of the world on his own.\Hm? Are you awake?\Mei?\Wait. Why are you...\I don't know... response:	The next thing I knew I was...
context: I'm sorry. I really am.\He will find the ultimate truth\of the world on his own.\Hm? Are you awake?\Mei?\Wait. Why are you...\I don't know...\The next thing I knew I was... response:	What are you...
context: He will find the ultimate truth\of the world on his own.\Hm? Are you awake?\Mei?\Wait. Why are you...\I don't know...\The next thing I knew I was...\What are you... response:	Complete
context: of the world on his own.\Hm? Are you awake?\Mei?\Wait. Why are you...\I don't know...\The next thing I knew I was...\What are you...\Complete response:	The conquest completed flag?
context: Hm? Are you awake?\Mei?\Wait. Why are you...\I don't know...\The next thing I knew I was...\What are you...\Complete\The conquest completed flag? response:	What are you saying?
context: Mei?\Wait. Why are you...\I don't know...\The next thing I knew I was...\What are you...\Complete\The conquest completed flag?\What are you saying? response:	I don't know what you're talking about.
context: Wait. Why are you...\I don't know...\The next thing I knew I was...\What are you...\Complete\The conquest completed flag?\What are you saying?\I don't know what you're talking about. response:	Mei, can you see flags?
context: I don't know...\The next thing I knew I was...\What are you...\Complete\The conquest completed flag?\What are you saying?\I don't know what you're talking about.\Mei, can you see flags? response:	What about the Council of the Seven Virtues?
context: The next thing I knew I was...\What are you...\Complete\The conquest completed flag?\What are you saying?\I don't know what you're talking about.\Mei, can you see flags?\What about the Council of the Seven Virtues? response:	Flags? The Council of the Seven Virtues?
context: What are you...\Complete\The conquest completed flag?\What are you saying?\I don't know what you're talking about.\Mei, can you see flags?\What about the Council of the Seven Virtues?\Flags? The Council of the Seven Virtues? response:	Her memory's
context: Complete\The conquest completed flag?\What are you saying?\I don't know what you're talking about.\Mei, can you see flags?\What about the Council of the Seven Virtues?\Flags? The Council of the Seven Virtues?\Her memory's response:	gone?
context: The conquest completed flag?\What are you saying?\I don't know what you're talking about.\Mei, can you see flags?\What about the Council of the Seven Virtues?\Flags? The Council of the Seven Virtues?\Her memory's\gone? response:	Roar! Gawo!
context: What are you saying?\I don't know what you're talking about.\Mei, can you see flags?\What about the Council of the Seven Virtues?\Flags? The Council of the Seven Virtues?\Her memory's\gone?\Roar! Gawo! response:	You're half-Japanese, right, Miyuki-sensei?
context: I don't know what you're talking about.\Mei, can you see flags?\What about the Council of the Seven Virtues?\Flags? The Council of the Seven Virtues?\Her memory's\gone?\Roar! Gawo!\You're half-Japanese, right, Miyuki-sensei? response:	It turns out I am.
context: Mei, can you see flags?\What about the Council of the Seven Virtues?\Flags? The Council of the Seven Virtues?\Her memory's\gone?\Roar! Gawo!\You're half-Japanese, right, Miyuki-sensei?\It turns out I am. response:	I'm not sure why you said it turns out, but whatever.
context: What about the Council of the Seven Virtues?\Flags? The Council of the Seven Virtues?\Her memory's\gone?\Roar! Gawo!\You're half-Japanese, right, Miyuki-sensei?\It turns out I am.\I'm not sure why you said it turns out, but whatever. response:	There's a big difference between you and me,
context: Flags? The Council of the Seven Virtues?\Her memory's\gone?\Roar! Gawo!\You're half-Japanese, right, Miyuki-sensei?\It turns out I am.\I'm not sure why you said it turns out, but whatever.\There's a big difference between you and me, response:	even though we're both half-Japanese.
context: Her memory's\gone?\Roar! Gawo!\You're half-Japanese, right, Miyuki-sensei?\It turns out I am.\I'm not sure why you said it turns out, but whatever.\There's a big difference between you and me,\even though we're both half-Japanese. response:	I'm sure your boobs will get bigger.
context: gone?\Roar! Gawo!\You're half-Japanese, right, Miyuki-sensei?\It turns out I am.\I'm not sure why you said it turns out, but whatever.\There's a big difference between you and me,\even though we're both half-Japanese.\I'm sure your boobs will get bigger. response:	I was talking about our height!
context: Roar! Gawo!\You're half-Japanese, right, Miyuki-sensei?\It turns out I am.\I'm not sure why you said it turns out, but whatever.\There's a big difference between you and me,\even though we're both half-Japanese.\I'm sure your boobs will get bigger.\I was talking about our height! response:	Kids grow fast, so I'm sure you'll look different by the start of summer break.
context: You're half-Japanese, right, Miyuki-sensei?\It turns out I am.\I'm not sure why you said it turns out, but whatever.\There's a big difference between you and me,\even though we're both half-Japanese.\I'm sure your boobs will get bigger.\I was talking about our height!\Kids grow fast, so I'm sure you'll look different by the start of summer break. response:	That's the I'm totally not getting bigger flag!
context: It turns out I am.\I'm not sure why you said it turns out, but whatever.\There's a big difference between you and me,\even though we're both half-Japanese.\I'm sure your boobs will get bigger.\I was talking about our height!\Kids grow fast, so I'm sure you'll look different by the start of summer break.\That's the I'm totally not getting bigger flag! response:	Flag 8
context: I'm not sure why you said it turns out, but whatever.\There's a big difference between you and me,\even though we're both half-Japanese.\I'm sure your boobs will get bigger.\I was talking about our height!\Kids grow fast, so I'm sure you'll look different by the start of summer break.\That's the I'm totally not getting bigger flag!\Flag 8 response:	Yellow blue green. Pink yellow pink green blue?
context: There's a big difference between you and me,\even though we're both half-Japanese.\I'm sure your boobs will get bigger.\I was talking about our height!\Kids grow fast, so I'm sure you'll look different by the start of summer break.\That's the I'm totally not getting bigger flag!\Flag 8\Yellow blue green. Pink yellow pink green blue? response:	Roar! Gawo!
context: even though we're both half-Japanese.\I'm sure your boobs will get bigger.\I was talking about our height!\Kids grow fast, so I'm sure you'll look different by the start of summer break.\That's the I'm totally not getting bigger flag!\Flag 8\Yellow blue green. Pink yellow pink green blue?\Roar! Gawo! response:	If Her Flag Breaks
context: I'm sure your boobs will get bigger.\I was talking about our height!\Kids grow fast, so I'm sure you'll look different by the start of summer break.\That's the I'm totally not getting bigger flag!\Flag 8\Yellow blue green. Pink yellow pink green blue?\Roar! Gawo!\If Her Flag Breaks response:	Hope you watch next time.
context: I was talking about our height!\Kids grow fast, so I'm sure you'll look different by the start of summer break.\That's the I'm totally not getting bigger flag!\Flag 8\Yellow blue green. Pink yellow pink green blue?\Roar! Gawo!\If Her Flag Breaks\Hope you watch next time. response:	Illustration: Mizu Asato
