context: OP end ED start response:	ED End
context: And she became pregnant with his son.\But the boy already had a family.\Blessing or curse, the boy's wife couldn't bear children.\So the boy took her child and left for home.\Promising her that he would come back for her one day.\Madame! Madame!\Now that I'm this old, sometimes I think\if only, back then... response:	Madame Jacquotte!
context: But the boy already had a family.\Blessing or curse, the boy's wife couldn't bear children.\So the boy took her child and left for home.\Promising her that he would come back for her one day.\Madame! Madame!\Now that I'm this old, sometimes I think\if only, back then...\Madame Jacquotte! response:	Life, you see,
context: Blessing or curse, the boy's wife couldn't bear children.\So the boy took her child and left for home.\Promising her that he would come back for her one day.\Madame! Madame!\Now that I'm this old, sometimes I think\if only, back then...\Madame Jacquotte!\Life, you see, response:	is just a cycle of loss.
context: So the boy took her child and left for home.\Promising her that he would come back for her one day.\Madame! Madame!\Now that I'm this old, sometimes I think\if only, back then...\Madame Jacquotte!\Life, you see,\is just a cycle of loss. response:	But you must find something to lose it.
context: Promising her that he would come back for her one day.\Madame! Madame!\Now that I'm this old, sometimes I think\if only, back then...\Madame Jacquotte!\Life, you see,\is just a cycle of loss.\But you must find something to lose it. response:	And when you do, the pain of loss grows as much as that little happiness.
context: Madame! Madame!\Now that I'm this old, sometimes I think\if only, back then...\Madame Jacquotte!\Life, you see,\is just a cycle of loss.\But you must find something to lose it.\And when you do, the pain of loss grows as much as that little happiness. response:	But if you have memories of that happiness -
context: Now that I'm this old, sometimes I think\if only, back then...\Madame Jacquotte!\Life, you see,\is just a cycle of loss.\But you must find something to lose it.\And when you do, the pain of loss grows as much as that little happiness.\But if you have memories of that happiness - response:	because you have memories -
context: if only, back then...\Madame Jacquotte!\Life, you see,\is just a cycle of loss.\But you must find something to lose it.\And when you do, the pain of loss grows as much as that little happiness.\But if you have memories of that happiness -\because you have memories - response:	man lives on.
context: Madame Jacquotte!\Life, you see,\is just a cycle of loss.\But you must find something to lose it.\And when you do, the pain of loss grows as much as that little happiness.\But if you have memories of that happiness -\because you have memories -\man lives on. response:	Oh, right. Sorry it's at a time like this, but I found those pictures of Princess Iliya.
context: Life, you see,\is just a cycle of loss.\But you must find something to lose it.\And when you do, the pain of loss grows as much as that little happiness.\But if you have memories of that happiness -\because you have memories -\man lives on.\Oh, right. Sorry it's at a time like this, but I found those pictures of Princess Iliya. response:	Miss Naomi!
context: is just a cycle of loss.\But you must find something to lose it.\And when you do, the pain of loss grows as much as that little happiness.\But if you have memories of that happiness -\because you have memories -\man lives on.\Oh, right. Sorry it's at a time like this, but I found those pictures of Princess Iliya.\Miss Naomi! response:	Filicia. It's okay.
context: But you must find something to lose it.\And when you do, the pain of loss grows as much as that little happiness.\But if you have memories of that happiness -\because you have memories -\man lives on.\Oh, right. Sorry it's at a time like this, but I found those pictures of Princess Iliya.\Miss Naomi!\Filicia. It's okay. response:	I think it was five years ago.
context: And when you do, the pain of loss grows as much as that little happiness.\But if you have memories of that happiness -\because you have memories -\man lives on.\Oh, right. Sorry it's at a time like this, but I found those pictures of Princess Iliya.\Miss Naomi!\Filicia. It's okay.\I think it was five years ago. response:	It was when the Princess came to Seize.
context: But if you have memories of that happiness -\because you have memories -\man lives on.\Oh, right. Sorry it's at a time like this, but I found those pictures of Princess Iliya.\Miss Naomi!\Filicia. It's okay.\I think it was five years ago.\It was when the Princess came to Seize. response:	Is that Shuko?
context: because you have memories -\man lives on.\Oh, right. Sorry it's at a time like this, but I found those pictures of Princess Iliya.\Miss Naomi!\Filicia. It's okay.\I think it was five years ago.\It was when the Princess came to Seize.\Is that Shuko? response:	Rio!
context: man lives on.\Oh, right. Sorry it's at a time like this, but I found those pictures of Princess Iliya.\Miss Naomi!\Filicia. It's okay.\I think it was five years ago.\It was when the Princess came to Seize.\Is that Shuko?\Rio! response:	Actually, I think my parents wanted me
context: Oh, right. Sorry it's at a time like this, but I found those pictures of Princess Iliya.\Miss Naomi!\Filicia. It's okay.\I think it was five years ago.\It was when the Princess came to Seize.\Is that Shuko?\Rio!\Actually, I think my parents wanted me response:	to find a husband and succeed the family.
context: Miss Naomi!\Filicia. It's okay.\I think it was five years ago.\It was when the Princess came to Seize.\Is that Shuko?\Rio!\Actually, I think my parents wanted me\to find a husband and succeed the family. response:	But I fell in love with the sound of that trumpet.
context: Filicia. It's okay.\I think it was five years ago.\It was when the Princess came to Seize.\Is that Shuko?\Rio!\Actually, I think my parents wanted me\to find a husband and succeed the family.\But I fell in love with the sound of that trumpet. response:	I just couldn't forget it.
context: I think it was five years ago.\It was when the Princess came to Seize.\Is that Shuko?\Rio!\Actually, I think my parents wanted me\to find a husband and succeed the family.\But I fell in love with the sound of that trumpet.\I just couldn't forget it. response:	She was Iliya, wasn't she?
context: It was when the Princess came to Seize.\Is that Shuko?\Rio!\Actually, I think my parents wanted me\to find a husband and succeed the family.\But I fell in love with the sound of that trumpet.\I just couldn't forget it.\She was Iliya, wasn't she? response:	You really did meet her.
context: Is that Shuko?\Rio!\Actually, I think my parents wanted me\to find a husband and succeed the family.\But I fell in love with the sound of that trumpet.\I just couldn't forget it.\She was Iliya, wasn't she?\You really did meet her. response:	It's all so wonderful. Iliya's sound echoed through me...
context: Rio!\Actually, I think my parents wanted me\to find a husband and succeed the family.\But I fell in love with the sound of that trumpet.\I just couldn't forget it.\She was Iliya, wasn't she?\You really did meet her.\It's all so wonderful. Iliya's sound echoed through me... response:	Then you and I met.
context: Actually, I think my parents wanted me\to find a husband and succeed the family.\But I fell in love with the sound of that trumpet.\I just couldn't forget it.\She was Iliya, wasn't she?\You really did meet her.\It's all so wonderful. Iliya's sound echoed through me...\Then you and I met. response:	I think I might have run away. To this city.
context: to find a husband and succeed the family.\But I fell in love with the sound of that trumpet.\I just couldn't forget it.\She was Iliya, wasn't she?\You really did meet her.\It's all so wonderful. Iliya's sound echoed through me...\Then you and I met.\I think I might have run away. To this city. response:	So at first, I didn't care.
context: But I fell in love with the sound of that trumpet.\I just couldn't forget it.\She was Iliya, wasn't she?\You really did meet her.\It's all so wonderful. Iliya's sound echoed through me...\Then you and I met.\I think I might have run away. To this city.\So at first, I didn't care. response:	I thought I would leave this place one day.
context: I just couldn't forget it.\She was Iliya, wasn't she?\You really did meet her.\It's all so wonderful. Iliya's sound echoed through me...\Then you and I met.\I think I might have run away. To this city.\So at first, I didn't care.\I thought I would leave this place one day. response:	But I honestly don't want to leave this place now.
context: She was Iliya, wasn't she?\You really did meet her.\It's all so wonderful. Iliya's sound echoed through me...\Then you and I met.\I think I might have run away. To this city.\So at first, I didn't care.\I thought I would leave this place one day.\But I honestly don't want to leave this place now. response:	That's why I must leave now.
context: You really did meet her.\It's all so wonderful. Iliya's sound echoed through me...\Then you and I met.\I think I might have run away. To this city.\So at first, I didn't care.\I thought I would leave this place one day.\But I honestly don't want to leave this place now.\That's why I must leave now. response:	Because I can do it.
context: It's all so wonderful. Iliya's sound echoed through me...\Then you and I met.\I think I might have run away. To this city.\So at first, I didn't care.\I thought I would leave this place one day.\But I honestly don't want to leave this place now.\That's why I must leave now.\Because I can do it. response:	Because it's something only I can do.
context: Then you and I met.\I think I might have run away. To this city.\So at first, I didn't care.\I thought I would leave this place one day.\But I honestly don't want to leave this place now.\That's why I must leave now.\Because I can do it.\Because it's something only I can do. response:	I have no intention to say goodbye.
context: I think I might have run away. To this city.\So at first, I didn't care.\I thought I would leave this place one day.\But I honestly don't want to leave this place now.\That's why I must leave now.\Because I can do it.\Because it's something only I can do.\I have no intention to say goodbye. response:	No matter how far apart we are,
context: So at first, I didn't care.\I thought I would leave this place one day.\But I honestly don't want to leave this place now.\That's why I must leave now.\Because I can do it.\Because it's something only I can do.\I have no intention to say goodbye.\No matter how far apart we are, response:	the sound will surely echo.
context: I thought I would leave this place one day.\But I honestly don't want to leave this place now.\That's why I must leave now.\Because I can do it.\Because it's something only I can do.\I have no intention to say goodbye.\No matter how far apart we are,\the sound will surely echo. response:	Surely echo...
context: But I honestly don't want to leave this place now.\That's why I must leave now.\Because I can do it.\Because it's something only I can do.\I have no intention to say goodbye.\No matter how far apart we are,\the sound will surely echo.\Surely echo... response:	and reach.
context: That's why I must leave now.\Because I can do it.\Because it's something only I can do.\I have no intention to say goodbye.\No matter how far apart we are,\the sound will surely echo.\Surely echo...\and reach. response:	Kanata. Did I make a good role model?
context: Because I can do it.\Because it's something only I can do.\I have no intention to say goodbye.\No matter how far apart we are,\the sound will surely echo.\Surely echo...\and reach.\Kanata. Did I make a good role model? response:	Yes.
context: Because it's something only I can do.\I have no intention to say goodbye.\No matter how far apart we are,\the sound will surely echo.\Surely echo...\and reach.\Kanata. Did I make a good role model?\Yes. response:	And so, Rio left us.
context: I have no intention to say goodbye.\No matter how far apart we are,\the sound will surely echo.\Surely echo...\and reach.\Kanata. Did I make a good role model?\Yes.\And so, Rio left us. response:	She left, echoing within me forever,
context: No matter how far apart we are,\the sound will surely echo.\Surely echo...\and reach.\Kanata. Did I make a good role model?\Yes.\And so, Rio left us.\She left, echoing within me forever, response:	the wonderful, wonderful sound of the sky.
context: the sound will surely echo.\Surely echo...\and reach.\Kanata. Did I make a good role model?\Yes.\And so, Rio left us.\She left, echoing within me forever,\the wonderful, wonderful sound of the sky. response:	Next time: A Visitor - A Snowy Field of Fire
