context: Sign: Akemi Homura response:	Bring a condom! >_> Buy a condominium! <_<
context: Homura-chan...\To save you.\That was my final wish.\And now,\it is already my final checkpoint.\It's fine if you don't understand.\It's fine if I can't make you understand anything.\But I am still... response:	Please!
context: To save you.\That was my final wish.\And now,\it is already my final checkpoint.\It's fine if you don't understand.\It's fine if I can't make you understand anything.\But I am still...\Please! response:	Please let me protect you!
context: That was my final wish.\And now,\it is already my final checkpoint.\It's fine if you don't understand.\It's fine if I can't make you understand anything.\But I am still...\Please!\Please let me protect you! response:	The thunderclouds are breaking, gathering, and spinning with shocking power.
context: And now,\it is already my final checkpoint.\It's fine if you don't understand.\It's fine if I can't make you understand anything.\But I am still...\Please!\Please let me protect you!\The thunderclouds are breaking, gathering, and spinning with shocking power. response:	It's clearly a premonition of a supercell.
context: it is already my final checkpoint.\It's fine if you don't understand.\It's fine if I can't make you understand anything.\But I am still...\Please!\Please let me protect you!\The thunderclouds are breaking, gathering, and spinning with shocking power.\It's clearly a premonition of a supercell. response:	Issue the disaster warnings immediately!
context: It's fine if you don't understand.\It's fine if I can't make you understand anything.\But I am still...\Please!\Please let me protect you!\The thunderclouds are breaking, gathering, and spinning with shocking power.\It's clearly a premonition of a supercell.\Issue the disaster warnings immediately! response:	It's here.
context: It's fine if I can't make you understand anything.\But I am still...\Please!\Please let me protect you!\The thunderclouds are breaking, gathering, and spinning with shocking power.\It's clearly a premonition of a supercell.\Issue the disaster warnings immediately!\It's here. response:	So, spending the night outside today?
context: But I am still...\Please!\Please let me protect you!\The thunderclouds are breaking, gathering, and spinning with shocking power.\It's clearly a premonition of a supercell.\Issue the disaster warnings immediately!\It's here.\So, spending the night outside today? response:	Camping?
context: Please!\Please let me protect you!\The thunderclouds are breaking, gathering, and spinning with shocking power.\It's clearly a premonition of a supercell.\Issue the disaster warnings immediately!\It's here.\So, spending the night outside today?\Camping? response:	That's right.
context: Please let me protect you!\The thunderclouds are breaking, gathering, and spinning with shocking power.\It's clearly a premonition of a supercell.\Issue the disaster warnings immediately!\It's here.\So, spending the night outside today?\Camping?\That's right. response:	Today is a camp with everyone!
context: The thunderclouds are breaking, gathering, and spinning with shocking power.\It's clearly a premonition of a supercell.\Issue the disaster warnings immediately!\It's here.\So, spending the night outside today?\Camping?\That's right.\Today is a camp with everyone! response:	Homura-chan.
context: It's clearly a premonition of a supercell.\Issue the disaster warnings immediately!\It's here.\So, spending the night outside today?\Camping?\That's right.\Today is a camp with everyone!\Homura-chan. response:	This time, I must...
context: Issue the disaster warnings immediately!\It's here.\So, spending the night outside today?\Camping?\That's right.\Today is a camp with everyone!\Homura-chan.\This time, I must... response:	bring a conclusion!
context: It's here.\So, spending the night outside today?\Camping?\That's right.\Today is a camp with everyone!\Homura-chan.\This time, I must...\bring a conclusion! response:	What is it, Madoka?
context: So, spending the night outside today?\Camping?\That's right.\Today is a camp with everyone!\Homura-chan.\This time, I must...\bring a conclusion!\What is it, Madoka? response:	I'm just going to the toilet.
context: Camping?\That's right.\Today is a camp with everyone!\Homura-chan.\This time, I must...\bring a conclusion!\What is it, Madoka?\I'm just going to the toilet. response:	Homura-chan said she can win by herself. Is that true?
context: That's right.\Today is a camp with everyone!\Homura-chan.\This time, I must...\bring a conclusion!\What is it, Madoka?\I'm just going to the toilet.\Homura-chan said she can win by herself. Is that true? response:	Even if I were to say no, would you believe me?
context: Today is a camp with everyone!\Homura-chan.\This time, I must...\bring a conclusion!\What is it, Madoka?\I'm just going to the toilet.\Homura-chan said she can win by herself. Is that true?\Even if I were to say no, would you believe me? response:	Right now, words are meaningless.
context: Homura-chan.\This time, I must...\bring a conclusion!\What is it, Madoka?\I'm just going to the toilet.\Homura-chan said she can win by herself. Is that true?\Even if I were to say no, would you believe me?\Right now, words are meaningless. response:	You should just watch how things end up.
context: This time, I must...\bring a conclusion!\What is it, Madoka?\I'm just going to the toilet.\Homura-chan said she can win by herself. Is that true?\Even if I were to say no, would you believe me?\Right now, words are meaningless.\You should just watch how things end up. response:	Against the Walpurgis Night, how far can Akemi Homura go?
context: bring a conclusion!\What is it, Madoka?\I'm just going to the toilet.\Homura-chan said she can win by herself. Is that true?\Even if I were to say no, would you believe me?\Right now, words are meaningless.\You should just watch how things end up.\Against the Walpurgis Night, how far can Akemi Homura go? response:	Why does she fight and risk everything?
context: What is it, Madoka?\I'm just going to the toilet.\Homura-chan said she can win by herself. Is that true?\Even if I were to say no, would you believe me?\Right now, words are meaningless.\You should just watch how things end up.\Against the Walpurgis Night, how far can Akemi Homura go?\Why does she fight and risk everything? response:	Because she is still pursuing hope.
context: I'm just going to the toilet.\Homura-chan said she can win by herself. Is that true?\Even if I were to say no, would you believe me?\Right now, words are meaningless.\You should just watch how things end up.\Against the Walpurgis Night, how far can Akemi Homura go?\Why does she fight and risk everything?\Because she is still pursuing hope. response:	When she is forced to, she will also give up on this time axis, and continue fighting alone.
context: Homura-chan said she can win by herself. Is that true?\Even if I were to say no, would you believe me?\Right now, words are meaningless.\You should just watch how things end up.\Against the Walpurgis Night, how far can Akemi Homura go?\Why does she fight and risk everything?\Because she is still pursuing hope.\When she is forced to, she will also give up on this time axis, and continue fighting alone. response:	No matter how many times, she refuses to quit;
context: Even if I were to say no, would you believe me?\Right now, words are meaningless.\You should just watch how things end up.\Against the Walpurgis Night, how far can Akemi Homura go?\Why does she fight and risk everything?\Because she is still pursuing hope.\When she is forced to, she will also give up on this time axis, and continue fighting alone.\No matter how many times, she refuses to quit; response:	therefore repeating this meaningless and endless cycle.
context: Right now, words are meaningless.\You should just watch how things end up.\Against the Walpurgis Night, how far can Akemi Homura go?\Why does she fight and risk everything?\Because she is still pursuing hope.\When she is forced to, she will also give up on this time axis, and continue fighting alone.\No matter how many times, she refuses to quit;\therefore repeating this meaningless and endless cycle. response:	To her, stopping is equivalent to giving up.
context: You should just watch how things end up.\Against the Walpurgis Night, how far can Akemi Homura go?\Why does she fight and risk everything?\Because she is still pursuing hope.\When she is forced to, she will also give up on this time axis, and continue fighting alone.\No matter how many times, she refuses to quit;\therefore repeating this meaningless and endless cycle.\To her, stopping is equivalent to giving up. response:	When she realizes that anything she does is meaningless...
context: Against the Walpurgis Night, how far can Akemi Homura go?\Why does she fight and risk everything?\Because she is still pursuing hope.\When she is forced to, she will also give up on this time axis, and continue fighting alone.\No matter how many times, she refuses to quit;\therefore repeating this meaningless and endless cycle.\To her, stopping is equivalent to giving up.\When she realizes that anything she does is meaningless... response:	When she realizes for certain that anything she does cannot change your fate,
context: Why does she fight and risk everything?\Because she is still pursuing hope.\When she is forced to, she will also give up on this time axis, and continue fighting alone.\No matter how many times, she refuses to quit;\therefore repeating this meaningless and endless cycle.\To her, stopping is equivalent to giving up.\When she realizes that anything she does is meaningless...\When she realizes for certain that anything she does cannot change your fate, response:	Akemi Homura will fall into despair, and become a Grief Seed.
context: Because she is still pursuing hope.\When she is forced to, she will also give up on this time axis, and continue fighting alone.\No matter how many times, she refuses to quit;\therefore repeating this meaningless and endless cycle.\To her, stopping is equivalent to giving up.\When she realizes that anything she does is meaningless...\When she realizes for certain that anything she does cannot change your fate,\Akemi Homura will fall into despair, and become a Grief Seed. response:	She understands that.
context: When she is forced to, she will also give up on this time axis, and continue fighting alone.\No matter how many times, she refuses to quit;\therefore repeating this meaningless and endless cycle.\To her, stopping is equivalent to giving up.\When she realizes that anything she does is meaningless...\When she realizes for certain that anything she does cannot change your fate,\Akemi Homura will fall into despair, and become a Grief Seed.\She understands that. response:	Therefore, it is not up to her at all.
context: No matter how many times, she refuses to quit;\therefore repeating this meaningless and endless cycle.\To her, stopping is equivalent to giving up.\When she realizes that anything she does is meaningless...\When she realizes for certain that anything she does cannot change your fate,\Akemi Homura will fall into despair, and become a Grief Seed.\She understands that.\Therefore, it is not up to her at all. response:	Regardless of if she can win or not, her only option is to fight.
context: therefore repeating this meaningless and endless cycle.\To her, stopping is equivalent to giving up.\When she realizes that anything she does is meaningless...\When she realizes for certain that anything she does cannot change your fate,\Akemi Homura will fall into despair, and become a Grief Seed.\She understands that.\Therefore, it is not up to her at all.\Regardless of if she can win or not, her only option is to fight. response:	As long as she believes there is hope, she can't be saved?
context: To her, stopping is equivalent to giving up.\When she realizes that anything she does is meaningless...\When she realizes for certain that anything she does cannot change your fate,\Akemi Homura will fall into despair, and become a Grief Seed.\She understands that.\Therefore, it is not up to her at all.\Regardless of if she can win or not, her only option is to fight.\As long as she believes there is hope, she can't be saved? response:	Right.
context: When she realizes that anything she does is meaningless...\When she realizes for certain that anything she does cannot change your fate,\Akemi Homura will fall into despair, and become a Grief Seed.\She understands that.\Therefore, it is not up to her at all.\Regardless of if she can win or not, her only option is to fight.\As long as she believes there is hope, she can't be saved?\Right. response:	Just like all the past Mahou Shoujo.
context: When she realizes for certain that anything she does cannot change your fate,\Akemi Homura will fall into despair, and become a Grief Seed.\She understands that.\Therefore, it is not up to her at all.\Regardless of if she can win or not, her only option is to fight.\As long as she believes there is hope, she can't be saved?\Right.\Just like all the past Mahou Shoujo. response:	Madoka, you've seen it too.
context: Akemi Homura will fall into despair, and become a Grief Seed.\She understands that.\Therefore, it is not up to her at all.\Regardless of if she can win or not, her only option is to fight.\As long as she believes there is hope, she can't be saved?\Right.\Just like all the past Mahou Shoujo.\Madoka, you've seen it too. response:	But, but!
context: She understands that.\Therefore, it is not up to her at all.\Regardless of if she can win or not, her only option is to fight.\As long as she believes there is hope, she can't be saved?\Right.\Just like all the past Mahou Shoujo.\Madoka, you've seen it too.\But, but! response:	Where are you going?
context: Therefore, it is not up to her at all.\Regardless of if she can win or not, her only option is to fight.\As long as she believes there is hope, she can't be saved?\Right.\Just like all the past Mahou Shoujo.\Madoka, you've seen it too.\But, but!\Where are you going? response:	Mama.
context: Regardless of if she can win or not, her only option is to fight.\As long as she believes there is hope, she can't be saved?\Right.\Just like all the past Mahou Shoujo.\Madoka, you've seen it too.\But, but!\Where are you going?\Mama. response:	I am going to save a friend.
context: As long as she believes there is hope, she can't be saved?\Right.\Just like all the past Mahou Shoujo.\Madoka, you've seen it too.\But, but!\Where are you going?\Mama.\I am going to save a friend. response:	Leave it to the firefighters.
context: Right.\Just like all the past Mahou Shoujo.\Madoka, you've seen it too.\But, but!\Where are you going?\Mama.\I am going to save a friend.\Leave it to the firefighters. response:	Outsiders should not interfere.
context: Just like all the past Mahou Shoujo.\Madoka, you've seen it too.\But, but!\Where are you going?\Mama.\I am going to save a friend.\Leave it to the firefighters.\Outsiders should not interfere. response:	I have to go!
context: Madoka, you've seen it too.\But, but!\Where are you going?\Mama.\I am going to save a friend.\Leave it to the firefighters.\Outsiders should not interfere.\I have to go! response:	Your life does not only belong to you!
context: But, but!\Where are you going?\Mama.\I am going to save a friend.\Leave it to the firefighters.\Outsiders should not interfere.\I have to go!\Your life does not only belong to you! response:	Doing these kinds of reckless things will...
context: Where are you going?\Mama.\I am going to save a friend.\Leave it to the firefighters.\Outsiders should not interfere.\I have to go!\Your life does not only belong to you!\Doing these kinds of reckless things will... response:	I know!
context: Mama.\I am going to save a friend.\Leave it to the firefighters.\Outsiders should not interfere.\I have to go!\Your life does not only belong to you!\Doing these kinds of reckless things will...\I know! response:	I understand it well.
context: I am going to save a friend.\Leave it to the firefighters.\Outsiders should not interfere.\I have to go!\Your life does not only belong to you!\Doing these kinds of reckless things will...\I know!\I understand it well. response:	I love Mama and Papa, too.
context: Leave it to the firefighters.\Outsiders should not interfere.\I have to go!\Your life does not only belong to you!\Doing these kinds of reckless things will...\I know!\I understand it well.\I love Mama and Papa, too. response:	I know how much you care about me.
context: Outsiders should not interfere.\I have to go!\Your life does not only belong to you!\Doing these kinds of reckless things will...\I know!\I understand it well.\I love Mama and Papa, too.\I know how much you care about me. response:	I know I cannot throw myself away.
context: I have to go!\Your life does not only belong to you!\Doing these kinds of reckless things will...\I know!\I understand it well.\I love Mama and Papa, too.\I know how much you care about me.\I know I cannot throw myself away. response:	But this is different!
context: Your life does not only belong to you!\Doing these kinds of reckless things will...\I know!\I understand it well.\I love Mama and Papa, too.\I know how much you care about me.\I know I cannot throw myself away.\But this is different! response:	Because everyone is important, everyone must be protected.
context: Doing these kinds of reckless things will...\I know!\I understand it well.\I love Mama and Papa, too.\I know how much you care about me.\I know I cannot throw myself away.\But this is different!\Because everyone is important, everyone must be protected. response:	That's why I have a place that I definitely must go to!
context: I know!\I understand it well.\I love Mama and Papa, too.\I know how much you care about me.\I know I cannot throw myself away.\But this is different!\Because everyone is important, everyone must be protected.\That's why I have a place that I definitely must go to! response:	Can't you tell me the reason?
context: I understand it well.\I love Mama and Papa, too.\I know how much you care about me.\I know I cannot throw myself away.\But this is different!\Because everyone is important, everyone must be protected.\That's why I have a place that I definitely must go to!\Can't you tell me the reason? response:	Then bring me along with you.
context: I love Mama and Papa, too.\I know how much you care about me.\I know I cannot throw myself away.\But this is different!\Because everyone is important, everyone must be protected.\That's why I have a place that I definitely must go to!\Can't you tell me the reason?\Then bring me along with you. response:	No way, Mama should stay with Papa and Tatsuya.
context: I know how much you care about me.\I know I cannot throw myself away.\But this is different!\Because everyone is important, everyone must be protected.\That's why I have a place that I definitely must go to!\Can't you tell me the reason?\Then bring me along with you.\No way, Mama should stay with Papa and Tatsuya. response:	Don't let them worry.
context: I know I cannot throw myself away.\But this is different!\Because everyone is important, everyone must be protected.\That's why I have a place that I definitely must go to!\Can't you tell me the reason?\Then bring me along with you.\No way, Mama should stay with Papa and Tatsuya.\Don't let them worry. response:	Mama, didn't you tell me that you raised me to be a good child?
context: But this is different!\Because everyone is important, everyone must be protected.\That's why I have a place that I definitely must go to!\Can't you tell me the reason?\Then bring me along with you.\No way, Mama should stay with Papa and Tatsuya.\Don't let them worry.\Mama, didn't you tell me that you raised me to be a good child? response:	Not to tell lies, and not to do bad things.
context: Because everyone is important, everyone must be protected.\That's why I have a place that I definitely must go to!\Can't you tell me the reason?\Then bring me along with you.\No way, Mama should stay with Papa and Tatsuya.\Don't let them worry.\Mama, didn't you tell me that you raised me to be a good child?\Not to tell lies, and not to do bad things. response:	Can you still trust me now, like you did before?
context: That's why I have a place that I definitely must go to!\Can't you tell me the reason?\Then bring me along with you.\No way, Mama should stay with Papa and Tatsuya.\Don't let them worry.\Mama, didn't you tell me that you raised me to be a good child?\Not to tell lies, and not to do bad things.\Can you still trust me now, like you did before? response:	Can you still believe that what I'm doing is right?
context: Can't you tell me the reason?\Then bring me along with you.\No way, Mama should stay with Papa and Tatsuya.\Don't let them worry.\Mama, didn't you tell me that you raised me to be a good child?\Not to tell lies, and not to do bad things.\Can you still trust me now, like you did before?\Can you still believe that what I'm doing is right? response:	You're definitely not doing something stupid?
context: Then bring me along with you.\No way, Mama should stay with Papa and Tatsuya.\Don't let them worry.\Mama, didn't you tell me that you raised me to be a good child?\Not to tell lies, and not to do bad things.\Can you still trust me now, like you did before?\Can you still believe that what I'm doing is right?\You're definitely not doing something stupid? response:	Or being deceived by someone?
context: No way, Mama should stay with Papa and Tatsuya.\Don't let them worry.\Mama, didn't you tell me that you raised me to be a good child?\Not to tell lies, and not to do bad things.\Can you still trust me now, like you did before?\Can you still believe that what I'm doing is right?\You're definitely not doing something stupid?\Or being deceived by someone? response:	Thank you, Mama.
context: Don't let them worry.\Mama, didn't you tell me that you raised me to be a good child?\Not to tell lies, and not to do bad things.\Can you still trust me now, like you did before?\Can you still believe that what I'm doing is right?\You're definitely not doing something stupid?\Or being deceived by someone?\Thank you, Mama. response:	If it continues to advance...
context: Mama, didn't you tell me that you raised me to be a good child?\Not to tell lies, and not to do bad things.\Can you still trust me now, like you did before?\Can you still believe that what I'm doing is right?\You're definitely not doing something stupid?\Or being deceived by someone?\Thank you, Mama.\If it continues to advance... response:	I have to do something, to stop its advance!
context: Not to tell lies, and not to do bad things.\Can you still trust me now, like you did before?\Can you still believe that what I'm doing is right?\You're definitely not doing something stupid?\Or being deceived by someone?\Thank you, Mama.\If it continues to advance...\I have to do something, to stop its advance! response:	How...?!
context: Can you still trust me now, like you did before?\Can you still believe that what I'm doing is right?\You're definitely not doing something stupid?\Or being deceived by someone?\Thank you, Mama.\If it continues to advance...\I have to do something, to stop its advance!\How...?! response:	Why...?
context: Can you still believe that what I'm doing is right?\You're definitely not doing something stupid?\Or being deceived by someone?\Thank you, Mama.\If it continues to advance...\I have to do something, to stop its advance!\How...?!\Why...? response:	Why can't I defeat it, no matter how many times I try?!
context: You're definitely not doing something stupid?\Or being deceived by someone?\Thank you, Mama.\If it continues to advance...\I have to do something, to stop its advance!\How...?!\Why...?\Why can't I defeat it, no matter how many times I try?! response:	Everytime I go back in time, Madoka's burden will increase.
context: Or being deceived by someone?\Thank you, Mama.\If it continues to advance...\I have to do something, to stop its advance!\How...?!\Why...?\Why can't I defeat it, no matter how many times I try?!\Everytime I go back in time, Madoka's burden will increase. response:	In the end, the things I do are still...
context: Thank you, Mama.\If it continues to advance...\I have to do something, to stop its advance!\How...?!\Why...?\Why can't I defeat it, no matter how many times I try?!\Everytime I go back in time, Madoka's burden will increase.\In the end, the things I do are still... response:	It's okay.
context: If it continues to advance...\I have to do something, to stop its advance!\How...?!\Why...?\Why can't I defeat it, no matter how many times I try?!\Everytime I go back in time, Madoka's burden will increase.\In the end, the things I do are still...\It's okay. response:	It's okay, Homura-chan.
context: I have to do something, to stop its advance!\How...?!\Why...?\Why can't I defeat it, no matter how many times I try?!\Everytime I go back in time, Madoka's burden will increase.\In the end, the things I do are still...\It's okay.\It's okay, Homura-chan. response:	Madoka...
context: How...?!\Why...?\Why can't I defeat it, no matter how many times I try?!\Everytime I go back in time, Madoka's burden will increase.\In the end, the things I do are still...\It's okay.\It's okay, Homura-chan.\Madoka... response:	Madoka, could it be?!
context: Why...?\Why can't I defeat it, no matter how many times I try?!\Everytime I go back in time, Madoka's burden will increase.\In the end, the things I do are still...\It's okay.\It's okay, Homura-chan.\Madoka...\Madoka, could it be?! response:	Homura-chan.
context: Why can't I defeat it, no matter how many times I try?!\Everytime I go back in time, Madoka's burden will increase.\In the end, the things I do are still...\It's okay.\It's okay, Homura-chan.\Madoka...\Madoka, could it be?!\Homura-chan. response:	Sorry.
context: Everytime I go back in time, Madoka's burden will increase.\In the end, the things I do are still...\It's okay.\It's okay, Homura-chan.\Madoka...\Madoka, could it be?!\Homura-chan.\Sorry. response:	If someone else tells me that having hope is a mistake,
context: In the end, the things I do are still...\It's okay.\It's okay, Homura-chan.\Madoka...\Madoka, could it be?!\Homura-chan.\Sorry.\If someone else tells me that having hope is a mistake, response:	I will reject that statement every time.
context: It's okay.\It's okay, Homura-chan.\Madoka...\Madoka, could it be?!\Homura-chan.\Sorry.\If someone else tells me that having hope is a mistake,\I will reject that statement every time. response:	No matter how many times I would have to..
context: It's okay, Homura-chan.\Madoka...\Madoka, could it be?!\Homura-chan.\Sorry.\If someone else tells me that having hope is a mistake,\I will reject that statement every time.\No matter how many times I would have to.. response:	My greatest friend.
context: Madoka...\Madoka, could it be?!\Homura-chan.\Sorry.\If someone else tells me that having hope is a mistake,\I will reject that statement every time.\No matter how many times I would have to..\My greatest friend. response:	Episode 12 My Greatest Friend
context: Madoka, could it be?!\Homura-chan.\Sorry.\If someone else tells me that having hope is a mistake,\I will reject that statement every time.\No matter how many times I would have to..\My greatest friend.\Episode 12 My Greatest Friend response:	Episode 12: My Greatest Friend
