context: A celestial nymph? response:	Uh, hi...
context: That is why expecting him to become part of the mountain is not fair.\Tell me, Lady Land God. Do you truly know Shinjurou?\What?\He has always faced his challenges alone.\Even if they overwhelm him,\he'll recklessly push himself, for he can never exploit another's kindness.\I've been with him ever since he was little,\and he's never even come to me for help. response:	That's why the least I could do was to watch over him always, to save him from the heavy burdens.
context: Tell me, Lady Land God. Do you truly know Shinjurou?\What?\He has always faced his challenges alone.\Even if they overwhelm him,\he'll recklessly push himself, for he can never exploit another's kindness.\I've been with him ever since he was little,\and he's never even come to me for help.\That's why the least I could do was to watch over him always, to save him from the heavy burdens. response:	Please take him home for me, before he takes on the burden of becoming the Fourth.
context: What?\He has always faced his challenges alone.\Even if they overwhelm him,\he'll recklessly push himself, for he can never exploit another's kindness.\I've been with him ever since he was little,\and he's never even come to me for help.\That's why the least I could do was to watch over him always, to save him from the heavy burdens.\Please take him home for me, before he takes on the burden of becoming the Fourth. response:	You could never pull it off.
context: He has always faced his challenges alone.\Even if they overwhelm him,\he'll recklessly push himself, for he can never exploit another's kindness.\I've been with him ever since he was little,\and he's never even come to me for help.\That's why the least I could do was to watch over him always, to save him from the heavy burdens.\Please take him home for me, before he takes on the burden of becoming the Fourth.\You could never pull it off. response:	If you do not even know that someone is behind you until they speak,
context: Even if they overwhelm him,\he'll recklessly push himself, for he can never exploit another's kindness.\I've been with him ever since he was little,\and he's never even come to me for help.\That's why the least I could do was to watch over him always, to save him from the heavy burdens.\Please take him home for me, before he takes on the burden of becoming the Fourth.\You could never pull it off.\If you do not even know that someone is behind you until they speak, response:	forget about sneaking into that compound by yourself.
context: he'll recklessly push himself, for he can never exploit another's kindness.\I've been with him ever since he was little,\and he's never even come to me for help.\That's why the least I could do was to watch over him always, to save him from the heavy burdens.\Please take him home for me, before he takes on the burden of becoming the Fourth.\You could never pull it off.\If you do not even know that someone is behind you until they speak,\forget about sneaking into that compound by yourself. response:	I was just thinking that myself.
context: I've been with him ever since he was little,\and he's never even come to me for help.\That's why the least I could do was to watch over him always, to save him from the heavy burdens.\Please take him home for me, before he takes on the burden of becoming the Fourth.\You could never pull it off.\If you do not even know that someone is behind you until they speak,\forget about sneaking into that compound by yourself.\I was just thinking that myself. response:	Even from all the way out here, the great hall feels domineering.
context: and he's never even come to me for help.\That's why the least I could do was to watch over him always, to save him from the heavy burdens.\Please take him home for me, before he takes on the burden of becoming the Fourth.\You could never pull it off.\If you do not even know that someone is behind you until they speak,\forget about sneaking into that compound by yourself.\I was just thinking that myself.\Even from all the way out here, the great hall feels domineering. response:	They've doubled their triple-layer barriers. Talk about overkill.
context: That's why the least I could do was to watch over him always, to save him from the heavy burdens.\Please take him home for me, before he takes on the burden of becoming the Fourth.\You could never pull it off.\If you do not even know that someone is behind you until they speak,\forget about sneaking into that compound by yourself.\I was just thinking that myself.\Even from all the way out here, the great hall feels domineering.\They've doubled their triple-layer barriers. Talk about overkill. response:	Let me guess. Brother Suirou wants you to take me home, right?
context: Please take him home for me, before he takes on the burden of becoming the Fourth.\You could never pull it off.\If you do not even know that someone is behind you until they speak,\forget about sneaking into that compound by yourself.\I was just thinking that myself.\Even from all the way out here, the great hall feels domineering.\They've doubled their triple-layer barriers. Talk about overkill.\Let me guess. Brother Suirou wants you to take me home, right? response:	Perhaps.
context: You could never pull it off.\If you do not even know that someone is behind you until they speak,\forget about sneaking into that compound by yourself.\I was just thinking that myself.\Even from all the way out here, the great hall feels domineering.\They've doubled their triple-layer barriers. Talk about overkill.\Let me guess. Brother Suirou wants you to take me home, right?\Perhaps. response:	For all my big talk, the truth is, I wasn't prepared for any of this.
context: If you do not even know that someone is behind you until they speak,\forget about sneaking into that compound by yourself.\I was just thinking that myself.\Even from all the way out here, the great hall feels domineering.\They've doubled their triple-layer barriers. Talk about overkill.\Let me guess. Brother Suirou wants you to take me home, right?\Perhaps.\For all my big talk, the truth is, I wasn't prepared for any of this. response:	And Brother Suirou saw right through me.
context: forget about sneaking into that compound by yourself.\I was just thinking that myself.\Even from all the way out here, the great hall feels domineering.\They've doubled their triple-layer barriers. Talk about overkill.\Let me guess. Brother Suirou wants you to take me home, right?\Perhaps.\For all my big talk, the truth is, I wasn't prepared for any of this.\And Brother Suirou saw right through me. response:	It's so lame I could die.
context: I was just thinking that myself.\Even from all the way out here, the great hall feels domineering.\They've doubled their triple-layer barriers. Talk about overkill.\Let me guess. Brother Suirou wants you to take me home, right?\Perhaps.\For all my big talk, the truth is, I wasn't prepared for any of this.\And Brother Suirou saw right through me.\It's so lame I could die. response:	So what is it that you wish to do?
context: Even from all the way out here, the great hall feels domineering.\They've doubled their triple-layer barriers. Talk about overkill.\Let me guess. Brother Suirou wants you to take me home, right?\Perhaps.\For all my big talk, the truth is, I wasn't prepared for any of this.\And Brother Suirou saw right through me.\It's so lame I could die.\So what is it that you wish to do? response:	Kurama!
context: They've doubled their triple-layer barriers. Talk about overkill.\Let me guess. Brother Suirou wants you to take me home, right?\Perhaps.\For all my big talk, the truth is, I wasn't prepared for any of this.\And Brother Suirou saw right through me.\It's so lame I could die.\So what is it that you wish to do?\Kurama! response:	Well? Come on! What's our plan?
context: Let me guess. Brother Suirou wants you to take me home, right?\Perhaps.\For all my big talk, the truth is, I wasn't prepared for any of this.\And Brother Suirou saw right through me.\It's so lame I could die.\So what is it that you wish to do?\Kurama!\Well? Come on! What's our plan? response:	I want to sneak into the compound and give my old man the medicine.
context: Perhaps.\For all my big talk, the truth is, I wasn't prepared for any of this.\And Brother Suirou saw right through me.\It's so lame I could die.\So what is it that you wish to do?\Kurama!\Well? Come on! What's our plan?\I want to sneak into the compound and give my old man the medicine. response:	Would you... maybe help me do that?
context: For all my big talk, the truth is, I wasn't prepared for any of this.\And Brother Suirou saw right through me.\It's so lame I could die.\So what is it that you wish to do?\Kurama!\Well? Come on! What's our plan?\I want to sneak into the compound and give my old man the medicine.\Would you... maybe help me do that? response:	Huh? Would I what?
context: And Brother Suirou saw right through me.\It's so lame I could die.\So what is it that you wish to do?\Kurama!\Well? Come on! What's our plan?\I want to sneak into the compound and give my old man the medicine.\Would you... maybe help me do that?\Huh? Would I what? response:	I couldn't hear over the wind. One more time.
context: It's so lame I could die.\So what is it that you wish to do?\Kurama!\Well? Come on! What's our plan?\I want to sneak into the compound and give my old man the medicine.\Would you... maybe help me do that?\Huh? Would I what?\I couldn't hear over the wind. One more time. response:	What?!
context: So what is it that you wish to do?\Kurama!\Well? Come on! What's our plan?\I want to sneak into the compound and give my old man the medicine.\Would you... maybe help me do that?\Huh? Would I what?\I couldn't hear over the wind. One more time.\What?! response:	Shut up! I didn't say anything!
context: Kurama!\Well? Come on! What's our plan?\I want to sneak into the compound and give my old man the medicine.\Would you... maybe help me do that?\Huh? Would I what?\I couldn't hear over the wind. One more time.\What?!\Shut up! I didn't say anything! response:	Hey, Tomoe, what did he say?
context: Well? Come on! What's our plan?\I want to sneak into the compound and give my old man the medicine.\Would you... maybe help me do that?\Huh? Would I what?\I couldn't hear over the wind. One more time.\What?!\Shut up! I didn't say anything!\Hey, Tomoe, what did he say? response:	What did he say?
context: I want to sneak into the compound and give my old man the medicine.\Would you... maybe help me do that?\Huh? Would I what?\I couldn't hear over the wind. One more time.\What?!\Shut up! I didn't say anything!\Hey, Tomoe, what did he say?\What did he say? response:	He asked for our help.
context: Would you... maybe help me do that?\Huh? Would I what?\I couldn't hear over the wind. One more time.\What?!\Shut up! I didn't say anything!\Hey, Tomoe, what did he say?\What did he say?\He asked for our help. response:	What the heck? Of course we'll help you!
context: Huh? Would I what?\I couldn't hear over the wind. One more time.\What?!\Shut up! I didn't say anything!\Hey, Tomoe, what did he say?\What did he say?\He asked for our help.\What the heck? Of course we'll help you! response:	Next part coming
context: I couldn't hear over the wind. One more time.\What?!\Shut up! I didn't say anything!\Hey, Tomoe, what did he say?\What did he say?\He asked for our help.\What the heck? Of course we'll help you!\Next part coming response:	right up
context: What?!\Shut up! I didn't say anything!\Hey, Tomoe, what did he say?\What did he say?\He asked for our help.\What the heck? Of course we'll help you!\Next part coming\right up response:	right up
context: Shut up! I didn't say anything!\Hey, Tomoe, what did he say?\What did he say?\He asked for our help.\What the heck? Of course we'll help you!\Next part coming\right up\right up response:	right up
context: Hey, Tomoe, what did he say?\What did he say?\He asked for our help.\What the heck? Of course we'll help you!\Next part coming\right up\right up\right up response:	right up
context: What did he say?\He asked for our help.\What the heck? Of course we'll help you!\Next part coming\right up\right up\right up\right up response:	right up
context: He asked for our help.\What the heck? Of course we'll help you!\Next part coming\right up\right up\right up\right up\right up response:	Next part starting
context: What the heck? Of course we'll help you!\Next part coming\right up\right up\right up\right up\right up\Next part starting response:	Next part starting
context: Next part coming\right up\right up\right up\right up\right up\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\right up\right up\Next part starting\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\right up\Next part starting\Next part starting\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting response:	Brother! Brother! Just one more chance!
context: right up\right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Brother! Brother! Just one more chance! response:	Sorry, Fumimaru.
context: right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Brother! Brother! Just one more chance!\Sorry, Fumimaru. response:	We can't have any feeble crows at the hall.
context: Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Brother! Brother! Just one more chance!\Sorry, Fumimaru.\We can't have any feeble crows at the hall. response:	That's Master Jirou's policy.
context: Next part starting\Next part starting\Next part starting\Next part starting\Brother! Brother! Just one more chance!\Sorry, Fumimaru.\We can't have any feeble crows at the hall.\That's Master Jirou's policy. response:	Live outside or descend the mountain and make your life there.
context: Next part starting\Next part starting\Next part starting\Brother! Brother! Just one more chance!\Sorry, Fumimaru.\We can't have any feeble crows at the hall.\That's Master Jirou's policy.\Live outside or descend the mountain and make your life there. response:	First, it was Brother Usa, and now, even Brother Fumi...
context: Next part starting\Next part starting\Brother! Brother! Just one more chance!\Sorry, Fumimaru.\We can't have any feeble crows at the hall.\That's Master Jirou's policy.\Live outside or descend the mountain and make your life there.\First, it was Brother Usa, and now, even Brother Fumi... response:	He was a kind brother too.
context: Next part starting\Brother! Brother! Just one more chance!\Sorry, Fumimaru.\We can't have any feeble crows at the hall.\That's Master Jirou's policy.\Live outside or descend the mountain and make your life there.\First, it was Brother Usa, and now, even Brother Fumi...\He was a kind brother too. response:	Don't cry, Chiyomaru.
context: Brother! Brother! Just one more chance!\Sorry, Fumimaru.\We can't have any feeble crows at the hall.\That's Master Jirou's policy.\Live outside or descend the mountain and make your life there.\First, it was Brother Usa, and now, even Brother Fumi...\He was a kind brother too.\Don't cry, Chiyomaru. response:	If they catch you crying, they'll throw you out too.
context: Sorry, Fumimaru.\We can't have any feeble crows at the hall.\That's Master Jirou's policy.\Live outside or descend the mountain and make your life there.\First, it was Brother Usa, and now, even Brother Fumi...\He was a kind brother too.\Don't cry, Chiyomaru.\If they catch you crying, they'll throw you out too. response:	Once we grow up, we'll be culled mercilessly too.
context: We can't have any feeble crows at the hall.\That's Master Jirou's policy.\Live outside or descend the mountain and make your life there.\First, it was Brother Usa, and now, even Brother Fumi...\He was a kind brother too.\Don't cry, Chiyomaru.\If they catch you crying, they'll throw you out too.\Once we grow up, we'll be culled mercilessly too. response:	It wasn't like this when the Third was well.
context: That's Master Jirou's policy.\Live outside or descend the mountain and make your life there.\First, it was Brother Usa, and now, even Brother Fumi...\He was a kind brother too.\Don't cry, Chiyomaru.\If they catch you crying, they'll throw you out too.\Once we grow up, we'll be culled mercilessly too.\It wasn't like this when the Third was well. response:	Once I turn eight, I'll be banished for sure too!
context: Live outside or descend the mountain and make your life there.\First, it was Brother Usa, and now, even Brother Fumi...\He was a kind brother too.\Don't cry, Chiyomaru.\If they catch you crying, they'll throw you out too.\Once we grow up, we'll be culled mercilessly too.\It wasn't like this when the Third was well.\Once I turn eight, I'll be banished for sure too! response:	It'll be okay, Brother.
context: First, it was Brother Usa, and now, even Brother Fumi...\He was a kind brother too.\Don't cry, Chiyomaru.\If they catch you crying, they'll throw you out too.\Once we grow up, we'll be culled mercilessly too.\It wasn't like this when the Third was well.\Once I turn eight, I'll be banished for sure too!\It'll be okay, Brother. response:	The Third will regain his health in no time.
context: He was a kind brother too.\Don't cry, Chiyomaru.\If they catch you crying, they'll throw you out too.\Once we grow up, we'll be culled mercilessly too.\It wasn't like this when the Third was well.\Once I turn eight, I'll be banished for sure too!\It'll be okay, Brother.\The Third will regain his health in no time. response:	That's what the celestial nymph sister said, so it'll be okay.
context: Don't cry, Chiyomaru.\If they catch you crying, they'll throw you out too.\Once we grow up, we'll be culled mercilessly too.\It wasn't like this when the Third was well.\Once I turn eight, I'll be banished for sure too!\It'll be okay, Brother.\The Third will regain his health in no time.\That's what the celestial nymph sister said, so it'll be okay. response:	Our sister!
context: If they catch you crying, they'll throw you out too.\Once we grow up, we'll be culled mercilessly too.\It wasn't like this when the Third was well.\Once I turn eight, I'll be banished for sure too!\It'll be okay, Brother.\The Third will regain his health in no time.\That's what the celestial nymph sister said, so it'll be okay.\Our sister! response:	She made the eternal cherry blossom tree bloom!
context: Once we grow up, we'll be culled mercilessly too.\It wasn't like this when the Third was well.\Once I turn eight, I'll be banished for sure too!\It'll be okay, Brother.\The Third will regain his health in no time.\That's what the celestial nymph sister said, so it'll be okay.\Our sister!\She made the eternal cherry blossom tree bloom! response:	So pretty. And warm.
context: It wasn't like this when the Third was well.\Once I turn eight, I'll be banished for sure too!\It'll be okay, Brother.\The Third will regain his health in no time.\That's what the celestial nymph sister said, so it'll be okay.\Our sister!\She made the eternal cherry blossom tree bloom!\So pretty. And warm. response:	Remembering her soothes my soul.
context: Once I turn eight, I'll be banished for sure too!\It'll be okay, Brother.\The Third will regain his health in no time.\That's what the celestial nymph sister said, so it'll be okay.\Our sister!\She made the eternal cherry blossom tree bloom!\So pretty. And warm.\Remembering her soothes my soul. response:	It makes me feel warmer.
context: It'll be okay, Brother.\The Third will regain his health in no time.\That's what the celestial nymph sister said, so it'll be okay.\Our sister!\She made the eternal cherry blossom tree bloom!\So pretty. And warm.\Remembering her soothes my soul.\It makes me feel warmer. response:	Master Jirou.
context: The Third will regain his health in no time.\That's what the celestial nymph sister said, so it'll be okay.\Our sister!\She made the eternal cherry blossom tree bloom!\So pretty. And warm.\Remembering her soothes my soul.\It makes me feel warmer.\Master Jirou. response:	I hear that you lost another crow.
context: That's what the celestial nymph sister said, so it'll be okay.\Our sister!\She made the eternal cherry blossom tree bloom!\So pretty. And warm.\Remembering her soothes my soul.\It makes me feel warmer.\Master Jirou.\I hear that you lost another crow. response:	This place has become awfully lonely, hasn't it?
context: Our sister!\She made the eternal cherry blossom tree bloom!\So pretty. And warm.\Remembering her soothes my soul.\It makes me feel warmer.\Master Jirou.\I hear that you lost another crow.\This place has become awfully lonely, hasn't it? response:	Those without strength and those weak of spirit are not needed here.
context: She made the eternal cherry blossom tree bloom!\So pretty. And warm.\Remembering her soothes my soul.\It makes me feel warmer.\Master Jirou.\I hear that you lost another crow.\This place has become awfully lonely, hasn't it?\Those without strength and those weak of spirit are not needed here. response:	Only the strongest shall live here.
context: So pretty. And warm.\Remembering her soothes my soul.\It makes me feel warmer.\Master Jirou.\I hear that you lost another crow.\This place has become awfully lonely, hasn't it?\Those without strength and those weak of spirit are not needed here.\Only the strongest shall live here. response:	Never mind that. There should be a barrier cast upon this sanctum.
context: Remembering her soothes my soul.\It makes me feel warmer.\Master Jirou.\I hear that you lost another crow.\This place has become awfully lonely, hasn't it?\Those without strength and those weak of spirit are not needed here.\Only the strongest shall live here.\Never mind that. There should be a barrier cast upon this sanctum. response:	Where did you weasel your way in?
context: It makes me feel warmer.\Master Jirou.\I hear that you lost another crow.\This place has become awfully lonely, hasn't it?\Those without strength and those weak of spirit are not needed here.\Only the strongest shall live here.\Never mind that. There should be a barrier cast upon this sanctum.\Where did you weasel your way in? response:	Oh yeah, there were barriers, huh?
context: Master Jirou.\I hear that you lost another crow.\This place has become awfully lonely, hasn't it?\Those without strength and those weak of spirit are not needed here.\Only the strongest shall live here.\Never mind that. There should be a barrier cast upon this sanctum.\Where did you weasel your way in?\Oh yeah, there were barriers, huh? response:	But they were full of holes.
context: I hear that you lost another crow.\This place has become awfully lonely, hasn't it?\Those without strength and those weak of spirit are not needed here.\Only the strongest shall live here.\Never mind that. There should be a barrier cast upon this sanctum.\Where did you weasel your way in?\Oh yeah, there were barriers, huh?\But they were full of holes. response:	What happened? That is so unlike you.
context: This place has become awfully lonely, hasn't it?\Those without strength and those weak of spirit are not needed here.\Only the strongest shall live here.\Never mind that. There should be a barrier cast upon this sanctum.\Where did you weasel your way in?\Oh yeah, there were barriers, huh?\But they were full of holes.\What happened? That is so unlike you. response:	A barrier in disarray is a heart and mind in disarray.
context: Those without strength and those weak of spirit are not needed here.\Only the strongest shall live here.\Never mind that. There should be a barrier cast upon this sanctum.\Where did you weasel your way in?\Oh yeah, there were barriers, huh?\But they were full of holes.\What happened? That is so unlike you.\A barrier in disarray is a heart and mind in disarray. response:	Perhaps your heart and mind are in a bit of disarray, Master Jirou.
context: Only the strongest shall live here.\Never mind that. There should be a barrier cast upon this sanctum.\Where did you weasel your way in?\Oh yeah, there were barriers, huh?\But they were full of holes.\What happened? That is so unlike you.\A barrier in disarray is a heart and mind in disarray.\Perhaps your heart and mind are in a bit of disarray, Master Jirou. response:	Ah! A superbly laid barrier!
context: Never mind that. There should be a barrier cast upon this sanctum.\Where did you weasel your way in?\Oh yeah, there were barriers, huh?\But they were full of holes.\What happened? That is so unlike you.\A barrier in disarray is a heart and mind in disarray.\Perhaps your heart and mind are in a bit of disarray, Master Jirou.\Ah! A superbly laid barrier! response:	I would expect no less of you, Master Jirou!
context: Where did you weasel your way in?\Oh yeah, there were barriers, huh?\But they were full of holes.\What happened? That is so unlike you.\A barrier in disarray is a heart and mind in disarray.\Perhaps your heart and mind are in a bit of disarray, Master Jirou.\Ah! A superbly laid barrier!\I would expect no less of you, Master Jirou! response:	You dare say my heart and mind are in disarray?!
context: Oh yeah, there were barriers, huh?\But they were full of holes.\What happened? That is so unlike you.\A barrier in disarray is a heart and mind in disarray.\Perhaps your heart and mind are in a bit of disarray, Master Jirou.\Ah! A superbly laid barrier!\I would expect no less of you, Master Jirou!\You dare say my heart and mind are in disarray?! response:	I would never! That would be absurd!
context: But they were full of holes.\What happened? That is so unlike you.\A barrier in disarray is a heart and mind in disarray.\Perhaps your heart and mind are in a bit of disarray, Master Jirou.\Ah! A superbly laid barrier!\I would expect no less of you, Master Jirou!\You dare say my heart and mind are in disarray?!\I would never! That would be absurd! response:	Of course it is!
context: What happened? That is so unlike you.\A barrier in disarray is a heart and mind in disarray.\Perhaps your heart and mind are in a bit of disarray, Master Jirou.\Ah! A superbly laid barrier!\I would expect no less of you, Master Jirou!\You dare say my heart and mind are in disarray?!\I would never! That would be absurd!\Of course it is! response:	Toss
context: A barrier in disarray is a heart and mind in disarray.\Perhaps your heart and mind are in a bit of disarray, Master Jirou.\Ah! A superbly laid barrier!\I would expect no less of you, Master Jirou!\You dare say my heart and mind are in disarray?!\I would never! That would be absurd!\Of course it is!\Toss response:	Toss
context: Perhaps your heart and mind are in a bit of disarray, Master Jirou.\Ah! A superbly laid barrier!\I would expect no less of you, Master Jirou!\You dare say my heart and mind are in disarray?!\I would never! That would be absurd!\Of course it is!\Toss\Toss response:	Toss
context: Ah! A superbly laid barrier!\I would expect no less of you, Master Jirou!\You dare say my heart and mind are in disarray?!\I would never! That would be absurd!\Of course it is!\Toss\Toss\Toss response:	Toss
context: I would expect no less of you, Master Jirou!\You dare say my heart and mind are in disarray?!\I would never! That would be absurd!\Of course it is!\Toss\Toss\Toss\Toss response:	Toss
context: You dare say my heart and mind are in disarray?!\I would never! That would be absurd!\Of course it is!\Toss\Toss\Toss\Toss\Toss response:	Toss
context: I would never! That would be absurd!\Of course it is!\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Of course it is!\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Begone.
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Begone. response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Begone.\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Begone.\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Begone.\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Begone.\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Begone.\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Begone.\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Begone.\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	Toss
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\Toss response:	My spirit is as strong as steel, and nothing can shake it.
context: Toss\Toss\Toss\Toss\Toss\Toss\Toss\My spirit is as strong as steel, and nothing can shake it. response:	Curse that crafty woman!
context: Toss\Toss\Toss\Toss\Toss\Toss\My spirit is as strong as steel, and nothing can shake it.\Curse that crafty woman! response:	What could her name be?
context: Toss\Toss\Toss\Toss\Toss\My spirit is as strong as steel, and nothing can shake it.\Curse that crafty woman!\What could her name be? response:	The same room?
context: Toss\Toss\Toss\Toss\My spirit is as strong as steel, and nothing can shake it.\Curse that crafty woman!\What could her name be?\The same room? response:	It is what it is.
context: Toss\Toss\Toss\My spirit is as strong as steel, and nothing can shake it.\Curse that crafty woman!\What could her name be?\The same room?\It is what it is. response:	You told him you were my familiar, so Suirou went out of his way to be thoughtful.
context: Toss\Toss\My spirit is as strong as steel, and nothing can shake it.\Curse that crafty woman!\What could her name be?\The same room?\It is what it is.\You told him you were my familiar, so Suirou went out of his way to be thoughtful. response:	Don't be a spoiled brat about it, okay?
context: Toss\My spirit is as strong as steel, and nothing can shake it.\Curse that crafty woman!\What could her name be?\The same room?\It is what it is.\You told him you were my familiar, so Suirou went out of his way to be thoughtful.\Don't be a spoiled brat about it, okay? response:	Put yourself in my shoes.
context: My spirit is as strong as steel, and nothing can shake it.\Curse that crafty woman!\What could her name be?\The same room?\It is what it is.\You told him you were my familiar, so Suirou went out of his way to be thoughtful.\Don't be a spoiled brat about it, okay?\Put yourself in my shoes. response:	I can't even get changed whenever I want to.
context: Curse that crafty woman!\What could her name be?\The same room?\It is what it is.\You told him you were my familiar, so Suirou went out of his way to be thoughtful.\Don't be a spoiled brat about it, okay?\Put yourself in my shoes.\I can't even get changed whenever I want to. response:	This is a pain for me too.
context: What could her name be?\The same room?\It is what it is.\You told him you were my familiar, so Suirou went out of his way to be thoughtful.\Don't be a spoiled brat about it, okay?\Put yourself in my shoes.\I can't even get changed whenever I want to.\This is a pain for me too. response:	Good grief, talk about a brush with danger.
context: The same room?\It is what it is.\You told him you were my familiar, so Suirou went out of his way to be thoughtful.\Don't be a spoiled brat about it, okay?\Put yourself in my shoes.\I can't even get changed whenever I want to.\This is a pain for me too.\Good grief, talk about a brush with danger. response:	Who are you calling dangerous?! You're the dangerous one!
context: It is what it is.\You told him you were my familiar, so Suirou went out of his way to be thoughtful.\Don't be a spoiled brat about it, okay?\Put yourself in my shoes.\I can't even get changed whenever I want to.\This is a pain for me too.\Good grief, talk about a brush with danger.\Who are you calling dangerous?! You're the dangerous one! response:	I'm wearing tons of layers so you can't jump me like last time!
context: You told him you were my familiar, so Suirou went out of his way to be thoughtful.\Don't be a spoiled brat about it, okay?\Put yourself in my shoes.\I can't even get changed whenever I want to.\This is a pain for me too.\Good grief, talk about a brush with danger.\Who are you calling dangerous?! You're the dangerous one!\I'm wearing tons of layers so you can't jump me like last time! response:	You do that.
context: Don't be a spoiled brat about it, okay?\Put yourself in my shoes.\I can't even get changed whenever I want to.\This is a pain for me too.\Good grief, talk about a brush with danger.\Who are you calling dangerous?! You're the dangerous one!\I'm wearing tons of layers so you can't jump me like last time!\You do that. response:	You are not a tidy sleeper, and your hem often gets turned up.
context: Put yourself in my shoes.\I can't even get changed whenever I want to.\This is a pain for me too.\Good grief, talk about a brush with danger.\Who are you calling dangerous?! You're the dangerous one!\I'm wearing tons of layers so you can't jump me like last time!\You do that.\You are not a tidy sleeper, and your hem often gets turned up. response:	What the hell were you looking at, you pervy fox?!
context: I can't even get changed whenever I want to.\This is a pain for me too.\Good grief, talk about a brush with danger.\Who are you calling dangerous?! You're the dangerous one!\I'm wearing tons of layers so you can't jump me like last time!\You do that.\You are not a tidy sleeper, and your hem often gets turned up.\What the hell were you looking at, you pervy fox?! response:	It is not as if I was trying to look.
context: This is a pain for me too.\Good grief, talk about a brush with danger.\Who are you calling dangerous?! You're the dangerous one!\I'm wearing tons of layers so you can't jump me like last time!\You do that.\You are not a tidy sleeper, and your hem often gets turned up.\What the hell were you looking at, you pervy fox?!\It is not as if I was trying to look. response:	All that matters to me is that you remain where I can see you.
context: Good grief, talk about a brush with danger.\Who are you calling dangerous?! You're the dangerous one!\I'm wearing tons of layers so you can't jump me like last time!\You do that.\You are not a tidy sleeper, and your hem often gets turned up.\What the hell were you looking at, you pervy fox?!\It is not as if I was trying to look.\All that matters to me is that you remain where I can see you. response:	What?
context: Who are you calling dangerous?! You're the dangerous one!\I'm wearing tons of layers so you can't jump me like last time!\You do that.\You are not a tidy sleeper, and your hem often gets turned up.\What the hell were you looking at, you pervy fox?!\It is not as if I was trying to look.\All that matters to me is that you remain where I can see you.\What? response:	So rest easy.
context: I'm wearing tons of layers so you can't jump me like last time!\You do that.\You are not a tidy sleeper, and your hem often gets turned up.\What the hell were you looking at, you pervy fox?!\It is not as if I was trying to look.\All that matters to me is that you remain where I can see you.\What?\So rest easy. response:	Though your clothes may be in disarray, my heart and mind will remain unperturbed.
context: You do that.\You are not a tidy sleeper, and your hem often gets turned up.\What the hell were you looking at, you pervy fox?!\It is not as if I was trying to look.\All that matters to me is that you remain where I can see you.\What?\So rest easy.\Though your clothes may be in disarray, my heart and mind will remain unperturbed. response:	You are such a nasty fox!
context: You are not a tidy sleeper, and your hem often gets turned up.\What the hell were you looking at, you pervy fox?!\It is not as if I was trying to look.\All that matters to me is that you remain where I can see you.\What?\So rest easy.\Though your clothes may be in disarray, my heart and mind will remain unperturbed.\You are such a nasty fox! response:	Using the screen as a shield
context: What the hell were you looking at, you pervy fox?!\It is not as if I was trying to look.\All that matters to me is that you remain where I can see you.\What?\So rest easy.\Though your clothes may be in disarray, my heart and mind will remain unperturbed.\You are such a nasty fox!\Using the screen as a shield response:	Using the screen as a shield
context: It is not as if I was trying to look.\All that matters to me is that you remain where I can see you.\What?\So rest easy.\Though your clothes may be in disarray, my heart and mind will remain unperturbed.\You are such a nasty fox!\Using the screen as a shield\Using the screen as a shield response:	Using the screen as a shield
