context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: I owed Natsu one.\In order to pose as Natsu, I transformed myself into a gecko.\My dad caught Natsu!\Get to it! I'll pretend to be you!\So then, where's the real Natsu?\He didn't go after Erza, did he?\Yeah, probably.\You've got to be kidding me! response:	That guy might actually try and punch a council member!
context: In order to pose as Natsu, I transformed myself into a gecko.\My dad caught Natsu!\Get to it! I'll pretend to be you!\So then, where's the real Natsu?\He didn't go after Erza, did he?\Yeah, probably.\You've got to be kidding me!\That guy might actually try and punch a council member! response:	Silence, all of you!
context: My dad caught Natsu!\Get to it! I'll pretend to be you!\So then, where's the real Natsu?\He didn't go after Erza, did he?\Yeah, probably.\You've got to be kidding me!\That guy might actually try and punch a council member!\Silence, all of you! response:	We will wait patiently for the results.
context: Get to it! I'll pretend to be you!\So then, where's the real Natsu?\He didn't go after Erza, did he?\Yeah, probably.\You've got to be kidding me!\That guy might actually try and punch a council member!\Silence, all of you!\We will wait patiently for the results. response:	The accused, Erza Scarlet.
context: So then, where's the real Natsu?\He didn't go after Erza, did he?\Yeah, probably.\You've got to be kidding me!\That guy might actually try and punch a council member!\Silence, all of you!\We will wait patiently for the results.\The accused, Erza Scarlet. response:	In regards to the recent incident involving Eisenwald and the Lullaby.
context: He didn't go after Erza, did he?\Yeah, probably.\You've got to be kidding me!\That guy might actually try and punch a council member!\Silence, all of you!\We will wait patiently for the results.\The accused, Erza Scarlet.\In regards to the recent incident involving Eisenwald and the Lullaby. response:	You will answer to charges concerning the damage to parts of Oshibana Station,
context: Yeah, probably.\You've got to be kidding me!\That guy might actually try and punch a council member!\Silence, all of you!\We will wait patiently for the results.\The accused, Erza Scarlet.\In regards to the recent incident involving Eisenwald and the Lullaby.\You will answer to charges concerning the damage to parts of Oshibana Station, response:	the destruction of the Ryusika Gorge railway,
context: You've got to be kidding me!\That guy might actually try and punch a council member!\Silence, all of you!\We will wait patiently for the results.\The accused, Erza Scarlet.\In regards to the recent incident involving Eisenwald and the Lullaby.\You will answer to charges concerning the damage to parts of Oshibana Station,\the destruction of the Ryusika Gorge railway, response:	and the complete collapse of the Clover Meeting Hall.
context: That guy might actually try and punch a council member!\Silence, all of you!\We will wait patiently for the results.\The accused, Erza Scarlet.\In regards to the recent incident involving Eisenwald and the Lullaby.\You will answer to charges concerning the damage to parts of Oshibana Station,\the destruction of the Ryusika Gorge railway,\and the complete collapse of the Clover Meeting Hall. response:	You are accused of these acts of destruction.
context: Silence, all of you!\We will wait patiently for the results.\The accused, Erza Scarlet.\In regards to the recent incident involving Eisenwald and the Lullaby.\You will answer to charges concerning the damage to parts of Oshibana Station,\the destruction of the Ryusika Gorge railway,\and the complete collapse of the Clover Meeting Hall.\You are accused of these acts of destruction. response:	According to witnesses at the scene,
context: We will wait patiently for the results.\The accused, Erza Scarlet.\In regards to the recent incident involving Eisenwald and the Lullaby.\You will answer to charges concerning the damage to parts of Oshibana Station,\the destruction of the Ryusika Gorge railway,\and the complete collapse of the Clover Meeting Hall.\You are accused of these acts of destruction.\According to witnesses at the scene, response:	the culprit was an armored female wizard!
context: The accused, Erza Scarlet.\In regards to the recent incident involving Eisenwald and the Lullaby.\You will answer to charges concerning the damage to parts of Oshibana Station,\the destruction of the Ryusika Gorge railway,\and the complete collapse of the Clover Meeting Hall.\You are accused of these acts of destruction.\According to witnesses at the scene,\the culprit was an armored female wizard! response:	What is this?
context: In regards to the recent incident involving Eisenwald and the Lullaby.\You will answer to charges concerning the damage to parts of Oshibana Station,\the destruction of the Ryusika Gorge railway,\and the complete collapse of the Clover Meeting Hall.\You are accused of these acts of destruction.\According to witnesses at the scene,\the culprit was an armored female wizard!\What is this? response:	I am the armored female wizard!
context: You will answer to charges concerning the damage to parts of Oshibana Station,\the destruction of the Ryusika Gorge railway,\and the complete collapse of the Clover Meeting Hall.\You are accused of these acts of destruction.\According to witnesses at the scene,\the culprit was an armored female wizard!\What is this?\I am the armored female wizard! response:	You want to catch me, then just try!
context: the destruction of the Ryusika Gorge railway,\and the complete collapse of the Clover Meeting Hall.\You are accused of these acts of destruction.\According to witnesses at the scene,\the culprit was an armored female wizard!\What is this?\I am the armored female wizard!\You want to catch me, then just try! response:	I am Erza!!
context: and the complete collapse of the Clover Meeting Hall.\You are accused of these acts of destruction.\According to witnesses at the scene,\the culprit was an armored female wizard!\What is this?\I am the armored female wizard!\You want to catch me, then just try!\I am Erza!! response:	If I did somethin' wrong, then spit it out!
context: You are accused of these acts of destruction.\According to witnesses at the scene,\the culprit was an armored female wizard!\What is this?\I am the armored female wizard!\You want to catch me, then just try!\I am Erza!!\If I did somethin' wrong, then spit it out! response:	And the crime had better be worse than murdering the guild masters!
context: According to witnesses at the scene,\the culprit was an armored female wizard!\What is this?\I am the armored female wizard!\You want to catch me, then just try!\I am Erza!!\If I did somethin' wrong, then spit it out!\And the crime had better be worse than murdering the guild masters! response:	Take them to the jail.
context: the culprit was an armored female wizard!\What is this?\I am the armored female wizard!\You want to catch me, then just try!\I am Erza!!\If I did somethin' wrong, then spit it out!\And the crime had better be worse than murdering the guild masters!\Take them to the jail. response:	I apologize for this.
context: What is this?\I am the armored female wizard!\You want to catch me, then just try!\I am Erza!!\If I did somethin' wrong, then spit it out!\And the crime had better be worse than murdering the guild masters!\Take them to the jail.\I apologize for this. response:	Erza, don't apologize to these guys!
context: I am the armored female wizard!\You want to catch me, then just try!\I am Erza!!\If I did somethin' wrong, then spit it out!\And the crime had better be worse than murdering the guild masters!\Take them to the jail.\I apologize for this.\Erza, don't apologize to these guys! response:	Er, wait... I AM ERZA!!!
context: You want to catch me, then just try!\I am Erza!!\If I did somethin' wrong, then spit it out!\And the crime had better be worse than murdering the guild masters!\Take them to the jail.\I apologize for this.\Erza, don't apologize to these guys!\Er, wait... I AM ERZA!!! response:	I don't even know what to say to you.
context: I am Erza!!\If I did somethin' wrong, then spit it out!\And the crime had better be worse than murdering the guild masters!\Take them to the jail.\I apologize for this.\Erza, don't apologize to these guys!\Er, wait... I AM ERZA!!!\I don't even know what to say to you. response:	This is just a formality!
context: If I did somethin' wrong, then spit it out!\And the crime had better be worse than murdering the guild masters!\Take them to the jail.\I apologize for this.\Erza, don't apologize to these guys!\Er, wait... I AM ERZA!!!\I don't even know what to say to you.\This is just a formality! response:	A formality?
context: And the crime had better be worse than murdering the guild masters!\Take them to the jail.\I apologize for this.\Erza, don't apologize to these guys!\Er, wait... I AM ERZA!!!\I don't even know what to say to you.\This is just a formality!\A formality? response:	They arrested me just for show.
context: Take them to the jail.\I apologize for this.\Erza, don't apologize to these guys!\Er, wait... I AM ERZA!!!\I don't even know what to say to you.\This is just a formality!\A formality?\They arrested me just for show. response:	It's to preserve the order of the magical world.
context: I apologize for this.\Erza, don't apologize to these guys!\Er, wait... I AM ERZA!!!\I don't even know what to say to you.\This is just a formality!\A formality?\They arrested me just for show.\It's to preserve the order of the magical world. response:	The council must make a show of enforcing law among wizards.
context: Erza, don't apologize to these guys!\Er, wait... I AM ERZA!!!\I don't even know what to say to you.\This is just a formality!\A formality?\They arrested me just for show.\It's to preserve the order of the magical world.\The council must make a show of enforcing law among wizards. response:	What? I don't get it at all!
context: Er, wait... I AM ERZA!!!\I don't even know what to say to you.\This is just a formality!\A formality?\They arrested me just for show.\It's to preserve the order of the magical world.\The council must make a show of enforcing law among wizards.\What? I don't get it at all! response:	It means that they'll find me guilty, but there won't be any real punishment!
context: I don't even know what to say to you.\This is just a formality!\A formality?\They arrested me just for show.\It's to preserve the order of the magical world.\The council must make a show of enforcing law among wizards.\What? I don't get it at all!\It means that they'll find me guilty, but there won't be any real punishment! response:	I'd probably have been back today.
context: This is just a formality!\A formality?\They arrested me just for show.\It's to preserve the order of the magical world.\The council must make a show of enforcing law among wizards.\What? I don't get it at all!\It means that they'll find me guilty, but there won't be any real punishment!\I'd probably have been back today. response:	If you hadn't gone nuts, that is!
context: A formality?\They arrested me just for show.\It's to preserve the order of the magical world.\The council must make a show of enforcing law among wizards.\What? I don't get it at all!\It means that they'll find me guilty, but there won't be any real punishment!\I'd probably have been back today.\If you hadn't gone nuts, that is! response:	I can't believe you...
context: They arrested me just for show.\It's to preserve the order of the magical world.\The council must make a show of enforcing law among wizards.\What? I don't get it at all!\It means that they'll find me guilty, but there won't be any real punishment!\I'd probably have been back today.\If you hadn't gone nuts, that is!\I can't believe you... response:	Sorry...
context: It's to preserve the order of the magical world.\The council must make a show of enforcing law among wizards.\What? I don't get it at all!\It means that they'll find me guilty, but there won't be any real punishment!\I'd probably have been back today.\If you hadn't gone nuts, that is!\I can't believe you...\Sorry... response:	But... I'm glad you came.
context: The council must make a show of enforcing law among wizards.\What? I don't get it at all!\It means that they'll find me guilty, but there won't be any real punishment!\I'd probably have been back today.\If you hadn't gone nuts, that is!\I can't believe you...\Sorry...\But... I'm glad you came. response:	Ow!
context: What? I don't get it at all!\It means that they'll find me guilty, but there won't be any real punishment!\I'd probably have been back today.\If you hadn't gone nuts, that is!\I can't believe you...\Sorry...\But... I'm glad you came.\Ow! response:	I see... So he was in Fairy Tail?
context: It means that they'll find me guilty, but there won't be any real punishment!\I'd probably have been back today.\If you hadn't gone nuts, that is!\I can't believe you...\Sorry...\But... I'm glad you came.\Ow!\I see... So he was in Fairy Tail? response:	Natsu Dragneel...
context: I'd probably have been back today.\If you hadn't gone nuts, that is!\I can't believe you...\Sorry...\But... I'm glad you came.\Ow!\I see... So he was in Fairy Tail?\Natsu Dragneel... response:	Ah, the sweet smell of freedom!
context: If you hadn't gone nuts, that is!\I can't believe you...\Sorry...\But... I'm glad you came.\Ow!\I see... So he was in Fairy Tail?\Natsu Dragneel...\Ah, the sweet smell of freedom! response:	Just smell it, yes!
context: I can't believe you...\Sorry...\But... I'm glad you came.\Ow!\I see... So he was in Fairy Tail?\Natsu Dragneel...\Ah, the sweet smell of freedom!\Just smell it, yes! response:	Who knew freedom was so great?
context: Sorry...\But... I'm glad you came.\Ow!\I see... So he was in Fairy Tail?\Natsu Dragneel...\Ah, the sweet smell of freedom!\Just smell it, yes!\Who knew freedom was so great? response:	Shut it, would you?
context: But... I'm glad you came.\Ow!\I see... So he was in Fairy Tail?\Natsu Dragneel...\Ah, the sweet smell of freedom!\Just smell it, yes!\Who knew freedom was so great?\Shut it, would you? response:	Freedom!
context: Ow!\I see... So he was in Fairy Tail?\Natsu Dragneel...\Ah, the sweet smell of freedom!\Just smell it, yes!\Who knew freedom was so great?\Shut it, would you?\Freedom! response:	Pipe down!
context: I see... So he was in Fairy Tail?\Natsu Dragneel...\Ah, the sweet smell of freedom!\Just smell it, yes!\Who knew freedom was so great?\Shut it, would you?\Freedom!\Pipe down! response:	This is what makes him so lovable.
context: Natsu Dragneel...\Ah, the sweet smell of freedom!\Just smell it, yes!\Who knew freedom was so great?\Shut it, would you?\Freedom!\Pipe down!\This is what makes him so lovable. response:	So it was all an arrest for show...
context: Ah, the sweet smell of freedom!\Just smell it, yes!\Who knew freedom was so great?\Shut it, would you?\Freedom!\Pipe down!\This is what makes him so lovable.\So it was all an arrest for show... response:	And I was so worried...
context: Just smell it, yes!\Who knew freedom was so great?\Shut it, would you?\Freedom!\Pipe down!\This is what makes him so lovable.\So it was all an arrest for show...\And I was so worried... response:	I see! She's a scapegoat but not a sacrificial lamb!
context: Who knew freedom was so great?\Shut it, would you?\Freedom!\Pipe down!\This is what makes him so lovable.\So it was all an arrest for show...\And I was so worried...\I see! She's a scapegoat but not a sacrificial lamb! response:	You're an ice wizard, all right...
context: Shut it, would you?\Freedom!\Pipe down!\This is what makes him so lovable.\So it was all an arrest for show...\And I was so worried...\I see! She's a scapegoat but not a sacrificial lamb!\You're an ice wizard, all right... response:	That joke gave me the chills...
context: Freedom!\Pipe down!\This is what makes him so lovable.\So it was all an arrest for show...\And I was so worried...\I see! She's a scapegoat but not a sacrificial lamb!\You're an ice wizard, all right...\That joke gave me the chills... response:	So, what about your man-to-man battle with Erza, Natsu?
context: Pipe down!\This is what makes him so lovable.\So it was all an arrest for show...\And I was so worried...\I see! She's a scapegoat but not a sacrificial lamb!\You're an ice wizard, all right...\That joke gave me the chills...\So, what about your man-to-man battle with Erza, Natsu? response:	Man?
context: This is what makes him so lovable.\So it was all an arrest for show...\And I was so worried...\I see! She's a scapegoat but not a sacrificial lamb!\You're an ice wizard, all right...\That joke gave me the chills...\So, what about your man-to-man battle with Erza, Natsu?\Man? response:	Oh yeah, I forgot!
context: So it was all an arrest for show...\And I was so worried...\I see! She's a scapegoat but not a sacrificial lamb!\You're an ice wizard, all right...\That joke gave me the chills...\So, what about your man-to-man battle with Erza, Natsu?\Man?\Oh yeah, I forgot! response:	Erza, let's continue where we left off!
context: And I was so worried...\I see! She's a scapegoat but not a sacrificial lamb!\You're an ice wizard, all right...\That joke gave me the chills...\So, what about your man-to-man battle with Erza, Natsu?\Man?\Oh yeah, I forgot!\Erza, let's continue where we left off! response:	No. I'm tired.
context: I see! She's a scapegoat but not a sacrificial lamb!\You're an ice wizard, all right...\That joke gave me the chills...\So, what about your man-to-man battle with Erza, Natsu?\Man?\Oh yeah, I forgot!\Erza, let's continue where we left off!\No. I'm tired. response:	Here I come!
context: You're an ice wizard, all right...\That joke gave me the chills...\So, what about your man-to-man battle with Erza, Natsu?\Man?\Oh yeah, I forgot!\Erza, let's continue where we left off!\No. I'm tired.\Here I come! response:	What am I to do with you?
context: That joke gave me the chills...\So, what about your man-to-man battle with Erza, Natsu?\Man?\Oh yeah, I forgot!\Erza, let's continue where we left off!\No. I'm tired.\Here I come!\What am I to do with you? response:	Ah, well.
context: So, what about your man-to-man battle with Erza, Natsu?\Man?\Oh yeah, I forgot!\Erza, let's continue where we left off!\No. I'm tired.\Here I come!\What am I to do with you?\Ah, well. response:	Shall we begin?
context: Man?\Oh yeah, I forgot!\Erza, let's continue where we left off!\No. I'm tired.\Here I come!\What am I to do with you?\Ah, well.\Shall we begin? response:	It's over!
context: Oh yeah, I forgot!\Erza, let's continue where we left off!\No. I'm tired.\Here I come!\What am I to do with you?\Ah, well.\Shall we begin?\It's over! response:	Lame, Natsu!
context: Erza, let's continue where we left off!\No. I'm tired.\Here I come!\What am I to do with you?\Ah, well.\Shall we begin?\It's over!\Lame, Natsu! response:	Erza's strong, that's for sure!
context: No. I'm tired.\Here I come!\What am I to do with you?\Ah, well.\Shall we begin?\It's over!\Lame, Natsu!\Erza's strong, that's for sure! response:	What's the matter, Master?
context: Here I come!\What am I to do with you?\Ah, well.\Shall we begin?\It's over!\Lame, Natsu!\Erza's strong, that's for sure!\What's the matter, Master? response:	This is...
context: What am I to do with you?\Ah, well.\Shall we begin?\It's over!\Lame, Natsu!\Erza's strong, that's for sure!\What's the matter, Master?\This is... response:	Sleepy...
context: Ah, well.\Shall we begin?\It's over!\Lame, Natsu!\Erza's strong, that's for sure!\What's the matter, Master?\This is...\Sleepy... response:	Mystogan...
context: Shall we begin?\It's over!\Lame, Natsu!\Erza's strong, that's for sure!\What's the matter, Master?\This is...\Sleepy...\Mystogan... response:	I'm off.
context: It's over!\Lame, Natsu!\Erza's strong, that's for sure!\What's the matter, Master?\This is...\Sleepy...\Mystogan...\I'm off. response:	Hey!
context: Lame, Natsu!\Erza's strong, that's for sure!\What's the matter, Master?\This is...\Sleepy...\Mystogan...\I'm off.\Hey! response:	Aren't you going to undo the sleeping magic?
context: Erza's strong, that's for sure!\What's the matter, Master?\This is...\Sleepy...\Mystogan...\I'm off.\Hey!\Aren't you going to undo the sleeping magic? response:	Five.
context: What's the matter, Master?\This is...\Sleepy...\Mystogan...\I'm off.\Hey!\Aren't you going to undo the sleeping magic?\Five. response:	Four.
context: This is...\Sleepy...\Mystogan...\I'm off.\Hey!\Aren't you going to undo the sleeping magic?\Five.\Four. response:	Three.
context: Sleepy...\Mystogan...\I'm off.\Hey!\Aren't you going to undo the sleeping magic?\Five.\Four.\Three. response:	Two.
context: Mystogan...\I'm off.\Hey!\Aren't you going to undo the sleeping magic?\Five.\Four.\Three.\Two. response:	One.
context: I'm off.\Hey!\Aren't you going to undo the sleeping magic?\Five.\Four.\Three.\Two.\One. response:	This feels like... Was Mystogan here?
context: Hey!\Aren't you going to undo the sleeping magic?\Five.\Four.\Three.\Two.\One.\This feels like... Was Mystogan here? response:	That bastard!
context: Aren't you going to undo the sleeping magic?\Five.\Four.\Three.\Two.\One.\This feels like... Was Mystogan here?\That bastard! response:	He always uses such super powerful magic.
context: Five.\Four.\Three.\Two.\One.\This feels like... Was Mystogan here?\That bastard!\He always uses such super powerful magic. response:	Mystogan.
context: Four.\Three.\Two.\One.\This feels like... Was Mystogan here?\That bastard!\He always uses such super powerful magic.\Mystogan. response:	One of the strongest men in Fairy Tail.
context: Three.\Two.\One.\This feels like... Was Mystogan here?\That bastard!\He always uses such super powerful magic.\Mystogan.\One of the strongest men in Fairy Tail. response:	He does this because he doesn't like other people to see his face.
context: Two.\One.\This feels like... Was Mystogan here?\That bastard!\He always uses such super powerful magic.\Mystogan.\One of the strongest men in Fairy Tail.\He does this because he doesn't like other people to see his face. response:	When he comes to take a job, he always puts everyone to sleep like this.
context: One.\This feels like... Was Mystogan here?\That bastard!\He always uses such super powerful magic.\Mystogan.\One of the strongest men in Fairy Tail.\He does this because he doesn't like other people to see his face.\When he comes to take a job, he always puts everyone to sleep like this. response:	What's with that? That's way too suspicious.
context: This feels like... Was Mystogan here?\That bastard!\He always uses such super powerful magic.\Mystogan.\One of the strongest men in Fairy Tail.\He does this because he doesn't like other people to see his face.\When he comes to take a job, he always puts everyone to sleep like this.\What's with that? That's way too suspicious. response:	So no one other than the master knows what he looks like.
context: That bastard!\He always uses such super powerful magic.\Mystogan.\One of the strongest men in Fairy Tail.\He does this because he doesn't like other people to see his face.\When he comes to take a job, he always puts everyone to sleep like this.\What's with that? That's way too suspicious.\So no one other than the master knows what he looks like. response:	No. I know what he looks like.
context: He always uses such super powerful magic.\Mystogan.\One of the strongest men in Fairy Tail.\He does this because he doesn't like other people to see his face.\When he comes to take a job, he always puts everyone to sleep like this.\What's with that? That's way too suspicious.\So no one other than the master knows what he looks like.\No. I know what he looks like. response:	Laxus!
context: Mystogan.\One of the strongest men in Fairy Tail.\He does this because he doesn't like other people to see his face.\When he comes to take a job, he always puts everyone to sleep like this.\What's with that? That's way too suspicious.\So no one other than the master knows what he looks like.\No. I know what he looks like.\Laxus! response:	You were here?
context: One of the strongest men in Fairy Tail.\He does this because he doesn't like other people to see his face.\When he comes to take a job, he always puts everyone to sleep like this.\What's with that? That's way too suspicious.\So no one other than the master knows what he looks like.\No. I know what he looks like.\Laxus!\You were here? response:	That's rare.
context: He does this because he doesn't like other people to see his face.\When he comes to take a job, he always puts everyone to sleep like this.\What's with that? That's way too suspicious.\So no one other than the master knows what he looks like.\No. I know what he looks like.\Laxus!\You were here?\That's rare. response:	Another one of the strongest.
context: When he comes to take a job, he always puts everyone to sleep like this.\What's with that? That's way too suspicious.\So no one other than the master knows what he looks like.\No. I know what he looks like.\Laxus!\You were here?\That's rare.\Another one of the strongest. response:	Mystogan's shy. Keep your noses outta it!
context: What's with that? That's way too suspicious.\So no one other than the master knows what he looks like.\No. I know what he looks like.\Laxus!\You were here?\That's rare.\Another one of the strongest.\Mystogan's shy. Keep your noses outta it! response:	Laxus! Fight me!
context: So no one other than the master knows what he looks like.\No. I know what he looks like.\Laxus!\You were here?\That's rare.\Another one of the strongest.\Mystogan's shy. Keep your noses outta it!\Laxus! Fight me! response:	You were just beat by Erza a second ago!
context: No. I know what he looks like.\Laxus!\You were here?\That's rare.\Another one of the strongest.\Mystogan's shy. Keep your noses outta it!\Laxus! Fight me!\You were just beat by Erza a second ago! response:	That's right! If you can't even beat Erza, there's no way you could beat me.
context: Laxus!\You were here?\That's rare.\Another one of the strongest.\Mystogan's shy. Keep your noses outta it!\Laxus! Fight me!\You were just beat by Erza a second ago!\That's right! If you can't even beat Erza, there's no way you could beat me. response:	What are you implying!
context: You were here?\That's rare.\Another one of the strongest.\Mystogan's shy. Keep your noses outta it!\Laxus! Fight me!\You were just beat by Erza a second ago!\That's right! If you can't even beat Erza, there's no way you could beat me.\What are you implying! response:	Whoa, calm down there, Erza.
context: That's rare.\Another one of the strongest.\Mystogan's shy. Keep your noses outta it!\Laxus! Fight me!\You were just beat by Erza a second ago!\That's right! If you can't even beat Erza, there's no way you could beat me.\What are you implying!\Whoa, calm down there, Erza. response:	That I am the strongest.
context: Another one of the strongest.\Mystogan's shy. Keep your noses outta it!\Laxus! Fight me!\You were just beat by Erza a second ago!\That's right! If you can't even beat Erza, there's no way you could beat me.\What are you implying!\Whoa, calm down there, Erza.\That I am the strongest. response:	Then get down here and prove it, jerk!
context: Mystogan's shy. Keep your noses outta it!\Laxus! Fight me!\You were just beat by Erza a second ago!\That's right! If you can't even beat Erza, there's no way you could beat me.\What are you implying!\Whoa, calm down there, Erza.\That I am the strongest.\Then get down here and prove it, jerk! response:	How about you come up here?
context: Laxus! Fight me!\You were just beat by Erza a second ago!\That's right! If you can't even beat Erza, there's no way you could beat me.\What are you implying!\Whoa, calm down there, Erza.\That I am the strongest.\Then get down here and prove it, jerk!\How about you come up here? response:	Fine by me!
context: You were just beat by Erza a second ago!\That's right! If you can't even beat Erza, there's no way you could beat me.\What are you implying!\Whoa, calm down there, Erza.\That I am the strongest.\Then get down here and prove it, jerk!\How about you come up here?\Fine by me! response:	You cannot go upstairs!
context: That's right! If you can't even beat Erza, there's no way you could beat me.\What are you implying!\Whoa, calm down there, Erza.\That I am the strongest.\Then get down here and prove it, jerk!\How about you come up here?\Fine by me!\You cannot go upstairs! response:	Not yet.
context: What are you implying!\Whoa, calm down there, Erza.\That I am the strongest.\Then get down here and prove it, jerk!\How about you come up here?\Fine by me!\You cannot go upstairs!\Not yet. response:	Seems you've made him angry.
context: Whoa, calm down there, Erza.\That I am the strongest.\Then get down here and prove it, jerk!\How about you come up here?\Fine by me!\You cannot go upstairs!\Not yet.\Seems you've made him angry. response:	Laxus, enough!
context: That I am the strongest.\Then get down here and prove it, jerk!\How about you come up here?\Fine by me!\You cannot go upstairs!\Not yet.\Seems you've made him angry.\Laxus, enough! response:	I'm not giving up my seat as the strongest in Fairy Tail for anyone!
context: Then get down here and prove it, jerk!\How about you come up here?\Fine by me!\You cannot go upstairs!\Not yet.\Seems you've made him angry.\Laxus, enough!\I'm not giving up my seat as the strongest in Fairy Tail for anyone! response:	Not to Erza or Mystogan, either.
context: How about you come up here?\Fine by me!\You cannot go upstairs!\Not yet.\Seems you've made him angry.\Laxus, enough!\I'm not giving up my seat as the strongest in Fairy Tail for anyone!\Not to Erza or Mystogan, either. response:	I am the strongest!
context: Fine by me!\You cannot go upstairs!\Not yet.\Seems you've made him angry.\Laxus, enough!\I'm not giving up my seat as the strongest in Fairy Tail for anyone!\Not to Erza or Mystogan, either.\I am the strongest! response:	About what Master said before...
context: You cannot go upstairs!\Not yet.\Seems you've made him angry.\Laxus, enough!\I'm not giving up my seat as the strongest in Fairy Tail for anyone!\Not to Erza or Mystogan, either.\I am the strongest!\About what Master said before... response:	How he can't go up to the second floor. Why is that?
context: Not yet.\Seems you've made him angry.\Laxus, enough!\I'm not giving up my seat as the strongest in Fairy Tail for anyone!\Not to Erza or Mystogan, either.\I am the strongest!\About what Master said before...\How he can't go up to the second floor. Why is that? response:	It's a bit early to talk to you about it, Lucy.
context: Seems you've made him angry.\Laxus, enough!\I'm not giving up my seat as the strongest in Fairy Tail for anyone!\Not to Erza or Mystogan, either.\I am the strongest!\About what Master said before...\How he can't go up to the second floor. Why is that?\It's a bit early to talk to you about it, Lucy. response:	But the second-floor request board has jobs posted to it so difficult they don't even compare to the ones on the first.
context: Laxus, enough!\I'm not giving up my seat as the strongest in Fairy Tail for anyone!\Not to Erza or Mystogan, either.\I am the strongest!\About what Master said before...\How he can't go up to the second floor. Why is that?\It's a bit early to talk to you about it, Lucy.\But the second-floor request board has jobs posted to it so difficult they don't even compare to the ones on the first. response:	S class quests.
context: I'm not giving up my seat as the strongest in Fairy Tail for anyone!\Not to Erza or Mystogan, either.\I am the strongest!\About what Master said before...\How he can't go up to the second floor. Why is that?\It's a bit early to talk to you about it, Lucy.\But the second-floor request board has jobs posted to it so difficult they don't even compare to the ones on the first.\S class quests. response:	S class?
context: Not to Erza or Mystogan, either.\I am the strongest!\About what Master said before...\How he can't go up to the second floor. Why is that?\It's a bit early to talk to you about it, Lucy.\But the second-floor request board has jobs posted to it so difficult they don't even compare to the ones on the first.\S class quests.\S class? response:	These are jobs where the slightest mistake would mean death.
context: I am the strongest!\About what Master said before...\How he can't go up to the second floor. Why is that?\It's a bit early to talk to you about it, Lucy.\But the second-floor request board has jobs posted to it so difficult they don't even compare to the ones on the first.\S class quests.\S class?\These are jobs where the slightest mistake would mean death. response:	Of course, the rewards are correspondingly high.
context: About what Master said before...\How he can't go up to the second floor. Why is that?\It's a bit early to talk to you about it, Lucy.\But the second-floor request board has jobs posted to it so difficult they don't even compare to the ones on the first.\S class quests.\S class?\These are jobs where the slightest mistake would mean death.\Of course, the rewards are correspondingly high. response:	Only wizards who the master approves can take on S class quests.
context: How he can't go up to the second floor. Why is that?\It's a bit early to talk to you about it, Lucy.\But the second-floor request board has jobs posted to it so difficult they don't even compare to the ones on the first.\S class quests.\S class?\These are jobs where the slightest mistake would mean death.\Of course, the rewards are correspondingly high.\Only wizards who the master approves can take on S class quests. response:	If you include Erza, Laxus, and Mystogan, then there are only 5 people who can do them.
context: It's a bit early to talk to you about it, Lucy.\But the second-floor request board has jobs posted to it so difficult they don't even compare to the ones on the first.\S class quests.\S class?\These are jobs where the slightest mistake would mean death.\Of course, the rewards are correspondingly high.\Only wizards who the master approves can take on S class quests.\If you include Erza, Laxus, and Mystogan, then there are only 5 people who can do them. response:	S class is not really something you should seek out.
context: But the second-floor request board has jobs posted to it so difficult they don't even compare to the ones on the first.\S class quests.\S class?\These are jobs where the slightest mistake would mean death.\Of course, the rewards are correspondingly high.\Only wizards who the master approves can take on S class quests.\If you include Erza, Laxus, and Mystogan, then there are only 5 people who can do them.\S class is not really something you should seek out. response:	They're all jobs where you'd need a great number of lives!
context: S class quests.\S class?\These are jobs where the slightest mistake would mean death.\Of course, the rewards are correspondingly high.\Only wizards who the master approves can take on S class quests.\If you include Erza, Laxus, and Mystogan, then there are only 5 people who can do them.\S class is not really something you should seek out.\They're all jobs where you'd need a great number of lives! response:	Seems like it...
context: S class?\These are jobs where the slightest mistake would mean death.\Of course, the rewards are correspondingly high.\Only wizards who the master approves can take on S class quests.\If you include Erza, Laxus, and Mystogan, then there are only 5 people who can do them.\S class is not really something you should seek out.\They're all jobs where you'd need a great number of lives!\Seems like it... response:	Watch your step, missy!
context: These are jobs where the slightest mistake would mean death.\Of course, the rewards are correspondingly high.\Only wizards who the master approves can take on S class quests.\If you include Erza, Laxus, and Mystogan, then there are only 5 people who can do them.\S class is not really something you should seek out.\They're all jobs where you'd need a great number of lives!\Seems like it...\Watch your step, missy! response:	I've heard of both Mystosan and Laxus before.
context: Of course, the rewards are correspondingly high.\Only wizards who the master approves can take on S class quests.\If you include Erza, Laxus, and Mystogan, then there are only 5 people who can do them.\S class is not really something you should seek out.\They're all jobs where you'd need a great number of lives!\Seems like it...\Watch your step, missy!\I've heard of both Mystosan and Laxus before. response:	Fairy Tail really is an amazing guild.
context: Only wizards who the master approves can take on S class quests.\If you include Erza, Laxus, and Mystogan, then there are only 5 people who can do them.\S class is not really something you should seek out.\They're all jobs where you'd need a great number of lives!\Seems like it...\Watch your step, missy!\I've heard of both Mystosan and Laxus before.\Fairy Tail really is an amazing guild. response:	And I think I know how everyone ranks in power about now.
