context: I'm back! response:	No one's home?
context: Wh-What are you talking about?\The evidence is right there!\How could you even think of making me see something like that?\I can't believe it!\You're the worst!\Come on, don't cry!\I'm not crying!\Sorry! I'm sorry! response:	I won't look at them again!
context: The evidence is right there!\How could you even think of making me see something like that?\I can't believe it!\You're the worst!\Come on, don't cry!\I'm not crying!\Sorry! I'm sorry!\I won't look at them again! response:	I'm sorry I did it!
context: How could you even think of making me see something like that?\I can't believe it!\You're the worst!\Come on, don't cry!\I'm not crying!\Sorry! I'm sorry!\I won't look at them again!\I'm sorry I did it! response:	I'm calling you Porn Hunter from now on!
context: I can't believe it!\You're the worst!\Come on, don't cry!\I'm not crying!\Sorry! I'm sorry!\I won't look at them again!\I'm sorry I did it!\I'm calling you Porn Hunter from now on! response:	Please spare me that!
context: You're the worst!\Come on, don't cry!\I'm not crying!\Sorry! I'm sorry!\I won't look at them again!\I'm sorry I did it!\I'm calling you Porn Hunter from now on!\Please spare me that! response:	You're going to make up for this.
context: Come on, don't cry!\I'm not crying!\Sorry! I'm sorry!\I won't look at them again!\I'm sorry I did it!\I'm calling you Porn Hunter from now on!\Please spare me that!\You're going to make up for this. response:	Make up?
context: I'm not crying!\Sorry! I'm sorry!\I won't look at them again!\I'm sorry I did it!\I'm calling you Porn Hunter from now on!\Please spare me that!\You're going to make up for this.\Make up? response:	Life counseling!
context: Sorry! I'm sorry!\I won't look at them again!\I'm sorry I did it!\I'm calling you Porn Hunter from now on!\Please spare me that!\You're going to make up for this.\Make up?\Life counseling! response:	What is this?
context: I won't look at them again!\I'm sorry I did it!\I'm calling you Porn Hunter from now on!\Please spare me that!\You're going to make up for this.\Make up?\Life counseling!\What is this? response:	My latest work.
context: I'm sorry I did it!\I'm calling you Porn Hunter from now on!\Please spare me that!\You're going to make up for this.\Make up?\Life counseling!\What is this?\My latest work. response:	Another novel.
context: I'm calling you Porn Hunter from now on!\Please spare me that!\You're going to make up for this.\Make up?\Life counseling!\What is this?\My latest work.\Another novel. response:	You're still writing?
context: Please spare me that!\You're going to make up for this.\Make up?\Life counseling!\What is this?\My latest work.\Another novel.\You're still writing? response:	What, got a problem with that?
context: You're going to make up for this.\Make up?\Life counseling!\What is this?\My latest work.\Another novel.\You're still writing?\What, got a problem with that? response:	No, not at all!
context: Make up?\Life counseling!\What is this?\My latest work.\Another novel.\You're still writing?\What, got a problem with that?\No, not at all! response:	I figured out my writing style from the last one.
context: Life counseling!\What is this?\My latest work.\Another novel.\You're still writing?\What, got a problem with that?\No, not at all!\I figured out my writing style from the last one. response:	So this time I figured I should just write about what I like.
context: What is this?\My latest work.\Another novel.\You're still writing?\What, got a problem with that?\No, not at all!\I figured out my writing style from the last one.\So this time I figured I should just write about what I like. response:	And that's what this is?
context: My latest work.\Another novel.\You're still writing?\What, got a problem with that?\No, not at all!\I figured out my writing style from the last one.\So this time I figured I should just write about what I like.\And that's what this is? response:	<ts: My Star
context: Another novel.\You're still writing?\What, got a problem with that?\No, not at all!\I figured out my writing style from the last one.\So this time I figured I should just write about what I like.\And that's what this is?\<ts: My Star response:	Little Sister Star >
context: You're still writing?\What, got a problem with that?\No, not at all!\I figured out my writing style from the last one.\So this time I figured I should just write about what I like.\And that's what this is?\<ts: My Star\Little Sister Star > response:	What's it about?
context: What, got a problem with that?\No, not at all!\I figured out my writing style from the last one.\So this time I figured I should just write about what I like.\And that's what this is?\<ts: My Star\Little Sister Star >\What's it about? response:	Can't you tell from the title?
context: No, not at all!\I figured out my writing style from the last one.\So this time I figured I should just write about what I like.\And that's what this is?\<ts: My Star\Little Sister Star >\What's it about?\Can't you tell from the title? response:	It's about me, an astronaut, winding up on a planet full of little sisters and doing amazing things.
context: I figured out my writing style from the last one.\So this time I figured I should just write about what I like.\And that's what this is?\<ts: My Star\Little Sister Star >\What's it about?\Can't you tell from the title?\It's about me, an astronaut, winding up on a planet full of little sisters and doing amazing things. response:	That makes no sense to me!
context: So this time I figured I should just write about what I like.\And that's what this is?\<ts: My Star\Little Sister Star >\What's it about?\Can't you tell from the title?\It's about me, an astronaut, winding up on a planet full of little sisters and doing amazing things.\That makes no sense to me! response:	It felt completely different when I finished writing it.
context: And that's what this is?\<ts: My Star\Little Sister Star >\What's it about?\Can't you tell from the title?\It's about me, an astronaut, winding up on a planet full of little sisters and doing amazing things.\That makes no sense to me!\It felt completely different when I finished writing it. response:	So...
context: <ts: My Star\Little Sister Star >\What's it about?\Can't you tell from the title?\It's about me, an astronaut, winding up on a planet full of little sisters and doing amazing things.\That makes no sense to me!\It felt completely different when I finished writing it.\So... response:	I submitted it here.
context: Little Sister Star >\What's it about?\Can't you tell from the title?\It's about me, an astronaut, winding up on a planet full of little sisters and doing amazing things.\That makes no sense to me!\It felt completely different when I finished writing it.\So...\I submitted it here. response:	You know the light novel publisher Raigeki Bunko?
context: What's it about?\Can't you tell from the title?\It's about me, an astronaut, winding up on a planet full of little sisters and doing amazing things.\That makes no sense to me!\It felt completely different when I finished writing it.\So...\I submitted it here.\You know the light novel publisher Raigeki Bunko? response:	An editor there read it and asked if I want it published as a book!
context: Can't you tell from the title?\It's about me, an astronaut, winding up on a planet full of little sisters and doing amazing things.\That makes no sense to me!\It felt completely different when I finished writing it.\So...\I submitted it here.\You know the light novel publisher Raigeki Bunko?\An editor there read it and asked if I want it published as a book! response:	Eh? Seriously??
context: It's about me, an astronaut, winding up on a planet full of little sisters and doing amazing things.\That makes no sense to me!\It felt completely different when I finished writing it.\So...\I submitted it here.\You know the light novel publisher Raigeki Bunko?\An editor there read it and asked if I want it published as a book!\Eh? Seriously?? response:	Yeah!
context: That makes no sense to me!\It felt completely different when I finished writing it.\So...\I submitted it here.\You know the light novel publisher Raigeki Bunko?\An editor there read it and asked if I want it published as a book!\Eh? Seriously??\Yeah! response:	Your book's getting published?!
context: It felt completely different when I finished writing it.\So...\I submitted it here.\You know the light novel publisher Raigeki Bunko?\An editor there read it and asked if I want it published as a book!\Eh? Seriously??\Yeah!\Your book's getting published?! response:	This is becoming a book??
context: So...\I submitted it here.\You know the light novel publisher Raigeki Bunko?\An editor there read it and asked if I want it published as a book!\Eh? Seriously??\Yeah!\Your book's getting published?!\This is becoming a book?? response:	Don't shout like that!
context: I submitted it here.\You know the light novel publisher Raigeki Bunko?\An editor there read it and asked if I want it published as a book!\Eh? Seriously??\Yeah!\Your book's getting published?!\This is becoming a book??\Don't shout like that! response:	I don't want Mom and Dad to know yet.
context: You know the light novel publisher Raigeki Bunko?\An editor there read it and asked if I want it published as a book!\Eh? Seriously??\Yeah!\Your book's getting published?!\This is becoming a book??\Don't shout like that!\I don't want Mom and Dad to know yet. response:	Also, it's not for sure yet.
context: An editor there read it and asked if I want it published as a book!\Eh? Seriously??\Yeah!\Your book's getting published?!\This is becoming a book??\Don't shout like that!\I don't want Mom and Dad to know yet.\Also, it's not for sure yet. response:	The editor said that it's hard for readers to get into something like this.
context: Eh? Seriously??\Yeah!\Your book's getting published?!\This is becoming a book??\Don't shout like that!\I don't want Mom and Dad to know yet.\Also, it's not for sure yet.\The editor said that it's hard for readers to get into something like this. response:	But he said he could feel my passion for little sisters in the writing!
context: Yeah!\Your book's getting published?!\This is becoming a book??\Don't shout like that!\I don't want Mom and Dad to know yet.\Also, it's not for sure yet.\The editor said that it's hard for readers to get into something like this.\But he said he could feel my passion for little sisters in the writing! response:	He said it was overflowing with it!
context: Your book's getting published?!\This is becoming a book??\Don't shout like that!\I don't want Mom and Dad to know yet.\Also, it's not for sure yet.\The editor said that it's hard for readers to get into something like this.\But he said he could feel my passion for little sisters in the writing!\He said it was overflowing with it! response:	Wow. Her love for little sisters is already at a pro level...
context: This is becoming a book??\Don't shout like that!\I don't want Mom and Dad to know yet.\Also, it's not for sure yet.\The editor said that it's hard for readers to get into something like this.\But he said he could feel my passion for little sisters in the writing!\He said it was overflowing with it!\Wow. Her love for little sisters is already at a pro level... response:	But I don't want to touch My Star again.
context: Don't shout like that!\I don't want Mom and Dad to know yet.\Also, it's not for sure yet.\The editor said that it's hard for readers to get into something like this.\But he said he could feel my passion for little sisters in the writing!\He said it was overflowing with it!\Wow. Her love for little sisters is already at a pro level...\But I don't want to touch My Star again. response:	I kind of feel like I've finished it.
context: I don't want Mom and Dad to know yet.\Also, it's not for sure yet.\The editor said that it's hard for readers to get into something like this.\But he said he could feel my passion for little sisters in the writing!\He said it was overflowing with it!\Wow. Her love for little sisters is already at a pro level...\But I don't want to touch My Star again.\I kind of feel like I've finished it. response:	She's acting like an artist already?!
context: Also, it's not for sure yet.\The editor said that it's hard for readers to get into something like this.\But he said he could feel my passion for little sisters in the writing!\He said it was overflowing with it!\Wow. Her love for little sisters is already at a pro level...\But I don't want to touch My Star again.\I kind of feel like I've finished it.\She's acting like an artist already?! response:	So I decided to write something new!
context: The editor said that it's hard for readers to get into something like this.\But he said he could feel my passion for little sisters in the writing!\He said it was overflowing with it!\Wow. Her love for little sisters is already at a pro level...\But I don't want to touch My Star again.\I kind of feel like I've finished it.\She's acting like an artist already?!\So I decided to write something new! response:	Why on earth did I have to follow my sister here to help her do research?
context: But he said he could feel my passion for little sisters in the writing!\He said it was overflowing with it!\Wow. Her love for little sisters is already at a pro level...\But I don't want to touch My Star again.\I kind of feel like I've finished it.\She's acting like an artist already?!\So I decided to write something new!\Why on earth did I have to follow my sister here to help her do research? response:	So, what's it about?
context: He said it was overflowing with it!\Wow. Her love for little sisters is already at a pro level...\But I don't want to touch My Star again.\I kind of feel like I've finished it.\She's acting like an artist already?!\So I decided to write something new!\Why on earth did I have to follow my sister here to help her do research?\So, what's it about? response:	It takes place in a post-apocalyptic Tokyo,
context: Wow. Her love for little sisters is already at a pro level...\But I don't want to touch My Star again.\I kind of feel like I've finished it.\She's acting like an artist already?!\So I decided to write something new!\Why on earth did I have to follow my sister here to help her do research?\So, what's it about?\It takes place in a post-apocalyptic Tokyo, response:	and the main character goes around saving girls and rebuilding the world with them.
context: But I don't want to touch My Star again.\I kind of feel like I've finished it.\She's acting like an artist already?!\So I decided to write something new!\Why on earth did I have to follow my sister here to help her do research?\So, what's it about?\It takes place in a post-apocalyptic Tokyo,\and the main character goes around saving girls and rebuilding the world with them. response:	Exciting, right?
context: I kind of feel like I've finished it.\She's acting like an artist already?!\So I decided to write something new!\Why on earth did I have to follow my sister here to help her do research?\So, what's it about?\It takes place in a post-apocalyptic Tokyo,\and the main character goes around saving girls and rebuilding the world with them.\Exciting, right? response:	Can't you write anything normal?
context: She's acting like an artist already?!\So I decided to write something new!\Why on earth did I have to follow my sister here to help her do research?\So, what's it about?\It takes place in a post-apocalyptic Tokyo,\and the main character goes around saving girls and rebuilding the world with them.\Exciting, right?\Can't you write anything normal? response:	I'm surprised that this Raigeki Bunko place would publish something like that...
context: So I decided to write something new!\Why on earth did I have to follow my sister here to help her do research?\So, what's it about?\It takes place in a post-apocalyptic Tokyo,\and the main character goes around saving girls and rebuilding the world with them.\Exciting, right?\Can't you write anything normal?\I'm surprised that this Raigeki Bunko place would publish something like that... response:	I want to see what one of the characters feels for myself, if possible.
context: Why on earth did I have to follow my sister here to help her do research?\So, what's it about?\It takes place in a post-apocalyptic Tokyo,\and the main character goes around saving girls and rebuilding the world with them.\Exciting, right?\Can't you write anything normal?\I'm surprised that this Raigeki Bunko place would publish something like that...\I want to see what one of the characters feels for myself, if possible. response:	I need you to walk into the middle of that and get hit by a runaway car.
context: So, what's it about?\It takes place in a post-apocalyptic Tokyo,\and the main character goes around saving girls and rebuilding the world with them.\Exciting, right?\Can't you write anything normal?\I'm surprised that this Raigeki Bunko place would publish something like that...\I want to see what one of the characters feels for myself, if possible.\I need you to walk into the middle of that and get hit by a runaway car. response:	Why??
context: It takes place in a post-apocalyptic Tokyo,\and the main character goes around saving girls and rebuilding the world with them.\Exciting, right?\Can't you write anything normal?\I'm surprised that this Raigeki Bunko place would publish something like that...\I want to see what one of the characters feels for myself, if possible.\I need you to walk into the middle of that and get hit by a runaway car.\Why?? response:	A big one, if possible.
context: and the main character goes around saving girls and rebuilding the world with them.\Exciting, right?\Can't you write anything normal?\I'm surprised that this Raigeki Bunko place would publish something like that...\I want to see what one of the characters feels for myself, if possible.\I need you to walk into the middle of that and get hit by a runaway car.\Why??\A big one, if possible. response:	Like a bus or a dump truck.
context: Exciting, right?\Can't you write anything normal?\I'm surprised that this Raigeki Bunko place would publish something like that...\I want to see what one of the characters feels for myself, if possible.\I need you to walk into the middle of that and get hit by a runaway car.\Why??\A big one, if possible.\Like a bus or a dump truck. response:	I'll die!
context: Can't you write anything normal?\I'm surprised that this Raigeki Bunko place would publish something like that...\I want to see what one of the characters feels for myself, if possible.\I need you to walk into the middle of that and get hit by a runaway car.\Why??\A big one, if possible.\Like a bus or a dump truck.\I'll die! response:	It's the only way I can learn how to convey the fear and panic to my readers.
context: I'm surprised that this Raigeki Bunko place would publish something like that...\I want to see what one of the characters feels for myself, if possible.\I need you to walk into the middle of that and get hit by a runaway car.\Why??\A big one, if possible.\Like a bus or a dump truck.\I'll die!\It's the only way I can learn how to convey the fear and panic to my readers. response:	And after this incident, the main character learns how precious life is.
context: I want to see what one of the characters feels for myself, if possible.\I need you to walk into the middle of that and get hit by a runaway car.\Why??\A big one, if possible.\Like a bus or a dump truck.\I'll die!\It's the only way I can learn how to convey the fear and panic to my readers.\And after this incident, the main character learns how precious life is. response:	And my life isn't??
context: I need you to walk into the middle of that and get hit by a runaway car.\Why??\A big one, if possible.\Like a bus or a dump truck.\I'll die!\It's the only way I can learn how to convey the fear and panic to my readers.\And after this incident, the main character learns how precious life is.\And my life isn't?? response:	Why do I have to get turned into a red splatter on the ground on Christmas?!
context: Why??\A big one, if possible.\Like a bus or a dump truck.\I'll die!\It's the only way I can learn how to convey the fear and panic to my readers.\And after this incident, the main character learns how precious life is.\And my life isn't??\Why do I have to get turned into a red splatter on the ground on Christmas?! response:	You're useless...
context: A big one, if possible.\Like a bus or a dump truck.\I'll die!\It's the only way I can learn how to convey the fear and panic to my readers.\And after this incident, the main character learns how precious life is.\And my life isn't??\Why do I have to get turned into a red splatter on the ground on Christmas?!\You're useless... response:	Fine then.
context: Like a bus or a dump truck.\I'll die!\It's the only way I can learn how to convey the fear and panic to my readers.\And after this incident, the main character learns how precious life is.\And my life isn't??\Why do I have to get turned into a red splatter on the ground on Christmas?!\You're useless...\Fine then. response:	I'll just figure out how to do it with some pictures.
context: I'll die!\It's the only way I can learn how to convey the fear and panic to my readers.\And after this incident, the main character learns how precious life is.\And my life isn't??\Why do I have to get turned into a red splatter on the ground on Christmas?!\You're useless...\Fine then.\I'll just figure out how to do it with some pictures. response:	Be grateful.
context: It's the only way I can learn how to convey the fear and panic to my readers.\And after this incident, the main character learns how precious life is.\And my life isn't??\Why do I have to get turned into a red splatter on the ground on Christmas?!\You're useless...\Fine then.\I'll just figure out how to do it with some pictures.\Be grateful. response:	You'd better be more useful at the next spot.
context: And after this incident, the main character learns how precious life is.\And my life isn't??\Why do I have to get turned into a red splatter on the ground on Christmas?!\You're useless...\Fine then.\I'll just figure out how to do it with some pictures.\Be grateful.\You'd better be more useful at the next spot. response:	Hey, shopping here can't possibly have anything to do with your novel.
context: And my life isn't??\Why do I have to get turned into a red splatter on the ground on Christmas?!\You're useless...\Fine then.\I'll just figure out how to do it with some pictures.\Be grateful.\You'd better be more useful at the next spot.\Hey, shopping here can't possibly have anything to do with your novel. response:	Have you even read the plot?
context: Why do I have to get turned into a red splatter on the ground on Christmas?!\You're useless...\Fine then.\I'll just figure out how to do it with some pictures.\Be grateful.\You'd better be more useful at the next spot.\Hey, shopping here can't possibly have anything to do with your novel.\Have you even read the plot? response:	The main character starts by going on a date here for Christmas Eve.
context: You're useless...\Fine then.\I'll just figure out how to do it with some pictures.\Be grateful.\You'd better be more useful at the next spot.\Hey, shopping here can't possibly have anything to do with your novel.\Have you even read the plot?\The main character starts by going on a date here for Christmas Eve. response:	After she leaves, the incident happens.
context: Fine then.\I'll just figure out how to do it with some pictures.\Be grateful.\You'd better be more useful at the next spot.\Hey, shopping here can't possibly have anything to do with your novel.\Have you even read the plot?\The main character starts by going on a date here for Christmas Eve.\After she leaves, the incident happens. response:	Shiori-chan survives and appears here too.
context: I'll just figure out how to do it with some pictures.\Be grateful.\You'd better be more useful at the next spot.\Hey, shopping here can't possibly have anything to do with your novel.\Have you even read the plot?\The main character starts by going on a date here for Christmas Eve.\After she leaves, the incident happens.\Shiori-chan survives and appears here too. response:	So you got this idea from an eroge?
context: Be grateful.\You'd better be more useful at the next spot.\Hey, shopping here can't possibly have anything to do with your novel.\Have you even read the plot?\The main character starts by going on a date here for Christmas Eve.\After she leaves, the incident happens.\Shiori-chan survives and appears here too.\So you got this idea from an eroge? response:	Also, the clothes and accessories bought here are given to the little sisters in other towns.
context: You'd better be more useful at the next spot.\Hey, shopping here can't possibly have anything to do with your novel.\Have you even read the plot?\The main character starts by going on a date here for Christmas Eve.\After she leaves, the incident happens.\Shiori-chan survives and appears here too.\So you got this idea from an eroge?\Also, the clothes and accessories bought here are given to the little sisters in other towns. response:	It's an important point at the start of the book.
context: Hey, shopping here can't possibly have anything to do with your novel.\Have you even read the plot?\The main character starts by going on a date here for Christmas Eve.\After she leaves, the incident happens.\Shiori-chan survives and appears here too.\So you got this idea from an eroge?\Also, the clothes and accessories bought here are given to the little sisters in other towns.\It's an important point at the start of the book. response:	What kind of convenient survival is that??
context: Have you even read the plot?\The main character starts by going on a date here for Christmas Eve.\After she leaves, the incident happens.\Shiori-chan survives and appears here too.\So you got this idea from an eroge?\Also, the clothes and accessories bought here are given to the little sisters in other towns.\It's an important point at the start of the book.\What kind of convenient survival is that?? response:	And what other towns are there, anyway?
context: The main character starts by going on a date here for Christmas Eve.\After she leaves, the incident happens.\Shiori-chan survives and appears here too.\So you got this idea from an eroge?\Also, the clothes and accessories bought here are given to the little sisters in other towns.\It's an important point at the start of the book.\What kind of convenient survival is that??\And what other towns are there, anyway? response:	Akiba, Otome Road, Harajuku, and Nakano Broadway.
context: After she leaves, the incident happens.\Shiori-chan survives and appears here too.\So you got this idea from an eroge?\Also, the clothes and accessories bought here are given to the little sisters in other towns.\It's an important point at the start of the book.\What kind of convenient survival is that??\And what other towns are there, anyway?\Akiba, Otome Road, Harajuku, and Nakano Broadway. response:	That's completely messed up!
context: Shiori-chan survives and appears here too.\So you got this idea from an eroge?\Also, the clothes and accessories bought here are given to the little sisters in other towns.\It's an important point at the start of the book.\What kind of convenient survival is that??\And what other towns are there, anyway?\Akiba, Otome Road, Harajuku, and Nakano Broadway.\That's completely messed up! response:	Anyway, buy this for me.
context: So you got this idea from an eroge?\Also, the clothes and accessories bought here are given to the little sisters in other towns.\It's an important point at the start of the book.\What kind of convenient survival is that??\And what other towns are there, anyway?\Akiba, Otome Road, Harajuku, and Nakano Broadway.\That's completely messed up!\Anyway, buy this for me. response:	Like hell I can!
context: Also, the clothes and accessories bought here are given to the little sisters in other towns.\It's an important point at the start of the book.\What kind of convenient survival is that??\And what other towns are there, anyway?\Akiba, Otome Road, Harajuku, and Nakano Broadway.\That's completely messed up!\Anyway, buy this for me.\Like hell I can! response:	And why do you need that in the first place?!
context: It's an important point at the start of the book.\What kind of convenient survival is that??\And what other towns are there, anyway?\Akiba, Otome Road, Harajuku, and Nakano Broadway.\That's completely messed up!\Anyway, buy this for me.\Like hell I can!\And why do you need that in the first place?! response:	You really don't get it.
context: What kind of convenient survival is that??\And what other towns are there, anyway?\Akiba, Otome Road, Harajuku, and Nakano Broadway.\That's completely messed up!\Anyway, buy this for me.\Like hell I can!\And why do you need that in the first place?!\You really don't get it. response:	It's things like this that become emotional support in the future!
context: And what other towns are there, anyway?\Akiba, Otome Road, Harajuku, and Nakano Broadway.\That's completely messed up!\Anyway, buy this for me.\Like hell I can!\And why do you need that in the first place?!\You really don't get it.\It's things like this that become emotional support in the future! response:	Isn't that natural, if you receive it from the person you love?
context: Akiba, Otome Road, Harajuku, and Nakano Broadway.\That's completely messed up!\Anyway, buy this for me.\Like hell I can!\And why do you need that in the first place?!\You really don't get it.\It's things like this that become emotional support in the future!\Isn't that natural, if you receive it from the person you love? response:	I'm talking about the story in the novel, of course.
context: That's completely messed up!\Anyway, buy this for me.\Like hell I can!\And why do you need that in the first place?!\You really don't get it.\It's things like this that become emotional support in the future!\Isn't that natural, if you receive it from the person you love?\I'm talking about the story in the novel, of course. response:	Come on, stop complaining and go buy it already.
context: Anyway, buy this for me.\Like hell I can!\And why do you need that in the first place?!\You really don't get it.\It's things like this that become emotional support in the future!\Isn't that natural, if you receive it from the person you love?\I'm talking about the story in the novel, of course.\Come on, stop complaining and go buy it already. response:	There are other places we need to go.
context: Like hell I can!\And why do you need that in the first place?!\You really don't get it.\It's things like this that become emotional support in the future!\Isn't that natural, if you receive it from the person you love?\I'm talking about the story in the novel, of course.\Come on, stop complaining and go buy it already.\There are other places we need to go. response:	Lend me some cash then.
context: And why do you need that in the first place?!\You really don't get it.\It's things like this that become emotional support in the future!\Isn't that natural, if you receive it from the person you love?\I'm talking about the story in the novel, of course.\Come on, stop complaining and go buy it already.\There are other places we need to go.\Lend me some cash then. response:	What?
context: You really don't get it.\It's things like this that become emotional support in the future!\Isn't that natural, if you receive it from the person you love?\I'm talking about the story in the novel, of course.\Come on, stop complaining and go buy it already.\There are other places we need to go.\Lend me some cash then.\What? response:	I've only got Y18,000 on me.
context: It's things like this that become emotional support in the future!\Isn't that natural, if you receive it from the person you love?\I'm talking about the story in the novel, of course.\Come on, stop complaining and go buy it already.\There are other places we need to go.\Lend me some cash then.\What?\I've only got Y18,000 on me. response:	If you want to give me the difference, I'll go buy it for you.
context: Isn't that natural, if you receive it from the person you love?\I'm talking about the story in the novel, of course.\Come on, stop complaining and go buy it already.\There are other places we need to go.\Lend me some cash then.\What?\I've only got Y18,000 on me.\If you want to give me the difference, I'll go buy it for you. response:	You're unbelievable!
context: I'm talking about the story in the novel, of course.\Come on, stop complaining and go buy it already.\There are other places we need to go.\Lend me some cash then.\What?\I've only got Y18,000 on me.\If you want to give me the difference, I'll go buy it for you.\You're unbelievable! response:	Why don't you have enough cash on you?
context: Come on, stop complaining and go buy it already.\There are other places we need to go.\Lend me some cash then.\What?\I've only got Y18,000 on me.\If you want to give me the difference, I'll go buy it for you.\You're unbelievable!\Why don't you have enough cash on you? response:	Who would normally be able to just slap down Y30,000 on an accessory??
context: There are other places we need to go.\Lend me some cash then.\What?\I've only got Y18,000 on me.\If you want to give me the difference, I'll go buy it for you.\You're unbelievable!\Why don't you have enough cash on you?\Who would normally be able to just slap down Y30,000 on an accessory?? response:	What kind of boyfriend is this supposed to be?
context: Lend me some cash then.\What?\I've only got Y18,000 on me.\If you want to give me the difference, I'll go buy it for you.\You're unbelievable!\Why don't you have enough cash on you?\Who would normally be able to just slap down Y30,000 on an accessory??\What kind of boyfriend is this supposed to be? response:	A young president for a venture capitalist corporation.
context: What?\I've only got Y18,000 on me.\If you want to give me the difference, I'll go buy it for you.\You're unbelievable!\Why don't you have enough cash on you?\Who would normally be able to just slap down Y30,000 on an accessory??\What kind of boyfriend is this supposed to be?\A young president for a venture capitalist corporation. response:	Why don't you just use him for the survival story?
context: I've only got Y18,000 on me.\If you want to give me the difference, I'll go buy it for you.\You're unbelievable!\Why don't you have enough cash on you?\Who would normally be able to just slap down Y30,000 on an accessory??\What kind of boyfriend is this supposed to be?\A young president for a venture capitalist corporation.\Why don't you just use him for the survival story? response:	Instead, you're hitting him with a car and stealing his little sister?
context: If you want to give me the difference, I'll go buy it for you.\You're unbelievable!\Why don't you have enough cash on you?\Who would normally be able to just slap down Y30,000 on an accessory??\What kind of boyfriend is this supposed to be?\A young president for a venture capitalist corporation.\Why don't you just use him for the survival story?\Instead, you're hitting him with a car and stealing his little sister? response:	You're pretty hardcore.
context: You're unbelievable!\Why don't you have enough cash on you?\Who would normally be able to just slap down Y30,000 on an accessory??\What kind of boyfriend is this supposed to be?\A young president for a venture capitalist corporation.\Why don't you just use him for the survival story?\Instead, you're hitting him with a car and stealing his little sister?\You're pretty hardcore. response:	Fine then.
context: Why don't you have enough cash on you?\Who would normally be able to just slap down Y30,000 on an accessory??\What kind of boyfriend is this supposed to be?\A young president for a venture capitalist corporation.\Why don't you just use him for the survival story?\Instead, you're hitting him with a car and stealing his little sister?\You're pretty hardcore.\Fine then. response:	We can go to my usual shop.
context: Who would normally be able to just slap down Y30,000 on an accessory??\What kind of boyfriend is this supposed to be?\A young president for a venture capitalist corporation.\Why don't you just use him for the survival story?\Instead, you're hitting him with a car and stealing his little sister?\You're pretty hardcore.\Fine then.\We can go to my usual shop. response:	They sell cheap but pretty accessories there.
context: What kind of boyfriend is this supposed to be?\A young president for a venture capitalist corporation.\Why don't you just use him for the survival story?\Instead, you're hitting him with a car and stealing his little sister?\You're pretty hardcore.\Fine then.\We can go to my usual shop.\They sell cheap but pretty accessories there. response:	And why do you want me to buy something for you that badly?
context: A young president for a venture capitalist corporation.\Why don't you just use him for the survival story?\Instead, you're hitting him with a car and stealing his little sister?\You're pretty hardcore.\Fine then.\We can go to my usual shop.\They sell cheap but pretty accessories there.\And why do you want me to buy something for you that badly? response:	Okay, next is...
context: Why don't you just use him for the survival story?\Instead, you're hitting him with a car and stealing his little sister?\You're pretty hardcore.\Fine then.\We can go to my usual shop.\They sell cheap but pretty accessories there.\And why do you want me to buy something for you that badly?\Okay, next is... response:	There's more?
context: Instead, you're hitting him with a car and stealing his little sister?\You're pretty hardcore.\Fine then.\We can go to my usual shop.\They sell cheap but pretty accessories there.\And why do you want me to buy something for you that badly?\Okay, next is...\There's more? response:	It's getting cold. Let's go home already.
context: You're pretty hardcore.\Fine then.\We can go to my usual shop.\They sell cheap but pretty accessories there.\And why do you want me to buy something for you that badly?\Okay, next is...\There's more?\It's getting cold. Let's go home already. response:	Why are you complaining?
context: Fine then.\We can go to my usual shop.\They sell cheap but pretty accessories there.\And why do you want me to buy something for you that badly?\Okay, next is...\There's more?\It's getting cold. Let's go home already.\Why are you complaining? response:	You've been useless the whole time.
context: We can go to my usual shop.\They sell cheap but pretty accessories there.\And why do you want me to buy something for you that badly?\Okay, next is...\There's more?\It's getting cold. Let's go home already.\Why are you complaining?\You've been useless the whole time. response:	Well, sorry.
context: They sell cheap but pretty accessories there.\And why do you want me to buy something for you that badly?\Okay, next is...\There's more?\It's getting cold. Let's go home already.\Why are you complaining?\You've been useless the whole time.\Well, sorry. response:	I'm a simple high school student.
context: And why do you want me to buy something for you that badly?\Okay, next is...\There's more?\It's getting cold. Let's go home already.\Why are you complaining?\You've been useless the whole time.\Well, sorry.\I'm a simple high school student. response:	I'm not qualified to be an author's assistant.
context: Okay, next is...\There's more?\It's getting cold. Let's go home already.\Why are you complaining?\You've been useless the whole time.\Well, sorry.\I'm a simple high school student.\I'm not qualified to be an author's assistant. response:	What, are you trying to be sarcastic?
context: There's more?\It's getting cold. Let's go home already.\Why are you complaining?\You've been useless the whole time.\Well, sorry.\I'm a simple high school student.\I'm not qualified to be an author's assistant.\What, are you trying to be sarcastic? response:	Not really.
context: It's getting cold. Let's go home already.\Why are you complaining?\You've been useless the whole time.\Well, sorry.\I'm a simple high school student.\I'm not qualified to be an author's assistant.\What, are you trying to be sarcastic?\Not really. response:	I'm just a bit annoyed at having to pay for your research.
context: Why are you complaining?\You've been useless the whole time.\Well, sorry.\I'm a simple high school student.\I'm not qualified to be an author's assistant.\What, are you trying to be sarcastic?\Not really.\I'm just a bit annoyed at having to pay for your research. response:	Aren't you just doing this for your own self-gratification?
