context: Now my life is blooming then falling response:	I grab destiny tight
context: MBI is to not going to let us Sekireis and Ashikabis\get away from the capital no matter what!\The capital will become a battlefield!\So... that's what is going on...\Shit! That must be nice...\Huh?\I'm sure you can be so relaxed because you have a good Sekirei.\Oh no, that's because I'm too carefree... I'm sorry. response:	You kissed me.
context: get away from the capital no matter what!\The capital will become a battlefield!\So... that's what is going on...\Shit! That must be nice...\Huh?\I'm sure you can be so relaxed because you have a good Sekirei.\Oh no, that's because I'm too carefree... I'm sorry.\You kissed me. response:	You said I was your girl.
context: The capital will become a battlefield!\So... that's what is going on...\Shit! That must be nice...\Huh?\I'm sure you can be so relaxed because you have a good Sekirei.\Oh no, that's because I'm too carefree... I'm sorry.\You kissed me.\You said I was your girl. response:	Okay, I know. I won't compare anymore.
context: So... that's what is going on...\Shit! That must be nice...\Huh?\I'm sure you can be so relaxed because you have a good Sekirei.\Oh no, that's because I'm too carefree... I'm sorry.\You kissed me.\You said I was your girl.\Okay, I know. I won't compare anymore. response:	Dammit, how the hell can we escape from the capital?
context: Shit! That must be nice...\Huh?\I'm sure you can be so relaxed because you have a good Sekirei.\Oh no, that's because I'm too carefree... I'm sorry.\You kissed me.\You said I was your girl.\Okay, I know. I won't compare anymore.\Dammit, how the hell can we escape from the capital? response:	I'm glad I made a friend in a similar situation.
context: Huh?\I'm sure you can be so relaxed because you have a good Sekirei.\Oh no, that's because I'm too carefree... I'm sorry.\You kissed me.\You said I was your girl.\Okay, I know. I won't compare anymore.\Dammit, how the hell can we escape from the capital?\I'm glad I made a friend in a similar situation. response:	Yes.
context: I'm sure you can be so relaxed because you have a good Sekirei.\Oh no, that's because I'm too carefree... I'm sorry.\You kissed me.\You said I was your girl.\Okay, I know. I won't compare anymore.\Dammit, how the hell can we escape from the capital?\I'm glad I made a friend in a similar situation.\Yes. response:	Also, they were tightly bonded. It was fantastic to see.
context: Oh no, that's because I'm too carefree... I'm sorry.\You kissed me.\You said I was your girl.\Okay, I know. I won't compare anymore.\Dammit, how the hell can we escape from the capital?\I'm glad I made a friend in a similar situation.\Yes.\Also, they were tightly bonded. It was fantastic to see. response:	Yeah.
context: You kissed me.\You said I was your girl.\Okay, I know. I won't compare anymore.\Dammit, how the hell can we escape from the capital?\I'm glad I made a friend in a similar situation.\Yes.\Also, they were tightly bonded. It was fantastic to see.\Yeah. response:	But... I wonder if there really is a way I can be useful?
context: You said I was your girl.\Okay, I know. I won't compare anymore.\Dammit, how the hell can we escape from the capital?\I'm glad I made a friend in a similar situation.\Yes.\Also, they were tightly bonded. It was fantastic to see.\Yeah.\But... I wonder if there really is a way I can be useful? response:	Minato-san...
context: Okay, I know. I won't compare anymore.\Dammit, how the hell can we escape from the capital?\I'm glad I made a friend in a similar situation.\Yes.\Also, they were tightly bonded. It was fantastic to see.\Yeah.\But... I wonder if there really is a way I can be useful?\Minato-san... response:	Maison Izumo
context: Dammit, how the hell can we escape from the capital?\I'm glad I made a friend in a similar situation.\Yes.\Also, they were tightly bonded. It was fantastic to see.\Yeah.\But... I wonder if there really is a way I can be useful?\Minato-san...\Maison Izumo response:	Thou art late, Minato!
context: I'm glad I made a friend in a similar situation.\Yes.\Also, they were tightly bonded. It was fantastic to see.\Yeah.\But... I wonder if there really is a way I can be useful?\Minato-san...\Maison Izumo\Thou art late, Minato! response:	We're back!
context: Yes.\Also, they were tightly bonded. It was fantastic to see.\Yeah.\But... I wonder if there really is a way I can be useful?\Minato-san...\Maison Izumo\Thou art late, Minato!\We're back! response:	Hast thou done anything secret with Musubi?
context: Also, they were tightly bonded. It was fantastic to see.\Yeah.\But... I wonder if there really is a way I can be useful?\Minato-san...\Maison Izumo\Thou art late, Minato!\We're back!\Hast thou done anything secret with Musubi? response:	No, I didn't! I didn't! Right, Musubi-chan?
context: Yeah.\But... I wonder if there really is a way I can be useful?\Minato-san...\Maison Izumo\Thou art late, Minato!\We're back!\Hast thou done anything secret with Musubi?\No, I didn't! I didn't! Right, Musubi-chan? response:	No, we just had a secret talk.
context: But... I wonder if there really is a way I can be useful?\Minato-san...\Maison Izumo\Thou art late, Minato!\We're back!\Hast thou done anything secret with Musubi?\No, I didn't! I didn't! Right, Musubi-chan?\No, we just had a secret talk. response:	What was that secret talk?! What?!
context: Minato-san...\Maison Izumo\Thou art late, Minato!\We're back!\Hast thou done anything secret with Musubi?\No, I didn't! I didn't! Right, Musubi-chan?\No, we just had a secret talk.\What was that secret talk?! What?! response:	Mu-Musubi-chan! Please explain properly!
context: Maison Izumo\Thou art late, Minato!\We're back!\Hast thou done anything secret with Musubi?\No, I didn't! I didn't! Right, Musubi-chan?\No, we just had a secret talk.\What was that secret talk?! What?!\Mu-Musubi-chan! Please explain properly! response:	I can't walk any longer.
context: Thou art late, Minato!\We're back!\Hast thou done anything secret with Musubi?\No, I didn't! I didn't! Right, Musubi-chan?\No, we just had a secret talk.\What was that secret talk?! What?!\Mu-Musubi-chan! Please explain properly!\I can't walk any longer. response:	Me either!
context: We're back!\Hast thou done anything secret with Musubi?\No, I didn't! I didn't! Right, Musubi-chan?\No, we just had a secret talk.\What was that secret talk?! What?!\Mu-Musubi-chan! Please explain properly!\I can't walk any longer.\Me either! response:	We're here!
context: Hast thou done anything secret with Musubi?\No, I didn't! I didn't! Right, Musubi-chan?\No, we just had a secret talk.\What was that secret talk?! What?!\Mu-Musubi-chan! Please explain properly!\I can't walk any longer.\Me either!\We're here! response:	Huh? Did I leave the bed spread out?
context: No, I didn't! I didn't! Right, Musubi-chan?\No, we just had a secret talk.\What was that secret talk?! What?!\Mu-Musubi-chan! Please explain properly!\I can't walk any longer.\Me either!\We're here!\Huh? Did I leave the bed spread out? response:	I can't stand anymore. I'm going to sleep.
context: No, we just had a secret talk.\What was that secret talk?! What?!\Mu-Musubi-chan! Please explain properly!\I can't walk any longer.\Me either!\We're here!\Huh? Did I leave the bed spread out?\I can't stand anymore. I'm going to sleep. response:	Wow! Your breasts are huge! I'm down, too...
context: What was that secret talk?! What?!\Mu-Musubi-chan! Please explain properly!\I can't walk any longer.\Me either!\We're here!\Huh? Did I leave the bed spread out?\I can't stand anymore. I'm going to sleep.\Wow! Your breasts are huge! I'm down, too... response:	U-Uzume-san?!
context: Mu-Musubi-chan! Please explain properly!\I can't walk any longer.\Me either!\We're here!\Huh? Did I leave the bed spread out?\I can't stand anymore. I'm going to sleep.\Wow! Your breasts are huge! I'm down, too...\U-Uzume-san?! response:	And... who?
context: I can't walk any longer.\Me either!\We're here!\Huh? Did I leave the bed spread out?\I can't stand anymore. I'm going to sleep.\Wow! Your breasts are huge! I'm down, too...\U-Uzume-san?!\And... who? response:	What happened, Minato?!
context: Me either!\We're here!\Huh? Did I leave the bed spread out?\I can't stand anymore. I'm going to sleep.\Wow! Your breasts are huge! I'm down, too...\U-Uzume-san?!\And... who?\What happened, Minato?! response:	Minato-san?!
context: We're here!\Huh? Did I leave the bed spread out?\I can't stand anymore. I'm going to sleep.\Wow! Your breasts are huge! I'm down, too...\U-Uzume-san?!\And... who?\What happened, Minato?!\Minato-san?! response:	What is it? It's so loud...
context: Huh? Did I leave the bed spread out?\I can't stand anymore. I'm going to sleep.\Wow! Your breasts are huge! I'm down, too...\U-Uzume-san?!\And... who?\What happened, Minato?!\Minato-san?!\What is it? It's so loud... response:	Minato! What art thou doing, bastard?!
context: I can't stand anymore. I'm going to sleep.\Wow! Your breasts are huge! I'm down, too...\U-Uzume-san?!\And... who?\What happened, Minato?!\Minato-san?!\What is it? It's so loud...\Minato! What art thou doing, bastard?! response:	Oh, no, I don't know what's going on at all...
context: Wow! Your breasts are huge! I'm down, too...\U-Uzume-san?!\And... who?\What happened, Minato?!\Minato-san?!\What is it? It's so loud...\Minato! What art thou doing, bastard?!\Oh, no, I don't know what's going on at all... response:	I drank too much... Hmm? Where am I?
context: U-Uzume-san?!\And... who?\What happened, Minato?!\Minato-san?!\What is it? It's so loud...\Minato! What art thou doing, bastard?!\Oh, no, I don't know what's going on at all...\I drank too much... Hmm? Where am I? response:	Number 03?!
context: And... who?\What happened, Minato?!\Minato-san?!\What is it? It's so loud...\Minato! What art thou doing, bastard?!\Oh, no, I don't know what's going on at all...\I drank too much... Hmm? Where am I?\Number 03?! response:	Your voice... Turn it down!
context: What happened, Minato?!\Minato-san?!\What is it? It's so loud...\Minato! What art thou doing, bastard?!\Oh, no, I don't know what's going on at all...\I drank too much... Hmm? Where am I?\Number 03?!\Your voice... Turn it down! response:	Ah, excuse me, but who are you?
context: Minato-san?!\What is it? It's so loud...\Minato! What art thou doing, bastard?!\Oh, no, I don't know what's going on at all...\I drank too much... Hmm? Where am I?\Number 03?!\Your voice... Turn it down!\Ah, excuse me, but who are you? response:	Could you be Minato?
context: What is it? It's so loud...\Minato! What art thou doing, bastard?!\Oh, no, I don't know what's going on at all...\I drank too much... Hmm? Where am I?\Number 03?!\Your voice... Turn it down!\Ah, excuse me, but who are you?\Could you be Minato? response:	You really... resemble... So you are his...
context: Minato! What art thou doing, bastard?!\Oh, no, I don't know what's going on at all...\I drank too much... Hmm? Where am I?\Number 03?!\Your voice... Turn it down!\Ah, excuse me, but who are you?\Could you be Minato?\You really... resemble... So you are his... response:	Stay away from that woman! She was allied with that Veiled...
context: Oh, no, I don't know what's going on at all...\I drank too much... Hmm? Where am I?\Number 03?!\Your voice... Turn it down!\Ah, excuse me, but who are you?\Could you be Minato?\You really... resemble... So you are his...\Stay away from that woman! She was allied with that Veiled... response:	Landlady?
context: I drank too much... Hmm? Where am I?\Number 03?!\Your voice... Turn it down!\Ah, excuse me, but who are you?\Could you be Minato?\You really... resemble... So you are his...\Stay away from that woman! She was allied with that Veiled...\Landlady? response:	I told you I would never forgive any violence here.
context: Number 03?!\Your voice... Turn it down!\Ah, excuse me, but who are you?\Could you be Minato?\You really... resemble... So you are his...\Stay away from that woman! She was allied with that Veiled...\Landlady?\I told you I would never forgive any violence here. response:	You too. Do you understand, Kazehana?
context: Your voice... Turn it down!\Ah, excuse me, but who are you?\Could you be Minato?\You really... resemble... So you are his...\Stay away from that woman! She was allied with that Veiled...\Landlady?\I told you I would never forgive any violence here.\You too. Do you understand, Kazehana? response:	It's been a long time, Miya... so I guess I'm in Maison Izumo?
context: Ah, excuse me, but who are you?\Could you be Minato?\You really... resemble... So you are his...\Stay away from that woman! She was allied with that Veiled...\Landlady?\I told you I would never forgive any violence here.\You too. Do you understand, Kazehana?\It's been a long time, Miya... so I guess I'm in Maison Izumo? response:	Landlady.
context: Could you be Minato?\You really... resemble... So you are his...\Stay away from that woman! She was allied with that Veiled...\Landlady?\I told you I would never forgive any violence here.\You too. Do you understand, Kazehana?\It's been a long time, Miya... so I guess I'm in Maison Izumo?\Landlady. response:	Do you know her?
context: You really... resemble... So you are his...\Stay away from that woman! She was allied with that Veiled...\Landlady?\I told you I would never forgive any violence here.\You too. Do you understand, Kazehana?\It's been a long time, Miya... so I guess I'm in Maison Izumo?\Landlady.\Do you know her? response:	She used to live here.
context: Stay away from that woman! She was allied with that Veiled...\Landlady?\I told you I would never forgive any violence here.\You too. Do you understand, Kazehana?\It's been a long time, Miya... so I guess I'm in Maison Izumo?\Landlady.\Do you know her?\She used to live here. response:	Is it you who brought her, Uzume-san?
context: Landlady?\I told you I would never forgive any violence here.\You too. Do you understand, Kazehana?\It's been a long time, Miya... so I guess I'm in Maison Izumo?\Landlady.\Do you know her?\She used to live here.\Is it you who brought her, Uzume-san? response:	Probably.
context: I told you I would never forgive any violence here.\You too. Do you understand, Kazehana?\It's been a long time, Miya... so I guess I'm in Maison Izumo?\Landlady.\Do you know her?\She used to live here.\Is it you who brought her, Uzume-san?\Probably. response:	Anyway, do something about your looks.
context: You too. Do you understand, Kazehana?\It's been a long time, Miya... so I guess I'm in Maison Izumo?\Landlady.\Do you know her?\She used to live here.\Is it you who brought her, Uzume-san?\Probably.\Anyway, do something about your looks. response:	Sahashi-san will feel a needless lustful urge again.
context: It's been a long time, Miya... so I guess I'm in Maison Izumo?\Landlady.\Do you know her?\She used to live here.\Is it you who brought her, Uzume-san?\Probably.\Anyway, do something about your looks.\Sahashi-san will feel a needless lustful urge again. response:	Wait, Landlady! What do you mean, lustful urge and again?!
context: Landlady.\Do you know her?\She used to live here.\Is it you who brought her, Uzume-san?\Probably.\Anyway, do something about your looks.\Sahashi-san will feel a needless lustful urge again.\Wait, Landlady! What do you mean, lustful urge and again?! response:	Thou... Art thou acquainted with her?
context: Do you know her?\She used to live here.\Is it you who brought her, Uzume-san?\Probably.\Anyway, do something about your looks.\Sahashi-san will feel a needless lustful urge again.\Wait, Landlady! What do you mean, lustful urge and again?!\Thou... Art thou acquainted with her? response:	Yeah... we just met in town by accident. Right?
context: She used to live here.\Is it you who brought her, Uzume-san?\Probably.\Anyway, do something about your looks.\Sahashi-san will feel a needless lustful urge again.\Wait, Landlady! What do you mean, lustful urge and again?!\Thou... Art thou acquainted with her?\Yeah... we just met in town by accident. Right? response:	Yes, right! Completely by accident!
context: Is it you who brought her, Uzume-san?\Probably.\Anyway, do something about your looks.\Sahashi-san will feel a needless lustful urge again.\Wait, Landlady! What do you mean, lustful urge and again?!\Thou... Art thou acquainted with her?\Yeah... we just met in town by accident. Right?\Yes, right! Completely by accident! response:	- Right, right! - Enough, already!
context: Probably.\Anyway, do something about your looks.\Sahashi-san will feel a needless lustful urge again.\Wait, Landlady! What do you mean, lustful urge and again?!\Thou... Art thou acquainted with her?\Yeah... we just met in town by accident. Right?\Yes, right! Completely by accident!\- Right, right! - Enough, already! response:	Number 10, Uzume. I hereby formally challenge you.
context: Anyway, do something about your looks.\Sahashi-san will feel a needless lustful urge again.\Wait, Landlady! What do you mean, lustful urge and again?!\Thou... Art thou acquainted with her?\Yeah... we just met in town by accident. Right?\Yes, right! Completely by accident!\- Right, right! - Enough, already!\Number 10, Uzume. I hereby formally challenge you. response:	No, it's too much trouble.
context: Sahashi-san will feel a needless lustful urge again.\Wait, Landlady! What do you mean, lustful urge and again?!\Thou... Art thou acquainted with her?\Yeah... we just met in town by accident. Right?\Yes, right! Completely by accident!\- Right, right! - Enough, already!\Number 10, Uzume. I hereby formally challenge you.\No, it's too much trouble. response:	Aw, I'm sobering up.
context: Wait, Landlady! What do you mean, lustful urge and again?!\Thou... Art thou acquainted with her?\Yeah... we just met in town by accident. Right?\Yes, right! Completely by accident!\- Right, right! - Enough, already!\Number 10, Uzume. I hereby formally challenge you.\No, it's too much trouble.\Aw, I'm sobering up. response:	I won't let you go!
context: Thou... Art thou acquainted with her?\Yeah... we just met in town by accident. Right?\Yes, right! Completely by accident!\- Right, right! - Enough, already!\Number 10, Uzume. I hereby formally challenge you.\No, it's too much trouble.\Aw, I'm sobering up.\I won't let you go! response:	The fight is over. What will you do now?
context: Yeah... we just met in town by accident. Right?\Yes, right! Completely by accident!\- Right, right! - Enough, already!\Number 10, Uzume. I hereby formally challenge you.\No, it's too much trouble.\Aw, I'm sobering up.\I won't let you go!\The fight is over. What will you do now? response:	I can't... I can't lose yet.
context: Yes, right! Completely by accident!\- Right, right! - Enough, already!\Number 10, Uzume. I hereby formally challenge you.\No, it's too much trouble.\Aw, I'm sobering up.\I won't let you go!\The fight is over. What will you do now?\I can't... I can't lose yet. response:	Looks like there's a story behind this.
context: - Right, right! - Enough, already!\Number 10, Uzume. I hereby formally challenge you.\No, it's too much trouble.\Aw, I'm sobering up.\I won't let you go!\The fight is over. What will you do now?\I can't... I can't lose yet.\Looks like there's a story behind this. response:	Well then, let's have a trade.
context: Number 10, Uzume. I hereby formally challenge you.\No, it's too much trouble.\Aw, I'm sobering up.\I won't let you go!\The fight is over. What will you do now?\I can't... I can't lose yet.\Looks like there's a story behind this.\Well then, let's have a trade. response:	A trade?
context: No, it's too much trouble.\Aw, I'm sobering up.\I won't let you go!\The fight is over. What will you do now?\I can't... I can't lose yet.\Looks like there's a story behind this.\Well then, let's have a trade.\A trade? response:	I'll overlook you, so...
context: Aw, I'm sobering up.\I won't let you go!\The fight is over. What will you do now?\I can't... I can't lose yet.\Looks like there's a story behind this.\Well then, let's have a trade.\A trade?\I'll overlook you, so... response:	Treat me to sake. Sake! Sake!
context: I won't let you go!\The fight is over. What will you do now?\I can't... I can't lose yet.\Looks like there's a story behind this.\Well then, let's have a trade.\A trade?\I'll overlook you, so...\Treat me to sake. Sake! Sake! response:	I've started feeling silly, being serious all by myself...
context: The fight is over. What will you do now?\I can't... I can't lose yet.\Looks like there's a story behind this.\Well then, let's have a trade.\A trade?\I'll overlook you, so...\Treat me to sake. Sake! Sake!\I've started feeling silly, being serious all by myself... response:	What do you mean?!
context: I can't... I can't lose yet.\Looks like there's a story behind this.\Well then, let's have a trade.\A trade?\I'll overlook you, so...\Treat me to sake. Sake! Sake!\I've started feeling silly, being serious all by myself...\What do you mean?! response:	What?! Those two art attempting to escape from the capital?
context: Looks like there's a story behind this.\Well then, let's have a trade.\A trade?\I'll overlook you, so...\Treat me to sake. Sake! Sake!\I've started feeling silly, being serious all by myself...\What do you mean?!\What?! Those two art attempting to escape from the capital? response:	Yes.
context: Well then, let's have a trade.\A trade?\I'll overlook you, so...\Treat me to sake. Sake! Sake!\I've started feeling silly, being serious all by myself...\What do you mean?!\What?! Those two art attempting to escape from the capital?\Yes. response:	Impossible! How can she have the nerve to escape from the capital
context: A trade?\I'll overlook you, so...\Treat me to sake. Sake! Sake!\I've started feeling silly, being serious all by myself...\What do you mean?!\What?! Those two art attempting to escape from the capital?\Yes.\Impossible! How can she have the nerve to escape from the capital response:	even though she's a Sekirei?
context: I'll overlook you, so...\Treat me to sake. Sake! Sake!\I've started feeling silly, being serious all by myself...\What do you mean?!\What?! Those two art attempting to escape from the capital?\Yes.\Impossible! How can she have the nerve to escape from the capital\even though she's a Sekirei? response:	He... Shigi-kun said that his Sekirei's unbelievably weak,
context: Treat me to sake. Sake! Sake!\I've started feeling silly, being serious all by myself...\What do you mean?!\What?! Those two art attempting to escape from the capital?\Yes.\Impossible! How can she have the nerve to escape from the capital\even though she's a Sekirei?\He... Shigi-kun said that his Sekirei's unbelievably weak, response:	and that's his only way to protect her.
context: I've started feeling silly, being serious all by myself...\What do you mean?!\What?! Those two art attempting to escape from the capital?\Yes.\Impossible! How can she have the nerve to escape from the capital\even though she's a Sekirei?\He... Shigi-kun said that his Sekirei's unbelievably weak,\and that's his only way to protect her. response:	Is that an elopement?
context: What do you mean?!\What?! Those two art attempting to escape from the capital?\Yes.\Impossible! How can she have the nerve to escape from the capital\even though she's a Sekirei?\He... Shigi-kun said that his Sekirei's unbelievably weak,\and that's his only way to protect her.\Is that an elopement? response:	Lovers hand in hand on the run! How romantic!
context: What?! Those two art attempting to escape from the capital?\Yes.\Impossible! How can she have the nerve to escape from the capital\even though she's a Sekirei?\He... Shigi-kun said that his Sekirei's unbelievably weak,\and that's his only way to protect her.\Is that an elopement?\Lovers hand in hand on the run! How romantic! response:	Shut thy mouth!
context: Yes.\Impossible! How can she have the nerve to escape from the capital\even though she's a Sekirei?\He... Shigi-kun said that his Sekirei's unbelievably weak,\and that's his only way to protect her.\Is that an elopement?\Lovers hand in hand on the run! How romantic!\Shut thy mouth! response:	Number 95 and her Ashikabi want to escape from the capital?
context: Impossible! How can she have the nerve to escape from the capital\even though she's a Sekirei?\He... Shigi-kun said that his Sekirei's unbelievably weak,\and that's his only way to protect her.\Is that an elopement?\Lovers hand in hand on the run! How romantic!\Shut thy mouth!\Number 95 and her Ashikabi want to escape from the capital? response:	Yes.
context: even though she's a Sekirei?\He... Shigi-kun said that his Sekirei's unbelievably weak,\and that's his only way to protect her.\Is that an elopement?\Lovers hand in hand on the run! How romantic!\Shut thy mouth!\Number 95 and her Ashikabi want to escape from the capital?\Yes. response:	Do you think it's actually possible?
context: He... Shigi-kun said that his Sekirei's unbelievably weak,\and that's his only way to protect her.\Is that an elopement?\Lovers hand in hand on the run! How romantic!\Shut thy mouth!\Number 95 and her Ashikabi want to escape from the capital?\Yes.\Do you think it's actually possible? response:	Supposing, just supposing, that all of your Sekireis join forces at full strength...
context: and that's his only way to protect her.\Is that an elopement?\Lovers hand in hand on the run! How romantic!\Shut thy mouth!\Number 95 and her Ashikabi want to escape from the capital?\Yes.\Do you think it's actually possible?\Supposing, just supposing, that all of your Sekireis join forces at full strength... response:	Really?
context: Is that an elopement?\Lovers hand in hand on the run! How romantic!\Shut thy mouth!\Number 95 and her Ashikabi want to escape from the capital?\Yes.\Do you think it's actually possible?\Supposing, just supposing, that all of your Sekireis join forces at full strength...\Really? response:	Then, we can help Shigi-kun and...
context: Lovers hand in hand on the run! How romantic!\Shut thy mouth!\Number 95 and her Ashikabi want to escape from the capital?\Yes.\Do you think it's actually possible?\Supposing, just supposing, that all of your Sekireis join forces at full strength...\Really?\Then, we can help Shigi-kun and... response:	You don't understand how formidable MBI is.
context: Shut thy mouth!\Number 95 and her Ashikabi want to escape from the capital?\Yes.\Do you think it's actually possible?\Supposing, just supposing, that all of your Sekireis join forces at full strength...\Really?\Then, we can help Shigi-kun and...\You don't understand how formidable MBI is. response:	An island?
context: Number 95 and her Ashikabi want to escape from the capital?\Yes.\Do you think it's actually possible?\Supposing, just supposing, that all of your Sekireis join forces at full strength...\Really?\Then, we can help Shigi-kun and...\You don't understand how formidable MBI is.\An island? response:	Kamikura Island.
context: Yes.\Do you think it's actually possible?\Supposing, just supposing, that all of your Sekireis join forces at full strength...\Really?\Then, we can help Shigi-kun and...\You don't understand how formidable MBI is.\An island?\Kamikura Island. response:	It all began when two students landed for an investigation
context: Do you think it's actually possible?\Supposing, just supposing, that all of your Sekireis join forces at full strength...\Really?\Then, we can help Shigi-kun and...\You don't understand how formidable MBI is.\An island?\Kamikura Island.\It all began when two students landed for an investigation response:	without permission on this island that suddenly arose out of the ocean near Japan.
context: Supposing, just supposing, that all of your Sekireis join forces at full strength...\Really?\Then, we can help Shigi-kun and...\You don't understand how formidable MBI is.\An island?\Kamikura Island.\It all began when two students landed for an investigation\without permission on this island that suddenly arose out of the ocean near Japan. response:	They found a ruin on the island.
context: Really?\Then, we can help Shigi-kun and...\You don't understand how formidable MBI is.\An island?\Kamikura Island.\It all began when two students landed for an investigation\without permission on this island that suddenly arose out of the ocean near Japan.\They found a ruin on the island. response:	A ruin?
context: Then, we can help Shigi-kun and...\You don't understand how formidable MBI is.\An island?\Kamikura Island.\It all began when two students landed for an investigation\without permission on this island that suddenly arose out of the ocean near Japan.\They found a ruin on the island.\A ruin? response:	But ruin may be a misnomer...
context: You don't understand how formidable MBI is.\An island?\Kamikura Island.\It all began when two students landed for an investigation\without permission on this island that suddenly arose out of the ocean near Japan.\They found a ruin on the island.\A ruin?\But ruin may be a misnomer... response:	It was way more advanced than human civilization.
context: An island?\Kamikura Island.\It all began when two students landed for an investigation\without permission on this island that suddenly arose out of the ocean near Japan.\They found a ruin on the island.\A ruin?\But ruin may be a misnomer...\It was way more advanced than human civilization. response:	Life-forms appearing exactly like humans were sleeping there.
context: Kamikura Island.\It all began when two students landed for an investigation\without permission on this island that suddenly arose out of the ocean near Japan.\They found a ruin on the island.\A ruin?\But ruin may be a misnomer...\It was way more advanced than human civilization.\Life-forms appearing exactly like humans were sleeping there. response:	Although their genetic structures were similar to humans',
context: It all began when two students landed for an investigation\without permission on this island that suddenly arose out of the ocean near Japan.\They found a ruin on the island.\A ruin?\But ruin may be a misnomer...\It was way more advanced than human civilization.\Life-forms appearing exactly like humans were sleeping there.\Although their genetic structures were similar to humans', response:	their life forces were much stronger,
context: without permission on this island that suddenly arose out of the ocean near Japan.\They found a ruin on the island.\A ruin?\But ruin may be a misnomer...\It was way more advanced than human civilization.\Life-forms appearing exactly like humans were sleeping there.\Although their genetic structures were similar to humans',\their life forces were much stronger, response:	and not only that, each of them had a special ability.
context: They found a ruin on the island.\A ruin?\But ruin may be a misnomer...\It was way more advanced than human civilization.\Life-forms appearing exactly like humans were sleeping there.\Although their genetic structures were similar to humans',\their life forces were much stronger,\and not only that, each of them had a special ability. response:	Could they be... Sekireis?
context: A ruin?\But ruin may be a misnomer...\It was way more advanced than human civilization.\Life-forms appearing exactly like humans were sleeping there.\Although their genetic structures were similar to humans',\their life forces were much stronger,\and not only that, each of them had a special ability.\Could they be... Sekireis? response:	Yes. And the student who discovered them was the future president of MBI,
context: But ruin may be a misnomer...\It was way more advanced than human civilization.\Life-forms appearing exactly like humans were sleeping there.\Although their genetic structures were similar to humans',\their life forces were much stronger,\and not only that, each of them had a special ability.\Could they be... Sekireis?\Yes. And the student who discovered them was the future president of MBI, response:	or Mid Bio Informatics, Hiroto Minaka.
context: It was way more advanced than human civilization.\Life-forms appearing exactly like humans were sleeping there.\Although their genetic structures were similar to humans',\their life forces were much stronger,\and not only that, each of them had a special ability.\Could they be... Sekireis?\Yes. And the student who discovered them was the future president of MBI,\or Mid Bio Informatics, Hiroto Minaka. response:	Minaka turned MBI into a colossal enterprise that can even buy out the capital
context: Life-forms appearing exactly like humans were sleeping there.\Although their genetic structures were similar to humans',\their life forces were much stronger,\and not only that, each of them had a special ability.\Could they be... Sekireis?\Yes. And the student who discovered them was the future president of MBI,\or Mid Bio Informatics, Hiroto Minaka.\Minaka turned MBI into a colossal enterprise that can even buy out the capital response:	by providing just a bit of the ruin's ultra advanced technology to society.
context: Although their genetic structures were similar to humans',\their life forces were much stronger,\and not only that, each of them had a special ability.\Could they be... Sekireis?\Yes. And the student who discovered them was the future president of MBI,\or Mid Bio Informatics, Hiroto Minaka.\Minaka turned MBI into a colossal enterprise that can even buy out the capital\by providing just a bit of the ruin's ultra advanced technology to society. response:	Ultra Giant Enterprise!? MBI became the top of the industry! By providing just a bit of the ruin's ultra advanced technology to society.
context: their life forces were much stronger,\and not only that, each of them had a special ability.\Could they be... Sekireis?\Yes. And the student who discovered them was the future president of MBI,\or Mid Bio Informatics, Hiroto Minaka.\Minaka turned MBI into a colossal enterprise that can even buy out the capital\by providing just a bit of the ruin's ultra advanced technology to society.\Ultra Giant Enterprise!? MBI became the top of the industry! By providing just a bit of the ruin's ultra advanced technology to society. response:	By providing just a bit of the ruin's ultra advanced technology to society.
context: and not only that, each of them had a special ability.\Could they be... Sekireis?\Yes. And the student who discovered them was the future president of MBI,\or Mid Bio Informatics, Hiroto Minaka.\Minaka turned MBI into a colossal enterprise that can even buy out the capital\by providing just a bit of the ruin's ultra advanced technology to society.\Ultra Giant Enterprise!? MBI became the top of the industry! By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society. response:	Teito Sports, MBI Conquers the World. Rapidly grew to a super-giant conglomerate. Taking over even Shintou Teito. By providing just a bit of the ruin's ultra advanced technology to society.
context: Could they be... Sekireis?\Yes. And the student who discovered them was the future president of MBI,\or Mid Bio Informatics, Hiroto Minaka.\Minaka turned MBI into a colossal enterprise that can even buy out the capital\by providing just a bit of the ruin's ultra advanced technology to society.\Ultra Giant Enterprise!? MBI became the top of the industry! By providing just a bit of the ruin's ultra advanced technology to society.\By providing just a bit of the ruin's ultra advanced technology to society.\Teito Sports, MBI Conquers the World. Rapidly grew to a super-giant conglomerate. Taking over even Shintou Teito. By providing just a bit of the ruin's ultra advanced technology to society. response:	By providing just a bit of the ruin's ultra advanced technology to society.
