context: Hold on a minute, Natsume. response:	Could you write your name on this?
context: You had an opening in your mind.\Weak minds invite spirits.\If you don't want to lose your life,\you should never let your guard down.\Well, if you lose your life quickly,\I'll be able to get my hands on the Book of Friends fast and be happy.\The next time you sleepwalk, I'll pull out the fur on your tail.\You're a demon. response:	I don't want to be told that by a Youkai.
context: Weak minds invite spirits.\If you don't want to lose your life,\you should never let your guard down.\Well, if you lose your life quickly,\I'll be able to get my hands on the Book of Friends fast and be happy.\The next time you sleepwalk, I'll pull out the fur on your tail.\You're a demon.\I don't want to be told that by a Youkai. response:	I found him, Natsume-dono!
context: If you don't want to lose your life,\you should never let your guard down.\Well, if you lose your life quickly,\I'll be able to get my hands on the Book of Friends fast and be happy.\The next time you sleepwalk, I'll pull out the fur on your tail.\You're a demon.\I don't want to be told that by a Youkai.\I found him, Natsume-dono! response:	You're sure?
context: you should never let your guard down.\Well, if you lose your life quickly,\I'll be able to get my hands on the Book of Friends fast and be happy.\The next time you sleepwalk, I'll pull out the fur on your tail.\You're a demon.\I don't want to be told that by a Youkai.\I found him, Natsume-dono!\You're sure? response:	Yeah, he really was on this mountain.
context: Well, if you lose your life quickly,\I'll be able to get my hands on the Book of Friends fast and be happy.\The next time you sleepwalk, I'll pull out the fur on your tail.\You're a demon.\I don't want to be told that by a Youkai.\I found him, Natsume-dono!\You're sure?\Yeah, he really was on this mountain. response:	I called for him, but he ran away.
context: I'll be able to get my hands on the Book of Friends fast and be happy.\The next time you sleepwalk, I'll pull out the fur on your tail.\You're a demon.\I don't want to be told that by a Youkai.\I found him, Natsume-dono!\You're sure?\Yeah, he really was on this mountain.\I called for him, but he ran away. response:	He couldn't have gone too far, though.
context: The next time you sleepwalk, I'll pull out the fur on your tail.\You're a demon.\I don't want to be told that by a Youkai.\I found him, Natsume-dono!\You're sure?\Yeah, he really was on this mountain.\I called for him, but he ran away.\He couldn't have gone too far, though. response:	Sensei, let's split up!
context: You're a demon.\I don't want to be told that by a Youkai.\I found him, Natsume-dono!\You're sure?\Yeah, he really was on this mountain.\I called for him, but he ran away.\He couldn't have gone too far, though.\Sensei, let's split up! response:	What's wrong?
context: I don't want to be told that by a Youkai.\I found him, Natsume-dono!\You're sure?\Yeah, he really was on this mountain.\I called for him, but he ran away.\He couldn't have gone too far, though.\Sensei, let's split up!\What's wrong? response:	Something bad is coming.
context: I found him, Natsume-dono!\You're sure?\Yeah, he really was on this mountain.\I called for him, but he ran away.\He couldn't have gone too far, though.\Sensei, let's split up!\What's wrong?\Something bad is coming. response:	Something bad?
context: You're sure?\Yeah, he really was on this mountain.\I called for him, but he ran away.\He couldn't have gone too far, though.\Sensei, let's split up!\What's wrong?\Something bad is coming.\Something bad? response:	I have come.
context: Yeah, he really was on this mountain.\I called for him, but he ran away.\He couldn't have gone too far, though.\Sensei, let's split up!\What's wrong?\Something bad is coming.\Something bad?\I have come. response:	I have come.
context: I called for him, but he ran away.\He couldn't have gone too far, though.\Sensei, let's split up!\What's wrong?\Something bad is coming.\Something bad?\I have come.\I have come. response:	That was him!
context: He couldn't have gone too far, though.\Sensei, let's split up!\What's wrong?\Something bad is coming.\Something bad?\I have come.\I have come.\That was him! response:	He appeared from over there!
context: Sensei, let's split up!\What's wrong?\Something bad is coming.\Something bad?\I have come.\I have come.\That was him!\He appeared from over there! response:	He looks nothing like your picture!
context: What's wrong?\Something bad is coming.\Something bad?\I have come.\I have come.\That was him!\He appeared from over there!\He looks nothing like your picture! response:	Don't be stupid, it was the spitting image of him!
context: Something bad is coming.\Something bad?\I have come.\I have come.\That was him!\He appeared from over there!\He looks nothing like your picture!\Don't be stupid, it was the spitting image of him! response:	The only thing that's the same is the character!
context: Something bad?\I have come.\I have come.\That was him!\He appeared from over there!\He looks nothing like your picture!\Don't be stupid, it was the spitting image of him!\The only thing that's the same is the character! response:	Natsume, use the mirror.
context: I have come.\I have come.\That was him!\He appeared from over there!\He looks nothing like your picture!\Don't be stupid, it was the spitting image of him!\The only thing that's the same is the character!\Natsume, use the mirror. response:	Reflect the sunlight and blind him!
context: I have come.\That was him!\He appeared from over there!\He looks nothing like your picture!\Don't be stupid, it was the spitting image of him!\The only thing that's the same is the character!\Natsume, use the mirror.\Reflect the sunlight and blind him! response:	I see!
context: That was him!\He appeared from over there!\He looks nothing like your picture!\Don't be stupid, it was the spitting image of him!\The only thing that's the same is the character!\Natsume, use the mirror.\Reflect the sunlight and blind him!\I see! response:	Sensei!
context: He appeared from over there!\He looks nothing like your picture!\Don't be stupid, it was the spitting image of him!\The only thing that's the same is the character!\Natsume, use the mirror.\Reflect the sunlight and blind him!\I see!\Sensei! response:	I have come.
context: He looks nothing like your picture!\Don't be stupid, it was the spitting image of him!\The only thing that's the same is the character!\Natsume, use the mirror.\Reflect the sunlight and blind him!\I see!\Sensei!\I have come. response:	Nasume-dono!
context: Don't be stupid, it was the spitting image of him!\The only thing that's the same is the character!\Natsume, use the mirror.\Reflect the sunlight and blind him!\I see!\Sensei!\I have come.\Nasume-dono! response:	I have come.
context: The only thing that's the same is the character!\Natsume, use the mirror.\Reflect the sunlight and blind him!\I see!\Sensei!\I have come.\Nasume-dono!\I have come. response:	I have come.
context: Natsume, use the mirror.\Reflect the sunlight and blind him!\I see!\Sensei!\I have come.\Nasume-dono!\I have come.\I have come. response:	I have come to get food.
context: Reflect the sunlight and blind him!\I see!\Sensei!\I have come.\Nasume-dono!\I have come.\I have come.\I have come to get food. response:	I have come.
context: I see!\Sensei!\I have come.\Nasume-dono!\I have come.\I have come.\I have come to get food.\I have come. response:	I have come.
context: Sensei!\I have come.\Nasume-dono!\I have come.\I have come.\I have come to get food.\I have come.\I have come. response:	Hey.
context: I have come.\Nasume-dono!\I have come.\I have come.\I have come to get food.\I have come.\I have come.\Hey. response:	How about fighting me?
context: Nasume-dono!\I have come.\I have come.\I have come to get food.\I have come.\I have come.\Hey.\How about fighting me? response:	If you beat me, I'll give you food.
context: I have come.\I have come.\I have come to get food.\I have come.\I have come.\Hey.\How about fighting me?\If you beat me, I'll give you food. response:	Or you could eat me.
context: I have come.\I have come to get food.\I have come.\I have come.\Hey.\How about fighting me?\If you beat me, I'll give you food.\Or you could eat me. response:	I'm Reiko.
context: I have come to get food.\I have come.\I have come.\Hey.\How about fighting me?\If you beat me, I'll give you food.\Or you could eat me.\I'm Reiko. response:	What's your name?
context: I have come.\I have come.\Hey.\How about fighting me?\If you beat me, I'll give you food.\Or you could eat me.\I'm Reiko.\What's your name? response:	I got it!
context: I have come.\Hey.\How about fighting me?\If you beat me, I'll give you food.\Or you could eat me.\I'm Reiko.\What's your name?\I got it! response:	His name is...
context: Hey.\How about fighting me?\If you beat me, I'll give you food.\Or you could eat me.\I'm Reiko.\What's your name?\I got it!\His name is... response:	I have come.
context: How about fighting me?\If you beat me, I'll give you food.\Or you could eat me.\I'm Reiko.\What's your name?\I got it!\His name is...\I have come. response:	Natsume!
context: If you beat me, I'll give you food.\Or you could eat me.\I'm Reiko.\What's your name?\I got it!\His name is...\I have come.\Natsume! response:	Susugi, Dew God, I return your names!
context: Or you could eat me.\I'm Reiko.\What's your name?\I got it!\His name is...\I have come.\Natsume!\Susugi, Dew God, I return your names! response:	Are you listening, Dew God?
context: I'm Reiko.\What's your name?\I got it!\His name is...\I have come.\Natsume!\Susugi, Dew God, I return your names!\Are you listening, Dew God? response:	I am Reiko.
context: What's your name?\I got it!\His name is...\I have come.\Natsume!\Susugi, Dew God, I return your names!\Are you listening, Dew God?\I am Reiko. response:	They won't always be bringing offerings, you know.
context: I got it!\His name is...\I have come.\Natsume!\Susugi, Dew God, I return your names!\Are you listening, Dew God?\I am Reiko.\They won't always be bringing offerings, you know. response:	You didn't even get one peach today.
context: His name is...\I have come.\Natsume!\Susugi, Dew God, I return your names!\Are you listening, Dew God?\I am Reiko.\They won't always be bringing offerings, you know.\You didn't even get one peach today. response:	Ah, you're right.
context: I have come.\Natsume!\Susugi, Dew God, I return your names!\Are you listening, Dew God?\I am Reiko.\They won't always be bringing offerings, you know.\You didn't even get one peach today.\Ah, you're right. response:	People are cruel and only care for themselves.
context: Natsume!\Susugi, Dew God, I return your names!\Are you listening, Dew God?\I am Reiko.\They won't always be bringing offerings, you know.\You didn't even get one peach today.\Ah, you're right.\People are cruel and only care for themselves. response:	You should find a better home while you have power.
context: Susugi, Dew God, I return your names!\Are you listening, Dew God?\I am Reiko.\They won't always be bringing offerings, you know.\You didn't even get one peach today.\Ah, you're right.\People are cruel and only care for themselves.\You should find a better home while you have power. response:	Thank you, Reiko.
context: Are you listening, Dew God?\I am Reiko.\They won't always be bringing offerings, you know.\You didn't even get one peach today.\Ah, you're right.\People are cruel and only care for themselves.\You should find a better home while you have power.\Thank you, Reiko. response:	But once you are loved,
context: I am Reiko.\They won't always be bringing offerings, you know.\You didn't even get one peach today.\Ah, you're right.\People are cruel and only care for themselves.\You should find a better home while you have power.\Thank you, Reiko.\But once you are loved, response:	and once you have loved, you cannot forget it.
context: They won't always be bringing offerings, you know.\You didn't even get one peach today.\Ah, you're right.\People are cruel and only care for themselves.\You should find a better home while you have power.\Thank you, Reiko.\But once you are loved,\and once you have loved, you cannot forget it. response:	Natsume!
context: You didn't even get one peach today.\Ah, you're right.\People are cruel and only care for themselves.\You should find a better home while you have power.\Thank you, Reiko.\But once you are loved,\and once you have loved, you cannot forget it.\Natsume! response:	Is it okay for you to walk now?
context: Ah, you're right.\People are cruel and only care for themselves.\You should find a better home while you have power.\Thank you, Reiko.\But once you are loved,\and once you have loved, you cannot forget it.\Natsume!\Is it okay for you to walk now? response:	That Susugi Youkai would walk along the shadows to go to the village,
context: People are cruel and only care for themselves.\You should find a better home while you have power.\Thank you, Reiko.\But once you are loved,\and once you have loved, you cannot forget it.\Natsume!\Is it okay for you to walk now?\That Susugi Youkai would walk along the shadows to go to the village, response:	and in exchange for receiving food scraps, he would wash that house's dishes.
context: You should find a better home while you have power.\Thank you, Reiko.\But once you are loved,\and once you have loved, you cannot forget it.\Natsume!\Is it okay for you to walk now?\That Susugi Youkai would walk along the shadows to go to the village,\and in exchange for receiving food scraps, he would wash that house's dishes. response:	Note: Susugi - to wash
context: Thank you, Reiko.\But once you are loved,\and once you have loved, you cannot forget it.\Natsume!\Is it okay for you to walk now?\That Susugi Youkai would walk along the shadows to go to the village,\and in exchange for receiving food scraps, he would wash that house's dishes.\Note: Susugi - to wash response:	Oh, so you looked it up.
context: But once you are loved,\and once you have loved, you cannot forget it.\Natsume!\Is it okay for you to walk now?\That Susugi Youkai would walk along the shadows to go to the village,\and in exchange for receiving food scraps, he would wash that house's dishes.\Note: Susugi - to wash\Oh, so you looked it up. response:	These days, the city is bright even during the night,
context: and once you have loved, you cannot forget it.\Natsume!\Is it okay for you to walk now?\That Susugi Youkai would walk along the shadows to go to the village,\and in exchange for receiving food scraps, he would wash that house's dishes.\Note: Susugi - to wash\Oh, so you looked it up.\These days, the city is bright even during the night, response:	so we might not see him anymore.
context: Natsume!\Is it okay for you to walk now?\That Susugi Youkai would walk along the shadows to go to the village,\and in exchange for receiving food scraps, he would wash that house's dishes.\Note: Susugi - to wash\Oh, so you looked it up.\These days, the city is bright even during the night,\so we might not see him anymore. response:	He has friends on the mountain.
context: Is it okay for you to walk now?\That Susugi Youkai would walk along the shadows to go to the village,\and in exchange for receiving food scraps, he would wash that house's dishes.\Note: Susugi - to wash\Oh, so you looked it up.\These days, the city is bright even during the night,\so we might not see him anymore.\He has friends on the mountain. response:	I'm sure he's glad to have cut his ties with humans.
context: That Susugi Youkai would walk along the shadows to go to the village,\and in exchange for receiving food scraps, he would wash that house's dishes.\Note: Susugi - to wash\Oh, so you looked it up.\These days, the city is bright even during the night,\so we might not see him anymore.\He has friends on the mountain.\I'm sure he's glad to have cut his ties with humans. response:	You think?
context: and in exchange for receiving food scraps, he would wash that house's dishes.\Note: Susugi - to wash\Oh, so you looked it up.\These days, the city is bright even during the night,\so we might not see him anymore.\He has friends on the mountain.\I'm sure he's glad to have cut his ties with humans.\You think? response:	I hope that's true, then.
context: Note: Susugi - to wash\Oh, so you looked it up.\These days, the city is bright even during the night,\so we might not see him anymore.\He has friends on the mountain.\I'm sure he's glad to have cut his ties with humans.\You think?\I hope that's true, then. response:	I brought you some peaches, Dew God.
context: Oh, so you looked it up.\These days, the city is bright even during the night,\so we might not see him anymore.\He has friends on the mountain.\I'm sure he's glad to have cut his ties with humans.\You think?\I hope that's true, then.\I brought you some peaches, Dew God. response:	Dew God?
context: These days, the city is bright even during the night,\so we might not see him anymore.\He has friends on the mountain.\I'm sure he's glad to have cut his ties with humans.\You think?\I hope that's true, then.\I brought you some peaches, Dew God.\Dew God? response:	I'm here, Natsume-dono.
context: so we might not see him anymore.\He has friends on the mountain.\I'm sure he's glad to have cut his ties with humans.\You think?\I hope that's true, then.\I brought you some peaches, Dew God.\Dew God?\I'm here, Natsume-dono. response:	You got smaller again.
context: He has friends on the mountain.\I'm sure he's glad to have cut his ties with humans.\You think?\I hope that's true, then.\I brought you some peaches, Dew God.\Dew God?\I'm here, Natsume-dono.\You got smaller again. response:	Yeah.
context: I'm sure he's glad to have cut his ties with humans.\You think?\I hope that's true, then.\I brought you some peaches, Dew God.\Dew God?\I'm here, Natsume-dono.\You got smaller again.\Yeah. response:	You're glowing? What's wrong?
context: You think?\I hope that's true, then.\I brought you some peaches, Dew God.\Dew God?\I'm here, Natsume-dono.\You got smaller again.\Yeah.\You're glowing? What's wrong? response:	Well, Hana-san has left.
context: I hope that's true, then.\I brought you some peaches, Dew God.\Dew God?\I'm here, Natsume-dono.\You got smaller again.\Yeah.\You're glowing? What's wrong?\Well, Hana-san has left. response:	Hana-san had been sick for a long time,
context: I brought you some peaches, Dew God.\Dew God?\I'm here, Natsume-dono.\You got smaller again.\Yeah.\You're glowing? What's wrong?\Well, Hana-san has left.\Hana-san had been sick for a long time, response:	and it took everything she had to come here recently.
context: Dew God?\I'm here, Natsume-dono.\You got smaller again.\Yeah.\You're glowing? What's wrong?\Well, Hana-san has left.\Hana-san had been sick for a long time,\and it took everything she had to come here recently. response:	She was the last human to have worshipped me.
context: I'm here, Natsume-dono.\You got smaller again.\Yeah.\You're glowing? What's wrong?\Well, Hana-san has left.\Hana-san had been sick for a long time,\and it took everything she had to come here recently.\She was the last human to have worshipped me. response:	So, once she dies, I will disappear.
context: You got smaller again.\Yeah.\You're glowing? What's wrong?\Well, Hana-san has left.\Hana-san had been sick for a long time,\and it took everything she had to come here recently.\She was the last human to have worshipped me.\So, once she dies, I will disappear. response:	I'll... I'll worship you!
context: Yeah.\You're glowing? What's wrong?\Well, Hana-san has left.\Hana-san had been sick for a long time,\and it took everything she had to come here recently.\She was the last human to have worshipped me.\So, once she dies, I will disappear.\I'll... I'll worship you! response:	Even if it's impossible, I'll come pray every day!
context: You're glowing? What's wrong?\Well, Hana-san has left.\Hana-san had been sick for a long time,\and it took everything she had to come here recently.\She was the last human to have worshipped me.\So, once she dies, I will disappear.\I'll... I'll worship you!\Even if it's impossible, I'll come pray every day! response:	You can't.
context: Well, Hana-san has left.\Hana-san had been sick for a long time,\and it took everything she had to come here recently.\She was the last human to have worshipped me.\So, once she dies, I will disappear.\I'll... I'll worship you!\Even if it's impossible, I'll come pray every day!\You can't. response:	You are my friend, Natsume-dono.
context: Hana-san had been sick for a long time,\and it took everything she had to come here recently.\She was the last human to have worshipped me.\So, once she dies, I will disappear.\I'll... I'll worship you!\Even if it's impossible, I'll come pray every day!\You can't.\You are my friend, Natsume-dono. response:	This is fine.
context: and it took everything she had to come here recently.\She was the last human to have worshipped me.\So, once she dies, I will disappear.\I'll... I'll worship you!\Even if it's impossible, I'll come pray every day!\You can't.\You are my friend, Natsume-dono.\This is fine. response:	I can go with Hana-san.
context: She was the last human to have worshipped me.\So, once she dies, I will disappear.\I'll... I'll worship you!\Even if it's impossible, I'll come pray every day!\You can't.\You are my friend, Natsume-dono.\This is fine.\I can go with Hana-san. response:	I've always...
context: So, once she dies, I will disappear.\I'll... I'll worship you!\Even if it's impossible, I'll come pray every day!\You can't.\You are my friend, Natsume-dono.\This is fine.\I can go with Hana-san.\I've always... response:	I've always done nothing but watch her.
context: I'll... I'll worship you!\Even if it's impossible, I'll come pray every day!\You can't.\You are my friend, Natsume-dono.\This is fine.\I can go with Hana-san.\I've always...\I've always done nothing but watch her. response:	But now...
context: Even if it's impossible, I'll come pray every day!\You can't.\You are my friend, Natsume-dono.\This is fine.\I can go with Hana-san.\I've always...\I've always done nothing but watch her.\But now... response:	Now, I feel like I'll be able to touch her.
context: You can't.\You are my friend, Natsume-dono.\This is fine.\I can go with Hana-san.\I've always...\I've always done nothing but watch her.\But now...\Now, I feel like I'll be able to touch her. response:	She heard you.
context: You are my friend, Natsume-dono.\This is fine.\I can go with Hana-san.\I've always...\I've always done nothing but watch her.\But now...\Now, I feel like I'll be able to touch her.\She heard you. response:	She heard your voice, Dew God.
context: This is fine.\I can go with Hana-san.\I've always...\I've always done nothing but watch her.\But now...\Now, I feel like I'll be able to touch her.\She heard you.\She heard your voice, Dew God. response:	Thank you, Natsume-dono.
context: I can go with Hana-san.\I've always...\I've always done nothing but watch her.\But now...\Now, I feel like I'll be able to touch her.\She heard you.\She heard your voice, Dew God.\Thank you, Natsume-dono. response:	Humans have been such charming creatures in the past, and even now.
context: I've always...\I've always done nothing but watch her.\But now...\Now, I feel like I'll be able to touch her.\She heard you.\She heard your voice, Dew God.\Thank you, Natsume-dono.\Humans have been such charming creatures in the past, and even now. response:	The weather is great today.
context: I've always done nothing but watch her.\But now...\Now, I feel like I'll be able to touch her.\She heard you.\She heard your voice, Dew God.\Thank you, Natsume-dono.\Humans have been such charming creatures in the past, and even now.\The weather is great today. response:	Yes, you're right.
context: But now...\Now, I feel like I'll be able to touch her.\She heard you.\She heard your voice, Dew God.\Thank you, Natsume-dono.\Humans have been such charming creatures in the past, and even now.\The weather is great today.\Yes, you're right. response:	What's wrong, Natsume?
context: Now, I feel like I'll be able to touch her.\She heard you.\She heard your voice, Dew God.\Thank you, Natsume-dono.\Humans have been such charming creatures in the past, and even now.\The weather is great today.\Yes, you're right.\What's wrong, Natsume? response:	Hey, what are you doing?! What a waste!
context: She heard you.\She heard your voice, Dew God.\Thank you, Natsume-dono.\Humans have been such charming creatures in the past, and even now.\The weather is great today.\Yes, you're right.\What's wrong, Natsume?\Hey, what are you doing?! What a waste! response:	Don't say things that'll get you cursed.
context: She heard your voice, Dew God.\Thank you, Natsume-dono.\Humans have been such charming creatures in the past, and even now.\The weather is great today.\Yes, you're right.\What's wrong, Natsume?\Hey, what are you doing?! What a waste!\Don't say things that'll get you cursed. response:	There's nothing here!
context: Thank you, Natsume-dono.\Humans have been such charming creatures in the past, and even now.\The weather is great today.\Yes, you're right.\What's wrong, Natsume?\Hey, what are you doing?! What a waste!\Don't say things that'll get you cursed.\There's nothing here! response:	Not today, but there may be something tomorrow.
context: Humans have been such charming creatures in the past, and even now.\The weather is great today.\Yes, you're right.\What's wrong, Natsume?\Hey, what are you doing?! What a waste!\Don't say things that'll get you cursed.\There's nothing here!\Not today, but there may be something tomorrow. response:	What's important is a caring heart.
context: The weather is great today.\Yes, you're right.\What's wrong, Natsume?\Hey, what are you doing?! What a waste!\Don't say things that'll get you cursed.\There's nothing here!\Not today, but there may be something tomorrow.\What's important is a caring heart. response:	What are you doing, you stupid cat?
context: Yes, you're right.\What's wrong, Natsume?\Hey, what are you doing?! What a waste!\Don't say things that'll get you cursed.\There's nothing here!\Not today, but there may be something tomorrow.\What's important is a caring heart.\What are you doing, you stupid cat? response:	That's fortune cat to you, you idiot!
context: What's wrong, Natsume?\Hey, what are you doing?! What a waste!\Don't say things that'll get you cursed.\There's nothing here!\Not today, but there may be something tomorrow.\What's important is a caring heart.\What are you doing, you stupid cat?\That's fortune cat to you, you idiot! response:	Meow!
context: Hey, what are you doing?! What a waste!\Don't say things that'll get you cursed.\There's nothing here!\Not today, but there may be something tomorrow.\What's important is a caring heart.\What are you doing, you stupid cat?\That's fortune cat to you, you idiot!\Meow! response:	What do you mean meow?
context: Don't say things that'll get you cursed.\There's nothing here!\Not today, but there may be something tomorrow.\What's important is a caring heart.\What are you doing, you stupid cat?\That's fortune cat to you, you idiot!\Meow!\What do you mean meow? response:	Give me back the steamed buns!
context: There's nothing here!\Not today, but there may be something tomorrow.\What's important is a caring heart.\What are you doing, you stupid cat?\That's fortune cat to you, you idiot!\Meow!\What do you mean meow?\Give me back the steamed buns! response:	Hey!
context: Not today, but there may be something tomorrow.\What's important is a caring heart.\What are you doing, you stupid cat?\That's fortune cat to you, you idiot!\Meow!\What do you mean meow?\Give me back the steamed buns!\Hey! response:	Hold it, you steamed bun thief!
context: What's important is a caring heart.\What are you doing, you stupid cat?\That's fortune cat to you, you idiot!\Meow!\What do you mean meow?\Give me back the steamed buns!\Hey!\Hold it, you steamed bun thief! response:	They're mine!
context: What are you doing, you stupid cat?\That's fortune cat to you, you idiot!\Meow!\What do you mean meow?\Give me back the steamed buns!\Hey!\Hold it, you steamed bun thief!\They're mine! response:	I'm the one that bought them!
context: That's fortune cat to you, you idiot!\Meow!\What do you mean meow?\Give me back the steamed buns!\Hey!\Hold it, you steamed bun thief!\They're mine!\I'm the one that bought them! response:	Hey, hold it!
context: Meow!\What do you mean meow?\Give me back the steamed buns!\Hey!\Hold it, you steamed bun thief!\They're mine!\I'm the one that bought them!\Hey, hold it! response:	No way!
context: What do you mean meow?\Give me back the steamed buns!\Hey!\Hold it, you steamed bun thief!\They're mine!\I'm the one that bought them!\Hey, hold it!\No way! response:	Hey, Natsume.
context: Give me back the steamed buns!\Hey!\Hold it, you steamed bun thief!\They're mine!\I'm the one that bought them!\Hey, hold it!\No way!\Hey, Natsume. response:	The Ayakashi from the Eight Fields are crying because some human got them.
context: Hey!\Hold it, you steamed bun thief!\They're mine!\I'm the one that bought them!\Hey, hold it!\No way!\Hey, Natsume.\The Ayakashi from the Eight Fields are crying because some human got them. response:	Which means someone who can see Youkai did it?
context: Hold it, you steamed bun thief!\They're mine!\I'm the one that bought them!\Hey, hold it!\No way!\Hey, Natsume.\The Ayakashi from the Eight Fields are crying because some human got them.\Which means someone who can see Youkai did it? response:	He seems kind of suspicious.
context: They're mine!\I'm the one that bought them!\Hey, hold it!\No way!\Hey, Natsume.\The Ayakashi from the Eight Fields are crying because some human got them.\Which means someone who can see Youkai did it?\He seems kind of suspicious. response:	Who are you?
context: I'm the one that bought them!\Hey, hold it!\No way!\Hey, Natsume.\The Ayakashi from the Eight Fields are crying because some human got them.\Which means someone who can see Youkai did it?\He seems kind of suspicious.\Who are you? response:	I'm Tanuma Kaname.
