context: To think that the DRAGON would launch an attack. response:	This Para-mail... It isn't a DRAGON's, is it?
context: Whoa! Are you all right?\What the heck?\Is this me?\What was that?\All units, type one battle formation! It's a DRAGON!\There's a survivor in the base!\Rosalie and Chris will cover the residential area.\Ange and I will cover the maintenance deck. response:	Ersha, let Salia out and search Jasmine Mall.
context: What the heck?\Is this me?\What was that?\All units, type one battle formation! It's a DRAGON!\There's a survivor in the base!\Rosalie and Chris will cover the residential area.\Ange and I will cover the maintenance deck.\Ersha, let Salia out and search Jasmine Mall. response:	Yes, ma'am.
context: Is this me?\What was that?\All units, type one battle formation! It's a DRAGON!\There's a survivor in the base!\Rosalie and Chris will cover the residential area.\Ange and I will cover the maintenance deck.\Ersha, let Salia out and search Jasmine Mall.\Yes, ma'am. response:	The rest of you stand guard here.
context: What was that?\All units, type one battle formation! It's a DRAGON!\There's a survivor in the base!\Rosalie and Chris will cover the residential area.\Ange and I will cover the maintenance deck.\Ersha, let Salia out and search Jasmine Mall.\Yes, ma'am.\The rest of you stand guard here. response:	Vivian.
context: All units, type one battle formation! It's a DRAGON!\There's a survivor in the base!\Rosalie and Chris will cover the residential area.\Ange and I will cover the maintenance deck.\Ersha, let Salia out and search Jasmine Mall.\Yes, ma'am.\The rest of you stand guard here.\Vivian. response:	Where's Vivian?
context: There's a survivor in the base!\Rosalie and Chris will cover the residential area.\Ange and I will cover the maintenance deck.\Ersha, let Salia out and search Jasmine Mall.\Yes, ma'am.\The rest of you stand guard here.\Vivian.\Where's Vivian? response:	She's not in her room, either.
context: Rosalie and Chris will cover the residential area.\Ange and I will cover the maintenance deck.\Ersha, let Salia out and search Jasmine Mall.\Yes, ma'am.\The rest of you stand guard here.\Vivian.\Where's Vivian?\She's not in her room, either. response:	Angelise-sama!
context: Ange and I will cover the maintenance deck.\Ersha, let Salia out and search Jasmine Mall.\Yes, ma'am.\The rest of you stand guard here.\Vivian.\Where's Vivian?\She's not in her room, either.\Angelise-sama! response:	You're late.
context: Ersha, let Salia out and search Jasmine Mall.\Yes, ma'am.\The rest of you stand guard here.\Vivian.\Where's Vivian?\She's not in her room, either.\Angelise-sama!\You're late. response:	Where were you?
context: Yes, ma'am.\The rest of you stand guard here.\Vivian.\Where's Vivian?\She's not in her room, either.\Angelise-sama!\You're late.\Where were you? response:	Good! All units, go.
context: The rest of you stand guard here.\Vivian.\Where's Vivian?\She's not in her room, either.\Angelise-sama!\You're late.\Where were you?\Good! All units, go. response:	Yes, ma'am.
context: Vivian.\Where's Vivian?\She's not in her room, either.\Angelise-sama!\You're late.\Where were you?\Good! All units, go.\Yes, ma'am. response:	Be careful, Angelise-sama.
context: Where's Vivian?\She's not in her room, either.\Angelise-sama!\You're late.\Where were you?\Good! All units, go.\Yes, ma'am.\Be careful, Angelise-sama. response:	Hey, Maggie.
context: She's not in her room, either.\Angelise-sama!\You're late.\Where were you?\Good! All units, go.\Yes, ma'am.\Be careful, Angelise-sama.\Hey, Maggie. response:	Get all the inhibitor you can.
context: Angelise-sama!\You're late.\Where were you?\Good! All units, go.\Yes, ma'am.\Be careful, Angelise-sama.\Hey, Maggie.\Get all the inhibitor you can. response:	All right.
context: You're late.\Where were you?\Good! All units, go.\Yes, ma'am.\Be careful, Angelise-sama.\Hey, Maggie.\Get all the inhibitor you can.\All right. response:	I'm so hungry.
context: Where were you?\Good! All units, go.\Yes, ma'am.\Be careful, Angelise-sama.\Hey, Maggie.\Get all the inhibitor you can.\All right.\I'm so hungry. response:	How did this happen?
context: Good! All units, go.\Yes, ma'am.\Be careful, Angelise-sama.\Hey, Maggie.\Get all the inhibitor you can.\All right.\I'm so hungry.\How did this happen? response:	I knew it, it's curry!
context: Yes, ma'am.\Be careful, Angelise-sama.\Hey, Maggie.\Get all the inhibitor you can.\All right.\I'm so hungry.\How did this happen?\I knew it, it's curry! response:	Time to eat.
context: Be careful, Angelise-sama.\Hey, Maggie.\Get all the inhibitor you can.\All right.\I'm so hungry.\How did this happen?\I knew it, it's curry!\Time to eat. response:	Huh?
context: Hey, Maggie.\Get all the inhibitor you can.\All right.\I'm so hungry.\How did this happen?\I knew it, it's curry!\Time to eat.\Huh? response:	That's weird.
context: Get all the inhibitor you can.\All right.\I'm so hungry.\How did this happen?\I knew it, it's curry!\Time to eat.\Huh?\That's weird. response:	Oh, it's me that's weird...
context: All right.\I'm so hungry.\How did this happen?\I knew it, it's curry!\Time to eat.\Huh?\That's weird.\Oh, it's me that's weird... response:	There it is.
context: I'm so hungry.\How did this happen?\I knew it, it's curry!\Time to eat.\Huh?\That's weird.\Oh, it's me that's weird...\There it is. response:	Salia, Ersha.
context: How did this happen?\I knew it, it's curry!\Time to eat.\Huh?\That's weird.\Oh, it's me that's weird...\There it is.\Salia, Ersha. response:	Go after it.
context: I knew it, it's curry!\Time to eat.\Huh?\That's weird.\Oh, it's me that's weird...\There it is.\Salia, Ersha.\Go after it. response:	Isn't this...
context: Time to eat.\Huh?\That's weird.\Oh, it's me that's weird...\There it is.\Salia, Ersha.\Go after it.\Isn't this... response:	The El Laguna hourglass that does not turn
context: Huh?\That's weird.\Oh, it's me that's weird...\There it is.\Salia, Ersha.\Go after it.\Isn't this...\The El Laguna hourglass that does not turn response:	How does it know this song?
context: That's weird.\Oh, it's me that's weird...\There it is.\Salia, Ersha.\Go after it.\Isn't this...\The El Laguna hourglass that does not turn\How does it know this song? response:	Time does not flow from it, lu la la li la
context: Oh, it's me that's weird...\There it is.\Salia, Ersha.\Go after it.\Isn't this...\The El Laguna hourglass that does not turn\How does it know this song?\Time does not flow from it, lu la la li la response:	The flames of countless lives,
context: There it is.\Salia, Ersha.\Go after it.\Isn't this...\The El Laguna hourglass that does not turn\How does it know this song?\Time does not flow from it, lu la la li la\The flames of countless lives, response:	Fall through and become stars
context: Salia, Ersha.\Go after it.\Isn't this...\The El Laguna hourglass that does not turn\How does it know this song?\Time does not flow from it, lu la la li la\The flames of countless lives,\Fall through and become stars response:	What's that idiot doing?
context: Go after it.\Isn't this...\The El Laguna hourglass that does not turn\How does it know this song?\Time does not flow from it, lu la la li la\The flames of countless lives,\Fall through and become stars\What's that idiot doing? response:	Is she trying to kill me?
context: Isn't this...\The El Laguna hourglass that does not turn\How does it know this song?\Time does not flow from it, lu la la li la\The flames of countless lives,\Fall through and become stars\What's that idiot doing?\Is she trying to kill me? response:	That bitch!
context: The El Laguna hourglass that does not turn\How does it know this song?\Time does not flow from it, lu la la li la\The flames of countless lives,\Fall through and become stars\What's that idiot doing?\Is she trying to kill me?\That bitch! response:	They fly beautifully,
context: How does it know this song?\Time does not flow from it, lu la la li la\The flames of countless lives,\Fall through and become stars\What's that idiot doing?\Is she trying to kill me?\That bitch!\They fly beautifully, response:	And fade away in the cradle of life and death
context: Time does not flow from it, lu la la li la\The flames of countless lives,\Fall through and become stars\What's that idiot doing?\Is she trying to kill me?\That bitch!\They fly beautifully,\And fade away in the cradle of life and death response:	Ange!
context: The flames of countless lives,\Fall through and become stars\What's that idiot doing?\Is she trying to kill me?\That bitch!\They fly beautifully,\And fade away in the cradle of life and death\Ange! response:	Step away!
context: Fall through and become stars\What's that idiot doing?\Is she trying to kill me?\That bitch!\They fly beautifully,\And fade away in the cradle of life and death\Ange!\Step away! response:	Jill.
context: What's that idiot doing?\Is she trying to kill me?\That bitch!\They fly beautifully,\And fade away in the cradle of life and death\Ange!\Step away!\Jill. response:	Quiz time.
context: Is she trying to kill me?\That bitch!\They fly beautifully,\And fade away in the cradle of life and death\Ange!\Step away!\Jill.\Quiz time. response:	What's a DRAGON, even though it's human?
context: That bitch!\They fly beautifully,\And fade away in the cradle of life and death\Ange!\Step away!\Jill.\Quiz time.\What's a DRAGON, even though it's human? response:	Oh, wait...
context: They fly beautifully,\And fade away in the cradle of life and death\Ange!\Step away!\Jill.\Quiz time.\What's a DRAGON, even though it's human?\Oh, wait... response:	A human, even though it's a DRAGON?
context: And fade away in the cradle of life and death\Ange!\Step away!\Jill.\Quiz time.\What's a DRAGON, even though it's human?\Oh, wait...\A human, even though it's a DRAGON? response:	Huh?
context: Ange!\Step away!\Jill.\Quiz time.\What's a DRAGON, even though it's human?\Oh, wait...\A human, even though it's a DRAGON?\Huh? response:	Huh?
context: Step away!\Jill.\Quiz time.\What's a DRAGON, even though it's human?\Oh, wait...\A human, even though it's a DRAGON?\Huh?\Huh? response:	I don't get it...
context: Jill.\Quiz time.\What's a DRAGON, even though it's human?\Oh, wait...\A human, even though it's a DRAGON?\Huh?\Huh?\I don't get it... response:	I got it. It's Vivian.
context: Quiz time.\What's a DRAGON, even though it's human?\Oh, wait...\A human, even though it's a DRAGON?\Huh?\Huh?\I don't get it...\I got it. It's Vivian. response:	Angelise-sama!
context: What's a DRAGON, even though it's human?\Oh, wait...\A human, even though it's a DRAGON?\Huh?\Huh?\I don't get it...\I got it. It's Vivian.\Angelise-sama! response:	Hey, what's going on?
context: Oh, wait...\A human, even though it's a DRAGON?\Huh?\Huh?\I don't get it...\I got it. It's Vivian.\Angelise-sama!\Hey, what's going on? response:	I thought I saw Vivian come out of the DRAGON...
context: A human, even though it's a DRAGON?\Huh?\Huh?\I don't get it...\I got it. It's Vivian.\Angelise-sama!\Hey, what's going on?\I thought I saw Vivian come out of the DRAGON... response:	What's a DRAGON, even though it's human?
context: Huh?\Huh?\I don't get it...\I got it. It's Vivian.\Angelise-sama!\Hey, what's going on?\I thought I saw Vivian come out of the DRAGON...\What's a DRAGON, even though it's human? response:	A human, even though it's a DRAGON? Huh?
context: Huh?\I don't get it...\I got it. It's Vivian.\Angelise-sama!\Hey, what's going on?\I thought I saw Vivian come out of the DRAGON...\What's a DRAGON, even though it's human?\A human, even though it's a DRAGON? Huh? response:	Angelise-sama!
context: I don't get it...\I got it. It's Vivian.\Angelise-sama!\Hey, what's going on?\I thought I saw Vivian come out of the DRAGON...\What's a DRAGON, even though it's human?\A human, even though it's a DRAGON? Huh?\Angelise-sama! response:	Stay away.
context: I got it. It's Vivian.\Angelise-sama!\Hey, what's going on?\I thought I saw Vivian come out of the DRAGON...\What's a DRAGON, even though it's human?\A human, even though it's a DRAGON? Huh?\Angelise-sama!\Stay away. response:	What's going on?
context: Angelise-sama!\Hey, what's going on?\I thought I saw Vivian come out of the DRAGON...\What's a DRAGON, even though it's human?\A human, even though it's a DRAGON? Huh?\Angelise-sama!\Stay away.\What's going on? response:	What are these?
context: Hey, what's going on?\I thought I saw Vivian come out of the DRAGON...\What's a DRAGON, even though it's human?\A human, even though it's a DRAGON? Huh?\Angelise-sama!\Stay away.\What's going on?\What are these? response:	DRAGONs, right?
context: I thought I saw Vivian come out of the DRAGON...\What's a DRAGON, even though it's human?\A human, even though it's a DRAGON? Huh?\Angelise-sama!\Stay away.\What's going on?\What are these?\DRAGONs, right? response:	What's happening?
context: What's a DRAGON, even though it's human?\A human, even though it's a DRAGON? Huh?\Angelise-sama!\Stay away.\What's going on?\What are these?\DRAGONs, right?\What's happening? response:	You know how the story goes.
context: A human, even though it's a DRAGON? Huh?\Angelise-sama!\Stay away.\What's going on?\What are these?\DRAGONs, right?\What's happening?\You know how the story goes. response:	The monster was human all along.
context: Angelise-sama!\Stay away.\What's going on?\What are these?\DRAGONs, right?\What's happening?\You know how the story goes.\The monster was human all along. response:	Angelise-sama.
context: Stay away.\What's going on?\What are these?\DRAGONs, right?\What's happening?\You know how the story goes.\The monster was human all along.\Angelise-sama. response:	I was killing humans?
context: What's going on?\What are these?\DRAGONs, right?\What's happening?\You know how the story goes.\The monster was human all along.\Angelise-sama.\I was killing humans? response:	With these hands...
context: What are these?\DRAGONs, right?\What's happening?\You know how the story goes.\The monster was human all along.\Angelise-sama.\I was killing humans?\With these hands... response:	With these hands...
context: DRAGONs, right?\What's happening?\You know how the story goes.\The monster was human all along.\Angelise-sama.\I was killing humans?\With these hands...\With these hands... response:	I thought you liked your life?
context: What's happening?\You know how the story goes.\The monster was human all along.\Angelise-sama.\I was killing humans?\With these hands...\With these hands...\I thought you liked your life? response:	Killing DRAGONs and making money.
context: You know how the story goes.\The monster was human all along.\Angelise-sama.\I was killing humans?\With these hands...\With these hands...\I thought you liked your life?\Killing DRAGONs and making money. response:	Go to hell, bitch!
context: The monster was human all along.\Angelise-sama.\I was killing humans?\With these hands...\With these hands...\I thought you liked your life?\Killing DRAGONs and making money.\Go to hell, bitch! response:	I won't use the Villkiss anymore.
context: Angelise-sama.\I was killing humans?\With these hands...\With these hands...\I thought you liked your life?\Killing DRAGONs and making money.\Go to hell, bitch!\I won't use the Villkiss anymore. response:	I won't kill DRAGONs.
context: I was killing humans?\With these hands...\With these hands...\I thought you liked your life?\Killing DRAGONs and making money.\Go to hell, bitch!\I won't use the Villkiss anymore.\I won't kill DRAGONs. response:	To hell with Libertus!
context: With these hands...\With these hands...\I thought you liked your life?\Killing DRAGONs and making money.\Go to hell, bitch!\I won't use the Villkiss anymore.\I won't kill DRAGONs.\To hell with Libertus! response:	Fine with me, if you want to live and die as God's pet.
context: With these hands...\I thought you liked your life?\Killing DRAGONs and making money.\Go to hell, bitch!\I won't use the Villkiss anymore.\I won't kill DRAGONs.\To hell with Libertus!\Fine with me, if you want to live and die as God's pet. response:	God, huh?
context: I thought you liked your life?\Killing DRAGONs and making money.\Go to hell, bitch!\I won't use the Villkiss anymore.\I won't kill DRAGONs.\To hell with Libertus!\Fine with me, if you want to live and die as God's pet.\God, huh? response:	I've never called myself that.
context: Killing DRAGONs and making money.\Go to hell, bitch!\I won't use the Villkiss anymore.\I won't kill DRAGONs.\To hell with Libertus!\Fine with me, if you want to live and die as God's pet.\God, huh?\I've never called myself that. response:	Though it may be appropriate, in the sense that I'm a creator.
context: Go to hell, bitch!\I won't use the Villkiss anymore.\I won't kill DRAGONs.\To hell with Libertus!\Fine with me, if you want to live and die as God's pet.\God, huh?\I've never called myself that.\Though it may be appropriate, in the sense that I'm a creator. response:	Embryo.
context: I won't use the Villkiss anymore.\I won't kill DRAGONs.\To hell with Libertus!\Fine with me, if you want to live and die as God's pet.\God, huh?\I've never called myself that.\Though it may be appropriate, in the sense that I'm a creator.\Embryo. response:	You're beautiful when you're angry, Alektra.
context: I won't kill DRAGONs.\To hell with Libertus!\Fine with me, if you want to live and die as God's pet.\God, huh?\I've never called myself that.\Though it may be appropriate, in the sense that I'm a creator.\Embryo.\You're beautiful when you're angry, Alektra. response:	Or are you Commander Jill now?
context: To hell with Libertus!\Fine with me, if you want to live and die as God's pet.\God, huh?\I've never called myself that.\Though it may be appropriate, in the sense that I'm a creator.\Embryo.\You're beautiful when you're angry, Alektra.\Or are you Commander Jill now? response:	Here it comes.
context: Fine with me, if you want to live and die as God's pet.\God, huh?\I've never called myself that.\Though it may be appropriate, in the sense that I'm a creator.\Embryo.\You're beautiful when you're angry, Alektra.\Or are you Commander Jill now?\Here it comes. response:	This is the International Rescue Fleet of the Norma Administration Board.
context: God, huh?\I've never called myself that.\Though it may be appropriate, in the sense that I'm a creator.\Embryo.\You're beautiful when you're angry, Alektra.\Or are you Commander Jill now?\Here it comes.\This is the International Rescue Fleet of the Norma Administration Board. response:	Normas, thank you for your good work fighting the DRAGONs.
context: I've never called myself that.\Though it may be appropriate, in the sense that I'm a creator.\Embryo.\You're beautiful when you're angry, Alektra.\Or are you Commander Jill now?\Here it comes.\This is the International Rescue Fleet of the Norma Administration Board.\Normas, thank you for your good work fighting the DRAGONs. response:	We will hereby begin your rescue.
context: Though it may be appropriate, in the sense that I'm a creator.\Embryo.\You're beautiful when you're angry, Alektra.\Or are you Commander Jill now?\Here it comes.\This is the International Rescue Fleet of the Norma Administration Board.\Normas, thank you for your good work fighting the DRAGONs.\We will hereby begin your rescue. response:	We have plenty of water, clothing, and warm food.
context: Embryo.\You're beautiful when you're angry, Alektra.\Or are you Commander Jill now?\Here it comes.\This is the International Rescue Fleet of the Norma Administration Board.\Normas, thank you for your good work fighting the DRAGONs.\We will hereby begin your rescue.\We have plenty of water, clothing, and warm food. response:	Please abandon your weapons and prepare for evacuation.
context: You're beautiful when you're angry, Alektra.\Or are you Commander Jill now?\Here it comes.\This is the International Rescue Fleet of the Norma Administration Board.\Normas, thank you for your good work fighting the DRAGONs.\We will hereby begin your rescue.\We have plenty of water, clothing, and warm food.\Please abandon your weapons and prepare for evacuation. response:	Let's go to our final reunion, Angelise.
context: Or are you Commander Jill now?\Here it comes.\This is the International Rescue Fleet of the Norma Administration Board.\Normas, thank you for your good work fighting the DRAGONs.\We will hereby begin your rescue.\We have plenty of water, clothing, and warm food.\Please abandon your weapons and prepare for evacuation.\Let's go to our final reunion, Angelise. response:	Next Episode
context: Here it comes.\This is the International Rescue Fleet of the Norma Administration Board.\Normas, thank you for your good work fighting the DRAGONs.\We will hereby begin your rescue.\We have plenty of water, clothing, and warm food.\Please abandon your weapons and prepare for evacuation.\Let's go to our final reunion, Angelise.\Next Episode response:	I'm totally fine with Vivian being a DRAGON.
context: This is the International Rescue Fleet of the Norma Administration Board.\Normas, thank you for your good work fighting the DRAGONs.\We will hereby begin your rescue.\We have plenty of water, clothing, and warm food.\Please abandon your weapons and prepare for evacuation.\Let's go to our final reunion, Angelise.\Next Episode\I'm totally fine with Vivian being a DRAGON. response:	You never change, Ange!
context: Normas, thank you for your good work fighting the DRAGONs.\We will hereby begin your rescue.\We have plenty of water, clothing, and warm food.\Please abandon your weapons and prepare for evacuation.\Let's go to our final reunion, Angelise.\Next Episode\I'm totally fine with Vivian being a DRAGON.\You never change, Ange! response:	But that song is mine.
context: We will hereby begin your rescue.\We have plenty of water, clothing, and warm food.\Please abandon your weapons and prepare for evacuation.\Let's go to our final reunion, Angelise.\Next Episode\I'm totally fine with Vivian being a DRAGON.\You never change, Ange!\But that song is mine. response:	You're going to have to pay for singing it.
context: We have plenty of water, clothing, and warm food.\Please abandon your weapons and prepare for evacuation.\Let's go to our final reunion, Angelise.\Next Episode\I'm totally fine with Vivian being a DRAGON.\You never change, Ange!\But that song is mine.\You're going to have to pay for singing it. response:	It'll be 700 million.
context: Please abandon your weapons and prepare for evacuation.\Let's go to our final reunion, Angelise.\Next Episode\I'm totally fine with Vivian being a DRAGON.\You never change, Ange!\But that song is mine.\You're going to have to pay for singing it.\It'll be 700 million. response:	Arzenal in Flames
context: Let's go to our final reunion, Angelise.\Next Episode\I'm totally fine with Vivian being a DRAGON.\You never change, Ange!\But that song is mine.\You're going to have to pay for singing it.\It'll be 700 million.\Arzenal in Flames response:	You never change, Ange...
