context: Hey, all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Well, I kind of like this.\One more time!\Requip!\I said stop it!\So, Levy-chan...\Have you figured anything out?\Not a thing!\I see... So from now on I'll exist as an odd winged cat? response:	I am not odd!
context: One more time!\Requip!\I said stop it!\So, Levy-chan...\Have you figured anything out?\Not a thing!\I see... So from now on I'll exist as an odd winged cat?\I am not odd! response:	Please, stop it!
context: Requip!\I said stop it!\So, Levy-chan...\Have you figured anything out?\Not a thing!\I see... So from now on I'll exist as an odd winged cat?\I am not odd!\Please, stop it! response:	I'm so hazy...
context: I said stop it!\So, Levy-chan...\Have you figured anything out?\Not a thing!\I see... So from now on I'll exist as an odd winged cat?\I am not odd!\Please, stop it!\I'm so hazy... response:	Will I never be able to go out on a date again?
context: So, Levy-chan...\Have you figured anything out?\Not a thing!\I see... So from now on I'll exist as an odd winged cat?\I am not odd!\Please, stop it!\I'm so hazy...\Will I never be able to go out on a date again? response:	I wanna switch bodies, too!
context: Have you figured anything out?\Not a thing!\I see... So from now on I'll exist as an odd winged cat?\I am not odd!\Please, stop it!\I'm so hazy...\Will I never be able to go out on a date again?\I wanna switch bodies, too! response:	Yeah, yeah, you're Macao's son all right.
context: Not a thing!\I see... So from now on I'll exist as an odd winged cat?\I am not odd!\Please, stop it!\I'm so hazy...\Will I never be able to go out on a date again?\I wanna switch bodies, too!\Yeah, yeah, you're Macao's son all right. response:	Now calm down everyone! I'm still thinking!
context: I see... So from now on I'll exist as an odd winged cat?\I am not odd!\Please, stop it!\I'm so hazy...\Will I never be able to go out on a date again?\I wanna switch bodies, too!\Yeah, yeah, you're Macao's son all right.\Now calm down everyone! I'm still thinking! response:	Macao, the time!
context: I am not odd!\Please, stop it!\I'm so hazy...\Will I never be able to go out on a date again?\I wanna switch bodies, too!\Yeah, yeah, you're Macao's son all right.\Now calm down everyone! I'm still thinking!\Macao, the time! response:	Eight minutes to go.
context: Please, stop it!\I'm so hazy...\Will I never be able to go out on a date again?\I wanna switch bodies, too!\Yeah, yeah, you're Macao's son all right.\Now calm down everyone! I'm still thinking!\Macao, the time!\Eight minutes to go. response:	Guess it's time to prepare for the worst.
context: I'm so hazy...\Will I never be able to go out on a date again?\I wanna switch bodies, too!\Yeah, yeah, you're Macao's son all right.\Now calm down everyone! I'm still thinking!\Macao, the time!\Eight minutes to go.\Guess it's time to prepare for the worst. response:	This can't be happening!
context: Will I never be able to go out on a date again?\I wanna switch bodies, too!\Yeah, yeah, you're Macao's son all right.\Now calm down everyone! I'm still thinking!\Macao, the time!\Eight minutes to go.\Guess it's time to prepare for the worst.\This can't be happening! response:	Go, go, Levy!
context: I wanna switch bodies, too!\Yeah, yeah, you're Macao's son all right.\Now calm down everyone! I'm still thinking!\Macao, the time!\Eight minutes to go.\Guess it's time to prepare for the worst.\This can't be happening!\Go, go, Levy! response:	So they're nothing but a cheering squad?
context: Yeah, yeah, you're Macao's son all right.\Now calm down everyone! I'm still thinking!\Macao, the time!\Eight minutes to go.\Guess it's time to prepare for the worst.\This can't be happening!\Go, go, Levy!\So they're nothing but a cheering squad? response:	Deru, deru... Ah, that's it!
context: Now calm down everyone! I'm still thinking!\Macao, the time!\Eight minutes to go.\Guess it's time to prepare for the worst.\This can't be happening!\Go, go, Levy!\So they're nothing but a cheering squad?\Deru, deru... Ah, that's it! response:	Then...
context: Macao, the time!\Eight minutes to go.\Guess it's time to prepare for the worst.\This can't be happening!\Go, go, Levy!\So they're nothing but a cheering squad?\Deru, deru... Ah, that's it!\Then... response:	What'll we do if we stay like this forever?
context: Eight minutes to go.\Guess it's time to prepare for the worst.\This can't be happening!\Go, go, Levy!\So they're nothing but a cheering squad?\Deru, deru... Ah, that's it!\Then...\What'll we do if we stay like this forever? response:	What do you mean, what'll we do?
context: Guess it's time to prepare for the worst.\This can't be happening!\Go, go, Levy!\So they're nothing but a cheering squad?\Deru, deru... Ah, that's it!\Then...\What'll we do if we stay like this forever?\What do you mean, what'll we do? response:	You intend to go out and do jobs like this?
context: This can't be happening!\Go, go, Levy!\So they're nothing but a cheering squad?\Deru, deru... Ah, that's it!\Then...\What'll we do if we stay like this forever?\What do you mean, what'll we do?\You intend to go out and do jobs like this? response:	Well if we don't turn back, what choice do we have?
context: Go, go, Levy!\So they're nothing but a cheering squad?\Deru, deru... Ah, that's it!\Then...\What'll we do if we stay like this forever?\What do you mean, what'll we do?\You intend to go out and do jobs like this?\Well if we don't turn back, what choice do we have? response:	I don't mind!
context: So they're nothing but a cheering squad?\Deru, deru... Ah, that's it!\Then...\What'll we do if we stay like this forever?\What do you mean, what'll we do?\You intend to go out and do jobs like this?\Well if we don't turn back, what choice do we have?\I don't mind! response:	Since no one'll know if I don't talk.
context: Deru, deru... Ah, that's it!\Then...\What'll we do if we stay like this forever?\What do you mean, what'll we do?\You intend to go out and do jobs like this?\Well if we don't turn back, what choice do we have?\I don't mind!\Since no one'll know if I don't talk. response:	That's not the problem!
context: Then...\What'll we do if we stay like this forever?\What do you mean, what'll we do?\You intend to go out and do jobs like this?\Well if we don't turn back, what choice do we have?\I don't mind!\Since no one'll know if I don't talk.\That's not the problem! response:	You hair-brained cat!
context: What'll we do if we stay like this forever?\What do you mean, what'll we do?\You intend to go out and do jobs like this?\Well if we don't turn back, what choice do we have?\I don't mind!\Since no one'll know if I don't talk.\That's not the problem!\You hair-brained cat! response:	Forever like this? Nooo!
context: What do you mean, what'll we do?\You intend to go out and do jobs like this?\Well if we don't turn back, what choice do we have?\I don't mind!\Since no one'll know if I don't talk.\That's not the problem!\You hair-brained cat!\Forever like this? Nooo! response:	Gray, er... Lucy! That's seriously gross, man.
context: You intend to go out and do jobs like this?\Well if we don't turn back, what choice do we have?\I don't mind!\Since no one'll know if I don't talk.\That's not the problem!\You hair-brained cat!\Forever like this? Nooo!\Gray, er... Lucy! That's seriously gross, man. response:	You don't say!? It's not like ice is coming out of my mouth'cause I want it to!
context: Well if we don't turn back, what choice do we have?\I don't mind!\Since no one'll know if I don't talk.\That's not the problem!\You hair-brained cat!\Forever like this? Nooo!\Gray, er... Lucy! That's seriously gross, man.\You don't say!? It's not like ice is coming out of my mouth'cause I want it to! response:	What's the matter Gray... I mean, Lucy?
context: I don't mind!\Since no one'll know if I don't talk.\That's not the problem!\You hair-brained cat!\Forever like this? Nooo!\Gray, er... Lucy! That's seriously gross, man.\You don't say!? It's not like ice is coming out of my mouth'cause I want it to!\What's the matter Gray... I mean, Lucy? response:	This is bad. All of our skills have gotten really crappy now.
context: Since no one'll know if I don't talk.\That's not the problem!\You hair-brained cat!\Forever like this? Nooo!\Gray, er... Lucy! That's seriously gross, man.\You don't say!? It's not like ice is coming out of my mouth'cause I want it to!\What's the matter Gray... I mean, Lucy?\This is bad. All of our skills have gotten really crappy now. response:	Even if we go out on a job, we couldn't do it right!
context: That's not the problem!\You hair-brained cat!\Forever like this? Nooo!\Gray, er... Lucy! That's seriously gross, man.\You don't say!? It's not like ice is coming out of my mouth'cause I want it to!\What's the matter Gray... I mean, Lucy?\This is bad. All of our skills have gotten really crappy now.\Even if we go out on a job, we couldn't do it right! response:	Which means...
context: You hair-brained cat!\Forever like this? Nooo!\Gray, er... Lucy! That's seriously gross, man.\You don't say!? It's not like ice is coming out of my mouth'cause I want it to!\What's the matter Gray... I mean, Lucy?\This is bad. All of our skills have gotten really crappy now.\Even if we go out on a job, we couldn't do it right!\Which means... response:	Right now...
context: Forever like this? Nooo!\Gray, er... Lucy! That's seriously gross, man.\You don't say!? It's not like ice is coming out of my mouth'cause I want it to!\What's the matter Gray... I mean, Lucy?\This is bad. All of our skills have gotten really crappy now.\Even if we go out on a job, we couldn't do it right!\Which means...\Right now... response:	We're...
context: Gray, er... Lucy! That's seriously gross, man.\You don't say!? It's not like ice is coming out of my mouth'cause I want it to!\What's the matter Gray... I mean, Lucy?\This is bad. All of our skills have gotten really crappy now.\Even if we go out on a job, we couldn't do it right!\Which means...\Right now...\We're... response:	The weakest team in all of Fairy Tail!
context: You don't say!? It's not like ice is coming out of my mouth'cause I want it to!\What's the matter Gray... I mean, Lucy?\This is bad. All of our skills have gotten really crappy now.\Even if we go out on a job, we couldn't do it right!\Which means...\Right now...\We're...\The weakest team in all of Fairy Tail! response:	Let's go, Happy!
context: What's the matter Gray... I mean, Lucy?\This is bad. All of our skills have gotten really crappy now.\Even if we go out on a job, we couldn't do it right!\Which means...\Right now...\We're...\The weakest team in all of Fairy Tail!\Let's go, Happy! response:	Aye!
context: This is bad. All of our skills have gotten really crappy now.\Even if we go out on a job, we couldn't do it right!\Which means...\Right now...\We're...\The weakest team in all of Fairy Tail!\Let's go, Happy!\Aye! response:	Ice Make...
context: Even if we go out on a job, we couldn't do it right!\Which means...\Right now...\We're...\The weakest team in all of Fairy Tail!\Let's go, Happy!\Aye!\Ice Make... response:	Something-or-other gate, I open thee!
context: Which means...\Right now...\We're...\The weakest team in all of Fairy Tail!\Let's go, Happy!\Aye!\Ice Make...\Something-or-other gate, I open thee! response:	Flying in the sky is a lot of fun!
context: Right now...\We're...\The weakest team in all of Fairy Tail!\Let's go, Happy!\Aye!\Ice Make...\Something-or-other gate, I open thee!\Flying in the sky is a lot of fun! response:	Lame
context: We're...\The weakest team in all of Fairy Tail!\Let's go, Happy!\Aye!\Ice Make...\Something-or-other gate, I open thee!\Flying in the sky is a lot of fun!\Lame response:	Crap! When you put it that way, we're screwed!
context: The weakest team in all of Fairy Tail!\Let's go, Happy!\Aye!\Ice Make...\Something-or-other gate, I open thee!\Flying in the sky is a lot of fun!\Lame\Crap! When you put it that way, we're screwed! response:	Why couldn't I realize this basic fact earlier?
context: Let's go, Happy!\Aye!\Ice Make...\Something-or-other gate, I open thee!\Flying in the sky is a lot of fun!\Lame\Crap! When you put it that way, we're screwed!\Why couldn't I realize this basic fact earlier? response:	It must be because I've turned into a cat...
context: Aye!\Ice Make...\Something-or-other gate, I open thee!\Flying in the sky is a lot of fun!\Lame\Crap! When you put it that way, we're screwed!\Why couldn't I realize this basic fact earlier?\It must be because I've turned into a cat... response:	How cruel! Body-swapped Erza keeps insulting me!
context: Ice Make...\Something-or-other gate, I open thee!\Flying in the sky is a lot of fun!\Lame\Crap! When you put it that way, we're screwed!\Why couldn't I realize this basic fact earlier?\It must be because I've turned into a cat...\How cruel! Body-swapped Erza keeps insulting me! response:	What were you just trying to do, Erza? Or I mean, Happy?
context: Something-or-other gate, I open thee!\Flying in the sky is a lot of fun!\Lame\Crap! When you put it that way, we're screwed!\Why couldn't I realize this basic fact earlier?\It must be because I've turned into a cat...\How cruel! Body-swapped Erza keeps insulting me!\What were you just trying to do, Erza? Or I mean, Happy? response:	She said something awful to me, so I wanted to say I'm out of here! and tried to fly away...
context: Flying in the sky is a lot of fun!\Lame\Crap! When you put it that way, we're screwed!\Why couldn't I realize this basic fact earlier?\It must be because I've turned into a cat...\How cruel! Body-swapped Erza keeps insulting me!\What were you just trying to do, Erza? Or I mean, Happy?\She said something awful to me, so I wanted to say I'm out of here! and tried to fly away... response:	But I don't have wings... I don't have wings so I fell!
context: Lame\Crap! When you put it that way, we're screwed!\Why couldn't I realize this basic fact earlier?\It must be because I've turned into a cat...\How cruel! Body-swapped Erza keeps insulting me!\What were you just trying to do, Erza? Or I mean, Happy?\She said something awful to me, so I wanted to say I'm out of here! and tried to fly away...\But I don't have wings... I don't have wings so I fell! response:	I-I am at fault!
context: Crap! When you put it that way, we're screwed!\Why couldn't I realize this basic fact earlier?\It must be because I've turned into a cat...\How cruel! Body-swapped Erza keeps insulting me!\What were you just trying to do, Erza? Or I mean, Happy?\She said something awful to me, so I wanted to say I'm out of here! and tried to fly away...\But I don't have wings... I don't have wings so I fell!\I-I am at fault! response:	I'm begging you, remove yourself-
context: Why couldn't I realize this basic fact earlier?\It must be because I've turned into a cat...\How cruel! Body-swapped Erza keeps insulting me!\What were you just trying to do, Erza? Or I mean, Happy?\She said something awful to me, so I wanted to say I'm out of here! and tried to fly away...\But I don't have wings... I don't have wings so I fell!\I-I am at fault!\I'm begging you, remove yourself- response:	I got it!
context: It must be because I've turned into a cat...\How cruel! Body-swapped Erza keeps insulting me!\What were you just trying to do, Erza? Or I mean, Happy?\She said something awful to me, so I wanted to say I'm out of here! and tried to fly away...\But I don't have wings... I don't have wings so I fell!\I-I am at fault!\I'm begging you, remove yourself-\I got it! response:	All right! You can undo the spell, right?
context: How cruel! Body-swapped Erza keeps insulting me!\What were you just trying to do, Erza? Or I mean, Happy?\She said something awful to me, so I wanted to say I'm out of here! and tried to fly away...\But I don't have wings... I don't have wings so I fell!\I-I am at fault!\I'm begging you, remove yourself-\I got it!\All right! You can undo the spell, right? response:	Hurry, Levy!
context: What were you just trying to do, Erza? Or I mean, Happy?\She said something awful to me, so I wanted to say I'm out of here! and tried to fly away...\But I don't have wings... I don't have wings so I fell!\I-I am at fault!\I'm begging you, remove yourself-\I got it!\All right! You can undo the spell, right?\Hurry, Levy! response:	This ancient writing means With this eternal swapping, may you be forever happy.
context: She said something awful to me, so I wanted to say I'm out of here! and tried to fly away...\But I don't have wings... I don't have wings so I fell!\I-I am at fault!\I'm begging you, remove yourself-\I got it!\All right! You can undo the spell, right?\Hurry, Levy!\This ancient writing means With this eternal swapping, may you be forever happy. response:	All right! Great going, Levy-chan!
context: But I don't have wings... I don't have wings so I fell!\I-I am at fault!\I'm begging you, remove yourself-\I got it!\All right! You can undo the spell, right?\Hurry, Levy!\This ancient writing means With this eternal swapping, may you be forever happy.\All right! Great going, Levy-chan! response:	With this eternal swapping, may you be forever happy.
context: I-I am at fault!\I'm begging you, remove yourself-\I got it!\All right! You can undo the spell, right?\Hurry, Levy!\This ancient writing means With this eternal swapping, may you be forever happy.\All right! Great going, Levy-chan!\With this eternal swapping, may you be forever happy. response:	So...
context: I'm begging you, remove yourself-\I got it!\All right! You can undo the spell, right?\Hurry, Levy!\This ancient writing means With this eternal swapping, may you be forever happy.\All right! Great going, Levy-chan!\With this eternal swapping, may you be forever happy.\So... response:	I means that the people who have swapped bodies will live together in happiness for eternity!
context: I got it!\All right! You can undo the spell, right?\Hurry, Levy!\This ancient writing means With this eternal swapping, may you be forever happy.\All right! Great going, Levy-chan!\With this eternal swapping, may you be forever happy.\So...\I means that the people who have swapped bodies will live together in happiness for eternity! response:	Ah, I'm so glad I figured it out.
context: All right! You can undo the spell, right?\Hurry, Levy!\This ancient writing means With this eternal swapping, may you be forever happy.\All right! Great going, Levy-chan!\With this eternal swapping, may you be forever happy.\So...\I means that the people who have swapped bodies will live together in happiness for eternity!\Ah, I'm so glad I figured it out. response:	Forever
context: Hurry, Levy!\This ancient writing means With this eternal swapping, may you be forever happy.\All right! Great going, Levy-chan!\With this eternal swapping, may you be forever happy.\So...\I means that the people who have swapped bodies will live together in happiness for eternity!\Ah, I'm so glad I figured it out.\Forever response:	Wait, doesn't that mean we'll stay like this?!
context: This ancient writing means With this eternal swapping, may you be forever happy.\All right! Great going, Levy-chan!\With this eternal swapping, may you be forever happy.\So...\I means that the people who have swapped bodies will live together in happiness for eternity!\Ah, I'm so glad I figured it out.\Forever\Wait, doesn't that mean we'll stay like this?! response:	So you only figured out what the request said, Levy?
context: All right! Great going, Levy-chan!\With this eternal swapping, may you be forever happy.\So...\I means that the people who have swapped bodies will live together in happiness for eternity!\Ah, I'm so glad I figured it out.\Forever\Wait, doesn't that mean we'll stay like this?!\So you only figured out what the request said, Levy? response:	You're right! What am I to do?
context: With this eternal swapping, may you be forever happy.\So...\I means that the people who have swapped bodies will live together in happiness for eternity!\Ah, I'm so glad I figured it out.\Forever\Wait, doesn't that mean we'll stay like this?!\So you only figured out what the request said, Levy?\You're right! What am I to do? response:	Levy-chan, we've got to undo the magic! There should be a way...
context: So...\I means that the people who have swapped bodies will live together in happiness for eternity!\Ah, I'm so glad I figured it out.\Forever\Wait, doesn't that mean we'll stay like this?!\So you only figured out what the request said, Levy?\You're right! What am I to do?\Levy-chan, we've got to undo the magic! There should be a way... response:	You know, like a hidden meaning or something! Try searching for that!
context: I means that the people who have swapped bodies will live together in happiness for eternity!\Ah, I'm so glad I figured it out.\Forever\Wait, doesn't that mean we'll stay like this?!\So you only figured out what the request said, Levy?\You're right! What am I to do?\Levy-chan, we've got to undo the magic! There should be a way...\You know, like a hidden meaning or something! Try searching for that! response:	Okay, I'll do my best!
context: Ah, I'm so glad I figured it out.\Forever\Wait, doesn't that mean we'll stay like this?!\So you only figured out what the request said, Levy?\You're right! What am I to do?\Levy-chan, we've got to undo the magic! There should be a way...\You know, like a hidden meaning or something! Try searching for that!\Okay, I'll do my best! response:	Go, Go, Levy!
context: Forever\Wait, doesn't that mean we'll stay like this?!\So you only figured out what the request said, Levy?\You're right! What am I to do?\Levy-chan, we've got to undo the magic! There should be a way...\You know, like a hidden meaning or something! Try searching for that!\Okay, I'll do my best!\Go, Go, Levy! response:	Isn't that cheering squad making things worse?
context: Wait, doesn't that mean we'll stay like this?!\So you only figured out what the request said, Levy?\You're right! What am I to do?\Levy-chan, we've got to undo the magic! There should be a way...\You know, like a hidden meaning or something! Try searching for that!\Okay, I'll do my best!\Go, Go, Levy!\Isn't that cheering squad making things worse? response:	No! Fighting spirit is crucial!
context: So you only figured out what the request said, Levy?\You're right! What am I to do?\Levy-chan, we've got to undo the magic! There should be a way...\You know, like a hidden meaning or something! Try searching for that!\Okay, I'll do my best!\Go, Go, Levy!\Isn't that cheering squad making things worse?\No! Fighting spirit is crucial! response:	I'm going to join them!
context: You're right! What am I to do?\Levy-chan, we've got to undo the magic! There should be a way...\You know, like a hidden meaning or something! Try searching for that!\Okay, I'll do my best!\Go, Go, Levy!\Isn't that cheering squad making things worse?\No! Fighting spirit is crucial!\I'm going to join them! response:	Go, Go, Levy!
context: Levy-chan, we've got to undo the magic! There should be a way...\You know, like a hidden meaning or something! Try searching for that!\Okay, I'll do my best!\Go, Go, Levy!\Isn't that cheering squad making things worse?\No! Fighting spirit is crucial!\I'm going to join them!\Go, Go, Levy! response:	No... I can't see any extra meaning this way...
context: You know, like a hidden meaning or something! Try searching for that!\Okay, I'll do my best!\Go, Go, Levy!\Isn't that cheering squad making things worse?\No! Fighting spirit is crucial!\I'm going to join them!\Go, Go, Levy!\No... I can't see any extra meaning this way... response:	It's not even making words!
context: Okay, I'll do my best!\Go, Go, Levy!\Isn't that cheering squad making things worse?\No! Fighting spirit is crucial!\I'm going to join them!\Go, Go, Levy!\No... I can't see any extra meaning this way...\It's not even making words! response:	3 minutes left!
context: Go, Go, Levy!\Isn't that cheering squad making things worse?\No! Fighting spirit is crucial!\I'm going to join them!\Go, Go, Levy!\No... I can't see any extra meaning this way...\It's not even making words!\3 minutes left! response:	No!
context: Isn't that cheering squad making things worse?\No! Fighting spirit is crucial!\I'm going to join them!\Go, Go, Levy!\No... I can't see any extra meaning this way...\It's not even making words!\3 minutes left!\No! response:	Fish, from now on, every day...
context: No! Fighting spirit is crucial!\I'm going to join them!\Go, Go, Levy!\No... I can't see any extra meaning this way...\It's not even making words!\3 minutes left!\No!\Fish, from now on, every day... response:	Fish in the morning, fish at noon, fish at night...
context: I'm going to join them!\Go, Go, Levy!\No... I can't see any extra meaning this way...\It's not even making words!\3 minutes left!\No!\Fish, from now on, every day...\Fish in the morning, fish at noon, fish at night... response:	Now that I'm a cat, is that what will be my happiness?
context: Go, Go, Levy!\No... I can't see any extra meaning this way...\It's not even making words!\3 minutes left!\No!\Fish, from now on, every day...\Fish in the morning, fish at noon, fish at night...\Now that I'm a cat, is that what will be my happiness? response:	Calm down Happy! I mean Erza!
context: No... I can't see any extra meaning this way...\It's not even making words!\3 minutes left!\No!\Fish, from now on, every day...\Fish in the morning, fish at noon, fish at night...\Now that I'm a cat, is that what will be my happiness?\Calm down Happy! I mean Erza! response:	Erza, I apologize for before. I was wrong.
context: It's not even making words!\3 minutes left!\No!\Fish, from now on, every day...\Fish in the morning, fish at noon, fish at night...\Now that I'm a cat, is that what will be my happiness?\Calm down Happy! I mean Erza!\Erza, I apologize for before. I was wrong. response:	Happy, you...
context: 3 minutes left!\No!\Fish, from now on, every day...\Fish in the morning, fish at noon, fish at night...\Now that I'm a cat, is that what will be my happiness?\Calm down Happy! I mean Erza!\Erza, I apologize for before. I was wrong.\Happy, you... response:	We shouldn't be fighting now, right?
context: No!\Fish, from now on, every day...\Fish in the morning, fish at noon, fish at night...\Now that I'm a cat, is that what will be my happiness?\Calm down Happy! I mean Erza!\Erza, I apologize for before. I was wrong.\Happy, you...\We shouldn't be fighting now, right? response:	Let's make up.
context: Fish, from now on, every day...\Fish in the morning, fish at noon, fish at night...\Now that I'm a cat, is that what will be my happiness?\Calm down Happy! I mean Erza!\Erza, I apologize for before. I was wrong.\Happy, you...\We shouldn't be fighting now, right?\Let's make up. response:	Yes, you're right! I was wrong, too!
context: Fish in the morning, fish at noon, fish at night...\Now that I'm a cat, is that what will be my happiness?\Calm down Happy! I mean Erza!\Erza, I apologize for before. I was wrong.\Happy, you...\We shouldn't be fighting now, right?\Let's make up.\Yes, you're right! I was wrong, too! response:	Aye! This is a make-up present!
context: Now that I'm a cat, is that what will be my happiness?\Calm down Happy! I mean Erza!\Erza, I apologize for before. I was wrong.\Happy, you...\We shouldn't be fighting now, right?\Let's make up.\Yes, you're right! I was wrong, too!\Aye! This is a make-up present! response:	A fish!
context: Calm down Happy! I mean Erza!\Erza, I apologize for before. I was wrong.\Happy, you...\We shouldn't be fighting now, right?\Let's make up.\Yes, you're right! I was wrong, too!\Aye! This is a make-up present!\A fish! response:	Get a clue!
context: Erza, I apologize for before. I was wrong.\Happy, you...\We shouldn't be fighting now, right?\Let's make up.\Yes, you're right! I was wrong, too!\Aye! This is a make-up present!\A fish!\Get a clue! response:	Levy, nothing yet?
context: Happy, you...\We shouldn't be fighting now, right?\Let's make up.\Yes, you're right! I was wrong, too!\Aye! This is a make-up present!\A fish!\Get a clue!\Levy, nothing yet? response:	Oh we're in trouble now... We're at the one minute mark!
context: We shouldn't be fighting now, right?\Let's make up.\Yes, you're right! I was wrong, too!\Aye! This is a make-up present!\A fish!\Get a clue!\Levy, nothing yet?\Oh we're in trouble now... We're at the one minute mark! response:	Why, you... You've been really damn amused by this!
context: Let's make up.\Yes, you're right! I was wrong, too!\Aye! This is a make-up present!\A fish!\Get a clue!\Levy, nothing yet?\Oh we're in trouble now... We're at the one minute mark!\Why, you... You've been really damn amused by this! response:	T-That's not really...
context: Yes, you're right! I was wrong, too!\Aye! This is a make-up present!\A fish!\Get a clue!\Levy, nothing yet?\Oh we're in trouble now... We're at the one minute mark!\Why, you... You've been really damn amused by this!\T-That's not really... response:	Just a little more... I feel like I'm close...
context: Aye! This is a make-up present!\A fish!\Get a clue!\Levy, nothing yet?\Oh we're in trouble now... We're at the one minute mark!\Why, you... You've been really damn amused by this!\T-That's not really...\Just a little more... I feel like I'm close... response:	You can do it! You can do it, Levy!
context: A fish!\Get a clue!\Levy, nothing yet?\Oh we're in trouble now... We're at the one minute mark!\Why, you... You've been really damn amused by this!\T-That's not really...\Just a little more... I feel like I'm close...\You can do it! You can do it, Levy! response:	You're on fire!
context: Get a clue!\Levy, nothing yet?\Oh we're in trouble now... We're at the one minute mark!\Why, you... You've been really damn amused by this!\T-That's not really...\Just a little more... I feel like I'm close...\You can do it! You can do it, Levy!\You're on fire! response:	He fits right in.
context: Levy, nothing yet?\Oh we're in trouble now... We're at the one minute mark!\Why, you... You've been really damn amused by this!\T-That's not really...\Just a little more... I feel like I'm close...\You can do it! You can do it, Levy!\You're on fire!\He fits right in. response:	What, still going at it?
context: Oh we're in trouble now... We're at the one minute mark!\Why, you... You've been really damn amused by this!\T-That's not really...\Just a little more... I feel like I'm close...\You can do it! You can do it, Levy!\You're on fire!\He fits right in.\What, still going at it? response:	Gramps, don't you remember anything?
context: Why, you... You've been really damn amused by this!\T-That's not really...\Just a little more... I feel like I'm close...\You can do it! You can do it, Levy!\You're on fire!\He fits right in.\What, still going at it?\Gramps, don't you remember anything? response:	At this rate, we'll...
context: T-That's not really...\Just a little more... I feel like I'm close...\You can do it! You can do it, Levy!\You're on fire!\He fits right in.\What, still going at it?\Gramps, don't you remember anything?\At this rate, we'll... response:	Master!
context: Just a little more... I feel like I'm close...\You can do it! You can do it, Levy!\You're on fire!\He fits right in.\What, still going at it?\Gramps, don't you remember anything?\At this rate, we'll...\Master! response:	Nothing in particular.
context: You can do it! You can do it, Levy!\You're on fire!\He fits right in.\What, still going at it?\Gramps, don't you remember anything?\At this rate, we'll...\Master!\Nothing in particular. response:	We're not gonna make it!
context: You're on fire!\He fits right in.\What, still going at it?\Gramps, don't you remember anything?\At this rate, we'll...\Master!\Nothing in particular.\We're not gonna make it! response:	I told you, anything but that!
context: He fits right in.\What, still going at it?\Gramps, don't you remember anything?\At this rate, we'll...\Master!\Nothing in particular.\We're not gonna make it!\I told you, anything but that! response:	I give up!
context: What, still going at it?\Gramps, don't you remember anything?\At this rate, we'll...\Master!\Nothing in particular.\We're not gonna make it!\I told you, anything but that!\I give up! response:	I'm not sure how accurate this is, but 40 seconds to go! Probably.
context: Gramps, don't you remember anything?\At this rate, we'll...\Master!\Nothing in particular.\We're not gonna make it!\I told you, anything but that!\I give up!\I'm not sure how accurate this is, but 40 seconds to go! Probably. response:	What do you mean, probably?!
context: At this rate, we'll...\Master!\Nothing in particular.\We're not gonna make it!\I told you, anything but that!\I give up!\I'm not sure how accurate this is, but 40 seconds to go! Probably.\What do you mean, probably?! response:	I remembered something!
context: Master!\Nothing in particular.\We're not gonna make it!\I told you, anything but that!\I give up!\I'm not sure how accurate this is, but 40 seconds to go! Probably.\What do you mean, probably?!\I remembered something! response:	What is it?
context: Nothing in particular.\We're not gonna make it!\I told you, anything but that!\I give up!\I'm not sure how accurate this is, but 40 seconds to go! Probably.\What do you mean, probably?!\I remembered something!\What is it? response:	When undoing this magic, I think you can only do it one pair at a time.
context: We're not gonna make it!\I told you, anything but that!\I give up!\I'm not sure how accurate this is, but 40 seconds to go! Probably.\What do you mean, probably?!\I remembered something!\What is it?\When undoing this magic, I think you can only do it one pair at a time. response:	It's impossible to do everyone at once.
context: I told you, anything but that!\I give up!\I'm not sure how accurate this is, but 40 seconds to go! Probably.\What do you mean, probably?!\I remembered something!\What is it?\When undoing this magic, I think you can only do it one pair at a time.\It's impossible to do everyone at once. response:	What?
context: I give up!\I'm not sure how accurate this is, but 40 seconds to go! Probably.\What do you mean, probably?!\I remembered something!\What is it?\When undoing this magic, I think you can only do it one pair at a time.\It's impossible to do everyone at once.\What? response:	30 seconds left!
context: I'm not sure how accurate this is, but 40 seconds to go! Probably.\What do you mean, probably?!\I remembered something!\What is it?\When undoing this magic, I think you can only do it one pair at a time.\It's impossible to do everyone at once.\What?\30 seconds left! response:	About.
context: What do you mean, probably?!\I remembered something!\What is it?\When undoing this magic, I think you can only do it one pair at a time.\It's impossible to do everyone at once.\What?\30 seconds left!\About. response:	Which pair'll go first?
context: I remembered something!\What is it?\When undoing this magic, I think you can only do it one pair at a time.\It's impossible to do everyone at once.\What?\30 seconds left!\About.\Which pair'll go first? response:	Me and Loke, of course! Right, Loke?
context: What is it?\When undoing this magic, I think you can only do it one pair at a time.\It's impossible to do everyone at once.\What?\30 seconds left!\About.\Which pair'll go first?\Me and Loke, of course! Right, Loke? response:	Exactly!
context: When undoing this magic, I think you can only do it one pair at a time.\It's impossible to do everyone at once.\What?\30 seconds left!\About.\Which pair'll go first?\Me and Loke, of course! Right, Loke?\Exactly! response:	Not on my life! We'll be going first!
context: It's impossible to do everyone at once.\What?\30 seconds left!\About.\Which pair'll go first?\Me and Loke, of course! Right, Loke?\Exactly!\Not on my life! We'll be going first! response:	Wait! What'll happen to Fairy Tail if I stay like this?
