context: Military Tribunal 54 is hereby convened. response:	The charge.
context: Dad!\The verdict of former JIOR Prime Minister Ryuji Sashinami's military tribunal was death.\You can't!\I thought we told you that if you laid a hand on our families, we would hand over the Valvraves to ARUS!\Prepare to carry out the execution.\You cowards!\To adults, that's a compliment.\Worrying about methods and aesthetics is a childish affectation. response:	Using any means, however dirty, to achieve one's objective is what an adult does.
context: The verdict of former JIOR Prime Minister Ryuji Sashinami's military tribunal was death.\You can't!\I thought we told you that if you laid a hand on our families, we would hand over the Valvraves to ARUS!\Prepare to carry out the execution.\You cowards!\To adults, that's a compliment.\Worrying about methods and aesthetics is a childish affectation.\Using any means, however dirty, to achieve one's objective is what an adult does. response:	Are you watching, Nobu?
context: You can't!\I thought we told you that if you laid a hand on our families, we would hand over the Valvraves to ARUS!\Prepare to carry out the execution.\You cowards!\To adults, that's a compliment.\Worrying about methods and aesthetics is a childish affectation.\Using any means, however dirty, to achieve one's objective is what an adult does.\Are you watching, Nobu? response:	You and me, we're gonna blow these guys to hell!
context: I thought we told you that if you laid a hand on our families, we would hand over the Valvraves to ARUS!\Prepare to carry out the execution.\You cowards!\To adults, that's a compliment.\Worrying about methods and aesthetics is a childish affectation.\Using any means, however dirty, to achieve one's objective is what an adult does.\Are you watching, Nobu?\You and me, we're gonna blow these guys to hell! response:	This is war. Victory glosses over any cowardice, any injustice.
context: Prepare to carry out the execution.\You cowards!\To adults, that's a compliment.\Worrying about methods and aesthetics is a childish affectation.\Using any means, however dirty, to achieve one's objective is what an adult does.\Are you watching, Nobu?\You and me, we're gonna blow these guys to hell!\This is war. Victory glosses over any cowardice, any injustice. response:	I've pinpointed the enemy's location.
context: You cowards!\To adults, that's a compliment.\Worrying about methods and aesthetics is a childish affectation.\Using any means, however dirty, to achieve one's objective is what an adult does.\Are you watching, Nobu?\You and me, we're gonna blow these guys to hell!\This is war. Victory glosses over any cowardice, any injustice.\I've pinpointed the enemy's location. response:	The heart of the enemy fleet.
context: To adults, that's a compliment.\Worrying about methods and aesthetics is a childish affectation.\Using any means, however dirty, to achieve one's objective is what an adult does.\Are you watching, Nobu?\You and me, we're gonna blow these guys to hell!\This is war. Victory glosses over any cowardice, any injustice.\I've pinpointed the enemy's location.\The heart of the enemy fleet. response:	It's within the Harakiri Blade's firing range.
context: Worrying about methods and aesthetics is a childish affectation.\Using any means, however dirty, to achieve one's objective is what an adult does.\Are you watching, Nobu?\You and me, we're gonna blow these guys to hell!\This is war. Victory glosses over any cowardice, any injustice.\I've pinpointed the enemy's location.\The heart of the enemy fleet.\It's within the Harakiri Blade's firing range. response:	No way!
context: Using any means, however dirty, to achieve one's objective is what an adult does.\Are you watching, Nobu?\You and me, we're gonna blow these guys to hell!\This is war. Victory glosses over any cowardice, any injustice.\I've pinpointed the enemy's location.\The heart of the enemy fleet.\It's within the Harakiri Blade's firing range.\No way! response:	I'm there!
context: Are you watching, Nobu?\You and me, we're gonna blow these guys to hell!\This is war. Victory glosses over any cowardice, any injustice.\I've pinpointed the enemy's location.\The heart of the enemy fleet.\It's within the Harakiri Blade's firing range.\No way!\I'm there! response:	Now charging Harakiri Blade!
context: You and me, we're gonna blow these guys to hell!\This is war. Victory glosses over any cowardice, any injustice.\I've pinpointed the enemy's location.\The heart of the enemy fleet.\It's within the Harakiri Blade's firing range.\No way!\I'm there!\Now charging Harakiri Blade! response:	Understood!
context: This is war. Victory glosses over any cowardice, any injustice.\I've pinpointed the enemy's location.\The heart of the enemy fleet.\It's within the Harakiri Blade's firing range.\No way!\I'm there!\Now charging Harakiri Blade!\Understood! response:	Haruto, my father is over there.
context: I've pinpointed the enemy's location.\The heart of the enemy fleet.\It's within the Harakiri Blade's firing range.\No way!\I'm there!\Now charging Harakiri Blade!\Understood!\Haruto, my father is over there. response:	If we let this chance pass us by, we'll be defeated.
context: The heart of the enemy fleet.\It's within the Harakiri Blade's firing range.\No way!\I'm there!\Now charging Harakiri Blade!\Understood!\Haruto, my father is over there.\If we let this chance pass us by, we'll be defeated. response:	I knew that you'd be coming at me from the left!
context: It's within the Harakiri Blade's firing range.\No way!\I'm there!\Now charging Harakiri Blade!\Understood!\Haruto, my father is over there.\If we let this chance pass us by, we'll be defeated.\I knew that you'd be coming at me from the left! response:	Carmilla is destroying enemy Waffen!
context: No way!\I'm there!\Now charging Harakiri Blade!\Understood!\Haruto, my father is over there.\If we let this chance pass us by, we'll be defeated.\I knew that you'd be coming at me from the left!\Carmilla is destroying enemy Waffen! response:	Enemy fleet speed increasing to 20!
context: I'm there!\Now charging Harakiri Blade!\Understood!\Haruto, my father is over there.\If we let this chance pass us by, we'll be defeated.\I knew that you'd be coming at me from the left!\Carmilla is destroying enemy Waffen!\Enemy fleet speed increasing to 20! response:	Amazing... The battle is playing out exactly as L-elf wrote.
context: Now charging Harakiri Blade!\Understood!\Haruto, my father is over there.\If we let this chance pass us by, we'll be defeated.\I knew that you'd be coming at me from the left!\Carmilla is destroying enemy Waffen!\Enemy fleet speed increasing to 20!\Amazing... The battle is playing out exactly as L-elf wrote. response:	What do I do? What should I do?
context: Understood!\Haruto, my father is over there.\If we let this chance pass us by, we'll be defeated.\I knew that you'd be coming at me from the left!\Carmilla is destroying enemy Waffen!\Enemy fleet speed increasing to 20!\Amazing... The battle is playing out exactly as L-elf wrote.\What do I do? What should I do? response:	The operation... The Valvraves...
context: Haruto, my father is over there.\If we let this chance pass us by, we'll be defeated.\I knew that you'd be coming at me from the left!\Carmilla is destroying enemy Waffen!\Enemy fleet speed increasing to 20!\Amazing... The battle is playing out exactly as L-elf wrote.\What do I do? What should I do?\The operation... The Valvraves... response:	The war... The school...
context: If we let this chance pass us by, we'll be defeated.\I knew that you'd be coming at me from the left!\Carmilla is destroying enemy Waffen!\Enemy fleet speed increasing to 20!\Amazing... The battle is playing out exactly as L-elf wrote.\What do I do? What should I do?\The operation... The Valvraves...\The war... The school... response:	Dad...
context: I knew that you'd be coming at me from the left!\Carmilla is destroying enemy Waffen!\Enemy fleet speed increasing to 20!\Amazing... The battle is playing out exactly as L-elf wrote.\What do I do? What should I do?\The operation... The Valvraves...\The war... The school...\Dad... response:	Think! Think, Shoko!
context: Carmilla is destroying enemy Waffen!\Enemy fleet speed increasing to 20!\Amazing... The battle is playing out exactly as L-elf wrote.\What do I do? What should I do?\The operation... The Valvraves...\The war... The school...\Dad...\Think! Think, Shoko! response:	Another 26. until he can fire.
context: Enemy fleet speed increasing to 20!\Amazing... The battle is playing out exactly as L-elf wrote.\What do I do? What should I do?\The operation... The Valvraves...\The war... The school...\Dad...\Think! Think, Shoko!\Another 26. until he can fire. response:	Let's make a deal, my young Prime Minister.
context: Amazing... The battle is playing out exactly as L-elf wrote.\What do I do? What should I do?\The operation... The Valvraves...\The war... The school...\Dad...\Think! Think, Shoko!\Another 26. until he can fire.\Let's make a deal, my young Prime Minister. response:	In exchange for the transfer of the Valvraves...
context: What do I do? What should I do?\The operation... The Valvraves...\The war... The school...\Dad...\Think! Think, Shoko!\Another 26. until he can fire.\Let's make a deal, my young Prime Minister.\In exchange for the transfer of the Valvraves... response:	I will allow all of you students and your families to take asylum in a third-party country.
context: The operation... The Valvraves...\The war... The school...\Dad...\Think! Think, Shoko!\Another 26. until he can fire.\Let's make a deal, my young Prime Minister.\In exchange for the transfer of the Valvraves...\I will allow all of you students and your families to take asylum in a third-party country. response:	But that's
context: The war... The school...\Dad...\Think! Think, Shoko!\Another 26. until he can fire.\Let's make a deal, my young Prime Minister.\In exchange for the transfer of the Valvraves...\I will allow all of you students and your families to take asylum in a third-party country.\But that's response:	What about the other citizens of JIOR?
context: Dad...\Think! Think, Shoko!\Another 26. until he can fire.\Let's make a deal, my young Prime Minister.\In exchange for the transfer of the Valvraves...\I will allow all of you students and your families to take asylum in a third-party country.\But that's\What about the other citizens of JIOR? response:	Abandon them.
context: Think! Think, Shoko!\Another 26. until he can fire.\Let's make a deal, my young Prime Minister.\In exchange for the transfer of the Valvraves...\I will allow all of you students and your families to take asylum in a third-party country.\But that's\What about the other citizens of JIOR?\Abandon them. response:	They're only the same race as you.
context: Another 26. until he can fire.\Let's make a deal, my young Prime Minister.\In exchange for the transfer of the Valvraves...\I will allow all of you students and your families to take asylum in a third-party country.\But that's\What about the other citizens of JIOR?\Abandon them.\They're only the same race as you. response:	The vast majority are total strangers.
context: Let's make a deal, my young Prime Minister.\In exchange for the transfer of the Valvraves...\I will allow all of you students and your families to take asylum in a third-party country.\But that's\What about the other citizens of JIOR?\Abandon them.\They're only the same race as you.\The vast majority are total strangers. response:	We refuse!
context: In exchange for the transfer of the Valvraves...\I will allow all of you students and your families to take asylum in a third-party country.\But that's\What about the other citizens of JIOR?\Abandon them.\They're only the same race as you.\The vast majority are total strangers.\We refuse! response:	We'll never make a deal to save only ourselves!
context: I will allow all of you students and your families to take asylum in a third-party country.\But that's\What about the other citizens of JIOR?\Abandon them.\They're only the same race as you.\The vast majority are total strangers.\We refuse!\We'll never make a deal to save only ourselves! response:	21 to go...
context: But that's\What about the other citizens of JIOR?\Abandon them.\They're only the same race as you.\The vast majority are total strangers.\We refuse!\We'll never make a deal to save only ourselves!\21 to go... response:	It's a sad thing, being alone...
context: What about the other citizens of JIOR?\Abandon them.\They're only the same race as you.\The vast majority are total strangers.\We refuse!\We'll never make a deal to save only ourselves!\21 to go...\It's a sad thing, being alone... response:	Safety and family.
context: Abandon them.\They're only the same race as you.\The vast majority are total strangers.\We refuse!\We'll never make a deal to save only ourselves!\21 to go...\It's a sad thing, being alone...\Safety and family. response:	That's more than enough to be happy.
context: They're only the same race as you.\The vast majority are total strangers.\We refuse!\We'll never make a deal to save only ourselves!\21 to go...\It's a sad thing, being alone...\Safety and family.\That's more than enough to be happy. response:	Maybe so, but...
context: The vast majority are total strangers.\We refuse!\We'll never make a deal to save only ourselves!\21 to go...\It's a sad thing, being alone...\Safety and family.\That's more than enough to be happy.\Maybe so, but... response:	You should leave the fighting to adults.
context: We refuse!\We'll never make a deal to save only ourselves!\21 to go...\It's a sad thing, being alone...\Safety and family.\That's more than enough to be happy.\Maybe so, but...\You should leave the fighting to adults. response:	You don't want your friends to die, do you?
context: We'll never make a deal to save only ourselves!\21 to go...\It's a sad thing, being alone...\Safety and family.\That's more than enough to be happy.\Maybe so, but...\You should leave the fighting to adults.\You don't want your friends to die, do you? response:	What's so funny?
context: 21 to go...\It's a sad thing, being alone...\Safety and family.\That's more than enough to be happy.\Maybe so, but...\You should leave the fighting to adults.\You don't want your friends to die, do you?\What's so funny? response:	Dad!
context: It's a sad thing, being alone...\Safety and family.\That's more than enough to be happy.\Maybe so, but...\You should leave the fighting to adults.\You don't want your friends to die, do you?\What's so funny?\Dad! response:	So it's you, Shoko.
context: Safety and family.\That's more than enough to be happy.\Maybe so, but...\You should leave the fighting to adults.\You don't want your friends to die, do you?\What's so funny?\Dad!\So it's you, Shoko. response:	You're the new prime minister huh?
context: That's more than enough to be happy.\Maybe so, but...\You should leave the fighting to adults.\You don't want your friends to die, do you?\What's so funny?\Dad!\So it's you, Shoko.\You're the new prime minister huh? response:	The condemned isn't permitted to make an statements!
context: Maybe so, but...\You should leave the fighting to adults.\You don't want your friends to die, do you?\What's so funny?\Dad!\So it's you, Shoko.\You're the new prime minister huh?\The condemned isn't permitted to make an statements! response:	What harm can it do for us to talk a little?
context: You should leave the fighting to adults.\You don't want your friends to die, do you?\What's so funny?\Dad!\So it's you, Shoko.\You're the new prime minister huh?\The condemned isn't permitted to make an statements!\What harm can it do for us to talk a little? response:	After all, this is a father's last conversation with his daughter.
context: You don't want your friends to die, do you?\What's so funny?\Dad!\So it's you, Shoko.\You're the new prime minister huh?\The condemned isn't permitted to make an statements!\What harm can it do for us to talk a little?\After all, this is a father's last conversation with his daughter. response:	It's not the last! Don't give up so easily!
context: What's so funny?\Dad!\So it's you, Shoko.\You're the new prime minister huh?\The condemned isn't permitted to make an statements!\What harm can it do for us to talk a little?\After all, this is a father's last conversation with his daughter.\It's not the last! Don't give up so easily! response:	I'll save you, you hear me?!
context: Dad!\So it's you, Shoko.\You're the new prime minister huh?\The condemned isn't permitted to make an statements!\What harm can it do for us to talk a little?\After all, this is a father's last conversation with his daughter.\It's not the last! Don't give up so easily!\I'll save you, you hear me?! response:	Shut him up!
context: So it's you, Shoko.\You're the new prime minister huh?\The condemned isn't permitted to make an statements!\What harm can it do for us to talk a little?\After all, this is a father's last conversation with his daughter.\It's not the last! Don't give up so easily!\I'll save you, you hear me?!\Shut him up! response:	Stop that! Don't hurt my dad!
context: You're the new prime minister huh?\The condemned isn't permitted to make an statements!\What harm can it do for us to talk a little?\After all, this is a father's last conversation with his daughter.\It's not the last! Don't give up so easily!\I'll save you, you hear me?!\Shut him up!\Stop that! Don't hurt my dad! response:	Their line is starting to scatter...
context: The condemned isn't permitted to make an statements!\What harm can it do for us to talk a little?\After all, this is a father's last conversation with his daughter.\It's not the last! Don't give up so easily!\I'll save you, you hear me?!\Shut him up!\Stop that! Don't hurt my dad!\Their line is starting to scatter... response:	How much longer for the Harakiri Blade?
context: What harm can it do for us to talk a little?\After all, this is a father's last conversation with his daughter.\It's not the last! Don't give up so easily!\I'll save you, you hear me?!\Shut him up!\Stop that! Don't hurt my dad!\Their line is starting to scatter...\How much longer for the Harakiri Blade? response:	Don't worry about me...
context: After all, this is a father's last conversation with his daughter.\It's not the last! Don't give up so easily!\I'll save you, you hear me?!\Shut him up!\Stop that! Don't hurt my dad!\Their line is starting to scatter...\How much longer for the Harakiri Blade?\Don't worry about me... response:	It's an adult's job to return to the earth to make new flowers grow...
context: It's not the last! Don't give up so easily!\I'll save you, you hear me?!\Shut him up!\Stop that! Don't hurt my dad!\Their line is starting to scatter...\How much longer for the Harakiri Blade?\Don't worry about me...\It's an adult's job to return to the earth to make new flowers grow... response:	Shut your mouth, you damn JIORan!
context: I'll save you, you hear me?!\Shut him up!\Stop that! Don't hurt my dad!\Their line is starting to scatter...\How much longer for the Harakiri Blade?\Don't worry about me...\It's an adult's job to return to the earth to make new flowers grow...\Shut your mouth, you damn JIORan! response:	Dad!
context: Shut him up!\Stop that! Don't hurt my dad!\Their line is starting to scatter...\How much longer for the Harakiri Blade?\Don't worry about me...\It's an adult's job to return to the earth to make new flowers grow...\Shut your mouth, you damn JIORan!\Dad! response:	Keep facing forward, Shoko.
context: Stop that! Don't hurt my dad!\Their line is starting to scatter...\How much longer for the Harakiri Blade?\Don't worry about me...\It's an adult's job to return to the earth to make new flowers grow...\Shut your mouth, you damn JIORan!\Dad!\Keep facing forward, Shoko. response:	Your future doesn't lie behind you!
context: Their line is starting to scatter...\How much longer for the Harakiri Blade?\Don't worry about me...\It's an adult's job to return to the earth to make new flowers grow...\Shut your mouth, you damn JIORan!\Dad!\Keep facing forward, Shoko.\Your future doesn't lie behind you! response:	Don't make me laugh, weakling!
context: How much longer for the Harakiri Blade?\Don't worry about me...\It's an adult's job to return to the earth to make new flowers grow...\Shut your mouth, you damn JIORan!\Dad!\Keep facing forward, Shoko.\Your future doesn't lie behind you!\Don't make me laugh, weakling! response:	Dad!
context: Don't worry about me...\It's an adult's job to return to the earth to make new flowers grow...\Shut your mouth, you damn JIORan!\Dad!\Keep facing forward, Shoko.\Your future doesn't lie behind you!\Don't make me laugh, weakling!\Dad! response:	Another 3...
context: It's an adult's job to return to the earth to make new flowers grow...\Shut your mouth, you damn JIORan!\Dad!\Keep facing forward, Shoko.\Your future doesn't lie behind you!\Don't make me laugh, weakling!\Dad!\Another 3... response:	Dad...
context: Shut your mouth, you damn JIORan!\Dad!\Keep facing forward, Shoko.\Your future doesn't lie behind you!\Don't make me laugh, weakling!\Dad!\Another 3...\Dad... response:	I... I...
context: Dad!\Keep facing forward, Shoko.\Your future doesn't lie behind you!\Don't make me laugh, weakling!\Dad!\Another 3...\Dad...\I... I... response:	I'm there!
context: Keep facing forward, Shoko.\Your future doesn't lie behind you!\Don't make me laugh, weakling!\Dad!\Another 3...\Dad...\I... I...\I'm there! response:	He did it! Tokishima is so great!
context: Your future doesn't lie behind you!\Don't make me laugh, weakling!\Dad!\Another 3...\Dad...\I... I...\I'm there!\He did it! Tokishima is so great! response:	We can reach the Moon now!
context: Don't make me laugh, weakling!\Dad!\Another 3...\Dad...\I... I...\I'm there!\He did it! Tokishima is so great!\We can reach the Moon now! response:	Did ya see that, you Dorssian bastards?!
context: Dad!\Another 3...\Dad...\I... I...\I'm there!\He did it! Tokishima is so great!\We can reach the Moon now!\Did ya see that, you Dorssian bastards?! response:	Enemy fleet destruction confirmed at 74!
context: Another 3...\Dad...\I... I...\I'm there!\He did it! Tokishima is so great!\We can reach the Moon now!\Did ya see that, you Dorssian bastards?!\Enemy fleet destruction confirmed at 74! response:	Now! Charge through the hole we've opened in their middle and make for the Moon!
context: Dad...\I... I...\I'm there!\He did it! Tokishima is so great!\We can reach the Moon now!\Did ya see that, you Dorssian bastards?!\Enemy fleet destruction confirmed at 74!\Now! Charge through the hole we've opened in their middle and make for the Moon! response:	I couldn't...
context: I... I...\I'm there!\He did it! Tokishima is so great!\We can reach the Moon now!\Did ya see that, you Dorssian bastards?!\Enemy fleet destruction confirmed at 74!\Now! Charge through the hole we've opened in their middle and make for the Moon!\I couldn't... response:	do anything...
context: I'm there!\He did it! Tokishima is so great!\We can reach the Moon now!\Did ya see that, you Dorssian bastards?!\Enemy fleet destruction confirmed at 74!\Now! Charge through the hole we've opened in their middle and make for the Moon!\I couldn't...\do anything... response:	Nothing...
context: He did it! Tokishima is so great!\We can reach the Moon now!\Did ya see that, you Dorssian bastards?!\Enemy fleet destruction confirmed at 74!\Now! Charge through the hole we've opened in their middle and make for the Moon!\I couldn't...\do anything...\Nothing... response:	Everything went according to your plan, L-elf.
context: We can reach the Moon now!\Did ya see that, you Dorssian bastards?!\Enemy fleet destruction confirmed at 74!\Now! Charge through the hole we've opened in their middle and make for the Moon!\I couldn't...\do anything...\Nothing...\Everything went according to your plan, L-elf. response:	How far ahead can you see?
context: Did ya see that, you Dorssian bastards?!\Enemy fleet destruction confirmed at 74!\Now! Charge through the hole we've opened in their middle and make for the Moon!\I couldn't...\do anything...\Nothing...\Everything went according to your plan, L-elf.\How far ahead can you see? response:	He can't see anything.
context: Enemy fleet destruction confirmed at 74!\Now! Charge through the hole we've opened in their middle and make for the Moon!\I couldn't...\do anything...\Nothing...\Everything went according to your plan, L-elf.\How far ahead can you see?\He can't see anything. response:	Object closing in at high speed from below!
context: Now! Charge through the hole we've opened in their middle and make for the Moon!\I couldn't...\do anything...\Nothing...\Everything went according to your plan, L-elf.\How far ahead can you see?\He can't see anything.\Object closing in at high speed from below! response:	From below?!
context: I couldn't...\do anything...\Nothing...\Everything went according to your plan, L-elf.\How far ahead can you see?\He can't see anything.\Object closing in at high speed from below!\From below?! response:	What happened?!
context: do anything...\Nothing...\Everything went according to your plan, L-elf.\How far ahead can you see?\He can't see anything.\Object closing in at high speed from below!\From below?!\What happened?! response:	A-An Ideal-class has
context: Nothing...\Everything went according to your plan, L-elf.\How far ahead can you see?\He can't see anything.\Object closing in at high speed from below!\From below?!\What happened?!\A-An Ideal-class has response:	The pit's wrecked! The Valvraves can't get back in!
context: Everything went according to your plan, L-elf.\How far ahead can you see?\He can't see anything.\Object closing in at high speed from below!\From below?!\What happened?!\A-An Ideal-class has\The pit's wrecked! The Valvraves can't get back in! response:	We can't cool them off now, either!
context: How far ahead can you see?\He can't see anything.\Object closing in at high speed from below!\From below?!\What happened?!\A-An Ideal-class has\The pit's wrecked! The Valvraves can't get back in!\We can't cool them off now, either! response:	What are we gonna do?!
context: He can't see anything.\Object closing in at high speed from below!\From below?!\What happened?!\A-An Ideal-class has\The pit's wrecked! The Valvraves can't get back in!\We can't cool them off now, either!\What are we gonna do?! response:	Bastards!
context: Object closing in at high speed from below!\From below?!\What happened?!\A-An Ideal-class has\The pit's wrecked! The Valvraves can't get back in!\We can't cool them off now, either!\What are we gonna do?!\Bastards! response:	Don't!
context: From below?!\What happened?!\A-An Ideal-class has\The pit's wrecked! The Valvraves can't get back in!\We can't cool them off now, either!\What are we gonna do?!\Bastards!\Don't! response:	Professor!
context: What happened?!\A-An Ideal-class has\The pit's wrecked! The Valvraves can't get back in!\We can't cool them off now, either!\What are we gonna do?!\Bastards!\Don't!\Professor! response:	H-neun. The drill is yours.
context: A-An Ideal-class has\The pit's wrecked! The Valvraves can't get back in!\We can't cool them off now, either!\What are we gonna do?!\Bastards!\Don't!\Professor!\H-neun. The drill is yours. response:	Blitzendegen!
context: The pit's wrecked! The Valvraves can't get back in!\We can't cool them off now, either!\What are we gonna do?!\Bastards!\Don't!\Professor!\H-neun. The drill is yours.\Blitzendegen! response:	We're being boarded by the enemy!
context: We can't cool them off now, either!\What are we gonna do?!\Bastards!\Don't!\Professor!\H-neun. The drill is yours.\Blitzendegen!\We're being boarded by the enemy! response:	Mr. President, we need orders!
context: What are we gonna do?!\Bastards!\Don't!\Professor!\H-neun. The drill is yours.\Blitzendegen!\We're being boarded by the enemy!\Mr. President, we need orders! response:	G-Give me a second!
context: Bastards!\Don't!\Professor!\H-neun. The drill is yours.\Blitzendegen!\We're being boarded by the enemy!\Mr. President, we need orders!\G-Give me a second! response:	It's not in here!
context: Don't!\Professor!\H-neun. The drill is yours.\Blitzendegen!\We're being boarded by the enemy!\Mr. President, we need orders!\G-Give me a second!\It's not in here! response:	There's nothing about this written in here, damn it!
context: Professor!\H-neun. The drill is yours.\Blitzendegen!\We're being boarded by the enemy!\Mr. President, we need orders!\G-Give me a second!\It's not in here!\There's nothing about this written in here, damn it! response:	We'll just pull the damn thing out, then!
context: H-neun. The drill is yours.\Blitzendegen!\We're being boarded by the enemy!\Mr. President, we need orders!\G-Give me a second!\It's not in here!\There's nothing about this written in here, damn it!\We'll just pull the damn thing out, then! response:	Valvraves.
context: Blitzendegen!\We're being boarded by the enemy!\Mr. President, we need orders!\G-Give me a second!\It's not in here!\There's nothing about this written in here, damn it!\We'll just pull the damn thing out, then!\Valvraves. response:	We're going to settle things once and for all.
context: We're being boarded by the enemy!\Mr. President, we need orders!\G-Give me a second!\It's not in here!\There's nothing about this written in here, damn it!\We'll just pull the damn thing out, then!\Valvraves.\We're going to settle things once and for all. response:	Miss Rukino, take me back to Module 77!
context: Mr. President, we need orders!\G-Give me a second!\It's not in here!\There's nothing about this written in here, damn it!\We'll just pull the damn thing out, then!\Valvraves.\We're going to settle things once and for all.\Miss Rukino, take me back to Module 77! response:	Unit 1 can't move!
context: G-Give me a second!\It's not in here!\There's nothing about this written in here, damn it!\We'll just pull the damn thing out, then!\Valvraves.\We're going to settle things once and for all.\Miss Rukino, take me back to Module 77!\Unit 1 can't move! response:	I know! I'll fight them hand to hand!
context: It's not in here!\There's nothing about this written in here, damn it!\We'll just pull the damn thing out, then!\Valvraves.\We're going to settle things once and for all.\Miss Rukino, take me back to Module 77!\Unit 1 can't move!\I know! I'll fight them hand to hand! response:	Now sealing all bulkheads below level B4!
context: There's nothing about this written in here, damn it!\We'll just pull the damn thing out, then!\Valvraves.\We're going to settle things once and for all.\Miss Rukino, take me back to Module 77!\Unit 1 can't move!\I know! I'll fight them hand to hand!\Now sealing all bulkheads below level B4! response:	I repeat, now sealing all bulkheads below level B4!
context: We'll just pull the damn thing out, then!\Valvraves.\We're going to settle things once and for all.\Miss Rukino, take me back to Module 77!\Unit 1 can't move!\I know! I'll fight them hand to hand!\Now sealing all bulkheads below level B4!\I repeat, now sealing all bulkheads below level B4! response:	Annihilate the enemy after luring them into position.
context: Valvraves.\We're going to settle things once and for all.\Miss Rukino, take me back to Module 77!\Unit 1 can't move!\I know! I'll fight them hand to hand!\Now sealing all bulkheads below level B4!\I repeat, now sealing all bulkheads below level B4!\Annihilate the enemy after luring them into position. response:	I'm happy to see you following my training so scrupulously.
context: We're going to settle things once and for all.\Miss Rukino, take me back to Module 77!\Unit 1 can't move!\I know! I'll fight them hand to hand!\Now sealing all bulkheads below level B4!\I repeat, now sealing all bulkheads below level B4!\Annihilate the enemy after luring them into position.\I'm happy to see you following my training so scrupulously. response:	However, that makes you easy to predict.
context: Miss Rukino, take me back to Module 77!\Unit 1 can't move!\I know! I'll fight them hand to hand!\Now sealing all bulkheads below level B4!\I repeat, now sealing all bulkheads below level B4!\Annihilate the enemy after luring them into position.\I'm happy to see you following my training so scrupulously.\However, that makes you easy to predict. response:	I'll come back when my Valvrave has cooled off!
context: Unit 1 can't move!\I know! I'll fight them hand to hand!\Now sealing all bulkheads below level B4!\I repeat, now sealing all bulkheads below level B4!\Annihilate the enemy after luring them into position.\I'm happy to see you following my training so scrupulously.\However, that makes you easy to predict.\I'll come back when my Valvrave has cooled off! response:	Do your best to rescue Shoko.
context: I know! I'll fight them hand to hand!\Now sealing all bulkheads below level B4!\I repeat, now sealing all bulkheads below level B4!\Annihilate the enemy after luring them into position.\I'm happy to see you following my training so scrupulously.\However, that makes you easy to predict.\I'll come back when my Valvrave has cooled off!\Do your best to rescue Shoko. response:	Wait! Ow!
context: Now sealing all bulkheads below level B4!\I repeat, now sealing all bulkheads below level B4!\Annihilate the enemy after luring them into position.\I'm happy to see you following my training so scrupulously.\However, that makes you easy to predict.\I'll come back when my Valvrave has cooled off!\Do your best to rescue Shoko.\Wait! Ow! response:	Idiot, what do you think you're doing?!
context: I repeat, now sealing all bulkheads below level B4!\Annihilate the enemy after luring them into position.\I'm happy to see you following my training so scrupulously.\However, that makes you easy to predict.\I'll come back when my Valvrave has cooled off!\Do your best to rescue Shoko.\Wait! Ow!\Idiot, what do you think you're doing?! response:	I've been thinking about what will happen after this battle is over.
context: Annihilate the enemy after luring them into position.\I'm happy to see you following my training so scrupulously.\However, that makes you easy to predict.\I'll come back when my Valvrave has cooled off!\Do your best to rescue Shoko.\Wait! Ow!\Idiot, what do you think you're doing?!\I've been thinking about what will happen after this battle is over. response:	Saki Rukino...
context: I'm happy to see you following my training so scrupulously.\However, that makes you easy to predict.\I'll come back when my Valvrave has cooled off!\Do your best to rescue Shoko.\Wait! Ow!\Idiot, what do you think you're doing?!\I've been thinking about what will happen after this battle is over.\Saki Rukino... response:	Will you...
context: However, that makes you easy to predict.\I'll come back when my Valvrave has cooled off!\Do your best to rescue Shoko.\Wait! Ow!\Idiot, what do you think you're doing?!\I've been thinking about what will happen after this battle is over.\Saki Rukino...\Will you... response:	marry me?
context: I'll come back when my Valvrave has cooled off!\Do your best to rescue Shoko.\Wait! Ow!\Idiot, what do you think you're doing?!\I've been thinking about what will happen after this battle is over.\Saki Rukino...\Will you...\marry me? response:	Next time, episode 12, The Heretic Activates”.
context: Do your best to rescue Shoko.\Wait! Ow!\Idiot, what do you think you're doing?!\I've been thinking about what will happen after this battle is over.\Saki Rukino...\Will you...\marry me?\Next time, episode 12, The Heretic Activates”. response:	Valvrave the Liberator...
context: Wait! Ow!\Idiot, what do you think you're doing?!\I've been thinking about what will happen after this battle is over.\Saki Rukino...\Will you...\marry me?\Next time, episode 12, The Heretic Activates”.\Valvrave the Liberator... response:	The system that will expose the truth of the world.
