context: Once upon a time, there was a happy prince. response:	The happy prince knew no painful past and he knew no painful future.
context: About Mytho...\Am I sticking my nose in where it doesn't belong?\Edel-san.\A flame can illuminate the darkness.\But without the darkness, its glow cannot even be seen.\Are you afraid of the dark?\I see that you are in the darkness of uncertainty.\But if you wish to shine for someone, you must not fear the darkness. response:	I see. You mean I shouldn't fear what I don't understand...
context: Am I sticking my nose in where it doesn't belong?\Edel-san.\A flame can illuminate the darkness.\But without the darkness, its glow cannot even be seen.\Are you afraid of the dark?\I see that you are in the darkness of uncertainty.\But if you wish to shine for someone, you must not fear the darkness.\I see. You mean I shouldn't fear what I don't understand... response:	Right?
context: Edel-san.\A flame can illuminate the darkness.\But without the darkness, its glow cannot even be seen.\Are you afraid of the dark?\I see that you are in the darkness of uncertainty.\But if you wish to shine for someone, you must not fear the darkness.\I see. You mean I shouldn't fear what I don't understand...\Right? response:	A path is open to you.
context: A flame can illuminate the darkness.\But without the darkness, its glow cannot even be seen.\Are you afraid of the dark?\I see that you are in the darkness of uncertainty.\But if you wish to shine for someone, you must not fear the darkness.\I see. You mean I shouldn't fear what I don't understand...\Right?\A path is open to you. response:	Oh? He's not here.
context: But without the darkness, its glow cannot even be seen.\Are you afraid of the dark?\I see that you are in the darkness of uncertainty.\But if you wish to shine for someone, you must not fear the darkness.\I see. You mean I shouldn't fear what I don't understand...\Right?\A path is open to you.\Oh? He's not here. response:	Mytho, where did you go?
context: Are you afraid of the dark?\I see that you are in the darkness of uncertainty.\But if you wish to shine for someone, you must not fear the darkness.\I see. You mean I shouldn't fear what I don't understand...\Right?\A path is open to you.\Oh? He's not here.\Mytho, where did you go? response:	Quack, quack, quack, quack. Quack!
context: I see that you are in the darkness of uncertainty.\But if you wish to shine for someone, you must not fear the darkness.\I see. You mean I shouldn't fear what I don't understand...\Right?\A path is open to you.\Oh? He's not here.\Mytho, where did you go?\Quack, quack, quack, quack. Quack! response:	Quack!
context: But if you wish to shine for someone, you must not fear the darkness.\I see. You mean I shouldn't fear what I don't understand...\Right?\A path is open to you.\Oh? He's not here.\Mytho, where did you go?\Quack, quack, quack, quack. Quack!\Quack! response:	Quack, quack, quack, quack! Quack, quack, quack, quack, quack! Quack!
context: I see. You mean I shouldn't fear what I don't understand...\Right?\A path is open to you.\Oh? He's not here.\Mytho, where did you go?\Quack, quack, quack, quack. Quack!\Quack!\Quack, quack, quack, quack! Quack, quack, quack, quack, quack! Quack! response:	This is what it looks like under the library?
context: Right?\A path is open to you.\Oh? He's not here.\Mytho, where did you go?\Quack, quack, quack, quack. Quack!\Quack!\Quack, quack, quack, quack! Quack, quack, quack, quack, quack! Quack!\This is what it looks like under the library? response:	Oh, a heart shard...
context: A path is open to you.\Oh? He's not here.\Mytho, where did you go?\Quack, quack, quack, quack. Quack!\Quack!\Quack, quack, quack, quack! Quack, quack, quack, quack, quack! Quack!\This is what it looks like under the library?\Oh, a heart shard... response:	Who is it? Mytho? Are you there?
context: Oh? He's not here.\Mytho, where did you go?\Quack, quack, quack, quack. Quack!\Quack!\Quack, quack, quack, quack! Quack, quack, quack, quack, quack! Quack!\This is what it looks like under the library?\Oh, a heart shard...\Who is it? Mytho? Are you there? response:	I'm just a little thing, but I flood the entire room.
context: Mytho, where did you go?\Quack, quack, quack, quack. Quack!\Quack!\Quack, quack, quack, quack! Quack, quack, quack, quack, quack! Quack!\This is what it looks like under the library?\Oh, a heart shard...\Who is it? Mytho? Are you there?\I'm just a little thing, but I flood the entire room. response:	What am I?
context: Quack, quack, quack, quack. Quack!\Quack!\Quack, quack, quack, quack! Quack, quack, quack, quack, quack! Quack!\This is what it looks like under the library?\Oh, a heart shard...\Who is it? Mytho? Are you there?\I'm just a little thing, but I flood the entire room.\What am I? response:	A riddle?
context: Quack!\Quack, quack, quack, quack! Quack, quack, quack, quack, quack! Quack!\This is what it looks like under the library?\Oh, a heart shard...\Who is it? Mytho? Are you there?\I'm just a little thing, but I flood the entire room.\What am I?\A riddle? response:	Wait, the voice is coming from the other side.
context: Quack, quack, quack, quack! Quack, quack, quack, quack, quack! Quack!\This is what it looks like under the library?\Oh, a heart shard...\Who is it? Mytho? Are you there?\I'm just a little thing, but I flood the entire room.\What am I?\A riddle?\Wait, the voice is coming from the other side. response:	I mustn't fear the darkness!
context: This is what it looks like under the library?\Oh, a heart shard...\Who is it? Mytho? Are you there?\I'm just a little thing, but I flood the entire room.\What am I?\A riddle?\Wait, the voice is coming from the other side.\I mustn't fear the darkness! response:	Just a little thing that floods the entire room?
context: Oh, a heart shard...\Who is it? Mytho? Are you there?\I'm just a little thing, but I flood the entire room.\What am I?\A riddle?\Wait, the voice is coming from the other side.\I mustn't fear the darkness!\Just a little thing that floods the entire room? response:	Oh, a sneeze?!
context: Who is it? Mytho? Are you there?\I'm just a little thing, but I flood the entire room.\What am I?\A riddle?\Wait, the voice is coming from the other side.\I mustn't fear the darkness!\Just a little thing that floods the entire room?\Oh, a sneeze?! response:	Too bad. Then...
context: I'm just a little thing, but I flood the entire room.\What am I?\A riddle?\Wait, the voice is coming from the other side.\I mustn't fear the darkness!\Just a little thing that floods the entire room?\Oh, a sneeze?!\Too bad. Then... response:	I am a white snake that swallows the sea, and my head is all red.
context: What am I?\A riddle?\Wait, the voice is coming from the other side.\I mustn't fear the darkness!\Just a little thing that floods the entire room?\Oh, a sneeze?!\Too bad. Then...\I am a white snake that swallows the sea, and my head is all red. response:	What am l?
context: A riddle?\Wait, the voice is coming from the other side.\I mustn't fear the darkness!\Just a little thing that floods the entire room?\Oh, a sneeze?!\Too bad. Then...\I am a white snake that swallows the sea, and my head is all red.\What am l? response:	Um, a white paint brush with red paint on it?
context: Wait, the voice is coming from the other side.\I mustn't fear the darkness!\Just a little thing that floods the entire room?\Oh, a sneeze?!\Too bad. Then...\I am a white snake that swallows the sea, and my head is all red.\What am l?\Um, a white paint brush with red paint on it? response:	Too bad.
context: I mustn't fear the darkness!\Just a little thing that floods the entire room?\Oh, a sneeze?!\Too bad. Then...\I am a white snake that swallows the sea, and my head is all red.\What am l?\Um, a white paint brush with red paint on it?\Too bad. response:	Then here's the last one.
context: Just a little thing that floods the entire room?\Oh, a sneeze?!\Too bad. Then...\I am a white snake that swallows the sea, and my head is all red.\What am l?\Um, a white paint brush with red paint on it?\Too bad.\Then here's the last one. response:	I become shorter the longer I stand. What am l?
context: Oh, a sneeze?!\Too bad. Then...\I am a white snake that swallows the sea, and my head is all red.\What am l?\Um, a white paint brush with red paint on it?\Too bad.\Then here's the last one.\I become shorter the longer I stand. What am l? response:	Um, a flower, maybe?
context: Too bad. Then...\I am a white snake that swallows the sea, and my head is all red.\What am l?\Um, a white paint brush with red paint on it?\Too bad.\Then here's the last one.\I become shorter the longer I stand. What am l?\Um, a flower, maybe? response:	Too bad.
context: I am a white snake that swallows the sea, and my head is all red.\What am l?\Um, a white paint brush with red paint on it?\Too bad.\Then here's the last one.\I become shorter the longer I stand. What am l?\Um, a flower, maybe?\Too bad. response:	But congratulations. The person you're looking for is here.
context: What am l?\Um, a white paint brush with red paint on it?\Too bad.\Then here's the last one.\I become shorter the longer I stand. What am l?\Um, a flower, maybe?\Too bad.\But congratulations. The person you're looking for is here. response:	What? Mytho is?
context: Um, a white paint brush with red paint on it?\Too bad.\Then here's the last one.\I become shorter the longer I stand. What am l?\Um, a flower, maybe?\Too bad.\But congratulations. The person you're looking for is here.\What? Mytho is? response:	Give Mytho back!
context: Too bad.\Then here's the last one.\I become shorter the longer I stand. What am l?\Um, a flower, maybe?\Too bad.\But congratulations. The person you're looking for is here.\What? Mytho is?\Give Mytho back! response:	No.
context: Then here's the last one.\I become shorter the longer I stand. What am l?\Um, a flower, maybe?\Too bad.\But congratulations. The person you're looking for is here.\What? Mytho is?\Give Mytho back!\No. response:	You are to stay here as well.
context: I become shorter the longer I stand. What am l?\Um, a flower, maybe?\Too bad.\But congratulations. The person you're looking for is here.\What? Mytho is?\Give Mytho back!\No.\You are to stay here as well. response:	I can't do that!
context: Um, a flower, maybe?\Too bad.\But congratulations. The person you're looking for is here.\What? Mytho is?\Give Mytho back!\No.\You are to stay here as well.\I can't do that! response:	You'll be okay, because I'm here.
context: Too bad.\But congratulations. The person you're looking for is here.\What? Mytho is?\Give Mytho back!\No.\You are to stay here as well.\I can't do that!\You'll be okay, because I'm here. response:	Who... are you?
context: But congratulations. The person you're looking for is here.\What? Mytho is?\Give Mytho back!\No.\You are to stay here as well.\I can't do that!\You'll be okay, because I'm here.\Who... are you? response:	Oh, dear, will you be in the darkness forever?
context: What? Mytho is?\Give Mytho back!\No.\You are to stay here as well.\I can't do that!\You'll be okay, because I'm here.\Who... are you?\Oh, dear, will you be in the darkness forever? response:	Or can you regain your radiance once again, Princess Tutu?
context: Give Mytho back!\No.\You are to stay here as well.\I can't do that!\You'll be okay, because I'm here.\Who... are you?\Oh, dear, will you be in the darkness forever?\Or can you regain your radiance once again, Princess Tutu? response:	Are you there?
context: No.\You are to stay here as well.\I can't do that!\You'll be okay, because I'm here.\Who... are you?\Oh, dear, will you be in the darkness forever?\Or can you regain your radiance once again, Princess Tutu?\Are you there? response:	Who are you?
context: You are to stay here as well.\I can't do that!\You'll be okay, because I'm here.\Who... are you?\Oh, dear, will you be in the darkness forever?\Or can you regain your radiance once again, Princess Tutu?\Are you there?\Who are you? response:	I am Princess Tutu.
context: I can't do that!\You'll be okay, because I'm here.\Who... are you?\Oh, dear, will you be in the darkness forever?\Or can you regain your radiance once again, Princess Tutu?\Are you there?\Who are you?\I am Princess Tutu. response:	You're wonderful.
context: You'll be okay, because I'm here.\Who... are you?\Oh, dear, will you be in the darkness forever?\Or can you regain your radiance once again, Princess Tutu?\Are you there?\Who are you?\I am Princess Tutu.\You're wonderful. response:	Say, stay here and dance.
context: Who... are you?\Oh, dear, will you be in the darkness forever?\Or can you regain your radiance once again, Princess Tutu?\Are you there?\Who are you?\I am Princess Tutu.\You're wonderful.\Say, stay here and dance. response:	Then I'll illuminate you for the rest of your life.
context: Oh, dear, will you be in the darkness forever?\Or can you regain your radiance once again, Princess Tutu?\Are you there?\Who are you?\I am Princess Tutu.\You're wonderful.\Say, stay here and dance.\Then I'll illuminate you for the rest of your life. response:	You'll illuminate me?
context: Or can you regain your radiance once again, Princess Tutu?\Are you there?\Who are you?\I am Princess Tutu.\You're wonderful.\Say, stay here and dance.\Then I'll illuminate you for the rest of your life.\You'll illuminate me? response:	That's right.
context: Are you there?\Who are you?\I am Princess Tutu.\You're wonderful.\Say, stay here and dance.\Then I'll illuminate you for the rest of your life.\You'll illuminate me?\That's right. response:	Oh, I know.
context: Who are you?\I am Princess Tutu.\You're wonderful.\Say, stay here and dance.\Then I'll illuminate you for the rest of your life.\You'll illuminate me?\That's right.\Oh, I know. response:	Just a little thing that floods the entire room is the light of a lamp.
context: I am Princess Tutu.\You're wonderful.\Say, stay here and dance.\Then I'll illuminate you for the rest of your life.\You'll illuminate me?\That's right.\Oh, I know.\Just a little thing that floods the entire room is the light of a lamp. response:	The white snake that has a red head and swallows the sea,
context: You're wonderful.\Say, stay here and dance.\Then I'll illuminate you for the rest of your life.\You'll illuminate me?\That's right.\Oh, I know.\Just a little thing that floods the entire room is the light of a lamp.\The white snake that has a red head and swallows the sea, response:	and what becomes shorter the longer it stands is the lamp's wick.
context: Say, stay here and dance.\Then I'll illuminate you for the rest of your life.\You'll illuminate me?\That's right.\Oh, I know.\Just a little thing that floods the entire room is the light of a lamp.\The white snake that has a red head and swallows the sea,\and what becomes shorter the longer it stands is the lamp's wick. response:	You are a lamp! I'm right, aren't l?
context: Then I'll illuminate you for the rest of your life.\You'll illuminate me?\That's right.\Oh, I know.\Just a little thing that floods the entire room is the light of a lamp.\The white snake that has a red head and swallows the sea,\and what becomes shorter the longer it stands is the lamp's wick.\You are a lamp! I'm right, aren't l? response:	You are correct.
context: You'll illuminate me?\That's right.\Oh, I know.\Just a little thing that floods the entire room is the light of a lamp.\The white snake that has a red head and swallows the sea,\and what becomes shorter the longer it stands is the lamp's wick.\You are a lamp! I'm right, aren't l?\You are correct. response:	Give back Mytho and his heart.
context: That's right.\Oh, I know.\Just a little thing that floods the entire room is the light of a lamp.\The white snake that has a red head and swallows the sea,\and what becomes shorter the longer it stands is the lamp's wick.\You are a lamp! I'm right, aren't l?\You are correct.\Give back Mytho and his heart. response:	No.
context: Oh, I know.\Just a little thing that floods the entire room is the light of a lamp.\The white snake that has a red head and swallows the sea,\and what becomes shorter the longer it stands is the lamp's wick.\You are a lamp! I'm right, aren't l?\You are correct.\Give back Mytho and his heart.\No. response:	That bastard...
context: Just a little thing that floods the entire room is the light of a lamp.\The white snake that has a red head and swallows the sea,\and what becomes shorter the longer it stands is the lamp's wick.\You are a lamp! I'm right, aren't l?\You are correct.\Give back Mytho and his heart.\No.\That bastard... response:	Dance with me.
context: The white snake that has a red head and swallows the sea,\and what becomes shorter the longer it stands is the lamp's wick.\You are a lamp! I'm right, aren't l?\You are correct.\Give back Mytho and his heart.\No.\That bastard...\Dance with me. response:	With me?
context: and what becomes shorter the longer it stands is the lamp's wick.\You are a lamp! I'm right, aren't l?\You are correct.\Give back Mytho and his heart.\No.\That bastard...\Dance with me.\With me? response:	Yes.
context: You are a lamp! I'm right, aren't l?\You are correct.\Give back Mytho and his heart.\No.\That bastard...\Dance with me.\With me?\Yes. response:	You dance. I'll illuminate you.
context: You are correct.\Give back Mytho and his heart.\No.\That bastard...\Dance with me.\With me?\Yes.\You dance. I'll illuminate you. response:	Okay.
context: Give back Mytho and his heart.\No.\That bastard...\Dance with me.\With me?\Yes.\You dance. I'll illuminate you.\Okay. response:	Your light is so warm, why do you do this?
context: No.\That bastard...\Dance with me.\With me?\Yes.\You dance. I'll illuminate you.\Okay.\Your light is so warm, why do you do this? response:	What do you want?
context: That bastard...\Dance with me.\With me?\Yes.\You dance. I'll illuminate you.\Okay.\Your light is so warm, why do you do this?\What do you want? response:	I only want to keep shining for someone.
context: Dance with me.\With me?\Yes.\You dance. I'll illuminate you.\Okay.\Your light is so warm, why do you do this?\What do you want?\I only want to keep shining for someone. response:	I just want to envelop them gently in warm light.
context: With me?\Yes.\You dance. I'll illuminate you.\Okay.\Your light is so warm, why do you do this?\What do you want?\I only want to keep shining for someone.\I just want to envelop them gently in warm light. response:	Wanting to shine for someone...
context: Yes.\You dance. I'll illuminate you.\Okay.\Your light is so warm, why do you do this?\What do you want?\I only want to keep shining for someone.\I just want to envelop them gently in warm light.\Wanting to shine for someone... response:	That's all, I don't want anything else.
context: You dance. I'll illuminate you.\Okay.\Your light is so warm, why do you do this?\What do you want?\I only want to keep shining for someone.\I just want to envelop them gently in warm light.\Wanting to shine for someone...\That's all, I don't want anything else. response:	And yet, somewhere along the way, I had become forgotten.
context: Okay.\Your light is so warm, why do you do this?\What do you want?\I only want to keep shining for someone.\I just want to envelop them gently in warm light.\Wanting to shine for someone...\That's all, I don't want anything else.\And yet, somewhere along the way, I had become forgotten. response:	The people who were precious to me forgot about me.
context: Your light is so warm, why do you do this?\What do you want?\I only want to keep shining for someone.\I just want to envelop them gently in warm light.\Wanting to shine for someone...\That's all, I don't want anything else.\And yet, somewhere along the way, I had become forgotten.\The people who were precious to me forgot about me. response:	No, they must not have needed me from the beginning.
context: What do you want?\I only want to keep shining for someone.\I just want to envelop them gently in warm light.\Wanting to shine for someone...\That's all, I don't want anything else.\And yet, somewhere along the way, I had become forgotten.\The people who were precious to me forgot about me.\No, they must not have needed me from the beginning. response:	That can't be true.
context: I only want to keep shining for someone.\I just want to envelop them gently in warm light.\Wanting to shine for someone...\That's all, I don't want anything else.\And yet, somewhere along the way, I had become forgotten.\The people who were precious to me forgot about me.\No, they must not have needed me from the beginning.\That can't be true. response:	I thought they enjoyed my presence, but that was only what I believed.
context: I just want to envelop them gently in warm light.\Wanting to shine for someone...\That's all, I don't want anything else.\And yet, somewhere along the way, I had become forgotten.\The people who were precious to me forgot about me.\No, they must not have needed me from the beginning.\That can't be true.\I thought they enjoyed my presence, but that was only what I believed. response:	That can't... be true.
context: Wanting to shine for someone...\That's all, I don't want anything else.\And yet, somewhere along the way, I had become forgotten.\The people who were precious to me forgot about me.\No, they must not have needed me from the beginning.\That can't be true.\I thought they enjoyed my presence, but that was only what I believed.\That can't... be true. response:	But right now, there is someone who wishes for this light.
context: That's all, I don't want anything else.\And yet, somewhere along the way, I had become forgotten.\The people who were precious to me forgot about me.\No, they must not have needed me from the beginning.\That can't be true.\I thought they enjoyed my presence, but that was only what I believed.\That can't... be true.\But right now, there is someone who wishes for this light. response:	Mytho...
context: And yet, somewhere along the way, I had become forgotten.\The people who were precious to me forgot about me.\No, they must not have needed me from the beginning.\That can't be true.\I thought they enjoyed my presence, but that was only what I believed.\That can't... be true.\But right now, there is someone who wishes for this light.\Mytho... response:	Shutting him away like this? Is this how you want it?
context: The people who were precious to me forgot about me.\No, they must not have needed me from the beginning.\That can't be true.\I thought they enjoyed my presence, but that was only what I believed.\That can't... be true.\But right now, there is someone who wishes for this light.\Mytho...\Shutting him away like this? Is this how you want it? response:	Yes.
context: No, they must not have needed me from the beginning.\That can't be true.\I thought they enjoyed my presence, but that was only what I believed.\That can't... be true.\But right now, there is someone who wishes for this light.\Mytho...\Shutting him away like this? Is this how you want it?\Yes. response:	And I'll illuminate him. Forever.
context: That can't be true.\I thought they enjoyed my presence, but that was only what I believed.\That can't... be true.\But right now, there is someone who wishes for this light.\Mytho...\Shutting him away like this? Is this how you want it?\Yes.\And I'll illuminate him. Forever. response:	Please, remember what it was like to shine your warm light on people.
context: I thought they enjoyed my presence, but that was only what I believed.\That can't... be true.\But right now, there is someone who wishes for this light.\Mytho...\Shutting him away like this? Is this how you want it?\Yes.\And I'll illuminate him. Forever.\Please, remember what it was like to shine your warm light on people. response:	I haven't forgotten.
context: That can't... be true.\But right now, there is someone who wishes for this light.\Mytho...\Shutting him away like this? Is this how you want it?\Yes.\And I'll illuminate him. Forever.\Please, remember what it was like to shine your warm light on people.\I haven't forgotten. response:	Then you should know.
context: But right now, there is someone who wishes for this light.\Mytho...\Shutting him away like this? Is this how you want it?\Yes.\And I'll illuminate him. Forever.\Please, remember what it was like to shine your warm light on people.\I haven't forgotten.\Then you should know. response:	That forcing your glow on people like this won't bring joy.
context: Mytho...\Shutting him away like this? Is this how you want it?\Yes.\And I'll illuminate him. Forever.\Please, remember what it was like to shine your warm light on people.\I haven't forgotten.\Then you should know.\That forcing your glow on people like this won't bring joy. response:	I love your warm light.
context: Shutting him away like this? Is this how you want it?\Yes.\And I'll illuminate him. Forever.\Please, remember what it was like to shine your warm light on people.\I haven't forgotten.\Then you should know.\That forcing your glow on people like this won't bring joy.\I love your warm light. response:	I think the people who were precious to you were very happy, enveloped in your warm light.
context: Yes.\And I'll illuminate him. Forever.\Please, remember what it was like to shine your warm light on people.\I haven't forgotten.\Then you should know.\That forcing your glow on people like this won't bring joy.\I love your warm light.\I think the people who were precious to you were very happy, enveloped in your warm light. response:	It's sad that they no longer need you, but it's something that can't be helped.
context: And I'll illuminate him. Forever.\Please, remember what it was like to shine your warm light on people.\I haven't forgotten.\Then you should know.\That forcing your glow on people like this won't bring joy.\I love your warm light.\I think the people who were precious to you were very happy, enveloped in your warm light.\It's sad that they no longer need you, but it's something that can't be helped. response:	Because it's not something you can force on people.
context: Please, remember what it was like to shine your warm light on people.\I haven't forgotten.\Then you should know.\That forcing your glow on people like this won't bring joy.\I love your warm light.\I think the people who were precious to you were very happy, enveloped in your warm light.\It's sad that they no longer need you, but it's something that can't be helped.\Because it's not something you can force on people. response:	If you want what's best for Mytho, give his heart back.
context: I haven't forgotten.\Then you should know.\That forcing your glow on people like this won't bring joy.\I love your warm light.\I think the people who were precious to you were very happy, enveloped in your warm light.\It's sad that they no longer need you, but it's something that can't be helped.\Because it's not something you can force on people.\If you want what's best for Mytho, give his heart back. response:	Because that will lead to Mytho's happiness.
context: Then you should know.\That forcing your glow on people like this won't bring joy.\I love your warm light.\I think the people who were precious to you were very happy, enveloped in your warm light.\It's sad that they no longer need you, but it's something that can't be helped.\Because it's not something you can force on people.\If you want what's best for Mytho, give his heart back.\Because that will lead to Mytho's happiness. response:	Will it really?
context: That forcing your glow on people like this won't bring joy.\I love your warm light.\I think the people who were precious to you were very happy, enveloped in your warm light.\It's sad that they no longer need you, but it's something that can't be helped.\Because it's not something you can force on people.\If you want what's best for Mytho, give his heart back.\Because that will lead to Mytho's happiness.\Will it really? response:	It's what I believe.
context: I love your warm light.\I think the people who were precious to you were very happy, enveloped in your warm light.\It's sad that they no longer need you, but it's something that can't be helped.\Because it's not something you can force on people.\If you want what's best for Mytho, give his heart back.\Because that will lead to Mytho's happiness.\Will it really?\It's what I believe. response:	Princess Tutu, I want to illuminate you more.
context: I think the people who were precious to you were very happy, enveloped in your warm light.\It's sad that they no longer need you, but it's something that can't be helped.\Because it's not something you can force on people.\If you want what's best for Mytho, give his heart back.\Because that will lead to Mytho's happiness.\Will it really?\It's what I believe.\Princess Tutu, I want to illuminate you more. response:	I am the feeling of affection, shattered and forgotten.
context: It's sad that they no longer need you, but it's something that can't be helped.\Because it's not something you can force on people.\If you want what's best for Mytho, give his heart back.\Because that will lead to Mytho's happiness.\Will it really?\It's what I believe.\Princess Tutu, I want to illuminate you more.\I am the feeling of affection, shattered and forgotten. response:	The feeling of affection...
context: Because it's not something you can force on people.\If you want what's best for Mytho, give his heart back.\Because that will lead to Mytho's happiness.\Will it really?\It's what I believe.\Princess Tutu, I want to illuminate you more.\I am the feeling of affection, shattered and forgotten.\The feeling of affection... response:	Go back to Mytho now.
context: If you want what's best for Mytho, give his heart back.\Because that will lead to Mytho's happiness.\Will it really?\It's what I believe.\Princess Tutu, I want to illuminate you more.\I am the feeling of affection, shattered and forgotten.\The feeling of affection...\Go back to Mytho now. response:	Mytho.
context: Because that will lead to Mytho's happiness.\Will it really?\It's what I believe.\Princess Tutu, I want to illuminate you more.\I am the feeling of affection, shattered and forgotten.\The feeling of affection...\Go back to Mytho now.\Mytho. response:	Princess Tutu.
context: Will it really?\It's what I believe.\Princess Tutu, I want to illuminate you more.\I am the feeling of affection, shattered and forgotten.\The feeling of affection...\Go back to Mytho now.\Mytho.\Princess Tutu. response:	Now, you should hurry.
context: It's what I believe.\Princess Tutu, I want to illuminate you more.\I am the feeling of affection, shattered and forgotten.\The feeling of affection...\Go back to Mytho now.\Mytho.\Princess Tutu.\Now, you should hurry. response:	There's someone waiting for you, right?
context: Princess Tutu, I want to illuminate you more.\I am the feeling of affection, shattered and forgotten.\The feeling of affection...\Go back to Mytho now.\Mytho.\Princess Tutu.\Now, you should hurry.\There's someone waiting for you, right? response:	I was a fool for believing what that Duck said.
context: I am the feeling of affection, shattered and forgotten.\The feeling of affection...\Go back to Mytho now.\Mytho.\Princess Tutu.\Now, you should hurry.\There's someone waiting for you, right?\I was a fool for believing what that Duck said. response:	Mytho...
context: The feeling of affection...\Go back to Mytho now.\Mytho.\Princess Tutu.\Now, you should hurry.\There's someone waiting for you, right?\I was a fool for believing what that Duck said.\Mytho... response:	The Fire Festival ended long ago.
context: Go back to Mytho now.\Mytho.\Princess Tutu.\Now, you should hurry.\There's someone waiting for you, right?\I was a fool for believing what that Duck said.\Mytho...\The Fire Festival ended long ago. response:	I'm sorry.
context: Mytho.\Princess Tutu.\Now, you should hurry.\There's someone waiting for you, right?\I was a fool for believing what that Duck said.\Mytho...\The Fire Festival ended long ago.\I'm sorry. response:	Mytho, what are you doing?
context: Princess Tutu.\Now, you should hurry.\There's someone waiting for you, right?\I was a fool for believing what that Duck said.\Mytho...\The Fire Festival ended long ago.\I'm sorry.\Mytho, what are you doing? response:	Mytho?!
context: Now, you should hurry.\There's someone waiting for you, right?\I was a fool for believing what that Duck said.\Mytho...\The Fire Festival ended long ago.\I'm sorry.\Mytho, what are you doing?\Mytho?! response:	Stop it, you're acting strange, Mytho.
context: There's someone waiting for you, right?\I was a fool for believing what that Duck said.\Mytho...\The Fire Festival ended long ago.\I'm sorry.\Mytho, what are you doing?\Mytho?!\Stop it, you're acting strange, Mytho. response:	This is how it should be, right?
context: I was a fool for believing what that Duck said.\Mytho...\The Fire Festival ended long ago.\I'm sorry.\Mytho, what are you doing?\Mytho?!\Stop it, you're acting strange, Mytho.\This is how it should be, right? response:	For such kindness to be in your eyes...
context: Mytho...\The Fire Festival ended long ago.\I'm sorry.\Mytho, what are you doing?\Mytho?!\Stop it, you're acting strange, Mytho.\This is how it should be, right?\For such kindness to be in your eyes... response:	Rue.
context: The Fire Festival ended long ago.\I'm sorry.\Mytho, what are you doing?\Mytho?!\Stop it, you're acting strange, Mytho.\This is how it should be, right?\For such kindness to be in your eyes...\Rue. response:	Rue-chan...
context: I'm sorry.\Mytho, what are you doing?\Mytho?!\Stop it, you're acting strange, Mytho.\This is how it should be, right?\For such kindness to be in your eyes...\Rue.\Rue-chan... response:	The prince regained the feeling of affection, but what it illuminated was Duck's unhappiness?
context: Mytho, what are you doing?\Mytho?!\Stop it, you're acting strange, Mytho.\This is how it should be, right?\For such kindness to be in your eyes...\Rue.\Rue-chan...\The prince regained the feeling of affection, but what it illuminated was Duck's unhappiness? response:	Love? It's really not like that with me...
context: Mytho?!\Stop it, you're acting strange, Mytho.\This is how it should be, right?\For such kindness to be in your eyes...\Rue.\Rue-chan...\The prince regained the feeling of affection, but what it illuminated was Duck's unhappiness?\Love? It's really not like that with me... response:	I'm sure she's pursuing a wonderful dream.
context: Stop it, you're acting strange, Mytho.\This is how it should be, right?\For such kindness to be in your eyes...\Rue.\Rue-chan...\The prince regained the feeling of affection, but what it illuminated was Duck's unhappiness?\Love? It's really not like that with me...\I'm sure she's pursuing a wonderful dream. response:	And she's probably also in love.
context: This is how it should be, right?\For such kindness to be in your eyes...\Rue.\Rue-chan...\The prince regained the feeling of affection, but what it illuminated was Duck's unhappiness?\Love? It's really not like that with me...\I'm sure she's pursuing a wonderful dream.\And she's probably also in love. response:	You will always wake up from a dream.
context: For such kindness to be in your eyes...\Rue.\Rue-chan...\The prince regained the feeling of affection, but what it illuminated was Duck's unhappiness?\Love? It's really not like that with me...\I'm sure she's pursuing a wonderful dream.\And she's probably also in love.\You will always wake up from a dream. response:	No, it's something you MUST wake up from.
context: Rue.\Rue-chan...\The prince regained the feeling of affection, but what it illuminated was Duck's unhappiness?\Love? It's really not like that with me...\I'm sure she's pursuing a wonderful dream.\And she's probably also in love.\You will always wake up from a dream.\No, it's something you MUST wake up from. response:	Are you trembling?
context: Rue-chan...\The prince regained the feeling of affection, but what it illuminated was Duck's unhappiness?\Love? It's really not like that with me...\I'm sure she's pursuing a wonderful dream.\And she's probably also in love.\You will always wake up from a dream.\No, it's something you MUST wake up from.\Are you trembling? response:	I'm afraid of Princess Tutu.
context: The prince regained the feeling of affection, but what it illuminated was Duck's unhappiness?\Love? It's really not like that with me...\I'm sure she's pursuing a wonderful dream.\And she's probably also in love.\You will always wake up from a dream.\No, it's something you MUST wake up from.\Are you trembling?\I'm afraid of Princess Tutu. response:	I just wanted Mytho to smile. That was all...
context: Love? It's really not like that with me...\I'm sure she's pursuing a wonderful dream.\And she's probably also in love.\You will always wake up from a dream.\No, it's something you MUST wake up from.\Are you trembling?\I'm afraid of Princess Tutu.\I just wanted Mytho to smile. That was all... response:	Have I been... doing something terrible... to Mytho?
context: I'm sure she's pursuing a wonderful dream.\And she's probably also in love.\You will always wake up from a dream.\No, it's something you MUST wake up from.\Are you trembling?\I'm afraid of Princess Tutu.\I just wanted Mytho to smile. That was all...\Have I been... doing something terrible... to Mytho? response:	All you children who love stories, come gather around.
