context: Don't, Nee-san! response:	Let go of me!
context: Why are you after Lucy?!\To be precise, it's not Lucy Heartfilia herself that we want.\What we're looking for is...\Hit this bastard! Hit'im!\Before that, why don't you let go of my hand?\I'm not interested in holding hands with a man\and I hate both sweetness and obstinacy!\It's not like I'm holdin' your hand because I want to! response:	Then the only thing for it is to crush you until we get separated, hot boy.
context: To be precise, it's not Lucy Heartfilia herself that we want.\What we're looking for is...\Hit this bastard! Hit'im!\Before that, why don't you let go of my hand?\I'm not interested in holding hands with a man\and I hate both sweetness and obstinacy!\It's not like I'm holdin' your hand because I want to!\Then the only thing for it is to crush you until we get separated, hot boy. response:	Bye-bye, hot boy.
context: What we're looking for is...\Hit this bastard! Hit'im!\Before that, why don't you let go of my hand?\I'm not interested in holding hands with a man\and I hate both sweetness and obstinacy!\It's not like I'm holdin' your hand because I want to!\Then the only thing for it is to crush you until we get separated, hot boy.\Bye-bye, hot boy. response:	Ice Cannon!
context: Hit this bastard! Hit'im!\Before that, why don't you let go of my hand?\I'm not interested in holding hands with a man\and I hate both sweetness and obstinacy!\It's not like I'm holdin' your hand because I want to!\Then the only thing for it is to crush you until we get separated, hot boy.\Bye-bye, hot boy.\Ice Cannon! response:	Moron! I thought my arm was gonna snap off!
context: Before that, why don't you let go of my hand?\I'm not interested in holding hands with a man\and I hate both sweetness and obstinacy!\It's not like I'm holdin' your hand because I want to!\Then the only thing for it is to crush you until we get separated, hot boy.\Bye-bye, hot boy.\Ice Cannon!\Moron! I thought my arm was gonna snap off! response:	Is that what you say when someone saves your ass?
context: I'm not interested in holding hands with a man\and I hate both sweetness and obstinacy!\It's not like I'm holdin' your hand because I want to!\Then the only thing for it is to crush you until we get separated, hot boy.\Bye-bye, hot boy.\Ice Cannon!\Moron! I thought my arm was gonna snap off!\Is that what you say when someone saves your ass? response:	You slant-eyed bastard...
context: and I hate both sweetness and obstinacy!\It's not like I'm holdin' your hand because I want to!\Then the only thing for it is to crush you until we get separated, hot boy.\Bye-bye, hot boy.\Ice Cannon!\Moron! I thought my arm was gonna snap off!\Is that what you say when someone saves your ass?\You slant-eyed bastard... response:	You...
context: It's not like I'm holdin' your hand because I want to!\Then the only thing for it is to crush you until we get separated, hot boy.\Bye-bye, hot boy.\Ice Cannon!\Moron! I thought my arm was gonna snap off!\Is that what you say when someone saves your ass?\You slant-eyed bastard...\You... response:	And now we've got ice boy...
context: Then the only thing for it is to crush you until we get separated, hot boy.\Bye-bye, hot boy.\Ice Cannon!\Moron! I thought my arm was gonna snap off!\Is that what you say when someone saves your ass?\You slant-eyed bastard...\You...\And now we've got ice boy... response:	Spicy...
context: Bye-bye, hot boy.\Ice Cannon!\Moron! I thought my arm was gonna snap off!\Is that what you say when someone saves your ass?\You slant-eyed bastard...\You...\And now we've got ice boy...\Spicy... response:	Don't call me any weird names! What the hell are you doing here?!
context: Ice Cannon!\Moron! I thought my arm was gonna snap off!\Is that what you say when someone saves your ass?\You slant-eyed bastard...\You...\And now we've got ice boy...\Spicy...\Don't call me any weird names! What the hell are you doing here?! response:	No, Gray! He's the Sugar Boy of Earthland!
context: Moron! I thought my arm was gonna snap off!\Is that what you say when someone saves your ass?\You slant-eyed bastard...\You...\And now we've got ice boy...\Spicy...\Don't call me any weird names! What the hell are you doing here?!\No, Gray! He's the Sugar Boy of Earthland! response:	Come on, come on. Right over here.
context: Is that what you say when someone saves your ass?\You slant-eyed bastard...\You...\And now we've got ice boy...\Spicy...\Don't call me any weird names! What the hell are you doing here?!\No, Gray! He's the Sugar Boy of Earthland!\Come on, come on. Right over here. response:	You people are after...
context: You slant-eyed bastard...\You...\And now we've got ice boy...\Spicy...\Don't call me any weird names! What the hell are you doing here?!\No, Gray! He's the Sugar Boy of Earthland!\Come on, come on. Right over here.\You people are after... response:	That's right. That clock hand.
context: You...\And now we've got ice boy...\Spicy...\Don't call me any weird names! What the hell are you doing here?!\No, Gray! He's the Sugar Boy of Earthland!\Come on, come on. Right over here.\You people are after...\That's right. That clock hand. response:	We don't need you.
context: And now we've got ice boy...\Spicy...\Don't call me any weird names! What the hell are you doing here?!\No, Gray! He's the Sugar Boy of Earthland!\Come on, come on. Right over here.\You people are after...\That's right. That clock hand.\We don't need you. response:	Erza...
context: Spicy...\Don't call me any weird names! What the hell are you doing here?!\No, Gray! He's the Sugar Boy of Earthland!\Come on, come on. Right over here.\You people are after...\That's right. That clock hand.\We don't need you.\Erza... response:	This is rare. It looks like you're having a hard time.
context: Don't call me any weird names! What the hell are you doing here?!\No, Gray! He's the Sugar Boy of Earthland!\Come on, come on. Right over here.\You people are after...\That's right. That clock hand.\We don't need you.\Erza...\This is rare. It looks like you're having a hard time. response:	Sorry. I can't seem to get the better of this guy...
context: No, Gray! He's the Sugar Boy of Earthland!\Come on, come on. Right over here.\You people are after...\That's right. That clock hand.\We don't need you.\Erza...\This is rare. It looks like you're having a hard time.\Sorry. I can't seem to get the better of this guy... response:	There's nothing more unpleasant than coming back home
context: Come on, come on. Right over here.\You people are after...\That's right. That clock hand.\We don't need you.\Erza...\This is rare. It looks like you're having a hard time.\Sorry. I can't seem to get the better of this guy...\There's nothing more unpleasant than coming back home response:	and finding the place overrun with scum!
context: You people are after...\That's right. That clock hand.\We don't need you.\Erza...\This is rare. It looks like you're having a hard time.\Sorry. I can't seem to get the better of this guy...\There's nothing more unpleasant than coming back home\and finding the place overrun with scum! response:	I know, right?
context: That's right. That clock hand.\We don't need you.\Erza...\This is rare. It looks like you're having a hard time.\Sorry. I can't seem to get the better of this guy...\There's nothing more unpleasant than coming back home\and finding the place overrun with scum!\I know, right? response:	What a simpleton! Did you really think we wanted you?!
context: We don't need you.\Erza...\This is rare. It looks like you're having a hard time.\Sorry. I can't seem to get the better of this guy...\There's nothing more unpleasant than coming back home\and finding the place overrun with scum!\I know, right?\What a simpleton! Did you really think we wanted you?! response:	Stop it!
context: Erza...\This is rare. It looks like you're having a hard time.\Sorry. I can't seem to get the better of this guy...\There's nothing more unpleasant than coming back home\and finding the place overrun with scum!\I know, right?\What a simpleton! Did you really think we wanted you?!\Stop it! response:	I won't.
context: This is rare. It looks like you're having a hard time.\Sorry. I can't seem to get the better of this guy...\There's nothing more unpleasant than coming back home\and finding the place overrun with scum!\I know, right?\What a simpleton! Did you really think we wanted you?!\Stop it!\I won't. response:	My father left me this keepsake!
context: Sorry. I can't seem to get the better of this guy...\There's nothing more unpleasant than coming back home\and finding the place overrun with scum!\I know, right?\What a simpleton! Did you really think we wanted you?!\Stop it!\I won't.\My father left me this keepsake! response:	I won't give it up!
context: There's nothing more unpleasant than coming back home\and finding the place overrun with scum!\I know, right?\What a simpleton! Did you really think we wanted you?!\Stop it!\I won't.\My father left me this keepsake!\I won't give it up! response:	Then I want it even more!
context: and finding the place overrun with scum!\I know, right?\What a simpleton! Did you really think we wanted you?!\Stop it!\I won't.\My father left me this keepsake!\I won't give it up!\Then I want it even more! response:	I love stealing things that are precious to people!
context: I know, right?\What a simpleton! Did you really think we wanted you?!\Stop it!\I won't.\My father left me this keepsake!\I won't give it up!\Then I want it even more!\I love stealing things that are precious to people! response:	Please! Don't!
context: What a simpleton! Did you really think we wanted you?!\Stop it!\I won't.\My father left me this keepsake!\I won't give it up!\Then I want it even more!\I love stealing things that are precious to people!\Please! Don't! response:	Michelle! Wake up!
context: Stop it!\I won't.\My father left me this keepsake!\I won't give it up!\Then I want it even more!\I love stealing things that are precious to people!\Please! Don't!\Michelle! Wake up! response:	Awesome!
context: I won't.\My father left me this keepsake!\I won't give it up!\Then I want it even more!\I love stealing things that are precious to people!\Please! Don't!\Michelle! Wake up!\Awesome! response:	Archbishop-sama, I got Mary!
context: My father left me this keepsake!\I won't give it up!\Then I want it even more!\I love stealing things that are precious to people!\Please! Don't!\Michelle! Wake up!\Awesome!\Archbishop-sama, I got Mary! response:	That's...
context: I won't give it up!\Then I want it even more!\I love stealing things that are precious to people!\Please! Don't!\Michelle! Wake up!\Awesome!\Archbishop-sama, I got Mary!\That's... response:	A signal...
context: Then I want it even more!\I love stealing things that are precious to people!\Please! Don't!\Michelle! Wake up!\Awesome!\Archbishop-sama, I got Mary!\That's...\A signal... response:	It seems the clock hand has been obtained.
context: I love stealing things that are precious to people!\Please! Don't!\Michelle! Wake up!\Awesome!\Archbishop-sama, I got Mary!\That's...\A signal...\It seems the clock hand has been obtained. response:	What...?
context: Please! Don't!\Michelle! Wake up!\Awesome!\Archbishop-sama, I got Mary!\That's...\A signal...\It seems the clock hand has been obtained.\What...? response:	Spicy...
context: Michelle! Wake up!\Awesome!\Archbishop-sama, I got Mary!\That's...\A signal...\It seems the clock hand has been obtained.\What...?\Spicy... response:	Lucy...
context: Awesome!\Archbishop-sama, I got Mary!\That's...\A signal...\It seems the clock hand has been obtained.\What...?\Spicy...\Lucy... response:	Those bastards...
context: Archbishop-sama, I got Mary!\That's...\A signal...\It seems the clock hand has been obtained.\What...?\Spicy...\Lucy...\Those bastards... response:	This ain't gonna end with Fairy Tail gettin' trounced!
context: That's...\A signal...\It seems the clock hand has been obtained.\What...?\Spicy...\Lucy...\Those bastards...\This ain't gonna end with Fairy Tail gettin' trounced! response:	I guess they weren't after Lucy after all, but that clock hand, huh?
context: A signal...\It seems the clock hand has been obtained.\What...?\Spicy...\Lucy...\Those bastards...\This ain't gonna end with Fairy Tail gettin' trounced!\I guess they weren't after Lucy after all, but that clock hand, huh? response:	I wonder why they want that thing...
context: It seems the clock hand has been obtained.\What...?\Spicy...\Lucy...\Those bastards...\This ain't gonna end with Fairy Tail gettin' trounced!\I guess they weren't after Lucy after all, but that clock hand, huh?\I wonder why they want that thing... response:	It's obvious, ain't it?
context: What...?\Spicy...\Lucy...\Those bastards...\This ain't gonna end with Fairy Tail gettin' trounced!\I guess they weren't after Lucy after all, but that clock hand, huh?\I wonder why they want that thing...\It's obvious, ain't it? response:	I bet those jackasses are clock geeks!
context: Spicy...\Lucy...\Those bastards...\This ain't gonna end with Fairy Tail gettin' trounced!\I guess they weren't after Lucy after all, but that clock hand, huh?\I wonder why they want that thing...\It's obvious, ain't it?\I bet those jackasses are clock geeks! response:	Mmm, I don't think you're on the right track there...
context: Lucy...\Those bastards...\This ain't gonna end with Fairy Tail gettin' trounced!\I guess they weren't after Lucy after all, but that clock hand, huh?\I wonder why they want that thing...\It's obvious, ain't it?\I bet those jackasses are clock geeks!\Mmm, I don't think you're on the right track there... response:	Next time: Key of the Starry Sky!
context: Those bastards...\This ain't gonna end with Fairy Tail gettin' trounced!\I guess they weren't after Lucy after all, but that clock hand, huh?\I wonder why they want that thing...\It's obvious, ain't it?\I bet those jackasses are clock geeks!\Mmm, I don't think you're on the right track there...\Next time: Key of the Starry Sky! response:	If they're not geeks... Maybe it's a fetish?
context: This ain't gonna end with Fairy Tail gettin' trounced!\I guess they weren't after Lucy after all, but that clock hand, huh?\I wonder why they want that thing...\It's obvious, ain't it?\I bet those jackasses are clock geeks!\Mmm, I don't think you're on the right track there...\Next time: Key of the Starry Sky!\If they're not geeks... Maybe it's a fetish? response:	So the big hand and little hand form a golden triangle...
context: I guess they weren't after Lucy after all, but that clock hand, huh?\I wonder why they want that thing...\It's obvious, ain't it?\I bet those jackasses are clock geeks!\Mmm, I don't think you're on the right track there...\Next time: Key of the Starry Sky!\If they're not geeks... Maybe it's a fetish?\So the big hand and little hand form a golden triangle... response:	Not a chance!
