context: It's getting lonelier and lonelier. response:	Does she really live in a place like this?
context: I'm more concerned with the price.\What can I get out of this metia?\Well, it's my first time using a metia, too.\But I'd say there's no doubt it'll fetch more than that insignia.\Then that settles it! This cell phone for the insignia!\Negotiations complete!\Hey!\Nope. Not yet. response:	Why not?!
context: What can I get out of this metia?\Well, it's my first time using a metia, too.\But I'd say there's no doubt it'll fetch more than that insignia.\Then that settles it! This cell phone for the insignia!\Negotiations complete!\Hey!\Nope. Not yet.\Why not?! response:	You're not the only one I'm negotiating with for this.
context: Well, it's my first time using a metia, too.\But I'd say there's no doubt it'll fetch more than that insignia.\Then that settles it! This cell phone for the insignia!\Negotiations complete!\Hey!\Nope. Not yet.\Why not?!\You're not the only one I'm negotiating with for this. response:	Huh?
context: But I'd say there's no doubt it'll fetch more than that insignia.\Then that settles it! This cell phone for the insignia!\Negotiations complete!\Hey!\Nope. Not yet.\Why not?!\You're not the only one I'm negotiating with for this.\Huh? response:	Besides, I nabbed this insignia because I was asked to.
context: Then that settles it! This cell phone for the insignia!\Negotiations complete!\Hey!\Nope. Not yet.\Why not?!\You're not the only one I'm negotiating with for this.\Huh?\Besides, I nabbed this insignia because I was asked to. response:	My client told me I could get ten holy coins for it.
context: Negotiations complete!\Hey!\Nope. Not yet.\Why not?!\You're not the only one I'm negotiating with for this.\Huh?\Besides, I nabbed this insignia because I was asked to.\My client told me I could get ten holy coins for it. response:	You already had a deal with the one you stole it for?
context: Hey!\Nope. Not yet.\Why not?!\You're not the only one I'm negotiating with for this.\Huh?\Besides, I nabbed this insignia because I was asked to.\My client told me I could get ten holy coins for it.\You already had a deal with the one you stole it for? response:	I don't know what ten holy coins would be worth, but...
context: Nope. Not yet.\Why not?!\You're not the only one I'm negotiating with for this.\Huh?\Besides, I nabbed this insignia because I was asked to.\My client told me I could get ten holy coins for it.\You already had a deal with the one you stole it for?\I don't know what ten holy coins would be worth, but... response:	That metia you've got would be worth at least twenty holy coins...
context: Why not?!\You're not the only one I'm negotiating with for this.\Huh?\Besides, I nabbed this insignia because I was asked to.\My client told me I could get ten holy coins for it.\You already had a deal with the one you stole it for?\I don't know what ten holy coins would be worth, but...\That metia you've got would be worth at least twenty holy coins... response:	No, there are probably fanciers out there who'd pay more for a thing like that.
context: You're not the only one I'm negotiating with for this.\Huh?\Besides, I nabbed this insignia because I was asked to.\My client told me I could get ten holy coins for it.\You already had a deal with the one you stole it for?\I don't know what ten holy coins would be worth, but...\That metia you've got would be worth at least twenty holy coins...\No, there are probably fanciers out there who'd pay more for a thing like that. response:	Really?! That means I can get away with overcharging for it!
context: Huh?\Besides, I nabbed this insignia because I was asked to.\My client told me I could get ten holy coins for it.\You already had a deal with the one you stole it for?\I don't know what ten holy coins would be worth, but...\That metia you've got would be worth at least twenty holy coins...\No, there are probably fanciers out there who'd pay more for a thing like that.\Really?! That means I can get away with overcharging for it! response:	So, when and where are you meeting your client?
context: Besides, I nabbed this insignia because I was asked to.\My client told me I could get ten holy coins for it.\You already had a deal with the one you stole it for?\I don't know what ten holy coins would be worth, but...\That metia you've got would be worth at least twenty holy coins...\No, there are probably fanciers out there who'd pay more for a thing like that.\Really?! That means I can get away with overcharging for it!\So, when and where are you meeting your client? response:	Don't worry. Negotiations will be held here.
context: My client told me I could get ten holy coins for it.\You already had a deal with the one you stole it for?\I don't know what ten holy coins would be worth, but...\That metia you've got would be worth at least twenty holy coins...\No, there are probably fanciers out there who'd pay more for a thing like that.\Really?! That means I can get away with overcharging for it!\So, when and where are you meeting your client?\Don't worry. Negotiations will be held here. response:	If a little thing like me dealt with them alone,
context: You already had a deal with the one you stole it for?\I don't know what ten holy coins would be worth, but...\That metia you've got would be worth at least twenty holy coins...\No, there are probably fanciers out there who'd pay more for a thing like that.\Really?! That means I can get away with overcharging for it!\So, when and where are you meeting your client?\Don't worry. Negotiations will be held here.\If a little thing like me dealt with them alone, response:	I'd be sunk if a client decided to bilk on me.
context: I don't know what ten holy coins would be worth, but...\That metia you've got would be worth at least twenty holy coins...\No, there are probably fanciers out there who'd pay more for a thing like that.\Really?! That means I can get away with overcharging for it!\So, when and where are you meeting your client?\Don't worry. Negotiations will be held here.\If a little thing like me dealt with them alone,\I'd be sunk if a client decided to bilk on me. response:	But I don't have to worry with Old Man Rom here.
context: That metia you've got would be worth at least twenty holy coins...\No, there are probably fanciers out there who'd pay more for a thing like that.\Really?! That means I can get away with overcharging for it!\So, when and where are you meeting your client?\Don't worry. Negotiations will be held here.\If a little thing like me dealt with them alone,\I'd be sunk if a client decided to bilk on me.\But I don't have to worry with Old Man Rom here. response:	Do they know the password?
context: No, there are probably fanciers out there who'd pay more for a thing like that.\Really?! That means I can get away with overcharging for it!\So, when and where are you meeting your client?\Don't worry. Negotiations will be held here.\If a little thing like me dealt with them alone,\I'd be sunk if a client decided to bilk on me.\But I don't have to worry with Old Man Rom here.\Do they know the password? response:	Oh, I didn't mention it.
context: Really?! That means I can get away with overcharging for it!\So, when and where are you meeting your client?\Don't worry. Negotiations will be held here.\If a little thing like me dealt with them alone,\I'd be sunk if a client decided to bilk on me.\But I don't have to worry with Old Man Rom here.\Do they know the password?\Oh, I didn't mention it. response:	That's probably for me. I'll go check.
context: So, when and where are you meeting your client?\Don't worry. Negotiations will be held here.\If a little thing like me dealt with them alone,\I'd be sunk if a client decided to bilk on me.\But I don't have to worry with Old Man Rom here.\Do they know the password?\Oh, I didn't mention it.\That's probably for me. I'll go check. response:	You're okay with letting her use you like that?
context: Don't worry. Negotiations will be held here.\If a little thing like me dealt with them alone,\I'd be sunk if a client decided to bilk on me.\But I don't have to worry with Old Man Rom here.\Do they know the password?\Oh, I didn't mention it.\That's probably for me. I'll go check.\You're okay with letting her use you like that? response:	Well, it ain't like we're total strangers.
context: If a little thing like me dealt with them alone,\I'd be sunk if a client decided to bilk on me.\But I don't have to worry with Old Man Rom here.\Do they know the password?\Oh, I didn't mention it.\That's probably for me. I'll go check.\You're okay with letting her use you like that?\Well, it ain't like we're total strangers. response:	I've known her a long time, so I'll help her out.
context: I'd be sunk if a client decided to bilk on me.\But I don't have to worry with Old Man Rom here.\Do they know the password?\Oh, I didn't mention it.\That's probably for me. I'll go check.\You're okay with letting her use you like that?\Well, it ain't like we're total strangers.\I've known her a long time, so I'll help her out. response:	You know, even I have to give a wry chuckle at the sight
context: But I don't have to worry with Old Man Rom here.\Do they know the password?\Oh, I didn't mention it.\That's probably for me. I'll go check.\You're okay with letting her use you like that?\Well, it ain't like we're total strangers.\I've known her a long time, so I'll help her out.\You know, even I have to give a wry chuckle at the sight response:	of someone looking like such a barbarian.
context: Do they know the password?\Oh, I didn't mention it.\That's probably for me. I'll go check.\You're okay with letting her use you like that?\Well, it ain't like we're total strangers.\I've known her a long time, so I'll help her out.\You know, even I have to give a wry chuckle at the sight\of someone looking like such a barbarian. response:	Well, look at where we are.
context: Oh, I didn't mention it.\That's probably for me. I'll go check.\You're okay with letting her use you like that?\Well, it ain't like we're total strangers.\I've known her a long time, so I'll help her out.\You know, even I have to give a wry chuckle at the sight\of someone looking like such a barbarian.\Well, look at where we are. response:	Everyone around here is desperate just to survive.
context: That's probably for me. I'll go check.\You're okay with letting her use you like that?\Well, it ain't like we're total strangers.\I've known her a long time, so I'll help her out.\You know, even I have to give a wry chuckle at the sight\of someone looking like such a barbarian.\Well, look at where we are.\Everyone around here is desperate just to survive. response:	It's common for youngsters to join forces with others
context: You're okay with letting her use you like that?\Well, it ain't like we're total strangers.\I've known her a long time, so I'll help her out.\You know, even I have to give a wry chuckle at the sight\of someone looking like such a barbarian.\Well, look at where we are.\Everyone around here is desperate just to survive.\It's common for youngsters to join forces with others response:	in similar situations to keep themselves alive.
context: Well, it ain't like we're total strangers.\I've known her a long time, so I'll help her out.\You know, even I have to give a wry chuckle at the sight\of someone looking like such a barbarian.\Well, look at where we are.\Everyone around here is desperate just to survive.\It's common for youngsters to join forces with others\in similar situations to keep themselves alive. response:	But Felt ain't cut out for that.
context: I've known her a long time, so I'll help her out.\You know, even I have to give a wry chuckle at the sight\of someone looking like such a barbarian.\Well, look at where we are.\Everyone around here is desperate just to survive.\It's common for youngsters to join forces with others\in similar situations to keep themselves alive.\But Felt ain't cut out for that. response:	That's why I gotta look out for her.
context: You know, even I have to give a wry chuckle at the sight\of someone looking like such a barbarian.\Well, look at where we are.\Everyone around here is desperate just to survive.\It's common for youngsters to join forces with others\in similar situations to keep themselves alive.\But Felt ain't cut out for that.\That's why I gotta look out for her. response:	I was right. It was for me.
context: of someone looking like such a barbarian.\Well, look at where we are.\Everyone around here is desperate just to survive.\It's common for youngsters to join forces with others\in similar situations to keep themselves alive.\But Felt ain't cut out for that.\That's why I gotta look out for her.\I was right. It was for me. response:	Over here. Care to sit down?
context: Well, look at where we are.\Everyone around here is desperate just to survive.\It's common for youngsters to join forces with others\in similar situations to keep themselves alive.\But Felt ain't cut out for that.\That's why I gotta look out for her.\I was right. It was for me.\Over here. Care to sit down? response:	There seem to be several outsiders here.
context: Everyone around here is desperate just to survive.\It's common for youngsters to join forces with others\in similar situations to keep themselves alive.\But Felt ain't cut out for that.\That's why I gotta look out for her.\I was right. It was for me.\Over here. Care to sit down?\There seem to be several outsiders here. response:	Well, I'd be in trouble if you bilked on me.
context: It's common for youngsters to join forces with others\in similar situations to keep themselves alive.\But Felt ain't cut out for that.\That's why I gotta look out for her.\I was right. It was for me.\Over here. Care to sit down?\There seem to be several outsiders here.\Well, I'd be in trouble if you bilked on me. response:	We weaklings have our own brand of smarts.
context: in similar situations to keep themselves alive.\But Felt ain't cut out for that.\That's why I gotta look out for her.\I was right. It was for me.\Over here. Care to sit down?\There seem to be several outsiders here.\Well, I'd be in trouble if you bilked on me.\We weaklings have our own brand of smarts. response:	I know this older fellow, but who's the young man?
context: But Felt ain't cut out for that.\That's why I gotta look out for her.\I was right. It was for me.\Over here. Care to sit down?\There seem to be several outsiders here.\Well, I'd be in trouble if you bilked on me.\We weaklings have our own brand of smarts.\I know this older fellow, but who's the young man? response:	This guy's your rival.
context: That's why I gotta look out for her.\I was right. It was for me.\Over here. Care to sit down?\There seem to be several outsiders here.\Well, I'd be in trouble if you bilked on me.\We weaklings have our own brand of smarts.\I know this older fellow, but who's the young man?\This guy's your rival. response:	He's the other person negotiating with me.
context: I was right. It was for me.\Over here. Care to sit down?\There seem to be several outsiders here.\Well, I'd be in trouble if you bilked on me.\We weaklings have our own brand of smarts.\I know this older fellow, but who's the young man?\This guy's your rival.\He's the other person negotiating with me. response:	I see.
context: Over here. Care to sit down?\There seem to be several outsiders here.\Well, I'd be in trouble if you bilked on me.\We weaklings have our own brand of smarts.\I know this older fellow, but who's the young man?\This guy's your rival.\He's the other person negotiating with me.\I see. response:	I understand the situation now.
context: There seem to be several outsiders here.\Well, I'd be in trouble if you bilked on me.\We weaklings have our own brand of smarts.\I know this older fellow, but who's the young man?\This guy's your rival.\He's the other person negotiating with me.\I see.\I understand the situation now. response:	So that means you two will be bidding against each other.
context: Well, I'd be in trouble if you bilked on me.\We weaklings have our own brand of smarts.\I know this older fellow, but who's the young man?\This guy's your rival.\He's the other person negotiating with me.\I see.\I understand the situation now.\So that means you two will be bidding against each other. response:	I don't really care who gets the insignia,
context: We weaklings have our own brand of smarts.\I know this older fellow, but who's the young man?\This guy's your rival.\He's the other person negotiating with me.\I see.\I understand the situation now.\So that means you two will be bidding against each other.\I don't really care who gets the insignia, response:	so I'll sell it to the highest bidder.
context: I know this older fellow, but who's the young man?\This guy's your rival.\He's the other person negotiating with me.\I see.\I understand the situation now.\So that means you two will be bidding against each other.\I don't really care who gets the insignia,\so I'll sell it to the highest bidder. response:	I think I like that personality of yours.
context: This guy's your rival.\He's the other person negotiating with me.\I see.\I understand the situation now.\So that means you two will be bidding against each other.\I don't really care who gets the insignia,\so I'll sell it to the highest bidder.\I think I like that personality of yours. response:	So how much did this young man bid?
context: He's the other person negotiating with me.\I see.\I understand the situation now.\So that means you two will be bidding against each other.\I don't really care who gets the insignia,\so I'll sell it to the highest bidder.\I think I like that personality of yours.\So how much did this young man bid? response:	I'm putting up this metia.
context: I see.\I understand the situation now.\So that means you two will be bidding against each other.\I don't really care who gets the insignia,\so I'll sell it to the highest bidder.\I think I like that personality of yours.\So how much did this young man bid?\I'm putting up this metia. response:	It's a rare item, probably the only one of its kind in this world.
context: I understand the situation now.\So that means you two will be bidding against each other.\I don't really care who gets the insignia,\so I'll sell it to the highest bidder.\I think I like that personality of yours.\So how much did this young man bid?\I'm putting up this metia.\It's a rare item, probably the only one of its kind in this world. response:	That muscleman tells me it's worth no less than twenty holy coins.
context: So that means you two will be bidding against each other.\I don't really care who gets the insignia,\so I'll sell it to the highest bidder.\I think I like that personality of yours.\So how much did this young man bid?\I'm putting up this metia.\It's a rare item, probably the only one of its kind in this world.\That muscleman tells me it's worth no less than twenty holy coins. response:	A metia...
context: I don't really care who gets the insignia,\so I'll sell it to the highest bidder.\I think I like that personality of yours.\So how much did this young man bid?\I'm putting up this metia.\It's a rare item, probably the only one of its kind in this world.\That muscleman tells me it's worth no less than twenty holy coins.\A metia... response:	As it happens, the client sent me with some extra funds.
context: so I'll sell it to the highest bidder.\I think I like that personality of yours.\So how much did this young man bid?\I'm putting up this metia.\It's a rare item, probably the only one of its kind in this world.\That muscleman tells me it's worth no less than twenty holy coins.\A metia...\As it happens, the client sent me with some extra funds. response:	Just so I'd be prepared to sweeten the deal.
context: I think I like that personality of yours.\So how much did this young man bid?\I'm putting up this metia.\It's a rare item, probably the only one of its kind in this world.\That muscleman tells me it's worth no less than twenty holy coins.\A metia...\As it happens, the client sent me with some extra funds.\Just so I'd be prepared to sweeten the deal. response:	The client... So you were asked to fetch it, too?
context: So how much did this young man bid?\I'm putting up this metia.\It's a rare item, probably the only one of its kind in this world.\That muscleman tells me it's worth no less than twenty holy coins.\A metia...\As it happens, the client sent me with some extra funds.\Just so I'd be prepared to sweeten the deal.\The client... So you were asked to fetch it, too? response:	That's right. The client is the one who wants it.
context: I'm putting up this metia.\It's a rare item, probably the only one of its kind in this world.\That muscleman tells me it's worth no less than twenty holy coins.\A metia...\As it happens, the client sent me with some extra funds.\Just so I'd be prepared to sweeten the deal.\The client... So you were asked to fetch it, too?\That's right. The client is the one who wants it. response:	Would you happen to be in the same business?
context: It's a rare item, probably the only one of its kind in this world.\That muscleman tells me it's worth no less than twenty holy coins.\A metia...\As it happens, the client sent me with some extra funds.\Just so I'd be prepared to sweeten the deal.\The client... So you were asked to fetch it, too?\That's right. The client is the one who wants it.\Would you happen to be in the same business? response:	Being in the same business as me would mean they're unemployed!
context: That muscleman tells me it's worth no less than twenty holy coins.\A metia...\As it happens, the client sent me with some extra funds.\Just so I'd be prepared to sweeten the deal.\The client... So you were asked to fetch it, too?\That's right. The client is the one who wants it.\Would you happen to be in the same business?\Being in the same business as me would mean they're unemployed! response:	So, this unemployed guy has named a price that puts him far in the lead.
context: A metia...\As it happens, the client sent me with some extra funds.\Just so I'd be prepared to sweeten the deal.\The client... So you were asked to fetch it, too?\That's right. The client is the one who wants it.\Would you happen to be in the same business?\Being in the same business as me would mean they're unemployed!\So, this unemployed guy has named a price that puts him far in the lead. response:	What price is your master putting on it?
context: As it happens, the client sent me with some extra funds.\Just so I'd be prepared to sweeten the deal.\The client... So you were asked to fetch it, too?\That's right. The client is the one who wants it.\Would you happen to be in the same business?\Being in the same business as me would mean they're unemployed!\So, this unemployed guy has named a price that puts him far in the lead.\What price is your master putting on it? response:	Twenty exactly.
context: Just so I'd be prepared to sweeten the deal.\The client... So you were asked to fetch it, too?\That's right. The client is the one who wants it.\Would you happen to be in the same business?\Being in the same business as me would mean they're unemployed!\So, this unemployed guy has named a price that puts him far in the lead.\What price is your master putting on it?\Twenty exactly. response:	These are all the holy coins my employer sent with me.
context: The client... So you were asked to fetch it, too?\That's right. The client is the one who wants it.\Would you happen to be in the same business?\Being in the same business as me would mean they're unemployed!\So, this unemployed guy has named a price that puts him far in the lead.\What price is your master putting on it?\Twenty exactly.\These are all the holy coins my employer sent with me. response:	Is it not quite enough?
context: That's right. The client is the one who wants it.\Would you happen to be in the same business?\Being in the same business as me would mean they're unemployed!\So, this unemployed guy has named a price that puts him far in the lead.\What price is your master putting on it?\Twenty exactly.\These are all the holy coins my employer sent with me.\Is it not quite enough? response:	You're a man! Don't make that pathetic face!
context: Would you happen to be in the same business?\Being in the same business as me would mean they're unemployed!\So, this unemployed guy has named a price that puts him far in the lead.\What price is your master putting on it?\Twenty exactly.\These are all the holy coins my employer sent with me.\Is it not quite enough?\You're a man! Don't make that pathetic face! response:	I told you, your metia is worth no less than twenty...
context: Being in the same business as me would mean they're unemployed!\So, this unemployed guy has named a price that puts him far in the lead.\What price is your master putting on it?\Twenty exactly.\These are all the holy coins my employer sent with me.\Is it not quite enough?\You're a man! Don't make that pathetic face!\I told you, your metia is worth no less than twenty... response:	As I see it, victory in this deal is leaning toward the boy.
context: So, this unemployed guy has named a price that puts him far in the lead.\What price is your master putting on it?\Twenty exactly.\These are all the holy coins my employer sent with me.\Is it not quite enough?\You're a man! Don't make that pathetic face!\I told you, your metia is worth no less than twenty...\As I see it, victory in this deal is leaning toward the boy. response:	Sorry for you and your employer, but you'd better bag up those coins and leave.
context: What price is your master putting on it?\Twenty exactly.\These are all the holy coins my employer sent with me.\Is it not quite enough?\You're a man! Don't make that pathetic face!\I told you, your metia is worth no less than twenty...\As I see it, victory in this deal is leaning toward the boy.\Sorry for you and your employer, but you'd better bag up those coins and leave. response:	Yes!
context: Twenty exactly.\These are all the holy coins my employer sent with me.\Is it not quite enough?\You're a man! Don't make that pathetic face!\I told you, your metia is worth no less than twenty...\As I see it, victory in this deal is leaning toward the boy.\Sorry for you and your employer, but you'd better bag up those coins and leave.\Yes! response:	Wh-What? What's wrong with a little victory pose? I'm psyched!
context: These are all the holy coins my employer sent with me.\Is it not quite enough?\You're a man! Don't make that pathetic face!\I told you, your metia is worth no less than twenty...\As I see it, victory in this deal is leaning toward the boy.\Sorry for you and your employer, but you'd better bag up those coins and leave.\Yes!\Wh-What? What's wrong with a little victory pose? I'm psyched! response:	No one said anything.
context: Is it not quite enough?\You're a man! Don't make that pathetic face!\I told you, your metia is worth no less than twenty...\As I see it, victory in this deal is leaning toward the boy.\Sorry for you and your employer, but you'd better bag up those coins and leave.\Yes!\Wh-What? What's wrong with a little victory pose? I'm psyched!\No one said anything. response:	Go as crazy as you want. I don't care, as long as I get my profit.
context: You're a man! Don't make that pathetic face!\I told you, your metia is worth no less than twenty...\As I see it, victory in this deal is leaning toward the boy.\Sorry for you and your employer, but you'd better bag up those coins and leave.\Yes!\Wh-What? What's wrong with a little victory pose? I'm psyched!\No one said anything.\Go as crazy as you want. I don't care, as long as I get my profit. response:	Uh, sorry, Elsa-san. You'll probably get in trouble, huh?
context: I told you, your metia is worth no less than twenty...\As I see it, victory in this deal is leaning toward the boy.\Sorry for you and your employer, but you'd better bag up those coins and leave.\Yes!\Wh-What? What's wrong with a little victory pose? I'm psyched!\No one said anything.\Go as crazy as you want. I don't care, as long as I get my profit.\Uh, sorry, Elsa-san. You'll probably get in trouble, huh? response:	It can't be helped.
context: As I see it, victory in this deal is leaning toward the boy.\Sorry for you and your employer, but you'd better bag up those coins and leave.\Yes!\Wh-What? What's wrong with a little victory pose? I'm psyched!\No one said anything.\Go as crazy as you want. I don't care, as long as I get my profit.\Uh, sorry, Elsa-san. You'll probably get in trouble, huh?\It can't be helped. response:	It was my employer's fault for trying to underpay.
context: Sorry for you and your employer, but you'd better bag up those coins and leave.\Yes!\Wh-What? What's wrong with a little victory pose? I'm psyched!\No one said anything.\Go as crazy as you want. I don't care, as long as I get my profit.\Uh, sorry, Elsa-san. You'll probably get in trouble, huh?\It can't be helped.\It was my employer's fault for trying to underpay. response:	Well, this deal ended in disappointment for me,
context: Yes!\Wh-What? What's wrong with a little victory pose? I'm psyched!\No one said anything.\Go as crazy as you want. I don't care, as long as I get my profit.\Uh, sorry, Elsa-san. You'll probably get in trouble, huh?\It can't be helped.\It was my employer's fault for trying to underpay.\Well, this deal ended in disappointment for me, response:	but I'll be taking my leave now.
context: Wh-What? What's wrong with a little victory pose? I'm psyched!\No one said anything.\Go as crazy as you want. I don't care, as long as I get my profit.\Uh, sorry, Elsa-san. You'll probably get in trouble, huh?\It can't be helped.\It was my employer's fault for trying to underpay.\Well, this deal ended in disappointment for me,\but I'll be taking my leave now. response:	By the way, what do you intend to do with that insignia?
context: No one said anything.\Go as crazy as you want. I don't care, as long as I get my profit.\Uh, sorry, Elsa-san. You'll probably get in trouble, huh?\It can't be helped.\It was my employer's fault for trying to underpay.\Well, this deal ended in disappointment for me,\but I'll be taking my leave now.\By the way, what do you intend to do with that insignia? response:	Oh, I'm going to find its owner and return it to her.
context: Go as crazy as you want. I don't care, as long as I get my profit.\Uh, sorry, Elsa-san. You'll probably get in trouble, huh?\It can't be helped.\It was my employer's fault for trying to underpay.\Well, this deal ended in disappointment for me,\but I'll be taking my leave now.\By the way, what do you intend to do with that insignia?\Oh, I'm going to find its owner and return it to her. response:	Oh... You're with them, then.
context: Uh, sorry, Elsa-san. You'll probably get in trouble, huh?\It can't be helped.\It was my employer's fault for trying to underpay.\Well, this deal ended in disappointment for me,\but I'll be taking my leave now.\By the way, what do you intend to do with that insignia?\Oh, I'm going to find its owner and return it to her.\Oh... You're with them, then. response:	Wh-What?
context: It can't be helped.\It was my employer's fault for trying to underpay.\Well, this deal ended in disappointment for me,\but I'll be taking my leave now.\By the way, what do you intend to do with that insignia?\Oh, I'm going to find its owner and return it to her.\Oh... You're with them, then.\Wh-What? response:	Do you want to die?!
context: It was my employer's fault for trying to underpay.\Well, this deal ended in disappointment for me,\but I'll be taking my leave now.\By the way, what do you intend to do with that insignia?\Oh, I'm going to find its owner and return it to her.\Oh... You're with them, then.\Wh-What?\Do you want to die?! response:	Oh, my. You dodged my strike.
context: Well, this deal ended in disappointment for me,\but I'll be taking my leave now.\By the way, what do you intend to do with that insignia?\Oh, I'm going to find its owner and return it to her.\Oh... You're with them, then.\Wh-What?\Do you want to die?!\Oh, my. You dodged my strike. response:	This is my first battle to the death with a giant!
context: but I'll be taking my leave now.\By the way, what do you intend to do with that insignia?\Oh, I'm going to find its owner and return it to her.\Oh... You're with them, then.\Wh-What?\Do you want to die?!\Oh, my. You dodged my strike.\This is my first battle to the death with a giant! response:	Quiet, little girl! I'll grind you up and feed you to the rats!
context: By the way, what do you intend to do with that insignia?\Oh, I'm going to find its owner and return it to her.\Oh... You're with them, then.\Wh-What?\Do you want to die?!\Oh, my. You dodged my strike.\This is my first battle to the death with a giant!\Quiet, little girl! I'll grind you up and feed you to the rats! response:	This is bad!
context: Oh, I'm going to find its owner and return it to her.\Oh... You're with them, then.\Wh-What?\Do you want to die?!\Oh, my. You dodged my strike.\This is my first battle to the death with a giant!\Quiet, little girl! I'll grind you up and feed you to the rats!\This is bad! response:	Don't worry. There's no way Old Man Rom will lose.
context: Oh... You're with them, then.\Wh-What?\Do you want to die?!\Oh, my. You dodged my strike.\This is my first battle to the death with a giant!\Quiet, little girl! I'll grind you up and feed you to the rats!\This is bad!\Don't worry. There's no way Old Man Rom will lose. response:	Take this!
context: Wh-What?\Do you want to die?!\Oh, my. You dodged my strike.\This is my first battle to the death with a giant!\Quiet, little girl! I'll grind you up and feed you to the rats!\This is bad!\Don't worry. There's no way Old Man Rom will lose.\Take this! response:	Old Man Rom!
context: Do you want to die?!\Oh, my. You dodged my strike.\This is my first battle to the death with a giant!\Quiet, little girl! I'll grind you up and feed you to the rats!\This is bad!\Don't worry. There's no way Old Man Rom will lose.\Take this!\Old Man Rom! response:	Damn it!
context: Oh, my. You dodged my strike.\This is my first battle to the death with a giant!\Quiet, little girl! I'll grind you up and feed you to the rats!\This is bad!\Don't worry. There's no way Old Man Rom will lose.\Take this!\Old Man Rom!\Damn it! response:	I forgot to say...
context: This is my first battle to the death with a giant!\Quiet, little girl! I'll grind you up and feed you to the rats!\This is bad!\Don't worry. There's no way Old Man Rom will lose.\Take this!\Old Man Rom!\Damn it!\I forgot to say... response:	I can at least take you with me!
context: Quiet, little girl! I'll grind you up and feed you to the rats!\This is bad!\Don't worry. There's no way Old Man Rom will lose.\Take this!\Old Man Rom!\Damn it!\I forgot to say...\I can at least take you with me! response:	Thank you for the milk.
context: This is bad!\Don't worry. There's no way Old Man Rom will lose.\Take this!\Old Man Rom!\Damn it!\I forgot to say...\I can at least take you with me!\Thank you for the milk. response:	I'll return this.
context: Don't worry. There's no way Old Man Rom will lose.\Take this!\Old Man Rom!\Damn it!\I forgot to say...\I can at least take you with me!\Thank you for the milk.\I'll return this. response:	You bitch... How dare you?
context: Take this!\Old Man Rom!\Damn it!\I forgot to say...\I can at least take you with me!\Thank you for the milk.\I'll return this.\You bitch... How dare you? response:	Oh? It seems you have more courage than your friend there.
context: Old Man Rom!\Damn it!\I forgot to say...\I can at least take you with me!\Thank you for the milk.\I'll return this.\You bitch... How dare you?\Oh? It seems you have more courage than your friend there. response:	But if you resist, you might very well get hurt.
context: Damn it!\I forgot to say...\I can at least take you with me!\Thank you for the milk.\I'll return this.\You bitch... How dare you?\Oh? It seems you have more courage than your friend there.\But if you resist, you might very well get hurt. response:	I'll kill you, even if you don't fight back, you psychopath!
context: I forgot to say...\I can at least take you with me!\Thank you for the milk.\I'll return this.\You bitch... How dare you?\Oh? It seems you have more courage than your friend there.\But if you resist, you might very well get hurt.\I'll kill you, even if you don't fight back, you psychopath! response:	If you move around, my hands might slip.
context: I can at least take you with me!\Thank you for the milk.\I'll return this.\You bitch... How dare you?\Oh? It seems you have more courage than your friend there.\But if you resist, you might very well get hurt.\I'll kill you, even if you don't fight back, you psychopath!\If you move around, my hands might slip. response:	I'm quite rough at handling blades, you see.
context: Thank you for the milk.\I'll return this.\You bitch... How dare you?\Oh? It seems you have more courage than your friend there.\But if you resist, you might very well get hurt.\I'll kill you, even if you don't fight back, you psychopath!\If you move around, my hands might slip.\I'm quite rough at handling blades, you see. response:	Sorry you got caught up in this.
context: I'll return this.\You bitch... How dare you?\Oh? It seems you have more courage than your friend there.\But if you resist, you might very well get hurt.\I'll kill you, even if you don't fight back, you psychopath!\If you move around, my hands might slip.\I'm quite rough at handling blades, you see.\Sorry you got caught up in this. response:	I-I...
context: You bitch... How dare you?\Oh? It seems you have more courage than your friend there.\But if you resist, you might very well get hurt.\I'll kill you, even if you don't fight back, you psychopath!\If you move around, my hands might slip.\I'm quite rough at handling blades, you see.\Sorry you got caught up in this.\I-I... response:	Blessing of the Wind.
context: Oh? It seems you have more courage than your friend there.\But if you resist, you might very well get hurt.\I'll kill you, even if you don't fight back, you psychopath!\If you move around, my hands might slip.\I'm quite rough at handling blades, you see.\Sorry you got caught up in this.\I-I...\Blessing of the Wind. response:	How wonderful. I can see you are loved by this world.
context: But if you resist, you might very well get hurt.\I'll kill you, even if you don't fight back, you psychopath!\If you move around, my hands might slip.\I'm quite rough at handling blades, you see.\Sorry you got caught up in this.\I-I...\Blessing of the Wind.\How wonderful. I can see you are loved by this world. response:	I envy you!
context: I'll kill you, even if you don't fight back, you psychopath!\If you move around, my hands might slip.\I'm quite rough at handling blades, you see.\Sorry you got caught up in this.\I-I...\Blessing of the Wind.\How wonderful. I can see you are loved by this world.\I envy you! response:	The old man and the girl have fallen, yet you aren't moving.
context: If you move around, my hands might slip.\I'm quite rough at handling blades, you see.\Sorry you got caught up in this.\I-I...\Blessing of the Wind.\How wonderful. I can see you are loved by this world.\I envy you!\The old man and the girl have fallen, yet you aren't moving. response:	Have you given up?
