context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: Mistake?! You haven't done anything wrong!\No. I have...\Princess?\Saito-san...\Louise.\Louise!\Wait! You got it wrong! Louise!\Louise... response:	Louise! Wait!
context: No. I have...\Princess?\Saito-san...\Louise.\Louise!\Wait! You got it wrong! Louise!\Louise...\Louise! Wait! response:	Why? I don't get it! I don't understand him!
context: Princess?\Saito-san...\Louise.\Louise!\Wait! You got it wrong! Louise!\Louise...\Louise! Wait!\Why? I don't get it! I don't understand him! response:	Louise!
context: Saito-san...\Louise.\Louise!\Wait! You got it wrong! Louise!\Louise...\Louise! Wait!\Why? I don't get it! I don't understand him!\Louise! response:	No, let go of me!
context: Louise.\Louise!\Wait! You got it wrong! Louise!\Louise...\Louise! Wait!\Why? I don't get it! I don't understand him!\Louise!\No, let go of me! response:	Listen to me!
context: Louise!\Wait! You got it wrong! Louise!\Louise...\Louise! Wait!\Why? I don't get it! I don't understand him!\Louise!\No, let go of me!\Listen to me! response:	I hate you, Saito.
context: Wait! You got it wrong! Louise!\Louise...\Louise! Wait!\Why? I don't get it! I don't understand him!\Louise!\No, let go of me!\Listen to me!\I hate you, Saito. response:	You're a big, stupid traitor.
context: Louise...\Louise! Wait!\Why? I don't get it! I don't understand him!\Louise!\No, let go of me!\Listen to me!\I hate you, Saito.\You're a big, stupid traitor. response:	You were with the Princess of all people.
context: Louise! Wait!\Why? I don't get it! I don't understand him!\Louise!\No, let go of me!\Listen to me!\I hate you, Saito.\You're a big, stupid traitor.\You were with the Princess of all people. response:	Has this been going on for long?
context: Why? I don't get it! I don't understand him!\Louise!\No, let go of me!\Listen to me!\I hate you, Saito.\You're a big, stupid traitor.\You were with the Princess of all people.\Has this been going on for long? response:	Have you been sneaking behind my back?
context: Louise!\No, let go of me!\Listen to me!\I hate you, Saito.\You're a big, stupid traitor.\You were with the Princess of all people.\Has this been going on for long?\Have you been sneaking behind my back? response:	It's not like that. That was...
context: No, let go of me!\Listen to me!\I hate you, Saito.\You're a big, stupid traitor.\You were with the Princess of all people.\Has this been going on for long?\Have you been sneaking behind my back?\It's not like that. That was... response:	How is it not? I saw it with my own eyes!
context: Listen to me!\I hate you, Saito.\You're a big, stupid traitor.\You were with the Princess of all people.\Has this been going on for long?\Have you been sneaking behind my back?\It's not like that. That was...\How is it not? I saw it with my own eyes! response:	That's because I mistook her as you.
context: I hate you, Saito.\You're a big, stupid traitor.\You were with the Princess of all people.\Has this been going on for long?\Have you been sneaking behind my back?\It's not like that. That was...\How is it not? I saw it with my own eyes!\That's because I mistook her as you. response:	And also through a turn of events...
context: You're a big, stupid traitor.\You were with the Princess of all people.\Has this been going on for long?\Have you been sneaking behind my back?\It's not like that. That was...\How is it not? I saw it with my own eyes!\That's because I mistook her as you.\And also through a turn of events... response:	You liar!
context: You were with the Princess of all people.\Has this been going on for long?\Have you been sneaking behind my back?\It's not like that. That was...\How is it not? I saw it with my own eyes!\That's because I mistook her as you.\And also through a turn of events...\You liar! response:	Get away from me! I hate you, Saito!
context: Has this been going on for long?\Have you been sneaking behind my back?\It's not like that. That was...\How is it not? I saw it with my own eyes!\That's because I mistook her as you.\And also through a turn of events...\You liar!\Get away from me! I hate you, Saito! response:	Louise!
context: Have you been sneaking behind my back?\It's not like that. That was...\How is it not? I saw it with my own eyes!\That's because I mistook her as you.\And also through a turn of events...\You liar!\Get away from me! I hate you, Saito!\Louise! response:	Louise!
context: It's not like that. That was...\How is it not? I saw it with my own eyes!\That's because I mistook her as you.\And also through a turn of events...\You liar!\Get away from me! I hate you, Saito!\Louise!\Louise! response:	Louise.
context: How is it not? I saw it with my own eyes!\That's because I mistook her as you.\And also through a turn of events...\You liar!\Get away from me! I hate you, Saito!\Louise!\Louise!\Louise. response:	Oh, it's Tabitha.
context: That's because I mistook her as you.\And also through a turn of events...\You liar!\Get away from me! I hate you, Saito!\Louise!\Louise!\Louise.\Oh, it's Tabitha. response:	Hey, which way did Louise go?
context: And also through a turn of events...\You liar!\Get away from me! I hate you, Saito!\Louise!\Louise!\Louise.\Oh, it's Tabitha.\Hey, which way did Louise go? response:	Tabitha?
context: You liar!\Get away from me! I hate you, Saito!\Louise!\Louise!\Louise.\Oh, it's Tabitha.\Hey, which way did Louise go?\Tabitha? response:	You're horrible. You're absolutely horrible.
context: Get away from me! I hate you, Saito!\Louise!\Louise!\Louise.\Oh, it's Tabitha.\Hey, which way did Louise go?\Tabitha?\You're horrible. You're absolutely horrible. response:	I can't forgive you. I can't forgive you, no matter what.
context: Louise!\Louise!\Louise.\Oh, it's Tabitha.\Hey, which way did Louise go?\Tabitha?\You're horrible. You're absolutely horrible.\I can't forgive you. I can't forgive you, no matter what. response:	So have your revenge on him.
context: Louise!\Louise.\Oh, it's Tabitha.\Hey, which way did Louise go?\Tabitha?\You're horrible. You're absolutely horrible.\I can't forgive you. I can't forgive you, no matter what.\So have your revenge on him. response:	Revenge?
context: Louise.\Oh, it's Tabitha.\Hey, which way did Louise go?\Tabitha?\You're horrible. You're absolutely horrible.\I can't forgive you. I can't forgive you, no matter what.\So have your revenge on him.\Revenge? response:	Yes. You can do it.
context: Oh, it's Tabitha.\Hey, which way did Louise go?\Tabitha?\You're horrible. You're absolutely horrible.\I can't forgive you. I can't forgive you, no matter what.\So have your revenge on him.\Revenge?\Yes. You can do it. response:	Since you're a great Void mage.
context: Hey, which way did Louise go?\Tabitha?\You're horrible. You're absolutely horrible.\I can't forgive you. I can't forgive you, no matter what.\So have your revenge on him.\Revenge?\Yes. You can do it.\Since you're a great Void mage. response:	Who...
context: Tabitha?\You're horrible. You're absolutely horrible.\I can't forgive you. I can't forgive you, no matter what.\So have your revenge on him.\Revenge?\Yes. You can do it.\Since you're a great Void mage.\Who... response:	Could it be...
context: You're horrible. You're absolutely horrible.\I can't forgive you. I can't forgive you, no matter what.\So have your revenge on him.\Revenge?\Yes. You can do it.\Since you're a great Void mage.\Who...\Could it be... response:	Sheffield!
context: I can't forgive you. I can't forgive you, no matter what.\So have your revenge on him.\Revenge?\Yes. You can do it.\Since you're a great Void mage.\Who...\Could it be...\Sheffield! response:	What do you want, coming all the way here?
context: So have your revenge on him.\Revenge?\Yes. You can do it.\Since you're a great Void mage.\Who...\Could it be...\Sheffield!\What do you want, coming all the way here? response:	I am not your enemy.
context: Revenge?\Yes. You can do it.\Since you're a great Void mage.\Who...\Could it be...\Sheffield!\What do you want, coming all the way here?\I am not your enemy. response:	Yeah, right.
context: Yes. You can do it.\Since you're a great Void mage.\Who...\Could it be...\Sheffield!\What do you want, coming all the way here?\I am not your enemy.\Yeah, right. response:	Listen. The only people who can truly understand you are other Void mages.
context: Since you're a great Void mage.\Who...\Could it be...\Sheffield!\What do you want, coming all the way here?\I am not your enemy.\Yeah, right.\Listen. The only people who can truly understand you are other Void mages. response:	I don't believe a word of what you say.
context: Who...\Could it be...\Sheffield!\What do you want, coming all the way here?\I am not your enemy.\Yeah, right.\Listen. The only people who can truly understand you are other Void mages.\I don't believe a word of what you say. response:	Then let me ask you.
context: Could it be...\Sheffield!\What do you want, coming all the way here?\I am not your enemy.\Yeah, right.\Listen. The only people who can truly understand you are other Void mages.\I don't believe a word of what you say.\Then let me ask you. response:	Whom do you believe in this world?
context: Sheffield!\What do you want, coming all the way here?\I am not your enemy.\Yeah, right.\Listen. The only people who can truly understand you are other Void mages.\I don't believe a word of what you say.\Then let me ask you.\Whom do you believe in this world? response:	That's...
context: What do you want, coming all the way here?\I am not your enemy.\Yeah, right.\Listen. The only people who can truly understand you are other Void mages.\I don't believe a word of what you say.\Then let me ask you.\Whom do you believe in this world?\That's... response:	Your familiar? Or the Princess?
context: I am not your enemy.\Yeah, right.\Listen. The only people who can truly understand you are other Void mages.\I don't believe a word of what you say.\Then let me ask you.\Whom do you believe in this world?\That's...\Your familiar? Or the Princess? response:	Don't worry. I am your ally.
context: Yeah, right.\Listen. The only people who can truly understand you are other Void mages.\I don't believe a word of what you say.\Then let me ask you.\Whom do you believe in this world?\That's...\Your familiar? Or the Princess?\Don't worry. I am your ally. response:	Really?
context: Listen. The only people who can truly understand you are other Void mages.\I don't believe a word of what you say.\Then let me ask you.\Whom do you believe in this world?\That's...\Your familiar? Or the Princess?\Don't worry. I am your ally.\Really? response:	You won't betray me?
context: I don't believe a word of what you say.\Then let me ask you.\Whom do you believe in this world?\That's...\Your familiar? Or the Princess?\Don't worry. I am your ally.\Really?\You won't betray me? response:	For sure?
context: Then let me ask you.\Whom do you believe in this world?\That's...\Your familiar? Or the Princess?\Don't worry. I am your ally.\Really?\You won't betray me?\For sure? response:	That was close.
context: Whom do you believe in this world?\That's...\Your familiar? Or the Princess?\Don't worry. I am your ally.\Really?\You won't betray me?\For sure?\That was close. response:	What is this?
context: That's...\Your familiar? Or the Princess?\Don't worry. I am your ally.\Really?\You won't betray me?\For sure?\That was close.\What is this? response:	Why did you attack me?!
context: Your familiar? Or the Princess?\Don't worry. I am your ally.\Really?\You won't betray me?\For sure?\That was close.\What is this?\Why did you attack me?! response:	It's an order.
context: Don't worry. I am your ally.\Really?\You won't betray me?\For sure?\That was close.\What is this?\Why did you attack me?!\It's an order. response:	Order? What do you mean?
context: Really?\You won't betray me?\For sure?\That was close.\What is this?\Why did you attack me?!\It's an order.\Order? What do you mean? response:	What's taking you so long?
context: You won't betray me?\For sure?\That was close.\What is this?\Why did you attack me?!\It's an order.\Order? What do you mean?\What's taking you so long? response:	Louise!
context: For sure?\That was close.\What is this?\Why did you attack me?!\It's an order.\Order? What do you mean?\What's taking you so long?\Louise! response:	So you were the monster bird!
context: That was close.\What is this?\Why did you attack me?!\It's an order.\Order? What do you mean?\What's taking you so long?\Louise!\So you were the monster bird! response:	Tabitha?
context: What is this?\Why did you attack me?!\It's an order.\Order? What do you mean?\What's taking you so long?\Louise!\So you were the monster bird!\Tabitha? response:	Out of the way, Tabitha.
context: Why did you attack me?!\It's an order.\Order? What do you mean?\What's taking you so long?\Louise!\So you were the monster bird!\Tabitha?\Out of the way, Tabitha. response:	Or else I'll have to beat you to save Louise.
context: It's an order.\Order? What do you mean?\What's taking you so long?\Louise!\So you were the monster bird!\Tabitha?\Out of the way, Tabitha.\Or else I'll have to beat you to save Louise. response:	Tabitha!
context: Order? What do you mean?\What's taking you so long?\Louise!\So you were the monster bird!\Tabitha?\Out of the way, Tabitha.\Or else I'll have to beat you to save Louise.\Tabitha! response:	Of course she won't move.
context: What's taking you so long?\Louise!\So you were the monster bird!\Tabitha?\Out of the way, Tabitha.\Or else I'll have to beat you to save Louise.\Tabitha!\Of course she won't move. response:	She's Chevalier de Norfatul.
context: Louise!\So you were the monster bird!\Tabitha?\Out of the way, Tabitha.\Or else I'll have to beat you to save Louise.\Tabitha!\Of course she won't move.\She's Chevalier de Norfatul. response:	Our loyal watchdog.
context: So you were the monster bird!\Tabitha?\Out of the way, Tabitha.\Or else I'll have to beat you to save Louise.\Tabitha!\Of course she won't move.\She's Chevalier de Norfatul.\Our loyal watchdog. response:	Watchdog?
context: Tabitha?\Out of the way, Tabitha.\Or else I'll have to beat you to save Louise.\Tabitha!\Of course she won't move.\She's Chevalier de Norfatul.\Our loyal watchdog.\Watchdog? response:	Partner.
context: Out of the way, Tabitha.\Or else I'll have to beat you to save Louise.\Tabitha!\Of course she won't move.\She's Chevalier de Norfatul.\Our loyal watchdog.\Watchdog?\Partner. response:	It's not looking too good. She looks pretty serious.
context: Or else I'll have to beat you to save Louise.\Tabitha!\Of course she won't move.\She's Chevalier de Norfatul.\Our loyal watchdog.\Watchdog?\Partner.\It's not looking too good. She looks pretty serious. response:	Tabitha, stop this! Stop it!
context: Tabitha!\Of course she won't move.\She's Chevalier de Norfatul.\Our loyal watchdog.\Watchdog?\Partner.\It's not looking too good. She looks pretty serious.\Tabitha, stop this! Stop it! response:	Imotal Iisan Hagaras.
context: Of course she won't move.\She's Chevalier de Norfatul.\Our loyal watchdog.\Watchdog?\Partner.\It's not looking too good. She looks pretty serious.\Tabitha, stop this! Stop it!\Imotal Iisan Hagaras. response:	Javelin!
context: She's Chevalier de Norfatul.\Our loyal watchdog.\Watchdog?\Partner.\It's not looking too good. She looks pretty serious.\Tabitha, stop this! Stop it!\Imotal Iisan Hagaras.\Javelin! response:	Why? You could have killed me.
context: Our loyal watchdog.\Watchdog?\Partner.\It's not looking too good. She looks pretty serious.\Tabitha, stop this! Stop it!\Imotal Iisan Hagaras.\Javelin!\Why? You could have killed me. response:	Why didn't you?
context: Watchdog?\Partner.\It's not looking too good. She looks pretty serious.\Tabitha, stop this! Stop it!\Imotal Iisan Hagaras.\Javelin!\Why? You could have killed me.\Why didn't you? response:	How could I?
context: Partner.\It's not looking too good. She looks pretty serious.\Tabitha, stop this! Stop it!\Imotal Iisan Hagaras.\Javelin!\Why? You could have killed me.\Why didn't you?\How could I? response:	How could I hurt someone who has saved us numerous times.
context: It's not looking too good. She looks pretty serious.\Tabitha, stop this! Stop it!\Imotal Iisan Hagaras.\Javelin!\Why? You could have killed me.\Why didn't you?\How could I?\How could I hurt someone who has saved us numerous times. response:	Even if it's to protect Louise, I couldn't do such a thing.
context: Tabitha, stop this! Stop it!\Imotal Iisan Hagaras.\Javelin!\Why? You could have killed me.\Why didn't you?\How could I?\How could I hurt someone who has saved us numerous times.\Even if it's to protect Louise, I couldn't do such a thing. response:	What's wrong?
context: Imotal Iisan Hagaras.\Javelin!\Why? You could have killed me.\Why didn't you?\How could I?\How could I hurt someone who has saved us numerous times.\Even if it's to protect Louise, I couldn't do such a thing.\What's wrong? response:	What are you taking your time for?
context: Javelin!\Why? You could have killed me.\Why didn't you?\How could I?\How could I hurt someone who has saved us numerous times.\Even if it's to protect Louise, I couldn't do such a thing.\What's wrong?\What are you taking your time for? response:	Move.
context: Why? You could have killed me.\Why didn't you?\How could I?\How could I hurt someone who has saved us numerous times.\Even if it's to protect Louise, I couldn't do such a thing.\What's wrong?\What are you taking your time for?\Move. response:	Tabitha?
context: Why didn't you?\How could I?\How could I hurt someone who has saved us numerous times.\Even if it's to protect Louise, I couldn't do such a thing.\What's wrong?\What are you taking your time for?\Move.\Tabitha? response:	Oh well.
context: How could I?\How could I hurt someone who has saved us numerous times.\Even if it's to protect Louise, I couldn't do such a thing.\What's wrong?\What are you taking your time for?\Move.\Tabitha?\Oh well. response:	I have the Void in my hands.
context: How could I hurt someone who has saved us numerous times.\Even if it's to protect Louise, I couldn't do such a thing.\What's wrong?\What are you taking your time for?\Move.\Tabitha?\Oh well.\I have the Void in my hands. response:	Louise!
context: Even if it's to protect Louise, I couldn't do such a thing.\What's wrong?\What are you taking your time for?\Move.\Tabitha?\Oh well.\I have the Void in my hands.\Louise! response:	Wake up, Louise!
context: What's wrong?\What are you taking your time for?\Move.\Tabitha?\Oh well.\I have the Void in my hands.\Louise!\Wake up, Louise! response:	It's useless. She's deep asleep.
context: What are you taking your time for?\Move.\Tabitha?\Oh well.\I have the Void in my hands.\Louise!\Wake up, Louise!\It's useless. She's deep asleep. response:	Louise!
context: Move.\Tabitha?\Oh well.\I have the Void in my hands.\Louise!\Wake up, Louise!\It's useless. She's deep asleep.\Louise! response:	Hey! Louise!
context: Tabitha?\Oh well.\I have the Void in my hands.\Louise!\Wake up, Louise!\It's useless. She's deep asleep.\Louise!\Hey! Louise! response:	Louise!
context: Oh well.\I have the Void in my hands.\Louise!\Wake up, Louise!\It's useless. She's deep asleep.\Louise!\Hey! Louise!\Louise! response:	Saito...
context: I have the Void in my hands.\Louise!\Wake up, Louise!\It's useless. She's deep asleep.\Louise!\Hey! Louise!\Louise!\Saito... response:	Saito?
context: Louise!\Wake up, Louise!\It's useless. She's deep asleep.\Louise!\Hey! Louise!\Louise!\Saito...\Saito? response:	W-What?
context: Wake up, Louise!\It's useless. She's deep asleep.\Louise!\Hey! Louise!\Louise!\Saito...\Saito?\W-What? response:	Louise.
context: It's useless. She's deep asleep.\Louise!\Hey! Louise!\Louise!\Saito...\Saito?\W-What?\Louise. response:	Jump off there!
context: Louise!\Hey! Louise!\Louise!\Saito...\Saito?\W-What?\Louise.\Jump off there! response:	Hurry!
context: Hey! Louise!\Louise!\Saito...\Saito?\W-What?\Louise.\Jump off there!\Hurry! response:	I won't.
context: Louise!\Saito...\Saito?\W-What?\Louise.\Jump off there!\Hurry!\I won't. response:	Huh?
context: Saito...\Saito?\W-What?\Louise.\Jump off there!\Hurry!\I won't.\Huh? response:	Do you understand the situation you're in?
context: Saito?\W-What?\Louise.\Jump off there!\Hurry!\I won't.\Huh?\Do you understand the situation you're in? response:	Shut up, you jerk!
context: W-What?\Louise.\Jump off there!\Hurry!\I won't.\Huh?\Do you understand the situation you're in?\Shut up, you jerk! response:	I hate you, Saito!
context: Louise.\Jump off there!\Hurry!\I won't.\Huh?\Do you understand the situation you're in?\Shut up, you jerk!\I hate you, Saito! response:	I hate you! I hate you! I hate you!
context: Jump off there!\Hurry!\I won't.\Huh?\Do you understand the situation you're in?\Shut up, you jerk!\I hate you, Saito!\I hate you! I hate you! I hate you! response:	Stop jumping around.
context: Hurry!\I won't.\Huh?\Do you understand the situation you're in?\Shut up, you jerk!\I hate you, Saito!\I hate you! I hate you! I hate you!\Stop jumping around. response:	Don't touch me!
context: I won't.\Huh?\Do you understand the situation you're in?\Shut up, you jerk!\I hate you, Saito!\I hate you! I hate you! I hate you!\Stop jumping around.\Don't touch me! response:	I hate everyone!
context: Huh?\Do you understand the situation you're in?\Shut up, you jerk!\I hate you, Saito!\I hate you! I hate you! I hate you!\Stop jumping around.\Don't touch me!\I hate everyone! response:	Louise.
context: Do you understand the situation you're in?\Shut up, you jerk!\I hate you, Saito!\I hate you! I hate you! I hate you!\Stop jumping around.\Don't touch me!\I hate everyone!\Louise. response:	Are you all right?
context: Shut up, you jerk!\I hate you, Saito!\I hate you! I hate you! I hate you!\Stop jumping around.\Don't touch me!\I hate everyone!\Louise.\Are you all right? response:	Saito?
context: I hate you, Saito!\I hate you! I hate you! I hate you!\Stop jumping around.\Don't touch me!\I hate everyone!\Louise.\Are you all right?\Saito? response:	Let go of me.
context: I hate you! I hate you! I hate you!\Stop jumping around.\Don't touch me!\I hate everyone!\Louise.\Are you all right?\Saito?\Let go of me. response:	I told you what happened was just how things turned out.
context: Stop jumping around.\Don't touch me!\I hate everyone!\Louise.\Are you all right?\Saito?\Let go of me.\I told you what happened was just how things turned out. response:	I hate you! Let go of me! I've had enough!
context: Don't touch me!\I hate everyone!\Louise.\Are you all right?\Saito?\Let go of me.\I told you what happened was just how things turned out.\I hate you! Let go of me! I've had enough! response:	You're the only one for me, Louise!
context: I hate everyone!\Louise.\Are you all right?\Saito?\Let go of me.\I told you what happened was just how things turned out.\I hate you! Let go of me! I've had enough!\You're the only one for me, Louise! response:	I don't believe you!
context: Louise.\Are you all right?\Saito?\Let go of me.\I told you what happened was just how things turned out.\I hate you! Let go of me! I've had enough!\You're the only one for me, Louise!\I don't believe you! response:	Geez, what a trouble.
context: Are you all right?\Saito?\Let go of me.\I told you what happened was just how things turned out.\I hate you! Let go of me! I've had enough!\You're the only one for me, Louise!\I don't believe you!\Geez, what a trouble. response:	Do you believe me now?
context: Saito?\Let go of me.\I told you what happened was just how things turned out.\I hate you! Let go of me! I've had enough!\You're the only one for me, Louise!\I don't believe you!\Geez, what a trouble.\Do you believe me now? response:	Do you really, really mean this?
context: Let go of me.\I told you what happened was just how things turned out.\I hate you! Let go of me! I've had enough!\You're the only one for me, Louise!\I don't believe you!\Geez, what a trouble.\Do you believe me now?\Do you really, really mean this? response:	Yeah, I mean it.
context: I told you what happened was just how things turned out.\I hate you! Let go of me! I've had enough!\You're the only one for me, Louise!\I don't believe you!\Geez, what a trouble.\Do you believe me now?\Do you really, really mean this?\Yeah, I mean it. response:	The most important person in the world... Louise...
context: I hate you! Let go of me! I've had enough!\You're the only one for me, Louise!\I don't believe you!\Geez, what a trouble.\Do you believe me now?\Do you really, really mean this?\Yeah, I mean it.\The most important person in the world... Louise... response:	S-Saito!
context: You're the only one for me, Louise!\I don't believe you!\Geez, what a trouble.\Do you believe me now?\Do you really, really mean this?\Yeah, I mean it.\The most important person in the world... Louise...\S-Saito! response:	Louise.
context: I don't believe you!\Geez, what a trouble.\Do you believe me now?\Do you really, really mean this?\Yeah, I mean it.\The most important person in the world... Louise...\S-Saito!\Louise. response:	Partner. Sorry to bother you when you're busy,
context: Geez, what a trouble.\Do you believe me now?\Do you really, really mean this?\Yeah, I mean it.\The most important person in the world... Louise...\S-Saito!\Louise.\Partner. Sorry to bother you when you're busy, response:	but we're surrounded.
context: Do you believe me now?\Do you really, really mean this?\Yeah, I mean it.\The most important person in the world... Louise...\S-Saito!\Louise.\Partner. Sorry to bother you when you're busy,\but we're surrounded. response:	What?
context: Do you really, really mean this?\Yeah, I mean it.\The most important person in the world... Louise...\S-Saito!\Louise.\Partner. Sorry to bother you when you're busy,\but we're surrounded.\What? response:	I'll take her away by force now,
context: Yeah, I mean it.\The most important person in the world... Louise...\S-Saito!\Louise.\Partner. Sorry to bother you when you're busy,\but we're surrounded.\What?\I'll take her away by force now, response:	Gandalfr.
context: The most important person in the world... Louise...\S-Saito!\Louise.\Partner. Sorry to bother you when you're busy,\but we're surrounded.\What?\I'll take her away by force now,\Gandalfr. response:	W-What's this?
context: S-Saito!\Louise.\Partner. Sorry to bother you when you're busy,\but we're surrounded.\What?\I'll take her away by force now,\Gandalfr.\W-What's this? response:	What is that?
context: Louise.\Partner. Sorry to bother you when you're busy,\but we're surrounded.\What?\I'll take her away by force now,\Gandalfr.\W-What's this?\What is that? response:	The monster bird?
context: Partner. Sorry to bother you when you're busy,\but we're surrounded.\What?\I'll take her away by force now,\Gandalfr.\W-What's this?\What is that?\The monster bird? response:	Hey, you guys!
context: but we're surrounded.\What?\I'll take her away by force now,\Gandalfr.\W-What's this?\What is that?\The monster bird?\Hey, you guys! response:	Good thing I was passing by.
context: What?\I'll take her away by force now,\Gandalfr.\W-What's this?\What is that?\The monster bird?\Hey, you guys!\Good thing I was passing by. response:	That voice...
context: I'll take her away by force now,\Gandalfr.\W-What's this?\What is that?\The monster bird?\Hey, you guys!\Good thing I was passing by.\That voice... response:	It can't be.
context: Gandalfr.\W-What's this?\What is that?\The monster bird?\Hey, you guys!\Good thing I was passing by.\That voice...\It can't be. response:	Colbert-sensei?!
context: W-What's this?\What is that?\The monster bird?\Hey, you guys!\Good thing I was passing by.\That voice...\It can't be.\Colbert-sensei?! response:	Sigh...
context: What is that?\The monster bird?\Hey, you guys!\Good thing I was passing by.\That voice...\It can't be.\Colbert-sensei?!\Sigh... response:	It's impossible.
context: The monster bird?\Hey, you guys!\Good thing I was passing by.\That voice...\It can't be.\Colbert-sensei?!\Sigh...\It's impossible. response:	But...
context: Hey, you guys!\Good thing I was passing by.\That voice...\It can't be.\Colbert-sensei?!\Sigh...\It's impossible.\But... response:	Why are you always looking at the Princess?
context: Good thing I was passing by.\That voice...\It can't be.\Colbert-sensei?!\Sigh...\It's impossible.\But...\Why are you always looking at the Princess? response:	You dog. You're hiding something from me, aren't you?
context: That voice...\It can't be.\Colbert-sensei?!\Sigh...\It's impossible.\But...\Why are you always looking at the Princess?\You dog. You're hiding something from me, aren't you? response:	Zero no Tsukaima. Princess no Rondo.
context: It can't be.\Colbert-sensei?!\Sigh...\It's impossible.\But...\Why are you always looking at the Princess?\You dog. You're hiding something from me, aren't you?\Zero no Tsukaima. Princess no Rondo. response:	The Eastern Pursuit.
context: Colbert-sensei?!\Sigh...\It's impossible.\But...\Why are you always looking at the Princess?\You dog. You're hiding something from me, aren't you?\Zero no Tsukaima. Princess no Rondo.\The Eastern Pursuit. response:	You better tell the truth.
context: Sigh...\It's impossible.\But...\Why are you always looking at the Princess?\You dog. You're hiding something from me, aren't you?\Zero no Tsukaima. Princess no Rondo.\The Eastern Pursuit.\You better tell the truth. response:	I won't forgive you if you look away.
