context: - Your Highness. - Your Highness. response:	You may all go.
context: I have lived for over 70,000 years.\It is my good fortune to have met you.\Your Highness!\Shao Xing!\Shao Xing!\Your Highness!\Your Highness!\Second Brother. Second Brother! response:	Ye Hua.
context: It is my good fortune to have met you.\Your Highness!\Shao Xing!\Shao Xing!\Your Highness!\Your Highness!\Second Brother. Second Brother!\Ye Hua. response:	It is time for you take a consort or two.
context: Your Highness!\Shao Xing!\Shao Xing!\Your Highness!\Your Highness!\Second Brother. Second Brother!\Ye Hua.\It is time for you take a consort or two. response:	Are there any women you like?
context: Shao Xing!\Shao Xing!\Your Highness!\Your Highness!\Second Brother. Second Brother!\Ye Hua.\It is time for you take a consort or two.\Are there any women you like? response:	No.
context: Shao Xing!\Your Highness!\Your Highness!\Second Brother. Second Brother!\Ye Hua.\It is time for you take a consort or two.\Are there any women you like?\No. response:	You...
context: Your Highness!\Your Highness!\Second Brother. Second Brother!\Ye Hua.\It is time for you take a consort or two.\Are there any women you like?\No.\You... response:	just don't have any interest in women.
context: Your Highness!\Second Brother. Second Brother!\Ye Hua.\It is time for you take a consort or two.\Are there any women you like?\No.\You...\just don't have any interest in women. response:	Yet, your second uncle...
context: Second Brother. Second Brother!\Ye Hua.\It is time for you take a consort or two.\Are there any women you like?\No.\You...\just don't have any interest in women.\Yet, your second uncle... response:	It is clearly such a fine marriage arrangement.
context: Ye Hua.\It is time for you take a consort or two.\Are there any women you like?\No.\You...\just don't have any interest in women.\Yet, your second uncle...\It is clearly such a fine marriage arrangement. response:	Others could only hope to have it.
context: It is time for you take a consort or two.\Are there any women you like?\No.\You...\just don't have any interest in women.\Yet, your second uncle...\It is clearly such a fine marriage arrangement.\Others could only hope to have it. response:	Yet, he even wants to cancel the arrangement.
context: Are there any women you like?\No.\You...\just don't have any interest in women.\Yet, your second uncle...\It is clearly such a fine marriage arrangement.\Others could only hope to have it.\Yet, he even wants to cancel the arrangement. response:	Your Majesty, Second Prince seeks an audience.
context: No.\You...\just don't have any interest in women.\Yet, your second uncle...\It is clearly such a fine marriage arrangement.\Others could only hope to have it.\Yet, he even wants to cancel the arrangement.\Your Majesty, Second Prince seeks an audience. response:	Seeks an audience?
context: You...\just don't have any interest in women.\Yet, your second uncle...\It is clearly such a fine marriage arrangement.\Others could only hope to have it.\Yet, he even wants to cancel the arrangement.\Your Majesty, Second Prince seeks an audience.\Seeks an audience? response:	Isn't he supposed to reflect on his mistakes in quiet?
context: just don't have any interest in women.\Yet, your second uncle...\It is clearly such a fine marriage arrangement.\Others could only hope to have it.\Yet, he even wants to cancel the arrangement.\Your Majesty, Second Prince seeks an audience.\Seeks an audience?\Isn't he supposed to reflect on his mistakes in quiet? response:	Send him away.
context: Yet, your second uncle...\It is clearly such a fine marriage arrangement.\Others could only hope to have it.\Yet, he even wants to cancel the arrangement.\Your Majesty, Second Prince seeks an audience.\Seeks an audience?\Isn't he supposed to reflect on his mistakes in quiet?\Send him away. response:	Your Majesty, His Highness is kneeling outside Zichen Hall.
context: It is clearly such a fine marriage arrangement.\Others could only hope to have it.\Yet, he even wants to cancel the arrangement.\Your Majesty, Second Prince seeks an audience.\Seeks an audience?\Isn't he supposed to reflect on his mistakes in quiet?\Send him away.\Your Majesty, His Highness is kneeling outside Zichen Hall. response:	I dare not urge him to leave.
context: Others could only hope to have it.\Yet, he even wants to cancel the arrangement.\Your Majesty, Second Prince seeks an audience.\Seeks an audience?\Isn't he supposed to reflect on his mistakes in quiet?\Send him away.\Your Majesty, His Highness is kneeling outside Zichen Hall.\I dare not urge him to leave. response:	- Let him in. - Yes.
context: Yet, he even wants to cancel the arrangement.\Your Majesty, Second Prince seeks an audience.\Seeks an audience?\Isn't he supposed to reflect on his mistakes in quiet?\Send him away.\Your Majesty, His Highness is kneeling outside Zichen Hall.\I dare not urge him to leave.\- Let him in. - Yes. response:	You may go.
context: Your Majesty, Second Prince seeks an audience.\Seeks an audience?\Isn't he supposed to reflect on his mistakes in quiet?\Send him away.\Your Majesty, His Highness is kneeling outside Zichen Hall.\I dare not urge him to leave.\- Let him in. - Yes.\You may go. response:	You need not step outside.
context: Seeks an audience?\Isn't he supposed to reflect on his mistakes in quiet?\Send him away.\Your Majesty, His Highness is kneeling outside Zichen Hall.\I dare not urge him to leave.\- Let him in. - Yes.\You may go.\You need not step outside. response:	Yes, Your Majesty.
context: Isn't he supposed to reflect on his mistakes in quiet?\Send him away.\Your Majesty, His Highness is kneeling outside Zichen Hall.\I dare not urge him to leave.\- Let him in. - Yes.\You may go.\You need not step outside.\Yes, Your Majesty. response:	Second Uncle.
context: Send him away.\Your Majesty, His Highness is kneeling outside Zichen Hall.\I dare not urge him to leave.\- Let him in. - Yes.\You may go.\You need not step outside.\Yes, Your Majesty.\Second Uncle. response:	Father.
context: Your Majesty, His Highness is kneeling outside Zichen Hall.\I dare not urge him to leave.\- Let him in. - Yes.\You may go.\You need not step outside.\Yes, Your Majesty.\Second Uncle.\Father. response:	Are you afraid of embarrassment?
context: I dare not urge him to leave.\- Let him in. - Yes.\You may go.\You need not step outside.\Yes, Your Majesty.\Second Uncle.\Father.\Are you afraid of embarrassment? response:	Do not be afraid.
context: - Let him in. - Yes.\You may go.\You need not step outside.\Yes, Your Majesty.\Second Uncle.\Father.\Are you afraid of embarrassment?\Do not be afraid. response:	Since you have taken a liking to that snake
context: You may go.\You need not step outside.\Yes, Your Majesty.\Second Uncle.\Father.\Are you afraid of embarrassment?\Do not be afraid.\Since you have taken a liking to that snake response:	you are bound to be the world's object of ridicule someday.
context: You need not step outside.\Yes, Your Majesty.\Second Uncle.\Father.\Are you afraid of embarrassment?\Do not be afraid.\Since you have taken a liking to that snake\you are bound to be the world's object of ridicule someday. response:	What do you have to be afraid of in front of your nephew today?
context: Yes, Your Majesty.\Second Uncle.\Father.\Are you afraid of embarrassment?\Do not be afraid.\Since you have taken a liking to that snake\you are bound to be the world's object of ridicule someday.\What do you have to be afraid of in front of your nephew today? response:	Speak.
context: Second Uncle.\Father.\Are you afraid of embarrassment?\Do not be afraid.\Since you have taken a liking to that snake\you are bound to be the world's object of ridicule someday.\What do you have to be afraid of in front of your nephew today?\Speak. response:	I came today to ask you to set Shao Xing free.
context: Father.\Are you afraid of embarrassment?\Do not be afraid.\Since you have taken a liking to that snake\you are bound to be the world's object of ridicule someday.\What do you have to be afraid of in front of your nephew today?\Speak.\I came today to ask you to set Shao Xing free. response:	You need not speak further about this matter.
context: Are you afraid of embarrassment?\Do not be afraid.\Since you have taken a liking to that snake\you are bound to be the world's object of ridicule someday.\What do you have to be afraid of in front of your nephew today?\Speak.\I came today to ask you to set Shao Xing free.\You need not speak further about this matter. response:	I will not change my mind.
context: Do not be afraid.\Since you have taken a liking to that snake\you are bound to be the world's object of ridicule someday.\What do you have to be afraid of in front of your nephew today?\Speak.\I came today to ask you to set Shao Xing free.\You need not speak further about this matter.\I will not change my mind. response:	Please do not pressure me anymore.
context: Since you have taken a liking to that snake\you are bound to be the world's object of ridicule someday.\What do you have to be afraid of in front of your nephew today?\Speak.\I came today to ask you to set Shao Xing free.\You need not speak further about this matter.\I will not change my mind.\Please do not pressure me anymore. response:	If you continue to insist
context: you are bound to be the world's object of ridicule someday.\What do you have to be afraid of in front of your nephew today?\Speak.\I came today to ask you to set Shao Xing free.\You need not speak further about this matter.\I will not change my mind.\Please do not pressure me anymore.\If you continue to insist response:	then I will have to accompany her to death.
context: What do you have to be afraid of in front of your nephew today?\Speak.\I came today to ask you to set Shao Xing free.\You need not speak further about this matter.\I will not change my mind.\Please do not pressure me anymore.\If you continue to insist\then I will have to accompany her to death. response:	You want to die for her?
context: Speak.\I came today to ask you to set Shao Xing free.\You need not speak further about this matter.\I will not change my mind.\Please do not pressure me anymore.\If you continue to insist\then I will have to accompany her to death.\You want to die for her? response:	I am a prince of the Celestial Tribe.
context: I came today to ask you to set Shao Xing free.\You need not speak further about this matter.\I will not change my mind.\Please do not pressure me anymore.\If you continue to insist\then I will have to accompany her to death.\You want to die for her?\I am a prince of the Celestial Tribe. response:	Yet, I cannot even protect my woman.
context: You need not speak further about this matter.\I will not change my mind.\Please do not pressure me anymore.\If you continue to insist\then I will have to accompany her to death.\You want to die for her?\I am a prince of the Celestial Tribe.\Yet, I cannot even protect my woman. response:	Would death not be a better choice?
context: I will not change my mind.\Please do not pressure me anymore.\If you continue to insist\then I will have to accompany her to death.\You want to die for her?\I am a prince of the Celestial Tribe.\Yet, I cannot even protect my woman.\Would death not be a better choice? response:	Very well.
context: Please do not pressure me anymore.\If you continue to insist\then I will have to accompany her to death.\You want to die for her?\I am a prince of the Celestial Tribe.\Yet, I cannot even protect my woman.\Would death not be a better choice?\Very well. response:	Very well.
context: If you continue to insist\then I will have to accompany her to death.\You want to die for her?\I am a prince of the Celestial Tribe.\Yet, I cannot even protect my woman.\Would death not be a better choice?\Very well.\Very well. response:	This is my son.
context: then I will have to accompany her to death.\You want to die for her?\I am a prince of the Celestial Tribe.\Yet, I cannot even protect my woman.\Would death not be a better choice?\Very well.\Very well.\This is my son. response:	Sang Ji, listen well.
context: You want to die for her?\I am a prince of the Celestial Tribe.\Yet, I cannot even protect my woman.\Would death not be a better choice?\Very well.\Very well.\This is my son.\Sang Ji, listen well. response:	If you wish to die, I cannot stop you.
context: I am a prince of the Celestial Tribe.\Yet, I cannot even protect my woman.\Would death not be a better choice?\Very well.\Very well.\This is my son.\Sang Ji, listen well.\If you wish to die, I cannot stop you. response:	However, the life of that snake
context: Yet, I cannot even protect my woman.\Would death not be a better choice?\Very well.\Very well.\This is my son.\Sang Ji, listen well.\If you wish to die, I cannot stop you.\However, the life of that snake response:	is still in my hands.
context: Would death not be a better choice?\Very well.\Very well.\This is my son.\Sang Ji, listen well.\If you wish to die, I cannot stop you.\However, the life of that snake\is still in my hands. response:	Go ahead and destroy your spirit.
context: Very well.\Very well.\This is my son.\Sang Ji, listen well.\If you wish to die, I cannot stop you.\However, the life of that snake\is still in my hands.\Go ahead and destroy your spirit. response:	After you die...
context: Very well.\This is my son.\Sang Ji, listen well.\If you wish to die, I cannot stop you.\However, the life of that snake\is still in my hands.\Go ahead and destroy your spirit.\After you die... response:	I will have my ways to torment that snake.
context: This is my son.\Sang Ji, listen well.\If you wish to die, I cannot stop you.\However, the life of that snake\is still in my hands.\Go ahead and destroy your spirit.\After you die...\I will have my ways to torment that snake. response:	Why must you make Shao Xing's life difficult, Father?
context: Sang Ji, listen well.\If you wish to die, I cannot stop you.\However, the life of that snake\is still in my hands.\Go ahead and destroy your spirit.\After you die...\I will have my ways to torment that snake.\Why must you make Shao Xing's life difficult, Father? response:	I merely want to take a consort.
context: If you wish to die, I cannot stop you.\However, the life of that snake\is still in my hands.\Go ahead and destroy your spirit.\After you die...\I will have my ways to torment that snake.\Why must you make Shao Xing's life difficult, Father?\I merely want to take a consort. response:	Why can I not?
context: However, the life of that snake\is still in my hands.\Go ahead and destroy your spirit.\After you die...\I will have my ways to torment that snake.\Why must you make Shao Xing's life difficult, Father?\I merely want to take a consort.\Why can I not? response:	If you want to take a consort, I would not stop you.
context: is still in my hands.\Go ahead and destroy your spirit.\After you die...\I will have my ways to torment that snake.\Why must you make Shao Xing's life difficult, Father?\I merely want to take a consort.\Why can I not?\If you want to take a consort, I would not stop you. response:	Yet, you go so far as to defy me for a woman
context: Go ahead and destroy your spirit.\After you die...\I will have my ways to torment that snake.\Why must you make Shao Xing's life difficult, Father?\I merely want to take a consort.\Why can I not?\If you want to take a consort, I would not stop you.\Yet, you go so far as to defy me for a woman response:	and would even die for her!
context: After you die...\I will have my ways to torment that snake.\Why must you make Shao Xing's life difficult, Father?\I merely want to take a consort.\Why can I not?\If you want to take a consort, I would not stop you.\Yet, you go so far as to defy me for a woman\and would even die for her! response:	As a prince of the Celestial Tribe
context: I will have my ways to torment that snake.\Why must you make Shao Xing's life difficult, Father?\I merely want to take a consort.\Why can I not?\If you want to take a consort, I would not stop you.\Yet, you go so far as to defy me for a woman\and would even die for her!\As a prince of the Celestial Tribe response:	you can share your love among all your women
context: Why must you make Shao Xing's life difficult, Father?\I merely want to take a consort.\Why can I not?\If you want to take a consort, I would not stop you.\Yet, you go so far as to defy me for a woman\and would even die for her!\As a prince of the Celestial Tribe\you can share your love among all your women response:	but you absolutely must not
context: I merely want to take a consort.\Why can I not?\If you want to take a consort, I would not stop you.\Yet, you go so far as to defy me for a woman\and would even die for her!\As a prince of the Celestial Tribe\you can share your love among all your women\but you absolutely must not response:	forget your priorities because of a woman.
context: Why can I not?\If you want to take a consort, I would not stop you.\Yet, you go so far as to defy me for a woman\and would even die for her!\As a prince of the Celestial Tribe\you can share your love among all your women\but you absolutely must not\forget your priorities because of a woman. response:	I am not purposely making her life difficult.
context: If you want to take a consort, I would not stop you.\Yet, you go so far as to defy me for a woman\and would even die for her!\As a prince of the Celestial Tribe\you can share your love among all your women\but you absolutely must not\forget your priorities because of a woman.\I am not purposely making her life difficult. response:	You are the one who has implicated her.
context: Yet, you go so far as to defy me for a woman\and would even die for her!\As a prince of the Celestial Tribe\you can share your love among all your women\but you absolutely must not\forget your priorities because of a woman.\I am not purposely making her life difficult.\You are the one who has implicated her. response:	Leave now.
context: and would even die for her!\As a prince of the Celestial Tribe\you can share your love among all your women\but you absolutely must not\forget your priorities because of a woman.\I am not purposely making her life difficult.\You are the one who has implicated her.\Leave now. response:	This Second Prince really has no sense of propriety.
context: As a prince of the Celestial Tribe\you can share your love among all your women\but you absolutely must not\forget your priorities because of a woman.\I am not purposely making her life difficult.\You are the one who has implicated her.\Leave now.\This Second Prince really has no sense of propriety. response:	In just a few days
context: you can share your love among all your women\but you absolutely must not\forget your priorities because of a woman.\I am not purposely making her life difficult.\You are the one who has implicated her.\Leave now.\This Second Prince really has no sense of propriety.\In just a few days response:	news of the canceled marriage has spread throughout the world.
context: but you absolutely must not\forget your priorities because of a woman.\I am not purposely making her life difficult.\You are the one who has implicated her.\Leave now.\This Second Prince really has no sense of propriety.\In just a few days\news of the canceled marriage has spread throughout the world. response:	Canceling the marriage is one thing.
context: forget your priorities because of a woman.\I am not purposely making her life difficult.\You are the one who has implicated her.\Leave now.\This Second Prince really has no sense of propriety.\In just a few days\news of the canceled marriage has spread throughout the world.\Canceling the marriage is one thing. response:	But to use a maid to humiliate my daughter?
context: I am not purposely making her life difficult.\You are the one who has implicated her.\Leave now.\This Second Prince really has no sense of propriety.\In just a few days\news of the canceled marriage has spread throughout the world.\Canceling the marriage is one thing.\But to use a maid to humiliate my daughter? response:	That is too outrageous.
context: You are the one who has implicated her.\Leave now.\This Second Prince really has no sense of propriety.\In just a few days\news of the canceled marriage has spread throughout the world.\Canceling the marriage is one thing.\But to use a maid to humiliate my daughter?\That is too outrageous. response:	It is absolutely intolerable.
context: Leave now.\This Second Prince really has no sense of propriety.\In just a few days\news of the canceled marriage has spread throughout the world.\Canceling the marriage is one thing.\But to use a maid to humiliate my daughter?\That is too outrageous.\It is absolutely intolerable. response:	Indeed.
context: This Second Prince really has no sense of propriety.\In just a few days\news of the canceled marriage has spread throughout the world.\Canceling the marriage is one thing.\But to use a maid to humiliate my daughter?\That is too outrageous.\It is absolutely intolerable.\Indeed. response:	Intolerable.
context: In just a few days\news of the canceled marriage has spread throughout the world.\Canceling the marriage is one thing.\But to use a maid to humiliate my daughter?\That is too outrageous.\It is absolutely intolerable.\Indeed.\Intolerable. response:	Come now. Let's go to the Celestial Palace.
context: news of the canceled marriage has spread throughout the world.\Canceling the marriage is one thing.\But to use a maid to humiliate my daughter?\That is too outrageous.\It is absolutely intolerable.\Indeed.\Intolerable.\Come now. Let's go to the Celestial Palace. response:	They do not come and we even have to go ourselves?
context: Canceling the marriage is one thing.\But to use a maid to humiliate my daughter?\That is too outrageous.\It is absolutely intolerable.\Indeed.\Intolerable.\Come now. Let's go to the Celestial Palace.\They do not come and we even have to go ourselves? response:	Do you not know?
context: But to use a maid to humiliate my daughter?\That is too outrageous.\It is absolutely intolerable.\Indeed.\Intolerable.\Come now. Let's go to the Celestial Palace.\They do not come and we even have to go ourselves?\Do you not know? response:	Your daughter that is being mocked by the entire world
context: That is too outrageous.\It is absolutely intolerable.\Indeed.\Intolerable.\Come now. Let's go to the Celestial Palace.\They do not come and we even have to go ourselves?\Do you not know?\Your daughter that is being mocked by the entire world response:	has been staying at my woods for five days now.
context: It is absolutely intolerable.\Indeed.\Intolerable.\Come now. Let's go to the Celestial Palace.\They do not come and we even have to go ourselves?\Do you not know?\Your daughter that is being mocked by the entire world\has been staying at my woods for five days now. response:	She does not want to marry either.
context: Indeed.\Intolerable.\Come now. Let's go to the Celestial Palace.\They do not come and we even have to go ourselves?\Do you not know?\Your daughter that is being mocked by the entire world\has been staying at my woods for five days now.\She does not want to marry either. response:	Why don't we take this chance and have Qing Qiu cancel the marriage?
context: Intolerable.\Come now. Let's go to the Celestial Palace.\They do not come and we even have to go ourselves?\Do you not know?\Your daughter that is being mocked by the entire world\has been staying at my woods for five days now.\She does not want to marry either.\Why don't we take this chance and have Qing Qiu cancel the marriage? response:	We be the ones to call off the marriage?
context: Come now. Let's go to the Celestial Palace.\They do not come and we even have to go ourselves?\Do you not know?\Your daughter that is being mocked by the entire world\has been staying at my woods for five days now.\She does not want to marry either.\Why don't we take this chance and have Qing Qiu cancel the marriage?\We be the ones to call off the marriage? response:	Yes, not only will we cancel the marriage
context: They do not come and we even have to go ourselves?\Do you not know?\Your daughter that is being mocked by the entire world\has been staying at my woods for five days now.\She does not want to marry either.\Why don't we take this chance and have Qing Qiu cancel the marriage?\We be the ones to call off the marriage?\Yes, not only will we cancel the marriage response:	but we'll make Heavenly Lord compensate us.
context: Do you not know?\Your daughter that is being mocked by the entire world\has been staying at my woods for five days now.\She does not want to marry either.\Why don't we take this chance and have Qing Qiu cancel the marriage?\We be the ones to call off the marriage?\Yes, not only will we cancel the marriage\but we'll make Heavenly Lord compensate us. response:	You have been sleeping ignorantly for five days now.
context: Your daughter that is being mocked by the entire world\has been staying at my woods for five days now.\She does not want to marry either.\Why don't we take this chance and have Qing Qiu cancel the marriage?\We be the ones to call off the marriage?\Yes, not only will we cancel the marriage\but we'll make Heavenly Lord compensate us.\You have been sleeping ignorantly for five days now. response:	Have I been sleeping for five days?
context: has been staying at my woods for five days now.\She does not want to marry either.\Why don't we take this chance and have Qing Qiu cancel the marriage?\We be the ones to call off the marriage?\Yes, not only will we cancel the marriage\but we'll make Heavenly Lord compensate us.\You have been sleeping ignorantly for five days now.\Have I been sleeping for five days? response:	The day after tomorrow will be the day Qing Cang breaks out of the Bell.
context: She does not want to marry either.\Why don't we take this chance and have Qing Qiu cancel the marriage?\We be the ones to call off the marriage?\Yes, not only will we cancel the marriage\but we'll make Heavenly Lord compensate us.\You have been sleeping ignorantly for five days now.\Have I been sleeping for five days?\The day after tomorrow will be the day Qing Cang breaks out of the Bell. response:	I don't know if I'll be able to return.
context: Why don't we take this chance and have Qing Qiu cancel the marriage?\We be the ones to call off the marriage?\Yes, not only will we cancel the marriage\but we'll make Heavenly Lord compensate us.\You have been sleeping ignorantly for five days now.\Have I been sleeping for five days?\The day after tomorrow will be the day Qing Cang breaks out of the Bell.\I don't know if I'll be able to return. response:	Let me take a longer look at the Ten-mile Peach Tree Woods.
context: We be the ones to call off the marriage?\Yes, not only will we cancel the marriage\but we'll make Heavenly Lord compensate us.\You have been sleeping ignorantly for five days now.\Have I been sleeping for five days?\The day after tomorrow will be the day Qing Cang breaks out of the Bell.\I don't know if I'll be able to return.\Let me take a longer look at the Ten-mile Peach Tree Woods. response:	Something seems amiss about you.
context: Yes, not only will we cancel the marriage\but we'll make Heavenly Lord compensate us.\You have been sleeping ignorantly for five days now.\Have I been sleeping for five days?\The day after tomorrow will be the day Qing Cang breaks out of the Bell.\I don't know if I'll be able to return.\Let me take a longer look at the Ten-mile Peach Tree Woods.\Something seems amiss about you. response:	Don't tell me you're bothered about Sang Ji canceling the marriage.
context: but we'll make Heavenly Lord compensate us.\You have been sleeping ignorantly for five days now.\Have I been sleeping for five days?\The day after tomorrow will be the day Qing Cang breaks out of the Bell.\I don't know if I'll be able to return.\Let me take a longer look at the Ten-mile Peach Tree Woods.\Something seems amiss about you.\Don't tell me you're bothered about Sang Ji canceling the marriage. response:	Because of Sang Ji?
context: You have been sleeping ignorantly for five days now.\Have I been sleeping for five days?\The day after tomorrow will be the day Qing Cang breaks out of the Bell.\I don't know if I'll be able to return.\Let me take a longer look at the Ten-mile Peach Tree Woods.\Something seems amiss about you.\Don't tell me you're bothered about Sang Ji canceling the marriage.\Because of Sang Ji? response:	I met him once when I was Si Yin.
context: Have I been sleeping for five days?\The day after tomorrow will be the day Qing Cang breaks out of the Bell.\I don't know if I'll be able to return.\Let me take a longer look at the Ten-mile Peach Tree Woods.\Something seems amiss about you.\Don't tell me you're bothered about Sang Ji canceling the marriage.\Because of Sang Ji?\I met him once when I was Si Yin. response:	I thought absolutely nothing of him.
context: The day after tomorrow will be the day Qing Cang breaks out of the Bell.\I don't know if I'll be able to return.\Let me take a longer look at the Ten-mile Peach Tree Woods.\Something seems amiss about you.\Don't tell me you're bothered about Sang Ji canceling the marriage.\Because of Sang Ji?\I met him once when I was Si Yin.\I thought absolutely nothing of him. response:	So why would I care if he cancels the marriage? Why would I be hurt?
context: I don't know if I'll be able to return.\Let me take a longer look at the Ten-mile Peach Tree Woods.\Something seems amiss about you.\Don't tell me you're bothered about Sang Ji canceling the marriage.\Because of Sang Ji?\I met him once when I was Si Yin.\I thought absolutely nothing of him.\So why would I care if he cancels the marriage? Why would I be hurt? response:	That's good. Come.
context: Let me take a longer look at the Ten-mile Peach Tree Woods.\Something seems amiss about you.\Don't tell me you're bothered about Sang Ji canceling the marriage.\Because of Sang Ji?\I met him once when I was Si Yin.\I thought absolutely nothing of him.\So why would I care if he cancels the marriage? Why would I be hurt?\That's good. Come. response:	Fourth Brother, let me ask you a question.
context: Something seems amiss about you.\Don't tell me you're bothered about Sang Ji canceling the marriage.\Because of Sang Ji?\I met him once when I was Si Yin.\I thought absolutely nothing of him.\So why would I care if he cancels the marriage? Why would I be hurt?\That's good. Come.\Fourth Brother, let me ask you a question. response:	If Qing Cang was not sealed away 70,000 years ago
context: Don't tell me you're bothered about Sang Ji canceling the marriage.\Because of Sang Ji?\I met him once when I was Si Yin.\I thought absolutely nothing of him.\So why would I care if he cancels the marriage? Why would I be hurt?\That's good. Come.\Fourth Brother, let me ask you a question.\If Qing Cang was not sealed away 70,000 years ago response:	what do you think the world would be like now?
context: Because of Sang Ji?\I met him once when I was Si Yin.\I thought absolutely nothing of him.\So why would I care if he cancels the marriage? Why would I be hurt?\That's good. Come.\Fourth Brother, let me ask you a question.\If Qing Cang was not sealed away 70,000 years ago\what do you think the world would be like now? response:	If Qing Cang was not sealed away, then Mo Yuan would still be alive.
context: I met him once when I was Si Yin.\I thought absolutely nothing of him.\So why would I care if he cancels the marriage? Why would I be hurt?\That's good. Come.\Fourth Brother, let me ask you a question.\If Qing Cang was not sealed away 70,000 years ago\what do you think the world would be like now?\If Qing Cang was not sealed away, then Mo Yuan would still be alive. response:	As long as Mo Yuan is alive
context: I thought absolutely nothing of him.\So why would I care if he cancels the marriage? Why would I be hurt?\That's good. Come.\Fourth Brother, let me ask you a question.\If Qing Cang was not sealed away 70,000 years ago\what do you think the world would be like now?\If Qing Cang was not sealed away, then Mo Yuan would still be alive.\As long as Mo Yuan is alive response:	then the world would definitely be at peace.
context: So why would I care if he cancels the marriage? Why would I be hurt?\That's good. Come.\Fourth Brother, let me ask you a question.\If Qing Cang was not sealed away 70,000 years ago\what do you think the world would be like now?\If Qing Cang was not sealed away, then Mo Yuan would still be alive.\As long as Mo Yuan is alive\then the world would definitely be at peace. response:	Yes, as long Master is alive, the four seas would surely be at peace.
context: That's good. Come.\Fourth Brother, let me ask you a question.\If Qing Cang was not sealed away 70,000 years ago\what do you think the world would be like now?\If Qing Cang was not sealed away, then Mo Yuan would still be alive.\As long as Mo Yuan is alive\then the world would definitely be at peace.\Yes, as long Master is alive, the four seas would surely be at peace. response:	By the way, Fourth Brother, where is Xiao Jiu?
context: Fourth Brother, let me ask you a question.\If Qing Cang was not sealed away 70,000 years ago\what do you think the world would be like now?\If Qing Cang was not sealed away, then Mo Yuan would still be alive.\As long as Mo Yuan is alive\then the world would definitely be at peace.\Yes, as long Master is alive, the four seas would surely be at peace.\By the way, Fourth Brother, where is Xiao Jiu? response:	Didn't you say she would be here in the peach tree woods?
context: If Qing Cang was not sealed away 70,000 years ago\what do you think the world would be like now?\If Qing Cang was not sealed away, then Mo Yuan would still be alive.\As long as Mo Yuan is alive\then the world would definitely be at peace.\Yes, as long Master is alive, the four seas would surely be at peace.\By the way, Fourth Brother, where is Xiao Jiu?\Didn't you say she would be here in the peach tree woods? response:	Xiao Jiu?
context: what do you think the world would be like now?\If Qing Cang was not sealed away, then Mo Yuan would still be alive.\As long as Mo Yuan is alive\then the world would definitely be at peace.\Yes, as long Master is alive, the four seas would surely be at peace.\By the way, Fourth Brother, where is Xiao Jiu?\Didn't you say she would be here in the peach tree woods?\Xiao Jiu? response:	She hasn't been back in many days.
context: If Qing Cang was not sealed away, then Mo Yuan would still be alive.\As long as Mo Yuan is alive\then the world would definitely be at peace.\Yes, as long Master is alive, the four seas would surely be at peace.\By the way, Fourth Brother, where is Xiao Jiu?\Didn't you say she would be here in the peach tree woods?\Xiao Jiu?\She hasn't been back in many days. response:	But, she will definitely return today.
context: As long as Mo Yuan is alive\then the world would definitely be at peace.\Yes, as long Master is alive, the four seas would surely be at peace.\By the way, Fourth Brother, where is Xiao Jiu?\Didn't you say she would be here in the peach tree woods?\Xiao Jiu?\She hasn't been back in many days.\But, she will definitely return today. response:	Why today?
context: then the world would definitely be at peace.\Yes, as long Master is alive, the four seas would surely be at peace.\By the way, Fourth Brother, where is Xiao Jiu?\Didn't you say she would be here in the peach tree woods?\Xiao Jiu?\She hasn't been back in many days.\But, she will definitely return today.\Why today? response:	Have you forgotten? It is your birthday today.
context: Yes, as long Master is alive, the four seas would surely be at peace.\By the way, Fourth Brother, where is Xiao Jiu?\Didn't you say she would be here in the peach tree woods?\Xiao Jiu?\She hasn't been back in many days.\But, she will definitely return today.\Why today?\Have you forgotten? It is your birthday today. response:	You have already lived for hundreds of millenia
context: By the way, Fourth Brother, where is Xiao Jiu?\Didn't you say she would be here in the peach tree woods?\Xiao Jiu?\She hasn't been back in many days.\But, she will definitely return today.\Why today?\Have you forgotten? It is your birthday today.\You have already lived for hundreds of millenia response:	so there's nothing special about a birthday.
context: Didn't you say she would be here in the peach tree woods?\Xiao Jiu?\She hasn't been back in many days.\But, she will definitely return today.\Why today?\Have you forgotten? It is your birthday today.\You have already lived for hundreds of millenia\so there's nothing special about a birthday. response:	But, Xiao Jiu has followed you since she was young
context: Xiao Jiu?\She hasn't been back in many days.\But, she will definitely return today.\Why today?\Have you forgotten? It is your birthday today.\You have already lived for hundreds of millenia\so there's nothing special about a birthday.\But, Xiao Jiu has followed you since she was young response:	and is more respectful to you than to her own parents.
context: She hasn't been back in many days.\But, she will definitely return today.\Why today?\Have you forgotten? It is your birthday today.\You have already lived for hundreds of millenia\so there's nothing special about a birthday.\But, Xiao Jiu has followed you since she was young\and is more respectful to you than to her own parents. response:	It is your birthday today. She'll surely be back.
context: But, she will definitely return today.\Why today?\Have you forgotten? It is your birthday today.\You have already lived for hundreds of millenia\so there's nothing special about a birthday.\But, Xiao Jiu has followed you since she was young\and is more respectful to you than to her own parents.\It is your birthday today. She'll surely be back. response:	I'm too slow.
