context: Oh, right... response:	I'm in love with someone now.
context: Why, you...! What are you gonna do about this tiny courage I've mustered...\Come on! Are you trying to tell me I'm not even a speck in your eye?\Dammit! I'm not gonna let it end like this, you know!\Oh, good morning, Chitoge!\Huh? You're wearing lip gloss today, Chitoge!\You look so cute!\Now that it's come to this, I'm gonna make him notice or die trying!\But lip gloss alone isn't gonna cut it for that oblivious fool. response:	Morning, bean sprout!
context: Come on! Are you trying to tell me I'm not even a speck in your eye?\Dammit! I'm not gonna let it end like this, you know!\Oh, good morning, Chitoge!\Huh? You're wearing lip gloss today, Chitoge!\You look so cute!\Now that it's come to this, I'm gonna make him notice or die trying!\But lip gloss alone isn't gonna cut it for that oblivious fool.\Morning, bean sprout! response:	Yo, morn
context: Dammit! I'm not gonna let it end like this, you know!\Oh, good morning, Chitoge!\Huh? You're wearing lip gloss today, Chitoge!\You look so cute!\Now that it's come to this, I'm gonna make him notice or die trying!\But lip gloss alone isn't gonna cut it for that oblivious fool.\Morning, bean sprout!\Yo, morn response:	Hey, somehow today is, you know...
context: Oh, good morning, Chitoge!\Huh? You're wearing lip gloss today, Chitoge!\You look so cute!\Now that it's come to this, I'm gonna make him notice or die trying!\But lip gloss alone isn't gonna cut it for that oblivious fool.\Morning, bean sprout!\Yo, morn\Hey, somehow today is, you know... response:	Compared to yesterday, it's a little...
context: Huh? You're wearing lip gloss today, Chitoge!\You look so cute!\Now that it's come to this, I'm gonna make him notice or die trying!\But lip gloss alone isn't gonna cut it for that oblivious fool.\Morning, bean sprout!\Yo, morn\Hey, somehow today is, you know...\Compared to yesterday, it's a little... response:	The air feels a little warmer, huh?
context: You look so cute!\Now that it's come to this, I'm gonna make him notice or die trying!\But lip gloss alone isn't gonna cut it for that oblivious fool.\Morning, bean sprout!\Yo, morn\Hey, somehow today is, you know...\Compared to yesterday, it's a little...\The air feels a little warmer, huh? response:	Well? The shampoo I used this morning is 5,000 yen more expensive than my usual one!
context: Now that it's come to this, I'm gonna make him notice or die trying!\But lip gloss alone isn't gonna cut it for that oblivious fool.\Morning, bean sprout!\Yo, morn\Hey, somehow today is, you know...\Compared to yesterday, it's a little...\The air feels a little warmer, huh?\Well? The shampoo I used this morning is 5,000 yen more expensive than my usual one! response:	You must've noticed that, at least, right?
context: But lip gloss alone isn't gonna cut it for that oblivious fool.\Morning, bean sprout!\Yo, morn\Hey, somehow today is, you know...\Compared to yesterday, it's a little...\The air feels a little warmer, huh?\Well? The shampoo I used this morning is 5,000 yen more expensive than my usual one!\You must've noticed that, at least, right? response:	If you sniff this sweet fragrance...
context: Morning, bean sprout!\Yo, morn\Hey, somehow today is, you know...\Compared to yesterday, it's a little...\The air feels a little warmer, huh?\Well? The shampoo I used this morning is 5,000 yen more expensive than my usual one!\You must've noticed that, at least, right?\If you sniff this sweet fragrance... response:	You think?
context: Yo, morn\Hey, somehow today is, you know...\Compared to yesterday, it's a little...\The air feels a little warmer, huh?\Well? The shampoo I used this morning is 5,000 yen more expensive than my usual one!\You must've noticed that, at least, right?\If you sniff this sweet fragrance...\You think? response:	I was thinking it's colder than yesterday.
context: Hey, somehow today is, you know...\Compared to yesterday, it's a little...\The air feels a little warmer, huh?\Well? The shampoo I used this morning is 5,000 yen more expensive than my usual one!\You must've noticed that, at least, right?\If you sniff this sweet fragrance...\You think?\I was thinking it's colder than yesterday. response:	Y-Y-You miserable jerk!
context: Compared to yesterday, it's a little...\The air feels a little warmer, huh?\Well? The shampoo I used this morning is 5,000 yen more expensive than my usual one!\You must've noticed that, at least, right?\If you sniff this sweet fragrance...\You think?\I was thinking it's colder than yesterday.\Y-Y-You miserable jerk! response:	D-Did you just dismiss my secret weapon shampoo with one sneeze?
context: The air feels a little warmer, huh?\Well? The shampoo I used this morning is 5,000 yen more expensive than my usual one!\You must've noticed that, at least, right?\If you sniff this sweet fragrance...\You think?\I was thinking it's colder than yesterday.\Y-Y-You miserable jerk!\D-Did you just dismiss my secret weapon shampoo with one sneeze? response:	Why, you dumbass!
context: Well? The shampoo I used this morning is 5,000 yen more expensive than my usual one!\You must've noticed that, at least, right?\If you sniff this sweet fragrance...\You think?\I was thinking it's colder than yesterday.\Y-Y-You miserable jerk!\D-Did you just dismiss my secret weapon shampoo with one sneeze?\Why, you dumbass! response:	You're nothing but a bean sprout!
context: You must've noticed that, at least, right?\If you sniff this sweet fragrance...\You think?\I was thinking it's colder than yesterday.\Y-Y-You miserable jerk!\D-Did you just dismiss my secret weapon shampoo with one sneeze?\Why, you dumbass!\You're nothing but a bean sprout! response:	Nothing but a bean sprout!
context: If you sniff this sweet fragrance...\You think?\I was thinking it's colder than yesterday.\Y-Y-You miserable jerk!\D-Did you just dismiss my secret weapon shampoo with one sneeze?\Why, you dumbass!\You're nothing but a bean sprout!\Nothing but a bean sprout! response:	No, wait!
context: You think?\I was thinking it's colder than yesterday.\Y-Y-You miserable jerk!\D-Did you just dismiss my secret weapon shampoo with one sneeze?\Why, you dumbass!\You're nothing but a bean sprout!\Nothing but a bean sprout!\No, wait! response:	Let's calm down a little!
context: I was thinking it's colder than yesterday.\Y-Y-You miserable jerk!\D-Did you just dismiss my secret weapon shampoo with one sneeze?\Why, you dumbass!\You're nothing but a bean sprout!\Nothing but a bean sprout!\No, wait!\Let's calm down a little! response:	Even girls don't always notice lip gloss or shampoo.
context: Y-Y-You miserable jerk!\D-Did you just dismiss my secret weapon shampoo with one sneeze?\Why, you dumbass!\You're nothing but a bean sprout!\Nothing but a bean sprout!\No, wait!\Let's calm down a little!\Even girls don't always notice lip gloss or shampoo. response:	No wonder that moron didn't notice it either - it can't be helped.
context: D-Did you just dismiss my secret weapon shampoo with one sneeze?\Why, you dumbass!\You're nothing but a bean sprout!\Nothing but a bean sprout!\No, wait!\Let's calm down a little!\Even girls don't always notice lip gloss or shampoo.\No wonder that moron didn't notice it either - it can't be helped. response:	I've got to be more blatant with him.
context: Why, you dumbass!\You're nothing but a bean sprout!\Nothing but a bean sprout!\No, wait!\Let's calm down a little!\Even girls don't always notice lip gloss or shampoo.\No wonder that moron didn't notice it either - it can't be helped.\I've got to be more blatant with him. response:	Ta-da!
context: You're nothing but a bean sprout!\Nothing but a bean sprout!\No, wait!\Let's calm down a little!\Even girls don't always notice lip gloss or shampoo.\No wonder that moron didn't notice it either - it can't be helped.\I've got to be more blatant with him.\Ta-da! response:	How about this?
context: Nothing but a bean sprout!\No, wait!\Let's calm down a little!\Even girls don't always notice lip gloss or shampoo.\No wonder that moron didn't notice it either - it can't be helped.\I've got to be more blatant with him.\Ta-da!\How about this? response:	I almost never do my nails.
context: No, wait!\Let's calm down a little!\Even girls don't always notice lip gloss or shampoo.\No wonder that moron didn't notice it either - it can't be helped.\I've got to be more blatant with him.\Ta-da!\How about this?\I almost never do my nails. response:	Okay, cool!
context: Let's calm down a little!\Even girls don't always notice lip gloss or shampoo.\No wonder that moron didn't notice it either - it can't be helped.\I've got to be more blatant with him.\Ta-da!\How about this?\I almost never do my nails.\Okay, cool! response:	I think they look pretty cute!
context: Even girls don't always notice lip gloss or shampoo.\No wonder that moron didn't notice it either - it can't be helped.\I've got to be more blatant with him.\Ta-da!\How about this?\I almost never do my nails.\Okay, cool!\I think they look pretty cute! response:	Something this obvious, he's sure to notice, right?
context: No wonder that moron didn't notice it either - it can't be helped.\I've got to be more blatant with him.\Ta-da!\How about this?\I almost never do my nails.\Okay, cool!\I think they look pretty cute!\Something this obvious, he's sure to notice, right? response:	Hey, hey! Raku!
context: I've got to be more blatant with him.\Ta-da!\How about this?\I almost never do my nails.\Okay, cool!\I think they look pretty cute!\Something this obvious, he's sure to notice, right?\Hey, hey! Raku! response:	This is the handout I borrowed the other day.
context: Ta-da!\How about this?\I almost never do my nails.\Okay, cool!\I think they look pretty cute!\Something this obvious, he's sure to notice, right?\Hey, hey! Raku!\This is the handout I borrowed the other day. response:	I'll give it back to you, okay?
context: How about this?\I almost never do my nails.\Okay, cool!\I think they look pretty cute!\Something this obvious, he's sure to notice, right?\Hey, hey! Raku!\This is the handout I borrowed the other day.\I'll give it back to you, okay? response:	Now then... Comments, please?
context: I almost never do my nails.\Okay, cool!\I think they look pretty cute!\Something this obvious, he's sure to notice, right?\Hey, hey! Raku!\This is the handout I borrowed the other day.\I'll give it back to you, okay?\Now then... Comments, please? response:	Okay.
context: Okay, cool!\I think they look pretty cute!\Something this obvious, he's sure to notice, right?\Hey, hey! Raku!\This is the handout I borrowed the other day.\I'll give it back to you, okay?\Now then... Comments, please?\Okay. response:	Ouch! Huh? Hey... ouch! Ouch!
context: I think they look pretty cute!\Something this obvious, he's sure to notice, right?\Hey, hey! Raku!\This is the handout I borrowed the other day.\I'll give it back to you, okay?\Now then... Comments, please?\Okay.\Ouch! Huh? Hey... ouch! Ouch! response:	What the hell do you think you're doing?!
context: Something this obvious, he's sure to notice, right?\Hey, hey! Raku!\This is the handout I borrowed the other day.\I'll give it back to you, okay?\Now then... Comments, please?\Okay.\Ouch! Huh? Hey... ouch! Ouch!\What the hell do you think you're doing?! response:	Comments, please?
context: Hey, hey! Raku!\This is the handout I borrowed the other day.\I'll give it back to you, okay?\Now then... Comments, please?\Okay.\Ouch! Huh? Hey... ouch! Ouch!\What the hell do you think you're doing?!\Comments, please? response:	No, that hurts!
context: This is the handout I borrowed the other day.\I'll give it back to you, okay?\Now then... Comments, please?\Okay.\Ouch! Huh? Hey... ouch! Ouch!\What the hell do you think you're doing?!\Comments, please?\No, that hurts! response:	What do you think you're doing?
context: I'll give it back to you, okay?\Now then... Comments, please?\Okay.\Ouch! Huh? Hey... ouch! Ouch!\What the hell do you think you're doing?!\Comments, please?\No, that hurts!\What do you think you're doing? response:	Oh, does it?
context: Now then... Comments, please?\Okay.\Ouch! Huh? Hey... ouch! Ouch!\What the hell do you think you're doing?!\Comments, please?\No, that hurts!\What do you think you're doing?\Oh, does it? response:	Then maybe I'll pound you with my fist next?
context: Okay.\Ouch! Huh? Hey... ouch! Ouch!\What the hell do you think you're doing?!\Comments, please?\No, that hurts!\What do you think you're doing?\Oh, does it?\Then maybe I'll pound you with my fist next? response:	Why do you get like that?
context: Ouch! Huh? Hey... ouch! Ouch!\What the hell do you think you're doing?!\Comments, please?\No, that hurts!\What do you think you're doing?\Oh, does it?\Then maybe I'll pound you with my fist next?\Why do you get like that? response:	Jeez!
context: What the hell do you think you're doing?!\Comments, please?\No, that hurts!\What do you think you're doing?\Oh, does it?\Then maybe I'll pound you with my fist next?\Why do you get like that?\Jeez! response:	I never dreamed he was this much of an idiot!
context: Comments, please?\No, that hurts!\What do you think you're doing?\Oh, does it?\Then maybe I'll pound you with my fist next?\Why do you get like that?\Jeez!\I never dreamed he was this much of an idiot! response:	You dummy! Dummy! Dummy! Dummy!
context: No, that hurts!\What do you think you're doing?\Oh, does it?\Then maybe I'll pound you with my fist next?\Why do you get like that?\Jeez!\I never dreamed he was this much of an idiot!\You dummy! Dummy! Dummy! Dummy! response:	Why don't you notice them?
context: What do you think you're doing?\Oh, does it?\Then maybe I'll pound you with my fist next?\Why do you get like that?\Jeez!\I never dreamed he was this much of an idiot!\You dummy! Dummy! Dummy! Dummy!\Why don't you notice them? response:	Or is it that you do notice, but you have no comment?
context: Oh, does it?\Then maybe I'll pound you with my fist next?\Why do you get like that?\Jeez!\I never dreamed he was this much of an idiot!\You dummy! Dummy! Dummy! Dummy!\Why don't you notice them?\Or is it that you do notice, but you have no comment? response:	Either way, it's so frustrating!
context: Then maybe I'll pound you with my fist next?\Why do you get like that?\Jeez!\I never dreamed he was this much of an idiot!\You dummy! Dummy! Dummy! Dummy!\Why don't you notice them?\Or is it that you do notice, but you have no comment?\Either way, it's so frustrating! response:	Now that it's come to this...
context: Why do you get like that?\Jeez!\I never dreamed he was this much of an idiot!\You dummy! Dummy! Dummy! Dummy!\Why don't you notice them?\Or is it that you do notice, but you have no comment?\Either way, it's so frustrating!\Now that it's come to this... response:	Now that it's come to this!
context: Jeez!\I never dreamed he was this much of an idiot!\You dummy! Dummy! Dummy! Dummy!\Why don't you notice them?\Or is it that you do notice, but you have no comment?\Either way, it's so frustrating!\Now that it's come to this...\Now that it's come to this! response:	This should do it! This should do it! What do you say?
context: I never dreamed he was this much of an idiot!\You dummy! Dummy! Dummy! Dummy!\Why don't you notice them?\Or is it that you do notice, but you have no comment?\Either way, it's so frustrating!\Now that it's come to this...\Now that it's come to this!\This should do it! This should do it! What do you say? response:	He's sure to notice this,
context: You dummy! Dummy! Dummy! Dummy!\Why don't you notice them?\Or is it that you do notice, but you have no comment?\Either way, it's so frustrating!\Now that it's come to this...\Now that it's come to this!\This should do it! This should do it! What do you say?\He's sure to notice this, response:	and if it's this drastic a change, he won't be able to ignore it, will he?
context: Why don't you notice them?\Or is it that you do notice, but you have no comment?\Either way, it's so frustrating!\Now that it's come to this...\Now that it's come to this!\This should do it! This should do it! What do you say?\He's sure to notice this,\and if it's this drastic a change, he won't be able to ignore it, will he? response:	Oh, wow, Chitoge!
context: Or is it that you do notice, but you have no comment?\Either way, it's so frustrating!\Now that it's come to this...\Now that it's come to this!\This should do it! This should do it! What do you say?\He's sure to notice this,\and if it's this drastic a change, he won't be able to ignore it, will he?\Oh, wow, Chitoge! response:	Is that ribbon part of a makeover?
context: Either way, it's so frustrating!\Now that it's come to this...\Now that it's come to this!\This should do it! This should do it! What do you say?\He's sure to notice this,\and if it's this drastic a change, he won't be able to ignore it, will he?\Oh, wow, Chitoge!\Is that ribbon part of a makeover? response:	Morning.
context: Now that it's come to this...\Now that it's come to this!\This should do it! This should do it! What do you say?\He's sure to notice this,\and if it's this drastic a change, he won't be able to ignore it, will he?\Oh, wow, Chitoge!\Is that ribbon part of a makeover?\Morning. response:	M-My, my, darling, you're late today!
context: Now that it's come to this!\This should do it! This should do it! What do you say?\He's sure to notice this,\and if it's this drastic a change, he won't be able to ignore it, will he?\Oh, wow, Chitoge!\Is that ribbon part of a makeover?\Morning.\M-My, my, darling, you're late today! response:	Oh, hey... morning, honey.
context: This should do it! This should do it! What do you say?\He's sure to notice this,\and if it's this drastic a change, he won't be able to ignore it, will he?\Oh, wow, Chitoge!\Is that ribbon part of a makeover?\Morning.\M-My, my, darling, you're late today!\Oh, hey... morning, honey. response:	I kind of overslept today, see...
context: He's sure to notice this,\and if it's this drastic a change, he won't be able to ignore it, will he?\Oh, wow, Chitoge!\Is that ribbon part of a makeover?\Morning.\M-My, my, darling, you're late today!\Oh, hey... morning, honey.\I kind of overslept today, see... response:	All that homework yesterday, you know?
context: and if it's this drastic a change, he won't be able to ignore it, will he?\Oh, wow, Chitoge!\Is that ribbon part of a makeover?\Morning.\M-My, my, darling, you're late today!\Oh, hey... morning, honey.\I kind of overslept today, see...\All that homework yesterday, you know? response:	I tried to get it all done as soon as I could,
context: Oh, wow, Chitoge!\Is that ribbon part of a makeover?\Morning.\M-My, my, darling, you're late today!\Oh, hey... morning, honey.\I kind of overslept today, see...\All that homework yesterday, you know?\I tried to get it all done as soon as I could, response:	but it was harder than I thought.
context: Is that ribbon part of a makeover?\Morning.\M-My, my, darling, you're late today!\Oh, hey... morning, honey.\I kind of overslept today, see...\All that homework yesterday, you know?\I tried to get it all done as soon as I could,\but it was harder than I thought. response:	Oh, is that right?
context: Morning.\M-My, my, darling, you're late today!\Oh, hey... morning, honey.\I kind of overslept today, see...\All that homework yesterday, you know?\I tried to get it all done as soon as I could,\but it was harder than I thought.\Oh, is that right? response:	Well, not that we have to turn it in any time soon.
context: M-My, my, darling, you're late today!\Oh, hey... morning, honey.\I kind of overslept today, see...\All that homework yesterday, you know?\I tried to get it all done as soon as I could,\but it was harder than I thought.\Oh, is that right?\Well, not that we have to turn it in any time soon. response:	Hey!
context: Oh, hey... morning, honey.\I kind of overslept today, see...\All that homework yesterday, you know?\I tried to get it all done as soon as I could,\but it was harder than I thought.\Oh, is that right?\Well, not that we have to turn it in any time soon.\Hey! response:	Come on! Wh-Why are you ignoring me?
context: I kind of overslept today, see...\All that homework yesterday, you know?\I tried to get it all done as soon as I could,\but it was harder than I thought.\Oh, is that right?\Well, not that we have to turn it in any time soon.\Hey!\Come on! Wh-Why are you ignoring me? response:	Don't tell me you don't even notice this?
context: All that homework yesterday, you know?\I tried to get it all done as soon as I could,\but it was harder than I thought.\Oh, is that right?\Well, not that we have to turn it in any time soon.\Hey!\Come on! Wh-Why are you ignoring me?\Don't tell me you don't even notice this? response:	Is that even possible?
context: I tried to get it all done as soon as I could,\but it was harder than I thought.\Oh, is that right?\Well, not that we have to turn it in any time soon.\Hey!\Come on! Wh-Why are you ignoring me?\Don't tell me you don't even notice this?\Is that even possible? response:	H-Hey, you!
context: but it was harder than I thought.\Oh, is that right?\Well, not that we have to turn it in any time soon.\Hey!\Come on! Wh-Why are you ignoring me?\Don't tell me you don't even notice this?\Is that even possible?\H-Hey, you! response:	Isn't there anything you'd like to say about me today?
context: Oh, is that right?\Well, not that we have to turn it in any time soon.\Hey!\Come on! Wh-Why are you ignoring me?\Don't tell me you don't even notice this?\Is that even possible?\H-Hey, you!\Isn't there anything you'd like to say about me today? response:	H-How do you do?
context: Well, not that we have to turn it in any time soon.\Hey!\Come on! Wh-Why are you ignoring me?\Don't tell me you don't even notice this?\Is that even possible?\H-Hey, you!\Isn't there anything you'd like to say about me today?\H-How do you do? response:	What kind of answer is that?!
context: Hey!\Come on! Wh-Why are you ignoring me?\Don't tell me you don't even notice this?\Is that even possible?\H-Hey, you!\Isn't there anything you'd like to say about me today?\H-How do you do?\What kind of answer is that?! response:	Me, too, now that you mention it.
context: Come on! Wh-Why are you ignoring me?\Don't tell me you don't even notice this?\Is that even possible?\H-Hey, you!\Isn't there anything you'd like to say about me today?\H-How do you do?\What kind of answer is that?!\Me, too, now that you mention it. response:	My shoulders got all stiff from studying yesterday.
context: Don't tell me you don't even notice this?\Is that even possible?\H-Hey, you!\Isn't there anything you'd like to say about me today?\H-How do you do?\What kind of answer is that?!\Me, too, now that you mention it.\My shoulders got all stiff from studying yesterday. response:	Oh, yeah?
context: Is that even possible?\H-Hey, you!\Isn't there anything you'd like to say about me today?\H-How do you do?\What kind of answer is that?!\Me, too, now that you mention it.\My shoulders got all stiff from studying yesterday.\Oh, yeah? response:	You hitting the books, right?
context: H-Hey, you!\Isn't there anything you'd like to say about me today?\H-How do you do?\What kind of answer is that?!\Me, too, now that you mention it.\My shoulders got all stiff from studying yesterday.\Oh, yeah?\You hitting the books, right? response:	Are you sure you weren't watching some TV show and lazing around?
context: Isn't there anything you'd like to say about me today?\H-How do you do?\What kind of answer is that?!\Me, too, now that you mention it.\My shoulders got all stiff from studying yesterday.\Oh, yeah?\You hitting the books, right?\Are you sure you weren't watching some TV show and lazing around? response:	Wh-Why?!
context: H-How do you do?\What kind of answer is that?!\Me, too, now that you mention it.\My shoulders got all stiff from studying yesterday.\Oh, yeah?\You hitting the books, right?\Are you sure you weren't watching some TV show and lazing around?\Wh-Why?! response:	Why won't he say anything?!
context: What kind of answer is that?!\Me, too, now that you mention it.\My shoulders got all stiff from studying yesterday.\Oh, yeah?\You hitting the books, right?\Are you sure you weren't watching some TV show and lazing around?\Wh-Why?!\Why won't he say anything?! response:	Don't tell me he really hasn't noticed it yet!
context: Me, too, now that you mention it.\My shoulders got all stiff from studying yesterday.\Oh, yeah?\You hitting the books, right?\Are you sure you weren't watching some TV show and lazing around?\Wh-Why?!\Why won't he say anything?!\Don't tell me he really hasn't noticed it yet! response:	But if he has noticed, I'm sure there'd be some kind of reaction!
context: My shoulders got all stiff from studying yesterday.\Oh, yeah?\You hitting the books, right?\Are you sure you weren't watching some TV show and lazing around?\Wh-Why?!\Why won't he say anything?!\Don't tell me he really hasn't noticed it yet!\But if he has noticed, I'm sure there'd be some kind of reaction! response:	Just how dense is he, anyway?
context: Oh, yeah?\You hitting the books, right?\Are you sure you weren't watching some TV show and lazing around?\Wh-Why?!\Why won't he say anything?!\Don't tell me he really hasn't noticed it yet!\But if he has noticed, I'm sure there'd be some kind of reaction!\Just how dense is he, anyway? response:	Jeez! I don't believe this!
context: You hitting the books, right?\Are you sure you weren't watching some TV show and lazing around?\Wh-Why?!\Why won't he say anything?!\Don't tell me he really hasn't noticed it yet!\But if he has noticed, I'm sure there'd be some kind of reaction!\Just how dense is he, anyway?\Jeez! I don't believe this! response:	This ribbon was my most alluring feature!
context: Are you sure you weren't watching some TV show and lazing around?\Wh-Why?!\Why won't he say anything?!\Don't tell me he really hasn't noticed it yet!\But if he has noticed, I'm sure there'd be some kind of reaction!\Just how dense is he, anyway?\Jeez! I don't believe this!\This ribbon was my most alluring feature! response:	How can I get him to notice it?
context: Wh-Why?!\Why won't he say anything?!\Don't tell me he really hasn't noticed it yet!\But if he has noticed, I'm sure there'd be some kind of reaction!\Just how dense is he, anyway?\Jeez! I don't believe this!\This ribbon was my most alluring feature!\How can I get him to notice it? response:	Or is it that he couldn't care less about me?
context: Why won't he say anything?!\Don't tell me he really hasn't noticed it yet!\But if he has noticed, I'm sure there'd be some kind of reaction!\Just how dense is he, anyway?\Jeez! I don't believe this!\This ribbon was my most alluring feature!\How can I get him to notice it?\Or is it that he couldn't care less about me? response:	Huh? Your lunch today, it's not the usual Kobe beef,
context: Don't tell me he really hasn't noticed it yet!\But if he has noticed, I'm sure there'd be some kind of reaction!\Just how dense is he, anyway?\Jeez! I don't believe this!\This ribbon was my most alluring feature!\How can I get him to notice it?\Or is it that he couldn't care less about me?\Huh? Your lunch today, it's not the usual Kobe beef, response:	but Iberico ham, huh?
context: But if he has noticed, I'm sure there'd be some kind of reaction!\Just how dense is he, anyway?\Jeez! I don't believe this!\This ribbon was my most alluring feature!\How can I get him to notice it?\Or is it that he couldn't care less about me?\Huh? Your lunch today, it's not the usual Kobe beef,\but Iberico ham, huh? response:	Vitamins are good for you, right? Yep, vitamins!
context: Just how dense is he, anyway?\Jeez! I don't believe this!\This ribbon was my most alluring feature!\How can I get him to notice it?\Or is it that he couldn't care less about me?\Huh? Your lunch today, it's not the usual Kobe beef,\but Iberico ham, huh?\Vitamins are good for you, right? Yep, vitamins! response:	That's what you notice?!
context: Jeez! I don't believe this!\This ribbon was my most alluring feature!\How can I get him to notice it?\Or is it that he couldn't care less about me?\Huh? Your lunch today, it's not the usual Kobe beef,\but Iberico ham, huh?\Vitamins are good for you, right? Yep, vitamins!\That's what you notice?! response:	For God's sake, cow or pig? I only just found that out myself now!
context: This ribbon was my most alluring feature!\How can I get him to notice it?\Or is it that he couldn't care less about me?\Huh? Your lunch today, it's not the usual Kobe beef,\but Iberico ham, huh?\Vitamins are good for you, right? Yep, vitamins!\That's what you notice?!\For God's sake, cow or pig? I only just found that out myself now! response:	Does this mean the change in me is less important?!
context: How can I get him to notice it?\Or is it that he couldn't care less about me?\Huh? Your lunch today, it's not the usual Kobe beef,\but Iberico ham, huh?\Vitamins are good for you, right? Yep, vitamins!\That's what you notice?!\For God's sake, cow or pig? I only just found that out myself now!\Does this mean the change in me is less important?! response:	Sooo annoying!
context: Or is it that he couldn't care less about me?\Huh? Your lunch today, it's not the usual Kobe beef,\but Iberico ham, huh?\Vitamins are good for you, right? Yep, vitamins!\That's what you notice?!\For God's sake, cow or pig? I only just found that out myself now!\Does this mean the change in me is less important?!\Sooo annoying! response:	Oh, man, I'm so frustrated!
context: Huh? Your lunch today, it's not the usual Kobe beef,\but Iberico ham, huh?\Vitamins are good for you, right? Yep, vitamins!\That's what you notice?!\For God's sake, cow or pig? I only just found that out myself now!\Does this mean the change in me is less important?!\Sooo annoying!\Oh, man, I'm so frustrated! response:	Notice it!
context: but Iberico ham, huh?\Vitamins are good for you, right? Yep, vitamins!\That's what you notice?!\For God's sake, cow or pig? I only just found that out myself now!\Does this mean the change in me is less important?!\Sooo annoying!\Oh, man, I'm so frustrated!\Notice it! response:	Notice it!
context: Vitamins are good for you, right? Yep, vitamins!\That's what you notice?!\For God's sake, cow or pig? I only just found that out myself now!\Does this mean the change in me is less important?!\Sooo annoying!\Oh, man, I'm so frustrated!\Notice it!\Notice it! response:	Notice it!!!
context: That's what you notice?!\For God's sake, cow or pig? I only just found that out myself now!\Does this mean the change in me is less important?!\Sooo annoying!\Oh, man, I'm so frustrated!\Notice it!\Notice it!\Notice it!!! response:	Excuse me, Mr. Ichijo?
context: For God's sake, cow or pig? I only just found that out myself now!\Does this mean the change in me is less important?!\Sooo annoying!\Oh, man, I'm so frustrated!\Notice it!\Notice it!\Notice it!!!\Excuse me, Mr. Ichijo? response:	Yes?
context: Does this mean the change in me is less important?!\Sooo annoying!\Oh, man, I'm so frustrated!\Notice it!\Notice it!\Notice it!!!\Excuse me, Mr. Ichijo?\Yes? response:	I'm going to test your abilities as a boyfriend.
context: Sooo annoying!\Oh, man, I'm so frustrated!\Notice it!\Notice it!\Notice it!!!\Excuse me, Mr. Ichijo?\Yes?\I'm going to test your abilities as a boyfriend. response:	Please point out any changes you've noticed in me recently!
context: Oh, man, I'm so frustrated!\Notice it!\Notice it!\Notice it!!!\Excuse me, Mr. Ichijo?\Yes?\I'm going to test your abilities as a boyfriend.\Please point out any changes you've noticed in me recently! response:	This feels so futile.
context: Notice it!\Notice it!\Notice it!!!\Excuse me, Mr. Ichijo?\Yes?\I'm going to test your abilities as a boyfriend.\Please point out any changes you've noticed in me recently!\This feels so futile. response:	Have you changed somehow?
context: Notice it!\Notice it!!!\Excuse me, Mr. Ichijo?\Yes?\I'm going to test your abilities as a boyfriend.\Please point out any changes you've noticed in me recently!\This feels so futile.\Have you changed somehow? response:	Oh, hey, I mean, you've totally changed, huh?
context: Notice it!!!\Excuse me, Mr. Ichijo?\Yes?\I'm going to test your abilities as a boyfriend.\Please point out any changes you've noticed in me recently!\This feels so futile.\Have you changed somehow?\Oh, hey, I mean, you've totally changed, huh? response:	It seems to me like you've changed.
context: Excuse me, Mr. Ichijo?\Yes?\I'm going to test your abilities as a boyfriend.\Please point out any changes you've noticed in me recently!\This feels so futile.\Have you changed somehow?\Oh, hey, I mean, you've totally changed, huh?\It seems to me like you've changed. response:	Um...
context: Yes?\I'm going to test your abilities as a boyfriend.\Please point out any changes you've noticed in me recently!\This feels so futile.\Have you changed somehow?\Oh, hey, I mean, you've totally changed, huh?\It seems to me like you've changed.\Um... response:	Hey! Have you gained a little weight?
context: I'm going to test your abilities as a boyfriend.\Please point out any changes you've noticed in me recently!\This feels so futile.\Have you changed somehow?\Oh, hey, I mean, you've totally changed, huh?\It seems to me like you've changed.\Um...\Hey! Have you gained a little weight? response:	Look, you!
context: Please point out any changes you've noticed in me recently!\This feels so futile.\Have you changed somehow?\Oh, hey, I mean, you've totally changed, huh?\It seems to me like you've changed.\Um...\Hey! Have you gained a little weight?\Look, you! response:	M-M-M-M-My bad! I was just kidding!
context: This feels so futile.\Have you changed somehow?\Oh, hey, I mean, you've totally changed, huh?\It seems to me like you've changed.\Um...\Hey! Have you gained a little weight?\Look, you!\M-M-M-M-My bad! I was just kidding! response:	Um... Did you cut your bangs?
context: Have you changed somehow?\Oh, hey, I mean, you've totally changed, huh?\It seems to me like you've changed.\Um...\Hey! Have you gained a little weight?\Look, you!\M-M-M-M-My bad! I was just kidding!\Um... Did you cut your bangs? response:	No, I didn't!
context: Oh, hey, I mean, you've totally changed, huh?\It seems to me like you've changed.\Um...\Hey! Have you gained a little weight?\Look, you!\M-M-M-M-My bad! I was just kidding!\Um... Did you cut your bangs?\No, I didn't! response:	Are you wearing mascara?
context: It seems to me like you've changed.\Um...\Hey! Have you gained a little weight?\Look, you!\M-M-M-M-My bad! I was just kidding!\Um... Did you cut your bangs?\No, I didn't!\Are you wearing mascara? response:	These are natural, I'll have you know!
